,A,TdcA,Fnr,Crp,ihfB
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__2,-0.9290747709776048,0.5455539407432792,-0.8034164812511904,0.59322303693056,1.3257065983627356
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__1,-0.1551553619334092,0.6906272951480728,-1.2951941706647359,0.9087634004837568,1.166680045786446
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__2,-0.1218880907151809,0.8040695055078202,-1.4410874878968354,0.8216013681301941,1.3378173801584443
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__1,0.7084054119921391,2.2318216494222063,-1.2305446515527834,0.4719138623499397,1.1687628629485527
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__2,0.2404716624275388,1.821707750735614,-1.2503553348944774,0.5587931596523799,1.0998825909189929
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__1,-0.044254288738812,0.8952026132548503,-1.6867628682828926,0.6343408622266598,1.2436140993913902
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__2,-0.188994248525783,0.8613602758252519,-1.528910987234941,0.6467570174864914,1.3095600995106091
eep__BOP27_ndh-cydB__1,0.9411960742691692,1.4876344866784599,-0.19427216755860852,0.5795424806329965,0.3092778452526268
eep__BOP27_ndh-cydB__2,-1.326406361407107,0.34307689004028763,-0.22270799028710364,0.5830047350587346,0.3388753467078942
eep__BOP27_nuoB-cydB__1,0.4865813207194289,0.6532935194951001,-0.18761476591788906,0.7793213906795806,0.7592784478263291
eep__BOP27_nuoB-cydB__2,0.3070267066681321,0.5532744181108533,-0.0967738414621948,0.8418525340196368,0.7204023475208725
DDB2__PD-005_BW25113_Batch_6h__1,-1.5111799761213174,-0.31323947167428834,-0.5001713878556657,-0.12723029239772998,0.18155822321439172
DDB2__PD-005_BW25113_Batch_6h__2,-2.0262311517333944,-0.4475283465258506,-0.3947884766244645,-0.19715708438903512,0.2983264327595414
DDB2__PD-003_BW25113_Batch_9h__1,-1.4765834665463555,-0.3618513666176015,-0.3968705810005329,-0.16807586777489902,0.12410438571799708
DDB2__PD-003_BW25113_Batch_9h__2,-0.7944236034580422,-0.4641462264020094,-0.6483659994534339,-0.15998061409660205,0.8117303995605933
DDB2__PD-003_BW25113_Fed-batch_6h__1,-2.3531793313881897,0.4203046418979932,-0.7850808665167595,-0.027134141818516252,0.2640700302398784
DDB2__PD-003_BW25113_Fed-batch_6h__2,-1.0183832375468025,1.3904819196606577,-0.6660578224841861,-0.17852551024006402,0.1794903926417426
DDB2__PD-005_BW25113_Fed-batch_6h__1,-2.482138399188117,-0.42867445716924335,-0.5402691410274976,-0.3223346990388993,0.5360570781308969
DDB2__PD-005_BW25113_Fed-batch_6h__2,-0.7400755614890658,1.0581885338316959,-0.496228152063713,-0.142315246792732,0.3800561083253502
DDB2__PD-005_BW25113_Fed-batch_6h__3,-1.2353526304284297,1.4516590580576558,-0.6012742004251326,-0.0021470405809242976,0.3992883680917228
DDB2__PD-005_BW25113_Fed-batch_15h__1,-1.033637097238283,0.7614260851030392,-0.4449659826463748,0.2350709659175898,-0.0608244512669458
DDB2__PD-005_BW25113_Fed-batch_15h__2,-0.340487987674762,1.1603866019271534,-0.3735908998823128,0.2314675354999398,-0.12214975488599222
DDB2__PD-003_BW25113_Fed-batch_21h__1,0.5869615999381259,1.653175371676304,-0.436274338909362,0.3617103437948988,0.21096539346346965
DDB2__PD-003_BW25113_Fed-batch_21h__2,0.6680916740944338,2.677053682278748,-0.4779244922466148,0.5141217169364491,-0.10655762219971264
DDB2__PD-004_del-basS_Batch_6h__1,-1.121882871147341,-0.2410960126781102,-0.4127902717882286,-0.3925529624361753,0.3719063055734093
DDB2__PD-004_del-basS_Batch_6h__2,-1.9098472737624503,-0.4176321463463475,-0.4074536307185568,-0.3297445270973629,0.3277966279892546
DDB2__PD-004_del-basS_Fed-batch_6h__1,0.8675441255469335,2.0072511644494435,-0.5182908708356528,-0.5282964282981357,0.2084301936283328
DDB2__PD-004_del-basS_Fed-batch_6h__2,0.3662877544898722,1.7877314421225925,-0.7921424134886816,-0.04672945896208347,0.5928622902875063
DDB2__PD-004_del-basS_Fed-batch_15h__1,1.2933578709157023,1.8843909188764405,-0.6278103505736965,-0.18462207311152845,0.12334801398207952
DDB2__PD-004_del-basS_Fed-batch_15h__2,1.2258138991058611,1.972295040775472,-0.5727898254035129,0.11541921525898854,0.18752449644239452
DDB2__PD-004_del-kdpE_Batch_6h__1,-1.2331896403729712,-0.4384575291753907,-0.2378739723905205,-0.10203008187775353,0.4040466391694935
DDB2__PD-004_del-kdpE_Batch_6h__2,-0.5955943832739601,-0.2319666189702224,-0.18604719606259398,-0.13771078535060433,0.4173407090126275
DDB2__PD-004_del-kdpE_Fed-batch_6h__1,-0.9199156447318154,1.291873379742789,-0.2952656133610123,-0.30953429046660297,0.14497496952373012
DDB2__PD-004_del-kdpE_Fed-batch_6h__2,-0.7980688558507482,1.5460896350811546,-0.3866463271839233,-0.20352765843154152,0.15183669538831698
DDB2__PD-004_del-kdpE_Fed-batch_15h__1,0.3785587924176973,1.890472882080324,-0.21859716417840147,0.19855716077668184,-0.002677980394226509
DDB2__PD-004_del-kdpE_Fed-batch_15h__2,0.3368306549675247,1.7778904497873684,-0.39923843734823095,0.3785889334450516,0.2416916635200224
DDB2__PD-005_del-phoB_Batch_6h__1,-1.257083039029442,-1.218417149,-0.2676979735206029,-0.18690698319940324,0.09210867090775032
DDB2__PD-005_del-phoB_Batch_6h__2,-0.4222093587248509,-1.218417149,-0.475474041249111,-0.22105351110348792,0.0358173017019503
DDB2__PD-005_del-phoB_Batch_6h__3,-1.4536414365138912,-0.15771177812001216,-0.5264903237664775,-0.14235715509988545,0.4165576109404956
DDB2__PD-003_del-phoB_Batch_9h__1,-2.251551639613196,0.2458270021689901,-0.5964092496932611,-0.27939917001360826,-0.2290701220608895
DDB2__PD-003_del-phoB_Batch_9h__2,-1.5416260543153637,-1.218417149,-0.5623644602412163,-0.2833164869874789,0.24555982875807916
DDB2__PD-003_del-phoB_Fed-batch_6h__1,0.1198865423530975,1.990495725751108,-0.7144183196922604,-0.024235422345480373,0.5669300518513438
DDB2__PD-003_del-phoB_Fed-batch_6h__2,-1.70385425190953,1.033057277058001,-0.6549078473006809,-0.06170063906209222,0.20761532582634776
DDB2__PD-005_del-phoB_Fed-batch_6h__1,-1.051832234677788,0.3894684819905931,-0.8331227046756968,0.431330570779684,0.10439288476699816
DDB2__PD-005_del-phoB_Fed-batch_6h__2,-1.1314940667856526,1.473714945298469,-0.6707323333406645,0.0373685130868342,0.6103921644394426
DDB2__PD-005_del-phoB_Fed-batch_15h__1,-0.1762079409842835,1.4931276745179387,-0.6074517195155309,0.24940911188163994,-0.3773953979403153
DDB2__PD-005_del-phoB_Fed-batch_15h__2,-0.0018825646624942,1.4254584410116689,-0.6558859518431284,0.2134181153241954,-0.1920951702025615
DDB2__PD-003_del-phoB_Fed-batch_21h__1,1.8784827630337604,2.618987019424833,-0.4617975907098444,0.33369608246568383,0.27536616048789675
DDB2__PD-003_del-phoB_Fed-batch_21h__2,0.0958397054138907,1.6890097218755642,-0.4453930411263531,0.2847021347030569,-0.24516381536352586
DDB2__PD-004_del-qseB_Batch_6h__1,-1.668138810026213,-0.032537546234409964,-0.15344700886241647,-0.12791638658763738,0.5436454634895593
DDB2__PD-004_del-qseB_Fed-batch_6h__1,-2.1136546042603968,1.0681104757292608,-0.4228753881969194,0.0070327348853478355,0.4116384782169593
DDB2__PD-004_del-qseB_Fed-batch_6h__2,-2.7531436544702643,1.4708959607806666,-0.4359414009279643,0.14395110458813146,0.4775605946870236
DDB2__PD-004_del-qseB_Fed-batch_15h__1,-0.0668162454793845,1.5823839617385254,-0.3131387854129457,0.14349024146300948,0.15844253731117952
DDB2__PD-004_del-qseB_Fed-batch_15h__2,-0.6144586599582452,0.990962873632236,-0.4841608090384497,0.3342680715119659,-0.16387380122226958
DDB2__PD-004_del-qseC_Batch_6h__1,-1.6337235938297126,0.22413652432521425,-0.08780555718503003,-0.1054807241193494,0.501527734219259
DDB2__PD-004_del-qseC_Batch_6h__2,-2.373896082409185,-0.2223573389858562,-0.15788077628163144,-0.1890055363379357,0.598855331228231
DDB2__PD-004_del-qseC_Fed-batch_6h__1,-1.4515913101979925,1.1173010862395658,-0.36093801449897,-0.20126649289716705,0.14708219179059867
DDB2__PD-004_del-qseC_Fed-batch_6h__2,-1.6071496728058694,1.1243287382780318,-0.38812155581423546,0.007007073388662022,0.2529881039159356
DDB2__PD-004_del-qseC_Fed-batch_15h__1,0.0382000020572467,1.441226178154959,-0.33473127173633804,0.24433059166856094,-0.06883684592664885
DDB2__PD-004_del-qseC_Fed-batch_15h__2,-1.0335400976869165,1.3570210856645564,-0.3662839904189337,0.41673648908845706,-0.08543000672469248
DDB2__PD-005_del-qseF_Batch_6h__1,-1.6193255025004436,-0.027782976234844048,-0.4524479589343251,-0.14804630641666705,0.19822743947796265
DDB2__PD-005_del-qseF_Batch_6h__2,-1.7251493430018363,-0.15999523911380684,-0.31860402328508464,-0.2472769860054029,0.5064034831497253
DDB2__PD-003_del-qseF_Batch_6h__1,-0.6191944211980214,-0.8176103857865641,-0.5766451970643711,-0.04129063094139518,0.3918769680585559
DDB2__PD-003_del-qseF_Batch_6h__2,-1.7546955251112315,-0.08919247581143241,-0.469440994759001,-0.07120032371772211,0.2934466433144625
DDB2__PD-003_del-qseF_Fed-batch_6h__1,-0.8724375627919435,1.6001730026220762,-0.6525107327612485,0.07928259588675246,0.3523019930299718
DDB2__PD-003_del-qseF_Fed-batch_6h__2,-1.0900722487181138,1.4255460458538525,-0.5970660470744171,0.09988668006863577,0.4289772511055663
DDB2__PD-005_del-qseF_Fed-batch_6h__1,-2.167122855823544,1.9963523019068816,-0.30681769744368914,-0.054992720518960425,0.4492372525953172
DDB2__PD-005_del-qseF_Fed-batch_6h__2,-2.041290977092564,1.2930372076387298,-0.4345884900814045,0.10723371376415967,0.06416916311360765
DDB2__PD-005_del-qseF_Fed-batch_6h__3,-0.7357930443782841,1.3297787958329588,-0.5936568124153005,0.06774821772418349,0.6777552015290986
DDB2__PD-005_del-qseF_Fed-batch_15h__1,-1.2576768731734005,1.5259723053545806,-0.5340487394582816,0.1807957685003956,-0.159336625095305
DDB2__PD-005_del-qseF_Fed-batch_15h__2,-0.1420389893114057,2.1671426841385704,-0.7547526472733566,0.18100851105295668,-0.3087132721141845
DDB2__PD-003_del-qseF_Fed-batch_21h__1,0.5718670145798871,1.7916924317875402,-0.4094332676375032,0.3843825596880919,0.21835820981643472
DDB2__PD-003_del-qseF_Fed-batch_21h__2,0.995056274691014,1.9900651602987611,-0.5794689783100324,0.3283143161117117,0.489409345472481
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__1,0.3431016737259642,-1.218417149,-0.3577043476508468,-0.2055466339490284,0.5905817912437197
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__2,-1.339300112076084,-0.33100065114748656,-0.5343907906689846,-0.12038482798851112,0.6003682133953063
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__3,-1.4907104590728832,-0.5895011669302695,-0.4014728942189212,-0.24527694177792905,0.9743545234330852
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__1,-2.5885760315365456,1.1624439442783423,-0.4997171682965327,0.06456324456686602,0.4591615881882625
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__2,-1.4577774841403823,1.2234349572971177,-0.6431101817928209,0.04318616195255665,0.6899601753877302
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__1,-0.418482605530622,1.528678807372485,-0.3412441763932872,0.28437816260421656,0.040058529329487065
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__2,-0.4989824332072856,1.2791158060873218,-0.5377966080332008,0.18788840247316507,0.12410355766624548
DDB3__PD-009_del-arcA_Batch_6h__1,-1.8257571011790648,-1.218417149,-0.2512255398914771,-0.15520693678349495,0.07824051360645258
DDB3__PD-009_del-arcA_Batch_6h__2,-2.19968553584006,-0.7182551209123058,-0.2389367692064006,-0.11927548503423502,0.1324433418049331
DDB3__PD-009_del-arcA_Fed-batch_6h__1,-1.2672911657724495,1.10256883661533,-0.14352312959894853,0.3211525795468209,-0.04530550069802963
DDB3__PD-009_del-arcA_Fed-batch_6h__2,-1.7053528402191442,0.6954064945390848,-0.04794888144222576,-0.17422284096607574,-0.05781361532598873
DDB3__PD-009_del-arcA_Fed-batch_15h__1,0.2720889721733756,1.594254042690439,-0.16048218732737318,0.3068175092463843,0.5316664129804582
DDB3__PD-009_del-arcA_Fed-batch_15h__2,-0.2716385231465546,1.4552994157622368,-0.11705167677660988,0.3089395842630438,0.36060665473846504
DDB3__PD-006_del-baeR_Batch_12h__1,-0.8859716964576848,-0.5292600500126416,-0.5991857387618076,-0.07288080968497113,0.15788204860884747
DDB3__PD-006_del-baeR_Batch_12h__2,-0.5160971863346998,-0.32382369876696804,-0.5698063370303537,-0.1470714378044189,0.21875742080960947
DDB3__PD-009_del-baeR_Batch_12h__1,-0.799427985017191,-1.218417149,-0.5708163832373412,0.0075413674833608715,0.13552269073871415
DDB3__PD-009_del-baeR_Batch_12h__2,-1.610178813644845,-1.218417149,-0.7661641530204495,0.11000079547650364,-0.1385445673396113
DDB3__PD-006_del-baeR_Fed-batch_12h__1,0.4183126022122733,-0.5186924811204398,-0.8183361270556606,-0.44075017642119896,0.4683722118642546
DDB3__PD-006_del-baeR_Fed-batch_12h__2,0.1890432366074534,-0.2202353896965452,-0.9003476615969195,-0.3079824279256762,0.4847476996556637
DDB3__PD-009_del-baeR_Fed-batch_12h__1,0.9296758720288968,1.4732954169294967,-0.9099980108587324,0.17096182082460487,-0.3896334672430566
DDB3__PD-009_del-baeR_Fed-batch_12h__2,-0.3320676681622038,1.64534527049155,-0.7499750746734168,0.19735620347242036,-0.4367307690346536
DDB3__PD-009_del-baeR_Fed-batch_18h__1,0.2032947491091159,1.1447862142030742,-0.896367378799507,0.17038086081004875,-0.23676063052055876
DDB3__PD-006_del-lsrB_Batch_6h__1,-1.6805956236914836,-0.6636691484522192,-0.3832703639753934,-0.08679694138112204,0.4455284935700874
DDB3__PD-006_del-lsrB_Batch_6h__2,-2.009384770792592,-1.218417149,-0.4131364372319055,-0.10651403429150186,0.11163514457249056
DDB3__PD-006_del-lsrB_Fed-batch_6h__1,-2.440148890781435,0.8500288947484322,-0.3791827143441484,0.3346811913157435,0.1692360009839078
DDB3__PD-006_del-lsrB_Fed-batch_6h__2,-0.3486920243879985,1.3162825999497367,-0.5933538681388271,0.12320570534873987,0.2130066468274343
DDB3__PD-006_del-lsrB_Fed-batch_6h__3,-2.2101940717633664,1.38400685423598,-0.5848018733812523,0.1671224798447568,0.24172113319021984
DDB3__PD-006_del-lsrB_Fed-batch_15h__1,-1.879378052019804,1.5927234802203687,-0.3886270171840192,0.3507109925052916,0.1157430625196465
DDB3__PD-006_del-lsrB_Fed-batch_15h__2,-0.0773743179905775,1.7144603164883283,-0.3808559011428408,0.3958492591492941,-0.2266710640529101
DDB3__PD-009_del-lsrK_Batch_6h__1,-0.9689527333171782,-0.7749243725608168,-0.3710585150859309,-0.009831828811623922,0.2165097615457583
DDB3__PD-009_del-lsrK_Batch_6h__2,-1.2119244544076715,-0.5057143971858157,-0.3755969238713739,-0.14523400895794936,0.2639177054202726
DDB3__PD-009_del-lsrK_Fed-batch_6h__1,-2.0147391177668927,1.6636986847240562,-0.7110762318192538,0.1244005654382363,0.3079769543317372
DDB3__PD-009_del-lsrK_Fed-batch_6h__2,-2.797415375132692,0.3990407709964807,-0.7600505711525418,0.0012933420484664284,-0.2678232244879393
DDB3__PD-009_del-lsrK_Fed-batch_15h__1,-1.4685103820695078,2.1375671642499827,-0.1354955594171443,-0.04582048053983101,-0.23965282423040435
DDB3__PD-009_del-lsrK_Fed-batch_15h__2,-0.5453652628982495,2.0278722239006037,-0.21637280646161366,0.2938071439648517,-0.03829893522547678
DDB3__PD-009_del-lsrK_Fed-batch_15h__3,-0.6722147338462534,2.0677070647242184,-0.3266450914743455,0.18925140721970912,0.18761505155631572
DDB3__PD-006_del-lsrR_Batch_6h__1,-0.8563830583813132,0.17032148193748253,-0.4399287101237857,-0.07682126355774699,0.19508849691483832
DDB3__PD-006_del-lsrR_Batch_6h__2,-0.7186241160659176,-0.4233018473329079,-0.5196813282784092,0.04568553531896491,0.05431850497536495
DDB3__PD-006_del-lsrR_Fed-batch_6h__1,-1.2113471296639475,1.0171349739286508,-0.4566337114169378,0.0695840261226941,0.2991108003613672
DDB3__PD-006_del-lsrR_Fed-batch_6h__2,-1.6109176121047435,0.9754421453864864,-0.5461908592440619,0.0951190132944717,0.11288330768418753
DDB3__PD-006_del-lsrR_Fed-batch_15h__1,-0.4606905585499183,1.7416220467852082,-0.4650072094073252,0.2481661791660663,0.14355043103692644
DDB3__PD-006_del-lsrR_Fed-batch_15h__2,-0.826589444998285,1.082699561859588,-0.2726357521389904,0.26532788482238345,-0.12524249884010175
DDB3__PD-006_del-lsrR_Fed-batch_15h__3,-1.7293661772298163,1.4818833796234467,-0.4106201805277099,0.2652297453274688,-0.1954396973892667
DDB3__PD-009_del-luxS_Batch_6h__1,-0.9686234632513075,-1.218417149,-0.2891893528662326,0.0936775819929636,0.3410793775801082
DDB3__PD-009_del-luxS_Batch_6h__2,-1.6224300475870206,-0.5147516626003732,-0.3393095566173816,0.05667317704538455,0.1881316753540148
DDB3__PD-009_del-luxS_Fed-batch_6h__1,-2.030708510672317,0.13841996527360467,-0.5430411169261671,0.0986771612261439,0.20109356966181305
DDB3__PD-009_del-luxS_Fed-batch_6h__2,-1.8498457797121275,1.2244762647961287,-0.5019353233914979,-0.035116893204003574,0.21645340186508302
DDB3__PD-009_del-luxS_Fed-batch_15h__1,-0.4020868113905743,1.7769120531859053,-0.3246953599144895,0.1404617131644894,0.2902636508167813
DDB3__PD-009_del-luxS_Fed-batch_15h__2,-2.2864191647689767,1.478633957004417,-0.3085666451151603,-0.03093854772714621,0.27072171715365023
DDB3__PD-006_del-rpoS_Batch_9h__1,-4.327734727189183,0.1835439770222984,-0.2410143564395568,0.3819945803438571,-0.04237541175904447
DDB3__PD-006_del-rpoS_Batch_9h__2,-4.052500023796986,-0.14465282999944915,-0.1679670743346886,0.44523928747676855,-0.1875995441861722
DDB3__PD-006_del-rpoS_Fed-batch_6h__1,-2.622241536807515,0.3189223829775536,-0.34292449004251324,0.510032299376153,0.1343894330506732
DDB3__PD-006_del-rpoS_Fed-batch_6h__2,-3.6984348662908406,0.5174463267839353,-0.4023887259543919,0.6186371495562994,0.11082423667133412
DDB3__PD-006_del-rpoS_Fed-batch_6h__3,-1.6904745219707973,0.5414192424325512,-0.3698719782358175,0.5649106237720964,0.0741300837486687
DDB3__PD-006_del-rpoS_Fed-batch_15h__1,-0.819297634212059,1.0176308673968482,-0.3354234893617285,0.3973577297010369,-0.060073593333481064
DDB3__PD-006_del-rpoS_Fed-batch_15h__2,-1.1758090533993737,0.5582320314819449,-0.3827003704296619,0.4309841373011185,0.16123326890103584
DDB3__PD-009_del-tnaA_Batch_6h__1,-0.3930044197063452,-1.218417149,-0.4334334126721569,-0.1565078145665204,0.22354432996996465
DDB3__PD-009_del-tnaA_Fed-batch_6h__1,-2.48294419722114,0.3746922611028469,-0.57410968315099,-0.03326316906695581,0.1898964818987885
DDB3__PD-009_del-tnaA_Fed-batch_15h__1,-0.1099168121764996,1.8050975023524445,-0.373424967429882,0.2480537405512209,0.09681948206213063
DDB3__PD-009_del-tnaA_Fed-batch_15h__2,-0.7564873204752192,1.8451042820948904,-0.3454334680146811,0.2778554544661009,-0.07468909190889228
