,A,Lrp,ihfB
opex__pvpi_rif__1,-4.8991556498,-0.601975241,0.7554847077
opex__pvpi_rif__2,-5.2476589652,-0.5393674359,0.7890987312000001
opex__pvpi_rif__3,-3.5227148231000003,-0.4110311486,0.6352844664
opex__rif__1,-4.4957492025,-0.5343836343,0.7496321689000001
opex__rif__2,-4.883992581,-0.4870799568,0.7750268969
opex__rif__3,-5.2227277504,-0.6967769961,0.7101493076000001
opex__naocl_amp__1,0.8379927082,0.0166659018,-0.1732709832
opex__naocl_amp__2,0.1041463232,0.1337838902,0.0125798188
opex__naocl_amp__3,1.6880927846,0.009774320100000001,-0.12569989680000002
opex__naocl_kan__1,0.522847975,-0.0539881787,-0.0024633896
opex__naocl_kan__2,1.2037344269,0.016842407,-0.107284845
opex__naocl_kan__3,1.5024450592,-0.0027397658,-0.0378164496
opex__naocl_nor__1,1.099851376,-0.1634664161,-0.1266555151
opex__naocl_nor__2,1.9693068268,-0.1955722765,-0.18342158690000002
opex__naocl_nor__3,0.8658011416,-0.0901081388,-0.286782287
opex__naocl_rif__1,-4.2272315213,-0.3566875437,0.5930766829
opex__naocl_rif__2,-4.0735895773,-0.13625683660000001,0.6294067863
opex__naocl_rif__3,-4.4685734010000004,-0.1463608293,0.7170134595000001
phage_lysogen__wt_ctrl__1,-0.0828418761,-0.2162803667,-0.0260689406
phage_lysogen__wt_ctrl__2,0.06863427350000001,-0.1457966537,0.055185875700000005
phage_lysogen__wt_ctrl__3,0.0142076027,0.3620770204,-0.0291169351
phage_lysogen__O104_H4__1,0.054347304400000004,-0.1132873288,0.2378195673
phage_lysogen__O104_H4__2,-0.7583683316000001,0.08352329330000001,-0.1466596712
phage_lysogen__O104_H4__3,0.48468222390000004,0.5486137112,-0.07116623100000001
phage_lysogen__O157_H7_PA8__1,-0.7886895218000001,-0.0837945815,0.2144886863
phage_lysogen__O157_H7_PA8__2,-0.7981996167000001,0.34161905330000003,-0.1162119773
phage_lysogen__O157_H7_PA8__3,-0.0494007481,0.6859732818000001,0.0478665062
phage_resist__ygbE_oe__1,-2.2980167939,-0.0062171997,0.48151793810000004
phage_resist__wt__1,1.3211529563,-0.9337380818000001,-0.1774550813
phage_resist__wt__2,-0.1520552778,0.2596345097,0.0316978985
phage_resist__wt__3,-0.48216244220000004,0.34944736400000004,0.1096698247
phage_resist__wt__4,-0.6869352363,0.3246562081,0.0360873582
phage_resist__ygbE_oe__2,0.0072693424,0.4641211253,0.4008465332
phage_resist__ygbE_oe__3,-0.3801102603,0.48715983360000004,0.2016586973
phage_resist__ygbE_oe__4,-0.7731609103,0.5925795928,0.20863877560000002
phage_resist__yahA_oe__1,-3.4932422347,0.2186856385,0.8103400045
phage_resist__yahA_oe__2,-3.6111833576,0.1178346433,0.79434764
phage_resist__yahA_oe__3,-3.7057869077000003,0.142437738,0.7890265787
phage_resist__yrfF_ko__1,-1.9103761552,0.0512492733,0.1941040265
phage_resist__yrfF_ko__2,-1.7496937405000001,0.5549373775,0.1621654823
phage_resist__yrfF_ko__3,-1.6275363674,-0.0524063481,0.2351319325
pollution__wt_ctrl__1,0.3035500255,0.0871727219,-0.2052052727
pollution__wt_ctrl__2,0.17606342460000002,-0.1257125641,-0.15748279610000002
pollution__wt_ctrl__3,-0.47961345,0.0385398422,0.3626880689
pollution__wt_urban__1,-2.1553079991,0.0170087381,0.0205539034
pollution__wt_urban__2,-1.4333675055000001,0.0335088705,-0.0847331674
pollution__wt_urban__3,-1.8682522251,-0.0744039583,0.10179796170000001
pollution__wt_diesel__1,-5.6025072956,0.0640315412,0.3283769753
pollution__wt_diesel__2,-2.5229362646,0.47442714100000005,0.42943714510000003
pollution__wt_diesel__3,-3.5990935239,0.516957018,0.40175518200000004
pollution__evo_diesel__1,-6.1899513155,-0.7241306012000001,0.1621942794
pollution__evo_diesel__2,0.108684918,-0.7461422037000001,-0.0929989714
pollution__evo_diesel__3,-4.4467387318,-0.816640511,-0.0052199476
ppGpp__wt_relAtrunc_00m__1,-0.41553084160000003,-0.4650170918,0.1509588755
ppGpp__wt_relAtrunc_00m__2,0.19955589040000002,-0.34479734900000003,-0.1528181404
ppGpp__mut_delrelA_10m__1,-4.5285106888,-0.6313993248,0.43248006790000004
ppGpp__mut_delrelA_05m__1,-4.6392919425,-0.9163781618,0.34433113330000004
ppGpp__mut_delrelA_10m__2,-4.1234112167,-0.6583497656,0.5380630456000001
ppGpp__mut_delrelA_10m__3,-3.8784259824,-0.6379152501,0.5843706258
ppGpp__mut_delrelA_00m__1,-4.169622713,-1.0630706936,0.1253951864
ppGpp__mut_delrelA_00m__2,-4.4549000485,-1.2287369215,0.0565486674
ppGpp__mut_delrelA_05m__2,-4.3614509275,-1.0067075456,0.289905114
ppGpp__mut_delrelA_05m__3,-4.4756717581,-0.9316485147,0.2330789077
ppGpp__mut_delrelA_00m__3,-3.6816263659,-1.2240313197,0.07099494790000001
ppGpp__wt_delrelA_10m__1,-0.7295977633,2.1863763591,1.6693473817000002
ppGpp__wt_delrelA_05m__1,0.6973128869,1.9236357447999999,0.8851842496000001
ppGpp__wt_delrelA_05m__2,0.8770921732,1.8943560422,0.9921615799000001
ppGpp__wt_delrelA_10m__2,-0.7978773211,2.1351805528,1.5982408098
ppGpp__wt_delrelA_10m__3,-0.3956893132,2.1996466434,1.7096626457
ppGpp__wt_delrelA_00m__1,-0.1217567709,-0.0099429989,0.1352618145
ppGpp__wt_delrelA_00m__2,-0.1132966881,0.0772490323,-0.1884152095
ppGpp__wt_delrelA_05m__3,0.7226965627,1.8917099919,0.9359447872000001
ppGpp__wt_delrelA_00m__3,0.23505345900000002,-0.0673060335,0.053153395000000006
ppGpp__mut_relAtrunc_10m__1,-4.0312320387,-1.0802750347,0.0460408297
ppGpp__mut_relAtrunc_05m__1,-4.4746346582,-0.925047186,0.14534769620000001
ppGpp__mut_relAtrunc_05m__2,-3.9996191087,-1.0281568676,-0.0030341261000000003
ppGpp__wt_relAtrunc_10m__1,-0.2570435521,-0.1270896112,-0.061938696
ppGpp__wt_relAtrunc_10m__2,-1.1675762169000001,-0.09576320840000001,-0.1364298561
ppGpp__wt_relAtrunc_10m__3,-1.0332411258,-0.0514791192,-0.0056751697000000005
ppGpp__mut_relAtrunc_00m__1,-4.2849269654,-1.1492825234,0.2627756382
ppGpp__wt_relAtrunc_00m__3,0.1238236249,-0.0539672148,-0.0011724178
ppGpp__wt_relAtrunc_05m__1,-0.3194161189,-0.3360690113,-0.0574220695
ppGpp__wt_relAtrunc_05m__2,-0.8867969784,-0.3591382528,-0.0927367623
ppGpp__wt_relAtrunc_05m__3,-0.8683316126,-0.23039244050000002,-0.1534841357
ppGpp__mut_relAtrunc_00m__2,-3.8137229989,-1.5565715376,0.118872763
ppGpp__mut_relAtrunc_00m__3,-4.11261873,-1.3472401395,0.10202931650000001
ppGpp__mut_relAtrunc_10m__2,-4.5269212147,-1.1614732688,0.09872908180000001
ppGpp__mut_relAtrunc_05m__3,-4.0722993063,-1.1960530839,0.0882035146
ppGpp__mut_relAtrunc_10m__3,-3.8749157722,-1.1547836404,-0.032574997
pressure__high_pressure__1,-0.8034429087,-0.4991990525,-0.0463168558
pressure__high_pressure__2,-0.6955042958000001,-0.442898917,-0.1397976692
pressure__low_pressure__1,0.030319622600000002,-0.0098924062,0.1255194803
pressure__low_pressure__2,-0.030319622600000002,0.0098924062,-0.1255194803
quantum_dots__ctrl__1,-0.0779642702,-0.145891016,0.014975651000000001
quantum_dots__ctrl__2,0.0779642702,0.145891016,-0.014975651000000001
quantum_dots__cdte_light__1,-0.2304772604,-0.0096629099,0.1079358901
quantum_dots__cdte_light__2,0.0032997489000000002,0.4091311132,0.1775328618
quantum_dots__cdte_dark__1,-0.8656728804,0.2269452471,-0.0035074409
quantum_dots__cdte_dark__2,-0.7388517377,0.2487648547,0.3295633576
quantum_dots__cdse_light__1,0.1742162702,-0.0187389058,-0.2629699505
quantum_dots__cdse_light__2,0.6606616072,0.2626192913,-0.0911446687
quantum_dots__cdse_dark__1,-0.8154448657000001,0.6488076774,0.15730825040000002
quantum_dots__cdse_dark__2,-0.3645848968,0.6874737161000001,0.4345820031
raman__wt__1,-0.2030150793,-0.061485168400000005,-0.0932291424
raman__del_cyaA__1,1.4996438967,0.7114775326,1.3919837032
raman__del_cyaA_01mM__1,3.0030476676,0.8600672109,1.022943121
raman__del_cyaA_05mM__1,2.3333138741,0.4070462634,0.2335715588
raman__del_cyaA_1mM__1,0.7865123625,-0.2118340766,-0.2969916814
raman__wt__2,-0.2394227314,-0.1495236795,-0.0234537654
raman__del_cyaA__2,2.4375708051,0.6814934777,0.498289709
raman__del_cyaA_01mM__2,2.6122564842,0.7414125037,0.6882567693
raman__del_cyaA_05mM__2,0.5917212588,0.3947216577,0.8733193997
raman__del_cyaA_1mM__2,0.6766213864,-0.3229811729,-0.4289033246
raman__wt__3,0.4424378107,0.21100884800000003,0.11668290790000001
raman__del_cyaA__3,3.0875210424,0.6038699491,0.7175371547
raman__del_cyaA_01mM__3,3.6194643621,0.7870545284,0.21154773270000002
raman__del_cyaA_05mM__3,1.7622150154,0.250815504,0.2329742796
raman__del_cyaA_1mM__3,1.3355660123,-0.25305674300000003,-0.1106573044
rand_barrel__mut_nanE__1,-0.2115134014,-0.1142661083,0.49663871260000003
rand_barrel__mut_nanE__2,0.00303732,-0.18387289210000002,0.4909406082
rand_barrel__mut_nanE__3,-0.5783243323,-1.7696626579,0.27310776130000003
rand_barrel__mut_pdxJ_1__1,-1.2728697323,0.0595672831,-0.1468615685
rand_barrel__mut_pdxJ_1__2,-0.8292631036,-0.0943527899,0.24300281110000002
rand_barrel__mut_pdxJ_1__3,1.5463701306000002,-1.5527229283000001,-0.25940531910000003
rand_barrel__mut_pdxJ_2__1,-0.9693487618000001,-0.2743133162,0.2552602858
rand_barrel__mut_pdxJ_2__2,0.7583078829000001,-0.1824731146,0.2871462172
rand_barrel__mut_pdxJ_3__1,-0.13675005710000002,-0.0527925588,0.26152956580000003
rand_barrel__mut_pdxJ_3__2,-0.6703317323,-0.1111367598,0.26997426
rand_barrel__del_serB__1,0.0462846502,0.0976422895,-0.0421165336
rand_barrel__del_serB__2,-0.0462846502,-0.0976422895,0.0421165336
rockhopper__CV104_pHDB3__1,2.703130749,-1.3280086315,-0.2434317712
rockhopper__CV104_pHDB3__2,2.4508141286000003,-1.2549976659,-0.6880546294000001
rockhopper__CV104_pHDB3__3,2.7493995323,-1.5262674848,-0.47614016270000004
rockhopper__CV104_pLCV1__1,2.5649128589,-1.2795174404,-0.5452630615
rockhopper__CV104_pLCV1__2,2.7454537547999998,-1.3731510517,-0.6133102
rockhopper__CV104_pLCV1__3,2.9650340457,-1.3373490718,-0.3823272017
rockhopper__wt_lb__1,1.0535358649,-1.3728259332000001,-0.5017878330000001
rockhopper__wt_lb__2,1.8609979476,-1.2398064386,-1.3002220611
rockhopper__wt_lb__3,1.6337191962,-1.0662547752,-0.38011492290000004
rockhopper__wt_lb_aMG__1,-1.3477955143,-1.4952724953,-0.4312594853
rockhopper__wt_lb_aMG__2,-0.3481843177,-1.3976358772,-0.6546793405
rockhopper__wt_lb_aMG__3,0.1390568784,-1.3906874613,-0.6564689762
rockhopper__del_sgrR_lb_aMG__1,-0.5347803749,-0.8236491265,-0.6385376221
rockhopper__del_sgrR_lb_aMG__2,-0.3104521695,-1.2379253064,-0.6645585173
rockhopper__del_sgrR_lb_aMG__3,-0.2642438194,-1.1345188754,-0.6027240562
rockhopper__del_sgrS_glyc_aMG__1,1.8353497524,-0.5585810436,-0.5497863012
rockhopper__del_sgrS_glyc_aMG__2,1.4971868216,-0.862548846,-0.8844349788
rockhopper__del_sgrS_glyc_aMG__3,0.8232195034,-1.2945285391999999,-0.7323984494
rockhopper__del_sgrS_glyc__1,2.3793695962,-1.6807699151,-1.0765882832
rockhopper__del_sgrS_glyc__2,-0.7944763307,-1.6877316355,-1.2737457653
rockhopper__del_sgrS_glyc__3,-0.0513270377,-2.0410533937,-1.0661014702
rockhopper__wt_lb_aMG__4,-2.0803539857,-1.0571512253,-0.0022261433
rockhopper__wt_lb_aMG__5,-1.0853067265,-1.3691852483,-0.6233404330000001
rockhopper__wt_lb_aMG__6,-1.893589074,-1.0286376263,-0.5674820865
rockhopper__wt_glyc_aMG__1,0.7671024902,-0.6750181829,-0.3722030261
rockhopper__wt_glyc_aMG__2,-1.6112917362,-0.8109577943,-0.7656051362
rockhopper__wt_glyc_aMG__3,1.4310602069,-1.1125216051,-0.8154694804
rockhopper__wt_glyc__1,0.9305990566000001,-1.1867504545,-1.1263483433
rockhopper__wt_glyc__2,0.3054928384,-1.6767903861,-1.0507258242
rockhopper__wt_glyc__3,-0.2648767506,-1.6534572454,-1.4642462689
rockhopper__CV108_glyc_aMG__1,3.6623874678,0.7179084734000001,1.3629742903
rockhopper__CV108_glyc_aMG__2,1.5165717916,0.7362325598,1.6888523696000002
rockhopper__CV108_glyc_aMG__3,2.3983827605,1.006572885,1.447236262
rockhopper__wt_glyc__4,2.2081372793,0.4495414401,0.3468954117
rockhopper__wt_glyc__5,3.5017980006,0.5933544645000001,0.2900535789
rockhopper__wt_glyc__6,0.5619066293,0.2814118607,-0.22690032810000002
rockhopper__wt_glyc_aMG__4,-0.3687462309,0.9473328476,0.9829650128
rockhopper__wt_glyc_aMG__5,0.42339950460000003,0.8766874484,0.8410876139
rockhopper__wt_glyc_aMG__6,2.0521164336,0.8894083801,1.2263269173
rockhopper__wt_glyc__7,-1.0715214768,0.4436912194,1.0358727271000001
rockhopper__wt_glyc__8,-1.8162069333000002,0.7616024275000001,1.3521651373
rockhopper__wt_glyc__9,-0.4708046382,0.2837178844,0.4469906174
rockhopper__wt_glyc__10,-0.3146184795,0.2635142947,-0.145904202
rockhopper__wt_glyc__11,-1.5035967424,0.6403438638,0.3585189499
rockhopper__wt_glyc__12,-2.0663087836,0.799820631,0.1836285442
rpoD__wt__1,0.42401045330000003,-0.1991334016,0.37080809610000004
rpoD__wt__2,-0.4328195456,0.0672594889,-0.1472996254
rpoD__rpoD_mut__1,2.5624687371,1.4342793876,-0.1075567976
rpoD__rpoD_mut__2,2.0754175357,1.6626326727,-0.0643227189
rpoD__rpoD_mut__3,1.4355808482,1.4639957909,0.0005808492
rpoD__wt__3,0.0088090923,0.1318739127,-0.22350847070000002
rpoN_peptide__ctrl__1,0.1158519351,0.053049822600000004,0.0637044503
rpoN_peptide__ctrl__2,0.2802913615,0.0480566879,0.0156690406
rpoN_peptide__ctrl__3,-0.3961432966,-0.10110651050000001,-0.0793734909
rpoN_peptide__nminus__1,0.1220413504,0.13706618980000002,0.1785238774
rpoN_peptide__nminus__2,0.2351352541,0.09511590780000001,0.1678548191
rpoN_peptide__nminus__3,-0.2035694134,0.0064846481000000004,0.081303292
rpoN_peptide__nplus__1,0.7014410001,0.6642812334,-0.9979672179
rpoN_peptide__nplus__2,0.9623253122000001,0.6854906353,-1.0859981772
rpoN_peptide__nplus__3,0.9636150747000001,0.6443695607000001,-1.0891656204
rpoN_peptide__s54_wt__1,0.0687324484,-0.1823675129,-0.0030845069
rpoN_peptide__s54_wt__2,0.1038777758,-0.12227496,-0.0856139897
rpoN_peptide__s54_wt__3,0.1641868062,-0.217228827,-0.0370968837
rsd__wt_ee__1,-0.06547163360000001,0.0275274774,-0.1086920816
rsd__wt_ee__2,0.06547163360000001,-0.0275274774,0.1086920816
rsd__del_rsd_ee__1,-0.47594702510000003,0.2019213635,0.058327546800000005
rsd__del_rsd_ee__2,-0.08062111400000001,-0.0390712753,-0.12030315
rsd__del_ssrS_ee__1,-0.29897724070000004,1.3519903585,-0.1953865066
rsd__del_ssrS_ee__2,-0.7803739346,1.0236524388,-0.0863479287
rsd__del_rsd_ssrS_ee__1,0.055970274300000004,0.8146877847,-0.2620975874
rsd__del_rsd_ssrS_ee__2,0.1989239771,0.8745277252,-0.3197862573
rsd__del_rpoS_ee__1,0.018933366400000002,1.426804669,0.0348336231
rsd__del_rpoS_ee__2,0.1622742908,1.4651412048,-0.035264928800000005
rsd__wt_me__1,1.9025972707,0.7968716572000001,1.3497924922
rsd__wt_me__2,1.5859817155,0.8013290864,1.2046506089
rsd__del_rpoS_me__1,1.6661583826,0.6549149267000001,0.8780282038
rsd__del_rpoS_me__2,0.7336692986000001,0.8205452233,0.8131151801000001
rsd__wt_ts__1,5.5715880925,0.7593629519,-0.8061226303
rsd__wt_ts__2,5.7296200399,-0.0186941276,-0.6292702513
rsd__del_rsd_ssrS_ts__1,1.1341517190000001,0.4015656368,-1.5989042147
rsd__del_rsd_ssrS_ts__2,1.2026633837,0.3277287799,-1.7107259248000002
rsd__del_rpoS_ts__1,1.4354274615,1.2304271965,0.24316815490000002
rsd__del_rpoS_ts__2,1.454224425,1.2509939058000001,0.35089803350000004
rsd__wt_s__1,0.8935407986,0.4992769731,-1.7479177371999999
rsd__wt_s__2,0.5816749374,0.5286353795000001,-1.6314874427000001
rsd__del_rsd_s__1,0.7562077372,0.5017949779,-1.7916764761000001
rsd__del_rsd_s__2,0.6890307143000001,0.5469823272000001,-1.7863753928000001
rsd__del_rsd_ssrS_s__1,0.7316928132,0.5881313325,-1.6735628130000002
rsd__del_rsd_ssrS_s__2,0.7150404880000001,0.6162104347,-1.7667546818000002
rsd__del_rsd_ls__1,0.2016641338,-0.013190871500000001,-2.6987899867
rsd__del_rsd_ls__2,-0.2678962487,-0.1453740265,-2.715531577
rsd__del_ssrS_ls__1,2.6569175572,0.6011742367,-3.0085625719
rsd__del_ssrS_ls__2,2.5381893266,0.0366823544,-3.4102889405
rsd__del_rsd_ssrS_ls__1,2.6939664817,0.808629853,-3.3791962805
rsd__del_rsd_ssrS_ls__2,3.2204717253,0.7634098061,-3.3891356153
rsd__del_rpoS_ls__1,0.5970440596000001,0.16125053520000002,-2.8197675082
rsd__del_rpoS_ls__2,-0.1290979508,0.26418367130000003,-2.5076543975
sdsR_ryeA__wt_3h__1,0.36140028830000004,0.5058222793,0.6360514056000001
sdsR_ryeA__wt_8h__1,-1.0759219599,-0.9476908706,1.5319703017
sdsR_ryeA__wt_3h__2,-0.36140028830000004,-0.5058222793,-0.6360514056000001
sdsR_ryeA__wt_8h__2,-1.4598233243,-0.9505162484,1.2631041084999999
starve_series__t00_growth1__1,-0.2443419048,0.013123618200000001,0.1545464236
starve_series__t00_growth1__2,0.2756735947,0.1266291786,-0.057338121900000004
starve_series__t00_growth1__3,-0.0504828975,0.08964925530000001,0.1379334156
starve_series__t00_growth1__4,0.019151207700000002,-0.2294020521,-0.2351417173
starve_series__t01_starve__1,-0.42525842810000003,-0.057824759,1.1168219991
starve_series__t01_starve__2,-0.6067613676,-0.0120776311,0.8586059082
starve_series__t02_starve__1,-2.0253896743,-1.7201995894,1.6548339635
starve_series__t02_starve__2,-2.4884815855999998,-1.7502459853999999,1.6119677219000002
starve_series__t03_starve__1,-0.5747746637,-2.7442175413000003,1.7759466766
starve_series__t03_starve__2,-0.4196200613,-2.6148813271,1.6899649202
starve_series__t04_starve__1,-1.5557510687,-2.6563782168,1.7521498667
starve_series__t04_starve__2,-1.3863046208,-2.809187398,1.5779735513
starve_series__t05_starve__1,-6.9549338629,-3.0126142138,1.3415007752
starve_series__t05_starve__2,-6.4828476764000005,-3.0632475102,1.3390447981
starve_series__t06_starve__1,-8.22638971,-2.8216324472,1.1060269537
starve_series__t06_starve__2,-7.4679852139000005,-2.8115957376000003,1.1071110746
starve_series__t07_starve__1,-8.5821786318,-3.1291572271,0.8021708442000001
starve_series__t07_starve__2,-7.5596965523,-3.1238630715,0.7059267472
starve_series__t08_starve__1,-8.1880672503,-3.6442053812,0.4724394383
starve_series__t08_starve__2,-8.5634418142,-3.1883107096,0.5407174696
starve_series__t09_starve__1,-7.7230721663,-3.4352714817,0.1360289267
starve_series__t09_starve__2,-8.3469536312,-3.7413366778,0.2379951285
starve_series__t10_starve__1,-8.0702865577,-3.3688295218,-0.0043728316
starve_series__t10_starve__2,-7.794391864,-3.7168604671,-0.0656868852
starve_series__t11_starve__1,-7.6178393936,-3.6888775332,-0.28347565420000004
starve_series__t11_starve__2,-7.6138281601,-3.7873311474999998,-0.2521186823
starve_series__t12_starve__1,-7.9712439209,-3.2805276086,-0.5048144990000001
starve_series__t12_starve__2,-7.9323926553,-3.1975675247,-0.5482082886
starve_series__t14_starve__1,-7.5561529318,-2.9254399000999998,-0.8398626247000001
starve_series__t14_starve__2,-7.0226226568,-3.3058402389,-0.806533002
starve_series__t16_starve__1,-7.8494826055,-2.5426471013,-1.1114962008
starve_series__t16_starve__2,-8.4163683454,-2.8400523983,-1.1928037789000001
starve_series__t17_starve__1,-7.6552629219,-2.3616476175,-0.9404436693
starve_series__t17_starve__2,-8.2734962458,-2.4301535458,-1.1406371918
starve_series__t18_starve__1,-8.5313147696,-2.3393180076,-1.2416602831
starve_series__t18_starve__2,-8.2660955598,-2.3778706581,-1.3752685554
starve_series__t20_starve__1,-1.5759122703,0.0323471909,-0.09002599500000001
starve_series__t20_starve__2,-1.4414588337,-0.1173381604,-0.0876150495
starve_series__t21_growth2__1,-2.0749136399,0.3218490633,-0.3036415322
starve_series__t21_growth2__2,-1.4728779029,0.3698439028,-0.4691272476
starve_series__t22_growth2__1,0.3885357269,0.1528311731,0.40555176260000003
starve_series__t22_growth2__2,1.0695690437,-0.371784641,-0.1856444874
starve_series__t23_growth2__1,3.5964773438,0.3277035427,0.3528849477
starve_series__t23_growth2__2,3.9249083102,0.3349679095,0.2213565406
starve_series__t25_growth2__1,1.5982496915,0.6772013503000001,-0.25968304470000003
starve_series__t25_growth2__2,1.8368440847,0.6074208993,-0.4307552444
starve_series__t26_growth2__1,1.2463066469,0.099429391,-0.5932692498000001
starve_series__t26_growth2__2,1.7491995945,-0.2652006642,-0.7578976196
starve_series__t27_growth2__1,2.5802785938,-0.13971786790000001,-0.49964904660000004
starve_series__t27_growth2__2,2.4241294884,-0.0848954303,-0.48060595100000003
starve_series__t28_growth2__1,1.4606161237,0.33822443620000003,0.1939511429
starve_series__t28_growth2__2,1.5021956476,0.2502416403,0.1128322512
time_course__lb_4hr__1,-0.21989066670000001,0.056289837100000004,-0.03970343
time_course__lb_4hr__2,-0.0565225092,-0.019213201200000002,0.043349020200000005
time_course__lb_4hr__3,0.27641317590000003,-0.0370766359,-0.0036455901000000002
time_course__lb_8hr__1,-1.3287107625,-0.0733523536,0.06310504060000001
time_course__lb_8hr__2,-0.7024119942,-0.0861972114,0.12909565280000002
time_course__lb_8hr__3,-1.2994394562,-0.0931866211,0.0302400721
time_course__lb_24hr__1,-4.5107045487,-1.6010518025,0.5271158420000001
time_course__lb_24hr__2,-2.698185197,-1.5081640842000001,0.535437752
time_course__lb_24hr__3,-3.997228421,-1.4513147673,0.5036555267
time_course__lb_72hr__1,-2.03426348,-0.1669950143,-0.4057485054
time_course__lb_72hr__2,-2.4104533415000002,0.08167641590000001,-0.2807035846
time_course__lb_72hr__3,-1.4252337321000002,0.1447338988,-0.1246595662
time_course__lb_144hr__1,-1.1776753598,0.40672018460000003,0.7790002719
time_course__lb_144hr__2,-1.7119178964000001,0.2449355721,0.6999349634
time_course__lb_144hr__3,-2.3089087059,0.0163210913,0.4786701351
time_course__lb_192hr__1,-3.0926740631,-0.0127724675,0.1068368375
time_course__lb_192hr__2,-1.8323119864000001,0.07222906180000001,0.2029498756
time_course__lb_192hr__3,-2.3965986156,-0.11092351810000001,0.1621843673
triclosan__wt__1,-0.1268619507,-0.0096560084,-0.0567956082
triclosan__wt__2,-0.4852496899,0.0099178532,-0.0842381046
triclosan__wt__3,0.6121116406,-0.0002618449,0.1410337127
triclosan__evo_amx_tcs__1,0.8956650419000001,0.5499247772,0.1567187139
triclosan__evo_amx_tcs__2,0.5111552179000001,-0.7342758703000001,0.2017226211
triclosan__evo_amx_tcs__3,2.2175584948,0.4179873342,0.2743984749
triclosan__evo_chl_tcs__1,1.5745982875,-0.1131029253,0.1592300377
triclosan__evo_chl_tcs__2,1.099424327,-0.0943829982,0.1874160565
triclosan__evo_chl_tcs__3,0.3640638197,-0.2562094459,0.2615651699
triclosan__evo_tet_tcs__1,2.1056408867,-0.3112176485,0.6899777115
triclosan__evo_tet_tcs__2,1.4315920391999999,0.295810035,0.5527966582
truHMM__48C_15m__1,-1.3859545112,0.1893327639,0.10008737000000001
truHMM__48C_15m__2,-0.9862196404,0.1678613604,0.0794890836
truHMM__48C_15m__3,-1.311770411,-0.6845379939,-0.4072553097
truHMM__48C_30m__1,1.9972685743,-0.5567529896,-0.5189923574
truHMM__48C_30m__2,1.859031076,-0.5837742612,-0.5126357698
truHMM__48C_60m__1,2.2381045761,-0.9098664675,-0.6679710335
truHMM__48C_60m__2,2.2359421139,-0.9153044857,-0.6757522469
truHMM__phos_0h__1,-0.0028702164000000002,-0.0107771099,-0.0012272866
truHMM__phos_0h__2,0.0028702164000000002,0.0107771099,0.0012272866
truHMM__phos_2h__1,4.5634662561,-0.34537290940000004,0.6646104637
truHMM__phos_2h__2,4.7090475295,-0.3597820269,0.6620923325
truHMM__phos_4h__1,1.9628416781,-1.6429406242,-0.1116231548
truHMM__phos_4h__2,2.0895929813,-1.6432130877,-0.1177134277
truHMM__phos_4h__3,0.3140309812,-2.4348343635000003,-0.8733124369
control__wt_glc__1,-0.2872728596,-0.01164171,0.08337238500000001
control__wt_glc__2,0.2872728596,0.01164171,-0.08337238500000001
fur__wt_dpd__1,3.9335639471,-0.6940244830000001,0.7158603250000001
fur__wt_dpd__2,4.4946991599,-1.072648193,0.8566654450000001
fur__wt_fe__1,0.0487389731,-0.29271737000000003,-0.076995065
fur__wt_fe__2,-0.4233715411,-0.3638154,-0.086717445
fur__delfur_dpd__1,1.1272013682,-0.37554615,0.689803445
fur__delfur_dpd__2,1.6185512184,-0.42726524,0.621869415
fur__delfur_fe2__1,1.0039460627,-0.40719294,0.365818715
fur__delfur_fe2__2,1.1837278674,-0.38888722000000003,0.335810425
acid__wt_ph5__1,0.11776966550000001,-0.09708397,0.284257435
acid__wt_ph5__2,0.3323134332,-0.09599975000000001,0.301657345
acid__delgadx_ph5__1,0.9989883414,-0.25259054000000003,0.036205125000000005
acid__delgadw_ph5__1,0.4613462452,-0.20636768,0.19517709500000002
acid__delgadw_ph5__2,-0.051714827500000005,-0.13596409,0.183183425
acid__delgade_ph5__1,0.8734234377000001,-0.03282263,0.33218594500000004
acid__delgade_ph5__2,0.9233982253,-0.08436744,0.239560985
oxidative__wt_pq__1,4.0594781237,-0.31749068,0.946614625
oxidative__wt_pq__2,3.4471734361,-0.26522032,0.9488081850000001
oxidative__deloxyr_pq__1,5.2333044253,-0.09725503,0.874908725
oxidative__deloxyr_pq__2,5.0164785618,-0.14415623,0.9672342150000001
oxidative__delsoxr_pq__1,3.6899102203,-0.480100356,1.071325345
oxidative__delsoxr_pq__2,3.7362520217,-0.43780535,1.168231695
oxidative__delsoxs_pq__1,3.9055707258,-0.36656416,1.135143795
oxidative__delsoxs_pq__2,3.9629472288,-0.27357684,1.020138575
nac_ntrc__wt_csn__1,-1.1087617291,0.2274396,0.172544145
nac_ntrc__wt_csn__2,-1.2186208694,0.30784091,0.213025175
nac_ntrc__wt_cytd__1,-2.2832672891,0.12546447,0.457530655
nac_ntrc__wt_cytd__2,-2.3900175859,0.1488817,0.597994515
nac_ntrc__wt_gln__1,-3.0159751751,0.06384899000000001,1.040972635
nac_ntrc__wt_gln__2,-3.0540384856,0.03403801,1.115534085
nac_ntrc__bw_delnac_csn__1,-1.3148815343,-0.26887009,0.215499185
nac_ntrc__bw_delnac_csn__2,-0.42671190880000004,-0.49716302100000004,-0.16648385500000001
nac_ntrc__bw_delnac_cytd__1,0.6480272377,0.3625209,0.46454559500000003
