,A,Lrp,ihfB
biocide__etoh_12h__2,1.9405319997000001,-0.2031058158,0.29509045100000003
biocide__etoh_12h__3,2.7067726088,-0.0709061641,0.28974472560000003
biocide__gluald_12h__1,2.0894754716,-0.0665457411,0.9448648483000001
biocide__gluald_12h__2,2.3433266293,-0.0007034072,0.7843541674000001
biocide__gluald_12h__3,1.8641457015,0.0020996012,0.726623537
biocide__h2o2_12h__1,2.0074787549,-0.0155269367,0.6493503178000001
biocide__h2o2_12h__2,1.9649241294,0.1128622521,0.4943468273
biocide__h2o2_12h__3,2.9466808285,0.1665842813,0.6880973691000001
biocide__2ppoh_12h__1,2.8519403122,-0.2664017912,0.2493841334
biocide__2ppoh_12h__2,3.1185274858,-0.2109745208,0.2449383377
biocide__2ppoh_12h__3,2.106732128,-0.22460965230000002,0.4621122998
biocide__paa_12h__1,3.7165675915,-0.0771626901,0.5176384229000001
biocide__paa_12h__2,3.3802688218,0.08632951650000001,0.4073150236
biocide__paa_12h__3,4.279622595,-0.126444298,0.6503996628000001
biocide__phe_12h__1,2.4802413386,-0.1158473165,0.6639244288
biocide__phe_12h__2,1.991325674,0.0191352529,0.3868195097
biocide__phe_12h__3,1.6926874428,-0.0371432234,0.5192932066
biocide__pvp-i_12h__1,2.8779635486,0.054675759500000004,0.6321485308
biocide__pvp-i_12h__2,2.2856086139,0.21173583640000002,0.2311268955
biocide__pvp-i_12h__3,3.4665053277,0.1110058579,0.6180081473
biocide__bleach_12h__1,2.1766108729,0.3109585009,0.46617491
biocide__bleach_12h__2,2.373137202,0.2506234194,0.4315701879
biocide__bleach_12h__3,3.2080826682,0.25477341870000003,0.45112579270000003
biocide__chx_12h__1,2.1444982492999998,0.1531974452,0.7957131788
biocide__chx_12h__2,2.5393138642,0.0392158831,0.8701562925
biocide__chx_12h__3,2.6862743134000002,0.1005570553,0.8526435267
biocide__bzcl_30m__1,0.9876904571,0.0151164533,0.1601230415
biocide__bzcl_30m__2,0.9373922698,0.0040793871,0.48453991290000004
biocide__bzcl_30m__3,0.5694112843,0.0883225602,0.31157401970000004
biocide__phe_30m__1,2.1399439247,-0.1386931696,-0.46288554660000003
biocide__phe_30m__2,1.9486807495,0.0675524992,0.1014258158
biocide__phe_30m__3,2.4971688919,-0.0020459505,-0.327382092
biocide__pvp-i_30m__1,1.5893344659,0.063821397,0.4817377311
biocide__pvp-i_30m__2,1.8625847652,0.197685151,0.6106854175
biocide__pvp-i_30m__3,1.7749091271,0.1206699514,0.3451857055
biocide__ctrl_12h__1,2.1855517684,-0.0333952922,0.335406578
biocide__ctrl_12h__2,2.2384239364,-0.0209348601,0.0598735725
biocide__ctrl_12h__3,2.1533838499,-0.0716951635,0.4995995406
biocide__ctrl_30m__1,0.2343203409,0.0422292131,0.21691756980000002
biocide__ctrl_30m__2,-0.0442022195,-0.11725373060000001,-0.2148037003
biocide__ctrl_30m__3,-0.19011812150000001,0.0750245174,-0.0021138695
clpP__wt__1,0.8071861090000001,0.0122314794,-0.0015720619000000001
clpP__wt_DPTA__1,6.3060626506,0.1736293333,0.3465855611
clpP__wt__2,-0.9625069233,-0.15116447330000002,-0.39464521020000004
clpP__wt_DPTA__2,5.7593489649,-0.1504876271,-0.2148670462
clpP__wt__3,0.1553208143,0.1389329939,0.3962172721
clpP__wt_DPTA__3,6.1587309617,0.12728579710000001,0.2317067461
clpP__delclpP__1,0.6566111996,-0.5887436472,-0.2767926549
clpP__delclpP_DPTA__1,5.8900082383,-1.0477778826,-0.4209052057
clpP__delclpP__2,0.2427925995,-0.2980172455,-0.1584630387
clpP__delclpP_DPTA__2,6.1755240898,-0.7177195671000001,-0.6458514533
clpP__delclpP__3,1.0527325976,-0.3662768038,-0.0375685068
clpP__delclpP_DPTA__3,5.8006800274,-0.8770339465,-0.2555400746
colombos2__delydcR__1,-2.0034970614,0.2255761554,0.036128813
colombos2__delydcR__2,-2.442720264,0.042380336500000004,-0.1014112152
colombos2__delydcR__3,-0.6046654101,0.1892495313,-0.33370757
colombos2__delyjiR__1,-1.2557492228,-0.1261050642,0.6122663315
colombos2__delyjiR__2,-0.0692371482,0.3192092715,-0.18541421200000002
colombos2__delyjiR__3,-0.4254072487,0.2518692652,-0.1877390568
colombos2__wt__1,-0.8837250348000001,0.1797253976,0.4030636574
colombos2__wt__2,-1.2828573000999999,-0.15986060600000002,0.0131742564
colombos2__wt__3,2.166582335,-0.0198647915,-0.4162379138
crp_k100__ar1_ar2__1,1.8914152569,-0.1935429712,0.9058984181
crp_k100__ar1_ar2__2,1.4368485124,-0.4326962656,0.3372727179
crp_k100__ar1_ar2__3,1.0083841407,-0.7887569105000001,0.2070695586
crp_k100__wt__1,-0.7719161016,-0.1015623957,-0.008781891600000001
crp_k100__wt__2,0.6116601434,0.1474387901,0.1159388298
crp_k100__wt__3,0.1602559582,-0.0458763944,-0.1071569381
crp_k100__K100Q__1,-1.8683135294,0.0803713733,-0.0083563761
crp_k100__K100Q__2,0.1479080394,-0.5119062306000001,-0.1669905288
crp_k100__K100R__1,-1.2752537623,-0.27927356670000003,0.20314510130000002
crp_k100__K100R__2,-0.7754743682,0.5730225613000001,0.47657710410000004
crp_k100__K100R__3,-2.8168344861,-0.056026278500000005,0.2700813805
csrA__wt_t00__1,0.9884264916000001,-0.2905834849,-0.0993100443
csrA__wt_t02_30__1,-1.2900514505,-0.6611264554,0.0998917893
csrA__wt_t05__1,0.1933411401,-0.2095237177,0.3514798276
csrA__wt_t10__1,0.5356163861000001,0.0465741016,1.0705500595
csrA__wt_t15__1,1.4368385156,-0.7236823919,1.4234215681
csrA__delcsrA_t00__1,0.4749116954,0.1719548514,0.1706238948
csrA__delcsrA_t02_30__1,-0.4774133504,-0.23326898840000002,0.4918520685
csrA__delcsrA_t05__1,-0.2907803646,0.10945514790000001,0.8975972293000001
csrA__delcsrA_t10__1,0.7570969096,-0.285329066,1.0836947918
csrA__delcsrA_t15__1,0.4628402334,-1.1495040079,1.6690505328
csrA__wt_t00__2,-0.9884264916000001,0.2905834849,0.0993100443
csrA__wt_t02_30__2,-0.7346234572,-0.1688397944,0.252113582
csrA__wt_t05__2,0.14487312630000002,0.32704139520000003,0.5647996376000001
csrA__wt_t10__2,2.0906496683,0.6150573044000001,1.3226622664
csrA__wt_t15__2,1.6322735357,-0.1656765504,1.6822680893
csrA__delcsrA_t00__2,0.2951634386,0.0341793597,0.0748492973
csrA__delcsrA_t02_30__2,0.049394633800000004,-0.6421622917,0.3824540121
csrA__delcsrA_t05__2,-0.4507746502,-0.255628209,0.6218532665000001
csrA__delcsrA_t10__2,1.4224989647,-0.2651201521,1.5451177489
csrA__delcsrA_t15__2,3.2434083315,-0.8207078284,1.6794614229
cstr_pfr__str_0005m__1,-1.1173398608,-0.3445434606,-0.19552296660000001
cstr_pfr__str_0010m__1,-1.4616699544,-0.7996104551000001,-0.33676205870000003
cstr_pfr__str_0025m__1,-0.7905513346,-0.3452099892,-0.4678555526
cstr_pfr__str_0045m__1,-0.6372893388,-0.2855231078,-0.4951556387
cstr_pfr__str_0075m__1,-0.2807879762,-0.2563410183,-0.42116024230000004
cstr_pfr__str_0120m__1,-0.4275189721,-0.1994761578,-0.3693426452
cstr_pfr__str_0210m__1,-0.48735758170000004,-0.17609901020000002,-0.3916075934
cstr_pfr__str_0330m__1,-1.0553322352,-0.21542465400000002,-0.3751414215
cstr_pfr__str_1500m__1,-1.151099756,-0.22634776210000002,-0.3437698719
cstr_pfr__str_1560m__1,-0.5478337279000001,-0.2073601722,-0.3634793157
cstr_pfr__str_1680m__1,-0.5227195439,-0.2382485523,-0.3447350557
cstr_pfr__str_ref1__1,-0.1551405031,0.0114144233,-0.013629433100000001
cstr_pfr__str_ref2__1,-0.4268065748,0.1187371428,0.0438769886
cstr_pfr__str_ref3__1,-0.1643297712,0.034663033100000004,-0.0778520007
cstr_pfr__pfr_P5_0005m__1,-0.5127052834,0.0548031132,0.0540694228
cstr_pfr__pfr_P5_0010m__1,-0.6510525229,-0.5935767820000001,-0.3380115139
cstr_pfr__pfr_P5_0025m__1,-0.5218067532,-0.1909418746,-0.4061420535
cstr_pfr__pfr_P3_0025m__1,-0.4618113279,-0.2649798333,-0.36089320010000003
cstr_pfr__pfr_P1_0025m__1,-0.9664669005000001,-0.3598604976,-0.3537627923
cstr_pfr__pfr_P5_0045m__1,-0.2252432851,-0.12564328630000002,-0.34136905160000003
cstr_pfr__pfr_P5_0120m__1,-0.16129857620000002,0.024837331400000003,-0.2991285242
cstr_pfr__pfr_P3_0120m__1,0.3444734011,-0.1600792677,-0.518906887
cstr_pfr__pfr_P1_0120m__1,-0.3704772636,-0.2443708622,-0.0308626203
cstr_pfr__pfr_P5_0210m__1,-0.47048375470000003,-0.0354330566,-0.3128391911
cstr_pfr__pfr_P5_1500m__1,0.21026313530000001,-0.0257498282,-0.6247095729000001
cstr_pfr__pfr_P3_1680m__1,-0.070275156,0.0226273508,-0.39696131430000003
cstr_pfr__pfr_P5_1680m__1,0.4620739291,-0.0055594918,-0.5874492021000001
cstr_pfr__pfr_P1_1680m__1,-0.4120327113,-0.1610405185,-0.4934994717
cstr_pfr__str_0005m__2,-1.3283968748000001,-0.5409571444,-0.29955184300000004
cstr_pfr__str_0010m__2,-1.6073499184000002,-0.8863760958,-0.3493445589
cstr_pfr__str_0025m__2,-0.8784519154,-0.5739675721,-0.4939354536
cstr_pfr__str_0045m__2,-0.9920228473,-0.35742637860000004,-0.4346685737
cstr_pfr__str_0075m__2,-0.09884446250000001,-0.3441431397,-0.49898345190000004
cstr_pfr__str_0120m__2,-0.1053163072,-0.2065336064,-0.4394335224
cstr_pfr__str_0210m__2,-0.286648736,-0.21575722020000002,-0.3779241423
cstr_pfr__str_0330m__2,-0.2944356052,-0.26116448070000003,-0.43067581120000004
cstr_pfr__str_1500m__2,-0.4195739167,-0.0574362878,-0.4469418351
cstr_pfr__str_1560m__2,-0.24016095610000002,-0.1680130121,-0.5305284609
cstr_pfr__str_1680m__2,-0.5548500909,-0.2236464386,-0.3726353283
cstr_pfr__str_ref1__2,0.1551405031,-0.0114144233,0.013629433100000001
cstr_pfr__str_ref2__2,0.0364593532,-0.0016717844,-0.1410483777
cstr_pfr__str_ref3__2,0.31885837850000004,0.0220153869,-0.2992241516
cstr_pfr__pfr_P5_0005m__2,-0.8301456242,-0.26527329450000003,-0.1919072104
cstr_pfr__pfr_P5_0010m__2,-1.1926436415000001,-0.5191797847,-0.2106737712
cstr_pfr__pfr_P5_0025m__2,-0.3704867448,-0.2924074514,-0.4396286763
cstr_pfr__pfr_P3_0025m__2,-0.5413239831000001,-0.4826835404,-0.43113698440000003
cstr_pfr__pfr_P1_0025m__2,-0.6648196166,-0.5789143734000001,-0.5285459621
cstr_pfr__pfr_P5_0045m__2,0.6781802257,-0.4056403093,-0.7789340456
cstr_pfr__pfr_P5_0120m__2,0.42692979340000003,-0.0507749616,-0.47990665450000003
cstr_pfr__pfr_P3_0120m__2,0.0772268695,-0.1264807345,-0.40638696950000003
cstr_pfr__pfr_P1_0120m__2,0.046105709700000004,-0.26857900160000003,-0.4920680422
cstr_pfr__pfr_P5_0210m__2,-0.0328506542,0.20145378560000002,-0.2794220631
cstr_pfr__pfr_P5_1500m__2,0.3917345069,-0.0207410902,-0.6138260592
cstr_pfr__pfr_P3_1680m__2,0.0881982169,-0.13657868,-0.5289399786
cstr_pfr__pfr_P5_1680m__2,0.2681215853,-0.1272445382,-0.45414213950000004
cstr_pfr__pfr_P1_1680m__2,-0.1831163166,-0.275260704,-0.48781659310000003
darobactin__daro_30m__1,0.9766876444,1.0529664688,0.172211879
darobactin__daro_30m__2,0.4792369456,0.5934989137000001,0.2852446293
darobactin__solv_1h__1,3.2516873971,1.6911946732,-0.034085819600000004
darobactin__solv_1h__2,1.5188091257,1.2926306545,0.0714393256
darobactin__daro_1h__1,1.8824217817000002,1.7992458798,0.7262429691000001
darobactin__solv_1h__3,2.863898675,1.6317869199000001,-0.54570419
darobactin__daro_1h__2,1.1559789408,1.9179679401,0.2129508923
darobactin__daro_1h__3,2.1888093147,1.9506005048000001,0.14178574160000001
darobactin__daro_30m__3,1.863267271,1.0429010839,0.2678849863
darobactin__solv_30m__1,0.7340621985,0.20242967750000002,-0.0398567252
darobactin__solv_15m__1,0.0072885807,-0.2145704015,-0.011565161000000001
darobactin__solv_15m__2,-0.040880818900000004,0.1365822075,-0.0110295462
darobactin__daro_15m__1,1.7874917685,0.5004617771000001,0.14964342960000002
darobactin__solv_15m__3,0.0335922382,0.0779881941,0.0225947072
darobactin__daro_15m__2,0.4224127399,0.2948986122,0.1396423013
darobactin__daro_15m__3,0.4746760874,0.8446496959,0.6544630542000001
darobactin__solv_30m__2,0.9143938789,0.0426769097,-0.312079486
darobactin__solv_30m__3,0.8026045888000001,-0.1246075155,-0.4423228079
ddp__pNT3_aroP__1,1.5878664068,0.6757019487,0.1266565106
ddp__pNT3_aroP__2,2.0220418543,0.9323828138,-0.19509359999999998
ddp__pNT3_bamC__1,3.529408515,2.3501929199,-0.5672458622000001
ddp__pNT3_bamC__2,3.3879785735,2.100328289,-1.1369997208
ddp__pNT3_cusA__1,4.4253803617,1.9308596665,-1.1653131053
ddp__pNT3_cusA__2,4.4455098807,1.5144632754,-1.834437337
ddp__pNT3_hemX__1,1.7175122987,1.4066131713,-0.3100348107
ddp__pNT3_hemX__2,2.2308631611,1.326672425,-0.3205994297
ddp__pNT3_empty__1,-0.307032435,-0.0295048368,-0.0232892471
ddp__pNT3_empty__2,0.307032435,0.0295048368,0.0232892471
ddp__pNT3_topA__1,2.1034423626,1.8077817754,-0.9207812597
ddp__pNT3_topA__2,3.5059889242,1.8459966822,-1.3071923027
ddp__pNT3_yicR__1,5.0761921101,0.9331261512000001,-0.45955464420000003
ddp__pNT3_yicR__2,5.0399966612,0.8973512676000001,-0.7959901979
ddp__pNT3_yqjD__1,1.6819645355000001,0.3802912829,0.4344459372
ddp__pNT3_yqjD__2,2.1427070889,0.6705792629,0.3504806305
ecomics__del_gabT__1,-0.810864789,-0.2334562051,-0.0056595274
ecomics__del_gabT__2,0.810864789,0.2334562051,0.0056595274
ecomics__del_putP__1,0.1768259667,0.1000086642,0.062111151
ecomics__del_putP__2,1.2574633825000001,0.2055265863,-0.1246500822
ecomics__del_entF__1,-0.0796132167,0.60750059,-0.32022293760000003
ecomics__del_entF__2,-1.2678640771,0.29557788560000003,-0.18921608780000002
ecomics__del_entF__3,0.057149079900000004,0.33007335660000003,-0.0718275669
ecomics__del_cysA__1,-1.0379314078,0.5622904888,0.0014180174
ecomics__del_cysA__2,-0.7006019709,0.5628398447,-0.0314311242
elyC__wt_21C__1,-0.691963015,0.6647280133,0.25078108450000003
elyC__wt_21C__2,-1.0806329555,0.712135256,0.3183754319
elyC__wt_21C__3,-0.9210060639000001,0.6685773982000001,0.301183598
elyC__wt_37C__1,-0.6385430630000001,-0.11956988630000001,0.0474008011
elyC__wt_37C__2,0.4091318662,0.1826341877,-0.0484154558
elyC__wt_37C__3,0.2294111968,-0.06306430140000001,0.0010146547
elyC__delelyC_21C__1,-1.1236100491,0.8489266886,0.3186137509
elyC__delelyC_21C__2,-0.3758270543,1.0205093792,0.30219993900000003
elyC__delelyC_21C__3,-1.0208842613,0.8326768395,0.2917894999
elyC__delelyC_37C__1,-0.2480250418,0.0820648707,0.09051329500000001
elyC__delelyC_37C__2,-0.186412298,-0.0366604052,0.1174934251
elyC__delelyC_37C__3,-0.1217837395,0.07738094720000001,0.11349563530000001
evo_acid_w__F9_2__1,-0.2561667058,0.98174364,1.2565419311000001
evo_acid_w__F11_1__1,3.5993709769,-0.0207328052,-0.8093952846
evo_acid_w__F11_1__2,3.3537804609,0.0260785233,-0.5522377374
evo_acid_w__F11_1__3,3.4714946771,0.101717161,-0.2151484244
evo_acid_w__wt__1,1.7100558435000002,0.2935515267,-0.1374971984
evo_acid_w__F11_2__1,1.090691583,0.3025870001,0.2263643548
evo_acid_w__B11_2__1,1.2567251924,0.5249678536,0.1338611287
evo_acid_w__F11_2__2,0.8064804753,0.08087034130000001,0.2189045622
evo_acid_w__wt__2,0.6914061599,-0.4273930607,-0.7429114568
evo_acid_w__B11_1__1,0.8986746059,0.3959760323,0.0881715998
evo_acid_w__H9_1__1,3.7188225162,-0.7719558461,-0.8041098849
evo_acid_w__H9_2__1,4.0745489011,0.4110651925,0.7958109651
evo_acid_w__B11_2__2,1.4550330077,0.4524613831,-0.0253147293
evo_acid_w__wt__3,0.7397428994,-0.3402133586,-0.5291315211000001
evo_acid_w__H9_2__2,4.1311935504,0.3635407714,0.861613673
evo_acid_w__B11_2__3,1.2920618284,0.5364978286000001,0.0989163598
evo_acid_w__F11_2__3,0.8901595742,0.06895210660000001,0.1265679443
evo_acid_w__F9_2__2,-0.3944462717,0.7655117353,1.226954437
evo_acid_w__wt__4,-0.5341020623,0.7802801155,0.9211761875000001
evo_acid_w__wt__5,-0.47156066750000003,0.9563882946000001,0.9600903644000001
evo_acid_w__wt__6,-0.1089844876,-0.7213502885,-0.823212393
evo_acid_w__H9_1__2,3.4019339111,-0.9132371755,-0.6308114248000001
evo_acid_w__F9_1__1,1.6691321298,0.6874173466,-0.1923440525
evo_acid_w__F9_1__2,1.4864217793,0.43755669999999997,-6.0176e-05
evo_acid_w__B11_1__2,1.4067219598,-0.1640173815,0.1408796672
evo_acid_w__H9_2__3,1.9585636987,0.4633929518,0.8741056694
evo_acid_w__wt__7,-1.0913778935,0.2677716827,0.7605394983
evo_acid_w__F9_1__3,1.472707254,0.418327859,-0.0228632045
evo_acid_w__F9_2__3,-0.4820399305,1.0090743947,1.3315944608999999
evo_acid_w__wt__8,-1.2639850954,-0.4506276375,-0.4763504617
evo_acid_w__B11_1__3,1.2610537242,0.08505589720000001,0.2004499127
evo_acid_w__wt__9,0.3288053034,-0.3584072742,0.0672969808
evo_bz__c3_1_bz__1,-0.6272165040000001,0.5133438553,0.2288210901
evo_bz__c3_1_bz__2,0.5869044217,0.7046198992,0.6101915694
evo_bz__c3_1_bz__3,0.1105824734,0.5004833076,0.576618225
evo_bz__c3_1_bz__4,-0.4784419454,0.35441214860000003,0.6110947582
evo_bz__g5_1_bz__1,1.9981654117,1.6410904541,0.5652189377
evo_bz__g5_1_bz__2,1.0129747801,0.47678163370000004,-0.2131127912
evo_bz__g5_1_bz__3,1.3743489481,1.1553954099000001,0.46224616560000004
evo_bz__g5_1_bz__4,2.4164117127,1.2420197492,0.5648670378
evo_bz__g5_1_bz__5,2.4083578074,1.1230839757,0.2495908246
evo_bz__g5_1_bz__6,2.6145906955,1.25345319,0.25883636260000004
evo_bz__w3110d13__1,-0.081503138,-0.2813310122,-0.3371452922
evo_bz__w3110d13__2,-0.5669115828,0.22121202140000001,-0.4144919876
evo_bz__w3110d13__3,-0.1944824121,0.1647737698,0.0859386959
evo_bz__w3110d13__4,0.1288342408,-0.2282206069,-0.5315682872
evo_bz__w3110d13__5,0.17593755390000002,-0.1912132611,0.6184017657
evo_bz__w3110d13__6,0.5381253383,0.314779089,0.5788651053
evo_bz__w3110d13_bz__1,-0.13016389720000002,0.47990500760000004,-0.5625498558
evo_bz__w3110d13_bz__2,-0.6064536922,0.4767462776,-0.31589760570000003
evo_bz__w3110d13_bz__3,0.41958937360000004,0.4950159114,1.1900981018
evo_bz__w3110d13_bz__4,-0.6718484575,0.6584069299,-0.2427241886
evo_bz__c3_1_bz__5,-0.9407054492,0.3264376297,0.9276404627
evo_bz__c3_1_bz__6,-0.5017865144,0.4841839974,0.0796417516
evo_bz__g5_2_bz__1,1.8232194517,0.9759841434000001,0.2109846849
evo_bz__g5_2_bz__2,1.9018229621,0.6436066375,0.23533751830000002
evo_bz__g5_2_bz__3,0.6921936626,0.0506435357,0.21035469750000002
evo_bz__g5_2_bz__4,0.008452512300000001,0.4709963548,0.351986183
evo_bz__g5_2_bz__5,0.1333690234,0.5467788408,0.13782204180000002
evo_bz__g5_2_bz__6,0.07696891160000001,0.6440852474000001,0.2137416066
evo_bz__w3110d13_bz__5,0.1210355206,0.20524776720000001,1.1509351128
evo_bz__w3110d13_bz__6,0.1097062626,0.414003043,1.210246552
evo_bz__a1_1_bz__1,2.0750995199,1.0314138197,0.9463787208000001
evo_bz__a1_1_bz__2,0.6183404923,0.9776055061000001,0.6894988855
evo_bz__a1_1_bz__3,-0.1455641406,0.42285493490000003,1.0535282181
evo_bz__a1_1_bz__4,1.4109207252,0.9258231409000001,-0.1420939679
evo_bz__a1_1_bz__5,-0.0799163056,0.39252543700000003,0.9057751446000001
evo_bz__a1_1_bz__6,0.10058466220000001,0.3675955966,1.1254304514
evo_metab__wt__1,1.374217606,-0.6987594427,1.4426827544
evo_metab__del_zwf__1,0.3465867703,0.21893339,0.6087812218
evo_metab__zwf_ale1__1,3.5750584444999998,-0.32595251140000003,1.453697321
evo_metab__zwf_ale2__1,3.8077631484000003,-0.4676213152,1.5126676941000001
evo_metab__del_ppk__1,-6.2844528577,-0.6919078386,1.1758653763
evo_metab__ppk_ale1__1,-6.9289699317,0.07441603620000001,0.7068659902000001
evo_metab__ppk_ale2__1,3.9841465728000003,-1.4814481066,2.7404168595
evo_metab__ppk_ale3__1,3.6442534371,-0.4922183747,1.4055007212000001
evo_metab__del_dapF__1,1.0836676391,-0.8995050710000001,1.5731943474999999
evo_metab__dapF_ale1__1,2.8391580168,-0.0430858747,1.3286870738
evo_metab__dapF_ale3__1,-5.2661162146,0.328357881,-0.5334557359000001
evo_metab__del_entC__1,-0.4617957393,-0.0534080917,1.0691534304
evo_metab__entC_ale1__1,-6.3702093267,0.3174450166,-0.2272644741
evo_metab__entC_ale2__1,2.6854013424,-0.1036710025,1.2407535673
evo_metab__del_dgk__1,-2.1625504425,-0.3517465696,-0.2811494248
evo_metab__dgk_ale1__1,-1.862439814,0.5192796098,0.3734034026
evo_metab__dgk_ale2__1,2.747874047,0.1308822454,1.0406558945
evo_metab__dgk_ale3__1,-0.42518506640000003,-0.424197062,1.5872047917
evo_metab__wt__2,-1.7222836994000001,0.4053826272,-0.5988409250000001
evo_metab__del_zwf__2,3.0441190667,-0.4372174062,1.4638075866
evo_metab__zwf_ale1__2,-0.662650105,0.8743043845,-0.065066414
evo_metab__zwf_ale2__2,-0.8816404662,0.6255071712,-0.3694768094
evo_metab__del_ppk__2,-4.4521613858,0.9035958732,-1.3381919271
evo_metab__ppk_ale1__2,-2.0773035858,0.5011373763,-0.3357301543
evo_metab__ppk_ale2__2,-3.6082503469000002,0.2909867432,-0.4951080302
evo_metab__ppk_ale3__2,-3.0774499606,0.0166781812,-0.4177804027
evo_metab__del_dapF__2,2.7807932492000003,-0.2262872166,0.8912843678
evo_metab__dapF_ale1__2,5.0917326514,0.0553749022,0.7457290625
evo_metab__dapF_ale3__2,2.2914130302,0.3705303764,0.4106332983
evo_metab__del_entC__2,-1.9156030913,0.6758979615,-1.5295929048999999
evo_metab__entC_ale1__2,-1.3368339223999999,0.0595006877,-0.42164055240000003
evo_metab__entC_ale2__2,1.1928800709,0.6567124508000001,-1.8189793688
evo_metab__entC_ale3__1,-1.8823644127999999,0.37708467960000003,-0.6449885269
evo_metab__del_dgk__2,-3.0043852117,0.2298474415,-1.0202695171
evo_metab__dgk_ale1__2,-0.2546427825,0.5212395903,-0.4636976262
evo_metab__dgk_ale2__2,-0.725148596,0.32747520890000004,-0.0876755152
evo_metab__dgk_ale3__2,-1.7929016457,0.1956860706,0.2687374822
evo_metab__wt__3,0.3480660934,0.2933768154,-0.8438418294000001
evo_metab__del_zwf__3,-2.389107843,0.3530191183,-0.8046802190000001
evo_metab__zwf_ale1__3,-0.14627831260000002,0.8308271177000001,-0.1292274729
evo_metab__zwf_ale2__3,-0.9899590410000001,0.3140367952,-1.3119733839
evo_metab__del_ppk__3,-2.215658319,0.4424675904,-1.1567435402
evo_metab__ppk_ale1__3,-5.4653736995,0.2045211275,-0.5962353548
evo_metab__ppk_ale2__3,-5.295846238,0.570620766,-0.42237850050000003
evo_metab__ppk_ale3__3,-3.4965203004,0.1584720506,-0.2330364484
evo_metab__del_dapF__3,3.1052204323,-0.46978876070000003,0.7267281071
evo_metab__dapF_ale1__3,5.445132465,-0.5714079609,1.633609074
evo_metab__dapF_ale3__3,2.4805622078000003,-0.2061103138,0.5375879140000001
evo_metab__del_entC__3,-2.96582786,0.28556949470000004,-1.2151198529
evo_metab__entC_ale1__3,-0.2630841044,-0.1080755974,-0.9595485512
evo_metab__entC_ale2__3,-0.9185237024,-0.1668364591,-0.9363784741000001
evo_metab__entC_ale3__2,-2.7797483093,0.1830116386,-1.1393529857
evo_metab__del_dgk__3,-3.4129860012,0.3225783879,-1.6868286117
evo_metab__dgk_ale1__3,-1.7889970369000001,0.3390267838,-1.0194093062
evo_metab__dgk_ale2__3,-1.2507104668,0.3525498406,-2.0533163881
evo_metab__dgk_ale3__3,-1.4882226326,0.056790971700000005,0.1201491622
flag_reg__wt__1,0.2997567419,-0.0900831628,0.16429681270000002
flag_reg__del_fliA__1,0.2684949695,0.09938717050000001,-0.015058738600000001
flag_reg__del_flhC__1,0.7815882734,0.0008525029000000001,0.1129815054
flag_reg__del_flhD__1,-0.31275723720000004,0.0641294674,0.1308799863
flag_reg__wt__2,-0.2997567419,0.0900831628,-0.16429681270000002
flag_reg__del_fliA__2,0.4090651435,0.0428252215,0.10135033510000001
flag_reg__del_flhC__2,0.4185841051,-0.13102121560000002,-0.0248447382
flag_reg__del_flhD__2,0.5143997421000001,-0.0087000389,0.021092889
flgM__27C__1,-0.2529071804,0.1026091301,0.24784995
flgM__27C__2,1.0454837758,0.283112284,0.1064565189
flgM__27C__3,1.0529549361,0.27994633280000003,0.005539048
flgM__32C__1,-0.7503616523000001,0.1902086395,-0.0982544908
flgM__32C__2,0.1388447866,0.11612324360000001,-0.15643323380000002
flgM__32C__3,-0.48775254170000004,0.09240823790000001,0.0867734718
flgM__37C__1,0.0144217135,0.0016942774,-0.033570588000000005
flgM__37C__2,-0.1599813505,0.021957981,-0.057117415000000005
flgM__37C__3,0.14555963700000002,-0.0236522584,0.090688003
flgM__42C__1,0.30765468560000003,-0.0084512318,0.1092855969
flgM__42C__2,0.461194627,-0.055699941600000004,0.1973599473
flgM__42C__3,-0.11245280690000001,-0.0976466485,0.0520428904
histone__untreated__1,-0.5372945023,-0.029498764700000003,0.0126545278
histone__untreated__2,0.6411426166,0.0311821233,-0.0106326912
histone__untreated__3,-0.1038481143,-0.0016833585,-0.0020218365
histone__10ug_H2A__1,-0.0661977356,-0.11773795890000001,-0.129348762
histone__10ug_H2A__2,-0.4000674165,-0.11458857260000001,-0.0711125526
histone__10ug_H2A__3,-0.4074750721,0.0217526694,-0.0494529187
histone__50ug_H2A__1,-0.8627752546,0.0297424011,-0.0136252659
histone__50ug_H2A__2,-1.3657202391,-0.07473409190000001,0.040501495900000004
histone__50ug_H2A__3,-0.7849706853,-0.1823935378,0.0660673569
histone__100ug_H2A__1,-0.8495538074000001,0.0365516841,0.0680506139
histone__100ug_H2A__2,-0.9199274232,0.0361347527,0.1463277796
histone__100ug_H2A__3,-0.6582889669,-0.0174878901,0.058645976
hns__del_hns_spike__1,-0.1848729121,0.15356988900000001,0.8947661931
hns__del_hns_spike__2,0.2970689368,0.7517151929,0.8245761367000001
hns__del_hns__1,-0.4140937756,0.15442835500000002,0.9172620950000001
hns__del_hns__2,-0.056683351400000005,0.3693152416,0.4369839626
hns__wt_spike__1,0.2132808658,-0.2709244787,0.7686354297
hns__wt_spike__2,-0.4985081984,0.23572307820000002,-0.7693821899000001
hns__wt__1,0.1079415635,0.1473786562,0.5138647472
hns__wt__2,-0.1079415635,-0.1473786562,-0.5138647472
