,A,AllR
SRX4705218,0.18756289980000002,0.42068910470000004
SRX4705219,-1.8362481961000001,0.4316519453
SRX4705220,-1.5159921115000001,0.34974395620000004
SRX4705221,-0.6049006618,0.2644651138
SRX4705222,-1.7990060351000001,0.2899844146
SRX4705223,-2.1757168685,0.2181158366
SRX4705224,-1.7381299996,0.2940274487
SRX4705225,0.5722765454000001,-0.2805777648
SRX4705226,0.5538220864,-0.1171732702
SRX4705227,0.11468644750000001,-0.3233668041
SRX4705228,-1.8150654053,0.3507829482
SRX4705229,-1.9693905592,0.5238464553000001
SRX4705230,-1.8815198906,0.6308776899
SRX4705231,-0.3625477735,0.2544486996
SRX4705232,-0.5192088927,0.3747878159
SRX4705233,4.4535512937,0.2908284813
SRX4705234,-0.6542211388,0.3608491332
SRX4705235,1.0670126905,0.3132910558
SRX4705236,-1.19320816,0.8127972925
SRX4705237,1.6676048059,0.1941684792
SRX4705238,0.5969120354,0.3485245414
SRX2038319,1.1988342678000001,-0.0179261351
SRX2038320,0.7370594579,0.0088776535
SRX2038321,2.1006668522,0.0208690527
SRX2038322,5.6001775371,1.1478949821
SRX2038323,1.9475163064,0.0967650963
SRX2038324,2.7957102687,0.4084512838
SRX2038325,2.8429878702,0.3187880363
SRX2038326,2.8337408602,0.1791552985
SRX2038327,2.1105156197,0.0835739727
SRX2038328,3.1006006845,-0.075852105
SRX2038329,1.2791613936,-0.3315894453
SRX2038330,1.3918307857,-0.07278668220000001
SRX2038331,0.9373298941,0.0356625413
SRX2038332,1.8056933119,0.0093520866
SRX2038334,0.6944244868,-0.2450230898
SRX2038335,1.2229508472,0.15014209450000002
SRX2038336,0.718930866,0.28210930830000003
SRX2038337,2.2658652199000002,-0.0114744647
SRX2038338,-0.5768112899,-0.1176218859
SRX2038339,0.2776256125,0.5865592518
SRX2038340,1.0289343733,-0.0523833358
SRX2038341,3.1439737703,0.8194164473000001
SRX2038342,-0.7813809584,-0.285374095
SRX2038343,-0.1490169338,0.0360438658
SRX2038344,0.48655878350000004,0.2213229063
SRX2038345,1.5457829066,0.0438811194
SRX2038346,1.5660488167,0.6546296476
SRX2038347,3.0682056276,1.1953348209
SRX2038348,0.8378955811000001,0.9650763336
SRX2038349,-0.1383540634,-0.083633237
SRX2038350,0.7886754932000001,-0.20371586490000002
SRX2038351,0.0006418768,-0.5190044373
SRX2038352,0.7351540689,0.1803805441
SRX2038353,0.0453507319,-0.43250031580000003
SRX2038354,-0.034177647900000004,-0.0037433686
SRX2038355,0.0936742507,0.2277852901
SRX2038356,1.6194493156,-0.11688190150000001
SRX2038357,-0.6220229779,0.13554802100000002
SRX2038358,0.2626906059,0.10498906770000001
SRX2038359,0.41263286260000004,0.029700394800000002
SRX2038360,3.6206898361,0.39972824220000003
SRX2038361,-0.4066263822,-0.07112785220000001
SRX2038362,1.098184989,0.0167156264
SRX2038363,1.2467266396,0.1783988304
SRX2038364,0.8010936351,0.1103308774
SRX2038365,1.1292215406000001,1.0123866858
SRX2038366,3.0540777229,1.0188544058
SRX2038367,0.7785406665,1.0659594005
SRX2038368,0.7053897911,0.0325903489
SRX2038369,-0.67251145,0.0019852866
SRX2038370,0.7990254129000001,0.2665255898
SRX2038371,1.7693721133,0.5785648972
SRX2038372,0.5456220583,-0.1842042888
SRX2038373,0.49897776200000005,0.2501917191
SRX2038374,0.9082326584,-0.0419699518
SRX2038375,1.870799619,0.06940689
ERX530520,0.0057347882,-0.0035555338000000003
ERX530521,-0.6862784756,-0.1797724708
ERX530522,-1.3015553219,-0.0542284961
ERX530523,-0.4425291723,-0.44155617540000003
ERX530524,-0.0057347882,0.0035555338000000003
ERX530525,-0.9280980066000001,0.1101954488
ERX530526,-0.612153601,-0.101388433
ERX530527,-0.9962667204000001,-0.13121247390000002
ERX3212443,1.5349892244999999,0.4193184985
ERX3212444,0.6364723284,-0.2001985102
ERX3212445,1.1950498406,-0.2788074817
ERX3212446,2.5494282527000003,-0.0166957369
ERX3212447,0.8011107657000001,0.0591332867
ERX3212448,1.1964172995,0.23581962990000002
ERX3212449,-0.11759687020000001,-0.0427827126
ERX3212450,0.2020124653,-0.0154381593
ERX3212451,-0.0844155952,0.058220871900000006
ERX3212452,-0.618370528,0.15881657370000002
ERX3212453,-0.4398535501,0.27304784660000003
ERX3212454,-0.3179030412,0.4931688614
SRX7478973,0.13195197150000001,0.0186644051
SRX7478974,-0.1375345183,-0.0440310537
SRX7478975,0.0055825468,0.0253666486
SRX7478976,0.35971545190000004,0.015474396100000001
SRX7478977,0.046609857000000005,-0.1128304012
SRX7478978,0.1617080383,0.1512507283
SRX7478979,0.624909241,0.1817133185
SRX7478980,0.2545401389,0.2623526525
SRX7478981,0.41152875790000004,0.2765318973
SRX7478982,0.3339997588,0.30946722800000004
SRX7478983,0.148941305,0.4016964776
SRX7478984,0.2556709099,0.4569369454
ERX1521038,3.2494590307,0.48856735830000003
ERX1521039,1.9163389017,0.3441405393
ERX1521040,2.9636667105,0.33453105310000003
ERX1521041,1.9359538955,0.2851681585
ERX1521042,-0.4719694231,-0.0343718384
ERX1521043,-0.8061256863,0.3144365818
ERX1521044,-0.2057234057,0.2096630123
ERX1521045,0.2057234057,-0.2096630123
SRX621182,5.0418359011,-1.219918687
SRX621183,5.065518835,-0.9706539057
SRX621184,3.0386311505,-3.6907875431
SRX621185,2.9039486016,-3.5513311112
SRX621188,2.2345901981,-3.7817459654
SRX621189,2.3767418887,-3.8738627709
SRX621190,0.1837015911,0.2417323211
SRX621191,-0.1837015911,-0.2417323211
SRX621192,5.0827047488,-1.4402325998
SRX621193,5.2711850181,-1.3513161385
SRX6489436,2.4425224592,-0.0134206414
SRX6489437,1.2077895513999999,0.7058779319
SRX6489438,1.4669402306000001,0.2618829016
SRX6489439,0.22010931800000003,-0.2822252335
SRX6489440,0.2186271492,-0.8650643923
SRX6489441,-0.43873646720000004,1.1472896257
SRX6489442,-0.2596498237,-0.2460213229
SRX6489443,0.6691033018,-0.7304185826
SRX6489444,-0.6916340113,1.0400615137
SRX6489445,0.2506519916,-0.40566854960000004
SRX6489446,0.0826314111,-0.7068640425
SRX6489447,-0.3230227665,1.1033285842
SRX6489448,-0.45057939280000003,-0.4488300108
SRX6489449,-0.30060872040000003,-0.7689422345
SRX6489450,-1.0310020471,1.6445718101
SRX6489451,0.09877161100000001,-0.3639490281
SRX6489452,0.0749397157,-0.3629862175
SRX6489453,0.4491181088,1.0324711415
SRX6489454,0.2657579395,-0.2087589151
SRX6489455,-0.11060189100000001,-0.43613367200000003
SRX6489456,0.6485145298,1.1312676745
SRX6489457,-0.3596204208,0.8236169065000001
SRX6489458,-1.0822928802,0.9132604794
SRX6489459,-1.3595140763,1.5846494568
SRX6489460,0.2206234383,0.6003850055000001
SRX6489461,-0.9605204555,0.9982390845
SRX6489462,-1.0667461223,1.4389022604
SRX6489463,0.171921177,0.5920943481000001
SRX6489464,-0.5968315964,0.6558136957
SRX6489465,-1.162153919,1.9841193739
SRX6489466,-0.4463970464,0.8232429050000001
SRX6489467,-2.2448718075,1.6932983006
SRX6489468,-2.1816715497,1.8059725333
SRX6489469,-1.388261318,1.4343658451
SRX6489470,-1.1887616469,0.9983395678
SRX6489471,-1.4516433844,1.7080328545999999
SRX6452027,2.6917608916,-0.8134772002
SRX6452029,0.2503868177,-0.090405368
SRX6452030,2.5723657811000002,-0.2564706539
SRX6452031,1.6687635727,-0.2597250587
SRX6452044,2.491997873,-0.23934786190000001
SRX6452045,0.9294870715,0.8580327872
SRX6452046,1.6350100041,0.28273182880000003
SRX6452047,2.4341011974,-0.0922443788
SRX6452048,-0.2503868177,0.090405368
SRX6452059,2.1255827476,-0.6148395274
SRX1828491,-0.5303956416,0.4149514466
SRX1828492,-1.8156899166,0.348115793
SRX1828493,-0.18573115240000002,0.21700634500000002
SRX1828494,-1.5566703358,1.120137934
SRX1828495,-1.5948328431,-0.6052201987
SRX1828496,-0.9138314986,-0.1825587753
SRX1828497,-0.7355908674,-0.1479912043
SRX1828498,-0.8860658329000001,-0.3172180814
SRX1828499,-0.4488045818,0.2519963569
SRX1828500,-1.0147668323,0.28710217920000003
SRX1828501,-1.1881964758,-0.4181594185
SRX1828502,-1.6335093363,-0.7052983034
SRX1828503,-0.7195075294000001,0.0162947817
SRX1828504,-1.2170005656,0.2722452864
SRX1828505,-0.0731854977,0.0101715752
SRX1828506,-0.4733220503,0.0972297409
SRX1828507,0.1862829885,-0.0233241952
SRX1828508,-0.1862829885,0.0233241952
SRX3796953,0.12507266,-0.0620205876
SRX3796954,-0.12507266,0.0620205876
SRX3796955,-0.2378975585,0.5940253334
SRX3796956,0.0698299493,0.9000321160000001
SRX3796957,4.2553549651,3.3470019664
SRX3796958,2.8206592171000002,3.0810825957
SRX3796959,-0.5725955580000001,0.4038554211
SRX3796960,-0.3489542532,0.2746299743
SRX3796961,-0.8585907929000001,0.07788767840000001
SRX3796962,-1.6855656069,-0.2826501292
SRX3796963,1.9481138673,3.9346091693
SRX3796964,2.2745245505,3.7966465524
SRX3796965,0.610212552,-1.1874100537
SRX3796966,0.6631637301000001,-1.1511693372
SRX3796967,-0.7973068371,0.9501543189
SRX3796968,-1.4587673925,0.5770336672
SRX3796969,-3.7507440011,1.1028336465
SRX3796970,-0.20832827310000002,2.0068334177
SRX3796971,0.17833753160000002,0.1251255849
SRX3796972,-0.1692256068,0.011929129
SRX3796973,-0.3282635396,0.3829474222
SRX3796974,-0.3982563219,0.5760391906
SRX3796975,1.4366350160999999,3.3850868486
SRX3796976,1.7450982821,3.4508356627
SRX3796977,-1.4327053449,0.45369389920000003
SRX3796978,-1.0205185316,0.4146252072
SRX3796979,-0.9275772956,0.24011829210000002
SRX3796980,-0.601928853,0.1500787876
SRX3796981,3.1038925784,4.0265899367
SRX3796982,2.1301501503,3.5380677979
SRX3796983,0.8123279774000001,-1.1311568405
SRX3796984,0.8373506946,-1.0534036578000001
SRX3796985,-0.0883078093,0.8778497548
SRX3796986,-2.1436179432,1.1862484926
SRX3796987,-0.8191395315000001,0.5259135612
SRX3796988,-1.3728259422,0.4661114986
SRX2568270,-0.199374091,0.12583160300000001
SRX2568271,3.2823597978,-0.19299563220000002
SRX2568272,-2.9451901049,0.1555330493
SRX2568273,0.0449060897,-0.1868793829
SRX2568274,-1.4798886766,0.4115822125
SRX2568275,0.199374091,-0.12583160300000001
SRX2568276,-1.617500507,-0.022253338600000002
SRX2568277,1.75175569,-0.0060896087000000005
SRX2568278,-1.7817229754000001,-0.11406329650000001
SRX2568279,-3.3912693533000002,0.10282838870000001
SRX3421856,0.03850776,-0.06351015410000001
SRX3421857,-0.03850776,0.06351015410000001
SRX3421858,0.8171353133,0.3991058142
SRX3421859,0.701023837,0.2675131482
SRX3421860,-0.4613341488,-0.8157242245
SRX3421861,0.8805624016,-0.8632898634
SRX3421868,5.9311168934000005,-0.7344531461
SRX3421869,6.7958959641,-1.3230444314
SRX2606337,0.3616943004,-0.5407347073000001
SRX2606338,0.1638854642,-0.3901815903
SRX2606339,-0.31896150090000003,0.0633094528
SRX2606340,-0.4464707384,0.418198181
SRX2606341,-1.8673268051,1.3493342354
SRX2606342,-3.6133657743,1.9162853719
SRX2606343,-4.1529840809,1.4148567152
SRX2606344,-1.4486731215,2.0203433484
SRX2606345,0.0846449707,2.5446145027
SRX2606346,-0.0214680171,0.3477289053
SRX2606347,-0.0881437686,0.1902446635
SRX2606348,-0.1467467374,0.041324507100000005
SRX2606349,0.1825020034,0.4144252706
SRX2606350,-1.3868871865,0.5606248478
SRX2606351,-1.5197272922,1.0713850867999999
SRX2606352,-3.561275633,2.2075885504
SRX2606353,-1.6586448869,0.3798847631
SRX2606354,-1.7099300273,2.0351277751
SRX2606355,0.9210800362,2.4043293488
SRX2606356,-0.47905254,0.4541029317
SRX2606357,-0.2735505318,0.35049004380000004
SRX2606358,0.034442799600000004,0.0585140228
SRX2606359,-0.5033837932,0.6845521102000001
SRX2606360,-0.111259943,0.4953964974
SRX2606361,-2.0056762123,1.7679593324
SRX2606362,-3.2761351654,1.5277165569
SRX2606363,-3.2721302567,1.0760059396
SRX2606364,-1.1099690709,2.0206723005
SRX2606365,0.3203344939,2.3532224332
SRX2606366,-0.34226606330000003,0.5930099027
SRX3648427,-0.4516693114,0.3814572976
SRX3648428,-0.552563814,0.4262951481
SRX3648429,0.0612887573,0.5563501984
SRX3648430,0.18840561220000002,0.4361820128
SRX3648431,0.2080320651,0.3285288704
SRX3648432,0.5556143656,0.0763668177
SRX3648433,-0.369519574,0.0733893241
SRX3648434,0.447327892,0.1747134595
SRX3648435,1.2002111902,-0.680395176
SRX3648436,3.1090017104,-1.6603668686000002
SRX3648437,2.6599158437,-1.7239317492000001
SRX3648438,3.4294728912,-1.5342433915
SRX3648439,0.0014137701,-0.4208331242
SRX3648440,-0.0101801314,-0.2650512741
SRX3648441,0.7990392216000001,-1.006512052
SRX3648442,2.3644814029,-1.1775976788
SRX3648443,1.7461218169000001,-1.2282263506
SRX3648444,1.8092284876,-1.6201046341
SRX3648445,0.1321894832,0.0399233375
SRX3648446,0.0058345977,0.320377782
SRX3648447,0.5189652368000001,0.0701729878
SRX3648448,-0.3041233613,0.1040138681
SRX3648449,-0.5294721559000001,0.0640556097
SRX3648450,0.0360277759,0.3597530644
SRX3648451,-0.5450283394000001,0.2696540637
SRX3648452,0.9247925107,-0.4098154013
SRX3648453,0.4178035699,-0.38766120460000003
SRX3648454,2.6855456939,-1.5423730793
SRX3648455,2.004405722,-1.4695536404
SRX3648456,1.8916252464,-1.6053455633
SRX3648457,-0.2043807996,0.1992457981
SRX3648458,-0.3879121484,0.4396752835
SRX3648459,0.46007826890000003,-0.2346526679
SRX3648460,-0.7054430178000001,-0.5084939931
SRX3648461,-0.4766640747,-0.4306467109
SRX3648462,-0.0133441662,-1.0801756655
SRX3648463,0.0841706629,0.0609362269
SRX3648464,0.2538577201,0.21740320500000002
SRX3648465,0.7095343292,-0.0781329557
SRX3648466,0.0025443372,0.15435473530000002
SRX3648467,-0.0442712178,0.2502753705
SRX3648468,0.2151394044,-0.4821889673
SRX3648469,0.5884257253,-0.3028139235
SRX3648470,1.1423062813,-0.3033122822
SRX3648471,0.5394819873,-0.47139125070000004
SRX3648472,1.5962803523,-0.3098739855
SRX3648473,0.9236556471,0.3208177025
SRX3648475,-0.6667353601,-0.6750461635
SRX3648476,-0.0400383249,-0.610251041
SRX3648477,0.2133714702,-1.1856493635
SRX3648478,0.6659132413000001,0.3943316598
SRX3648479,-0.29654309970000003,0.538264615
SRX3648480,0.3656626993,0.5603618113000001
SRX3648481,0.06307151400000001,-0.4463675507
SRX3648482,0.6140543244000001,-1.4271616859
SRX3648483,0.8836352678,-1.6228852951000001
SRX1429221,-1.0939695695,-0.0473111961
SRX1429222,0.2641752874,0.1262601475
SRX1429223,0.8297942821000001,-0.07894895140000001
SRX1429224,-1.1355505355,-4.6057900000000005e-05
SRX1429225,-1.3780583551,0.0725508623
SRX1429226,-1.3859885347,-0.0713598609
SRX1429227,-2.4921526648,-0.0010465504
SRX1429228,-0.9177391213,0.5007099067
SRX1429229,-1.2377938099,-0.10484140880000001
SRX1429230,-1.742570721,-0.8599019372000001
SRX1429231,-0.1887863752,-0.6915878779
SRX1429232,-1.7155121439,-0.8269413692
SRX1429233,-1.532893378,-1.5585454828
SRX1429234,-1.9209735511,-1.4431880291999999
SRX1429235,-2.1014065739,-1.0886093466
SRX1429236,-2.5743679384,-1.5028209724
SRX1429237,-2.0035166472,-2.072654238
SRX1429238,-1.4227440969,-2.092881539
SRX1429239,-2.9477886103,-1.9628220974000001
SRX1429240,-2.7913264728,-2.0977990705
SRX1429241,-2.3810025496,-1.8215561803
SRX1429242,-1.6198966700000001,-2.3769874964
SRX1429243,-3.0247002391,-2.2468886075
SRX1429244,-3.115735963,-2.2262313116
ERX2339161,0.1393874484,0.4941912298
ERX2339162,-0.1393874484,-0.4941912298
ERX2339163,-0.4888559951,-2.0636413439
ERX2339164,-1.1918240932,-2.4393446461
ERX2339165,2.1399330153,-0.9715046055000001
ERX2339166,1.1267064283,-1.1247031454
ERX2339167,1.4922427177,0.9210299252
ERX2339168,0.3618073476,0.0669461692
ERX2339169,-0.1460940341,-0.43152757070000003
ERX2339170,-0.3538704198,-2.2254236705
ERX2339171,-0.5677419881,-2.7114647659
SRX7656012,1.8496386974,0.24146719900000002
SRX7656013,-0.3384885854,-0.10060556970000001
SRX7656014,-0.2059031187,0.1078679351
SRX7656015,-0.6089636173,0.47746935430000004
SRX7656016,-0.5354744355000001,-0.0502576098
SRX7656017,-0.8290149256,-0.0106350319
SRX7656018,0.4325156389,0.0243728223
SRX7656019,-0.557343158,0.3921989802
SRX7656020,-0.4961577352,-0.1014233845
SRX7656021,-0.6202257569,0.0429158729
SRX7656022,-1.6563192111,0.2884838945
SRX7656023,-1.1846673279,-0.16654135080000002
SRX7656024,-0.4766465097,0.1368928356
SRX7656025,0.2397501871,-0.059904080500000005
SRX7656026,0.173503177,0.008870666900000001
SRX7656027,-1.7841696669,0.066262821
SRX7656028,2.0671260091,-0.0711748911
SRX7656029,-0.34263990920000004,0.0077560973000000005
SRX7656030,-0.3505209957,0.2013674718
SRX7656031,-0.5809833598,0.1622261505
SRX7656032,-0.4459839726,0.21144225630000002
SRX7656033,-0.5755753486,0.06583891880000001
SRX7656034,-0.5445396599,-0.031069698200000002
SRX7656035,-0.3453479848,0.2468897714
SRX7656036,-1.1754795109,0.2043708378
SRX7656037,-0.0494250496,0.0348834616
SRX7656038,0.5056437420000001,0.0447611385
SRX7656039,-0.6247964383,-0.0412419297
SRX7656040,0.2178633644,0.0600817535
SRX7656041,0.406933074,-0.018839823800000002
SRX7656042,0.7368566088,-0.045838299000000006
SRX7656043,-0.0088831319,-0.015337380000000001
SRX7656044,-0.1558631141,-0.024589858500000002
SRX7656045,-0.7855802769,-0.1819611957
SRX7656046,-0.5789104391000001,0.0606727315
SRX7656047,-1.0274032433,-0.0461269289
SRX7656048,-0.6324564874,-0.026781862700000002
SRX7656049,0.08264871630000001,0.0161893505
SRX7656050,1.4705178009,0.0762843434
SRX7656051,-1.097195816,-0.5936792083
SRX7656052,-0.43874018270000004,-0.51880317
SRX7656053,1.8438793480000002,-0.5244364325
SRX7656054,-1.2646706272000001,0.13867723040000002
SRX7656055,0.8938956216,0.1992138907
SRX7656056,-1.3498147679999999,0.1486135644
SRX7656057,-0.6026723022,0.3071889256
SRX7656058,-0.5392005082,0.1798547187
SRX7656059,-0.6362850001,0.049910105100000005
SRX7656060,-0.1139163058,0.2735375887
SRX7656061,-0.2363896997,-0.0011340382
SRX7656062,-0.6993524732,0.2985986249
SRX7656063,-0.27165101610000003,-0.2812356616
SRX7656064,-0.1720601299,-0.2405129997
SRX7656065,0.9209925448,-0.2905744185
SRX7656066,0.4681142165,0.2879553837
SRX7656067,0.592427522,0.2412552463
SRX7656068,0.1039139386,0.32330633070000003
SRX7656069,0.3307679162,0.202952088
SRX7656070,1.5202234493,0.3085899902
SRX7656071,2.3618788992,0.3214054964
SRX7656072,0.8985867589000001,0.20555365020000002
SRX7656073,0.1518156352,0.1442000124
SRX7656074,2.53741917,0.12975956090000001
SRX7656075,3.0153462052,-0.9741231798000001
SRX7656076,4.3342758941,-0.9746418282
SRX7656077,2.5699495381,-1.1605240156
SRX7656078,-1.5386963972,0.08197966570000001
SRX7656079,-2.1425060838,0.0410461889
SRX7656080,-0.14673390760000002,-0.040471983
SRX7656081,-1.8878530049000002,-0.1033531632
SRX7656082,1.6586971186000001,-0.0360352734
SRX7656083,-2.380295738,-0.019189407800000002
SRX7656084,-1.7615046968999999,-0.0212168501
SRX7656085,-1.3625200691,-0.1766729974
SRX7656086,3.3240691036,0.2135288689
SRX7656087,-1.6140566566999999,-0.5134080722000001
SRX7656088,-1.35852361,-0.6012194314
SRX7656089,-0.4711325538,-0.6342502408
SRX7656090,0.20041730500000002,0.0112730493
SRX7656091,0.7905462510000001,-0.0141514369
SRX7656092,0.2653456166,0.0102693596
SRX7656093,-0.384665456,-0.1476792672
SRX7656094,1.1131389919,-0.10891337940000001
SRX7656095,0.2735555765,-0.0608033859
SRX7656096,-0.3357108508,0.0483055197
SRX7656097,-0.3793442402,0.0430991523
SRX7656098,-0.5234704925,0.0418612282
SRX7656099,0.1698904501,-0.28509411760000003
SRX7656100,0.2355839851,-0.3334498692
SRX7656101,-0.5862487367,-0.6124520569
SRX7656102,-1.0273621334,0.0009223038
SRX7656103,-0.9503826198,-0.0582350628
SRX7656104,-0.2815193301,0.0918661189
SRX7656105,0.6531659173000001,-0.6124402334
SRX7656106,0.1063334925,-0.5006804960000001
SRX7656107,0.8205616997,-0.8099570385
SRX7656108,0.0110536859,0.20051203310000001
SRX7656109,-1.2811646965999999,0.2318121883
SRX7656110,1.6557438126,0.2958640387
SRX7656111,-0.7268970187,0.3201797648
SRX7656112,-1.3637421277000001,0.42837444680000003
SRX7656113,1.5937526011,0.1209810832
SRX7656114,-0.6654897172,0.19910531750000002
SRX7656115,-1.9936788898,0.24350366580000002
SRX7656116,-1.5154621868,0.1245976559
SRX7656117,1.6760487745,-0.5603464931000001
SRX7656118,0.6906009498,-0.7609473443
SRX7656119,1.6188387059,-0.2930893976
SRX7656120,-0.8577664424,-0.0240591998
SRX7656121,-1.8763277212,0.06903904620000001
SRX7656122,-0.817669301,-0.13040134720000002
SRX7656123,1.8410211589,-0.1390352229
SRX7656124,0.0474593092,-0.1070604201
SRX7656125,0.5751845865,0.0179134681
SRX7656126,-1.1243556812,-0.0160673187
SRX7656127,-1.3776321434,-0.085727409
SRX7656128,-0.7958680644,-0.1338057514
SRX7656129,0.8548091413000001,-0.7554394145000001
SRX7656130,1.9853098373,-0.5944840842
SRX7656131,1.1190458529,-0.6231259523
SRX7656132,2.1994973971,-0.48427765640000003
SRX7656133,2.0776031041,-0.4534972131
SRX7656134,1.7853488065,-0.7856054203
SRX7656135,1.2379775318,-0.3733797424
SRX7656136,0.009852404700000001,-0.1836457239
SRX7656137,0.2347774387,-0.1537496711
SRX7656138,0.6131372230000001,-0.2082461119
SRX7656139,-0.3538348646,-0.0791289949
SRX7656140,0.11438827650000001,-0.1234568818
SRX7656141,0.1467769046,-0.2592017702
SRX7656142,0.6756910358,-0.3028314841
SRX7656143,-0.6652094997,-0.2716596732
SRX7656144,1.2027722182,-0.5257836357
SRX7656145,0.6913978708,-0.7705654651
SRX7656146,1.7996429408,-0.48559216780000003
SRX5388319,0.0198521915,-0.1207225819
SRX5388320,-0.0476341506,-0.045868172000000006
SRX5388321,0.0277819591,0.1665907539
SRX5388322,0.19106187300000002,-0.010631775500000001
SRX5388323,0.5609134115000001,0.20035844
SRX5388324,-0.8258643289,0.37991868630000003
SRX5388325,0.3815970072,-0.0796865836
SRX5388326,0.3266470922,0.08369832540000001
SRX5388327,-1.1719463733,0.3066253724
SRX8708326,-1.5762257693000001,0.0787712728
SRX8708328,-0.0919471902,-0.8888225593
SRX8708335,0.053418434,0.1758844005
SRX8708336,-0.0035067259000000003,0.33158237560000003
SRX8708337,0.0420354821,0.3813557832
SRX8708338,-1.0727473536,0.1474808108
SRX8708339,-1.0406881591,0.2356570177
SRX8708340,-1.1110505383,0.3869059875
SRX8708365,-0.1898044784,1.0591046754
SRX8708366,-0.4207863254,1.000112648
SRX8708368,-0.3106747187,1.1092028933
SRX8708369,-0.46329660720000004,0.4014058264
SRX8708370,-0.9631280793,0.7391529851
SRX8708371,0.026576115900000002,0.33333547900000005
SRX4166001,-0.1519661279,0.004874349
SRX4166002,-0.031213834500000003,-0.0304381645
SRX4166003,0.1831799624,0.0255638155
SRX4166004,0.0094810688,-0.0582774911
SRX4166005,0.1298829797,0.1512440891
SRX4166006,-0.1770218952,0.2508354713
SRX4166007,-0.4457838636,-0.0377496208
SRX4166008,-0.3978345166,0.1471530343
SRX4166009,0.1622167324,-0.0379737543
SRX4166010,0.22926693650000002,0.0984198268
SRX4166011,-0.7357742570000001,-0.11436692770000001
SRX4166012,-0.8688374545,-0.0377532655
SRX5000481,-0.14307010480000001,-0.3342967013
SRX5000482,-0.0674043217,-0.2561592867
SRX5000483,-1.3307975794,0.3424982844
SRX5000484,-0.6682969019,-0.0522903449
SRX5000485,-1.0182178553,0.1980728641
SRX5000486,-1.2135849424,0.2738504385
SRX5000487,-0.30217232790000004,0.1423770559
SRX5000488,-0.3929926801,-0.0720858028
SRX5000489,-0.6437000526000001,0.1147518961
SRX5000490,-0.3847769271,0.0144879451
SRX5000491,-0.517532897,-0.0339208043
SRX5000492,-1.7806927189000001,1.5279103399
SRX5000493,-1.1851633445,1.0662280183
SRX5000494,-1.0052153742,1.2104373131
SRX5000495,-1.2780002118,1.6233832016
SRX5000496,-1.3353859629,1.4844218919
SRX5000497,0.0941010288,0.0186813448
SRX5000498,0.0416545387,0.0706736508
SRX5000499,-0.6764955779,1.1865753108
SRX5000500,-0.1357555674,-0.0893549956
SRX5000501,0.0906639032,-0.2044977999
SRX5000502,-0.2095870921,-0.3294977041
SRX5000503,0.2258590352,-0.16396549570000002
SRX5000504,0.1833248753,-0.4093083639
SRX5000505,-0.3497208825,-0.2584769826
SRX5000506,-0.13925314190000002,-0.2290705167
SRX5000507,-0.5192390438,0.1581302269
SRX5000508,0.3785980973,-0.0783538885
SRX5000509,-0.2653617572,-0.4342220076
SRX5000510,-0.1063472577,-0.48202134090000004
SRX5000511,0.25782404130000003,-0.3165432164
SRX5000512,-0.08110914400000001,-0.2536860387
SRX5000513,-0.0219452084,-0.14987076030000002
SRX5000514,0.22852216,-0.3134763592
SRX5000515,-0.1094019333,-0.0239390111
SRX5000516,-0.09828421150000001,-0.0823681882
SRX4124772,0.0335748961,-0.5641128358
SRX4124773,-0.42047275580000004,-0.42698486900000004
SRX4124774,-0.33286964700000005,0.062976241
SRX4124775,0.33286964700000005,-0.062976241
SRX5323946,0.07701936300000001,-0.1448510007
SRX5323947,-0.07701936300000001,0.1448510007
SRX5323948,-0.3019905764,0.0688111282
SRX5323949,-0.2486403614,0.3801922534
SRX5323950,-0.087804438,-0.1380553135
SRX5323951,-0.6634995353,0.2475666909
SRX5323952,0.062376483100000005,-0.0795455157
SRX5323953,0.2584097467,0.13069597230000002
SRX5323954,-0.017267720900000002,0.3399649695
SRX5323955,-0.1855541147,0.23811237100000002
DRX093856,0.3077251263,-0.043317415000000005
DRX093857,-1.3525089716,0.7340864765
DRX093858,-1.756823437,0.8348604006
DRX093859,-0.5280579716,0.3693382437
DRX093860,-0.3989744624,0.19355508170000002
DRX093861,-0.4625397409,0.06332463640000001
DRX093862,-1.8072985362,1.0300683604
DRX093863,-1.8908896522,0.9269786021
DRX093864,-0.450201803,0.7471369290000001
DRX093865,1.1414643796,-0.3163615241
DRX093866,0.1548146145,-0.0200072214
DRX093867,-2.120189793,1.0578151013000001
DRX093868,-2.1239892522,0.5307345346
DRX093869,-0.4323791695,0.5646475924000001
DRX093870,1.424577422,-0.2978392704
SRX6366242,1.9484378145,0.0786456656
SRX6366243,1.8093585837,0.0175917873
SRX6366244,-2.2200938086,0.29072261990000003
SRX6366245,0.2756516184,-0.3057091467
SRX6366246,-0.2811066005,-0.0011130804
SRX6366247,-2.4273959869,0.09468472850000001
SRX6366248,-1.1214040075,-0.16037357130000002
SRX6366249,1.0556471838,-0.3628705571
SRX6366250,0.2540957266,-0.3031923896
SRX6366251,0.6055000615,-0.1665644605
SRX6366252,-0.8987104852000001,0.217362621
SRX6366253,0.8987104852000001,-0.217362621
SRX254739,-3.045942307,-0.23992796460000002
SRX254740,-2.9044580994,-0.3344355035
SRX254741,-3.0207932245,-0.4988810474
SRX254742,-2.9530000530000002,-0.2873716321
SRX254743,-2.8805967064,-0.4256685758
SRX254744,-3.0989301106,-0.3295475606
