,A,FecI,PdhR,HypT,Nac,Crp,Fur
pcoli__TP53B__2,-0.4682832831499914,-0.2677130699999992,0.6856129219999989,-0.616158853,-1.0803259780000003,0.4437453829999996,0.05595029499999882
pcoli__WT__1,0.30375646037816,1.1029198309999997,0.25812073300000016,-0.92529783,-0.056893521000000113,0.5471816730000008,-0.053680882000001866
pcoli__WT__2,0.2494820804680915,0.954238587999999,0.2297696980000001,-0.9188869750000004,0.0945094959999997,0.4334316830000001,-0.07725663900000157
cck__glu_ale4__1,0.2836049480386428,-0.7943441260000004,0.3327577450000003,-0.4554473479999999,-1.1646612160000005,0.10431546100000057,-0.3718237260000006
cck__glu_ale4__2,-0.6157501643380754,-1.3115274460000004,-0.20308484400000104,-0.8590351619999996,-2.042026931,0.21222904300000067,-0.5521793420000005
cck__cck_ale1__1,-1.1403388799613772,-1.8857218990000009,-0.19126800200000016,-0.8682970970000001,-1.3355186490000002,0.14875797300000038,-0.5681489380000021
cck__cck_ale1__2,-0.5584687067243239,-1.4268321050000008,-0.1826995709999988,-0.9854551760000004,-1.569265789,0.21173196300000008,-0.6390513590000015
cck__cck_ale2__1,-0.7246379719368227,-1.5719093300000004,-0.13055242200000006,-0.954878043,-1.43562358,0.24320085299999936,-0.562880680000001
cck__cck_ale2__2,-0.8263497236374543,-1.6580175310000005,-0.17465579800000164,-1.1009819700000003,-1.5795896850000002,0.2196628030000003,-0.5249261460000003
cck_pgi__gmos_delpgi__1,2.216039136916036,2.558227058,-1.132159841,-0.9528084970000004,-1.506648588,0.6099491930000003,-0.10284690000000117
cck_pgi__gmos_delpgi__2,3.2928343204202672,2.4207190679999986,-1.0215814820000002,-0.9218957250000006,-1.542321078,0.5151660729999996,-0.30591926100000144
cck_pgi__pgi_ale1__1,-0.2744230884485508,0.11150108899999901,-0.622726761,-0.4104343229999996,-2.1194950880000003,0.0871969090000011,0.13255879399999948
cck_pgi__pgi_ale1__2,0.7535704033760855,0.8670525419999988,-1.0322580009999998,-0.6345322549999999,-2.230544519,0.4703615729999999,0.002530666999998488
cck_pgi__pgi_ale2__2,1.7583887979511998,1.2057388269999991,-1.222146252,-0.6930872700000004,-1.569131332,0.6450278430000012,0.1057235779999992
cck_pgi__pgi_ale3__1,0.8769945834773746,0.21333219399999948,-0.5372683970000001,-0.3670070990000003,-2.025124185,0.2577020430000001,-0.21417320600000167
cck_pgi__pgi_ale3__2,-0.3850306838999806,-0.3021683140000002,-0.9804573549999996,-0.6803212609999996,-1.980871988,0.527121343000001,-0.2994495780000008
cck_pgi__pgi_ale4__1,0.1700725953839854,0.7922638969999989,-0.4973698070000001,-0.3961393219999998,-1.681933126,0.025670410000000032,-0.061090214000001815
cck_pgi__pgi_ale4__2,-1.283425976831166,-0.7026951410000004,-1.1648493750000002,-0.859801805,-2.207824748,0.14926491299999967,-0.378044871000002
cck_pgi__pgi_ale4__3,-0.8801031725832307,-0.6162735180000016,-0.9830927909999998,-0.7564609510000002,-2.1514448930000003,0.2310494330000008,-0.2791104760000014
cck_pgi__pgi_ale5__1,1.440383484885628,-1.4413701090000002,-0.6406311480000006,-0.6458035469999999,-1.8890738060000003,0.26444670300000084,-0.4202256460000005
cck_pgi__pgi_ale5__2,-0.2281442815385939,-2.1303784740000005,-1.211025789000001,-0.7059969370000001,-2.5147782480000003,0.4910110930000009,-0.6125818670000012
cck_pgi__pgi_ale6__1,0.4503810097560008,-1.1768450810000006,-0.5867912720000001,-0.4887726260000002,-1.555765285,0.40659345300000105,-0.3004123950000004
cck_pgi__pgi_ale6__2,0.290843584110899,-1.8259942460000005,-0.8638102040000009,-1.029754068,-1.4885188940000005,0.6293582329999996,-0.2506324910000011
cck_pgi__pgi_ale7__1,-0.9782536167632644,-1.2994841740000007,-0.8012975510000002,-0.584025617,-1.502505079,0.4198053730000009,-0.34332140700000124
cck_pgi__pgi_ale7__2,-2.027636791055827,-2.003023424000001,-1.2628654850000007,-0.6823094860000003,-2.0687512519999998,0.7252530329999995,-0.33397438800000145
cck_pgi__pgi_ale8__1,1.0090526903258743,-1.7722527830000008,-0.2779203109999999,-0.8425493250000002,-1.8285257230000005,0.2900276829999999,-0.2604518380000016
cck_pgi__pgi_ale8__2,-0.3033068522905931,-2.2686765650000007,-0.6122771120000001,-1.4517995179999996,-1.9855629730000002,0.6440838830000004,-0.41586405600000204
cck_sdh__gmos_delsdhCB__1,0.8944162440264788,-2.5269647080000004,-3.8540502819999998,-0.6595601609999999,-0.6264603310000005,0.8479485130000004,-0.6433207240000005
cck_sdh__gmos_delsdhCB__2,0.1769805771024982,-1.4044258410000008,-4.194657408,-0.6683203100000004,-1.6561250260000002,0.8298960530000006,0.08499829799999857
cck_sdh__sdh_ale1__1,-0.6660548945094693,-1.6895556340000004,-0.12700919700000046,-0.7616665009999997,-2.007587649,0.5440714730000007,-0.38163858599999934
cck_sdh__sdh_ale1__2,-0.3103202578709476,-1.3724714020000004,-0.1319581059999999,-1.0191734650000006,-2.013885977,0.5592394929999998,-0.4603291580000004
cck_sdh__sdh_ale2__1,-1.2024098549498714,-1.1854364570000009,0.0007386440000001215,-0.7798022199999997,-1.2784592609999998,0.4799116730000002,-0.4832138740000005
cck_sdh__sdh_ale3__2,-1.223357984821118,-1.4058393360000006,0.06137971799999953,-0.7935067150000004,-1.0167961170000002,0.5564179130000007,-0.4556752600000014
cck_sdh__sdh_ale3__1,-0.5687054978979482,-1.3336265400000011,-0.10009141900000174,-0.8678596209999999,1.5726045199999996,0.4938992930000001,-0.5334798220000003
cck_sdh__sdh_ale3__3,-0.6329023037763579,-1.4691422160000007,-0.10733203599999984,-0.8509879509999996,1.6133958730000002,0.4853280929999997,-0.6151827350000012
cck_pts__gmos_delptsHIcrr__2,-0.018846309985695,-0.10996875100000114,-0.8844129230000002,-1.4172800639999998,-2.155799645,0.4644968830000007,-0.5620978850000018
cck_pts__gmos_delptsHIcrr__1,-0.2651279531859773,-0.007497704000000382,-1.2572272670000002,-1.3321820109999996,-2.199626004,0.649161093,-0.6469876080000017
cck_pts__pts_ale1__2,0.4721733375156247,-1.4951561420000008,-0.09231639999999963,-0.8454703889999999,-1.848527625,0.3294758729999998,-0.27178981500000177
cck_pts__pts_ale1__1,0.8343923508026638,-1.5628080900000008,-0.08329511600000039,-0.9710636089999998,-1.802100995,0.2967783530000005,-0.20824659100000176
cck_pts__pts_ale2__2,-1.432865484923458,-2.00399727,-0.8090272189999999,-1.3532415269999998,-2.329764753,0.20189095299999948,-0.5557723990000003
cck_pts__pts_ale2__1,-1.6681926163787413,-2.1053259510000006,-0.9052658320000004,-1.3475899040000003,-2.036054154,0.2751297130000001,-0.6757595470000021
cck_pts__pts_ale3__2,-0.7873694665642097,-3.3563431860000006,0.05803349800000035,-1.629020245,-2.706974694,-0.4453421809999991,-0.2831832580000011
cck_pts__pts_ale3__1,-0.4157888847425104,-3.3899588560000007,-0.019649682000000723,-1.5711100250000003,-2.39631912,-0.1455219379999999,-0.3812583240000009
cck_pts__pts_ale4__2,-0.8817249447751587,-1.8690250430000008,-0.892167325,-1.0495125969999997,-2.0110706300000003,0.4206787429999999,-0.4882650660000003
cck_pts__pts_ale4__1,-0.7178906655326139,-1.6627394000000004,-1.0319225320000005,-1.0327831420000004,-2.3622752609999997,0.3875030329999998,-0.4111489500000012
cck_gnd__gmos_delgnd__1,2.9041212876794047,1.3136771739999986,-3.627383672000001,-0.5287748700000003,-1.5598305019999998,0.5155411030000003,-0.7917678350000017
cck_gnd__gmos_delgnd__2,3.4302463217684505,1.6402981189999988,-3.622899335000001,0.5098955250000001,1.5632482420000002,0.4190796030000001,-0.8427471940000011
cck_gnd__gnd_ale1__1,-0.825265252948049,-1.7232103950000006,0.14953600399999978,-0.919330047,-1.293315583,0.11322853200000085,-0.6340587890000009
cck_gnd__gnd_ale1__2,-0.0101961285685323,-1.2209933370000003,0.1840138479999993,-0.9132834660000002,-1.1605179940000006,0.14549259800000058,-0.6359775230000011
cck_gnd__gnd_ale2__1,-0.0509695921316059,-1.0370550950000004,0.01918723,-0.8662449250000002,-1.907754527,0.057324061000000974,-0.6763556290000015
cck_gnd__gnd_ale2__2,-0.1235053394714281,-1.5029244410000009,0.1444107309999989,-0.78105387,-1.7477447810000002,0.0516023170000004,-0.655700791000001
cck_gnd__gnd_ale3__1,-0.4364362691133108,-0.8558922860000004,-0.0003199610000006459,-0.966518743,-1.4171127330000002,0.04701789499999976,-0.6564034850000002
cck_gnd__gnd_ale3__2,-0.6162638070329587,-1.3505403770000006,0.15735878499999956,-0.871654843,-1.938518633,0.07806117700000037,-0.6174697760000019
cck_tpiA__gmos_deltpiA__1,1.4379029360492082,1.4428868359999996,-1.1177037590000012,-1.1279004300000004,-1.9112451800000003,0.5549454330000003,-0.763456316000001
cck_tpiA__gmos_deltpiA__2,2.689368528583729,1.2979186079999998,-1.3307555190000009,-1.168898918,-1.029558428,0.6484744429999996,-0.41102413100000135
cck_tpiA__tpiA_ale1__1,0.0579260657261184,-2.040503631000001,-0.5576679980000003,-0.4207769800000003,-1.549522644,0.5753141230000001,-0.14394469400000176
cck_tpiA__tpiA_ale1__2,0.4332119920780174,-2.1699124440000004,-0.6528695469999999,-0.5428934520000004,-1.9384279980000003,0.5862271529999994,-0.07742574800000135
cck_tpiA__tpiA_ale2__1,-0.705559036513053,-1.8567257500000007,-1.153864755,-0.9012084920000004,-1.986227236,0.6931617929999998,-0.10040037700000147
cck_tpiA__tpiA_ale2__2,-1.5132780176224645,-1.7295785210000003,-1.0375873430000002,-0.7701481259999996,-1.755744059,0.4825762030000007,-0.2353234800000017
cck_tpiA__tpiA_ale3__1,-0.3895276543800454,-2.3727609960000007,-0.7657862770000019,-0.6069951250000001,-1.6295124790000002,0.44486670300000064,-0.18936791400000172
cck_tpiA__tpiA_ale3__2,0.2665877408563285,-1.8298867820000009,-0.882540209000001,-0.8671777719999998,-1.5912031619999998,0.42426745300000057,-0.21418625100000102
cck_tpiA__tpiA_ale4__1,-1.170041510865951,-1.943427851000001,-0.8677339190000009,-0.3802528150000004,-1.136032118,0.2272038629999997,-0.3800137500000016
cck_tpiA__tpiA_ale4__2,-0.7746050189915791,-1.7472072690000005,-0.7984332920000003,-0.5141255539999996,-1.412963886,0.19612825299999948,-0.4284043300000011
acid_tale__acid_ale1_pH7__1,-1.2107004760160578,-1.9199130310000008,-0.1892765280000006,-1.425083925,-2.3598976570000003,0.15268897300000006,0.09519526399999913
acid_tale__acid_ale1_pH7__2,-1.3335671197398051,-1.640190904000001,-0.2547258210000001,-1.475790366,-2.307506731,0.126066680000001,0.01043108699999884
acid_tale__acid_ale1_pH5__1,1.1312711927193368,0.8209761559999995,-2.1533265040000007,-0.7969060059999995,1.7401662909999995,0.7941495229999997,0.2617347239999983
acid_tale__acid_ale1_pH5__2,0.4149091153483165,0.35673347999999905,-2.299729321,-0.8002818510000003,2.3874474040000004,0.8152700330000009,0.22783362399999876
acid_tale__acid_ale2_pH7__1,-0.7363999262973084,-1.274233981000001,-0.451639965,-1.0746899870000002,-1.8002767360000005,0.3388400730000001,-0.10458654800000032
acid_tale__acid_ale2_pH7__2,-0.8546562378294941,-1.2659314260000007,-0.4303698330000003,-1.0307920409999998,-1.7295394830000002,0.3230544630000001,-0.09713947300000036
acid_tale__acid_ale2_pH5__1,-0.210334493407922,-0.9922155100000004,-0.243390121,-0.7191866429999996,-0.3132072859999999,0.432644723000001,0.07955559699999881
acid_tale__acid_ale2_pH5__2,0.8639047536336782,-0.7431574160000007,0.003982056999998207,-1.05562513,-0.9052936260000002,0.4854809929999994,-0.23005716200000134
acid_tale__low_Mg_ale_pH7__1,-0.5863870996924134,-1.250015491000001,-0.13378702600000025,-0.8428500429999994,-2.520723974,0.3007467029999997,2.1039539939999994
acid_tale__low_Mg_ale_pH7__2,-0.8855198180941963,-1.2430048750000005,-0.1784472190000006,-1.1374892719999998,-2.689966563,0.3462454630000007,1.9774412539999984
acid_tale__low_Mg_ale_pH5__1,-0.105820863667077,-0.7522430310000008,0.14544263199999996,-0.5341881549999998,-1.59310097,0.6085887329999995,2.690967163999998
acid_tale__low_Mg_ale_pH5__2,0.3956350565944262,-1.1013532250000004,0.06826600800000016,-0.8164899969999997,-1.3821008149999998,0.5572315630000002,2.4818817939999995
acid_tale__MES_ale_pH7__1,-1.4830632581043677,-1.5410749530000016,-0.43522214200000064,-1.0644147139999998,-2.8864021830000004,0.4305318729999996,0.06805043299999802
acid_tale__MES_ale_pH7__2,-1.0640889599953245,-1.447150849000001,-0.2996725470000001,-1.159377050000001,-2.7137535739999996,0.4747332229999994,0.08446433699999822
acid_tale__MES_ale_pH5__1,-1.214462958388764,-0.8432944140000007,0.0811488090000001,-0.633432172,-0.987618945,0.4750174830000002,0.40427919399999895
acid_tale__MES_ale_pH5__2,-0.8460708520785887,-0.5373981930000014,0.6271455449999994,-0.6409966120000004,-1.09537524,0.709374983,0.4156223439999991
acid_tale__gmos_pH7__1,-1.109667569340684,-1.814621155,-0.4001746780000017,-1.088899681,-2.46527231,0.4296040630000011,-0.04445697700000117
acid_tale__gmos_pH7__2,-0.9135813315020916,-1.7352759430000004,-0.3341348430000002,-1.1542800169999996,-2.5277631030000003,0.4446293130000001,0.021922802999998936
acid_tale__gmos_pH5__1,-0.398799855312075,-0.7102966240000006,0.060777547999999015,-0.81495782,-1.2848982910000002,0.6502280230000004,0.4063467939999992
acid_tale__gmos_pH5__2,-0.3443628303249394,-0.9970530950000008,0.01933603399999928,-0.690663185,-1.0092841140000002,0.7174304530000004,0.4999933739999989
adnB__wt_adn__1,0.3256914302226951,1.6075522679999992,-0.4856550990000006,-1.3142878600000003,-1.2357498110000005,-0.4159558469999993,1.5467201339999992
adnB__wt_adn__2,-1.7194750888363828,0.4598045529999979,-0.978769798000002,-0.8994086709999998,-1.2281057990000002,0.22959581299999954,1.088136973999999
adnB__delydhB_adn__1,1.1418917634470285,0.497399441999999,-1.17698313,-1.4683035320000002,-1.1658994490000003,-0.5303189100000001,1.924316284
adnB__delydhB_adn__2,0.0427806176165136,0.4966662479999977,-0.5647407760000007,-1.1681538649999998,-0.972594885,-0.2645061010000003,1.2544688639999997
ytf2__wt_glc__1,2.362417229321945,1.953201234,-0.08544542800000167,-1.0199385479999998,-0.7320250370000001,0.2079942330000009,-0.021341458000001975
ytf2__wt_glc__2,2.21707014844536,1.7495258279999994,-0.2532832210000002,-1.243136925,-1.09539953,0.2538454530000003,0.0030134059999991076
ytf2__ybcM_glc__1,2.397625153732753,1.6388425459999991,-0.9843418580000004,-1.3913715599999996,-1.0860831430000002,0.49687887299999994,-0.5023499650000005
ytf2__ybcM_glc__2,2.595881749886956,1.7620922329999988,-0.947898521,-1.341762729,-0.5563805070000001,0.5496294230000007,-0.5163268410000015
ytf2__ydhB_glc__1,1.8947049313920248,1.3193259919999996,-0.1665816970000007,-1.3227959560000002,-1.3402912749999998,0.3261516029999996,-0.29894576400000084
ytf2__ydhB_glc__2,1.5370598132155553,1.4196428109999992,-0.3255116359999999,-1.203164494,-1.40829883,0.3955030429999997,-0.28370851900000105
ytf2__yfeC_glc__1,0.9234311168117384,1.3888074419999992,-0.2050533970000004,-1.2126201439999995,-1.089592341,0.2082961430000001,-0.3042565200000009
ytf2__yfeC_glc__2,0.8431813221282154,1.182755125,-0.2419434960000002,-1.2238570400000004,-1.421188608,0.3760682129999999,-0.2890309990000013
ytf2__yciT_glc__1,1.342963423602141,1.3511607549999989,-0.4182403420000007,-1.3061352499999996,-1.426766276,0.4599342330000002,-0.02963525100000197
ytf2__yciT_glc__2,1.2888423199288248,1.2642541559999998,-0.5328260990000011,-1.2731722650000004,-1.1139462620000002,0.5174864029999995,-0.047432096000001416
ytf2__ydiZ_glc__1,1.8611338150116303,1.5968979539999992,-0.4956213470000002,-1.2587770039999997,-0.8504914380000002,0.2818442530000009,-0.049834085000000534
ytf2__ydiZ_glc__2,1.9782890903197607,1.7626198969999989,-0.38516001900000063,-1.166634825,-1.1682421669999998,0.28140171300000105,-0.05570391400000041
ytf2__ynfL_glc__1,2.496068551654812,1.7963272319999994,-0.5427410310000003,-1.3368504569999995,-0.6201142959999997,0.5107562229999996,-0.01576325600000139
ytf2__ynfL_glc__2,1.8770727761344856,1.8584354750000005,-0.3901660280000003,-1.1643372420000002,-0.7450728209999999,0.523190413,-0.029652389000000667
ytf3__wt_glc2__1,-1.4234879043451587,-1.0203022550000007,-0.2910284349999994,-1.5214733879999995,-0.3614502569999996,0.45626287299999996,-0.18734107500000088
ytf3__wt_glc2__2,-1.3637051879939353,-1.0191446080000004,-0.10863729700000048,-1.2113049070000006,-0.26080877399999997,0.5116651829999999,-0.19948808500000048
ytf3__wt_pH7_lactate__1,-2.208054924732882,-1.7515103200000004,0.18456353500000056,-1.4196519079999996,-0.1415873630000002,0.560872303,-0.12586512800000094
ytf3__wt_pH7_lactate__2,-1.5268151162448598,-1.5147520180000011,0.19539845299999925,-1.511007513,-0.3671693229999997,0.5532738630000011,-0.1957481570000006
ytf3__wt_pH55_lactate__1,-1.2982697202480202,-1.1561451080000014,0.3798566500000007,-1.1783365220000004,-0.9407026580000002,0.7780642029999996,-0.0742755800000019
ytf3__wt_pH55_lactate__2,-0.9504466105386248,-1.1242439930000003,0.4411213879999991,-1.223223804,-0.8460471200000002,0.7423117129999994,-0.11742035400000185
ytf3__wt_pH55_HCl__1,-1.0569091104830044,-0.8436443350000005,-0.2291112560000004,-1.3965400690000005,-0.5153071750000002,0.6150495429999996,-0.1679114980000005
ytf3__wt_pH55_HCl__2,-1.2428388138837638,-0.6593308050000006,-0.2394716380000004,-1.270120242,-0.29055308800000024,0.6014201329999995,-0.18174930400000025
ytf3__dyieP_pH7__1,-1.4179280609215423,-1.5436534140000004,-0.4796299330000018,-1.2571527639999998,-0.04366979999999998,0.4791694330000009,-0.20686902100000104
ytf3__dyieP_pH7__2,-1.7024300241843309,-1.3645147150000003,-0.4238347949999994,-1.1658101390000004,-0.09663796300000004,0.42496669299999995,-0.23703237000000146
ytf3__dyieP_pH55__1,-2.4728017607950736,-1.7315807460000006,-0.4686928010000005,-1.1297961879999994,-1.0712383510000003,0.4390071130000006,0.18281621399999887
ytf3__dyieP_pH55__2,-2.620087588360133,-1.4819580420000014,0.017793651999998158,-1.320968778,-0.7884589110000002,0.623551333,-0.1728810100000011
minicoli__aldA_f1c2__1,2.236087434519708,-2.6300023761098164,-0.19077300004284134,-5.623604974,0.5724940321195975,0.7631858827982381,0.4827742916253701
minicoli__aldA_minE__1,1.7319554988035912,-3.324704876515524,-0.5633572532167408,-5.623604974,-0.8528561011431433,0.255888508978142,0.2613231076391678
minicoli__mg1655_glc__1,-0.9669779779932826,0.39964406389624507,0.6958757581662081,-1.0683716934953766,1.1858808560930054,-0.8470184669947685,-0.14749875229048115
minicoli__mg1655_glc__2,-0.9136719683941292,0.2543141571014793,0.6136848924366411,-0.9979253805573212,1.1970763262470934,-0.8039264138958604,-0.16923534586294586
minicoli__minE_cyt__1,3.3885627553104545,1.3125245234054397,-0.7645180687221238,-5.623604974,1.85157117678184,0.7601914841850306,1.1457538426217422
minicoli__minE_cyt__2,3.346333296195999,1.3004122021936286,-0.2892065011536227,-5.623604974,3.222771317907521,0.4729475383347843,1.0200638690938906
minicoli__minE_fruc__1,-1.6164630783539065,-0.34953457439777313,-0.8154008888426478,-5.623604974,-0.5494491312917678,0.34172110794916755,1.4708422951821625
minicoli__minE_fruc__2,-0.951762740110874,0.2086429478169114,-0.5495120368781299,-5.623604974,-0.8855611981253331,0.461542666559108,1.4490678245417747
minicoli__minE_glc__1,1.144648732051389,-0.022207295342099087,-0.5605685933335227,-5.623604974,1.61623348136723,0.2938109111467888,1.4343580492153674
minicoli__minE_glc__2,0.5334028005042789,-0.2733879476682617,-0.5562100133631516,-5.623604974,1.9493198390779964,0.10430003951357314,1.5910778100352196
minicoli__minE_glyc__1,-0.3274924507730544,-2.3745311135699776,-1.5679976839517016,-5.623604974,-0.10387812654341033,0.575831448418306,0.5103618266124688
minicoli__minE_glyc__2,-0.4968798745687859,-2.2725532128419204,-2.0150724297281832,-5.623604974,-0.25027866233957674,0.6844880187857836,0.4301025741668756
minicoli__minE_Fe_starve__1,7.656053497219212,3.3756253506940865,0.1132929741880222,-5.623604974,2.9854187663400493,0.5804469724508969,1.1011161438375812
minicoli__minE_Fe_starve__2,8.43401215539486,3.4831999471098545,-0.02199085592336392,-5.623604974,2.5652067279313737,0.6236096478485607,0.8812520138753293
minicoli__minE_LB__1,10.735568931190462,-0.4966076585058934,1.0712588591276602,-5.623604974,-2.004109548729126,-0.5768918406871162,0.8638745788508295
minicoli__minE_LB__2,10.823409352427856,-0.5815479939060886,1.143481463166518,-5.623604974,-2.3339126873436795,-0.8092098841975535,0.9572484142905662
minicoli__minE_N_starve__1,1.3042739672733616,0.8870036853980618,-0.5468920927871155,-5.623604974,8.09625481026716,0.3528053698058322,0.3663061477391434
minicoli__minE_N_starve__2,0.3755162106300336,0.4863080951778409,-0.8701247581074263,-5.623604974,8.132852124639204,0.4807614269391625,0.6656474179606633
minicoli__minE_osm__1,3.510029674734341,1.2950980634741427,0.3425578662839133,-5.360804465478952,-0.3995467524472138,0.3547041686708319,1.4965720373202664
minicoli__minE_osm__2,3.098434898493794,1.164213344378355,0.354035359277626,-5.623604974,-0.5693849003334988,0.5658446295801518,1.5484847114582845
minicoli__minE_ph5__1,1.6759261470554458,1.4306112041656205,-0.40697469221394733,-5.623604974,0.2491899960553185,0.6501761031624761,1.3755693061311245
minicoli__minE_ph5__2,1.6918629542541916,1.354728523532474,-0.3309688731602227,-5.623604974,0.08554409821288989,0.6347492200625684,1.4300203574860628
minicoli__minE-pyr__1,0.5426067393514193,-1.3110140305021734,-2.428448086273905,-5.623604974,-0.8711728795120441,0.9884421842001724,1.0292171970036907
minicoli__minE-pyr__2,-0.5788393418934844,-2.5219736306021603,-2.65749899440309,-5.623604974,-0.3830939988049487,0.5805078277861995,0.5706843179035594
minicoli__minE_sorb__1,-1.1489049737902215,-0.7113915832965585,-1.286905528740463,-5.623604974,-0.023215687071455268,0.6284983244472482,1.3249817954792036
minicoli__minE_sorb__2,-1.147055587612992,-0.876377466315847,-1.5042377382784569,-5.623604974,-0.15501753761558312,0.6064916202251851,1.2667948881310538
minicoli__minE_urid__1,-1.2469946587593033,-1.0649062038123092,-1.2852911870606682,-5.623604974,0.6582917407593722,0.4108001218596762,1.2152755169534988
minicoli__minE_urid__2,-1.8971426343285984,-1.2896136606626216,-1.3732708567821907,-5.623604974,0.6667882324615659,0.34830946039232913,1.2224712433558145
minicoli__W3110_cyt__1,0.2444505518482181,-0.057538405478418035,-1.1382537350585027,-0.9674705231319258,-1.0788902893709371,-0.2741512513245965,-0.1104003305960326
minicoli__W3110_cyt__2,-0.7575207092857964,0.3036146256623642,-1.141156729062085,-0.992891281463396,-0.8493131141331851,-0.2471138346472994,-0.027250108499497827
minicoli__W3110_glc__1,-4.319718667362349,-1.6870520053462268,-2.7536124531544233,-1.708592190995195,-1.0575971750009765,-0.3286400323548726,-0.5336170433252168
minicoli__W3110_glc__2,-2.4400099479418094,-0.9436003487849433,-1.1614901714274826,-1.8096669560626155,-0.4939543483235998,-0.4080395046534289,0.09956148648410056
minicoli__W3110_glyc__1,-1.218710455435573,-0.2831326247081796,-1.2950247102076222,-1.1103978924634816,1.283064769697388,0.1888029313895725,-0.3610255031115326
minicoli__W3110_glyc__2,-1.160177227498219,0.4739706432513993,-1.3776886629591036,-0.9892563788893564,-0.66357471996551,0.16079573130215685,-0.2244834579820285
minicoli__W3110_Fe_starve__1,3.742603753999625,2.946645423013868,1.0707489730750286,-1.09341672360038,-0.14011158503886367,-0.39335282894219503,0.22817462413606115
minicoli__W3110_Fe_starve__2,3.745146733293919,2.977089955429792,0.8986363214213942,-1.4389300862359526,-0.6275432708366582,-0.3767980913136952,-0.04856435343442556
minicoli__W3110_LB__1,7.191822684494118,-1.4751345274360004,-2.083693487742461,-0.8828130291907303,-2.802059245590139,0.4782054662101167,-0.1844750130151649
minicoli__W3110_LB__2,8.181780819541364,-1.3245898972639203,-2.074549449512488,-0.5587908937954476,-2.358615266020488,0.4998332578699021,-0.2313034780325669
minicoli__W3110_N_starve__1,-1.6898179189557423,0.425502091988986,-0.6029362636591031,-1.3369700070427006,7.517585171581941,-0.3672969470778735,-0.2571600119037072
minicoli__W3110_N_starve__2,-1.1566495209368497,0.43249094650674014,-0.4957518522542594,-1.2283700969334037,7.603086727156332,-0.17080551194691118,-0.1845681491382578
minicoli__W3110_osm__1,-2.5587806023826305,-0.13899650287414822,0.5694934715997864,-0.973713281830178,-0.5848349540167259,0.18475333822734186,0.3270150524642545
minicoli__W3110_osm__2,-2.183220446699833,-0.16851330525370045,0.3770802619749549,-1.094103706217597,-0.9218614901246868,0.21075048409365135,0.39891952920395823
minicoli__W3110_ph5__1,0.5333767736493172,0.9520846758768062,-0.6839760679492128,-1.1433173769298008,1.995998361088668,-0.0020982938586069366,0.10936981756616683
minicoli__W3110_ph5__2,0.4146561512805733,1.0227237055701428,-0.4927377266782607,-0.9347110110142384,1.7341007903382044,0.06374104599613695,0.15512698913517475
minicoli__W3110_pyr__1,-1.2249458563033575,0.15200032185584697,0.4205198977378686,-1.2181405543480042,-1.7137304910901956,0.6437353797175921,-0.21644247720509746
minicoli__W3110_pyr__2,-0.7605268749724933,0.9541458531755359,0.3570076024458082,-1.2550102408401465,-1.7583992885039956,0.8084862253725884,-0.15931540699836866
minicoli__W3110_sorb__1,-3.7334460203684894,-2.3649823427800927,-2.1328724667248604,-1.9239800202639952,-1.368214733669919,-0.3697472429572191,-0.24870959211309795
minicoli__W3110_sorb__2,-3.629639163892677,-2.3997441690213126,-2.0381651063290427,-2.080800846820342,-1.0248846561761082,-0.2282472383218792,-0.22225594873471266
minicoli__W3110_urid__1,-1.728746617710233,0.1858273997418438,-2.334181992497029,-2.1306400905270886,-0.7254016927607516,-0.14597371871249898,-0.4069384062438655
minicoli__W3110_urid__2,-1.0236562309893191,0.6883703461614816,-1.9799782634574183,-1.9221913992373767,-0.4032506793303687,0.0011588474703554395,-0.26792443294576884
minicoli__W3110_WT_glc__1,-1.1972124397767585,0.269205296291549,0.2953278328475566,-1.0633688909692776,0.8571022568942537,-0.05853650097271945,-0.0722022157559099
minicoli__W3110_WT_glc__2,-1.885573649533077,-0.23303860976647786,0.11305552972345367,-1.2488322199771362,0.7845338445367256,-0.2736059720925805,-0.11419735359566552
minicoli__W3110_WT_osm__1,-1.8945032711001848,-0.5628966995431606,0.1304903488874647,-1.1929733407939658,0.3510512204741607,-0.4068572548991813,0.28797770032308456
minicoli__W3110_WT_osm__2,-1.629837695724912,0.009632846839292776,0.16728490564174514,-0.8564366795257996,0.3819580027936311,-0.26682409365055193,0.34549915837291856
eep__BOP27__1,-1.726319141634229,-1.507463706044354,-0.5939216313814111,-1.2128451177780937,-1.4175155997119269,0.09382866102208354,-0.3983962256653495
eep__BOP27__2,-2.312113530998652,-2.101416780755814,-0.7293935408856331,-1.1042840641313312,-1.5348472909442576,0.13043922998821067,-0.4186049404101375
eep__BOP1000__1,-0.961205155095362,-2.2231285971887376,0.8295831764492938,-0.8858069200509702,-2.024386200718061,0.7723290743721964,-0.041962641897091764
eep__BOP1000__2,-1.1557069407871656,-2.4262008132772115,0.012154792013339131,-1.05076048937409,-1.9700963069207933,0.49579595280529,-0.4953129986062415
eep__BOP27_ndh-cydB-appC__1,2.7761168618623406,2.383206625157856,0.7566054705128895,-1.045675417917674,-1.3170499945836145,0.7178399562547568,-0.5197275067855767
eep__BOP27_ndh-cydB-appC__2,4.090453558834603,2.692562842100605,0.8299113627179509,-0.8739004298394475,-1.5860248833666841,0.7133880226929996,-0.9347263032741716
