,A,FecI,PdhR,HypT,Nac,Crp,Fur
ica__thm_gal__1,-1.0915205404812902,-1.3870707960000006,-1.113765848,-1.3830210120000004,-1.912876777,0.41909228299999945,-0.038622112000000534
ica__thm_gal__2,-1.3064490911769011,-1.2297795010000003,-0.9440158620000004,-1.1295282469999997,-2.233467799,0.4125785030000007,-0.0965437900000019
ica__tyr_glcn__1,-1.2772414110981176,-2.0934357300000004,0.9712236799999996,-1.1735432819999998,-2.585959623,0.211699823,-0.1045644490000015
ica__tyr_glcn__2,-1.980359828905728,-2.0759326110000007,1.050631620999999,-1.135822354,-2.44707641,0.2492893929999997,-0.05732390800000076
ica__ura_pyr__1,0.0369160552215711,-0.2466868000000009,0.163569034,-0.9152825929999996,-2.070522785,0.8236668229999999,0.15254468399999865
ica__ura_pyr__2,0.0750368749138744,-0.4780065680000014,0.8725964079999997,-1.151565764,-2.1226938740000003,1.104333543000001,0.2229070439999994
ica__wt_glc__5,-1.701607950043435,-2.186491234000001,-0.5366464820000001,-1.1346801480000002,-2.2576210519999997,0.3105034530000008,-0.14851485300000178
ica__wt_glc__6,-1.1916379140094908,-2.541671292000001,-0.620304387,-1.0315729759999996,-2.2476970620000003,0.3376528430000008,-0.0835567930000014
ica__bw_delpurR_cytd__1,-0.4566616134122386,-1.2757021020000003,-0.33453249100000004,-0.7266665359999998,-2.312968621,-0.14178576699999998,-0.3873801970000006
ica__bw_delpurR_cytd__2,-1.0475127006332776,-1.5694114120000011,0.0619854619999991,-0.9748739250000008,-2.6943289310000003,0.2554834630000009,0.3184704139999983
ica__ade_glc__1,-1.3498619522445994,-1.5779000989999998,-0.026571177000001892,-1.0441180350000003,-2.346077737,0.27079068299999953,0.2515924039999984
ica__ade_glc__2,0.5798294930351697,-1.2523124850000011,-0.2487026890000017,-0.9073699159999996,-2.023073819,-0.10748262699999957,-0.3122282020000018
ytf__wt_glc__1,0.5094755185652037,0.3741633379999989,-0.5278112680000007,-1.4138336469999997,0.16950489999999974,0.34000217300000024,-0.11867013500000036
ytf__wt_glc__2,-1.4770521131661274,-0.2798136400000004,-0.9400976500000002,-1.335588458,0.13060047000000008,0.487174103000001,-0.1210782900000016
ytf__delyafC__1,-1.9790798505649905,-3.1195741190000006,-2.2971556799999995,-0.7216334759999999,1.6565648190000006,0.518280163,-0.4094248800000013
ytf__delyafC__2,-1.4606939939899308,-2.681776139000001,-2.16231755,-0.8911037410000002,1.0616932170000002,0.558626223000001,-0.3174967990000006
ytf__delyeiE__1,-1.7168591887717173,-2.8467877660000016,0.2689171309999985,-0.7947709870000006,1.0297754120000002,0.4528218430000006,-0.1314328350000018
ytf__delyeiE__2,-2.542816933390089,-3.1745583690000005,0.03781260399999997,-1.1015067859999998,-0.9418051950000002,0.3693801830000005,-0.20114180800000087
ytf__delyiaJ__1,-3.0096253391306327,-3.4493541430000008,-2.461437255,-1.051131636,0.008804778000000013,0.4900788630000008,-0.3271542600000004
ytf__delyiaJ__2,-3.102183374269819,-3.2309739470000007,-2.138384469000001,-0.88672474,-0.1974883759999999,0.4743345229999996,-0.17777180500000078
ytf__delyieP__1,-0.2852818140777046,-1.2935110350000008,-1.8642973040000002,-0.7737125359999997,0.14221416899999986,0.8306116230000011,0.06414507799999923
ytf__delyieP__2,-0.4147393601238759,-1.1877556360000003,-1.726159184000001,-0.966889931,0.3016108050000001,0.7498248230000009,-0.029952843000000232
ytf__wt_ph5__1,-0.2550186719369561,-0.0915179670000006,-0.5507407430000004,-1.1065033460000002,0.33163179900000017,0.3985759630000008,-0.025970420000001937
ytf__wt_ph5__2,-0.0855655086212691,-0.2249993330000004,-0.4228348369999999,-1.0401777560000005,0.35297229900000016,0.4747397030000009,0.10481537499999938
ytf__wt_ph8__1,1.0425165462316794,1.0077275759999988,-0.7959134420000007,-1.1803456839999995,-1.5446660019999998,0.2756429229999995,-0.058305663000000514
ytf__wt_ph8__2,1.8005044556551582,1.1363055459999991,-0.7453301950000002,-1.1036042120000005,-1.806470039,0.2681548629999995,-0.05677098400000169
ytf__delybaO__1,-2.646834223246009,-3.3404872360000013,-2.263317002,-0.7153690659999999,0.9057456469999998,0.5823761830000009,-0.3997751760000003
ytf__delybaO__2,-1.3065583032354773,-2.6853634390000005,-2.324673142,-0.6799527540000003,0.9039755830000002,0.6367440230000003,-0.10475038000000048
ytf__delybaQ__1,-1.187006738759142,-0.7459295010000009,-0.4190988020000006,-1.111524493,-0.7358852470000001,0.3329404930000006,0.017150948999999468
ytf__delybaQ__2,-0.8320182751983444,-0.8506459870000009,-0.3935265240000012,-1.1620170420000004,-0.84652233,0.3236855130000009,0.02647256199999859
ytf__delybiH__1,1.9243134845284693,0.6978396189999989,-2.023556134000001,-1.5690159279999998,-0.15739248400000072,0.6363319829999998,-0.2131587270000015
ytf__delybiH__2,1.309254720435689,1.2919200809999989,-2.566578347,-1.2159101870000004,-0.1459878219999995,0.5546718429999995,-0.1544316410000004
ytf__delydcI_ph5__1,-0.2763592848762292,-0.4840231570000011,-0.5856428840000012,-0.9643732800000002,1.081453561,0.36809995299999976,-0.04089952800000063
ytf__delydcI_ph5__2,-0.144408856480657,-0.5856246370000013,-0.6223651690000009,-1.0978897909999998,1.0222210570000003,0.4226014830000011,0.1184700439999986
ytf__delydcI_ph8__1,1.5366289848821584,1.4073427969999983,-0.66611771,-0.7103797739999997,-2.070954701,0.3631957630000002,0.05858912999999965
ytf__delydcI_ph8__2,0.6816953203032639,0.7792378789999992,-0.7910991359999988,-0.9592513699999996,-2.07481487,0.3071113430000008,0.01611578499999844
ytf__delyddM__1,-1.987312970427114,-2.1237678890000007,-0.4968927020000002,-0.920621122,-1.219589188,0.8218948030000011,0.07278404099999848
ytf__delyddM__2,-2.4299745050640085,-1.8900864650000004,-0.6174695159999999,-0.9147790750000002,-1.4136933110000005,0.8320546029999996,0.20655213399999892
ytf__delyheO__1,-3.243759049622994,-3.2652351640000017,-2.689296058000001,-0.907605448,0.32833632500000043,0.5961686430000004,-0.4506232780000019
ytf__delyheO__2,-1.0897988920768202,-2.9093700580000004,-2.476333394000001,-0.8165492059999995,0.15588773899999975,0.6336565129999999,-0.24639368900000136
fps__bw_glc__1,-1.2082420774870504,-1.0252929099999992,-0.3730940460000003,-0.738242305,-1.3582333869999998,0.23073483299999964,0.17435339399999886
fps__bw_glc__2,-1.3687975828970906,-1.0404612199999992,-0.6353334369999999,-0.96213615,-0.978424822,0.16040873300000058,-0.02308595200000063
fps__fps_thrA_ale1__1,-1.066550704064699,-1.2418135890000004,-0.7287022610000005,-0.7963324549999999,-1.6834281299999998,0.3327312029999998,0.06200734299999944
fps__fps_thrA_ale1__2,-1.068146976643562,-1.3481347070000007,-0.9989216440000009,-0.9727219920000004,-1.0520701900000002,0.3516250830000001,-0.03002282900000175
fps__fps_thrA_ale2__1,-1.7703553772897684,-1.418999340000001,-1.0347674329999998,-0.9115160270000002,-2.162587055,0.22966762300000101,-0.0995452780000008
fps__fps_thrA_ale2__2,-1.7391137310415,-1.4323952400000008,-0.9729484460000002,-0.8821582150000005,-1.695667234,0.28896753300000105,-0.1557737930000016
fps__fps_serB_ale1__1,-1.1165045130743925,-0.9232052530000016,-1.2054820940000006,-0.8178806309999995,-2.020706613,0.2630278130000008,0.08586028899999931
fps__fps_serB_ale1__2,-1.012927401040851,-0.8373428770000011,-1.189910353,-0.8543728379999997,-1.6340128210000002,0.3896577630000007,0.13728517399999873
fps__fps_serB_ale4__1,0.2321985823037328,-0.6504020989999999,-1.6475079019999999,-1.0580933650000004,-1.5732601229999998,0.20591431300000096,0.5084345939999988
fps__fps_serB_ale4__2,-0.0350830452529547,-0.3471500670000012,-1.320851554,-0.7854651050000001,-1.229323861,0.3602136930000004,0.5725869639999992
fps__fps_ptsI_ale1__1,-2.441652863386225,-1.7656170830000004,-1.352098323,-1.4569687709999997,-1.786929587,0.045779202000000296,0.17870008399999904
fps__fps_ptsI_ale1__2,-1.653394871815186,-1.6263126710000009,-1.2584412520000001,-1.2306692579999998,-1.7341974419999997,0.14486478300000094,0.1307615739999992
fps__fps_ptsI_ale3__1,-2.456664852890098,-1.7345313470000008,-1.0991720560000005,-1.0005094029999997,-1.982608663,0.2525903130000007,0.00041805399999894627
fps__fps_ptsI_ale3__2,-2.633938786575477,-1.7964942260000007,-1.0316478470000003,-1.6874096140000001,-2.023838102,0.22323634299999995,-0.00036063200000135964
pal__lyx_ale2_f6__1,-1.005118570437312,-0.4072270390000004,-1.1233793590000012,-1.097268013,-1.492832946,0.3334221829999997,0.06253873999999904
pal__lyx_ale2__1,-1.6956225790712216,-0.9816274520000006,-0.7308508100000006,-1.4474981319999998,-1.883665835,0.2649081029999998,-0.03838113500000162
pal__lyx_ale2__2,-1.0327905126809072,-1.1645713360000007,-0.6660178030000017,-1.0643502490000003,-1.806268681,0.3071416530000004,-0.015371658000001174
pal__lyx_ale4__1,-2.76686187283151,-1.2186236370000003,-0.7106436690000004,-1.0429728999999996,-2.0565742719999998,-0.057655872999999865,-0.08324728000000192
pal__lyx_ale4__2,-2.346394886746896,-1.125951821000001,-0.7397256070000005,-1.0676812300000007,-2.019620365,-0.07060586499999921,-0.229196840000002
pal__5drib_ale10_f18__1,-0.9809405240014952,-1.0824651710000008,-0.9364675109999999,-0.525240396,-0.4537855010000005,-0.06913953699999986,-0.08356470700000074
pal__5drib_ale10_f18__2,-1.3730865282454956,-1.5152357010000008,-0.9544426130000004,-0.3630946420000001,-0.6361437580000002,-0.022394786999999642,-0.02488686700000109
pal__5drib_ale10__1,-1.1085955422564142,-0.7147066260000008,-1.0195033230000003,-0.7254306020000003,-0.4114969249999998,0.4018362730000007,0.25859974399999963
pal__arab_ale14_f9__1,0.2976887038672751,-0.5808368330000011,-0.3093761949999996,-1.0068630079999998,-1.4949090440000001,0.24554710299999985,0.2474113139999989
pal__arab_ale14_f9__2,-0.1221140674943194,-0.660414213000001,-0.4992748599999999,-1.157992159,-1.354573366,0.4127220729999994,0.2338587039999993
pal__arab_ale14__1,1.1812990783620556,-1.6909859800000009,-0.2168288630000017,-1.380901348,-1.627068555,0.3767839330000005,0.04384751699999967
pal__arab_ale14__2,0.981497727079388,-1.1973543120000008,-0.18695557800000184,-1.1772755039999998,-2.1324341970000003,0.3756092130000006,0.0018530729999994835
pal__arab_ale16__1,0.1402605618559659,-0.05750579200000061,-0.1538319140000004,-0.03292850699999938,0.2433712720000001,0.02985453700000029,-0.14171461900000182
pal__arab_ale16__2,-0.3119718641722553,-0.2252825870000006,-0.2493713440000009,0.1594866890000004,-0.2657485099999999,0.10976642500000013,-0.2253245200000009
pal__tartr_ale26_f10__1,3.095069632597559,-0.32621028000000063,-1.0902206020000005,-1.150215772,-0.908682335,0.3119472930000011,0.04959195299999841
pal__tartr_ale26_f10__2,2.946798449107328,-0.1112375220000006,-1.2834261730000005,-0.8818443109999999,-1.356490184,0.19927317299999991,0.07991116299999845
pal__tartr_ale26__1,1.4312391289463775,-0.3505482990000006,-0.9001692800000001,-1.217729908,-1.9084213780000001,0.3850793330000002,-0.06977634000000066
pal__tartr_ale26__2,2.4810720238021404,-0.06306703100000101,-0.9531761210000004,-1.1389273759999998,-1.5716821469999998,0.334463263,-0.1154569710000004
pal__tartr_ale28_f10__1,-0.4708242708627301,-1.1717984870000009,-1.0053125440000006,-1.6695877909999999,-1.4233943030000002,-0.003712276999999986,0.2345239539999984
pal__tartr_ale28_f10__2,1.4103518404675148,-0.5479025490000007,-1.074814698,-1.2664622239999996,-0.980608439,-0.0986905509999989,0.2468413939999987
pal__tartr_ale28__1,0.1272501709565322,-1.4254801910000008,-0.487256972,-1.0947907129999999,-1.4071498,0.27296854300000106,0.18696500399999927
pal__tartr_ale28__2,0.248700367933474,-1.4217673470000012,-0.7282015770000001,-0.754708376,-1.8942561330000005,0.2684948929999997,0.3870080939999987
efeU__delmenFentC_citr__1,8.619651900302607,-1.3386842760000004,-0.09160627000000066,-1.638696144,-0.1457844469999996,0.4221979430000005,-0.018641953000001262
efeU__delmenFentC_citr__2,8.19251034302523,-1.6622550480000005,-0.7076301130000004,-1.486171928,-0.22694596400000044,0.5677252629999998,-0.015026150000000628
efeU__delmenFentC__1,6.644325756836887,1.857485355,0.2604493019999996,-1.1551551489999996,-1.820377016,0.6961985229999996,0.24310651399999905
efeU__delmenFentC__2,6.190367810001361,1.9412269549999996,0.3449609339999995,-1.2363600829999999,-1.42185722,0.7362106530000005,0.3571426039999981
efeU__menFentC_ale39__1,-1.2501659168953745,-3.3363326180000006,-3.298160627000001,-1.380891652,-0.991280421,0.5420487930000011,-0.0828205250000007
efeU__menFentC_ale39__2,-0.9941165786647436,-3.2242862370000007,-3.4840226110000003,-1.2231130720000003,-1.0488215090000002,0.5730386230000004,-0.10374983700000052
efeU__menFentC_ale29__1,10.124072930495329,-0.870935503000001,0.4532731650000006,-1.7674468419999998,-1.572485066,0.9115027730000004,2.274600604
efeU__menFentC_ale29__2,9.819519804718292,-0.8581118420000013,0.5422813469999994,-1.847388115,-1.4279266780000002,0.9432762930000004,2.295301693999999
efeU__menFentC_ale30__1,5.766848697221928,-2.2944643880000006,-0.2529219280000001,-1.0662917850000009,-1.325788372,0.10668520800000003,1.0912831439999984
efeU__menFentC_ale30__2,6.795267680501325,-1.572933291000001,0.011021497999999852,-1.142804709,-1.911597016,0.06397155600000026,1.1775376039999994
efeU__menFentCubiC_ale36__1,1.9949194744483003,1.2998356510000004,0.2079163640000008,-0.7845547829999999,-1.6222008199999998,0.8218575829999999,-0.05668788900000087
efeU__menFentCubiC_ale36__2,1.1751573697481212,1.1902833049999997,0.07996883799999921,-0.6919819859999999,-1.7660818690000002,0.6481697730000011,-0.09964408500000133
efeU__menFentCubiC_ale37__1,2.242791923721831,1.4632982600000002,0.0660219099999999,-0.6471619410000002,-1.285758096,0.8430776529999999,0.041715499999998684
efeU__menFentCubiC_ale37__2,2.3516814197474845,1.2922708469999993,0.08963845899999967,-0.6690373410000001,-1.232647401,0.8884085729999995,-0.010025734000000952
efeU__menFentCubiC_ale38__1,-0.7396045863973036,-2.381480754000001,0.2494625490000004,-1.15494451,-1.4777465480000005,0.3484389429999997,0.21933836399999865
efeU__menFentCubiC_ale38__2,-0.0565653943981125,-1.166375799,0.1735268959999985,-1.4748047,-1.5138569850000003,0.30990829299999945,0.12443500399999866
misc2__salc_glc__1,-0.352567744900303,-1.7583916150000007,0.14599238399999948,-1.538130367,-0.4997185890000004,-0.03094168600000025,-0.020682337000001997
misc2__salc_glc__2,0.8911344955393952,-1.0981581360000003,0.3785563709999984,-1.698151325,-1.4869887040000005,-0.041858421999998896,0.057284293999998674
misc2__dbcn_glc__1,1.656711015371893,0.05774226099999957,0.04897973399999955,-2.300861275,-2.770332727,-0.41418928399999894,-0.24272402800000134
misc2__dbcn_glc__2,-0.3212417268527078,-0.9983116790000004,-0.5600760060000001,-1.7240928110000002,-3.247913347,-0.32218037899999885,-0.08124758500000162
misc2__tyr_glc__1,1.0835888000013458,0.4069272379999989,-0.15122301300000185,-0.8821904690000002,-2.201766166,0.4823384130000008,0.062323276999999073
misc2__tyr_glc__2,0.9728442592647056,0.3957352299999997,-0.08048476400000038,-0.7726810259999999,-1.8508287560000003,0.5197261330000007,0.037503943999999116
misc2__arg_cytd__1,-0.7636903903458802,-1.5469686440000006,-0.08212653999999997,-1.1103694400000004,-2.7406723139999998,0.10509646700000096,-0.22358577800000035
misc2__arg_cytd__2,-1.080721495002139,-1.591130366000001,-0.3282249790000007,-1.107994078,-1.973612932,0.09710128400000073,-0.2022521260000012
misc2__delyheO_pyr__1,-1.7194843816130756,-2.4038661060000006,1.20226276,-0.9897678900000004,-1.396271108,1.0004127829999998,0.017324415999999232
misc2__delyheO_pyr__2,-1.350062121715053,-2.6789185200000007,1.1737320869999994,-1.133606243,-1.4403978830000002,1.0134814930000005,0.17024843399999945
misc2__dellon_glc__1,4.3615857849030535,1.7869440789999995,-0.2697184980000005,-1.0700830550000004,-1.3296871959999998,0.4872481129999997,-0.7450976670000014
misc2__dellon_glc__2,3.911851601094954,1.9846445889999984,-0.6455053660000001,-1.0519037279999999,-1.054080899,0.2154419530000009,-1.4322114770000012
nquinone__delubiC__1,-1.29907568314745,-0.27085987100000075,0.40719306299999936,-1.007593903,-2.444293789,0.4464799330000009,-0.14495148600000185
nquinone__delubiC__2,-0.535457058584357,-0.5245924380000009,0.14365348599999986,-0.9246783500000006,-2.027146531,0.6182852329999999,-0.015093440000001125
nquinone__ubiC_ale1__1,-1.856199933104809,-0.9887376770000014,1.517236594,-0.7231208840000001,-1.6562872869999998,0.4621411030000005,-0.136174362000002
nquinone__ubiC_ale1__2,-2.858714607789258,-1.3812657620000008,1.0699801919999992,-1.135492416,-1.496025201,0.5186398529999998,-0.015491682000000397
nquinone__ubiC_ale2__1,-2.8995338036529263,-1.6565257730000005,-0.030177858000001837,-1.2120280990000003,-1.5551476860000002,0.4747234030000005,-0.05968262600000074
nquinone__ubiC_ale2__2,-2.7901904335481675,-1.296238014,0.0915169519999992,-1.0434407009999995,-1.8661799590000008,0.4297995330000006,-0.08582724400000075
nquinone__ubiC_ale3__1,-0.0625704186801634,-0.18086848800000155,0.6866338350000003,-1.2947324029999985,-2.241205935,0.026469302000000642,-0.13988984100000046
nquinone__ubiC_ale3__2,-0.3309403469225696,-0.5236742790000006,0.7666301630000003,-1.243498495,-2.6205333580000003,0.09906102300000086,-0.14976956100000116
nquinone__ubiC_ale4__1,-2.6980413436118,-1.731271233000001,0.06831342599999958,-1.033570183,-1.919867666,0.493212583,0.04909562799999812
nquinone__ubiC_ale4__2,-2.743811715298764,-1.6231968160000008,0.22075549899999916,-1.1179826029999995,-1.5201614890000001,0.5086079229999996,-0.014408758000001853
nquinone__delpdhR__1,0.6101840216582254,-1.9106349690000008,-7.947651277,-1.2096438170000001,0.9977503870000001,0.3856681930000008,-0.2576093960000012
nquinone__delpdhR__2,0.7773626394050575,-1.8034073950000007,-7.674250599,-1.5128216400000003,0.8734748299999993,0.36299017299999997,-0.2324781680000019
quinone__glu_ale4__1,-0.6939091311255371,-2.7946745470000014,0.22426493899999933,-1.5114393919999998,-2.699766705,0.3684261329999998,-0.018799261000001618
quinone__glu_ale4__2,0.0913324904378807,-3.3514932810000007,-3.136137764,-1.2774176009999998,-2.553309664,0.7361257729999995,-0.16800786000000126
quinone__delmenF__1,-0.4275180343514093,-1.5617004020000014,-0.5551765170000005,-1.003481689,-0.09628543100000007,0.5532796730000005,0.09755469099999914
quinone__delmenF__2,-1.8226307891838105,-1.5429007110000006,-0.4298209650000002,-1.3329525650000005,-0.8498989709999999,0.4243016730000004,-0.09873353000000053
quinone__menF_ale5__1,-1.7732787021994076,-0.8192198790000003,-2.82769242,-1.3838240829999997,-1.247637534,0.9045305230000018,0.2006682439999992
quinone__menF_ale5__2,-2.1143937731974027,-1.3325591720000007,-2.98840969,-1.2947918779999998,-1.5627276909999999,0.9292543930000008,0.19868789399999895
quinone__menF_ale6__1,-1.2871327839198765,-1.4011359190000006,-3.4847425430000003,-1.226241958,-1.465059359,0.928937233000001,0.14727105399999907
quinone__menF_ale6__2,-1.906918380077077,-1.3799751600000008,-3.4275682300000003,-1.5087646959999998,-1.6547814229999998,0.9358953230000004,0.19961309399999827
quinone__menF_ale7__1,-1.5057401845999276,-3.5479042120000006,-3.494878684000001,-1.2667538790000004,-1.3757783360000002,0.8647486830000002,0.3146592239999997
quinone__menF_ale7__2,-1.3724837046362166,-2.6100080120000007,-3.604571799,-1.394941297,-1.374426005,0.8297670830000001,0.21482785399999926
quinone__menF_ale8__1,-3.2688410878897263,-4.0620881440000005,-3.459961971,-1.1844980749999996,-0.8407915130000001,1.0002332430000005,0.12081600399999814
quinone__menF_ale8__2,-2.9141124210198166,-1.5643212749999993,-3.025227246,-1.079646672,-0.5174515840000007,0.9954071830000012,0.3693812939999983
quinone__delmenFubiC__1,-0.0103406054339249,0.3200420219999991,0.12973896899999993,-0.793142027,-1.553374985,0.5032428030000009,-0.13553742700000093
quinone__delmenFubiC__2,-0.2962677389573398,0.1404699659999995,0.08619411000000099,-0.7201057879999997,-1.370391717,0.5733612729999997,-0.14460247700000115
quinone__menFubiC_ale1__1,-0.0014570776197826,-2.756030666000001,-2.2592691580000004,-1.2531380409999997,-0.23697979100000044,0.6889852029999997,-0.41454796100000013
quinone__menFubiC_ale1__2,-0.3707199904826306,-3.2409883760000007,-2.3578964220000005,-1.21821015,-0.1783624589999997,0.6891632330000004,-0.4222239380000019
quinone__menFubiC_ale2__1,-0.2363502731687836,-3.0798394780000007,-2.6129057330000007,-1.329142116,-1.407876384,0.5664049030000005,-0.4048786460000002
quinone__menFubiC_ale2__2,-0.4084346059989698,-2.9969562910000014,-2.40261834,-1.4236406119999998,-1.592102074,0.587592463,-0.4823518850000017
quinone__menFubiC_ale3__1,-2.657355353148121,-1.2064626910000005,0.3961301419999987,-1.0234122020000005,-1.5609682059999999,0.1084791789999997,-0.2358772930000015
quinone__menFubiC_ale3__2,-2.4995172594172894,-0.9127754350000004,0.3349020330000005,-0.964713026,-1.455880616,0.1436014399999994,-0.18887362300000102
quinone__menFubiC_ale4__1,-2.8973191979459165,-1.1415913140000002,-2.5579925,-1.355973284,-0.8513130800000002,1.042582673,-0.06039287000000115
quinone__menFubiC_ale4__2,-2.716683621540825,-0.454515314,-2.7364552290000006,-1.231834256,-1.2274473479999999,1.0279896629999996,0.059578160999999234
oxyR__wt_glc__1,-1.7263191422505133,-1.5074637060000011,-0.5939216309999988,-1.2128451179999995,-1.4175155999999998,0.09382866099999987,-0.3983962260000009
oxyR__wt_glc__2,-2.312113532768725,-2.1014167810000006,-0.7293935410000003,-1.1042840639999998,-1.5348472910000002,0.13043923000000035,-0.4186049400000016
oxyR__wt_h2o2__1,-2.100040874227445,-1.3715770870000004,-0.5367757470000001,-1.149501001,-1.7137382019999998,0.05757602200000101,-0.4021795170000004
oxyR__wt_h2o2__2,-2.2048051085308646,-2.2029472850000005,-0.936082216,-0.9224831829999998,-1.284468236,0.4618741830000008,-0.2028386890000018
oxyR__glu_ale4__1,-0.9612051542206664,-2.223128597000001,0.8295831759999999,-0.8858069200000003,-2.024386201,0.7723290729999999,-0.04196264200000144
oxyR__glu_ale4__2,-1.1557069413291146,-2.4262008130000003,0.01215479199999958,-1.050760489,-1.970096307,0.49579595299999996,-0.4953129990000011
oxyR__glu_ale4_h2o2__1,-0.7293302208750382,-1.879392299000001,-1.3541433340000006,-0.7953453860000002,-1.7201331990000002,0.6213283730000008,-0.2418919940000013
oxyR__glu_ale4_h2o2__2,-0.0616655082147264,-1.470063420000001,0.5555508650000007,-0.9656532919999998,-1.4480919290000005,0.4863484329999999,-0.4572638210000015
oxyR__oxyR_ale17__1,-1.2290432408200729,-2.695482987000001,0.16553516099999932,-0.6917885290000001,-1.401006304,0.13801763000000022,1.6546413639999995
oxyR__oxyR_ale17__2,-1.2667368653513231,-2.3614193840000004,0.30774985000000044,-1.0712995850000002,-1.6137084860000002,0.15520324300000074,1.5135585539999994
oxyR__oxyR_ale17_h2o2__1,-1.094382721468243,-2.8968803000000003,-0.902962028,-0.9453991789999998,-1.3813742080000002,0.21122745300000112,1.5791859239999992
oxyR__oxyR_ale17_h2o2__2,-1.6323485357223466,-3.0114569170000007,1.014623435999999,-0.889157269,-1.3985739680000002,0.156206473000001,1.9148086839999987
oxyR__oxyR_ale18__1,-1.3433581449833725,-1.4636959180000009,-0.4798287669999999,-1.3056326259999995,-2.413176006,-0.2332659079999999,0.5838107339999983
oxyR__oxyR_ale18__2,-1.7071554546720296,-2.4765484670000006,-0.8939865810000001,-1.3565076640000004,-2.084699996,-0.08594182799999928,1.0031549439999985
oxyR__oxyR_ale18_h2o2__1,-1.3454199491619463,-1.9410059140000009,-0.10234345300000047,-0.7695463,-1.9869886030000001,0.027939159000000657,0.988247563999998
oxyR__oxyR_ale18_h2o2__2,-1.7032001077488583,-2.8300615700000007,-0.20313905200000004,-0.6893592100000001,-1.725412034,0.09512536300000107,0.8505376139999985
oxyR__oxyR_ale19__1,-1.7331080147448503,-1.8058419080000008,-0.5431645099999995,-1.4671068519999997,-2.0215100880000003,-0.1866830670000006,1.385596603999998
oxyR__oxyR_ale19__2,-1.1107121684820271,-2.25906579,-0.8220631300000001,-1.17233389,-1.7762034719999995,-0.08065952299999958,1.4068350439999993
oxyR__oxyR_ale19_h2o2__1,-1.447544359451875,-1.7203872860000011,-0.9093916990000004,-1.3926599289999997,-1.8256086619999998,-0.3216936859999997,1.3610378139999997
oxyR__oxyR_ale19_h2o2__2,-2.2328926233166277,-1.4578346150000003,-0.8193251840000011,-1.3002606890000001,-1.84632772,-0.22926116100000016,1.3919784140000004
oxyR__oxyR_ale20__1,-2.582198058485823,-4.913110613000001,0.5249296940000008,-0.7406673010000002,-1.2407106270000001,-0.29073972199999965,1.9791220039999988
oxyR__oxyR_ale20__2,-2.523527126771385,-5.113277505000001,0.6454144179999997,-0.7099681240000004,-1.4651696719999998,-0.3286302970000001,2.012504234
oxyR__oxyR_ale20_h2o2__1,-1.2393684731440002,-2.549348278000001,0.34346749300000035,-0.870864095,-1.6000836859999998,-0.1032146049999998,1.9179022939999992
oxyR__oxyR_ale20_h2o2__2,-1.6028637739863776,-2.8719000780000004,0.241879226,-0.7703101309999996,-1.5383975360000002,-0.05797147799999891,1.9063552639999983
svns_pgi__BmePgi24_15__1,-2.0604018612077257,-1.9876422970000007,-0.7245732790000003,-0.976789362,-0.03827609100000018,0.20789728299999946,-0.2782863770000006
svns_pgi__BmePgi24_15__2,-2.07498083071868,-1.790296253000001,-0.7422329210000003,-0.8508351520000001,0.169640609,0.2882144130000004,-0.1766230050000015
svns_pgi__BmePgi24_26__1,-2.7217001113874595,-2.2912322990000007,-0.7481273480000006,-1.0590150100000004,-1.0433671430000002,0.16856253300000112,-0.1717227990000012
svns_pgi__BmePgi24_26__2,-2.7539989418340274,-1.994035149000001,-0.635808012,-0.7805795329999999,-0.990154541,0.14498237199999942,-0.06031378500000172
svns_pgi__BmePgi24_41__1,-3.2128617139594478,-2.9439600940000004,-0.6767706490000007,-0.8858965039999998,-0.2770844749999997,0.4958493130000008,0.132826623999998
svns_pgi__BmePgi24_41__2,-2.2200572567968275,-1.5085791650000004,-0.6055919120000004,-0.8816154120000004,-0.5285061019999997,0.08223337899999983,-0.08904284000000118
svns_pgi__BmePgi24_52__1,-2.50622336151306,-2.167816643000001,-0.785544281,-1.0192808219999998,-0.9507165560000002,0.2600776430000007,-0.2508988010000017
svns_pgi__BmePgi24_52__2,-2.484224546977686,-1.5826811220000003,-0.6768317600000007,-1.058481447,-0.512665621,0.11009234900000033,-0.17881162000000114
svns_pgi__PaePgi2_34__1,-2.2337478845471104,-1.5883597390000004,-1.0434143980000004,-1.0573947219999995,-1.586117605,0.9464174330000006,0.09023732399999852
svns_pgi__PaePgi2_34__2,-2.20591643218248,-1.6835215320000003,-1.1097726459999988,-0.7822174469999998,-1.5147966669999997,0.980365153000001,0.1865937339999988
svns_pgi__PaePgi2_63__1,-2.4100729506407244,-1.499631289,-1.007537784000001,-0.7057739339999998,-1.203738435,0.998691483,0.18353557399999865
svns_pgi__PaePgi2_63__2,-2.097898876626576,-1.5320885510000009,-0.965584055,-0.9537828519999998,-1.065470334,0.974959343,0.17828213399999804
svns_pgi__PaePgi24_54__1,-3.1199272907140987,-1.453349875000001,-0.7832042780000004,-0.7805411999999999,-1.835310553,0.8303385730000006,0.07998653999999839
svns_pgi__PaePgi24_54__2,-3.4315197165049534,-1.5145346380000015,-0.5820045330000001,-0.7907048000000003,-1.658484993,0.9265034130000008,0.18050919399999896
