,A,BirA
SRX4705229,-1.4910258727,0.0064029185
SRX4705230,-1.1611784220999999,0.1571054881
SRX4705231,-0.5976192555000001,-0.24066129190000002
SRX4705232,-0.45888770230000003,0.1404222949
SRX4705233,-1.5306554072,-1.0822092215
SRX4705234,-0.456604228,0.0982654715
SRX4705235,-0.3723008324,1.4724283405
SRX4705236,-1.0243854756,0.4928624527
SRX4705237,-0.4543390503,1.3002794621
SRX4705238,-0.5788248701,1.494960607
SRX2038319,-2.495674659,0.0836924032
SRX2038320,0.291265258,-0.1808942088
SRX2038321,-1.8124424148,0.30008281330000003
SRX2038322,-1.4758914099,-0.1103813845
SRX2038323,2.5114338654,-0.8824104250000001
SRX2038324,3.062755306,0.0562796429
SRX2038325,-2.2998507271,0.1450303114
SRX2038326,-0.8099420262,-0.009652715400000001
SRX2038327,-4.668281973,-0.1168332616
SRX2038328,-2.3709841404,-0.18179162240000002
SRX2038329,-0.0368622279,-0.6624164014
SRX2038330,1.8203400124,-0.5908456761
SRX2038331,0.6326354901,-0.3399267052
SRX2038332,-2.7137873605,0.0082284119
SRX2038334,0.6284582337,-0.4175587743
SRX2038335,-0.3942852458,0.0283270065
SRX2038336,2.016355081,0.1404386535
SRX2038337,0.5441610515,-0.31229661410000004
SRX2038338,2.2317929489,-0.0925445518
SRX2038339,-6.1000890776,0.3715785864
SRX2038340,2.1387074685,-0.2674659755
SRX2038341,3.0692036685,-0.245591314
SRX2038342,0.8457342389,-0.08807815570000001
SRX2038343,0.6379119986,0.33132705960000003
SRX2038344,-0.4804955883,0.30427409520000004
SRX2038345,0.2813226365,0.243655479
SRX2038346,-9.5765605334,0.3072676037
SRX2038347,-10.714314833,0.29176052890000004
SRX2038348,-10.7071746078,0.1789073273
SRX2038349,2.6189245761,-0.027895756900000002
SRX2038350,0.8450049151,-0.4007552502
SRX2038351,1.0557407491,-0.1501832515
SRX2038352,0.9734794727,0.2122342944
SRX2038353,-0.0364958924,-0.3043847668
SRX2038354,0.6972250294,0.0765657379
SRX2038355,1.7308611854,-0.0731720765
SRX2038356,1.0623628661,-0.6546350655000001
SRX2038357,0.26388171,0.0088521486
SRX2038358,3.4073735116,-0.0410467537
SRX2038359,2.2602661876,0.0372861827
SRX2038360,2.0938798945,-0.09896149180000001
SRX2038361,-0.23367787210000002,0.4123962445
SRX2038362,0.22996329670000001,0.5196185554
SRX2038363,0.9656732947000001,0.1909955332
SRX2038364,0.2982035725,-0.021070752800000002
SRX2038365,-9.70770857,0.1602676123
SRX2038366,-10.7751719141,0.3094811584
SRX2038367,-10.8433728979,0.432819296
SRX2038368,3.2866476845,0.11991743490000001
SRX2038369,-0.7187974410000001,0.0058447044
SRX2038370,0.2449310902,0.3479332691
SRX2038371,3.2037369597,0.0673678659
SRX2038372,0.0429378928,0.3275873703
SRX2038373,1.2513848944000001,0.17246951130000002
SRX2038374,2.348665173,0.5377263680000001
SRX2038375,1.0448148733,-0.2585966468
ERX530520,-0.0876053277,0.1890207375
ERX530521,-0.5471880343000001,0.4025774572
ERX530522,-0.08523993810000001,0.36541379290000003
ERX530523,0.2683006262,0.4473146666
ERX530524,0.0876053277,-0.1890207375
ERX530525,-0.19300487630000002,0.5125658812
ERX530526,-0.7031448720000001,0.2569744432
ERX530527,-0.30989141060000003,0.42417743350000003
ERX3212443,6.8213757273999995,-0.7265414356000001
ERX3212444,6.5455426106,-0.5936718283
ERX3212445,7.0812311901,-0.5668310134
ERX3212446,3.0549143306,-0.3397184019
ERX3212447,2.2711662899,-0.3054207236
ERX3212448,2.4171222733,-0.269622802
ERX3212449,-0.2647792828,-0.0034632834000000003
ERX3212450,-0.26809113160000003,0.0209422142
ERX3212451,0.5328704144,-0.0174789308
ERX3212452,6.9210419584,0.2723120868
ERX3212453,6.5058776134,0.394492783
ERX3212454,2.6728273578,0.4782128681
SRX7478973,0.345544634,-0.1253718819
SRX7478974,-0.3467172088,0.1736520087
SRX7478975,0.0011725748,-0.0482801268
SRX7478976,0.3396554201,0.1019552309
SRX7478977,0.1341176569,0.1740110377
SRX7478978,0.545665038,-0.0639827413
SRX7478979,-0.0696954316,-0.2691433709
SRX7478980,0.10267969710000001,-0.3417916545
SRX7478981,-0.0626567,-0.1345050416
SRX7478982,-0.1023753772,-0.34620320200000004
SRX7478983,-0.0562911267,-0.3145945978
SRX7478984,0.0853049625,-0.3752400119
ERX1521038,-2.466444917,-0.0208306977
ERX1521039,-2.2165352627,-0.38632411910000003
ERX1521040,-2.7688535097,-0.07508295200000001
ERX1521041,-1.9382601712,-0.923821003
ERX1521042,-1.2287889239,0.0182886318
ERX1521043,0.3625770098,-0.7081709664
ERX1521044,-1.3354760441,0.1808727203
ERX1521045,1.3354760441,-0.1808727203
SRX621182,-2.0240003231,0.0078432211
SRX621183,-1.7828200507,0.15159266470000002
SRX621184,-1.5185001204000002,0.0866919929
SRX621185,-1.1534735201,0.0044685581000000005
SRX621188,-1.7577019757999999,-0.5076100802
SRX621189,-1.2083674504,-0.0023933581
SRX621190,0.397270404,0.2664506118
SRX621191,-0.397270404,-0.2664506118
SRX621192,-0.9617175499,-0.5218807166
SRX621193,-1.0838403833,-0.44127010390000004
SRX6489436,1.4134191131,-0.6578751589
SRX6489437,0.8694915776000001,0.1754172451
SRX6489438,1.5007040117,-0.2784077981
SRX6489439,0.3022287777,-0.0073546636
SRX6489440,0.27769942400000003,-0.15331877430000002
SRX6489441,-0.5799282017,0.1606734379
SRX6489442,0.2908720469,0.2692183218
SRX6489443,-0.3706461615,0.44619821730000003
SRX6489444,-0.39284371360000003,0.0524905224
SRX6489445,0.25255402720000003,0.1100316308
SRX6489446,0.07276425560000001,0.2736687098
SRX6489447,-0.2718800326,-0.10708930970000001
SRX6489448,0.5081176323000001,0.2484695258
SRX6489449,0.0137601209,0.5424053671
SRX6489450,0.49139817280000003,0.6675092774
SRX6489451,0.9506428857,-0.0092823342
SRX6489452,0.23165081,0.3327500693
SRX6489453,-0.1837534922,0.1410765478
SRX6489454,0.8789330146000001,-0.027053734200000002
SRX6489455,1.1741492049,0.0993823144
SRX6489456,-0.32847388180000003,0.1667938846
SRX6489457,1.1070604745,0.0137899318
SRX6489458,1.3372788387,0.5684148979
SRX6489459,0.8974495787000001,0.3547254144
SRX6489460,0.3048190497,0.024758807900000002
SRX6489461,1.2271065902,0.6473348492000001
SRX6489462,1.0971632153,0.5063657332
SRX6489463,0.8612117673,0.1748500806
SRX6489464,1.0430226642,0.5323828506
SRX6489465,1.051904487,0.4581081229
SRX6489466,1.233128445,0.0728821997
SRX6489467,0.9478088928,0.41216101930000004
SRX6489468,0.8584247195,0.3927122854
SRX6489469,0.6562021174,0.0148760087
SRX6489470,1.4633502408,0.4611003032
SRX6489471,1.5058804852,0.2656335146
SRX6452027,-2.5603004991000002,-0.9986510220000001
SRX6452029,0.16452354700000002,-0.0258645461
SRX6452030,-3.7389081366,-1.1439824636
SRX6452031,0.052012702300000005,-0.10560429710000001
SRX6452044,0.0606530141,0.2824399418
SRX6452045,1.4208679768999999,-0.1721319402
SRX6452046,0.7282406765,-0.2468077616
SRX6452047,-5.6786092854,-1.0177740186
SRX6452048,-0.16452354700000002,0.0258645461
SRX6452059,-9.1075136474,-1.0610876466
SRX1828491,-0.7044473693000001,0.045851264100000004
SRX1828492,-0.3941119977,0.0832899399
SRX1828493,-0.5090853784,-0.2382776896
SRX1828494,-1.7720274330999999,-0.566862941
SRX1828495,-1.2569861815,0.4027223438
SRX1828496,-0.0250592201,0.2759268887
SRX1828497,-0.6421249937,0.43760693780000004
SRX1828498,0.1107798936,0.29314700860000004
SRX1828499,-0.8143527975,0.1894258187
SRX1828500,-0.3130020827,-0.015020835900000001
SRX1828501,-1.473629961,0.4344286597
SRX1828502,-1.1460856063,0.8103879676
SRX1828503,3.8496704446,0.2260669559
SRX1828504,4.2345131283,0.1486866675
SRX1828505,-1.6742333584,0.35713967290000004
SRX1828506,-1.7336132658,0.4175614908
SRX1828507,-0.1302403051,-0.0755951676
SRX1828508,0.1302403051,0.0755951676
SRX3796953,0.08607439330000001,-0.0881762132
SRX3796954,-0.08607439330000001,0.0881762132
SRX3796955,-8.624856318399999,-0.9875703836
SRX3796956,-8.6858111381,-0.5170482357
SRX3796957,-11.5498861128,-1.8596795199
SRX3796958,-12.2630702112,-2.1164010526
SRX3796959,-0.3240829268,-0.0244997242
SRX3796960,-0.609784318,-0.2835376323
SRX3796961,-7.7578186036,-0.7810367218000001
SRX3796962,-6.9438237239,-0.7285219617
SRX3796963,-11.4894087631,-1.5991367615
SRX3796964,-12.0143616605,-2.0738209795
SRX3796965,3.1878159349,0.23219381400000003
SRX3796966,3.3521488285,0.2360206998
SRX3796967,-9.7091029481,-1.1183631336
SRX3796968,-10.8977007099,-1.2470982475
SRX3796969,-11.735093335,-0.7932073292
SRX3796970,-11.842963375,-1.1947451088
SRX3796971,-0.5276972095,-0.1903843455
SRX3796972,-0.3809209147,-0.1852391328
SRX3796973,-8.8523261888,-0.198640379
SRX3796974,-7.9561732749,-0.0030812019000000003
SRX3796975,-12.0153739066,-1.6205195385
SRX3796976,-12.0966665254,-1.4791713317
SRX3796977,-0.3950045122,-0.1221899651
SRX3796978,-0.9863948178,-0.0992242738
SRX3796979,-4.5281049524,-0.9879597234
SRX3796980,-3.9014488032,-0.5569370201
SRX3796981,-11.5294438757,-2.0592075402
SRX3796982,-12.1620007658,-2.3555739906
SRX3796983,2.8872155384,0.2656827898
SRX3796984,3.1295562177,0.160618436
SRX3796985,-5.3403488734,-1.2572740904
SRX3796986,-8.0396811423,-0.9106167861000001
SRX3796987,-11.0258477042,-0.1365506259
SRX3796988,-10.8152663948,-0.69444832
SRX2568270,0.7538228482,-0.0565518354
SRX2568271,0.7518926222000001,-0.4168795624
SRX2568272,-0.4243713376,-0.3809884759
SRX2568273,-0.5058987011,0.6287009686
SRX2568274,-0.9385383841,2.0471450861
SRX2568275,-0.7538228482,0.0565518354
SRX2568276,0.0158805455,0.2743399488
SRX2568277,1.1638215833,-0.41332152440000003
SRX2568278,-2.5223117332,1.2089503845
SRX2568279,-0.0024385360000000003,2.0659734213
SRX3421856,-0.0972374592,0.019745149
SRX3421857,0.0972374592,-0.019745149
SRX3421858,-5.2681580666,3.3935400093
SRX3421859,-5.3160882794,3.3356314619000003
SRX3421860,0.8062975249000001,-0.1766516612
SRX3421861,0.1526977671,-0.0206840117
SRX3421868,-5.8999647282000005,4.778517764
SRX3421869,-6.4262941524,4.7366212746
SRX2606337,0.3925431648,-0.28067258970000003
SRX2606338,0.8257818544000001,0.0803847988
SRX2606339,-0.0221104584,0.0545690348
SRX2606340,-5.7823234824,0.0931756904
SRX2606341,-0.6451242846,-1.3937166571000001
SRX2606342,-1.9389447713,-0.7340373822
SRX2606343,-4.0592366317,-0.032422983
SRX2606344,-5.2096563872,-0.3842262334
SRX2606345,-7.5604496480000005,0.1704803306
SRX2606346,1.1698574218,0.173421876
SRX2606347,-0.14889255710000002,0.0862596577
SRX2606348,0.6941701588,0.0735752838
SRX2606349,-2.1414305764,-0.1119868329
SRX2606350,-6.7190946887,-0.18090997790000002
SRX2606351,-0.052642372800000004,-1.4413875838
SRX2606352,-1.9827810981,-0.18947629030000002
SRX2606353,-0.2736379627,0.2193527196
SRX2606354,-4.7644784744,-0.2325113335
SRX2606355,-8.1170973057,-0.005990044000000001
SRX2606356,1.0429452125,0.216099382
SRX2606357,-0.24365060770000002,0.194412932
SRX2606358,0.4732860438,0.1044560717
SRX2606359,-2.25370495,0.2150592906
SRX2606360,-6.7746893158,0.0522976366
SRX2606361,-0.7781716602000001,-1.2329024161
SRX2606362,-2.3366690538,-1.1439939025
SRX2606363,-2.5297046453,0.31612904810000003
SRX2606364,-5.4558476586,-0.8900804870000001
SRX2606365,-7.5712233475,-0.7462807606
SRX2606366,0.5581150119,0.2600179952
SRX3648427,3.3249168569,0.0783141717
SRX3648428,0.9042232199,-0.014044444900000001
SRX3648429,-0.5846883073,-0.11840187270000001
SRX3648430,5.0851159385999996,0.0322086549
SRX3648431,5.3436511842,0.1616206871
SRX3648432,3.7230589824,0.17217091780000002
SRX3648433,1.1623346569,0.1764404449
SRX3648434,1.2051116106,0.1428633675
SRX3648435,-2.6919957458,-0.41150028790000004
SRX3648436,-0.9959126164000001,-0.2945811652
SRX3648437,-0.3858008075,-0.2716437766
SRX3648438,-1.7033223368,-0.4179406221
SRX3648439,0.3689429328,0.2645613273
SRX3648440,-0.0960192565,0.0479120447
SRX3648441,-3.9709868481,-0.1366413717
SRX3648442,-2.0144459293,0.476453991
SRX3648443,-0.5826045708,0.24289375230000002
SRX3648444,-3.3121754121,0.1166142278
SRX3648445,-0.6782033350000001,0.1380150115
SRX3648446,0.2162650915,-0.0389905107
SRX3648447,-1.9491942279,-0.0120536462
SRX3648448,2.2112555784,0.0399585521
SRX3648449,1.9598774004,0.0462095947
SRX3648450,0.7199238999,0.1971573076
SRX3648451,0.5448768515,0.1616038488
SRX3648452,-2.6186045242000002,-0.2328835715
SRX3648453,-2.8173292061,-0.2120457316
SRX3648454,-2.0438501101,-0.33085244540000003
SRX3648455,-2.3938666001,-0.4700401973
SRX3648456,-3.5166775672,-0.6359511507000001
SRX3648457,0.915325257,0.0310797257
SRX3648458,-0.2466674998,-0.0616724637
SRX3648459,-2.8734938017,-0.19053475900000003
SRX3648460,2.8098245393,-0.4206255702
SRX3648461,2.2338383147,-0.1863307459
SRX3648462,-1.3352119904,-0.5240792034
SRX3648463,1.3113792047000001,0.13927427380000001
SRX3648464,0.833463697,0.2003236016
SRX3648465,-0.23067175680000002,-0.034903644000000004
SRX3648466,2.1382004691,0.0253059538
SRX3648467,0.8890558899000001,0.2996439922
SRX3648468,-2.4314180218,-0.0886857909
SRX3648469,8.4479047614,-0.5993871174000001
SRX3648470,9.9979857773,-0.9169162002000001
SRX3648471,6.5638269716,-0.9372336882000001
SRX3648472,5.1948724237,-1.865754988
SRX3648473,5.3126220873,-1.7469239292
SRX3648475,2.6243985805000003,-0.5840365917
SRX3648476,1.3985083779,-0.5434364574
SRX3648477,-1.1333392298,-0.8334513492000001
SRX3648478,-2.0774741376,-0.0686613029
SRX3648479,0.4653638975,0.0570548202
SRX3648480,-2.8561159309,-0.0216754904
SRX3648481,-0.3069213853,0.2106823049
SRX3648482,-4.7493656809,0.27019768510000003
SRX3648483,-5.4236148195,0.0683989206
SRX1429221,0.29866639040000004,0.0229234054
SRX1429222,-0.32482175760000004,-0.35031510590000003
SRX1429223,0.0261553672,0.3273917006
SRX1429224,-1.5887687899,0.09979524050000001
SRX1429225,-1.2896032169,-0.09751077670000001
SRX1429226,-1.2035832706,-0.030512140700000003
SRX1429227,-1.9408048304,0.2202040878
SRX1429228,-1.8904923071000002,0.0497790954
SRX1429229,-1.9141182053999999,0.1733153503
SRX1429230,-3.2342928228,0.38544372660000004
SRX1429231,-2.8978878635000003,0.31303206380000004
SRX1429232,-3.457039898,0.39122254840000004
SRX1429233,-3.4731096675,0.5642801217
SRX1429234,-3.7936729246,0.5767713693000001
SRX1429235,-3.8051439724,0.4916685095
SRX1429236,-2.4419974611,0.5296841218
SRX1429237,-3.2576027168,0.6343569956
SRX1429238,-4.3625725634,0.7915456363000001
SRX1429239,-3.4695626923000003,0.6357671034
SRX1429240,-4.0577359603,0.8451158660000001
SRX1429241,-4.5007636631,0.7367648986
SRX1429242,-3.5431487193,0.6044469871
SRX1429243,-3.4265421402,0.6537297822
SRX1429244,-3.4056736176999998,0.6741526923000001
ERX2339161,-0.1034514811,0.025178591700000003
ERX2339162,0.1034514811,-0.025178591700000003
ERX2339163,8.9517968596,-0.052579316800000005
ERX2339164,11.1474523005,-0.9228995101
ERX2339165,1.6051153564,-0.5469140597000001
ERX2339166,1.9563264799,-0.4542986606
ERX2339167,0.7800779632,1.2041963397
ERX2339168,-0.48867086470000004,0.0918163937
ERX2339169,0.45788936680000003,-0.1578353263
ERX2339170,8.6338672266,0.0098994639
ERX2339171,11.0282050042,-1.0925674427
SRX7656012,-0.3960599153,-0.044768349900000004
SRX7656013,0.0038752949000000004,-0.0789131394
SRX7656014,0.5287999753,-0.0688103947
SRX7656015,1.0055599233,0.1455685914
SRX7656016,0.7343257440000001,0.247520918
SRX7656017,0.0610130903,0.1716357819
SRX7656018,0.1558240878,0.2249691393
SRX7656019,1.4350790842,0.1251551328
SRX7656020,-0.4347483797,0.29032518090000003
SRX7656021,1.4263399375999999,0.1340070769
SRX7656022,0.8490187686,0.1116300699
SRX7656023,0.0424150546,0.41795154500000004
SRX7656024,0.6996867275,0.0192187017
SRX7656025,-0.38083768770000004,0.3680630977
SRX7656026,-0.059466515600000006,0.2181406036
SRX7656027,1.3105953826,0.16823605830000002
SRX7656028,-0.0042345797,0.2635339285
SRX7656029,1.0274068617,0.0520731093
SRX7656030,1.4013111211,-0.0824275908
SRX7656031,1.2090240662,0.0379301325
SRX7656032,0.8373758561,-0.0761217069
SRX7656033,1.101631762,0.12425074850000001
SRX7656034,1.0205190797,-0.044260680000000004
SRX7656035,1.4469538213,0.1092447852
SRX7656036,1.3732539851,-0.0616380267
SRX7656037,1.1890737607,0.0098454448
SRX7656038,1.3429343177,-0.106926613
SRX7656039,0.10258309010000001,-0.0769264561
SRX7656040,0.278154695,-0.1378311402
SRX7656041,-0.3807377851,0.2147575964
SRX7656042,-0.3275776257,0.4330724758
SRX7656043,-0.9652669681,0.0332209309
SRX7656044,0.2897440927,0.1906602342
SRX7656045,-0.3647130074,0.030612344000000003
SRX7656046,0.5870607202,0.2315890119
SRX7656047,0.3322347939,0.0496113633
SRX7656048,0.1013350712,0.1621126916
SRX7656049,0.0936437058,0.28461340160000004
SRX7656050,-0.4067596168,0.11398588650000001
SRX7656051,0.06313297550000001,0.2957289936
SRX7656052,-0.7549127156000001,0.1429888412
SRX7656053,-1.3125985901,0.5086119755
SRX7656054,1.7776900657999999,0.10577447840000001
SRX7656055,0.8521952876000001,0.129532057
SRX7656056,1.5336095596,0.1417608146
SRX7656057,2.2278872063,0.030426508300000002
SRX7656058,1.8218792007,0.3529339966
SRX7656059,1.5683881974,0.1452275482
SRX7656060,1.5384250615,0.2324741177
SRX7656061,1.5602003376,0.159234972
SRX7656062,1.6736403248,0.0009180190000000001
SRX7656063,0.0003690007,0.722746533
SRX7656064,0.1027229473,0.23501435140000002
SRX7656065,-0.1062261998,0.6344085437
SRX7656066,-1.1745407058,-0.19871805920000002
SRX7656067,-1.6592848593,-0.2426833384
SRX7656068,-0.6585491341,-0.3690935717
SRX7656069,-1.2242006622,-0.2604006112
SRX7656070,-1.8614565604000002,-0.2636945895
SRX7656071,-2.6504477324,0.1743996156
SRX7656072,-1.3702363704,-0.1759621844
SRX7656073,-0.4548095777,-0.1210269256
SRX7656074,-3.0664561952,0.075898054
SRX7656075,-2.2550758957,-0.0001496582
SRX7656076,-4.2084222631,0.40646026500000004
SRX7656077,-3.1155965549,0.31748469090000003
SRX7656078,-0.0189975137,0.1845551611
SRX7656079,-0.0197926369,0.4109918882
SRX7656080,-0.6216431647,0.5422758148
SRX7656081,0.2089062281,0.221663508
SRX7656082,-1.7269136585,0.4366123838
SRX7656083,0.11450051650000001,0.1132581012
SRX7656084,-0.0438180709,0.1694736573
SRX7656085,0.0829977559,0.5283113733
SRX7656086,-2.783953012,0.7806483705
SRX7656087,-0.3942798134,0.38479553590000004
SRX7656088,-0.7561635983,0.40053737770000003
SRX7656089,-0.8450167352,0.4058239155
SRX7656090,0.0042746550000000005,0.008655692500000001
SRX7656091,0.0471830156,-0.0820450368
SRX7656092,-0.0712453001,-0.061950826
SRX7656093,0.5490720261,-0.1345299055
SRX7656094,-0.3926430689,0.0506869727
SRX7656095,0.1297150649,0.0269840254
SRX7656096,1.0177725388,0.1552199639
SRX7656097,1.2222934866,-0.09821462360000001
SRX7656098,1.4084681491,0.1279882582
SRX7656099,-0.21441175640000001,0.3763834184
SRX7656100,0.2379801812,0.3617508233
SRX7656101,-0.1268558567,0.2693563028
SRX7656102,0.8404199411000001,0.0364015903
SRX7656103,1.1483947487,-0.0465602076
SRX7656104,0.6664689445,0.051017672300000004
SRX7656105,-0.43877335850000004,0.360249378
SRX7656106,-0.2825710811,0.373990419
SRX7656107,-0.4250705582,0.18720965990000002
SRX7656108,0.7283568069,-0.3021748019
SRX7656109,0.49002773980000003,0.0639183822
SRX7656110,-0.30064606860000004,0.2787413221
SRX7656111,0.7632686188000001,-0.3808150095
SRX7656112,1.2417964687,-0.1797788847
SRX7656113,0.3854064401,0.3505926917
SRX7656114,0.9637066110000001,0.3068513943
SRX7656115,0.6471703199000001,-0.1444748155
SRX7656116,0.06740591280000001,0.2984771923
SRX7656117,-0.9066712226,0.012200859900000001
SRX7656118,-1.2938102974999999,0.7960735691
SRX7656119,-1.0942694653,0.47887317700000004
SRX7656120,0.5399971287,-0.1277867184
SRX7656121,0.366454953,-0.0910765178
SRX7656122,-0.2037953491,-0.2143440571
SRX7656123,-0.9867599869,0.2219117417
SRX7656124,0.16289921840000002,-0.0660261245
SRX7656125,-0.12544587670000001,-0.0017540038000000001
SRX7656126,0.2752380896,0.12491833740000001
SRX7656127,-0.0894346664,0.1496618132
SRX7656128,0.2121652978,-0.10321229970000001
SRX7656129,-1.2475075172,0.4585221062
SRX7656130,-1.3310092312,0.3055137617
SRX7656131,-0.9824190294,0.241851679
SRX7656132,-1.6677611602,0.2348729463
SRX7656133,-2.0519890554,0.4237636352
SRX7656134,-1.6947479465000002,0.25880002420000003
SRX7656135,-4.6366328025,0.0704043362
SRX7656136,-3.3292465842,-0.0592925908
SRX7656137,-4.0975758931,-0.1090084776
SRX7656138,-4.3757633169,0.0228033444
SRX7656139,-5.0717628331,-0.0497926251
SRX7656140,-4.1775630927,-0.0550126607
SRX7656141,-3.4995469919,-0.1062981863
SRX7656142,-4.076152224,0.014712152400000001
SRX7656143,-2.6170774657,0.0036370285000000002
SRX7656144,-2.0213771566,0.4425906381
SRX7656145,-2.9416940752,0.5609380841
SRX7656146,-2.1622573308,0.439224345
SRX5388319,0.1138609897,0.0219966127
SRX5388320,0.0246319874,0.0768365205
SRX5388321,-0.1384929771,-0.0988331333
SRX5388322,-0.023581207700000002,0.0863992621
SRX5388323,0.561226203,0.2271891671
SRX5388324,0.3601656676,-0.25843826740000003
SRX5388325,-0.1467920989,-0.038741432900000004
SRX5388326,0.7122513793,-0.0768376498
SRX5388327,-0.22560884720000002,-0.45710203400000005
SRX8708326,0.3191247666,-0.0681199698
SRX8708328,0.48148202360000003,-0.4184633304
SRX8708335,-0.0553381438,0.224301473
SRX8708336,-0.0923471045,0.1845386081
SRX8708337,-0.3337967753,0.009623249300000001
SRX8708338,1.1456605038,0.2277103507
SRX8708339,0.9012704277,0.1930949354
SRX8708340,1.1926788514,0.256550543
SRX8708365,0.5985585818,0.2293247207
SRX8708366,0.5821669055,0.285244975
SRX8708368,0.4302121358,0.2925633024
SRX8708369,-0.0901718551,0.2149195394
SRX8708370,0.21850309240000002,0.20291317620000002
SRX8708371,-0.2006627816,0.12627015090000002
SRX4166001,0.575412884,-0.1320902246
SRX4166002,-0.0080173402,-0.1609338241
SRX4166003,-0.5673955437,0.2930240487
SRX4166004,1.6058949931000002,0.3093855205
SRX4166005,2.3483361181,0.44683523900000005
SRX4166006,2.5358060613999998,0.3804863039
SRX4166007,1.3032185459,0.6409576659
SRX4166008,-1.5795524055999999,0.1755010152
SRX4166009,-1.5915673301000002,0.1544645198
SRX4166010,3.0880448043,0.25207674210000003
SRX4166011,1.0424345349,2.66112e-05
SRX4166012,2.3791818762,0.2201008116
SRX5000481,0.2530974147,-0.11286728330000001
SRX5000482,0.9006907407,0.092840456
SRX5000483,0.4521886799,0.6434802074
SRX5000484,0.1529356193,0.42710065080000004
SRX5000485,-0.6788520709,0.5641786114
SRX5000486,-0.140185619,0.45406911780000003
SRX5000487,0.7766648254,0.3950753764
SRX5000488,1.1434028330000001,0.6324514548
SRX5000489,0.42001570180000003,0.456493902
SRX5000490,0.930618783,0.31550980770000003
SRX5000491,1.2235359613,0.3277939186
SRX5000492,-3.0987847864,0.5134315043000001
SRX5000493,-0.5112691018000001,0.12664156440000002
SRX5000494,-0.0325538604,0.1451718288
SRX5000495,-2.0304965256,0.43806079800000003
SRX5000496,-2.6601852815,0.4775848473
SRX5000497,0.09716273140000001,0.0119867155
SRX5000498,0.0970893456,-0.037369339
SRX5000499,0.013178289000000001,0.1461910465
SRX5000500,-0.19425207690000001,0.0253826235
SRX5000501,0.4786786496,0.31255512300000005
SRX5000502,-0.5411733777000001,0.4316181458
SRX5000503,0.175946619,0.38828429480000004
SRX5000504,-0.0616252144,0.1272013156
SRX5000505,-0.4013840992,-0.0410389792
SRX5000506,-0.7016115143,-0.11457038500000001
SRX5000507,0.7876192814,0.34506133920000004
SRX5000508,-0.18744454770000002,0.0378961361
SRX5000509,-0.207143231,0.0017195387
SRX5000510,-0.8530529168000001,0.025559714100000002
SRX5000511,-0.8936233012,0.0056754207
SRX5000512,0.7726461722,0.5016644353
SRX5000513,0.37975619600000005,0.5022738791
SRX5000514,-0.1813124931,0.5016033056
SRX5000515,0.5569793724000001,0.3555902798
SRX5000516,0.1277404987,0.3283130228
SRX4124772,2.3655287830000002,-0.051976907700000005
SRX4124773,0.830345634,-0.0085222781
SRX4124774,-0.5674454263,0.1424013435
SRX4124775,0.5674454263,-0.1424013435
SRX5323946,-0.1600434885,0.07735102270000001
SRX5323947,0.1600434885,-0.07735102270000001
SRX5323948,-0.7329784535,0.1354080102
SRX5323949,-1.5941242254999999,0.0717356153
SRX5323950,0.0840034415,0.13559824
SRX5323951,-0.3625199892,0.3656678595
SRX5323952,-0.13295495470000002,0.0701821651
SRX5323953,-0.4242738105,0.1837516485
SRX5323954,0.7288677912,0.3443136661
SRX5323955,0.5538343784,0.24558254540000002
DRX093856,0.3511719989,0.12022930650000001
DRX093857,-0.5322861050000001,0.195790819
DRX093858,0.2637898334,0.26944927220000003
DRX093859,0.2811765489,0.5248989936
DRX093860,0.5964809833,0.12998486580000002
DRX093861,-0.2067231287,0.0149020231
DRX093862,0.4539623231,0.24753957480000002
DRX093863,0.17835830060000002,0.5162217137
DRX093864,0.1855719975,0.034203673500000004
DRX093865,1.0831858219,0.1440391336
DRX093866,-0.1444488702,-0.1351313295
DRX093867,0.2748907652,0.2591394589
DRX093868,0.4030873931,0.6043796446
DRX093869,0.0473498459,0.1257862003
DRX093870,0.6556066025,0.1014758415
SRX6366242,0.3354587419,-0.2197331642
SRX6366243,0.5239759382,0.1356117502
SRX6366244,0.32261464700000003,0.6833681402
SRX6366245,0.6652285331000001,0.0189728219
SRX6366246,-0.0037469666,-0.2855669717
SRX6366247,-0.4764348217,0.9198433061
SRX6366248,0.2033919231,0.2551015665
SRX6366249,0.9705453648000001,0.2845523602
SRX6366250,0.6434047583,-0.28212786640000004
SRX6366251,0.1652712322,-0.15092905010000002
SRX6366252,-0.22602938900000002,-0.10201519910000001
SRX6366253,0.22602938900000002,0.10201519910000001
SRX254739,5.3173705911999996,0.4612311234
SRX254740,5.243244421,0.1787983388
SRX254741,5.08499142,0.1836773122
SRX254742,5.0218400906,0.0951592703
SRX254743,5.0815694943,0.1503547684
SRX254744,5.2408557973,0.1891945489
SRX254745,-5.4905324107,-0.1877844777
SRX254746,-5.4706439767,0.22027075410000002
SRX254747,-5.3300508247,-0.0060893263000000005
SRX254748,-5.6724013472,0.1039652424
SRX254749,-5.976146924,0.4139340876
SRX254750,-5.9522142556,0.3166799407
SRX254751,-6.5159347062,-0.0596373885
SRX254752,-5.7268094935,-0.0364984677
SRX254753,-5.0184953125,-0.0846416318
SRX254754,6.5205846739,0.8477790412
SRX254755,6.9230444646,0.9632383498
SRX254756,6.6261695238,1.1251471779
