,A,BluR
tcs__del_btsR_pyruvate__1,13.3829573421,-0.391753081
tcs__del_btsR_pyruvate__2,13.2430374327,-0.37136575800000005
tcs__del_cpxR_etoh__1,-4.0929618026,-0.811542125
tcs__del_cpxR_etoh__2,-4.0987607332,-0.921375653
tcs__del_cpxR_lb__1,0.1768946746,-0.895751524
tcs__del_cpxR_lb__2,-1.3102352431,-1.098364273
tcs__del_cusR_CuSO4__1,-1.8633345248,-1.53405281
tcs__del_cusR_CuSO4__2,-1.0588384164,-1.253415574
tcs__del_cusR_lb__1,-5.5954954777,-1.223799422
tcs__del_cusR_lb__2,-4.9893326361,-1.148377508
tcs__del_kdpE_01-kcl__1,4.3078402514,-0.050819844
tcs__del_kdpE_01-kcl__2,3.9326524639000002,-0.037405922
tcs__del_kdpE_115-kcl__1,-3.1499574668,0.336777969
tcs__del_kdpE_115-kcl__2,-3.6882088061,0.46820120400000004
tcs__del_phoB_m9__1,-1.6843577657000002,-0.30704254000000003
tcs__del_phoB_m9__2,-1.3565327437999999,-0.409524953
tcs__del_phoB_m9p__1,-3.5247881664,-1.2774798920000001
tcs__del_phoB_m9p__2,-2.3948917515,-1.278441707
tcs__del_rcsB_etoh__1,7.7988626539,-0.9206604500000001
tcs__del_rcsB_etoh__2,8.0480571182,-0.9458347770000001
tcs__del_rcsB_lb__1,-0.3392448683,-1.282642389
tcs__del_rcsB_lb__2,-1.008522358,-1.171617452
tcs__del_zraR_lb__1,1.7209429564,-1.099381473
tcs__del_zraR_lb__2,1.8199751375000002,-0.982956067
tcs__del_zraR_zncl2__1,2.8484789923,-0.5057006070000001
tcs__del_zraR_zncl2__2,2.8145588779,-0.646698746
tcs__wt_01-kcl__1,-0.6491002941,0.037949819
tcs__wt_01-kcl__2,-0.7569073231,0.047196158
tcs__wt_01xlb__1,13.3529418047,-0.359157614
tcs__wt_01xlb__2,13.563687665,-0.386238609
tcs__wt_115-kcl__1,-2.2367305604,0.480332348
tcs__wt_115-kcl__2,-2.5672885226,0.488937212
tcs__wt_CuSO4__1,0.1736136415,-1.499950078
tcs__wt_CuSO4__2,0.0992809033,-1.474103809
tcs__wt_etoh__1,5.3481331912,-0.854043179
tcs__wt_etoh__2,4.6113393198,-0.7626761080000001
tcs__wt_lb__1,1.7842189628,-1.040469342
tcs__wt_lb__2,2.1355614965,-0.851026296
tcs__wt_LiAcet__1,-5.711815882,-0.672991224
tcs__wt_LiAcet__2,-4.639275645,-0.664409227
tcs__wt_LiCl__1,-4.4568096956,-0.684605315
tcs__wt_LiCl__2,-4.0066329718,-0.669053919
tcs__wt_m9p__1,-3.5787130719,-1.282769282
tcs__wt_m9p__2,-4.0853399542,-1.26800976
tcs__wt_pyr__1,13.605992302,-0.484329449
tcs__wt_pyr__2,13.3507546712,-0.444220673
tcs__wt_zncl2__1,1.4309528120000001,-0.89950554
tcs__wt_zncl2__2,1.5001910874000002,-0.9440409260000001
ros_tale__1_112_0pq__1,2.6548070958,1.038161693
ros_tale__1_112_0pq__2,-0.1399246872,0.816714045
ros_tale__1_112_250pq__1,-2.4270037397,0.6743484080000001
ros_tale__1_112_250pq__2,-2.8266546186,0.68445917
ros_tale__1_112_750pq__1,-3.0107432251,0.715702653
ros_tale__1_112_750pq__2,-1.2707451791,0.905416898
ros_tale__1_112_750pq__3,-1.1797203371,0.999585017
ros_tale__3_76_0pq__1,4.7848089709,-1.23588399
ros_tale__3_76_0pq__2,4.8356018115,-1.243791421
ros_tale__3_76_0pq__3,5.5854862899,-1.003174323
ros_tale__3_76_0pq__4,5.4066542529,-0.9936074090000001
ros_tale__3_76_250pq__1,9.2003845279,1.003859226
ros_tale__3_76_250pq__2,7.1008772481,0.7783123350000001
ros_tale__3_76_750pq__1,5.4906139339,0.420784
ros_tale__3_76_750pq__2,5.1701417413,0.40895945300000003
ros_tale__7_103_0pq__1,-2.2063752004,0.066314966
ros_tale__7_103_0pq__2,-2.127909333,0.28827041400000003
ros_tale__7_103_0pq__3,-2.4182123817,0.180914829
ros_tale__7_103_0pq__4,-2.2350711059,0.325050683
ros_tale__7_103_250pq__1,-1.8433131583,0.35527289300000003
ros_tale__7_103_250pq__2,-1.3979493807,0.340962084
ros_tale__7_103_750pq__1,-3.26083963,-0.032639367
ros_tale__7_103_750pq__2,-2.3514227309,0.072867951
ros_tale__9_77_0pq__1,4.3816300534,1.267920852
ros_tale__9_77_0pq__2,4.8063529886000005,1.20569433
ros_tale__9_77_250pq__1,6.356288253,1.8382916580000002
ros_tale__9_77_250pq__2,6.8431989144,2.060278651
ros_tale__9_77_750pq__1,4.0104573308,0.981643059
ros_tale__9_77_750pq__2,4.8636714841,1.2649801649999999
ros_tale__11_83_0pq__1,2.6177102456,-0.15905481300000002
ros_tale__11_83_0pq__2,1.8989847536000002,-0.201124614
ros_tale__11_83_250pq__1,5.0389855856,-0.00490265
ros_tale__11_83_250pq__2,3.7462569669,-0.29609479
ros_tale__11_83_750pq__1,5.2027415254000005,-0.02854553
ros_tale__11_83_750pq__2,4.7928667025,-0.22609958900000002
ros_tale__13_87_0pq__1,1.131943703,-0.870604013
ros_tale__13_87_0pq__2,1.1371045602,-0.707665862
ros_tale__13_87_250pq__1,2.26546971,-0.8561331050000001
ros_tale__13_87_250pq__2,2.0387145882,-1.047180769
ros_tale__13_87_750pq__1,2.5338531532,-0.74494305
ros_tale__13_87_750pq__2,4.0653250463,-0.7175915700000001
ros_tale__14_27_0pq__1,3.4047638065,-0.466365911
ros_tale__14_27_0pq__2,2.6071498132,-0.655684444
ros_tale__14_27_250pq__1,-0.9504830213000001,-0.7460939050000001
ros_tale__14_27_250pq__2,-0.8254847934,-0.47415487900000003
ros_tale__14_27_750pq__1,8.6267798202,-0.39619694800000005
ros_tale__14_27_750pq__2,9.600444952,-0.44063832100000005
ros_tale__16_28_250pq__1,7.8417174078,-0.930715661
ros_tale__16_28_250pq__2,7.7701411436,-0.968390594
ros_tale__16_32_0pq__1,-1.3928648096,-0.5547545650000001
ros_tale__16_32_0pq__2,0.029663956800000002,-0.56768193
ros_tale__16_32_0pq__3,4.1550612459,-1.239047363
ros_tale__16_32_0pq__4,3.9889420394,-1.2207719670000001
ros_tale__16_32_250pq__1,10.7169783199,-1.086643088
ros_tale__16_32_250pq__2,10.0518716948,-1.054757477
ros_tale__16_32_750pq__1,10.6179477211,-0.10104371300000001
ros_tale__16_32_750pq__2,8.0011130749,-0.184344098
ros_tale__17_104_0pq__1,1.4032679265999999,-1.539419594
ros_tale__17_104_0pq__2,0.1001291848,-1.698051857
ros_tale__17_104_250pq__1,-2.8534292963,-1.525260668
ros_tale__17_104_250pq__2,-3.3645841446,-1.419487135
ros_tale__17_104_250pq__3,-3.0299206388,-1.249323719
ros_tale__17_104_250pq__4,-4.1057149268,-0.7037431190000001
ros_tale__17_104_750pq__1,-0.5060206438,-0.9213899780000001
ros_tale__17_104_750pq__2,0.8631317355,-1.220279452
ros_tale__18_24_250pq__1,11.3128607466,-0.261748927
ros_tale__18_24_250pq__2,10.6096627635,-0.7065262920000001
ros_tale__18_36_0pq__1,0.3916680869,1.039381142
ros_tale__18_36_0pq__2,0.2371403466,0.8455637370000001
ros_tale__18_36_0pq__3,2.4818470548000002,-0.572285585
ros_tale__18_36_0pq__4,1.3363999817,-0.9815084420000001
ros_tale__18_36_250pq__1,7.639232315,-0.51774244
ros_tale__18_36_250pq__2,7.9538638768,-0.74993245
ros_tale__18_36_750pq__1,11.7693977128,1.239089902
ros_tale__18_36_750pq__2,12.2076952928,1.341462985
ros_tale__19_91_0pq__1,-1.2261567259000001,-0.805239377
ros_tale__19_91_0pq__2,-0.6400243068,-1.1538672700000001
ros_tale__19_91_250pq__1,1.7590060266,-0.8648171750000001
ros_tale__19_91_250pq__2,2.7276120762,-0.700893895
ros_tale__19_91_750pq__1,1.4858608835,-0.374729384
ros_tale__19_91_750pq__2,4.3027376005,-0.098531752
ros_tale__19_91_750pq__3,-1.9567438624000002,0.127172656
ros_tale__19_91_750pq__4,2.3712595099,0.7125500300000001
ros_tale__21_97_0pq__1,3.3427860701,0.43781673800000004
ros_tale__21_97_0pq__2,3.8747984687,0.466776846
ros_tale__21_97_250pq__1,7.0100896542,0.8015337650000001
ros_tale__21_97_250pq__2,4.9704726423,0.6822631020000001
ros_tale__21_97_750pq__1,7.1798061564,1.073980644
ros_tale__21_97_750pq__2,4.3357199914,0.829684147
ros_tale__25_111_0pq__1,2.0146256727,1.5582130360000002
ros_tale__25_111_0pq__2,-2.460025882,1.458927117
ros_tale__25_111_250pq__1,4.4295239832,1.646694931
ros_tale__25_111_250pq__2,-0.8616385233,1.658327022
ros_tale__25_111_750pq__1,-0.7545109283,1.554574343
ros_tale__25_111_750pq__2,-1.2525086197,1.409678197
ros_tale__29_119_0pq__1,-0.7841214359,2.090273946
ros_tale__29_119_0pq__2,-0.9871409651,1.700130176
ros_tale__29_119_250pq__1,-1.3210797162,1.444389801
ros_tale__29_119_250pq__2,-2.1782070175,1.6456127710000001
ros_tale__29_119_750pq__1,-1.2563060127,1.8498730970000001
ros_tale__29_119_750pq__2,-0.1587378579,1.678783089
ros_tale__ALE4_0pq__1,2.3485252495,-1.234583599
ros_tale__ALE4_0pq__2,1.6807927028,-1.215598686
ros_tale__ALE4_250pq__1,15.0730942272,-0.22662246700000002
ros_tale__ALE4_250pq__2,14.6130925547,-0.44598110900000004
pcoli__atASMT_325G__1,2.9042776498,0.073580408
pcoli__atASMT_325G__2,2.6280824715,0.14408768
pcoli__bpTDC__1,4.9744091038,0.44456763
pcoli__bpTDC__2,4.4358938434,0.387937756
pcoli__BRCA__1,6.4005198407,0.20978732900000002
pcoli__BRCA__2,6.4952615412,0.264076333
pcoli__BRCActrl__1,4.7640120081,0.7669984860000001
pcoli__BRCActrl__2,3.9107443821,0.7280331290000001
pcoli__BRCAswap__1,7.5675595481,0.49989093700000004
pcoli__BRCAswap__2,7.6572968309,0.40260952
pcoli__btAANAT__1,4.6889530278,0.24662507500000003
pcoli__btAANAT__2,4.5937546872,0.17716599300000002
pcoli__btASMT__1,6.3456726307,0.416710966
pcoli__btASMT__2,6.9019522123,0.34126219300000005
pcoli__CC1__1,5.8848855696,0.268437388
pcoli__CC1__2,3.8257665082,0.460866039
pcoli__ccCOMT__1,4.3138639824,0.30139345500000003
pcoli__ccCOMT__2,4.6569050637,0.313532973
pcoli__ckDDC__1,4.8684027839,0.38296385600000005
pcoli__ckDDC__2,2.945927382,0.289848463
pcoli__CNTF_belt__1,3.6062285580999998,0.423437067
pcoli__CNTF_belt__2,5.1343394909,0.496837424
pcoli__cobPNMT__1,3.5238940823,0.26121445200000004
pcoli__cobPNMT__2,3.2896529035,0.059645563000000006
pcoli__cvPhhB__1,3.3726590085,0.283184673
pcoli__cvPhhB__2,3.1078737617,0.241869936
pcoli__ggAANAT__1,5.1070639603,0.18549029
pcoli__ggAANAT__2,5.4230194069,0.14367142300000002
pcoli__ggTPH__1,3.6213113165,0.23009975300000002
pcoli__ggTPH__2,3.9363113354,0.177838818
pcoli__hsAANAT__1,7.9580917985,0.8643382930000001
pcoli__hsAANAT__2,6.9218267833,0.8795404490000001
pcoli__hsASMT__1,7.3975783652,0.23559423100000002
pcoli__hsASMT__2,7.0480393575,0.44574303600000004
pcoli__hsPNMT_mb__1,2.6401663002999998,-0.021185303000000003
pcoli__hsPNMT_mb__2,2.9585484202,-0.022817093
pcoli__hsTPH__1,3.7694894115,0.188849178
pcoli__hsTPH__2,2.9809755178,0.290862726
pcoli__hsTPH_E2K__1,3.7005971287,0.6250445480000001
pcoli__hsTPH_E2K__2,2.729474735,0.81505673
pcoli__hsTPH_E2K_N91I_P99C__1,4.3726037149,0.314367689
pcoli__hsTPH_E2K_N91I_P99C__2,5.4917119441,0.147499508
pcoli__hsTPH_N158trunc__1,3.1398022947,0.529807463
pcoli__hsTPH_N158trunc__2,2.764227244,0.564233442
pcoli__hsTPH_N174trunc__1,5.6913015829999996,0.203183776
pcoli__hsTPH_N174trunc__2,2.5699137571,0.5307882190000001
pcoli__hsTPH_Ntermtrunc__1,7.5095471941,0.8752519620000001
pcoli__hsTPH_Ntermtrunc__2,9.8421072739,0.639868324
pcoli__hsTPH1__1,5.6713162599,0.24247063700000002
pcoli__hsTPH1__2,6.2703251593000005,0.24878487900000001
pcoli__MBP__1,0.7044000257,0.022541118000000002
pcoli__MBP__2,-0.0633520795,0.640221318
pcoli__msCOMT__1,5.1029220206,0.102716101
pcoli__msCOMT__2,4.6723812608,0.162342558
pcoli__ocAANAT__1,5.2028026572,-0.000898102
pcoli__ocAANAT__2,5.220936258,0.16377988500000001
pcoli__osTDC_K374H__1,3.5714902877,0.333827611
pcoli__osTDC_K374H__2,6.4588425023,0.30570546
pcoli__osTDC_K374L__1,3.3888342813,0.21391527800000001
pcoli__osTDC_K374L__2,3.2015866118,0.173316394
pcoli__osTDC_K374Q__1,5.4095626135,0.25076554300000004
pcoli__osTDC_K374Q__2,5.190712679,0.22605603400000002
pcoli__osTDC_L360V__1,4.6045244957,0.24624293700000002
pcoli__osTDC_L360V__2,4.6522913976,0.479310597
pcoli__pmTPH__1,1.3879996739,0.21703249300000002
pcoli__pmTPH__2,-0.7828424403,0.20825996100000002
pcoli__RFC__1,2.2785514218,-0.050821197000000005
pcoli__RFC__2,2.8126007717,-0.24673997500000003
pcoli__RFCctrl__1,10.0959015103,0.61505145
pcoli__RFCctrl__2,9.0246493928,0.688190015
pcoli__RFCnopause__1,8.5479654979,0.672875836
pcoli__RFCnopause__2,7.3657586642,0.8009304340000001
pcoli__RFCpluspause__1,4.7796113366,0.7457377820000001
pcoli__RFCpluspause__2,4.6552209253,0.6185163210000001
pcoli__rnCOMT_sol__1,7.8841369259,0.741792247
pcoli__rnCOMT_sol__2,9.6523949007,0.6451917530000001
pcoli__rnPNMT__1,4.4124826435,0.209305434
pcoli__rnPNMT__2,3.1483213362,0.369694899
pcoli__rnTDC__1,5.6760302567,0.397277718
pcoli__rnTDC__2,5.8696423294,0.43571196900000003
pcoli__rnTDC_trunc__1,2.8456329166,0.32732943800000003
pcoli__rnTDC_trunc__2,2.1057243911,0.48332135
pcoli__saCOMT_T2A__1,2.8645314374,0.144812686
pcoli__saCOMT_T2A__2,2.7965727208,0.24898677200000002
pcoli__sfCOMT__1,4.8312538142,-0.037986956
pcoli__sfCOMT__2,4.6511981715,-0.060871923
pcoli__sgAANAT_D63G__1,4.1509511784,-0.04155494
pcoli__sgAANAT_D63G__2,3.4500445842,0.0263831
pcoli__ssDDC__1,7.0128147202,0.33782876300000003
pcoli__ssDDC__2,6.5237304935000004,0.5830031640000001
pcoli__TP53B__1,4.2444479474,0.364190369
pcoli__TP53B__2,5.014732229,0.489473417
pcoli__WT__1,6.1367056204,0.798824127
pcoli__WT__2,6.6317021517,0.8116874390000001
cck__glu_ale4__1,2.2612648501,-0.81126684
cck__glu_ale4__2,3.3200127351,-1.749219101
cck__cck_ale1__1,0.9124043797,-1.822768623
cck__cck_ale1__2,0.7183165141000001,-1.634250317
cck__cck_ale2__1,2.7237286914,-1.821288536
cck__cck_ale2__2,3.2498020421,-1.897883721
cck_pgi__gmos_delpgi__1,2.6573682751,-0.452814333
cck_pgi__gmos_delpgi__2,1.0736478181,-0.569974418
cck_pgi__pgi_ale1__1,-0.41163815070000004,-0.37508244500000004
cck_pgi__pgi_ale1__2,1.1989089516,-1.153159252
cck_pgi__pgi_ale2__2,3.0547588066,-0.8732978090000001
cck_pgi__pgi_ale3__1,0.08519936460000001,-0.7008481040000001
cck_pgi__pgi_ale3__2,0.12127596060000001,-1.3615698250000001
cck_pgi__pgi_ale4__1,-2.9126635182,-0.48399622400000003
cck_pgi__pgi_ale4__2,-2.1721701557,-1.211166233
cck_pgi__pgi_ale4__3,-1.9947337578000002,-1.315989895
cck_pgi__pgi_ale5__1,1.4336839529,-0.8879688800000001
cck_pgi__pgi_ale5__2,2.3854141316,-1.438389089
cck_pgi__pgi_ale6__1,2.1202424258,-0.776985605
cck_pgi__pgi_ale6__2,1.9238075582,-1.402626786
cck_pgi__pgi_ale7__1,2.6856017567,-0.645108309
cck_pgi__pgi_ale7__2,2.9345679074,-1.362410963
cck_pgi__pgi_ale8__1,1.3965044138,-0.946637422
cck_pgi__pgi_ale8__2,0.9947475555,-1.792973988
cck_sdh__gmos_delsdhCB__1,-4.5518424833,-1.787381592
cck_sdh__gmos_delsdhCB__2,-4.3182236526,-1.669459594
cck_sdh__sdh_ale1__1,5.3244700603,-1.107531871
cck_sdh__sdh_ale1__2,4.6857832617,-1.197368717
cck_sdh__sdh_ale2__1,4.5515401958,-1.377199012
cck_sdh__sdh_ale3__2,4.3315903178,-1.400144171
cck_sdh__sdh_ale3__1,5.4721623797,-1.5231584530000002
cck_sdh__sdh_ale3__3,5.2621840625,-1.427150591
cck_pts__gmos_delptsHIcrr__2,-3.3001431981,-1.068407658
cck_pts__gmos_delptsHIcrr__1,-5.0535358342,-0.9124960040000001
cck_pts__pts_ale1__2,-0.7521937742,-0.33466508300000003
cck_pts__pts_ale1__1,-2.3568956661,-0.39637877800000004
cck_pts__pts_ale2__2,0.3224515805,-1.46277108
cck_pts__pts_ale2__1,0.5089711717000001,-1.266709498
cck_pts__pts_ale3__2,-3.5309087179,-0.582081912
cck_pts__pts_ale3__1,-3.5928261179,-0.457574071
cck_pts__pts_ale4__2,-0.3047061247,-1.616215215
cck_pts__pts_ale4__1,0.604438574,-1.669641581
cck_gnd__gmos_delgnd__1,-2.8353020805,-1.821754517
cck_gnd__gmos_delgnd__2,-3.0123490032,-1.340162392
cck_gnd__gnd_ale1__1,0.9212622827,-1.926073672
cck_gnd__gnd_ale1__2,0.7689611038,-1.587569473
cck_gnd__gnd_ale2__1,1.347777214,-1.656979018
cck_gnd__gnd_ale2__2,1.1781547526,-1.531082782
cck_gnd__gnd_ale3__1,0.4330037507,-1.6916401520000002
cck_gnd__gnd_ale3__2,0.6961482812,-1.781895841
cck_tpiA__gmos_deltpiA__1,-1.4352424052,-0.8315176430000001
cck_tpiA__gmos_deltpiA__2,1.2897259779999999,-0.298933726
cck_tpiA__tpiA_ale1__1,-0.6375815012,-0.718752689
cck_tpiA__tpiA_ale1__2,-0.36265428180000003,-0.881821748
cck_tpiA__tpiA_ale2__1,0.7035616215,-1.027696421
cck_tpiA__tpiA_ale2__2,2.3071061140999998,-1.190962618
cck_tpiA__tpiA_ale3__1,1.6395911166000001,-0.847354428
cck_tpiA__tpiA_ale3__2,2.094101301,-0.899185121
cck_tpiA__tpiA_ale4__1,0.11338298120000001,-0.8922857630000001
cck_tpiA__tpiA_ale4__2,0.041063277,-0.9374880290000001
acid_tale__acid_ale1_pH7__1,2.7298887045,-2.09543398
acid_tale__acid_ale1_pH7__2,2.7407629497,-2.341834865
acid_tale__acid_ale1_pH5__1,-1.5983775038,-1.183197679
acid_tale__acid_ale1_pH5__2,-1.5979626995,-1.197176884
acid_tale__acid_ale2_pH7__1,-1.2900200232999999,-1.825023832
acid_tale__acid_ale2_pH7__2,-1.6127436303,-2.029409824
acid_tale__acid_ale2_pH5__1,-1.1758956618,-1.138191802
acid_tale__acid_ale2_pH5__2,-3.4622322784,-1.65995588
acid_tale__low_Mg_ale_pH7__1,-0.8479072848,-1.7333791120000002
acid_tale__low_Mg_ale_pH7__2,-0.6638468503,-2.199882257
acid_tale__low_Mg_ale_pH5__1,1.0825396642,-1.3568675510000001
acid_tale__low_Mg_ale_pH5__2,1.09059979,-1.570020884
acid_tale__MES_ale_pH7__1,0.9966113542,-1.752528425
acid_tale__MES_ale_pH7__2,0.6536655684,-1.6448666630000002
acid_tale__MES_ale_pH5__1,2.0734498482,-1.133859289
acid_tale__MES_ale_pH5__2,2.6027070559,-0.800262287
acid_tale__gmos_pH7__1,1.02729127,-1.714082318
acid_tale__gmos_pH7__2,0.9770903197,-1.666737018
acid_tale__gmos_pH5__1,1.659350813,-0.9107953580000001
acid_tale__gmos_pH5__2,1.0890557372,-0.7882780970000001
adnB__wt_adn__1,7.0879676576,-0.459517039
adnB__wt_adn__2,4.6428784674,-0.5875392890000001
adnB__delydhB_adn__1,6.7989091242,-0.46683245100000004
adnB__delydhB_adn__2,6.0608880572,-0.35708732200000004
ytf2__wt_glc__1,2.9347492753,0.069201706
ytf2__wt_glc__2,2.7257363437,0.08295651700000001
ytf2__ybcM_glc__1,-1.3058826627,-0.294599956
ytf2__ybcM_glc__2,-1.6295731793,-0.322956605
ytf2__ydhB_glc__1,2.3442940495,-0.286800323
ytf2__ydhB_glc__2,1.3255639539000001,-0.17338202300000002
ytf2__yfeC_glc__1,0.9462170589000001,-0.20081237100000002
ytf2__yfeC_glc__2,1.3533472169,-0.31674179999999996
ytf2__yciT_glc__1,2.0944332892,-0.094993561
ytf2__yciT_glc__2,2.8148979445,-0.252965214
ytf2__ydiZ_glc__1,0.9968557192,-0.361909874
ytf2__ydiZ_glc__2,0.7374143189,-0.17089626700000002
ytf2__ynfL_glc__1,2.5815935513,-0.15784972800000002
ytf2__ynfL_glc__2,1.7678652502,0.058351278000000006
misc2__dellon_glc__1,-6.8778902383,0.188619685
misc2__dellon_glc__2,-5.541295326,0.8493065270000001
ytf3__wt_glc2__1,2.3461104195,-0.658453602
ytf3__wt_glc2__2,1.567977927,-0.5711565670000001
ytf3__wt_pH7_lactate__1,2.1150148286,-0.979736633
ytf3__wt_pH7_lactate__2,2.1250308259,-0.824562558
ytf3__wt_pH55_lactate__1,3.1097579398,-0.63016837
ytf3__wt_pH55_lactate__2,3.1817171943,-0.519546947
ytf3__wt_pH55_HCl__1,3.1557548016,-0.502037818
ytf3__wt_pH55_HCl__2,3.0623902202,-0.47020631500000004
ytf3__dyieP_pH7__1,3.1441639440999998,-0.6513357270000001
ytf3__dyieP_pH7__2,3.067383237,-0.63741087
ytf3__dyieP_pH55__1,1.6822849322,-1.051906956
ytf3__dyieP_pH55__2,1.3268513351,-0.807583413
