,A,NanR
tcs__del_cusR_CuSO4__2,10.4571997968,0.497534142
tcs__del_cusR_lb__1,18.3180670859,0.5385927620000001
tcs__del_cusR_lb__2,18.3983035738,0.568099294
tcs__del_kdpE_01-kcl__1,3.0629604688,-0.16107916600000002
tcs__del_kdpE_01-kcl__2,2.8961921441,-0.122660028
tcs__del_kdpE_115-kcl__1,0.9201147554,0.284445948
tcs__del_kdpE_115-kcl__2,0.40880769310000004,0.26225700700000004
tcs__del_phoB_m9__1,0.2645975196,0.16886610200000002
tcs__del_phoB_m9__2,0.2689709014,0.13522130400000001
tcs__del_phoB_m9p__1,0.053363406,-0.85615945
tcs__del_phoB_m9p__2,-0.3121468898,-0.8839978810000001
tcs__del_rcsB_etoh__1,11.7017532658,1.617329355
tcs__del_rcsB_etoh__2,12.4266314275,1.6472097300000001
tcs__del_rcsB_lb__1,9.3032731117,0.16749750800000002
tcs__del_rcsB_lb__2,9.4652087512,0.145149886
tcs__del_zraR_lb__1,5.8975711249,-0.049710276000000005
tcs__del_zraR_lb__2,5.4852222307,-0.091085623
tcs__del_zraR_zncl2__1,9.168661609,0.265120446
tcs__del_zraR_zncl2__2,9.3760831359,0.336629689
tcs__wt_01-kcl__1,4.848065893,-0.106998878
tcs__wt_01-kcl__2,4.3383544254,-0.02829323
tcs__wt_01xlb__1,6.9414600517,-1.5030867250000002
tcs__wt_01xlb__2,7.2684083262,-1.408782311
tcs__wt_115-kcl__1,0.6062214434000001,0.173928668
tcs__wt_115-kcl__2,0.5002683471,0.215318683
tcs__wt_CuSO4__1,13.7358399405,0.391815681
tcs__wt_CuSO4__2,14.1964998646,0.296849052
tcs__wt_etoh__1,11.5567083195,0.924654598
tcs__wt_etoh__2,11.2397477079,1.013804885
tcs__wt_lb__1,7.2139704617,0.196339643
tcs__wt_lb__2,6.5382792964,0.173402096
tcs__wt_LiAcet__1,-1.0760216549,0.010436019000000001
tcs__wt_LiAcet__2,-0.5752462636,0.012912249
tcs__wt_LiCl__1,-0.8760662543000001,0.264769089
tcs__wt_LiCl__2,-0.3798493029,0.236718372
tcs__wt_m9p__1,-0.1104562545,-0.8022942630000001
tcs__wt_m9p__2,0.1607328258,-0.661616537
tcs__wt_pyr__1,8.1105935893,-1.5333075850000002
tcs__wt_pyr__2,8.3942779983,-1.372581441
tcs__wt_zncl2__1,7.0422417083,0.12479131700000001
tcs__wt_zncl2__2,6.9577543879,0.013773698000000001
ros_tale__1_112_0pq__1,0.5315609944,-0.593165897
ros_tale__1_112_0pq__2,-0.0788151579,-0.5300023030000001
ros_tale__1_112_250pq__1,-0.9761395352000001,0.184849228
ros_tale__1_112_250pq__2,-1.4558095166,0.039221733
ros_tale__1_112_750pq__1,-0.8824089348,0.13163887400000002
ros_tale__1_112_750pq__2,-1.4054543735,0.086442613
ros_tale__1_112_750pq__3,-1.5908215813000002,-0.176248703
ros_tale__3_76_0pq__1,0.4545658416,-0.281834994
ros_tale__3_76_0pq__2,1.0540037692,-0.28327238600000004
ros_tale__3_76_0pq__3,0.6695325338,-0.261257907
ros_tale__3_76_0pq__4,0.5051304066,-0.262577671
ros_tale__3_76_250pq__1,-0.1562815613,-0.827879201
ros_tale__3_76_250pq__2,-1.1021709024,-1.127709835
ros_tale__3_76_750pq__1,-3.7952298516000003,-0.975704479
ros_tale__3_76_750pq__2,-3.4702944327000003,-1.290673711
ros_tale__7_103_0pq__1,2.3842938974,-0.421696463
ros_tale__7_103_0pq__2,2.8695802673,-0.477798125
ros_tale__7_103_0pq__3,2.0242022787,-0.541473415
ros_tale__7_103_0pq__4,2.7999008973,-0.49489567700000003
ros_tale__7_103_250pq__1,-1.7643487487,-0.43701909800000005
ros_tale__7_103_250pq__2,-1.2706597249,-0.447713517
ros_tale__7_103_750pq__1,-1.9066093405000002,-0.462487066
ros_tale__7_103_750pq__2,-1.8293721429,-0.48531595800000005
ros_tale__9_77_0pq__1,0.4980876061,-0.690198073
ros_tale__9_77_0pq__2,0.4914620644,-0.7116935520000001
ros_tale__9_77_250pq__1,0.027414098600000002,-0.649052723
ros_tale__9_77_250pq__2,-0.10802866130000001,-0.467340774
ros_tale__9_77_750pq__1,-0.876710584,-0.701157805
ros_tale__9_77_750pq__2,-0.8460727730000001,-0.627348521
ros_tale__11_83_0pq__1,-2.6119845088,0.11669879999999999
ros_tale__11_83_0pq__2,-3.2798097757,0.076660295
ros_tale__11_83_250pq__1,-3.4668971945,0.10415168100000001
ros_tale__11_83_250pq__2,-3.5373973649,0.20541819600000003
ros_tale__11_83_750pq__1,-2.8890047455000003,0.245449203
ros_tale__11_83_750pq__2,-3.0437521108,0.285649394
ros_tale__13_87_0pq__1,-1.1590260504,-0.415636477
ros_tale__13_87_0pq__2,-1.2911955921,-0.642171575
ros_tale__13_87_250pq__1,-2.6061533961,-0.438764772
ros_tale__13_87_250pq__2,-2.6626907015,-0.40588590500000005
ros_tale__13_87_750pq__1,-1.6561225728,-0.19808022800000002
ros_tale__13_87_750pq__2,-1.5049994500000001,-0.281980783
ros_tale__14_27_0pq__1,-0.8853168745000001,-0.7941910520000001
ros_tale__14_27_0pq__2,-0.7529621553,-0.608968111
ros_tale__14_27_250pq__1,-0.1754611188,-0.2320023
ros_tale__14_27_250pq__2,-0.6049971356,-0.007004038000000001
ros_tale__14_27_750pq__1,0.9523960002,0.208633432
ros_tale__14_27_750pq__2,-0.9692321023,0.069928845
ros_tale__16_28_250pq__1,-0.375540082,0.175810282
ros_tale__16_28_250pq__2,-0.1655936847,0.1786128
ros_tale__16_32_0pq__1,0.31190993170000003,0.220630134
ros_tale__16_32_0pq__2,-0.2905150863,0.130917565
ros_tale__16_32_0pq__3,-0.2313989385,-0.285170164
ros_tale__16_32_0pq__4,-0.0363828583,-0.137744215
ros_tale__16_32_250pq__1,0.37660866330000003,0.058090308
ros_tale__16_32_250pq__2,0.3232318101,0.138533297
ros_tale__16_32_750pq__1,-0.8238680146,-0.146865129
ros_tale__16_32_750pq__2,0.0094498415,0.18595033800000002
ros_tale__17_104_0pq__1,-1.7336520878,-0.300643017
ros_tale__17_104_0pq__2,-1.4786198915,-0.279248799
ros_tale__17_104_250pq__1,-1.9063048782,0.186403655
ros_tale__17_104_250pq__2,-1.5639614178999999,0.6109860890000001
ros_tale__17_104_250pq__3,-1.5062088660000001,0.710426663
ros_tale__17_104_250pq__4,-2.3370476431,0.7085179650000001
ros_tale__17_104_750pq__1,-1.5795244923,0.221583932
ros_tale__17_104_750pq__2,-1.0237757167,0.167479719
ros_tale__18_24_250pq__1,2.5188476811,0.25940619200000004
ros_tale__18_24_250pq__2,1.7258010235999999,0.24802164000000002
ros_tale__18_36_0pq__1,0.4575109003,-0.13835370600000002
ros_tale__18_36_0pq__2,0.3817458586,-0.040665021
ros_tale__18_36_0pq__3,1.8635067149000002,-0.552819947
ros_tale__18_36_0pq__4,1.3209020112,-0.586580125
ros_tale__18_36_250pq__1,1.5783701696999999,-0.032709613000000005
ros_tale__18_36_250pq__2,0.9534193763000001,-0.06395866
ros_tale__18_36_750pq__1,0.828593553,-0.35152649700000005
ros_tale__18_36_750pq__2,0.6885999759,-0.43273798300000005
ros_tale__19_91_0pq__1,-1.0161200977,-0.21319873800000003
ros_tale__19_91_0pq__2,-1.1885462957,-0.144179581
ros_tale__19_91_250pq__1,-3.0534551742,0.141180629
ros_tale__19_91_250pq__2,-2.2708117896,-0.019536898
ros_tale__19_91_750pq__1,-1.7988584347,-0.003143149
ros_tale__19_91_750pq__2,-2.8438175141,-0.13447699999999999
ros_tale__19_91_750pq__3,-0.883960721,0.398681883
ros_tale__19_91_750pq__4,-1.1640794363,-0.142669485
ros_tale__21_97_0pq__1,-2.5578468044,-1.025848936
ros_tale__21_97_0pq__2,-1.1130387103,-1.0581472060000001
ros_tale__21_97_250pq__1,-1.2038359984,-0.786369423
ros_tale__21_97_250pq__2,-1.0003609081,-0.8890756660000001
ros_tale__21_97_750pq__1,-1.6843958334,-0.404620079
ros_tale__21_97_750pq__2,-0.7623413934000001,-0.8007015980000001
ros_tale__25_111_0pq__1,-1.4222336496,-1.083496993
ros_tale__25_111_0pq__2,-0.9984311164,-0.5338121330000001
ros_tale__25_111_250pq__1,-1.1319092142,-0.727295833
ros_tale__25_111_250pq__2,-1.1445619231,-0.35886248200000004
ros_tale__25_111_750pq__1,-0.6127880706000001,-0.28751794
ros_tale__25_111_750pq__2,-1.406656959,-0.493501481
ros_tale__29_119_0pq__1,-1.3641157061,-0.645092466
ros_tale__29_119_0pq__2,-2.0938041058,-0.32174402300000005
ros_tale__29_119_250pq__1,-2.4488620091,-0.16260713200000002
ros_tale__29_119_250pq__2,-2.525232137,-0.530505417
ros_tale__29_119_750pq__1,-2.6845359644,0.007390273
ros_tale__29_119_750pq__2,-3.1477895857,-0.058002042000000004
ros_tale__ALE4_0pq__1,-0.9838460134,-0.34985045200000003
ros_tale__ALE4_0pq__2,-0.4823565185,-0.25875781000000003
ros_tale__ALE4_250pq__1,3.6375697189,0.7380442730000001
ros_tale__ALE4_250pq__2,3.591998431,0.690668189
pcoli__atASMT_325G__1,0.3315589588,0.47069833200000005
pcoli__atASMT_325G__2,0.48208862090000004,0.44141316500000005
pcoli__bpTDC__1,1.049848321,0.6614350710000001
pcoli__bpTDC__2,1.0072902421,0.663857087
pcoli__BRCA__1,1.5139546821,0.407448374
pcoli__BRCA__2,1.3707336151,0.276910789
pcoli__BRCActrl__1,1.4952168184,1.030934338
pcoli__BRCActrl__2,1.4374031838999999,0.8270469540000001
pcoli__BRCAswap__1,1.8663215451,0.294329238
pcoli__BRCAswap__2,1.8120177271,0.222820185
pcoli__btAANAT__1,0.8813137425,0.436048099
pcoli__btAANAT__2,0.8702894097,0.366743207
pcoli__btASMT__1,1.6459797547,0.42876773900000004
pcoli__btASMT__2,1.5824404026,0.323036109
pcoli__CC1__1,2.4472708469,0.368864419
pcoli__CC1__2,2.3891386164,0.6403429970000001
pcoli__ccCOMT__1,0.6878909032,0.404399808
pcoli__ccCOMT__2,0.5633341572,0.346530622
pcoli__ckDDC__1,2.3015245686,0.555326023
pcoli__ckDDC__2,2.6276302482,0.676012339
pcoli__CNTF_belt__1,1.230256802,0.39838963200000005
pcoli__CNTF_belt__2,1.7605969792,0.47301609200000005
pcoli__cobPNMT__1,0.8107466198000001,0.29560284800000003
pcoli__cobPNMT__2,0.4575814862,0.234605322
pcoli__cvPhhB__1,0.26918352570000004,0.34961900900000004
pcoli__cvPhhB__2,0.1640622368,0.554448594
pcoli__ggAANAT__1,0.0672759482,0.444459586
pcoli__ggAANAT__2,0.5097665339,0.290498254
pcoli__ggTPH__1,0.8487928049000001,0.293211062
pcoli__ggTPH__2,0.7948135764,0.366115077
pcoli__hsAANAT__1,3.7281183094,0.7593120080000001
pcoli__hsAANAT__2,3.877383001,0.7014791
pcoli__hsASMT__1,1.3832524604,0.39176884300000003
pcoli__hsASMT__2,1.1880365571,0.543634838
pcoli__hsPNMT_mb__1,0.29973438950000003,0.292642014
pcoli__hsPNMT_mb__2,0.31081174240000004,0.312016201
pcoli__hsTPH__1,-0.3494894221,0.094980374
pcoli__hsTPH__2,-0.6948521637,0.37663445300000004
pcoli__hsTPH_E2K__1,1.2026314322,0.9180962610000001
pcoli__hsTPH_E2K__2,1.0228332177,1.072784626
pcoli__hsTPH_E2K_N91I_P99C__1,0.6229586798,0.27077231300000004
pcoli__hsTPH_E2K_N91I_P99C__2,0.2928150504,0.13253644
pcoli__hsTPH_N158trunc__1,0.5111615820000001,1.070106681
pcoli__hsTPH_N158trunc__2,0.09434843080000001,1.152263394
pcoli__hsTPH_N174trunc__1,0.5819057554,0.268518215
pcoli__hsTPH_N174trunc__2,0.622202541,0.6751450130000001
pcoli__hsTPH_Ntermtrunc__1,2.9339348970000003,0.759640736
pcoli__hsTPH_Ntermtrunc__2,2.5279729168,0.486915097
pcoli__hsTPH1__1,1.607357748,0.30250513700000004
pcoli__hsTPH1__2,1.5701439215000002,0.348373684
pcoli__MBP__1,0.803858994,0.311929624
pcoli__MBP__2,1.1344509712,0.687744605
pcoli__msCOMT__1,2.5215401196,0.22824908200000002
pcoli__msCOMT__2,2.3696421065,0.187629959
pcoli__ocAANAT__1,0.6745972835,0.263482296
pcoli__ocAANAT__2,0.173910168,0.37609839100000003
pcoli__osTDC_K374H__1,2.1514285203,0.566074932
pcoli__osTDC_K374H__2,2.8207305036,0.43379466200000005
pcoli__osTDC_K374L__1,2.7970231849,0.5101957060000001
pcoli__osTDC_K374L__2,3.4477357636,0.682196145
pcoli__osTDC_K374Q__1,1.7465367652000001,0.24053584700000002
pcoli__osTDC_K374Q__2,1.9924230843,0.330750215
pcoli__osTDC_L360V__1,0.23303899790000002,0.25639975800000003
pcoli__osTDC_L360V__2,0.4700052402,0.692468492
pcoli__pmTPH__1,0.6450030013,0.19309484500000001
pcoli__pmTPH__2,0.9280030806,0.6047055330000001
pcoli__RFC__1,-0.27886830090000003,0.319448165
pcoli__RFC__2,-0.7444142042,0.368242966
pcoli__RFCctrl__1,4.0833906245,0.21270399
pcoli__RFCctrl__2,3.6562988552,0.270152061
pcoli__RFCnopause__1,3.4827534377,0.43166172700000005
pcoli__RFCnopause__2,3.5884059743,0.7943349820000001
pcoli__RFCpluspause__1,2.6075249296000003,0.767416442
pcoli__RFCpluspause__2,2.5926619405,0.668998595
pcoli__rnCOMT_sol__1,3.9672736593,0.501832483
pcoli__rnCOMT_sol__2,3.9011989793,0.231994146
pcoli__rnPNMT__1,2.0795407958,0.322523322
pcoli__rnPNMT__2,1.6911916997,0.6108674270000001
pcoli__rnTDC__1,0.8549239015000001,0.36323768
pcoli__rnTDC__2,1.0103756246,0.367501373
pcoli__rnTDC_trunc__1,1.4709460912,0.7099663940000001
pcoli__rnTDC_trunc__2,1.0075393372,0.914435112
pcoli__saCOMT_T2A__1,-0.13211500340000001,0.529540816
pcoli__saCOMT_T2A__2,0.1700304138,0.48252185000000003
pcoli__sfCOMT__1,-0.011799260300000001,0.209663925
pcoli__sfCOMT__2,-0.5167270208,0.10670296500000001
pcoli__sgAANAT_D63G__1,-0.1516424888,0.293831116
pcoli__sgAANAT_D63G__2,-0.1294558996,0.48875975200000005
pcoli__ssDDC__1,1.9856337786,0.35201508600000003
pcoli__ssDDC__2,1.9677537025,0.605888284
pcoli__TP53B__1,1.2680808487,0.534477522
pcoli__TP53B__2,1.1333414092,0.522913347
pcoli__WT__1,2.7697210097,1.027224012
pcoli__WT__2,2.26758687,0.9163722400000001
cck__glu_ale4__1,-0.6426719541,-0.40693799900000005
cck__glu_ale4__2,-0.45963789180000003,-0.416668692
cck__cck_ale1__1,-1.0980178847,-0.46970818400000003
cck__cck_ale1__2,-0.1084362596,-0.750405258
cck__cck_ale2__1,-0.7657373352,-0.68040362
cck__cck_ale2__2,-0.7473136253,-0.49760312
cck_pgi__gmos_delpgi__1,0.8841095489,0.25460293700000003
cck_pgi__gmos_delpgi__2,1.9322300387,0.20814294200000003
cck_pgi__pgi_ale1__1,-1.1167965354,0.214720334
cck_pgi__pgi_ale1__2,0.0862108479,0.064589009
cck_pgi__pgi_ale2__2,1.661606578,0.029190293000000003
cck_pgi__pgi_ale3__1,0.6056535789,-0.13308092
cck_pgi__pgi_ale3__2,0.1131327573,-0.211791476
cck_pgi__pgi_ale4__1,0.16670249850000002,-0.609716724
cck_pgi__pgi_ale4__2,0.6077386299,-0.796311828
cck_pgi__pgi_ale4__3,0.431626424,-0.6711740190000001
cck_pgi__pgi_ale5__1,0.07849050810000001,0.09508957400000001
cck_pgi__pgi_ale5__2,-0.1420920743,-0.048520497
cck_pgi__pgi_ale6__1,1.4621674057,-0.255926661
cck_pgi__pgi_ale6__2,0.6866403946,-0.33392013400000004
cck_pgi__pgi_ale7__1,1.7981513681,-0.26896375100000003
cck_pgi__pgi_ale7__2,1.5778664436,-0.276212713
cck_pgi__pgi_ale8__1,1.260342675,-0.48285963400000004
cck_pgi__pgi_ale8__2,1.4453744179,-0.543391461
cck_sdh__gmos_delsdhCB__1,1.1271995843,0.543328217
cck_sdh__gmos_delsdhCB__2,0.5708876015000001,0.907158871
cck_sdh__sdh_ale1__1,0.5944402843000001,-0.21400811600000003
cck_sdh__sdh_ale1__2,0.0426297023,-0.45984523
cck_sdh__sdh_ale2__1,0.061838178,-0.345598717
cck_sdh__sdh_ale3__2,-0.2528321015,-0.24951054400000003
cck_sdh__sdh_ale3__1,0.6395718479,-0.311258498
cck_sdh__sdh_ale3__3,0.323507869,-0.42856445800000004
cck_pts__gmos_delptsHIcrr__2,2.3554168949,0.627960311
cck_pts__gmos_delptsHIcrr__1,3.1410989013,0.637941478
cck_pts__pts_ale1__2,-0.3127450486,-0.42369064900000003
cck_pts__pts_ale1__1,-0.25796850400000004,-0.5389156970000001
cck_pts__pts_ale2__2,0.17016500340000001,-0.559053488
cck_pts__pts_ale2__1,-0.0410720214,-0.614914527
cck_pts__pts_ale3__2,-3.7660753339,-1.2614095760000001
cck_pts__pts_ale3__1,-2.220296154,-1.102436873
cck_pts__pts_ale4__2,0.1558373056,-0.5834187740000001
cck_pts__pts_ale4__1,0.2951551478,-0.562851584
cck_gnd__gmos_delgnd__1,1.3018870434,0.346909151
cck_gnd__gmos_delgnd__2,1.7145403957,0.074106735
cck_gnd__gnd_ale1__1,-1.4122419771999999,-0.406944344
cck_gnd__gnd_ale1__2,-1.0005206699,-0.5464326110000001
cck_gnd__gnd_ale2__1,-1.6073265412,-0.439332834
cck_gnd__gnd_ale2__2,-0.860330657,-0.45557519300000004
cck_gnd__gnd_ale3__1,-1.5985910871,-0.437601762
cck_gnd__gnd_ale3__2,-1.1564138492,-0.44307742600000005
cck_tpiA__gmos_deltpiA__1,2.2617406341,0.620689697
cck_tpiA__gmos_deltpiA__2,2.3807565745,0.33269346
cck_tpiA__tpiA_ale1__1,2.1428126833,-0.214499916
cck_tpiA__tpiA_ale1__2,2.9176563478,-0.030783488
cck_tpiA__tpiA_ale2__1,3.9318299154,-0.262964458
cck_tpiA__tpiA_ale2__2,3.6988619428,-0.30214720100000003
cck_tpiA__tpiA_ale3__1,1.4518610873,-0.131469937
cck_tpiA__tpiA_ale3__2,1.4307734327000001,-0.33861176200000004
cck_tpiA__tpiA_ale4__1,3.1484000186,-0.19461620100000002
cck_tpiA__tpiA_ale4__2,2.471498538,-0.22449906900000002
acid_tale__acid_ale1_pH7__1,0.1981876859,-0.6432184160000001
acid_tale__acid_ale1_pH7__2,0.30230686030000004,-0.652911676
acid_tale__acid_ale1_pH5__1,-1.4046828846000001,0.26193440500000004
acid_tale__acid_ale1_pH5__2,-1.0043421802,0.11327111000000001
acid_tale__acid_ale2_pH7__1,0.7015572750000001,-0.551648231
acid_tale__acid_ale2_pH7__2,0.5575066527,-0.68168395
acid_tale__acid_ale2_pH5__1,-0.0325894186,-0.205078581
acid_tale__acid_ale2_pH5__2,0.0130685961,0.40266755800000004
acid_tale__low_Mg_ale_pH7__1,0.7371563745,-0.476266069
acid_tale__low_Mg_ale_pH7__2,0.9746051073,-0.593047369
acid_tale__low_Mg_ale_pH5__1,-1.3184874352,0.12047252100000001
acid_tale__low_Mg_ale_pH5__2,-1.6737833431,-0.06582839800000001
acid_tale__MES_ale_pH7__1,-0.0595914612,-0.478670676
acid_tale__MES_ale_pH7__2,-0.3363220988,-0.5523412440000001
acid_tale__MES_ale_pH5__1,-1.0011408389,0.073015469
acid_tale__MES_ale_pH5__2,0.15820095450000002,0.178149666
acid_tale__gmos_pH7__1,-0.6267111305,-0.506281117
acid_tale__gmos_pH7__2,-0.6015533453,-0.57141253
acid_tale__gmos_pH5__1,-0.8587620168000001,0.142697354
acid_tale__gmos_pH5__2,-1.3219904091,0.07422790900000001
adnB__wt_adn__1,0.4343179749,-0.5917897430000001
adnB__wt_adn__2,-0.5087771032,0.055479056000000006
adnB__delydhB_adn__1,1.6223903053000002,-0.767296607
adnB__delydhB_adn__2,-0.1298456576,-0.392824942
ytf2__wt_glc__1,-0.9809286890000001,0.272042571
ytf2__wt_glc__2,-0.6099866628,0.187429974
ytf2__ybcM_glc__1,0.4189720329,0.247464925
ytf2__ybcM_glc__2,0.17029421250000001,0.39394527900000004
ytf2__ydhB_glc__1,0.4622818755,-0.049898258
ytf2__ydhB_glc__2,0.09913262290000001,0.00343101
ytf2__yfeC_glc__1,-0.06864082070000001,0.04904565
ytf2__yfeC_glc__2,0.4169592411,-0.095962827
ytf2__yciT_glc__1,-0.43192061,-0.008227823
ytf2__yciT_glc__2,-0.8737385151,-0.111227324
ytf2__ydiZ_glc__1,-1.9343159594000001,-0.041630452000000005
ytf2__ydiZ_glc__2,-1.4522507204,0.12113051300000001
ytf2__ynfL_glc__1,-0.3255774829,0.078725735
ytf2__ynfL_glc__2,-0.12148366540000001,0.26065982
misc2__dellon_glc__1,0.59525492,1.045346098
misc2__dellon_glc__2,0.9738648362000001,0.7181894670000001
ytf3__wt_glc2__1,0.040104674800000004,0.059176221
ytf3__wt_glc2__2,-0.3054074698,0.206998237
ytf3__wt_pH7_lactate__1,0.020334450400000002,0.1461853
ytf3__wt_pH7_lactate__2,-0.1462992166,-0.107809818
ytf3__wt_pH55_lactate__1,-0.1658816038,0.075745033
ytf3__wt_pH55_lactate__2,-0.12773643980000002,0.203099682
ytf3__wt_pH55_HCl__1,-0.438944243,0.17088574
ytf3__wt_pH55_HCl__2,0.0202993554,0.19693104
ytf3__dyieP_pH7__1,0.1262890446,-0.092696318
ytf3__dyieP_pH7__2,0.0008388513,0.091109249
ytf3__dyieP_pH55__1,-0.0598649287,0.036190691000000004
ytf3__dyieP_pH55__2,-0.3644660695,0.161823557
