,A,GadE,FliZ
abx_media__rpmi_cipro__1,0.015265024600000001,-5.336435902,2.1363368005
abx_media__rpmi_cipro__2,0.8573209465,-5.568921667,2.1876227605
abx_media__camhb_cipro__1,-2.5057360854,-4.920526294,0.9561823755000001
abx_media__camhb_cipro__2,-2.0257660562,-4.848398743,0.5765178465
hot_tale__42c_ale3_30c__1,-3.9785783838,-3.342565922,5.9652552195
hot_tale__42c_ale3_30c__2,-3.6284077216,-3.12019396,5.8381375825
hot_tale__42c_ale3_37c__1,-1.8688179772,-4.933009963,5.9437446015
hot_tale__42c_ale3_37c__2,-2.4665362087,-5.770378972,6.0022488755
hot_tale__42c_ale3_44c__1,-1.8271805418,-1.037886058,1.0377491425
hot_tale__42c_ale3_44c__2,-1.3893135278,-1.476959825,0.8742861125
hot_tale__hot_ale3_mid_30c__1,-3.8262880502,-2.631806647,4.6151449825
hot_tale__hot_ale3_mid_30c__2,-3.7587667897,-2.624836085,6.3270423195
hot_tale__hot_ale3_mid_37c__1,-2.0399316049,-6.5876320150000005,6.1762713565
hot_tale__hot_ale3_mid_37c__2,-1.5698687580000001,-5.525832358,6.1497280715
hot_tale__hot_ale3_mid_44c__1,-0.2611577878,-0.388931305,4.9660656925
hot_tale__hot_ale3_mid_44c__2,-1.5972603145000002,-1.5175542929999999,4.6513456215
hot_tale__hot_ale3_30c__1,-4.076426801,-1.690021239,5.8920684145
hot_tale__hot_ale3_30c__2,-3.8232850016,-1.815499951,5.8043861395
hot_tale__hot_ale3_37c__1,-1.9363436183,-5.416696486,5.4195533385
hot_tale__hot_ale3_37c__2,-2.6711071666,-5.246509004,5.3814243095
hot_tale__hot_ale3_44c__1,-1.9083282348,-0.550591448,3.1107724555
hot_tale__hot_ale3_44c__2,-2.282836333,-0.952093948,2.7740396895
hot_tale__hot_ale4_30c__1,-3.9498875829,-3.95649414,5.3019990235
hot_tale__hot_ale4_30c__2,-4.0294162234,-3.90633283,5.1959628735
hot_tale__hot_ale4_37c__1,-1.4329451511,-4.908049709,5.9219945345
hot_tale__hot_ale4_37c__2,-1.3627738112,-4.882116456,5.8513224755
hot_tale__hot_ale4_44c__1,-1.1472058822,-2.100057468,2.9112701885
hot_tale__hot_ale4_44c__2,-1.811202857,-2.568644032,4.0816889295
hot_tale__hot_ale8_30c__1,-2.4493826298,-5.083421184,6.0890877895
hot_tale__hot_ale8_30c__2,-2.5969538871999998,-4.809653257,5.9660606455
hot_tale__hot_ale8_37c__1,-0.6536218695,-5.756804122,6.1222215215
hot_tale__hot_ale8_37c__2,-0.3032293406,-6.085160426,6.0042741455
hot_tale__hot_ale8_44c__1,0.24031692170000002,-4.12884677,3.5334206275
hot_tale__hot_ale8_44c__2,-0.08962832250000001,-4.107387872,4.3903497015
hot_tale__hot_ale9_mid_30c__1,-3.5168744659,-2.2469499490000002,5.2260664815
hot_tale__hot_ale9_mid_30c__2,-3.6758761688,-2.560603722,5.1028895855
hot_tale__hot_ale9_30c__1,-4.4988924173000004,-3.779473083,5.6305496975
hot_tale__hot_ale9_30c__2,-3.9983011338,-3.86464081,5.7080261635
hot_tale__hot_ale9_mid_37c__1,-1.8544308139,-5.074873951,5.6164642545
hot_tale__hot_ale9_mid_37c__2,-1.8179651295,-4.815826972,5.6592278455
hot_tale__hot_ale9_37c__1,-1.3041409105000001,-6.449061725,5.5504935735
hot_tale__hot_ale9_37c__2,-1.6219694505,-6.046631506,5.6156940495
hot_tale__hot_ale9_mid_44c__1,-1.1694097375,-2.866714926,0.08058006150000001
hot_tale__hot_ale9_mid_44c__2,-1.002579385,-2.868785621,0.20125396450000002
hot_tale__hot_ale9_44c__1,-1.0034737046,-4.842666395,0.1768457745
hot_tale__hot_ale9_44c__2,-0.3239281388,-4.346977015,0.47467328750000004
hot_tale__hot_ale10_30c__1,-4.2500463551,-2.541987362,5.5582104144999995
hot_tale__hot_ale10_30c__2,-4.596001515,-2.143159929,5.4976350755
hot_tale__hot_ale10_37c__1,-2.1580333944,-5.5954091770000005,5.8133705885
hot_tale__hot_ale10_37c__2,-1.8725277397000002,-5.069752441,5.8665418925
hot_tale__hot_ale10_44c__1,-1.3067848347,-1.669919783,3.0911386105
hot_tale__hot_ale10_44c__2,-1.2371370239,-1.943142299,2.5035359165
hot_tale__hot_ale16_30c__1,-3.4815226048,-2.770999842,5.4220262045
hot_tale__hot_ale16_30c__2,-3.9226903521,-2.922287222,5.5458400445
hot_tale__hot_ale16_37c__1,-1.0606946235,-5.093242505,5.6205115225
hot_tale__hot_ale16_37c__2,-1.0482985458,-5.762196497,5.6263790625
hot_tale__hot_ale16_44c__1,0.055580098,-2.443630807,1.7481114325
hot_tale__hot_ale16_44c__2,-0.4943797203,-2.603685113,0.7332496345
pdhr_ale__pdhR-13_51__1,-1.6656691486000001,-2.28825697,4.5063532255
pdhr_ale__pdhR-13_51__2,-2.4635254999000002,-1.863444194,4.0361872125
pdhr_ale__pdhR-14_46__1,-0.860704063,1.350714508,0.2741637925
pdhr_ale__pdhR-14_46__2,0.14700726190000002,1.006351182,0.1507381435
pdhr_ale__pdhR-15_51__1,-1.6466355654,0.26096641400000004,4.7550778555
pdhr_ale__pdhR-15_51__2,-1.3928222868,0.128110118,4.8521146265
pdhr_ale__pdhR-16_49__1,1.4063916439,3.260221728,0.5156883985
pdhr_ale__pdhR-16_49__2,1.1803316249,1.454752513,0.1016014415
tcs__del_atoC_LiAcet__1,-0.1840990619,-1.1661064859999999,-1.3447920045
tcs__del_atoC_LiAcet__2,0.2477405453,-1.242749923,-0.9688211885
tcs__del_atoC_LiCl__1,0.4280165381,0.5728027720000001,-0.9696946255000001
tcs__del_atoC_LiCl__2,0.5097828126,0.644875226,-0.2797811555
tcs__del_atoC_m9__1,0.550744067,-0.44279140300000003,-0.4674688905
tcs__del_atoC_m9__2,0.8272323819,-0.85129524,-0.1380186095
tcs__del_baeR_etoh__1,-6.9574474145,0.536211199,-1.2039569135
tcs__del_baeR_etoh__2,-6.2117704626,-1.295111975,-0.8133503935
tcs__del_baeR_lb__1,3.5994125764,4.141051578,2.3978380595
tcs__del_baeR_lb__2,3.3746141098,4.247838628,2.5885582355
tcs__del_btsR_01xlb__1,4.416445481,4.235767328,0.3712025915
tcs__del_btsR_01xlb__2,4.3727455811,4.155969548,0.2310526815
tcs__del_btsR_lb__1,-5.2065103302,-1.457520962,1.2123751345
tcs__del_btsR_lb__2,-5.3708660503,-1.623716605,1.4708552145
tcs__del_btsR_pyruvate__1,3.2979008013,4.118492578,0.0723563575
tcs__del_btsR_pyruvate__2,3.5841102719,3.9773963080000003,0.25240600350000003
tcs__del_cpxR_etoh__1,-6.9785619782,1.142898158,0.2812538005
tcs__del_cpxR_etoh__2,-7.614733001,1.302281595,-0.3668905335
tcs__del_cpxR_lb__1,2.8978260887,3.7987227480000003,1.9770340845
tcs__del_cpxR_lb__2,2.8987404633000002,3.7694119180000003,2.0966635735
tcs__del_cusR_CuSO4__1,-3.0625923505,-0.781243561,1.0128888985
tcs__del_cusR_CuSO4__2,-2.5694060102,-1.7677943950000001,0.9432212725
tcs__del_cusR_lb__1,-5.5747631741,-3.630744213,0.9022049445
tcs__del_cusR_lb__2,-5.674701714,-2.406378135,0.8832668805
tcs__del_kdpE_01-kcl__1,7.6543709507,4.191924948,0.8752565895000001
tcs__del_kdpE_01-kcl__2,8.3329292193,4.116419158,0.8047028175000001
tcs__del_kdpE_115-kcl__1,1.5427604145,0.11422016500000001,0.0393393785
tcs__del_kdpE_115-kcl__2,1.5260162671000002,0.10632276600000001,-0.2814540835
tcs__del_phoB_m9__1,0.8467739982,0.8048022760000001,-0.1387120375
tcs__del_phoB_m9__2,0.8726172048,0.993490434,0.18773611950000002
tcs__del_phoB_m9p__1,-3.2627250382,-3.296790938,-1.6679912835000001
tcs__del_phoB_m9p__2,-3.265983894,-2.931801064,-1.5914595435
tcs__del_rcsB_etoh__1,-6.7665320433,-0.8897684330000001,-0.6531415895
tcs__del_rcsB_etoh__2,-6.9995973218,-0.549054157,-0.9015589905
tcs__del_rcsB_lb__1,-0.7730580881,1.5612023970000002,0.7284750065000001
tcs__del_rcsB_lb__2,-0.9506972967,1.6991136770000002,1.3114851185
tcs__del_zraR_lb__1,-4.4014247358,-4.227828967,1.1707289055
tcs__del_zraR_lb__2,-4.2942677002,-4.269221127,1.3364399035
tcs__del_zraR_zncl2__1,-3.4962754768,-1.422273012,-0.3045331545
tcs__del_zraR_zncl2__2,-3.4680264385,-1.253893658,-0.4912190645
tcs__wt_01-kcl__1,7.111229012,3.714189918,1.2314180035
tcs__wt_01-kcl__2,7.008176564,3.756961908,0.9181468955000001
tcs__wt_01xlb__1,3.4318238484,3.869067568,1.3471814825
tcs__wt_01xlb__2,2.8472471158,3.824199428,1.2048390995
tcs__wt_115-kcl__1,1.7258903912,0.15615900500000002,0.18919562750000002
tcs__wt_115-kcl__2,1.4684029454,0.036221917,0.3304856885
tcs__wt_CuSO4__1,-6.7466030203,-3.80442634,3.8351030525
tcs__wt_CuSO4__2,-7.059514072,-3.42617844,4.0269583685
tcs__wt_etoh__1,-6.5353898982,0.039328874,0.6497213665
tcs__wt_etoh__2,-6.191217365,-0.133885113,0.24362612050000002
tcs__wt_lb__1,-0.6066195525,3.039796928,4.2338851075
tcs__wt_lb__2,-1.5004597634999999,3.044518938,4.2675199555
tcs__wt_LiAcet__1,0.046690463,-0.90643434,3.7515275225
tcs__wt_LiAcet__2,0.295138014,0.08456669900000001,3.6260127525
tcs__wt_LiCl__1,0.0455962056,-1.008990735,4.3817252365
tcs__wt_LiCl__2,0.2139945158,-0.559590778,4.3960935755
tcs__wt_m9p__1,-2.3178914906,-3.793410674,3.3872718345
tcs__wt_m9p__2,-2.2814670486,-5.082718533,3.3226794885
tcs__wt_pyr__1,3.2587032141,3.521216148,0.9613591125000001
tcs__wt_pyr__2,2.8764257445,3.549848118,1.5434002005
tcs__wt_zncl2__1,-4.091084418,-3.494465259,3.1827354975
tcs__wt_zncl2__2,-3.8879612592,-3.503719477,3.0608093955
ros_tale__0_0_0pq__1,-1.7060989188,-6.74345351,3.1637461255
ros_tale__0_0_0pq__2,-1.5523255057,-5.76180189,3.3003631705
ros_tale__0_0_250pq__1,0.0478270666,-5.041399959,1.6807074735
ros_tale__0_0_250pq__2,-0.287206328,-4.68842156,1.5082907135
ros_tale__1_mid_250pq__1,-0.6699909311000001,-5.328818889,2.9865611355
ros_tale__1_mid_250pq__2,-0.8729688792,-5.670828407,3.1191059745
ros_tale__1_0_0pq__1,-1.8366372336,-5.352513185,4.3916831275
ros_tale__1_0_0pq__2,-2.0744146471000002,-4.82690433,4.3032889135
ros_tale__1_0_0pq__3,-2.0129337669,-5.134199446,4.5657399325
ros_tale__1_0_0pq__4,-1.9623759886,-5.6150576260000005,4.5776807925
ros_tale__1_0_250pq__1,-1.6576379482,-6.000353454,3.8998293805
ros_tale__1_0_250pq__2,-1.4584798431000001,-5.810817146,3.7543655805
ros_tale__1_0_750pq__1,-1.5816236425999999,-4.815012863,3.3186759715
ros_tale__1_0_750pq__2,-1.7969799070999999,-6.382403246,3.3385111485
ros_tale__1_1_0pq__1,-3.0906946466,-3.82576783,4.8719996205000005
ros_tale__1_1_0pq__2,-2.3182451661,-4.060129629,4.6291143275
ros_tale__1_1_250pq__1,-2.9842002457000003,-3.703154049,4.6265108375
ros_tale__1_1_250pq__2,-2.9164894654999998,-4.9044134580000005,4.6347051215
ros_tale__1_1_750pq__1,-1.9876345290000001,-4.613589544,4.6072644765
ros_tale__1_1_750pq__2,-2.2793541317,-4.708036574,4.5214728775
ros_tale__1_2_0pq__1,-0.4541221144,-3.434280375,6.0331843835
ros_tale__1_2_0pq__2,-0.6010749682000001,-4.001447242,6.0832468555
ros_tale__1_2_250pq__1,-0.2837365593,-3.315996589,6.0777447955
ros_tale__1_2_250pq__2,-0.9401346416,-3.6941501910000003,6.1334390155
ros_tale__1_2_750pq__1,-1.143443675,-3.293685372,6.1773021765
ros_tale__1_2_750pq__2,-0.9938197333000001,-3.197814931,6.1525784625
ros_tale__1_3_0pq__1,-1.1260193301,-1.711678418,6.2727662095
ros_tale__1_3_0pq__2,-0.908795648,-1.5790843730000002,6.3423666845
ros_tale__1_3_250pq__1,0.1321363764,-5.076234947,4.9774162605
ros_tale__1_3_250pq__2,-0.20824949680000002,-5.528366479,5.3062784745
ros_tale__1_3_250pq__3,-0.0063702218,-4.571916371,5.6031470955
ros_tale__1_3_250pq__4,0.9614613331,-6.550910752,4.9246168095
ros_tale__1_3_750pq__1,-0.9799152711,-3.96346874,5.2989215505
ros_tale__1_3_750pq__2,-0.9237450242,-2.8695841150000003,5.3894199985
ros_tale__1_4_0pq__1,0.0938881223,-4.191897541,4.2895514725
ros_tale__1_4_0pq__2,-0.3070800388,-3.746245587,4.3863470585
ros_tale__1_4_250pq__1,-0.8354101567000001,-4.107124019,3.8384633675
ros_tale__1_4_250pq__2,-0.23052736940000002,-3.9796604870000003,3.8712136995
ros_tale__1_4_750pq__1,-0.5235209676,-4.68247241,3.7038039345
ros_tale__1_4_750pq__2,-0.0327225814,-3.333875937,3.3812081035
ros_tale__1_4_750pq__3,0.4089109658,-5.777759729,3.5199586295
ros_tale__1_4_750pq__4,0.8517292269000001,-4.003164626,3.5174003115
ros_tale__2_mid_250pq__1,-0.43108782370000004,-5.616908649,2.1624249325
ros_tale__2_mid_250pq__2,-0.2247598631,-5.473890515,1.9310703275
ros_tale__2_0_0pq__1,-1.2959363605,-4.319590996,2.5829394695
ros_tale__2_0_0pq__2,-1.2393768157,-4.042297888,2.5430169635
ros_tale__2_0_0pq__3,-1.8558505167,-6.104684688,2.8368208955
ros_tale__2_0_0pq__4,-0.9235657519,-6.028090128,2.9587674985
ros_tale__2_0_250pq__1,-1.2490463723,-5.950049674,1.5656788215000002
ros_tale__2_0_250pq__2,-1.1241379219,-5.899798027,1.7100671035000001
ros_tale__2_0_750pq__1,0.5556818393,-2.689233802,-0.0095887455
ros_tale__2_0_750pq__2,0.7678855184000001,-3.129174303,0.10069734250000001
ros_tale__2_1_0pq__1,-0.3613972117,-4.941889273,0.7815395505
ros_tale__2_1_0pq__2,-0.5826800646,-5.12399319,1.2446259465
ros_tale__2_1_250pq__1,-1.6578897552,-4.535738078,0.7099287535000001
ros_tale__2_1_250pq__2,-2.0952648889,-4.994348501,1.2495242874999999
ros_tale__2_1_750pq__1,-1.6273951525,-4.952296715,0.5168859895
ros_tale__2_1_750pq__2,-1.7993593426,-4.341915094,1.0865002785
ros_tale__2_1_750pq__3,-0.5206127453,-4.502921722,0.8466127965
ros_tale__2_2_0pq__1,-1.0082574806,-3.5045741440000002,2.8478255605
ros_tale__2_2_0pq__2,-1.5311707163000001,-3.076272799,3.1004866835
ros_tale__2_2_250pq__1,-0.4648297108,-4.013662668,0.6307790135
ros_tale__2_2_250pq__2,-0.2164602264,-3.263460217,0.15890882650000002
ros_tale__2_2_750pq__1,0.5501667694,-3.838460908,-0.2010703725
ros_tale__2_2_750pq__2,0.7494961344000001,-1.839354475,-0.4965128915
ros_tale__2_3_0pq__1,-0.3690127512,-3.816203066,-0.0644245145
ros_tale__2_3_0pq__2,-1.4764173689,-3.5506581070000003,-0.6051734715
ros_tale__2_3_250pq__1,0.2604590436,-4.108077441,-0.2823469125
ros_tale__2_3_250pq__2,1.2211678988,-5.890983191,-1.0977492375
ros_tale__2_3_750pq__1,-0.1064566218,-4.295764246,-0.2875930575
ros_tale__2_3_750pq__2,-0.3446515955,-4.050683041,-0.45752932150000003
ros_tale__3_0_0pq__1,-0.4911005175,-3.349726413,4.6954317165
ros_tale__3_0_0pq__2,-0.2027321662,-3.854064811,4.4501148575
ros_tale__3_0_250pq__1,0.8306264559000001,-4.030777325,3.8677752575
ros_tale__3_0_250pq__2,0.5911541209,-4.569882041,3.9456143385
ros_tale__3_0_750pq__1,1.2849981265000001,-5.79045536,3.0319808625
ros_tale__3_0_750pq__2,0.1471027695,-3.9551491270000003,2.7255958705000003
ros_tale__3_1_0pq__1,-0.108887563,-2.958803096,1.9483701465
ros_tale__3_1_0pq__2,-0.6111417848,-2.967718675,2.6010614204999998
ros_tale__3_1_250pq__1,-1.2595556289,-3.561006661,1.9597785615
ros_tale__3_1_250pq__2,-1.797716028,-3.412346158,1.8019768004999999
ros_tale__3_1_750pq__1,-0.3336181361,-3.857238777,1.2913157815
ros_tale__3_1_750pq__2,-1.3715317039000001,-4.262255929,1.4510642755
ros_tale__3_2_0pq__1,-0.3043428291,-2.972170773,1.5260822885
ros_tale__3_2_0pq__2,-0.5291803598,-2.544612629,1.5440190865
ros_tale__3_2_0pq__3,-1.2963590274,-2.886329299,1.8675549235000002
ros_tale__3_2_0pq__4,-0.804842162,-2.4263452770000002,1.6104725485
ros_tale__3_2_250pq__1,0.7757021518,-2.746269034,-1.2272578915
ros_tale__3_2_250pq__2,0.2555224263,-2.582439775,-0.9307789945
ros_tale__3_2_750pq__1,0.0668582893,-3.337979519,-0.8799706985
ros_tale__3_2_750pq__2,-0.38442103990000004,-3.208468321,-0.7732357495000001
ros_tale__3_3_0pq__1,-1.9058379332,-4.23565848,5.6159504315
ros_tale__3_3_0pq__2,-1.9931317109000002,-4.321794532,6.0177609035
ros_tale__3_3_0pq__3,-1.4300478556,-4.710213282,5.6069174115
ros_tale__3_3_0pq__4,-1.7966461467000001,-4.012728856,6.2252262985
ros_tale__3_3_250pq__1,-0.11722402230000001,-3.127062227,0.3031336745
ros_tale__3_3_250pq__2,0.5934878408,-3.053085361,0.9870909485
ros_tale__3_3_750pq__1,0.35324782530000004,-3.940481967,0.1452735245
ros_tale__3_3_750pq__2,-0.0246865842,-3.81015798,0.0240157735
ros_tale__3_4_0pq__1,-0.8421282639000001,-3.715126001,-0.2882124005
ros_tale__3_4_0pq__2,-0.4558036116,-2.734325444,-0.29108487650000003
ros_tale__3_4_250pq__1,0.3217800273,-3.607673039,0.1687395625
ros_tale__3_4_250pq__2,0.7871659437,-3.710809367,0.8812937275
ros_tale__3_4_750pq__1,-0.3583597502,-4.91359723,-0.2636484335
ros_tale__3_4_750pq__2,-0.2958843083,-4.308340428,-0.5848069775
pcoli__atASMT_325G__1,-1.9184015672,-5.184358047,-0.0537675475
pcoli__atASMT_325G__2,-2.0111740919,-5.357932555,-0.3017308635
pcoli__bpTDC__1,-0.4248204022,-6.107027061,-0.3904448155
pcoli__bpTDC__2,-0.4824231867,-6.375469331,-0.2503491235
pcoli__BRCA__1,-0.5061410854,-6.275627435,-0.19994327850000002
pcoli__BRCA__2,-0.3029710266,-6.697336461,-0.009307998500000001
pcoli__BRCActrl__1,-1.0194443888,-5.941481879,-0.21936547550000002
pcoli__BRCActrl__2,-1.3211035334,-5.876993345,-0.2899439855
pcoli__BRCAswap__1,-0.434673405,-5.463173168,0.0833596105
pcoli__BRCAswap__2,-0.349846221,-5.05443742,0.5088732935
pcoli__btAANAT__1,-1.6033768327,-5.637590673,0.026793386500000002
pcoli__btAANAT__2,-1.5893023625,-5.145764362,-0.0353306855
pcoli__btASMT__1,-0.6782329252,-5.608244053,0.0596107025
pcoli__btASMT__2,-0.7179492095000001,-5.435490187,-0.1007246145
pcoli__CC1__1,-0.526286468,-3.187101655,0.6805085635
pcoli__CC1__2,-0.7103745825000001,-4.530832409,0.7917871915
pcoli__ccCOMT__1,-1.5455235446,-5.729895759,0.15831807050000002
pcoli__ccCOMT__2,-1.7121380510000002,-6.199701546,0.3039331485
pcoli__ckDDC__1,-1.0956900935,-2.749418926,0.2325845005
pcoli__ckDDC__2,-1.5018476285,-3.303061857,0.22436633350000001
pcoli__CNTF_belt__1,-1.060040236,-5.62972488,0.13601441150000002
pcoli__CNTF_belt__2,-1.0657363023,-4.508879621,0.4569914565
pcoli__cobPNMT__1,-1.6322838641000001,-4.7731133660000005,0.4411139985
pcoli__cobPNMT__2,-1.7209287011,-5.04339438,0.25484984650000003
pcoli__cvPhhB__1,-2.0926372407,-5.091400292,0.3020475185
pcoli__cvPhhB__2,-2.4828522605,-5.181643575,0.1891266475
pcoli__ggAANAT__1,-2.4173951157999998,-5.45858346,-0.1123897855
pcoli__ggAANAT__2,-2.4162107591,-5.318620666,-0.0898444245
pcoli__ggTPH__1,-1.6531780918,-5.037252537,-0.1635231625
pcoli__ggTPH__2,-1.9629145039,-5.352785848,-0.07867170750000001
pcoli__hsAANAT__1,-0.25570624670000003,-3.6781155510000003,0.3206910465
pcoli__hsAANAT__2,-0.301590425,-5.538108413,0.8646041005
pcoli__hsASMT__1,-0.6931554716,-6.381093166,-0.9208966795
pcoli__hsASMT__2,-0.9883718376,-6.177668717,-0.2273453035
pcoli__hsPNMT_mb__1,-2.863786778,-5.505878696,0.1260173335
pcoli__hsPNMT_mb__2,-2.0952885456,-5.346107484,-0.1720887075
pcoli__hsTPH__1,-1.7506894462,-6.22886128,0.1487178295
pcoli__hsTPH__2,-1.9049317107000001,-5.748180837,-0.1452449305
pcoli__hsTPH_E2K__1,-1.205118444,-5.376863799,0.1319982075
pcoli__hsTPH_E2K__2,-1.0876141886,-5.784740101,0.3073943665
pcoli__hsTPH_E2K_N91I_P99C__1,-1.2120346529,-6.947829072,0.0847181765
pcoli__hsTPH_E2K_N91I_P99C__2,-1.5717333196,-6.682121368,-0.2230737415
pcoli__hsTPH_N158trunc__1,-1.4021062703,-4.997124245,-0.1089094305
pcoli__hsTPH_N158trunc__2,-1.4308379891,-4.9998743910000005,-0.2918327965
pcoli__hsTPH_N174trunc__1,-0.9254353332,-5.0635053899999996,0.2198120155
pcoli__hsTPH_N174trunc__2,-1.6435524901,-5.405053121,-0.3206409435
pcoli__hsTPH_Ntermtrunc__1,0.43601872080000004,-5.138903195,0.1916185235
pcoli__hsTPH_Ntermtrunc__2,0.258161183,-6.246465039,0.0750925095
pcoli__hsTPH1__1,-0.9466854100000001,-5.709815683,0.4864898405
pcoli__hsTPH1__2,-0.7796766074,-5.096450482,0.3641724605
pcoli__MBP__1,-0.653015872,-5.946793222,-0.26496592550000003
pcoli__MBP__2,-0.9640554209000001,-6.169924879,0.4495654565
pcoli__msCOMT__1,-0.37027094390000004,-6.20517535,-0.0256663365
pcoli__msCOMT__2,-0.7584682297,-6.765807759,-0.3409833155
pcoli__ocAANAT__1,-2.3599686129,-5.616465534,0.0092569455
pcoli__ocAANAT__2,-1.9299468092,-5.419979293,0.1267294445
pcoli__osTDC_K374H__1,-0.6464389261,-6.567977215,0.6430433695000001
pcoli__osTDC_K374H__2,-0.2827885652,-6.80378381,0.5898957245
pcoli__osTDC_K374L__1,-0.5432561296,-7.039142857,-0.11665682250000001
pcoli__osTDC_K374L__2,-0.7718776135000001,-6.978139745,-0.35243743250000004
pcoli__osTDC_K374Q__1,-1.3888521194,-5.500717767,0.2448444005
pcoli__osTDC_K374Q__2,-0.88927495,-5.355493529,0.39014958250000004
pcoli__osTDC_L360V__1,-1.7245353975,-5.360117915,-0.0404830635
pcoli__osTDC_L360V__2,-1.4485355426,-5.553089702,-0.07398429150000001
pcoli__pmTPH__1,-2.0732430046,-6.942230383,-0.44161903750000003
pcoli__pmTPH__2,-1.8929209755,-7.12924432,-1.0871001905
pcoli__RFC__1,-2.6754828715,-6.300225324,0.09700051750000001
pcoli__RFC__2,-2.8993214920000003,-5.128827321,-0.2834215775
pcoli__RFCctrl__1,0.0508657883,-4.41447659,0.7261965265
pcoli__RFCctrl__2,-0.1435214363,-4.669996723,0.7105365255
pcoli__RFCnopause__1,0.027658387700000002,-4.478922734,0.6608427685
pcoli__RFCnopause__2,-0.25263325540000003,-4.342177694,-0.2793302145
pcoli__RFCpluspause__1,-0.4803137383,-5.237387826,0.2052988735
pcoli__RFCpluspause__2,-0.6864944295000001,-4.69804301,-0.1237611425
pcoli__rnCOMT_sol__1,-0.0255718424,-4.38462685,0.7621020455
pcoli__rnCOMT_sol__2,-0.1028264259,-4.03116239,0.9327941055000001
pcoli__rnPNMT__1,-0.9947740982000001,-5.76076783,-0.5338329195
pcoli__rnPNMT__2,-0.8978708774,-6.013606045,-0.2934498475
pcoli__rnTDC__1,-0.8977561482,-6.261432091,-0.7296857265000001
pcoli__rnTDC__2,-1.1047677793,-6.680493113,-0.0951517845
pcoli__rnTDC_trunc__1,-0.6944133798000001,-7.065767781,0.1377519605
pcoli__rnTDC_trunc__2,-0.4840808742,-6.633536462,-0.1779598175
pcoli__saCOMT_T2A__1,-1.9778432658,-5.295520337,-0.1132878725
pcoli__saCOMT_T2A__2,-2.0154390136,-6.013741757,0.050703477500000003
pcoli__sfCOMT__1,-2.2808444973,-5.5753378300000005,-0.5630355455
pcoli__sfCOMT__2,-2.3146411892,-5.8203807770000004,-0.1905782955
pcoli__sgAANAT_D63G__1,-2.6250083391,-4.871860339,0.2036859725
pcoli__sgAANAT_D63G__2,-2.5752960734,-5.144704714,-0.2814621235
pcoli__ssDDC__1,-0.4255196234,-6.502498229,0.16252769150000002
pcoli__ssDDC__2,-0.5003612214000001,-6.436498585,-0.19800955150000002
pcoli__TP53B__1,-1.5536797926,-5.754199597,-0.0599999675
pcoli__TP53B__2,-1.271251847,-5.605931545,-0.17169665850000002
pcoli__WT__1,0.33790090710000004,-5.585462369,0.6523901625
pcoli__WT__2,-0.4661670661,-4.898423442,0.8768127835
cck__glu_ale4__1,-2.2536363544,-5.652765218,1.4748945285000001
cck__glu_ale4__2,-1.3898016029,-4.900923417,0.3990839735
cck__cck_ale1__1,-2.4749844873,-5.647645221,0.3396389225
cck__cck_ale1__2,-2.4710147568,-6.602352605,0.5967349425
cck__cck_ale2__1,-2.2166781943,-6.560390232,0.4328915995
cck__cck_ale2__2,-2.168370422,-5.404010177,0.18869342050000001
cck_pgi__gmos_delpgi__1,-0.2839028836,-5.644899771,0.9573732855
cck_pgi__gmos_delpgi__2,-0.32209282850000004,-6.689414187,3.2021740105
cck_pgi__pgi_ale1__1,-1.8219765505,-6.124514115,0.7301221245
cck_pgi__pgi_ale1__2,-1.8798028927,-6.012191382,-0.0103577945
cck_pgi__pgi_ale2__2,-1.3745390186,-5.254008391,0.2566762785
cck_pgi__pgi_ale3__1,-2.4368313795,-6.019739882,1.2374794494999999
cck_pgi__pgi_ale3__2,-2.532972662,-5.795089242,0.4119777985
cck_pgi__pgi_ale4__1,-2.5334775519,-6.040420237,0.5479397115
cck_pgi__pgi_ale4__2,-2.855853345,-6.10315089,0.1787627785
cck_pgi__pgi_ale4__3,-2.4744792734,-5.375441499,0.22869152250000002
cck_pgi__pgi_ale5__1,-2.3991033554,-7.002055083,1.0202431725
cck_pgi__pgi_ale5__2,-3.2178805089,-6.290548155,1.1296215125
cck_pgi__pgi_ale6__1,-1.7706790055,-6.517216905,1.7703777175000002
cck_pgi__pgi_ale6__2,-1.9107835481,-6.269959902,0.8612925515000001
cck_pgi__pgi_ale7__1,-1.5190213554,-6.010735284,2.4461233505
cck_pgi__pgi_ale7__2,-1.692312356,-6.037892298,1.6518998025
cck_pgi__pgi_ale8__1,-1.1396156132,-6.056610658,0.9231007665000001
cck_pgi__pgi_ale8__2,-0.7040781874,-6.560487053,0.6603090345
cck_sdh__gmos_delsdhCB__1,0.021553354,-2.769402161,-0.2238366095
cck_sdh__gmos_delsdhCB__2,-1.0246612118,-3.533710855,0.4473192185
cck_sdh__sdh_ale1__1,-1.7611908272,-3.604736972,-0.0013750975
cck_sdh__sdh_ale1__2,-2.0318643937,-3.858096534,0.15213698150000002
cck_sdh__sdh_ale2__1,-2.5336417950000003,-4.016754303,0.2051096835
cck_sdh__sdh_ale3__2,-2.5406979610000002,-4.699395533,-0.2944286615
cck_sdh__sdh_ale3__1,-1.891130896,-4.426680136,0.47216112250000003
cck_sdh__sdh_ale3__3,-1.9798131942000001,-4.195008995,0.2191413795
