,A,Fnr,NarP,NarL,ModE,flhD
ytf__wt_ph8__1,0.496767223357243,-0.5787427820000008,0.11970910200000072,-0.35995393949999954,-0.34770857899999896,-0.0426807690000004
ytf__wt_ph8__2,0.5362611509867088,-0.3957363220000012,0.010553182000000659,-0.27431484150000074,-0.4962854629999986,-0.1075430190000004
ytf__delybaO__1,16.262687877340635,-1.6552725600000002,0.5979314720000009,0.4246207255000005,-0.04178561199999909,0.44578902399999976
ytf__delybaO__2,16.296510110126867,-1.410532003000002,0.862292634000001,0.5214714285000001,0.1927134670000017,0.8256202740000003
ytf__delybaQ__1,0.7924176764451065,-0.606795733000002,0.05455365200000095,-0.2681458604999998,-0.4224019259999992,0.2718556730000001
ytf__delybaQ__2,1.246738895898289,-0.5836305950000007,0.16207112900000098,-0.2141154734999997,-0.3417259839999991,0.041616233000000065
ytf__delybiH__1,1.2444376246813795,-0.9780890030000008,-0.15657747000000022,-0.021794833499999555,-0.35295081399999884,-0.8676692409999998
ytf__delybiH__2,5.175734254237355,-1.476111577000001,0.2505347490000007,0.20510170549999973,0.058348867000001185,-0.2911659980000003
ytf__delydcI_ph5__1,0.1067297420102078,-0.6045711670000014,0.03279052800000048,-0.3228478054999995,-0.2854801289999989,-0.1748897490000001
ytf__delydcI_ph5__2,-0.1321992137734772,-0.612837080000002,-0.07535668899999948,-0.4355703905000015,-0.25641669899999897,-0.26320424300000056
ytf__delydcI_ph8__1,-0.482937161622135,-0.4941553620000008,-0.2412599509999991,-0.23065727849999984,-0.47647129799999893,-0.3862446799999999
ytf__delydcI_ph8__2,-0.1095437872757581,-0.6297628440000018,-0.039136537999999284,-0.3051913155000001,-0.5419492599999991,-0.1893504470000007
ytf__delyddM__1,2.61958162938392,-0.5226934970000006,0.5342135680000011,0.11745116450000025,-0.045628667999999095,-0.25641209499999995
ytf__delyddM__2,1.247165583000358,-0.4254320210000007,0.37822589800000106,0.07583943649999991,0.029298273000001093,-0.3664386989999997
ytf__delyheO__1,16.350291577634625,-1.8218537240000008,0.5804769990000009,0.3870393585,-0.008602803999998798,0.3182700790000013
ytf__delyheO__2,16.306026615010822,-1.8295830700000009,0.6816538670000005,0.3588376784999987,0.10337607700000097,0.6635284329999998
fps__bw_glc__1,0.5907116998047706,-0.6606700440000015,0.3050562670000003,-0.7943733424999992,-0.6189149509999979,0.4771801519999999
fps__bw_glc__2,1.300146489465539,-0.7722607140000015,0.3847033330000009,-0.6581343165,-0.7920561929999987,0.5877181809999996
fps__fps_thrA_ale1__1,0.3730163565040525,-0.5674762880000017,0.7392933360000002,-0.2444576485000001,-0.6888673199999991,1.8396299769999995
fps__fps_thrA_ale1__2,1.3545094920987368,-0.7100081640000013,0.4837715580000008,-0.22257904050000032,-0.4145245719999986,2.006337585999999
fps__fps_thrA_ale2__1,2.794532466454582,-0.7084273220000004,0.5159201490000012,-0.3165566974999994,-0.4732379289999989,1.9415307859999995
fps__fps_thrA_ale2__2,2.988132985939131,-0.6741296350000017,0.505620694000001,-0.2330808065000003,-0.3746129249999983,1.976282254
fps__fps_serB_ale1__1,1.6581531706776238,-0.7472038340000005,0.4510559090000008,-0.42182246549999997,-0.4872123129999988,2.8678245339999995
fps__fps_serB_ale1__2,1.5368620160271569,-0.6559473680000014,0.24097339600000026,-0.2425066065000001,-0.3821588109999992,2.725414106
fps__fps_serB_ale4__1,-0.6814922455578226,-1.1846466490000012,0.18578475300000094,-0.7474121245000003,-0.3954726579999983,0.7513014980000001
fps__fps_serB_ale4__2,-1.3315614756192364,-1.019253874000002,0.2272169330000011,-0.4772296524999993,-0.2413530449999985,1.0133175000000003
fps__fps_ptsI_ale1__1,1.191614186702063,-0.9269502930000008,0.21549186300000045,-0.9798916594999998,-0.7612810759999986,0.6352140400000001
fps__fps_ptsI_ale1__2,0.8884749597341265,-0.8308143870000021,0.32398805500000005,-0.9160638715000003,-0.6368236149999991,0.7771676520000002
fps__fps_ptsI_ale3__1,1.7664036499484326,-0.8180644960000016,0.3043311180000021,-1.0673735244999998,-0.7307099219999991,0.7394757849999998
fps__fps_ptsI_ale3__2,1.6220014516096517,-0.8140812820000018,0.1615731450000002,-0.9897267365000006,-0.8108292979999989,0.6886624299999999
pal__lyx_ale2_f6__1,1.1047673462936436,-0.4994335160000016,0.4124731340000008,-0.8733868394999984,-0.2884778329999991,0.3691871490000001
pal__lyx_ale2__1,3.1023026898443558,-0.5389567430000017,0.5370573240000011,-0.5212098915000007,-0.1621920649999984,0.875393613
pal__lyx_ale2__2,3.1952428565884365,-0.5235788160000006,0.5291094100000002,-0.43257182249999904,-0.3271906509999987,1.1054015430000002
pal__lyx_ale4__1,2.0576436029484264,-0.7789653710000017,0.38901241900000105,-1.2860029674999989,-0.501285005999998,1.1095174619999997
pal__lyx_ale4__2,2.492511198116345,-0.7546695460000006,0.1055159090000002,-0.9581307365000002,-0.6080288069999984,0.990241299
pal__5drib_ale10_f18__1,0.6345910169057924,-0.8584368649999998,-0.06841752699999938,-0.7201649965000003,-0.15521653399999913,0.3780356559999989
pal__5drib_ale10_f18__2,1.184861132839071,-0.7536076010000006,0.3625024000000003,-0.6814127944999999,-0.06207451299999889,0.24710022899999995
pal__5drib_ale10__1,0.5116279830665446,-0.6081119500000014,0.2377072590000013,-0.1758722205000005,0.22017011600000114,0.4064507260000001
pal__arab_ale14_f9__1,1.3033463672085168,-0.6507291250000016,0.2667578750000006,-0.07170880249999902,-0.3919617499999983,0.557206409
pal__arab_ale14_f9__2,1.10508810566554,-0.5790906580000019,0.16951606300000055,0.05077463449999975,-0.26824074099999873,0.4793171250000006
pal__arab_ale14__1,2.1761419658755545,-0.5612669600000011,0.05877501800000218,-0.31848850949999985,-0.42070693999999786,0.3886481509999991
pal__arab_ale14__2,1.2249843008281245,-0.6327277780000014,0.2692095800000001,-0.6615002365000002,-0.3920401999999985,0.5378354759999997
pal__arab_ale16__1,0.4825423593916648,-0.6648468970000003,0.07330281800000105,0.5829491044999999,0.2794897580000013,0.8665986019999998
pal__arab_ale16__2,0.7628993006273486,-0.6864830750000017,0.4462802160000008,0.5586155835000001,0.10600578200000133,0.8679325139999996
pal__tartr_ale26_f10__1,1.1773108075911547,-0.703734273000002,0.3400491040000011,-0.8698164945000002,0.050943315000001384,-0.910311697
pal__tartr_ale26_f10__2,0.4831389735565129,-0.6609027810000008,0.09611412200000036,-0.6115317274999992,0.10246811200000128,-0.2603467469999998
pal__tartr_ale26__1,1.604734684171878,-0.7898414690000024,0.2451976560000002,-0.7410600384999997,0.005439753000000991,-0.10033538199999993
pal__tartr_ale26__2,1.8035276399990048,-0.7943045050000013,0.15179373900000126,-0.7062647344999995,-0.17414277799999933,-0.012420493000000477
pal__tartr_ale28_f10__1,0.2631219182852666,-0.6169361680000005,0.03008395700000044,-0.7938215304999998,0.01626646800000131,0.1498858519999997
pal__tartr_ale28_f10__2,0.9043425577449078,-0.6927632880000019,-0.08860045799999927,-0.9818579145,0.06067283900000131,-0.22147469899999986
pal__tartr_ale28__1,1.0492950469895936,-0.7137339220000012,0.3092268710000008,-0.7693066324999993,-0.10176211999999828,0.5750681150000005
pal__tartr_ale28__2,1.6984266053012391,-0.6521569950000004,0.6151905030000009,-0.8011193074999996,-0.35002623399999955,0.5304331750000006
efeU__delmenFentC_citr__1,5.443855346967659,-1.164833993000002,0.4777611750000004,-0.0938442644999995,-0.5509177429999985,0.0604029989999999
efeU__delmenFentC_citr__2,5.1272693176260535,-1.2848913940000024,0.4245135440000008,-0.2117927454999995,-0.5989314259999983,-0.4731193540000005
efeU__delmenFentC__1,-2.4595851550681425,-0.5161069770000015,-0.8421169369999992,0.19650876050000046,-0.19168760599999854,-0.636412612
efeU__delmenFentC__2,-2.2239309168441066,-0.5080433480000011,-0.7616887879999991,0.1538504965000005,-0.04108277099999835,-0.7587817750000001
efeU__menFentC_ale39__1,11.049865292151004,-2.109849670000001,0.478532609000001,0.1517904105000003,-0.4022766899999981,-0.2228819470000003
efeU__menFentC_ale39__2,12.994264304209636,-2.0968477890000026,0.425568139000001,0.3921516294999998,-0.3707036939999995,-0.23846638300000045
efeU__menFentC_ale29__1,13.46384334827406,-2.366996998000001,-0.034024625999999,-0.4200080484999997,0.253727190000002,-1.278895746
efeU__menFentC_ale29__2,12.532925716156296,-2.3954243040000014,-0.04735454999999966,-0.5188053044999998,0.18322966600000168,-1.3482448430000007
efeU__menFentC_ale30__1,4.5959295412238985,-0.5423336000000011,0.22483529200000074,-0.7710836915000003,-0.5780173579999985,0.936396695
efeU__menFentC_ale30__2,4.759422852787631,-0.4112517400000009,0.12407192800000112,-0.6546561955000003,-0.4488004719999985,0.2837254019999982
efeU__menFentCubiC_ale36__1,-0.4033245834519974,-0.4590538350000006,-0.8192473449999991,0.10485902650000156,-0.14942153799999858,-1.1982777120000003
efeU__menFentCubiC_ale36__2,0.2369793199717945,-0.5276504510000013,-0.16781132099999851,-0.2659715915000005,-0.2625331049999984,-0.77902878
efeU__menFentCubiC_ale37__1,-1.5442862548434984,-0.4292119980000013,-0.0273339969999995,-0.3369691674999995,0.0025088780000013244,-0.9361329690000001
efeU__menFentCubiC_ale37__2,-1.0188521248267457,-0.37967822400000095,-0.04381066000000011,-0.21318631050000025,-0.04458066699999908,-1.0344128
efeU__menFentCubiC_ale38__1,1.6961129550928,-0.4036745170000007,0.4426796099999999,-0.1927905494999997,-0.09451562199999852,-0.1758439909999998
efeU__menFentCubiC_ale38__2,1.591552691999377,-0.3732575010000012,0.30594154100000104,-0.1314762604999995,-0.1889002049999986,-0.2864418430000004
misc2__salc_glc__1,-0.1776889879784312,-0.22932395800000194,0.12760704200000106,0.04884142349999987,-0.05076124599999865,0.3014325360000001
misc2__salc_glc__2,0.3426735980626121,-0.03345726400000082,0.5350762180000022,-0.05881932949999946,-0.167986932999999,-0.06903392700000044
misc2__dbcn_glc__1,4.07060456139323,-0.7301900130000014,-0.7729532709999996,-1.3161856565,-0.7923662029999994,1.4634377109999999
misc2__dbcn_glc__2,2.138998214294123,-0.8092735110000007,-0.3006129969999991,-0.9762902215000002,-0.8969475119999988,1.381185671999999
misc2__tyr_glc__1,-0.5513307265035857,-0.5575643070000016,-0.3126985969999989,-0.29137660349999983,-0.4611236359999982,2.1166893239999998
misc2__tyr_glc__2,0.0524266179389231,-0.5539005700000015,-0.3081330559999991,-0.2493271774999997,-0.2698142869999991,1.9427932940000008
misc2__arg_cytd__1,12.610910560271371,-1.1034638080000008,0.5832194810000004,-0.7299638994999995,-0.2719027509999972,1.780998534
misc2__arg_cytd__2,7.716637304402033,-0.7432087820000017,0.6238117830000007,-0.7226907684999997,-0.2405946809999984,1.5572330819999998
misc2__delyheO_pyr__1,11.2752986366692,-0.7526202150000003,0.6783951709999999,-0.16499258649999948,-0.38957984799999856,0.5170173169999996
misc2__delyheO_pyr__2,5.005937501167708,-0.4191611070000008,0.4340308960000003,-0.3955289274999991,-0.5943655539999986,0.466391464
misc2__dellon_glc__1,2.379466310466149,0.3493916779999981,-0.8361074799999989,-0.4105492865000002,-0.04210630299999885,-1.0401836070000003
misc2__dellon_glc__2,2.0451400646651083,0.5194171779999994,-1.0087149139999996,-0.7020863384999999,-0.3263260039999993,-1.2351895090000005
nquinone__delubiC__1,1.2360845681711914,-0.6095067330000017,0.23552904800000096,-0.4614789295000001,-0.36797682899999895,2.081093682
nquinone__delubiC__2,-0.1679086676402566,-0.6044100700000019,-0.17741753899999946,-0.25647179449999946,-0.14368520199999854,2.067243949
nquinone__ubiC_ale1__1,1.1156935403303334,-0.4323583200000005,0.15253392500000018,-0.05616607949999963,-0.009784790999998629,2.016187239
nquinone__ubiC_ale1__2,0.2649499353647725,-0.6067025980000018,0.006231698000000564,-0.09777098249999927,-0.032976363999999585,2.130172704
nquinone__ubiC_ale2__1,-0.1021785206250683,-0.5499352390000016,0.3265204440000007,0.043204039499999965,-0.18814855799999908,1.6017845400000006
nquinone__ubiC_ale2__2,0.2866706494688014,-0.5028724020000013,0.27471236600000104,-0.025497963499999443,-0.2561608779999993,1.685121228
nquinone__ubiC_ale3__1,0.3254955161541019,-0.5823368140000014,-0.6270649099999996,-0.8959829054999995,-0.7486069009999987,2.078965756
nquinone__ubiC_ale3__2,0.1076426209823274,-0.5599778960000013,-0.4462367139999994,-0.9659653554999998,-0.30472143699999865,1.758260925
nquinone__ubiC_ale4__1,0.5756494217200178,-0.6001517920000019,-0.0710544500000001,0.006563358499999339,-0.02434361799999873,1.7452232529999998
nquinone__ubiC_ale4__2,0.1752995527969799,-0.5363889490000009,0.18462026300000112,0.20412599849999946,0.07919953700000093,1.5883818729999994
nquinone__delpdhR__1,4.330000300982194,-0.8817682130000009,0.11992619200000032,-1.1638198045,-0.5913293019999983,2.4875206709999995
nquinone__delpdhR__2,3.2166868045047607,-0.8676659450000006,0.2742071430000008,-1.2477763024999993,-0.7295170519999985,2.7424342850000007
quinone__glu_ale4__1,6.914615618766677,-0.7937296570000019,0.8893408060000008,-0.6137973695000003,-0.2977951749999983,1.2832809909999991
quinone__glu_ale4__2,18.07890449175535,-1.3345289250000008,0.8266886620000005,0.08294221950000047,-0.3244980939999991,0.6286751919999993
quinone__delmenF__1,2.744654205970489,-0.6263961320000018,0.20891038999999975,-0.0494158054999998,-0.30800842199999856,0.4944116139999997
quinone__delmenF__2,4.202588820219955,-0.5904860330000012,0.5741876890000013,-0.06627740650000025,-0.4215947009999983,0.3455997599999998
quinone__menF_ale5__1,7.127614321307279,-1.5730570960000012,0.2871823260000008,0.03095992349999932,0.2532438850000016,-0.6176653880000007
quinone__menF_ale5__2,7.284112287466952,-1.5773257790000024,0.24585789200000094,-0.001696112499999458,0.09713865800000132,-0.942877836
quinone__menF_ale6__1,8.067278637773132,-2.032580734000001,0.20055772999999988,-0.04363322650000079,0.1758095560000017,-0.34196556500000064
quinone__menF_ale6__2,9.330253920771256,-2.029661312000001,-0.025866762999999796,0.05963873849999945,0.26056044700000136,-0.3764411180000007
quinone__menF_ale7__1,15.46951704826387,-2.266448492000001,-0.05150021899999935,0.2125941684999999,0.07973253600000163,-0.1763298130000006
quinone__menF_ale7__2,14.058125512580986,-2.358642473000001,0.08927650800000109,0.20252375549999968,0.08223605500000186,-0.16320206800000034
quinone__menF_ale8__1,18.96093105029101,-2.309375750000001,0.5518389360000002,0.3216119255000001,0.14485848200000095,0.03713684399999995
quinone__menF_ale8__2,9.95929982526627,-0.8210202880000015,0.055342873000000736,0.30951476250000104,0.14787737100000165,-0.20109044199999992
quinone__delmenFubiC__1,0.0707878099674162,-0.5446679390000018,-0.3050124350000001,0.0021142935000000307,-0.3823787779999988,-0.3961717980000001
quinone__delmenFubiC__2,0.734331381010911,-0.5307565460000011,-0.19828801599999848,0.13728447050000006,-0.28302691199999863,-0.13863031899999978
quinone__menFubiC_ale1__1,18.77206344739854,-2.5481107570000012,-0.5312392869999991,0.7491145084999999,0.054599474000001536,-0.7480392809999996
quinone__menFubiC_ale1__2,18.916904779219223,-2.5745257670000012,-0.15816439199999888,0.6345051144999987,-0.044668065999997175,-0.9295279079999998
quinone__menFubiC_ale2__1,18.28581986094187,-2.5041279210000007,-0.1032512179999996,0.9392737994999996,-0.0394954659999982,-1.1160407350000003
quinone__menFubiC_ale2__2,18.862905790687023,-2.4451129780000027,-0.3793749059999989,1.0102653854999994,-0.11313102999999812,-0.7253804170000002
quinone__menFubiC_ale3__1,3.17122087329364,-0.5054432390000017,-0.08995262399999948,-0.1866845735,-0.615800179999999,0.2449132919999997
quinone__menFubiC_ale3__2,1.954135533567716,-0.5051048730000005,0.050648007000000383,-0.2045876594999996,-0.4675706549999985,0.7773546179999995
quinone__menFubiC_ale4__1,6.147136950646611,-1.639778015000001,0.3292699070000005,0.22164052750000085,0.1849478160000011,-0.8971376040000001
quinone__menFubiC_ale4__2,6.404428973886111,-1.525707863000001,0.5475261270000003,0.12060501250000046,0.3267536090000016,-1.0997910680000018
oxyR__wt_glc__1,6.792750995888433,-0.8089780310000005,1.4324948080000022,-1.1792619845,-0.5545355319999983,2.2446312369999983
oxyR__wt_glc__2,6.637783160406091,-0.6878140150000007,1.6160196720000002,-1.2122088054999995,-0.5354291559999984,2.173552000999999
oxyR__wt_h2o2__1,8.642230810557413,-0.7709993870000016,1.3642168580000007,-1.2092205445,-0.7095126809999988,2.170221131999998
oxyR__wt_h2o2__2,9.543635696215174,-0.5165665970000006,1.4891548059999993,-0.7819696074999998,-0.3803315479999991,1.7986536639999997
oxyR__glu_ale4__1,6.002718275031131,-0.4998186800000006,2.0720936410000004,-0.4191883424999992,-0.3764657559999982,0.9246019179999996
oxyR__glu_ale4__2,4.117413823641539,-1.0535432470000003,1.860993628000001,-0.44187062549999995,-0.4389927419999991,0.8930760879999999
oxyR__glu_ale4_h2o2__1,5.0562311674846185,-0.8761725550000001,1.7702508450000003,-0.3740276255000001,-0.456625977999999,1.059471857
oxyR__glu_ale4_h2o2__2,3.7354928476416673,-1.0044108940000012,1.565965524000001,-0.3782253115000005,-0.2047902439999989,0.7125101410000001
oxyR__oxyR_ale17__1,4.344834655902891,-0.9421467330000012,1.7252229560000003,-0.7739573244999995,-0.3778177999999981,1.3684850880000001
oxyR__oxyR_ale17__2,5.152986879350832,-1.093086918000001,1.6697874210000003,-0.8888965104999995,-0.3653987049999978,1.1058613800000003
oxyR__oxyR_ale17_h2o2__1,4.551628454400672,-0.9796284760000002,1.7720609330000006,-0.9141537815000004,-0.22108810699999906,1.7139999579999996
oxyR__oxyR_ale17_h2o2__2,3.811557145968898,-0.5898082770000013,1.9243698260000004,-1.1604518145,-0.3976625599999979,1.5262065189999996
oxyR__oxyR_ale18__1,10.831586502712051,-1.166562635,1.4516377659999993,-1.5072900634999984,-0.7221438679999991,2.001790782
oxyR__oxyR_ale18__2,12.797229249034636,-0.6725769710000016,1.6588742240000007,-1.4919827405,-0.5230342269999984,2.136277352
oxyR__oxyR_ale18_h2o2__1,5.618166456302942,-1.0918933600000005,1.8524945210000008,-0.9541385955,-0.2505906509999987,1.3117550590000002
oxyR__oxyR_ale18_h2o2__2,5.710134194032322,-1.1393528260000014,1.910195852,-1.0521794555,-0.2158162959999972,1.5176191459999997
oxyR__oxyR_ale19__1,7.773652266674833,-1.0451964960000009,1.5192357590000007,-1.6118221615,-0.8406815399999985,2.06372208
oxyR__oxyR_ale19__2,18.80441013283836,-0.725073354000001,1.742186493000001,-1.4187666805,-0.4860831199999982,1.91510892
oxyR__oxyR_ale19_h2o2__1,7.347102835016767,-0.7358367710000007,1.1906854420000004,-1.5853093895,-0.6858033919999986,1.969568062
oxyR__oxyR_ale19_h2o2__2,6.438219865102909,-0.8039380640000022,1.3427433020000006,-1.4801573155000003,-0.6508577609999984,1.911255718
oxyR__oxyR_ale20__1,6.765660123423032,-1.4027556840000024,1.6109626600000002,-1.0670861065000006,-0.20426765499999802,0.9457226829999996
oxyR__oxyR_ale20__2,7.2249938131569555,-1.4280679270000007,1.66776812,-0.9915333705,-0.18874736499999845,1.224572364
oxyR__oxyR_ale20_h2o2__1,5.856229435479094,-1.0986975080000008,1.850029827,-0.9357440224999998,-0.15878212499999833,1.1737349019999996
oxyR__oxyR_ale20_h2o2__2,5.521822601655033,-1.127493234000001,1.7300363599999995,-0.8875884924999989,-0.14046143699999902,0.9881425039999998
svns_pgi__BmePgi24_15__1,4.575232318953838,-0.5360552860000016,1.435887622000001,-0.3760668074999991,-0.6065606719999987,0.21844016399999955
svns_pgi__BmePgi24_15__2,2.799264436435166,-0.5360455760000011,1.2413997740000011,-0.3804900634999999,-0.6755168859999987,0.189098175999999
svns_pgi__BmePgi24_26__1,5.063638264555268,-0.524884001000002,1.395275668000001,-0.9001993245000001,-1.0367998309999988,0.3837082379999997
svns_pgi__BmePgi24_26__2,1.208173990390884,-0.4864099500000005,1.201917583000001,-0.7239035174999993,-0.8942346529999989,0.21180419900000125
svns_pgi__BmePgi24_41__1,7.336761215009921,-0.44696534900000096,1.7272763920000005,0.08582189050000011,-0.2794616429999985,0.20384786599999935
svns_pgi__BmePgi24_41__2,1.20062880177566,-0.4670558630000006,1.119682835,-0.7092105915000007,-0.9145852949999984,0.3745447930000001
svns_pgi__BmePgi24_52__1,8.945595422787424,-0.4944578470000014,1.4525655030000006,-0.6891163764999995,-0.6443319339999984,0.177850705
svns_pgi__BmePgi24_52__2,1.1750899326204272,-0.541468839000002,1.0634042420000007,-0.7073035484999997,-0.7305830129999986,0.1291830419999993
svns_pgi__PaePgi2_34__1,1.6696799482550413,-0.35587768100000083,1.7260570050000004,0.1432086865000004,0.0232917590000028,-1.7519751150000005
svns_pgi__PaePgi2_34__2,1.2244143819436777,-0.3716520780000003,1.5589234670000005,0.05695397549999993,-0.12322966999999795,-1.5200819350000003
svns_pgi__PaePgi2_63__1,4.07912640808601,-0.3306225780000016,1.6303038020000002,-0.1039783605000002,-0.38133045499999785,-1.607542393
svns_pgi__PaePgi2_63__2,2.435589572938357,-0.3901852840000011,1.6335578020000003,-0.2280742484999996,-0.2434331799999985,-1.618147066
svns_pgi__PaePgi24_54__1,10.218063418796945,-0.8311115560000015,1.8180596070000004,-0.10879174349999944,-0.15823378899999962,-1.4771122510000003
svns_pgi__PaePgi24_54__2,11.020540131862502,-0.8662979580000005,1.7177797850000005,-0.1511696984999995,-0.2997750029999988,-1.8506361119999999
svns_pgi__PaePgi24_90__1,11.881079971280016,-0.7702927290000012,1.8296229740000003,-0.3593032334999995,-0.3972900759999982,-1.906391237
svns_pgi__PaePgi24_90__2,10.90713129980964,-0.7893792930000014,1.8739526090000007,-0.4299964124999995,-0.41745366999999867,-1.977305699
abx_media__m9_ctrl__1,-0.3719830898660618,-0.8938289440000009,-0.7609860899999994,-1.2446789615,-0.759920554999999,-0.10056526700000036
abx_media__m9_ctrl__2,0.2488344797951484,-0.8991160770000004,-0.965028822999999,-1.3104621934999994,-0.5358663079999983,0.20692513599999884
abx_media__rpmi_ctrl__1,13.804903700126818,-1.557518067000002,0.66299448,-0.6316149024999991,-1.204076806999999,2.069147764
abx_media__rpmi_ctrl__2,15.241448272148263,-1.5839219300000007,0.43455969700000097,-0.3341771624999996,-1.2297455289999988,1.94828184
abx_media__camhb_ctrl__1,4.541385324825999,-1.179529736000001,-0.0927604509999993,-2.6131021825,-1.2251160259999985,0.8445057459999994
abx_media__camhb_ctrl__2,7.689344603349306,-1.261389653000002,-0.14943740199999933,-2.5333668405000003,-1.1839912639999983,0.6074500839999999
abx_media__m9_mero__1,-0.734978482893983,-0.9119070650000012,-0.6197646949999989,-2.3783633935,-0.6587846969999989,-0.8445479540000003
abx_media__m9_mero__2,-0.4497387329488697,-1.133278434000001,-0.9018561739999996,-1.9206515735,-0.6978280579999989,-0.09930185199999997
abx_media__rpmi_mero__1,10.25375804488893,-1.6535658390000023,-0.06814183699999887,-1.4034768095,-1.5310541199999983,1.9718321529999996
abx_media__rpmi_mero__2,11.41221041594649,-1.8328940680000023,0.2905544220000005,-1.0727006215,-1.285212229999999,2.039810244
abx_media__camhb_mero__1,2.1895908326913847,-1.4644877940000018,-0.8913583539999994,-2.9774129214999996,-1.696641077999999,-1.5602503800000005
abx_media__camhb_mero__2,2.0316708154650898,-1.4166246660000006,-0.8509893199999992,-3.0560450505000003,-1.655076120999999,-0.8655757280000005
abx_media__m9_trisulf__1,-0.9380618907266828,-0.4676025150000012,-0.9459863549999996,-1.8272529995,-0.4308295899999983,-1.2564389040000004
abx_media__m9_trisulf__2,-0.3096432011705692,-0.5692284570000012,-0.7744094369999992,-1.6281453684999994,-0.3255814799999985,-1.0131378590000004
abx_media__rpmi_trisulf__1,3.3494544812978195,-0.7884398340000018,0.027352818000000667,-1.6446397755000002,-0.6267509979999986,-1.5661685390000004
abx_media__rpmi_trisulf__2,2.7246566241630203,-0.7543595560000007,-0.19944088199999926,-1.6024175795,-0.5568623139999982,-2.119980255
abx_media__camhb_trisulf__1,2.253548156584334,-0.6868955570000015,-0.4629349339999997,-2.2186303355000003,-0.7910804329999985,-2.443539889
abx_media__camhb_trisulf__2,2.0206908788061813,-0.7414238250000018,-0.5741440109999996,-2.2708530125,-0.891346766999999,-1.979469816
abx_media__m9_cef__1,0.3540355718615831,-0.6019969600000009,-0.5236011839999994,-1.5982843585,-0.7232688799999991,0.2605967479999993
abx_media__m9_cef__2,1.2513273949473365,-0.8015251920000015,-0.5553095179999996,-1.5207189815,-0.6281075449999989,-0.0277828229999999
abx_media__rpmi_cef__1,6.0299760135605736,-0.8307925950000001,-0.3033013029999996,-2.0186258885,-1.2708886569999986,0.01835336099999907
abx_media__rpmi_cef__2,5.358889489332608,-0.7416807140000009,-0.32403848899999943,-1.8782758075,-1.1009626459999984,0.4774212219999994
abx_media__camhb_cef__1,3.360797584208903,-1.0817596130000011,-0.26523876499999943,-2.2702762055,-1.2405380349999984,-1.78003305
abx_media__camhb_cef__2,3.0438354831284444,-1.061934583000001,-0.31225741099999915,-2.4516748774999995,-1.0462157229999989,-1.5987549800000005
abx_media__m9_cipro__1,0.6996140534731211,-0.7758492030000017,-1.3193752519999995,-1.3917499184999995,-0.7520748539999982,-0.6826338920000001
abx_media__m9_cipro__2,0.6577756101761801,-0.853964598000001,-1.329955469999999,-1.6073914874999993,-0.6947156449999987,-0.7594989980000006
abx_media__rpmi_cipro__1,9.928742226910323,-1.0100535220000015,-0.4664434209999993,-1.6759964104999998,-1.3189403859999986,-0.5766868690000004
abx_media__rpmi_cipro__2,7.190001417823131,-0.9865308030000008,-0.28602233799999954,-1.9203096015,-1.144270581999999,-0.7895004750000005
abx_media__camhb_cipro__1,4.195259684390575,-0.6598682350000011,-0.6219775149999993,-2.2605209705,-0.9922550559999984,-1.7628797130000002
abx_media__camhb_cipro__2,4.3089548207768535,-0.7293645650000009,-0.8620574749999994,-2.1954210295000003,-0.981148715999998,-1.5863391119999999
hot_tale__42c_ale3_30c__1,-0.7694824499503258,-0.31695025400000176,-0.7238352779999992,-0.6455651495000003,-0.282673544999998,2.237680585000001
hot_tale__42c_ale3_30c__2,-0.6309463104740705,-0.3400038020000018,-0.9418954369999994,-0.6768525995000001,-0.4165242619999985,2.3066041509999984
hot_tale__42c_ale3_37c__1,2.706376789026516,-0.3753982770000004,0.231451066,-0.5762783755000003,-0.181983301999999,2.395374984
hot_tale__42c_ale3_37c__2,1.3864569562243163,-0.3437324220000004,-0.03028193299999948,-0.6036873374999994,-0.4571756839999983,2.488447088
hot_tale__42c_ale3_44c__1,2.48791267693254,-0.6295553280000004,0.6904906710000001,0.3937830455000002,-0.6217751269999985,1.860880642
hot_tale__42c_ale3_44c__2,3.142114016854177,-0.7233255390000011,0.8638603090000014,0.4017930665000016,-0.6964478479999991,1.3698015919999982
hot_tale__hot_ale3_mid_30c__1,-2.840417712633958,-0.4170887780000019,-0.8076961329999994,-0.5350687824999998,-0.1825755229999988,2.0208536839999995
hot_tale__hot_ale3_mid_30c__2,-0.5331481579192405,-0.4165719660000011,-0.18944036599999856,-0.4399935324999991,-0.09928042499999812,2.4783461140000003
hot_tale__hot_ale3_mid_37c__1,2.509877913266142,-0.3567725280000005,-0.2667031519999989,-0.7768702584999998,0.2308218640000028,2.650846735000001
hot_tale__hot_ale3_mid_37c__2,2.526271639728426,-0.5292693580000005,0.08956015800000118,-0.7295481665000008,-0.4185711179999991,2.6458565379999994
hot_tale__hot_ale3_mid_44c__1,9.259846862593832,-1.1714352350000006,2.3441276040000005,-1.3677582404999995,-0.08128351999999861,2.4372964250000004
hot_tale__hot_ale3_mid_44c__2,10.456763807433402,-1.2013848630000012,1.957061476000001,-0.6799400215000002,-0.6309717039999985,2.7826208739999996
hot_tale__hot_ale3_30c__1,-0.911542133843093,-0.6191741980000014,-0.6954030409999996,-0.7456317544999997,0.020696785000001938,2.292695495
