,A,AcrR,OmpR,FliZ,QseB,ihfB,HdfR,Crp,rcsB,hns,LrhA,Fur,YjjQ
crp__delcrp_glc__2,-3.1044304986,-1.0236742365,0.8443206395,0.027734276500000002,0.2680272685,0.880205215,-0.023849145000000002,-9.566616581,0.035776085,-0.3134747,-0.8305671325,-0.203130993,0.213910133
crp__delcrp_glc__3,-2.8378277968,-0.6197543485,0.7503653915,-0.1393927705,0.5439981205000001,0.9120195050000001,0.17003231800000002,-9.852476477,0.026237818000000003,-0.21876864000000001,-0.6576848325,-0.113717757,-0.415155113
crp__delcrp_glyc__1,-3.1982658722,-0.8761777735,0.7844405665,-0.4216021445,0.43400100550000004,0.895131325,0.250146921,-9.852476477,0.11833454900000001,0.02966842,-1.3691665195,-0.31081626300000004,0.138667898
crp__delcrp_glyc__2,-2.5638134969,-0.6883937945,0.7645441005,0.3144922115,0.8657978575,0.8307353350000001,0.029270659,-9.852476477,0.119919732,0.02537553,-1.2756006165,-0.272416987,0.495547624
crp__delcrp_glyc__3,-3.0668465986,-0.4138104305,0.6764062985,0.4606783615,0.49349613350000004,0.894754805,0.10274290500000001,-9.852476477,0.19561546,0.04325833,-1.3590791975,-0.172980614,0.269965891
glu__glu_ale3__1,-5.1155463777,-1.1737748905,1.5386959225,2.5352766335,-0.0090767565,0.6064907850000001,0.210311413,1.438555163,-0.189767171,1.3683247600000001,-0.5432525835,-0.11348783900000001,-0.753500006
glu__glu_ale4__1,-0.9526543581,-0.44720245550000004,0.1585621965,3.9573553185,-0.5711549945000001,-0.26191363500000003,-0.5120499470000001,0.12370463300000001,-0.47285240300000003,0.77320914,-1.5818676635000002,-0.404231708,-0.152576354
glu__glu_ale5__1,2.2289757551,-0.3696677105,0.0746911075,5.1222717875,-0.7844503245000001,-0.846024697,-1.018945226,0.23737495300000003,-0.370753123,-0.10871099999999999,-0.8482611465000001,-0.541371818,-0.171647145
glu__glu_ale6__1,0.7587108504000001,-0.4211213935,-0.40016895950000003,2.4543408625,-0.7763000475,-0.775242359,-0.823863675,-0.266972174,-0.568732337,0.65606547,-1.4492241915,-0.510735197,-0.353942778
glu__glu_ale8__1,-1.9036705216,-0.6407330385000001,1.3250495545,4.7468457785,-1.1755365085,0.6607472950000001,-0.10460725900000001,1.5517659030000002,-0.0030164,1.92126842,0.0643880725,-0.174249173,-0.49621503400000005
glu__glu_ale9__1,-3.2488052832,-0.6462309115,1.0152214275,2.0248335165,0.2338569795,-0.066971575,-0.234556645,0.736260553,-0.128570389,1.12685818,-0.7550441765,-0.448683669,-0.506975395
glu__glu_ale10__1,-5.0549755417,-0.9912418015000001,1.2223461875,4.2520938505,-0.5682390645000001,0.21387256500000001,0.071999252,1.248499963,-0.23952594100000002,0.12353771000000001,0.2287113275,-0.341837171,0.132863071
42c__wt_42c__1,0.3266239944,-0.1676510105,0.2020179695,-0.8665179695,0.6170908075,-0.314610025,-0.23913546200000002,-0.022893763,-0.049772468,-0.67670802,0.1271569525,-0.6408752710000001,-0.002316414
42c__42c_ale1__1,0.5409838585,-1.3623413565,1.1616171545,5.8174084575,-1.3185001855,0.116353545,-0.396615372,0.578078713,-0.41264938,-0.68423688,0.9308821775,-0.334999313,-0.130061499
42c__42c_ale2__1,2.1032266187,-0.33244474150000003,-0.0819881385,5.3387393125,-0.6981366795,-0.254239745,-0.8171241250000001,-0.001157444,-0.459838075,-0.10393026,0.0675249735,-0.700050626,-0.558335186
42c__42c_ale3__1,2.5612370708,-0.1180221325,0.1981331415,4.9630866115,-0.8550899365,-0.295363645,-0.6920113370000001,-0.163650862,-0.28980298600000004,-0.38124682,0.39325130550000004,-0.42708929100000004,0.028570239
42c__42c_ale4__1,-1.1676684237,-0.1324391505,0.6359511065,3.9972084685000002,-0.1230883135,-0.598037926,-0.38762000700000004,0.18829674300000002,-0.25088004,0.01100023,0.6390304685,-0.444465149,-0.032696325000000005
42c__42c_ale5__1,2.2634777838,0.1587486675,-0.1397982535,4.6761670575,-0.6555194955,-0.42064137500000004,-0.815013508,-0.255090408,-0.16614488200000002,-0.12419577,-0.1275185445,-0.481719369,-0.09561881500000001
42c__42c_ale6__1,-1.8963850207,-1.6959597085,1.7403572455,0.6404688255000001,0.6339243985,-0.051506065000000004,-0.302750306,0.584709813,-0.8017140580000001,-1.13007257,0.9807268635,0.29714986400000004,-0.39502087300000005
42c__42c_ale8__1,-1.6479272466000001,-0.4270398515,1.1931687115,0.3683441955,0.7667263135,0.068028155,0.331090368,0.898060053,-0.236550633,0.012841430000000001,0.4047232395,0.200874984,-0.753500006
42c__42c_ale9__1,1.9463048499000002,0.2869108295,-0.1196441345,5.6739275225,-0.4666566975,-0.241751655,-0.68795186,0.234450913,-0.47574914500000004,1.16128745,-1.4535545055,-0.52844176,-0.564618623
42c__42c_ale10__1,-2.1166496856,-0.7664721975000001,0.9856576675000001,4.6544471845,-0.38799935150000003,-0.179127275,0.489474601,0.5824345430000001,-0.429093253,0.21495588000000002,1.0533799925,0.188756154,0.7089613640000001
ssw__wt_ac__1,-0.2855287207,-0.6756592905000001,0.0617314575,0.3666304515,-0.2090390185,-0.346710805,0.090294832,0.155824183,-0.45022876300000003,-0.40042136,1.3051596785,-0.30963029400000003,0.32896916600000004
ssw__wt_glc__1,0.37848569390000003,-0.0881533305,-0.06629241450000001,3.7256334435,0.5118109565,-0.342105245,-0.45382787900000005,0.08995910700000001,0.239917344,0.25344146,0.5383903795,-0.262425489,0.023528963
ssw__wt_glyc__1,0.6771963678,-0.9752134285,0.3359882575,0.9330735595,-1.5006942475,-0.589388949,-0.8981929860000001,0.264629563,-0.15467734400000002,-0.60755293,2.4938752685,-0.340352881,0.34408646600000004
ssw__wt_xyl__1,-3.1460636519,-0.9036917275,-0.2871250405,-0.1599917485,-0.1647037435,-0.050211675000000004,0.8882681450000001,0.615108903,0.110010199,0.28186954000000003,1.3475767795,0.022620157000000002,0.6506455160000001
ssw__glc_ale1__1,-0.7737058463,0.1149492695,0.8278158195,-0.5656171795,0.0665166665,0.112337685,-0.560599548,0.311997713,-0.164193587,0.22923629,1.3524015095,-0.334013147,0.019276059
ssw__glc_ale2__1,-2.6076866868,-0.2780088925,1.0597460425,-0.8554596885,0.3962462385,0.8555401050000001,-0.123501943,0.5353218630000001,0.063675517,0.33127166,1.7397586985,-0.30422876200000004,0.29010550300000004
ssw__glc_ale3__1,-2.1852768289,-0.1593993785,0.6340339725,-2.1896761165,-0.1027248095,0.353007465,0.021285829000000003,0.445484003,-0.063925137,0.4004929,1.1570530655,-0.069263481,-0.24376165800000002
ssw__glyc_ale1__1,-1.221075028,-0.22623735150000002,0.7557271205,-0.5797748995,-0.0027238655,0.5749310550000001,-0.25596628600000004,0.29887890300000003,-0.430986499,0.13415038,1.1593990495,-0.500832661,0.10078722100000001
ssw__glyc_ale2__1,-2.9214005271000003,-0.39725721550000004,0.5685847465,-0.5692611895,0.0623566755,0.20948735500000001,0.21022253800000001,0.302115623,-0.050641425000000004,0.2516189,1.5278011945,-0.24338409100000002,0.017441676
ssw__xyl_ale1__1,-2.8989310507,1.8867844295,0.4500466865,4.6835979645,-0.3913252935,0.125166975,-0.09864044,-0.214788422,-0.6550095650000001,-0.18116071,2.7658080765,-0.042690987,0.72009451
ssw__xyl_ale2__1,1.0066069649,0.35665047450000004,0.32596986450000004,5.5511705805,-0.5917753455,-0.22523246500000002,-0.385147638,0.026451149,-0.353180857,0.09598591000000001,2.2448586275,-0.175974286,0.44620037300000004
ssw__xyl_ale3__1,-2.7669298915000002,1.5101555795000001,0.0390312305,1.1594914845,0.6719970685000001,-0.522299721,-0.20737845900000001,-0.313835929,-0.33781426400000003,0.12971208,1.6696939385,-0.457388622,0.399771217
ssw__glc_ac_ac2__1,-3.4098867109,-0.7803564875,0.6140211565,-0.2741816015,-0.6749394915,0.171467045,0.20342394,0.506935123,-0.34727343800000005,0.01525645,1.7540230875,-0.462616623,-0.074700577
ssw__glc_ac_glc1__1,-4.0713268133,1.3738260545,-0.1833150215,1.3787361165,0.7269909615,0.336416765,-0.347987751,-0.42053636400000005,-0.6073014790000001,0.06730452,2.3450510125,-0.09846648200000001,1.04498967
ssw__glc_glyc_glc__1,-5.2938839439,-0.6890268785,0.7515869615,-0.3218014195,0.2034814485,0.527257035,-0.42562194200000003,0.565682133,-0.35522369400000003,0.13046633,1.9223884935000002,-0.35146302500000004,0.24678740700000001
ssw__glc_glyc_glyc__1,-4.236441829,1.4876613195,0.9172736175,0.8967422385,0.0952706435,0.27466824500000003,-0.530877936,0.307042493,-0.543292003,0.17749527,2.0096547875,-0.365654229,0.221012637
ssw__glc_xyl_glc__1,-2.1651191414,-0.4218812585,0.032809515500000004,-0.5950591705,-0.09576562250000001,-0.35453504500000005,-0.6322631080000001,0.029020072,-0.591930409,-0.47130745,1.4691848975,-0.30815267100000004,-0.050102038
ssw__glc_xyl_xyl__1,-0.9861768864,0.0353602825,-0.1642545155,-1.0817489105,0.0731955495,-0.20853702500000001,-0.456873089,-0.24384744700000002,-0.48425168100000004,-0.31135607,1.0169003675,-0.283018388,0.05346696200000001
ica__wt_glc__1,3.0233472842,0.45900295950000003,-0.5073074755,6.1669126775,-1.8616921105,-1.114766093,-0.550624721,-0.021205165,-0.05051075,-0.08233707,-0.2784371415,-0.330674232,-0.218427215
ica__wt_glc__2,3.0415174288,0.38387699550000004,-0.5158819645,6.2651916915,-1.5975019455,-1.198454692,-0.5860346550000001,-0.013075078,-0.102474301,-0.07183076000000001,-0.1304943705,-0.33224142500000003,-0.02471079
ica__wt_glc__3,2.0408215473,0.0638393055,0.1114720265,5.6536483915,-1.5237800875,-0.531726669,-0.5585063290000001,0.093050269,-0.12957521,-0.019951299999999998,-0.0181812635,-0.13704924400000001,-0.21203110900000002
ica__wt_glc__4,2.0644615399,0.7306109785,-0.1755786215,6.0562814365,-1.2335600755,-0.262344285,0.266128288,0.39985849300000004,0.134788251,0.21698171,0.027895483500000002,0.07660196600000001,0.321156243
ica__arg_sbt__1,-0.0860058523,-0.44061423850000003,0.0904854705,5.9665554385,-1.0644620785,-0.713059603,-0.830162397,0.172960833,-0.220012688,0.11541416,0.8644523185,-0.6773337140000001,0.57962373
ica__arg_sbt__2,1.552107466,-0.1887432735,-0.0974523795,6.0066817355,-1.3985441375,-0.552746132,-0.79245064,0.493173503,-0.025558222000000002,0.21647351,0.8265798555,-0.276123999,-0.18363099900000002
ica__cytd_rib__1,-0.344722539,-0.2898561935,2.0233978575,7.1670466815000005,-2.0989051195,0.8413076650000001,0.08853100300000001,0.503238653,-0.140445176,0.81053766,1.5342092205,0.271829614,0.0007119950000000001
ica__cytd_rib__2,-0.7059170703000001,-0.0394890015,2.0407535565,7.0568887815,-1.4648046965,0.716887895,0.21059564800000002,0.486485123,-0.136855268,0.9543906999999999,1.5193017725,0.27839303400000004,0.23134652700000002
ica__gth__1,-3.2864254988,0.3983788545,0.8924363805000001,1.5501604155000002,0.0687051635,0.23464762500000003,-0.6824338600000001,-0.34473195700000003,-0.40240627500000004,-1.22130921,0.9363446185000001,0.225799564,0.162688952
ica__gth__2,-3.3917532037,0.2420478855,1.0228144765,1.1826361005,0.24859100550000002,0.036029945,-1.161278266,-0.550939686,-0.592585963,-1.31632128,1.3430265325000001,0.525403084,-0.08531223900000001
ica__leu_glcr__1,1.8909433340000001,0.3853486365,-0.4129551515,6.6074693865,-2.1233844255,-0.38924391500000005,-0.24426588500000002,1.026079293,0.44312430700000005,0.57166761,0.2107615395,0.247358194,0.121008664
ica__leu_glcr__2,2.2738284098,0.3474723145,-0.4866076775,6.5862655585,-2.2495794325,-0.49012625,-0.20879403200000002,0.9645909530000001,0.426235654,0.53828122,0.1103444055,0.24269203400000003,0.645689457
ica__met_glc__1,2.224436833,0.42730324150000004,-0.3203518065,5.6087098955,-1.8751319005,-1.2518318019999999,-0.602169213,-0.0020434050000000003,-0.19533429400000002,-0.045095090000000004,-0.2464154275,-0.284150261,0.00874658
ica__met_glc__2,2.1636442869,0.4261728275,-0.5359465865,5.6014180065,-2.4321591375000002,-1.190588725,-0.8460064580000001,-0.06998529,-0.22606954,-0.11313505,-0.40319315050000004,-0.296198756,-0.179484431
ica__no3_anaero__1,-1.2294469139,-0.0497000905,0.08337723650000001,3.0703254155,-0.3186041985,-0.11737177500000001,0.7371662790000001,0.166015523,0.107122306,0.05643903,-0.0549500255,-0.20281510300000002,0.18145470200000002
ica__no3_anaero__2,-0.6439312465,-0.19252209450000002,0.0305029025,2.8770384125,-0.032369708500000004,-0.23463296500000003,0.727446636,0.165936663,0.17953339100000001,0.09295959000000001,-0.1318386645,-0.20778574200000002,0.17887797800000002
ica__phe_acgam__1,2.6787147895,0.1284962525,-0.2422127415,5.5731782925,-1.5178734325,-0.88716264,-0.345038094,0.08710832,0.01257411,-0.29743363,-0.3313191375,-0.07753241500000001,0.140449334
ica__phe_acgam__2,1.8977883666,0.0248327885,-0.3475195595,5.5986298525,-2.0876231005,-1.056596459,-0.355847454,0.073714532,-0.053387359,-0.30489725,-0.2849776225,-0.071037353,0.11543094
ica__thm_gal__1,2.8258629355,-0.0715372185,0.37079099050000003,6.2784109005,-0.9553407635000001,-0.164828625,-0.219234431,0.419092283,-0.046416037,-0.17966607,0.2514800745,-0.038622112,0.25353221600000003
ica__thm_gal__2,2.904986431,-0.1705963415,0.3823012505,6.2026037275,-1.0720589475,-0.156698685,-0.298994769,0.41257850300000004,-0.10526816,-0.27952053,0.3431658895,-0.09654379,0.43520472400000004
ica__tyr_glcn__1,2.5983142328,0.2365077535,-0.2356570265,6.6878752295,-2.1511452585,-0.612021456,-0.385303624,0.211699823,-0.160785817,-0.0527758,-0.2379201745,-0.104564449,0.100553873
ica__tyr_glcn__2,2.3477493146,0.2111653665,-0.23425528350000002,6.6221927925,-1.6066043715,-0.6368662970000001,-0.30334546,0.24928939300000003,-0.098564473,-0.01692324,-0.2325680595,-0.05732390800000001,-0.01499918
ica__ura_pyr__1,1.6666139264000002,0.5327781755000001,-0.0805607175,6.0697346695,-0.9509807675,-0.315836855,-0.20634611500000002,0.823666823,0.150135936,0.34118301,0.5227949015,0.152544684,-0.041513003
ica__ura_pyr__2,1.4763633898,0.5096856895,-0.0938219505,5.8590448595,-0.9484289455,-0.11250578500000001,-0.37371102900000003,1.104333543,0.15860981400000002,0.21316321,1.1583933545,0.22290704400000003,0.311530963
ica__wt_glc__5,1.3275003187,0.4584224255,-0.2386521835,5.9613301615,-2.0879121085,-0.197048255,-0.170634096,0.31050345300000004,0.11486067600000001,0.10117201,0.2360087075,-0.148514853,-0.364174314
ica__wt_glc__6,1.6332490634,0.5270909805,-0.1524206045,5.9373745735,-1.9225555925000002,-0.016725155000000002,-0.179826905,0.33765284300000004,0.132257085,0.10903987,0.3713918975,-0.083556793,0.448339606
ica__bw_delpurR_cytd__1,1.6855319048,0.3234699375,-0.6139403795,5.8886808855,-1.8504426995,-0.756265837,-0.626597156,-0.141785767,-0.08583211,-0.24890779000000002,0.2516419065,-0.38738019700000004,0.7435009250000001
ica__bw_delpurR_cytd__2,0.9004341569000001,1.0279251235,-0.24845833950000001,5.4677361905,-2.1043279275,-0.246303875,-0.156895123,0.255483463,0.315922751,0.27960287,0.2687030145,0.31847041400000003,0.547475534
ica__ade_glc__1,0.7859986268,1.1633640005,-0.1773282895,5.5311636645,-1.7949893705000002,-0.308254705,-0.005239133,0.27079068300000003,0.292914448,0.22180329999999998,0.32283118250000004,0.251592404,0.076587612
ica__ade_glc__2,1.7182157012000001,0.5288188045000001,-0.5733076125000001,5.9166740625,-1.7596774945,-0.753961313,-0.677473471,-0.10748262700000001,0.107386676,-0.23934728,0.4776308045,-0.312228202,0.12299396400000001
ytf__wt_glc__1,-1.5336118402999999,0.08928707150000001,0.2640988795,0.7988317645,-0.058104760500000005,0.048335155000000005,0.09279428,0.340002173,0.051857334000000005,0.01989655,0.1997832015,-0.11867013500000001,-0.009262775000000001
ytf__wt_glc__2,-0.8899677494,0.9264823675,0.4311563225,1.1603687675,0.26415143550000003,0.008906585,0.387215501,0.487174103,0.18116453600000001,0.09547226,0.41334215150000003,-0.12107829,0.057623473
ytf__delyafC__1,-0.6089200261000001,0.44021200050000003,0.9298128945,0.7678407195,0.0932722505,0.9312559250000001,0.11294028,0.518280163,-0.05139805200000001,0.16531805,0.8955400585000001,-0.40942488,0.081851014
ytf__delyafC__2,-0.275957954,0.4206722295,0.9491845245,0.7913504125,0.07011908950000001,0.8762793350000001,0.250264035,0.5586262230000001,-0.108624759,0.22712904,0.7658496645,-0.317496799,0.25721782800000004
ytf__delyeiE__1,0.5071601911,0.6971611265000001,0.2320704945,0.5775477475,0.3003911655,0.374492025,0.10733421200000001,0.452821843,0.322823789,0.28680958,0.4322581815,-0.131432835,-0.27071197
ytf__delyeiE__2,-0.7908862277,0.6980187765,-0.0558314925,0.0422208065,0.33490608250000004,0.10842385500000001,0.01007019,0.36938018300000003,0.30236347900000005,0.2889651,0.40379313650000004,-0.201141808,0.49767565
ytf__delyiaJ__1,-1.0882097005,0.4560316545,0.7782365865,0.47606283850000003,0.1646201155,0.8927779450000001,0.32208262,0.49007886300000003,0.227402755,0.1994165,0.7352963315000001,-0.32715426000000003,0.41852850100000005
ytf__delyiaJ__2,-1.0350513276,0.46192602850000003,0.6983893195,0.9899565295,0.19856212550000002,0.9751252050000001,0.48296841700000004,0.474334523,0.292790777,0.42849138000000003,0.5577913755,-0.177771805,0.5749175630000001
ytf__delyieP__1,-0.8387694832,0.6025601505,0.8498789715,0.23222274750000002,-0.0165548705,0.41649266500000004,0.617412898,0.830611623,0.274612124,0.19385859,0.9237961395000001,0.06414507800000001,0.908367982
ytf__delyieP__2,-1.2284823991,0.6155598635,0.7778399315000001,0.6627407065,0.0638739635,0.42112533500000005,0.6215204510000001,0.7498248230000001,0.267896234,0.30122833,1.1727143815,-0.029952843000000003,0.568466632
ytf__wt_ph5__1,-1.0974960186,-0.0684333635,0.5767738695,-0.2041692475,0.1135249735,0.077391735,0.30935115700000004,0.39857596300000003,0.250091585,-0.04215271,0.057066238500000005,-0.02597042,0.398712932
ytf__wt_ph5__2,-1.1620883076,0.0008672355,0.6041079215,0.5288535345,-0.0212592905,0.130486615,0.469546377,0.474739703,0.391835113,0.02936957,-0.0470435055,0.104815375,0.63471703
ytf__wt_ph8__1,-1.0997161035,0.6445628005,-0.0261215715,0.3008049315,0.0663762885,0.172641955,-0.183965819,0.27564292300000004,0.13686278100000002,0.02575863,0.0872495345,-0.058305663,0.519694662
ytf__wt_ph8__2,-0.4048037412,0.4975224975,0.0038572145,0.3060866135,0.0433405485,0.207431095,0.033013313,0.268154863,0.23090354000000002,0.03968198,0.1883456685,-0.056770984000000003,0.16427376600000002
ytf__delybaO__1,-0.5448548115,0.3458336625,1.0375331665,0.6732942185,0.2120452985,0.7855035850000001,0.252291755,0.582376183,0.013097473,0.09406905,0.9874182155000001,-0.399775176,0.329580945
ytf__delybaO__2,0.0169225756,0.8332077105,1.0568289035,1.0762725795,0.09561565050000001,0.670479245,0.400163335,0.636744023,0.112459691,0.07805088,0.8997755625,-0.10475038,0.787685897
ytf__delybaQ__1,-0.7112014466000001,0.4111155245,0.0465688795,-0.2133145655,-0.0977766535,-0.104676025,0.155627216,0.332940493,0.09142707700000001,0.00406018,0.2943985885,0.017150949000000002,-0.602849827
ytf__delybaQ__2,-0.4688269579,0.5329183185,0.1620935255,0.6280631875,-0.1153428725,-0.139979205,-0.051200396,0.32368551300000004,0.122734701,0.05017509,0.3739389745,0.026472562,0.114927555
ytf__delybiH__1,-2.8356319652,0.2730270125,0.6209862325000001,0.3570985225,0.2744656835,0.183526605,0.42788663600000004,0.636331983,0.21183204100000003,0.37663584,0.4627451595,-0.21315872700000002,0.8490747860000001
ytf__delybiH__2,-1.6720114457,0.4254648565,0.8640807665,0.7845605785,0.2440897675,0.5048975450000001,0.8056723650000001,0.554671843,0.18947059100000002,0.39817674000000003,1.0228194835,-0.154431641,0.782335328
ytf__delydcI_ph5__1,-0.705537539,-0.1570762675,0.46385045350000004,0.43794695250000004,0.1830123085,-0.133531365,0.220850133,0.36809995300000004,0.284202426,-0.09853427000000001,-0.1942803405,-0.040899528000000004,-0.274933982
ytf__delydcI_ph5__2,-0.4514417713,-0.0013193135,0.46943057450000003,0.6827042565,0.0644285545,-0.094717825,0.36821325400000005,0.422601483,0.28862287000000003,-0.02743988,-0.0858055325,0.11847004400000001,-0.139404784
ytf__delydcI_ph8__1,-1.1092421254,0.6714519485,0.10752017950000001,-0.08064576350000001,0.1060840115,0.292940975,0.13151241800000002,0.363195763,0.213308506,0.15940042000000001,0.0851761005,0.05858913,0.6656655920000001
ytf__delydcI_ph8__2,-0.6404363801,0.8755070455,-0.1269164965,-0.28944254750000004,-0.1517477815,-0.073970795,-0.314093891,0.30711134300000004,0.045815265,0.03568397,0.1362674775,0.016115785,0.662793543
ytf__delyddM__1,-1.2771637122000001,0.5855967935,0.5256240845,0.7817710325,0.3250608145,0.5608763050000001,0.353635321,0.8218948030000001,0.46125338800000004,0.36379797,0.4179703045,0.07278404100000001,-0.46197525700000003
ytf__delyddM__2,-1.556417674,0.5200076315000001,0.4465441485,0.25511239550000003,0.2375479125,0.493183935,0.39348924300000004,0.832054603,0.387992604,0.30074286,0.3684913305,0.20655213400000003,0.38027823600000005
ytf__delyheO__1,-0.6201860534,0.20990205150000002,1.0228912525,0.5790166855000001,-0.0716955055,0.7981991850000001,0.12265979,0.596168643,-0.09492146500000001,0.10183973,0.9570283995000001,-0.450623278,0.47711903600000005
ytf__delyheO__2,-0.5010959541,0.5239158555,1.1447802055,0.5211449105,-0.0137951285,0.797997595,0.406742123,0.633656513,-0.06490021900000001,0.09501646,1.0492793895,-0.24639368900000003,0.45393612400000005
fps__bw_glc__1,-0.5322919027,0.7892892245,-0.17007321150000002,-0.0958973545,-0.0504250825,-0.593982416,-0.161818868,0.23073483300000003,0.033824412000000005,0.11158181,0.4767701145,0.17435339400000002,0.6969466
fps__bw_glc__2,0.00032225010000000003,0.7714436745000001,-0.1009076765,-0.1903235925,-0.42446891750000004,-0.46387607100000006,-0.423557793,0.160408733,0.01020461,-0.00186133,0.17040811050000002,-0.023085952,0.724510713
fps__fps_thrA_ale1__1,0.3474534408,0.7433245275,-0.0162395045,2.2640574355,0.3453336785,0.250692175,-0.321673612,0.33273120300000003,0.18579162,0.32387251,-1.4582531545,0.062007343000000006,0.92283433
fps__fps_thrA_ale1__2,1.1430971989,0.8765485245,0.0172096035,2.3120933845,-0.0514978055,0.117195875,-0.18675949,0.351625083,0.19884617500000001,0.19151242000000002,-1.6162996305,-0.030022829,0.336859302
fps__fps_thrA_ale2__1,0.6175408693000001,0.9199859595000001,-0.2865864875,2.2611567085,-0.28692361250000004,-0.056704485000000006,-0.334190452,0.22966762300000002,0.159044396,0.08330283000000001,-1.1401495455,-0.099545278,0.580008539
fps__fps_thrA_ale2__2,1.350432086,0.8285147945,-0.2871816635,1.8655424905,-0.3955085175,-0.07788523500000001,-0.298254886,0.288967533,0.177534362,0.028688480000000002,-1.1980368735,-0.15577379300000002,0.587732453
fps__fps_serB_ale1__1,2.6112565856,0.6455783875000001,0.0110048245,3.8519919155,-0.0728434345,-0.053282165000000006,-0.021317344000000002,0.263027813,0.063130878,-0.34505653000000003,0.24965280650000002,0.085860289,0.143836989
fps__fps_serB_ale1__2,2.7959103849,0.5573879765,0.1495056615,3.8830305645000003,-0.1367560705,-0.17460455500000002,0.071586784,0.38965776300000005,0.113812674,-0.16205876,0.2409454655,0.137285174,0.048275328000000006
fps__fps_serB_ale4__1,1.1650359887,0.9034814015,-0.1683661595,0.7855278475,-0.07713806150000001,0.330804415,-0.027375511,0.20591431300000002,0.008345692,-0.65360257,0.9729262855,0.508434594,0.5348417870000001
fps__fps_serB_ale4__2,1.2914960071000001,0.6246212855000001,0.0330456765,0.7598067245,0.5961289085,0.34874165500000004,0.219024781,0.360213693,0.082973079,-0.58392917,0.9441515265,0.5725869640000001,0.78073205
fps__fps_ptsI_ale1__1,-1.1636813273,0.7241484365,0.1812037095,0.5763950335,-0.2332691955,0.18153876500000002,-0.763093168,0.045779202000000005,-0.31381894600000004,0.27096116,0.7852002625000001,0.178700084,0.29812094
fps__fps_ptsI_ale1__2,-1.1443216706000001,0.8415271625,0.2508458825,0.6848065915,-0.5298531475,0.07463568500000001,-0.45259202400000004,0.144864783,-0.200130981,0.30555157,0.8578216525,0.13076157400000002,0.407524102
fps__fps_ptsI_ale3__1,-1.3414397133,0.8590511515,0.14110844250000001,1.3938343935,-0.5393087395,-0.048072745,-0.732179325,0.252590313,-0.33651358400000003,0.30606739,0.9834510485000001,0.000418054,0.6110746220000001
fps__fps_ptsI_ale3__2,-1.3640781998,0.7845988995000001,0.020709849500000002,1.0886149975,-0.6170138715,-0.084592575,-0.549401749,0.223236343,-0.35404791700000005,0.2925336,0.9121203835,-0.000360632,0.061617193
pal__lyx_ale2_f6__1,-1.1509230553,-0.0403274325,0.6762378865,1.6855815875,-0.47057308550000004,0.168173235,-0.477275431,0.33342218300000004,-0.20818097600000002,0.19869952,1.8532725485000001,0.06253874,0.5784169290000001
pal__lyx_ale2__1,0.9410809068,0.4755553925,0.8531000965000001,2.1058150695,-0.0166308295,0.40226726500000004,-0.44030615500000003,0.264908103,-0.09930234,0.51625692,1.6310225715,-0.038381135000000004,0.4482277
pal__lyx_ale2__2,0.9627614121,0.2285418405,0.8359308615000001,2.2599248285,-0.5404445685,0.31857179500000005,-0.395968863,0.307141653,-0.055380955,0.5810062,1.7823378585,-0.015371658000000002,-0.753500006
pal__lyx_ale4__1,-0.6139670180000001,0.3638589325,0.0225383545,2.4294127195,-0.7266135695,-0.18964956500000002,-1.2561419470000001,-0.057655873,-0.598408597,0.61983432,1.0110961285,-0.08324728,-0.0070162060000000005
pal__lyx_ale4__2,0.8799042093,0.3672582795,0.1819986585,2.2573404335,-0.4779440055,-0.254357585,-1.102355675,-0.070605865,-0.6819317180000001,0.49785502000000004,1.0382237595,-0.22919684,-0.321308786
pal__5drib_ale10_f18__1,-1.1546972591,0.1326819035,1.1556675415,1.0812759225,-0.46325638550000003,-0.26528265500000003,-0.5506353660000001,-0.069139537,-0.65852365,0.048606750000000004,2.5955629695,-0.083564707,0.7403814620000001
pal__5drib_ale10_f18__2,-1.177667664,-0.055745351500000005,1.1736813975,0.5012196925,-0.3353156835,-0.279414645,-0.6961376730000001,-0.022394787000000003,-0.5372133570000001,0.050707470000000004,2.5746135545,-0.024886867,0.7705134440000001
pal__5drib_ale10__1,-0.9770086161,0.3925970485,1.2207963045,1.7409516535,0.2036997935,-0.027787695,-0.20394277300000002,0.401836273,-0.289009349,0.52019294,2.4341564945,0.258599744,0.765599684
pal__arab_ale14_f9__1,0.673087227,-0.3700615975,0.3493634235,0.6156035355,-0.1701080335,0.353868815,-0.760947221,0.24554710300000002,-0.14002446500000001,0.17950374,1.4042377095,0.24741131400000002,1.0827418
pal__arab_ale14_f9__2,1.543270372,0.2481319645,0.1867653735,0.6611020605,0.0115666365,0.41974093500000004,-0.41404486700000004,0.412722073,-0.16411446400000002,0.30547714,1.4777065135,0.23385870400000003,0.025704658000000002
pal__arab_ale14__1,-0.14621155900000002,-0.1662740785,-0.10864736450000001,0.6534282695,0.0085212725,-0.073725045,-0.26221043,0.376783933,-0.276328287,0.08149295000000001,0.8584741485,0.043847517,-0.365513539
pal__arab_ale14__2,0.0613927603,0.0787013795,-0.11662639550000001,0.8501143885,-0.1510430375,-0.208171285,-0.06844523400000001,0.375609213,-0.279999704,0.07819712,0.8559114415,0.0018530730000000002,-0.013644906
