,A,AcrR,OmpR,FliZ,QseB,ihfB,HdfR,Crp,rcsB,hns,LrhA,Fur,YjjQ
tcs__del_zraR_zncl2__2,-3.3687758574,0.43811669950000004,1.4329714315,-0.4912190645,1.2892061125,-0.349034975,1.287953932,0.8158754130000001,0.46797068700000005,0.6346432200000001,0.24455714050000002,-0.018574909,0.45769304200000005
tcs__wt_01-kcl__1,-3.2568602125,-0.8534814685000001,0.4709874705,1.2314180035,0.3422585215,1.455038345,0.35167658100000004,-0.04219238,0.07849613600000001,0.48516773,0.2028873005,-0.361815714,0.880021008
tcs__wt_01-kcl__2,-2.8545551276000003,-0.8336839235,0.5320828165,0.9181468955000001,0.1856860945,1.366600795,0.582251332,-0.041591509000000006,-0.0037924060000000003,0.49623364000000003,0.1619880265,-0.236114876,0.877640123
tcs__wt_01xlb__1,-4.770977309,-1.6746403425,0.5035477225,1.3471814825,-1.1581932135,1.232707105,-0.96497754,-1.18682151,-0.722598586,0.47949135,1.0505941615,-0.48064303300000005,-0.141903268
tcs__wt_01xlb__2,-4.5376269952,-1.4624997165,0.46364937450000004,1.2048390995,-1.0756332225,1.196058335,-0.8298251350000001,-1.187464975,-0.64359844,0.435488,1.0947934845,-0.5686194440000001,0.5573481680000001
tcs__wt_115-kcl__1,-1.8504344828,-0.5793765015,-0.1864242575,0.18919562750000002,-0.049947119500000005,0.32144473500000004,1.601320006,-0.09970663,0.012610185000000001,-0.14088623,-0.11039873850000001,0.121507844,0.8422252610000001
tcs__wt_115-kcl__2,-1.8773782854,-0.7645530225,-0.16031311550000002,0.3304856885,0.3864106795,0.254998695,1.646109573,-0.12142913200000001,0.026806490000000002,-0.16340733000000002,-0.0147290135,0.14501777400000002,0.570894102
tcs__wt_CuSO4__1,-4.5506333072,-0.4889884185,1.2643474895,3.8351030525,0.3794514135,-0.34763808500000004,0.8302846110000001,0.733850203,0.081837774,0.40600823,-0.0813028175,-0.258288247,-0.26283681400000003
tcs__wt_CuSO4__2,-4.6346809806,-0.3174465855,1.3263154475,4.0269583685,0.44974470650000004,-0.33729100500000003,0.829051262,0.730520613,0.17432487400000002,0.46997409,-0.1119518645,-0.37257798400000003,-0.204379538
tcs__wt_etoh__1,-3.9978255214000002,1.5242574315000001,1.1290305725,0.6497213665,0.5773359345,-0.748208975,0.7887229130000001,0.575463063,0.695437795,-0.58603246,0.6381047695000001,-0.834398378,-0.499730836
tcs__wt_etoh__2,-3.7256064865000003,1.4524234855,1.0116622245,0.24362612050000002,0.6790659025,-0.77338142,0.794137419,0.539484413,0.629054686,-0.70255185,0.7830193815000001,-0.7855163810000001,-0.753500006
tcs__wt_lb__1,-0.5824306998000001,0.0833155165,0.3560970015,4.2338851075,0.29530609750000003,0.7751741050000001,1.18963043,0.9893765630000001,0.21410632200000002,1.2011202,-0.6204176785000001,-0.26154359,-0.283251721
tcs__wt_lb__2,-0.8696055866,0.0992291325,0.2701819985,4.2675199555,0.0705715165,0.778722075,1.134322415,1.092255943,0.283536971,1.26498694,-0.6120723725,-0.243066523,0.220022449
tcs__wt_LiAcet__1,0.4516286825,-0.25966934950000004,0.3613296965,3.7515275225,-1.0563687965,0.017340905,0.432125601,0.649175273,-0.021754969000000002,0.40492605,0.7605251165,0.013818239000000001,-0.267019577
tcs__wt_LiAcet__2,-0.6299203307,-0.057903895500000004,0.1628406355,3.6260127525,-1.1475692395000001,0.268100265,0.5565773900000001,0.406217943,-0.13957581500000002,-0.053889610000000004,1.0608452855,-0.039925948,0.258406766
tcs__wt_LiCl__1,-0.6405528766,-0.4687153955,0.5025087195,4.3817252365,-1.0925941635,0.29628289500000005,0.610282399,0.574315623,-0.050478113000000005,0.01586921,0.9750326255,0.05750663,-0.052080457000000004
tcs__wt_LiCl__2,-0.9916720914,-0.41945816950000003,0.3621689205,4.3960935755,-1.1358308105,0.39963469500000004,0.670057868,0.6016396030000001,-0.085245031,0.0448398,1.0515462705,-0.046855281000000006,0.292610804
tcs__wt_m9p__1,-6.3247781717,-2.6419708555,1.1372024545000001,3.3872718345,2.0082123365,0.076579375,-0.7377022400000001,-0.395497808,-0.068340145,1.35846915,1.1582503475,-0.469785799,0.064821056
tcs__wt_m9p__2,-6.5365991182,-2.8311796535,1.1375146935,3.3226794885,1.8542685395,0.131004705,-0.6700166470000001,-0.420119436,0.031402691,1.3203357900000001,1.0435520395,-0.413686785,0.14447337300000002
tcs__wt_pyr__1,-4.202102621,-1.9699929835,0.6819763845,0.9613591125000001,-1.6322259115,1.210572895,-0.8404723770000001,-1.287916309,-0.8292062250000001,0.34927395,0.9622645325,-0.518144263,0.25079322800000003
tcs__wt_pyr__2,-4.6841224553,-1.5740165235,0.7392622945,1.5434002005,-1.1647416915,1.222105615,-0.827992375,-1.163147485,-0.7122302770000001,0.39115786,0.8737880645,-0.445709895,-0.195085734
tcs__wt_zncl2__1,-2.9055170330999998,0.4263195205,1.2485751345,3.1827354975,1.2067327295,-0.7767742820000001,1.339385047,0.665530193,0.24058018,0.36855357,0.11269619850000001,-0.053247389000000006,-0.10986891500000001
tcs__wt_zncl2__2,-3.0826792642,0.3741836645,1.2663755165000001,3.0608093955,1.1539566315,-0.85283599,1.274228348,0.6831118230000001,0.25998171200000003,0.40012365,0.1547086915,-0.087615729,0.231353564
ros_tale__0_0_0pq__1,0.43652589,0.7249796365000001,-0.3015538575,3.1637461255,-0.5278549315000001,-0.29706712500000004,-0.22926828400000002,0.329227253,-0.085373632,0.996396,-1.1210788965,0.129892414,0.0031345450000000003
ros_tale__0_0_0pq__2,0.8018538159,0.6522508745000001,-0.2654008395,3.3003631705,-0.6830412315000001,-0.29380178500000004,-0.133823368,0.307710333,-0.059293772,0.93869986,-0.9764499835,0.060976012,0.046569246
ros_tale__0_0_250pq__1,-3.0538451462,0.47152469750000003,2.1712780045,1.6807074735,0.0841016495,1.463623175,0.999588985,1.452259763,0.7537661080000001,1.79554241,-0.0190422945,1.668184164,0.072706012
ros_tale__0_0_250pq__2,-2.8931942028,0.3138396295,2.1447579575,1.5082907135,0.1566733495,1.494380965,0.9341602080000001,1.438498573,0.748598302,1.76221537,-0.0323754145,1.7006227740000002,0.196528096
ros_tale__1_mid_250pq__1,2.0914614756,1.3021116975,0.47401226350000003,2.9865611355,-0.2990463705,-0.322763075,-0.391884434,0.654686623,0.024221793000000002,1.11599795,-0.8933238085,0.693114914,0.755750172
ros_tale__1_mid_250pq__2,2.7274318059000002,1.3468707215,0.4087111955,3.1191059745,-0.2946365335,-0.293092475,-0.324605909,0.625724853,0.082099949,1.00761418,-0.9628755315,0.616950144,-0.116159198
ros_tale__1_0_0pq__1,-3.3764384834,-0.2620131525,-0.1645234555,4.3916831275,-0.7519692465000001,0.34716982500000004,0.937161521,1.494979073,0.193654764,1.8599309499999999,0.2468206865,0.41027197400000004,-0.204425445
ros_tale__1_0_0pq__2,-3.3469728047,0.2496599345,-0.21765818750000002,4.3032889135,-0.7049952865,0.33392048500000004,1.223008143,1.442336843,0.23725348000000002,1.96775104,0.4612884135,0.42952914400000003,-0.037552634
ros_tale__1_0_0pq__3,0.2631981635,1.2366071665,-0.0136001755,4.5657399325,-0.8587356545,-0.291864605,-0.23630744,0.607936503,-0.018931347,1.34722826,-0.4456068835,-0.042683125,-0.076813516
ros_tale__1_0_0pq__4,0.6376804875000001,1.1459988645,-0.0333499035,4.5776807925,-0.5281996095,-0.29224345500000004,-0.282309167,0.622877623,0.007738471,1.33282406,-0.3294377315,0.0029654430000000003,-0.433102543
ros_tale__1_0_250pq__1,0.2235888056,1.1221440215,0.7515747595000001,3.8998293805,-0.5485404295,-0.465235485,-0.462580786,0.496195963,0.12266800200000001,1.06043573,-0.5114313525,1.276738804,0.19786198300000002
ros_tale__1_0_250pq__2,0.6204553402,0.9485598595,0.8156543825,3.7543655805,-0.7617276745,-0.483834904,-0.39216050700000005,0.602191523,0.133007561,1.0595746,-0.3534460005,1.2784273640000001,0.156723524
ros_tale__1_0_750pq__1,-0.305797869,0.9733587605,-0.2708254905,3.3186759715,-0.6910233075000001,-0.230275895,0.24155099600000002,0.625901413,0.29634117800000004,1.54486479,-0.4687835265,1.819783154,-0.507031258
ros_tale__1_0_750pq__2,-2.0416228389,0.31713344050000003,0.029663797500000002,3.3385111485,-1.3166860615,0.08051488500000001,0.308036913,1.045357503,0.402945137,1.70512787,-0.3112846185,1.637198334,0.22793589400000003
ros_tale__1_1_0pq__1,-1.2047756102,-0.2236225575,-0.42086532050000003,4.8719996205000005,-1.3593322785,-1.0700173099999999,0.700892358,0.767703793,0.48097724500000005,1.31938493,-0.24485524250000001,0.20349866400000002,-0.287383987
ros_tale__1_1_0pq__2,-1.2587810179,-0.4517087575,-0.4211389655,4.6291143275,-1.3402700525,-1.103072573,0.47050067,0.727341753,0.5870498740000001,1.24802713,-0.0871281765,0.202263404,-0.475665498
ros_tale__1_1_250pq__1,-1.5606267169999999,-0.4013994265,-0.4400979635,4.6265108375,-1.3209166355,-1.148855377,0.5078051840000001,0.616797033,0.524893436,1.00736174,-0.6305934835,1.001747104,-0.60568045
ros_tale__1_1_250pq__2,-2.3165581288,-0.8219623145,-0.33843450950000004,4.6347051215,-1.5016072525,-0.9061221570000001,0.495053569,0.8796841830000001,0.5796157150000001,1.09908479,-0.6377837305,1.028850474,-0.18239916
ros_tale__1_1_750pq__1,-3.0190438025,-1.2098595125,-0.3674782145,4.6072644765,-1.3455133025000001,-0.9090295740000001,0.5390155090000001,0.9722065830000001,0.741096748,1.09254649,-0.5577336365000001,0.937660114,0.023586322
ros_tale__1_1_750pq__2,-2.7971242297,-1.1674355615,-0.3389386875,4.5214728775,-1.4900356955,-0.6581965830000001,0.724792744,1.096863553,0.870467423,1.38806858,-0.4542693755,1.073386054,-0.6269406750000001
ros_tale__1_2_0pq__1,0.4366342501,-0.7478482355,-0.49436997450000003,6.0331843835,-1.4922218355,-1.130481859,0.47583421600000003,0.40261139300000004,-0.180312093,0.73973953,-0.3163960465,-0.141816946,-0.10374894400000001
ros_tale__1_2_0pq__2,1.9117640306,-0.2323227015,-0.6613317755,6.0832468555,-1.7249743225,-1.097951499,0.48318600500000003,0.201186783,-0.277363293,1.05477262,0.047545316500000004,-0.047401787,0.053347654
ros_tale__1_2_250pq__1,0.6251453942,-0.1629535615,-0.0599289155,6.0777447955,-1.4366371395,-0.7678107230000001,0.8278638370000001,0.613315693,0.125724366,0.98252839,-0.5517488855,0.9412864040000001,-0.119962549
ros_tale__1_2_250pq__2,0.9076833538,-0.49528643850000004,0.0871951245,6.1334390155,-1.5709944815,-0.501428296,0.766467431,0.806008833,0.26537994,1.22590753,-0.5901864685,1.098174454,-0.569807148
ros_tale__1_2_750pq__1,0.3595930583,-0.1032857395,0.4504798165,6.1773021765,-1.3020866775,-0.539670415,1.289936621,1.099164733,0.397905679,1.35560079,-0.38432617550000003,1.182212964,0.14573644900000002
ros_tale__1_2_750pq__2,0.5850623816,0.22904815450000002,0.2388517745,6.1525784625,-1.7657515015,-0.418458545,1.424811721,1.124829123,0.28587723600000003,1.59672657,-0.2768074185,1.178400974,-0.753500006
ros_tale__1_3_0pq__1,-3.451524061,-1.6548411605000002,0.2290557035,6.2727662095,-1.5932953865,0.414410155,1.29818005,1.6003325529999999,0.9364090860000001,1.48876575,0.4223190985,0.237791194,-0.390402552
ros_tale__1_3_0pq__2,-3.1827974562,-1.4559366265,0.3939036555,6.3423666845,-1.9257420525,0.420775255,1.193577394,1.598090103,0.930585838,1.49046411,0.3552499615,0.079952694,-0.417867396
ros_tale__1_3_250pq__1,-0.5404476057,-1.6451752335,0.35347008950000003,4.9774162605,-2.4466362485,-0.091196495,0.34395478,0.982030343,0.69924909,0.42324306,0.1916992055,0.5704418640000001,-0.195221903
ros_tale__1_3_250pq__2,-2.1017134956,-1.5994740555,0.6923040855,5.3062784745,-2.2106839865,0.18637689500000001,0.598832675,1.277154773,0.6106761580000001,0.92268259,0.3120530255,0.706180714,-0.34176235
ros_tale__1_3_250pq__3,-1.8329956422,-1.5218062165,0.5932005885,5.6031470955,-2.0757285645,-0.25625172500000004,0.722583245,1.232406513,0.5461625520000001,1.07680213,0.6142591445000001,0.702163654,-0.001847193
ros_tale__1_3_250pq__4,0.3354943856,-1.5768421424999999,0.4938735415,4.9246168095,-2.5834710865,0.16089092500000002,0.254536037,0.6953416530000001,0.029371618000000002,0.67513225,0.34598167550000003,0.050090576000000005,-0.753500006
ros_tale__1_3_750pq__1,-2.9525867284,-0.6188512175,0.1774513135,5.2989215505,-1.5910237514999999,-0.5423704530000001,1.216503125,1.004531303,0.8781550250000001,1.0768153,0.4305631995,0.989095684,-0.118440902
ros_tale__1_3_750pq__2,-3.5688068152,-0.8439588145,0.0925202165,5.3894199985,-1.6161251545000002,-0.41065191500000003,0.9856103460000001,0.830057743,0.8848120570000001,0.95867048,0.0971413285,0.8111302340000001,-0.023290456
ros_tale__1_4_0pq__1,-2.9078124643,-1.6712840435,0.4260437355,4.2895514725,-1.1550000875,0.732289525,0.5888531530000001,0.982287223,0.34541262500000003,1.9550789,-0.8050954875,-0.13377823900000002,-0.428544607
ros_tale__1_4_0pq__2,-3.3266614457,-1.5141002065,0.4442481065,4.3863470585,-1.3604254115,0.43077015500000004,0.94553013,0.887445543,0.024017674000000003,1.2597828500000001,-0.9177885685,0.007349499999999999,0.031423165
ros_tale__1_4_250pq__1,-3.9565556569,-0.9407337975000001,0.6090759255,3.8384633675,-1.6735328015,0.394077915,0.5065521660000001,0.5704754430000001,-0.004775125000000001,1.25077024,-0.9085148175000001,0.8615864040000001,-0.47601916200000005
ros_tale__1_4_250pq__2,-3.7917647793,-0.9104427615,0.6333345325,3.8712136995,-1.1766302735,-0.033236975,0.687644181,0.592155203,0.10704741400000001,1.2731067600000001,-0.9693878805,0.715433934,-0.258198931
ros_tale__1_4_750pq__1,-4.4459686423,-0.7277616515,0.16792983150000002,3.7038039345,-1.2712383945,-0.08328756500000001,0.28274930800000003,0.307201803,0.15077890600000002,1.08535662,-0.9970369115000001,0.35834476400000004,0.567515909
ros_tale__1_4_750pq__2,-3.8147073343,-0.5549503245,0.3328173975,3.3812081035,-0.9706849995000001,-0.444519447,0.29313019100000004,0.42239436300000005,0.18512466700000002,0.94057974,-0.5747819465,0.44756619400000003,-0.488999151
ros_tale__1_4_750pq__3,-6.0574160534,-1.4240415185,-0.0243620885,3.5199586295,-1.3235695525,0.360943715,1.080463122,0.6522730330000001,0.18834589300000001,0.71112224,-0.9400128945,-0.337140027,-0.43337057700000003
ros_tale__1_4_750pq__4,-4.2670645498,-1.2142154295,-0.07375715050000001,3.5174003115,-1.0260713175,-0.0008650550000000001,0.63382139,0.25258847300000004,0.284606218,0.28246794000000003,-0.9480363715000001,-0.547653399,0.721698583
ros_tale__2_mid_250pq__1,0.9507781014000001,1.4551002615,1.3234660575000001,2.1624249325,0.22931039450000001,0.556681175,0.38703016700000004,0.46653734300000005,0.42427421200000004,1.4037885700000001,-0.1643416385,0.903087174,0.22325042
ros_tale__2_mid_250pq__2,1.9247100134,1.3784430455,0.8835176765,1.9310703275,-0.1844898015,0.044054445000000005,0.111754765,0.224964563,0.314493897,1.28308702,-0.2914120385,0.7157867640000001,-0.058306428
ros_tale__2_0_0pq__1,-3.528378483,0.29991276850000004,-0.41598979350000004,2.5829394695,0.2524028045,0.150418815,1.047099783,1.323272493,0.302860752,2.33533651,-0.8120680005,0.47698140400000005,0.013066508000000001
ros_tale__2_0_0pq__2,-4.3680468351,0.2700330365,-0.0917576605,2.5430169635,-0.11913385650000001,0.296173185,1.044645214,1.432955703,0.353911556,2.38016355,-0.5659608265,0.483351534,0.120389725
ros_tale__2_0_0pq__3,1.3931534325000001,0.9327340165,-0.2669238805,2.8368208955,-0.1832567605,-0.39758026500000004,-0.24107641400000002,0.225153443,-0.18871601300000002,1.09876666,-1.0923131685,0.05738523500000001,-0.085663874
ros_tale__2_0_0pq__4,2.4748959213,0.4970650505,-0.0935791655,2.9587674985,-0.24306114550000002,-0.7291996590000001,-0.129041381,0.48006017300000003,-0.008618814,0.47334449,-1.1931326905,-0.026760068,0.031456372
ros_tale__2_0_250pq__1,2.4125131755,0.6402329325,1.0768284255,1.5656788215000002,-0.0766284965,-0.535026925,-0.023955936,0.43674846300000003,0.167149149,0.65640274,-0.9982593495000001,1.693704034,-0.06038231300000001
ros_tale__2_0_250pq__2,2.0155915547,0.8178059915,0.9807189155,1.7100671035000001,-0.2697905215,-0.47481011500000003,-0.062781891,0.46680216300000005,0.185445564,0.71332876,-0.9312342775,1.654546984,0.291700811
ros_tale__2_0_750pq__1,-3.1355657306999998,-0.3561097325,0.3895619275,-0.0095887455,-0.2128577815,0.676957735,1.081430567,0.390658013,-0.029425394,1.8309453100000002,-0.6516453635,1.879057274,0.588765952
ros_tale__2_0_750pq__2,-4.9987798853,-0.6421505605000001,0.5229948585,0.10069734250000001,-0.21731611950000002,0.760018115,1.25262405,0.545242793,0.021235808000000002,1.9450377699999999,-0.7197488645,1.866574344,-0.27242007500000004
ros_tale__2_1_0pq__1,2.2758961752999998,1.0443878495,-1.5070174564999999,0.7815395505,0.1481762705,-0.8659966050000001,-0.134390057,0.040594261,-0.021277469,0.6429495,-1.2823508255,0.401807654,0.007429357
ros_tale__2_1_0pq__2,1.8454379722,0.7565136625000001,-1.3148047775,1.2446259465,0.1018146915,-0.9510845130000001,0.093363472,0.219280403,-0.009430426,0.44969231,-0.8211674905,0.125627354,0.43765006700000003
ros_tale__2_1_250pq__1,-2.7222780448,0.4380246245,0.2033678645,0.7099287535000001,0.0385950675,-0.892650067,0.8179644890000001,1.110700303,0.5936617660000001,1.01343777,-0.2755020415,1.3876980140000001,-0.37301066600000005
ros_tale__2_1_250pq__2,-3.1717242824,0.7519770145,-0.0047898195000000005,1.2495242874999999,-0.1171379895,-0.650211917,0.616498501,0.843117993,0.459157515,0.99222908,-0.2785038305,1.278740684,-0.097890529
ros_tale__2_1_750pq__1,-2.3351628613,0.9846134335000001,0.3417122735,0.5168859895,0.17179611350000001,-0.449078336,0.7342575640000001,0.9049245530000001,0.699990039,1.32581989,-0.0891128695,1.513377684,-0.270411872
ros_tale__2_1_750pq__2,-2.3399575053,1.3056069475,0.0940607615,1.0865002785,0.0234344055,-0.756018851,0.850083857,1.048487963,0.577536303,1.5261695,0.12385937550000001,1.559639494,0.463466945
ros_tale__2_1_750pq__3,-1.2044970148,1.1899075095,-0.3126644155,0.8466127965,0.0746554545,-0.9738206110000001,0.738492652,0.7018120830000001,0.375263306,1.32236513,-0.0220302525,1.658656264,-0.202714995
ros_tale__2_2_0pq__1,2.85420153,1.2446191845,-1.9049382725,2.8478255605,0.2236453655,-0.8101516240000001,-0.9138308570000001,0.079864026,-0.246179327,0.8766619999999999,-1.2114266055,0.281537464,0.771915628
ros_tale__2_2_0pq__2,0.34866439320000003,1.5145961195000002,-1.1735218105,3.1004866835,0.2918969025,-0.821579228,0.46444516,0.7592634930000001,0.081303809,1.16672583,-0.7902629085,0.09944322300000001,1.126383386
ros_tale__2_2_250pq__1,2.999241139,1.3019709715,-1.6108046704999999,0.6307790135,-0.10326845450000001,-0.6815045200000001,-1.130539997,0.17330999300000002,-0.157040547,0.7972745,-1.1031406645,1.453118734,1.38264945
ros_tale__2_2_250pq__2,1.1463547058999999,1.3586599145,-1.2235043955,0.15890882650000002,-0.0815801585,-1.030650892,0.24492755100000002,0.429255013,-0.090494508,0.95291099,-0.6575902305,1.544187114,0.809084585
ros_tale__2_2_750pq__1,0.9768016844,1.2640680635,-0.9203871975000001,-0.2010703725,0.1319263535,-0.91410638,0.185086575,0.557660793,0.104286762,0.9564236500000001,-0.4775529445,1.674739734,1.31225948
ros_tale__2_2_750pq__2,3.29910435,0.7339438095,-0.7372251495000001,-0.4965128915,0.2617459355,-0.396619785,0.5007089840000001,0.305956793,-0.175387598,1.23767677,-0.7253144215,1.335116374,1.073217997
ros_tale__2_3_0pq__1,-1.8541218398,0.9485148205,-0.8399361405,-0.0644245145,-0.2107662895,-1.143270606,0.5051293530000001,0.860010453,0.321993949,0.34154037,-0.8873171625,0.294508924,0.45483416400000004
ros_tale__2_3_0pq__2,-3.6757669979000003,0.3784789515,-0.5951374625,-0.6051734715,-0.3171596995,-0.5396704520000001,0.580410451,0.9657211630000001,0.36121000400000003,0.6891459,-0.9988915915000001,0.335660724,0.324605403
ros_tale__2_3_250pq__1,-2.5156542716,0.5116708275,-0.2571240685,-0.2823469125,-0.3741530525,-0.460564228,0.33170188,0.8571940530000001,0.491500578,0.41579742000000003,-0.42334041650000004,1.621135644,0.41591742400000004
ros_tale__2_3_250pq__2,-2.2167394991,0.5244224775,-0.6079173195,-1.0977492375,-0.8375000785000001,-1.3851055859999999,0.264589413,0.8164901330000001,0.5238282670000001,-0.33381252,-0.6773423575,2.368320364,0.515414218
ros_tale__2_3_750pq__1,-2.8847507888,0.5068058895,-0.0754808265,-0.2875930575,-0.1422876975,-0.664774753,0.436067666,1.026877023,0.673332192,0.61834977,-0.4307775475,1.805403134,0.872428053
ros_tale__2_3_750pq__2,-3.579385755,0.3377069775,-0.25814962950000003,-0.45752932150000003,-0.2914852585,-0.693988244,0.342778848,0.8530044830000001,0.524210347,0.60806423,-0.6099715705000001,1.597074254,0.54168243
ros_tale__3_0_0pq__1,0.31061531670000003,-0.3303911525,-0.9815056675,4.6954317165,-0.7669118225,-0.859777644,0.8467281280000001,-0.037079376000000004,-0.39257555200000005,0.44638784000000004,-0.9206202525,-0.5885651820000001,-0.142790261
ros_tale__3_0_0pq__2,-0.43940968700000005,-0.4046609745,-0.8233307955,4.4501148575,-0.9500617435,-0.8969574320000001,0.704618798,-0.11367244900000001,-0.421629876,0.33690615,-1.0070250415,-0.5406500940000001,-0.33597612200000004
ros_tale__3_0_250pq__1,0.6995939513,-0.6565296765,0.4461172425,3.8677752575,-0.6897681745,-0.7157152090000001,1.135508991,0.407816973,0.168850355,0.18500819999999998,-0.1553239555,1.125948574,-0.753500006
ros_tale__3_0_250pq__2,0.3076819096,0.1296032735,0.4255260605,3.9456143385,-0.7451724325,-0.827818583,1.123474648,0.321498873,0.14740128200000002,0.17453282,0.19323160450000001,1.118596324,0.024399697
ros_tale__3_0_750pq__1,-8.9500167307,-1.3318583485,1.7410838805000002,3.0319808625,-0.2876538675,1.084884585,1.962227295,0.963881143,0.693664499,1.23630888,0.1326127895,1.680823884,-0.362724733
ros_tale__3_0_750pq__2,-8.9402828492,-2.7599352265,1.4224337595,2.7255958705000003,0.2081823315,1.110534925,2.037093884,1.226371643,0.572572808,1.51723098,0.0986547105,1.8064822440000001,-0.472022818
ros_tale__3_1_0pq__1,1.5317492773999999,-0.0354573725,-1.4451295705,1.9483701465,0.1403662535,-1.239469425,-0.10576656200000001,-0.387833971,-0.24527494300000002,0.457156,-1.7614256245000002,-0.46991095200000005,-0.209455246
ros_tale__3_1_0pq__2,2.7292037289,0.1479999455,-1.3239891955,2.6010614204999998,-0.6613320885,-0.906114233,0.389797928,-0.184451325,-0.51858454,0.14308002,-1.6697511155,-0.040143607000000005,-0.22438149500000001
ros_tale__3_1_250pq__1,2.6987157396,0.7313310525000001,-0.9128668615000001,1.9597785615,-0.45373151850000004,-0.664380941,0.488260746,0.006036631000000001,-0.189959081,0.3752066,-0.7452511845,1.5310372939999999,-0.0751131
ros_tale__3_1_250pq__2,2.6418422874000003,0.4086783445,-0.9064301005000001,1.8019768004999999,-0.5198070635,-0.751543803,0.6170344520000001,0.018638846,-0.334881087,0.33776968,-0.8472173245,1.4407807240000001,-0.020625005000000002
ros_tale__3_1_750pq__1,1.2331259747,1.0723365185,-0.5292371515000001,1.2913157815,-0.07251191750000001,-0.582283069,0.7743064150000001,0.231216303,0.079602692,0.6383114400000001,-0.32511721250000003,1.7846843840000002,0.570848145
ros_tale__3_1_750pq__2,2.7929376832,0.7326785695,-0.6280985665000001,1.4510642755,-0.5740364145,-0.6685993090000001,0.717965151,-0.144563632,-0.20517405600000002,0.41755462,-0.6179222205,1.686370604,0.054868158
ros_tale__3_2_0pq__1,2.8539068472,0.38457696550000003,-0.1706896085,1.5260822885,-0.1819235465,0.609933425,0.535973932,0.40668794300000005,-0.41285797900000004,0.75530452,-0.6390398585,-0.49779236600000004,0.480653983
ros_tale__3_2_0pq__2,3.086600984,0.5939229745,-0.19114975350000002,1.5440190865,-0.4060518535,0.5490627650000001,0.642875431,0.36532405300000004,-0.36004917200000003,0.84317699,-0.5392137595000001,-0.5533927390000001,0.21557581
ros_tale__3_2_0pq__3,3.1428234402,0.6244897655,-0.2867428675,1.8675549235000002,0.0067650755,0.20033556500000002,0.646627978,0.389190503,-0.5393633830000001,0.79641973,0.0063511645,-0.47000099900000003,-0.313267532
ros_tale__3_2_0pq__4,2.7888551718,0.49841490450000003,-0.3781664185,1.6104725485,-0.37278433850000003,0.21333680500000002,0.814032159,0.43728822300000003,-0.533881135,0.80001228,0.08899681050000001,-0.5496367,0.148876002
ros_tale__3_2_250pq__1,-5.2471706268,-1.2998390065,-0.6117768635,-1.2272578915,-0.6060045955000001,-0.101637155,1.2634234229999999,-0.610562742,0.063748652,0.31350032,-1.0358335415,1.774699014,0.16555011800000002
ros_tale__3_2_250pq__2,-4.0992851971,-0.3978162455,-1.1555620115,-0.9307789945,-0.8943399605000001,-0.49744366,0.16944589000000002,-0.773419076,-0.21617049700000002,-0.02782439,-1.1663549535,1.510807754,0.073632708
ros_tale__3_2_750pq__1,-3.7892318375,0.45822231550000003,-1.3528194345,-0.8799706985,-0.9429053945,-1.24988038,0.737129624,0.051653856000000005,-0.142263476,0.08685863,-1.1564379375,1.304234764,0.129209675
ros_tale__3_2_750pq__2,-5.9724852965,0.1534957805,-2.0293701275,-0.7732357495000001,-0.7624893115,-1.09819233,-0.191748399,-0.9425002680000001,-0.278357764,-0.49775873000000004,-1.6718155995,1.5255562440000001,-0.753500006
ros_tale__3_3_0pq__1,0.0526595834,0.3714017405,-0.2719681185,5.6159504315,-1.1714968465,-0.10574536500000001,1.336390043,0.7026568830000001,-0.37884367,1.42443941,-0.6441452475,-0.027443648,0.094324616
ros_tale__3_3_0pq__2,0.5914811641000001,0.6701306105,0.057455609500000004,6.0177609035,-1.6241654765,-0.101382835,1.616520902,0.947477173,-0.40781088800000004,1.49155281,-0.2196963305,-0.07638299999999999,-0.146998245
ros_tale__3_3_0pq__3,0.08830624170000001,0.3295391485,-0.2639019815,5.6069174115,-1.3741318745,-0.140543905,1.390220135,0.7939082030000001,-0.383486733,1.44866504,-0.9316315435,-0.046862577,0.514348272
ros_tale__3_3_0pq__4,0.37134597890000004,0.7742207305000001,0.1207821595,6.2252262985,-1.4416854825,-0.151116715,1.6455136170000002,1.056964733,-0.49066369200000004,1.62702083,-0.2323300485,-0.08382650700000001,-0.01754065
ros_tale__3_3_250pq__1,0.43243498950000003,-0.3219335445,-0.5262212645000001,0.3031336745,-0.4733867335,-0.28454211500000004,0.295252455,-0.24247490100000002,-0.335632949,0.54081377,-0.7137047605,1.425757194,-0.08315194100000001
ros_tale__3_3_250pq__2,-0.24105616270000002,-0.4852988675,-0.4933480465,0.9870909485,-0.8431626245,-0.218709975,0.35598496100000004,-0.20438087800000002,-0.20133066900000002,0.48600325,-0.5767457905,1.4093911540000001,0.333227086
ros_tale__3_3_750pq__1,-0.1972178399,-0.5515393985,-0.5645627415000001,0.1452735245,-0.4570202125,0.059289785000000005,0.381118962,0.088597729,0.02746003,0.52912561,-0.6569354675,1.784444294,0.69425812
ros_tale__3_3_750pq__2,0.40374592330000003,-0.40721478650000004,-0.3457720355,0.0240157735,-0.5553591235,0.08908384500000001,0.40489169300000005,0.14973729300000002,-0.132439577,0.7043804,-0.6075019695,1.574552684,-0.355681725
