,A,LsrR,Crp
DDB2__PD-004_del-qseC_Fed-batch_15h__1,10.144368185670762,2.7829126978730887,0.24433059166856094
DDB2__PD-004_del-qseC_Fed-batch_15h__2,9.84948646153949,2.841835146903548,0.41673648908845706
DDB2__PD-005_del-qseF_Batch_6h__1,0.4903167341751717,0.6609613753249004,-0.14804630641666705
DDB2__PD-005_del-qseF_Batch_6h__2,0.0506551489590691,0.19630233787939666,-0.2472769860054029
DDB2__PD-003_del-qseF_Batch_6h__1,1.088498685739705,0.4156866468021967,-0.04129063094139518
DDB2__PD-003_del-qseF_Batch_6h__2,0.974231917548622,0.4194132913302724,-0.07120032371772211
DDB2__PD-003_del-qseF_Fed-batch_6h__1,9.225702643419572,2.7525472120480927,0.07928259588675246
DDB2__PD-003_del-qseF_Fed-batch_6h__2,9.351399230119258,2.5734002198258263,0.09988668006863577
DDB2__PD-005_del-qseF_Fed-batch_6h__1,9.79832222960198,2.728526201415816,-0.054992720518960425
DDB2__PD-005_del-qseF_Fed-batch_6h__2,9.34235295212742,2.5430647972264118,0.10723371376415967
DDB2__PD-005_del-qseF_Fed-batch_6h__3,9.14568653179414,2.9440447121953595,0.06774821772418349
DDB2__PD-005_del-qseF_Fed-batch_15h__1,9.435506035589244,2.7406189477188585,0.1807957685003956
DDB2__PD-005_del-qseF_Fed-batch_15h__2,9.174562815349216,2.7152496721795254,0.18100851105295668
DDB2__PD-003_del-qseF_Fed-batch_21h__1,10.18915934456211,3.1546184005546163,0.3843825596880919
DDB2__PD-003_del-qseF_Fed-batch_21h__2,10.629687709775574,3.2730525667557613,0.3283143161117117
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__1,0.3924122891902857,-0.15782448847658115,-0.2055466339490284
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__2,1.207451944295174,0.3478997042565401,-0.12038482798851112
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__3,1.0257261145025756,0.5942109556153925,-0.24527694177792905
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__1,10.073492517264226,2.680403640694223,0.06456324456686602
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__2,10.29688921958912,2.9594425527784525,0.04318616195255665
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__1,10.868457063705696,2.7298646897329557,0.28437816260421656
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__2,10.530726128288787,2.9688043393393264,0.18788840247316507
DDB3__PD-009_del-arcA_Batch_6h__1,0.3308407021432439,0.5132708372412838,-0.15520693678349495
DDB3__PD-009_del-arcA_Batch_6h__2,-1.3050002701153467,0.1635621106453442,-0.11927548503423502
DDB3__PD-009_del-arcA_Fed-batch_6h__1,9.195884983208812,2.2189610173223433,0.3211525795468209
DDB3__PD-009_del-arcA_Fed-batch_6h__2,9.389832130542889,2.1424484640368977,-0.17422284096607574
DDB3__PD-009_del-arcA_Fed-batch_15h__1,9.062434087982911,2.7608218128260584,0.3068175092463843
DDB3__PD-009_del-arcA_Fed-batch_15h__2,9.14557535376446,2.61707684052458,0.3089395842630438
DDB3__PD-006_del-baeR_Batch_12h__1,1.4371320949600008,0.715339725470403,-0.07288080968497113
DDB3__PD-006_del-baeR_Batch_12h__2,1.043759950276573,0.6033912987007835,-0.1470714378044189
DDB3__PD-009_del-baeR_Batch_12h__1,0.3196240747786828,0.24350821639829603,0.0075413674833608715
DDB3__PD-009_del-baeR_Batch_12h__2,0.5090748923760642,0.4369106788835069,0.11000079547650364
DDB3__PD-006_del-baeR_Fed-batch_12h__1,1.6197416650081504,0.7216364856680721,-0.44075017642119896
DDB3__PD-006_del-baeR_Fed-batch_12h__2,0.7772111271740139,0.767728252426342,-0.3079824279256762
DDB3__PD-009_del-baeR_Fed-batch_12h__1,10.29311820836782,2.6271991506641603,0.17096182082460487
DDB3__PD-009_del-baeR_Fed-batch_12h__2,9.187675396255136,2.316777546535559,0.19735620347242036
DDB3__PD-009_del-baeR_Fed-batch_18h__1,8.200941185355347,2.2510895555073787,0.17038086081004875
DDB3__PD-006_del-lsrB_Batch_6h__1,2.987886274477353,0.4082729516511732,-0.08679694138112204
DDB3__PD-006_del-lsrB_Batch_6h__2,3.87781885361945,0.5421796805894514,-0.10651403429150186
DDB3__PD-006_del-lsrB_Fed-batch_6h__1,8.74165040235711,2.237315804348455,0.3346811913157435
DDB3__PD-006_del-lsrB_Fed-batch_6h__2,6.594402585773001,2.2161235138492623,0.12320570534873987
DDB3__PD-006_del-lsrB_Fed-batch_6h__3,6.099206056500365,2.4071500012571123,0.1671224798447568
DDB3__PD-006_del-lsrB_Fed-batch_15h__1,7.716959286672857,2.7205026226736084,0.3507109925052916
DDB3__PD-006_del-lsrB_Fed-batch_15h__2,7.18236092374507,2.4797271258390428,0.3958492591492941
DDB3__PD-009_del-lsrK_Batch_6h__1,-0.5830834327723338,0.4110209469341335,-0.009831828811623922
DDB3__PD-009_del-lsrK_Batch_6h__2,-0.7520663609390512,0.8704053213331484,-0.14523400895794936
DDB3__PD-009_del-lsrK_Fed-batch_6h__1,6.697843584581479,2.4463335489421816,0.1244005654382363
DDB3__PD-009_del-lsrK_Fed-batch_6h__2,4.2980790017716926,1.44414724363733,0.0012933420484664284
DDB3__PD-009_del-lsrK_Fed-batch_15h__1,3.048622265347359,2.5295745438812736,-0.04582048053983101
DDB3__PD-009_del-lsrK_Fed-batch_15h__2,3.04063774862945,2.3381633377430227,0.2938071439648517
DDB3__PD-009_del-lsrK_Fed-batch_15h__3,4.36972935061207,2.6962781632976656,0.18925140721970912
DDB3__PD-006_del-lsrR_Batch_6h__1,10.819908362010404,-3.7304932995,-0.07682126355774699
DDB3__PD-006_del-lsrR_Batch_6h__2,11.043044971366871,-3.7304932995,0.04568553531896491
DDB3__PD-006_del-lsrR_Fed-batch_6h__1,23.3380516920199,-3.7304932995,0.0695840261226941
DDB3__PD-006_del-lsrR_Fed-batch_6h__2,24.452987609614848,-3.7304932995,0.0951190132944717
DDB3__PD-006_del-lsrR_Fed-batch_15h__1,23.72357580630108,-3.7304932995,0.2481661791660663
DDB3__PD-006_del-lsrR_Fed-batch_15h__2,23.57493969419914,-3.7304932995,0.26532788482238345
DDB3__PD-006_del-lsrR_Fed-batch_15h__3,24.156041095141298,-3.7304932995,0.2652297453274688
DDB3__PD-009_del-luxS_Batch_6h__1,1.1965777126599615,-0.26826777437166216,0.0936775819929636
DDB3__PD-009_del-luxS_Batch_6h__2,1.227426501194356,0.36438319751230974,0.05667317704538455
DDB3__PD-009_del-luxS_Fed-batch_6h__1,4.752286269525259,1.3748014581022074,0.0986771612261439
DDB3__PD-009_del-luxS_Fed-batch_6h__2,3.13607973499758,2.3716798792581626,-0.035116893204003574
DDB3__PD-009_del-luxS_Fed-batch_15h__1,4.573424972355408,1.7918882324003258,0.1404617131644894
DDB3__PD-009_del-luxS_Fed-batch_15h__2,5.107544825434193,1.872541437182396,-0.03093854772714621
DDB3__PD-006_del-rpoS_Batch_9h__1,0.7832507531956953,0.5009823641111897,0.3819945803438571
DDB3__PD-006_del-rpoS_Batch_9h__2,1.113544221389936,0.5269517310429137,0.44523928747676855
DDB3__PD-006_del-rpoS_Fed-batch_6h__1,7.324465328103227,2.227745496670418,0.510032299376153
DDB3__PD-006_del-rpoS_Fed-batch_6h__2,8.976241254170205,2.4069639706170625,0.6186371495562994
DDB3__PD-006_del-rpoS_Fed-batch_6h__3,7.32278713869987,2.4639477188082424,0.5649106237720964
DDB3__PD-006_del-rpoS_Fed-batch_15h__1,6.31467117283377,1.7162529544024068,0.3973577297010369
DDB3__PD-006_del-rpoS_Fed-batch_15h__2,6.401187819082943,2.2213206954248053,0.4309841373011185
DDB3__PD-009_del-tnaA_Batch_6h__1,1.3024470570488451,-0.2937684388167869,-0.1565078145665204
DDB3__PD-009_del-tnaA_Fed-batch_6h__1,9.17971019048512,2.5772966943632367,-0.03326316906695581
DDB3__PD-009_del-tnaA_Fed-batch_15h__1,9.323738548816968,2.6641444283310936,0.2480537405512209
DDB3__PD-009_del-tnaA_Fed-batch_15h__2,8.88391603779912,2.691197482175945,0.2778554544661009
