,A,NsrR,Fis,Fnr,NarP,flhD,NarL,ihfB
efeU__menFentCubiC_ale36__2,0.7418329596804091,0.5444516509999993,-0.5147561280000019,-0.5276504510000013,-0.16781132099999851,-0.77902878,-0.2659715915000005,0.25688472499999904
efeU__menFentCubiC_ale37__1,0.963630885674544,0.9490910389999998,-0.43319910800000017,-0.4292119980000013,-0.0273339969999995,-0.9361329690000001,-0.3369691674999995,0.3463923049999984
efeU__menFentCubiC_ale37__2,1.381831386731922,0.6864461859999995,-0.43814929600000063,-0.37967822400000095,-0.04381066000000011,-1.0344128,-0.21318631050000025,0.4903697649999987
efeU__menFentCubiC_ale38__1,2.7002364219735244,0.694884684999999,0.6251196729999986,-0.4036745170000007,0.4426796099999999,-0.1758439909999998,-0.1927905494999997,-0.3222252850000018
efeU__menFentCubiC_ale38__2,3.615383590959813,0.5159291779999995,0.4619099559999995,-0.3732575010000012,0.30594154100000104,-0.2864418430000004,-0.1314762604999995,-0.26249254500000063
misc2__salc_glc__1,1.0065613017847126,1.0223177339999996,-0.5905981150000006,-0.22932395800000194,0.12760704200000106,0.3014325360000001,0.04884142349999987,-0.24330995500000085
misc2__salc_glc__2,1.55859377057955,1.065135005999999,-0.5513312360000011,-0.03345726400000082,0.5350762180000022,-0.06903392700000044,-0.05881932949999946,-0.07304562500000067
misc2__dbcn_glc__1,1.4365633211201128,0.4585679729999992,0.7331280029999991,-0.7301900130000014,-0.7729532709999996,1.4634377109999999,-1.3161856565,-1.2718927590000018
misc2__dbcn_glc__2,1.1643425168680843,0.4724119919999996,0.7975963229999987,-0.8092735110000007,-0.3006129969999991,1.381185671999999,-0.9762902215000002,-0.6345241590000015
misc2__tyr_glc__1,0.5964974575371133,0.5318479829999996,0.032765533000000964,-0.5575643070000016,-0.3126985969999989,2.1166893239999998,-0.29137660349999983,0.2544356249999993
misc2__tyr_glc__2,0.8454828536302471,0.5009706319999996,0.04775615899999863,-0.5539005700000015,-0.3081330559999991,1.9427932940000008,-0.2493271774999997,0.4108888149999999
misc2__arg_cytd__1,0.9142609324392944,0.2682039929999993,1.1018715229999998,-1.1034638080000008,0.5832194810000004,1.780998534,-0.7299638994999995,-0.4898077300000008
misc2__arg_cytd__2,0.3673246323391123,0.18469075699999934,0.9913410529999992,-0.7432087820000017,0.6238117830000007,1.5572330819999998,-0.7226907684999997,-0.5114058730000011
misc2__delyheO_pyr__1,4.056872265367742,0.1895649439999998,0.032948736999999895,-0.7526202150000003,0.6783951709999999,0.5170173169999996,-0.16499258649999948,0.11592525499999873
misc2__delyheO_pyr__2,2.179914270318703,0.3783584939999996,0.043106159999998894,-0.4191611070000008,0.4340308960000003,0.466391464,-0.3955289274999991,0.0593419949999987
misc2__dellon_glc__1,1.0660985693365514,2.225838241999999,-2.3724268100000003,0.3493916779999981,-0.8361074799999989,-1.0401836070000003,-0.4105492865000002,0.25172330499999873
misc2__dellon_glc__2,1.2446414302507582,3.500315446,-3.1956505830000013,0.5194171779999994,-1.0087149139999996,-1.2351895090000005,-0.7020863384999999,0.6127397649999988
nquinone__delubiC__1,0.8773851711026848,0.7096505439999996,0.012225096999998186,-0.6095067330000017,0.23552904800000096,2.081093682,-0.4614789295000001,-0.3165028550000013
nquinone__delubiC__2,0.7298838481351917,0.6113584569999997,-0.1273950070000005,-0.6044100700000019,-0.17741753899999946,2.067243949,-0.25647179449999946,-0.02727430500000061
nquinone__ubiC_ale1__1,0.6903375818794669,0.607924410999999,-0.1146149800000007,-0.4323583200000005,0.15253392500000018,2.016187239,-0.05616607949999963,0.21852216499999955
nquinone__ubiC_ale1__2,-0.1597426960635779,0.7817316529999996,0.12613169799999824,-0.6067025980000018,0.006231698000000564,2.130172704,-0.09777098249999927,0.08954444499999957
nquinone__ubiC_ale2__1,0.372517183227244,1.0920068869999993,-0.2448535200000013,-0.5499352390000016,0.3265204440000007,1.6017845400000006,0.043204039499999965,0.2511572449999981
nquinone__ubiC_ale2__2,0.635990971135284,0.8122065180000009,-0.19319528200000136,-0.5028724020000013,0.27471236600000104,1.685121228,-0.025497963499999443,0.2315929149999985
nquinone__ubiC_ale3__1,0.9191068128907888,0.8032937649999985,-0.3616967190000011,-0.5823368140000014,-0.6270649099999996,2.078965756,-0.8959829054999995,-0.3982712850000016
nquinone__ubiC_ale3__2,0.1261574953946446,0.5358112729999993,-0.4735645540000011,-0.5599778960000013,-0.4462367139999994,1.758260925,-0.9659653554999998,-0.3618970550000018
nquinone__ubiC_ale4__1,0.376389997824255,0.6249553459999992,-0.02245709400000173,-0.6001517920000019,-0.0710544500000001,1.7452232529999998,0.006563358499999339,0.2344778549999997
nquinone__ubiC_ale4__2,1.1092234524510105,0.9237847819999994,-0.2517588030000013,-0.5363889490000009,0.18462026300000112,1.5883818729999994,0.20412599849999946,0.15228342499999847
nquinone__delpdhR__1,0.300267941494999,0.2828084399999993,0.2263779199999991,-0.8817682130000009,0.11992619200000032,2.4875206709999995,-1.1638198045,-0.06809953500000178
nquinone__delpdhR__2,0.3940597722780363,0.6269040289999994,0.34277249199999993,-0.8676659450000006,0.2742071430000008,2.7424342850000007,-1.2477763024999993,-0.036035855000001504
quinone__glu_ale4__1,1.932499230362852,0.7563268029999994,0.31662175199999965,-0.7937296570000019,0.8893408060000008,1.2832809909999991,-0.6137973695000003,-0.18176504500000054
quinone__glu_ale4__2,7.878685079788264,1.057514570999999,-0.2794920230000013,-1.3345289250000008,0.8266886620000005,0.6286751919999993,0.08294221950000047,0.2692058249999985
quinone__delmenF__1,0.535468277344984,0.4006887169999995,0.6238538529999982,-0.6263961320000018,0.20891038999999975,0.4944116139999997,-0.0494158054999998,0.14804228499999894
quinone__delmenF__2,0.3022022405326935,0.7107427549999992,0.4075892719999992,-0.5904860330000012,0.5741876890000013,0.3455997599999998,-0.06627740650000025,-0.2509082750000005
quinone__menF_ale5__1,5.144601402140315,1.249882411999999,-1.7928494180000012,-1.5730570960000012,0.2871823260000008,-0.6176653880000007,0.03095992349999932,0.4851317649999984
quinone__menF_ale5__2,4.834174081147986,1.2979410289999995,-1.7853024400000006,-1.5773257790000024,0.24585789200000094,-0.942877836,-0.001696112499999458,0.2662817649999987
quinone__menF_ale6__1,6.675319636539267,1.1660236879999992,-1.2818451570000011,-2.032580734000001,0.20055772999999988,-0.34196556500000064,-0.04363322650000079,0.3820239249999986
quinone__menF_ale6__2,6.4925298201936,1.0982733639999998,-1.2135049999999996,-2.029661312000001,-0.025866762999999796,-0.3764411180000007,0.05963873849999945,0.4210743349999984
quinone__menF_ale7__1,10.207275814661068,0.9036241159999988,-1.1442002320000009,-2.266448492000001,-0.05150021899999935,-0.1763298130000006,0.2125941684999999,0.6367400649999997
quinone__menF_ale7__2,10.208057234796865,1.0796807330000011,-1.0622830340000018,-2.358642473000001,0.08927650800000109,-0.16320206800000034,0.20252375549999968,0.6910517749999983
quinone__menF_ale8__1,13.54713451043458,1.4447846180000008,-1.3261454080000004,-2.309375750000001,0.5518389360000002,0.03713684399999995,0.3216119255000001,0.695164694999999
quinone__menF_ale8__2,6.54479917725058,1.1949712749999986,-1.6340184730000011,-0.8210202880000015,0.055342873000000736,-0.20109044199999992,0.30951476250000104,0.9719048149999984
quinone__delmenFubiC__1,0.8923036444741799,0.4288304099999989,-0.06451722800000148,-0.5446679390000018,-0.3050124350000001,-0.3961717980000001,0.0021142935000000307,0.04541585499999812
quinone__delmenFubiC__2,0.9114221915019252,0.2556268149999985,0.061991156999999575,-0.5307565460000011,-0.19828801599999848,-0.13863031899999978,0.13728447050000006,0.1522571149999994
quinone__menFubiC_ale1__1,11.774766650116456,0.6318579549999992,-0.7282662460000005,-2.5481107570000012,-0.5312392869999991,-0.7480392809999996,0.7491145084999999,0.5501011249999994
quinone__menFubiC_ale1__2,11.64421360355752,0.5813307529999996,-0.7259140320000004,-2.5745257670000012,-0.15816439199999888,-0.9295279079999998,0.6345051144999987,0.5323446749999992
quinone__menFubiC_ale2__1,12.284697517469755,0.7085571569999995,-0.6250713710000007,-2.5041279210000007,-0.1032512179999996,-1.1160407350000003,0.9392737994999996,0.6266830349999992
quinone__menFubiC_ale2__2,11.903990942573092,0.5716413169999992,-0.6242659800000006,-2.4451129780000027,-0.3793749059999989,-0.7253804170000002,1.0102653854999994,0.5967368449999988
quinone__menFubiC_ale3__1,0.1310894392796774,0.1148737329999996,0.14885626699999932,-0.5054432390000017,-0.08995262399999948,0.2449132919999997,-0.1866845735,-0.15358316500000058
quinone__menFubiC_ale3__2,1.0907886822048154,0.14485184399999973,0.07710783299999946,-0.5051048730000005,0.050648007000000383,0.7773546179999995,-0.2045876594999996,-0.03658966500000105
quinone__menFubiC_ale4__1,4.746219065460871,1.298927374999999,-1.046684625000001,-1.639778015000001,0.3292699070000005,-0.8971376040000001,0.22164052750000085,0.7750295049999991
quinone__menFubiC_ale4__2,5.412914774934485,1.4601218639999995,-1.0611232790000023,-1.525707863000001,0.5475261270000003,-1.0997910680000018,0.12060501250000046,0.8413603549999991
oxyR__wt_glc__1,1.3224554052205777,1.0698169329999994,1.0080422329999994,-0.8089780310000005,1.4324948080000022,2.2446312369999983,-1.1792619845,-0.4855698300000011
oxyR__wt_glc__2,0.8936350094157594,1.1093583999999987,0.8698581529999991,-0.6878140150000007,1.6160196720000002,2.173552000999999,-1.2122088054999995,-0.46299467600000105
oxyR__wt_h2o2__1,1.3023702027870971,0.9672555999999988,0.9135048929999988,-0.7709993870000016,1.3642168580000007,2.170221131999998,-1.2092205445,-0.5230424000000014
oxyR__wt_h2o2__2,1.4252375688033243,1.3387963869999997,0.616684832999999,-0.5165665970000006,1.4891548059999993,1.7986536639999997,-0.7819696074999998,0.050135134999999664
oxyR__glu_ale4__1,2.435958460805084,1.6650979109999993,0.4743439519999999,-0.4998186800000006,2.0720936410000004,0.9246019179999996,-0.4191883424999992,0.5308955750000006
oxyR__glu_ale4__2,4.138993223650849,1.5328887979999992,0.7330823529999986,-1.0535432470000003,1.860993628000001,0.8930760879999999,-0.44187062549999995,0.2399631049999993
oxyR__glu_ale4_h2o2__1,5.017137868771835,1.650103800999999,0.5247851929999996,-0.8761725550000001,1.7702508450000003,1.059471857,-0.3740276255000001,0.32139321499999873
oxyR__glu_ale4_h2o2__2,5.264726015854658,1.5857830059999998,0.2183634689999998,-1.0044108940000012,1.565965524000001,0.7125101410000001,-0.3782253115000005,0.1753315449999988
oxyR__oxyR_ale17__1,3.0730573113623154,1.389217606999999,-0.21022535000000173,-0.9421467330000012,1.7252229560000003,1.3684850880000001,-0.7739573244999995,-0.012998075000000496
oxyR__oxyR_ale17__2,3.8552282488008185,0.8921685490000001,-0.3285318830000001,-1.093086918000001,1.6697874210000003,1.1058613800000003,-0.8888965104999995,-0.17918820500000088
oxyR__oxyR_ale17_h2o2__1,3.158600830812911,1.4971279079999995,0.13694469899999895,-0.9796284760000002,1.7720609330000006,1.7139999579999996,-0.9141537815000004,0.11520936499999836
oxyR__oxyR_ale17_h2o2__2,1.1085051073558423,1.2504635219999995,0.21885896399999893,-0.5898082770000013,1.9243698260000004,1.5262065189999996,-1.1604518145,-0.10849309500000183
oxyR__oxyR_ale18__1,1.532913852948855,0.6331102079999997,1.0373219729999992,-1.166562635,1.4516377659999993,2.001790782,-1.5072900634999984,-0.7126828950000004
oxyR__oxyR_ale18__2,0.577671982569218,0.9837090519999993,1.0461106229999988,-0.6725769710000016,1.6588742240000007,2.136277352,-1.4919827405,-0.4551578200000002
oxyR__oxyR_ale18_h2o2__1,4.312700003137682,1.269005631999999,0.11635266799999933,-1.0918933600000005,1.8524945210000008,1.3117550590000002,-0.9541385955,-0.19995716500000071
oxyR__oxyR_ale18_h2o2__2,5.146463805688765,1.095039450999999,-0.02620139700000124,-1.1393528260000014,1.910195852,1.5176191459999997,-1.0521794555,-0.057134725000000934
oxyR__oxyR_ale19__1,1.1421252272771971,1.0374603219999994,1.1898620429999998,-1.0451964960000009,1.5192357590000007,2.06372208,-1.6118221615,-0.6934130190000012
oxyR__oxyR_ale19__2,1.7492984016626234,1.1890939929999993,1.0465704729999992,-0.725073354000001,1.742186493000001,1.91510892,-1.4187666805,-0.6157795100000012
oxyR__oxyR_ale19_h2o2__1,0.1448398100954274,0.9516501959999992,1.0364567329999996,-0.7358367710000007,1.1906854420000004,1.969568062,-1.5853093895,-0.8395102720000018
oxyR__oxyR_ale19_h2o2__2,0.2218486009885535,0.9330988389999996,0.9756588629999996,-0.8039380640000022,1.3427433020000006,1.911255718,-1.4801573155000003,-0.7059307200000013
oxyR__oxyR_ale20__1,6.924728599062756,1.0033720409999978,-0.05891534800000109,-1.4027556840000024,1.6109626600000002,0.9457226829999996,-1.0670861065000006,-0.6174351720000004
oxyR__oxyR_ale20__2,7.298240886780608,0.9364004769999994,-0.029860925000001263,-1.4280679270000007,1.66776812,1.224572364,-0.9915333705,-0.7454431260000014
oxyR__oxyR_ale20_h2o2__1,3.336379489964405,1.115316646999999,0.1506384429999983,-1.0986975080000008,1.850029827,1.1737349019999996,-0.9357440224999998,-0.5537788040000002
oxyR__oxyR_ale20_h2o2__2,3.8790352092402287,1.188677149,0.07156199399999963,-1.127493234000001,1.7300363599999995,0.9881425039999998,-0.8875884924999989,-0.3934294450000007
svns_pgi__BmePgi24_15__1,1.4338936565068343,1.375701735999999,0.8566230529999999,-0.5360552860000016,1.435887622000001,0.21844016399999955,-0.3760668074999991,-0.24206837500000056
svns_pgi__BmePgi24_15__2,1.2780211358330134,1.328777560999999,0.7949840929999983,-0.5360455760000011,1.2413997740000011,0.189098175999999,-0.3804900634999999,-0.145811075000001
svns_pgi__BmePgi24_26__1,1.0676683557602782,1.3715734509999995,0.9098056829999984,-0.524884001000002,1.395275668000001,0.3837082379999997,-0.9001993245000001,-0.22252184500000105
svns_pgi__BmePgi24_26__2,1.181715952760661,1.4477145589999996,1.0202385729999983,-0.4864099500000005,1.201917583000001,0.21180419900000125,-0.7239035174999993,-0.29012591500000084
svns_pgi__BmePgi24_41__1,1.1806576140018388,2.020700837999999,0.40898316399999857,-0.44696534900000096,1.7272763920000005,0.20384786599999935,0.08582189050000011,0.8187271749999994
svns_pgi__BmePgi24_41__2,1.683972096786645,1.461726915999999,0.7854916929999991,-0.4670558630000006,1.119682835,0.3745447930000001,-0.7092105915000007,-0.4369876700000006
svns_pgi__BmePgi24_52__1,1.1470569570738032,1.410342856999999,0.8188250129999997,-0.4944578470000014,1.4525655030000006,0.177850705,-0.6891163764999995,-0.2328075750000007
svns_pgi__BmePgi24_52__2,1.2688994165269083,1.2736366909999992,0.8502294829999997,-0.541468839000002,1.0634042420000007,0.1291830419999993,-0.7073035484999997,-0.44035611500000016
svns_pgi__PaePgi2_34__1,1.514263456919984,1.6699106219999995,0.2573766869999989,-0.35587768100000083,1.7260570050000004,-1.7519751150000005,0.1432086865000004,0.4863356349999997
svns_pgi__PaePgi2_34__2,1.4864104922982324,1.7210100759999991,0.3173087549999991,-0.3716520780000003,1.5589234670000005,-1.5200819350000003,0.05695397549999993,0.4692240849999987
svns_pgi__PaePgi2_63__1,0.8781501599607756,2.143185695999998,-0.018749232000001115,-0.3306225780000016,1.6303038020000002,-1.607542393,-0.1039783605000002,0.3104227549999994
svns_pgi__PaePgi2_63__2,1.285234492494871,2.0439353349999987,-0.041486231000000366,-0.3901852840000011,1.6335578020000003,-1.618147066,-0.2280742484999996,0.4064369049999996
svns_pgi__PaePgi24_54__1,2.40031606918058,1.279695624999999,0.4447054299999991,-0.8311115560000015,1.8180596070000004,-1.4771122510000003,-0.10879174349999944,0.1076003649999997
svns_pgi__PaePgi24_54__2,2.857310975592356,1.4895405299999984,0.4380413229999984,-0.8662979580000005,1.7177797850000005,-1.8506361119999999,-0.1511696984999995,0.14424013499999866
svns_pgi__PaePgi24_90__1,2.4756596371611246,1.508249824,0.4862334649999998,-0.7702927290000012,1.8296229740000003,-1.906391237,-0.3593032334999995,0.21443858499999813
svns_pgi__PaePgi24_90__2,1.969031052048436,1.4267052569999992,0.6243183729999995,-0.7893792930000014,1.8739526090000007,-1.977305699,-0.4299964124999995,0.2561814749999982
abx_media__m9_ctrl__1,3.2881598361168085,3.0573247399999985,-0.11097518400000084,-0.8938289440000009,-0.7609860899999994,-0.10056526700000036,-1.2446789615,-0.7748466310000008
abx_media__m9_ctrl__2,2.8932519863085706,2.079257369,0.12504452299999969,-0.8991160770000004,-0.965028822999999,0.20692513599999884,-1.3104621934999994,-0.6426665800000002
abx_media__rpmi_ctrl__1,4.449441975150481,2.5789269179999987,1.6606466929999986,-1.557518067000002,0.66299448,2.069147764,-0.6316149024999991,-1.9395773050000005
abx_media__rpmi_ctrl__2,3.645964160712342,2.256750844,1.5690785729999988,-1.5839219300000007,0.43455969700000097,1.94828184,-0.3341771624999996,-2.2417902950000013
abx_media__camhb_ctrl__1,2.453537256018496,3.28376151,1.9071262229999988,-1.179529736000001,-0.0927604509999993,0.8445057459999994,-2.6131021825,-1.209246395000001
abx_media__camhb_ctrl__2,2.155401317415166,3.2046312699999984,1.7512558129999984,-1.261389653000002,-0.14943740199999933,0.6074500839999999,-2.5333668405000003,-1.4088831260000008
abx_media__m9_mero__1,3.770691557340272,2.691435619,0.06856020599999901,-0.9119070650000012,-0.6197646949999989,-0.8445479540000003,-2.3783633935,-0.6924105510000018
abx_media__m9_mero__2,2.495814688194749,2.828403497,0.12638181499999845,-1.133278434000001,-0.9018561739999996,-0.09930185199999997,-1.9206515735,-0.7606332670000011
abx_media__rpmi_mero__1,4.19573530001785,2.7643384069999986,1.2792711829999988,-1.6535658390000023,-0.06814183699999887,1.9718321529999996,-1.4034768095,-2.122024952000002
abx_media__rpmi_mero__2,4.428504730593345,2.059896681999998,1.5803693429999992,-1.8328940680000023,0.2905544220000005,2.039810244,-1.0727006215,-1.9855761210000007
abx_media__camhb_mero__1,3.619659524327176,2.4005642399999987,1.5875963629999994,-1.4644877940000018,-0.8913583539999994,-1.5602503800000005,-2.9774129214999996,-1.8093093730000012
abx_media__camhb_mero__2,3.61566783548809,2.678641752999999,1.5886438029999983,-1.4166246660000006,-0.8509893199999992,-0.8655757280000005,-3.0560450505000003,-1.769452582000001
abx_media__m9_trisulf__1,5.398092529453012,3.0781306819999994,-0.03236569300000092,-0.4676025150000012,-0.9459863549999996,-1.2564389040000004,-1.8272529995,-0.6541391340000011
abx_media__m9_trisulf__2,4.748487510379553,2.4538335479999995,0.22496729099999868,-0.5692284570000012,-0.7744094369999992,-1.0131378590000004,-1.6281453684999994,-0.6735024630000002
abx_media__rpmi_trisulf__1,2.848083078475782,3.240827583,1.5207276029999992,-0.7884398340000018,0.027352818000000667,-1.5661685390000004,-1.6446397755000002,-1.4955450310000007
abx_media__rpmi_trisulf__2,2.8246043685304083,3.2399052869999987,1.5026259329999991,-0.7543595560000007,-0.19944088199999926,-2.119980255,-1.6024175795,-1.372559379
abx_media__camhb_trisulf__1,4.095870176688578,3.7764482659999983,1.520355992999999,-0.6868955570000015,-0.4629349339999997,-2.443539889,-2.2186303355000003,-1.6427038780000007
abx_media__camhb_trisulf__2,4.109181211933613,3.537329627,1.4155661829999993,-0.7414238250000018,-0.5741440109999996,-1.979469816,-2.2708530125,-1.6088839750000012
abx_media__m9_cef__1,4.741868582890448,2.3357252059999998,0.4615924899999992,-0.6019969600000009,-0.5236011839999994,0.2605967479999993,-1.5982843585,-0.7174840370000002
abx_media__m9_cef__2,4.614504940330678,1.7999493739999997,0.6555212929999996,-0.8015251920000015,-0.5553095179999996,-0.0277828229999999,-1.5207189815,-0.7950130220000009
abx_media__rpmi_cef__1,4.607320820243381,4.775369351999999,1.080170472999999,-0.8307925950000001,-0.3033013029999996,0.01835336099999907,-2.0186258885,-2.3858350260000005
abx_media__rpmi_cef__2,4.945619757904477,4.6418658719999994,1.0556754029999986,-0.7416807140000009,-0.32403848899999943,0.4774212219999994,-1.8782758075,-2.3775118020000012
abx_media__camhb_cef__1,3.664325658318174,3.134836878,1.5783863029999985,-1.0817596130000011,-0.26523876499999943,-1.78003305,-2.2702762055,-1.4990258550000009
abx_media__camhb_cef__2,4.3170578559314725,3.309202114,1.6467797429999995,-1.061934583000001,-0.31225741099999915,-1.5987549800000005,-2.4516748774999995,-1.4296273730000006
abx_media__m9_cipro__1,3.92684185806741,3.0449542480000003,0.014654270999999497,-0.7758492030000017,-1.3193752519999995,-0.6826338920000001,-1.3917499184999995,-0.7975387430000005
abx_media__m9_cipro__2,4.454225502656883,3.2087628640000005,-0.052372151000000144,-0.853964598000001,-1.329955469999999,-0.7594989980000006,-1.6073914874999993,-0.7153731150000002
abx_media__rpmi_cipro__1,7.091702824398508,4.499397371999999,1.1901098129999994,-1.0100535220000015,-0.4664434209999993,-0.5766868690000004,-1.6759964104999998,-1.9697559320000015
abx_media__rpmi_cipro__2,5.708992802119581,4.514474781999999,1.1086732429999984,-0.9865308030000008,-0.28602233799999954,-0.7895004750000005,-1.9203096015,-1.8929784500000009
abx_media__camhb_cipro__1,0.9690613212835008,2.8858509089999997,1.514446122999999,-0.6598682350000011,-0.6219775149999993,-1.7628797130000002,-2.2605209705,-1.2859188550000002
abx_media__camhb_cipro__2,1.4067377630897473,3.318283563,1.456631612999999,-0.7293645650000009,-0.8620574749999994,-1.5863391119999999,-2.1954210295000003,-1.3209167520000005
hot_tale__42c_ale3_30c__1,0.8109367713924094,0.6525715289999994,1.0326763729999993,-0.31695025400000176,-0.7238352779999992,2.237680585000001,-0.6455651495000003,-0.31172612500000163
hot_tale__42c_ale3_30c__2,0.6631618668546095,0.4491581179999997,1.0107942329999986,-0.3400038020000018,-0.9418954369999994,2.3066041509999984,-0.6768525995000001,-0.3136982150000005
hot_tale__42c_ale3_37c__1,-0.7271719432327101,0.6134343379999994,0.9126266729999984,-0.3753982770000004,0.231451066,2.395374984,-0.5762783755000003,-0.3565505050000013
hot_tale__42c_ale3_37c__2,-0.9504264242470604,0.2719719789999999,0.8297639029999999,-0.3437324220000004,-0.03028193299999948,2.488447088,-0.6036873374999994,-0.28684450500000125
hot_tale__42c_ale3_44c__1,-0.8045081559549216,0.6733031509999989,-1.2652746090000022,-0.6295553280000004,0.6904906710000001,1.860880642,0.3937830455000002,0.8838351349999982
hot_tale__42c_ale3_44c__2,-0.599146400177898,0.8815117879999992,-1.4870632130000008,-0.7233255390000011,0.8638603090000014,1.3698015919999982,0.4017930665000016,0.9156934849999984
hot_tale__hot_ale3_mid_30c__1,0.2669986803834306,0.5203864209999978,0.3741862759999997,-0.4170887780000019,-0.8076961329999994,2.0208536839999995,-0.5350687824999998,0.005993264999998971
hot_tale__hot_ale3_mid_30c__2,0.3803507790298704,0.6603471179999998,0.20167876899999904,-0.4165719660000011,-0.18944036599999856,2.4783461140000003,-0.4399935324999991,-0.007385775000001259
hot_tale__hot_ale3_mid_37c__1,-0.2685001370253694,0.5441918999999986,0.5192941929999986,-0.3567725280000005,-0.2667031519999989,2.650846735000001,-0.7768702584999998,-0.5016858060000011
hot_tale__hot_ale3_mid_37c__2,-0.8572770751473353,0.26383498499999897,0.21928864299999876,-0.5292693580000005,0.08956015800000118,2.6458565379999994,-0.7295481665000008,-0.5289926170000019
hot_tale__hot_ale3_mid_44c__1,9.246137856157212,1.8303364979999996,0.5281928529999984,-1.1714352350000006,2.3441276040000005,2.4372964250000004,-1.3677582404999995,0.11469567499999833
hot_tale__hot_ale3_mid_44c__2,5.2542990014627176,1.2813195789999998,0.4859254489999998,-1.2013848630000012,1.957061476000001,2.7826208739999996,-0.6799400215000002,0.2311697149999983
hot_tale__hot_ale3_30c__1,1.9027051855842592,0.8362911409999993,0.2107226449999988,-0.6191741980000014,-0.6954030409999996,2.292695495,-0.7456317544999997,-0.4534518090000006
hot_tale__hot_ale3_30c__2,2.12961267964869,0.491281474,0.08194114299999987,-0.5715778280000006,-0.3930276089999998,2.218483095,-0.6637240274999998,-0.32907377500000123
hot_tale__hot_ale3_37c__1,0.1861424081667874,0.4206196269999989,-0.00933300000000159,-0.7227219680000019,0.04059004100000063,2.1568015219999994,-0.8143446074999998,-0.4036383050000012
hot_tale__hot_ale3_37c__2,0.3494610756290892,0.4973600109999987,-0.19452722500000166,-0.6857150900000004,0.26056899599999905,2.1142319119999984,-0.7327369644999999,-0.27703634500000085
hot_tale__hot_ale3_44c__1,3.1576062900165254,1.0028335299999984,0.5157548629999997,-1.5972039140000014,1.6082662680000022,2.191115108,-0.8433266234999994,0.2275033649999987
hot_tale__hot_ale3_44c__2,0.9931695879104304,0.8788857539999997,0.08085197299999969,-1.0994406470000015,1.1851257890000015,2.135317868,-0.7923595355000002,0.2383969849999996
hot_tale__hot_ale4_30c__1,0.1160261205888633,0.4693692089999999,0.8558944629999985,-0.5107969040000011,-1.2366013459999996,1.399905598,-0.7568600765000006,-0.5464939170000012
hot_tale__hot_ale4_30c__2,0.4830788007480505,0.28325149899999946,0.8426077329999995,-0.4443462910000005,-0.8265127899999989,1.4244119690000012,-0.6745658194999997,-0.4072694250000009
hot_tale__hot_ale4_37c__1,-0.447763250600894,0.5009013279999994,0.5912204629999991,-0.4454435780000008,0.186322918000001,2.140272454,-0.4799404205000002,-0.4599738540000011
hot_tale__hot_ale4_37c__2,-0.5308979728507358,0.10937794299999926,0.3021252289999996,-0.3388817700000004,0.34872612000000025,2.339581884,-0.4385081024999993,-0.4451768880000007
hot_tale__hot_ale4_44c__1,-1.290508659865153,0.906650889999999,-0.2861026200000012,-0.3646092800000016,1.222379676000001,2.5849855350000004,-0.08856976650000004,0.08278536499999943
hot_tale__hot_ale4_44c__2,-0.3697855913502153,1.1258353679999995,-0.056523724000001614,-0.5246024060000014,1.5156101150000003,2.557000468,-0.12219313549999987,0.2592138049999981
hot_tale__hot_ale8_30c__1,0.7755803397119286,1.3469604849999983,0.7996789129999993,-0.6861498490000013,-1.0301638399999993,1.994697539,-0.4733550484999984,-0.9095089900000008
hot_tale__hot_ale8_30c__2,0.8939850837417809,1.5583456609999995,0.8264814429999987,-0.6402435630000003,-0.7815340779999991,1.929778892,-0.4103529565000006,-0.7777570690000015
hot_tale__hot_ale8_37c__1,-0.7288375241107791,1.1599976599999993,0.4595230599999986,-0.5045901850000014,0.4150712060000004,2.247377594,-0.30836901249999915,-0.7274897240000016
hot_tale__hot_ale8_37c__2,-0.1683654691422199,1.315745744,0.4268042599999991,-0.5124674050000007,0.2490019140000008,2.1699029690000002,-0.3172314654999999,-0.7036689320000011
hot_tale__hot_ale8_44c__1,0.0690446222779435,1.4138973659999987,-0.38799655600000094,-0.32521259600000185,1.101586858000001,2.837937414,0.4310402934999997,0.012718264999998395
hot_tale__hot_ale8_44c__2,0.6490630497793952,1.580786065999999,-0.11569428900000035,-0.3328383620000004,1.288350372000001,2.875959557999998,0.28209759750000085,-0.09703083500000176
hot_tale__hot_ale9_mid_30c__1,2.5307261809192507,0.6699122519999996,0.9897555029999996,-0.632539361000001,-0.4339945609999996,2.109467680999999,-0.33009216849999845,-0.04958338500000181
hot_tale__hot_ale9_mid_30c__2,1.8397778526682755,0.6017759609999995,0.9308610029999986,-0.553225578000001,-0.5454550319999996,2.014797493,-0.24252976949999994,0.13507165499999907
hot_tale__hot_ale9_30c__1,1.330688171973389,0.12791527400000025,0.6841337329999995,-0.4970335490000011,-0.6768561259999997,2.243895559,-0.8644760724999996,-0.5928422380000011
hot_tale__hot_ale9_30c__2,1.5126221505478827,0.23716934099999956,0.6838434529999997,-0.4297348410000019,-0.4427609689999992,2.236727545999999,-0.7912126084999995,-0.5899957500000017
hot_tale__hot_ale9_mid_37c__1,0.4701646024021353,0.4554697659999993,0.6025187529999982,-0.5066094210000003,0.10900546600000104,2.375350875999999,-0.4892257485,-0.3676396550000014
