,A,ArgP
ecoli_00598,-5.7084728801,0.008807328
ecoli_00599,-5.5162811445,-0.421214745
ecoli_00600,-3.8304880903000003,-0.43419531
ecoli_00601,-3.666199627,-0.86915447
ecoli_00602,-4.0752689228,-0.9453305380000001
ecoli_00603,-5.0000550717,-0.842515032
ecoli_00604,-3.7051261292,-0.32140689
ecoli_00605,-4.5260907887,-0.9178613880000001
ecoli_00606,-3.4144820667,-1.2696563840000001
ecoli_00607,-1.7555517488999999,-0.646363973
ecoli_00608,-4.4951516726000005,-1.328034302
ecoli_00609,-3.2675571154,-0.758260102
ecoli_00610,-2.3133567995,-0.745708632
ecoli_00611,-5.3097770184,-0.7376153590000001
ecoli_00612,0.2841365879,-1.093009841
ecoli_00613,-2.0760855559,-0.9725862850000001
ecoli_00614,-1.7046659867,-0.78744273
ecoli_00615,-1.6712132537,-1.09032854
ecoli_00616,-1.6478134877000001,-0.994370677
ecoli_00617,-2.3989299046,-0.8315605810000001
ecoli_00618,-0.5141253192,-0.65575007
ecoli_00619,-0.3452692938,-0.68832647
ecoli_00620,-4.4582362879,0.072514232
ecoli_00621,-4.6761698048,0.010053169
ecoli_00622,-2.7558410262,-0.09790058600000001
ecoli_00623,-2.7398979698,7.6116e-05
ecoli_00624,-2.8756885256,0.0022198350000000003
ecoli_00625,-3.1347862124,-0.062838245
ecoli_00626,-5.3140386178,-0.192473356
ecoli_00627,-5.1497852168,-0.270468202
ecoli_00628,-4.5451409695,0.09995163500000001
ecoli_00629,-4.6824218021,0.20108740900000002
ecoli_00630,-4.6521691012,-0.012246664
ecoli_00631,-5.0576676599,-0.00854571
ecoli_00632,-3.3249387425,-0.031899708
ecoli_00633,-3.5676283996,0.022716231
ecoli_00634,-3.7009359204,0.017644053
ecoli_00635,-3.93940616,0.07753925
ecoli_00636,-4.0204749705,0.07079750500000001
ecoli_00637,-3.6692183684,0.22932975500000002
ecoli_00638,-2.5895119818,-0.066038677
ecoli_00639,-2.5271392925000002,-0.069353185
ecoli_00640,-3.0504079732,-0.052237964000000005
ecoli_00641,-2.687485389,-0.005998113
ecoli_00642,-2.8519741015999998,0.00268891
ecoli_00643,-3.1015236198,0.176615821
ecoli_00644,-3.3713643465,-0.241384267
ecoli_00645,-2.9999448398,-0.26485068500000003
ecoli_00646,-3.3451536589,-0.12246031
ecoli_00647,-3.8338949974,0.02243594
ecoli_00648,-2.5276690945,-0.12768853200000002
ecoli_00649,-2.7541911644,-0.176071094
ecoli_00650,-3.6947351376,0.042925967
ecoli_00651,-3.7388396122,0.015841033
ecoli_00652,-5.4817675342,0.22102247700000002
ecoli_00653,-4.9997783508,0.37487669700000004
ecoli_00654,-4.5176916771,-0.047167954000000005
ecoli_00655,-4.1207681036,-0.078903683
ecoli_00656,-2.6664033805000003,-0.17120506500000002
ecoli_00657,-2.792069235,-0.134415732
ecoli_00658,-2.626758716,-0.37670087900000004
ecoli_00659,-3.1712190462,-0.308218353
ecoli_00660,-3.60543911,0.338092334
ecoli_00661,-3.4946796685,0.308906153
ecoli_00662,-3.3205018221,-0.304684295
ecoli_00663,-3.2146073475,-0.31607213500000003
ecoli_00664,-3.4338851835,0.24322910500000003
ecoli_00665,-3.4475262321,0.31457476
ecoli_00666,-4.1586163646,0.068552049
ecoli_00667,-3.5384582492,0.073238709
ecoli_00668,-5.5342736210000005,0.037854611
ecoli_00669,-6.1291086362,0.09757136200000001
ecoli_00670,-3.7403052987,0.148650642
ecoli_00671,-3.9003855318,0.08432421300000001
ecoli_00672,-3.6467787408,-0.00165951
ecoli_00673,-3.4866697066,0.030580716
ecoli_00674,-4.0964264372,-0.113457315
ecoli_00675,-3.822668348,-0.15375676400000002
ecoli_00676,-2.6035882063,-0.17128448400000001
ecoli_00677,-2.4892870642,-0.246728204
ecoli_00678,-4.896684159,0.352345624
ecoli_00679,-5.1224729143,0.36162514900000003
ecoli_00680,-5.7076425917,0.096418271
ecoli_00681,-5.4846788811,0.15815878800000002
ecoli_00682,-4.1412500944,-0.018525623
ecoli_00683,-4.1152970128,0.143930828
ecoli_00684,-3.6129784716,-0.111351426
ecoli_00685,-3.8616537594,0.026822352
ecoli_00686,-1.8560043703,-0.41836264100000004
ecoli_00687,-2.1409567367,-0.36424768700000004
ecoli_00688,-4.0511554801,-0.35764779
ecoli_00689,-3.7731564046,-0.287718099
ecoli_00690,-5.8814182364,0.090317613
ecoli_00691,-5.7003341851,0.157827624
ecoli_00692,-6.2219960838,0.121214101
ecoli_00693,-5.93666618,0.262640492
ecoli_00694,-4.9911056455,0.12746353200000002
ecoli_00695,-4.7084323857,-0.088294988
ecoli_00696,-5.7982087616,0.14587195
ecoli_00697,-6.129325302,0.11964369300000001
ecoli_00698,-4.8572056264,-0.23990503500000002
ecoli_00699,-4.3306532571,-0.21427947100000003
ecoli_00700,-3.2973597444,-0.164090108
ecoli_00701,-3.2929129578,-0.053760699
ecoli_00702,-5.145775307,0.333766963
ecoli_00703,-5.3180088446,0.40775662300000004
ecoli_00704,-3.0429303374,-0.063462076
ecoli_00705,-3.1676143464,-0.080340349
ecoli_00706,-4.010962877,-0.44153771500000005
ecoli_00707,-3.8548896900000003,-0.46596323300000003
ecoli_00708,-2.822479223,-0.197039503
ecoli_00709,-2.6262417094,-0.066850168
ecoli_00710,-4.4379960325,-0.10618844200000001
ecoli_00711,-4.0815654521,-0.11876118100000001
ecoli_00712,-4.3878657257,0.065529558
ecoli_00713,-4.1687638303,0.017955055
ecoli_00714,-4.5998090786,0.16016211500000002
ecoli_00715,-4.3872661136,0.085705799
ecoli_00716,0.3653189428,-0.13928057500000002
ecoli_00717,0.9661669914000001,-0.501679654
ecoli_00718,1.853507033,-0.763208435
ecoli_00719,1.5613907718,-0.7341481400000001
ecoli_00720,0.8280767888,-0.682859788
ecoli_00721,0.836129914,-0.7320703120000001
ecoli_00722,-0.0850817185,0.14426355600000002
ecoli_00723,-1.5691774836999999,0.48740052600000006
ecoli_00724,-1.93845631,-0.028725189
ecoli_00725,-1.7920746149,-0.18298188
ecoli_00727,-1.8741565319,-0.019025034
ecoli_00728,-0.9494240654,-0.159275045
ecoli_00729,-1.1765285893,-0.42419018300000005
ecoli_00730,-1.339479938,-0.8411032930000001
ecoli_00731,-1.1894743545,-1.341677457
ecoli_00732,-1.8450093657000002,-1.360478089
ecoli_00733,0.085631552,-0.018326364
ecoli_00734,0.1014608858,-0.47490604500000005
ecoli_00735,0.8349609874,-0.124848998
ecoli_00736,0.11186192860000001,-0.539101444
ecoli_00737,1.8735648057,-0.096629379
ecoli_00738,2.1649501015,-0.48020286100000004
ecoli_00739,-0.2133408674,-0.657953542
ecoli_00740,-0.2924940842,-0.924905878
ecoli_00741,-0.8423249023,0.251536706
ecoli_00742,-1.8998430847,-0.015475419
ecoli_00743,-0.06900479600000001,-0.30286259
ecoli_00744,-0.0672672149,-0.291462377
ecoli_00745,1.0784777699,-0.37959042
ecoli_00746,0.4693188722,-0.299002933
ecoli_00747,0.232078581,-0.34338285900000004
ecoli_00748,0.4173374533,-0.401845624
ecoli_00749,-5.4228052984,-0.434818268
ecoli_00750,-5.7539862912,-0.30424600500000004
ecoli_00751,-5.3361917448,-0.7119924160000001
ecoli_00752,-5.3554911747,-0.7443182700000001
ecoli_00753,-0.1027393275,-0.8940824940000001
ecoli_00754,-0.0310929263,-0.858270681
ecoli_00755,-7.7616998237,-2.461770495
ecoli_00756,-7.1579657399,-1.98719411
ecoli_00757,0.6455056819,-0.6602462570000001
ecoli_00758,0.4701810831,-0.8349083060000001
ecoli_00759,-1.2697176469,-0.245083606
ecoli_00760,3.9486349533,-0.406870968
ecoli_00761,0.4231226967,-0.675770854
ecoli_00762,0.6702241267,-0.701603665
ecoli_00763,0.2487856149,-0.662598629
ecoli_00764,-0.46321212040000004,-0.716234676
ecoli_00765,0.32409178850000003,-0.745312077
ecoli_00766,0.7351251569,-0.688469093
ecoli_00767,-6.1612510396,-0.346322389
ecoli_00768,-6.6209994621,-0.28474323500000004
ecoli_00769,-3.4803779053,-0.323258247
ecoli_00770,-3.4047769152000003,-0.24599263000000002
ecoli_00771,-3.4397412057,-0.272329875
ecoli_00772,-3.0173392071,-0.44586132700000003
ecoli_00773,-3.7203356318000003,-0.38918296
ecoli_00774,-4.7534637237,-0.336380102
ecoli_00775,-3.9745257271,-0.533382788
ecoli_00776,-4.073047219,-0.49704333
ecoli_00777,0.5910128792,-0.880768418
ecoli_00778,0.4732915151,-0.9610380260000001
ecoli_00779,-0.2545351102,-0.22900431200000002
ecoli_00780,-0.0260223097,-0.33931778700000004
ecoli_00781,2.0085472438,-1.00231578
ecoli_00782,2.2277092763,-0.9586279400000001
ecoli_00783,1.7037811781,-0.745401191
ecoli_00784,2.1188258595,-0.45483425400000005
ecoli_00785,0.3229419035,-0.6145342420000001
ecoli_00786,0.3805686441,-0.6641432700000001
ecoli_00787,0.031081314500000002,-0.503807136
ecoli_00788,0.1852997569,-0.45209177800000006
ecoli_00789,1.1797956722,-0.685385958
ecoli_00790,1.272425707,-0.674023867
ecoli_00791,0.7288005527,-0.620558952
ecoli_00792,-0.1378988569,-0.5496634890000001
ecoli_00793,-0.0983956312,-0.622398391
ecoli_00794,0.060507165700000004,-0.595655719
ecoli_00795,-0.9268468011000001,-0.44814539900000006
ecoli_00796,-1.1481480766,-0.433015945
ecoli_00797,-1.497800099,-1.220093683
ecoli_00798,-1.0779968952,-1.211307117
ecoli_00799,-1.9842336903,-1.57980165
ecoli_00800,-0.95225589,-1.238968616
ecoli_00818,-0.8926531403,-0.701655185
ecoli_00819,-0.953364038,-0.7044515840000001
ecoli_00820,-1.4086645392000001,-0.66404104
ecoli_00821,-1.0196415533,-0.272823866
ecoli_00822,-1.4269458384,-0.487668706
ecoli_00823,-1.5073718758,-0.5839533410000001
ecoli_00824,-0.717946908,-0.5220332560000001
ecoli_00825,-0.1946442901,-0.5552178520000001
ecoli_00826,-0.3465431203,-0.949376901
ecoli_00827,-0.8549182465,-0.9254990620000001
ecoli_00828,0.38782164620000004,-0.797395272
ecoli_00829,0.4452387682,-0.7865131350000001
ecoli_00830,-0.6210551369,-0.6530588930000001
ecoli_00831,-0.7754204633,-0.699573349
ecoli_00832,-2.3501264613,0.02628884
ecoli_00833,-2.6572516520000002,-0.18021894800000002
ecoli_00834,0.11682376650000001,-0.977687908
ecoli_00835,0.47294655830000004,-0.795878747
ecoli_00836,0.0335232906,-0.9646892770000001
ecoli_00837,0.1636130129,-1.077164929
ecoli_00838,0.5263798456000001,-0.866211868
ecoli_00839,0.1343970035,-0.81459008
ecoli_00840,-0.0503676871,-0.66903179
ecoli_00841,0.0204652491,-0.7560399320000001
ecoli_00842,0.33264065,-0.824484772
ecoli_00843,0.2809663361,-0.854121079
ecoli_00844,-0.1478549662,-1.024867645
ecoli_00845,-0.2966662098,-0.9529902440000001
