,A,TtdR
SRX4705220,0.4983298521,-1.4660206991
SRX4705221,0.40967797710000003,-1.171604855
SRX4705222,0.0391444343,-1.5563120335
SRX4705223,1.4145284882,-0.4238213308
SRX4705224,1.7949837955999999,-0.5839601601000001
SRX4705225,1.2731407273,-1.9928003082
SRX4705226,1.1428278007000001,-1.5752869225000001
SRX4705227,0.7669971794,-1.6658139441
SRX4705228,0.5442889273,-0.8546225362000001
SRX4705229,0.6407992095,-1.1410937219
SRX4705230,1.6522731258999999,-1.2699331629000001
SRX4705231,-0.1070799065,-0.9714395093
SRX4705232,0.1398149435,-1.4769765697000001
SRX4705233,-0.8491312607,-1.2810502582
SRX4705234,-0.1498808664,-0.6009101627
SRX4705235,-0.9015018565,-1.9652147509
SRX4705236,-0.22457243440000002,-0.7983953564
SRX4705237,-1.1867987148,-2.048042149
SRX4705238,-0.7043306586,-1.6381687082
SRX2038319,0.5945385836,-1.2253041058
SRX2038320,0.6359579511,0.3589074559
SRX2038321,-0.1466119686,-0.6776433321
SRX2038322,0.10554835530000001,0.4690579278
SRX2038323,-0.2775618627,-0.2441422781
SRX2038324,-1.0265108856,0.1457832906
SRX2038325,0.5636885138000001,0.2194290686
SRX2038326,0.5645704248,0.20706576540000002
SRX2038327,0.9508127901000001,-1.2228508848
SRX2038328,0.48252443380000004,-1.2208760586
SRX2038329,-0.1248927115,0.2544337666
SRX2038330,-0.1731508921,-0.1194246444
SRX2038331,0.2592934662,-0.4392183169
SRX2038332,-0.6140590976,0.7142226208
SRX2038334,0.7868844753,2.3226683447
SRX2038335,-0.3482249818,1.5081308478
SRX2038336,-0.6366994559,1.5735545133
SRX2038337,-0.092610519,-1.3748528538
SRX2038338,-0.44978506700000004,0.0367920554
SRX2038339,-0.4532111827,-0.2176812031
SRX2038340,-0.8679559239,1.3565347437
SRX2038341,-0.20387996500000002,1.7081531068
SRX2038342,-0.4723806941,1.0303169631
SRX2038343,-0.9318865926000001,1.9971596565
SRX2038344,-1.559569421,1.8548901324
SRX2038345,-1.3165269184000001,0.4064573332
SRX2038346,-0.8259207823,-0.4476675048
SRX2038347,-1.2588032817,-1.032069831
SRX2038348,-1.4296500245,-0.8583951807
SRX2038349,0.4843186332,1.2791518697
SRX2038350,-0.0336260298,1.4542812937
SRX2038351,-0.3425642283,1.9502598493
SRX2038352,-1.1606410011000001,2.5481254622
SRX2038353,0.8992778026,3.1664071983
SRX2038354,0.15573682900000002,2.9124222698
SRX2038355,-0.3249189505,2.0808519474
SRX2038356,0.049820098,2.5578236381
SRX2038357,-0.1447535166,1.1885120504
SRX2038358,-0.5042002532000001,0.3455165664
SRX2038359,-1.1570737019,0.9734891787000001
SRX2038360,-0.42893764900000003,1.7915179731
SRX2038361,0.1088293655,1.7591481083
SRX2038362,-0.465871788,2.1520722278
SRX2038363,-0.8529893074,1.1762170677000001
SRX2038364,-0.9367598031000001,1.9520637151
SRX2038365,-1.1885838348,-0.5697771605
SRX2038366,-1.7130282289,-1.0939395991
SRX2038367,-1.6213375218000001,-0.5977648285
SRX2038368,-0.2250107563,0.0576521454
SRX2038369,0.209653624,2.0468441994
SRX2038370,-1.4886090791,1.7014520618
SRX2038371,-1.2887435851,0.20280690380000002
SRX2038372,0.2825607792,2.1237841527
SRX2038373,-0.3173960105,2.3913441926
SRX2038374,-0.823073249,1.8348334626
SRX2038375,-0.4903116745,1.7093701906
ERX530520,0.0079459631,0.37620314530000004
ERX530521,-0.5664721224,0.0018220874000000001
ERX530522,-1.82690428,-0.0045111079
ERX530523,-1.1395902983,0.0667354554
ERX530524,-0.0079459631,-0.37620314530000004
ERX530525,-1.2348441526,0.5316117061
ERX530526,-0.43931829110000004,0.0673638568
ERX530527,-1.7034811261,0.1521129606
ERX3212443,0.4500980773,-0.1938052748
ERX3212444,0.0948823776,-0.463811116
ERX3212445,0.5340095677,-0.3777742636
ERX3212446,-0.11852978280000001,-1.0193633219
ERX3212447,0.3319748625,-0.0364055848
ERX3212448,0.3221850402,0.11131209980000001
ERX3212449,-0.0304857522,0.0841018224
ERX3212450,0.1602211758,0.12146018060000001
ERX3212451,-0.1297354236,-0.20556200300000002
ERX3212452,-0.7954530484,0.0409341498
ERX3212453,-0.9535265179,0.1348550076
ERX3212454,-0.5546178314,0.37523506090000003
SRX7478973,0.2503829251,0.1392864041
SRX7478974,-0.1723343047,-0.0916261852
SRX7478975,-0.0780486203,-0.0476602189
SRX7478976,-0.1852288139,0.4009962373
SRX7478977,-0.23288149060000002,0.6589552028
SRX7478978,0.7294022303000001,-0.0953077906
SRX7478979,0.321894279,0.190932451
SRX7478980,0.5147729987,0.11442063770000001
SRX7478981,0.4344418506,-0.2109822157
SRX7478982,0.45595731650000004,0.0432363209
SRX7478983,0.036586765,-0.06681532180000001
SRX7478984,0.44600314830000004,0.1760654532
ERX1521038,0.5881612942000001,1.3683173803
ERX1521039,0.7136040509,1.8035764621
ERX1521040,0.499768721,1.3586157582
ERX1521041,0.9801260149000001,1.8781586887000001
ERX1521042,-0.22636274720000002,-0.2348690645
ERX1521043,0.052544025,-0.1779819172
ERX1521044,-0.2535078938,-0.1254251901
ERX1521045,0.2535078938,0.1254251901
SRX621182,-2.0463786656,0.4355709915
SRX621183,-2.4183825394,0.0852252892
SRX621184,1.4556867722,-0.1802471069
SRX621185,0.6583717849,-0.20647401410000002
SRX621188,1.2935722572000001,0.3615477922
SRX621189,2.0253965832,-0.5720168523
SRX621190,0.1103795706,0.1270276737
SRX621191,-0.1103795706,-0.1270276737
SRX621192,-3.9938238777,-1.1293798095
SRX621193,-3.9485596233,-0.8701885474000001
SRX6489436,1.8818801131,-1.9691245388
SRX6489437,0.7715535387,-1.7894833237
SRX6489438,2.3325766061,-1.3837651816
SRX6489439,0.3149297069,-0.596183805
SRX6489440,0.511249978,-1.2259612105
SRX6489441,-0.8261796848,1.8221450155
SRX6489442,-0.34002433330000004,-1.2462932754
SRX6489443,-0.20037700320000001,-1.7268232791
SRX6489444,-1.2022509953,1.4371493201
SRX6489445,0.0652190314,-0.6411312021000001
SRX6489446,-0.36612982040000003,-1.1348795933
SRX6489447,-0.6770564647,1.8818790043
SRX6489448,-1.2440270829,-0.9885758684
SRX6489449,-0.6334627636,-1.5036706267
SRX6489450,-2.4286770228,-1.9074635135
SRX6489451,0.8002041426000001,-0.31240639200000003
SRX6489452,0.7423433008,-1.4098798276
SRX6489453,0.2143415185,1.5518878453
SRX6489454,0.9689548937,-0.3080937069
SRX6489455,0.7463972566,-1.2273383042
SRX6489456,0.1100945474,1.917523074
SRX6489457,1.3078436985,-0.8419370821000001
SRX6489458,1.3168323485,-2.0534616058
SRX6489459,0.9831348534000001,-2.0213639272
SRX6489460,1.3912976688,-1.7546430524
SRX6489461,0.9955634016,-1.7331644144
SRX6489462,1.1618349766,-2.146110922
SRX6489463,0.1948059896,-2.4170272953
SRX6489464,0.5842182859,-2.2551412325
SRX6489465,-0.3089424765,-2.136389713
SRX6489466,1.6828328902,-1.3371899097
SRX6489467,0.7263717944,-2.36572576
SRX6489468,1.034799268,-1.8593744266
SRX6489469,0.5433360969000001,-2.2004221897
SRX6489470,1.874677332,-1.8231943647
SRX6489471,1.1254406406,-2.1643260848
SRX6452027,-0.0101493279,0.44000966700000005
SRX6452029,-0.0818219943,-0.1238256578
SRX6452030,0.15866300460000002,0.9523838188
SRX6452031,0.6238333429,0.11995770180000001
SRX6452044,1.5004530862,0.5730210171
SRX6452045,0.7213571034,0.5090054024
SRX6452046,0.6536277286000001,0.5907160945000001
SRX6452047,0.5608419087000001,0.7067083823
SRX6452048,0.0818219943,0.1238256578
SRX6452059,0.0059373455,0.7427408209
SRX1828491,7.5420710374,2.2178918651
SRX1828492,7.3806199,1.8810859947
SRX1828493,4.8218464948,2.0800021417
SRX1828494,7.8361078991,3.4478516826
SRX1828495,0.0880314116,-1.7541221846
SRX1828496,-0.019605206,-1.7584017946000001
SRX1828497,3.3198813698,0.4964031727
SRX1828498,3.6454146203,0.4422768379
SRX1828499,2.8366762456,0.3428586428
SRX1828500,5.0047961708,1.2768635011
SRX1828501,0.5140340373,0.1327895784
SRX1828502,-1.4306200622,-1.1757049137
SRX1828503,4.0623850221,-0.0019332546000000001
SRX1828504,2.5543965657000003,0.0433461772
SRX1828505,0.3571630937,0.3338899334
SRX1828506,1.8754729013,1.4440438052
SRX1828507,-0.863219295,-0.9542625690000001
SRX1828508,0.863219295,0.9542625690000001
SRX3796953,0.499636338,-0.3561764671
SRX3796954,-0.499636338,0.3561764671
SRX3796955,1.0754714741,1.1316017903
SRX3796956,1.0989030159,1.7833082020000002
SRX3796957,-2.441940608,-0.8374368776000001
SRX3796958,0.9124514586,0.1485501078
SRX3796959,0.7538545982,0.2732656512
SRX3796960,0.42058872280000004,-0.27388047990000003
SRX3796961,2.3614321963,1.5052578186
SRX3796962,2.1874176871,0.9537255713
SRX3796963,-0.24625381040000002,-0.037097786300000005
SRX3796964,0.9882717277,-0.062386890900000005
SRX3796965,-0.1379991065,-0.5231112737
SRX3796966,-0.29728888330000003,-0.0836101893
SRX3796967,2.9904334984,2.1288877692
SRX3796968,3.0204563961,2.1441336212
SRX3796969,0.788696029,-0.45295070260000003
SRX3796970,0.5736793968,0.527432149
SRX3796971,0.5354522536,-0.40635351900000005
SRX3796972,0.5567730771,-0.2833997794
SRX3796973,1.9152872008,1.3862049379
SRX3796974,2.0784866179,2.2746306145
SRX3796975,1.7701417725000002,0.30949392270000003
SRX3796976,1.2284432426,-0.2750901732
SRX3796977,0.2599515274,-0.20422888190000002
SRX3796978,0.10391814760000001,-0.4834210776
SRX3796979,1.6997398629,1.8990792936
SRX3796980,1.3580698033,1.8917341919
SRX3796981,0.16903499600000002,-0.6029308544
SRX3796982,0.9740311727000001,-0.3366137614
SRX3796983,-0.3602275398,-0.8619489038
SRX3796984,-0.2909128595,-0.2456702953
SRX3796985,1.5916243037000002,1.7760640644999999
SRX3796986,2.3423072287,1.8410567227999999
SRX3796987,1.2883440749,0.37222606610000003
SRX3796988,1.5406037152,0.27719058080000003
SRX2568270,-1.7493745157,-0.0620491408
SRX2568271,0.3637053247,-0.6642828223
SRX2568272,-1.1892234007,1.9249849823
SRX2568273,3.0476052542,3.2636151807
SRX2568274,0.3882733935,2.0938916652
SRX2568275,1.7493745157,0.0620491408
SRX2568276,1.0741595201,1.1622664109
SRX2568277,3.0644780117,1.076068738
SRX2568278,1.7891883011,1.2812059458
SRX2568279,0.016518920200000002,1.6329339473000002
SRX3421856,0.0457333485,-0.0023158433000000003
SRX3421857,-0.0457333485,0.0023158433000000003
SRX3421858,0.27170403330000004,1.3560472431
SRX3421859,0.4835802306,1.0586294357
SRX3421860,-2.9557024706,0.0362654035
SRX3421861,-0.33427512870000003,-0.7620939231
SRX3421868,0.1544119596,2.9842174393
SRX3421869,4.0721928422,2.4332071392
SRX2606337,0.0783339621,1.3597734432
SRX2606338,-0.4985779957,2.815620912
SRX2606339,0.14674632340000002,3.159029657
SRX2606340,0.5744179140000001,3.5594737454
SRX2606341,-1.7710395291,-1.6219020022000001
SRX2606342,-0.9046265856000001,-1.2877654803
SRX2606343,-1.3357420359,-1.009049917
SRX2606344,-0.31410783800000003,-0.7630069575
SRX2606345,-0.1399735207,0.2268112733
SRX2606346,-0.7117698519,0.4395599864
SRX2606347,0.0379198436,-1.0777124336
SRX2606348,-0.46216860460000003,2.484340607
SRX2606349,0.054932548000000005,3.6689454216
SRX2606350,0.9443002254,3.6653922377
SRX2606351,-1.1762258356,-2.4590130181
SRX2606352,-0.5234286613,-0.33968086070000003
SRX2606353,-1.0926316680000001,-0.8220756238
SRX2606354,-0.052561761000000005,-0.8711944411
SRX2606355,-0.3542538638,-0.34832500510000003
SRX2606356,0.15880840970000001,1.6249732182
SRX2606357,-0.1162538057,-0.2820610096
SRX2606358,-0.11472857510000001,1.9924616816
SRX2606359,0.5675058291,3.5198995485999998
SRX2606360,0.6219395842000001,3.0216655608
SRX2606361,-1.9611085510000001,-1.861420139
SRX2606362,-0.8812478544000001,-1.5207038102000001
SRX2606363,-1.0295421076,-1.5122300132
SRX2606364,-0.4422234691,-1.0248852878
SRX2606365,0.02444831,-0.5628625459000001
SRX2606366,0.0011446021,1.9877358576000002
SRX3648427,-0.3905845766,0.3391533385
SRX3648428,-0.33768632190000003,-0.4022973617
SRX3648429,-0.2399105545,0.060116821200000004
SRX3648430,-0.5207599971,0.4502051208
SRX3648431,-0.7246262192,0.2403926213
SRX3648432,-0.7014862682,0.0563753268
SRX3648433,-0.0684293167,0.7874632707
SRX3648434,0.2325675946,-0.1237479486
SRX3648435,0.2440291699,-0.9265381077
SRX3648436,0.24905071110000002,-1.8914513242000002
SRX3648437,0.0048804656,-1.6785765749000001
SRX3648438,0.5561775412000001,-1.8248032691
SRX3648439,-0.5999502050000001,-0.3344620762
SRX3648440,-0.2406113776,-0.3487210791
SRX3648441,-0.3708173074,-1.2915748068
SRX3648442,0.34141840160000003,-0.8980069094
SRX3648443,-0.2297287118,-0.7389121409
SRX3648444,-0.6309199166,-0.7374177618000001
SRX3648445,-0.5410697542,0.36931867020000003
SRX3648446,-0.649210454,-0.1385270937
SRX3648447,-0.7668468825,-0.3287293139
SRX3648448,-0.15102399830000002,0.7766679826
SRX3648449,-0.1292661495,0.4749970993
SRX3648450,0.1115055784,0.1836859313
SRX3648451,0.5098492831,0.196024192
SRX3648452,-0.3405829771,-0.5997911139000001
SRX3648453,-0.0004817367,-1.0315840913
SRX3648454,-0.2095386015,-1.1281794436
SRX3648455,-0.8099110506,-0.9557369329000001
SRX3648456,-0.3729563376,-1.0503469041
SRX3648457,0.1901694066,0.0816014018
SRX3648458,-0.2269342765,0.0900088789
SRX3648459,-0.2063837953,-0.8103256908
SRX3648460,-0.812966866,-0.0519354792
SRX3648461,-0.2284850767,-1.0322239242
SRX3648462,-0.4131408789,-1.1152932435
SRX3648463,-0.18024712980000002,0.4401002551
SRX3648464,-0.332463746,-0.1403362369
SRX3648465,-0.3679052131,-0.2391651383
SRX3648466,-0.5884678512,0.5137450938
SRX3648467,-0.0009636698000000001,-0.33631524560000003
SRX3648468,-0.8616774519,-0.8959835904000001
SRX3648469,1.1407663307,-3.7784764004999998
SRX3648470,1.7047896297,-3.2976366081
SRX3648471,1.5051869029,-3.9833522482
SRX3648472,-0.4057640712,-3.4627383589000003
SRX3648473,-0.2963395397,-3.1015768818
SRX3648475,-0.491694738,-1.1939828435
SRX3648476,-0.24007969510000002,-0.8705964930000001
SRX3648477,-0.22537544920000002,-1.5787001652
SRX3648478,-0.1974314099,-0.0123762455
SRX3648479,-0.2064237593,0.19394179150000002
SRX3648480,-0.901879231,-0.5086992482
SRX3648481,-0.7267449433000001,-0.9659601115
SRX3648482,-0.14379898300000002,-1.274092304
SRX3648483,-0.0229350698,-1.9910228413
SRX1429221,-2.0151688741,-0.5908344683
SRX1429222,0.49347141600000005,-0.0547295441
SRX1429223,1.5216974581,0.6455640124
SRX1429224,-1.2619168101,-0.5115654506
SRX1429225,-1.8010405418,-1.0808785655
SRX1429226,-2.8178700169,-1.1482409868
SRX1429227,-2.9588332079,-1.4995272513
SRX1429228,-0.8735630417,-0.1579733402
SRX1429229,-3.5011181528,-1.4901830236
SRX1429230,-3.2204006708,-1.3841383716
SRX1429231,-0.4660962467,-0.1847485929
SRX1429232,-3.2387265419,-1.2473822425
SRX1429233,-3.4610691256,-1.1094329049
SRX1429234,-3.7537396553,-1.0165281691
SRX1429235,-3.1783005086,-1.0452220661
SRX1429236,-1.6598195512,-0.6537426032
SRX1429237,-3.8743362019000003,-0.8683020076
SRX1429238,-4.068683576,-1.2478935466
SRX1429239,-4.5366661156,-0.8804156586
SRX1429240,-4.0784208192,-0.8194807770000001
SRX1429241,-4.3254398091,-0.8609855314
SRX1429242,-4.1289033106,-0.6704729197
SRX1429243,-4.4064735884,-1.4426890824
SRX1429244,-4.0672959094,-1.2043720345
ERX2339161,0.7117151001,-0.5316954108
ERX2339162,-0.7117151001,0.5316954108
ERX2339163,-0.48546317840000003,-0.606677317
ERX2339164,0.5336329042,-1.9325274638
ERX2339165,0.6177315049000001,-1.348517999
ERX2339166,0.421495756,-1.0973415613
ERX2339167,0.3943363446,-0.7079843902
ERX2339168,0.7529545474,0.24833322160000001
ERX2339169,0.007856881000000001,-0.19446954130000002
ERX2339170,-0.4874248204,-0.6193989654000001
ERX2339171,0.47937970290000004,-2.6641847613
SRX7656012,2.4490977476999998,0.7723066248
SRX7656013,-0.042717311200000004,-0.6330281913
SRX7656014,0.4874311519,-1.0458549325
SRX7656015,-0.5700860273,-1.2565422615
SRX7656016,-0.0033274256,-1.2387036146
SRX7656017,-0.0253415377,-0.8505190545
SRX7656018,0.5875614695,-0.9995510719
SRX7656019,-0.1651796744,-0.8959864502
SRX7656020,-0.6955979523,-1.3827085553
SRX7656021,-1.0028267124,-1.6481615490000001
SRX7656022,-0.5134616103,-0.8361057418000001
SRX7656023,-0.4895815545,-0.8617498699
SRX7656024,-0.25071361270000003,-1.6290694083
SRX7656025,0.1851336073,-0.5206110484
SRX7656026,0.3311205124,-0.5812078812
SRX7656027,-0.919092805,-0.5537921297
SRX7656028,1.7477351021,0.6965614491000001
SRX7656029,0.1106718827,-1.0202056583
SRX7656030,-0.9853104473000001,-0.9074915299
SRX7656031,-0.4063613018,-0.6496188047
SRX7656032,0.4166262163,-1.1973560409
SRX7656033,0.236535233,-1.3573639627
SRX7656034,-0.7207936819,-1.0922733699
SRX7656035,-0.8629102893,-1.5200420795
SRX7656036,-0.4142150294,-0.8030412029
SRX7656037,-0.1594029484,-1.0003347516
SRX7656038,-0.5925053939,0.0633461674
SRX7656039,-0.8308383771000001,-0.5803698074
SRX7656040,-0.0172833387,0.24162701800000003
SRX7656041,0.8481217158000001,0.3387427894
SRX7656042,0.9535851341,0.6325164276
SRX7656043,0.9174614369,0.8447367886
SRX7656044,0.3742105291,-0.29706454590000003
SRX7656045,-0.1301976474,0.1728987965
SRX7656046,0.8650242546,-0.2723646576
SRX7656047,-0.3613302223,-0.6422788203
SRX7656048,0.2180662593,0.6564508709
SRX7656049,0.6705541609,0.1586806439
SRX7656050,1.4283696735,0.2744267482
SRX7656051,-1.5174758957,-0.5457596015
SRX7656052,-1.6309644531,0.48968086660000004
SRX7656053,2.0424294578,0.87416008
SRX7656054,-0.6601031302,-1.3493251939
SRX7656055,1.7232746749,0.0547375817
SRX7656056,-0.2678781225,-0.15501774810000002
SRX7656057,-0.6916011567,-0.8852813234
SRX7656058,-0.4722579946,-2.2477589636
SRX7656059,0.1883569227,-1.8356205625
SRX7656060,-0.5028225555,-1.2427889228
SRX7656061,0.3856258475,-1.2590959406
SRX7656062,-1.7328415517,-1.2848428281
SRX7656063,0.1692706866,-0.22313428600000002
SRX7656064,0.3286771154,-0.2457377956
SRX7656065,0.8747179140000001,0.2658892256
SRX7656066,1.5412653144,-0.2831623546
SRX7656067,1.7282333803,-0.0449655489
SRX7656068,-0.2283017632,-0.6261170715000001
SRX7656069,1.2227004717,-0.46110522730000003
SRX7656070,2.379789375,0.0624761143
SRX7656071,3.4509226783,1.2996721287
SRX7656072,0.9859388388,-0.394137522
SRX7656073,1.1464316401,-0.041985645700000004
SRX7656074,4.0060961011,1.1967956572
SRX7656075,1.8089002558,0.6115891607
SRX7656076,4.3224145176,1.6172473224
SRX7656077,2.8629089665,1.2716425617
SRX7656078,-0.2641192711,-0.5699866287
SRX7656079,-0.3212911576,0.4415667274
SRX7656080,0.3912101012,0.3141533188
SRX7656081,-1.253306556,-0.9294000516
SRX7656082,1.7416500382,1.1418981469
SRX7656083,-0.7420769158,-0.5182560831
SRX7656084,-1.0547201869,-0.2844978704
SRX7656085,-1.6116157358,0.12289867500000001
SRX7656086,3.2657701998,1.9689180072
SRX7656087,-1.7886593393,-0.7920027218
SRX7656088,-0.7284088254000001,-0.5750849881
SRX7656089,0.11217963980000001,-0.1218070633
SRX7656090,1.8563080646999999,-0.31170728210000004
SRX7656091,1.3349171366,-0.10490398100000001
SRX7656092,1.5810003703,-0.6423245075
SRX7656093,-0.2717700812,-0.7708105828
SRX7656094,1.5483225594999999,0.1603553641
SRX7656095,0.40890547400000005,-0.2942252452
SRX7656096,-0.8100626292,-0.9658239767000001
SRX7656097,-0.7574203913,-0.8000158846000001
SRX7656098,0.2900922997,-0.26503625340000003
SRX7656099,0.3216759644,-0.7121807245
SRX7656100,-0.7161305489,-0.7302537256
SRX7656101,-1.2958123887,-0.5721060386
SRX7656102,-0.7531420172000001,-0.5179000236
SRX7656103,-0.7483396873,-1.0104317862
SRX7656104,-0.3189358808,-0.5832641242000001
SRX7656105,0.7237389033,0.054272591200000005
SRX7656106,0.3981558195,-0.5744283024
SRX7656107,-1.0297659953,-0.7849228451
SRX7656108,0.6023108387,-0.9332591492000001
SRX7656109,0.9214861009,-0.5304234496
SRX7656110,2.9522414028,-1.4511165133000001
SRX7656111,-0.0974455578,-0.5964371032
SRX7656112,-0.5685308504000001,-1.7397252517
SRX7656113,0.4778471882,-0.9528651123
SRX7656114,-1.7141172843999999,-1.8685120759
SRX7656115,-0.4149056863,-0.3115234536
SRX7656116,-0.3754891925,-0.9161533423
SRX7656117,-2.5099328864,-0.5317040773
SRX7656118,0.5340441173,0.0540975682
SRX7656119,-0.7285629509,-0.020943691900000002
SRX7656120,-0.40715199890000003,-0.07964151300000001
SRX7656121,-0.14075432840000002,-1.365739751
SRX7656122,-0.9967636609,-0.0577233359
SRX7656123,2.2121110215,0.6614640299
SRX7656124,0.4849924889,-0.4397339448
SRX7656125,0.3119498305,0.1106755586
SRX7656126,1.2576710849000001,-0.7110566313000001
SRX7656127,-0.3268116158,-0.1081802137
SRX7656128,-0.24080230600000002,-0.5069607224
SRX7656129,0.304022214,0.26412696350000003
SRX7656130,1.5289181359000001,0.5880826746
SRX7656131,0.7675862194,0.48820726700000006
SRX7656132,1.0888614445,0.3654905529
SRX7656133,2.1865824825,0.5052252398
SRX7656134,1.6098784229,0.48441609230000005
SRX7656135,1.9454245561999999,1.6245467431
SRX7656136,2.6534274346,0.9346910491
SRX7656137,0.0627861666,0.4482206683
SRX7656138,1.354840222,0.5142778561
SRX7656139,-0.0341808786,0.1583503775
SRX7656140,-0.18484324,0.546107603
SRX7656141,0.3171736787,-0.2365127146
SRX7656142,-0.2189624275,0.3708872525
SRX7656143,-0.41888898480000003,0.2366990431
SRX7656144,2.0815381157,0.758551614
SRX7656145,1.2677852089,0.6467037393
SRX7656146,1.0089682755,0.8248150286
SRX5388319,0.0859580081,-1.5603475976999999
SRX5388320,-0.0963522024,-0.7679220816
SRX5388321,0.010394194300000001,2.3282696794
SRX5388322,0.22711112290000002,-1.3376307464
SRX5388323,0.3885385173,1.4117737895
SRX5388324,0.32191286020000004,4.0769526639
SRX5388325,0.6152475659000001,-1.4206851363
SRX5388326,0.15176306350000002,3.2374823625
SRX5388327,0.7594574858,4.4664431415
SRX8708326,1.6508861236999999,1.3467021497
SRX8708328,0.6356823317,-2.2144408823
SRX8708335,-0.36375340770000003,-0.4359873278
SRX8708336,-0.1084599556,1.2446205939000001
SRX8708337,-0.1634689685,1.4058076162
SRX8708338,-0.4278462618,-2.1297679453
SRX8708339,-0.47288447180000004,-1.4047523601
SRX8708340,-0.4492658645,-0.8683700648
SRX8708365,-0.7281436651000001,-2.1827285146
SRX8708366,-0.7049882146,-2.208663503
SRX8708368,-0.6306993773,-2.3082999136
SRX8708369,-0.3937217953,0.9318173758
SRX8708370,-0.17055710940000002,0.8501501874
SRX8708371,-0.0277240657,1.6630358985
SRX4166001,0.1895720155,-0.4858163259
SRX4166002,0.23762615520000002,0.3989394684
SRX4166003,-0.4271981707,0.0868768575
SRX4166004,-0.4555138802,-0.7470773023
SRX4166005,-0.3699057432,-0.3867071845
SRX4166006,-0.4596662219,-0.6091784858
SRX4166007,-0.29514845440000004,-0.048751847300000005
SRX4166008,0.0713040128,0.5006248971
SRX4166009,0.1312177234,0.6717870024
SRX4166010,0.1315113768,0.014459688100000001
SRX4166011,-0.6452607341000001,-0.7350508535
SRX4166012,-0.12617431,-0.4243392908
SRX5000481,0.1996705721,0.1902509714
SRX5000482,0.3948668488,0.3176440936
SRX5000483,0.2877594307,0.46486012470000004
SRX5000484,0.2446758001,0.5906261821000001
SRX5000485,0.1320761502,0.3300385603
SRX5000486,-0.12448568930000001,0.3752071232
SRX5000487,0.1542989233,0.47302243650000003
SRX5000488,-0.5445532798,0.32512030670000003
SRX5000489,0.5742580082000001,0.6292252591
SRX5000490,0.037429373200000005,0.4101118013
SRX5000491,0.2800457461,0.0326627683
SRX5000492,0.3807906572,0.7169686398
SRX5000493,0.1851061445,0.4962825823
SRX5000494,0.0907747785,0.5055963671
SRX5000495,0.1404018306,0.5015636815
SRX5000496,0.234259972,0.1805257827
SRX5000497,0.0968538925,0.1163531794
SRX5000498,-0.08142861200000001,0.1811144915
SRX5000499,0.26245788800000003,0.45505383730000004
SRX5000500,-0.015425280500000001,-0.29746767080000003
SRX5000501,0.39015169320000004,0.1586107306
SRX5000502,0.050983658800000005,0.787080946
SRX5000503,0.2165590987,0.4434864249
SRX5000504,0.2932983838,-0.4006144535
SRX5000505,0.3394020814,0.026597515300000003
SRX5000506,0.08100056,0.4500603917
SRX5000507,-0.23007950740000002,0.4308634096
SRX5000508,-0.11072092800000001,0.4081783346
SRX5000509,0.6162910420000001,-0.6559786044
SRX5000510,0.6393237351000001,-0.1591289478
SRX5000511,0.4831723584,0.0603613568
SRX5000512,-0.39342350660000003,0.3627865004
SRX5000513,0.1930258733,0.2785061551
SRX5000514,0.6968367391,0.7620938514000001
SRX5000515,0.0854964735,0.6505103494000001
SRX5000516,0.438963892,0.44319793560000004
SRX4124772,0.5948792981000001,-1.6775972313
SRX4124773,0.674744299,-1.9964874634
SRX4124774,-0.3874472591,0.1591914475
SRX4124775,0.3874472591,-0.1591914475
SRX5323946,-0.2600071114,-0.3321579819
SRX5323947,0.2600071114,0.3321579819
SRX5323948,-1.1420300124,-0.22907823200000002
SRX5323949,-0.7578735040000001,-0.1703964255
SRX5323950,-0.7195330968,-0.7529399008000001
SRX5323951,-1.2410426661,-1.2853815603
SRX5323952,-0.0032527090000000003,-0.9006798839
SRX5323953,-0.0863447121,-0.45736354160000003
SRX5323954,-0.3889048774,-0.3159278274
SRX5323955,-0.6785620981,-0.9608529964
DRX093856,0.0069939921000000006,-0.42877811790000003
DRX093857,0.2475146496,-1.4262642078
DRX093858,1.3521244195,-1.6098039011
DRX093859,0.4455518808,-1.4097192983
DRX093860,1.4250527633,0.1924352313
DRX093861,-0.3683453384,-0.17590431850000002
DRX093862,1.2990578002,-1.7162455976
DRX093863,1.7701541794,-1.3407959427
DRX093864,1.357946483,-0.6011511813
DRX093865,0.9256007567000001,-0.45330563560000003
DRX093866,0.3613513463,0.6046824364
DRX093867,1.7502323254,-1.2546478566
DRX093868,0.45835270180000004,-1.6359696995
DRX093869,1.501787099,-1.032868257
DRX093870,0.6816030226,-0.9534086773
SRX6366242,-1.437422882,0.6555694859
SRX6366243,0.1192308267,1.044615096
SRX6366244,1.3477304496,2.6160022139
SRX6366245,-2.1733723184000002,0.6534916321
SRX6366246,0.0041477486,0.6088177028
SRX6366247,2.5483473344,2.0156226538
SRX6366248,-0.2051440648,-0.0122192189
SRX6366249,-1.2230797607000001,-1.0580201989
SRX6366250,-2.6963487426,-0.0392939491
SRX6366251,-2.7891966386,-0.052176591700000004
SRX6366252,2.2978336007999998,0.10518192280000001
SRX6366253,-2.2978336007999998,-0.10518192280000001
SRX254739,-4.1289958632,-3.3419698681
SRX254740,-4.15978429,-3.2940033511999998
SRX254741,-3.7477012053000003,-3.001418761
SRX254742,-3.8844188033,-3.0609739072
