,A,YieP
tcs__del_btsR_pyruvate__1,-3.4090419687,-0.529776598
tcs__del_btsR_pyruvate__2,-3.5159200756,-0.441036486
tcs__del_cpxR_etoh__1,-8.0871582635,2.299784591
tcs__del_cpxR_etoh__2,-7.9739551208,2.223961098
tcs__del_cpxR_lb__1,-1.1953691837,1.539062768
tcs__del_cpxR_lb__2,-0.8677497780000001,1.454751421
tcs__del_cusR_CuSO4__1,-0.0659331159,1.319686092
tcs__del_cusR_CuSO4__2,-0.40767712770000003,1.426678124
tcs__del_cusR_lb__1,-1.0215639017,1.766843804
tcs__del_cusR_lb__2,-1.2530845506000001,1.8519476990000001
tcs__del_kdpE_01-kcl__1,-0.9017508066000001,0.101796339
tcs__del_kdpE_01-kcl__2,-0.6729451766,0.19466209
tcs__del_kdpE_115-kcl__1,0.0261302667,-0.21054386300000003
tcs__del_kdpE_115-kcl__2,0.3004026519,0.055009472000000004
tcs__del_phoB_m9__1,-0.0690385285,0.960762474
tcs__del_phoB_m9__2,0.1180750488,0.9494845190000001
tcs__del_phoB_m9p__1,-0.9773070583000001,-0.32440543800000005
tcs__del_phoB_m9p__2,-0.7268636049,-0.33360749100000003
tcs__del_rcsB_etoh__1,-0.62109627,1.7007592040000001
tcs__del_rcsB_etoh__2,-0.6610424871,1.670287519
tcs__del_rcsB_lb__1,-2.3427424637,1.318154123
tcs__del_rcsB_lb__2,-2.1050735078,1.3773909770000001
tcs__del_zraR_lb__1,-0.8336981763,-0.126368108
tcs__del_zraR_lb__2,-1.2074371171,-0.15559889
tcs__del_zraR_zncl2__1,-1.6406287603,0.674680265
tcs__del_zraR_zncl2__2,-1.2721874544,0.662562175
tcs__wt_01-kcl__1,-1.6733662650999999,0.06954742300000001
tcs__wt_01-kcl__2,-1.1223184824,0.30198747800000003
tcs__wt_01xlb__1,-3.6985891878,-0.46023055500000004
tcs__wt_01xlb__2,-3.5515261198,-0.32269161500000004
tcs__wt_115-kcl__1,-0.08372245390000001,-0.1989917
tcs__wt_115-kcl__2,0.2269983992,-0.12115953500000001
tcs__wt_CuSO4__1,0.0872054408,0.783626767
tcs__wt_CuSO4__2,0.15419471140000002,0.7465475650000001
tcs__wt_etoh__1,-1.2507591749,0.9621380450000001
tcs__wt_etoh__2,-1.377626279,1.000695293
tcs__wt_lb__1,-2.3806042628,1.406280027
tcs__wt_lb__2,-2.4246535439,1.435709665
tcs__wt_LiAcet__1,0.7340880287,1.409686539
tcs__wt_LiAcet__2,-0.10989872660000001,1.068768242
tcs__wt_LiCl__1,0.22282883950000001,1.4055580330000002
tcs__wt_LiCl__2,0.2846960411,1.335513088
tcs__wt_m9p__1,-0.5847137977,-0.296697902
tcs__wt_m9p__2,-0.24601071770000002,-0.12995168
tcs__wt_pyr__1,-3.8006121839,-0.5902461800000001
tcs__wt_pyr__2,-3.6637574757999998,-0.43464038600000005
tcs__wt_zncl2__1,-1.0597327585,0.508202031
tcs__wt_zncl2__2,-0.8317847732,0.6415139480000001
ros_tale__1_112_0pq__1,-0.5209014553,0.32651201300000005
ros_tale__1_112_0pq__2,-1.8689343747,0.6003137430000001
ros_tale__1_112_250pq__1,-2.3640097062,2.154003205
ros_tale__1_112_250pq__2,-1.4342294359,2.058280347
ros_tale__1_112_750pq__1,-0.4474488844,2.129774467
ros_tale__1_112_750pq__2,-0.5325495286,2.377336985
ros_tale__1_112_750pq__3,-1.2866536485,2.097904788
ros_tale__3_76_0pq__1,-3.8335817639,0.21166051900000002
ros_tale__3_76_0pq__2,-4.2284201198,0.239417554
ros_tale__3_76_0pq__3,-4.2504096465,0.37258374400000005
ros_tale__3_76_0pq__4,-4.2624256686,0.338294643
ros_tale__3_76_250pq__1,-2.689113798,1.115677529
ros_tale__3_76_250pq__2,-2.7615105265,0.9612283580000001
ros_tale__3_76_750pq__1,-2.9792852313,1.535791154
ros_tale__3_76_750pq__2,-0.46440756200000005,0.5539438560000001
ros_tale__7_103_0pq__1,0.7997152583,2.610529956
ros_tale__7_103_0pq__2,0.8083131147,2.84454128
ros_tale__7_103_0pq__3,0.7355792666000001,2.506226756
ros_tale__7_103_0pq__4,0.8702916099,2.876394365
ros_tale__7_103_250pq__1,0.3896270617,2.079660242
ros_tale__7_103_250pq__2,0.48977302640000003,2.222848284
ros_tale__7_103_750pq__1,0.5668626761000001,2.4791716790000002
ros_tale__7_103_750pq__2,0.7744818035000001,2.530590211
ros_tale__9_77_0pq__1,-4.1539149217,1.315894616
ros_tale__9_77_0pq__2,-4.2031469214,1.281256451
ros_tale__9_77_250pq__1,-2.8288574984,1.22571004
ros_tale__9_77_250pq__2,-1.9461055129,1.4174521530000002
ros_tale__9_77_750pq__1,-3.7543996358,1.261884427
ros_tale__9_77_750pq__2,-3.5970648292,1.08708192
ros_tale__11_83_0pq__1,-0.2505972556,2.265412786
ros_tale__11_83_0pq__2,-0.8852765113000001,2.232220957
ros_tale__11_83_250pq__1,-0.7341767418,2.325122602
ros_tale__11_83_250pq__2,-1.2665427996,2.483173462
ros_tale__11_83_750pq__1,-0.9717916165,2.186279371
ros_tale__11_83_750pq__2,-1.2927915741,2.447386584
ros_tale__13_87_0pq__1,-2.6935150003,1.889922896
ros_tale__13_87_0pq__2,-1.4696528685999999,1.597749281
ros_tale__13_87_250pq__1,-2.6852072613,2.249964055
ros_tale__13_87_250pq__2,-2.6843695261000002,2.647265513
ros_tale__13_87_750pq__1,-1.2875879792,2.770669474
ros_tale__13_87_750pq__2,-1.6096073504000001,2.707959667
ros_tale__14_27_0pq__1,-0.6153250773,1.9759284300000002
ros_tale__14_27_0pq__2,-0.2231859049,2.007769118
ros_tale__14_27_250pq__1,0.2477539423,2.60765118
ros_tale__14_27_250pq__2,1.2780024627,2.405498066
ros_tale__14_27_750pq__1,0.6956647534,2.8193772150000003
ros_tale__14_27_750pq__2,-0.5266755553,3.056918154
ros_tale__16_28_250pq__1,1.2072291011,-0.022560987
ros_tale__16_28_250pq__2,1.5998452633,-0.02611596
ros_tale__16_32_0pq__1,-0.3879642575,2.325888092
ros_tale__16_32_0pq__2,-0.5449317061,2.487878717
ros_tale__16_32_0pq__3,0.8538125911000001,-0.141802846
ros_tale__16_32_0pq__4,0.9481097162000001,-0.061034157000000006
ros_tale__16_32_250pq__1,1.412264413,0.33743488600000004
ros_tale__16_32_250pq__2,1.3111119129,0.241648876
ros_tale__16_32_750pq__1,0.8924064245000001,2.063702182
ros_tale__16_32_750pq__2,0.3758522107,2.349860421
ros_tale__17_104_0pq__1,-6.3915604309,3.563063854
ros_tale__17_104_0pq__2,-6.5520633916,3.469211664
ros_tale__17_104_250pq__1,-5.600484853,1.898946381
ros_tale__17_104_250pq__2,-5.4584531101,2.5166484909999998
ros_tale__17_104_250pq__3,-5.7811515864,2.714247197
ros_tale__17_104_250pq__4,-5.3294928817,2.249262929
ros_tale__17_104_750pq__1,-5.7326545891,2.456478311
ros_tale__17_104_750pq__2,-5.7091179814,2.322627862
ros_tale__18_24_250pq__1,0.1587980685,0.460890485
ros_tale__18_24_250pq__2,-0.4024003091,0.16718826
ros_tale__18_36_0pq__1,-2.2467236207,2.127023531
ros_tale__18_36_0pq__2,-2.2461889234,2.406331088
ros_tale__18_36_0pq__3,0.3436546474,-0.169122918
ros_tale__18_36_0pq__4,0.1251730684,-0.27793795400000004
ros_tale__18_36_250pq__1,1.04615561,0.442541385
ros_tale__18_36_250pq__2,1.2084517649,0.478855872
ros_tale__18_36_750pq__1,-0.3307466892,1.941410682
ros_tale__18_36_750pq__2,-0.0740347645,2.047437565
ros_tale__19_91_0pq__1,-4.4473935153,2.588284393
ros_tale__19_91_0pq__2,-4.5688553053,2.568358821
ros_tale__19_91_250pq__1,-5.5837562578,2.411773139
ros_tale__19_91_250pq__2,-5.9733533989000005,2.327253905
ros_tale__19_91_750pq__1,-5.0425132061,1.8631077020000002
ros_tale__19_91_750pq__2,-5.6127839995,2.186762322
ros_tale__19_91_750pq__3,-5.9449178056,1.89299038
ros_tale__19_91_750pq__4,-6.6584557624,2.191584624
ros_tale__21_97_0pq__1,0.8646245633,1.075171458
ros_tale__21_97_0pq__2,0.1020064945,1.474141069
ros_tale__21_97_250pq__1,2.0802125378,2.033531559
ros_tale__21_97_250pq__2,1.8725840544,2.115014715
ros_tale__21_97_750pq__1,2.5295634457,2.108281791
ros_tale__21_97_750pq__2,2.3707440751,1.9670734570000001
ros_tale__25_111_0pq__1,-3.1641232569,0.7081440290000001
ros_tale__25_111_0pq__2,-4.6827942533,1.397201591
ros_tale__25_111_250pq__1,-3.163482177,1.010981548
ros_tale__25_111_250pq__2,-4.1110482814000004,1.494646215
ros_tale__25_111_750pq__1,-4.6354283617,1.422086342
ros_tale__25_111_750pq__2,-5.9954384126,1.038073357
ros_tale__29_119_0pq__1,-4.9264238283,2.069434578
ros_tale__29_119_0pq__2,-4.8942180638,2.446635015
ros_tale__29_119_250pq__1,-5.1809696404,2.571666675
ros_tale__29_119_250pq__2,-4.4035052089,2.301331495
ros_tale__29_119_750pq__1,-3.8963314608,2.872821961
ros_tale__29_119_750pq__2,-3.6522307702,2.931583846
ros_tale__ALE4_0pq__1,0.9585450557,0.007178872
ros_tale__ALE4_0pq__2,1.2633324505,-0.055912627000000006
ros_tale__ALE4_250pq__1,0.11585265110000001,1.372996019
ros_tale__ALE4_250pq__2,0.35124336510000004,1.38116443
pcoli__atASMT_325G__1,-1.5964618434,-0.059545108000000006
pcoli__atASMT_325G__2,-1.8307692047000002,0.08353423900000001
pcoli__bpTDC__1,-3.1747508993,0.09045457300000001
pcoli__bpTDC__2,-3.3607419047000002,0.14942643
pcoli__BRCA__1,-1.2932858041,-0.30490479800000003
pcoli__BRCA__2,-1.5442469494000002,-0.311267336
pcoli__BRCActrl__1,-3.151293984,0.926238839
pcoli__BRCActrl__2,-4.0337996487,1.136278916
pcoli__BRCAswap__1,-2.5334161389,-0.065118178
pcoli__BRCAswap__2,-2.3467811627,0.034413442
pcoli__btAANAT__1,-1.3660658178,-0.16240021100000002
pcoli__btAANAT__2,-2.131620953,-0.023748618000000003
pcoli__btASMT__1,-0.7614646606000001,-0.13872446300000002
pcoli__btASMT__2,-1.3829875593,-0.076929096
pcoli__CC1__1,-1.7012072972,0.017108445
pcoli__CC1__2,-1.2620574681,0.287719147
pcoli__ccCOMT__1,-1.9141408985,0.06768022
pcoli__ccCOMT__2,-1.8887728165,0.0416474
pcoli__ckDDC__1,-2.7305052443999998,0.44762008700000006
pcoli__ckDDC__2,-3.0457033882,0.9271534480000001
pcoli__CNTF_belt__1,-0.7082097842,-0.08463063500000001
pcoli__CNTF_belt__2,-0.6185931946000001,0.11823963800000001
pcoli__cobPNMT__1,-1.2859650836,0.19227704
pcoli__cobPNMT__2,-1.2683471138,0.149049477
pcoli__cvPhhB__1,-0.8776484548,0.16643132100000002
pcoli__cvPhhB__2,-1.517030792,0.277787671
pcoli__ggAANAT__1,-1.3300140411,0.044937568000000004
pcoli__ggAANAT__2,-1.9390915278,-0.091254548
pcoli__ggTPH__1,-1.7858514793,-0.09642825000000001
pcoli__ggTPH__2,-0.9404812858,-0.042790941000000006
pcoli__hsAANAT__1,-4.853040534,0.405136955
pcoli__hsAANAT__2,-3.4572639376,0.37994442300000003
pcoli__hsASMT__1,-2.4302800845,-0.081649182
pcoli__hsASMT__2,-2.4576206356,0.053983327000000005
pcoli__hsPNMT_mb__1,-1.5606651426,0.060458162
pcoli__hsPNMT_mb__2,-1.7151946323,0.063383321
pcoli__hsTPH__1,-0.9035800911,0.07962160600000001
pcoli__hsTPH__2,-1.7481128191000002,0.024652893000000002
pcoli__hsTPH_E2K__1,-2.3092963303,0.48751791400000005
pcoli__hsTPH_E2K__2,-2.3507566603,0.8937880340000001
pcoli__hsTPH_E2K_N91I_P99C__1,-1.4089615032,-0.093648825
pcoli__hsTPH_E2K_N91I_P99C__2,-1.6463086295,-0.252654523
pcoli__hsTPH_N158trunc__1,-3.345035901,0.834291322
pcoli__hsTPH_N158trunc__2,-2.8601197979,0.999037562
pcoli__hsTPH_N174trunc__1,-1.9349287784,0.100906507
pcoli__hsTPH_N174trunc__2,-2.3782771978,0.43791536000000003
pcoli__hsTPH_Ntermtrunc__1,-2.1022058243,0.5710695050000001
pcoli__hsTPH_Ntermtrunc__2,-1.6459018445,0.065929349
pcoli__hsTPH1__1,-2.0588102617,-0.017272078
pcoli__hsTPH1__2,-2.4093258586,-0.061560025000000004
pcoli__MBP__1,-1.4056068800000001,-0.583837993
pcoli__MBP__2,-1.7284240197,0.324496302
pcoli__msCOMT__1,-1.3872344991,-0.40258629
pcoli__msCOMT__2,-1.0888965634,-0.285004348
pcoli__ocAANAT__1,-1.6544707691,-0.04540354
pcoli__ocAANAT__2,-1.8689802513,-0.11310160100000001
pcoli__osTDC_K374H__1,-1.2059477796,0.22486523200000003
pcoli__osTDC_K374H__2,-1.7056364578,0.12648783800000002
pcoli__osTDC_K374L__1,-1.4273281152,-0.190048549
pcoli__osTDC_K374L__2,-1.4734068223,-0.060366741
pcoli__osTDC_K374Q__1,-2.4718324430000003,-0.261922855
pcoli__osTDC_K374Q__2,-2.2513789946,-0.11860936200000001
pcoli__osTDC_L360V__1,-2.3398992286,-0.034960021
pcoli__osTDC_L360V__2,-3.4700472511,0.243822328
pcoli__pmTPH__1,-0.8306856855,-0.267523532
pcoli__pmTPH__2,-1.2429941581,-0.07788339
pcoli__RFC__1,-0.5920960807,-0.159195513
pcoli__RFC__2,-0.5984577457,-0.10669788000000001
pcoli__RFCctrl__1,-3.3522535832,0.11122195
pcoli__RFCctrl__2,-3.7664482989,0.261428371
pcoli__RFCnopause__1,-4.0782053051,0.274176264
pcoli__RFCnopause__2,-4.9487095893,0.622139274
pcoli__RFCpluspause__1,-2.420498128,0.665338712
pcoli__RFCpluspause__2,-2.6238560364,0.669123875
pcoli__rnCOMT_sol__1,-3.155775411,0.24908489
pcoli__rnCOMT_sol__2,-2.7390913105,0.24019271700000003
pcoli__rnPNMT__1,-1.0084325765,-0.177684329
pcoli__rnPNMT__2,-1.1445329559,0.11287388200000001
pcoli__rnTDC__1,-1.8268132584,-0.18266805700000002
pcoli__rnTDC__2,-1.4418624627,-0.128802309
pcoli__rnTDC_trunc__1,-0.759288241,0.11039950300000001
pcoli__rnTDC_trunc__2,-1.1997590552,0.34001431200000004
pcoli__saCOMT_T2A__1,-1.8939463487000001,0.11643158
pcoli__saCOMT_T2A__2,-1.2187227395,0.20164799700000002
pcoli__sfCOMT__1,-1.8114015968000001,-0.11499002600000001
pcoli__sfCOMT__2,-1.5933927562,-0.08071489800000001
pcoli__sgAANAT_D63G__1,-1.5906960656,0.022471513000000002
pcoli__sgAANAT_D63G__2,-0.8379046296,0.128824094
pcoli__ssDDC__1,-2.4598980567,-0.224356149
pcoli__ssDDC__2,-2.9322359985,0.036734528
pcoli__TP53B__1,-2.2667115978,0.05324318
pcoli__TP53B__2,-2.1613863799,0.13775726200000002
pcoli__WT__1,-3.0986583932,0.789412086
pcoli__WT__2,-3.0136963981,0.8486107730000001
cck__glu_ale4__1,0.2346943512,-0.153559686
cck__glu_ale4__2,-0.8286111922,-0.686067406
cck__cck_ale1__1,-0.23174268380000002,-0.7626294020000001
cck__cck_ale1__2,-0.4412592551,-0.6877347580000001
cck__cck_ale2__1,-0.5294314548,-0.744788153
cck__cck_ale2__2,0.1788877257,-0.782884452
cck_pgi__gmos_delpgi__1,-0.3965123499,-0.86628329
cck_pgi__gmos_delpgi__2,-0.9842568027,-0.548234297
cck_pgi__pgi_ale1__1,2.175762419,-0.227142644
cck_pgi__pgi_ale1__2,0.8523169811,-0.567170645
cck_pgi__pgi_ale2__2,0.5687211545,-0.42203928500000004
cck_pgi__pgi_ale3__1,1.5997071644,-0.29123722300000005
cck_pgi__pgi_ale3__2,0.8525853624,-0.74695345
cck_pgi__pgi_ale4__1,1.5260577393,-0.22146628000000002
cck_pgi__pgi_ale4__2,0.14132857810000002,-0.825698079
cck_pgi__pgi_ale4__3,-0.1482080582,-0.71141868
cck_pgi__pgi_ale5__1,0.2739087326,-0.6390926180000001
cck_pgi__pgi_ale5__2,-0.2229114124,-0.8259393070000001
cck_pgi__pgi_ale6__1,-0.685070505,-0.67497213
cck_pgi__pgi_ale6__2,-0.7099170309,-0.9002102030000001
cck_pgi__pgi_ale7__1,-0.6009965782000001,-0.811344705
cck_pgi__pgi_ale7__2,-1.2903477438,-1.0538957820000001
cck_pgi__pgi_ale8__1,-0.1671327957,-0.607660437
cck_pgi__pgi_ale8__2,-0.33842054650000003,-0.859895158
cck_sdh__gmos_delsdhCB__1,-5.1195774761,1.6871684230000001
cck_sdh__gmos_delsdhCB__2,-0.5979486754000001,1.6498020160000002
cck_sdh__sdh_ale1__1,-1.6104634436,-0.134042368
cck_sdh__sdh_ale1__2,-1.1412187747,-0.353663569
cck_sdh__sdh_ale2__1,-0.8628479059,-0.20333188
cck_sdh__sdh_ale3__2,-1.2066273621,-0.292469227
cck_sdh__sdh_ale3__1,-1.240450815,-0.5245066340000001
cck_sdh__sdh_ale3__3,-1.2093365142,-0.65836388
cck_pts__gmos_delptsHIcrr__2,-3.7134054447000002,0.29258602300000003
cck_pts__gmos_delptsHIcrr__1,-3.7261383545999998,0.143376882
cck_pts__pts_ale1__2,-2.520146485,-0.447567339
cck_pts__pts_ale1__1,-2.115230015,-0.49244137200000004
cck_pts__pts_ale2__2,0.9733812930000001,-0.078412091
cck_pts__pts_ale2__1,0.47616676620000004,-0.008176042
cck_pts__pts_ale3__2,-3.8643332851,-1.50228553
cck_pts__pts_ale3__1,-3.4570452112,-1.18119631
cck_pts__pts_ale4__2,1.5529889385,0.255511506
cck_pts__pts_ale4__1,1.6434450531,0.31047814300000004
cck_gnd__gmos_delgnd__1,-2.3720323887,0.515802496
cck_gnd__gmos_delgnd__2,-3.8800453027,0.711963475
cck_gnd__gnd_ale1__1,-0.14196843920000002,-0.9473406080000001
cck_gnd__gnd_ale1__2,0.0779505135,-0.750946824
cck_gnd__gnd_ale2__1,-0.2177063901,-0.7890163990000001
cck_gnd__gnd_ale2__2,-0.4117384732,-0.6949816870000001
cck_gnd__gnd_ale3__1,-0.3946239488,-0.592184642
cck_gnd__gnd_ale3__2,-0.5881865097,-0.634805546
cck_tpiA__gmos_deltpiA__1,-5.2367287914,-0.33514998700000004
cck_tpiA__gmos_deltpiA__2,-4.4073483438,-0.45387304700000003
cck_tpiA__tpiA_ale1__1,-3.6075427709,-0.5282877180000001
cck_tpiA__tpiA_ale1__2,-3.7098614750000003,-0.581718516
cck_tpiA__tpiA_ale2__1,-5.1484373174,-0.7925495050000001
cck_tpiA__tpiA_ale2__2,-5.3734102748,-0.8185817820000001
cck_tpiA__tpiA_ale3__1,-3.7225373801,-0.5071874740000001
cck_tpiA__tpiA_ale3__2,-3.7665148503,-0.5559437700000001
cck_tpiA__tpiA_ale4__1,-3.9750200595000003,-0.7042717970000001
cck_tpiA__tpiA_ale4__2,-4.1871527453,-0.7908181750000001
acid_tale__acid_ale1_pH7__1,0.5803191,-0.415319029
acid_tale__acid_ale1_pH7__2,0.5055102519,-0.39588657400000005
acid_tale__acid_ale1_pH5__1,-3.6124180689000003,2.065421022
acid_tale__acid_ale1_pH5__2,-3.7700503255,2.1603511380000002
acid_tale__acid_ale2_pH7__1,0.9536636778,-0.45299417500000005
acid_tale__acid_ale2_pH7__2,1.0191652787,-0.484570045
acid_tale__acid_ale2_pH5__1,1.4091971344,-0.023240704
acid_tale__acid_ale2_pH5__2,-1.7651737429,0.636448081
acid_tale__low_Mg_ale_pH7__1,-0.08940044650000001,-0.503062761
acid_tale__low_Mg_ale_pH7__2,0.2478441164,-0.521116437
acid_tale__low_Mg_ale_pH5__1,0.28351438100000004,0.161766441
acid_tale__low_Mg_ale_pH5__2,0.7634505323,0.09190956
acid_tale__MES_ale_pH7__1,1.248166388,-0.37819658700000003
acid_tale__MES_ale_pH7__2,1.343086317,-0.40355973100000003
acid_tale__MES_ale_pH5__1,1.6601228046,0.37038349
acid_tale__MES_ale_pH5__2,0.8988966356,0.744514599
acid_tale__gmos_pH7__1,0.9240014525,-0.36638735
acid_tale__gmos_pH7__2,0.8178366525,-0.272458547
acid_tale__gmos_pH5__1,0.5288170055,0.19742736
acid_tale__gmos_pH5__2,0.8111462064,0.339952333
adnB__wt_adn__1,-0.2692565069,0.28406815700000004
adnB__wt_adn__2,-0.6638499577,-0.249896095
adnB__delydhB_adn__1,-1.0082079876,0.22705503200000002
adnB__delydhB_adn__2,-0.6905009911000001,0.34589368200000004
ytf2__wt_glc__1,-0.4043387711,-0.139460033
ytf2__wt_glc__2,-0.46548775200000003,-0.069539113
ytf2__ybcM_glc__1,-0.6173949522000001,0.155591463
ytf2__ybcM_glc__2,-0.5554270778,0.320039403
ytf2__ydhB_glc__1,-0.8843048720000001,-0.304309315
ytf2__ydhB_glc__2,-0.6837386886,-0.11870013700000001
ytf2__yfeC_glc__1,0.023680603600000003,-0.146408206
ytf2__yfeC_glc__2,-1.1742440486,-0.23319594200000002
ytf2__yciT_glc__1,-0.19846185630000002,0.010776509
ytf2__yciT_glc__2,-0.4994758535,-0.16070298300000002
ytf2__ydiZ_glc__1,0.0278429291,-0.025519530000000002
ytf2__ydiZ_glc__2,0.2065736923,0.013281126
ytf2__ynfL_glc__1,-0.0803124879,0.067783017
ytf2__ynfL_glc__2,-0.5638489208,0.15842798700000002
misc2__dellon_glc__1,-2.1649693919,0.9418811410000001
misc2__dellon_glc__2,-2.7757104279,0.88048733
ytf3__wt_glc2__1,-0.6685816983,0.15170275
ytf3__wt_glc2__2,-0.4773229955,0.161016441
ytf3__wt_pH7_lactate__1,-2.3287509597,0.26943513
ytf3__wt_pH7_lactate__2,-2.0805178721,0.27823083600000004
ytf3__wt_pH55_lactate__1,-4.5099038867,0.34380077800000003
ytf3__wt_pH55_lactate__2,-4.5249093903,0.25315765500000004
ytf3__wt_pH55_HCl__1,-1.6338872965,0.286487904
ytf3__wt_pH55_HCl__2,-0.6990105026,0.35111128900000005
ytf3__dyieP_pH7__1,-14.0898209909,-6.159665742
ytf3__dyieP_pH7__2,-13.6252890927,-6.173777312
ytf3__dyieP_pH55__1,-14.2450005326,-6.357137831
ytf3__dyieP_pH55__2,-14.4721033464,-6.248392622
