,A,Fnr,DpiA,ArcA,NarL,Crp
SRX5694493,-7.174552768,0.8852669989,-0.3369008452,0.24239025290000002,-1.70122574,-1.5239909109
SRX5694494,-3.8933374808,0.47019160320000003,-0.032076522100000004,-0.117810119,0.7365673686,-0.5778881676000001
SRX5694495,-2.9243900824,0.4263555999,0.1746276115,-0.17484840610000002,0.0122959707,0.2383405456
SRX5694496,-0.7525434637,0.0158778074,-0.45389100530000004,-0.37866698060000004,0.0259563891,0.2231626615
SRX5694497,-2.6587259075,-0.353805546,-0.9463821187,-0.2466820523,-0.3540785295,-0.6145709097000001
SRX5694498,1.9715450869,-0.0949833372,0.6865021837,-0.44428095980000004,0.8158985592,0.0065499987
SRX5694499,4.8357034094,-0.0402154183,1.0478118783,0.7972235026000001,1.3660196396,-0.2166458346
SRX5694500,0.5317767334,-1.0545825032,0.8098779406000001,-0.6681049898,1.5077788525,-0.6082655704000001
SRX5694501,1.4121541983,0.0329465014,-0.5319304730000001,-0.6444253488,0.2878216163,0.012213341
SRX5694502,-7.330776736,0.49062571110000003,-1.1703956674,1.3237205784000001,1.742029518,-0.8489028276
SRX5694503,-7.6409796665,-2.5030278976,-0.1171034444,-0.7269781167,0.2939771813,-1.5276697252
SRX5694504,-0.3709388133,0.22288803100000001,-0.2514466781,-0.419732614,0.1611020242,0.23647347670000002
SRX5694505,-8.6152960151,0.35465275100000004,0.6470173614,-1.20391518,-1.0212711095,-2.8546736802
SRX5694506,3.071278731,0.49303985780000004,0.4599847131,0.3177096072,1.581232123,-0.6676717403
SRX5694507,-0.788794238,0.0909615292,-0.3825331457,-0.3527548835,-0.10018570930000001,0.10364661430000001
SRX5694508,4.3790815661,-0.6050113022,1.0838413072,-0.5273337604,0.6620764086,-0.8174938777
SRX5694509,-7.0871301079,-0.9469901951,-1.1322714551,-0.09956798480000001,0.0350527978,-0.1972418484
SRX5694510,5.2684206449,0.0893514383,0.9600506195,-0.5793740741,0.45207968070000004,-0.2550231206
SRX5694511,2.5819662656,0.533781862,0.42182981340000003,-0.6560487783,0.3259638522,-0.1637807405
SRX5694512,-6.9018608249,-0.5504288499000001,-0.5389232795000001,-0.8122972091,-0.5091000744,-1.3135012281
SRX5694513,4.9129981109,-1.5708370051,1.1101030099,-0.5523283406,1.1736352166,-1.2176583871
SRX5694514,-8.5049613715,0.025528003,0.9415528437,-0.4941901373,0.1218603947,-2.7449780099
SRX5694515,-7.2283605621,1.1960883277,0.2973600091,0.018631723200000002,-0.1781436395,0.1674650962
SRX5694516,-3.5646805557,0.7337960436000001,1.8957003259,-0.5160877503,-0.6037946919,0.7184192778
SRX5694517,-2.7390566284,0.16543111060000001,-0.1286717739,-0.7014788256000001,0.12449228870000001,-0.0899811296
SRX5694518,2.3842492377,-0.3013275018,-0.2161641379,-0.5921202789000001,-0.1297530696,-0.0284053616
SRX5694519,-2.828662508,0.0524331097,-0.5860884324,-0.6426764761,0.1017590336,-0.4440190169
SRX5694520,3.6998613183,-0.1296792457,0.7165128281,0.8100192573,2.3131630958000002,-0.3742459546
SRX5694521,-1.2961769224,-0.1166385846,-0.5585204841,-0.6810660943,-0.07385166500000001,-0.0823108953
SRX5694522,-0.19208191030000002,0.5228202102,-0.2668431905,-0.44490424640000004,0.406341769,0.19009073370000001
SRX5694523,-0.9092769979,0.0620767183,-0.11168653220000001,-0.8069696731,0.4473448175,0.1230572979
SRX5694524,-6.0721779632,-0.1670867104,-1.40366668,-0.8317090932000001,-0.4009290956,-0.3090692798
SRX5694525,0.3506363603,-0.023023933200000003,0.1468221406,-0.48981127210000003,-0.1585778277,0.1271493457
SRX5694526,3.5594660232,-0.1780022674,0.8579713323,-0.7361761565,0.5881761555,-0.057352962300000004
SRX5694527,-2.6062617671,-1.288192235,0.2933886572,-0.7635762723,1.0121133392,-0.7911037301
SRX5694528,-1.8212658457000002,-1.1735091948,1.3933608887,-0.673219145,0.9215387213,-2.2550692285
SRX5694529,1.6105234957999999,0.4256665049,0.41437045100000003,-0.6117182999,0.7019706149,0.09459037740000001
SRX5694530,0.7789464255,-0.14596955720000002,-0.17697838600000002,0.8249116608,1.9011813671,-0.3417330189
SRX5694532,-7.3388800608,-0.6767342955,-0.9725060550000001,-0.1835209761,-0.6610720347,-0.7655932475
SRX5694533,-4.9363321142,1.5844404703000001,0.7228387964,1.2297299564,1.8919933899,-0.8230648089
SRX5694534,-7.3237293188,1.4941188956,-0.0214391791,0.8964491817,-0.6246931994,-1.0244460877
SRX5694535,5.0936974098,-0.0048985968,0.1354079562,0.6051719506000001,1.9307420204999999,-0.3020521984
SRX5694536,-0.6409417115,0.23466406990000002,-0.13873362490000002,-0.7366201193,0.22299274160000002,0.0940214917
SRX5694537,-1.1164324617,0.10958004780000001,-0.4776636548,-0.6509915197,-0.45803047500000005,0.0455558508
SRX5694538,-0.1467027001,0.2428538366,-0.1058583786,-0.3619950656,0.014430849,0.22416250880000002
SRX5694539,5.9819987068,0.0122195926,0.9695629446,-0.48443834680000003,2.0435775268,-0.4554145486
SRX5694540,-6.7198481103,-0.7705289413,-1.0470904029,-0.5860169708,-0.5492119811,-0.9496879326000001
SRX5694541,-0.5077549345,0.14097936390000002,0.21371352740000002,-0.4899706324,1.1567118324,-0.14394191280000002
SRX5694543,-3.7254375596,0.7008066596,2.0546322581,-0.6916261842,-0.6898733783000001,0.257330798
SRX5694544,-2.8406232410000003,-0.2315847967,-0.4198484565,-0.7723148823,0.23274265870000002,-0.3373228733
SRX5694545,3.507525719,0.0029379619,0.2987425678,-0.9345604604000001,0.2885319054,0.035948117
SRX5694546,3.2337122157,0.2023907492,1.5579068327,-0.7274115978,0.0772130471,-0.3182627866
SRX5694547,1.3312817065,0.1023474546,0.5359910654,-0.3357729393,0.12139420790000001,-0.1118469182
SRX5694548,-0.59504421,0.09042078,-0.4144078706,0.028162841,-0.0677671509,-0.0372321217
SRX5694550,0.9429016112,-0.36047292010000004,0.09486168860000001,-0.7346413894,0.1441411998,-0.4922607946
SRX5694551,1.9054719359,-0.15851963700000002,1.1415779603,0.4764316374,1.3714150958,-0.4416388787
SRX5694552,1.3545073212,-0.47527159550000003,0.1369906699,-0.7448938301,0.4043009054,0.0105278607
SRX5694553,0.333938846,0.1865548514,-0.6289801742000001,-0.3273924877,-0.08292724280000001,0.2876777482
SRX5694554,-3.0017287739,-0.3567155809,-0.5465493706,-0.4181937543,-0.0809687306,-0.1645882529
SRX5694555,-5.293780854,0.4367343567,-0.3611250394,-0.2452545928,-0.4950784796,-0.8421746734000001
SRX6072760,-8.455870635,0.6625246456,-0.9430251035,-1.0870508238,-1.0283701913,-0.7797289048
SRX6072761,-8.6660622012,0.7880810208,-0.3865746109,-0.9961289279000001,-0.5697536807,-0.9412126322000001
SRX6072762,-8.2761155059,0.6348490171,-0.8435220533000001,-0.771228957,-0.7225106505000001,-0.555678611
SRX6072763,-9.5324632783,0.5130885568,-0.4694018701,-0.2988503818,-0.31202477440000004,-0.38526479500000005
SRX6072764,-8.2113825904,0.7836153299,-0.7189454012000001,-1.3060500737,-0.4795038941,-1.0984957077
SRX6072765,-8.4493158215,0.5666938681,-0.5873638752,-0.4698493415,-0.4581893891,-0.4458656036
SRX6376491,-0.1842140707,-0.2069186369,1.5024194577999999,-0.431836726,1.2625602048,-0.23661516940000002
SRX6376492,-7.6483479727,0.30096120800000004,-0.2345472349,-0.2479315403,-1.1858902369,-1.8181327083
SRX6376493,-8.2446849625,0.2233268874,0.0029970906,-0.3208997619,-1.1221621716,-2.037821897
SRX6376494,-3.7689303652,0.36914748480000004,0.9070189547,-0.5793796718,-1.0326504242,-2.2059426753
SRX6376495,1.5349847379,-0.38116480880000003,1.7268275938,-1.0214167472,1.0089341865,-0.4792645071
SRX6376496,0.4416636592,-0.179866355,1.3794827722,-0.3290600459,1.0781130934,-0.054275376300000004
SRX2723951,-1.3394456204,0.3573392885,0.45661427200000004,0.6598914536,1.0167221444,1.2971935035
SRX2723952,-1.3879166811,0.5215083736,0.39881812850000004,0.9832884074,1.3164719965,2.020927993
SRX2723953,-0.6794027461000001,0.4033689451,-0.6261594331,0.8721664519000001,0.8478612282,0.5760517667
SRX2723954,-2.0585409407,0.10380176390000001,0.2443531602,2.1359526484,0.804393346,2.383091682
SRX2723955,-0.3996189966,0.4097892231,0.0551314301,0.2737678919,1.0277296902,1.2512872247
SRX2723956,-1.2787434436,0.5224825499,0.1546506363,0.695521326,1.0777531702,1.4331106707
SRX2723957,-0.7675386701,0.1528474884,0.0699708723,0.0027797833,0.0548469958,0.1517886605
SRX2723958,0.3531670532,0.3481605142,-1.0239680537,0.40495222070000003,0.2870616629,-0.2646015759
SRX2723959,-0.45564114510000003,-0.0266460084,-0.19970037270000002,0.060148937000000006,-0.1731099634,0.256464884
SRX2723960,-0.6182341343000001,0.1774931888,0.5400563596,0.5717783675,0.7399815112,0.9591927252
SRX2723961,-2.1615877321,-0.1232001154,0.6044538281,2.013377032,1.1375307345,2.5388323397
SRX2723962,-0.8647248985,0.190084841,0.5811153612000001,0.5681472350000001,0.6873740307,0.9744724369000001
SRX2723963,0.4524986361,0.2671184528,-0.1482699859,0.010549156700000001,0.3644661887,-0.30103145470000003
SRX2723964,-0.36620997520000004,0.2566617834,0.2175166148,0.4934227188,0.5864508435,1.2020478367
SRX2723965,-0.796745743,0.1341478918,-0.0383237139,0.5664943758000001,0.3688823399,0.7380002376
SRX2723966,0.8648846977,-0.0535312287,-0.1917112666,0.0090813135,-0.11512740900000001,0.0829169912
SRX2723967,-0.2676557123,0.0033558917,-0.0173650932,-0.0779921871,0.0518979327,-0.075921268
SRX2723968,-0.5972289854,0.050175337,0.2090763598,0.0689108736,0.0632294763,-0.006995723200000001
SRX6977206,0.759332353,0.0681602907,0.4503029354,-0.2660637843,1.1172485117,-0.2546401567
SRX6977207,1.2256291416,-0.1688407481,1.3201985419,-0.1977449234,1.2128520424,-0.30518404320000003
SRX6977208,1.8677165927,0.44868520630000003,0.3437364093,-0.8011750807,0.5096176653,-0.5181824078
SRX6977209,2.2274304769,0.41306374030000004,0.5643447542000001,-0.7229537595000001,0.7069854029,-0.675081557
SRX6977210,1.0538193706,0.3264594677,0.2372373795,-0.7316805148000001,0.7353223998,-0.7835359689
SRX6977211,0.0372297938,0.28664804520000003,-0.301073244,0.24226025480000002,-0.2878428208,0.2440588662
SRX6977212,-0.4349665031,-0.0931429685,0.014741666300000001,0.035584912600000004,0.230734723,-0.0309117965
SRX6977213,0.3977367093,-0.1935050767,0.2863315777,-0.27784516740000004,0.0571080978,-0.21314706960000002
SRX6977214,0.2933287911,-0.101350492,0.0702786319,-0.45637460430000004,1.1304838131000001,-0.39514538390000004
SRX1153733,0.16696354870000002,-0.0045074173,0.1510660809,-0.0047153767,0.23075321110000002,0.1831441383
SRX1153734,-0.16696354870000002,0.0045074173,-0.1510660809,0.0047153767,-0.23075321110000002,-0.1831441383
SRX1153735,1.0660621644,0.0400032595,0.1610174423,-0.642745039,0.2161365164,-0.1003374077
SRX1153736,-0.6953531793000001,0.3296413226,-0.1395914557,-0.5084827087,-0.08062165610000001,-0.0489066405
SRX5204053,0.8822306951000001,0.2247859218,0.45105631820000003,-0.08529558670000001,-0.3339215262,-0.1152614403
SRX5204054,0.37265967,0.1810715899,0.8637392379000001,0.8012682941,0.6725941715,0.33069778580000003
SRX5204055,1.4316683331,0.1722943406,0.1802299018,0.1542748704,-0.08904044450000001,0.0395780566
SRX5204056,0.372075696,0.4185490194,1.4815768317,0.1090142038,-0.0381846164,0.0799160108
SRX5204057,-0.24728088,0.4755510751,1.1108838792,0.0078292888,-0.0223999192,0.13476163600000002
SRX5204058,-0.063813625,0.5168922582000001,1.1901401843000001,0.1253351143,0.1557693521,0.1271931801
SRX5204059,-0.7758998906,0.422114445,0.7826366803,0.5831462612,0.3457727179,0.3101981754
SRX5204060,-0.4105267439,0.285798337,1.0210721316,0.41584700280000003,0.4119611535,0.16749059400000002
SRX5204061,-0.6560747175,0.2501234208,0.7809489031,0.6879144689000001,0.26245599999999997,0.2033144985
SRX5204062,-0.6408188184,0.316269336,0.5511022068,0.3425481281,0.1302115755,0.0350800225
SRX5204063,-0.1523320806,0.2082039373,0.6649322506,0.5119545347,0.2021200729,-0.018607714600000002
SRX5204064,0.1827985041,0.1760932673,0.7300880726000001,-0.0117761242,0.3044311927,0.0177745832
SRX5204065,-0.0604899886,0.5466445614000001,1.3107650893,-0.095873567,0.1822358449,0.1296212176
SRX5204066,-0.2468528144,0.5152025342000001,1.0464873259,-0.0802858917,0.0535449426,0.0410003929
SRX5204067,0.2084455804,0.400732146,1.2255414377,-0.127856044,0.2558837536,0.1329939336
SRX5204068,0.0504269964,0.1717214819,0.1931399521,0.1746383879,0.18541963890000002,-0.0046637408
SRX5204069,0.7443297662,0.0191047924,0.755468102,0.3394955556,0.1349630105,-0.0345939636
SRX5204070,-0.3577634665,0.3088587501,0.7505509225,0.1148926958,0.49897937740000003,-0.0639964626
SRX5204071,-0.2303616872,0.2009671556,1.4259335118,0.15453108570000001,0.3168235304,0.2637505564
SRX5204072,0.1077813586,0.0443876464,1.250266034,0.23635940800000002,0.1677739245,0.1366857256
SRX5204073,1.1984939235,0.2179832945,0.9304197381,0.23717754370000002,0.3481023629,0.12908140170000001
SRX5204074,1.8561798714000002,0.332161076,0.7249716115,0.2930704619,0.444073221,-0.0130459532
SRX5204075,0.4756925782,-0.0487828519,0.8257936401,0.1857983671,0.10183590470000001,-0.051017588700000005
SRX5204076,0.2803592418,0.22229229550000001,0.9067392040000001,0.019161760700000002,0.47273016640000004,-0.0771750924
SRX5204077,1.3532771990999999,-0.13260173050000001,0.623856363,-0.0826576492,0.2039648051,0.0070308263
SRX5204078,-0.1884740335,0.0773141388,0.9654342076,-0.2361644672,0.3068144353,-0.0562055273
SRX5204079,1.0031620122,-0.0241015952,0.8443422339000001,-0.12815926800000002,0.273390248,-0.019864096300000002
SRX5204080,-0.4270419024,0.5893290409,0.8210872911,0.1660170045,0.6227708765000001,0.1456210242
SRX5204081,0.4755909031,0.3070388345,0.8767836447,0.1192504917,0.4498681463,0.0296414633
SRX5204082,0.4157629232,0.2197501316,0.8510469971,0.09662175020000001,0.5932307085,0.1012229557
SRX5204083,-0.1617187978,0.287546719,0.405418573,0.1154296665,-0.0905297466,0.0599384649
SRX5204084,-0.13944114770000002,0.40118421330000004,0.856046092,0.023372325500000003,-0.1073991004,0.1659899168
SRX5204085,-0.6250197236,0.388749069,0.3991603761,0.0679530203,0.08224232740000001,0.13117654180000002
SRX5204086,0.5934393152,0.20197490540000002,0.8485152406,-0.6046974157,-0.4226474783,-0.45115989980000004
SRX5204087,1.9509556338,0.17172482890000001,0.36284580650000003,-0.38429209540000003,-0.4264807337,-0.042227577700000005
SRX5204088,-0.7210569588,0.2927978321,0.7715784509,-0.5186902934000001,-0.5035591189,-0.3036384238
SRX5204089,0.0865569124,0.2198247872,0.4828389712,0.2186115154,0.11594816520000001,0.0831416516
SRX5204090,-0.6352004197000001,0.0283784921,0.564244176,0.2820235584,0.2125716054,0.1639234027
SRX5204091,-0.290074014,0.1787224295,0.6150740297,0.2637065304,-0.070068188,-0.0031211273
SRX5204092,0.3321159053,0.35757155150000003,0.8079668663,0.283266057,0.0523293393,-0.0810982225
SRX5204093,0.4020078476,0.32179454960000003,0.10240472610000001,0.2464858514,-0.1738765959,-0.1099524013
SRX5204094,-1.0484370103,0.2417419562,0.7182096968,0.43201735620000004,-0.057941677100000005,0.0403956206
SRX5204095,-0.49446075920000004,0.014165511200000001,0.0115991292,0.1567052096,0.1486953376,0.2016413779
SRX5204096,-0.13501442360000002,0.052952773200000004,-0.2692895489,-0.1563113709,-0.2620426246,-0.2203103585
SRX5204097,0.6294751828,-0.0671182844,0.2576904197,-0.0003938387,0.1133472871,0.0186689805
SRX683459,0.2566663193,-0.0865634136,0.0666916167,-0.10668910940000001,0.2789825371,-0.0666339028
SRX683460,-2.6149440183,1.4925420012,0.2891512016,-0.37610427960000004,1.4755404416,0.503766096
SRX683461,0.1745144391,0.0187624909,-0.3194140702,-0.3472299849,-0.36825642550000004,-0.1321270107
SRX683462,-3.5006979699,1.3185055078,0.0668797621,-0.2737152619,1.325373016,0.4881845549
SRX683463,-0.4311807583,0.0678009227,0.2527224535,0.4539190943,0.0892738884,0.1987609135
SRX683464,-1.6695596809,1.2534834047,1.2187707422,-0.36715026040000004,1.1104033187,0.5070739993
SRX683465,-0.6721429631,0.0170366385,0.026684844000000003,-0.1900522406,-0.5326562676000001,-0.8734644257
SRX683466,-1.1134816478,1.3079558571,-0.3303095338,0.4586848329,0.44409615280000003,0.0105121308
SRX683467,0.4158536761,-0.0336556815,0.1511419293,-0.1137331701,-0.49370340430000004,-0.3758395962
SRX683468,-0.2453163617,1.0205551288,-1.0145274908,0.351457515,0.5576681859,-0.080117849
SRX683469,-0.5473542932000001,0.0949490676,0.1278019605,0.38930109500000004,-0.16748494730000002,-0.5751663553
SRX683470,-0.1096362579,1.441513244,0.0075857844,0.2544534292,0.6420409116,-0.1688967908
SRX322077,0.0848757621,-0.1323695671,0.3429048829,0.19182513380000002,0.23243146320000002,-0.0693545751
SRX322078,-0.0014143847,-0.2324718932,0.5778694244,0.130973745,0.5674476937,-0.33321683020000004
SRX322079,-1.2948903432,-0.10928785190000001,0.1246337239,0.1069520676,0.8659897947,-0.0393089613
SRX322080,-0.018204668400000002,-0.32368347410000003,0.3277562625,0.2023433892,-0.2877400536,-0.099687806
SRX322081,0.360309476,-0.11529488510000001,-0.2134640615,0.1335451758,0.5829394090000001,0.25691065290000004
SRX322082,-0.21933973140000002,-0.22967213860000002,0.2617464997,0.20095338040000002,0.32177951050000003,0.162327729
SRX322083,0.8692830204,0.2338020884,-0.3357711628,0.2056374265,-0.0768455401,0.2204930321
SRX322084,-0.47116779140000004,-0.3037351931,0.4243109769,-0.059188026500000004,-0.4263542628,-0.4360373755
SRX322085,-0.398115229,0.0699331047,-0.0885398141,-0.14644939999999998,0.5031998029,0.2155443434
SRX2708592,0.7283263307000001,1.1604539591,1.0378575675,-1.7960660373000001,-0.308143314,-1.2995977401
SRX2708593,0.4521948287,0.4299474667,0.2338520419,-1.753761413,0.0373377806,-1.3858488461
SRX2708594,0.3287242369,0.3209733046,0.20563545060000002,-0.8866115556,0.18208399120000002,-1.1551255076
SRX2708595,-0.1003833529,0.3724001926,-0.3768208136,0.0366773828,-0.44144615190000003,-0.0264047357
SRX2708596,-0.6804958085,-0.1817715842,0.5433551062,0.044415883100000005,0.2104517336,0.1464903964
SRX2708597,0.7808791615,-0.1906286084,-0.1665342926,-0.0810932659,0.2309944184,-0.1200856607
SRX2708598,-0.8845242286,-0.37520259570000003,-0.44347154990000004,-0.3119249987,0.515368787,-0.2522707463
SRX2708600,-1.4063210152,0.0849805542,0.106529417,-0.1038033336,0.6484192367,-0.2711134562
SRX2708601,-0.8046310084,0.2663450693,0.1860671728,0.18864385660000002,0.1659008684,-0.0595239595
SRX2708602,0.7386478151,-0.4927120686,-0.2662650965,0.3724957179,-0.5087278795,0.5050291552
SRX2708603,-0.7778165068,-0.0509766252,-0.2286728374,0.0447130736,0.1533787933,0.0660056332
SRX3073814,0.4238199066,-0.0513239485,-0.06927775480000001,-0.3108098738,-0.0318319626,-0.13018558560000001
SRX3073815,2.081649218,-2.3506769454,0.45544877170000003,-0.3938586915,0.7612013160000001,-1.1339696385
SRX3073816,4.1030720199,-5.1327364186,-1.0335134434,-0.43797418,1.3319620447,-2.4550083112
SRX3073817,5.2979207828,-5.1188929344,-0.8973504944,-1.0373322502,1.8808941942000001,-4.1870252178
SRX3073818,7.3857215755,-4.3981483095,-0.4013067851,-0.8228630646,1.6230001279000001,-3.2111292318
SRX3073819,0.0845202338,-0.1353633723,0.6702661818,0.0260618476,0.2882104387,0.3613869819
SRX3073820,2.8741780883,-3.5406721412,-0.0119861584,-0.7228986307,0.8355320716,-0.6674396287000001
SRX3073821,4.413529906,-5.2387007732,-1.3913693857,-1.2012400512,1.1536723843,-2.2221447579
SRX3073822,4.8687690919,-4.5451895689,-1.3530066767,-1.2784560322,1.2612470446000001,-3.4198734015
SRX3073823,3.8328180538,-4.1218901623,-3.1635200306,-1.4956265605,0.7085316708,-3.2339359789
SRX3073824,-0.4238199066,0.0513239485,0.06927775480000001,0.3108098738,0.0318319626,0.13018558560000001
SRX3073825,1.9592197692000002,-2.7297899689,0.1470344587,-0.1162291865,0.7714504123,-1.2511893155
SRX3073826,4.4058675183,-5.6583522764000005,-1.1289616865,-0.26008587,1.3286149502,-2.3292575708
SRX3073827,4.1208620109,-5.0748165103,-1.3747151389,-0.9215448220000001,1.8153573551000002,-4.1135135934000004
