,A,Fnr,DpiA,ArcA,NarL,Crp
SRX4705209,-1.8275549534,1.2878835212,1.0356426574,-0.05061829700000001,0.3260326055,-0.1045202598
SRX4705210,-1.2270924402,0.5038059594000001,0.3665728762,-0.2321428443,0.7897283174,-0.5514972085000001
SRX4705211,-0.7870954281,0.360903352,0.0854282713,-0.33308463520000003,0.49558195120000004,-0.5907591781
SRX4705212,-1.1790052294,0.5015165093,0.3670313416,-0.3163096863,0.4566782632,-0.5379723588
SRX4705213,0.7820474474,-0.2848580515,0.4575422713,0.1901686705,0.1724557368,0.5884298837
SRX4705214,-0.3343599548,-0.061697307900000005,0.11696482670000001,-0.058796187400000005,-0.030635029900000003,0.5233414408
SRX4705215,-0.1352804038,0.1678169173,-0.1862398547,0.0858430565,-0.0722359716,-0.4463507494
SRX4705216,0.30309715270000004,-0.3500729039,0.2025062416,0.0028923649,0.0013491506000000001,0.4678437997
SRX4705217,-0.3642316894,0.2581440398,-0.4379951501,-0.1846147007,-0.26139924600000003,-0.7475887920000001
SRX4705218,-0.2512725521,0.2706673062,-0.1527783348,-0.035493203800000005,0.19046536020000002,-0.38567558290000004
SRX4705219,6.0440485096,0.4075951256,0.9484831294,-0.23346584150000002,0.7234735221,-0.31419254
SRX4705220,5.6883014159,0.4723477928,1.2640285358,-0.1391940875,0.8461263958,-0.1236678575
SRX4705221,-0.9195984541000001,0.0966315491,-0.4237870138,0.0132220698,0.9141561881,-0.7518707576
SRX4705222,6.5040623329,0.4559032226,0.8586295901000001,-0.15327054480000002,0.664258193,-0.10341932470000001
SRX4705223,-0.5395342836,1.3849591353,1.7816019194,-0.40193558090000003,0.7452993698,-0.31786441590000003
SRX4705224,-0.1110156211,1.4019401177,1.6684533495,-0.5313746106,0.5785401985,-0.5855978821
SRX4705225,-1.16368792,0.032233089300000003,-0.5480775087,-0.6203175706,0.4802957195,-0.9927383484000001
SRX4705226,-0.8086257603,-0.0453090219,-0.4571168632,-0.6981566933000001,0.49381386400000005,-1.0770436531
SRX4705227,-0.3440163921,0.0014162464,-0.5987391029,-0.7595007277,0.5898432175,-0.9319843065000001
SRX4705228,3.9730175639,0.2852736966,0.8672258915000001,-0.0372590058,0.9554701996,-0.3099510565
SRX4705229,4.4228517136,0.2818975743,0.8267980367000001,0.09376858960000001,0.7713469477,-0.5033890871
SRX4705230,8.511795964000001,0.9043918405,1.7580674196000001,0.0231333739,0.657317507,-0.43552663960000004
SRX4705231,-1.2012685123,0.2892210988,-0.3396373205,0.1127304596,0.8135768659,-0.9039885132000001
SRX4705232,-1.0694112304,0.2841031,0.0378966451,-0.0380817781,0.8840772914,-0.882397812
SRX4705233,0.23435780960000002,-0.4692650607,-0.2775256746,-0.2157053013,0.2345764287,-0.1968594431
SRX4705234,10.0798414782,0.359532976,1.3774321798,-0.4094781025,0.6899307175,-0.0757624216
SRX4705235,-0.5872159546,1.0300605526,0.6746504446,-0.1995304755,0.4485482959,-1.1352115054
SRX4705236,10.7689639797,0.06453909170000001,1.312443915,-0.4656880963,0.478671245,-0.1630694594
SRX4705237,-0.5796872201000001,1.0883072748,1.0025255204,-0.0487554939,0.1767654194,-1.1430905682
SRX4705238,-0.14804829,0.9656259972000001,0.7738293606000001,-0.215019177,0.4141056352,-1.1479592129
SRX2038319,0.19312854070000002,0.1288576417,-0.2946145953,1.0693941837,0.3706986647,0.0216952277
SRX2038320,-0.1270033885,-0.0383819357,-0.08968330590000001,0.2635843553,0.39092617890000003,0.0089552738
SRX2038321,0.0353621051,0.1318576497,0.3224900245,0.9174621933,0.5842403459000001,-0.029136735400000002
SRX2038322,-0.3106779629,0.019056687000000003,0.5280761921,-0.1218903694,0.5959497501000001,-0.22346250180000002
SRX2038323,0.10898713830000001,-0.0419896674,-1.07553021,-0.8918312391000001,-0.8026795525,-0.5950074874
SRX2038324,0.4194716466,0.23862317660000001,-0.7870179071000001,-0.6881736304,-1.1079643948,-0.2819178846
SRX2038325,0.3452875346,0.1611058857,-0.1992354627,0.7699156984000001,0.7774519143,-0.2129587413
SRX2038326,0.3799935171,0.4581252995,0.001936093,0.9700102006,0.3939165264,-0.6664505470000001
SRX2038327,0.0238979548,0.3172238424,-0.4567985337,1.0384347552,0.243656734,-0.2899666271
SRX2038328,-0.037616905900000004,0.1383090976,-0.029398953300000003,1.1285368322,0.5492736877000001,-0.0956451908
SRX2038329,-0.585013164,-0.3716839181,-0.5369137193,0.8161619262,-0.7256898118,-0.534902734
SRX2038330,-0.0133427864,-0.2415756215,0.4374007466,-0.0201403201,-0.1402465632,-0.09387450950000001
SRX2038331,-0.4991319691,-0.15906388330000001,0.5469034331,-0.10491848840000001,-0.3618465671,-0.4795015226
SRX2038332,-0.45620510820000004,0.007812727200000001,1.3475376095,0.7603654310000001,0.6184222671,0.3381492062
SRX2038334,-0.6665705417000001,-0.12566082550000002,-0.8522591384,-1.0891380371,-0.6088164535,-0.2479411708
SRX2038335,-0.7546077414,0.0504878854,0.3142922909,-0.8079639627,-0.4372946351,0.1803691418
SRX2038336,-0.7396540247000001,0.5392612067,0.1833387566,-0.6936482731,0.21005723110000002,0.5647813138000001
SRX2038337,-0.4994844191,-0.1771450645,-0.36772236350000004,0.44997349200000003,0.3298116539,-0.0535453575
SRX2038338,-0.11320387770000001,-0.0641102801,0.0376416938,-0.3344079171,-0.147708369,0.0598112988
SRX2038339,-1.1444338877,0.4335230942,0.8433957497000001,0.6810912996,0.1776874777,0.1188856227
SRX2038340,0.1423631178,-0.1511554798,0.8906560879000001,-0.7281520391,-0.6758762535,0.34647646330000004
SRX2038341,0.2043335879,-0.0774772219,0.1713809416,-1.0546255310000001,-0.3830104012,-0.08200134910000001
SRX2038342,-0.1114244825,-0.1502114202,-0.2311912028,-0.8944886509000001,-0.6258374279000001,-0.1543697162
SRX2038343,-0.5066059877,0.1315080696,0.3597979866,-0.7695802995000001,-0.8211100075000001,0.5010526678
SRX2038344,-0.3041846742,-0.0719380109,0.1522035921,-0.5339921031,-1.323253442,0.033069829700000004
SRX2038345,-0.7918748910000001,0.12563758,0.21453217500000002,-0.0834480876,-0.9410560172,-0.1021128979
SRX2038346,-0.9697957295,0.9592729955,0.7627254853000001,0.6391570357,0.0507837041,-0.5275545316
SRX2038347,-0.9402322731,0.8334966567000001,1.158689088,0.9185526292,-0.36151505040000004,-0.8740408744
SRX2038348,-0.7850318541,1.0963381317,0.9804810268,0.6901443962,0.015682493000000002,-0.6052099843000001
SRX2038349,-0.08647386110000001,-0.09922067500000001,0.9159403864000001,-0.6312365123,-0.8430240657,-0.520378201
SRX2038350,0.3682232657,-0.1683037611,0.5504132337000001,-0.6568917332,-0.7095500967,-0.1808186141
SRX2038351,0.5185708202,0.12045115120000001,1.3835621604,-1.0174438648,-0.9011111180000001,-0.2481074814
SRX2038352,0.6912469694000001,-0.10618114270000001,1.6573222591999999,-0.6496157627,-0.9978276163,-0.1007067708
SRX2038353,-0.6890176504000001,-0.4606796238,-0.3791826629,-0.7033841573,-0.5477391271000001,-0.2493838519
SRX2038354,-0.4907510236,-0.2463820843,0.5064705699000001,-0.6182618178,-0.3795001022,0.0934857714
SRX2038355,-0.8215679836,0.3616560525,0.017565345200000002,-0.5516249936000001,-0.8229495654000001,0.0258529291
SRX2038356,-0.26559081090000003,-1.0284903831,-0.2540785963,-0.7842142551,-0.49900804390000003,-0.7092992376
SRX2038357,-0.0799246629,-0.0647473615,0.2569729015,-0.7349862666,-0.2229902957,-0.08150652650000001
SRX2038358,-0.1052555819,-0.0761053958,-0.1513253738,-0.31267291070000003,-1.050438918,-0.38365261440000004
SRX2038359,-0.5892523923,-0.09697300660000001,0.6923492252,-0.4842923424,-0.9253455741000001,0.30292598800000003
SRX2038360,0.33065365480000003,-0.2615945059,0.1027015596,-1.0148851516,-1.143631335,-0.5695966895
SRX2038361,-0.6187792165,-0.162388314,0.19455201560000002,-0.6907153027,-0.6899662739,-0.5088220601
SRX2038362,0.1864222379,0.06995235600000001,0.6570844386,-0.5100728839,-0.431709809,-0.5568547845
SRX2038363,-0.7037924459,0.16927389210000002,0.32936325650000003,-0.3755575815,-0.8646589433,-0.1075832786
SRX2038364,-0.7034144250000001,-0.21989089520000002,0.2046012543,-0.2196301371,-0.45853898340000004,-0.2548516616
SRX2038365,-1.0435705904,0.8976741623000001,0.693743039,0.4059186527,-0.2640806834,-0.5224634022
SRX2038366,-0.6746648109000001,0.7015805322,1.1190183823,0.6795316201,-0.5786324041,-0.6997337682
SRX2038367,-1.1625592219,0.8552512050000001,0.7491602457000001,0.5180514967000001,-0.680639905,-0.164303206
SRX2038368,-0.07009846630000001,-0.3455777802,0.5158157117000001,-0.5719402797,-0.9313440660000001,-0.2838038458
SRX2038369,0.0239155595,-0.3496650475,0.9369430205,-1.1732918553,-0.8045448596,-0.14120318680000002
SRX2038370,0.2800523348,-0.3209950742,1.4376030714,-0.7755120344,-0.9736267228000001,-0.2275315786
SRX2038371,0.8199592969,0.10337487640000001,1.1774832061,-0.5555756714,-1.7514730810999999,-0.1971165942
SRX2038372,-0.6957100919,-0.1810282464,0.18973354150000002,-1.0030252318,-0.9426322646,-0.7030767083
SRX2038373,-0.6770672183,-0.1042635281,0.6396753591000001,-0.5831005596000001,-0.9324803580000001,-0.3391076354
SRX2038374,0.12278324800000001,0.17177478340000002,0.4269748634,-0.9335797538,-1.1485021186,-0.8919006833
SRX2038375,-0.4123187761,-0.3989806461,0.1308518166,-0.8369083792,-0.5130261229,-0.8480468999
ERX530520,0.1134887564,0.0,-0.0358823796,-0.0588099996,0.027978306,-0.0552460372
ERX530521,0.8851915535,0.1430180401,-0.3775502813,0.0707141134,-0.28426126290000003,0.2379487723
ERX530522,1.0148919664,0.0,-0.4259824668,0.0792301926,-0.40835610370000003,0.1666261772
ERX530523,0.9116752434000001,0.0,-0.5928644392,0.1165178999,-0.18742537580000002,0.3038599931
ERX530524,-0.1134887564,0.0,0.0358823796,0.0588099996,-0.027978306,0.0552460372
ERX530525,0.6899431663000001,0.1810243454,-0.3265529313,0.1391146988,-0.12312843670000001,0.2803346536
ERX530526,0.43595777960000004,0.0,-0.029862023300000002,-0.2406300043,-0.2665569219,-0.038816530200000005
ERX530527,0.8595553426,0.3016847958,-0.4167914942,0.09393124500000001,-0.3419932559,0.21736006800000002
ERX3212443,1.6155568064999999,-0.5190136381,-0.7357408898000001,0.8784288994,0.4951291902,0.02870798
ERX3212444,1.3334450801,-0.3222420219,-0.6503354436000001,0.7269323781,0.5282612775000001,0.0422419746
ERX3212445,1.3441372287,-0.4530709885,-0.7231039597000001,0.7669138366,0.5388327452,-0.0473495293
ERX3212446,0.8218997578,-0.2782649171,0.3288180376,0.3543791704,0.0733341685,-0.1275263066
ERX3212447,0.2352393367,-0.2806686959,-0.07752274020000001,0.6126265213000001,0.23331332970000002,-0.1188682696
ERX3212448,0.5808686596,-0.4037237883,-0.0227243879,0.7204335675,0.2936524889,-0.0775782685
ERX3212449,-0.118683278,-0.0037651177,-0.10152611760000001,0.0023349412,0.0053444871,-0.0172228206
ERX3212450,0.2360388249,-0.0090358951,-0.0631732188,0.0138897402,-0.0380483048,-0.0153227698
ERX3212451,-0.11735554690000001,0.0128010128,0.1646993364,-0.0162246814,0.0327038177,0.032545590400000005
ERX3212452,0.23880830300000003,-0.093188196,-0.0525791685,-0.5224664074,-0.1505166587,0.1223491476
ERX3212453,-0.047421988400000004,-0.0238553789,0.0732741396,-0.5060912851,-0.1406825428,0.1974911759
ERX3212454,-0.7104524170000001,-0.0313487078,0.5810621449,-0.2103690696,0.19901135550000001,0.2034264775
SRX7478973,-0.198314971,0.0095465275,0.5431067167,-0.0026986212,-0.0307052643,-0.060392566700000004
SRX7478974,-0.1784756704,0.0232059397,-0.41053009900000004,0.0232666232,-0.29837836030000003,0.0044704471
SRX7478975,0.3767906414,-0.032752467300000004,-0.1325766177,-0.0205680019,0.3290836246,0.0559221196
SRX7478976,0.5026415216,-0.15256787230000002,-0.2365051561,-0.0248110193,0.1228972319,-0.0294229657
SRX7478977,0.3230596743,-0.12441594560000001,0.0628775677,-0.0365080084,-0.1692551499,-0.10860318570000001
SRX7478978,0.5293801649000001,-0.10435943240000001,-0.36282766800000005,0.10535953910000001,0.3676494218,-0.1133642725
SRX7478979,0.17470028040000002,-0.4254753164,0.0067758169,0.2585635182,0.3538193458,0.029688543100000003
SRX7478980,0.045720126300000004,-0.3196076483,-0.2382418638,0.303827907,0.41197237610000004,0.0276315887
SRX7478981,0.3200179201,-0.3156598178,-0.1161527833,0.24080459610000002,0.27205525880000003,-0.0099621376
SRX7478982,-0.1021520575,-0.5449668212000001,-0.2956239343,0.2868203253,0.1546633298,0.0895954796
SRX7478983,-0.0173728854,-0.523218044,-0.4611481468,0.2959739772,0.181779925,0.10367688060000001
SRX7478984,-0.10207205700000001,-0.5631612565,-0.056004602,0.24580874260000002,0.241015746,0.0034602426000000003
ERX1521038,-1.312164981,-1.8529613086,1.179426698,0.9327413782,0.1025900143,0.2075117463
ERX1521039,-2.3985591005,4.4171410107,1.0680040618,0.9261506939,0.0325783359,0.009730694
ERX1521040,-1.3201096774,-1.9114182228,1.4304474256,1.0687949022,0.2102891741,0.2850669433
ERX1521041,-1.1500590336,4.1511978614,0.8727526724,0.5925125441,0.1220451763,0.1631970502
ERX1521042,-0.21884275700000003,-1.9114182228,0.17965762940000002,0.191028469,0.4081639314,0.1392690724
ERX1521043,0.1557079432,1.5058805974,-0.9724635885,0.0868822129,-0.4645212761,0.5908241112
ERX1521044,-0.4728460847,-1.8065297164,0.0373216189,0.12093167490000001,0.18506455360000001,0.1104686965
ERX1521045,0.4728460847,1.8065297164,-0.0373216189,-0.12093167490000001,-0.18506455360000001,-0.1104686965
SRX621182,9.8854668964,-1.6696986845000001,1.2886621291,-1.0591036869,-1.1222129359,-1.5681109031
SRX621183,9.0571545293,-1.4652493593,1.0143999624,-1.0120794948,-1.0371567741,-1.7787209304
SRX621184,15.3922601846,-0.35889479760000004,2.1907371235,-1.4965225604,-1.1150671133,-2.3286332422
SRX621185,15.0936528052,-0.8014556473000001,1.3932574144,-1.193941523,-1.2359529551,-2.0720734261000002
SRX621188,16.3983032276,-0.8388314320000001,1.7300562967,-1.4967474998,-1.1514785621,-2.2153905101
SRX621189,15.4586045913,-0.4152274681,2.0436579968,-1.8797889081,-0.9487566627,-2.5455493469
SRX621190,-0.2919129988,0.1043733763,0.1373950532,0.0614368063,0.0560385855,0.0910120247
SRX621191,0.2919129988,-0.1043733763,-0.1373950532,-0.0614368063,-0.0560385855,-0.0910120247
SRX621192,6.0988138279,-1.5472205910999999,0.3705873256,-1.2240719898,0.5119362405,-2.4304813555
SRX621193,5.7556239204,-1.5531352302,0.8183659356,-0.9646090827,0.8331544412,-2.283345836
SRX6489436,1.7537306561000001,-0.19100837710000002,-0.0651792699,-2.3862196642,-0.5857785061,-2.5610024343999997
SRX6489437,-0.09746970960000001,0.7087330881,0.29454791140000003,-1.2660276597,-0.1325261094,-1.7192127447
SRX6489438,1.1054025392,0.34349852080000004,0.2341725083,-2.3724224758,-0.2807598049,-2.5656982779
SRX6489439,0.4255752888,0.1536742525,-0.12361182820000001,0.011139977700000001,-0.1085302749,0.2181867704
SRX6489440,0.9040363364,-0.0322767413,-0.1614491852,-0.2115586693,-0.7430338169,-0.051637196
SRX6489441,-1.3296116252,-0.1213975112,0.2850610135,0.2004186917,0.8515640918,-0.1665495744
SRX6489442,0.20167663800000002,0.21202446060000002,-0.0549031106,0.2432724134,-0.4063618183,0.5013664708
SRX6489443,0.9257447012000001,0.5987173526,-0.3024231403,-0.25783494830000003,-1.4274961940000002,-0.0310669673
SRX6489444,-0.3386258417,-0.1807484194,-0.0008087363,0.27401214690000003,0.6691944452,-0.0959832862
SRX6489445,0.7399555895000001,0.1036303247,-0.3170766821,0.043676152100000004,-0.3338674667,0.1827632689
SRX6489446,0.5883579005,0.0875729346,-0.1152164942,-0.2864002101,-0.736156319,-0.0362566025
SRX6489447,-0.3021063893,-0.3900321698,0.16394140470000002,-0.1341877166,0.4992284853,-0.13451388420000002
SRX6489448,0.6945337334,-0.5681724135,-0.6475952043000001,-0.5771907675,-1.053754119,-0.3668404044
SRX6489449,1.1048978857,0.019754427,-1.0809998594,-0.5073577501000001,-1.0941416626,-0.0648374225
SRX6489450,-0.9558615813,0.27332833030000003,0.4178566856,-0.7561764232,-0.2991678736,0.0483373318
SRX6489451,0.0247104793,-0.0690832475,0.09680359740000001,-0.139486361,0.5698469427,-0.0097311396
SRX6489452,0.4304768707,0.6704954660000001,0.20463733280000002,-0.7649544516,-0.6646076642000001,-0.3293122911
SRX6489453,-1.4237053014,-0.2908193112,0.1734257466,-0.2798375699,0.6551848883,-0.3831059042
SRX6489454,0.2233680703,-0.2406689964,-0.1598920732,-0.3225539216,0.0231489962,-0.0190652403
SRX6489455,0.5381962348,0.14526903260000001,0.4993704835,-0.3566598492,-0.1375288171,0.10856884550000001
SRX6489456,-1.2342445612,-0.21581755660000002,-0.0529629875,-0.16903673660000001,0.6588762081,-0.250826488
SRX6489457,0.7411694267000001,0.5535835338,0.4626845389,-1.0507190625,-0.4082138135,-0.8913190701
SRX6489458,0.4502651735,1.2081234349,0.7485266854,-1.3019793658,-0.52645941,-1.4459433789
SRX6489459,-0.3446424441,0.8957372423000001,0.7695637821,-1.200284001,-0.1553081325,-1.4845663116
SRX6489460,0.9690671907,0.6569229851,0.74356126,-0.692848533,-0.6733790077,-1.0651718251
SRX6489461,-0.0716413092,0.6167569178,0.925728744,-0.721131519,-0.2355483518,-0.7987644547
SRX6489462,0.18528613430000002,0.8316677062000001,0.8403926641,-1.1946762861,0.18508565870000002,-1.2519211603
SRX6489463,1.0097990401,0.1999734554,0.1440121185,-1.1387573988,-0.8351352551000001,-1.3554675684
SRX6489464,0.5656989920000001,0.2197027038,0.4258722424,-1.0754994254,-0.6537333584,-1.3336062681
SRX6489465,-0.3462222048,0.25218964180000003,1.1888988394,-1.1412931212,0.2899388066,-0.8925679957
SRX6489466,0.7363432158000001,0.5340236142,0.34098023180000003,-1.3610413978,-0.6891596525,-1.1430168893000001
SRX6489467,-0.1297908399,1.0834013949,1.135831931,-1.2445931649,0.31635242010000003,-1.4493752758
SRX6489468,-0.6406099666,1.0978565866,1.0246953155,-1.0844773372,0.3645427518,-1.4050641086
SRX6489469,0.0503524239,0.9741019127,1.1372292164,-1.2057146664,0.0826919113,-1.6123595908000001
SRX6489470,0.5117548233,0.6802497518,0.9140868787,-1.1663520224,-0.34104628670000003,-1.226893919
SRX6489471,0.0458395777,0.9403858490000001,1.0809421141,-1.3199865412,0.3577856265,-1.5448590486
SRX6452027,1.2418745455,-0.20978116330000002,-1.6096434131000001,1.3487612159,-1.4476102875999999,-0.1459188516
SRX6452029,0.1047849567,-0.0744435516,-0.2928775906,-0.1205748881,-0.0238770435,-0.0579075359
SRX6452030,0.8899994681000001,0.4468453882,-1.1105589862,1.3799665865000001,-0.8985766062,-0.10275380890000001
SRX6452031,0.5637462925,-0.1340233916,0.0966631295,0.3409236023,0.5490952302000001,-0.0890509939
SRX6452044,0.7129839207,-0.0619563058,0.33986967100000004,0.21495707700000002,0.6266259750000001,-0.4156744168
SRX6452045,-0.5786329759000001,0.0976427973,0.2228973186,0.5988323535,0.8819797836000001,0.0988768356
SRX6452046,0.8032560786,-0.21477502510000002,-0.12816916720000002,0.17335244460000002,0.4671128256,-0.2628324997
SRX6452047,1.8287460271,0.3342765871,-0.7294847704,1.1378923818,-0.25440008680000004,-0.2208033278
SRX6452048,-0.1047849567,0.0744435516,0.2928775906,0.1205748881,0.0238770435,0.0579075359
SRX6452059,1.3820195369000001,0.0047005741,-1.1012048976,1.0703387567,-0.8698364328,-0.2805843959
SRX1828491,-0.1147330351,-0.7086893064,-0.1274989382,0.9847594599,0.7143911841,1.0841805474
SRX1828492,-1.105219028,-0.6762833235,-0.6912257671,1.0641314952,0.6505880478,1.1446573046
SRX1828493,-0.33873338540000003,-0.5961064718,-0.0687570891,0.4470775843,0.7390140172,0.9603956705000001
SRX1828494,-1.2130084145,-0.9389203311000001,-1.0112447056,0.9888960972,1.456653752,1.5682706127000001
SRX1828495,0.0190463464,0.3523185716,0.1824176238,-0.3516493636,-0.33647211250000003,-0.4755092777
SRX1828496,-0.0626722842,0.2347033211,-0.0934787962,-0.0888831399,-0.33321797410000004,-0.1918949817
SRX1828497,-0.0103082394,-0.0167791524,-0.1967950802,0.6470682595,-0.0371787602,0.35721379940000003
SRX1828498,-0.0606995358,0.1179135661,-0.3122913404,0.5005750261,-0.3738716425,0.3103341766
SRX1828499,-0.7893192493000001,-0.13920940210000002,-0.4021123708,0.44943581320000003,0.2361730718,0.8959768911
SRX1828500,-0.9621874207000001,-0.3839734456,-0.27294941770000003,0.6363389736,0.6289486114,1.151414448
SRX1828501,-0.24671449280000002,-0.0986806617,-0.6576326676,0.5226066503,0.0653597444,0.5787595543
SRX1828502,-0.09883294200000001,0.1994489292,0.0211727965,0.2223851306,-0.0066229651,0.170452503
SRX1828503,-1.4474885455,-0.4435333853,0.0155743148,0.0892295235,0.0669873619,0.2993918273
SRX1828504,-1.4431701446,-0.4244188257,0.16758519500000002,0.2306965681,-0.2834279713,0.3449252499
SRX1828505,-0.039792608300000004,-0.1329093335,-0.2515836745,0.2943102145,-0.0502256408,0.2963526906
SRX1828506,-0.6388794505000001,-0.4127689734,-1.2201645601,0.5272311071,0.247227937,0.8750640991
SRX1828507,0.39055900720000003,0.0866657269,0.1471976773,-0.11984394920000001,-0.1598103672,-0.326898736
SRX1828508,-0.39055900720000003,-0.0866657269,-0.1471976773,0.11984394920000001,0.1598103672,0.326898736
SRX3796953,0.35523633600000004,-0.011919778300000001,-0.059635938900000005,-0.0676967451,-0.0693826511,-0.07878716350000001
SRX3796954,-0.35523633600000004,0.011919778300000001,0.059635938900000005,0.0676967451,0.0693826511,0.07878716350000001
SRX3796955,1.1708863746,-0.20470735180000002,0.34338954590000004,0.1233067759,-0.7470648342,1.2078040582
SRX3796956,-0.37498463260000003,0.1806692184,0.7728582418000001,0.20364527300000002,-0.4442728589,1.3633198144
SRX3796957,2.2929766249,0.1726251009,-0.07997464060000001,1.6182345706999999,-1.1569247643,-2.4304975054
SRX3796958,1.0928877372,0.0196643383,-0.4375166211,1.594982006,-0.6419065984,-1.9638896553
SRX3796959,-0.4441943584,0.2249489489,0.1985727877,0.0672035128,0.5707381704,0.23973138100000002
SRX3796960,0.1435744519,0.1194383926,0.0656564998,-0.0222688136,0.3533200413,0.1717381616
SRX3796961,0.610642914,-0.6919210905000001,-0.0646036553,0.0424268426,0.3047987967,0.08582733690000001
SRX3796962,1.028359717,-0.5639088368,-0.2127537494,-0.3133300406,0.35697272420000004,-0.0164337809
SRX3796963,3.3182629043,-0.0544059229,-0.9890988140000001,1.5958580575,-1.9893185044,-2.9541291327
SRX3796964,3.2693353306,-0.014093932000000002,-0.44882777370000004,1.7177042546,-1.6502186426,-2.4056994769
SRX3796965,1.1992455613,-0.4503003694,-0.2908529597,-1.0287892827,-1.3989629846,-0.18704894200000002
SRX3796966,1.18254001,-0.4641175329,-0.4229935238,-1.0047560455,-1.2592386683,-0.1143135745
SRX3796967,1.6563335906,-1.0025144526,-1.0084473302,0.3254800541,-0.3552720569,0.1036684385
SRX3796968,1.6120876826,-1.1404914458,-0.8225035175000001,0.1120321633,-0.44047911510000004,-0.5320317657
SRX3796969,2.3271161696,-0.8909438317,0.2297807776,0.4894026192,-1.336142346,-0.33952435410000004
SRX3796970,2.5519558684,-0.5318614534,0.7656967640000001,0.6397665666,-0.8255995352000001,-0.5029284707
SRX3796971,-0.4399908537,0.0033368332,-0.0723311333,-0.0407208341,-0.1292564387,0.051597773300000004
SRX3796972,0.3903768379,0.0118921209,0.007746609000000001,-0.014845037,0.0010248064,0.1695436772
SRX3796973,1.5742804899,-0.5675203342,0.2413003682,0.5397192637,0.6665405664,0.4016716534
SRX3796974,-0.0259573718,-0.5965645774,-0.1793369284,0.48378118270000003,1.1567031192,0.0540830645
SRX3796975,2.6594523370000003,-0.09172600310000001,-0.5167744627,1.3182395307,-1.2638361669,-2.4044391384
SRX3796976,2.9752354285,-0.2604633833,-0.3369347589,1.3320724377,-1.1661057503,-2.2572603749
SRX3796977,-0.5340479672,0.0257724632,0.15188996200000002,0.4198393247,0.40706474730000003,0.15715905260000002
SRX3796978,-0.31446605,-0.0743060465,-0.48469614390000004,0.5218605334,0.1579802472,0.22238625250000002
SRX3796979,0.7802158908,-0.7908679979000001,-0.3561204129,-0.12638412400000001,0.5294972933000001,0.029169605100000003
SRX3796980,0.8685175512000001,-0.5605540760000001,-0.209654738,-0.1359480794,0.7500253049000001,0.3152681445
SRX3796981,3.5909514636,0.1988388559,-1.1004677476,1.2536283473,-1.2858413951,-2.3922730427
SRX3796982,2.5319938202,0.2155505949,-0.1752434655,1.4218786994000001,-1.1264390268,-2.1205585644
SRX3796983,0.6674025589,-0.4247212359,-0.3453990885,-0.7977188794000001,-1.2101778078,-0.14166017990000002
SRX3796984,0.8984183137,-0.4265440585,-0.14973106860000002,-0.7443303324,-1.0155130628,-0.1285585019
SRX3796985,1.3889544893,-0.8679103318,-0.2478420799,0.7261719226000001,0.4587100022,-0.41390028040000004
SRX3796986,0.983768673,-0.8983829466000001,-0.8708633673,0.8865826679000001,0.3726461786,-0.5311079492
SRX3796987,2.0910360628,-0.3971189492,0.661022455,-0.9243434027,-0.006970225,0.7351458547
SRX3796988,0.4277383664,-0.24081092610000002,1.2388115401,-0.4780419603,0.2360315618,1.4053881684
SRX2568270,0.0835566915,0.08827390900000001,-0.1183911119,-0.0418893319,0.0899212674,-0.004570969
SRX2568271,2.0082222123,-0.23167562300000002,0.8712523537,0.3591658249,0.3344896395,0.0653832305
SRX2568272,0.4238228543,0.2629024821,0.39844546340000003,-0.8304810236,0.7913739665,0.3822852162
SRX2568273,0.10099386960000001,0.43528731260000003,0.7770647375,-0.9492480625,0.8612887107,0.21028994880000001
SRX2568274,3.7141190019,0.3820487614,1.4302392507000001,-0.7195329218000001,1.4657611373,-0.0570535506
SRX2568275,-0.0835566915,-0.08827390900000001,0.1183911119,0.0418893319,-0.0899212674,0.004570969
SRX2568276,0.45347477700000005,-0.2043366113,0.7682737385,0.36484522820000004,0.46202607490000003,0.051884897000000006
SRX2568277,0.195575246,-0.32261156550000003,-1.8079519662,-0.2926059744,0.8510675943,0.3721571684
SRX2568278,4.8681399079,0.5355032213,-0.0100208025,-0.96780511,1.1189896353,0.12152566340000001
SRX2568279,-0.188891878,0.39596403090000004,1.3333269194000001,-0.8880264464000001,1.5230976053,-0.0765298296
SRX3421856,0.3062874508,-0.0188473862,-0.10299485080000001,-0.0702595117,0.0364508381,0.020805030000000002
SRX3421857,-0.3062874508,0.0188473862,0.10299485080000001,0.0702595117,-0.0364508381,-0.020805030000000002
SRX3421858,-1.6684439694000002,0.8768952831,2.1105966757,0.9398787361000001,1.3025315569,0.16600598560000002
SRX3421859,-2.3482434100000003,0.7943170451,1.7141562711,0.8303069123,1.2303245734,0.1916775286
SRX3421860,1.0444381546,0.0022417352,-0.0190346758,0.946656288,0.27129302310000003,0.46786379100000003
SRX3421861,0.1905191698,-0.1816462398,-0.4878041333,1.1842926666,0.3016804166,0.5122323806
SRX3421868,-0.7670212066000001,0.3641228837,1.0569114132,2.0597493091,0.6508127193000001,-0.6219598177
SRX3421869,0.0164532332,0.46529772480000003,1.3716387035,1.9871094608000002,0.44962002560000003,-0.6024762283
SRX2606337,0.1502807555,0.0143233844,-0.07085807620000001,-0.0109633621,0.0449755047,0.0292773526
SRX2606338,0.2574605238,-0.5673512663,-0.5823327529,0.1915417136,0.0404729277,0.3087663784
