,A,CueR
SRX254751,-1.3828043864000001,-0.4667569582
SRX254752,-0.7035262527,0.2414919741
SRX254753,-0.9604274442,-0.10690300900000001
SRX254754,0.8775867425,0.3187444561
SRX254755,1.5434303203000002,-0.611650216
SRX254756,0.1181957846,0.1207422962
SRX254757,-0.2401352803,-1.6744919697
SRX254758,-0.6135898040000001,-1.7411341746
SRX254759,-0.24637046810000002,-1.5207518042000001
SRX254760,-2.3331377946,-0.2842170794
SRX254761,-1.7765215138000001,-0.5142410037
SRX254762,-2.0285544178,-0.015836710900000002
SRX254763,0.437523877,0.2476529401
SRX254764,-0.0923585053,-0.1386239443
SRX254765,-0.9283929740000001,-0.2738749116
SRX254766,-0.6479156262,-1.0894794493
SRX254767,-0.0314364024,-1.0159166968
SRX254768,-0.44238084380000003,-1.2422121506
SRX254772,2.9935982348000003,1.2550889002
SRX254773,-0.917752573,-0.6133355256
SRX254774,-0.45933892860000003,0.348715074
SRX254775,1.8700844591,0.21535762930000002
SRX254776,3.0475552012,0.3407192079
SRX254777,0.0845366914,0.0395675417
SRX254778,-1.5266903086,0.2922380297
SRX254779,-1.0395003342,0.3927162032
SRX254780,-0.3917301998,-0.1503694489
SRX254781,-0.5142222703,0.45652848900000004
SRX254782,-1.2304555945,0.6903641715000001
SRX254783,-0.27739647,0.7904084598000001
SRX254784,-0.2851873086,0.3104085632
SRX254785,-0.7911585046,0.2689992798
SRX254786,-0.7820233313,0.2352549545
SRX7136401,0.0020730220000000003,-0.2674200088
SRX7136403,-0.3470052046,0.0624939402
SRX7136405,1.0374702937,-0.0936632089
SRX7136407,2.1234395805,0.5489933279
SRX7136409,1.1000942678,0.21772091370000002
SRX7136411,0.3449321826,0.2049260685
SRX3754949,-0.0083170968,-0.0690641987
SRX3754950,0.166306013,-0.0510186673
SRX3754951,-0.1579889162,0.12008286600000001
SRX3754952,0.0082032571,0.0248645841
SRX3754953,0.0017893861,0.0085509234
SRX3754954,-0.4326649577,0.0775768349
SRX3754955,-1.6053108017,-1.6875031156
SRX3754956,-1.5968380426,-1.8319841549
SRX3754957,-1.5065341023,-1.8874853207000002
SRX3754966,0.4771079214,-0.2249682391
SRX3754967,0.5809061608,-0.2627683919
SRX3754969,0.2896767577,-0.294782058
SRX1424798,-0.0471402179,0.11444778530000001
SRX1424799,0.0471402179,-0.11444778530000001
SRX1424800,-0.11795834150000001,0.0011747153
SRX1424801,-0.4706737237,-0.1741052458
SRX1424802,-0.9589475226,0.2370511998
SRX1424803,-0.8853027474,0.1945249004
SRX1424804,-0.510159308,0.4456946572
SRX1424805,-0.4876165112,0.5387951186000001
SRX1424806,-0.2469572183,-0.1281148567
SRX1424807,-0.6170095348,-0.2604768619
SRX1424808,1.3360639378,0.7806890096
SRX1424809,1.6109907588999999,0.7811796536000001
SRX1424816,1.3552273998,-0.1315060939
SRX1424817,1.5498524439999999,-0.0761790878
SRX1424818,2.0336431261,0.12171898900000001
SRX1424819,2.5346009767,0.6923015152
SRX1424824,2.6481629322,1.5288818881
SRX1424825,2.6841731306,1.3770754998
SRX1424826,1.459573012,-0.4109404621
SRX1424827,1.9672650468000001,-0.1115893984
SRX1424828,0.6682132231,-0.49920316340000004
SRX1424829,1.0582359812,-0.23416116680000001
SRX1424830,1.6381028992000002,-0.2317671634
SRX1424831,1.0928310916,-0.1814441595
SRX1424834,0.5541198780000001,0.3938245945
SRX1424835,0.5721871269000001,0.3935089309
SRX1424840,-0.45219141160000004,-0.8335649866
SRX1424841,-0.5702057625,-1.0119333243
SRX1424842,-0.6073257926,-0.5904884284
SRX1424843,-1.0274753598,-0.9698272188
SRX1424844,1.5768840468,0.5245415364
SRX1424845,1.6612388397,0.508544501
SRX1424846,0.7688957476,-1.5537829558
SRX1424847,0.5638215772,-0.4793637526
SRX5060277,0.1292645711,0.0559541359
SRX5060279,1.6953472926000002,1.5293652235000001
SRX5060281,-0.1292645711,-0.0559541359
SRX5060283,1.5761058657,1.3613899028
SRX5936089,-0.5308002394,-0.0994065677
SRX5936090,0.4636388569,-0.008130994400000001
SRX5936091,-0.1023453594,-0.0263370728
SRX5936092,0.1695067419,0.1338746348
SRX5936093,5.5132237095,0.0350895411
SRX5936094,5.4794656554,-0.3142791388
SRX5936095,5.1396105741,0.3430473248
SRX5936096,5.0615872854,0.45022167890000003
SRX5936097,2.0699404324,0.0316745799
SRX5936098,1.9494246516,0.1976286559
SRX5936099,0.3912467551,0.1519692755
SRX5936100,1.1865500036,-0.3194046332
SRX5936101,-0.6150660753,-0.0560655538
SRX5936102,0.5983283688000001,0.3684212602
SRX5936103,-1.441986806,0.39030110170000004
SRX5936104,-1.0142005388,0.47799032820000004
SRX5936105,-1.7134389514000001,0.5015548321000001
SRX5936106,-1.3697084785,0.5816813982
SRX5936107,-2.1032267406,0.6377941934
SRX5936108,-1.2424980221,0.5569813975
SRX5936109,-2.1459882992,0.5301129428
SRX5936110,-2.0297560006,0.3670400019
SRX5936111,-2.0608532702,0.5119848838000001
SRX5936112,-1.0290980336,0.7036435492
SRX5936113,-1.4661499758,0.7002327456
SRX5936114,-1.1375387873,0.7929622659000001
SRX5936115,-2.2951953262,0.2458481452
SRX5936116,-2.4269988404,0.4199787212
SRX5936118,-2.4596030877,0.322008587
SRX5936119,-1.2030208829,0.45515714360000004
SRX5936121,-2.4904489872,-0.5715253992
SRX5936122,-2.5815069893,-0.2652140665
SRX5936123,-3.8556085093,-1.1029454061
SRX5936124,-3.5466843224,-0.5884280121000001
SRX5936125,-3.2794907347,-1.0992365323
SRX5936126,-2.9513997643,-1.2251540291
SRX5936128,-2.7048384374000003,-0.7227303199
SRX5936129,-2.6791057350000003,-0.6129895272
SRX5936130,-1.1957465879,-0.8181737611000001
SRX5936131,-2.3682807363,-1.5220374436
SRX5936132,-0.7390120007000001,-0.3998803065
SRX5936133,0.8816283273000001,-0.6738928241000001
SRX5936134,0.4010676012,-0.41549682870000004
SRX5936135,0.2086996463,-0.5048031820000001
SRX5936137,0.7425144314000001,-0.0889453994
SRX5936138,0.7694831969,-0.1062352169
SRX5936139,0.5763661554,-0.2716859515
SRX5936140,1.7185864992000002,-0.27831780640000003
SRX5936141,0.5831487383,-0.0872197128
SRX5936142,0.5910975519,-0.3341191676
SRX5936143,0.9858196240000001,0.0923204816
SRX5936144,0.9259706085,0.0035985807000000003
SRX8557650,0.0867966851,-0.041921871400000005
SRX8557651,0.0011693343,-0.0088838615
SRX8557652,-0.0879660195,0.050805733000000006
SRX8557653,0.2863980481,0.0449984336
SRX8557654,0.5012873354,0.08715475930000001
SRX8557655,0.45602653590000003,-0.0858017306
SRX8557656,-0.8173131987000001,-0.6399538273
SRX8557657,-1.8250627529,-0.2619276678
SRX8557658,-1.1620619577,-0.39530668820000003
SRX8557659,-4.7008928442,-0.0065810288
SRX8557660,-3.5138089318,-0.4080260891
SRX8557661,-3.8366943620000002,-0.3484571184
SRX8557662,-2.1606473713,-0.8018049655
SRX8557663,-1.6607528845,-0.5303856426
SRX8557664,-1.8902400996000002,-0.8056135864
SRX8557665,-1.9603323941,-0.6138984268000001
SRX8557666,-1.9994822371,-0.6193468371
SRX8557667,-1.9366551846000002,-0.5853166032
SRX3405147,0.331893594,-0.049898861600000004
SRX3405148,0.0089797223,-0.0850862789
SRX3405149,-0.3408733164,0.1349851404
SRX3405150,0.2532524159,-0.8631359945
SRX3405151,1.1127969158,-1.0242413804
SRX3405152,0.57327501,-0.7734048875
SRX3405153,0.6257170403,0.0566295572
SRX3405154,1.4617787523,-0.1401675187
SRX3405155,1.1782597062,-0.18568704530000002
SRX3405156,3.6261339061999998,-0.35870307030000004
SRX3405157,0.7705854137,-0.7284528631
SRX312063,1.4278064472,0.0813959361
SRX312064,1.2427221079,0.0370771528
SRX312065,1.4527331172,-0.4012283773
SRX312066,-1.5023978696,-0.8609362384
SRX312067,-1.5803553461000002,-0.5635104765
SRX312068,-2.5768729517,-0.4670949562
SRX312069,-2.5264165662,-0.4496420524
SRX312070,0.27172957670000003,-0.0047173444
SRX312071,-0.27172957670000003,0.0047173444
SRX312072,-0.8556582856,-0.08494815060000001
SRX312073,-0.8521219390000001,-0.12240552160000001
SRX312074,-0.14802112380000002,0.35047481890000004
SRX312075,-0.43019122590000003,0.21065508700000002
SRX312076,-0.3710602489,0.9983433562
ecoli_00001,-0.0743420939,-0.150994226
ecoli_00002,0.0743420939,0.150994226
ecoli_00003,2.2772536477,1.445121559
ecoli_00004,2.4617373876,1.3998325280000001
ecoli_00005,2.2130497933,-0.148187368
ecoli_00006,2.324830763,-0.088004092
ecoli_00007,2.6565574825000002,1.5572242840000001
ecoli_00008,2.3672452846,1.533295426
ecoli_00009,0.546730967,0.08724907500000001
ecoli_00010,0.8316752524000001,-0.104963864
ecoli_00011,1.4270250448000001,0.722854949
ecoli_00012,1.2617090366000001,0.876165759
ecoli_00014,1.112669173,0.34847572800000004
ecoli_00015,0.7213363766,0.7777941970000001
ecoli_00016,0.8065732805,0.8136383450000001
ecoli_00017,1.4625265227,0.8402734460000001
ecoli_00018,1.4721939232,0.8108316950000001
ecoli_00019,3.7487565059,0.835675869
ecoli_00020,3.5641521541,0.936435423
ecoli_00021,3.2921046539,0.6339035120000001
ecoli_00022,3.2960642046,0.727391764
ecoli_00023,3.7411391597,0.870896353
ecoli_00024,3.8569748945,0.944128752
ecoli_00025,3.1027855816,1.237764186
ecoli_00026,3.0176810955,1.25160717
ecoli_00027,-0.09087475390000001,0.910809206
ecoli_00028,0.0031708511,0.9243399290000001
ecoli_00029,1.6949374877999999,0.186788106
ecoli_00030,1.7366275069000001,0.171988375
ecoli_00031,-0.2465477411,0.8234752350000001
ecoli_00032,0.0574630838,0.862517603
ecoli_00033,0.6232470443,1.544721786
ecoli_00034,2.0016370399,2.009821649
ecoli_00035,0.4296840243,0.542147531
ecoli_00036,0.8886117781,0.43983589300000003
ecoli_00037,0.7929431078,1.249270518
ecoli_00038,0.3811754758,1.442754545
ecoli_00039,0.6728789807000001,-0.186487972
ecoli_00040,1.4318737019,0.095888161
ecoli_00041,1.9597307284,0.7692654760000001
ecoli_00042,1.2371296045,0.559663349
ecoli_00043,1.1292012541,0.10220061600000001
ecoli_00044,0.9682595148,0.085074327
ecoli_00045,0.8529992947,-0.026612433
ecoli_00046,1.2372203679,-0.13735696
ecoli_00047,0.7715078742,0.065754505
ecoli_00048,1.0437257475,0.327071665
ecoli_00049,0.4640413336,1.3958187930000001
ecoli_00050,-1.0731592831,0.289347471
ecoli_00051,-0.8142597246000001,0.438495334
ecoli_00052,0.6041413857,0.10194705100000001
ecoli_00053,0.4342075978,0.16392454
ecoli_00054,1.0935227564,1.33363022
ecoli_00055,1.4140371677,1.301911925
ecoli_00056,0.2279210505,0.774324506
ecoli_00057,0.3758611945,0.5968365520000001
ecoli_00058,0.25074961500000004,0.249939182
ecoli_00059,-0.2594627581,0.276317651
ecoli_00060,0.5501113525,0.5340646840000001
ecoli_00061,0.6386023493,0.6549762370000001
ecoli_00062,-0.2290875186,0.223624971
ecoli_00063,-0.7977687762,0.38376961600000004
ecoli_00064,-0.2989268282,0.673867756
ecoli_00065,0.10509859640000001,0.5293551980000001
ecoli_00066,2.1765145722,-0.008901559
ecoli_00067,2.1115551645,0.125360624
ecoli_00068,-3.0578195944,-0.7461182890000001
ecoli_00070,0.7177941481,-0.592706064
ecoli_00071,-1.1503737539,-1.033901883
ecoli_00072,-0.8878749445,-0.721859676
ecoli_00073,-1.03276658,-0.004619331
ecoli_00074,-0.2977520023,0.151672109
ecoli_00075,0.1353094689,-1.025367399
ecoli_00077,0.6336694930000001,-0.491716313
ecoli_00078,-1.1835594232,-0.6224315930000001
ecoli_00079,1.6241021017000001,-0.407212299
ecoli_00080,-1.5406148366,-0.915228166
ecoli_00081,-0.12487750360000001,-0.821820948
ecoli_00082,-0.9717545769,0.724238597
ecoli_00083,-0.5104404155,0.780104679
ecoli_00084,0.404320813,0.33365102700000004
ecoli_00085,0.2895521743,0.25940443
ecoli_00086,-0.1260088028,0.736807981
ecoli_00087,0.1531868404,0.713602641
ecoli_00088,0.3435738602,0.818907212
ecoli_00089,0.8568949521,0.863182607
ecoli_00090,1.3017362002000001,0.11578827600000001
ecoli_00091,1.4107774831,0.07002235400000001
ecoli_00092,1.8980542097000002,-0.044631981
ecoli_00093,1.1253229359999999,0.6025369190000001
ecoli_00094,-0.0832304197,0.144169381
ecoli_00095,0.8904566639,0.140169773
ecoli_00096,0.4396393665,-0.055524210000000004
ecoli_00097,-0.13989887750000002,0.25804682500000004
ecoli_00098,0.1553169472,-0.365462995
ecoli_00099,0.3828151796,-0.37662010300000004
ecoli_00100,1.4744494104,-0.40084645
ecoli_00101,1.9783517412,-1.398428933
ecoli_00102,2.0204512361,-1.620239296
ecoli_00103,-3.1503226318,-1.870512835
ecoli_00104,-1.951803077,-1.500760545
ecoli_00105,0.9894177331,-0.540752612
ecoli_00106,0.6557982516,-0.624412469
ecoli_00107,0.5455193813,-0.480499006
ecoli_00108,2.5738218234,0.102209725
ecoli_00109,2.2609134314,0.35818377500000004
ecoli_00110,1.6617866604,0.13256457600000002
ecoli_00111,1.5445954589,-0.0018041910000000001
ecoli_00112,1.2442118289,0.127817873
ecoli_00113,2.8158379405,0.37387300300000004
ecoli_00114,2.5205221899,0.34282781700000003
ecoli_00115,2.5396848589000003,0.412249342
ecoli_00116,1.0470420182,1.130582554
ecoli_00117,1.2442794785,0.9845861410000001
ecoli_00118,1.010382182,1.022140389
ecoli_00119,1.8471411034,0.9908098120000001
ecoli_00120,2.0524486616,1.008965388
ecoli_00121,1.6561519687000001,1.0655076
ecoli_00122,-0.8403011423000001,0.250895213
ecoli_00123,-0.15965410500000002,0.424990666
ecoli_00124,-0.6910821074,0.48889203000000003
ecoli_00125,4.892176181,0.514207641
ecoli_00126,4.0889923095,-0.272942022
ecoli_00127,1.4756369809,-0.694674354
ecoli_00128,2.9643632234,-1.2932682
ecoli_00129,5.68020717,0.428235921
ecoli_00130,3.4815001052,0.09675078200000001
ecoli_00131,4.1201304562,0.26566699800000004
ecoli_00132,1.4705016894,-0.114006562
ecoli_00133,4.9699498582,0.112236047
ecoli_00134,1.0218072026,0.125335628
ecoli_00135,1.8796008830000002,0.20248016700000002
ecoli_00136,3.4775459036000003,0.9641573160000001
ecoli_00137,0.7145603676000001,-0.514371494
ecoli_00138,4.5910385697,0.9285628300000001
ecoli_00139,4.6040459256,1.091873401
ecoli_00140,0.5504972848,-0.5366429770000001
ecoli_00141,4.7896255856,0.8614838290000001
ecoli_00142,-0.34529735440000003,0.997726757
ecoli_00143,1.321137529,-0.43034901200000003
ecoli_00144,4.8551273909,0.35550395900000004
ecoli_00145,0.572189407,0.057880774
ecoli_00146,3.3038231292,-0.648226187
ecoli_00147,-0.6904537173,-0.427774162
ecoli_00148,1.8108550429,-0.580108013
ecoli_00149,-0.4092098702,-0.34508999300000004
ecoli_00150,1.201891437,-0.77080834
ecoli_00151,1.3131924461,-0.095461819
ecoli_00152,0.3341636214,-0.261226713
ecoli_00153,0.7577443631,-0.056717997000000006
ecoli_00154,1.7594333136,-1.004978283
ecoli_00155,0.14264855510000002,-0.318789563
ecoli_00157,3.682934343,-0.059174241
ecoli_00158,2.2681537043,-0.239483196
ecoli_00159,2.4640848062,-0.777531904
ecoli_00160,0.1218874394,-0.970712776
ecoli_00169,0.0527794539,-1.790935315
ecoli_00170,0.0095840469,-1.716438801
ecoli_00171,-1.0877585007,-0.75808056
ecoli_00172,-2.288866112,-1.212571497
ecoli_00173,2.9832246423,-0.767564684
ecoli_00174,2.8349042931,-1.083080982
ecoli_00175,1.072326391,-0.6868014020000001
ecoli_00176,0.1315835934,-0.738831372
ecoli_00177,1.3751668926,0.8687788430000001
ecoli_00178,1.4853203058,0.928304074
ecoli_00179,-1.7756047148,-1.3918341650000001
ecoli_00180,-1.9248487507,-1.605488604
ecoli_00181,-1.5576371948999999,-1.900130431
ecoli_00182,-1.5991930094,-1.869874672
ecoli_00183,-0.6073530641,0.06916095900000001
ecoli_00184,-0.7799154671,0.191238511
ecoli_00185,-1.3868363433,-1.315016073
ecoli_00186,-1.3761562637,-1.4693723380000001
ecoli_00187,0.8613645708000001,-0.396274304
ecoli_00188,1.0431885698,-0.25110197
ecoli_00189,-1.8635161613000002,-1.7861310810000002
ecoli_00190,-1.6920333611,-1.680885379
ecoli_00191,-1.5772297153000001,-1.213434297
ecoli_00192,-1.3981873846,-0.997855071
ecoli_00193,0.4527104856,-1.2270638950000001
ecoli_00194,0.1248178139,-1.510463411
ecoli_00195,0.3105070918,-1.476201488
ecoli_00196,-0.6404114968,-1.185732867
ecoli_00197,-0.8478386981,-1.202549833
ecoli_00198,0.1847892873,-1.651241444
ecoli_00199,1.5205026609,-0.289168472
ecoli_00200,1.6617854437,-0.078886157
ecoli_00201,1.9831152654,-0.11830506
ecoli_00202,1.7685341447,-0.029701718000000002
ecoli_00203,0.12986596720000002,-0.263957068
ecoli_00204,-0.5449686913,-0.376644056
ecoli_00205,0.34712106540000004,-0.11345742800000001
ecoli_00206,-0.1839440233,0.294741421
ecoli_00207,2.7095132536,0.015263212000000002
ecoli_00208,4.193245849,0.065509127
ecoli_00209,1.4126999065999999,-0.16405393000000001
ecoli_00210,1.4141586979,-0.095569307
ecoli_00211,-1.7327752275,-0.678478896
ecoli_00212,-1.3116634188,-0.396950352
ecoli_00213,0.6447551098000001,-0.06132558900000001
ecoli_00214,2.4164588813,-0.077503967
ecoli_00215,0.4053393167,-0.46616264300000004
ecoli_00216,0.3399390467,-0.642832179
ecoli_00217,3.9291768285,0.076020793
ecoli_00218,4.9637025307,0.5411938430000001
ecoli_00219,1.4500425001,-0.408614807
ecoli_00220,1.1975148975,-0.511071238
ecoli_00221,-2.2795930578,-0.7179671080000001
ecoli_00222,-0.5724151059,-0.9645429280000001
ecoli_00223,0.4740552941,-0.404364655
ecoli_00224,0.8668600177,-0.417398256
ecoli_00225,0.5700215940000001,-0.28125821900000003
ecoli_00226,2.6724537936,-0.200783015
ecoli_00227,-0.9534182384000001,-0.663650708
ecoli_00228,-0.9662385703,-0.7530940530000001
ecoli_00229,-0.9216425532,-0.48421144800000004
ecoli_00230,-0.4293707232,-0.8823575520000001
ecoli_00231,-0.8807466009,-0.555225806
ecoli_00232,-0.7143269263,-0.41835987300000005
ecoli_00233,-0.3181520953,-0.566650392
ecoli_00234,0.12151998110000001,-0.40012419800000004
ecoli_00235,-0.341068682,0.000910607
ecoli_00236,-0.33123218060000004,0.39564201800000004
ecoli_00237,-1.2319366435,-0.7971819840000001
ecoli_00238,-0.9018661826000001,-0.903094397
ecoli_00239,-0.872742071,-1.046413842
ecoli_00240,-0.8629595135,-0.919555564
ecoli_00241,0.3330280181,-0.12899306800000002
ecoli_00242,0.6282081238,-0.448477075
ecoli_00243,0.664776645,-0.725716824
ecoli_00244,-0.0143189508,-0.8927484130000001
ecoli_00245,0.7364035472,-1.002127738
ecoli_00246,-0.1095294026,-0.104106477
ecoli_00247,-0.1128776702,-0.044978312
ecoli_00248,0.5454290263,0.128543348
ecoli_00249,0.2526839989,0.069006599
ecoli_00250,1.1204524343,-0.14166809400000002
ecoli_00251,1.7648238728,-0.637616288
ecoli_00252,1.654312559,-0.675745173
ecoli_00253,-0.6424901934,-0.203566731
ecoli_00254,0.11244552270000001,0.050518275
ecoli_00255,-0.1712593916,-0.129924952
ecoli_00256,-0.057811001300000005,-0.046741832000000004
ecoli_00257,-0.17193097440000002,-0.27006482600000004
ecoli_00258,0.038066644600000005,-0.42636439400000004
ecoli_00259,0.29364576330000003,0.887360754
ecoli_00260,1.2453808464,0.893396548
ecoli_00261,-0.197693807,-0.23352882600000002
ecoli_00262,-0.3707496846,-0.16921881
ecoli_00263,-0.5865914813,-0.42733758200000005
ecoli_00264,-0.14898219170000002,-0.547638174
ecoli_00265,-1.212228692,0.23024633400000002
ecoli_00266,-1.1361242653999999,0.07376792900000001
ecoli_00267,2.9356697002,-0.7756422070000001
ecoli_00268,2.4596488958,-0.702882545
ecoli_00269,5.5977095048,-0.487755594
ecoli_00270,5.4030661781,-0.229630836
ecoli_00271,-0.1973703215,-1.362482363
ecoli_00272,-0.3819717133,-1.267727738
ecoli_00273,-0.0779750149,-0.632170187
ecoli_00274,0.0752042437,-0.5835643340000001
ecoli_00275,-0.42286464960000003,-0.5231431470000001
ecoli_00276,-0.5952906323,-0.48845217100000005
ecoli_00277,-0.7411794466,-0.649433131
ecoli_00278,-0.40025809030000004,-0.681247653
ecoli_00279,-0.7144394744,0.13693638500000002
ecoli_00280,-0.3769211169,0.7506475810000001
ecoli_00281,-0.058947991400000004,-0.378246307
ecoli_00282,0.28990432,0.06193466400000001
ecoli_00283,-1.6704454608,-0.9349608760000001
ecoli_00284,-1.9265827009,-0.886110331
ecoli_00285,0.187894322,-1.45158794
ecoli_00286,0.1689601387,-1.205568963
ecoli_00287,-0.2957867649,-0.659538335
ecoli_00288,-0.6551319374,-0.6003183990000001
ecoli_00289,0.3600306965,-1.328221786
ecoli_00290,0.0195011918,-0.958237188
ecoli_00291,0.1345983335,-0.48504234500000004
ecoli_00292,0.1978392435,-0.6287587060000001
ecoli_00293,-0.11128170030000001,-0.522130595
ecoli_00294,0.5138966528,-0.813262997
ecoli_00295,-0.19138266280000002,-1.651990196
ecoli_00296,0.1877674023,-1.5059209980000001
ecoli_00297,0.2846646775,-0.777126364
ecoli_00298,0.3029105465,-0.40106884600000003
ecoli_00299,-0.3642431055,-1.2865816890000001
ecoli_00300,-0.8371288592,-1.494094641
ecoli_00301,0.8580243420000001,-1.327639621
ecoli_00302,1.4217005437,-0.7026291880000001
ecoli_00303,-0.6283216074,-0.331333154
ecoli_00304,-0.0697488751,-0.642519701
ecoli_00305,3.8725411145,-0.046547846000000004
ecoli_00306,4.3523419966,-0.42975034300000003
ecoli_00307,3.8507455076,-0.42837668
ecoli_00308,4.4449225332,-0.451121139
ecoli_00309,3.7317299591,-0.492904129
ecoli_00310,3.7651915475,-0.37496477300000003
ecoli_00311,2.7580735283999998,-0.5186499640000001
ecoli_00312,2.1201117276,-0.43754635000000003
ecoli_00313,-1.1622230054,-0.22744001700000002
ecoli_00314,-1.0766041082,-0.238088337
ecoli_00315,2.2005891383,-0.846029235
ecoli_00316,2.3082495639,-0.66981092
ecoli_00317,2.1763463175,-0.311997949
ecoli_00318,2.4916990312,-0.39903802
ecoli_00319,-0.34564635800000004,-1.309245952
ecoli_00320,-0.16573252430000002,-1.052562968
ecoli_00321,3.0274958603,-0.39666596600000004
ecoli_00322,4.0354556694,-0.11109666900000001
ecoli_00323,0.4935649373,-1.195778125
ecoli_00324,0.6885197256000001,-1.18326561
ecoli_00325,0.1521506722,-1.286852597
ecoli_00326,0.6234532886,-1.190730456
ecoli_00327,1.351429459,-1.116486758
ecoli_00328,1.2854556741,-1.258090303
ecoli_00329,1.5152255406,-0.85075249
ecoli_00330,1.2344614305000001,-0.723499956
ecoli_00331,0.5735528681000001,-0.9172790590000001
ecoli_00332,1.0415603683,-0.787294838
ecoli_00333,0.3741024874,-0.8907997390000001
ecoli_00334,0.3715897723,-1.032621507
ecoli_00335,0.3392784593,-1.89804573
ecoli_00336,0.6605118716,-1.47674418
ecoli_00337,0.724314572,-0.970208273
ecoli_00338,0.8087069969,-1.017919212
ecoli_00339,0.0029324127,-1.403314443
ecoli_00340,0.5082100270000001,-1.465252435
ecoli_00341,-0.1202189038,-1.830463238
ecoli_00342,0.2599684707,-1.80452034
ecoli_00343,-0.4594051967,-0.7244771160000001
ecoli_00344,-0.2630255293,-0.8538696680000001
ecoli_00345,0.4276190674,-0.854953692
ecoli_00346,0.7440037782000001,-0.807868789
ecoli_00347,0.2757197563,-0.9964723470000001
ecoli_00348,0.1801176021,-0.942298999
ecoli_00349,-0.0082876391,-1.3580025230000001
ecoli_00350,0.2147510658,-1.222269734
ecoli_00351,1.1326205205,-1.020251618
ecoli_00352,0.231468217,-1.467533797
ecoli_00353,0.5500667663000001,-1.385988193
ecoli_00354,0.3736071151,-1.288040611
ecoli_00355,-0.19804032870000002,-0.904671522
ecoli_00356,-0.5241199722000001,-0.851116548
ecoli_00357,-0.30194834800000003,-1.013967788
ecoli_00358,-0.4219583993,-1.035712886
ecoli_00359,0.3074332623,-0.83700148
ecoli_00360,-0.0097830187,-0.917530465
ecoli_00361,0.3421168627,-1.024027587
ecoli_00362,0.1457136064,-1.0748490450000001
ecoli_00363,0.2857936793,-0.46051636
ecoli_00364,0.426408514,-0.363949462
ecoli_00365,-5.8897201085,-2.202372651
ecoli_00366,-5.2951002259,-2.136442724
ecoli_00367,-6.6466095373,-2.932467104
ecoli_00368,-5.7557592821,-2.797636119
ecoli_00369,-1.0001104332,-0.853779073
ecoli_00370,-0.0851201892,-0.859106098
ecoli_00371,-6.2167844514,-2.836215102
ecoli_00372,-6.1452598201,-2.428273502
ecoli_00373,-5.898154989,-3.260627732
ecoli_00374,-5.240504667,-3.249296554
ecoli_00375,2.0584196237,-0.881292862
ecoli_00376,2.916571996,-0.8955874060000001
ecoli_00377,-3.6943694631,-2.062998688
ecoli_00378,-4.2170844407,-2.147362903
ecoli_00379,-5.7698895989,-2.222174867
ecoli_00380,-5.6491916112,-2.315925675
ecoli_00381,1.696625176,-0.847261981
ecoli_00382,2.3083208062000002,-0.924318305
ecoli_00383,-6.3180924303,-2.0700616
ecoli_00384,-5.5245716207,-1.973307417
ecoli_00385,-4.6438910547,-2.740902565
ecoli_00386,-5.2773487233,-2.825065404
ecoli_00387,2.2565496699,-1.363870517
ecoli_00388,2.6670943321,-1.195262596
ecoli_00389,-4.8615639714,-2.381641264
ecoli_00390,-3.688208542,-2.727309087
ecoli_00391,-5.4306171875,-2.762839184
ecoli_00392,-5.3621095885,-3.058222193
ecoli_00393,-0.5047824228,-1.695274258
ecoli_00394,-0.15439960020000001,-1.516766686
ecoli_00395,0.5645745328,-0.9765947020000001
ecoli_00396,0.1872246564,-1.246899466
ecoli_00397,-0.6512911011,0.178130324
ecoli_00398,-0.2556576723,0.12790721700000002
ecoli_00399,-2.5313877495,-1.159235804
ecoli_00400,0.7148791923000001,-1.256488491
ecoli_00401,0.1752317767,-1.109509792
ecoli_00402,0.2246273416,-1.599464651
ecoli_00403,-0.804184121,-0.577268448
ecoli_00404,-1.0187315134,-0.552751477
ecoli_00405,-0.7377060926,-1.147246456
ecoli_00406,0.3270519282,-1.123361411
ecoli_00407,0.7829552484000001,-1.178567477
ecoli_00408,0.9659502257,-1.159614782
ecoli_00409,-0.0821837203,-0.684087812
ecoli_00410,-0.2460701419,-0.7819898460000001
ecoli_00411,0.3337833965,-1.450156489
ecoli_00412,0.1569162388,-1.544952902
ecoli_00413,0.10458906200000001,-1.853538372
ecoli_00414,0.4268813677,-1.400624676
ecoli_00415,-0.6167494737,-0.10581040600000001
ecoli_00416,-0.8323496781,-0.50342666
ecoli_00417,-1.0447606387,-1.414950226
ecoli_00418,-0.4212183612,-1.323952778
ecoli_00419,-0.1856621879,-1.228138236
ecoli_00420,-0.5676538624,-1.197565978
ecoli_00421,-1.2290867051,-0.00320368
ecoli_00422,-1.3542554614,-0.08295348100000001
ecoli_00423,0.45380620860000004,-1.3282243550000001
ecoli_00424,0.4560195577,-1.364138272
ecoli_00425,0.264965704,-1.7572863120000002
ecoli_00426,0.2474059224,-1.6842570239999999
ecoli_00427,-0.28751702960000003,-1.364063296
ecoli_00428,-0.30351701070000003,-1.655574428
ecoli_00429,0.0363911882,-1.763049646
ecoli_00430,-0.1080628681,-1.353533906
ecoli_00431,-1.2819486772,-0.49803121100000003
ecoli_00432,-0.8248746308,-0.237951555
ecoli_00433,-0.7210630005,-0.573048501
ecoli_00434,-0.7751141549,-0.453708963
