,A,Crp,GlpR
oxyR__oxyR_ale20__1,0.1003229602903325,-0.29073972199999965,0.9056956260000008
oxyR__oxyR_ale20__2,-0.4772851484964638,-0.3286302970000001,0.8456166920000009
oxyR__oxyR_ale20_h2o2__1,-0.499417904344792,-0.1032146049999998,0.5574014640000007
oxyR__oxyR_ale20_h2o2__2,-0.259966055998665,-0.05797147799999891,0.5368236170000014
svns_pgi__BmePgi24_15__1,-0.3680448980199223,0.20789728299999946,-0.5500112519999982
svns_pgi__BmePgi24_15__2,-0.2714788085819191,0.2882144130000004,-0.4550807239999992
svns_pgi__BmePgi24_26__1,-0.7359779409352896,0.16856253300000112,-0.4940669829999989
svns_pgi__BmePgi24_26__2,-0.6999833630196,0.14498237199999942,-0.5948586669999987
svns_pgi__BmePgi24_41__1,0.5790074543549735,0.4958493130000008,-0.05292269199999833
svns_pgi__BmePgi24_41__2,-0.3656358603382879,0.08223337899999983,-0.5309596529999991
svns_pgi__BmePgi24_52__1,-0.3298818803977426,0.2600776430000007,-0.4636382529999992
svns_pgi__BmePgi24_52__2,-0.4675442909986378,0.11009234900000033,-0.6629646979999988
svns_pgi__PaePgi2_34__1,-0.24078941631422,0.9464174330000006,-0.3038988019999982
svns_pgi__PaePgi2_34__2,-0.3092915127054734,0.980365153000001,-0.3651983719999983
svns_pgi__PaePgi2_63__1,-0.4744514606993869,0.998691483,-0.2755369079999985
svns_pgi__PaePgi2_63__2,-0.3529970061557692,0.974959343,-0.1749372739999986
svns_pgi__PaePgi24_54__1,-0.5300810623563705,0.8303385730000006,-0.3817071729999988
svns_pgi__PaePgi24_54__2,-0.2791309518017966,0.9265034130000008,-0.37122145099999937
svns_pgi__PaePgi24_90__1,-0.7997462580868598,0.809689723,-0.4554200209999992
svns_pgi__PaePgi24_90__2,-0.9543760421887396,0.9991721830000008,-0.25667857899999896
abx_media__m9_ctrl__1,-0.0527307577326962,-0.21908725299999965,-0.9452050919999984
abx_media__m9_ctrl__2,0.1338546361261485,0.06872792999999966,-1.0006363759999992
abx_media__rpmi_ctrl__1,4.628454182129142,0.1818832429999997,-1.143934698999999
abx_media__rpmi_ctrl__2,6.473721868932331,0.4604582229999998,-0.6289949369999981
abx_media__camhb_ctrl__1,8.906613647659107,-1.4667156490000008,-0.9609363579999988
abx_media__camhb_ctrl__2,9.856936448604348,-1.5642143070000003,-1.0174612419999989
abx_media__m9_mero__1,-0.6035563721348085,0.10006032100000084,-1.0854237689999993
abx_media__m9_mero__2,-0.1359160184112616,-0.24440689100000054,-1.1348860849999989
abx_media__rpmi_mero__1,4.493093254270426,-0.15585906599999966,-1.149149458999999
abx_media__rpmi_mero__2,4.228896289587799,0.12222331400000107,-1.2715122259999996
abx_media__camhb_mero__1,4.816436835728002,-2.568928611,-1.2688509669999988
abx_media__camhb_mero__2,6.142021698927461,-2.3720532899999998,-1.1595633039999989
abx_media__m9_trisulf__1,0.3440171566248138,-0.13952741599999996,-0.8534896459999999
abx_media__m9_trisulf__2,0.658040315484135,-0.12156318199999915,-0.8405091349999996
abx_media__rpmi_trisulf__1,2.1565743866001417,-1.1385435739999998,-0.8148838129999989
abx_media__rpmi_trisulf__2,2.1326229628805087,-1.1257448149999991,-0.9188137429999984
abx_media__camhb_trisulf__1,4.440868825511274,-0.6163487490000001,-0.01880398399999894
abx_media__camhb_trisulf__2,4.843186336862114,-0.6510849729999997,-0.13776839399999918
abx_media__m9_cef__1,0.5224820627179633,-0.4245596339999995,-1.1906454349999986
abx_media__m9_cef__2,0.3887729841981634,-0.35219075799999894,-1.0613292909999998
abx_media__rpmi_cef__1,7.062427249672427,0.17718560299999986,-0.6000638569999985
abx_media__rpmi_cef__2,6.957817996793704,0.25364192300000177,-0.4951184909999986
abx_media__camhb_cef__1,5.427145573206144,-0.8382274849999991,-0.5016738749999989
abx_media__camhb_cef__2,5.042362798781388,-0.9034556939999998,-0.6889445799999994
abx_media__m9_cipro__1,1.2091059931383883,-0.29610201100000033,-0.5372225009999996
abx_media__m9_cipro__2,1.501722635617331,-0.23094071100000055,-0.8601015259999993
abx_media__rpmi_cipro__1,6.989042665421543,-0.7087974589999995,-0.2664213529999975
abx_media__rpmi_cipro__2,6.497684472107236,-0.9681077109999999,0.14514705900000013
abx_media__camhb_cipro__1,4.4857006201816345,-1.3565894469999993,-0.9082584369999988
abx_media__camhb_cipro__2,4.961525258024615,-1.1236836730000004,-0.7440779089999987
hot_tale__42c_ale3_30c__1,-0.5758073075942312,0.06220796800000095,-1.469251065999999
hot_tale__42c_ale3_30c__2,0.0700343553286018,0.017358810000001057,-1.3763319529999984
hot_tale__42c_ale3_37c__1,-0.517968102609895,0.4355665230000003,-1.0853496449999989
hot_tale__42c_ale3_37c__2,-0.7142925796931222,0.4006368030000012,-0.9668856039999988
hot_tale__42c_ale3_44c__1,-0.4977238184611069,0.3718853430000007,-0.3046259859999996
hot_tale__42c_ale3_44c__2,-0.3760198587044202,0.3553441930000005,-0.33362633699999833
hot_tale__hot_ale3_mid_30c__1,-0.7175987727096123,0.7396188830000003,-1.2364842819999984
hot_tale__hot_ale3_mid_30c__2,-0.4251406989138356,0.5625003330000009,-1.0950822199999992
hot_tale__hot_ale3_mid_37c__1,-1.078234709586746,0.5847484430000005,-1.0042715149999992
hot_tale__hot_ale3_mid_37c__2,-1.200804207908801,0.1894337430000004,-0.9863172549999986
hot_tale__hot_ale3_mid_44c__1,-0.5839327385552066,-0.07124534099999913,-0.2608709619999985
hot_tale__hot_ale3_mid_44c__2,-0.3791179929501477,-0.002275452999999317,-0.6346904089999992
hot_tale__hot_ale3_30c__1,-0.2982156698670776,0.5150203330000007,-1.4702383799999996
hot_tale__hot_ale3_30c__2,-0.5093594784669557,0.5286701730000001,-1.4267258629999988
hot_tale__hot_ale3_37c__1,-0.6692697913518317,0.3493771030000001,-1.095330463999999
hot_tale__hot_ale3_37c__2,-0.6964776537187545,0.3963193829999998,-1.1347911039999987
hot_tale__hot_ale3_44c__1,-0.636053096587691,0.28643448300000074,-0.9334801659999998
hot_tale__hot_ale3_44c__2,-0.5291969542737918,0.30231870300000097,-0.6274411029999989
hot_tale__hot_ale4_30c__1,-0.4381696561524846,-0.0598787810000001,-1.7157246499999994
hot_tale__hot_ale4_30c__2,-0.2728897342632636,0.0276806220000001,-1.4703645949999986
hot_tale__hot_ale4_37c__1,-1.3187123950799176,-0.15436083400000022,-1.3284408449999994
hot_tale__hot_ale4_37c__2,-0.8400763673655505,-0.04945322999999924,-0.9484461079999988
hot_tale__hot_ale4_44c__1,-0.368533224737429,0.16471379300000066,-0.3657175159999992
hot_tale__hot_ale4_44c__2,-0.7565611240954204,0.0758041020000011,-0.8129193449999992
hot_tale__hot_ale8_30c__1,0.3657160102376622,-0.056768664999999885,-1.462851516999999
hot_tale__hot_ale8_30c__2,0.1549742662822518,-0.10699186199999923,-1.2682634979999987
hot_tale__hot_ale8_37c__1,-0.2111103706793105,-0.007091699000000062,-1.1405408159999997
hot_tale__hot_ale8_37c__2,-0.3997669979764162,-0.04404757799999892,-0.9392069839999992
hot_tale__hot_ale8_44c__1,0.890320714479297,0.07381628000000083,-0.09522339399999867
hot_tale__hot_ale8_44c__2,0.8779213480151448,0.1405062560000001,-0.25001950499999914
hot_tale__hot_ale9_mid_30c__1,-0.5648633281471624,0.11993167500000013,-1.1717649659999996
hot_tale__hot_ale9_mid_30c__2,-0.4638622769168524,0.10594186400000004,-1.2524812169999988
hot_tale__hot_ale9_30c__1,-0.6526674998977587,0.057352916000001024,-1.334148998999999
hot_tale__hot_ale9_30c__2,-0.2402249604731485,0.17408408300000033,-1.2617123419999985
hot_tale__hot_ale9_mid_37c__1,-1.029791299234477,-0.07088768000000023,-1.0872711689999992
hot_tale__hot_ale9_mid_37c__2,-1.1266455668971165,0.028525377000001132,-0.9115261329999989
hot_tale__hot_ale9_37c__1,-0.917770931569339,0.032825572000000136,-1.1520851709999986
hot_tale__hot_ale9_37c__2,-1.10357893551395,0.03721724300000062,-1.3027680619999984
hot_tale__hot_ale9_mid_44c__1,-0.900779358919538,0.2861256930000007,-0.3261930359999994
hot_tale__hot_ale9_mid_44c__2,-0.4637527067866225,0.3056119630000005,-0.19919552199999835
hot_tale__hot_ale9_44c__1,-0.2890029388514796,-0.02729796100000037,-0.5721530139999986
hot_tale__hot_ale9_44c__2,-0.1161175345015664,-0.08631352099999923,-0.5106574499999992
hot_tale__hot_ale10_30c__1,-0.990719029964238,0.23749544300000025,-1.1136511769999986
hot_tale__hot_ale10_30c__2,-0.8844089411643139,0.4220348329999997,-1.1961233279999988
hot_tale__hot_ale10_37c__1,-1.092461549342084,0.06875389400000033,-1.2700445069999988
hot_tale__hot_ale10_37c__2,-1.2080193220107458,0.12083432100000024,-1.1682420109999994
hot_tale__hot_ale10_44c__1,0.3146210673249881,-0.03575344399999913,-0.5852418079999975
hot_tale__hot_ale10_44c__2,0.1674856879015813,0.11004349699999948,-0.4134857279999986
hot_tale__hot_ale16_30c__1,-1.164106257305008,0.12930916100000012,-1.467520735999999
hot_tale__hot_ale16_30c__2,-1.190436676723588,0.25108644300000016,-1.2406185569999986
hot_tale__hot_ale16_37c__1,-1.4649748024046878,-0.02264786099999938,-1.2046707499999991
hot_tale__hot_ale16_37c__2,-1.4149397896595746,-0.007290675000000134,-1.040919678999999
hot_tale__hot_ale16_44c__1,-0.349803092191569,0.039920518000000633,-0.30264391199999885
hot_tale__hot_ale16_44c__2,-0.5157110751188242,0.206041613,-0.3475917119999989
pdhr_ale__pdhR-13_51__1,-0.982020475463292,0.42604259299999997,-0.4637432969999988
pdhr_ale__pdhR-13_51__2,-0.901073040718954,0.3453698430000003,-0.6234952079999987
pdhr_ale__pdhR-14_46__1,-0.0525476650431877,0.4137442230000001,-0.7632860119999982
pdhr_ale__pdhR-14_46__2,-0.0077804836876897,0.3746890430000001,-0.8181448099999988
pdhr_ale__pdhR-15_51__1,-0.908764588805958,0.20815125300000048,-1.0543684699999991
pdhr_ale__pdhR-15_51__2,-0.9124553238913417,0.29122772299999866,-0.9613135219999984
pdhr_ale__pdhR-16_49__1,-0.4785053671080179,0.3586398129999999,-1.073612473999999
pdhr_ale__pdhR-16_49__2,0.1419565837413364,0.2910247429999995,-0.8183174239999991
tcs__del_atoC_LiAcet__1,0.7789337320894973,0.3723211630000005,-1.5277928969999994
tcs__del_atoC_LiAcet__2,0.4864527659701946,0.5545006830000005,-1.1901279969999985
tcs__del_atoC_LiCl__1,0.5985548221057984,0.7297175930000002,-1.2278506249999994
tcs__del_atoC_LiCl__2,0.556672579486884,0.803204053,-1.324669393999999
tcs__del_atoC_m9__1,0.3553742900883996,0.6994936329999994,-1.3598439199999994
tcs__del_atoC_m9__2,0.7968923761927981,0.8078232029999999,-1.196667816999999
tcs__del_baeR_etoh__1,21.730750826140422,0.725387413,-3.6870425559999984
tcs__del_baeR_etoh__2,22.30036637756226,0.8432000029999998,-3.595362101999999
tcs__del_baeR_lb__1,4.059398139514283,0.452954033000001,-2.362902555999999
tcs__del_baeR_lb__2,4.057126480206635,0.5136486629999997,-2.332650414999999
tcs__del_btsR_01xlb__1,6.869449269752794,-1.0043266899999992,-1.8849146989999996
tcs__del_btsR_01xlb__2,3.8891732767322655,-1.1325108709999991,-2.0965012409999986
tcs__del_btsR_lb__1,23.48996553702425,0.9059306429999996,-0.7210833369999987
tcs__del_btsR_lb__2,23.5428388755513,0.882795573000001,-0.8543898239999992
tcs__del_btsR_pyruvate__1,3.726069107922441,-1.2074819320000003,-1.9411420669999984
tcs__del_btsR_pyruvate__2,3.86157388746773,-1.2602474279999996,-1.869280709999999
tcs__del_cpxR_etoh__1,20.839830410361927,1.209290043000001,-3.3068152119999987
tcs__del_cpxR_etoh__2,20.99577031730933,1.1967784130000003,-3.0064937509999985
tcs__del_cpxR_lb__1,4.862636964574095,0.5608460330000007,-2.5264649949999987
tcs__del_cpxR_lb__2,5.006386363122007,0.6407895630000002,-2.2244749069999994
tcs__del_cusR_CuSO4__1,21.67125357028056,1.0462541129999998,-0.6757529749999991
tcs__del_cusR_CuSO4__2,21.528422023752174,1.048489943,-0.654805668999999
tcs__del_cusR_lb__1,25.62029638114706,0.9952246930000008,-1.0414609709999991
tcs__del_cusR_lb__2,25.27695475856274,1.0406022430000004,-1.082128084999999
tcs__del_kdpE_01-kcl__1,-0.1378891359785562,0.08810516099999965,-0.933633326999998
tcs__del_kdpE_01-kcl__2,-0.1325382973286386,0.12273579200000027,-0.9735226199999988
tcs__del_kdpE_115-kcl__1,-0.5246162708505993,0.04519701000000076,-1.087461124999999
tcs__del_kdpE_115-kcl__2,-0.4728950771053338,-0.003365354999999681,-1.4374191539999988
tcs__del_phoB_m9__1,-0.0450144802584856,0.7310639430000005,-1.273321193999999
tcs__del_phoB_m9__2,-0.0634888407148773,0.7578592129999997,-1.3638104009999985
tcs__del_phoB_m9p__1,1.3631129451808894,-0.5173016199999996,-2.458710193999999
tcs__del_phoB_m9p__2,1.098541099196893,-0.4868159799999994,-2.455714778999999
tcs__del_rcsB_etoh__1,24.824640222775184,0.8584217130000003,-2.2155515769999994
tcs__del_rcsB_etoh__2,24.95261241159121,0.921416013,-1.8493783549999991
tcs__del_rcsB_lb__1,5.43193614824931,0.6655188230000011,-1.794791674999999
tcs__del_rcsB_lb__2,5.328849437277892,0.7005509330000006,-1.9006181219999991
tcs__del_zraR_lb__1,23.041261299175204,0.5367675730000006,0.09056466200000113
tcs__del_zraR_lb__2,23.106903193634704,0.5696375729999996,0.08981476300000146
tcs__del_zraR_zncl2__1,21.370114199776875,0.8338904830000011,-0.29044802499999894
tcs__del_zraR_zncl2__2,21.47531879698248,0.8158754130000005,-0.24078794999999964
tcs__wt_01-kcl__1,0.1530078515331517,-0.042192379999999474,-1.6254430509999986
tcs__wt_01-kcl__2,-0.1678107258749517,-0.04159150899999986,-1.6732519619999993
tcs__wt_01xlb__1,3.396846090797576,-1.1868215099999997,-2.1404421629999986
tcs__wt_01xlb__2,3.354006855658389,-1.1874649749999993,-2.148078562
tcs__wt_115-kcl__1,-0.321562182792256,-0.09970663000000002,-1.4603326749999992
tcs__wt_115-kcl__2,-0.5674505756258182,-0.12142913199999937,-1.287347412999999
tcs__wt_CuSO4__1,24.24806632477677,0.7338502030000011,-0.5095793879999988
tcs__wt_CuSO4__2,24.42298081222425,0.7305206129999995,-0.6696516589999986
tcs__wt_etoh__1,24.512703624190177,0.5754630630000008,-1.9762735889999992
tcs__wt_etoh__2,24.48099757662393,0.5394844130000003,-1.880417450999999
tcs__wt_lb__1,6.267768773701632,0.9893765630000004,-2.1584782439999994
tcs__wt_lb__2,6.48837561166213,1.0922559429999996,-2.4143910489999993
tcs__wt_LiAcet__1,0.5197553450189293,0.6491752730000009,-1.4218919679999988
tcs__wt_LiAcet__2,0.0878479855496064,0.4062179429999997,-1.5753555439999989
tcs__wt_LiCl__1,0.4707670658102673,0.5743156230000004,-1.506384523999999
tcs__wt_LiCl__2,0.4873698813173163,0.6016396030000006,-1.4698615379999989
tcs__wt_m9p__1,0.6465934759848779,-0.39549780799999995,-2.0537772469999998
tcs__wt_m9p__2,0.524031167109354,-0.4201194360000001,-2.005186917999999
tcs__wt_pyr__1,3.704963542412888,-1.287916309,-2.112066589999998
tcs__wt_pyr__2,3.780216799352664,-1.1631474849999996,-2.053625822999999
tcs__wt_zncl2__1,20.994950332632925,0.6655301930000004,-0.006239764999999231
tcs__wt_zncl2__2,21.06922049029988,0.6831118230000008,-0.027172970999999716
ros_tale__0_0_0pq__1,-0.3699965586778732,0.3292272530000009,-0.9202560989999986
ros_tale__0_0_0pq__2,-0.491421794348877,0.30771033300000106,-1.0133178039999988
ros_tale__0_0_250pq__1,1.6437590242018572,1.4522597630000007,-0.7271434319999983
ros_tale__0_0_250pq__2,1.593427080445383,1.4384985730000004,-0.7482110199999994
ros_tale__1_mid_250pq__1,-0.1341643228834212,0.6546866229999999,-0.9785747069999982
ros_tale__1_mid_250pq__2,0.0141472530726741,0.6257248529999995,-0.9335280400000006
ros_tale__1_0_0pq__3,-0.4884585987682401,0.6079365029999995,-0.9013170399999986
ros_tale__1_0_0pq__4,-0.918847655216381,0.6228776230000008,-0.9375954909999996
ros_tale__1_0_250pq__1,-0.7555207053941801,0.4961959629999999,-1.2394423389999991
ros_tale__1_0_250pq__2,-0.6177902894068438,0.6021915230000001,-1.1023308189999987
ros_tale__1_0_750pq__1,1.091799545012821,0.6259014130000011,-0.9931256299999988
ros_tale__1_0_750pq__2,2.5479226165240942,1.045357503,-1.0675160719999983
ros_tale__1_1_0pq__1,5.096938894803832,0.7677037930000008,-0.6507518819999989
ros_tale__1_1_0pq__2,5.259713304851272,0.727341753000001,-0.5829923999999993
ros_tale__1_1_250pq__1,7.037527851054295,0.616797033000001,-0.7045568909999993
ros_tale__1_1_250pq__2,7.16883536365095,0.8796841830000002,-0.8702784539999993
ros_tale__1_1_750pq__1,6.167670648526667,0.9722065830000002,-0.9304309419999984
ros_tale__1_1_750pq__2,6.671950072564535,1.0968635530000004,-0.7410277999999986
ros_tale__1_2_0pq__1,2.0016573524295085,0.4026113930000008,-1.118650151999999
ros_tale__1_2_0pq__2,1.8021703367829531,0.2011867830000007,-1.0963642419999982
ros_tale__1_2_250pq__1,2.995473613737642,0.6133156930000006,-1.0446704729999992
ros_tale__1_2_250pq__2,2.983572875481311,0.8060088329999999,-0.961681239999999
ros_tale__1_2_750pq__1,3.4725790465106225,1.0991647330000005,-1.1825026069999982
ros_tale__1_2_750pq__2,3.088676520136324,1.1248291229999996,-1.234346261999998
ros_tale__1_3_0pq__1,7.580418149977021,1.6003325529999994,-1.7310751059999987
ros_tale__1_3_0pq__2,6.608157015760986,1.5980901030000003,-1.6578632349999989
ros_tale__1_3_250pq__1,7.951489536179614,0.982030343,-0.7056976649999989
ros_tale__1_3_250pq__2,7.1715670244082,1.2771547729999997,-0.7739687649999993
ros_tale__1_3_250pq__3,7.323544649293447,1.2324065130000008,-0.7689232929999985
ros_tale__1_3_250pq__4,8.768034507528215,0.6953416529999998,-0.901324871
ros_tale__1_3_750pq__1,10.6088047850379,1.0045313030000005,-1.1063612739999993
ros_tale__1_3_750pq__2,9.586932920704909,0.8300577430000011,-1.1770779939999994
ros_tale__1_4_0pq__1,3.69623692666252,0.9822872229999984,-1.6808538409999985
ros_tale__1_4_0pq__2,3.293905393658843,0.8874455430000001,-1.5626561099999992
ros_tale__1_4_250pq__1,7.28119403930266,0.5704754429999994,-1.3001770939999986
ros_tale__1_4_250pq__2,8.04558516354322,0.5921552030000008,-1.3306276269999993
ros_tale__1_4_750pq__1,7.785866898542692,0.3072018029999999,-1.0006090309999998
ros_tale__1_4_750pq__2,7.752723478316945,0.4223943630000005,-1.5615599169999994
ros_tale__1_4_750pq__3,8.435099998030159,0.6522730330000002,-0.8730294889999994
ros_tale__1_4_750pq__4,8.624031692052451,0.2525884729999994,-1.5353511139999991
ros_tale__2_mid_250pq__1,1.0644761597108796,0.4665373430000006,-0.7608526539999989
ros_tale__2_mid_250pq__2,0.7902128182515286,0.22496456300000034,-0.8570566159999986
ros_tale__2_0_0pq__1,2.0153687832150866,1.323272493000001,-2.0448193889999993
ros_tale__2_0_0pq__2,2.2687046266509774,1.432955703000001,-2.119174750999999
ros_tale__2_0_250pq__1,-0.0340017502174061,0.4367484630000007,-1.4841557979999989
ros_tale__2_0_250pq__2,-0.231649249349624,0.4668021630000006,-1.2062703579999985
ros_tale__2_0_750pq__1,2.609312611687427,0.39065801299999947,-1.5805065029999987
ros_tale__2_0_750pq__2,2.62465107552107,0.5452427929999999,-1.582244890999999
ros_tale__2_1_0pq__1,0.8424686579428485,0.040594261000000735,-0.5238013039999991
ros_tale__2_1_0pq__2,1.8143926060196156,0.21928040300000085,-0.7579495069999984
ros_tale__2_1_250pq__1,2.948771279984192,1.1107003029999998,-1.3464837859999983
ros_tale__2_1_250pq__2,1.6025112615930617,0.8431179929999999,-1.4243401139999987
ros_tale__2_1_750pq__1,2.233497480766397,0.9049245530000009,-1.7658402789999992
ros_tale__2_1_750pq__2,2.0554851872927333,1.0484879629999997,-1.8492333789999995
ros_tale__2_1_750pq__3,3.0307521413723637,0.7018120830000001,-1.950097432999999
ros_tale__2_2_0pq__1,3.2559397852174534,0.07986402600000098,-0.7379848619999985
ros_tale__2_2_0pq__2,3.3382381227212674,0.7592634930000006,-1.9824700629999992
ros_tale__2_2_250pq__1,4.039701263412151,0.17330999300000016,-0.8780684429999992
ros_tale__2_2_250pq__2,3.836268706009928,0.4292550130000006,-1.9017197869999996
ros_tale__2_2_750pq__1,3.344701439087916,0.5576607930000002,-1.515889872999999
ros_tale__2_2_750pq__2,2.7527628451486845,0.305956793,-1.3470916099999997
ros_tale__2_3_0pq__1,3.2570738450161203,0.860010453000001,-2.1088326729999984
ros_tale__2_3_0pq__2,4.029336835418679,0.9657211629999995,-2.5287021089999997
ros_tale__2_3_250pq__1,4.861809720655459,0.8571940530000006,-1.966640577999999
ros_tale__2_3_250pq__2,3.9862898576056183,0.8164901330000003,-2.0017845989999987
ros_tale__2_3_750pq__1,4.994030826764504,1.0268770230000008,-2.2946367079999987
ros_tale__2_3_750pq__2,4.51303950436644,0.8530044829999994,-2.179177177999999
ros_tale__3_0_0pq__1,2.5304157281421014,-0.037079375999999435,-1.158374756999999
ros_tale__3_0_0pq__2,3.496422791763386,-0.11367244899999918,-0.8401848079999992
ros_tale__3_0_250pq__1,7.142522716687611,0.40781697300000097,-1.5162506259999988
ros_tale__3_0_250pq__2,5.940480533967326,0.32149887299999946,-0.955764542999999
ros_tale__3_0_750pq__1,5.194643671765643,0.9638811429999999,-0.10130017599999963
ros_tale__3_0_750pq__2,5.417934492202329,1.2263716430000002,-0.056020739999999236
ros_tale__3_1_0pq__1,4.33692297112097,-0.3878339709999992,-0.4423695679999975
ros_tale__3_1_0pq__2,4.921882044298424,-0.1844513249999995,-0.6414518939999994
ros_tale__3_1_250pq__1,5.61351981734917,0.006036631000000625,-0.8699899229999986
ros_tale__3_1_250pq__2,6.353240166948018,0.018638845999999987,-0.7614102419999984
ros_tale__3_1_750pq__1,3.475697560891612,0.2312163030000001,-0.4931045729999974
ros_tale__3_1_750pq__2,6.353552365752136,-0.14456363200000055,-0.7216580549999989
ros_tale__3_2_0pq__1,0.9185341312533928,0.4066879429999997,-0.3440498619999985
ros_tale__3_2_0pq__2,0.3092707996402536,0.36532405300000015,-0.4381459839999993
ros_tale__3_2_0pq__3,0.5278174740716104,0.38919050299999997,-0.5924045609999986
ros_tale__3_2_0pq__4,1.0784010235599284,0.4372882229999995,-0.5019744659999992
ros_tale__3_2_250pq__1,6.514927173052441,-0.6105627419999989,0.3599102670000009
ros_tale__3_2_250pq__2,9.0859921973719,-0.7734190759999997,-0.5460590519999986
ros_tale__3_2_750pq__1,6.298208679575756,0.05165385599999972,-0.14329256299999749
ros_tale__3_2_750pq__2,6.118701925409712,-0.942500268,0.41560718400000063
ros_tale__3_3_0pq__1,3.527351156769768,0.7026568829999995,-2.1223244219999997
ros_tale__3_3_0pq__2,3.2075927623209366,0.9474771730000012,-2.218730934999999
ros_tale__3_3_0pq__3,3.857344400493123,0.7939082030000009,-2.140288674999999
ros_tale__3_3_0pq__4,3.1451854024551933,1.056964733000001,-1.9940819869999984
ros_tale__3_3_250pq__1,8.019462474366616,-0.2424749009999996,-1.6852556699999992
ros_tale__3_3_250pq__2,8.177948822006343,-0.20438087800000027,-1.5966675209999988
ros_tale__3_3_750pq__1,8.62204481808575,0.08859772899999996,-1.728210741999999
ros_tale__3_3_750pq__2,8.833605969352178,0.14973729299999938,-1.8075926979999988
ros_tale__3_4_0pq__1,5.199589056546593,-0.77576,-1.6387749329999988
ros_tale__3_4_0pq__2,5.030790580260655,-0.5738246280000006,-1.499693853999999
ros_tale__3_4_250pq__1,4.732823357098549,-0.9101530370000006,-1.5656873279999983
ros_tale__3_4_250pq__2,3.4192918253326803,-0.9544832509999992,-1.5878644239999993
ros_tale__3_4_750pq__1,7.396233086685377,-0.5881765019999996,-0.5626621399999996
ros_tale__3_4_750pq__2,6.566018674357158,-0.8824148349999987,-0.7681662289999993
pcoli__atASMT_325G__1,13.179648814018725,0.39244801300000104,-0.332345898999999
pcoli__atASMT_325G__2,13.156735152446451,0.3862526830000004,-0.20569311699999826
pcoli__bpTDC__1,15.94327106631397,0.4069758429999997,-0.4632115629999989
pcoli__bpTDC__2,16.523945291907168,0.4233997630000008,-0.33481144899999915
pcoli__BRCA__1,13.666713789387051,0.1922484830000002,-0.2858184979999985
pcoli__BRCA__2,13.737241387299228,0.13060547899999975,-0.2953165989999986
pcoli__BRCActrl__1,16.16217446595152,0.5297558630000001,0.10476064700000087
pcoli__BRCActrl__2,17.237194554270577,0.6039318930000004,0.04713795800000131
pcoli__BRCAswap__1,13.305999112796288,0.5027589629999998,-0.4666254629999989
pcoli__BRCAswap__2,13.32276030396292,0.5975511529999995,-0.34642100599999903
pcoli__btAANAT__1,14.316646454712211,0.4415692730000007,-0.4083531839999992
pcoli__btAANAT__2,14.784274000962723,0.5931168230000008,-0.4380235689999994
pcoli__btASMT__1,13.908255184543268,0.5267685130000004,-0.3737231039999989
pcoli__btASMT__2,13.925090807655168,0.4398579030000001,-0.4742180429999987
pcoli__CC1__1,11.435408298388309,0.5250160430000008,-0.3837397409999994
pcoli__CC1__2,11.608014291278186,0.7535511330000002,-0.3492091119999987
pcoli__ccCOMT__1,13.056911489161957,0.32429840300000023,-0.2514857069999987
pcoli__ccCOMT__2,13.200904018339177,0.3246729930000001,-0.3416475039999991
pcoli__ckDDC__1,13.76408533912104,0.4412481530000001,-0.23964007999999914
pcoli__ckDDC__2,14.994550652499408,0.3277997730000006,-0.05336542499999908
pcoli__CNTF_belt__1,12.0675841755826,0.4538994830000007,-0.4100454069999984
pcoli__CNTF_belt__2,11.860033530785548,0.7698701030000006,-0.23912728799999886
pcoli__cobPNMT__1,11.688528825209346,0.31993813300000085,-0.3185332369999987
pcoli__cobPNMT__2,11.907902891301427,0.31512674300000043,-0.4226616069999984
pcoli__cvPhhB__1,12.690332554327238,0.3107973630000007,-0.1358346779999975
pcoli__cvPhhB__2,14.091615128045516,0.44784689299999947,-0.041783480999998616
pcoli__ggAANAT__1,14.054103511819658,0.30753451300000023,-0.26765964599999936
pcoli__ggAANAT__2,13.944530544056516,0.22264438300000045,-0.24087163399999856
pcoli__ggTPH__1,13.833639649869037,0.34126333300000056,-0.3731935089999992
pcoli__ggTPH__2,14.453060091124051,0.2785746030000009,-0.17298145399999942
pcoli__hsAANAT__1,11.735309241597916,0.7291858229999999,-0.4878842449999992
pcoli__hsAANAT__2,11.354237999407497,0.8515544630000011,-0.5475490959999991
pcoli__hsASMT__1,15.54840418349096,0.3583849729999997,-0.3690332819999984
pcoli__hsASMT__2,15.741936764887733,0.4368300129999998,-0.4826912539999988
pcoli__hsPNMT_mb__1,12.537483099636743,0.30390439299999983,-0.2634102509999998
pcoli__hsPNMT_mb__2,12.500780402257313,0.3157969930000011,-0.4559663979999975
pcoli__hsTPH__1,13.106643402981469,0.05462641999999995,-0.34231136899999903
pcoli__hsTPH__2,14.301052150493758,0.23617991300000085,-0.4910361539999988
pcoli__hsTPH_E2K__1,14.084907965422236,0.7089765630000002,-0.2408193539999992
pcoli__hsTPH_E2K__2,14.586757998913187,0.6612184729999999,-0.17926059099999936
pcoli__hsTPH_E2K_N91I_P99C__1,13.458636852890017,0.18841008300000084,-0.4239509339999987
pcoli__hsTPH_E2K_N91I_P99C__2,13.83848507916686,0.04870661100000007,-0.4960125189999989
pcoli__hsTPH_N158trunc__1,16.08364791589983,0.4504965429999999,-0.20160137299999906
pcoli__hsTPH_N158trunc__2,16.132073071610556,0.3858976930000004,-0.18369513199999865
