,A,BasR
tcs__del_cpxR_etoh__2,-3.1630456128,0.38508326400000004
tcs__del_cpxR_lb__1,1.2797616874,0.691572226
tcs__del_cpxR_lb__2,1.2865756258,0.83930235
tcs__del_cusR_CuSO4__1,-2.1931424958,0.19773368100000002
tcs__del_cusR_CuSO4__2,-2.5287957391,0.264979809
tcs__del_cusR_lb__1,-3.2414973136,0.300504718
tcs__del_cusR_lb__2,-3.3712081222,0.207181408
tcs__del_kdpE_01-kcl__1,20.1543496906,1.4278125799999999
tcs__del_kdpE_01-kcl__2,20.4188469336,1.603885691
tcs__del_kdpE_115-kcl__1,8.6415311914,-0.375532413
tcs__del_kdpE_115-kcl__2,8.3967144091,-0.28962292
tcs__del_phoB_m9__1,0.5334701014000001,-0.353591295
tcs__del_phoB_m9__2,0.648353348,-0.062816378
tcs__del_phoB_m9p__1,5.5714238223,-0.19098056800000002
tcs__del_phoB_m9p__2,5.429758349,-0.219948148
tcs__del_rcsB_etoh__1,-3.7657215956,0.389446909
tcs__del_rcsB_etoh__2,-4.1498962079,0.312737182
tcs__del_rcsB_lb__1,-0.025588767300000002,0.271168191
tcs__del_rcsB_lb__2,0.8776429288,0.448454709
tcs__del_zraR_lb__1,-2.9771004799,-0.11827577900000001
tcs__del_zraR_lb__2,-3.0780517663,-0.240078747
tcs__del_zraR_zncl2__1,14.5483824839,2.020341655
tcs__del_zraR_zncl2__2,14.3807673095,2.112470233
tcs__wt_01-kcl__1,17.9191708036,0.9513496250000001
tcs__wt_01-kcl__2,18.0728454326,0.6013059620000001
tcs__wt_01xlb__1,4.4275830734,0.2725467
tcs__wt_01xlb__2,4.513477447,0.22382811
tcs__wt_115-kcl__1,11.4550189209,0.15183004
tcs__wt_115-kcl__2,11.5596160667,0.160550462
tcs__wt_CuSO4__1,-3.9911557234,-0.047598481000000005
tcs__wt_CuSO4__2,-3.7218694147,0.27141084
tcs__wt_etoh__1,-4.3346499065,0.377116029
tcs__wt_etoh__2,-4.6725502917,0.33675086800000004
tcs__wt_lb__1,0.0993145185,0.274779382
tcs__wt_lb__2,0.7089054703000001,0.011875473000000001
tcs__wt_LiAcet__1,-0.2802784837,-0.039396772000000004
tcs__wt_LiAcet__2,-0.2217808386,-0.049808955
tcs__wt_LiCl__1,-0.6543682568,-0.177304771
tcs__wt_LiCl__2,-0.7223822039000001,-0.066162437
tcs__wt_m9p__1,3.9049730456000002,-0.312237274
tcs__wt_m9p__2,3.6643661974,-0.27425499200000003
tcs__wt_pyr__1,4.2688793503,0.5566597440000001
tcs__wt_pyr__2,4.1272559505,0.503642714
tcs__wt_zncl2__1,14.9228048986,1.998488391
tcs__wt_zncl2__2,14.7108545591,2.039301619
ros_tale__0_0_0pq__1,-3.0022235235,-0.6522009830000001
ros_tale__0_0_0pq__2,-2.6610069431000003,-0.7978942010000001
ros_tale__0_0_250pq__1,-0.6071426493000001,1.712890888
ros_tale__0_0_250pq__2,-0.7445745492,1.64143222
ros_tale__1_mid_250pq__1,-1.2533113317,-0.5154260380000001
ros_tale__1_mid_250pq__2,-1.2948111498000001,-0.525299621
ros_tale__1_0_0pq__1,-4.149418022,-0.207328218
ros_tale__1_0_0pq__2,-3.7057360593,-0.132361739
ros_tale__1_0_0pq__3,-2.4569751982,-0.8846614810000001
ros_tale__1_0_0pq__4,-2.6757992472,-0.814220409
ros_tale__1_0_250pq__1,-2.8465269118,-0.6779306900000001
ros_tale__1_0_250pq__2,-2.7361298201,-0.601807388
ros_tale__1_0_750pq__1,-3.1627016379,-0.560496777
ros_tale__1_0_750pq__2,-3.339209553,-0.22212119400000002
ros_tale__1_1_0pq__1,-1.7144874245000001,-0.6199016470000001
ros_tale__1_1_0pq__2,-1.8438001187,-0.545798113
ros_tale__1_1_250pq__1,-1.6509818718,-0.875737387
ros_tale__1_1_250pq__2,-1.8433676306,-0.7265869970000001
ros_tale__1_1_750pq__1,-1.1060133673,-0.483758067
ros_tale__1_1_750pq__2,-1.4587812468,-0.548382567
ros_tale__1_2_0pq__1,-2.6910774849,-0.553691477
ros_tale__1_2_0pq__2,-2.4256677608,-0.704782385
ros_tale__1_2_250pq__1,-2.4380063849,-0.769217527
ros_tale__1_2_250pq__2,-2.3890996512,-0.406550552
ros_tale__1_2_750pq__1,-2.4586741118,-0.47864357700000004
ros_tale__1_2_750pq__2,-2.8115956176,-0.4959111
ros_tale__1_3_0pq__1,-0.3368366689,-0.46201383500000004
ros_tale__1_3_0pq__2,0.1919011142,-0.298020954
ros_tale__1_3_250pq__1,-1.8986156778,-0.600998754
ros_tale__1_3_250pq__2,-1.7057553768,-0.268488137
ros_tale__1_3_250pq__3,-1.8876285667000001,-0.21063431900000001
ros_tale__1_3_250pq__4,-1.7210420115,-0.205541256
ros_tale__1_3_750pq__1,-1.0543573719,-0.40755303400000004
ros_tale__1_3_750pq__2,-0.5537368861,-0.600124577
ros_tale__1_4_0pq__1,-1.0866854321,0.061558383
ros_tale__1_4_0pq__2,-0.5543141948,0.029510449
ros_tale__1_4_250pq__1,-0.895750755,0.047049355
ros_tale__1_4_250pq__2,-0.9660041791,0.014987763000000001
ros_tale__1_4_750pq__1,-0.8840113871,-0.394028977
ros_tale__1_4_750pq__2,-0.5362863523,-0.07198140700000001
ros_tale__1_4_750pq__3,-2.2181588826,0.22551517000000001
ros_tale__1_4_750pq__4,-1.2275992033,0.126832672
ros_tale__2_mid_250pq__1,0.3458044401,0.517232641
ros_tale__2_mid_250pq__2,-0.0747609969,0.053973467000000004
ros_tale__2_0_0pq__1,-3.5592487224,-0.16096686000000002
ros_tale__2_0_0pq__2,-3.8431419285,0.013286936000000001
ros_tale__2_0_0pq__3,-3.1270182086,-0.762034304
ros_tale__2_0_0pq__4,-2.523100422,-0.730816927
ros_tale__2_0_250pq__1,-2.5776370212,-0.624848548
ros_tale__2_0_250pq__2,-2.6659940202,-0.7940913980000001
ros_tale__2_0_750pq__1,-0.7056366224,-0.057164811
ros_tale__2_0_750pq__2,-0.6788656422,0.165911985
ros_tale__2_1_0pq__1,-2.2680243166,-0.866682194
ros_tale__2_1_0pq__2,-1.8739672286,-1.354637291
ros_tale__2_1_250pq__1,-2.751661605,-0.513915737
ros_tale__2_1_250pq__2,-2.8737542825,-0.419887956
ros_tale__2_1_750pq__1,-3.436426661,-0.440001493
ros_tale__2_1_750pq__2,-2.4775808789,-0.6953258880000001
ros_tale__2_1_750pq__3,-2.0897152461,-0.949999161
ros_tale__2_2_0pq__1,-1.2790297501,-1.179443952
ros_tale__2_2_0pq__2,-1.3005372686,-0.345681273
ros_tale__2_2_250pq__1,0.1897284864,-0.998217754
ros_tale__2_2_250pq__2,-0.5592818699000001,-0.668867089
ros_tale__2_2_750pq__1,-0.3731332208,-0.566455779
ros_tale__2_2_750pq__2,0.5356250333,-0.405082296
ros_tale__2_3_0pq__1,-1.9261613534,-0.756983336
ros_tale__2_3_0pq__2,-2.7399146572,-0.496389524
ros_tale__2_3_250pq__1,-2.1961999255,-0.75748451
ros_tale__2_3_250pq__2,-2.3574306023,-1.089294384
ros_tale__2_3_750pq__1,-2.3617322766,-0.7254983650000001
ros_tale__2_3_750pq__2,-2.1195161671,-0.678219243
ros_tale__3_0_0pq__1,-1.2694132557,0.395450668
ros_tale__3_0_0pq__2,-1.9663406453,0.41910024100000004
ros_tale__3_0_250pq__1,-3.038472319,0.7483699540000001
ros_tale__3_0_250pq__2,-3.0129191401,0.812414925
ros_tale__3_0_750pq__1,-1.4819038613,1.574771031
ros_tale__3_0_750pq__2,-1.9558606079,1.824602306
ros_tale__3_1_0pq__1,-1.7487725310000002,0.018613652
ros_tale__3_1_0pq__2,-1.5365303385,-0.11487258600000001
ros_tale__3_1_250pq__1,-2.1483190678,-0.099645936
ros_tale__3_1_250pq__2,-1.9075102690999999,0.009850473
ros_tale__3_1_750pq__1,-2.6567142091,0.12353311300000001
ros_tale__3_1_750pq__2,-2.223828303,-0.116795877
ros_tale__3_2_0pq__1,-1.2378053605,0.501254713
ros_tale__3_2_0pq__2,-1.4633507237,0.7609662930000001
ros_tale__3_2_0pq__3,-1.4065580456,0.74684328
ros_tale__3_2_0pq__4,-1.4693443095,0.544928418
ros_tale__3_2_250pq__1,1.4806291041000001,0.146866997
ros_tale__3_2_250pq__2,1.0210320795,-0.414691132
ros_tale__3_2_750pq__1,-0.9646976704,-0.245212426
ros_tale__3_2_750pq__2,-0.7326421256,-1.012897902
ros_tale__3_3_0pq__1,-3.4064812675000002,0.522306964
ros_tale__3_3_0pq__2,-3.4967954677,0.749005441
ros_tale__3_3_0pq__3,-3.4862521445,0.5485794420000001
ros_tale__3_3_0pq__4,-3.5889811672,0.689688222
ros_tale__3_3_250pq__1,-3.0620516237,-0.026603862000000002
ros_tale__3_3_250pq__2,-2.7615482706,0.225325249
ros_tale__3_3_750pq__1,-3.2184188055,0.15818990300000002
ros_tale__3_3_750pq__2,-2.9140669409,0.303900649
ros_tale__3_4_0pq__1,1.4045414767,0.253116774
ros_tale__3_4_0pq__2,1.5887132545,0.40762879900000004
ros_tale__3_4_250pq__1,1.1589593652,0.327145577
ros_tale__3_4_250pq__2,1.5671582224,0.362990334
ros_tale__3_4_750pq__1,1.2198975724,0.371796246
ros_tale__3_4_750pq__2,1.3492186614000001,0.18561723400000002
pcoli__atASMT_325G__1,0.08408879200000001,-0.19763032900000002
pcoli__atASMT_325G__2,0.3155579484,-0.19593337
pcoli__bpTDC__1,-0.4862863987,-0.416844773
pcoli__bpTDC__2,-0.7518730387,-0.257392002
pcoli__BRCA__1,0.1632981103,-0.412362512
pcoli__BRCA__2,-0.047581163100000004,-0.393338526
pcoli__BRCActrl__1,0.1464780681,0.007728647000000001
pcoli__BRCActrl__2,0.1894601431,0.34067225700000003
pcoli__BRCAswap__1,0.1957224261,0.036765078
pcoli__BRCAswap__2,0.3136170092,0.038385008000000005
pcoli__btAANAT__1,-0.4532763375,-0.200628939
pcoli__btAANAT__2,-0.8805397288,-0.03943865
pcoli__btASMT__1,-0.0021342862,-0.272385155
pcoli__btASMT__2,-0.0371918824,-0.22606457700000002
pcoli__CC1__1,0.5934545351,0.397048177
pcoli__CC1__2,1.1280862563,0.220890192
pcoli__ccCOMT__1,0.6452976212,-0.20893967900000002
pcoli__ccCOMT__2,0.5270567229,-0.301717644
pcoli__ckDDC__1,0.6824701074,0.335220497
pcoli__ckDDC__2,1.1809068215,0.5138632120000001
pcoli__CNTF_belt__1,0.1265512375,-0.020104444000000003
pcoli__CNTF_belt__2,0.6234415788000001,0.035304082
pcoli__cobPNMT__1,0.8777538533,0.002353969
pcoli__cobPNMT__2,0.5730232365,-0.137931571
pcoli__cvPhhB__1,0.6835904649,-0.19094429999999998
pcoli__cvPhhB__2,-0.0663232561,-0.139503194
pcoli__ggAANAT__1,0.1113540835,-0.28265470600000003
pcoli__ggAANAT__2,0.032925651800000004,-0.369648254
pcoli__ggTPH__1,-0.3998844845,-0.44526263800000004
pcoli__ggTPH__2,0.0186971985,-0.317578923
pcoli__hsAANAT__1,1.4386581369,0.5635124930000001
pcoli__hsAANAT__2,1.780458074,0.6454453840000001
pcoli__hsASMT__1,-0.5631081999,-0.36046829500000005
pcoli__hsASMT__2,-0.5551323672,-0.25575311700000003
pcoli__hsPNMT_mb__1,-0.1519719736,-0.083862831
pcoli__hsPNMT_mb__2,0.1659962516,-0.20995966500000002
pcoli__hsTPH__1,-0.7759738899,-0.625771599
pcoli__hsTPH__2,-1.1200638745,-0.601596581
pcoli__hsTPH_E2K__1,-0.7394704906,0.10628900100000001
pcoli__hsTPH_E2K__2,-0.7200805556000001,0.240587401
pcoli__hsTPH_E2K_N91I_P99C__1,-0.1348011134,-0.552882482
pcoli__hsTPH_E2K_N91I_P99C__2,-0.4642963512,-0.61068811
pcoli__hsTPH_N158trunc__1,-1.4586411085,0.017899982000000002
pcoli__hsTPH_N158trunc__2,-1.2105742315999999,-0.110254366
pcoli__hsTPH_N174trunc__1,0.0146242083,-0.076042232
pcoli__hsTPH_N174trunc__2,-0.9356979153,0.136077007
pcoli__hsTPH_Ntermtrunc__1,0.6178200389,0.8118774110000001
pcoli__hsTPH_Ntermtrunc__2,0.7434026698,0.47395257100000004
pcoli__hsTPH1__1,0.07014950340000001,0.17335286
pcoli__hsTPH1__2,0.0278166836,-0.029549533000000003
pcoli__MBP__1,0.8290080116,-0.39805713
pcoli__MBP__2,0.9410855198,-0.082209055
pcoli__msCOMT__1,-0.5775077698000001,-0.513471714
pcoli__msCOMT__2,-0.8348825495000001,-0.47618622800000004
pcoli__ocAANAT__1,-0.0683901994,-0.434428749
pcoli__ocAANAT__2,0.2250301825,-0.330594367
pcoli__osTDC_K374H__1,0.6169916894,0.596347426
pcoli__osTDC_K374H__2,1.2469392337,0.812457082
pcoli__osTDC_K374L__1,-1.3576808045,-0.29753470400000004
pcoli__osTDC_K374L__2,-1.5071755489,-0.438044029
pcoli__osTDC_K374Q__1,0.1410522592,8.6043e-05
pcoli__osTDC_K374Q__2,0.1098145336,-0.05332749
pcoli__osTDC_L360V__1,-0.15414212600000002,-0.380716437
pcoli__osTDC_L360V__2,-0.34266658,-0.238710153
pcoli__pmTPH__1,-1.4616331443,-0.811931928
pcoli__pmTPH__2,-1.9034000201999999,-0.604528472
pcoli__RFC__1,-0.5874074176,-0.462977371
pcoli__RFC__2,-0.6677084040000001,-0.670114109
pcoli__RFCctrl__1,2.2720240369,0.7673018020000001
pcoli__RFCctrl__2,2.267748835,0.5173940610000001
pcoli__RFCnopause__1,1.7766304455,0.720688059
pcoli__RFCnopause__2,1.1597148506,0.6988699140000001
pcoli__RFCpluspause__1,0.9109722691000001,0.753006975
pcoli__RFCpluspause__2,1.4801837175,0.9620916780000001
pcoli__rnCOMT_sol__1,1.1628427872,0.668873248
pcoli__rnCOMT_sol__2,1.7091327665,0.7997711230000001
pcoli__rnPNMT__1,-0.8635471632,-0.574509422
pcoli__rnPNMT__2,-1.1067777064,-0.66992186
pcoli__rnTDC__1,-0.2255715613,-0.46336557500000003
pcoli__rnTDC__2,-0.08878762970000001,-0.543097303
pcoli__rnTDC_trunc__1,-0.5727670173,-0.038212563000000005
pcoli__rnTDC_trunc__2,-0.5828015417,-0.060818688
pcoli__saCOMT_T2A__1,-0.1808089688,-0.32865193
pcoli__saCOMT_T2A__2,-0.0210166143,-0.305932548
pcoli__sfCOMT__1,0.063248097,-0.502883875
pcoli__sfCOMT__2,-0.1646356301,-0.568935784
pcoli__sgAANAT_D63G__1,-0.2103445261,-0.302518657
pcoli__sgAANAT_D63G__2,-0.0952398676,-0.514083678
pcoli__ssDDC__1,0.22154461350000001,-0.282131303
pcoli__ssDDC__2,-0.1171761301,-0.15317138800000002
pcoli__TP53B__1,0.37944277330000004,-0.23659175100000002
pcoli__TP53B__2,0.5596747543,-0.070387459
pcoli__WT__1,1.5222618866,0.739842929
pcoli__WT__2,1.9064525189000001,0.7266511130000001
cck__glu_ale4__1,-2.3681117743,-0.225883518
cck__glu_ale4__2,-2.4179992967,-0.741071327
cck__cck_ale1__1,-2.3373746846,-0.8924251390000001
cck__cck_ale1__2,-2.4226517011,-1.175451964
cck__cck_ale2__1,-2.3316615066,-0.8458755480000001
cck__cck_ale2__2,-2.5926401846,-0.7498212080000001
cck_pgi__gmos_delpgi__1,-2.2595918385,-0.050481143000000006
cck_pgi__gmos_delpgi__2,-3.2044600165,0.053430319000000004
cck_pgi__pgi_ale1__1,-2.5453535489,0.07647285300000001
cck_pgi__pgi_ale1__2,-3.2877202326,-0.364747327
cck_pgi__pgi_ale2__2,-2.1466001006,0.45605182
cck_pgi__pgi_ale3__1,-2.95013431,-0.189174857
cck_pgi__pgi_ale3__2,-3.6449881222,-0.488121519
cck_pgi__pgi_ale4__1,-3.4864115875,-0.5393427310000001
cck_pgi__pgi_ale4__2,-3.3795208268,-1.201505482
cck_pgi__pgi_ale4__3,-3.0126968148,-0.8439489520000001
cck_pgi__pgi_ale5__1,-1.8251800259,0.035829118
cck_pgi__pgi_ale5__2,-2.1528666629,-0.47255939100000005
cck_pgi__pgi_ale6__1,-1.4937674194000001,0.00433609
cck_pgi__pgi_ale6__2,-1.8401797820999999,-0.389588323
cck_pgi__pgi_ale7__1,-1.4694179229,-0.029216069
cck_pgi__pgi_ale7__2,-1.5827809923,-0.17025185
cck_pgi__pgi_ale8__1,-1.9083913411000002,-0.70773838
cck_pgi__pgi_ale8__2,-2.8841562955,-0.8781330380000001
cck_sdh__gmos_delsdhCB__1,-2.5883917974,0.7102298410000001
cck_sdh__gmos_delsdhCB__2,-3.3267775799,0.726942123
cck_sdh__sdh_ale1__1,-0.2335738166,0.12291056300000001
cck_sdh__sdh_ale1__2,-0.4435340105,-0.0017750810000000002
cck_sdh__sdh_ale2__1,-0.9997578410000001,0.16211651200000002
cck_sdh__sdh_ale3__2,-0.38582642380000004,-0.101765108
cck_sdh__sdh_ale3__1,-1.4181354685,-0.047750169
cck_sdh__sdh_ale3__3,-1.0829371532,-0.18406893400000002
cck_pts__gmos_delptsHIcrr__2,-1.162980315,-0.46268414
cck_pts__gmos_delptsHIcrr__1,-0.7399381649,-0.320758771
cck_pts__pts_ale1__2,1.154524902,-0.18601507
cck_pts__pts_ale1__1,0.33892917240000003,0.024223406000000003
cck_pts__pts_ale2__2,-1.7604228432,-0.8866748870000001
cck_pts__pts_ale2__1,-1.9990535353,-1.003906724
cck_pts__pts_ale3__2,-2.023601874,-1.389634053
cck_pts__pts_ale3__1,-1.4494144216,-0.9891479460000001
cck_pts__pts_ale4__2,-2.4857178589,-0.92316591
cck_pts__pts_ale4__1,-2.9233384836000003,-1.043507818
cck_gnd__gmos_delgnd__1,-1.7178520724,0.21241447800000002
cck_gnd__gmos_delgnd__2,-0.0729341018,0.40126537900000003
cck_gnd__gnd_ale1__1,-2.6243121521,-0.821965578
cck_gnd__gnd_ale1__2,-1.8644502144000001,-0.734895311
cck_gnd__gnd_ale2__1,-2.077584724,-0.607642523
cck_gnd__gnd_ale2__2,-2.2844292989,-0.70351215
cck_gnd__gnd_ale3__1,-1.6378872295,-0.812193606
cck_gnd__gnd_ale3__2,-1.8060585022,-0.73626068
cck_tpiA__gmos_deltpiA__1,1.3377718125,-0.342303699
cck_tpiA__gmos_deltpiA__2,2.5050030172,-0.396246068
cck_tpiA__tpiA_ale1__1,-0.9610960457000001,-0.09946437500000001
cck_tpiA__tpiA_ale1__2,-1.2955463741,0.02236962
cck_tpiA__tpiA_ale2__1,1.7476079662,0.294483694
cck_tpiA__tpiA_ale2__2,0.9755005555,0.037886728
cck_tpiA__tpiA_ale3__1,-1.0233548013,0.015509485000000002
cck_tpiA__tpiA_ale3__2,-0.5898879609000001,0.125602464
cck_tpiA__tpiA_ale4__1,-0.712857779,-0.20265866700000001
cck_tpiA__tpiA_ale4__2,-0.1893267308,-0.337501174
acid_tale__acid_ale1_pH7__1,-1.9917242695000001,-0.81899348
acid_tale__acid_ale1_pH7__2,-2.205203209,-0.907053133
acid_tale__acid_ale1_pH5__1,-2.7233656215,-0.015475564
acid_tale__acid_ale1_pH5__2,-2.7253926915,-0.009466397000000001
acid_tale__acid_ale2_pH7__1,-2.4445609981,-1.095861512
acid_tale__acid_ale2_pH7__2,-2.4684960415,-0.922524129
acid_tale__acid_ale2_pH5__1,-1.5215097258,-0.6884725610000001
acid_tale__acid_ale2_pH5__2,-1.9195450308000002,-0.747916747
acid_tale__low_Mg_ale_pH7__1,-2.9419336269,-0.9017119100000001
acid_tale__low_Mg_ale_pH7__2,-2.3663008384,-0.901559116
acid_tale__low_Mg_ale_pH5__1,-3.5136339049,-0.669204433
acid_tale__low_Mg_ale_pH5__2,-2.7022093628,-0.522380352
acid_tale__MES_ale_pH7__1,-3.0823958984,-0.95416926
acid_tale__MES_ale_pH7__2,-3.0076936426,-0.6862771160000001
acid_tale__MES_ale_pH5__1,-2.6467344156,-0.733148796
acid_tale__MES_ale_pH5__2,-2.996256341,0.08755249300000001
acid_tale__gmos_pH7__1,-2.5767847501,-0.723301085
acid_tale__gmos_pH7__2,-3.0139300215000002,-0.98680886
acid_tale__gmos_pH5__1,-2.6886136312,-0.579490281
acid_tale__gmos_pH5__2,-2.442754901,-0.499403558
adnB__wt_adn__1,-0.6093977006,-0.873068673
adnB__wt_adn__2,-0.9003170191000001,-1.133646569
adnB__delydhB_adn__1,0.7458746216000001,-1.6972449219999999
adnB__delydhB_adn__2,-0.2258638142,-0.435354931
ytf2__wt_glc__1,-0.6548604586,-0.31864187400000005
ytf2__wt_glc__2,-0.5977977057,-0.18184507900000002
ytf2__ybcM_glc__1,-1.4665872389,-0.320183107
ytf2__ybcM_glc__2,-1.8895448474,-0.040519403
ytf2__ydhB_glc__1,-0.1719327473,0.013802149000000001
ytf2__ydhB_glc__2,0.2045892332,-0.35053891
ytf2__yfeC_glc__1,0.2501269054,-0.28928214
ytf2__yfeC_glc__2,-0.5815713137,-0.15911386600000002
ytf2__yciT_glc__1,-0.6104957536,-0.38386817300000003
ytf2__yciT_glc__2,-0.1621615989,-0.35029256200000003
ytf2__ydiZ_glc__1,-2.0704608011,-0.608837888
ytf2__ydiZ_glc__2,-1.7605688612,-0.571556505
ytf2__ynfL_glc__1,-0.6639842107,-0.297943903
ytf2__ynfL_glc__2,-0.46529143240000004,-0.181227313
misc2__dellon_glc__1,-2.6318688664,0.15574193
misc2__dellon_glc__2,-1.7640119368,0.11467329600000001
ytf3__wt_glc2__1,0.7932310416,-0.33197801200000004
ytf3__wt_glc2__2,0.7305227762000001,-0.33897953200000003
ytf3__wt_pH7_lactate__1,0.8577095405,-0.677461909
ytf3__wt_pH7_lactate__2,0.3724846687,-0.577869689
ytf3__wt_pH55_lactate__1,2.4591846545,-0.308545082
ytf3__wt_pH55_lactate__2,2.6374595498,-0.209480661
ytf3__wt_pH55_HCl__1,4.7666020069,0.417831801
ytf3__wt_pH55_HCl__2,5.3703928075,0.401478632
ytf3__dyieP_pH7__1,0.8651263915,-0.24252484900000001
ytf3__dyieP_pH7__2,0.8656724367,-0.451573828
ytf3__dyieP_pH55__1,0.8801929312000001,-0.6872007010000001
ytf3__dyieP_pH55__2,0.6840248821,-0.468437977
