,A,BtsR
tcs__del_btsR_pyruvate__2,-0.9391397344,-4.8343927655000005
tcs__del_cpxR_etoh__1,9.2671150148,0.9408029185000001
tcs__del_cpxR_etoh__2,9.5678571858,0.9325634185
tcs__del_cpxR_lb__1,4.5057344882,-0.1611376235
tcs__del_cpxR_lb__2,4.7040351778,-0.2435538865
tcs__del_cusR_CuSO4__1,10.3940430899,0.43929657450000004
tcs__del_cusR_CuSO4__2,10.1304760323,0.45855816250000003
tcs__del_cusR_lb__1,13.1137499338,1.5803786215
tcs__del_cusR_lb__2,13.0877911679,1.4778051605
tcs__del_kdpE_01-kcl__1,3.4913877571,-0.6175159115000001
tcs__del_kdpE_01-kcl__2,3.7945725627,-0.5141697155
tcs__del_kdpE_115-kcl__1,4.4045888861,-0.4558707675
tcs__del_kdpE_115-kcl__2,4.6319629135,-0.8333060005
tcs__del_phoB_m9__1,0.148140734,0.1812276995
tcs__del_phoB_m9__2,0.3955749402,0.2228554865
tcs__del_phoB_m9p__1,0.11561825540000001,-1.1088185615
tcs__del_phoB_m9p__2,-0.09735873240000001,-1.0519624685
tcs__del_rcsB_etoh__1,10.01580827,0.4018343935
tcs__del_rcsB_etoh__2,10.3308802085,0.5339227725
tcs__del_rcsB_lb__1,4.6604890628,0.8504383705
tcs__del_rcsB_lb__2,4.5261862951000005,0.8463805055
tcs__del_zraR_lb__1,11.2787701037,1.8081013344999999
tcs__del_zraR_lb__2,11.1508954643,1.8681857005
tcs__del_zraR_zncl2__1,10.9774813629,1.3652575355
tcs__del_zraR_zncl2__2,11.0926085449,1.4297975085
tcs__wt_01-kcl__1,5.469612034,-1.0841864905
tcs__wt_01-kcl__2,5.6223791661,-0.5982222815
tcs__wt_01xlb__1,-0.2733517428,-0.8308932695
tcs__wt_01xlb__2,-0.4577463322,-0.8956501005
tcs__wt_115-kcl__1,4.2490634404,-0.9290519215
tcs__wt_115-kcl__2,4.4539502204,-0.5404759295
tcs__wt_CuSO4__1,12.3774027628,1.4659661465
tcs__wt_CuSO4__2,12.2970442175,1.5761790195
tcs__wt_etoh__1,8.7737425914,1.2835935395
tcs__wt_etoh__2,8.638820287,1.2958843795
tcs__wt_lb__1,4.5968601476,0.48934438550000003
tcs__wt_lb__2,4.5204160001,0.5260048055000001
tcs__wt_LiAcet__1,4.1434850939,0.6138630165
tcs__wt_LiAcet__2,3.7595559198,0.5151065085000001
tcs__wt_LiCl__1,1.0381208762,0.5663617435
tcs__wt_LiCl__2,1.1220357766,0.26527018950000003
tcs__wt_m9p__1,0.4900755519,-1.1676756715
tcs__wt_m9p__2,0.36703539350000003,-1.0509975135
tcs__wt_pyr__1,-0.1113199589,-1.2134914205
tcs__wt_pyr__2,-0.22731907540000001,-1.0407166445
tcs__wt_zncl2__1,10.6135577265,1.0440396185
tcs__wt_zncl2__2,10.6545946759,1.0639108655
ros_tale__0_0_0pq__1,7.3337863795,0.0654873175
ros_tale__0_0_0pq__2,6.9740377307,-0.19001845550000002
ros_tale__0_0_250pq__1,0.7611699421,-0.9570217865
ros_tale__0_0_250pq__2,0.8727876330000001,-0.8741608345
ros_tale__1_mid_250pq__1,4.3747687619,-0.30721948250000003
ros_tale__1_mid_250pq__2,4.5425090871,-0.1696914205
ros_tale__1_0_0pq__1,7.435846193,-0.3287687275
ros_tale__1_0_0pq__2,7.1100338327,0.0644090465
ros_tale__1_0_0pq__3,7.2727493541,0.2354115985
ros_tale__1_0_0pq__4,7.3964315197,0.10050687950000001
ros_tale__1_0_250pq__1,7.1667856789,-0.1939775275
ros_tale__1_0_250pq__2,7.3442142714,-0.06528568750000001
ros_tale__1_0_750pq__1,4.5914773152,0.36299897950000004
ros_tale__1_0_750pq__2,5.6661753876,0.2142195255
ros_tale__1_1_0pq__1,3.4260763635,0.2936447705
ros_tale__1_1_0pq__2,3.0363153612,0.1484878295
ros_tale__1_1_250pq__1,2.5508558576,-0.0280359385
ros_tale__1_1_250pq__2,2.6234945482,-0.5774542445
ros_tale__1_1_750pq__1,3.2522827857,-0.0845318045
ros_tale__1_1_750pq__2,2.8771223693,-0.3399063545
ros_tale__1_2_0pq__1,4.694895435,0.0346397645
ros_tale__1_2_0pq__2,2.0053127083,0.029021605500000002
ros_tale__1_2_250pq__1,5.1013976248,0.1865216955
ros_tale__1_2_250pq__2,5.5588494692,-0.0355063485
ros_tale__1_2_750pq__1,2.0090551063,0.1119748755
ros_tale__1_2_750pq__2,2.0053022621,-0.0046665275
ros_tale__1_3_0pq__1,2.3711048094000002,-0.0205855275
ros_tale__1_3_0pq__2,2.3949592187,0.0750190335
ros_tale__1_3_250pq__1,3.6086576284,-0.010828454500000001
ros_tale__1_3_250pq__2,4.3070602399,0.2565421305
ros_tale__1_3_250pq__3,4.0343702078,0.7469719555000001
ros_tale__1_3_250pq__4,3.683731199,0.21554016650000002
ros_tale__1_3_750pq__1,4.074852026,-0.1288329605
ros_tale__1_3_750pq__2,4.5939912257,-0.4933499115
ros_tale__1_4_0pq__1,2.2466743006,-0.1937309375
ros_tale__1_4_0pq__2,2.1298782416,-0.1802237485
ros_tale__1_4_250pq__1,2.3949533583,-0.8763497165
ros_tale__1_4_250pq__2,2.1352417497,0.0682589705
ros_tale__1_4_750pq__1,3.8217823373,-0.5206873965000001
ros_tale__1_4_750pq__2,2.7129474933,-0.4086233965
ros_tale__1_4_750pq__3,4.2566816114,-0.5369657325
ros_tale__1_4_750pq__4,2.6195757447,-0.0166684055
ros_tale__2_mid_250pq__1,3.0192338816,-0.2433775165
ros_tale__2_mid_250pq__2,3.4074960061,-0.5208645995
ros_tale__2_0_0pq__1,4.3715994495,-0.5752811095
ros_tale__2_0_0pq__2,4.934783557,-0.35747756950000004
ros_tale__2_0_0pq__3,6.0354009073,-0.2263164915
ros_tale__2_0_0pq__4,6.7948083136,-0.3320836655
ros_tale__2_0_250pq__1,6.2403639625,-0.48510054150000004
ros_tale__2_0_250pq__2,6.0010493058,-0.3630610395
ros_tale__2_0_750pq__1,3.774424926,-0.6162487795
ros_tale__2_0_750pq__2,4.0114490069,-0.9828029795000001
ros_tale__2_1_0pq__1,2.4456230366,-0.0109270245
ros_tale__2_1_0pq__2,3.1711641872,0.3330904105
ros_tale__2_1_250pq__1,4.0047208458,-0.4363379475
ros_tale__2_1_250pq__2,3.6962245397,-0.48159731450000004
ros_tale__2_1_750pq__1,3.3902643861,-0.4384840955
ros_tale__2_1_750pq__2,3.1135606496,-0.2307652725
ros_tale__2_1_750pq__3,1.9705031731,-0.2990979985
ros_tale__2_2_0pq__1,4.0728044884,0.8631288895
ros_tale__2_2_0pq__2,4.5067741271,0.3563163385
ros_tale__2_2_250pq__1,2.9890272221,1.1154521505
ros_tale__2_2_250pq__2,3.1743642444,0.5367200085
ros_tale__2_2_750pq__1,3.5506710181,0.7094978385
ros_tale__2_2_750pq__2,3.9070115792999998,0.9310932505
ros_tale__2_3_0pq__1,5.2452563567,-0.1823789275
ros_tale__2_3_0pq__2,4.3469689969,-0.8146529105
ros_tale__2_3_250pq__1,4.0209438015,-0.6144761295
ros_tale__2_3_250pq__2,4.1841856411,-1.2534947065
ros_tale__2_3_750pq__1,4.3130204292,-0.9972419425000001
ros_tale__2_3_750pq__2,3.9941574756,-0.8742305125000001
ros_tale__3_0_0pq__1,-0.44587262660000004,0.28797324750000003
ros_tale__3_0_0pq__2,-0.016706649900000002,0.0530032895
ros_tale__3_0_250pq__1,2.1456747117,0.5777950285
ros_tale__3_0_250pq__2,1.7105256833,0.6385964655
ros_tale__3_0_750pq__1,3.8661624496,-1.4399786445
ros_tale__3_0_750pq__2,3.8059337341,-1.3199882685
ros_tale__3_1_0pq__1,3.2144833568,-0.4305525015
ros_tale__3_1_0pq__2,3.9620949916,0.18775837750000002
ros_tale__3_1_250pq__1,2.8718753353,0.5384734595
ros_tale__3_1_250pq__2,4.1735017234,0.6929454595
ros_tale__3_1_750pq__1,1.8972141904000002,-0.18136852250000002
ros_tale__3_1_750pq__2,2.7002200231,0.8766355185
ros_tale__3_2_0pq__1,3.3888676587,0.24152028150000002
ros_tale__3_2_0pq__2,3.261610215,0.3567288805
ros_tale__3_2_0pq__3,2.7886613324000002,0.5272810895
ros_tale__3_2_0pq__4,2.6816910530999998,0.7338943265
ros_tale__3_2_250pq__1,-0.3384129897,-1.4390674065
ros_tale__3_2_250pq__2,-0.7175982087,-0.2092148985
ros_tale__3_2_750pq__1,-0.0077091317,-1.3476262195
ros_tale__3_2_750pq__2,-0.6188085646,-0.8843755865
ros_tale__3_3_0pq__1,3.7847077284,0.029076959500000003
ros_tale__3_3_0pq__2,5.2740420351,0.39298991050000004
ros_tale__3_3_0pq__3,3.9500383212,0.1044989585
ros_tale__3_3_0pq__4,5.1873673464,0.5323850775
ros_tale__3_3_250pq__1,0.012996745700000001,-1.0299892535
ros_tale__3_3_250pq__2,0.1601246851,-1.1953058485
ros_tale__3_3_750pq__1,0.014581051000000001,-1.1653089385
ros_tale__3_3_750pq__2,0.240230559,-0.9191551405
ros_tale__3_4_0pq__1,-0.38097987180000004,-0.7629238755000001
ros_tale__3_4_0pq__2,-0.1649316546,-1.1129810735
ros_tale__3_4_250pq__1,-0.40469592,-1.0542604205
ros_tale__3_4_250pq__2,-0.7838829401,-0.9263163855000001
ros_tale__3_4_750pq__1,0.7914238796,-0.7298492635
ros_tale__3_4_750pq__2,-0.3093292339,-0.8327277705
pcoli__atASMT_325G__1,5.9432178755,-0.1248252135
pcoli__atASMT_325G__2,6.012365386,0.1163557415
pcoli__bpTDC__1,7.4691688874,0.014002476500000001
pcoli__bpTDC__2,7.880478724,0.036710886500000005
pcoli__BRCA__1,6.1630701357,0.0819869025
pcoli__BRCA__2,6.273490312,-0.0644768595
pcoli__BRCActrl__1,6.0028143631,0.08280501650000001
pcoli__BRCActrl__2,5.8603200721,0.1627753335
pcoli__BRCAswap__1,6.9695469252,-0.2454084735
pcoli__BRCAswap__2,7.1653409321,-0.07176097050000001
pcoli__btAANAT__1,7.0603907535,0.0026831585
pcoli__btAANAT__2,7.5860484116,-0.0362509335
pcoli__btASMT__1,6.9374433393,-0.5283633105000001
pcoli__btASMT__2,6.656465249,-0.10631225550000001
pcoli__CC1__1,5.4550562467,0.0140211725
pcoli__CC1__2,5.8861263089,-0.2590708585
pcoli__ccCOMT__1,6.6064547771,-0.0060175315
pcoli__ccCOMT__2,6.6670933852,-0.0958721435
pcoli__ckDDC__1,5.5613530342,-0.0957563295
pcoli__ckDDC__2,5.5633230439,-0.09521048850000001
pcoli__CNTF_belt__1,6.0553619201,-0.2808291585
pcoli__CNTF_belt__2,6.414639954,-0.5807261345
pcoli__cobPNMT__1,5.8308825944,-0.1083890185
pcoli__cobPNMT__2,5.8002914667,-0.0182194235
pcoli__cvPhhB__1,5.9121960558,0.2147103605
pcoli__cvPhhB__2,6.044279963,0.1899276765
pcoli__ggAANAT__1,6.8862828079,0.1722825675
pcoli__ggAANAT__2,7.0217469491,0.3109911675
pcoli__ggTPH__1,6.7426342903,-0.0809501755
pcoli__ggTPH__2,6.1971487277,0.0686238695
pcoli__hsAANAT__1,5.1537993893,-0.3428249935
pcoli__hsAANAT__2,4.6052665106,-0.6688789355
pcoli__hsASMT__1,7.0635892504,0.2571376245
pcoli__hsASMT__2,7.1427734959,0.2503300825
pcoli__hsPNMT_mb__1,6.1276001824,0.1125480585
pcoli__hsPNMT_mb__2,5.7980102054,-0.012553871500000001
pcoli__hsTPH__1,6.4413949079,-0.004701083500000001
pcoli__hsTPH__2,6.5695843134,-0.0670509745
pcoli__hsTPH_E2K__1,6.7972357703,-0.3909824825
pcoli__hsTPH_E2K__2,7.3790605754,-0.1747279175
pcoli__hsTPH_E2K_N91I_P99C__1,6.4467219518,0.1718722895
pcoli__hsTPH_E2K_N91I_P99C__2,6.7023081239,0.0678639555
pcoli__hsTPH_N158trunc__1,7.293253077,0.2667485805
pcoli__hsTPH_N158trunc__2,7.2611308967,0.30065575850000004
pcoli__hsTPH_N174trunc__1,6.7902915255,0.0838487235
pcoli__hsTPH_N174trunc__2,7.2338225762,0.0174581475
pcoli__hsTPH_Ntermtrunc__1,1.3968819995000001,0.0462004795
pcoli__hsTPH_Ntermtrunc__2,1.4341303221000001,-0.3642838625
pcoli__hsTPH1__1,7.0027934723,-0.1668521745
pcoli__hsTPH1__2,7.1040906777,-0.3667635875
pcoli__MBP__1,0.9943523142,-0.1116063825
pcoli__MBP__2,0.7984194027,-0.013681183500000001
pcoli__msCOMT__1,1.2537812320000001,0.3366805315
pcoli__msCOMT__2,0.6953412861,0.4079856785
pcoli__ocAANAT__1,6.6870301244,0.10590421650000001
pcoli__ocAANAT__2,6.6198520598,-0.0581286305
pcoli__osTDC_K374H__1,0.9597789683000001,-0.41814092750000004
pcoli__osTDC_K374H__2,1.4156892691,-0.5711774185
pcoli__osTDC_K374L__1,0.8248516503000001,0.3787139225
pcoli__osTDC_K374L__2,0.4576566507,0.1802075065
pcoli__osTDC_K374Q__1,7.0614933416,-0.1802901385
pcoli__osTDC_K374Q__2,7.0989631231,-0.1608680805
pcoli__osTDC_L360V__1,7.3924570417,-0.0205538885
pcoli__osTDC_L360V__2,7.3084792885,0.0369851895
pcoli__pmTPH__1,2.7735102439,0.5993541145
pcoli__pmTPH__2,0.6936233194,0.37152720850000004
pcoli__RFC__1,6.5331959677,-0.2725549275
pcoli__RFC__2,6.3546882014,-0.3101009655
pcoli__RFCctrl__1,4.5823370187,-0.4619062305
pcoli__RFCctrl__2,4.6780881699,-0.5137800815
pcoli__RFCnopause__1,4.9950741412,-0.3151013425
pcoli__RFCnopause__2,5.8299064086,-0.7001429765
pcoli__RFCpluspause__1,6.449745528,-0.2384581905
pcoli__RFCpluspause__2,7.0203843586,0.0160978505
pcoli__rnCOMT_sol__1,6.3309710873,-0.5309690095
pcoli__rnCOMT_sol__2,5.7476111345,-0.2203561825
pcoli__rnPNMT__1,3.2617774974,0.1593868135
pcoli__rnPNMT__2,1.1147776043,0.2859621365
pcoli__rnTDC__1,6.1844376206,0.2879429405
pcoli__rnTDC__2,6.1346369326,0.1778772445
pcoli__rnTDC_trunc__1,3.2412436056000002,0.2447533995
pcoli__rnTDC_trunc__2,3.1710990414999998,0.2681867545
pcoli__saCOMT_T2A__1,6.4090909032,0.39199783650000003
pcoli__saCOMT_T2A__2,6.1323395794,0.2105808025
pcoli__sfCOMT__1,7.3299187559,-0.1410711095
pcoli__sfCOMT__2,7.4946606631,-0.0728540525
pcoli__sgAANAT_D63G__1,5.9747892375,0.2630648605
pcoli__sgAANAT_D63G__2,5.7748664316,0.0626086515
pcoli__ssDDC__1,6.4282803906,0.21928796750000001
pcoli__ssDDC__2,6.5203221845,0.3285882755
pcoli__TP53B__1,5.7039665336,0.0673764195
pcoli__TP53B__2,5.4503582863,0.1938112085
pcoli__WT__1,6.8173785755,-0.0438922715
pcoli__WT__2,6.4672557209,0.2111808665
cck__glu_ale4__1,8.9855548203,0.3509639895
cck__glu_ale4__2,9.3653153633,-0.4232787545
cck__cck_ale1__1,9.7176763594,-0.6231444055
cck__cck_ale1__2,9.7814693949,-0.18579032950000002
cck__cck_ale2__1,9.5307034902,-0.2465269605
cck__cck_ale2__2,9.6177950756,-0.3323593715
cck_pgi__gmos_delpgi__1,0.5645515421,0.1220357405
cck_pgi__gmos_delpgi__2,0.8164947834,0.6743364795
cck_pgi__pgi_ale1__1,0.4927949177,0.9404724475
cck_pgi__pgi_ale1__2,0.6846529301000001,0.1826780815
cck_pgi__pgi_ale2__2,0.6453102446,0.17295968850000001
cck_pgi__pgi_ale3__1,0.5491031190000001,0.6348459435
cck_pgi__pgi_ale3__2,0.5179105134,0.2006337625
cck_pgi__pgi_ale4__1,0.2272985221,-0.0010978375000000001
cck_pgi__pgi_ale4__2,0.24812302790000001,-0.44328787750000004
cck_pgi__pgi_ale4__3,0.6568332405,-0.23669413350000001
cck_pgi__pgi_ale5__1,0.8351733536,0.39844853150000004
cck_pgi__pgi_ale5__2,1.1508622905,0.3385861985
cck_pgi__pgi_ale6__1,0.1092343912,0.6118672745
cck_pgi__pgi_ale6__2,0.6525821198,0.2662726545
cck_pgi__pgi_ale7__1,-0.0118911008,0.5879165225
cck_pgi__pgi_ale7__2,0.2749175897,0.18679428150000002
cck_pgi__pgi_ale8__1,0.8138106751,-0.0349188895
cck_pgi__pgi_ale8__2,0.5746936885,-0.1698341475
cck_sdh__gmos_delsdhCB__1,9.6591927445,0.30122527050000003
cck_sdh__gmos_delsdhCB__2,9.4420293457,-0.4112911695
cck_sdh__sdh_ale1__1,8.1248819047,-0.5247880445
cck_sdh__sdh_ale1__2,8.7282080617,-0.5433011535
cck_sdh__sdh_ale2__1,8.867921237000001,-0.4336804105
cck_sdh__sdh_ale3__2,8.9725844449,-0.7991838035000001
cck_sdh__sdh_ale3__1,9.0508952776,-0.4987759055
cck_sdh__sdh_ale3__3,8.7681278199,-0.6236398385
cck_pts__gmos_delptsHIcrr__2,0.8255654591,-0.059923737500000004
cck_pts__gmos_delptsHIcrr__1,1.2343132356,-0.37743489350000003
cck_pts__pts_ale1__2,1.4064084671,-1.5466919315
cck_pts__pts_ale1__1,1.0056854298,-1.2987185405
cck_pts__pts_ale2__2,1.9293614393,-0.6185045135
cck_pts__pts_ale2__1,2.6964026668,-0.5307721945
cck_pts__pts_ale3__2,1.3748824728,-2.0243083945
cck_pts__pts_ale3__1,1.4469828415000001,-1.4226642605
cck_pts__pts_ale4__2,2.6203799162,-0.3115091565
cck_pts__pts_ale4__1,2.8162548736,-0.1491855625
cck_gnd__gmos_delgnd__1,9.1599066363,-0.0388794915
cck_gnd__gmos_delgnd__2,8.340627693,-0.028472029500000003
cck_gnd__gnd_ale1__1,10.0535851164,-0.2379724345
cck_gnd__gnd_ale1__2,10.1672229779,-0.37642024150000003
cck_gnd__gnd_ale2__1,9.6675858477,-0.6073415475
cck_gnd__gnd_ale2__2,9.4070570757,-0.3320290335
cck_gnd__gnd_ale3__1,9.9797631141,-0.3435523895
cck_gnd__gnd_ale3__2,10.4142245198,-0.3327477145
cck_tpiA__gmos_deltpiA__1,1.4338067812,1.0121568095
cck_tpiA__gmos_deltpiA__2,1.3381421884,0.8569131875
cck_tpiA__tpiA_ale1__1,0.46152486870000003,0.42218264650000004
cck_tpiA__tpiA_ale1__2,0.6819508717,0.4371515395
cck_tpiA__tpiA_ale2__1,0.47935422320000004,0.9173458845
cck_tpiA__tpiA_ale2__2,1.4574828262000001,0.6910783185
cck_tpiA__tpiA_ale3__1,1.1092720156,0.3283099055
cck_tpiA__tpiA_ale3__2,0.3513604671,0.3360223735
cck_tpiA__tpiA_ale4__1,1.2904357423000001,0.2872065125
cck_tpiA__tpiA_ale4__2,1.1142856759,0.4854060685
acid_tale__acid_ale1_pH7__1,6.4347025056,-0.2617653175
acid_tale__acid_ale1_pH7__2,6.618736681,-0.42722700150000004
acid_tale__acid_ale1_pH5__1,2.4908336496,0.020166489500000002
acid_tale__acid_ale1_pH5__2,2.7176136349,0.38269619050000003
acid_tale__acid_ale2_pH7__1,1.0966411039,0.2701828355
acid_tale__acid_ale2_pH7__2,1.2606471055,0.1422187215
acid_tale__acid_ale2_pH5__1,6.3649353106,-0.0771159505
acid_tale__acid_ale2_pH5__2,7.2967961784,-0.8330959435
acid_tale__low_Mg_ale_pH7__1,0.45690107700000004,0.3502432555
acid_tale__low_Mg_ale_pH7__2,0.5152882138,0.1503589355
acid_tale__low_Mg_ale_pH5__1,3.7524559619,0.22647574450000002
acid_tale__low_Mg_ale_pH5__2,4.3824200803,0.0963821145
acid_tale__MES_ale_pH7__1,2.4837581461,0.3202583425
acid_tale__MES_ale_pH7__2,2.554414822,0.2711329595
acid_tale__MES_ale_pH5__1,5.1306777151,-0.0773292585
acid_tale__MES_ale_pH5__2,3.4504287344,-0.16794959750000002
acid_tale__gmos_pH7__1,1.9648579893,0.1433051395
acid_tale__gmos_pH7__2,1.8471787380000002,0.1936166265
acid_tale__gmos_pH5__1,5.1537772094,0.2701505265
acid_tale__gmos_pH5__2,4.9198363775,0.2700605285
adnB__wt_adn__1,-1.1540489371,0.2464672695
adnB__wt_adn__2,-0.6099339854,-0.0875259245
adnB__delydhB_adn__1,-1.5052826585,-0.09337885750000001
adnB__delydhB_adn__2,-0.6237786125,0.14762948450000002
ytf2__wt_glc__1,-0.868022401,0.1721272265
ytf2__wt_glc__2,-0.42338456830000004,0.22614817250000002
ytf2__ybcM_glc__1,0.2865425524,-0.3877529175
ytf2__ybcM_glc__2,0.6533308877,-0.6263563285
ytf2__ydhB_glc__1,0.5266639035,-0.4188212175
ytf2__ydhB_glc__2,0.20153619590000002,-0.6316725075
ytf2__yfeC_glc__1,-0.4028189505,-0.6365914315
ytf2__yfeC_glc__2,0.1113274445,-0.6213197205000001
ytf2__yciT_glc__1,-0.3817355826,0.1622189385
ytf2__yciT_glc__2,-0.12413899310000001,0.2138596775
ytf2__ydiZ_glc__1,-0.43086699110000004,0.2576617815
ytf2__ydiZ_glc__2,-0.1225635286,0.1918900285
ytf2__ynfL_glc__1,-0.1711188786,0.2893279225
ytf2__ynfL_glc__2,-0.21006108810000002,0.27160830350000004
misc2__dellon_glc__1,0.7989660057,-0.4935082645
misc2__dellon_glc__2,0.7470427645000001,-0.2237357255
ytf3__wt_glc2__1,0.0413702771,0.1199496855
ytf3__wt_glc2__2,0.20061888860000002,0.2237965785
ytf3__wt_pH7_lactate__1,1.3760562570000001,0.1432116795
ytf3__wt_pH7_lactate__2,1.5539285834,0.0899342375
ytf3__wt_pH55_lactate__1,8.2339251359,0.0026154565
ytf3__wt_pH55_lactate__2,7.7950484023,0.3003739045
ytf3__wt_pH55_HCl__1,5.2737670063,0.1954974525
ytf3__wt_pH55_HCl__2,5.3491222517,0.15728126150000002
ytf3__dyieP_pH7__1,1.7137241124,0.09650283250000001
ytf3__dyieP_pH7__2,2.0153774204,0.2388305795
ytf3__dyieP_pH55__1,3.7149560597,0.2721169605
ytf3__dyieP_pH55__2,3.6885199824,0.5351181715000001
