,A,LexA
hot_tale__hot_ale10_37c__2,-0.2555263292,0.10444323200000001
hot_tale__hot_ale10_44c__1,0.5792462641,0.628197038
hot_tale__hot_ale10_44c__2,0.5310513493,0.654119156
hot_tale__hot_ale16_30c__1,-0.7885474012,0.573776264
hot_tale__hot_ale16_30c__2,-0.8935373560000001,0.5458327780000001
hot_tale__hot_ale16_37c__1,-0.4865010099,0.10055358
hot_tale__hot_ale16_37c__2,-0.5295953528,0.029395194000000003
hot_tale__hot_ale16_44c__1,-0.0549806763,0.726543059
hot_tale__hot_ale16_44c__2,-0.13338385930000002,0.892356935
pdhr_ale__pdhR-13_51__1,-1.4810392007,0.08354657800000001
pdhr_ale__pdhR-13_51__2,-1.2153568367,0.066359687
pdhr_ale__pdhR-14_46__1,-0.36374644240000004,0.12053773
pdhr_ale__pdhR-14_46__2,-0.34546239030000003,0.268666355
pdhr_ale__pdhR-15_51__1,-0.9630748703,0.033798612
pdhr_ale__pdhR-15_51__2,-0.9618795163,0.119747745
pdhr_ale__pdhR-16_49__1,-0.2803372847,-0.004409084000000001
pdhr_ale__pdhR-16_49__2,-0.9044803272,-0.14994353900000001
tcs__del_atoC_LiAcet__1,0.24973200820000002,0.7430947790000001
tcs__del_atoC_LiAcet__2,0.5002298937,0.838165751
tcs__del_atoC_LiCl__1,0.3734219295,0.758878526
tcs__del_atoC_LiCl__2,0.0343238814,0.784316942
tcs__del_atoC_m9__1,0.4074340561,0.9174851180000001
tcs__del_atoC_m9__2,0.3685434882,0.915885645
tcs__del_baeR_etoh__1,1.847126454,0.431569874
tcs__del_baeR_etoh__2,1.8632638532999999,0.5374204410000001
tcs__del_baeR_lb__1,0.6146956,0.461893653
tcs__del_baeR_lb__2,0.5838991533,0.516842429
tcs__del_btsR_01xlb__1,1.7134996298,0.151258787
tcs__del_btsR_01xlb__2,1.6033403960000001,0.21282789400000002
tcs__del_btsR_lb__1,-0.0262737099,1.321834941
tcs__del_btsR_lb__2,0.1013476891,1.302982138
tcs__del_btsR_pyruvate__1,1.9477673814,0.175891989
tcs__del_btsR_pyruvate__2,1.8816594471,0.16983903
tcs__del_cpxR_etoh__1,1.6257817499,0.573671362
tcs__del_cpxR_etoh__2,1.6671019197999999,0.622396597
tcs__del_cpxR_lb__1,1.5327949494,0.7136152060000001
tcs__del_cpxR_lb__2,1.2557202708,0.6772036250000001
tcs__del_cusR_CuSO4__1,0.1724911797,0.952422278
tcs__del_cusR_CuSO4__2,0.0697803044,1.113947865
tcs__del_cusR_lb__1,1.4890103362,1.538881982
tcs__del_cusR_lb__2,1.2411445571,1.633993306
tcs__del_kdpE_01-kcl__1,0.1884629422,-0.115971343
tcs__del_kdpE_01-kcl__2,-0.0520775876,0.041322337
tcs__del_kdpE_115-kcl__1,0.1271214696,-0.06629359900000001
tcs__del_kdpE_115-kcl__2,0.5589178570000001,0.129336674
tcs__del_phoB_m9__1,0.34302628820000003,0.7337888
tcs__del_phoB_m9__2,0.14409823100000002,0.7811951490000001
tcs__del_phoB_m9p__1,3.1227610506,0.9082609540000001
tcs__del_phoB_m9p__2,3.2179806697,0.9050269630000001
tcs__del_rcsB_etoh__1,1.7385134691,0.15159827
tcs__del_rcsB_etoh__2,1.2566395237,0.114181394
tcs__del_rcsB_lb__1,0.5541951729,0.42634589100000003
tcs__del_rcsB_lb__2,0.9824560518000001,0.412236998
tcs__del_zraR_lb__1,-1.5465210014,0.7656250760000001
tcs__del_zraR_lb__2,-1.3751207027,0.67046699
tcs__del_zraR_zncl2__1,-1.2041049171,0.692050609
tcs__del_zraR_zncl2__2,-1.1556998886,0.645044272
tcs__wt_01-kcl__1,0.3732716447,0.259103434
tcs__wt_01-kcl__2,0.4950387009,0.253349388
tcs__wt_01xlb__1,1.2221467445,0.04260404
tcs__wt_01xlb__2,1.3629278234,0.059490172
tcs__wt_115-kcl__1,-0.3267476339,-0.054000562
tcs__wt_115-kcl__2,0.0663842161,-0.035869065000000006
tcs__wt_CuSO4__1,-0.0748263837,0.9306101290000001
tcs__wt_CuSO4__2,-0.2217698763,0.9776576830000001
tcs__wt_etoh__1,-0.1180599033,-0.23119144400000002
tcs__wt_etoh__2,-0.5267154982,-0.141167277
tcs__wt_lb__1,-0.1898251391,0.139757408
tcs__wt_lb__2,0.29487781750000003,0.19692742900000001
tcs__wt_LiAcet__1,-0.21588515020000001,0.582440103
tcs__wt_LiAcet__2,-0.0045890973,0.5899629590000001
tcs__wt_LiCl__1,0.0947173993,0.754916079
tcs__wt_LiCl__2,0.33695132170000003,0.703864948
tcs__wt_m9p__1,2.7976761052,1.0711211330000001
tcs__wt_m9p__2,3.0179673557,1.086582139
tcs__wt_pyr__1,1.1228012891,0.028065392
tcs__wt_pyr__2,1.1831570888,0.039227753000000004
tcs__wt_zncl2__1,-1.0330897701,0.82823835
tcs__wt_zncl2__2,-1.0515452236,0.776266215
ros_tale__1_112_0pq__1,5.2401570261,1.402905576
ros_tale__1_112_0pq__2,5.2745710628,1.5526636630000001
ros_tale__1_112_250pq__1,5.1460584291,1.879341438
ros_tale__1_112_250pq__2,5.2141720210999996,1.540577949
ros_tale__1_112_750pq__1,4.9258689037,1.6872916070000001
ros_tale__1_112_750pq__2,4.9727601338,1.8444533889999999
ros_tale__1_112_750pq__3,5.0336162005,1.833111357
ros_tale__3_76_0pq__1,1.4483174672,0.966873182
ros_tale__3_76_0pq__2,1.44395871,0.9863749780000001
ros_tale__3_76_0pq__3,1.6578740569,0.995187652
ros_tale__3_76_0pq__4,1.135331076,1.095692393
ros_tale__3_76_250pq__1,12.1305367939,3.066488718
ros_tale__3_76_250pq__2,10.4758060347,2.869647048
ros_tale__3_76_750pq__1,9.4414826402,2.918263068
ros_tale__3_76_750pq__2,15.0285554541,3.050926238
ros_tale__7_103_0pq__1,4.1379507022,2.3521298
ros_tale__7_103_0pq__2,3.6201157546,2.205672209
ros_tale__7_103_0pq__3,3.4866656585999998,2.593869795
ros_tale__7_103_0pq__4,3.3876188155999998,2.448905092
ros_tale__7_103_250pq__1,2.9095041497,1.9450822950000002
ros_tale__7_103_250pq__2,2.3224940683,2.020552326
ros_tale__7_103_750pq__1,2.5831440173,1.8035812999999998
ros_tale__7_103_750pq__2,2.5327854492,1.8953976780000001
ros_tale__9_77_0pq__1,8.5100265654,2.754088778
ros_tale__9_77_0pq__2,8.4778303361,2.836806998
ros_tale__9_77_250pq__1,10.7318335291,3.204901998
ros_tale__9_77_250pq__2,11.4527063724,3.551763308
ros_tale__9_77_750pq__1,10.1714414942,2.929201048
ros_tale__9_77_750pq__2,10.896868058799999,2.9869017380000003
ros_tale__11_83_0pq__1,5.1434789158,1.746261401
ros_tale__11_83_0pq__2,4.8202063643,1.6355483620000002
ros_tale__11_83_250pq__1,5.5433972457,1.683905545
ros_tale__11_83_250pq__2,5.517427625,1.840069979
ros_tale__11_83_750pq__1,6.5496208449,1.976506048
ros_tale__11_83_750pq__2,6.1193866849,2.089847127
ros_tale__13_87_0pq__1,4.7521359964,1.980057664
ros_tale__13_87_0pq__2,4.2951080046,1.8662496530000001
ros_tale__13_87_250pq__1,4.8236175447,2.048261793
ros_tale__13_87_250pq__2,4.4015805375,1.956661884
ros_tale__13_87_750pq__1,5.3601217735,2.21202542
ros_tale__13_87_750pq__2,5.4980717866,2.160710999
ros_tale__14_27_0pq__1,3.6394700548000003,2.362118684
ros_tale__14_27_0pq__2,3.4374794485,2.233470521
ros_tale__14_27_250pq__1,3.8156864724,2.234646761
ros_tale__14_27_250pq__2,3.203452122,2.129810427
ros_tale__14_27_750pq__1,4.5488864233,1.9679109970000002
ros_tale__14_27_750pq__2,5.3071547052,1.9270447970000002
ros_tale__16_28_250pq__1,1.2416876916,0.366254758
ros_tale__16_28_250pq__2,0.9135593761,0.40652350600000003
ros_tale__16_32_0pq__1,4.2037985892,1.952158823
ros_tale__16_32_0pq__2,4.348406695,2.092971457
ros_tale__16_32_0pq__3,-0.2455679523,0.235592088
ros_tale__16_32_0pq__4,0.1407809523,0.281863273
ros_tale__16_32_250pq__1,-0.2221151067,0.205200496
ros_tale__16_32_250pq__2,-0.3325033846,0.267552265
ros_tale__16_32_750pq__1,3.8207989806000002,1.628375614
ros_tale__16_32_750pq__2,4.3180670963,1.866799721
ros_tale__17_104_0pq__1,4.9518565015,1.939030731
ros_tale__17_104_0pq__2,5.0116043727,2.024789137
ros_tale__17_104_250pq__1,3.2531317048,1.798688457
ros_tale__17_104_250pq__2,4.3101328996,2.246997891
ros_tale__17_104_250pq__3,4.717003783,2.366361422
ros_tale__17_104_250pq__4,4.2279094603,2.100979348
ros_tale__17_104_750pq__1,5.3096795826,2.273689561
ros_tale__17_104_750pq__2,5.1057153112,2.082339451
ros_tale__18_24_250pq__1,1.021790377,0.672789132
ros_tale__18_24_250pq__2,0.9171151554,0.46092338200000005
ros_tale__18_36_0pq__1,4.6049412157,2.384271851
ros_tale__18_36_0pq__2,4.4170821025,2.475803901
ros_tale__18_36_0pq__3,0.3027158816,0.273260663
ros_tale__18_36_0pq__4,0.48212078890000004,0.09138797700000001
ros_tale__18_36_250pq__1,0.0165506749,0.051251962000000005
ros_tale__18_36_250pq__2,-0.29269433570000003,0.12121218400000001
ros_tale__18_36_750pq__1,4.6077334102,1.83160679
ros_tale__18_36_750pq__2,5.0972602758,1.8019790370000002
ros_tale__19_91_0pq__1,4.7126556464,2.394098304
ros_tale__19_91_0pq__2,4.3527039604,2.360587982
ros_tale__19_91_250pq__1,4.1292148706,2.561595144
ros_tale__19_91_250pq__2,4.2019640755,2.683039538
ros_tale__19_91_750pq__1,4.3602350555000005,2.440057198
ros_tale__19_91_750pq__2,5.8674360317000005,2.388203252
ros_tale__19_91_750pq__3,3.7296501323999998,2.728666898
ros_tale__19_91_750pq__4,4.5429859299,2.590201215
ros_tale__21_97_0pq__1,5.1010178791,2.147728665
ros_tale__21_97_0pq__2,4.3265395567,2.245171809
ros_tale__21_97_250pq__1,4.0991931326,2.220674137
ros_tale__21_97_250pq__2,4.0312735749,2.183112435
ros_tale__21_97_750pq__1,4.1997738993,2.277722202
ros_tale__21_97_750pq__2,3.8051366104,2.1736869580000002
ros_tale__25_111_0pq__1,4.8210721244,1.6817330890000002
ros_tale__25_111_0pq__2,5.0375507316,2.021713038
ros_tale__25_111_250pq__1,5.2292022519,1.7430217350000001
ros_tale__25_111_250pq__2,5.5834768463,1.862556309
ros_tale__25_111_750pq__1,5.4314422931,1.912054977
ros_tale__25_111_750pq__2,4.2359781509,1.891206048
ros_tale__29_119_0pq__1,7.6452896903,2.523638161
ros_tale__29_119_0pq__2,7.3412794587,2.5501965970000002
ros_tale__29_119_250pq__1,6.7296819418,2.298012621
ros_tale__29_119_250pq__2,6.5679295022,2.067085165
ros_tale__29_119_750pq__1,7.21370857,2.408607295
ros_tale__29_119_750pq__2,7.1853592531,2.36412855
ros_tale__ALE4_0pq__1,0.6457321741000001,0.21433227300000002
ros_tale__ALE4_0pq__2,0.2458475038,0.112185371
ros_tale__ALE4_250pq__1,1.5322993187,0.894226991
ros_tale__ALE4_250pq__2,1.5037356769999999,0.8971669590000001
pcoli__atASMT_325G__1,-0.2035868452,0.44324524200000004
pcoli__atASMT_325G__2,-0.3272580692,0.443767104
pcoli__bpTDC__1,0.0746590579,0.40899706
pcoli__bpTDC__2,0.13518000200000002,0.341586738
pcoli__BRCA__1,0.2007417596,0.710170739
pcoli__BRCA__2,-0.1791742318,0.63359921
pcoli__BRCActrl__1,1.2774845022,0.626705438
pcoli__BRCActrl__2,2.0333916773,0.777136704
pcoli__BRCAswap__1,-0.2981313342,0.49215423500000005
pcoli__BRCAswap__2,-0.2671228069,0.5592718210000001
pcoli__btAANAT__1,-0.2920579769,0.377750276
pcoli__btAANAT__2,-0.0977950607,0.46120197100000004
pcoli__btASMT__1,-0.27818332160000003,0.379398469
pcoli__btASMT__2,-0.269707485,0.39034568900000005
pcoli__CC1__1,-0.3021915584,0.42506098400000003
pcoli__CC1__2,-0.22536492160000002,0.45105149
pcoli__ccCOMT__1,-0.2590118259,0.46735422400000004
pcoli__ccCOMT__2,-0.2866523528,0.514278338
pcoli__ckDDC__1,0.2586996526,0.41994798
pcoli__ckDDC__2,0.8042570027,0.33297187
pcoli__CNTF_belt__1,-0.3687929286,0.32207134400000004
pcoli__CNTF_belt__2,-0.4737736527,0.329724038
pcoli__cobPNMT__1,-0.48206748250000003,0.395097915
pcoli__cobPNMT__2,-0.5314209946,0.304801478
pcoli__cvPhhB__1,-0.017528192800000002,0.572972743
pcoli__cvPhhB__2,-0.14115675290000002,0.698191289
pcoli__ggAANAT__1,-0.0373993215,0.36757423
pcoli__ggAANAT__2,-0.0116439812,0.48234079900000004
pcoli__ggTPH__1,-0.3850722613,0.390159754
pcoli__ggTPH__2,0.06552927480000001,0.483686812
pcoli__hsAANAT__1,1.1441602277,0.43066835600000003
pcoli__hsAANAT__2,0.3674439178,0.410241974
pcoli__hsASMT__1,-0.119653675,0.508184626
pcoli__hsASMT__2,0.2899371975,0.516148717
pcoli__hsPNMT_mb__1,-0.2728623699,0.293877375
pcoli__hsPNMT_mb__2,-0.24977723140000002,0.407459917
pcoli__hsTPH__1,-0.1746684054,0.401266304
pcoli__hsTPH__2,-0.1156678893,0.523330254
pcoli__hsTPH_E2K__1,0.23081365250000002,0.4730163
pcoli__hsTPH_E2K__2,0.6312555652,0.29442269800000004
pcoli__hsTPH_E2K_N91I_P99C__1,-0.10508132390000001,0.500276063
pcoli__hsTPH_E2K_N91I_P99C__2,-0.2512902229,0.5602870480000001
pcoli__hsTPH_N158trunc__1,1.2861492047,0.505346861
pcoli__hsTPH_N158trunc__2,1.3840654948,0.463468205
pcoli__hsTPH_N174trunc__1,-0.5057294549,0.49701281900000005
pcoli__hsTPH_N174trunc__2,0.3570820876,0.578932489
pcoli__hsTPH_Ntermtrunc__1,2.3319549063,0.61168851
pcoli__hsTPH_Ntermtrunc__2,1.1514133794,0.809926019
pcoli__hsTPH1__1,-0.16712141300000002,0.46543307300000003
pcoli__hsTPH1__2,-0.21520184320000002,0.489779927
pcoli__MBP__1,0.6521347515,0.686618763
pcoli__MBP__2,1.5107068236,0.5802293590000001
pcoli__msCOMT__1,0.41525577150000004,0.680310089
pcoli__msCOMT__2,0.5014307565,0.6993099620000001
pcoli__ocAANAT__1,-0.0467570173,0.378386225
pcoli__ocAANAT__2,-0.0023932284,0.32136485200000003
pcoli__osTDC_K374H__1,0.9550126172000001,0.873602167
pcoli__osTDC_K374H__2,1.0904288289,0.9685426420000001
pcoli__osTDC_K374L__1,1.0760414581,0.709767472
pcoli__osTDC_K374L__2,1.1451471489,0.7092538540000001
pcoli__osTDC_K374Q__1,-0.4503661198,0.436491958
pcoli__osTDC_K374Q__2,-0.3743861288,0.34740267700000005
pcoli__osTDC_L360V__1,-0.3492542752,0.43494485600000005
pcoli__osTDC_L360V__2,0.2802344526,0.485489129
pcoli__pmTPH__1,0.7070517929,0.520461163
pcoli__pmTPH__2,1.0456608166,0.476634153
pcoli__RFC__1,1.6583513266,0.6857347840000001
pcoli__RFC__2,2.1433727799,0.690251701
pcoli__RFCctrl__1,0.3139962159,0.283796462
pcoli__RFCctrl__2,0.3329169483,0.318846145
pcoli__RFCnopause__1,0.5612871561,0.5326130170000001
pcoli__RFCnopause__2,1.3329477074,0.401186256
pcoli__RFCpluspause__1,1.4243292538,0.287039981
pcoli__RFCpluspause__2,1.7054307318,0.304346391
pcoli__rnCOMT_sol__1,0.33230983550000004,0.5099367770000001
pcoli__rnCOMT_sol__2,-0.1240455518,0.46994618200000005
pcoli__rnPNMT__1,1.000260915,0.578818281
pcoli__rnPNMT__2,1.1434822483,0.418242424
pcoli__rnTDC__1,0.043451513000000004,0.596904808
pcoli__rnTDC__2,-0.1000695907,0.591246858
pcoli__rnTDC_trunc__1,1.0535983953,0.8518085999999999
pcoli__rnTDC_trunc__2,1.5023650121,1.04334279
pcoli__saCOMT_T2A__1,-0.10914742250000001,0.549102603
pcoli__saCOMT_T2A__2,-0.1775403055,0.48205884
pcoli__sfCOMT__1,-0.2780265749,0.322218559
pcoli__sfCOMT__2,-0.09399436400000001,0.333066216
pcoli__sgAANAT_D63G__1,-0.3917443855,0.391339861
pcoli__sgAANAT_D63G__2,-0.6313670023,0.366597602
pcoli__ssDDC__1,-0.3345748477,0.529356905
pcoli__ssDDC__2,0.1743986421,0.5714274020000001
pcoli__TP53B__1,-0.1676233926,0.36990145700000004
pcoli__TP53B__2,-0.058605395000000005,0.454903522
pcoli__WT__1,1.1376873446,0.13774909500000002
pcoli__WT__2,0.7550472948,0.07698666300000001
cck__glu_ale4__1,0.21859343750000002,0.47539561900000005
cck__glu_ale4__2,-0.0596734147,0.373151259
cck__cck_ale1__1,0.1249625572,0.24007982500000002
cck__cck_ale1__2,-0.1149265837,0.232525957
cck__cck_ale2__1,0.293646522,0.279064659
cck__cck_ale2__2,0.13982322260000002,0.28091718400000004
cck_pgi__gmos_delpgi__1,-0.09460732520000001,0.22000676300000002
cck_pgi__gmos_delpgi__2,0.0960719393,0.057864938000000005
cck_pgi__pgi_ale1__1,-1.0095275177,0.175067305
cck_pgi__pgi_ale1__2,-0.5142159923,0.33114380600000004
cck_pgi__pgi_ale2__1,-0.7061164828000001,0.31714058100000003
cck_pgi__pgi_ale3__1,0.38711174330000003,0.264659244
cck_pgi__pgi_ale3__2,0.1373198199,0.363554837
cck_pgi__pgi_ale4__1,0.5211807695,0.339386797
cck_pgi__pgi_ale4__2,0.5589064477,0.23366666400000002
cck_pgi__pgi_ale4__3,0.548260839,0.28118650900000003
cck_pgi__pgi_ale5__1,-0.7461549737000001,0.30640682
cck_pgi__pgi_ale5__2,-0.6317155529,0.341588471
cck_pgi__pgi_ale6__1,0.0318033738,0.354510786
cck_pgi__pgi_ale6__2,-0.111958475,0.389117105
cck_pgi__pgi_ale7__1,0.3296884452,0.47159129600000005
cck_pgi__pgi_ale7__2,-0.0162650761,0.507952747
cck_pgi__pgi_ale8__1,0.3799613403,0.254352073
cck_pgi__pgi_ale8__2,0.0740044955,0.232492788
cck_sdh__gmos_delsdhCB__1,0.5609242792,0.7237617270000001
cck_sdh__gmos_delsdhCB__2,0.8444191465,0.8981485720000001
cck_sdh__sdh_ale1__1,-0.1015744943,0.46255890800000005
cck_sdh__sdh_ale1__2,-0.1324370139,0.524514531
cck_sdh__sdh_ale2__1,0.1752667701,0.500102127
cck_sdh__sdh_ale3__1,0.0954838986,0.46301137000000003
cck_sdh__sdh_ale3__2,0.10507574930000001,0.33269639
cck_sdh__sdh_ale3__3,-0.0665031246,0.334421263
cck_pts__gmos_delptsHIcrr__1,3.1777323724,1.045634925
cck_pts__gmos_delptsHIcrr__2,3.4120618441,0.844706858
cck_pts__pts_ale1__1,3.2317647351,0.5436512960000001
cck_pts__pts_ale1__2,3.7459881591,0.6375275610000001
cck_pts__pts_ale2__1,1.5026543443,0.19748378600000002
cck_pts__pts_ale2__2,1.6704743765,0.14651713600000002
cck_pts__pts_ale3__1,10.0282093896,1.5967926650000002
cck_pts__pts_ale3__2,8.8319693493,1.540845908
cck_pts__pts_ale4__1,1.0273459793,0.240477244
cck_pts__pts_ale4__2,0.49672691080000003,0.288209331
cck_gnd__gmos_delgnd__1,0.29282847840000004,0.24666932
cck_gnd__gmos_delgnd__2,0.3542229576,0.19954337100000002
cck_gnd__gnd_ale1__1,-0.14182238120000001,0.111206916
cck_gnd__gnd_ale1__2,-0.0108877247,0.115650419
cck_gnd__gnd_ale2__1,0.3072173808,0.12952955800000002
cck_gnd__gnd_ale2__2,0.0596466223,0.141650902
cck_gnd__gnd_ale3__1,-0.18128719370000002,0.063236951
cck_gnd__gnd_ale3__2,0.1075511621,0.10264374
cck_tpiA__gmos_deltpiA__1,0.8072921115,0.19702428200000002
cck_tpiA__gmos_deltpiA__2,-0.8432308903,0.19569002300000002
cck_tpiA__tpiA_ale1__1,2.3431275486,0.7409753560000001
cck_tpiA__tpiA_ale1__2,2.8447640676,0.7964653220000001
cck_tpiA__tpiA_ale2__1,2.5967113651,0.616544654
cck_tpiA__tpiA_ale2__2,2.5211707604,0.750592985
cck_tpiA__tpiA_ale3__1,2.1945318318,0.9402163290000001
cck_tpiA__tpiA_ale3__2,1.8046449125000001,1.158571133
cck_tpiA__tpiA_ale4__1,1.7671584052,0.74214796
cck_tpiA__tpiA_ale4__2,1.6500928965,0.676477377
acid_tale__acid_ale1_pH7__1,0.12839972930000002,0.590908694
acid_tale__acid_ale1_pH7__2,0.5350997024,0.48929904100000005
acid_tale__acid_ale1_pH5__1,1.305761635,0.898034101
acid_tale__acid_ale1_pH5__2,1.0698182561,0.9006231910000001
acid_tale__acid_ale2_pH7__1,0.2907672642,0.44252288300000003
acid_tale__acid_ale2_pH7__2,0.1724094028,0.38645792300000004
acid_tale__acid_ale2_pH5__1,0.4285899151,0.258387207
acid_tale__acid_ale2_pH5__2,1.1616877012,0.509464594
acid_tale__low_Mg_ale_pH7__1,-0.4035280365,0.6026496720000001
acid_tale__low_Mg_ale_pH7__2,-0.4255663598,0.45021719200000004
acid_tale__low_Mg_ale_pH5__1,0.39600306350000003,0.5841259280000001
acid_tale__low_Mg_ale_pH5__2,0.5032804231,0.44614150100000005
acid_tale__MES_ale_pH7__1,0.3459975219,0.31962439200000003
acid_tale__MES_ale_pH7__2,0.12465893280000001,0.404950558
acid_tale__MES_ale_pH5__1,-0.0029131631,0.040234026
acid_tale__MES_ale_pH5__2,0.0558786571,0.40436751400000004
acid_tale__gmos_pH7__1,0.08812544280000001,0.350136887
acid_tale__gmos_pH7__2,-0.1630779609,0.39714369600000005
acid_tale__gmos_pH5__1,-0.4414802169,0.39201112600000004
acid_tale__gmos_pH5__2,-0.11740970740000001,0.52655485
adnB__wt_adn__1,2.7061446126,0.689769827
adnB__wt_adn__2,0.8668746186,0.343985557
adnB__delydhB_adn__1,3.7678248124,0.378348846
adnB__delydhB_adn__2,2.3832169697,0.7918722650000001
ytf2__wt_glc__1,-0.6140502213,0.259697389
ytf2__wt_glc__2,-0.2895493187,0.11412190100000001
ytf2__ybcM_glc__1,-0.2559033287,0.43161946300000004
ytf2__ybcM_glc__2,-0.3145652974,0.496049395
ytf2__ydhB_glc__1,-0.5917167127,0.08388725500000001
ytf2__ydhB_glc__2,-0.0064629859,0.07065510400000001
ytf2__yfeC_glc__1,-0.4485906469,0.026410466
ytf2__yfeC_glc__2,-0.4824666895,0.06504684100000001
ytf2__yciT_glc__1,0.1856649656,0.30589074600000005
ytf2__yciT_glc__2,-0.2070028191,0.14916236800000002
ytf2__ydiZ_glc__1,-0.0499660852,0.17890293300000001
ytf2__ydiZ_glc__2,-0.18893233110000002,0.16294787800000002
ytf2__ynfL_glc__1,0.2186325336,0.30857717700000004
ytf2__ynfL_glc__2,-0.1483890745,0.313495275
misc2__dellon_glc__1,-0.2916326495,0.800144826
misc2__dellon_glc__2,-0.5491929718,0.813915346
ytf3__wt_glc2__1,-0.31383903080000003,0.340782735
ytf3__wt_glc2__2,-0.3452805868,0.281966481
ytf3__wt_pH7_lactate__1,-0.5149156017000001,0.191824562
ytf3__wt_pH7_lactate__2,-0.5699164257,0.20516332
ytf3__wt_pH55_lactate__1,-0.41326015180000003,0.091243819
ytf3__wt_pH55_lactate__2,-0.0655319065,0.135553064
ytf3__wt_pH55_HCl__1,-0.540611735,0.19627174500000003
ytf3__wt_pH55_HCl__2,-0.5546746538,0.143423932
ytf3__dyieP_pH7__1,-0.26160777550000003,0.317331804
ytf3__dyieP_pH7__2,-0.2609587041,0.248670297
ytf3__dyieP_pH55__1,-0.5303204314000001,-0.099379276
ytf3__dyieP_pH55__2,-0.3287641431,0.243288043
