,A,Crp,AscG
abx_media__m9_cef__1,2.591146869,-0.424559634,0.0937144605
abx_media__m9_cef__2,2.5835417325,-0.35219075800000005,-0.1474261255
abx_media__rpmi_cef__1,6.263104471,0.17718560300000002,0.3673681025
abx_media__rpmi_cef__2,6.5893599342,0.253641923,0.4014531725
abx_media__camhb_cef__1,3.943312273,-0.8382274850000001,-0.0971893315
abx_media__camhb_cef__2,3.5013229572,-0.903455694,-0.23060747950000002
abx_media__m9_cipro__1,0.9689362325,-0.296102011,-0.0953873215
abx_media__m9_cipro__2,1.0433046868,-0.23094071100000002,-0.2457330795
abx_media__rpmi_cipro__1,4.2118899971,-0.708797459,-0.3051284155
abx_media__rpmi_cipro__2,4.7157149266000005,-0.968107711,-0.2274276415
abx_media__camhb_cipro__1,1.7514179201000002,-1.356589447,-0.7319706835
abx_media__camhb_cipro__2,1.3597030366,-1.123683673,-0.6799437335
hot_tale__42c_ale3_30c__1,-1.0031578979,0.062207968,-0.4384114725
hot_tale__42c_ale3_30c__2,0.2107864974,0.01735881,-0.34796727250000004
hot_tale__42c_ale3_37c__1,-1.1265949487,0.43556652300000004,-0.0735503835
hot_tale__42c_ale3_37c__2,-2.0776563539,0.40063680300000004,-0.3001426195
hot_tale__42c_ale3_44c__1,-0.4833842815,0.37188534300000003,-0.0685457165
hot_tale__42c_ale3_44c__2,-1.2376794906,0.35534419300000003,0.1707314865
hot_tale__hot_ale3_mid_30c__1,-1.5436103476,0.739618883,-0.46661679250000004
hot_tale__hot_ale3_mid_30c__2,-1.9478597275,0.562500333,-0.2774294895
hot_tale__hot_ale3_mid_37c__1,-1.8641550572,0.5847484430000001,-0.2208171115
hot_tale__hot_ale3_mid_37c__2,-2.1276770234,0.18943374300000002,-0.6380899375
hot_tale__hot_ale3_mid_44c__1,-0.8381743994,-0.071245341,1.7570238265
hot_tale__hot_ale3_mid_44c__2,-0.4816650543,-0.002275453,0.11607175850000001
hot_tale__hot_ale3_30c__1,-1.1415086637,0.515020333,-0.5125071145
hot_tale__hot_ale3_30c__2,-2.1548418322,0.5286701730000001,-0.10355573850000001
hot_tale__hot_ale3_37c__1,-1.833982961,0.349377103,-0.4180897585
hot_tale__hot_ale3_37c__2,-1.739589711,0.396319383,-0.4846894825
hot_tale__hot_ale3_44c__1,-1.5512893294999999,0.286434483,0.33221799350000003
hot_tale__hot_ale3_44c__2,-1.9542896895,0.302318703,-0.1493575985
hot_tale__hot_ale4_30c__1,-0.7496155879,-0.059878781000000006,-0.5358253225
hot_tale__hot_ale4_30c__2,-0.1817639227,0.027680622000000002,-0.5865300805
hot_tale__hot_ale4_37c__1,-0.7396204336000001,-0.154360834,-0.5682777165
hot_tale__hot_ale4_37c__2,-0.40851763160000004,-0.04945323,-0.6795174785
hot_tale__hot_ale4_44c__1,-0.5920665762,0.164713793,0.3408265055
hot_tale__hot_ale4_44c__2,0.0806728278,0.075804102,0.1935874195
hot_tale__hot_ale8_30c__1,14.4624799383,-0.056768665,-0.8003872815
hot_tale__hot_ale8_30c__2,14.0486964246,-0.10699186200000001,-0.8632124665
hot_tale__hot_ale8_37c__1,13.3898915255,-0.007091699000000001,-0.8955348345
hot_tale__hot_ale8_37c__2,12.3537668464,-0.044047578000000004,-0.8343026905
hot_tale__hot_ale8_44c__1,11.3019310768,0.07381628,-0.2151690665
hot_tale__hot_ale8_44c__2,10.6516425788,0.140506256,-0.2293301725
hot_tale__hot_ale9_mid_30c__1,-1.0761663143,0.119931675,-0.5292248465
hot_tale__hot_ale9_mid_30c__2,-0.5936992548000001,0.10594186400000001,-0.6776228615000001
hot_tale__hot_ale9_30c__1,-0.8032622558,0.057352916000000004,-0.7814755185000001
hot_tale__hot_ale9_30c__2,0.0280024757,0.174084083,-0.4265071365
hot_tale__hot_ale9_mid_37c__1,-0.5205471691,-0.07088768,-0.6011226675
hot_tale__hot_ale9_mid_37c__2,-0.6070638806,0.028525377,-0.6199903005
hot_tale__hot_ale9_37c__1,-0.6459370510000001,0.032825572000000004,-0.4028711875
hot_tale__hot_ale9_37c__2,-0.43738452510000003,0.037217243000000004,-0.39703415350000004
hot_tale__hot_ale9_mid_44c__1,-0.1751236787,0.286125693,0.14858092150000002
hot_tale__hot_ale9_mid_44c__2,-1.0813917025,0.30561196300000004,0.08436307850000001
hot_tale__hot_ale9_44c__1,-0.1883247469,-0.027297961000000003,0.1889150885
hot_tale__hot_ale9_44c__2,-0.3207326729,-0.086313521,0.0677300255
hot_tale__hot_ale10_30c__1,-1.3459724084,0.23749544300000003,-0.5640865865
hot_tale__hot_ale10_30c__2,-1.3000579161,0.42203483300000005,-0.6993036285
hot_tale__hot_ale10_37c__1,-1.5907914492000002,0.06875389400000001,-0.20101530650000002
hot_tale__hot_ale10_37c__2,-1.3404678465,0.12083432100000001,-0.4310002115
hot_tale__hot_ale10_44c__1,-1.1187281436,-0.035753444,0.2837583645
hot_tale__hot_ale10_44c__2,-1.6475027892,0.110043497,0.6109501775
hot_tale__hot_ale16_30c__1,-1.1671982746,0.129309161,-0.2598331715
hot_tale__hot_ale16_30c__2,-0.9301574982,0.251086443,-0.2763714125
hot_tale__hot_ale16_37c__1,-0.9611346055000001,-0.022647861000000002,0.0753510955
hot_tale__hot_ale16_37c__2,-0.8728593155000001,-0.007290675000000001,0.2427158515
hot_tale__hot_ale16_44c__1,-0.6009260898000001,0.039920518,0.5058859785
hot_tale__hot_ale16_44c__2,0.1522788461,0.206041613,0.5573063275
pdhr_ale__pdhR-13_51__1,-1.3298612718,0.426042593,1.2220147925
pdhr_ale__pdhR-13_51__2,-0.9682600096,0.345369843,0.9454677765
pdhr_ale__pdhR-14_46__1,-0.7500671956,0.413744223,0.7235744765000001
pdhr_ale__pdhR-14_46__2,-0.7016274824000001,0.374689043,0.8172480035
pdhr_ale__pdhR-15_51__1,-0.646387406,0.208151253,0.6761380585
pdhr_ale__pdhR-15_51__2,-1.4584153764,0.291227723,0.8198099965000001
pdhr_ale__pdhR-16_49__1,-1.4379820451,0.35863981300000003,1.2836562355
pdhr_ale__pdhR-16_49__2,-0.8479858183000001,0.29102474300000003,1.0926265185
tcs__del_atoC_LiAcet__1,2.1756611077,0.372321163,1.0736431095
tcs__del_atoC_LiAcet__2,1.6737164413999999,0.554500683,0.9633358015000001
tcs__del_atoC_LiCl__1,1.2046098567,0.729717593,1.2582736525
tcs__del_atoC_LiCl__2,1.433190339,0.8032040530000001,1.1398914395
tcs__del_atoC_m9__1,1.3253294249,0.699493633,1.2321067285
tcs__del_atoC_m9__2,1.3420432109,0.8078232030000001,1.2680629255
tcs__del_baeR_etoh__1,1.0314497869,0.7253874130000001,-0.7584552945
tcs__del_baeR_etoh__2,1.3206118271,0.8432000030000001,-0.7353233855
tcs__del_baeR_lb__1,2.4274297291,0.45295403300000003,0.6997282235000001
tcs__del_baeR_lb__2,1.7755842695,0.513648663,0.6662923635
tcs__del_btsR_01xlb__1,4.3471767995,-1.00432669,-0.1582535425
tcs__del_btsR_01xlb__2,4.5780817668000005,-1.132510871,-0.1186849225
tcs__del_btsR_lb__1,1.4386178366,0.905930643,1.6706424725
tcs__del_btsR_lb__2,1.3595293599,0.882795573,1.5281706905
tcs__del_btsR_pyruvate__1,5.321152975,-1.207481932,-0.3294900045
tcs__del_btsR_pyruvate__2,4.9782352169,-1.260247428,-0.43151628950000004
tcs__del_cpxR_etoh__1,1.5081351874,1.209290043,-0.5394190145000001
tcs__del_cpxR_etoh__2,2.150264248,1.196778413,-0.3738101655
tcs__del_cpxR_lb__1,1.8582283813,0.560846033,0.9729508955
tcs__del_cpxR_lb__2,1.2522919763,0.640789563,0.8951649275
tcs__del_cusR_CuSO4__1,-0.5036335877,1.046254113,0.9920027915
tcs__del_cusR_CuSO4__2,0.2000409738,1.048489943,1.1195115435
tcs__del_cusR_lb__1,0.9073368479,0.995224693,1.4522249325
tcs__del_cusR_lb__2,0.7698696246000001,1.040602243,1.3140422765
tcs__del_kdpE_01-kcl__1,-0.5720970302,0.088105161,0.19672881650000001
tcs__del_kdpE_01-kcl__2,-0.7618772958000001,0.12273579200000001,0.2033097035
tcs__del_kdpE_115-kcl__1,-0.6788115383000001,0.04519701,0.5677520135
tcs__del_kdpE_115-kcl__2,-0.2079297047,-0.003365355,0.3999807675
tcs__del_phoB_m9__1,-0.1160691865,0.731063943,1.0466562435
tcs__del_phoB_m9__2,-0.0834974377,0.757859213,1.1625622285000001
tcs__del_phoB_m9p__1,2.5355462262,-0.51730162,-0.0025251655
tcs__del_phoB_m9p__2,2.0275598568,-0.48681598000000004,0.0048411625
tcs__del_rcsB_etoh__1,1.5378647667,0.858421713,-1.2657449595
tcs__del_rcsB_etoh__2,1.7315014112,0.9214160130000001,-1.3456099515
tcs__del_rcsB_lb__1,-0.037180373100000004,0.6655188230000001,1.0019500695
tcs__del_rcsB_lb__2,0.188776927,0.700550933,1.2168730975
tcs__del_zraR_lb__1,0.7836385765,0.536767573,1.4659674545
tcs__del_zraR_lb__2,0.8181854233,0.5696375730000001,1.4302854665
tcs__del_zraR_zncl2__1,-0.3379378796,0.833890483,1.4717774705
tcs__del_zraR_zncl2__2,-0.30789326300000003,0.8158754130000001,1.5401307075
tcs__wt_01-kcl__1,0.5527542116,-0.04219238,0.2455895905
tcs__wt_01-kcl__2,0.4283747624,-0.041591509000000006,0.4178365115
tcs__wt_01xlb__1,5.0887887287,-1.18682151,-0.0642936265
tcs__wt_01xlb__2,5.1178721942,-1.187464975,0.0478305085
tcs__wt_115-kcl__1,-0.3393305152,-0.09970663,0.7362876205000001
tcs__wt_115-kcl__2,-0.0792104014,-0.12142913200000001,0.5064100945
tcs__wt_CuSO4__1,0.4984111699,0.733850203,0.7788891635
tcs__wt_CuSO4__2,-0.058377904800000005,0.730520613,0.7679675595000001
tcs__wt_etoh__1,-0.2982507924,0.575463063,-0.3361430455
tcs__wt_etoh__2,0.3566877902,0.539484413,-0.38844080950000004
tcs__wt_lb__1,-0.1639165485,0.9893765630000001,0.7880861375
tcs__wt_lb__2,0.1834547614,1.092255943,0.7262204915
tcs__wt_LiAcet__1,1.0168472881,0.649175273,1.0297835225
tcs__wt_LiAcet__2,0.907019557,0.406217943,1.1267955525
tcs__wt_LiCl__1,0.6900944081,0.574315623,0.8641631925000001
tcs__wt_LiCl__2,0.8172964819,0.6016396030000001,1.0420231375
tcs__wt_m9p__1,1.6695565756000001,-0.395497808,0.17192877950000002
tcs__wt_m9p__2,1.800508266,-0.420119436,0.24319414250000002
tcs__wt_pyr__1,5.0264716799,-1.287916309,-0.010868668500000001
tcs__wt_pyr__2,4.792100801,-1.163147485,0.0007514885
tcs__wt_zncl2__1,-0.1543014118,0.665530193,1.2524477915
tcs__wt_zncl2__2,0.1827386658,0.6831118230000001,1.1449204715
ros_tale__1_112_0pq__1,1.0989749293,0.040594261,0.7844228545
ros_tale__1_112_0pq__2,1.4399809288,0.219280403,0.8840511635
ros_tale__1_112_250pq__1,1.5870699266,1.110700303,0.8237328055
ros_tale__1_112_250pq__2,0.7922261768000001,0.843117993,0.8887515955
ros_tale__1_112_750pq__1,0.8228834163000001,0.9049245530000001,1.2261267615
ros_tale__1_112_750pq__2,0.7242918875000001,1.048487963,0.9445614215
ros_tale__1_112_750pq__3,1.5888762693,0.7018120830000001,0.6915652585000001
ros_tale__3_76_0pq__1,-3.0481126099,0.40668794300000005,1.2528527145
ros_tale__3_76_0pq__2,-2.8405924923,0.36532405300000004,1.4386697915
ros_tale__3_76_0pq__3,-3.1185314058,0.389190503,1.3562543675
ros_tale__3_76_0pq__4,-3.2613233128,0.43728822300000003,1.5675238145
ros_tale__3_76_250pq__1,4.483058963,-0.610562742,0.4624693365
ros_tale__3_76_250pq__2,3.8234658116,-0.773419076,0.7131697695
ros_tale__3_76_750pq__1,2.8758312995,0.051653856000000005,0.7363655995
ros_tale__3_76_750pq__2,1.9704602154000002,-0.9425002680000001,0.5915583125
ros_tale__7_103_0pq__1,1.3032461589,0.7026568830000001,1.2615107225
ros_tale__7_103_0pq__2,0.9455472754,0.947477173,1.4497083545
ros_tale__7_103_0pq__3,0.7703818929,0.7939082030000001,1.1035976275
ros_tale__7_103_0pq__4,0.3412885694,1.056964733,1.4218942535
ros_tale__7_103_250pq__1,1.4599568888,-0.24247490100000002,0.8218326035
ros_tale__7_103_250pq__2,2.4920074421000002,-0.20438087800000002,0.6025932905
ros_tale__7_103_750pq__1,1.9060559134,0.088597729,0.6366736745
ros_tale__7_103_750pq__2,1.6928540806,0.14973729300000002,0.41188660050000003
ros_tale__9_77_0pq__1,4.3187638531,-0.7757600000000001,0.6864548095
ros_tale__9_77_0pq__2,4.2430410288000004,-0.573824628,0.6623420955
ros_tale__9_77_250pq__1,5.0370820596,-0.910153037,0.8181547605
ros_tale__9_77_250pq__2,5.5126241373,-0.9544832510000001,0.6145596865
ros_tale__9_77_750pq__1,4.6833596424,-0.588176502,0.3340735985
ros_tale__9_77_750pq__2,5.025083013,-0.8824148350000001,0.4387014135
ros_tale__11_83_0pq__1,2.6531581768,0.767703793,1.0321205895
ros_tale__11_83_0pq__2,2.6269708266,0.727341753,1.1010897415
ros_tale__11_83_250pq__1,2.7294401794,0.616797033,1.0210266705
ros_tale__11_83_250pq__2,2.5579697578,0.8796841830000001,0.8774629035
ros_tale__11_83_750pq__1,3.2862562907,0.9722065830000001,1.0399415845
ros_tale__11_83_750pq__2,3.0393942122,1.096863553,0.9170305145000001
ros_tale__13_87_0pq__1,2.2867335292,0.40261139300000004,0.7603605145
ros_tale__13_87_0pq__2,2.6165543380000003,0.201186783,0.6923204145
ros_tale__13_87_250pq__1,3.2421044723,0.613315693,0.8752515245
ros_tale__13_87_250pq__2,3.5240184874000002,0.806008833,0.8514975015
ros_tale__13_87_750pq__1,3.6941676629,1.099164733,0.7677877715
ros_tale__13_87_750pq__2,3.2194784783,1.124829123,0.7831162795000001
ros_tale__14_27_0pq__1,1.8847204441,-0.037079376000000004,1.1442352995
ros_tale__14_27_0pq__2,2.086750425,-0.11367244900000001,1.2526008775
ros_tale__14_27_250pq__1,0.9826932994,0.407816973,1.3148520915
ros_tale__14_27_250pq__2,0.8764831496000001,0.321498873,1.1071135455
ros_tale__14_27_750pq__1,3.346277048,0.963881143,0.7205793445
ros_tale__14_27_750pq__2,3.0401542717,1.226371643,0.9852039495
ros_tale__16_28_250pq__1,-1.8193759690000002,0.654686623,-0.5945115915
ros_tale__16_28_250pq__2,-1.4669932951,0.625724853,-0.3904608785
ros_tale__16_32_0pq__1,2.4432844038,1.494979073,1.2349220405
ros_tale__16_32_0pq__2,2.5897249414,1.442336843,1.2372556725
ros_tale__16_32_0pq__3,-1.6614405494,0.607936503,-0.4996327115
ros_tale__16_32_0pq__4,-1.1432196514,0.622877623,-0.3871122615
ros_tale__16_32_250pq__1,-1.8327087881000002,0.496195963,-0.2141233615
ros_tale__16_32_250pq__2,-1.3959835877,0.602191523,-0.1646835795
ros_tale__16_32_750pq__1,1.5715263406000002,0.625901413,0.49135462950000003
ros_tale__16_32_750pq__2,0.8289185059,1.045357503,0.6315711325000001
ros_tale__17_104_0pq__1,3.4170533374,1.6003325529999999,0.8670570425
ros_tale__17_104_0pq__2,2.7898458436,1.598090103,1.0344202425
ros_tale__17_104_250pq__1,3.3544640155,0.982030343,0.6839107095
ros_tale__17_104_250pq__2,2.8088373951000003,1.277154773,1.2761365195
ros_tale__17_104_250pq__3,2.8258926222,1.232406513,1.4339095474999999
ros_tale__17_104_250pq__4,2.4332820734,0.6953416530000001,1.4143550045
ros_tale__17_104_750pq__1,2.707402658,1.004531303,1.2761729905
ros_tale__17_104_750pq__2,2.8368476809,0.830057743,0.9881642795000001
ros_tale__18_24_250pq__1,-0.1953130414,0.46653734300000005,-0.0479520935
ros_tale__18_24_250pq__2,0.0496654174,0.224964563,-0.5647979545
ros_tale__18_36_0pq__1,1.46958352,1.323272493,0.9260143045
ros_tale__18_36_0pq__2,2.1609303023,1.432955703,0.9280086385
ros_tale__18_36_0pq__3,-1.0433324472,0.225153443,-0.8384736285000001
ros_tale__18_36_0pq__4,-1.1765563299,0.48006017300000003,-0.8236395485
ros_tale__18_36_250pq__1,-0.9953946384000001,0.43674846300000003,-0.6280284175
ros_tale__18_36_250pq__2,-1.089173177,0.46680216300000005,-0.5907690955
ros_tale__18_36_750pq__1,4.1627610007,0.390658013,0.3091207535
ros_tale__18_36_750pq__2,4.6466666128,0.545242793,0.1130938415
ros_tale__19_91_0pq__1,3.3142330430999998,0.982287223,1.0651478115
ros_tale__19_91_0pq__2,4.111488303,0.887445543,1.1456997755
ros_tale__19_91_250pq__1,2.8889987064,0.5704754430000001,0.8865487095000001
ros_tale__19_91_250pq__2,3.7423439796,0.592155203,0.9099441185
ros_tale__19_91_750pq__1,3.915376172,0.307201803,0.9914188445000001
ros_tale__19_91_750pq__2,5.372908147,0.42239436300000005,0.9298928865
ros_tale__19_91_750pq__3,3.5240734746999998,0.6522730330000001,1.3059145105
ros_tale__19_91_750pq__4,4.8239815937,0.25258847300000004,1.2340056215
ros_tale__21_97_0pq__1,0.6319726595,-0.387833971,0.8613296255
ros_tale__21_97_0pq__2,0.5432175552,-0.184451325,0.8356908615
ros_tale__21_97_250pq__1,1.3019822181,0.006036631000000001,0.8685097055000001
ros_tale__21_97_250pq__2,1.1114527878,0.018638846,0.8486437225000001
ros_tale__21_97_750pq__1,0.8472727028,0.231216303,0.8239189555
ros_tale__21_97_750pq__2,0.8438039444000001,-0.144563632,0.9392476405
ros_tale__25_111_0pq__1,1.6567771826,0.079864026,0.6669627055
ros_tale__25_111_0pq__2,2.414324086,0.7592634930000001,0.9743090015
ros_tale__25_111_250pq__1,3.6510016172,0.17330999300000002,0.5616973095000001
ros_tale__25_111_250pq__2,4.4765043221,0.429255013,0.9205244235000001
ros_tale__25_111_750pq__1,3.4623387233000003,0.557660793,0.8663701765
ros_tale__25_111_750pq__2,3.5281424417,0.305956793,1.2715986485
ros_tale__29_119_0pq__1,5.8726478428,0.860010453,0.5630265765
ros_tale__29_119_0pq__2,5.7395332817,0.9657211630000001,0.8370384945
ros_tale__29_119_250pq__1,6.0147055607,0.8571940530000001,0.7836848005
ros_tale__29_119_250pq__2,6.0368154917,0.8164901330000001,0.0925472445
ros_tale__29_119_750pq__1,6.1870359279,1.026877023,0.7130846585
ros_tale__29_119_750pq__2,5.9199218762,0.8530044830000001,0.5872845935000001
ros_tale__ALE4_0pq__1,-0.3907797449,0.329227253,-0.3115720455
ros_tale__ALE4_0pq__2,-0.7355022679000001,0.307710333,-0.46322395250000004
ros_tale__ALE4_250pq__1,1.1185703297,1.452259763,-0.1055589955
ros_tale__ALE4_250pq__2,1.0561367156,1.438498573,-0.2324655055
pcoli__atASMT_325G__1,-0.24127250960000002,0.39244801300000004,0.6721529135000001
pcoli__atASMT_325G__2,-0.0018240775,0.38625268300000004,0.4262888405
pcoli__bpTDC__1,-0.1756177303,0.406975843,0.3836339205
pcoli__bpTDC__2,-0.3736285724,0.42339976300000004,0.2624917095
pcoli__BRCA__1,-0.2881914668,0.19224848300000003,0.4102121355
pcoli__BRCA__2,-0.3009528051,0.130605479,0.45792662850000004
pcoli__BRCActrl__1,0.3739904498,0.529755863,0.1093192825
pcoli__BRCActrl__2,0.5084160221,0.603931893,-0.1369269535
pcoli__BRCAswap__1,0.25896077570000003,0.502758963,0.6660986535
pcoli__BRCAswap__2,0.049121938600000005,0.5975511530000001,0.5767393035
pcoli__btAANAT__1,-0.2431090894,0.44156927300000004,0.5172171585
pcoli__btAANAT__2,-0.19014513300000002,0.593116823,0.5893618475
pcoli__btASMT__1,-0.0006720763000000001,0.526768513,0.1481999745
pcoli__btASMT__2,0.1637355343,0.43985790300000005,0.45167077250000004
pcoli__CC1__1,0.0770019951,0.525016043,0.6500703805
pcoli__CC1__2,0.6207335402,0.7535511330000001,0.1830105005
pcoli__ccCOMT__1,0.0981085195,0.324298403,0.8274411225
pcoli__ccCOMT__2,0.07982503390000001,0.324672993,0.8143740645
pcoli__ckDDC__1,-0.0574244084,0.44124815300000003,-0.0035853055
pcoli__ckDDC__2,0.1274614531,0.327799773,0.1441326395
pcoli__CNTF_belt__1,0.401186386,0.45389948300000005,0.3200930295
pcoli__CNTF_belt__2,0.45183860330000003,0.769870103,-0.033597878500000004
pcoli__cobPNMT__1,0.3478883121,0.319938133,0.4473795875
pcoli__cobPNMT__2,0.1828929739,0.31512674300000004,0.3645045825
pcoli__cvPhhB__1,0.2914158247,0.310797363,0.5051938015
pcoli__cvPhhB__2,0.3239351109,0.447846893,0.6193332785
pcoli__ggAANAT__1,0.1165874441,0.307534513,0.6282140025
pcoli__ggAANAT__2,-0.1564416576,0.222644383,0.7573647465000001
pcoli__ggTPH__1,-0.0749398792,0.341263333,0.6002400425000001
pcoli__ggTPH__2,-0.3090175376,0.27857460300000003,0.6900596545000001
pcoli__hsAANAT__1,1.2806777729,0.729185823,-0.4505260795
pcoli__hsAANAT__2,1.0366904618,0.851554463,-0.2676060015
pcoli__hsASMT__1,-0.5585038129000001,0.358384973,0.5925258935000001
pcoli__hsASMT__2,-0.5527277084000001,0.436830013,0.4318227015
pcoli__hsPNMT_mb__1,-0.279781392,0.303904393,0.7026006595000001
pcoli__hsPNMT_mb__2,-0.6222492035,0.315796993,0.6521516745
pcoli__hsTPH__1,0.0936085643,0.05462642,0.6269086555000001
pcoli__hsTPH__2,-0.3654976904,0.23617991300000002,0.6178844455
pcoli__hsTPH_E2K__1,0.1078187542,0.708976563,0.2130914905
pcoli__hsTPH_E2K__2,0.001284068,0.661218473,0.0330949445
pcoli__hsTPH_E2K_N91I_P99C__1,0.10604667250000001,0.188410083,0.5903809955
pcoli__hsTPH_E2K_N91I_P99C__2,-0.1944247906,0.048706611000000004,0.5999973945
pcoli__hsTPH_N158trunc__1,0.08866695050000001,0.450496543,0.1763859605
pcoli__hsTPH_N158trunc__2,-0.2430117756,0.38589769300000004,0.2108616875
pcoli__hsTPH_N174trunc__1,-0.2065553795,0.383639033,0.7569628565000001
pcoli__hsTPH_N174trunc__2,0.30982007370000003,0.653379393,0.6916473405
pcoli__hsTPH_Ntermtrunc__1,1.529874257,0.507616873,0.08642211450000001
pcoli__hsTPH_Ntermtrunc__2,0.720129907,0.580596903,0.4601475405
pcoli__hsTPH1__1,0.0371759822,0.525567793,0.6411003015
pcoli__hsTPH1__2,-0.0296804152,0.541530923,0.6831690765
pcoli__MBP__1,0.43251068260000003,-0.3459771,0.48059889050000004
pcoli__MBP__2,0.9566202662000001,0.026489270000000002,0.3352826345
pcoli__msCOMT__1,-0.0699733236,-0.10757295,0.6019638475
pcoli__msCOMT__2,0.1655781449,-0.092380891,0.4504132085
pcoli__ocAANAT__1,-0.3731376447,0.31963151300000003,0.5723076235
pcoli__ocAANAT__2,0.0728951536,0.29391968300000004,0.7045812755
pcoli__osTDC_K374H__1,0.5116077691,0.686319663,0.21795949050000002
pcoli__osTDC_K374H__2,1.2097789757,0.6933763230000001,0.3936412935
pcoli__osTDC_K374L__1,-0.0267945708,-0.030107003,0.6968409045
pcoli__osTDC_K374L__2,0.3097974042,0.15281107300000002,0.3965386375
pcoli__osTDC_K374Q__1,-0.3109303054,0.448557103,0.6113664545
pcoli__osTDC_K374Q__2,0.2064562681,0.464314863,0.6633699975
pcoli__osTDC_L360V__1,-0.2352986849,0.296624173,0.4939247835
pcoli__osTDC_L360V__2,-0.7006667526,0.38201686300000004,0.2542255145
pcoli__pmTPH__1,-0.0917749415,-0.100263604,0.3369533375
pcoli__pmTPH__2,0.0146704882,0.082263955,0.0168558985
pcoli__RFC__1,0.4005284454,0.068137152,0.3995785075
pcoli__RFC__2,0.0933177527,0.008882816,0.2986365535
pcoli__RFCctrl__1,0.922552758,0.452268993,0.5052561855000001
pcoli__RFCctrl__2,0.7265281432,0.516558493,0.5672943565
pcoli__RFCnopause__1,0.9567787478,0.670868723,0.5879717055
pcoli__RFCnopause__2,0.9500141259,0.6748039730000001,-0.1730743605
pcoli__RFCpluspause__1,1.4426677993,0.764061093,-0.2968943955
pcoli__RFCpluspause__2,2.0015584403,0.521421413,-0.5564671385000001
pcoli__rnCOMT_sol__1,0.7728833926,0.8270174130000001,0.1099451385
pcoli__rnCOMT_sol__2,0.7729173426,0.6395325230000001,0.5081410555
pcoli__rnPNMT__1,-0.3364274707,0.16358693300000002,0.3740582845
pcoli__rnPNMT__2,0.2905301307,0.07451194300000001,-0.1305510235
pcoli__rnTDC__1,-0.1784546048,0.087983618,0.5589890395
pcoli__rnTDC__2,-0.27174020400000004,0.171146073,0.5594624975
pcoli__rnTDC_trunc__1,0.28250249310000003,0.30755714300000003,0.7102407525000001
pcoli__rnTDC_trunc__2,0.2107441184,0.43504015300000004,0.6000351855
pcoli__saCOMT_T2A__1,-0.13542719050000002,0.333583893,0.6797948525
pcoli__saCOMT_T2A__2,0.1608440932,0.403870763,0.9088319995
pcoli__sfCOMT__1,-0.4715065418,0.157244413,0.4364717335
pcoli__sfCOMT__2,-0.2535871579,0.06503750800000001,0.3666004745
pcoli__sgAANAT_D63G__1,-0.3309068401,0.18900217300000002,0.7879633065
pcoli__sgAANAT_D63G__2,0.1909031279,0.430522603,0.4262095495
pcoli__ssDDC__1,-0.20244942670000002,0.20759201300000002,0.8188013265
pcoli__ssDDC__2,-0.0181160026,0.325140303,0.6676863425
pcoli__TP53B__1,-0.1848187799,0.423739103,0.8308072835
pcoli__TP53B__2,-0.7240653161,0.44374538300000005,0.9625576975000001
pcoli__WT__1,1.7229993481,0.547181673,0.3060621065
pcoli__WT__2,1.6702141935,0.433431683,0.6940247635
cck__glu_ale4__1,-1.2462591272,0.10431546100000001,0.5736492785
cck__glu_ale4__2,-0.43236715280000004,0.212229043,0.0534057765
cck__cck_ale1__1,-0.8397323122,0.14875797300000002,-0.1249733655
cck__cck_ale1__2,-0.3465784435,0.21173196300000002,0.3111473825
cck__cck_ale2__1,-0.4119872952,0.24320085300000002,-0.2326449515
cck__cck_ale2__2,-0.3199151199,0.21966280300000002,0.1457530675
cck_pgi__gmos_delpgi__1,0.5669323012,0.6099491930000001,0.8615865315000001
cck_pgi__gmos_delpgi__2,-0.7621170693,0.5151660730000001,0.9348897475
cck_pgi__pgi_ale1__1,-2.0867506155,0.087196909,0.8015533275000001
cck_pgi__pgi_ale1__2,-0.2350464686,0.47036157300000003,0.45802790050000003
cck_pgi__pgi_ale2__2,0.30543813410000004,0.645027843,0.7334891225
cck_pgi__pgi_ale3__1,-2.096142757,0.257702043,0.7585846315
cck_pgi__pgi_ale3__2,0.1523742484,0.527121343,0.5168410155000001
cck_pgi__pgi_ale4__1,-1.5729205676,0.02567041,0.6223908535
cck_pgi__pgi_ale4__2,-0.1411126672,0.149264913,0.45735191750000004
cck_pgi__pgi_ale4__3,-0.2832463206,0.23104943300000003,0.47488822350000004
cck_pgi__pgi_ale5__1,-1.4182994517,0.264446703,0.6524249055
cck_pgi__pgi_ale5__2,-0.2944870186,0.491011093,0.7538677885
cck_pgi__pgi_ale6__1,-2.1383234796,0.40659345300000005,1.1769642015
cck_pgi__pgi_ale6__2,0.1354637686,0.629358233,0.1807475365
cck_pgi__pgi_ale7__1,-3.4322838849,0.41980537300000004,1.3554194535000001
cck_pgi__pgi_ale7__2,-1.9669789173,0.725253033,0.6075657815000001
cck_pgi__pgi_ale8__1,-1.6808021829,0.29002768300000004,0.46180157450000003
cck_pgi__pgi_ale8__2,-0.2556519003,0.6440838830000001,0.3339034135
cck_sdh__gmos_delsdhCB__1,0.26878135680000004,0.8479485130000001,0.8398421575
cck_sdh__gmos_delsdhCB__2,0.5735577996,0.829896053,1.0436440985
cck_sdh__sdh_ale1__1,0.2848030693,0.544071473,0.0790179475
