,A,YgbI
cstr_pfr__str_1680m__1,0.4443811871,0.046056261200000004
cstr_pfr__str_ref1__1,-0.116984658,0.0082361883
cstr_pfr__str_ref2__1,-0.1214603417,-0.0460322539
cstr_pfr__str_ref3__1,0.2568930957,0.1401915856
cstr_pfr__pfr_P5_0005m__1,0.5343999078,0.1713197219
cstr_pfr__pfr_P5_0010m__1,0.5016423083,0.028303414500000002
cstr_pfr__pfr_P5_0025m__1,0.3747889079,0.3491383346
cstr_pfr__pfr_P3_0025m__1,-0.062684881,0.0861949617
cstr_pfr__pfr_P1_0025m__1,-0.1495633677,-0.060909543600000005
cstr_pfr__pfr_P5_0045m__1,0.4008255758,0.318015473
cstr_pfr__pfr_P5_0120m__1,0.8199766632000001,0.20125350090000002
cstr_pfr__pfr_P3_0120m__1,0.6931024111,0.1088245295
cstr_pfr__pfr_P1_0120m__1,-0.1911634243,-0.0148187322
cstr_pfr__pfr_P5_0210m__1,1.8292520276,0.1869996437
cstr_pfr__pfr_P5_1500m__1,0.6090328045,0.1960598456
cstr_pfr__pfr_P3_1680m__1,-0.0620030556,0.109967489
cstr_pfr__pfr_P5_1680m__1,0.6596710932000001,0.1268532642
cstr_pfr__pfr_P1_1680m__1,0.0665999005,0.0281580863
cstr_pfr__str_0005m__2,0.2574138334,0.1510290551
cstr_pfr__str_0010m__2,0.6097191663,-0.056119245400000003
cstr_pfr__str_0025m__2,0.1012562919,0.1697788234
cstr_pfr__str_0045m__2,0.3645217801,0.3099483852
cstr_pfr__str_0075m__2,0.5029907091,0.0330051294
cstr_pfr__str_0120m__2,0.43979404510000003,0.0798751723
cstr_pfr__str_0210m__2,0.274973588,0.0585451161
cstr_pfr__str_0330m__2,0.5938106126,0.11305042650000001
cstr_pfr__str_1500m__2,0.39305075840000003,0.3563640058
cstr_pfr__str_1560m__2,0.254554779,0.1983989895
cstr_pfr__str_1680m__2,0.4344070465,0.1201962387
cstr_pfr__str_ref1__2,0.116984658,-0.0082361883
cstr_pfr__str_ref2__2,0.3292620074,-0.1039443366
cstr_pfr__str_ref3__2,-0.034110887900000005,0.0082262175
cstr_pfr__pfr_P5_0005m__2,1.4060515193,0.3015286866
cstr_pfr__pfr_P5_0010m__2,0.1231338416,-0.06611729200000001
cstr_pfr__pfr_P5_0025m__2,0.3326052487,0.3792370507
cstr_pfr__pfr_P3_0025m__2,-0.1136099544,0.10821014
cstr_pfr__pfr_P1_0025m__2,-0.0709081809,-0.0001972339
cstr_pfr__pfr_P5_0045m__2,0.1388358405,0.2325491311
cstr_pfr__pfr_P5_0120m__2,0.7566364084,0.19861536940000002
cstr_pfr__pfr_P3_0120m__2,0.46118234880000003,0.09453632470000001
cstr_pfr__pfr_P1_0120m__2,0.2026792557,0.24334870830000002
cstr_pfr__pfr_P5_0210m__2,0.070079634,0.47858339590000004
cstr_pfr__pfr_P5_1500m__2,0.3905263604,0.39274956320000004
cstr_pfr__pfr_P3_1680m__2,0.2552994427,0.37083424870000004
cstr_pfr__pfr_P5_1680m__2,0.10310614080000001,0.1088570474
cstr_pfr__pfr_P1_1680m__2,0.3482138871,0.0743418325
darobactin__daro_30m__1,-0.2877850346,0.818510489
darobactin__daro_30m__2,-0.5275752999000001,0.4803801439
darobactin__solv_1h__1,0.8293349084,1.0831313976
darobactin__solv_1h__2,1.0463308501,1.1980184907
darobactin__daro_1h__1,1.3046141397,1.14743758
darobactin__solv_1h__3,1.7742228607000001,1.8080494757
darobactin__daro_1h__2,2.1535691378,1.145722245
darobactin__daro_1h__3,1.7663507380999999,1.3284691235000001
darobactin__daro_30m__3,-0.609383478,0.37603681040000003
darobactin__solv_30m__1,-1.4364058403,0.3569579852
darobactin__solv_15m__1,-0.2064582929,-0.1188217768
darobactin__solv_15m__2,1.4005405002,0.3704192395
darobactin__daro_15m__1,-0.2032942549,-0.6674770017
darobactin__solv_15m__3,-1.1940822073,-0.2515974627
darobactin__daro_15m__2,-0.7298026951000001,-0.1150245274
darobactin__daro_15m__3,-0.5342925289,0.6052679956
darobactin__solv_30m__2,-1.0846224814,-0.0476682852
darobactin__solv_30m__3,-1.2374459222,-0.3163372936
ddp__pNT3_aroP__1,-0.8376575012,1.2304119175000001
ddp__pNT3_aroP__2,-2.1878841111,1.0700206114
ddp__pNT3_bamC__1,-4.2135955142,0.10373842400000001
ddp__pNT3_bamC__2,-3.7861203504,0.5403854182
ddp__pNT3_cusA__1,-4.1581374828,0.5449448363
ddp__pNT3_cusA__2,-3.6569407254,1.1630422081
ddp__pNT3_hemX__1,-2.149869722,0.2889288481
ddp__pNT3_hemX__2,-2.7187125437,0.1313565486
ddp__pNT3_empty__1,0.5031947703,0.2135937032
ddp__pNT3_empty__2,-0.5031947703,-0.2135937032
ddp__pNT3_topA__1,-2.4695179748,0.4880847627
ddp__pNT3_topA__2,-3.0489505064,0.3609008581
ddp__pNT3_yicR__1,-0.8554449340000001,0.40922167730000003
ddp__pNT3_yicR__2,-2.0309974985,0.4390564639
ddp__pNT3_yqjD__1,-0.27124004220000003,0.3479474198
ddp__pNT3_yqjD__2,-1.4933921335,0.11757950410000001
ecomics__del_gabT__1,0.11697468250000001,-0.1020562639
ecomics__del_gabT__2,-0.11697468250000001,0.1020562639
ecomics__del_putP__1,0.1800160201,0.1296303707
ecomics__del_putP__2,-0.6680448723,0.0936324095
ecomics__del_entF__1,-0.4429489607,0.1762333952
ecomics__del_entF__2,-0.036495706100000004,0.0059843986
ecomics__del_entF__3,0.3313842181,-0.0872363815
ecomics__del_cysA__1,-0.2546328291,-0.610738945
ecomics__del_cysA__2,-0.49686448,-0.3014872192
elyC__wt_21C__1,1.2827899777,0.2205149028
elyC__wt_21C__2,1.3326990055,0.18944375060000002
elyC__wt_21C__3,1.1841869189,0.1115332269
elyC__wt_37C__1,0.1526984492,0.18009292600000001
elyC__wt_37C__2,-0.0606584893,-0.0176190595
elyC__wt_37C__3,-0.09203995990000001,-0.1624738665
elyC__delelyC_21C__1,1.4363818083,0.032682451
elyC__delelyC_21C__2,1.9152786715,0.020356430000000002
elyC__delelyC_21C__3,1.7619505904000001,0.16776941780000001
elyC__delelyC_37C__1,0.22593018210000002,0.2212567597
elyC__delelyC_37C__2,-0.1355085817,-0.09559502900000001
elyC__delelyC_37C__3,-0.2730084664,0.2476849664
evo_acid_w__F9_2__1,0.8236043772,0.43417323830000004
evo_acid_w__F11_1__1,-1.0934386907,-0.0816594762
evo_acid_w__F11_1__2,-1.557254587,-0.5133495638
evo_acid_w__F11_1__3,-0.8937176404,-0.0898018572
evo_acid_w__wt__1,0.1017116638,-0.3132530489
evo_acid_w__F11_2__1,-0.5070034,0.7087229088
evo_acid_w__B11_2__1,-0.4081092583,0.4480776642
evo_acid_w__F11_2__2,-0.4545273607,0.6944942301
evo_acid_w__wt__2,-0.0966970914,-0.0736531016
evo_acid_w__B11_1__1,-1.3661678867,0.5331396932
evo_acid_w__H9_1__1,0.035474376700000004,-0.6392409801000001
evo_acid_w__H9_2__1,0.1824132377,0.4820791426
evo_acid_w__B11_2__2,-0.4515360684,0.4452375731
evo_acid_w__wt__3,-0.3497733816,0.3703419549
evo_acid_w__H9_2__2,0.20216015240000001,0.47102207960000003
evo_acid_w__B11_2__3,-0.6505140564,0.3754833164
evo_acid_w__F11_2__3,-0.078024548,0.7902605331
evo_acid_w__F9_2__2,0.9346700149,0.5177427701
evo_acid_w__wt__4,0.2484107767,0.08474698500000001
evo_acid_w__wt__5,0.2375928219,-0.040442166
evo_acid_w__wt__6,-0.3373724853,-0.09527528390000001
evo_acid_w__H9_1__2,0.13338595050000002,-0.5358650071000001
evo_acid_w__F9_1__1,0.0028477882,0.22580849460000002
evo_acid_w__F9_1__2,-0.04338688,0.21223643520000002
evo_acid_w__B11_1__2,-1.4281911650999999,0.3213701732
evo_acid_w__H9_2__3,0.07473875070000001,0.5132890772
evo_acid_w__wt__7,0.29587406800000005,0.41611058640000004
evo_acid_w__F9_1__3,0.0008479906000000001,0.3601031047
evo_acid_w__F9_2__3,0.7266633544000001,0.5592057479
evo_acid_w__wt__8,0.1544968969,0.0011533352
evo_acid_w__B11_1__3,-1.2571832625,0.4754806305
evo_acid_w__wt__9,-0.254243269,-0.3497292611
evo_bz__c3_1_bz__1,0.9863526387,-0.5338786677
evo_bz__c3_1_bz__2,0.9881756968000001,-0.3914213888
evo_bz__c3_1_bz__3,1.0601196702,-0.2674738689
evo_bz__c3_1_bz__4,1.0972832075,-0.3405607553
evo_bz__g5_1_bz__1,1.0337171324,-0.1726734192
evo_bz__g5_1_bz__2,0.07805433540000001,-0.8360319342
evo_bz__g5_1_bz__3,1.5856135759,-0.3301184068
evo_bz__g5_1_bz__4,1.1335857072,-0.12469658330000001
evo_bz__g5_1_bz__5,1.1075204949,-0.148667205
evo_bz__g5_1_bz__6,1.0383910666,-0.2857247498
evo_bz__w3110d13__1,-0.3690792274,-0.180804438
evo_bz__w3110d13__2,0.1772576043,-0.1004958553
evo_bz__w3110d13__3,0.10995716080000001,-0.2829505532
evo_bz__w3110d13__4,0.0561766874,-0.0801567121
evo_bz__w3110d13__5,-0.0434452807,0.3096057559
evo_bz__w3110d13__6,0.0691330555,0.33480180270000004
evo_bz__w3110d13_bz__1,1.4155135566000001,-0.7800725438
evo_bz__w3110d13_bz__2,1.6302504765,-1.1414196374
evo_bz__w3110d13_bz__3,1.7134019862,-0.167520214
evo_bz__w3110d13_bz__4,1.369952015,-0.5822370911
evo_bz__c3_1_bz__5,0.9156194532,-0.2724387527
evo_bz__c3_1_bz__6,0.8836012618,-0.5906822481
evo_bz__g5_2_bz__1,1.3228509391,-0.7008532207
evo_bz__g5_2_bz__2,1.0378592719,-0.5614238658
evo_bz__g5_2_bz__3,0.8196129546,-0.4624268979
evo_bz__g5_2_bz__4,0.9248381574000001,-0.7338212794000001
evo_bz__g5_2_bz__5,0.8247453374,-0.8685925828000001
evo_bz__g5_2_bz__6,1.422305487,-0.6454472954
evo_bz__w3110d13_bz__5,1.7466297861000002,-0.1067737305
evo_bz__w3110d13_bz__6,1.6261521215,-0.0740215959
evo_bz__a1_1_bz__1,2.6332411048,-1.0181664714
evo_bz__a1_1_bz__2,0.5663334822,-1.0229323028
evo_bz__a1_1_bz__3,0.5880059815,-0.2308588185
evo_bz__a1_1_bz__4,-0.4114316462,-0.7153642541
evo_bz__a1_1_bz__5,0.3686667997,-0.3182748547
evo_bz__a1_1_bz__6,0.6784724913,-0.1146980407
evo_metab__wt__1,0.6915036691,-0.1098295668
evo_metab__del_zwf__1,0.5380607609,-0.0874155548
evo_metab__zwf_ale1__1,1.0355457803,0.2975560651
evo_metab__zwf_ale2__1,0.21137170660000001,0.2031651817
evo_metab__del_ppk__1,-0.9385418717,-0.0039135912
evo_metab__ppk_ale1__1,-1.2189944792,0.4454122943
evo_metab__ppk_ale2__1,0.8595060932,0.139181107
evo_metab__ppk_ale3__1,0.4601455176,0.18508994750000002
evo_metab__del_dapF__1,-0.1724803547,-0.3077211246
evo_metab__dapF_ale1__1,0.8378226396,-0.0286068023
evo_metab__dapF_ale3__1,-0.7491050056,-0.1693642149
evo_metab__del_entC__1,-1.1021138419,-0.1478484294
evo_metab__entC_ale1__1,-1.1035811424,-0.20890278
evo_metab__entC_ale2__1,0.5657306636,0.1408071573
evo_metab__del_dgk__1,-0.6952667525,0.0345072295
evo_metab__dgk_ale1__1,-0.8057750712,0.4756480756
evo_metab__dgk_ale2__1,0.0957149192,0.4289814809
evo_metab__dgk_ale3__1,-0.5744491803,-0.036157966
evo_metab__wt__2,-0.08489478810000001,-0.0532950229
evo_metab__del_zwf__2,0.6790241305,0.6722315737
evo_metab__zwf_ale1__2,-0.1563184776,0.3094815413
evo_metab__zwf_ale2__2,-0.0517720055,0.1325644245
evo_metab__del_ppk__2,-0.710590939,0.0678596582
evo_metab__ppk_ale1__2,-0.0829549686,0.8953271083000001
evo_metab__ppk_ale2__2,-1.1414388316,0.9030609626
evo_metab__ppk_ale3__2,-0.5971296582,0.4889133942
evo_metab__del_dapF__2,-0.0389817634,0.6866819413
evo_metab__dapF_ale1__2,1.1325215615,0.7516979562
evo_metab__dapF_ale3__2,0.7446388621000001,0.7181204101
evo_metab__del_entC__2,-1.1745778261,0.1234787037
evo_metab__entC_ale1__2,-1.0756395295,0.2496856881
evo_metab__entC_ale2__2,-0.403444909,0.3845788133
evo_metab__entC_ale3__1,-0.6114017988,0.5355271493
evo_metab__del_dgk__2,-0.08489909870000001,0.1809851161
evo_metab__dgk_ale1__2,-0.47274118530000003,0.1546716753
evo_metab__dgk_ale2__2,0.0221017776,0.3566246617
evo_metab__dgk_ale3__2,0.0410564857,0.1402634672
evo_metab__wt__3,-0.606608881,0.16312458970000002
evo_metab__del_zwf__3,-1.0311242052,-0.0102882613
evo_metab__zwf_ale1__3,-0.2017283689,0.5322178063
evo_metab__zwf_ale2__3,-0.2212455188,0.0700126617
evo_metab__del_ppk__3,-0.6967038581,0.5440626232
evo_metab__ppk_ale1__3,-0.4604523816,0.3770100102
evo_metab__ppk_ale2__3,-0.9837559109,0.7559814216
evo_metab__ppk_ale3__3,-0.21188348640000002,0.36097188890000004
evo_metab__del_dapF__3,0.19918473720000002,0.690615886
evo_metab__dapF_ale1__3,0.5406016154000001,0.9483915078
evo_metab__dapF_ale3__3,-0.30208964250000003,1.1020174076
evo_metab__del_entC__3,-0.98662486,0.4774776322
evo_metab__entC_ale1__3,-0.5703968619,0.4674531957
evo_metab__entC_ale2__3,-0.3515026807,0.5603699822
evo_metab__entC_ale3__2,-0.7494664249,0.6034301408
evo_metab__del_dgk__3,-0.6818768773,0.2304851527
evo_metab__dgk_ale1__3,-0.43164321180000004,0.2427195707
evo_metab__dgk_ale2__3,0.091542751,0.17419572290000002
evo_metab__dgk_ale3__3,0.5246308555,0.0504090608
flag_reg__wt__1,-0.44335077380000004,0.1203416384
flag_reg__del_fliA__1,-0.3799728362,0.2621188736
flag_reg__del_flhC__1,0.9655162614,0.5913574555000001
flag_reg__del_flhD__1,1.614077964,0.891967001
flag_reg__wt__2,0.44335077380000004,-0.1203416384
flag_reg__del_fliA__2,1.62371154,0.7436862577000001
flag_reg__del_flhC__2,-1.7542572674999999,-0.0630174052
flag_reg__del_flhD__2,0.5425358789,0.6815647623000001
flgM__27C__1,-1.6037602588,-0.35060527080000004
flgM__27C__2,-2.0177983437,-0.3444589373
flgM__27C__3,-2.033961742,-0.5242084897
flgM__32C__1,-2.7981108875,-0.1500326482
flgM__32C__2,-1.4108757263,0.22023139190000002
flgM__32C__3,-1.711823225,0.2898398534
flgM__37C__1,0.0691713898,0.027826002800000003
flgM__37C__2,0.1767739013,-0.1192967364
flgM__37C__3,-0.24594529110000002,0.0914707336
flgM__42C__1,1.6128826916999999,0.5526658921000001
flgM__42C__2,2.3903835417,0.6111481427000001
flgM__42C__3,3.0795901653,0.7630020118
histone__untreated__1,0.008168902700000001,-0.2737641927
histone__untreated__2,0.10967175550000001,-0.0720602224
histone__untreated__3,-0.1178406582,0.3458244151
histone__10ug_H2A__1,-0.1721797702,-0.0612666732
histone__10ug_H2A__2,0.0546461455,-0.2089478371
histone__10ug_H2A__3,-0.7868378572,0.051704159400000005
histone__50ug_H2A__1,-0.8219619379,-0.0340786045
histone__50ug_H2A__2,-1.0987711766000001,0.1025775064
histone__50ug_H2A__3,-1.4030875097,0.0175904103
histone__100ug_H2A__1,-1.6986425134,-0.07399318020000001
histone__100ug_H2A__2,-1.5625465441,0.1825616472
histone__100ug_H2A__3,-1.4441406434,0.0104815693
hns__del_hns_spike__1,-2.4222016909,0.257032081
hns__del_hns_spike__2,-1.8427922837000001,0.1023685934
hns__del_hns__1,-2.8233854577,0.2053008819
hns__del_hns__2,-2.1466496409,0.1728637753
hns__wt_spike__1,-1.4063232283,0.0794619877
hns__wt_spike__2,3.378422183,0.3657561818
hns__wt__1,-0.8922938855,0.1938063682
hns__wt__2,0.8922938855,-0.1938063682
hns_stpA__evo100G4_delhns_delstpA__1,-3.6485480246,-1.9751221937
hns_stpA__evo100G4_delhns_delstpA__2,-3.2833374296,-1.8483653689000001
hns_stpA__evo100G12_delhns_delstpA__1,-2.6292932683,-1.3434929111
hns_stpA__evo100G12_delhns_delstpA__2,-2.5473371591,-1.3343811947
hns_stpA__delhns_delstpA_delrpoS__1,-1.9163454324,-1.2831310421
hns_stpA__delhns_delstpA_delrpoS__2,-2.2699980236,-1.6242091357000001
hns_stpA__wt__1,0.5421791624,0.1369909188
hns_stpA__wt__2,-0.5421791624,-0.1369909188
hns_stpA__delhns_delstpA__1,-2.7579950827,-2.1529462159
hns_stpA__delhns_delstpA__2,-2.8106241858,-2.1463991264
hu__wt_log_pH7__1,-0.2726238039,-0.4747121354
hu__wt_log_pH7__2,-0.4799871758,-0.2855445046
hu__wt_log_pH7__3,0.24059419310000002,-0.1448217485
hu__wt_lag_pH7__1,-0.2456626426,-0.2772067461
hu__wt_lag_pH7__2,0.3115944416,-0.616628978
hu__wt_lag_pH7__3,-0.065931799,0.8938357242
hu__delhupA_lag_pH7__1,0.13042290310000001,-0.0489400914
hu__delhupA_lag_pH7__2,0.7232774916,-0.3974256196
hu__delhupA_lag_pH7__3,0.9728105802,0.7471862698
hu__delhupB_lag_pH7__1,-0.1611616415,-0.5607548963
hu__delhupB_lag_pH7__2,0.1195909998,-0.6876399104
hu__delhupB_lag_pH7__3,1.0330234548,0.9389428965000001
hu__delhupAhupB_lag_pH7__1,1.1479801974,-0.2497634199
hu__delhupAhupB_lag_pH7__2,0.1906643512,-0.5087118221
hu__delhupAhupB_lag_pH7__3,1.1875353574,0.4818513607
hu__hupAE34K_hupB_lag_pH7__1,0.41123776770000003,-0.2261911116
hu__hupAE34K_hupB_lag_pH7__2,-0.2601667303,-0.0656942945
hu__hupAE34K_hupB_lag_pH7__3,1.1183709268,0.8864939015000001
hu__hupAE34K_delhupB_lag_pH7__1,0.0696790009,-0.4102676461
hu__hupAE34K_delhupB_lag_pH7__2,-0.1365800626,-0.18538313580000002
hu__hupAE34K_delhupB_lag_pH7__3,1.091481859,0.8750996905
hu__wt_lag_pH5__1,-0.4378162015,-0.0815699921
hu__wt_lag_pH5__2,-0.467992497,0.0115884404
hu__wt_lag_pH5__3,0.0665526909,0.262941584
hu__delhupA_lag_pH5__1,-0.4595279498,-0.29141647800000003
hu__delhupA_lag_pH5__2,-0.6216698029000001,-0.0501354549
hu__delhupA_lag_pH5__3,-0.2791674397,0.0193165286
hu__delhupAhupB_lag_pH5__1,0.3024246298,-0.4503730448
hu__delhupAhupB_lag_pH5__2,-0.12030589380000001,-0.1419258578
hu__delhupAhupB_lag_pH5__3,0.6356788854000001,0.2755279645
hu__hupAE34K_hupB_lag_pH5__1,-0.4479925255,0.056661083
hu__hupAE34K_hupB_lag_pH5__2,0.322828669,0.2692017752
hu__hupAE34K_hupB_lag_pH5__3,0.3023958004,0.4133309787
hu__hupAE34K_delhupB_lag_pH5__1,0.2478113787,0.0146951697
hu__hupAE34K_delhupB_lag_pH5__2,-0.5203452856,-0.0395249057
hu__hupAE34K_delhupB_lag_pH5__3,0.0861214939,0.2618876103
hyperpersistence__low_GFP__1,-1.0435468857,-0.15019793650000002
hyperpersistence__wt__1,0.025216756,-0.10441823160000001
hyperpersistence__high_GFP__1,-0.7133420942,0.1485506312
hyperpersistence__pth_mut__1,-0.40388490390000004,-0.2168543765
hyperpersistence__pth_mut__2,-0.186997444,-0.3198120598
hyperpersistence__metG_mut__1,-0.1851782781,-0.0045110965
hyperpersistence__metG_mut__2,0.1093823693,-0.25902552090000003
hyperpersistence__high_GFP__2,0.0906318165,0.0979246472
hyperpersistence__wt__2,-0.025216756,0.10441823160000001
hyperpersistence__low_GFP__2,-0.8710015901,-0.12969411320000002
kan_efg__cpxAF218Y__1,0.12446292340000001,0.401240543
kan_efg__cpxAF218Y__2,0.4567176375,0.2464456995
kan_efg__cyaAN600Y__1,0.4497213069,0.5358004255000001
kan_efg__cyaAN600Y__2,0.8895544823,0.7704126001
kan_efg__fusAA608E__1,0.9302214914,0.206918066
kan_efg__fusAA608E__2,-0.1309199235,0.1708054953
kan_efg__fusAA608E_cpxAF218Y__1,-0.1298376134,0.2643774343
kan_efg__fusAA608E_cpxAF218Y__2,-0.5855985615,0.0599323804
kan_efg__fusAA608E_cyaAN600Y__1,0.0084995751,0.48448436600000006
kan_efg__fusAA608E_cyaAN600Y__2,0.7628099709,0.4558472998
kan_efg__fusAA608E_rpoDL261Q__1,0.223813016,0.8267845118
kan_efg__fusAA608E_rpoDL261Q__2,0.293510225,0.5021424024
kan_efg__fusAA608E_topAS180L__1,-0.2856104602,0.0563257359
kan_efg__fusAA608E_topAS180L__2,1.1501960082,-0.1420412533
kan_efg__rpoDL261Q__1,-0.4602908717,0.3193985828
kan_efg__rpoDL261Q__2,-1.1790311123000001,0.3666650268
kan_efg__wt__1,-0.1072868028,-0.1942474381
kan_efg__wt__2,0.1072868028,0.1942474381
lrp__wt_min_log__1,-0.5618187823,0.1028561406
lrp__wt_min_log__2,0.5618187823,-0.1028561406
lrp__wt_min_trans__1,1.5841614261,-0.1352248326
lrp__wt_min_trans__2,1.8482941652,-0.014179716
lrp__wt_min_stat__1,6.2882831743,-0.2386250179
lrp__wt_min_stat__2,6.0767222011,-0.1056752548
lrp__wt_liv_log__1,0.8557532583,-0.1026028878
lrp__wt_liv_log__2,0.2160412504,-0.48505440380000003
lrp__wt_liv_trans__1,1.9773591019,-0.2188257793
lrp__wt_liv_trans__2,2.1294990038,0.0862239846
lrp__wt_liv_stat__1,8.8703709624,0.0478596961
lrp__wt_liv_stat__2,7.7573588168,-0.2453580109
lrp__wt_rich_log__1,0.6701285157,-0.4707441927
lrp__wt_rich_log__2,0.3236445092,-0.4502273009
lrp__wt_rich_trans__1,1.5383476528,-0.4200351833
lrp__wt_rich_trans__2,3.5210295628,-0.3477235077
lrp__wt_rich_stat__1,1.8810513358,-0.34762402670000003
lrp__wt_rich_stat__2,4.0647071165,0.0203356249
lrp__dellrp_min_log__1,0.0564198941,0.0548272382
lrp__dellrp_min_log__2,0.1223313454,-0.5049344197
lrp__dellrp_min_trans__1,1.4275419524,-0.3063772125
lrp__dellrp_min_trans__2,1.5072062707,-0.2888847464
lrp__dellrp_min_stat__1,6.1130158391,0.10895280900000001
lrp__dellrp_min_stat__2,5.8243274783,0.1838288518
lrp__dellrp_liv_log__1,0.44731209980000003,-0.0287779679
lrp__dellrp_liv_log__2,0.1533402355,-0.0473973014
lrp__dellrp_liv_trans__1,0.9488599043,-0.0277238331
lrp__dellrp_liv_trans__2,1.6408347703000001,-0.2849283163
lrp__dellrp_liv_stat__1,6.5964109652000005,-0.5901996467
lrp__dellrp_liv_stat__2,6.3808824265,-0.0689530943
lrp__dellrp_rich_log__1,0.3792503685,-0.28838330030000003
lrp__dellrp_rich_log__2,0.5616635499,-0.5157580586
lrp__dellrp_rich_trans__1,3.5457563221,-0.24153891700000002
lrp__dellrp_rich_trans__2,3.7278910437,-0.2644443481
lrp__dellrp_rich_stat__1,3.19228933,0.2708597097
lrp__dellrp_rich_stat__2,1.6683459119,0.0639393089
mazF_circuit__t0__1,-0.0729351889,0.2226266356
mazF_circuit__t2__1,-2.5986361462,-0.3646640409
mazF_circuit__t4__1,1.2690826469,0.8718969027000001
mazF_circuit__t6__1,0.6464928338,1.0335068389
mazF_circuit__t8__1,0.2732886021,1.0256483054
mazF_circuit__t0__2,0.0729351889,-0.2226266356
mazF_circuit__t2__2,1.3306578045,1.0688790777
mazF_circuit__t4__2,1.4750662549,0.2672090036
mazF_circuit__t6__2,2.0165000251,0.7914430649
mazF_circuit__t8__2,4.6413436490999995,1.0793733267
mazF_ribo__emptyvec_mrna_5m__1,-0.0507604736,0.031471283100000004
mazF_ribo__emptyvec_mrna_5m__2,0.0507604736,-0.031471283100000004
mazF_ribo__mazF_mrna_5m__1,1.8578414435,0.8800725038
mazF_ribo__mazF_mrna_5m__2,1.5778898691,0.7885800732
mazF_ribo__emptyvec_total_5m__1,-0.2279292534,-0.7028578896000001
mazF_ribo__emptyvec_total_5m__2,-0.0095567722,-0.44441028800000004
mazF_ribo__mazF_total_60m__1,-0.0091213327,0.15759498360000002
mazF_ribo__mazF_total_60m__2,-3.2081703002,-0.22859216200000002
mercury__ctrl_t00__1,0.3024867032,-0.2824411267
mercury__ctrl_t10__1,-0.7366143573,0.0203153256
mercury__ctrl_t30__1,-1.0070526253,0.3035401298
mercury__ctrl_t60__1,-1.43521077,0.36849022800000003
mercury__hg_t10__1,2.1019730828,1.2601735454
mercury__hg_t30__1,1.2948990761,1.5203124937
mercury__hg_t60__1,0.8192028822,1.1646239808
mercury__pma_t10__1,4.097392616,1.1608911673
mercury__pma_t30__1,2.0822677186,1.6248974444000002
mercury__pma_t60__1,-1.8045099381,0.0478393294
mercury__ctrl_t00__2,-0.2894658106,0.1344873655
mercury__ctrl_t10__2,-0.5280731158,0.1052714344
mercury__ctrl_t30__2,-0.9119948717,0.4611442027
mercury__ctrl_t60__2,-0.9777885473000001,0.6258144898
mercury__hg_t10__2,1.1737168695,1.0531030242
mercury__hg_t30__2,1.0985733615,1.7677243515
mercury__hg_t60__2,-0.6869315986,0.36761396630000004
mercury__pma_t10__2,3.8168656806,1.2091511753
mercury__pma_t30__2,1.6111926154,1.5207557438000001
mercury__pma_t60__2,-1.94714629,0.0796670475
mercury__ctrl_t00__3,-0.0130208926,0.1479537612
mercury__ctrl_t10__3,-0.80912133,0.2139233489
mercury__ctrl_t30__3,-0.8008758775,0.7324536333
mercury__ctrl_t60__3,-0.46612832810000004,0.5556600366000001
mercury__hg_t10__3,1.9557488151,1.6872821680999999
mercury__hg_t30__3,2.1517376131,1.6515758515
mercury__hg_t60__3,0.42842489380000004,1.516560094
mercury__pma_t10__3,3.8775395425,0.9180955195
mercury__pma_t30__3,1.9733267286,1.1021245764
mercury__pma_t60__3,-2.2356437987,0.5151646617
ml_abx__az_lolcde__1,0.3561786146,0.347546548
ml_abx__az_lolcde__2,-0.4149546452,0.3409795286
ml_abx__az_lolcde__3,-0.6525768149,0.4133171209
ml_abx__b01__1,0.6091569008000001,0.29561851110000004
ml_abx__b01__2,0.036132974000000005,0.2971618695
ml_abx__b01__3,-0.30783951190000003,0.3293172634
ml_abx__cro__1,0.8206807627,-0.0863591658
ml_abx__cro__2,-0.2140457345,0.5417600646
ml_abx__cro__3,-0.4445078905,-0.2812639073
ml_abx__chl__1,0.9691364667000001,-0.3942182421
ml_abx__chl__2,1.2074577333,-0.457249599
ml_abx__chl__3,1.221431724,-0.393859927
ml_abx__cip__1,-0.7946034403000001,-0.3691476442
ml_abx__cip__2,-1.7351260988,-0.0972893148
ml_abx__cip__3,-1.519760152,-0.9709370434000001
ml_abx__clr__1,1.1556847557,-0.1117861571
ml_abx__clr__2,1.3270130079,-0.3426330774
ml_abx__clr__3,0.9340542517,-0.7133118344
ml_abx__cst__1,0.6631759777,0.3687195167
ml_abx__cst__2,0.0346185319,0.1257246609
ml_abx__cst__3,-0.5514842922000001,0.214509893
ml_abx__ctrl__1,0.567450427,-0.07467555070000001
ml_abx__ctrl__2,0.3499196537,-0.0191567336
ml_abx__ctrl__3,0.1122669776,0.2294437866
ml_abx__ctrl__4,-0.0904616891,0.6180455978
ml_abx__ctrl__5,-0.7587819558000001,-0.2853195295
ml_abx__ctrl__6,-0.1803934134,-0.46833757060000003
ml_abx__dox__1,1.0505125288,-0.2276014275
ml_abx__dox__2,1.1095877255,-0.4488527561
ml_abx__dox__3,0.7294856501,-0.38768965040000003
ml_abx__glob__1,0.3288002353,0.0122038578
ml_abx__glob__2,-0.2067614198,0.158244998
ml_abx__glob__3,-0.9187861203000001,-0.1346264913
ml_abx__lvx__1,-1.4394034580000001,-0.4146923575
