,A,CdaR
tcs__del_kdpE_01-kcl__2,1.6181326976000001,0.6991163965
tcs__del_kdpE_115-kcl__1,0.800298846,0.1339680815
tcs__del_kdpE_115-kcl__2,1.2284999297,0.2556265915
tcs__del_phoB_m9__1,1.6244823671000002,0.8425309855
tcs__del_phoB_m9__2,1.2418707285,0.8614457965000001
tcs__del_phoB_m9p__1,2.5278852791,3.0423841045
tcs__del_phoB_m9p__2,2.4990539181,3.1662293495
tcs__del_rcsB_etoh__1,8.682081712,2.1211769635
tcs__del_rcsB_etoh__2,8.5297061721,2.3752434024999998
tcs__del_rcsB_lb__1,8.9420995107,2.7579088975
tcs__del_rcsB_lb__2,8.6750309889,2.6943694445
tcs__del_zraR_lb__1,4.7017320515000005,3.1236021165
tcs__del_zraR_lb__2,4.1844476,3.0702005875
tcs__del_zraR_zncl2__1,7.5128881764,2.6961603385
tcs__del_zraR_zncl2__2,7.2703475765,2.7829683555
tcs__wt_01-kcl__1,2.5772787314,0.8628502115000001
tcs__wt_01-kcl__2,2.7303178579000003,0.5739705105
tcs__wt_01xlb__1,3.4945002915,0.5952732745
tcs__wt_01xlb__2,3.470496799,0.5261024995
tcs__wt_115-kcl__1,0.8722217637,0.33911559150000004
tcs__wt_115-kcl__2,0.7677069713,0.2701586755
tcs__wt_CuSO4__1,7.9939874833,3.0872365995
tcs__wt_CuSO4__2,8.8233775908,3.1444732805
tcs__wt_etoh__1,6.6978929287,2.5505867875
tcs__wt_etoh__2,6.2211521069,2.6746750285000003
tcs__wt_lb__1,6.53826224,1.5916587215
tcs__wt_lb__2,6.551843025,1.8986908295
tcs__wt_LiAcet__1,1.5666453392,1.1523201815
tcs__wt_LiAcet__2,1.3292268088,1.2404905815
tcs__wt_LiCl__1,1.391253801,1.1259648565
tcs__wt_LiCl__2,1.0632935929,1.0900039685
tcs__wt_m9p__1,2.7344537891,2.4781720955
tcs__wt_m9p__2,2.6420879829,2.5637549745
tcs__wt_pyr__1,4.2824946557,0.7182001895
tcs__wt_pyr__2,4.4383692039,0.5606202315000001
tcs__wt_zncl2__1,4.9753577334,2.3126343445
tcs__wt_zncl2__2,5.1444038223,2.4034470765
ros_tale__0_0_0pq__1,0.8142961939000001,0.0862835995
ros_tale__0_0_0pq__2,0.8788744574,0.0223447845
ros_tale__0_0_250pq__1,2.3785034569,0.12727393550000002
ros_tale__0_0_250pq__2,2.5726935029,0.1933821025
ros_tale__1_mid_250pq__1,0.3016213014,0.1986173285
ros_tale__1_mid_250pq__2,0.5190716561000001,0.2054690895
ros_tale__1_0_0pq__1,0.8654617129000001,0.7864494265
ros_tale__1_0_0pq__2,0.9737884755,1.0162419075
ros_tale__1_0_0pq__3,0.30684523350000004,0.2087016855
ros_tale__1_0_0pq__4,0.2071270108,0.1676494855
ros_tale__1_0_250pq__1,0.3112169436,-0.0871834225
ros_tale__1_0_250pq__2,0.5936103352000001,-0.0804473255
ros_tale__1_0_750pq__1,0.3424248104,0.9402934425
ros_tale__1_0_750pq__2,0.6770975627,0.8269307395000001
ros_tale__1_1_0pq__1,0.2605544984,0.21104348750000002
ros_tale__1_1_0pq__2,0.3186010897,0.4351630835
ros_tale__1_1_250pq__1,-0.09262153070000001,0.1553641905
ros_tale__1_1_250pq__2,0.23138680350000002,-0.1635144875
ros_tale__1_1_750pq__1,0.6657978451000001,0.0916886945
ros_tale__1_1_750pq__2,0.5254172866,0.17026852750000002
ros_tale__1_2_0pq__1,0.5773967772,1.0504079855
ros_tale__1_2_0pq__2,-0.0695834979,1.3803582935
ros_tale__1_2_250pq__1,0.2811517119,1.2473843735
ros_tale__1_2_250pq__2,0.7109259518000001,1.1361537735
ros_tale__1_2_750pq__1,0.4121050039,1.1805435595
ros_tale__1_2_750pq__2,0.4272883799,1.5632648105
ros_tale__1_3_0pq__1,1.0948840545,0.0775804155
ros_tale__1_3_0pq__2,1.4191298404000001,-0.1091130255
ros_tale__1_3_250pq__1,1.1582087096,0.5905746595
ros_tale__1_3_250pq__2,1.7113291118,0.9748200685
ros_tale__1_3_250pq__3,1.9175567213,1.0913328595
ros_tale__1_3_250pq__4,1.6990421617,1.3421705565
ros_tale__1_3_750pq__1,0.8898175675000001,0.9192827445
ros_tale__1_3_750pq__2,0.8437546317,0.3845423075
ros_tale__1_4_0pq__1,2.0190746255,0.9008808715000001
ros_tale__1_4_0pq__2,1.6186987325,0.8291146965
ros_tale__1_4_250pq__1,1.1882747987,0.5313810325
ros_tale__1_4_250pq__2,1.4943798578,0.9542854205
ros_tale__1_4_750pq__1,1.5586375920000002,0.5486022785
ros_tale__1_4_750pq__2,1.2588208849,0.9409591545
ros_tale__1_4_750pq__3,2.0376203102,0.9171138005
ros_tale__1_4_750pq__4,1.4350084911,1.0176170995
ros_tale__2_mid_250pq__1,1.6100829889,0.47946320950000004
ros_tale__2_mid_250pq__2,0.8211434778000001,0.3059237535
ros_tale__2_0_0pq__1,0.7853178093000001,0.4392356275
ros_tale__2_0_0pq__2,0.9125745588,0.5690947475
ros_tale__2_0_0pq__3,0.3235801627,-0.08433747750000001
ros_tale__2_0_0pq__4,0.9324482211,-0.34866259450000003
ros_tale__2_0_250pq__1,0.4372949889,-0.09593926850000001
ros_tale__2_0_250pq__2,0.8773352699,0.16861149050000002
ros_tale__2_0_750pq__1,1.5183645029,0.7370287965
ros_tale__2_0_750pq__2,1.6386603617,0.6195613395
ros_tale__2_1_0pq__1,-0.9571802959000001,0.8612586245
ros_tale__2_1_0pq__2,-0.5303713715,0.6827847065
ros_tale__2_1_250pq__1,0.4370767615,0.1231499405
ros_tale__2_1_250pq__2,1.1466519102000001,0.0641999905
ros_tale__2_1_750pq__1,0.6293539815,0.6072919655
ros_tale__2_1_750pq__2,0.3638935065,0.42686763850000004
ros_tale__2_1_750pq__3,-0.3896486507,0.7913505635
ros_tale__2_2_0pq__1,-1.1586409086,1.1138360425
ros_tale__2_2_0pq__2,-0.08899131340000001,1.1882183695
ros_tale__2_2_250pq__1,-1.0879054055,1.1629740115
ros_tale__2_2_250pq__2,-0.6883904118,1.0034131315
ros_tale__2_2_750pq__1,-0.5274131258,1.1149471745
ros_tale__2_2_750pq__2,0.2101097082,1.4358904945
ros_tale__2_3_0pq__1,0.37781298150000003,0.8765373005
ros_tale__2_3_0pq__2,0.5279111254000001,0.6572263935
ros_tale__2_3_250pq__1,0.3542354847,1.0160114415
ros_tale__2_3_250pq__2,-0.5649505314000001,1.1055008045
ros_tale__2_3_750pq__1,0.6275057351000001,1.2074075415
ros_tale__2_3_750pq__2,0.6157149468,1.1201546485
ros_tale__3_0_0pq__1,-0.0238533156,1.1278931455
ros_tale__3_0_0pq__2,0.2728204114,1.2296799245
ros_tale__3_0_250pq__1,0.9045640559,1.3830518805
ros_tale__3_0_250pq__2,0.2115706296,1.3547247995
ros_tale__3_0_750pq__1,2.7433320356,0.07853573450000001
ros_tale__3_0_750pq__2,2.6364007216000003,0.0821447235
ros_tale__3_1_0pq__1,0.6847532426,0.9750907805000001
ros_tale__3_1_0pq__2,-0.3725134379,0.9085675905
ros_tale__3_1_250pq__1,-0.4146537641,0.8048252825000001
ros_tale__3_1_250pq__2,-0.4922477576,1.0664285745
ros_tale__3_1_750pq__1,-0.5236248259,0.8935490085000001
ros_tale__3_1_750pq__2,-1.0230237309,1.1462314485
ros_tale__3_2_0pq__1,1.8979690611,2.8032926885
ros_tale__3_2_0pq__2,1.8717943122,2.8644631035
ros_tale__3_2_0pq__3,1.3857937212,3.0193902185
ros_tale__3_2_0pq__4,1.6533480324,3.1729937175
ros_tale__3_2_250pq__1,0.6925557185,1.1810674945
ros_tale__3_2_250pq__2,0.5441894518,1.4799386755000001
ros_tale__3_2_750pq__1,0.2299971022,0.6339724885
ros_tale__3_2_750pq__2,-0.4461835609,0.5064713935
ros_tale__3_3_0pq__1,1.2238674443,1.1401955905
ros_tale__3_3_0pq__2,0.9822342940000001,1.3204595325000001
ros_tale__3_3_0pq__3,1.2574665687,1.3523837735
ros_tale__3_3_0pq__4,1.1931737753,1.5486368635
ros_tale__3_3_250pq__1,0.1066791566,0.7803315095000001
ros_tale__3_3_250pq__2,0.19658654050000002,0.4603158365
ros_tale__3_3_750pq__1,0.0585041845,0.6313921805
ros_tale__3_3_750pq__2,-0.0663129276,0.6157529255
ros_tale__3_4_0pq__1,1.1092172264,0.8535720985
ros_tale__3_4_0pq__2,0.7371845171,1.0970054565
ros_tale__3_4_250pq__1,0.4793026482,1.0251627315
ros_tale__3_4_250pq__2,0.5912887428,1.1582384335
ros_tale__3_4_750pq__1,1.0372928599,1.0223605895
ros_tale__3_4_750pq__2,0.8826791046,0.8835376145
pcoli__atASMT_325G__1,1.0884702329,0.8788467965000001
pcoli__atASMT_325G__2,1.6277015437,0.8024954035
pcoli__bpTDC__1,1.5532034472,0.6724527955
pcoli__bpTDC__2,1.4817401767,0.7551729555000001
pcoli__BRCA__1,0.9037685406,0.6768490905
pcoli__BRCA__2,0.8759108816000001,0.7922163055
pcoli__BRCActrl__1,1.4411772182,0.5364866495
pcoli__BRCActrl__2,1.7985812195,0.3476227145
pcoli__BRCAswap__1,1.0984265709,0.6442309955000001
pcoli__BRCAswap__2,1.6433839955,0.5675698985000001
pcoli__btAANAT__1,0.9258088661,0.7065879765
pcoli__btAANAT__2,1.3761315170000001,0.6110355285
pcoli__btASMT__1,0.5125967818,0.1875657255
pcoli__btASMT__2,0.5971687062000001,0.4011724645
pcoli__CC1__1,1.7603218337,0.9327926285
pcoli__CC1__2,0.8279850480000001,0.4312158675
pcoli__ccCOMT__1,1.0088694039,0.4703529145
pcoli__ccCOMT__2,0.5808219245,0.6646441565
pcoli__ckDDC__1,2.5379342862,0.8601295315
pcoli__ckDDC__2,2.7171047608,0.8723755085
pcoli__CNTF_belt__1,0.9862790610000001,0.3717123825
pcoli__CNTF_belt__2,0.46338100990000003,-0.1936013875
pcoli__cobPNMT__1,1.1473009742,0.4666003985
pcoli__cobPNMT__2,1.1448385216,0.2923168565
pcoli__cvPhhB__1,0.4364433689,0.9057675405000001
pcoli__cvPhhB__2,1.0171473085,1.0784002375
pcoli__ggAANAT__1,0.3077415926,0.6837509695
pcoli__ggAANAT__2,0.6850791624,0.7189679085
pcoli__ggTPH__1,1.1925149656,0.8495450865
pcoli__ggTPH__2,0.7463867792000001,1.0257066685
pcoli__hsAANAT__1,2.3011847682,0.5360466935
pcoli__hsAANAT__2,1.7790667478,0.2954281475
pcoli__hsASMT__1,1.1472992837,0.7283955665
pcoli__hsASMT__2,1.4462757377,0.6280718965000001
pcoli__hsPNMT_mb__1,1.1251663931,0.8057522505
pcoli__hsPNMT_mb__2,1.1895557052,0.7208602105
pcoli__hsTPH__1,0.17265082780000002,0.6766692665
pcoli__hsTPH__2,0.35523064390000003,0.6423043815
pcoli__hsTPH_E2K__1,1.2535829557,0.4698426405
pcoli__hsTPH_E2K__2,1.6559782402,0.3466001865
pcoli__hsTPH_E2K_N91I_P99C__1,0.0905974269,0.6536501695
pcoli__hsTPH_E2K_N91I_P99C__2,0.6107043252000001,0.7455165005000001
pcoli__hsTPH_N158trunc__1,2.1869423023,0.9338618415000001
pcoli__hsTPH_N158trunc__2,2.3759279915000002,0.7146824915000001
pcoli__hsTPH_N174trunc__1,1.0153870248,1.0072974385
pcoli__hsTPH_N174trunc__2,1.1947356907,0.6792580295
pcoli__hsTPH_Ntermtrunc__1,2.9287363202,0.7502757775000001
pcoli__hsTPH_Ntermtrunc__2,1.5725226650000002,0.3504430425
pcoli__hsTPH1__1,1.6803512345,0.5308606585
pcoli__hsTPH1__2,1.6522583584000001,0.4609159565
pcoli__MBP__1,1.7044934981000002,0.9151186455
pcoli__MBP__2,1.4610670039,0.8959109435
pcoli__msCOMT__1,1.2171218606,1.0758428655
pcoli__msCOMT__2,0.4367187772,0.7504972635
pcoli__ocAANAT__1,0.1444164092,0.6353417325
pcoli__ocAANAT__2,0.6172456041000001,0.3589568925
pcoli__osTDC_K374H__1,1.5808727843,0.3791470745
pcoli__osTDC_K374H__2,2.0014967267,0.3055645695
pcoli__osTDC_K374L__1,0.8765029812,0.9056177435
pcoli__osTDC_K374L__2,1.0745950548,0.8802502445
pcoli__osTDC_K374Q__1,1.2803286274999999,0.3500220285
pcoli__osTDC_K374Q__2,1.5902877327,0.5054679955
pcoli__osTDC_L360V__1,0.8040577233,0.6422693255
pcoli__osTDC_L360V__2,1.688350453,0.5725387375000001
pcoli__pmTPH__1,0.6622007243,0.8009930395
pcoli__pmTPH__2,1.0830972048,0.5968346085
pcoli__RFC__1,0.6361904337000001,0.6601654255
pcoli__RFC__2,0.976398674,0.6482369945
pcoli__RFCctrl__1,2.1262440082,0.7450668485
pcoli__RFCctrl__2,2.5482607492,0.8102960435000001
pcoli__RFCnopause__1,2.5943733771,0.8621874325000001
pcoli__RFCnopause__2,2.6243293863,0.4380072465
pcoli__RFCpluspause__1,2.4762758178,0.8844224575
pcoli__RFCpluspause__2,2.8317732033,0.8771494685000001
pcoli__rnCOMT_sol__1,2.1363210977,0.5300892485
pcoli__rnCOMT_sol__2,2.349661713,0.6421763375
pcoli__rnPNMT__1,0.6698037553,0.3757850115
pcoli__rnPNMT__2,0.9619065866000001,0.2392908185
pcoli__rnTDC__1,0.5565167112,0.6407328735000001
pcoli__rnTDC__2,0.5445759218,0.7072291995000001
pcoli__rnTDC_trunc__1,0.9369055824,0.8704938415
pcoli__rnTDC_trunc__2,1.1232670478,0.9340614045000001
pcoli__saCOMT_T2A__1,0.9566299395000001,1.0879030695
pcoli__saCOMT_T2A__2,0.8258318358000001,0.9082754025
pcoli__sfCOMT__1,0.1129155097,0.3063906695
pcoli__sfCOMT__2,0.5232578145,0.5724335345
pcoli__sgAANAT_D63G__1,0.9986067999999999,1.0402814705
pcoli__sgAANAT_D63G__2,0.5236596366,0.4244759945
pcoli__ssDDC__1,0.7432979163,1.1150279075
pcoli__ssDDC__2,1.2816063395000001,0.7031498455
pcoli__TP53B__1,1.2465233959,0.8318534945
pcoli__TP53B__2,1.4341442705,0.9860541265
pcoli__WT__1,2.2609023357,0.4765445535
pcoli__WT__2,2.0263678838,0.7686227215
cck__glu_ale4__1,0.8433235726,0.07417206450000001
cck__glu_ale4__2,1.4831396002,-0.0060542275
cck__cck_ale1__1,0.7350421978,-0.0683684585
cck__cck_ale1__2,1.1557588295,0.1192710265
cck__cck_ale2__1,0.9779956167,-0.33651412350000004
cck__cck_ale2__2,0.989032761,-0.0491139025
cck_pgi__gmos_delpgi__1,1.6358543236,0.7812026235
cck_pgi__gmos_delpgi__2,2.2993709684,1.4980914845
cck_pgi__pgi_ale1__1,5.8768198745,1.4587596325
cck_pgi__pgi_ale1__2,6.0638832828,1.2818678595
cck_pgi__pgi_ale2__2,2.3520224103,1.0196456225
cck_pgi__pgi_ale3__1,1.7326649472,0.8628490725
cck_pgi__pgi_ale3__2,2.0881222507,0.8152948275
cck_pgi__pgi_ale4__1,3.6153711226,0.8791372255000001
cck_pgi__pgi_ale4__2,3.648107476,0.47967503250000004
cck_pgi__pgi_ale4__3,3.4405750908,0.5052773615
cck_pgi__pgi_ale5__1,1.8609778758000002,0.9675652245
cck_pgi__pgi_ale5__2,1.5552127951,1.2250256835
cck_pgi__pgi_ale6__1,2.7872732764,0.8341763465
cck_pgi__pgi_ale6__2,3.4350096328,0.6617577145
cck_pgi__pgi_ale7__1,1.2427411984,0.9723893245
cck_pgi__pgi_ale7__2,0.5655915964,0.4464716915
cck_pgi__pgi_ale8__1,1.4359047907,0.2446469615
cck_pgi__pgi_ale8__2,1.3657767237,0.3911079275
cck_sdh__gmos_delsdhCB__1,2.9018573761,0.6216701205
cck_sdh__gmos_delsdhCB__2,2.6102935825999998,0.5054109755
cck_sdh__sdh_ale1__1,2.1767997225,0.2263273995
cck_sdh__sdh_ale1__2,1.3300316996000001,0.2698955265
cck_sdh__sdh_ale2__1,1.5233614293,0.0347315515
cck_sdh__sdh_ale3__2,1.7353915678,0.3060527205
cck_sdh__sdh_ale3__1,1.8531248974999999,0.4869343855
cck_sdh__sdh_ale3__3,1.1988086644,0.1799237445
cck_pts__gmos_delptsHIcrr__2,4.7440107014,1.5161587564999999
cck_pts__gmos_delptsHIcrr__1,4.3347643791,1.2235024425
cck_pts__pts_ale1__2,1.7334937742,0.3911665825
cck_pts__pts_ale1__1,1.6721896663,0.2196510845
cck_pts__pts_ale2__2,0.9450593648000001,0.0587487905
cck_pts__pts_ale2__1,0.9192576076000001,-0.2174673165
cck_pts__pts_ale3__2,1.1814896467,-0.16596462350000002
cck_pts__pts_ale3__1,1.1483502634,-0.0188726895
cck_pts__pts_ale4__2,0.5460847474,0.0713650745
cck_pts__pts_ale4__1,0.5362635163,-0.2386843445
cck_gnd__gmos_delgnd__1,2.1747360042,0.3730793565
cck_gnd__gmos_delgnd__2,2.4266365552,-0.0763326765
cck_gnd__gnd_ale1__1,0.9462530984,-0.1842710135
cck_gnd__gnd_ale1__2,0.29378640170000003,-0.1538659255
cck_gnd__gnd_ale2__1,0.7832344338,-0.3106989585
cck_gnd__gnd_ale2__2,0.47952391710000003,-0.039919643500000004
cck_gnd__gnd_ale3__1,0.8475590902,0.09335106650000001
cck_gnd__gnd_ale3__2,1.0646185085,-0.1506015035
cck_tpiA__gmos_deltpiA__1,2.615286253,2.0034379745
cck_tpiA__gmos_deltpiA__2,4.254320462,2.2589821575
cck_tpiA__tpiA_ale1__1,1.4450583896,0.8219297655000001
cck_tpiA__tpiA_ale1__2,1.2975124227000001,0.6983056445
cck_tpiA__tpiA_ale2__1,1.7590253474000002,1.6014447165
cck_tpiA__tpiA_ale2__2,1.6041210000000001,1.3590456725
cck_tpiA__tpiA_ale3__1,1.115220107,0.8112295475
cck_tpiA__tpiA_ale3__2,1.0425089788,0.9794645105
cck_tpiA__tpiA_ale4__1,1.4388782388,0.7164651175000001
cck_tpiA__tpiA_ale4__2,1.2975229727,1.0559989755
acid_tale__acid_ale1_pH7__1,1.1331956029,-0.17555012650000001
acid_tale__acid_ale1_pH7__2,1.1109438909,-0.0935889735
acid_tale__acid_ale1_pH5__1,1.4882863598,-0.1007683875
acid_tale__acid_ale1_pH5__2,1.674756886,-0.0289581985
acid_tale__acid_ale2_pH7__1,1.3434866939,0.5002361875
acid_tale__acid_ale2_pH7__2,0.8834915492000001,0.3045993225
acid_tale__acid_ale2_pH5__1,0.4694993141,0.0993705275
acid_tale__acid_ale2_pH5__2,0.9641784365,-0.1533982355
acid_tale__low_Mg_ale_pH7__1,1.8526245228,0.5933240505
acid_tale__low_Mg_ale_pH7__2,1.6569545806,0.2391209635
acid_tale__low_Mg_ale_pH5__1,0.5249455963,0.6279909055
acid_tale__low_Mg_ale_pH5__2,0.7222062223,0.3444704865
acid_tale__MES_ale_pH7__1,0.8119873598,0.3711030605
acid_tale__MES_ale_pH7__2,1.0785503037,0.5242472755
acid_tale__MES_ale_pH5__1,0.9572402426000001,0.3462341545
acid_tale__MES_ale_pH5__2,1.121341328,0.3853928105
acid_tale__gmos_pH7__1,1.1079881913,0.3848943425
acid_tale__gmos_pH7__2,1.0779641779,0.37078152950000004
acid_tale__gmos_pH5__1,1.3344306376000001,0.5169793125000001
acid_tale__gmos_pH5__2,0.9728924727,0.29729258750000004
adnB__wt_adn__1,-0.45497558250000003,2.1291865025
adnB__wt_adn__2,-0.8498362544,1.3513641175
adnB__delydhB_adn__1,0.35144020870000003,1.4081376795
adnB__delydhB_adn__2,0.6227815455,2.0922160215
ytf2__wt_glc__1,0.936252505,0.8637990225000001
ytf2__wt_glc__2,0.3525717504,0.7181313785
ytf2__ybcM_glc__1,1.8060127885,0.5872311105
ytf2__ybcM_glc__2,2.2376835124,0.6455812475
ytf2__ydhB_glc__1,1.6365102983000002,0.6956498995
ytf2__ydhB_glc__2,1.6122555085,0.6128667405
ytf2__yfeC_glc__1,1.4683756495,0.8309328695
ytf2__yfeC_glc__2,2.1532339953,0.7683121965
ytf2__yciT_glc__1,0.7473709465,0.7394695605
ytf2__yciT_glc__2,0.9444778889000001,1.0289913395
ytf2__ydiZ_glc__1,0.7314064410000001,0.9923500165
ytf2__ydiZ_glc__2,0.8390990801,1.1896577225
ytf2__ynfL_glc__1,1.1251920968,1.0478384775
ytf2__ynfL_glc__2,1.1538331283,0.9188589865000001
misc2__dellon_glc__1,2.5127969783,0.7894128635000001
misc2__dellon_glc__2,2.0094615994,0.6118696815
ytf3__wt_glc2__1,1.5532767077,1.0071324405
ytf3__wt_glc2__2,1.1058324112,1.2940040955
ytf3__wt_pH7_lactate__1,1.2685923984,1.1403365005000001
ytf3__wt_pH7_lactate__2,1.0145731438,1.2384474195
ytf3__wt_pH55_lactate__1,1.0088876619,0.5307937695
ytf3__wt_pH55_lactate__2,1.2977591321,0.7875246715
ytf3__wt_pH55_HCl__1,0.8274181164000001,0.9642161015
ytf3__wt_pH55_HCl__2,1.6696466923000002,1.1415839445
ytf3__dyieP_pH7__1,1.0905036115,1.0661252175
ytf3__dyieP_pH7__2,1.2699017934999999,1.1990979955
ytf3__dyieP_pH55__1,0.8904745958,0.8063725315
ytf3__dyieP_pH55__2,0.924073035,1.2358963715
