,A,PhoB
cstr_pfr__pfr_P5_0010m__1,0.1688918804,0.010076184200000001
cstr_pfr__pfr_P5_0025m__1,0.2760849367,0.1606020732
cstr_pfr__pfr_P3_0025m__1,0.19156596280000002,0.1346761886
cstr_pfr__pfr_P1_0025m__1,-0.2690056974,0.0801424092
cstr_pfr__pfr_P5_0045m__1,0.8153574499,-0.15796463130000002
cstr_pfr__pfr_P5_0120m__1,2.0846077457,0.0784598624
cstr_pfr__pfr_P3_0120m__1,-0.1769310473,-0.126147483
cstr_pfr__pfr_P1_0120m__1,-1.0353109389,-0.3045733807
cstr_pfr__pfr_P5_0210m__1,4.1146391031,0.059519865500000005
cstr_pfr__pfr_P5_1500m__1,0.039780249600000005,0.0506858613
cstr_pfr__pfr_P3_1680m__1,0.5459740826,-0.3775479694
cstr_pfr__pfr_P5_1680m__1,-0.0713574912,-0.0337374442
cstr_pfr__pfr_P1_1680m__1,-0.18862871150000002,0.0843806512
cstr_pfr__str_0005m__2,0.6970991941,-0.1895461283
cstr_pfr__str_0010m__2,-0.1446581113,-0.0316398303
cstr_pfr__str_0025m__2,-0.1251699939,-0.0221233635
cstr_pfr__str_0045m__2,0.7718423666,0.0108576651
cstr_pfr__str_0075m__2,1.1052781758,-0.06522336840000001
cstr_pfr__str_0120m__2,-0.3073426614,-0.2322981556
cstr_pfr__str_0210m__2,0.3674069938,-0.17134539840000002
cstr_pfr__str_0330m__2,-0.2693938625,-0.09645047620000001
cstr_pfr__str_1500m__2,-0.5029019305,-0.168768049
cstr_pfr__str_1560m__2,-0.0857649947,0.0549223191
cstr_pfr__str_1680m__2,1.6461350575,-0.046913582700000005
cstr_pfr__str_ref1__2,-0.0824387751,-0.0503002899
cstr_pfr__str_ref2__2,0.1667580777,0.0853356814
cstr_pfr__str_ref3__2,-0.5139492986,-0.024887729
cstr_pfr__pfr_P5_0005m__2,2.8101515526,0.0761177911
cstr_pfr__pfr_P5_0010m__2,-0.4793579683,-0.18497081810000002
cstr_pfr__pfr_P5_0025m__2,-0.4159364829,-0.1722445458
cstr_pfr__pfr_P3_0025m__2,-0.5820398172,-0.011774765900000001
cstr_pfr__pfr_P1_0025m__2,-0.6621909278,-0.017845104
cstr_pfr__pfr_P5_0045m__2,0.0406372866,0.1887997439
cstr_pfr__pfr_P5_0120m__2,-0.5013918006,-0.0832646304
cstr_pfr__pfr_P3_0120m__2,-0.7118056138000001,-0.178851287
cstr_pfr__pfr_P1_0120m__2,-0.48932829850000004,-0.09632585560000001
cstr_pfr__pfr_P5_0210m__2,0.30819182840000003,-0.37032027640000004
cstr_pfr__pfr_P5_1500m__2,0.3118093762,0.0975258865
cstr_pfr__pfr_P3_1680m__2,-0.12020095900000001,-0.08723503190000001
cstr_pfr__pfr_P5_1680m__2,-0.0130633137,-0.1802188405
cstr_pfr__pfr_P1_1680m__2,0.3681613623,-0.0800073953
darobactin__daro_30m__1,-0.472852141,1.0674622346
darobactin__daro_30m__2,-0.905136794,1.3218870776
darobactin__solv_1h__1,-1.8252205563000001,1.4185467652
darobactin__solv_1h__2,-0.4778834436,1.47119595
darobactin__daro_1h__1,10.210968688,3.7811914513
darobactin__solv_1h__3,-2.7503891565,1.509372879
darobactin__daro_1h__2,5.6139062418,2.6165556121
darobactin__daro_1h__3,7.5419650256,3.4038463302
darobactin__daro_30m__3,-0.6179603772000001,1.4728142723
darobactin__solv_30m__1,-0.7407005403,0.6218891893
darobactin__solv_15m__1,-0.0653059117,-0.11154695740000001
darobactin__solv_15m__2,-0.0988964017,0.5554588306
darobactin__daro_15m__1,-0.311500702,0.3491053289
darobactin__solv_15m__3,0.1642023134,-0.44391187320000003
darobactin__daro_15m__2,0.3111081962,0.6793037794
darobactin__daro_15m__3,-0.7867629368,1.3897523791
darobactin__solv_30m__2,0.3942221724,0.5409314944
darobactin__solv_30m__3,-0.6685094675000001,0.0280662299
ddp__pNT3_aroP__1,-0.8834788245,-0.1300600696
ddp__pNT3_aroP__2,-1.220961998,-0.6282179813000001
ddp__pNT3_bamC__1,-1.6858042967,-0.3993581514
ddp__pNT3_bamC__2,-1.4396687696,-0.9585792793000001
ddp__pNT3_cusA__1,5.5559412672,1.6547667087
ddp__pNT3_cusA__2,4.304853657,1.1516228351
ddp__pNT3_hemX__1,-0.9438900907000001,-0.1708250437
ddp__pNT3_hemX__2,-1.0267837136,-0.4207241172
ddp__pNT3_empty__1,-0.060031408800000005,-0.00028165030000000004
ddp__pNT3_empty__2,0.060031408800000005,0.00028165030000000004
ddp__pNT3_topA__1,-2.6505432881,-0.38414293790000004
ddp__pNT3_topA__2,-2.8175639601,-0.6753908862
ddp__pNT3_yicR__1,-0.6226516412,-0.010848024900000001
ddp__pNT3_yicR__2,-1.1682084058,-0.4700451921
ddp__pNT3_yqjD__1,-0.17111766350000002,0.1219715469
ddp__pNT3_yqjD__2,-0.33823150500000004,-0.08632734710000001
ecomics__del_gabT__1,1.829796302,0.0283567049
ecomics__del_gabT__2,-1.829796302,-0.0283567049
ecomics__del_putP__1,0.0512500907,-0.2566061593
ecomics__del_putP__2,-0.9623457193,0.22002202640000001
ecomics__del_entF__1,-1.9691180525,0.1900637785
ecomics__del_entF__2,0.9407553472,0.7298117101
ecomics__del_entF__3,-0.059700082,-0.3963135303
ecomics__del_cysA__1,0.1830681709,0.2052377956
ecomics__del_cysA__2,-1.8714271571,0.4095968823
elyC__wt_21C__1,0.1387602486,1.5397607209
elyC__wt_21C__2,0.48276812700000005,1.5048866992
elyC__wt_21C__3,0.39545044560000003,1.3285696683000001
elyC__wt_37C__1,0.1024178463,0.0636783849
elyC__wt_37C__2,-0.003529912,0.0949983366
elyC__wt_37C__3,-0.0988879344,-0.1586767215
elyC__delelyC_21C__1,0.0361944664,1.3139842607
elyC__delelyC_21C__2,-0.0766964613,1.9363141364
elyC__delelyC_21C__3,0.1846069803,1.5960205164999999
elyC__delelyC_37C__1,-0.2074981876,0.2020927029
elyC__delelyC_37C__2,-0.2627699316,0.1640558786
elyC__delelyC_37C__3,-0.0949971683,0.0921590665
evo_acid_w__F9_2__1,0.3326417467,0.6366805586000001
evo_acid_w__F11_1__1,-0.2574245434,-0.2600445102
evo_acid_w__F11_1__2,-0.44978009560000004,0.0494246447
evo_acid_w__F11_1__3,-0.6909092287,-0.09083398840000001
evo_acid_w__wt__1,0.23222298460000002,0.1418860107
evo_acid_w__F11_2__1,-0.49281395120000004,0.4274317649
evo_acid_w__B11_2__1,-1.3133073836,0.2946032986
evo_acid_w__F11_2__2,-1.6570667498,0.5898659554
evo_acid_w__wt__2,-0.2083933332,-0.010595788
evo_acid_w__B11_1__1,-1.6817368579,0.159287603
evo_acid_w__H9_1__1,3.9942857607,-0.7759585769
evo_acid_w__H9_2__1,-0.8981242802,0.1898062782
evo_acid_w__B11_2__2,-1.2859395537,0.07013427850000001
evo_acid_w__wt__3,-0.7182997099,0.2829803774
evo_acid_w__H9_2__2,-1.0238631859,0.27685577370000003
evo_acid_w__B11_2__3,-1.4754077348,0.2585868227
evo_acid_w__F11_2__3,-1.5281760613,0.39837596540000003
evo_acid_w__F9_2__2,0.47258988220000003,0.8829552123000001
evo_acid_w__wt__4,-0.7623158242,0.4045725392
evo_acid_w__wt__5,-1.0655840966,0.3190311551
evo_acid_w__wt__6,0.8092440395,-0.4978973835
evo_acid_w__H9_1__2,3.6551192281000002,-0.6540438404000001
evo_acid_w__F9_1__1,0.24090265190000001,0.035703233200000004
evo_acid_w__F9_1__2,0.5922970999,-0.0140993811
evo_acid_w__B11_1__2,-1.5241590517999999,0.2041376312
evo_acid_w__H9_2__3,-1.642720479,0.157947624
evo_acid_w__wt__7,0.1990770098,0.40655496550000003
evo_acid_w__F9_1__3,0.0373805352,0.0711742488
evo_acid_w__F9_2__3,0.7444064481,0.6736435904
evo_acid_w__wt__8,0.7857664777000001,-0.5325007173
evo_acid_w__B11_1__3,-1.3950317330000002,0.1671327417
evo_acid_w__wt__9,0.7282824522,-0.5140311591
evo_bz__c3_1_bz__1,0.1889083395,2.9029765501
evo_bz__c3_1_bz__2,1.0896869825,-0.0854953896
evo_bz__c3_1_bz__3,0.5248713391000001,-0.4461234224
evo_bz__c3_1_bz__4,0.6211630473,-0.2793220167
evo_bz__g5_1_bz__1,0.6155314096,1.4917606342
evo_bz__g5_1_bz__2,1.3509361069999999,2.144620291
evo_bz__g5_1_bz__3,0.575670788,0.8078755043
evo_bz__g5_1_bz__4,0.6616971705,0.1440849555
evo_bz__g5_1_bz__5,0.5634266169000001,-0.1653199624
evo_bz__g5_1_bz__6,0.3038928761,-0.009770248300000001
evo_bz__w3110d13__1,-0.48859381490000003,-0.1834626915
evo_bz__w3110d13__2,-0.3277140193,-0.1730163687
evo_bz__w3110d13__3,0.2837277176,0.1275773326
evo_bz__w3110d13__4,-0.33155559290000003,-0.21141581380000002
evo_bz__w3110d13__5,0.7009479101,0.1421356584
evo_bz__w3110d13__6,0.1631877994,0.2981818831
evo_bz__w3110d13_bz__1,0.5119172385,0.5432734016
evo_bz__w3110d13_bz__2,0.622730909,0.8345223074
evo_bz__w3110d13_bz__3,2.3630147151,0.1409174041
evo_bz__w3110d13_bz__4,0.1085931388,0.5123272343
evo_bz__c3_1_bz__5,0.39542645,2.7974599181
evo_bz__c3_1_bz__6,0.18235755150000002,2.620102945
evo_bz__g5_2_bz__1,1.8385114853000002,-0.4688521382
evo_bz__g5_2_bz__2,1.8927391888,-0.5484574125
evo_bz__g5_2_bz__3,1.4997020275000001,-0.7239323767
evo_bz__g5_2_bz__4,0.058598286000000006,0.5457203190000001
evo_bz__g5_2_bz__5,-0.0732765403,0.5168587911
evo_bz__g5_2_bz__6,0.0245440492,0.9940954424
evo_bz__w3110d13_bz__5,2.0368304407,-0.00099126
evo_bz__w3110d13_bz__6,2.4803917049,0.39573205980000004
evo_bz__a1_1_bz__1,1.9309705008,0.5452834715
evo_bz__a1_1_bz__2,0.0542806222,0.13288957140000002
evo_bz__a1_1_bz__3,0.2406108238,0.2456498762
evo_bz__a1_1_bz__4,0.11291152160000001,-0.08738772360000001
evo_bz__a1_1_bz__5,0.8296923379000001,0.4842339338
evo_bz__a1_1_bz__6,0.3255658728,0.1261634391
evo_metab__wt__1,1.3761104773000001,0.7981172971
evo_metab__del_zwf__1,0.44395831020000004,0.6104745431
evo_metab__zwf_ale1__1,0.8803354360000001,0.9103374277
evo_metab__zwf_ale2__1,0.9966741046,1.8833457657000001
evo_metab__del_ppk__1,0.7434796879000001,-0.6595136758
evo_metab__ppk_ale1__1,1.1415130837,-0.1429035831
evo_metab__ppk_ale2__1,1.9353229306,0.0832771093
evo_metab__ppk_ale3__1,0.1664156176,0.42792094280000004
evo_metab__del_dapF__1,0.7781037896,0.8251091042
evo_metab__dapF_ale1__1,1.128824023,0.9394446548000001
evo_metab__dapF_ale3__1,0.11019046090000001,0.0271499691
evo_metab__del_entC__1,1.0255485359,0.0430690906
evo_metab__entC_ale1__1,-0.0150438993,-0.0004944199
evo_metab__entC_ale2__1,0.3228147206,0.7493143943
evo_metab__del_dgk__1,0.1693720527,-0.5902522273
evo_metab__dgk_ale1__1,-1.766307475,0.15333911220000002
evo_metab__dgk_ale2__1,-1.2089053593,0.0368750505
evo_metab__dgk_ale3__1,1.1128209151,0.44742464200000004
evo_metab__wt__2,-0.3919528545,-0.6749637110000001
evo_metab__del_zwf__2,-0.5253233851,0.1742293972
evo_metab__zwf_ale1__2,-1.2833500418,0.030944134800000002
evo_metab__zwf_ale2__2,-0.5713771457,0.5386613066
evo_metab__del_ppk__2,0.0429448585,-0.16860875520000002
evo_metab__ppk_ale1__2,-1.3669165721,-0.0859354953
evo_metab__ppk_ale2__2,0.0294179158,-0.0844141513
evo_metab__ppk_ale3__2,0.40676940240000004,-0.2961919089
evo_metab__del_dapF__2,-0.7586766971000001,0.2996798356
evo_metab__dapF_ale1__2,-1.6614635844999999,0.1492984325
evo_metab__dapF_ale3__2,-1.2971599599,0.2572229756
evo_metab__del_entC__2,-0.6661537632,-0.280060542
evo_metab__entC_ale1__2,0.1156844217,-0.2796665444
evo_metab__entC_ale2__2,-1.092287443,1.612198684
evo_metab__entC_ale3__1,-1.4112960263,0.2469105601
evo_metab__del_dgk__2,-1.0133977689,-0.3211764514
evo_metab__dgk_ale1__2,-1.6346990948,-0.1855785136
evo_metab__dgk_ale2__2,-1.0106914153,-0.29612329600000004
evo_metab__dgk_ale3__2,-0.0493060686,-0.4766341431
evo_metab__wt__3,-0.9841576228000001,-0.1231535861
evo_metab__del_zwf__3,-0.3738679433,-0.4906046633
evo_metab__zwf_ale1__3,-1.0435725938,-0.21906721440000002
evo_metab__zwf_ale2__3,-0.7997955822,1.1053551434
evo_metab__del_ppk__3,-0.7287698437,0.4419816513
evo_metab__ppk_ale1__3,-1.4915343787,-0.319366066
evo_metab__ppk_ale2__3,0.4265459238,0.4817446842
evo_metab__ppk_ale3__3,-0.43403679980000004,0.2985276891
evo_metab__del_dapF__3,-0.6955814635,0.3889375071
evo_metab__dapF_ale1__3,-0.2459332843,0.3064772525
evo_metab__dapF_ale3__3,-1.0007257449,0.3723211513
evo_metab__del_entC__3,-0.3003649665,-0.6429376106
evo_metab__entC_ale1__3,-0.8556179700000001,-0.0638164373
evo_metab__entC_ale2__3,-1.2552526252,0.0393453891
evo_metab__entC_ale3__2,-0.9143369343000001,0.11586075870000001
evo_metab__del_dgk__3,-1.7184195281,-0.3001930913
evo_metab__dgk_ale1__3,-1.8482662674,-0.1265173647
evo_metab__dgk_ale2__3,-1.3846228502,1.6157500379
evo_metab__dgk_ale3__3,-0.4668213531,-0.1301976448
flag_reg__wt__1,-0.0667976378,0.1806184652
flag_reg__del_fliA__1,0.6745399534000001,-0.48517170060000003
flag_reg__del_flhC__1,0.22614479170000001,-0.44588069280000003
flag_reg__del_flhD__1,0.14761259100000002,-1.1012034489
flag_reg__wt__2,0.0667976378,-0.1806184652
flag_reg__del_fliA__2,-0.0923036316,-0.5785573516
flag_reg__del_flhC__2,0.4073089321,-0.16041019750000002
flag_reg__del_flhD__2,0.09339043650000001,-0.664491633
flgM__27C__1,1.4626862244,0.0033393061000000003
flgM__27C__2,0.8031133635000001,-0.0598324656
flgM__27C__3,1.3106849881,-0.3021225397
flgM__32C__1,-0.8084914226000001,-0.30282607970000003
flgM__32C__2,0.3766695222,0.20474634200000003
flgM__32C__3,0.7604952046,-0.019685741
flgM__37C__1,0.14711498920000002,-0.0865557472
flgM__37C__2,-0.0134975705,0.0743032423
flgM__37C__3,-0.1336174186,0.0122525049
flgM__42C__1,-0.6309778801,-0.34931944730000003
flgM__42C__2,-0.6355893186,0.1633228859
flgM__42C__3,-1.3081186396,0.1059759926
histone__untreated__1,-0.11383230800000001,0.22468967
histone__untreated__2,-0.17400944540000002,-0.3866747233
histone__untreated__3,0.2878417534,0.1619850534
histone__10ug_H2A__1,0.572690606,-0.2560877668
histone__10ug_H2A__2,-0.1679583409,-0.027288385000000002
histone__10ug_H2A__3,0.43505812590000004,-0.0408898916
histone__50ug_H2A__1,0.7423915299,0.1886503779
histone__50ug_H2A__2,0.6640324082,0.10019460220000001
histone__50ug_H2A__3,0.8024664702000001,-0.0590296152
histone__100ug_H2A__1,1.0655664111,0.3682717916
histone__100ug_H2A__2,0.9350364591,0.27293423240000003
histone__100ug_H2A__3,1.0242089087,0.0617253506
hns__del_hns_spike__1,-0.7122450794,0.1072060137
hns__del_hns_spike__2,-0.5008838693000001,-0.2080152942
hns__del_hns__1,-0.7409729686000001,0.0216554883
hns__del_hns__2,-0.1315010241,-0.12360261510000001
hns__wt_spike__1,0.1083852552,0.0253438853
hns__wt_spike__2,0.6878013159,-0.24090122020000002
hns__wt__1,-0.5308286793,-0.1358939756
hns__wt__2,0.5308286793,0.1358939756
hns_stpA__evo100G4_delhns_delstpA__1,-0.7453712295,-0.9301279135
hns_stpA__evo100G4_delhns_delstpA__2,-0.5234051038,-1.0441960464
hns_stpA__evo100G12_delhns_delstpA__1,-1.5134611847000001,-1.2389798723
hns_stpA__evo100G12_delhns_delstpA__2,-0.6111035259,-1.7506517662
hns_stpA__delhns_delstpA_delrpoS__1,-0.5175521765000001,-1.3948017641
hns_stpA__delhns_delstpA_delrpoS__2,-1.0428582804,-1.2837023712
hns_stpA__wt__1,0.6705637795,0.3486605816
hns_stpA__wt__2,-0.6705637795,-0.3486605816
hns_stpA__delhns_delstpA__1,0.3235731237,-1.2774859047
hns_stpA__delhns_delstpA__2,-0.43677021320000003,-1.0788699747
hu__wt_log_pH7__1,1.7379823379000001,0.1111762255
hu__wt_log_pH7__2,0.2271303571,0.0200180722
hu__wt_log_pH7__3,0.9208640708,0.46669830830000003
hu__wt_lag_pH7__1,0.2669929639,-0.2720789932
hu__wt_lag_pH7__2,1.2394775119,-0.2979742011
hu__wt_lag_pH7__3,-1.5064704758,0.5700531943
hu__delhupA_lag_pH7__1,-0.091680733,-0.0481781365
hu__delhupA_lag_pH7__2,0.9026731216,-0.2660745234
hu__delhupA_lag_pH7__3,-1.0990491755,0.3938916569
hu__delhupB_lag_pH7__1,0.3151952417,-0.2431691592
hu__delhupB_lag_pH7__2,0.6496704463,-0.4282540436
hu__delhupB_lag_pH7__3,-0.9341998621000001,0.20135545770000002
hu__delhupAhupB_lag_pH7__1,0.2035001177,0.0337071024
hu__delhupAhupB_lag_pH7__2,0.5632760743,-0.5405934723
hu__delhupAhupB_lag_pH7__3,-1.1263379548,0.7067053415
hu__hupAE34K_hupB_lag_pH7__1,-0.19532747990000002,0.1066272622
hu__hupAE34K_hupB_lag_pH7__2,0.41454921910000003,0.2266648961
hu__hupAE34K_hupB_lag_pH7__3,-1.4991937154000001,0.3902264405
hu__hupAE34K_delhupB_lag_pH7__1,-0.3140712806,0.1327914911
hu__hupAE34K_delhupB_lag_pH7__2,0.331407622,0.056878631000000006
hu__hupAE34K_delhupB_lag_pH7__3,-1.9808306111,0.5454535301
hu__wt_lag_pH5__1,0.06261808890000001,0.050513534400000004
hu__wt_lag_pH5__2,-0.7747805592,0.6152291731
hu__wt_lag_pH5__3,-0.6878709226,0.7187979159
hu__delhupA_lag_pH5__1,0.0026172582,0.19875393600000002
hu__delhupA_lag_pH5__2,-0.5706370613,0.6253441592
hu__delhupA_lag_pH5__3,-0.31779718030000004,0.9717104275
hu__delhupAhupB_lag_pH5__1,0.628986048,0.43607985650000003
hu__delhupAhupB_lag_pH5__2,0.1266403456,0.7692737461
hu__delhupAhupB_lag_pH5__3,-0.6234614373,1.6824781984000001
hu__hupAE34K_hupB_lag_pH5__1,-0.027706260200000003,0.2333784472
hu__hupAE34K_hupB_lag_pH5__2,-0.6672490858,1.0762530091
hu__hupAE34K_hupB_lag_pH5__3,-0.8429971539000001,0.9743525503
hu__hupAE34K_delhupB_lag_pH5__1,0.0288606533,0.9471720322
hu__hupAE34K_delhupB_lag_pH5__2,-0.8578526780000001,0.5583695839
hu__hupAE34K_delhupB_lag_pH5__3,-0.9319089960000001,1.3262185949
hyperpersistence__low_GFP__1,2.9583150519,-1.8913213689
hyperpersistence__wt__1,0.3153654786,-0.0193253751
hyperpersistence__high_GFP__1,3.1689931854,-1.664096812
hyperpersistence__pth_mut__1,0.5494177138,0.7649954416
hyperpersistence__pth_mut__2,1.2818174055,0.7007356712
hyperpersistence__metG_mut__1,-0.7564776244,0.5475259813000001
hyperpersistence__metG_mut__2,2.9108354479000003,0.0147621867
hyperpersistence__high_GFP__2,4.4492942506,-0.5138847975
hyperpersistence__wt__2,-0.3153654786,0.0193253751
hyperpersistence__low_GFP__2,3.4049443274,-1.0695588291
kan_efg__cpxAF218Y__1,-1.3138959065,-0.24928611050000002
kan_efg__cpxAF218Y__2,-1.4435149136,0.2505474152
kan_efg__cyaAN600Y__1,-0.41002000780000003,0.16470435800000002
kan_efg__cyaAN600Y__2,-0.8846729697,-0.1233141095
kan_efg__fusAA608E__1,0.7713237877,-0.13799393670000001
kan_efg__fusAA608E__2,-0.4070269613,-0.0218956507
kan_efg__fusAA608E_cpxAF218Y__1,-0.2891185005,0.3439962186
kan_efg__fusAA608E_cpxAF218Y__2,-1.0201673442,-0.2393768652
kan_efg__fusAA608E_cyaAN600Y__1,-0.3489119673,0.1942708027
kan_efg__fusAA608E_cyaAN600Y__2,-0.7344362268,0.33345382770000004
kan_efg__fusAA608E_rpoDL261Q__1,-0.45312116560000004,0.29622803070000003
kan_efg__fusAA608E_rpoDL261Q__2,-0.8021019033,0.45017170830000003
kan_efg__fusAA608E_topAS180L__1,-0.2223434807,1.0021799863
kan_efg__fusAA608E_topAS180L__2,-0.120568753,1.4380915697
kan_efg__rpoDL261Q__1,-0.41579384550000004,0.3029477125
kan_efg__rpoDL261Q__2,-1.0936679891,0.7935512196000001
kan_efg__wt__1,0.0520163082,0.0148319421
kan_efg__wt__2,-0.0520163082,-0.0148319421
lrp__wt_min_log__1,0.0113745384,-0.034272681900000004
lrp__wt_min_log__2,-0.0113745384,0.034272681900000004
lrp__wt_min_trans__1,0.4202899053,-0.2832610329
lrp__wt_min_trans__2,-0.1583197177,0.058547238
lrp__wt_min_stat__1,1.7692354531,-0.28893735530000003
lrp__wt_min_stat__2,2.4308419667,0.0450953907
lrp__wt_liv_log__1,-0.1176979618,-0.15038860340000001
lrp__wt_liv_log__2,0.1772225037,-0.1635899356
lrp__wt_liv_trans__1,-0.0665868939,-0.8370987042
lrp__wt_liv_trans__2,-0.8579276621,-0.6479862687
lrp__wt_liv_stat__1,3.8522338365,-1.3450162365
lrp__wt_liv_stat__2,3.718889768,-0.7462047759
lrp__wt_rich_log__1,0.773474388,-1.1643691525
lrp__wt_rich_log__2,0.6169408027000001,-1.2007023018
lrp__wt_rich_trans__1,1.4755554415,-1.1388554732
lrp__wt_rich_trans__2,1.1083784757,-1.200667872
lrp__wt_rich_stat__1,37.1516545817,3.6860670639
lrp__wt_rich_stat__2,33.1224825932,3.3037956482
lrp__dellrp_min_log__1,-0.5468342505,-0.41538591550000004
lrp__dellrp_min_log__2,-0.2190890878,-0.6828660923000001
lrp__dellrp_min_trans__1,0.0040769234,-0.7341197399
lrp__dellrp_min_trans__2,0.8139331263,-0.5518489421
lrp__dellrp_min_stat__1,3.5730392033,-0.22200480250000001
lrp__dellrp_min_stat__2,3.4464112555,-0.6339357838
lrp__dellrp_liv_log__1,0.5669708018,-0.7048343231
lrp__dellrp_liv_log__2,0.9262276348,-0.3485518912
lrp__dellrp_liv_trans__1,-0.5507348806,-1.0162967981
lrp__dellrp_liv_trans__2,-0.3861510026,-0.8951180977000001
lrp__dellrp_liv_stat__1,3.7171062006,-0.825100299
lrp__dellrp_liv_stat__2,3.7032692483,-0.413419209
lrp__dellrp_rich_log__1,0.35587062340000003,-1.1795050124
lrp__dellrp_rich_log__2,0.12181726080000001,-1.2761468903
lrp__dellrp_rich_trans__1,1.1249067279,-1.1130625753
lrp__dellrp_rich_trans__2,0.15293835120000002,-0.7340714241
lrp__dellrp_rich_stat__1,23.8961199071,4.1550900807
lrp__dellrp_rich_stat__2,19.5191525025,5.004803682
mazF_circuit__t0__1,-0.2438183364,0.1669404811
mazF_circuit__t2__1,0.5854720184000001,-0.6930727103000001
mazF_circuit__t4__1,1.1081746925,-2.3408683977
mazF_circuit__t6__1,0.5155255129,-1.0979492616
mazF_circuit__t8__1,1.9284673525,-0.7916118625
mazF_circuit__t0__2,0.2438183364,-0.1669404811
mazF_circuit__t2__2,1.0271093136,-1.448412842
mazF_circuit__t4__2,0.7210986593000001,-1.8136944953
mazF_circuit__t6__2,0.2966988753,-1.7290639253000002
mazF_circuit__t8__2,1.3188066068,-0.8621984158
mazF_ribo__emptyvec_mrna_5m__1,-0.1907105664,-0.0808480795
mazF_ribo__emptyvec_mrna_5m__2,0.1907105664,0.0808480795
mazF_ribo__mazF_mrna_5m__1,-0.447837452,1.5122764978
mazF_ribo__mazF_mrna_5m__2,-0.9403585466000001,1.4775810165
mazF_ribo__emptyvec_total_5m__1,0.7796772834,0.3650532709
mazF_ribo__emptyvec_total_5m__2,1.7922161131,0.5905140742
mazF_ribo__mazF_total_60m__1,0.7742232215,2.6342938250000003
mazF_ribo__mazF_total_60m__2,1.7768026103999999,2.5535493258
mercury__ctrl_t00__1,0.09488839,-0.5337739631
mercury__ctrl_t10__1,0.1901426354,-0.8222122557
mercury__ctrl_t30__1,-0.4958041671,-0.35476446640000003
mercury__ctrl_t60__1,-0.3408930424,-0.1417133428
mercury__hg_t10__1,0.073095037,1.3886021549
mercury__hg_t30__1,-0.10297967350000001,4.5819897148
mercury__hg_t60__1,0.3652323105,2.3731424592
mercury__pma_t10__1,0.2733994496,4.756181537
mercury__pma_t30__1,1.6154638444,6.6003753077
mercury__pma_t60__1,-0.307837613,-0.055089992000000004
mercury__ctrl_t00__2,-0.042563251,0.3531214032
mercury__ctrl_t10__2,0.1039776023,-0.6593958317
mercury__ctrl_t30__2,-0.3322068547,-0.3836854295
mercury__ctrl_t60__2,-0.3218535374,-0.4904957882
mercury__hg_t10__2,-0.0672747473,1.6109115008
mercury__hg_t30__2,0.4966886479,4.3480403948
mercury__hg_t60__2,0.4042434277,0.8482419953
mercury__pma_t10__2,0.2013791989,4.9350579732
mercury__pma_t30__2,1.6449298882,6.3827968105
mercury__pma_t60__2,-0.1993756513,-0.2629443705
mercury__ctrl_t00__3,-0.052325138900000005,0.1806525598
mercury__ctrl_t10__3,0.45766020150000003,-0.3825131933
mercury__ctrl_t30__3,-0.255960587,0.2056004581
mercury__ctrl_t60__3,-0.3675727757,-0.3713587641
mercury__hg_t10__3,-0.07625279210000001,0.909479268
mercury__hg_t30__3,0.190288394,4.3557028538
mercury__hg_t60__3,0.8702806456000001,1.9853850427
mercury__pma_t10__3,0.44233825870000004,4.94145518
mercury__pma_t30__3,2.0622589313,6.5530031765
mercury__pma_t60__3,-0.2737530141,-0.0869027894
ml_abx__az_lolcde__1,0.3933125938,0.0952948965
ml_abx__az_lolcde__2,0.23133913220000002,-0.051140362200000004
ml_abx__az_lolcde__3,0.4792730542,-0.2728461189
ml_abx__b01__1,0.3610018007,-0.144450734
ml_abx__b01__2,0.536739913,0.005091239
ml_abx__b01__3,0.2751919514,-0.5418636854000001
ml_abx__cro__1,-0.1419804874,0.3583548257
ml_abx__cro__2,-0.24877821460000002,-0.0101660832
ml_abx__cro__3,0.1496924151,-0.36870567460000003
ml_abx__chl__1,2.0516042503,-0.19720874600000002
ml_abx__chl__2,1.5040760509000002,-0.7149608238
ml_abx__chl__3,2.4474268447,-0.5974493057
ml_abx__cip__1,0.3819716654,-0.0564092686
ml_abx__cip__2,-0.0148014158,-0.8662663196
ml_abx__cip__3,1.0272510523,-1.2772952968
ml_abx__clr__1,1.0695762658,0.9733456032000001
ml_abx__clr__2,0.19080826820000002,-0.1850811252
ml_abx__clr__3,1.0691389836,-0.5607741996
ml_abx__cst__1,0.355961846,0.24351760300000003
ml_abx__cst__2,0.5766095941,-0.0881464066
ml_abx__cst__3,0.3349949022,-0.3110759533
ml_abx__ctrl__1,0.145289719,0.2068221217
ml_abx__ctrl__2,-0.2235548681,0.0719812566
ml_abx__ctrl__3,-0.5465927567000001,0.10589827240000001
ml_abx__ctrl__4,-0.6200623844,0.0123028483
ml_abx__ctrl__5,0.483926226,-0.09585532420000001
ml_abx__ctrl__6,0.7609940642,-0.3011491747
ml_abx__dox__1,2.0480377542,0.0652146737
ml_abx__dox__2,1.7680343915,-0.7905927997000001
ml_abx__dox__3,2.1237204535,-1.0679655465
ml_abx__glob__1,0.5562338896,0.3240854883
ml_abx__glob__2,-0.0441847841,0.1872501299
ml_abx__glob__3,0.31808597250000004,-0.1464299113
ml_abx__lvx__1,-0.0307811453,-0.3426297775
ml_abx__lvx__2,0.07617736230000001,-0.4257876183
