,A,GlcC,ArcA,ihfB,PdhR
ecomics__del_gabT__1,0.3353397864,-0.3269537386,-0.41795786620000003,-0.0056595274,0.0798526205
ecomics__del_gabT__2,-0.3353397864,0.3269537386,0.41795786620000003,0.0056595274,-0.0798526205
ecomics__del_putP__1,-0.6894377288,-2.224811034,0.2339488295,0.062111151,0.2797163097
ecomics__del_putP__2,-0.7974677556,-2.224811034,0.2709119195,-0.1246500822,1.3646800627
ecomics__del_entF__1,-0.7702690934,0.3832977839,0.7109499026,-0.32022293760000003,1.9862175488
ecomics__del_entF__2,0.0648065178,0.5147122424,0.8332963912,-0.18921608780000002,1.369127864
ecomics__del_entF__3,0.4990993201,1.1871979143,0.8146757537,-0.0718275669,1.3773654183000001
ecomics__del_cysA__1,-0.9378510858,1.3553390148,0.5839121668,0.0014180174,1.8767446634
ecomics__del_cysA__2,0.0739401724,1.4316699785,0.6312221720000001,-0.0314311242,2.181460877
elyC__wt_21C__1,0.9628005878,0.4044429311,0.3372829208,0.25078108450000003,-1.2507864928
elyC__wt_21C__2,1.0034684502,0.1453288128,0.41080054930000004,0.3183754319,-1.0266557872
elyC__wt_21C__3,0.8268309595000001,-0.09676507740000001,0.3180135734,0.301183598,-0.2448109453
elyC__wt_37C__1,0.364634391,0.11979256540000001,0.08858568750000001,0.0474008011,-0.0826815031
elyC__wt_37C__2,-0.14987568810000002,-0.17288363140000002,-0.0570708614,-0.0484154558,0.037153862100000004
elyC__wt_37C__3,-0.21475870290000001,0.053091066000000006,-0.031514826100000004,0.0010146547,0.045527641
elyC__delelyC_21C__1,0.8526934159,-0.1088778086,0.3130374735,0.3186137509,0.0672034985
elyC__delelyC_21C__2,0.88862929,-0.12173776600000001,0.4191365037,0.30219993900000003,-0.9777351562000001
elyC__delelyC_21C__3,0.7121701243,0.0268285136,0.3197920426,0.2917894999,-0.7416694428
elyC__delelyC_37C__1,-0.0419213925,-0.0346617807,0.1251290824,0.09051329500000001,0.0231900534
elyC__delelyC_37C__2,0.02408054,-0.020278817,0.1037722164,0.1174934251,-0.0079309624
elyC__delelyC_37C__3,0.5236262866,0.1447933135,0.1088100151,0.11349563530000001,-0.1622223955
evo_acid_w__F9_2__1,1.2456826288,2.0511400143,0.1425476608,1.2565419311000001,0.9115998682
evo_acid_w__F11_1__1,-5.0024861527,-0.6015232813,-0.4960096405,-0.8093952846,2.9089177417
evo_acid_w__F11_1__2,-5.1403915445,-0.1392710074,-0.3588527667,-0.5522377374,2.9699682279
evo_acid_w__F11_1__3,-5.0502587042,-0.0140886618,-0.14995993500000002,-0.2151484244,2.8159069387
evo_acid_w__wt__1,1.2517297953,2.2427534789,0.5268494525,-0.1374971984,1.2150391758
evo_acid_w__F11_2__1,-1.036281406,1.11665854,0.3300483652,0.2263643548,0.7939172352
evo_acid_w__B11_2__1,-2.9650804091,-0.0285035194,0.1176002028,0.1338611287,1.5844768872000001
evo_acid_w__F11_2__2,-4.9430420537,-1.7383082786,-0.2104390858,0.2189045622,0.6002803874
evo_acid_w__wt__2,1.6519483558,0.4361808804,0.0149251139,-0.7429114568,1.6655798253
evo_acid_w__B11_1__1,-5.2159064684,-1.59582515,0.0050649824,0.0881715998,-1.2430347602
evo_acid_w__H9_1__1,-4.1058256643,1.6174879849,-2.0450412115,-0.8041098849,4.2453102053
evo_acid_w__H9_2__1,-3.2581504571,-0.709045094,0.2509442296,0.7958109651,1.3299059186
evo_acid_w__B11_2__2,-2.7471562608,-0.0936994111,-0.0192003367,-0.0253147293,1.3286358347
evo_acid_w__wt__3,2.368854693,0.7710172501,0.1182597891,-0.5291315211000001,1.4541476583000001
evo_acid_w__H9_2__2,-2.8873297894,-0.36889138650000003,0.39856133250000003,0.861613673,1.5776834765
evo_acid_w__B11_2__3,-2.7800749043,-0.605209758,-0.13303799560000001,0.0989163598,0.8748346009
evo_acid_w__F11_2__3,-4.8429134376,-1.3672950944,-0.3410695594,0.1265679443,1.236880471
evo_acid_w__F9_2__2,2.249720381,2.0522747617,0.155742511,1.226954437,0.8159341034
evo_acid_w__wt__4,-3.4423641603,-0.431780718,0.12230633960000001,0.9211761875000001,0.7766943792000001
evo_acid_w__wt__5,-3.3249050886,-0.868756866,-0.0231116861,0.9600903644000001,0.7591451453
evo_acid_w__wt__6,0.237471759,-0.9926182432,-0.7123728968,-0.823212393,-2.2989114203
evo_acid_w__H9_1__2,-4.3845932588,1.8165356301000002,-2.0397357955,-0.6308114248000001,4.0893026163
evo_acid_w__F9_1__1,-1.3848933712,1.673072997,-0.3836625166,-0.1923440525,3.0105030815
evo_acid_w__F9_1__2,-1.674124085,1.4168493274,-0.4890135682,-6.0176e-05,3.2404934993
evo_acid_w__B11_1__2,-4.3700934663,-1.7311509816,0.1264931956,0.1408796672,-1.1124414554
evo_acid_w__H9_2__3,-3.7415671566,-0.9328934817000001,0.24165958950000002,0.8741056694,1.3960241458
evo_acid_w__wt__7,0.6838557094000001,0.7161849391,0.6254806809,0.7605394983,0.6347931368
evo_acid_w__F9_1__3,-1.3067469976,2.2706014675,-0.3886040764,-0.0228632045,3.1410720338
evo_acid_w__F9_2__3,1.6006864808999999,1.8931092198,0.11163370210000001,1.3315944608999999,0.8302555545
evo_acid_w__wt__8,-0.3018430654,-0.9507211103000001,-0.5679767338,-0.4763504617,-2.0677286317
evo_acid_w__B11_1__3,-4.4823407235,-1.7336256999000001,-0.0194579248,0.2004499127,-1.4295529239
evo_acid_w__wt__9,0.8752520017000001,-0.9222596111,-0.1043600593,0.0672969808,-2.1387592688
evo_bz__c3_1_bz__1,-0.31538073720000004,1.3321528872,-0.38558688100000005,0.2288210901,4.7416369539000005
evo_bz__c3_1_bz__2,2.0028721236,1.7505937824000002,-0.2343390475,0.6101915694,3.0099427273
evo_bz__c3_1_bz__3,0.9629878706,1.1373916409,-0.1768228467,0.576618225,2.6694410921
evo_bz__c3_1_bz__4,1.1283438267,1.0611937996,-0.1829866169,0.6110947582,2.6198084418
evo_bz__g5_1_bz__1,13.2205610756,4.0384014188,-0.1312277256,0.5652189377,3.658069061
evo_bz__g5_1_bz__2,0.9189126548000001,1.5342546746,-0.6927357911,-0.2131127912,5.123006498
evo_bz__g5_1_bz__3,14.6616310274,3.4328319625,-0.05061829700000001,0.46224616560000004,3.4920870619
evo_bz__g5_1_bz__4,9.7492353478,2.5297873803,-0.2321428443,0.5648670378,3.2236677255
evo_bz__g5_1_bz__5,3.7779394411,2.2571451246,-0.33308463520000003,0.2495908246,2.9917570861
evo_bz__g5_1_bz__6,4.9842862768,2.3007543145,-0.3163096863,0.25883636260000004,3.2044077618
evo_bz__w3110d13__1,-0.5855442713,-0.25807984700000003,0.1901686705,-0.3371452922,-0.4016484695
evo_bz__w3110d13__2,-0.9936754412000001,-0.3167683726,-0.058796187400000005,-0.4144919876,-0.7475665217
evo_bz__w3110d13__3,0.4106470732,0.3056328419,0.0858430565,0.0859386959,0.6342072005
evo_bz__w3110d13__4,-0.4826840657,-0.21879526100000002,0.0028923649,-0.5315682872,-0.7885220554
evo_bz__w3110d13__5,0.5184092654,0.44833344350000004,-0.1846147007,0.6184017657,0.7241701921
evo_bz__w3110d13__6,1.1328474397,0.0396771953,-0.035493203800000005,0.5788651053,0.5793596539
evo_bz__w3110d13_bz__1,-0.32676205540000003,0.17974301310000002,-0.23346584150000002,-0.5625498558,3.7384756547
evo_bz__w3110d13_bz__2,0.12446316510000001,0.40422294200000003,-0.1391940875,-0.31589760570000003,3.6448775931
evo_bz__w3110d13_bz__3,2.6377947385000002,1.4750864007,0.0132220698,1.1900981018,2.6908553862
evo_bz__w3110d13_bz__4,-0.3096980841,0.36938225140000003,-0.15327054480000002,-0.2427241886,3.5632175038
evo_bz__c3_1_bz__5,-0.49571831850000003,1.2975445519,-0.40193558090000003,0.9276404627,4.6564532808
evo_bz__c3_1_bz__6,0.1612276092,0.9535395639,-0.5313746106,0.0796417516,4.7872179116
evo_bz__g5_2_bz__1,1.655601246,1.3871141767,-0.6203175706,0.2109846849,2.9046800588
evo_bz__g5_2_bz__2,1.5188412580000001,1.1415402967000001,-0.6981566933000001,0.23533751830000002,2.6839217359000003
evo_bz__g5_2_bz__3,1.0775775906,0.9301089262000001,-0.7595007277,0.21035469750000002,2.6551643631
evo_bz__g5_2_bz__4,0.0107616298,0.30155657080000003,-0.0372590058,0.351986183,2.592866935
evo_bz__g5_2_bz__5,-0.0067922886,0.2287301991,0.09376858960000001,0.13782204180000002,2.6954634124
evo_bz__g5_2_bz__6,0.1044954035,0.34184649440000003,0.0231333739,0.2137416066,3.3620870878
evo_bz__w3110d13_bz__5,1.7966469726,1.0764959104,0.1127304596,1.1509351128,2.6077944973
evo_bz__w3110d13_bz__6,1.9955296628,1.187052807,-0.0380817781,1.210246552,2.8721349367
evo_bz__a1_1_bz__1,14.5529147562,0.9489069405,-0.2157053013,0.9463787208000001,1.5392841905
evo_bz__a1_1_bz__2,-0.16703570310000002,0.1390674382,-0.4094781025,0.6894988855,2.5789570158
evo_bz__a1_1_bz__3,0.8049038853,1.9686619200000002,-0.1995304755,1.0535282181,3.6317735759
evo_bz__a1_1_bz__4,-0.2712315025,0.2357339074,-0.4656880963,-0.1420939679,2.71166964
evo_bz__a1_1_bz__5,1.7709119579,2.7708301812,-0.0487554939,0.9057751446000001,2.845246056
evo_bz__a1_1_bz__6,1.1508908645,1.8851365435,-0.215019177,1.1254304514,3.4062887487999998
evo_metab__wt__1,2.1358122987,0.8307291671,1.0693941837,1.4426827544,-0.0628602519
evo_metab__del_zwf__1,-0.5450045560000001,-1.2313789522,0.2635843553,0.6087812218,-0.8041363719
evo_metab__zwf_ale1__1,-0.25861782040000003,0.9103915747,0.9174621933,1.453697321,-0.2899202585
evo_metab__zwf_ale2__1,-0.0766625834,0.1163187017,-0.1218903694,1.5126676941000001,0.9061562996
evo_metab__del_ppk__1,-1.3532153048,-1.6766076988,-0.8918312391000001,1.1758653763,0.4001200932
evo_metab__ppk_ale1__1,-2.3062687507,-0.7959009223,-0.6881736304,0.7068659902000001,1.2608960706
evo_metab__ppk_ale2__1,-0.0585065774,1.0234156478,0.7699156984000001,2.7404168595,1.3005830978000001
evo_metab__ppk_ale3__1,-0.2842194207,0.2625428104,0.9700102006,1.4055007212000001,1.4228408414
evo_metab__del_dapF__1,2.6350682822,1.1435724019,1.0384347552,1.5731943474999999,0.49432366640000003
evo_metab__dapF_ale1__1,1.1981712635,0.9932950607000001,1.1285368322,1.3286870738,0.3392102939
evo_metab__dapF_ale3__1,3.283167172,1.4919684987,0.8161619262,-0.5334557359000001,1.2681449798
evo_metab__del_entC__1,-0.2853817949,0.3462231112,-0.0201403201,1.0691534304,0.3616803829
evo_metab__entC_ale1__1,-1.1105096707,-0.2493249006,-0.10491848840000001,-0.2272644741,0.3945971635
evo_metab__entC_ale2__1,0.1709033999,-0.8527010372,0.7603654310000001,1.2407535673,0.0280714261
evo_metab__del_dgk__1,-2.2595492985,-1.2150887144,-1.0891380371,-0.2811494248,0.2374150562
evo_metab__dgk_ale1__1,-3.5249285326,-1.6690310594,-0.8079639627,0.3734034026,-0.1857838524
evo_metab__dgk_ale2__1,-3.4112217859,-1.3864859707,-0.6936482731,1.0406558945,0.1425312973
evo_metab__dgk_ale3__1,-0.5354340366,-0.5865476691,0.44997349200000003,1.5872047917,1.0515872376
evo_metab__wt__2,-0.5564781625,0.0020747517,-0.3344079171,-0.5988409250000001,0.15572585660000002
evo_metab__del_zwf__2,-0.1802648178,0.877893903,0.6810912996,1.4638075866,0.2988518274
evo_metab__zwf_ale1__2,-2.6337205277,-1.6927636282,-0.7281520391,-0.065066414,-0.7735962419
evo_metab__zwf_ale2__2,-1.9853496963000001,-0.5911455057,-1.0546255310000001,-0.3694768094,0.552201809
evo_metab__del_ppk__2,-1.0561900534,-0.5474064494,-0.8944886509000001,-1.3381919271,-0.8925763084
evo_metab__ppk_ale1__2,-2.3929812945,-1.2506355956,-0.7695802995000001,-0.3357301543,-0.3307539983
evo_metab__ppk_ale2__2,-3.1982488562,-1.1378840601,-0.5339921031,-0.4951080302,-0.0847427925
evo_metab__ppk_ale3__2,-1.7019816857999999,-0.3219102493,-0.0834480876,-0.4177804027,0.5469701481
evo_metab__del_dapF__2,-0.0726975715,0.7630264495,0.6391570357,0.8912843678,0.4050206443
evo_metab__dapF_ale1__2,-1.6186389485000001,0.5037967917,0.9185526292,0.7457290625,0.1227693713
evo_metab__dapF_ale3__2,-0.1130843239,0.7832669143000001,0.6901443962,0.4106332983,0.1333388826
evo_metab__del_entC__2,-2.0779126049,-0.1568723176,-0.6312365123,-1.5295929048999999,-0.6395187523
evo_metab__entC_ale1__2,-1.6863565716000002,-1.3593720696,-0.6568917332,-0.42164055240000003,-0.7996679011000001
evo_metab__entC_ale2__2,-3.5822681098,-1.5583575681,-1.0174438648,-1.8189793688,-0.6043278028
evo_metab__entC_ale3__1,-3.4350896974,-1.5251675395,-0.6496157627,-0.6449885269,-0.5759000972
evo_metab__del_dgk__2,-2.4028093173,-0.9731956837,-0.7033841573,-1.0202695171,-0.3767238396
evo_metab__dgk_ale1__2,-3.8553049107,-1.2159633344,-0.6182618178,-0.4636976262,-0.5983663567
evo_metab__dgk_ale2__2,-3.8430482782,-1.322121313,-0.5516249936000001,-0.0876755152,-0.4408326709
evo_metab__dgk_ale3__2,-2.9035613431,-2.0228585786,-0.7842142551,0.2687374822,-0.4835632328
evo_metab__wt__3,-1.5793341362,-0.8328039188,-0.7349862666,-0.8438418294000001,-0.0928656047
evo_metab__del_zwf__3,-1.464985256,-0.2658435675,-0.31267291070000003,-0.8046802190000001,0.4730612467
evo_metab__zwf_ale1__3,-2.4308515535,-1.4529835868,-0.4842923424,-0.1292274729,-0.4965025159
evo_metab__zwf_ale2__3,-2.6511099678,-0.3322592716,-1.0148851516,-1.3119733839,0.937686674
evo_metab__del_ppk__3,-1.5681064026,-1.0316399753,-0.6907153027,-1.1567435402,-0.5416771679
evo_metab__ppk_ale1__3,-2.6229461259,-1.2684002357,-0.5100728839,-0.5962353548,-0.3201551307
evo_metab__ppk_ale2__3,-1.7636929677,-0.7152393919000001,-0.3755575815,-0.42237850050000003,-0.0215721621
evo_metab__ppk_ale3__3,-1.4151436131000001,-1.3084082130999999,-0.2196301371,-0.2330364484,-0.5505744487
evo_metab__del_dapF__3,-0.2971089917,0.8542907069000001,0.4059186527,0.7267281071,0.48619148370000004
evo_metab__dapF_ale1__3,-1.2249521617,0.6141995001,0.6795316201,1.633609074,0.5802432265
evo_metab__dapF_ale3__3,-0.2664858074,0.8239455477000001,0.5180514967000001,0.5375879140000001,1.165862637
evo_metab__del_entC__3,-1.2437853806999999,-0.45055116,-0.5719402797,-1.2151198529,-0.0692202319
evo_metab__entC_ale1__3,-2.5575863682,-1.4356736109,-1.1732918553,-0.9595485512,-0.40790365240000004
evo_metab__entC_ale2__3,-2.9761222116,-1.3176870048,-0.7755120344,-0.9363784741000001,0.4407461013
evo_metab__entC_ale3__2,-2.9820033928000003,0.7721923149000001,-0.5555756714,-1.1393529857,1.408665471
evo_metab__del_dgk__3,-2.6511929218,-0.9930886263,-1.0030252318,-1.6868286117,0.042738676100000005
evo_metab__dgk_ale1__3,-4.1173639143,-1.0848515385,-0.5831005596000001,-1.0194093062,0.0839248721
evo_metab__dgk_ale2__3,-4.3968509546,-0.8479826488000001,-0.9335797538,-2.0533163881,-0.5809031330000001
evo_metab__dgk_ale3__3,-2.8678145313,-1.88742859,-0.8369083792,0.1201491622,-0.3899660364
flag_reg__wt__1,0.0503461326,-0.5008453497,-0.0588099996,0.16429681270000002,0.1923464719
flag_reg__del_fliA__1,0.3639320035,0.7709240458000001,0.0707141134,-0.015058738600000001,-1.711097281
flag_reg__del_flhC__1,-0.31556249610000003,1.6133945829,0.0792301926,0.1129815054,-2.0219251252
flag_reg__del_flhD__1,-0.7571393932,2.1991032747,0.1165178999,0.1308799863,-2.1997598417
flag_reg__wt__2,-0.0503461326,0.5008453497,0.0588099996,-0.16429681270000002,-0.1923464719
flag_reg__del_fliA__2,0.3286286458,1.5550510438,0.1391146988,0.10135033510000001,-2.0679082826
flag_reg__del_flhC__2,0.1206195026,-0.9313661355,-0.2406300043,-0.0248447382,-0.14313786950000001
flag_reg__del_flhD__2,0.2500366294,1.450651803,0.09393124500000001,0.021092889,-2.3397226878
flgM__27C__1,0.305706015,-0.9003486877,0.8784288994,0.24784995,0.1362425543
flgM__27C__2,0.690307212,-0.8239521394,0.7269323781,0.1064565189,0.1599220302
flgM__27C__3,0.759921815,-0.7538027664,0.7669138366,0.005539048,0.2436083355
flgM__32C__1,-0.9133470945000001,0.042084732,0.3543791704,-0.0982544908,-0.1879933597
flgM__32C__2,-0.5907575421,-0.0926759317,0.6126265213000001,-0.15643323380000002,0.26625396630000003
flgM__32C__3,-0.6131372831,-0.2126479315,0.7204335675,0.0867734718,0.42716939930000003
flgM__37C__1,-0.5723227907,0.031242194600000002,0.0023349412,-0.033570588000000005,-0.0061595048
flgM__37C__2,-0.3671444542,0.0592004967,0.0138897402,-0.057117415000000005,-0.069949386
flgM__37C__3,0.9394672449,-0.0904426914,-0.0162246814,0.090688003,0.07610889080000001
flgM__42C__1,11.8791950176,-2.0936767696,-0.5224664074,0.1092855969,-0.5297944103000001
flgM__42C__2,11.5387050457,-1.9733774984,-0.5060912851,0.1973599473,-0.6642896328
flgM__42C__3,10.6802208704,-1.3790487382,-0.2103690696,0.0520428904,-0.3277928462
histone__untreated__1,0.0480240903,0.0027649344000000003,-0.0026986212,0.0126545278,0.5712476689
histone__untreated__2,-0.3413310503,0.6336491376000001,0.0232666232,-0.0106326912,-1.0995574143
histone__untreated__3,0.29330696,-0.636414072,-0.0205680019,-0.0020218365,0.5283097454
histone__10ug_H2A__1,0.1007643091,-0.5033280218,-0.0248110193,-0.129348762,0.8768818141
histone__10ug_H2A__2,-0.1676707908,0.179093163,-0.0365080084,-0.0711125526,0.0636169467
histone__10ug_H2A__3,-0.0714998156,-0.1957023189,0.10535953910000001,-0.0494529187,0.9974707260000001
histone__50ug_H2A__1,-0.0753773809,-0.970495552,0.2585635182,-0.0136252659,1.2879260527
histone__50ug_H2A__2,-0.4103140309,-0.7057255711,0.303827907,0.040501495900000004,1.3709184532
histone__50ug_H2A__3,-0.3709225048,-0.5176902973,0.24080459610000002,0.0660673569,1.3983799799
histone__100ug_H2A__1,-0.7354631963,-0.7099388553,0.2868203253,0.0680506139,1.1499961223
histone__100ug_H2A__2,-0.32877098390000004,-0.8150615880000001,0.2959739772,0.1463277796,1.1396470917000001
histone__100ug_H2A__3,-0.3058005733,-0.5277350084,0.24580874260000002,0.058645976,1.0567914625000001
hns__del_hns_spike__1,-0.4220348209,0.5517961043,0.9327413782,0.8947661931,-1.1052926719
hns__del_hns_spike__2,0.6558771682,-1.2330762203,0.9261506939,0.8245761367000001,-1.3312651534
hns__del_hns__1,-0.5440543609,0.6357318481,1.0687949022,0.9172620950000001,-1.5201382561
hns__del_hns__2,-0.0536904708,-0.7315274933,0.5925125441,0.4369839626,-1.6776752412
hns__wt_spike__1,0.35513186290000004,-0.152975211,0.191028469,0.7686354297,0.0265722918
hns__wt_spike__2,0.2783113389,2.3702009136,0.0868822129,-0.7693821899000001,-3.8579550617000002
hns__wt__1,0.0360289189,-0.33473054,0.12093167490000001,0.5138647472,0.31979949490000004
hns__wt__2,-0.0360289189,0.33473054,-0.12093167490000001,-0.5138647472,-0.31979949490000004
hns_stpA__evo100G4_delhns_delstpA__1,0.2980051863,-2.5090394293,-1.0591036869,-2.0371496979,-2.1858454207
hns_stpA__evo100G4_delhns_delstpA__2,1.1063612765,-2.5036250796,-1.0120794948,-2.2684730482,-1.7172529304
hns_stpA__evo100G12_delhns_delstpA__1,3.7647154686,-2.2526308284,-1.4965225604,-1.3068979798,-1.2598358463000001
hns_stpA__evo100G12_delhns_delstpA__2,2.5400595568,-2.1843637326,-1.193941523,-1.0530082661,-0.8559229713000001
hns_stpA__delhns_delstpA_delrpoS__1,1.5484160486,-2.1694815045,-1.4967474998,-1.886946245,-2.2062714097000002
hns_stpA__delhns_delstpA_delrpoS__2,-0.7970701336,-3.0185205306,-1.8797889081,-2.0984424845,-2.4095209542
hns_stpA__wt__1,0.8563345851,0.20370771440000002,0.0614368063,-0.2592372978,0.3088309743
hns_stpA__wt__2,-0.8563345851,-0.20370771440000002,-0.0614368063,0.2592372978,-0.3088309743
hns_stpA__delhns_delstpA__1,-6.9703692165,-3.3766290243,-1.2240719898,-1.4481975116,-0.31983821960000003
hns_stpA__delhns_delstpA__2,-6.843623845,-2.9464457768,-0.9646090827,-1.5487593325,-0.2689605427
hu__wt_log_pH7__1,0.8814618629000001,0.4333834708,-2.3862196642,0.5725168552000001,0.7069161443
hu__wt_log_pH7__2,0.750617772,0.7669614237,-1.2660276597,0.5767602426,1.0665382119
hu__wt_log_pH7__3,0.932466403,0.6001508603,-2.3724224758,0.5408314315,1.302273445
hu__wt_lag_pH7__1,-0.31059086150000004,0.6351255442,0.011139977700000001,-0.3724250743,0.14838438
hu__wt_lag_pH7__2,0.44750399420000003,-0.058304486200000005,-0.2115586693,-0.5506885260000001,0.6414110259
hu__wt_lag_pH7__3,-0.1369131327,-0.576821058,0.2004186917,0.9231136003,-0.7897954059000001
hu__delhupA_lag_pH7__1,-0.0725028855,1.3605384989,0.2432724134,-0.015400114400000001,0.1643481277
hu__delhupA_lag_pH7__2,-0.123639365,0.764144059,-0.25783494830000003,-0.1280760356,0.34969755950000003
hu__delhupA_lag_pH7__3,0.049906906200000004,-0.42031185190000003,0.27401214690000003,0.8585979411,-1.0195621588
hu__delhupB_lag_pH7__1,-0.17536018420000002,-1.3292287523000001,0.043676152100000004,-0.1118771202,0.4301883839
hu__delhupB_lag_pH7__2,0.4503949828,-0.332649644,-0.2864002101,-0.3732720155,0.7249315738000001
hu__delhupB_lag_pH7__3,0.3310136275,-0.3457133716,-0.1341877166,0.8058659089,-1.7069183635
hu__delhupAhupB_lag_pH7__1,0.5516363829,2.0621712083,-0.5771907675,0.4054833875,0.2134680924
hu__delhupAhupB_lag_pH7__2,-0.0664190775,0.5023199715000001,-0.5073577501000001,-0.02338005,-0.0053657539
hu__delhupAhupB_lag_pH7__3,2.2480336531,0.8085719997,-0.7561764232,0.9979107099000001,-0.14126167280000002
hu__hupAE34K_hupB_lag_pH7__1,0.0715286022,-0.1438152616,-0.139486361,-0.5737993512,0.0871457241
hu__hupAE34K_hupB_lag_pH7__2,0.2288493406,0.7468856465,-0.7649544516,-0.3996532846,1.217563164
hu__hupAE34K_hupB_lag_pH7__3,0.1738443644,-0.7517896412,-0.2798375699,0.6080325268,-0.3010883905
hu__hupAE34K_delhupB_lag_pH7__1,-0.3984103029,0.5586169236,-0.3225539216,-0.1255185965,-0.10128049880000001
hu__hupAE34K_delhupB_lag_pH7__2,0.0293950195,0.0390819103,-0.3566598492,-0.7386780321,0.540776955
hu__hupAE34K_delhupB_lag_pH7__3,-0.378640523,-0.4904829988,-0.16903673660000001,0.6323031777,-0.5845548767000001
hu__wt_lag_pH5__1,0.9151877563,1.0897884351,-1.0507190625,0.41266472940000004,0.39451919160000004
hu__wt_lag_pH5__2,1.2721529044,2.5634254096999998,-1.3019793658,0.5379466454,1.2881209408
hu__wt_lag_pH5__3,1.5977530589,1.8924743699,-1.200284001,0.917368182,1.0386299638
hu__delhupA_lag_pH5__1,1.6353459659,1.7301568329,-0.692848533,0.714406406,0.6465372989
hu__delhupA_lag_pH5__2,1.4097186781,1.9846977123,-0.721131519,0.48906684650000004,1.1574408066
hu__delhupA_lag_pH5__3,1.5699507934999999,1.6876445654999999,-1.1946762861,1.106647775,1.0192335089
hu__delhupAhupB_lag_pH5__1,1.1243985272,2.0589660952,-1.1387573988,0.8958872998,0.8009745361
hu__delhupAhupB_lag_pH5__2,1.632552111,2.6992300512,-1.0754994254,0.7264677902000001,0.9306347779
hu__delhupAhupB_lag_pH5__3,1.9252799444000002,1.4398289535,-1.1412931212,1.4966062456,0.9559909479
hu__hupAE34K_hupB_lag_pH5__1,0.9065316320000001,1.3052630074,-1.3610413978,0.4676500039,0.27203125
hu__hupAE34K_hupB_lag_pH5__2,1.2642047145,2.2276312164,-1.2445931649,0.9145932295,0.6989991289
hu__hupAE34K_hupB_lag_pH5__3,1.725737562,2.1067533526,-1.0844773372,0.8961990470000001,1.0425824158
hu__hupAE34K_delhupB_lag_pH5__1,1.1059235523,2.0492761734,-1.2057146664,0.9549122993,0.3540170483
hu__hupAE34K_delhupB_lag_pH5__2,1.1309993202,2.451166768,-1.1663520224,-0.0356378772,0.6657261434
hu__hupAE34K_delhupB_lag_pH5__3,1.5334830408,1.4375099879,-1.3199865412,0.7947546427000001,0.6078756742
hyperpersistence__low_GFP__1,-1.316444409,1.0447118859,1.3487612159,0.6483579828,-4.6635642422
hyperpersistence__wt__1,0.0968409053,-0.1416473578,-0.1205748881,0.1013773724,-0.12998776880000001
hyperpersistence__high_GFP__1,-0.9092852047000001,1.2394023573,1.3799665865000001,0.7561082961000001,-3.5570142477
hyperpersistence__pth_mut__1,-0.3233711866,1.3683611921,0.3409236023,0.4480533525,-0.6443981454000001
hyperpersistence__pth_mut__2,0.011178230400000001,1.7160266203,0.21495707700000002,0.4746197462,-0.9977507590000001
hyperpersistence__metG_mut__1,0.3573731201,1.5880173097,0.5988323535,0.9323482898000001,-0.5104465322
hyperpersistence__metG_mut__2,0.3603003494,1.0561378803,0.17335244460000002,0.5534249098,-0.6036907708
hyperpersistence__high_GFP__2,0.2231485628,1.2120713232,1.1378923818,1.5819909601000002,-2.1762086349
hyperpersistence__wt__2,-0.0968409053,0.1416473578,0.1205748881,-0.1013773724,0.12998776880000001
hyperpersistence__low_GFP__2,-0.2636181228,1.3339753634,1.0703387567,1.5114326746,-2.4269280222000003
kan_efg__cpxAF218Y__1,-0.38424434360000004,0.6827426928,0.9847594599,-0.22883507590000002,-1.3514499675
kan_efg__cpxAF218Y__2,-0.34792771310000004,0.299850791,1.0641314952,-0.16930334090000002,-1.4962345218
kan_efg__cyaAN600Y__1,0.9544480815,0.8273521242,0.4470775843,-0.0495267151,-1.6097597656
kan_efg__cyaAN600Y__2,-0.253404099,1.2532315879,0.9888960972,-0.1082065834,-3.5873117808
kan_efg__fusAA608E__1,0.4682012343,0.0163598584,-0.3516493636,0.27176167630000003,0.6791230543
kan_efg__fusAA608E__2,0.6991902732,0.1083584113,-0.0888831399,0.1478877247,0.4641500307
kan_efg__fusAA608E_cpxAF218Y__1,-0.830409735,-0.0931524947,0.6470682595,0.0989071549,0.2528009282
kan_efg__fusAA608E_cpxAF218Y__2,0.0947695364,0.6925310926,0.5005750261,0.092265601,0.3289023686
kan_efg__fusAA608E_cyaAN600Y__1,0.4511596504,0.3265169435,0.44943581320000003,-0.1910441595,-0.7415588865
kan_efg__fusAA608E_cyaAN600Y__2,0.4176794197,0.1777477532,0.6363389736,-0.2720639669,-1.2965032571
kan_efg__fusAA608E_rpoDL261Q__1,-0.8559226874,0.6022438397000001,0.5226066503,-0.10026415400000001,0.051437995800000004
kan_efg__fusAA608E_rpoDL261Q__2,-0.47451077350000004,0.9078030571000001,0.2223851306,0.1267075309,0.5382818952
kan_efg__fusAA608E_topAS180L__1,-0.9630547525,1.0244130299,0.0892295235,-0.0752220175,-0.381136521
kan_efg__fusAA608E_topAS180L__2,-0.9021860801,0.147628959,0.2306965681,-0.1755236102,-0.27900230730000003
kan_efg__rpoDL261Q__1,-0.6832923368,0.0064045180000000005,0.2943102145,-0.167099086,-0.0354794415
kan_efg__rpoDL261Q__2,-0.4715223028,-0.7707960075,0.5272311071,-0.3144100777,-0.5148452649
