,A,GlcC,ArcA,ihfB,PdhR
abx_mega__polmyx_h2o__5,0.10113031410000001,-0.2444887426,-0.117810119,-1.0658638001,1.2043127801
abx_mega__naoh-6__5,6.6333100474,0.6983410682,-0.17484840610000002,-0.4030416777,-0.1367536986
abx_mega__teix_dmso__11,4.0093879323,0.2529654308,-0.37866698060000004,-0.3592908259,-0.7484889823
abx_mega__van_h2o__3,2.1058631103,0.4311592937,-0.2466820523,-1.4169871254,-0.1616024161
abx_mega__teix_dmso__12,0.12726814120000002,-0.8998811478000001,-0.44428095980000004,-0.7704255608,-0.28948498640000003
abx_mega__dox_dmso__6,-1.0936269096,-2.2426782931,0.7972235026000001,1.4216113671000001,0.7328503404000001
abx_mega__teix_dmso__13,0.7615382131,-1.1463413333,-0.6681049898,-0.5411210531,0.23284967310000002
abx_mega__h2o-7__3,0.0891396155,-1.0489494555,-0.6444253488,-1.3035955075,0.28341805600000003
abx_mega__str_h2o__4,-1.4320417547,0.4634712097,1.3237205784000001,1.3887672586,1.1061748645
abx_mega__tec_h2o__3,0.7226891807,1.3383558025,-0.7269781167,0.8136457702000001,1.1248963119
abx_mega__phos_h2o__7,3.7074074509,0.8536662036,-0.419732614,-0.698496408,-0.7261404472
abx_mega__chl_h2o__5,-3.0899925863,1.1355140048,-1.20391518,-1.103713867,2.7187370817
abx_mega__polmyx_h2o__6,0.3562114645,0.6368171702000001,0.3177096072,1.2386235294,2.3050613132
abx_mega__teix_dmso__14,2.8970424113,0.08422670630000001,-0.3527548835,-0.2659310432,0.0066911849
abx_mega__rif_dmso__7,2.1909715706,0.9339830960000001,-0.5273337604,-0.0737889784,0.0253528349
abx_mega__ramo_h2o__3,2.5122008536,1.2827158281,-0.09956798480000001,-0.9006875255000001,-0.232407202
abx_mega__fidax_dmso__4,3.1008097568,-0.5355608599,-0.5793740741,0.2081297598,-0.5013601774
abx_mega__teix_dmso__15,4.0346168292,-0.4015900409,-0.6560487783,-1.3784560639,0.3265748053
abx_mega__thio_dmso__4,-1.992081825,-0.6713738473,-0.8122972091,-2.3822049737,0.7219312425000001
abx_mega__rif_dmso__8,1.4043670017,1.2826235459,-0.5523283406,0.4239930953,-1.110445881
abx_mega__reta_dmso__4,-1.9574590581,0.0952545997,-0.4941901373,-1.4708029085,2.2939059183
abx_mega__inh_h2o__4,0.6937491111,1.5577166156,0.018631723200000002,-1.7224261519000001,0.217358774
abx_mega__novo_dmso__2,-2.3325453916,-0.256997595,-0.5160877503,-1.5435894269000001,-2.7552709095
abx_mega__dcs_h2o__3,0.2317518641,-1.0616732367,-0.7014788256000001,-1.8093958038,-0.1604662312
abx_mega__h2o-8b__3,-0.7295366571,-1.1943457357,-0.5921202789000001,-0.9876997408,0.0071152463
abx_mega__valin_dmso__3,-0.58140877,0.3841504221,-0.6426764761,-0.3076214923,-1.3121209232
abx_mega__h2o-2__1,0.2869805351,0.329691253,0.8100192573,2.3779477235,1.7874537529
abx_mega__cro_h2o__4,-0.9351258545000001,-0.7270300508,-0.6810660943,-0.6260783282,-0.6204937620000001
abx_mega__dcs_h2o__4,3.625427054,-0.0866989512,-0.44490424640000004,-1.3243610216000001,0.5936549796
abx_mega__str_h2o__5,-0.3082909106,-1.0735130017,-0.8069696731,-1.913245468,-0.48501010180000004
abx_mega__h2o-8a__3,2.8397982785,0.3632852157,-0.8317090932000001,-1.8270254236999999,-0.7931422532
abx_mega__dox_dmso__7,0.8978669837000001,-0.25878761910000003,-0.48981127210000003,-0.5718133694,-0.2211643686
abx_mega__doxo_dmso__2,-2.0067564684,-0.7524785499000001,-0.7361761565,-1.692727136,-1.8204814434
abx_mega__teix_dmso__16,1.3152692745,-1.0331572353,-0.7635762723,-0.6914483507,0.49493397910000003
abx_mega__rfp_h2o__3,-0.046517166000000006,0.6639596885,-0.673219145,0.45608091370000003,-0.3579742077
abx_mega__ethanol-10__3,-0.0791572175,0.379142658,-0.6117182999,-1.6076887017,-0.4074329789
abx_mega__naoh-2__2,2.2021716806000002,0.7310228691,0.8249116608,1.7492043202,0.9636096666
abx_mega__van_h2o__4,0.166794404,0.49570814820000003,-0.1835209761,-0.7823283851,-0.5947242583
abx_mega__sacet_h2o__2,0.47408188030000004,2.0435663159,1.2297299564,2.1890417573,3.1011735072
abx_mega__monac_dmso__4,12.1422343871,3.0318251881,0.8964491817,0.4806726161,1.2477117179000001
abx_mega__h2o-2__2,1.1846984225,1.242024748,0.6051719506000001,2.1503019243,1.4248720643000001
abx_mega__zeocin_h2o__5,2.0024941311,0.1201619324,-0.7366201193,-1.9090493219,-0.19339094
abx_mega__nor_naoh__5,-0.9654069513,-0.37148855950000004,-0.6509915197,-0.9203707726,-0.5426747711000001
abx_mega__naoh-9__2,0.2013535527,-0.1884318637,-0.3619950656,-0.6959742576,-0.047269524
abx_mega__dmso-7__3,3.0185838108,-1.4451388761000001,-0.48443834680000003,-0.7680530929,-0.4325936584
abx_mega__van_h2o__5,-0.22109663300000001,0.9897940441,-0.5860169708,-1.0549421924,-0.3871520861
abx_mega__flavo_dmso__4,-0.7588157208,-0.2588223863,-0.4899706324,-1.5490004049000001,0.45754503300000005
abx_mega__novo_dmso__3,-2.1631346762,-1.1191871469,-0.6916261842,-1.007280809,0.3303249291
abx_mega__polmyx_h2o__7,-1.3396068525,-1.3105244706999999,-0.7723148823,-1.4086176609,0.0648946327
abx_mega__teix_dmso__17,3.5296087100999998,-0.7191384534,-0.9345604604000001,-1.0295143598,-0.4032191774
abx_mega__doxo_dmso__3,-3.1061187349,-0.8645447521,-0.7274115978,-1.6932599032,-1.6830977376
abx_mega__mem_dmso__6,1.7171960774000001,-0.7587564316000001,-0.3357729393,-0.4320461095,-0.9645224433
abx_mega__h2o-1a__3,-0.0186903959,0.0938014706,0.028162841,-0.0815377088,0.2444574468
abx_mega__bacit_dmso__3,2.9828834624000002,1.4251799626000001,-0.7346413894,-0.08661096330000001,-1.1656631432
abx_mega__dox_dmso__8,-3.5503430877,-0.7913135487,0.4764316374,1.0713928878,1.6855257431
abx_mega__teix_dmso__18,1.1987781952,-0.5300377368,-0.7448938301,0.0859108769,-1.5526443466000002
abx_mega__h2o-6__3,5.8244883303,0.5176816298,-0.3273924877,-0.5434080902,-0.5542680600000001
abx_mega__pen_h2o__5,-1.7056970712,0.0778909859,-0.4181937543,-0.4315676376,-1.5642115208
abx_mega__lzd_dmso__4,-1.3626230186,-0.4445987852,-0.2452545928,-1.1390807783,-0.007052149000000001
abx_mega__daro__1,0.8525249914,2.7479210671,-1.0870508238,-1.4467053043,-1.2529040953
abx_mega__solv__1,-0.5610802368,0.3656915905,-0.9961289279000001,-1.3026676412,2.4311615595
abx_mega__daro__2,2.1192801481,2.9462349009,-0.771228957,-1.4595111938,-1.2878903488
abx_mega__daro__3,4.2522605103,2.7133671083,-0.2988503818,-1.1597284343,-0.5471201156000001
abx_mega__solv__2,-1.1571199669,0.579017317,-1.3060500737,-1.5922904276,2.640295569
abx_mega__solv__3,2.2572830119000002,3.0194507333,-0.4698493415,-1.2242512257,-1.2277657191
abx_mega__dmso-4__1,1.5190267342000001,0.4109543244,-0.431836726,0.6714071664,-1.4489325645
abx_mega__kirr_dmso__1,-1.8222877182000001,1.1621059649,-0.2479315403,-0.6753540017,-0.2997358518
abx_mega__kirr_dmso__2,-2.4093223086,0.9906519566,-0.3208997619,-0.6499896119,0.9242851224
abx_mega__kirr_dmso__3,-1.1824083516,1.641697682,-0.5793796718,-0.6026302438000001,2.4811667341
abx_mega__dmso-4__2,2.4107282841,0.7340443873,-1.0214167472,0.2388964468,-1.3849181407
abx_mega__dmso-4__3,2.388899024,0.1619450856,-0.3290600459,0.6331582822,-1.5027356445
ackA_pta__dnaA46_del_ackA__1,0.5932308492,1.4956805429,0.6598914536,0.3417530218,0.9484828073
ackA_pta__dnaA46_del_ackA__2,1.1029571252,2.635972308,0.9832884074,0.46574061040000003,1.2674379748
ackA_pta__dnaA46_del_ackA__3,1.0138841522,1.5139955687,0.8721664519000001,-0.0820151137,1.2847366578
ackA_pta__dnaA46_del_pta__1,2.5728825714,3.7334926619,2.1359526484,0.7163691619,0.8454935032
ackA_pta__dnaA46_del_pta__2,0.929575205,2.1692261542,0.2737678919,0.0582164146,0.5883583627
ackA_pta__dnaA46_del_pta__3,0.7167749365,1.6654806638,0.695521326,0.3291020489,0.7014167331000001
ackA_pta__dnaA46__1,0.3539248041,-0.2847070269,0.0027797833,0.0307312722,0.051499249100000005
ackA_pta__dnaA46__2,1.0788094141,0.5659520788,0.40495222070000003,-0.7027882675,0.3657764405
ackA_pta__dnaA46__3,-0.0939010584,0.0082917624,0.060148937000000006,0.0423091795,0.164972939
ackA_pta__del_ackA__1,1.2379457328,1.5290740489,0.5717783675,0.3616571047,0.6418990062000001
ackA_pta__del_ackA__2,2.3789345549,3.610716703,2.013377032,0.8136953180000001,0.6244775627
ackA_pta__del_ackA__3,0.3530743663,1.062289997,0.5681472350000001,0.3255633119,0.8638865186
ackA_pta__del_pta__1,0.14812841000000002,0.9109641403000001,0.010549156700000001,0.1191264814,0.1756232516
ackA_pta__del_pta__2,1.425787179,2.0742957604,0.4934227188,0.5818783374000001,0.6896762443000001
ackA_pta__del_pta__3,0.5767283824,1.0123743232,0.5664943758000001,0.3624424913,0.6307089147
ackA_pta__wt__1,-0.312273925,-0.2717059128,0.0090813135,-0.0459312133,0.0050811928
ackA_pta__wt__2,0.2835847729,0.060815264200000003,-0.0779921871,0.0124592081,-0.083710136
ackA_pta__wt__3,0.0286891521,0.2108906486,0.0689108736,0.0334720052,0.0786289433
anticancer__5fu__1,-0.8366739285,-1.7328305582999999,-0.2660637843,0.2901538582,0.8676297146
anticancer__5fu__2,-0.2284985844,-2.0903898246,-0.1977449234,0.0467296974,0.5116125916
anticancer__cap__1,0.8542699297,-0.7644240332000001,-0.8011750807,0.7931308635000001,0.2663298783
anticancer__cap__2,1.3112005206,-1.1741871122,-0.7229537595000001,0.7752613471,0.7050807880000001
anticancer__cap__3,0.7011758376,-0.9220531912000001,-0.7316805148000001,0.7093392535,0.6256474018
anticancer__wt__1,0.3582137454,-0.2587315169,0.24226025480000002,0.21807747260000002,-0.1288097414
anticancer__wt__2,-0.5412147232,-0.1780461152,0.035584912600000004,0.0446351909,-0.0788158421
anticancer__wt__3,0.18300097780000002,0.436777632,-0.27784516740000004,-0.2627126635,0.20762558350000002
anticancer__5fu__3,-0.49663540720000005,-1.4518772873,-0.45637460430000004,0.23573169940000002,1.1998775921
bio_pln__aero_pln__1,0.14388216210000002,-0.0198671436,-0.0047153767,0.0870960743,0.2289145145
bio_pln__aero_pln__2,-0.14388216210000002,0.0198671436,0.0047153767,-0.0870960743,-0.2289145145
bio_pln__anaero_pln__1,0.4167623869,0.0807075807,-0.642745039,-0.5189584420000001,1.1055213994
bio_pln__anaero_pln__2,-1.1953564648000001,-0.5527309133,-0.5084827087,-0.5667947443,1.3109836002
biocide__bzcl_12h__1,-2.8113921013,0.2924503066,-0.08529558670000001,-0.0914716639,-0.8051359477000001
biocide__bzcl_12h__2,-2.0469679875,-0.2063363836,0.8012682941,1.1022593053,-1.2311814372
biocide__bzcl_12h__3,-2.742880189,0.39750092140000004,0.1542748704,0.19634162160000002,-1.1912737659000001
biocide__etoh_12h__1,-3.031820442,-0.9567841043,0.1090142038,0.2495665894,-0.6809967843
biocide__etoh_12h__2,-4.0021000509,-1.064774686,0.0078292888,0.29509045100000003,-0.3329951255
biocide__etoh_12h__3,-2.4348235938,-0.9455773276,0.1253351143,0.28974472560000003,-0.9164459368000001
biocide__gluald_12h__1,-0.43061066600000003,0.0258113814,0.5831462612,0.9448648483000001,-0.5665100711000001
biocide__gluald_12h__2,-0.9052366334,-0.1776818282,0.41584700280000003,0.7843541674000001,-0.617787054
biocide__gluald_12h__3,-0.1986843004,0.22528474210000002,0.6879144689000001,0.726623537,-0.7810297583
biocide__h2o2_12h__1,-0.9256900749,-0.2256160448,0.3425481281,0.6493503178000001,-0.8826170125
biocide__h2o2_12h__2,-1.6805734637,-0.046829570800000005,0.5119545347,0.4943468273,-0.9341644155000001
biocide__h2o2_12h__3,-3.061825323,-1.1522898151,-0.0117761242,0.6880973691000001,-0.1105030409
biocide__2ppoh_12h__1,-0.4326014526,0.4576073627,-0.095873567,0.2493841334,-0.2907525412
biocide__2ppoh_12h__2,-0.1131578272,0.37930708750000003,-0.0802858917,0.2449383377,-0.23431072400000003
biocide__2ppoh_12h__3,-0.3015680364,0.3742592616,-0.127856044,0.4621122998,-0.34637535480000003
biocide__paa_12h__1,-3.373850349,-0.5035182258,0.1746383879,0.5176384229000001,-0.0422346043
biocide__paa_12h__2,-3.7241946721,-0.8753241614,0.3394955556,0.4073150236,-0.0390514607
biocide__paa_12h__3,-2.8602022853999998,-1.4559456974,0.1148926958,0.6503996628000001,-0.07608491490000001
biocide__phe_12h__1,-3.0847897561,-0.8035805256,0.15453108570000001,0.6639244288,-0.4207120152
biocide__phe_12h__2,-2.6055544848,-0.6402934506,0.23635940800000002,0.3868195097,-0.4274238024
biocide__phe_12h__3,-3.3012346360000002,-0.8806577845,0.23717754370000002,0.5192932066,-0.2551089637
biocide__pvp-i_12h__1,-3.6050396543,-1.0872661123,0.2930704619,0.6321485308,-0.47139472520000003
biocide__pvp-i_12h__2,-3.3023597582,-0.0556732178,0.1857983671,0.2311268955,-0.47448876780000004
biocide__pvp-i_12h__3,-3.1584499791,-1.3840378851000001,0.019161760700000002,0.6180081473,-0.2950678144
biocide__bleach_12h__1,-2.6574680194,-0.6932212240000001,-0.0826576492,0.46617491,-0.4273476215
biocide__bleach_12h__2,-3.0627397671,-1.5096479331000001,-0.2361644672,0.4315701879,-0.0283280812
biocide__bleach_12h__3,-2.9674158378,-1.0784036011,-0.12815926800000002,0.45112579270000003,-0.0584551081
biocide__chx_12h__1,-3.6616430338,-1.0392454988,0.1660170045,0.7957131788,-0.2837902861
biocide__chx_12h__2,-3.0287012566,-1.0018342497,0.1192504917,0.8701562925,-0.9023643910000001
biocide__chx_12h__3,-3.1384053344,-1.1744486783,0.09662175020000001,0.8526435267,-0.8401864626000001
biocide__bzcl_30m__1,0.0174660106,-0.4458025318,0.1154296665,0.1601230415,-0.4171498819
biocide__bzcl_30m__2,-0.9156719715,-0.52246284,0.023372325500000003,0.48453991290000004,-0.4309988131
biocide__bzcl_30m__3,-0.2479271505,-0.1479039928,0.0679530203,0.31157401970000004,-0.6980238871000001
biocide__phe_30m__1,-2.3831644446,-0.5509101151,-0.6046974157,-0.46288554660000003,-0.3742015785
biocide__phe_30m__2,0.0464054813,-0.4561024906,-0.38429209540000003,0.1014258158,-0.7512336192
biocide__phe_30m__3,-1.2190553091,-0.0133567457,-0.5186902934000001,-0.327382092,-0.4266956136
biocide__pvp-i_30m__1,1.4936026016000001,-0.060122232000000005,0.2186115154,0.4817377311,-0.6393380710000001
biocide__pvp-i_30m__2,1.109471746,-0.8320819116,0.2820235584,0.6106854175,-0.6679222774
biocide__pvp-i_30m__3,1.7253804791,0.09941680480000001,0.2637065304,0.3451857055,-0.4872932339
biocide__ctrl_12h__1,-0.3346969428,0.004120006900000001,0.283266057,0.335406578,-0.8472219903
biocide__ctrl_12h__2,-0.4812722142,0.30100624930000003,0.2464858514,0.0598735725,-0.0220747341
biocide__ctrl_12h__3,0.0729841784,0.42666941500000005,0.43201735620000004,0.4995995406,-1.0029078823
biocide__ctrl_30m__1,-0.1718236135,0.1011000423,0.1567052096,0.21691756980000002,0.0685430224
biocide__ctrl_30m__2,0.3929591281,-0.0995070762,-0.1563113709,-0.2148037003,0.1043086621
biocide__ctrl_30m__3,-0.22113551450000002,-0.0015929661000000002,-0.0003938387,-0.0021138695,-0.17285168450000002
clpP__wt__1,-0.037856563600000004,0.17902655180000002,-0.10668910940000001,-0.0015720619000000001,-0.1095196388
clpP__wt_DPTA__1,0.9264037014000001,-1.9818777847,-0.37610427960000004,0.3465855611,2.3212131487
clpP__wt__2,-0.5584431239000001,-0.2883334808,-0.3472299849,-0.39464521020000004,0.2360880173
clpP__wt_DPTA__2,1.2001044504,-3.3202838534,-0.2737152619,-0.2148670462,2.3553656076
clpP__wt__3,0.5962996875000001,0.10930692900000001,0.4539190943,0.3962172721,-0.1265683785
clpP__wt_DPTA__3,-0.4945364568,-1.5637529616,-0.36715026040000004,0.2317067461,2.5320492136
clpP__delclpP__1,0.9265418286,-0.9383298120000001,-0.1900522406,-0.2767926549,-0.6923686761000001
clpP__delclpP_DPTA__1,0.39450494500000005,-3.3202838534,0.4586848329,-0.4209052057,2.0537940365
clpP__delclpP__2,0.8690915676000001,-0.7559173637000001,-0.1137331701,-0.1584630387,-0.1291364353
clpP__delclpP_DPTA__2,1.2110216188,-2.003455619,0.351457515,-0.6458514533,1.9840214192
clpP__delclpP__3,1.5300526081,-0.41202151870000003,0.38930109500000004,-0.0375685068,-0.5602061941
clpP__delclpP_DPTA__3,1.3234503357,-0.9920268676,0.2544534292,-0.2555400746,1.8550166787
colombos2__delydcR__1,-0.14632185990000002,0.3167341588,0.19182513380000002,0.036128813,-0.21195578780000002
colombos2__delydcR__2,-0.0003994708,0.0165130623,0.130973745,-0.1014112152,0.327124377
colombos2__delydcR__3,0.37017729200000005,0.7681014308,0.1069520676,-0.33370757,-0.12047321670000001
colombos2__delyjiR__1,0.8299687045,-0.0127226401,0.2023433892,0.6122663315,-1.5700361876
colombos2__delyjiR__2,0.449662645,0.2169683067,0.1335451758,-0.18541421200000002,0.0497514639
colombos2__delyjiR__3,0.1092446563,0.4054480635,0.20095338040000002,-0.1877390568,0.5527353097000001
colombos2__wt__1,-0.9908314616,-0.6148301798,0.2056374265,0.4030636574,-0.22778408460000002
colombos2__wt__2,0.340021844,0.09990163120000001,-0.059188026500000004,0.0131742564,-0.1591448539
colombos2__wt__3,0.6508096177,0.5149285486,-0.14644939999999998,-0.4162379138,0.38692893850000004
crp_k100__ar1_ar2__1,-0.0475859625,-0.0129191628,-1.7960660373000001,0.9058984181,1.4030829904
crp_k100__ar1_ar2__2,0.5218574234,0.5308422044000001,-1.753761413,0.3372727179,1.5650687668
crp_k100__ar1_ar2__3,-0.32213781010000003,-0.042166151400000004,-0.8866115556,0.2070695586,1.2482974135
crp_k100__wt__1,0.3344665861,0.1970783976,0.0366773828,-0.008781891600000001,-0.2240427173
crp_k100__wt__2,-0.4324270891,-0.0071887671,0.044415883100000005,0.1159388298,0.10243615
crp_k100__wt__3,0.097960503,-0.18988963050000002,-0.0810932659,-0.1071569381,0.12160656730000001
crp_k100__K100Q__1,-0.0005227739,0.0377847058,-0.3119249987,-0.0083563761,0.7629553657
crp_k100__K100Q__2,-0.7495327683,-0.11886811130000001,-0.1038033336,-0.1669905288,0.6814967393
crp_k100__K100R__1,-2.2999819936,-0.2820205988,0.18864385660000002,0.20314510130000002,0.16496625080000002
crp_k100__K100R__2,-0.4785397736,0.3259000926,0.3724957179,0.47657710410000004,-0.17636309930000002
crp_k100__K100R__3,-2.6339985305,0.21652426360000002,0.0447130736,0.2700813805,0.3815607589
csrA__wt_t00__1,0.20645953900000003,-0.2285668633,-0.3108098738,-0.0993100443,1.0548497563
csrA__wt_t02_30__1,2.1507907459,-3.0073140871,-0.3938586915,0.0998917893,-4.8066691379
csrA__wt_t05__1,4.2961286024,-3.3227031672000003,-0.43797418,0.3514798276,-4.8362836336
csrA__wt_t10__1,4.8286353823,-1.8612506258,-1.0373322502,1.0705500595,-3.0574361463
csrA__wt_t15__1,4.514705304,-1.24229556,-0.8228630646,1.4234215681,-2.0634936135
csrA__delcsrA_t00__1,0.8869121762000001,1.5880171844,0.0260618476,0.1706238948,-0.1158782928
csrA__delcsrA_t02_30__1,2.5431363275,-2.3726840309,-0.7228986307,0.4918520685,-4.1631960693
csrA__delcsrA_t05__1,2.9395546504,-3.4583468912,-1.2012400512,0.8975972293000001,-3.9815479125
csrA__delcsrA_t10__1,3.6215070725,-2.0384218662,-1.2784560322,1.0836947918,-2.4035591286
csrA__delcsrA_t15__1,3.9518590182,-1.0450037991,-1.4956265605,1.6690505328,-1.7811302653
csrA__wt_t00__2,-0.20645953900000003,0.2285668633,0.3108098738,0.0993100443,-1.0548497563
csrA__wt_t02_30__2,1.6337348488,-2.9525560592,-0.1162291865,0.252113582,-4.7632823406
csrA__wt_t05__2,4.3712151666,-3.7069899204,-0.26008587,0.5647996376000001,-4.1559703276
csrA__wt_t10__2,4.5346971596,-2.4376251206,-0.9215448220000001,1.3226622664,-2.7294894993
csrA__wt_t15__2,3.8344085463,-1.3623587043,-0.9344902321,1.6822680893,-1.7841937843
csrA__delcsrA_t00__2,0.5213808841,0.6211031571,-0.2065365245,0.0748492973,1.2950549942
csrA__delcsrA_t02_30__2,2.2766780974,-2.6611368671999998,-0.963196802,0.3824540121,-4.0087070582
csrA__delcsrA_t05__2,3.7689389351,-2.7281747767,-1.2098262852000001,0.6218532665000001,-3.8448274471
csrA__delcsrA_t10__2,2.8672290407,-2.3002939443,-1.5012770128000001,1.5451177489,-2.9597124972
csrA__delcsrA_t15__2,4.721848329,-1.4107113724,-1.1239316736,1.6794614229,-1.4356521495
cstr_pfr__str_0005m__1,-0.0101651681,0.2637739308,-0.0904681673,-0.19552296660000001,0.4719757108
cstr_pfr__str_0010m__1,-0.33646864320000003,-0.0021226176,-0.2097819642,-0.33676205870000003,0.32200694220000003
cstr_pfr__str_0025m__1,-0.37365295470000004,0.0356320461,-0.2439363728,-0.4678555526,0.24798378540000002
cstr_pfr__str_0045m__1,-0.38576827100000005,0.051141300300000005,-0.3059155422,-0.4951556387,0.09197997670000001
cstr_pfr__str_0075m__1,-0.35973736310000004,-0.2113074697,-0.2365276624,-0.42116024230000004,-0.0776232475
cstr_pfr__str_0120m__1,-0.34625912870000003,-0.23136972520000001,-0.1854714104,-0.3693426452,-0.0841233265
cstr_pfr__str_0210m__1,-0.11284947990000001,0.1465844816,-0.1838118799,-0.3916075934,-0.0082234976
cstr_pfr__str_0330m__1,0.0453722136,0.3165695474,-0.1194288096,-0.3751414215,-0.012646208400000001
cstr_pfr__str_1500m__1,-0.0869735311,0.2997588587,-0.0535675735,-0.3437698719,0.0440286988
cstr_pfr__str_1560m__1,-0.0577475972,0.4087821774,-0.0748273839,-0.3634793157,0.1161494366
cstr_pfr__str_1680m__1,0.0918401148,0.0870258704,-0.0662617172,-0.3447350557,0.1242922466
cstr_pfr__str_ref1__1,-0.052319524900000004,-0.0226933554,0.007952442300000001,-0.013629433100000001,0.015718507700000002
cstr_pfr__str_ref2__1,-0.12648226910000002,-0.047891034900000004,-0.0534339781,0.0438769886,-0.0985724671
cstr_pfr__str_ref3__1,0.10715253670000001,-0.0850351542,-0.0207651292,-0.0778520007,-0.019152889200000002
cstr_pfr__pfr_P5_0005m__1,0.8316613213,0.4925958515,-0.0329504879,0.0540694228,-0.8237990038
