,A,MarR,ComR
abx_media__camhb_cef__1,6.0910612201,0.363673254,-1.047782952
abx_media__camhb_cef__2,6.1921756464,0.166174176,-1.237415556
abx_media__m9_cipro__1,-1.4698648245000001,-1.783549043,-0.559101894
abx_media__m9_cipro__2,-0.9124824076,-1.646125512,-0.75794859
abx_media__rpmi_cipro__1,3.09932373,-0.086415487,-1.6713670070000002
abx_media__rpmi_cipro__2,3.2748544361,-0.250525752,-1.657664282
abx_media__camhb_cipro__1,5.9045147482,0.558643871,-1.117496492
abx_media__camhb_cipro__2,6.2492814589,0.533466715,-0.966079785
hot_tale__42c_ale3_30c__1,-0.1982781334,-0.474401958,0.884830741
hot_tale__42c_ale3_30c__2,-1.5773549176000001,-0.227524465,0.763790937
hot_tale__42c_ale3_37c__1,1.758915105,-0.28645773700000005,0.68442717
hot_tale__42c_ale3_37c__2,1.7929371095,-0.22286517300000003,0.53988641
hot_tale__42c_ale3_44c__1,2.9962421881,0.171764088,0.42658538700000004
hot_tale__42c_ale3_44c__2,3.3347110284,0.299939428,0.60759005
hot_tale__hot_ale3_mid_30c__1,-1.4633622302,0.567760308,1.529614822
hot_tale__hot_ale3_mid_30c__2,-1.1844368165,0.265159919,1.8934295570000002
hot_tale__hot_ale3_mid_37c__1,2.0774772788,0.45605165700000005,1.5945414
hot_tale__hot_ale3_mid_37c__2,1.4599583402,0.151713697,1.264484846
hot_tale__hot_ale3_mid_44c__1,3.5660632497,0.977390768,0.907061392
hot_tale__hot_ale3_mid_44c__2,4.464146938,1.6735286230000002,0.642350159
hot_tale__hot_ale3_30c__1,-1.243391501,-0.091754085,1.59760575
hot_tale__hot_ale3_30c__2,-0.2544120279,-0.197257959,1.7636008570000001
hot_tale__hot_ale3_37c__1,2.0999103125,-0.244180631,1.117674112
hot_tale__hot_ale3_37c__2,1.9025999897,0.291678682,1.138747176
hot_tale__hot_ale3_44c__1,4.3825111174,1.341858199,0.661422968
hot_tale__hot_ale3_44c__2,5.446088902,1.188481638,0.5267565670000001
hot_tale__hot_ale4_30c__1,0.3678690794,0.355271834,-0.2631217
hot_tale__hot_ale4_30c__2,0.8858848182,0.49308634100000004,-0.063600003
hot_tale__hot_ale4_37c__1,3.206912546,0.47812745700000003,-0.27834857300000004
hot_tale__hot_ale4_37c__2,3.310888147,0.502076331,-0.29601189
hot_tale__hot_ale4_44c__1,5.0882874038,1.511463452,-0.155361357
hot_tale__hot_ale4_44c__2,4.7951514335,1.571909088,-0.347319052
hot_tale__hot_ale8_30c__1,-1.0830893352,-0.10532132200000001,1.213225336
hot_tale__hot_ale8_30c__2,0.2118410715,0.019212216,1.391720211
hot_tale__hot_ale8_37c__1,2.689635262,0.40513467000000003,1.160670471
hot_tale__hot_ale8_37c__2,2.4788748933,0.233029372,1.205739649
hot_tale__hot_ale8_44c__1,4.7681011882,1.591971516,0.7562796270000001
hot_tale__hot_ale8_44c__2,4.5781082864,1.264932317,0.7125988350000001
hot_tale__hot_ale9_mid_30c__1,0.5203376563000001,-0.267620592,0.9545515210000001
hot_tale__hot_ale9_mid_30c__2,-0.1624767165,-0.35623369,0.8711936250000001
hot_tale__hot_ale9_30c__1,-0.0231595107,-0.104483659,0.932605275
hot_tale__hot_ale9_30c__2,-0.2546913072,0.07360635,1.066487786
hot_tale__hot_ale9_mid_37c__1,2.4242978739,0.11643399300000001,0.7169519830000001
hot_tale__hot_ale9_mid_37c__2,2.5335887026,0.348929961,0.8938945030000001
hot_tale__hot_ale9_37c__1,2.3336148942,0.37433361800000003,1.025195485
hot_tale__hot_ale9_37c__2,2.7689869975,0.533942672,1.07110977
hot_tale__hot_ale9_mid_44c__1,4.8759780436,1.090992931,0.6932463130000001
hot_tale__hot_ale9_mid_44c__2,5.5018160769,1.594207382,1.046391039
hot_tale__hot_ale9_44c__1,4.9358872147,1.6731724510000001,0.630730788
hot_tale__hot_ale9_44c__2,5.3793254986,1.4312250180000001,0.809497357
hot_tale__hot_ale10_30c__1,-0.702476077,-0.054002180000000004,1.400956983
hot_tale__hot_ale10_30c__2,-0.7401834789,-0.391165343,1.348091369
hot_tale__hot_ale10_37c__1,1.9687461365,0.23006630800000002,1.218521303
hot_tale__hot_ale10_37c__2,2.1110132308,0.11390367300000001,1.280668164
hot_tale__hot_ale10_44c__1,4.3199225306999995,1.284659301,0.63588805
hot_tale__hot_ale10_44c__2,5.0717623279,1.285258109,0.7897006310000001
hot_tale__hot_ale16_30c__1,0.49489951270000004,0.098034432,0.796610601
hot_tale__hot_ale16_30c__2,0.6354624214,0.039951402000000004,0.797289231
hot_tale__hot_ale16_37c__1,2.5921165474,0.42948052800000003,0.49461493300000003
hot_tale__hot_ale16_37c__2,3.2748585561,0.131555485,0.454567604
hot_tale__hot_ale16_44c__1,5.1163311733,1.356261333,0.45703468900000005
hot_tale__hot_ale16_44c__2,5.4338795664,1.763876811,0.632477205
pdhr_ale__pdhR-13_51__1,1.1031616179000001,-0.8131594190000001,0.059155423000000006
pdhr_ale__pdhR-13_51__2,1.0569208317,-0.763506038,0.022313238000000003
pdhr_ale__pdhR-14_46__1,0.4305286632,-1.364652698,-0.580149076
pdhr_ale__pdhR-14_46__2,0.0807111652,-1.195826992,-0.6261455300000001
pdhr_ale__pdhR-15_51__1,1.04431394,-0.7292378580000001,0.383479613
pdhr_ale__pdhR-15_51__2,0.9194183893000001,-0.5689085380000001,0.459493256
pdhr_ale__pdhR-16_49__1,0.44591771290000004,-0.719739569,-0.544826051
pdhr_ale__pdhR-16_49__2,0.9733722892000001,-0.7221138420000001,-0.820328676
tcs__del_atoC_LiAcet__1,-0.6794767401,-1.21575394,-1.234749389
tcs__del_atoC_LiAcet__2,-1.6396283932,-1.190299338,-0.952805989
tcs__del_atoC_LiCl__1,-0.6223572123000001,-0.9663636910000001,-1.007182235
tcs__del_atoC_LiCl__2,-0.4321839892,-0.8898608830000001,-0.9938994630000001
tcs__del_atoC_m9__1,-0.7900459282000001,-1.282613772,-0.907963649
tcs__del_atoC_m9__2,-1.2597725173,-0.7885221210000001,-0.961692757
tcs__del_baeR_etoh__1,2.7480683508,-0.5422224250000001,-0.159869005
tcs__del_baeR_etoh__2,2.000507628,-0.250760828,0.078054359
tcs__del_baeR_lb__1,-0.6881963129,-1.331607068,-0.5585255170000001
tcs__del_baeR_lb__2,-0.0842106242,-1.136140124,-0.45745541
tcs__del_btsR_01xlb__1,-2.9971301626,-1.9444411160000001,-0.36499842400000004
tcs__del_btsR_01xlb__2,-3.3216884364,-1.79047972,-0.343992862
tcs__del_btsR_lb__1,1.9213413988,-0.518183469,-0.657344067
tcs__del_btsR_lb__2,2.2480064326,-1.2823377630000001,-0.874635626
tcs__del_btsR_pyruvate__1,-3.1643411445,-1.610594988,-0.279562286
tcs__del_btsR_pyruvate__2,-2.873427832,-1.8367592130000001,-0.19570064
tcs__del_cpxR_etoh__1,5.0364949852,0.558414417,-0.006486826
tcs__del_cpxR_etoh__2,4.8043126042,0.463922127,0.096099052
tcs__del_cpxR_lb__1,-1.6376290358,-1.363678117,-0.49661751400000004
tcs__del_cpxR_lb__2,-0.9760996845000001,-0.9065713590000001,-0.347116757
tcs__del_cusR_CuSO4__1,4.5668884232,0.011968056000000001,0.225929135
tcs__del_cusR_CuSO4__2,3.5487762031,-0.000958741,0.404278917
tcs__del_cusR_lb__1,2.6642208406,-1.4933247010000001,-0.859509716
tcs__del_cusR_lb__2,2.6349161142,-1.215099666,-0.915700696
tcs__del_kdpE_01-kcl__1,-0.2458654488,-0.426192139,0.050517824
tcs__del_kdpE_01-kcl__2,-0.1653672175,-0.6957649330000001,-0.17487571200000002
tcs__del_kdpE_115-kcl__1,-1.8775193267999999,-1.369709558,-0.22742796
tcs__del_kdpE_115-kcl__2,-2.2298736934,-1.397030873,-0.40186286600000004
tcs__del_phoB_m9__1,-0.8637532698,-0.8376291,-0.654659744
tcs__del_phoB_m9__2,-0.4853415381,-0.8579018740000001,-0.7131094290000001
tcs__del_phoB_m9p__1,6.3818282811,-0.963828015,2.105473979
tcs__del_phoB_m9p__2,6.7807811023,-0.7311171150000001,2.159819363
tcs__del_rcsB_etoh__1,7.6298189275,1.7321383090000002,0.956126675
tcs__del_rcsB_etoh__2,7.2170239882,1.82042174,0.861652217
tcs__del_rcsB_lb__1,0.9828890807,-0.698953041,-0.555041297
tcs__del_rcsB_lb__2,1.5533282061,-1.093897869,-0.5743951070000001
tcs__del_zraR_lb__1,3.1451826511,-0.5512073,-0.9926634860000001
tcs__del_zraR_lb__2,2.9485095981000002,-0.312755012,-1.08922267
tcs__del_zraR_zncl2__1,4.7926056721,0.5277920580000001,-0.15723419400000002
tcs__del_zraR_zncl2__2,4.9398810953000005,0.545653406,-0.0674504
tcs__wt_01-kcl__1,-2.4708953357,-1.356417241,-0.293197725
tcs__wt_01-kcl__2,-2.191310787,-1.2351904120000001,-0.16349896
tcs__wt_01xlb__1,-2.6766721118,-1.440053343,-0.020767139
tcs__wt_01xlb__2,-2.8121015126,-1.9535973850000001,-0.036787246
tcs__wt_115-kcl__1,-1.9075368131000001,-1.185872772,-0.393811636
tcs__wt_115-kcl__2,-2.5796169626000003,-1.463644681,-0.24147252500000002
tcs__wt_CuSO4__1,4.0376809342,-0.702330796,-0.291353751
tcs__wt_CuSO4__2,2.9542850259,-0.538365281,-0.39314250100000003
tcs__wt_etoh__1,7.5501978201,1.498793088,0.955191847
tcs__wt_etoh__2,7.143847982,1.3444445950000001,1.109192468
tcs__wt_lb__1,3.2537640712,0.631742429,-0.382816851
tcs__wt_lb__2,2.9673410518,0.564479311,-0.45255460200000003
tcs__wt_LiAcet__1,-0.4965180548,-0.792503532,-0.33357891500000003
tcs__wt_LiAcet__2,-0.3506330137,-0.7846303250000001,-0.443172867
tcs__wt_LiCl__1,-1.0986833565,-1.4104657600000001,0.14562398000000001
tcs__wt_LiCl__2,-0.8114370386,-1.137023098,0.015832192000000002
tcs__wt_m9p__1,5.5555035201,-0.575782682,2.4737989320000002
tcs__wt_m9p__2,5.0447799444,-0.771621522,2.485657088
tcs__wt_pyr__1,-2.6879201476,-1.7551408450000001,0.107436742
tcs__wt_pyr__2,-2.6171839041,-1.6028116,0.181009483
tcs__wt_zncl2__1,6.2731372266,0.7729312620000001,-0.225369903
tcs__wt_zncl2__2,6.3564345502,0.6825009230000001,-0.235554761
ros_tale__0_0_0pq__1,2.5408604826,-0.495713785,-0.209375636
ros_tale__0_0_0pq__2,2.2557027521,-0.234554284,-0.08776325500000001
ros_tale__0_0_250pq__1,3.2648554883,-0.053530304,0.728852064
ros_tale__0_0_250pq__2,3.6402610298,0.050704822000000004,0.6623090150000001
ros_tale__1_mid_250pq__1,4.171852079,1.219717533,-0.550775039
ros_tale__1_mid_250pq__2,4.3943915806,0.925401227,-0.6602411880000001
ros_tale__1_0_0pq__1,0.4646272037,-2.8314842799999997,-0.31071125600000005
ros_tale__1_0_0pq__2,0.0344476526,-2.047360765,-0.067344474
ros_tale__1_0_0pq__3,1.8846279620000002,-0.271635112,0.13069914200000002
ros_tale__1_0_0pq__4,1.991380676,-0.23721349900000002,0.206027601
ros_tale__1_0_250pq__1,4.2671760913,0.687890725,0.11610305800000001
ros_tale__1_0_250pq__2,3.7951578833,0.765772038,-0.09459669600000001
ros_tale__1_0_750pq__1,3.220433948,-0.248228848,-0.9081918980000001
ros_tale__1_0_750pq__2,2.4150938122,-0.6865117620000001,-0.385555064
ros_tale__1_1_0pq__1,1.0464965828,-1.490168375,-0.40914239300000005
ros_tale__1_1_0pq__2,0.7681774463000001,-1.619513299,-0.291783028
ros_tale__1_1_250pq__1,2.3513993553,-0.8576640710000001,-0.471746957
ros_tale__1_1_250pq__2,2.2575342994,-1.039616446,-0.34686316300000003
ros_tale__1_1_750pq__1,1.6274338115,-1.8279253940000002,-0.464196003
ros_tale__1_1_750pq__2,2.0575259029,-1.7517568140000002,-0.47376843900000004
ros_tale__1_2_0pq__1,0.41320600960000003,-1.6605362490000002,-0.542066224
ros_tale__1_2_0pq__2,1.5357925772,-0.8140199850000001,0.185666235
ros_tale__1_2_250pq__1,2.408560188,-0.54264008,-0.518337181
ros_tale__1_2_250pq__2,2.5533225625,-0.983608518,-0.274246099
ros_tale__1_2_750pq__1,2.0130785654,-0.26855073300000004,-0.338362944
ros_tale__1_2_750pq__2,2.9611464738,-0.061591879,-0.38382413200000004
ros_tale__1_3_0pq__1,1.5007799136000002,-2.073467743,-0.1638706
ros_tale__1_3_0pq__2,1.139226895,-2.858777636,-0.26252432600000003
ros_tale__1_3_250pq__1,-0.7402319482,-2.64054017,-0.44067279400000003
ros_tale__1_3_250pq__2,-0.4473315356,-2.2953614140000003,-0.037595862
ros_tale__1_3_250pq__3,0.3189861781,-2.056218771,-0.083414281
ros_tale__1_3_250pq__4,-1.3834058852,-2.289292799,0.480950168
ros_tale__1_3_750pq__1,0.9151659765,-1.401254065,-0.35352814200000005
ros_tale__1_3_750pq__2,0.7728230395,-1.5437164870000002,-0.25709764700000004
ros_tale__1_4_0pq__1,-0.13366697090000002,-2.43701058,0.179416487
ros_tale__1_4_0pq__2,-0.6770927638,-2.047149735,-0.031498214000000004
ros_tale__1_4_250pq__1,0.8984615918000001,-2.210006403,-0.050365143
ros_tale__1_4_250pq__2,0.4537564086,-2.296574459,0.027314941000000002
ros_tale__1_4_750pq__1,1.0348919316,-1.572695349,0.16307132600000002
ros_tale__1_4_750pq__2,1.9550480926,-0.9162776450000001,-0.06477590200000001
ros_tale__1_4_750pq__3,-0.7110511857,-1.61592023,0.059048357
ros_tale__1_4_750pq__4,0.9297190123,-1.1962524860000001,-0.38185024700000003
ros_tale__2_mid_250pq__1,5.5115920962,0.881320045,-0.034794576
ros_tale__2_mid_250pq__2,5.6992017752,0.951644122,-0.538785614
ros_tale__2_0_0pq__1,2.5491220823000003,-1.906245136,-0.34654827400000005
ros_tale__2_0_0pq__2,1.9996800532,-1.965801687,-0.45583787600000003
ros_tale__2_0_0pq__3,3.6997263147,0.563307754,-0.153038548
ros_tale__2_0_0pq__4,3.6279757458,0.44316595400000003,0.04423475
ros_tale__2_0_250pq__1,5.7237765856,1.626722519,-0.079125042
ros_tale__2_0_250pq__2,6.0980691925,1.692610334,-0.341178519
ros_tale__2_0_750pq__1,4.8886143077,0.526840176,-0.7627935180000001
ros_tale__2_0_750pq__2,4.96617596,0.196549091,-0.45448763000000003
ros_tale__2_1_0pq__1,2.1744278079,0.041929447,-1.447541086
ros_tale__2_1_0pq__2,2.2409121447,-0.18983216400000003,-1.521644796
ros_tale__2_1_250pq__1,3.4784309512,-1.260119897,-0.501096004
ros_tale__2_1_250pq__2,3.7973582115,-0.95796325,-0.815015826
ros_tale__2_1_750pq__1,3.4067301865,-0.884310196,-0.624737932
ros_tale__2_1_750pq__2,4.6243328015,-0.5736199790000001,-0.666022827
ros_tale__2_1_750pq__3,4.7423573047000005,-0.132312343,-0.661702632
ros_tale__2_2_0pq__1,2.8665469492,-0.083348274,-1.478302915
ros_tale__2_2_0pq__2,2.2208041972,-0.9051759140000001,-1.177610365
ros_tale__2_2_250pq__1,3.2712826909,0.9403585520000001,-1.217865707
ros_tale__2_2_250pq__2,3.0086039392,0.18087026,-0.928594774
ros_tale__2_2_750pq__1,3.3427826151,0.53557216,-1.139121543
ros_tale__2_2_750pq__2,2.5545000585,0.939854921,-0.970774758
ros_tale__2_3_0pq__1,2.9219944005,-1.170689229,-1.057131328
ros_tale__2_3_0pq__2,2.1701967773,-1.779046137,-0.9509823550000001
ros_tale__2_3_250pq__1,3.2240513252,-0.8573186660000001,-0.608208223
ros_tale__2_3_250pq__2,3.1302564483,-0.797649382,-1.3040167710000001
ros_tale__2_3_750pq__1,4.0650437839,-0.11997141800000001,-0.878236291
ros_tale__2_3_750pq__2,4.1830383126,-0.33488157,-0.9590034340000001
ros_tale__3_0_0pq__1,0.1936872671,-1.282491241,-0.548493529
ros_tale__3_0_0pq__2,-0.1637813421,-1.428858961,-0.5157601860000001
ros_tale__3_0_250pq__1,2.1475897621,-0.642702741,-0.7387336090000001
ros_tale__3_0_250pq__2,2.0641373833,-0.335447011,-0.93768755
ros_tale__3_0_750pq__1,2.3590599853,-0.850527074,0.599456475
ros_tale__3_0_750pq__2,4.2531607877,-0.244034209,1.089614193
ros_tale__3_1_0pq__1,1.3220810925,-0.705956244,-1.128166145
ros_tale__3_1_0pq__2,0.650120789,-0.59997287,-1.456386693
ros_tale__3_1_250pq__1,2.3562356617,0.107703979,-1.052966819
ros_tale__3_1_250pq__2,1.4358969742,-0.057837212000000006,-1.271203739
ros_tale__3_1_750pq__1,2.7924159964,0.542332343,-0.942135377
ros_tale__3_1_750pq__2,2.0834331345,0.740106079,-1.600780295
ros_tale__3_2_0pq__1,-2.0081523094,-0.6850686880000001,-0.45089979100000005
ros_tale__3_2_0pq__2,-1.7009851263,-0.209630743,-0.52352454
ros_tale__3_2_0pq__3,-0.7007603283,-0.225652284,-0.456615296
ros_tale__3_2_0pq__4,-0.45431047350000003,-0.46341292100000003,-0.570516068
ros_tale__3_2_250pq__1,4.0871537234,0.904877883,0.320558043
ros_tale__3_2_250pq__2,3.7753411085,1.330822894,-0.09852978600000001
ros_tale__3_2_750pq__1,4.0648927858,1.653687616,-0.379579582
ros_tale__3_2_750pq__2,2.9230585293,1.367204799,-0.7815226540000001
ros_tale__3_3_0pq__1,-0.24048651580000002,-1.93557808,0.52580337
ros_tale__3_3_0pq__2,-0.3702957449,-1.727045166,0.595220331
ros_tale__3_3_0pq__3,0.12788081310000002,-1.9124175,0.358626533
ros_tale__3_3_0pq__4,0.1090938204,-1.824725418,0.581648583
ros_tale__3_3_250pq__1,2.0300604341,0.288909688,-1.082459093
ros_tale__3_3_250pq__2,2.0905226347,0.246727198,-0.9706365290000001
ros_tale__3_3_750pq__1,2.4314360854,0.209012723,-1.377112535
ros_tale__3_3_750pq__2,2.5681104928,0.18856018200000002,-1.046194872
ros_tale__3_4_0pq__1,2.0704673328,-0.47597819700000005,-0.40454561600000005
ros_tale__3_4_0pq__2,1.4642965369,-0.527922044,-0.381709464
ros_tale__3_4_250pq__1,4.7930881421,2.177769406,-0.12138554200000001
ros_tale__3_4_250pq__2,4.1796541986,2.000954536,-0.36823621500000003
ros_tale__3_4_750pq__1,4.2296690724,1.17092795,-0.0033794050000000003
ros_tale__3_4_750pq__2,4.8889768566,1.741911078,-0.065016368
pcoli__atASMT_325G__1,-0.8139603157,-1.04720202,0.094739287
pcoli__atASMT_325G__2,-0.9361858368,-1.117955179,-0.00243406
pcoli__bpTDC__1,-0.0141468884,-1.253570062,0.668551177
pcoli__bpTDC__2,0.19379114090000002,-1.250765532,0.4989306
pcoli__BRCA__1,1.2869242237,0.37535411,0.42320355
pcoli__BRCA__2,1.2123278627,0.13771738,0.45892379600000005
pcoli__BRCActrl__1,0.1658353743,-0.7829591100000001,1.152358641
pcoli__BRCActrl__2,-1.1253261715,-1.237777802,1.255705772
pcoli__BRCAswap__1,-0.0808053467,-0.650171241,0.26800349700000003
pcoli__BRCAswap__2,-0.1412372465,-0.81079416,0.364867052
pcoli__btAANAT__1,-0.7639759356,-1.151863356,0.11907347200000001
pcoli__btAANAT__2,-0.6398616133,-1.428800544,0.018791014
pcoli__btASMT__1,-0.5758232528,-1.086752881,-0.049916236
pcoli__btASMT__2,-0.8372150506,-0.8667795500000001,-0.021931323000000003
pcoli__CC1__1,-0.8712581965,-1.420011018,0.152762222
pcoli__CC1__2,-1.2742724069,-1.185631201,0.162708612
pcoli__ccCOMT__1,-0.7383286866000001,-1.15468973,0.12224457300000001
pcoli__ccCOMT__2,-0.7808216087000001,-1.133659868,0.18411671300000002
pcoli__ckDDC__1,-0.8888022194,-1.694388215,0.44325229
pcoli__ckDDC__2,-1.9751320105,-1.643691444,0.543248234
pcoli__CNTF_belt__1,-0.2745303524,-1.279490158,0.27453355300000004
pcoli__CNTF_belt__2,-0.8608903088000001,-1.730530947,0.172325315
pcoli__cobPNMT__1,-0.780653672,-0.806713915,0.11421828
pcoli__cobPNMT__2,-0.5278875417000001,-0.8965050550000001,-0.00372685
pcoli__cvPhhB__1,-0.1268964633,-0.7419447840000001,0.064375286
pcoli__cvPhhB__2,-0.5870158993,-0.793364869,0.19498437000000002
pcoli__ggAANAT__1,-0.6675901022,-1.100841929,0.142648782
pcoli__ggAANAT__2,-0.6689978017,-1.046666637,0.20364437
pcoli__ggTPH__1,-0.8157337935000001,-1.0440784810000001,0.196368125
pcoli__ggTPH__2,-0.8753162226000001,-0.945425401,0.043342944
pcoli__hsAANAT__1,-0.8310715931,-2.167464251,1.076175031
pcoli__hsAANAT__2,-0.16502894170000001,-1.307689754,0.8879510370000001
pcoli__hsASMT__1,0.2817547851,-0.8628970920000001,0.18293704400000002
pcoli__hsASMT__2,0.15829916460000001,-0.6908487040000001,0.538310048
pcoli__hsPNMT_mb__1,-0.49278817220000004,-1.092544387,0.17716762900000002
pcoli__hsPNMT_mb__2,-0.5567415796,-0.843641449,0.172252181
pcoli__hsTPH__1,-0.1764737889,-0.691416975,0.00485672
pcoli__hsTPH__2,-0.3989742304,-0.9950667270000001,0.31393964700000004
pcoli__hsTPH_E2K__1,-0.48724521540000004,-1.8096688140000001,0.623903826
pcoli__hsTPH_E2K__2,-0.470215235,-1.43471605,0.807862206
pcoli__hsTPH_E2K_N91I_P99C__1,0.2870918705,-0.518627861,0.012182429000000002
pcoli__hsTPH_E2K_N91I_P99C__2,0.0334501982,-0.7394236310000001,0.100669848
pcoli__hsTPH_N158trunc__1,-1.4449206627,-1.914191785,0.686508227
pcoli__hsTPH_N158trunc__2,-0.9730872549,-1.801943778,0.712008014
pcoli__hsTPH_N174trunc__1,-0.5562663429,-1.104671972,0.000249432
pcoli__hsTPH_N174trunc__2,-0.7598562982,-1.47843472,0.633374431
pcoli__hsTPH_Ntermtrunc__1,-0.2162324284,-1.583345231,1.01681351
pcoli__hsTPH_Ntermtrunc__2,0.5209990117000001,-1.444092296,0.33623092
pcoli__hsTPH1__1,-0.5227864517,-1.03069755,0.28826691800000004
pcoli__hsTPH1__2,-0.5563990155,-0.8647596710000001,0.21680514
pcoli__MBP__1,-0.48158583400000005,-0.934115306,-0.013554124
pcoli__MBP__2,-0.9861488407000001,-1.412760915,0.050004043000000005
pcoli__msCOMT__1,1.1590510915,0.619325039,0.305651455
pcoli__msCOMT__2,1.1840264559,0.673684061,0.17575921600000002
pcoli__ocAANAT__1,-0.9513640756,-0.888333279,0.12111450700000001
pcoli__ocAANAT__2,-0.7694829174000001,-1.094776923,0.005468626000000001
pcoli__osTDC_K374H__1,-0.37296755740000004,-1.286727137,0.253279025
pcoli__osTDC_K374H__2,-0.144906006,-1.145144926,0.315501044
pcoli__osTDC_K374L__1,0.32116352130000003,-0.109381563,0.31937605700000005
pcoli__osTDC_K374L__2,0.3161646593,-0.35502009100000004,0.5091201630000001
pcoli__osTDC_K374Q__1,-0.3384801069,-0.745648081,0.093026683
pcoli__osTDC_K374Q__2,-0.42253110850000003,-1.082597436,0.19656863800000002
pcoli__osTDC_L360V__1,-0.1105211344,-0.797477765,0.321124591
pcoli__osTDC_L360V__2,-0.109618878,-0.935783884,0.687094893
pcoli__pmTPH__1,-0.3081715479,-0.591126966,-0.35137482600000003
pcoli__pmTPH__2,-0.12603763140000002,-0.8163459310000001,0.48537821400000003
pcoli__RFC__1,0.8259162631,-0.5292883340000001,0.330634303
pcoli__RFC__2,0.8137028348,-0.5705316380000001,0.268808462
pcoli__RFCctrl__1,-0.42487544920000003,-1.485387823,0.593067036
pcoli__RFCctrl__2,0.37631095400000003,-1.5088294850000001,0.754838875
pcoli__RFCnopause__1,-0.5881015698000001,-1.377960403,0.7334793390000001
pcoli__RFCnopause__2,-0.9990989614,-2.040172593,1.093527019
pcoli__RFCpluspause__1,-1.7524797008,-1.928539363,0.9303773860000001
pcoli__RFCpluspause__2,-2.4340039191000002,-2.038216368,0.744479576
pcoli__rnCOMT_sol__1,-0.46366410830000004,-1.185896159,0.6949217080000001
pcoli__rnCOMT_sol__2,-0.3500621376,-1.2840406899999999,0.346643016
pcoli__rnPNMT__1,0.5857776544000001,-0.032638975,0.26349498600000004
pcoli__rnPNMT__2,0.3342177059,-0.131529052,0.7019576080000001
pcoli__rnTDC__1,0.3526423717,-0.325728646,0.251963573
pcoli__rnTDC__2,0.0802451873,-0.29414529100000003,0.133021106
pcoli__rnTDC_trunc__1,-0.5729171897,-0.7322159300000001,0.28879401600000004
pcoli__rnTDC_trunc__2,-0.940882235,-1.075947304,0.525858226
pcoli__saCOMT_T2A__1,-0.3615957555,-0.779093386,0.014253799999999999
pcoli__saCOMT_T2A__2,-0.2638234956,-0.8273945810000001,0.286338417
pcoli__sfCOMT__1,-0.4328965985,-0.8893008870000001,-0.07580004700000001
pcoli__sfCOMT__2,-0.3630995098,-0.74615768,-0.061561812
pcoli__sgAANAT_D63G__1,-0.7925206140000001,-1.024726537,0.175294798
pcoli__sgAANAT_D63G__2,-0.7777691641000001,-0.8578531970000001,-0.099647755
pcoli__ssDDC__1,-0.2419736358,-0.562117964,0.161534482
pcoli__ssDDC__2,0.14139435020000002,-0.7652654320000001,0.595851777
pcoli__TP53B__1,-0.8553147259,-0.6940236280000001,0.44744114500000004
pcoli__TP53B__2,-0.42212694770000003,-0.8246855110000001,0.306697683
pcoli__WT__1,0.7936455,-1.452420314,1.133229054
pcoli__WT__2,0.6859807910000001,-1.285061902,1.026551698
cck__glu_ale4__1,1.7778690898,0.021165187000000002,0.51923581
cck__glu_ale4__2,2.0814521731,-0.7098944260000001,-0.249745564
cck__cck_ale1__1,2.4687610055,-1.216812459,-0.220419636
cck__cck_ale1__2,2.0417781659,-1.466345462,-0.2579456
cck__cck_ale2__1,2.0054939065,-0.977425906,-0.275101017
cck__cck_ale2__2,1.5539479669,-1.245823278,-0.284621002
cck_pgi__gmos_delpgi__1,0.10937643520000001,-1.434834752,0.8528233470000001
cck_pgi__gmos_delpgi__2,-0.4785600478,-1.075546675,1.039944957
cck_pgi__pgi_ale1__1,0.40923011000000004,-0.022830072,0.350292584
cck_pgi__pgi_ale1__2,0.1417798858,-1.336584968,0.030634879
cck_pgi__pgi_ale2__2,0.0853367352,-1.554816834,-0.020105034
cck_pgi__pgi_ale3__1,2.0222648415,1.111991457,0.363222984
cck_pgi__pgi_ale3__2,1.7412527736,-0.18402937100000002,-0.19391132600000002
cck_pgi__pgi_ale4__1,3.1467673720000002,0.7178860850000001,0.469984108
cck_pgi__pgi_ale4__2,2.2134806705,-0.527241776,-0.24745640600000002
cck_pgi__pgi_ale4__3,1.4765082116000001,-0.81932294,-0.29928073
cck_pgi__pgi_ale5__1,0.6505340861000001,0.284392672,0.5056653870000001
cck_pgi__pgi_ale5__2,0.8160997035,-1.262916619,0.15321673700000002
cck_pgi__pgi_ale6__1,-0.2767860424,-0.061658468,0.5454878790000001
cck_pgi__pgi_ale6__2,0.3473196864,-1.012201769,0.143944818
cck_pgi__pgi_ale7__1,-0.5781261188,0.42729396500000005,0.8588765230000001
cck_pgi__pgi_ale7__2,0.0918021918,-1.215849357,0.23622668400000002
cck_pgi__pgi_ale8__1,0.9363398557,-0.111243505,0.027464567000000002
cck_pgi__pgi_ale8__2,0.7508019672,-0.977653823,-0.396187334
cck_sdh__gmos_delsdhCB__1,-0.7364208788000001,-1.736638633,-0.20666575
cck_sdh__gmos_delsdhCB__2,-0.7263201919000001,-2.2466394960000002,0.220003567
cck_sdh__sdh_ale1__1,1.3498268751,-1.142697188,0.394942956
cck_sdh__sdh_ale1__2,1.3883435047,-1.009243695,0.05625187
cck_sdh__sdh_ale2__1,2.016827605,-1.141432292,0.08018251700000001
cck_sdh__sdh_ale3__2,1.8113411599,-0.90905441,0.180055722
