,A,TdcA,Crp,Fnr,ihfB
cstr_pfr__pfr_P5_0045m__2,-0.4616296401,0.4333911751,0.0354719414,-0.0916118039,-0.7789340456
cstr_pfr__pfr_P5_0120m__2,-0.0931606925,-0.40808974800000003,0.305318221,-0.0331110313,-0.47990665450000003
cstr_pfr__pfr_P3_0120m__2,0.0158171829,0.2357628266,0.0945138693,-0.0461462572,-0.40638696950000003
cstr_pfr__pfr_P1_0120m__2,-0.0880065937,0.2572431636,-0.0124149267,0.1472780603,-0.4920680422
cstr_pfr__pfr_P5_0210m__2,-0.2594530651,-0.4639138606,0.3356911857,-0.0815733439,-0.2794220631
cstr_pfr__pfr_P5_1500m__2,0.1685620138,-0.2997254131,0.41076687230000003,0.1628644928,-0.6138260592
cstr_pfr__pfr_P3_1680m__2,0.3018389284,-0.29968705570000004,0.3983587121,0.0778987927,-0.5289399786
cstr_pfr__pfr_P5_1680m__2,-0.020054833100000002,-0.0726943873,0.2226821065,0.0352389719,-0.45414213950000004
cstr_pfr__pfr_P1_1680m__2,-0.2078410792,0.28606595760000003,0.03072544,0.0666002566,-0.48781659310000003
darobactin__daro_30m__1,0.7553540921,7.2302668302,0.9297661229,-0.21927705500000003,0.172211879
darobactin__daro_30m__2,-1.7993849604,2.0299099166,0.5458194559,0.0068389657000000005,0.2852446293
darobactin__solv_1h__1,-0.13775177560000001,3.7713107757,0.8896791535,-0.39919583750000004,-0.034085819600000004
darobactin__solv_1h__2,-0.236715846,3.8231910693,0.7544298497,-0.15292812990000001,0.0714393256
darobactin__daro_1h__1,2.2575729112,4.9476137894,0.9083268103000001,-0.5413516662,0.7262429691000001
darobactin__solv_1h__3,0.4441989248,3.9197745787000002,0.8378540299,-0.5255719177,-0.54570419
darobactin__daro_1h__2,2.1558493461,5.425635853,1.2087494064,-0.4380107324,0.2129508923
darobactin__daro_1h__3,2.6356342933,5.587941717,1.1494446188,-0.6924116879000001,0.14178574160000001
darobactin__daro_30m__3,-0.3068331347,3.4599225529,0.7221774194,-0.023623925,0.2678849863
darobactin__solv_30m__1,-0.4795966559,1.9034568342,0.3322589038,-0.2769247087,-0.0398567252
darobactin__solv_15m__1,0.2152497209,0.5341742812,-0.0405799602,0.022569228400000002,-0.011565161000000001
darobactin__solv_15m__2,-0.1220740808,-0.3853377182,0.0211711041,-0.0149231714,-0.0110295462
darobactin__daro_15m__1,0.1749276742,-0.3853377182,0.32684287360000003,-0.059067987700000005,0.14964342960000002
darobactin__solv_15m__3,-0.0931756401,-0.148836563,0.019408856000000002,-0.007646057,0.0225947072
darobactin__daro_15m__2,-0.7641228797,0.2041050627,0.3689308805,-0.3998425611,0.1396423013
darobactin__daro_15m__3,-0.863815871,0.296578504,0.221949515,-0.2961707172,0.6544630542000001
darobactin__solv_30m__2,-0.9992754506,0.53206724,0.1618995187,-0.0197029371,-0.312079486
darobactin__solv_30m__3,-0.8189897636,1.163021409,0.2420582473,-0.2057315476,-0.4423228079
ddp__pNT3_aroP__1,-0.2858671866,0.30352082750000003,0.4265026615,0.0648785776,0.1266565106
ddp__pNT3_aroP__2,-0.8629828258000001,-0.9754785141000001,0.7271404589,0.1318960147,-0.19509359999999998
ddp__pNT3_bamC__1,-1.65937608,-2.6553532487,0.8519065269,-0.18930506100000002,-0.5672458622000001
ddp__pNT3_bamC__2,-1.1633219249,0.1932363977,0.5921076495,0.048734282000000004,-1.1369997208
ddp__pNT3_cusA__1,-1.2693248677,-1.2110147491,1.0354136519,-0.1222527779,-1.1653131053
ddp__pNT3_cusA__2,-0.5770660870000001,1.5467891581000002,0.7451035267,0.2651479138,-1.834437337
ddp__pNT3_hemX__1,-0.5045448573,-0.4312289496,0.8182462086000001,-0.18178306500000002,-0.3100348107
ddp__pNT3_hemX__2,-1.1857943021,-1.0256330834,0.7045028161,-0.0481881923,-0.3205994297
ddp__pNT3_empty__1,0.5287948293,0.47452864180000004,-0.139956359,0.0035004484000000003,-0.0232892471
ddp__pNT3_empty__2,-0.5287948293,-0.47452864180000004,0.139956359,-0.0035004484000000003,0.0232892471
ddp__pNT3_topA__1,-2.664661794,-3.050312349,0.5908025523,0.2884841145,-0.9207812597
ddp__pNT3_topA__2,-3.0549798114,-3.1397264578,0.9994652368,0.6061379563,-1.3071923027
ddp__pNT3_yicR__1,1.9064150823000001,0.8218008552,0.7827099169,-0.6059054221,-0.45955464420000003
ddp__pNT3_yicR__2,1.0082920569,0.2382848383,0.7206732189,-0.4301566023,-0.7959901979
ddp__pNT3_yqjD__1,0.9734181430000001,0.6794901996,0.5565290979,-0.2255559323,0.4344459372
ddp__pNT3_yqjD__2,0.1433788588,0.1443691639,0.5652993358,-0.1661942998,0.3504806305
ecomics__del_gabT__1,-1.0271944052,0.0,-0.2183604482,0.0654297724,-0.0056595274
ecomics__del_gabT__2,1.0271944052,0.0,0.2183604482,-0.0654297724,0.0056595274
ecomics__del_putP__1,0.5507035351,1.1233306179,0.0496916416,0.0394489063,0.062111151
ecomics__del_putP__2,0.1508689819,0.0,0.2503393265,0.2651847274,-0.1246500822
ecomics__del_entF__1,1.5150719849,1.4119771655,0.39555321730000004,-0.1274267449,-0.32022293760000003
ecomics__del_entF__2,0.09261028980000001,0.0,0.11605645020000001,-0.0156335277,-0.18921608780000002
ecomics__del_entF__3,2.457090818,1.0857330896,0.2931170004,-0.0681908374,-0.0718275669
ecomics__del_cysA__1,3.065535561,1.315093206,0.3087574011,-0.3039509496,0.0014180174
ecomics__del_cysA__2,2.0891058015,1.1258590968,0.0756466625,-0.18626809560000002,-0.0314311242
elyC__wt_21C__1,-2.5873190143,-0.5081429351,0.2997067975,-0.0019092608000000001,0.25078108450000003
elyC__wt_21C__2,-2.3340219967999998,-0.6566668133,0.2171652813,0.0184901467,0.3183754319
elyC__wt_21C__3,-2.332237245,-0.6207004488,0.20048826090000002,0.0880267361,0.301183598
elyC__wt_37C__1,-0.0731255581,0.1628139473,0.0055111309,0.0063945471,0.0474008011
elyC__wt_37C__2,0.12475404890000001,-0.0884331297,0.0383910612,-0.0357761938,-0.0484154558
elyC__wt_37C__3,-0.0516284908,-0.0743808175,-0.0439021921,0.0293816467,0.0010146547
elyC__delelyC_21C__1,-2.7164953714,-0.8390781143,0.2526018277,0.0098731567,0.3186137509
elyC__delelyC_21C__2,-2.2587035078,-0.6483229262,0.270288277,-0.1897870955,0.30219993900000003
elyC__delelyC_21C__3,-2.5528898886,-0.7753531772000001,0.2825423364,-0.0409235603,0.2917894999
elyC__delelyC_37C__1,0.049755365,-0.0155911493,0.1877512114,-0.0254851513,0.09051329500000001
elyC__delelyC_37C__2,-0.1967135801,-0.16750336970000002,0.1650360705,0.0355440585,0.1174934251
elyC__delelyC_37C__3,-0.054835776600000004,0.3366395969,0.1449864971,0.0057575253,0.11349563530000001
evo_acid_w__F9_2__1,-4.3401748331,-3.4035770251,0.45212262210000004,-7.3552758056,1.2565419311000001
evo_acid_w__F11_1__1,-1.203242098,-0.5273309835000001,0.0515482653,0.7139563072,-0.8093952846
evo_acid_w__F11_1__2,-1.572178298,-1.9295751958,0.1563578091,0.9185294265,-0.5522377374
evo_acid_w__F11_1__3,1.0764091181,-0.524767392,0.2851965476,0.7798311562,-0.2151484244
evo_acid_w__wt__1,-2.714865757,-2.1830376721,0.1360930215,0.0845328856,-0.1374971984
evo_acid_w__F11_2__1,5.0335768355,0.7331668281,0.1526137479,0.196271321,0.2263643548
evo_acid_w__B11_2__1,7.9034433944,2.3987290381,0.7470542054,-0.21254939720000002,0.1338611287
evo_acid_w__F11_2__2,9.3510847811,2.0489240551,-0.0330759678,0.45666608210000004,0.2189045622
evo_acid_w__wt__2,0.4690464997,-0.5088764567,0.0921125297,0.0023046192,-0.7429114568
evo_acid_w__B11_1__1,12.8502306283,5.334289936,0.0459686345,0.030882746500000002,0.0881715998
evo_acid_w__H9_1__1,-3.4826257254,-3.9986652099,-1.7381250601,0.9365946801,-0.8041098849
evo_acid_w__H9_2__1,2.5478140098,0.42138514600000004,0.1060124781,0.39447972600000003,0.7958109651
evo_acid_w__B11_2__2,10.3065445873,3.4621282555,0.7565786075,-0.2747681118,-0.0253147293
evo_acid_w__wt__3,-0.3821076109,-0.9168168445,-0.0206086192,0.1197434681,-0.5291315211000001
evo_acid_w__H9_2__2,2.4506167911,-0.08181552830000001,0.2191212157,0.4314267907,0.861613673
evo_acid_w__B11_2__3,6.8186174141,3.0878655744,0.701250519,-0.2345901954,0.0989163598
evo_acid_w__F11_2__3,8.7083149714,1.9704537242,0.0061447768000000005,0.456708999,0.1265679443
evo_acid_w__F9_2__2,-3.8224482536,-3.5691921066,0.5616911087,-7.8525940196,1.226954437
evo_acid_w__wt__4,-1.4305804866,-0.9669002829000001,0.2075206627,0.2973060844,0.9211761875000001
evo_acid_w__wt__5,-1.2329349039,-0.8229124218,0.07605606050000001,0.3124097697,0.9600903644000001
evo_acid_w__wt__6,2.1480896783,2.2223061956,-0.0229880917,-0.1751172912,-0.823212393
evo_acid_w__H9_1__2,-3.4257864444,-3.9181501117,-1.7211272316000001,0.9036193136,-0.6308114248000001
evo_acid_w__F9_1__1,-4.1836876062,-2.5475117268,0.33539129840000004,-7.5369515417,-0.1923440525
evo_acid_w__F9_1__2,-4.645178613,-2.9721862447,0.37333806010000004,-7.0361766568,-6.0176e-05
evo_acid_w__B11_1__2,14.7092391645,5.0509942845,0.1027974094,-0.0131986588,0.1408796672
evo_acid_w__H9_2__3,2.7776404187,0.7279563495,0.2542201101,0.1964461357,0.8741056694
evo_acid_w__wt__7,-2.4868248153,-1.1868631811,0.1532453091,0.1707039968,0.7605394983
evo_acid_w__F9_1__3,-4.1444389594,-2.5951039929,0.3624937381,-7.7499151628,-0.0228632045
evo_acid_w__F9_2__3,-3.9422273769,-3.2562291026,0.5062765036,-7.0926670476,1.3315944608999999
evo_acid_w__wt__8,2.5069992925999998,2.3646917417,-0.3269025847,-0.22741367480000002,-0.4763504617
evo_acid_w__B11_1__3,13.8909534404,4.5128383608,0.09219357800000001,-0.0619256138,0.2004499127
evo_acid_w__wt__9,3.1231781031,1.9984089217,-0.2945282879,-0.5844698577,0.0672969808
evo_bz__c3_1_bz__1,1.7950521554,1.9863101922,-0.385355987,1.2617788521,0.2288210901
evo_bz__c3_1_bz__2,-12.5236946434,-1.6083187901,-0.6930073795,0.013602002200000001,0.6101915694
evo_bz__c3_1_bz__3,-8.4614836961,-1.4730880014,-0.7755713976,-0.011886655900000001,0.576618225
evo_bz__c3_1_bz__4,-6.8335796498,-1.2948937359000001,-0.6576656106000001,0.0928465604,0.6110947582
evo_bz__g5_1_bz__1,-5.0587615848,-3.9910226958,-0.1341736427,1.4522089644,0.5652189377
evo_bz__g5_1_bz__2,4.845520645,-0.9389121414,-0.5635110724,1.4799556311,-0.2131127912
evo_bz__g5_1_bz__3,-3.4736243508999998,-3.1257037632,-0.1045202598,1.2878835212,0.46224616560000004
evo_bz__g5_1_bz__4,-12.5508084092,-3.8111826672999998,-0.5514972085000001,0.5038059594000001,0.5648670378
evo_bz__g5_1_bz__5,-9.7849504665,-2.474207179,-0.5907591781,0.360903352,0.2495908246
evo_bz__g5_1_bz__6,-10.4517374217,-3.1531636087,-0.5379723588,0.5015165093,0.25883636260000004
evo_bz__w3110d13__1,3.1742420683,1.131128146,0.5884298837,-0.2848580515,-0.3371452922
evo_bz__w3110d13__2,2.1397195614,0.7021219495000001,0.5233414408,-0.061697307900000005,-0.4144919876
evo_bz__w3110d13__3,-2.0111147124,-0.9732875435,-0.4463507494,0.1678169173,0.0859386959
evo_bz__w3110d13__4,2.0974843767,0.9697606903,0.4678437997,-0.3500729039,-0.5315682872
evo_bz__w3110d13__5,-2.6915150843999998,-0.5579897687,-0.7475887920000001,0.2581440398,0.6184017657
evo_bz__w3110d13__6,-2.7088162097,-1.2717334735999999,-0.38567558290000004,0.2706673062,0.5788651053
evo_bz__w3110d13_bz__1,1.7385719068,0.16548880570000002,-0.31419254,0.4075951256,-0.5625498558
evo_bz__w3110d13_bz__2,0.720647178,-0.2784383321,-0.1236678575,0.4723477928,-0.31589760570000003
evo_bz__w3110d13_bz__3,-10.5832829724,-2.208423876,-0.7518707576,0.0966315491,1.1900981018
evo_bz__w3110d13_bz__4,0.3320833231,-0.2398426301,-0.10341932470000001,0.4559032226,-0.2427241886
evo_bz__c3_1_bz__5,1.1698040557,1.7988790001,-0.31786441590000003,1.3849591353,0.9276404627
evo_bz__c3_1_bz__6,2.0107292681,1.9406091412,-0.5855978821,1.4019401177,0.0796417516
evo_bz__g5_2_bz__1,-13.852532371,-3.8820066520000003,-0.9927383484000001,0.032233089300000003,0.2109846849
evo_bz__g5_2_bz__2,-13.2801500631,-3.2619825345,-1.0770436531,-0.0453090219,0.23533751830000002
evo_bz__g5_2_bz__3,-11.0163487914,-2.6304596961,-0.9319843065000001,0.0014162464,0.21035469750000002
evo_bz__g5_2_bz__4,-0.4941180187,0.8472654314,-0.3099510565,0.2852736966,0.351986183
evo_bz__g5_2_bz__5,-0.1673635654,0.7842425515,-0.5033890871,0.2818975743,0.13782204180000002
evo_bz__g5_2_bz__6,1.8780809621999999,0.5309236487,-0.43552663960000004,0.9043918405,0.2137416066
evo_bz__w3110d13_bz__5,-9.9195481133,-1.6816675196,-0.9039885132000001,0.2892210988,1.1509351128
evo_bz__w3110d13_bz__6,-10.106800019,-2.8334092804,-0.882397812,0.2841031,1.210246552
evo_bz__a1_1_bz__1,-11.1541650167,-1.6239973424,-0.1968594431,-0.4692650607,0.9463787208000001
evo_bz__a1_1_bz__2,-1.4711710957,0.0818121087,-0.0757624216,0.359532976,0.6894988855
evo_bz__a1_1_bz__3,-13.1226691422,-4.625934826,-1.1352115054,1.0300605526,1.0535282181
evo_bz__a1_1_bz__4,0.8936810913000001,0.9086509973,-0.1630694594,0.06453909170000001,-0.1420939679
evo_bz__a1_1_bz__5,-13.0110352319,-5.2046612059,-1.1430905682,1.0883072748,0.9057751446000001
evo_bz__a1_1_bz__6,-11.4824462111,-4.208719155,-1.1479592129,0.9656259972000001,1.1254304514
evo_metab__wt__1,1.108410188,-0.0792973997,0.0216952277,0.1288576417,1.4426827544
evo_metab__del_zwf__1,0.5286571973,0.0755328261,0.0089552738,-0.0383819357,0.6087812218
evo_metab__zwf_ale1__1,1.3507428565000001,0.2018970602,-0.029136735400000002,0.1318576497,1.453697321
evo_metab__zwf_ale2__1,1.2818983783,0.025636235,-0.22346250180000002,0.019056687000000003,1.5126676941000001
evo_metab__del_ppk__1,0.0660041554,-0.0935875084,-0.5950074874,-0.0419896674,1.1758653763
evo_metab__ppk_ale1__1,0.8964934819,0.11808636510000001,-0.2819178846,0.23862317660000001,0.7068659902000001
evo_metab__ppk_ale2__1,1.4217588378000001,0.1968183738,-0.2129587413,0.1611058857,2.7404168595
evo_metab__ppk_ale3__1,1.8115789623,0.1663976571,-0.6664505470000001,0.4581252995,1.4055007212000001
evo_metab__del_dapF__1,1.4760575222,0.0524906709,-0.2899666271,0.3172238424,1.5731943474999999
evo_metab__dapF_ale1__1,1.8534887176,-0.0359163279,-0.0956451908,0.1383090976,1.3286870738
evo_metab__dapF_ale3__1,0.0361584848,-0.1562992838,-0.534902734,-0.3716839181,-0.5334557359000001
evo_metab__del_entC__1,0.3970885579,-0.1388139424,-0.09387450950000001,-0.2415756215,1.0691534304
evo_metab__entC_ale1__1,0.4191451881,-0.09343168900000001,-0.4795015226,-0.15906388330000001,-0.2272644741
evo_metab__entC_ale2__1,1.1222653182,0.4106476693,0.3381492062,0.007812727200000001,1.2407535673
evo_metab__del_dgk__1,-0.4991796304,0.0638211971,-0.2479411708,-0.12566082550000002,-0.2811494248
evo_metab__dgk_ale1__1,0.0212724961,0.1656234499,0.1803691418,0.0504878854,0.3734034026
evo_metab__dgk_ale2__1,0.7763994659,0.4559942128,0.5647813138000001,0.5392612067,1.0406558945
evo_metab__dgk_ale3__1,1.361612032,0.06853279200000001,-0.0535453575,-0.1771450645,1.5872047917
evo_metab__wt__2,-0.1877308289,0.035152012,0.0598112988,-0.0641102801,-0.5988409250000001
evo_metab__del_zwf__2,0.0957017628,-0.1623041281,0.1188856227,0.4335230942,1.4638075866
evo_metab__zwf_ale1__2,0.2972297484,-0.024518210000000002,0.34647646330000004,-0.1511554798,-0.065066414
evo_metab__zwf_ale2__2,0.0538195075,0.2814790777,-0.08200134910000001,-0.0774772219,-0.3694768094
evo_metab__del_ppk__2,-0.15409961590000001,0.1065998868,-0.1543697162,-0.1502114202,-1.3381919271
evo_metab__ppk_ale1__2,0.0486800289,-0.057802115300000005,0.5010526678,0.1315080696,-0.3357301543
evo_metab__ppk_ale2__2,-0.3486888006,0.3149347571,0.033069829700000004,-0.0719380109,-0.4951080302
evo_metab__ppk_ale3__2,0.4810313968,0.1813434221,-0.1021128979,0.12563758,-0.4177804027
evo_metab__del_dapF__2,0.39945645,0.2134694501,-0.5275545316,0.9592729955,0.8912843678
evo_metab__dapF_ale1__2,0.2163141653,-0.0216735438,-0.8740408744,0.8334966567000001,0.7457290625
evo_metab__dapF_ale3__2,0.15606218930000001,0.2663497889,-0.6052099843000001,1.0963381317,0.4106332983
evo_metab__del_entC__2,-0.4589307007,-0.2879425392,-0.520378201,-0.09922067500000001,-1.5295929048999999
evo_metab__entC_ale1__2,0.0150966134,-0.025723031400000002,-0.1808186141,-0.1683037611,-0.42164055240000003
evo_metab__entC_ale2__2,-0.16149462480000001,-0.0252960371,-0.2481074814,0.12045115120000001,-1.8189793688
evo_metab__entC_ale3__1,-0.0909380212,0.2163725192,-0.1007067708,-0.10618114270000001,-0.6449885269
evo_metab__del_dgk__2,-0.7025099292,-0.0290778146,-0.2493838519,-0.4606796238,-1.0202695171
evo_metab__dgk_ale1__2,-0.1371887618,0.1406334774,0.0934857714,-0.2463820843,-0.4636976262
evo_metab__dgk_ale2__2,-0.2179356148,0.0199120386,0.0258529291,0.3616560525,-0.0876755152
evo_metab__dgk_ale3__2,0.46099875370000004,-0.1489660308,-0.7092992376,-1.0284903831,0.2687374822
evo_metab__wt__3,-0.9206793591,0.044145387700000004,-0.08150652650000001,-0.0647473615,-0.8438418294000001
evo_metab__del_zwf__3,-1.1231246477,0.0753351616,-0.38365261440000004,-0.0761053958,-0.8046802190000001
evo_metab__zwf_ale1__3,-0.6689066115,0.0358859158,0.30292598800000003,-0.09697300660000001,-0.1292274729
evo_metab__zwf_ale2__3,-0.4904661274,0.15687204600000001,-0.5695966895,-0.2615945059,-1.3119733839
evo_metab__del_ppk__3,-0.4009804893,0.2481931194,-0.5088220601,-0.162388314,-1.1567435402
evo_metab__ppk_ale1__3,-0.1473650567,0.8146827139,-0.5568547845,0.06995235600000001,-0.5962353548
evo_metab__ppk_ale2__3,-0.29736092540000003,0.18553422290000002,-0.1075832786,0.16927389210000002,-0.42237850050000003
evo_metab__ppk_ale3__3,0.49154447300000004,0.5915300714,-0.2548516616,-0.21989089520000002,-0.2330364484
evo_metab__del_dapF__3,-0.0439772617,0.0691733152,-0.5224634022,0.8976741623000001,0.7267281071
evo_metab__dapF_ale1__3,0.6018917669,0.4623166298,-0.6997337682,0.7015805322,1.633609074
evo_metab__dapF_ale3__3,-0.24418621940000002,0.1612528587,-0.164303206,0.8552512050000001,0.5375879140000001
evo_metab__del_entC__3,-0.5366843825000001,0.3554135907,-0.2838038458,-0.3455777802,-1.2151198529
evo_metab__entC_ale1__3,-0.5375741118,-0.1289552175,-0.14120318680000002,-0.3496650475,-0.9595485512
evo_metab__entC_ale2__3,-0.3948365789,0.0585575434,-0.2275315786,-0.3209950742,-0.9363784741000001
evo_metab__entC_ale3__2,-0.1346022482,0.09569267640000001,-0.1971165942,0.10337487640000001,-1.1393529857
evo_metab__del_dgk__3,-0.9592302335,0.4000099851,-0.7030767083,-0.1810282464,-1.6868286117
evo_metab__dgk_ale1__3,-0.41513199970000003,0.1731197203,-0.3391076354,-0.1042635281,-1.0194093062
evo_metab__dgk_ale2__3,-0.3227713636,0.2086010686,-0.8919006833,0.17177478340000002,-2.0533163881
evo_metab__dgk_ale3__3,-0.265176939,-0.2273368918,-0.8480468999,-0.3989806461,0.1201491622
flag_reg__wt__1,-0.3289121743,-0.2113665808,-0.0552460372,0.0,0.16429681270000002
flag_reg__del_fliA__1,1.7057830421,0.2175977741,0.2379487723,0.1430180401,-0.015058738600000001
flag_reg__del_flhC__1,-0.1927622941,0.0820161214,0.1666261772,0.0,0.1129815054
flag_reg__del_flhD__1,2.4630314176,1.16879744,0.3038599931,0.0,0.1308799863
flag_reg__wt__2,0.3289121743,0.2113665808,0.0552460372,0.0,-0.16429681270000002
flag_reg__del_fliA__2,2.6700037616,0.6391992093000001,0.2803346536,0.1810243454,0.10135033510000001
flag_reg__del_flhC__2,1.10435162,-0.4702229164,-0.038816530200000005,0.0,-0.0248447382
flag_reg__del_flhD__2,2.5146778187,0.6745024338000001,0.21736006800000002,0.3016847958,0.021092889
flgM__27C__1,-6.9086151029,-2.6864550496,0.02870798,-0.5190136381,0.24784995
flgM__27C__2,-5.379027612,-2.3436485666,0.0422419746,-0.3222420219,0.1064565189
flgM__27C__3,-5.9564016812,-2.6596126791,-0.0473495293,-0.4530709885,0.005539048
flgM__32C__1,-5.1311307204,-0.8772207141,-0.1275263066,-0.2782649171,-0.0982544908
flgM__32C__2,-4.6259095902,-1.2343209894,-0.1188682696,-0.2806686959,-0.15643323380000002
flgM__32C__3,-4.9257839966,-1.3498639667,-0.0775782685,-0.4037237883,0.0867734718
flgM__37C__1,-0.49731210870000003,-0.1623213424,-0.0172228206,-0.0037651177,-0.033570588000000005
flgM__37C__2,-0.0011356805,-0.08641423990000001,-0.0153227698,-0.0090358951,-0.057117415000000005
flgM__37C__3,0.4984477893,0.2487355823,0.032545590400000005,0.0128010128,0.090688003
flgM__42C__1,5.5245944852,2.3309878933,0.1223491476,-0.093188196,0.1092855969
flgM__42C__2,5.8304922021,2.3733250766,0.1974911759,-0.0238553789,0.1973599473
flgM__42C__3,5.9951687264,2.4858119806,0.2034264775,-0.0313487078,0.0520428904
histone__untreated__1,-0.28387001430000003,-0.5655385580000001,-0.060392566700000004,0.0095465275,0.0126545278
histone__untreated__2,-0.1378342288,0.5238267907,0.0044704471,0.0232059397,-0.0106326912
histone__untreated__3,0.4217042432,0.0417117672,0.0559221196,-0.032752467300000004,-0.0020218365
histone__10ug_H2A__1,0.312657774,0.255163074,-0.0294229657,-0.15256787230000002,-0.129348762
histone__10ug_H2A__2,-0.198466037,0.1298031204,-0.10860318570000001,-0.12441594560000001,-0.0711125526
histone__10ug_H2A__3,0.4475513546,0.056771942500000006,-0.1133642725,-0.10435943240000001,-0.0494529187
histone__50ug_H2A__1,0.7568151183,-0.1752228861,0.029688543100000003,-0.4254753164,-0.0136252659
histone__50ug_H2A__2,0.4396566905,-0.3578463009,0.0276315887,-0.3196076483,0.040501495900000004
histone__50ug_H2A__3,0.6779236262,-0.2911341558,-0.0099621376,-0.3156598178,0.0660673569
histone__100ug_H2A__1,0.8583327762,-0.2813817907,0.0895954796,-0.5449668212000001,0.0680506139
histone__100ug_H2A__2,0.6222359985,-0.1022403638,0.10367688060000001,-0.523218044,0.1463277796
histone__100ug_H2A__3,1.068380567,-0.1004350365,0.0034602426000000003,-0.5631612565,0.058645976
hns__del_hns_spike__1,6.183136523,2.160423847,0.2075117463,-1.8529613086,0.8947661931
hns__del_hns_spike__2,7.2139064368,3.3412126975,0.009730694,4.4171410107,0.8245761367000001
hns__del_hns__1,6.1858122371,2.5686060824,0.2850669433,-1.9114182228,0.9172620950000001
hns__del_hns__2,7.7505068094,4.9214578011,0.1631970502,4.1511978614,0.4369839626
hns__wt_spike__1,-1.0687040856,-0.9705678191,0.1392690724,-1.9114182228,0.7686354297
hns__wt_spike__2,1.3225445879,2.2518438814,0.5908241112,1.5058805974,-0.7693821899000001
hns__wt__1,-0.7750795933,-1.1150366007,0.1104686965,-1.8065297164,0.5138647472
hns__wt__2,0.7750795933,1.1150366007,-0.1104686965,1.8065297164,-0.5138647472
hns_stpA__evo100G4_delhns_delstpA__1,-2.5129270217,0.7516228562,-1.5681109031,-1.6696986845000001,-2.0371496979
hns_stpA__evo100G4_delhns_delstpA__2,-3.0924672636,0.6047868503,-1.7787209304,-1.4652493593,-2.2684730482
hns_stpA__evo100G12_delhns_delstpA__1,-2.2054092567,0.7282205390000001,-2.3286332422,-0.35889479760000004,-1.3068979798
hns_stpA__evo100G12_delhns_delstpA__2,-1.8535288495,0.9926441747,-2.0720734261000002,-0.8014556473000001,-1.0530082661
hns_stpA__delhns_delstpA_delrpoS__1,-0.5625699199,1.1535616638,-2.2153905101,-0.8388314320000001,-1.886946245
hns_stpA__delhns_delstpA_delrpoS__2,-0.4311822972,0.8013108631,-2.5455493469,-0.4152274681,-2.0984424845
hns_stpA__wt__1,-1.3403247921,-0.385117503,0.0910120247,0.1043733763,-0.2592372978
hns_stpA__wt__2,1.3403247921,0.385117503,-0.0910120247,-0.1043733763,0.2592372978
hns_stpA__delhns_delstpA__1,-5.9501415193,-0.9169281249000001,-2.4304813555,-1.5472205910999999,-1.4481975116
hns_stpA__delhns_delstpA__2,-5.3205952302,-0.7766627442,-2.283345836,-1.5531352302,-1.5487593325
hu__wt_log_pH7__1,-5.0795733733,-3.9663660617,-2.5610024343999997,-0.19100837710000002,0.5725168552000001
hu__wt_log_pH7__2,-4.6329285606,-4.4413648292,-1.7192127447,0.7087330881,0.5767602426
hu__wt_log_pH7__3,-4.2287206875,-4.4089803499,-2.5656982779,0.34349852080000004,0.5408314315
hu__wt_lag_pH7__1,0.2941283492,0.0424507217,0.2181867704,0.1536742525,-0.3724250743
hu__wt_lag_pH7__2,-4.7925719321999996,-3.7705202790000003,-0.051637196,-0.0322767413,-0.5506885260000001
hu__wt_lag_pH7__3,4.4984435829,3.7280695573,-0.1665495744,-0.1213975112,0.9231136003
hu__delhupA_lag_pH7__1,2.1139573725,0.6097134299,0.5013664708,0.21202446060000002,-0.015400114400000001
hu__delhupA_lag_pH7__2,-3.747589117,-3.5299749917,-0.0310669673,0.5987173526,-0.1280760356
hu__delhupA_lag_pH7__3,3.2685173037,3.2723582509,-0.0959832862,-0.1807484194,0.8585979411
hu__delhupB_lag_pH7__1,-5.3333582659,-4.4687799349,0.1827632689,0.1036303247,-0.1118771202
hu__delhupB_lag_pH7__2,-5.3112571197000005,-4.8870713023,-0.0362566025,0.0875729346,-0.3732720155
hu__delhupB_lag_pH7__3,4.4125322219,4.1093695316,-0.13451388420000002,-0.3900321698,0.8058659089
hu__delhupAhupB_lag_pH7__1,0.0573916539,0.3835782615,-0.3668404044,-0.5681724135,0.4054833875
hu__delhupAhupB_lag_pH7__2,-3.2962613473999998,-3.2492915974,-0.0648374225,0.019754427,-0.02338005
hu__delhupAhupB_lag_pH7__3,1.5181808451,-1.5666163303,0.0483373318,0.27332833030000003,0.9979107099000001
hu__hupAE34K_hupB_lag_pH7__1,-3.6046012276,-2.5132309958,-0.0097311396,-0.0690832475,-0.5737993512
hu__hupAE34K_hupB_lag_pH7__2,-5.9816569473,-5.2458549041,-0.3293122911,0.6704954660000001,-0.3996532846
hu__hupAE34K_hupB_lag_pH7__3,2.4529121731,2.056296012,-0.3831059042,-0.2908193112,0.6080325268
hu__hupAE34K_delhupB_lag_pH7__1,2.382698563,1.085576934,-0.0190652403,-0.2406689964,-0.1255185965
hu__hupAE34K_delhupB_lag_pH7__2,-6.0861935192,-5.2185567305,0.10856884550000001,0.14526903260000001,-0.7386780321
hu__hupAE34K_delhupB_lag_pH7__3,2.7870423682,2.4717932948,-0.250826488,-0.21581755660000002,0.6323031777
hu__wt_lag_pH5__1,-4.2726579593,-0.4753055693,-0.8913190701,0.5535835338,0.41266472940000004
