,A,NanR
SRX4705217,-0.87566069,0.2340226609
SRX4705218,-1.1373949986,0.29287594440000003
SRX4705219,-0.9607790756000001,-0.3776976688
SRX4705220,-0.7664265202,-0.2811508914
SRX4705221,-1.2993687257,-0.5095970727
SRX4705222,-1.0785915377,-0.4546145338
SRX4705223,-1.6337470710000002,0.1268537874
SRX4705224,-1.5523591763,0.0797072392
SRX4705225,-2.6351210141,-0.9055167455
SRX4705226,-3.0502591455,-0.8461994048
SRX4705227,-1.8034969104,-0.6713335702000001
SRX4705228,-1.1276193016,-0.1674378235
SRX4705229,-0.8110833342,-0.3793713118
SRX4705230,-1.2298190287,-0.1499403008
SRX4705231,-1.0468132162,-0.2860963042
SRX4705232,-1.8290853084,-0.4301650884
SRX4705233,4.2050492843,-1.1183243274
SRX4705234,-1.267918796,-0.3094762881
SRX4705235,-3.102368517,-0.19435880460000002
SRX4705236,-1.3003974615,-0.6017689671
SRX4705237,-1.8191692994,-0.3261857781
SRX4705238,-2.7450209248,-0.14195143740000002
SRX2038319,1.175375216,-0.17299821540000002
SRX2038320,0.7984288939,0.0695672252
SRX2038321,1.0979986149,0.3275070505
SRX2038322,1.3442541196,-0.0821099125
SRX2038323,-0.6861837686000001,-0.2057756795
SRX2038324,-1.3162349858,0.0679946391
SRX2038325,1.2522065888,0.0165631743
SRX2038326,1.5783464476,-0.3148478521
SRX2038327,1.7363488908,-0.3431554666
SRX2038328,2.4153824839,-0.35138662470000004
SRX2038329,-0.1137734833,-0.2534132564
SRX2038330,-0.395412504,-0.32432267130000003
SRX2038331,-0.29932116410000004,-0.1922204251
SRX2038332,1.7051141341,0.13029742490000001
SRX2038334,-1.2803422301,-0.0649360386
SRX2038335,-1.4509454118,0.2428903953
SRX2038336,-1.2518385012,0.6370950742
SRX2038337,0.68417006,-0.5624975461
SRX2038338,-0.005119094,0.0152795909
SRX2038339,-1.107094905,0.2401809199
SRX2038340,-1.1811538542,0.35479718990000003
SRX2038341,1.5025686797,0.1063714459
SRX2038342,-0.4715107502,0.0969256647
SRX2038343,-0.5476699810000001,0.5353480082000001
SRX2038344,-1.6203502774,0.4565225437
SRX2038345,-0.1439720051,-0.09404338820000001
SRX2038346,-0.4574031917,0.1395315225
SRX2038347,0.5493889684000001,0.075629758
SRX2038348,-0.3290952994,0.2351274472
SRX2038349,-2.0195947363,-0.015276705900000001
SRX2038350,-0.3558130177,-0.1936267624
SRX2038351,-1.1857819927,-0.1106091964
SRX2038352,-1.0912760629,0.5527876593000001
SRX2038353,-1.4477748286,0.18459837110000002
SRX2038354,-1.526629178,0.41699157330000003
SRX2038355,-1.8485715432,0.5921706018
SRX2038356,0.8146453059000001,-0.2656477342
SRX2038357,-1.170256122,0.15771862450000002
SRX2038358,-1.383143051,-0.3668270349
SRX2038359,-1.117906998,0.4184449387
SRX2038360,0.4299061574,-0.0156123218
SRX2038361,-0.5173381323,0.2774553647
SRX2038362,-0.7836211785,0.44778001230000003
SRX2038363,-0.7939983032,0.5487390452
SRX2038364,0.7195855523,0.3210324563
SRX2038365,-1.0061196814,0.1791324345
SRX2038366,-0.1146878316,0.054056128200000005
SRX2038367,-1.8952682269,0.27810535610000003
SRX2038368,-0.6875354102,-0.2963954907
SRX2038369,-2.1285014642,0.23537536750000002
SRX2038370,-0.9851860126,0.0374142351
SRX2038371,-1.2732504976999999,0.0087463642
SRX2038372,-1.9908376164,-0.013485287700000001
SRX2038373,-2.4803172067,0.4451175321
SRX2038374,-1.8339621796,0.4756657399
SRX2038375,0.4796445253,0.12154046760000001
ERX530520,-0.6597696487,-0.10331685460000001
ERX530521,1.3343069490000001,-0.3052090598
ERX530522,1.7525306566,-0.0435591975
ERX530523,1.8123084486,0.1020573235
ERX530524,0.6597696487,0.10331685460000001
ERX530525,2.3619267593,0.2264839223
ERX530526,0.8939373154,-0.38448629
ERX530527,2.6069738136,-0.3618030581
ERX3212443,1.0750700142,-0.2309718587
ERX3212444,1.0528275036,-0.3433551816
ERX3212445,1.1675042521,-0.5246716857
ERX3212446,-0.30569681660000003,0.22589697250000002
ERX3212447,-0.1762609223,-0.037023481500000004
ERX3212448,-0.0943450792,-0.0776457289
ERX3212449,0.1460559427,-0.048803631
ERX3212450,0.1122881961,-0.0005972709
ERX3212451,-0.2583441388,0.0494009018
ERX3212452,-0.0110216298,0.0291681838
ERX3212453,-0.3004822207,0.1824705089
ERX3212454,0.3626762604,0.5589196177
SRX7478973,0.0419818203,-0.09920427130000001
SRX7478974,-0.1208892434,-0.048063892600000005
SRX7478975,0.0789074231,0.1472681639
SRX7478976,0.1188687964,0.11745095770000001
SRX7478977,-0.23437002710000002,0.0036988181
SRX7478978,0.2459926825,0.09656131770000001
SRX7478979,0.8479517502,-0.1255477092
SRX7478980,0.39158548730000003,-0.0211725948
SRX7478981,0.1213390565,0.1395963995
SRX7478982,0.575701374,-0.0748272708
SRX7478983,0.4492447425,-0.0291940303
SRX7478984,0.5024819823,-0.0086864773
ERX1521038,-3.0731756491,1.0386854082
ERX1521039,-1.7737022126,0.8994079235
ERX1521040,-3.0308365977,0.8960311867
ERX1521041,-0.7104572999000001,0.8504623181000001
ERX1521042,-2.2006599116,0.1007236725
ERX1521043,6.8903214931,0.3865601983
ERX1521044,-1.4956934458,0.14332501350000001
ERX1521045,1.4956934458,-0.14332501350000001
SRX621182,4.1887787674,0.6894759163
SRX621183,4.1229330818,0.4632997
SRX621184,0.1853276876,-0.0838298386
SRX621185,0.8346332268000001,-0.2210708989
SRX621188,1.31319078,0.046383834900000004
SRX621189,0.2736080173,-0.2970683812
SRX621190,0.0465929588,0.240408747
SRX621191,-0.0465929588,-0.240408747
SRX621192,1.717497985,-0.9736507943
SRX621193,1.7141101413,-0.5592638019
SRX6489436,4.765984789,-0.7799618259000001
SRX6489437,4.4859452287,-0.2381271305
SRX6489438,4.7895229348,-0.1020511196
SRX6489439,-1.8377058688,-0.0875021542
SRX6489440,-2.2201157989,-0.322124899
SRX6489441,4.0578216677,0.40962705320000004
SRX6489442,2.0479159925,0.013733777300000001
SRX6489443,-0.3019813118,-0.4468216197
SRX6489444,5.9597789778,0.3344092369
SRX6489445,-2.860246031,-0.032744803100000004
SRX6489446,-2.5401336374,-0.2768977358
SRX6489447,5.1701036004,0.1614454233
SRX6489448,4.3848302469,-0.9332925918
SRX6489449,0.578821722,-0.7555574841
SRX6489450,8.298173158,-0.9492457108000001
SRX6489451,-2.4717156814,-0.3317997079
SRX6489452,-2.403665873,-0.1850960114
SRX6489453,2.8287787959,0.175400137
SRX6489454,-2.1561908559,-0.1406839496
SRX6489455,-3.1731234232,-0.3054842572
SRX6489456,3.0105473718,0.4456835645
SRX6489457,-2.7640044761,-0.3904828761
SRX6489458,-2.7240361469,-0.3681315824
SRX6489459,-0.9508437687,-0.2943256235
SRX6489460,-2.0459145974,-0.9772560832
SRX6489461,-2.2647953459,-0.5969029458
SRX6489462,-1.1417739045,-0.7933913462000001
SRX6489463,-0.7347267751000001,-1.2785209606
SRX6489464,-1.2387547389,-0.9188571698
SRX6489465,0.5259596954,-0.5279620921
SRX6489466,-2.168468532,-0.266607776
SRX6489467,-1.1168288717000001,-0.2810624604
SRX6489468,-0.9118590549000001,0.0603685588
SRX6489469,-1.3138093988000001,-0.3478723273
SRX6489470,-3.2104682543,-0.1339099903
SRX6489471,-1.7637111717,-0.2777434505
SRX6452027,-2.3432847978,-0.5230640182
SRX6452029,-0.02778238,-0.1404429304
SRX6452030,-1.5982965747,-0.3923565633
SRX6452031,-1.3895635646,-0.3348602666
SRX6452044,-1.0374629402,-0.4322148652
SRX6452045,-0.5105099678,-0.11386941810000001
SRX6452046,-0.2043279767,-0.48462454590000004
SRX6452047,-0.1372673871,-0.5497282943
SRX6452048,0.02778238,0.1404429304
SRX6452059,-0.6651839204000001,-0.6392091455000001
SRX1828491,2.2573642852,0.34768988030000003
SRX1828492,3.5321666081,0.32518227580000003
SRX1828493,1.211919802,0.39511285960000003
SRX1828494,2.481123187,0.9939996630000001
SRX1828495,5.4375568688,-0.4220195996
SRX1828496,5.2285116488,-0.048002701200000004
SRX1828497,2.0713373947,0.0383769505
SRX1828498,4.1930571106,0.1557219621
SRX1828499,3.2867661501,0.416584447
SRX1828500,4.1441292094,0.3620444154
SRX1828501,4.7505454674,0.5001972075
SRX1828502,6.5668691797,0.2220876906
SRX1828503,4.1711423685,-0.7391431404000001
SRX1828504,5.1228273088,-0.6964308484
SRX1828505,-0.1561116056,0.42241108310000003
SRX1828506,-0.1700255346,0.6219261019
SRX1828507,0.2756182058,-0.1819958842
SRX1828508,-0.2756182058,0.1819958842
SRX3796953,-0.0053455708,0.0864333676
SRX3796954,0.0053455708,-0.0864333676
SRX3796955,-1.5566344512999999,0.2622262601
SRX3796956,-2.5935500256,1.0146302138
SRX3796957,5.3677652811,-3.1084365175
SRX3796958,4.9198129357,-2.6735810133999998
SRX3796959,-2.1787458614,0.1048010127
SRX3796960,-1.5255678548,0.1402283946
SRX3796961,-1.6377327366,-0.0615644454
SRX3796962,-1.2763904356,-0.1933303723
SRX3796963,4.8542329233,-2.9482013695
SRX3796964,5.0574175672,-3.016089104
SRX3796965,-2.5036575228,-0.9342073917
SRX3796966,-2.5906830306,-0.8003781040000001
SRX3796967,0.9373091491000001,-0.5450944749000001
SRX3796968,-1.6854897572,-0.4226627153
SRX3796969,-1.6771911173,-1.2110515187
SRX3796970,-1.5169565298,-0.6024854458000001
SRX3796971,-2.6864272146,-0.1804359096
SRX3796972,-2.7273079187000002,-0.16816682330000002
SRX3796973,-2.0830851271,0.3571713456
SRX3796974,-2.5430643321,0.33879459510000004
SRX3796975,4.994559444,-2.6294551451
SRX3796976,4.7497488583,-2.8046265573999998
SRX3796977,-1.7085894113,0.3330362204
SRX3796978,-1.6548997162,-0.0456577201
SRX3796979,-1.5591976776,0.0009176134
SRX3796980,-0.795953553,0.3333027418
SRX3796981,4.8516999183,-2.2876219423
SRX3796982,4.4876599811,-1.9856392892999999
SRX3796983,-2.7243109892,-0.8664701085000001
SRX3796984,-2.3470395654000002,-0.8589049913
SRX3796985,0.31531714650000003,-0.22599379290000002
SRX3796986,-1.2238603512,-0.41742691670000004
SRX3796987,-6.8121702048,0.07336939120000001
SRX3796988,-6.601141733,0.3220493856
SRX2568270,0.3964398243,-0.0487011583
SRX2568271,3.4065476687,-0.2041348701
SRX2568272,2.6292581511,-0.4661344196
SRX2568273,3.5970295688,-1.4387808026
SRX2568274,1.715824375,-1.0958032872
SRX2568275,-0.3964398243,0.0487011583
SRX2568276,1.5751134339,-0.8252909653
SRX2568277,2.9592610058,-0.6217695396
SRX2568278,2.2419689425,-1.9991144131
SRX2568279,1.7145618928,-1.6375257983
SRX3421856,-0.17974212320000002,-0.0191864446
SRX3421857,0.17974212320000002,0.0191864446
SRX3421858,-2.1088200426,-0.5817446272
SRX3421859,-2.0565138837,-0.7982842409
SRX3421860,-1.3649712512,-0.06426135990000001
SRX3421861,-0.9004751480000001,-0.42205351300000005
SRX3421868,-5.7391502608,-0.6867677301
SRX3421869,-7.1020732044,-1.2263494416
SRX2606337,0.0562340546,0.1273077662
SRX2606338,0.2015669421,0.39869821380000003
SRX2606339,-0.3809230764,0.7809854554000001
SRX2606340,-0.9601995923000001,0.9647810543
SRX2606341,-0.7518081367,0.928052235
SRX2606342,-1.3043175888,1.5888974681999999
SRX2606343,-0.4365927647,1.442472116
SRX2606344,-0.7157185724,1.4740152424000001
SRX2606345,-0.18295829160000002,1.580531586
SRX2606346,-3.2904730764,0.1291453153
SRX2606347,0.2212951414,-0.1043758656
SRX2606348,-0.4843334644,0.1215653644
SRX2606349,-0.18798367800000002,0.8761701217000001
SRX2606350,-0.8711618630000001,1.0452815436
SRX2606351,-1.5106225578,0.9759274757
SRX2606352,-1.9772035156,1.4948246046
SRX2606353,-1.6519499073000001,-0.13621575060000002
SRX2606354,-0.6403108535,1.3259553137
SRX2606355,-1.0424788336,1.5293543062000001
SRX2606356,0.2787981227,0.21692079290000002
SRX2606357,-0.27752919600000003,-0.0229319006
SRX2606358,0.0590236707,0.13280809940000002
SRX2606359,-0.7871866509000001,0.9346252496
SRX2606360,-0.6755076404,0.9691619553
SRX2606361,-0.6422976108,-0.0231626788
SRX2606362,-0.5320880367,1.4946943012
SRX2606363,-1.9186063948,0.5106888933
SRX2606364,-0.1336567501,1.4183732431
SRX2606365,0.4342471069,1.6978740639
SRX2606366,-0.0232505164,0.4228037752
SRX3648427,-1.4681269400999999,0.4878699923
SRX3648428,-2.2599125787,0.2701355147
SRX3648429,-2.123532899,0.5452966153000001
SRX3648430,0.41723230520000004,0.3402930655
SRX3648431,0.5104070908,0.434405101
SRX3648432,-0.9483906086,0.5291508021
SRX3648433,0.0586911247,0.3508506736
SRX3648434,-1.5471001420000001,0.2293790742
SRX3648435,-0.4180403109,-0.3300656551
SRX3648436,-1.552551008,-1.3180487211
SRX3648437,-0.6797361782,-1.2883461747
SRX3648438,0.011534558200000001,-1.4686141149
SRX3648439,-1.3528201145,0.2446231574
SRX3648440,-1.8725121504,0.1530969543
SRX3648441,-1.8414941897000001,-0.49746646
SRX3648442,-1.8944857871,-1.3479285521
SRX3648443,-0.7441141530000001,-1.4314420562
SRX3648444,0.4641900349,-1.5934378971
SRX3648445,0.1579132415,0.3177555405
SRX3648446,-1.0031299719,0.1692634207
SRX3648447,-1.1301499825,0.2157369433
SRX3648448,0.3069142109,0.261300123
SRX3648449,0.4021559242,0.17496261670000002
SRX3648450,-0.5412647803,0.35917593870000003
SRX3648451,-1.0288987902,0.23141565460000002
SRX3648452,0.3157116923,-0.47543580490000004
SRX3648453,0.5453817432,-0.5514185281
SRX3648454,-2.482742607,-1.560507863
SRX3648455,-1.3147716305000001,-1.6048974157
SRX3648456,-0.8438609988,-1.4911207816
SRX3648457,-0.7138285871000001,0.2495396216
SRX3648458,-1.8618121448,0.308542358
SRX3648459,-0.8838592202000001,-0.342460246
SRX3648460,-1.316734593,0.2509835112
SRX3648461,-1.8076840397,0.2187879335
SRX3648462,-1.27174041,-0.520458137
SRX3648463,-0.1287574987,0.4685410987
SRX3648464,-1.1356549325,0.16588671970000002
SRX3648465,-1.7177938661,-0.1660763176
SRX3648466,-0.17746993490000001,0.3184830681
SRX3648467,-1.0194632725,0.0626363762
SRX3648468,-0.010845025900000001,-0.30973075580000003
SRX3648469,-1.307831859,-0.0420859129
SRX3648470,-0.9074116615000001,0.1725257403
SRX3648471,-1.5479766617,0.0279871169
SRX3648472,5.1208774098,0.9868207945
SRX3648473,6.3270495881,1.2409113851
SRX3648475,-1.3469966308,0.2998151892
SRX3648476,-1.6777595881,0.3444763971
SRX3648477,-1.3995283871,-0.4693217342
SRX3648478,1.1005849119,0.5083971934
SRX3648479,-0.2983155591,0.2925049171
SRX3648480,0.0461713231,0.4825105692
SRX3648481,-1.9960518440000001,-0.1159086636
SRX3648482,-2.0768070019,-0.8127528831
SRX3648483,-2.2814993021,-1.4345148269
SRX1429221,-0.1334242978,-0.0426987377
SRX1429222,0.2728468297,-0.1451145696
SRX1429223,-0.1394225318,0.1878133073
SRX1429224,-0.6387147007,0.0494030452
SRX1429225,-0.48230139390000004,0.0987801564
SRX1429226,-0.8312916865000001,0.3052869185
SRX1429227,-0.6431844878,-0.6552165931
SRX1429228,-0.8591576674,-0.4598235167
SRX1429229,-0.3067716005,-0.1909073459
SRX1429230,0.418408296,-0.019667202300000002
SRX1429231,0.2218464721,0.1691015239
SRX1429232,-0.0318326743,-0.0285685635
SRX1429233,-0.1370653383,0.09626529810000001
SRX1429234,0.009356230600000001,0.2500825457
SRX1429235,-0.0646658046,-0.1472188884
SRX1429236,-0.7434014841000001,-0.3006987738
SRX1429237,-0.04330756,-0.054503823800000004
SRX1429238,0.44467532330000004,0.2092609976
SRX1429239,0.026539385300000003,0.235447535
SRX1429240,-0.6739598369,0.1949835151
SRX1429241,0.21533510930000002,0.20870808770000002
SRX1429242,-0.8955631182,-0.1011452122
SRX1429243,-0.2592068148,0.2133910803
SRX1429244,-0.2740573937,-0.0913863151
ERX2339161,-0.4897675497,0.1618175177
ERX2339162,0.4897675497,-0.1618175177
ERX2339163,-4.4057406695,-2.2075652549
ERX2339164,-4.359762283,-1.1508663722
ERX2339165,-0.4608271511,-2.5544514737
ERX2339166,0.8354745179,-0.9817227423
ERX2339167,-1.5537901393,-0.1919237286
ERX2339168,0.7330435019,-0.0325928366
ERX2339169,0.8752337977,-0.19472537280000002
ERX2339170,-3.8881749373,-2.1949503641
ERX2339171,-4.6526475442,-1.5442001485999999
SRX7656012,1.7891701084,0.1927649023
SRX7656013,0.45877750850000004,0.0341827872
SRX7656014,0.5513128287,-0.0330082183
SRX7656015,1.4748015209,0.3681071913
SRX7656016,-0.0631113107,-0.1492287273
SRX7656017,-0.40890637550000003,0.1572473188
SRX7656018,-0.42126945590000003,0.2655085379
SRX7656019,1.0043962769,0.3187852014
SRX7656020,-1.0135580075,0.012149024000000001
SRX7656021,-0.4811067894,0.0324041245
SRX7656022,0.1395077936,-0.0102622292
SRX7656023,0.12203362870000001,0.2242681628
SRX7656024,1.7684204415,0.1926105336
SRX7656025,1.1016510015,0.1102124283
SRX7656026,1.6119882729000001,0.11836662610000001
SRX7656027,-1.3807801392,0.2153412076
SRX7656028,1.2843823247000001,0.2296392417
SRX7656029,-0.0869436647,0.1877502821
SRX7656030,-0.039733676100000004,0.198271517
SRX7656031,-0.5985993051,0.0491566847
SRX7656032,-0.0314339068,0.107414297
SRX7656033,-0.7781702495,0.0588976083
SRX7656034,-0.5829042377,0.1538173405
SRX7656035,0.2104853605,0.1600675654
SRX7656036,-1.3975450779,0.2137801887
SRX7656037,-0.2206438553,0.053737656200000004
SRX7656038,-0.046825268100000005,-0.0078443815
SRX7656039,0.2645964745,-0.0954472479
SRX7656040,-0.2549660146,0.0106397227
SRX7656041,-0.0096304599,0.0848075252
SRX7656042,-0.1951527928,0.3738475122
SRX7656043,0.1280218363,0.1618900161
SRX7656044,-0.3960638979,0.468847283
SRX7656045,0.2845763566,0.019929150200000002
SRX7656046,-0.3377168062,0.5590382118
SRX7656047,-0.8660047011,0.3876415098
SRX7656048,0.134771359,0.3776897695
SRX7656049,0.5099125255,0.20356775300000002
SRX7656050,0.7869755971,0.2731458802
SRX7656051,0.3156671017,-0.1129478507
SRX7656052,0.10909936220000001,-0.047509842600000005
SRX7656053,1.2587884207,0.0139741267
SRX7656054,-0.2943624073,0.19285688110000002
SRX7656055,0.760879794,0.4878177838
SRX7656056,0.0483204436,0.2265835324
SRX7656057,-0.4504817572,0.38768783560000003
SRX7656058,-0.9942775766,0.11920769040000001
SRX7656059,-0.4223908356,0.4031314829
SRX7656060,0.2470283319,0.42111254540000004
SRX7656061,-1.2768713126,0.3866613326
SRX7656062,-0.8556070066,0.3419047207
SRX7656063,0.3141810941,0.0702619355
SRX7656064,0.6449110734,-0.1494635989
SRX7656065,1.6550769223000001,0.1800373263
SRX7656066,1.8184150291,-0.2406300681
SRX7656067,1.887220463,-0.0893757027
SRX7656068,0.3788225529,-0.2828242868
SRX7656069,1.192946009,-0.1602795006
SRX7656070,2.0307558763,-0.0437323086
SRX7656071,3.4112896838,-0.0583874549
SRX7656072,2.0240032663,-0.13662990660000002
SRX7656073,1.6145307567,-0.3651182283
SRX7656074,3.5024603681,0.0981329635
SRX7656075,2.0922610871,-0.6613302483
SRX7656076,3.9683145732,-0.3709203837
SRX7656077,2.5086377033,-0.4063496045
SRX7656078,0.1108598085,0.5143305538
SRX7656079,-0.6087715136,0.2623690435
SRX7656080,1.1048267219,0.4711785697
SRX7656081,0.408654878,0.2283304293
SRX7656082,2.9538131444999998,0.4220487654
SRX7656083,-0.017765855100000002,0.2291165336
SRX7656084,1.091792698,0.4643881915
SRX7656085,0.8037634273,0.1952884396
SRX7656086,4.2568099174,0.6487462487
SRX7656087,0.2255516058,-0.0092430667
SRX7656088,1.5465970845,-0.15852497470000002
SRX7656089,1.5984935023,-0.42915241940000004
SRX7656090,0.9893638444,-0.0769167434
SRX7656091,0.912571707,0.09419560960000001
SRX7656092,0.3899749616,0.1634528059
SRX7656093,0.0615358358,-0.0875999908
SRX7656094,2.0230782532,0.13160613470000002
SRX7656095,0.589833315,0.0735146565
SRX7656096,-0.7179506071,0.1297260413
SRX7656097,-0.2512363393,0.2544759378
SRX7656098,-0.1862905182,0.2374752064
SRX7656099,0.6380377608000001,0.14560166100000002
SRX7656100,0.6281804135,-0.1060345074
SRX7656101,0.7638863665000001,-0.0492352843
SRX7656102,-1.3590408594,0.1526723321
SRX7656103,-0.9066318956,-0.0355638631
SRX7656104,-0.8180580933,0.21513917070000002
SRX7656105,0.2388067327,-0.12137873090000001
SRX7656106,0.8066729151,-0.1556919387
SRX7656107,0.41753353940000004,-0.2076217233
SRX7656108,-0.5377324483,0.0078165518
SRX7656109,-0.24212493980000002,-0.129420794
SRX7656110,0.9648852057,-0.40986303360000004
SRX7656111,0.24366480680000002,-0.3439463473
SRX7656112,0.6111178381,0.2889923874
SRX7656113,-0.51188948,-0.09781463700000001
SRX7656114,-1.1962316308,-0.2814475272
SRX7656115,-0.5740207694,-0.6194125441
SRX7656116,-1.4162268401,-0.0541030708
SRX7656117,0.1980597405,-0.5620543036
SRX7656118,2.3222470996,-0.7175077408
SRX7656119,0.1160381614,-0.7456155058
SRX7656120,0.11838589960000001,-0.056146336500000005
SRX7656121,-0.11178963830000001,-0.3099636183
SRX7656122,0.2819350892,-0.2256911574
SRX7656123,1.2459722477,0.34000529230000004
SRX7656124,-0.0681391974,0.08535141800000001
SRX7656125,0.5861116537000001,0.0888505795
SRX7656126,0.1613666889,-0.0685575016
SRX7656127,0.061932162000000006,0.1204373552
SRX7656128,0.08848650870000001,0.1726735941
SRX7656129,0.9466787603000001,-0.0035872838
SRX7656130,1.8541456172,0.0089402426
SRX7656131,1.4778225373,-0.0605985296
SRX7656132,2.3288426896,-0.3632794686
SRX7656133,3.1098931168,-0.0614931945
SRX7656134,1.6177122357,-0.08236503220000001
SRX7656135,0.5459641912000001,0.35681973980000004
SRX7656136,0.20629019240000002,0.09425801
SRX7656137,-0.45494397410000004,0.1914194764
SRX7656138,0.4005171328,0.1294486969
SRX7656139,-0.9971242489000001,0.1994727769
SRX7656140,-0.3098767179,0.1164286597
SRX7656141,0.4893113176,0.0860217113
SRX7656142,1.4005183169,0.1264594139
SRX7656143,-0.8221144022,0.1266564788
SRX7656144,1.2583058722,0.1010154087
SRX7656145,2.867490143,-0.4177078561
SRX7656146,1.4902170715,-0.0667809751
SRX5388319,-0.21877905790000002,-0.2150381188
SRX5388320,0.2008465674,-0.31520234610000003
SRX5388321,0.017932490500000002,0.5302404648
SRX5388322,-6.7209570095,-0.4434446667
SRX5388323,-6.2285948824,0.3141079315
SRX5388324,-6.5284967607999995,0.687317206
SRX5388325,-6.426788221,-0.34665956470000003
SRX5388326,-7.6376320631,0.7305846736
SRX5388327,-5.27851332,0.9106474394
SRX8708326,-2.5054328279,-0.4717279385
SRX8708328,-4.805822472,-1.3136176849
SRX8708335,2.5058676695,0.3217761873
SRX8708336,1.3304112232,0.5119000793
SRX8708337,0.9695435793,0.47994141840000004
SRX8708338,1.3872864845000001,-0.29808144070000003
SRX8708339,2.2700962945,-0.19834412510000002
SRX8708340,1.628740553,-0.0022507482
SRX8708365,0.8909304830000001,0.1637019963
SRX8708366,0.7941539797,0.1826294003
SRX8708368,0.7259198984,0.20175802580000002
SRX8708369,2.9539066106,0.7215369779
SRX8708370,6.436317378,0.7925956311
SRX8708371,1.0939569797,0.6564953159
SRX4166001,-0.11389593910000001,-0.107849133
SRX4166002,-0.0044878311,0.008672384600000001
SRX4166003,0.11838377010000001,0.0991767484
SRX4166004,1.1057862715,-0.1231406833
SRX4166005,0.6524008046,0.0600097772
SRX4166006,0.8759603388,-0.0665933859
SRX4166007,0.4067212495,-0.1499537722
SRX4166008,0.2803394107,0.0539247642
SRX4166009,0.7986195228,0.0010805257
SRX4166010,0.0484847419,0.049651683700000004
SRX4166011,3.6478006754,-0.0039792631
SRX4166012,2.5753627827,-0.1289544644
SRX5000481,0.2589115372,0.0288517898
SRX5000482,1.244338021,0.1629217811
SRX5000483,-2.3508890463,0.2390934315
SRX5000484,-1.8812359115000001,0.09879056110000001
SRX5000485,-2.299861332,0.1457815764
SRX5000486,-2.0339697991,0.2802134405
SRX5000487,-1.6162522705,0.2077719109
SRX5000488,-0.6419309491,0.0980600861
SRX5000489,-1.5221497356,0.086047595
SRX5000490,-1.5321026068,0.1768632783
SRX5000491,-1.0048897991,-0.0158287561
SRX5000492,0.3020046511,0.8638002863
SRX5000493,0.1773200514,0.6190164168
SRX5000494,-0.1541232757,0.7943369501
SRX5000495,0.19315822330000001,1.1217200693
SRX5000496,0.7900334408,1.0188492095
SRX5000497,-0.241095516,-0.0893208899
SRX5000498,0.08670853340000001,0.21675886190000002
SRX5000499,0.529384837,0.8359365845000001
SRX5000500,0.1543869826,-0.127437972
SRX5000501,-1.0223078456,-0.0135655652
SRX5000502,-1.7986842631000002,-0.2552965776
SRX5000503,-1.5275717463,0.0371050099
SRX5000504,0.5323326311000001,-0.1402708138
SRX5000505,0.058683111600000004,-0.08439491510000001
SRX5000506,0.14337033200000002,-0.0666610552
SRX5000507,-0.5900671756,0.0693655178
SRX5000508,0.1997559395,0.0469858776
SRX5000509,0.2568561189,-0.0009313711
SRX5000510,-0.18162704170000002,-0.3172058385
SRX5000511,0.09397978500000001,-0.2689111837
SRX5000512,-1.6405571229,-0.06530552270000001
SRX5000513,-1.1483001559,0.002179209
SRX5000514,-1.8533908649000002,-0.1948298731
SRX5000515,-1.4335864274,-0.0692259105
SRX5000516,-1.7530313435,-0.0045709066
SRX4124772,-2.167539257,-0.5732539373000001
SRX4124773,-2.7916183479,-0.4016979707
SRX4124774,-0.479461823,0.0614240161
SRX4124775,0.479461823,-0.0614240161
SRX5323946,-0.24856269290000002,-0.1161027419
SRX5323947,0.24856269290000002,0.1161027419
SRX5323948,0.1441603622,0.11695218090000001
SRX5323949,-0.23676876430000002,0.5135666482
SRX5323950,0.21266522610000002,-0.07630061070000001
SRX5323951,-0.2817414206,-0.0929202913
SRX5323952,-0.448532992,-0.2125661811
SRX5323953,-0.32091985570000003,0.1484172849
SRX5323954,0.2460013027,0.0934656564
SRX5323955,-0.0951585739,0.1818238002
DRX093856,-0.6902044072,-0.018187558200000002
DRX093857,-0.9243651059,0.1612588446
DRX093858,-0.4339138589,0.16595236630000001
DRX093859,1.4232262065999999,0.055366159500000005
DRX093860,-1.0268333422,0.0751720016
DRX093861,0.0144529268,0.0248934308
DRX093862,-0.7407612648,0.1902705348
DRX093863,-0.978808819,0.2177795696
DRX093864,1.4933421897,0.17817547150000002
DRX093865,-0.6617449321000001,-0.1754210864
DRX093866,0.6757514804,-0.0067058726
DRX093867,-0.7909201899,0.182803779
DRX093868,-1.1405052885,0.037493511300000004
DRX093869,1.2026030416,-0.0878885035
DRX093870,-1.7258867752,-0.3951704431
SRX6366242,5.2149399321,0.8437821629000001
SRX6366243,5.1587608799,0.7050341582
SRX6366244,1.0126844004,1.4530861563
SRX6366245,-0.9002029889000001,0.5261318875000001
SRX6366246,1.0479471496,0.1646552155
SRX6366247,-3.3150911053,1.1176954333
SRX6366248,-0.4070810838,0.5504668096
SRX6366249,-0.5382253961,0.49473801910000004
SRX6366250,1.3269657851,0.1070875731
SRX6366251,0.9174206976,-0.048524899100000005
SRX6366252,-0.11525564960000001,-0.0249380283
SRX6366253,0.11525564960000001,0.0249380283
SRX254739,-5.7284780444,-1.3535465667
SRX254740,-5.5008138009,-1.1911243898000001
SRX254741,-5.8212908446,-0.9217656477
SRX254742,-4.7697532836,-1.1302809899
