,A,Crp,GntR
DDB2__PD-005_del-phoB_Fed-batch_15h__2,1.6097633658085762,0.2134181153241954,-1.0206105104099796
DDB2__PD-003_del-phoB_Fed-batch_21h__1,2.6376828901563742,0.33369608246568383,-1.3479182220815638
DDB2__PD-003_del-phoB_Fed-batch_21h__2,2.18432874855659,0.2847021347030569,-0.983720095627068
DDB2__PD-004_del-qseB_Batch_6h__1,-0.2966041089444122,-0.12791638658763738,-0.8400339346998633
DDB2__PD-004_del-qseB_Fed-batch_6h__1,1.205974856347401,0.0070327348853478355,-1.0717483778934405
DDB2__PD-004_del-qseB_Fed-batch_6h__2,1.1928382322976163,0.14395110458813146,-1.0017145936482512
DDB2__PD-004_del-qseB_Fed-batch_15h__1,1.1277763146822055,0.14349024146300948,-1.2233565262905843
DDB2__PD-004_del-qseB_Fed-batch_15h__2,2.7164517524636755,0.3342680715119659,-0.9611603385442082
DDB2__PD-004_del-qseC_Batch_6h__1,-0.9031149075810174,-0.1054807241193494,-0.7611615846726432
DDB2__PD-004_del-qseC_Batch_6h__2,-0.2016039732826522,-0.1890055363379357,-0.9715058210573844
DDB2__PD-004_del-qseC_Fed-batch_6h__1,1.2060338562608068,-0.20126649289716705,-1.3721662128211578
DDB2__PD-004_del-qseC_Fed-batch_6h__2,0.9893640980173004,0.007007073388662022,-1.2880108338131837
DDB2__PD-004_del-qseC_Fed-batch_15h__1,1.217790283485327,0.24433059166856094,-1.2255299087156608
DDB2__PD-004_del-qseC_Fed-batch_15h__2,2.0454119522961456,0.41673648908845706,-0.7663335482795484
DDB2__PD-005_del-qseF_Batch_6h__1,-0.9963265121351036,-0.14804630641666705,-0.9792578772145673
DDB2__PD-005_del-qseF_Batch_6h__2,-0.414552441425957,-0.2472769860054029,-0.8413798324366537
DDB2__PD-003_del-qseF_Batch_6h__1,-1.257354831654918,-0.04129063094139518,-0.6923584185189071
DDB2__PD-003_del-qseF_Batch_6h__2,-2.6686342379764323,-0.07120032371772211,-0.8938625032506788
DDB2__PD-003_del-qseF_Fed-batch_6h__1,2.45719888178096,0.07928259588675246,-1.2020430233186277
DDB2__PD-003_del-qseF_Fed-batch_6h__2,1.62799517755393,0.09988668006863577,-1.4402121147683342
DDB2__PD-005_del-qseF_Fed-batch_6h__1,1.6798083372934334,-0.054992720518960425,-0.9742142356165396
DDB2__PD-005_del-qseF_Fed-batch_6h__2,1.4506642201524194,0.10723371376415967,-1.2158435601230204
DDB2__PD-005_del-qseF_Fed-batch_6h__3,1.6956393084604222,0.06774821772418349,-1.2638778528732928
DDB2__PD-005_del-qseF_Fed-batch_15h__1,1.914543799343401,0.1807957685003956,-1.0675708735724534
DDB2__PD-005_del-qseF_Fed-batch_15h__2,1.685335709508646,0.18100851105295668,-1.258259428390634
DDB2__PD-003_del-qseF_Fed-batch_21h__1,2.807853157754176,0.3843825596880919,-1.12373507714854
DDB2__PD-003_del-qseF_Fed-batch_21h__2,1.5042391102094776,0.3283143161117117,-1.230660968624469
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__1,-0.2199191214269219,-0.2055466339490284,-0.6825206878390588
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__2,-1.175123612514561,-0.12038482798851112,-0.9878694979262352
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__3,-1.61002985737205,-0.24527694177792905,-1.1363334834985217
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__1,1.291703875064155,0.06456324456686602,-0.9387035756054559
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__2,1.1339197142671538,0.04318616195255665,-1.4174585192689433
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__1,1.7051629963662485,0.28437816260421656,-0.9625547439044952
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__2,1.0531726629041318,0.18788840247316507,-1.1359648779530378
DDB3__PD-009_del-arcA_Batch_6h__1,-1.6578748279890292,-0.15520693678349495,-0.931281727901328
DDB3__PD-009_del-arcA_Batch_6h__2,-1.9537537472854647,-0.11927548503423502,-0.7938909240422465
DDB3__PD-009_del-arcA_Fed-batch_6h__1,0.6531546090725218,0.3211525795468209,-1.1097324006831526
DDB3__PD-009_del-arcA_Fed-batch_6h__2,1.1900605777686697,-0.17422284096607574,-1.3731006037591884
DDB3__PD-009_del-arcA_Fed-batch_15h__1,0.6796449928856354,0.3068175092463843,-1.1384346413452189
DDB3__PD-009_del-arcA_Fed-batch_15h__2,0.7823783496720401,0.3089395842630438,-1.4630893981274031
DDB3__PD-006_del-baeR_Batch_12h__1,-1.0803851340613893,-0.07288080968497113,-0.7417285230445163
DDB3__PD-006_del-baeR_Batch_12h__2,-3.036022862772091,-0.1470714378044189,-0.9328649761917688
DDB3__PD-009_del-baeR_Batch_12h__1,-0.4167572015724026,0.0075413674833608715,-0.6662038452212764
DDB3__PD-009_del-baeR_Batch_12h__2,-1.97433621148413,0.11000079547650364,-0.45063338440184003
DDB3__PD-006_del-baeR_Fed-batch_12h__1,-1.3207550564740913,-0.44075017642119896,-0.22603319040741354
DDB3__PD-006_del-baeR_Fed-batch_12h__2,-1.4149790738271728,-0.3079824279256762,-0.40461343613133227
DDB3__PD-009_del-baeR_Fed-batch_12h__1,1.1215193874377696,0.17096182082460487,-0.9939672606777724
DDB3__PD-009_del-baeR_Fed-batch_12h__2,1.3716270713522076,0.19735620347242036,-0.9761954781129684
DDB3__PD-009_del-baeR_Fed-batch_18h__1,0.4608054070341142,0.17038086081004875,-1.0729668980200504
DDB3__PD-006_del-lsrB_Batch_6h__1,-0.5440071238863028,-0.08679694138112204,-0.6663905507416032
DDB3__PD-006_del-lsrB_Batch_6h__2,-0.6673633393878668,-0.10651403429150186,-0.8771150191429928
DDB3__PD-006_del-lsrB_Fed-batch_6h__1,0.4178811291577448,0.3346811913157435,-1.219771799265188
DDB3__PD-006_del-lsrB_Fed-batch_6h__2,2.794427775638769,0.12320570534873987,-1.1351832009462628
DDB3__PD-006_del-lsrB_Fed-batch_6h__3,1.6587748155574562,0.1671224798447568,-1.0293262017623617
DDB3__PD-006_del-lsrB_Fed-batch_15h__1,1.5560388006925945,0.3507109925052916,-1.0143465923370636
DDB3__PD-006_del-lsrB_Fed-batch_15h__2,1.6992860255269304,0.3958492591492941,-1.0421504180216603
DDB3__PD-009_del-lsrK_Batch_6h__1,-1.1600274209074244,-0.009831828811623922,-0.8391450335640886
DDB3__PD-009_del-lsrK_Batch_6h__2,-1.0171794521362345,-0.14523400895794936,-0.8249521705849077
DDB3__PD-009_del-lsrK_Fed-batch_6h__1,1.3675101350569547,0.1244005654382363,-1.1373439178339408
DDB3__PD-009_del-lsrK_Fed-batch_6h__2,0.6131562008576242,0.0012933420484664284,-1.115140259286207
DDB3__PD-009_del-lsrK_Fed-batch_15h__1,1.560471669057179,-0.04582048053983101,-1.3376131460089873
DDB3__PD-009_del-lsrK_Fed-batch_15h__2,2.548596611174144,0.2938071439648517,-0.8918285628729379
DDB3__PD-009_del-lsrK_Fed-batch_15h__3,2.082854805022336,0.18925140721970912,-1.4143164643396882
DDB3__PD-006_del-lsrR_Batch_6h__1,-0.9313009480636936,-0.07682126355774699,-0.8979905884765493
DDB3__PD-006_del-lsrR_Batch_6h__2,-1.2083958732193478,0.04568553531896491,-0.7725334142907831
DDB3__PD-006_del-lsrR_Fed-batch_6h__1,1.4534232613220075,0.0695840261226941,-1.0525187755279637
DDB3__PD-006_del-lsrR_Fed-batch_6h__2,2.027651406207017,0.0951190132944717,-1.3242539048315614
DDB3__PD-006_del-lsrR_Fed-batch_15h__1,1.7502112615917655,0.2481661791660663,-0.9934368112573156
DDB3__PD-006_del-lsrR_Fed-batch_15h__2,2.310460388324873,0.26532788482238345,-1.199226710290005
DDB3__PD-006_del-lsrR_Fed-batch_15h__3,2.132005533645512,0.2652297453274688,-1.0996157968324516
DDB3__PD-009_del-luxS_Batch_6h__1,-2.8917156332205183,0.0936775819929636,-0.5326283687884787
DDB3__PD-009_del-luxS_Batch_6h__2,-1.7952275450725426,0.05667317704538455,-0.8587901640111077
DDB3__PD-009_del-luxS_Fed-batch_6h__1,0.7156271592099869,0.0986771612261439,-0.978310966499424
DDB3__PD-009_del-luxS_Fed-batch_6h__2,2.861387941491762,-0.035116893204003574,-0.9629117380637132
DDB3__PD-009_del-luxS_Fed-batch_15h__1,0.7604019039576592,0.1404617131644894,-1.29294294878369
DDB3__PD-009_del-luxS_Fed-batch_15h__2,1.4906557191099,-0.03093854772714621,-1.1991975937757935
DDB3__PD-006_del-rpoS_Batch_9h__1,-1.1519692523932228,0.3819945803438571,-1.0047022329952142
DDB3__PD-006_del-rpoS_Batch_9h__2,-1.1553728330029394,0.44523928747676855,-0.982392681322808
DDB3__PD-006_del-rpoS_Fed-batch_6h__1,0.019605729166449,0.510032299376153,-0.9282828844633536
DDB3__PD-006_del-rpoS_Fed-batch_6h__2,0.602528681278591,0.6186371495562994,-0.8027312758620253
DDB3__PD-006_del-rpoS_Fed-batch_6h__3,-0.3434639094598339,0.5649106237720964,-1.1060983501954702
DDB3__PD-006_del-rpoS_Fed-batch_15h__1,0.0814242331861814,0.3973577297010369,-0.7670464746792032
DDB3__PD-006_del-rpoS_Fed-batch_15h__2,-0.7346777316854216,0.4309841373011185,-1.237726293191313
DDB3__PD-009_del-tnaA_Batch_6h__1,-1.110090526359138,-0.1565078145665204,-0.6788277964468525
DDB3__PD-009_del-tnaA_Fed-batch_6h__1,2.3986772967601824,-0.03326316906695581,-1.2052572787883236
DDB3__PD-009_del-tnaA_Fed-batch_15h__1,1.6574966371441815,0.2480537405512209,-1.3636996146687803
DDB3__PD-009_del-tnaA_Fed-batch_15h__2,2.1022696258433573,0.2778554544661009,-0.8386994506777192
