,A,Nac
hot_tale__hot_ale10_37c__1,-1.8392597911,-2.111548014
hot_tale__hot_ale10_37c__2,-2.2059276153,-2.443076326
hot_tale__hot_ale10_44c__1,-0.6685983524,-1.8271947050000001
hot_tale__hot_ale10_44c__2,0.034237397,-1.100789567
hot_tale__hot_ale16_30c__1,-1.6148581653,-1.231223393
hot_tale__hot_ale16_30c__2,-1.4807565141,-1.126071997
hot_tale__hot_ale16_37c__1,-1.3211559676,-1.798436566
hot_tale__hot_ale16_37c__2,-1.4867693524,-1.592151321
hot_tale__hot_ale16_44c__1,-0.723674704,-1.658235355
hot_tale__hot_ale16_44c__2,-0.6643280439,-1.692520814
pdhr_ale__pdhR-13_51__1,-0.1583559652,-1.672688863
pdhr_ale__pdhR-13_51__2,-0.9782116715,-2.027346403
pdhr_ale__pdhR-14_46__1,0.4068024897,-1.395280759
pdhr_ale__pdhR-14_46__2,0.6501621652,-1.121476283
pdhr_ale__pdhR-15_51__1,-1.0838024698,-1.319357023
pdhr_ale__pdhR-15_51__2,-0.7690344653000001,-1.393745158
pdhr_ale__pdhR-16_49__1,0.4289689801,-1.22078488
pdhr_ale__pdhR-16_49__2,-0.3734809175,-1.7786178330000002
tcs__del_atoC_LiAcet__1,-0.09739861650000001,-0.46204253700000003
tcs__del_atoC_LiAcet__2,-0.5265162886,-0.32297814
tcs__del_atoC_LiCl__1,-0.23894494160000002,-0.283921315
tcs__del_atoC_LiCl__2,-0.3603292931,-0.40103777900000004
tcs__del_atoC_m9__1,0.3665410879,-0.5717027250000001
tcs__del_atoC_m9__2,0.12343464850000001,-0.673670584
tcs__del_baeR_etoh__1,1.5663980625,-3.8835224200000003
tcs__del_baeR_etoh__2,1.1726063887,-4.227978653
tcs__del_baeR_lb__1,5.7143155401,-1.637793598
tcs__del_baeR_lb__2,5.6959938108,-1.678988861
tcs__del_btsR_01xlb__1,10.6530715318,-0.576923072
tcs__del_btsR_01xlb__2,11.068262834,-0.611984073
tcs__del_btsR_lb__1,0.0946946474,-2.304031132
tcs__del_btsR_lb__2,-0.7085489450000001,-2.408722687
tcs__del_btsR_pyruvate__1,10.4185338897,-0.543397361
tcs__del_btsR_pyruvate__2,10.3914083377,-0.533732948
tcs__del_cpxR_etoh__1,2.9170201732,-3.377578252
tcs__del_cpxR_etoh__2,3.0466143776,-2.6196977869999998
tcs__del_cpxR_lb__1,6.2980883066,-1.326580982
tcs__del_cpxR_lb__2,6.3009224463999995,-1.248043741
tcs__del_cusR_CuSO4__1,-0.46627319030000003,-3.031573906
tcs__del_cusR_CuSO4__2,0.3301392241,-2.8734514410000003
tcs__del_cusR_lb__1,0.7053354623,-3.286662655
tcs__del_cusR_lb__2,0.7006498584,-2.530835291
tcs__del_kdpE_01-kcl__1,0.9409289894,-1.138090408
tcs__del_kdpE_01-kcl__2,0.9285085428000001,-1.153471241
tcs__del_kdpE_115-kcl__1,-0.746054219,-1.4168517600000001
tcs__del_kdpE_115-kcl__2,-0.9513822843,-1.6201095840000002
tcs__del_phoB_m9__1,0.013555891300000001,-0.200650132
tcs__del_phoB_m9__2,0.012987322400000001,-0.176142724
tcs__del_phoB_m9p__1,-2.6273363548,-0.504796463
tcs__del_phoB_m9p__2,-2.4769384438,-0.628441113
tcs__del_rcsB_etoh__1,1.9837561261,-3.246007265
tcs__del_rcsB_etoh__2,2.3315196444,-3.095630934
tcs__del_rcsB_lb__1,4.8364959895,-1.743259519
tcs__del_rcsB_lb__2,4.6543864854,-1.694758291
tcs__del_zraR_lb__1,0.3533688719,-2.955538505
tcs__del_zraR_lb__2,0.3024741589,-3.0253386
tcs__del_zraR_zncl2__1,1.6960343711,-2.15854104
tcs__del_zraR_zncl2__2,1.5841016462000002,-2.417276404
tcs__wt_01-kcl__1,1.4200939801999999,-1.163697798
tcs__wt_01-kcl__2,1.7981903011,-1.092688602
tcs__wt_01xlb__1,11.2554210104,-0.41130444600000005
tcs__wt_01xlb__2,10.886735454,-0.674457886
tcs__wt_115-kcl__1,-0.2128208386,-1.794511795
tcs__wt_115-kcl__2,0.1144964452,-1.503999945
tcs__wt_CuSO4__1,0.6431028508000001,-2.892442958
tcs__wt_CuSO4__2,0.525833957,-3.048381668
tcs__wt_etoh__1,1.9471314190000002,-2.657182674
tcs__wt_etoh__2,1.5177279324000001,-3.156967104
tcs__wt_lb__1,4.3926949286,-2.097714854
tcs__wt_lb__2,3.9629871762,-2.062252024
tcs__wt_LiAcet__1,-0.3623656114,-0.407214988
tcs__wt_LiAcet__2,-0.23591677590000001,-0.631341039
tcs__wt_LiCl__1,-0.2688060161,-0.6726240870000001
tcs__wt_LiCl__2,-0.3607352784,-0.666731186
tcs__wt_m9p__1,-3.2885471028,-1.413026462
tcs__wt_m9p__2,-3.6022331181,-1.607455923
tcs__wt_pyr__1,11.6034927516,-0.579271164
tcs__wt_pyr__2,11.8069072066,-0.407988915
tcs__wt_zncl2__1,-0.3285009785,-2.850527354
tcs__wt_zncl2__2,-0.11002328210000001,-2.89553779
ros_tale__1_112_0pq__1,-0.7008498052000001,-0.88086487
ros_tale__1_112_0pq__2,-1.9173121141,-0.986913982
ros_tale__1_112_250pq__1,-3.5387004319,-0.41410755200000005
ros_tale__1_112_250pq__2,-3.7778837107000003,-0.9453101020000001
ros_tale__1_112_750pq__1,-3.276956973,-0.803822451
ros_tale__1_112_750pq__2,-3.3773779279,-0.590449126
ros_tale__1_112_750pq__3,-3.037563693,-0.35181083300000004
ros_tale__3_76_0pq__1,0.14969482,-2.1304158380000002
ros_tale__3_76_0pq__2,0.3567663653,-2.254619933
ros_tale__3_76_0pq__3,0.8424445958000001,-2.262120418
ros_tale__3_76_0pq__4,0.6011356525,-1.987662254
ros_tale__3_76_250pq__1,-1.9338620606,0.033017963000000004
ros_tale__3_76_250pq__2,-0.5703567636,-0.48847541800000005
ros_tale__3_76_750pq__1,-1.2565680978,0.42702512400000003
ros_tale__3_76_750pq__2,-1.1767951449,-1.211360483
ros_tale__7_103_0pq__1,-1.4371875787000001,-1.347370294
ros_tale__7_103_0pq__2,-1.0698708305,-1.161415486
ros_tale__7_103_0pq__3,-1.8042492453,-1.570713954
ros_tale__7_103_0pq__4,-1.2857384363,-1.45773742
ros_tale__7_103_250pq__1,-1.4138988378000001,-1.321018496
ros_tale__7_103_250pq__2,-1.6093894576999999,-1.18124423
ros_tale__7_103_750pq__1,-2.4897180144,-1.900338767
ros_tale__7_103_750pq__2,-2.0020878553,-1.471879588
ros_tale__9_77_0pq__1,-1.3760297772,0.5565902070000001
ros_tale__9_77_0pq__2,-0.9131849948,0.375603208
ros_tale__9_77_250pq__1,-0.5564141881,1.489965852
ros_tale__9_77_250pq__2,-0.1183551183,1.239299718
ros_tale__9_77_750pq__1,-1.8228780602999999,1.236972437
ros_tale__9_77_750pq__2,-1.0171482713,1.572649995
ros_tale__11_83_0pq__1,-2.4193613365,0.339475144
ros_tale__11_83_0pq__2,-2.5672751012,0.555228442
ros_tale__11_83_250pq__1,-2.6964194886,0.6386945930000001
ros_tale__11_83_250pq__2,-3.193797091,0.055939241
ros_tale__11_83_750pq__1,-2.3336211856,0.227576309
ros_tale__11_83_750pq__2,-2.5661847898,0.5489627890000001
ros_tale__13_87_0pq__1,-2.0859085939,-0.739357931
ros_tale__13_87_0pq__2,-1.8754904743,-1.081946777
ros_tale__13_87_250pq__1,-2.3944473636,-0.493559768
ros_tale__13_87_250pq__2,-2.8252888194,-0.88594467
ros_tale__13_87_750pq__1,-2.0127968749,-0.7901707750000001
ros_tale__13_87_750pq__2,-1.747988083,-0.8785097420000001
ros_tale__14_27_0pq__1,-0.4348702573,-1.177376764
ros_tale__14_27_0pq__2,-0.8678314477,-0.973242479
ros_tale__14_27_250pq__1,-2.5837719420000003,-1.395038712
ros_tale__14_27_250pq__2,-3.1468137694,-1.7653635250000002
ros_tale__14_27_750pq__1,-1.5661124544,-0.208430932
ros_tale__14_27_750pq__2,-1.8784787796,-0.30289857800000003
ros_tale__16_28_250pq__1,-0.11709817880000001,-0.5950899070000001
ros_tale__16_28_250pq__2,-0.7623465606000001,-0.5714855910000001
ros_tale__16_32_0pq__1,-3.4357130625,-1.280633568
ros_tale__16_32_0pq__2,-3.2906276351,-1.40680385
ros_tale__16_32_0pq__3,-1.0325221696,-2.363363002
ros_tale__16_32_0pq__4,-0.8021977078,-2.136956238
ros_tale__16_32_250pq__1,-1.0625102908,-2.401117138
ros_tale__16_32_250pq__2,-1.1606771547,-2.6495171920000002
ros_tale__16_32_750pq__1,-2.4753367635,-1.4485956070000001
ros_tale__16_32_750pq__2,-2.662603183,-1.7846304
ros_tale__17_104_0pq__1,-2.4206688679,-0.22633572700000001
ros_tale__17_104_0pq__2,-2.6430799299,-0.110132274
ros_tale__17_104_250pq__1,-2.4684616946,-0.28739696
ros_tale__17_104_250pq__2,-2.734394382,-0.681259354
ros_tale__17_104_250pq__3,-2.8497932154,-0.545770983
ros_tale__17_104_250pq__4,-2.2585470465,-0.10358573600000001
ros_tale__17_104_750pq__1,-1.4497424695,-0.273764979
ros_tale__17_104_750pq__2,-1.5488082630000002,-0.509339247
ros_tale__18_24_250pq__1,-0.0925266201,-1.6771193370000002
ros_tale__18_24_250pq__2,-0.1177776048,-1.6437144840000002
ros_tale__18_36_0pq__1,-3.5238278498,-0.32299555500000005
ros_tale__18_36_0pq__2,-3.5173857386,-0.50295945
ros_tale__18_36_0pq__3,-1.1740344648,-1.6627085140000002
ros_tale__18_36_0pq__4,-1.8282437498,-1.5678575160000001
ros_tale__18_36_250pq__1,-1.675274227,-1.8336249750000002
ros_tale__18_36_250pq__2,-1.137573115,-1.855846255
ros_tale__18_36_750pq__1,-0.7593891775,0.11376462
ros_tale__18_36_750pq__2,-0.4222079875,0.27864587900000004
ros_tale__19_91_0pq__1,-4.2754289628,-1.166184645
ros_tale__19_91_0pq__2,-4.0772139693,-1.240487423
ros_tale__19_91_250pq__1,-4.163876604,-0.6437002820000001
ros_tale__19_91_250pq__2,-3.8770497187,0.439519926
ros_tale__19_91_750pq__1,-2.7577089083,-0.160907978
ros_tale__19_91_750pq__2,-1.2412156983,-0.896852631
ros_tale__19_91_750pq__3,-2.7882376383,0.43149137
ros_tale__19_91_750pq__4,-0.3012422629,-0.529542014
ros_tale__21_97_0pq__1,-1.8060829943,-1.54117735
ros_tale__21_97_0pq__2,-0.8791250296,-0.834071062
ros_tale__21_97_250pq__1,-1.014190898,-1.050288607
ros_tale__21_97_250pq__2,-0.7723187077,-1.315107398
ros_tale__21_97_750pq__1,-1.8464982647000001,-1.165852851
ros_tale__21_97_750pq__2,-0.7197589802000001,-0.803344672
ros_tale__25_111_0pq__1,-0.1414420827,0.639583019
ros_tale__25_111_0pq__2,-1.1902269724,2.449850752
ros_tale__25_111_250pq__1,1.370562895,2.110240714
ros_tale__25_111_250pq__2,0.6851088964000001,2.400477129
ros_tale__25_111_750pq__1,0.7018357917,2.475779696
ros_tale__25_111_750pq__2,1.8464409459,3.382650958
ros_tale__29_119_0pq__1,-1.2313274721,2.682382643
ros_tale__29_119_0pq__2,-2.2898297472999998,1.2790701740000001
ros_tale__29_119_250pq__1,-2.1905239336,1.156132613
ros_tale__29_119_250pq__2,-2.391824622,0.17699374
ros_tale__29_119_750pq__1,-1.9834575395,1.563159006
ros_tale__29_119_750pq__2,-2.2247333977,0.255840483
ros_tale__ALE4_0pq__1,-1.8674564542,-2.207937476
ros_tale__ALE4_0pq__2,-2.0045508288,-2.459445656
ros_tale__ALE4_250pq__1,-0.0267774031,-1.215457913
ros_tale__ALE4_250pq__2,-0.100217838,-1.21326124
pcoli__atASMT_325G__1,1.7054205766,-1.042666826
pcoli__atASMT_325G__2,1.4445500984000001,-1.169446055
pcoli__bpTDC__1,0.6843524814,-1.2758140820000001
pcoli__bpTDC__2,0.1462614029,-1.731034935
pcoli__BRCA__1,1.5130761450999999,-1.207661011
pcoli__BRCA__2,1.1760243793,-1.346114219
pcoli__BRCActrl__1,0.8330625506,-0.829841102
pcoli__BRCActrl__2,0.8463113935000001,-1.338259144
pcoli__BRCAswap__1,1.8721339706000002,-1.023506257
pcoli__BRCAswap__2,1.7913275999999998,-0.970452693
pcoli__btAANAT__1,1.5203762644,-1.276783846
pcoli__btAANAT__2,1.1560715164,-1.561457903
pcoli__btASMT__1,1.6191633347,-1.5314850039999999
pcoli__btASMT__2,1.3862129559,-1.452338003
pcoli__CC1__1,2.3440065323,-0.9229275870000001
pcoli__CC1__2,2.3420095262,-0.9728307780000001
pcoli__ccCOMT__1,1.4544945710000001,-1.324211181
pcoli__ccCOMT__2,1.3417224245,-1.17924864
pcoli__ckDDC__1,2.1104825245,-0.837304197
pcoli__ckDDC__2,2.035311013,-0.8880493770000001
pcoli__CNTF_belt__1,1.8602772841,-1.20239437
pcoli__CNTF_belt__2,2.2033639892,-1.52778412
pcoli__cobPNMT__1,1.68215072,-1.030208354
pcoli__cobPNMT__2,1.8351465898,-1.286106043
pcoli__cvPhhB__1,1.0931782941,-1.038832827
pcoli__cvPhhB__2,0.6148754820000001,-1.229589593
pcoli__ggAANAT__1,0.9487800934,-1.51116356
pcoli__ggAANAT__2,1.0333817045,-1.325156519
pcoli__ggTPH__1,1.6031143943,-1.268360357
pcoli__ggTPH__2,1.4863005553,-1.23048175
pcoli__hsAANAT__1,1.8917241571,-0.739345433
pcoli__hsAANAT__2,1.7397014364,-0.7757633230000001
pcoli__hsASMT__1,0.83749443,-1.2952102810000001
pcoli__hsASMT__2,0.4942711563,-1.383618735
pcoli__hsPNMT_mb__1,1.6225914139,-1.405140846
pcoli__hsPNMT_mb__2,1.7408206331,-1.201739273
pcoli__hsTPH__1,0.8679426723,-1.59813556
pcoli__hsTPH__2,0.4019567592,-1.445020886
pcoli__hsTPH_E2K__1,1.3833879819,-1.333643857
pcoli__hsTPH_E2K__2,1.2633670948,-1.3614494270000002
pcoli__hsTPH_E2K_N91I_P99C__1,1.1193699588000001,-1.092296466
pcoli__hsTPH_E2K_N91I_P99C__2,0.9760786869,-1.363106466
pcoli__hsTPH_N158trunc__1,0.6381276471,-1.521282083
pcoli__hsTPH_N158trunc__2,0.8439788114000001,-1.287705518
pcoli__hsTPH_N174trunc__1,1.4089803652000001,-1.039902738
pcoli__hsTPH_N174trunc__2,1.1300371431,-1.1428056770000001
pcoli__hsTPH_Ntermtrunc__1,1.9397449197,-0.49733259
pcoli__hsTPH_Ntermtrunc__2,1.3575083732,-0.7659946350000001
pcoli__hsTPH1__1,1.9340276655,-0.9050159630000001
pcoli__hsTPH1__2,1.9812457307,-1.035461399
pcoli__MBP__1,1.2867579518,-1.190524439
pcoli__MBP__2,2.2524232317,-0.91360235
pcoli__msCOMT__1,1.0193082235,-1.192025318
pcoli__msCOMT__2,1.3907271813,-1.283777267
pcoli__ocAANAT__1,1.3124968091,-1.5211258220000001
pcoli__ocAANAT__2,1.0789573789,-1.270347412
pcoli__osTDC_K374H__1,1.8100372465999999,-1.13009271
pcoli__osTDC_K374H__2,2.1156565223,-0.5899309420000001
pcoli__osTDC_K374L__1,0.031979413400000004,-1.655980284
pcoli__osTDC_K374L__2,0.2273733706,-1.6526594810000002
pcoli__osTDC_K374Q__1,1.7534330682000001,-1.292057265
pcoli__osTDC_K374Q__2,1.8985812366,-1.31740981
pcoli__osTDC_L360V__1,0.6325215281000001,-1.849390804
pcoli__osTDC_L360V__2,0.07435720280000001,-1.530475676
pcoli__pmTPH__1,0.2301956047,-1.719718722
pcoli__pmTPH__2,-0.2385817932,-1.634599287
pcoli__RFC__1,0.9734770507,-1.693674271
pcoli__RFC__2,0.5250782763,-1.542079615
pcoli__RFCctrl__1,2.2988869699,-0.610437499
pcoli__RFCctrl__2,1.854183074,-0.612343749
pcoli__RFCnopause__1,1.8025495653,-0.580532045
pcoli__RFCnopause__2,1.4496930175,-1.131892136
pcoli__RFCpluspause__1,2.1822527833,-0.627051612
pcoli__RFCpluspause__2,2.8935220526,-0.40947478
pcoli__rnCOMT_sol__1,2.2560654581,-0.5507263210000001
pcoli__rnCOMT_sol__2,2.755197055,-0.744989863
pcoli__rnPNMT__1,0.370886419,-1.432416415
pcoli__rnPNMT__2,-0.38563635500000004,-1.506838936
pcoli__rnTDC__1,0.8549664631,-1.500240696
pcoli__rnTDC__2,0.8832627630000001,-1.483567907
pcoli__rnTDC_trunc__1,0.9310354303,-1.102482653
pcoli__rnTDC_trunc__2,0.6051472440000001,-1.394823686
pcoli__saCOMT_T2A__1,0.6234427779,-1.49290434
pcoli__saCOMT_T2A__2,0.4945712709,-1.3194745220000001
pcoli__sfCOMT__1,1.1337433788,-1.570656693
pcoli__sfCOMT__2,0.9132424102000001,-1.699116584
pcoli__sgAANAT_D63G__1,1.0887085124,-1.410227063
pcoli__sgAANAT_D63G__2,1.1119771351,-1.5425496760000001
pcoli__ssDDC__1,1.8318999339,-0.920831257
pcoli__ssDDC__2,1.4622880088999999,-1.252352416
pcoli__TP53B__1,1.2231392454,-1.205114776
pcoli__TP53B__2,1.6191428467,-1.080325978
pcoli__WT__1,2.2537946991,-0.056893521
pcoli__WT__2,2.3362521835,0.09450949600000001
cck__glu_ale4__1,-1.8360279446,-1.164661216
cck__glu_ale4__2,-1.9287493370000002,-2.042026931
cck__cck_ale1__1,-2.3235764297,-1.335518649
cck__cck_ale1__2,-2.6477591094,-1.5692657890000001
cck__cck_ale2__1,-2.1367113981,-1.4356235800000001
cck__cck_ale2__2,-2.1847585973,-1.5795896850000002
cck_pgi__gmos_delpgi__1,-0.8678322882,-1.506648588
cck_pgi__gmos_delpgi__2,-1.2862152512,-1.542321078
cck_pgi__pgi_ale1__1,0.22064142690000002,-2.119495088
cck_pgi__pgi_ale1__2,-0.8258439121000001,-2.230544519
cck_pgi__pgi_ale2__1,1.1297390352,-1.569131332
cck_pgi__pgi_ale3__1,-0.6812260542,-2.025124185
cck_pgi__pgi_ale3__2,-1.2410443053,-1.980871988
cck_pgi__pgi_ale4__1,-1.7279605943,-1.6819331260000001
cck_pgi__pgi_ale4__2,-2.0772446366,-2.207824748
cck_pgi__pgi_ale4__3,-2.9841004957,-2.151444893
cck_pgi__pgi_ale5__1,-0.0669345916,-1.889073806
cck_pgi__pgi_ale5__2,-0.5865153896,-2.514778248
cck_pgi__pgi_ale6__1,-0.2877414267,-1.555765285
cck_pgi__pgi_ale6__2,-1.1792026139,-1.488518894
cck_pgi__pgi_ale7__1,0.0397872331,-1.502505079
cck_pgi__pgi_ale7__2,-0.6203706475,-2.068751252
cck_pgi__pgi_ale8__1,-1.4929733454,-1.828525723
cck_pgi__pgi_ale8__2,-1.9066472455999999,-1.985562973
cck_sdh__gmos_delsdhCB__1,-1.7507789534,-0.6264603310000001
cck_sdh__gmos_delsdhCB__2,-3.4157645541,-1.656125026
cck_sdh__sdh_ale1__1,-2.1152842081,-2.007587649
cck_sdh__sdh_ale1__2,-1.8667689796,-2.013885977
cck_sdh__sdh_ale2__1,-1.9189523214,-1.278459261
cck_sdh__sdh_ale3__1,-2.2813290636,-1.016796117
cck_sdh__sdh_ale3__2,-0.3233052543,1.57260452
cck_sdh__sdh_ale3__3,0.1807113568,1.613395873
cck_pts__gmos_delptsHIcrr__1,-3.567476331,-2.155799645
cck_pts__gmos_delptsHIcrr__2,-3.6312367629,-2.199626004
cck_pts__pts_ale1__1,-3.6264548969,-1.848527625
cck_pts__pts_ale1__2,-3.7674969401,-1.802100995
cck_pts__pts_ale2__1,-2.7251251643,-2.329764753
cck_pts__pts_ale2__2,-2.3075277774,-2.036054154
cck_pts__pts_ale3__1,-3.2620451725,-2.706974694
cck_pts__pts_ale3__2,-3.0595099247,-2.3963191200000002
cck_pts__pts_ale4__1,-2.0193828704,-2.01107063
cck_pts__pts_ale4__2,-1.923735486,-2.362275261
cck_gnd__gmos_delgnd__1,-1.8987088337,-1.559830502
cck_gnd__gmos_delgnd__2,-1.5349337448,1.563248242
cck_gnd__gnd_ale1__1,-2.3942869711,-1.293315583
cck_gnd__gnd_ale1__2,-2.2259675273,-1.160517994
cck_gnd__gnd_ale2__1,-2.8183252156,-1.907754527
cck_gnd__gnd_ale2__2,-2.4188831299,-1.7477447810000002
cck_gnd__gnd_ale3__1,-2.247267345,-1.417112733
cck_gnd__gnd_ale3__2,-2.5852515175,-1.9385186330000002
cck_tpiA__gmos_deltpiA__1,0.0862117089,-1.9112451799999999
cck_tpiA__gmos_deltpiA__2,1.7150765919,-1.029558428
cck_tpiA__tpiA_ale1__1,-1.2438628413,-1.549522644
cck_tpiA__tpiA_ale1__2,-1.116686074,-1.938427998
cck_tpiA__tpiA_ale2__1,0.067153195,-1.986227236
cck_tpiA__tpiA_ale2__2,0.3173546031,-1.755744059
cck_tpiA__tpiA_ale3__1,-0.4137426581,-1.6295124790000002
cck_tpiA__tpiA_ale3__2,-0.6161014643,-1.591203162
cck_tpiA__tpiA_ale4__1,-0.6076314789,-1.136032118
cck_tpiA__tpiA_ale4__2,-0.9430316457000001,-1.412963886
acid_tale__acid_ale1_pH7__1,-1.463782395,-2.359897657
acid_tale__acid_ale1_pH7__2,-1.5608027038999999,-2.307506731
acid_tale__acid_ale1_pH5__1,-2.4368869659,1.740166291
acid_tale__acid_ale1_pH5__2,-2.128683605,2.387447404
acid_tale__acid_ale2_pH7__1,-1.7023609156,-1.800276736
acid_tale__acid_ale2_pH7__2,-1.7721253242000001,-1.729539483
acid_tale__acid_ale2_pH5__1,-1.6724833581,-0.31320728600000003
acid_tale__acid_ale2_pH5__2,-2.6426941629,-0.9052936260000001
acid_tale__low_Mg_ale_pH7__1,-1.4164112509,-2.520723974
acid_tale__low_Mg_ale_pH7__2,-1.5633203833,-2.689966563
acid_tale__low_Mg_ale_pH5__1,-1.3560743637,-1.59310097
acid_tale__low_Mg_ale_pH5__2,-2.0624413037,-1.382100815
acid_tale__MES_ale_pH7__1,-1.7128395519000001,-2.886402183
acid_tale__MES_ale_pH7__2,-1.6775145399,-2.713753574
acid_tale__MES_ale_pH5__1,-2.0659511414,-0.987618945
acid_tale__MES_ale_pH5__2,-1.3762130425999999,-1.09537524
acid_tale__gmos_pH7__1,-1.985240034,-2.46527231
acid_tale__gmos_pH7__2,-1.8491648747,-2.527763103
acid_tale__gmos_pH5__1,-1.6961637955,-1.284898291
acid_tale__gmos_pH5__2,-1.5600961511,-1.009284114
adnB__wt_adn__1,0.2592970482,-1.235749811
adnB__wt_adn__2,-0.4102721754,-1.228105799
adnB__delydhB_adn__1,-0.12313504730000001,-1.165899449
adnB__delydhB_adn__2,-0.2246107263,-0.972594885
ytf2__wt_glc__1,-0.07446053250000001,-0.7320250370000001
ytf2__wt_glc__2,-0.3407449134,-1.09539953
ytf2__ybcM_glc__1,-2.003355793,-1.086083143
ytf2__ybcM_glc__2,-1.904807189,-0.5563805070000001
ytf2__ydhB_glc__1,-0.6355298875000001,-1.340291275
ytf2__ydhB_glc__2,-0.5606707407,-1.4082988300000001
ytf2__yfeC_glc__1,-0.2725483852,-1.089592341
ytf2__yfeC_glc__2,-0.5660781153000001,-1.421188608
ytf2__yciT_glc__1,-0.303947756,-1.426766276
ytf2__yciT_glc__2,0.12445600550000001,-1.113946262
ytf2__ydiZ_glc__1,-0.2796315707,-0.850491438
ytf2__ydiZ_glc__2,-0.2330057805,-1.168242167
ytf2__ynfL_glc__1,-0.43414507010000003,-0.620114296
ytf2__ynfL_glc__2,-0.3954328294,-0.745072821
misc2__dellon_glc__1,-2.3234358708,-1.329687196
misc2__dellon_glc__2,-1.7436918611,-1.054080899
ytf3__wt_glc2__1,0.18615095950000002,-0.361450257
ytf3__wt_glc2__2,0.2597141837,-0.260808774
ytf3__wt_pH7_lactate__1,-0.3012188767,-0.14158736300000002
ytf3__wt_pH7_lactate__2,-0.3935701955,-0.36716932300000005
ytf3__wt_pH55_lactate__1,-0.4105630918,-0.9407026580000001
ytf3__wt_pH55_lactate__2,-0.5603058961,-0.84604712
ytf3__wt_pH55_HCl__1,-0.40063612660000003,-0.515307175
ytf3__wt_pH55_HCl__2,0.0150849534,-0.290553088
ytf3__dyieP_pH7__1,0.45690421010000004,-0.043669799999999995
ytf3__dyieP_pH7__2,0.2957284231,-0.09663796300000001
ytf3__dyieP_pH55__1,-0.2265178863,-1.071238351
ytf3__dyieP_pH55__2,-0.38874418980000003,-0.7884589110000001
