,A,YieP
hot_tale__hot_ale10_37c__1,-0.3522605668,-0.298636186
hot_tale__hot_ale10_37c__2,-0.48948050120000003,-0.338733336
hot_tale__hot_ale10_44c__1,1.0555364762,0.015495402
hot_tale__hot_ale10_44c__2,1.6089289933000002,0.109327031
hot_tale__hot_ale16_30c__1,-1.6805851158,-0.290319537
hot_tale__hot_ale16_30c__2,-1.3865778728,-0.189868226
hot_tale__hot_ale16_37c__1,-0.4042582931,-0.525578901
hot_tale__hot_ale16_37c__2,-0.5028503622,-0.475002215
hot_tale__hot_ale16_44c__1,2.2000282943,-0.005705893
hot_tale__hot_ale16_44c__2,2.0081492732,-0.09014877900000001
pdhr_ale__pdhR-13_51__1,0.8195005360000001,0.36098782100000004
pdhr_ale__pdhR-13_51__2,0.6884971012000001,0.284763195
pdhr_ale__pdhR-14_46__1,1.0931794538,0.460140733
pdhr_ale__pdhR-14_46__2,0.8405014155,0.32287038100000004
pdhr_ale__pdhR-15_51__1,0.9083990541,0.42104361700000004
pdhr_ale__pdhR-15_51__2,1.1390657017999999,0.38999298
pdhr_ale__pdhR-16_49__1,1.9453897604,0.120612278
pdhr_ale__pdhR-16_49__2,1.4888310313,-0.128716472
tcs__del_atoC_LiAcet__1,0.2047082618,1.147273531
tcs__del_atoC_LiAcet__2,0.2740583093,1.156326465
tcs__del_atoC_LiCl__1,0.15353042760000002,1.411478406
tcs__del_atoC_LiCl__2,0.0066914944,1.4518315099999999
tcs__del_atoC_m9__1,0.6715913543,1.353014967
tcs__del_atoC_m9__2,0.8501475093,1.32466539
tcs__del_baeR_etoh__1,5.1375933438,1.829294462
tcs__del_baeR_etoh__2,4.6478239850000005,1.910811179
tcs__del_baeR_lb__1,1.870540075,1.632828708
tcs__del_baeR_lb__2,2.1174294576,1.680856929
tcs__del_btsR_01xlb__1,3.8483710002000002,-0.34455645900000004
tcs__del_btsR_01xlb__2,3.6572528641,-0.235723917
tcs__del_btsR_lb__1,4.9729484985,1.136103651
tcs__del_btsR_lb__2,4.9559760716,1.229406454
tcs__del_btsR_pyruvate__1,3.4899329729,-0.529776598
tcs__del_btsR_pyruvate__2,3.5021967160000003,-0.441036486
tcs__del_cpxR_etoh__1,10.6869043995,2.299784591
tcs__del_cpxR_etoh__2,10.5064472885,2.223961098
tcs__del_cpxR_lb__1,2.435464612,1.539062768
tcs__del_cpxR_lb__2,2.3545205512000003,1.454751421
tcs__del_cusR_CuSO4__1,1.5373397588,1.319686092
tcs__del_cusR_CuSO4__2,1.812803485,1.426678124
tcs__del_cusR_lb__1,2.2758964466,1.766843804
tcs__del_cusR_lb__2,2.513781219,1.8519476990000001
tcs__del_kdpE_01-kcl__1,0.9894662038,0.101796339
tcs__del_kdpE_01-kcl__2,0.6728194949,0.19466209
tcs__del_kdpE_115-kcl__1,-0.3784857688,-0.21054386300000003
tcs__del_kdpE_115-kcl__2,-0.7904667175000001,0.055009472000000004
tcs__del_phoB_m9__1,-0.2605583131,0.960762474
tcs__del_phoB_m9__2,-0.28400015370000004,0.9494845190000001
tcs__del_phoB_m9p__1,2.2196621074,-0.32440543800000005
tcs__del_phoB_m9p__2,2.2629104474,-0.33360749100000003
tcs__del_rcsB_etoh__1,2.6633688176,1.7007592040000001
tcs__del_rcsB_etoh__2,2.7340767425,1.670287519
tcs__del_rcsB_lb__1,3.6586790554,1.318154123
tcs__del_rcsB_lb__2,3.3103243354,1.3773909770000001
tcs__del_zraR_lb__1,1.1693879779,-0.126368108
tcs__del_zraR_lb__2,1.2001362908,-0.15559889
tcs__del_zraR_zncl2__1,2.3968842236,0.674680265
tcs__del_zraR_zncl2__2,2.0138337592,0.662562175
tcs__wt_01-kcl__1,1.384876408,0.06954742300000001
tcs__wt_01-kcl__2,1.0328529775,0.30198747800000003
tcs__wt_01xlb__1,3.6763539701,-0.46023055500000004
tcs__wt_01xlb__2,3.6656504535,-0.32269161500000004
tcs__wt_115-kcl__1,-0.29950579120000004,-0.1989917
tcs__wt_115-kcl__2,-0.6903033892,-0.12115953500000001
tcs__wt_CuSO4__1,0.5156544713,0.783626767
tcs__wt_CuSO4__2,0.37135703070000003,0.7465475650000001
tcs__wt_etoh__1,3.3799912088,0.9621380450000001
tcs__wt_etoh__2,3.470563738,1.000695293
tcs__wt_lb__1,3.5427546826,1.406280027
tcs__wt_lb__2,3.8098832916000003,1.435709665
tcs__wt_LiAcet__1,-0.7672997277,1.409686539
tcs__wt_LiAcet__2,-0.36707056790000003,1.068768242
tcs__wt_LiCl__1,-0.2953990207,1.4055580330000002
tcs__wt_LiCl__2,-0.507334685,1.335513088
tcs__wt_m9p__1,2.0219000347,-0.296697902
tcs__wt_m9p__2,1.434142228,-0.12995168
tcs__wt_pyr__1,3.7352001490999998,-0.5902461800000001
tcs__wt_pyr__2,3.6345734769,-0.43464038600000005
tcs__wt_zncl2__1,1.4803725092,0.508202031
tcs__wt_zncl2__2,1.2482258118,0.6415139480000001
ros_tale__1_112_0pq__1,0.0082617321,0.32651201300000005
ros_tale__1_112_0pq__2,2.0889646916,0.6003137430000001
ros_tale__1_112_250pq__1,3.4211018616,2.154003205
ros_tale__1_112_250pq__2,2.4285363343,2.058280347
ros_tale__1_112_750pq__1,0.8277596678,2.129774467
ros_tale__1_112_750pq__2,1.4650113262,2.377336985
ros_tale__1_112_750pq__3,1.9790260801000001,2.097904788
ros_tale__3_76_0pq__1,4.6481604112,0.21166051900000002
ros_tale__3_76_0pq__2,5.0664170379,0.239417554
ros_tale__3_76_0pq__3,5.3703301193,0.37258374400000005
ros_tale__3_76_0pq__4,5.2922852619,0.338294643
ros_tale__3_76_250pq__1,4.1186026375,1.115677529
ros_tale__3_76_250pq__2,3.5901365906000002,0.9612283580000001
ros_tale__3_76_750pq__1,4.4918664508,1.535791154
ros_tale__3_76_750pq__2,0.9662341043,0.5539438560000001
ros_tale__7_103_0pq__1,-0.006545393500000001,2.610529956
ros_tale__7_103_0pq__2,-0.41912046880000003,2.84454128
ros_tale__7_103_0pq__3,0.1377318267,2.506226756
ros_tale__7_103_0pq__4,-0.5302934188,2.876394365
ros_tale__7_103_250pq__1,-0.1504463255,2.079660242
ros_tale__7_103_250pq__2,0.20814646650000002,2.222848284
ros_tale__7_103_750pq__1,-0.0161201451,2.4791716790000002
ros_tale__7_103_750pq__2,-0.1377093861,2.530590211
ros_tale__9_77_0pq__1,4.5836540492,1.315894616
ros_tale__9_77_0pq__2,4.7776531576,1.281256451
ros_tale__9_77_250pq__1,3.5308730055,1.22571004
ros_tale__9_77_250pq__2,2.7573971857,1.4174521530000002
ros_tale__9_77_750pq__1,4.5526449154,1.261884427
ros_tale__9_77_750pq__2,4.4574165991,1.08708192
ros_tale__11_83_0pq__1,1.1031589112,2.265412786
ros_tale__11_83_0pq__2,1.5768238959,2.232220957
ros_tale__11_83_250pq__1,1.5345053129,2.325122602
ros_tale__11_83_250pq__2,1.9017149331,2.483173462
ros_tale__11_83_750pq__1,1.7169703184,2.186279371
ros_tale__11_83_750pq__2,2.1877230472,2.447386584
ros_tale__13_87_0pq__1,3.6400632277,1.889922896
ros_tale__13_87_0pq__2,1.9711431022,1.597749281
ros_tale__13_87_250pq__1,4.0027112493,2.249964055
ros_tale__13_87_250pq__2,3.8955535532,2.647265513
ros_tale__13_87_750pq__1,2.9631104076,2.770669474
ros_tale__13_87_750pq__2,3.1369079169,2.707959667
ros_tale__14_27_0pq__1,1.3250840835,1.9759284300000002
ros_tale__14_27_0pq__2,0.8919162829,2.007769118
ros_tale__14_27_250pq__1,0.1347714893,2.60765118
ros_tale__14_27_250pq__2,-0.3867838431,2.405498066
ros_tale__14_27_750pq__1,0.240447035,2.8193772150000003
ros_tale__14_27_750pq__2,1.8014330748,3.056918154
ros_tale__16_28_250pq__1,-0.9039586570000001,-0.022560987
ros_tale__16_28_250pq__2,-1.1284916519000001,-0.02611596
ros_tale__16_32_0pq__1,1.5482979112000002,2.325888092
ros_tale__16_32_0pq__2,1.754512633,2.487878717
ros_tale__16_32_0pq__3,-0.2316263406,-0.141802846
ros_tale__16_32_0pq__4,-0.24204779210000002,-0.061034157000000006
ros_tale__16_32_250pq__1,-0.9584382501,0.33743488600000004
ros_tale__16_32_250pq__2,-0.9377637777000001,0.241648876
ros_tale__16_32_750pq__1,0.14751723190000002,2.063702182
ros_tale__16_32_750pq__2,0.3789846186,2.349860421
ros_tale__17_104_0pq__1,8.7008709275,3.563063854
ros_tale__17_104_0pq__2,8.583236971,3.469211664
ros_tale__17_104_250pq__1,7.4194117369,1.898946381
ros_tale__17_104_250pq__2,7.1033054221,2.5166484909999998
ros_tale__17_104_250pq__3,7.8068030392,2.714247197
ros_tale__17_104_250pq__4,7.2299654835,2.249262929
ros_tale__17_104_750pq__1,7.378030014,2.456478311
ros_tale__17_104_750pq__2,7.2103504115,2.322627862
ros_tale__18_24_250pq__1,0.1469842443,0.460890485
ros_tale__18_24_250pq__2,0.3920825176,0.16718826
ros_tale__18_36_0pq__1,2.946436136,2.127023531
ros_tale__18_36_0pq__2,2.9606955158,2.406331088
ros_tale__18_36_0pq__3,-0.2794496003,-0.169122918
ros_tale__18_36_0pq__4,-0.07333981,-0.27793795400000004
ros_tale__18_36_250pq__1,-0.7944835616,0.442541385
ros_tale__18_36_250pq__2,-0.8675710312,0.478855872
ros_tale__18_36_750pq__1,0.5358556719,1.941410682
ros_tale__18_36_750pq__2,0.3722407193,2.047437565
ros_tale__19_91_0pq__1,5.742301136,2.588284393
ros_tale__19_91_0pq__2,6.2547634117,2.568358821
ros_tale__19_91_250pq__1,6.6605505622,2.411773139
ros_tale__19_91_250pq__2,6.9221267618,2.327253905
ros_tale__19_91_750pq__1,5.875608517,1.8631077020000002
ros_tale__19_91_750pq__2,6.7304758934,2.186762322
ros_tale__19_91_750pq__3,7.2177169976,1.89299038
ros_tale__19_91_750pq__4,8.6526686709,2.191584624
ros_tale__21_97_0pq__1,-1.3141250337,1.075171458
ros_tale__21_97_0pq__2,0.1288668107,1.474141069
ros_tale__21_97_250pq__1,-2.0713264038,2.033531559
ros_tale__21_97_250pq__2,-1.7107908888,2.115014715
ros_tale__21_97_750pq__1,-2.3646216259,2.108281791
ros_tale__21_97_750pq__2,-2.3273865214000002,1.9670734570000001
ros_tale__25_111_0pq__1,3.3112584668,0.7081440290000001
ros_tale__25_111_0pq__2,5.6535359053,1.397201591
ros_tale__25_111_250pq__1,3.0385236605,1.010981548
ros_tale__25_111_250pq__2,5.4009943441,1.494646215
ros_tale__25_111_750pq__1,5.6396273863,1.422086342
ros_tale__25_111_750pq__2,6.9180536971,1.038073357
ros_tale__29_119_0pq__1,6.5576202617,2.069434578
ros_tale__29_119_0pq__2,6.4363009254,2.446635015
ros_tale__29_119_250pq__1,6.7136320475,2.571666675
ros_tale__29_119_250pq__2,5.6336964077000005,2.301331495
ros_tale__29_119_750pq__1,5.8582450912,2.872821961
ros_tale__29_119_750pq__2,5.4749368632,2.931583846
ros_tale__ALE4_0pq__1,-0.6093133517,0.007178872
ros_tale__ALE4_0pq__2,-1.0344341359,-0.055912627000000006
ros_tale__ALE4_250pq__1,1.5975000369,1.372996019
ros_tale__ALE4_250pq__2,1.2510849355,1.38116443
pcoli__atASMT_325G__1,2.4250167283,-0.059545108000000006
pcoli__atASMT_325G__2,2.7048780589,0.08353423900000001
pcoli__bpTDC__1,4.754196667,0.09045457300000001
pcoli__bpTDC__2,5.0621368909,0.14942643
pcoli__BRCA__1,2.5101300346,-0.30490479800000003
pcoli__BRCA__2,2.5273993799,-0.311267336
pcoli__BRCActrl__1,4.2202536671,0.926238839
pcoli__BRCActrl__2,4.9818096208,1.136278916
pcoli__BRCAswap__1,3.4238530523,-0.065118178
pcoli__BRCAswap__2,3.4609316019,0.034413442
pcoli__btAANAT__1,1.9576951168,-0.16240021100000002
pcoli__btAANAT__2,3.1057829275,-0.023748618000000003
pcoli__btASMT__1,1.8301668388999999,-0.13872446300000002
pcoli__btASMT__2,2.0239055043,-0.076929096
pcoli__CC1__1,2.0465760706,0.017108445
pcoli__CC1__2,2.1226892129,0.287719147
pcoli__ccCOMT__1,2.5853695958,0.06768022
pcoli__ccCOMT__2,2.6965248656,0.0416474
pcoli__ckDDC__1,3.606350227,0.44762008700000006
pcoli__ckDDC__2,3.8998223335,0.9271534480000001
pcoli__CNTF_belt__1,1.6698817875,-0.08463063500000001
pcoli__CNTF_belt__2,1.7740424618000001,0.11823963800000001
pcoli__cobPNMT__1,2.2530262708,0.19227704
pcoli__cobPNMT__2,2.0163263227,0.149049477
pcoli__cvPhhB__1,1.8395313253,0.16643132100000002
pcoli__cvPhhB__2,2.6096815912,0.277787671
pcoli__ggAANAT__1,2.4051793628,0.044937568000000004
pcoli__ggAANAT__2,2.6574445914,-0.091254548
pcoli__ggTPH__1,2.4248711111,-0.09642825000000001
pcoli__ggTPH__2,1.784458134,-0.042790941000000006
pcoli__hsAANAT__1,5.5068738931,0.405136955
pcoli__hsAANAT__2,4.2189356341,0.37994442300000003
pcoli__hsASMT__1,3.5032737757,-0.081649182
pcoli__hsASMT__2,3.4100465355000003,0.053983327000000005
pcoli__hsPNMT_mb__1,2.2131827163,0.060458162
pcoli__hsPNMT_mb__2,2.3610354502,0.063383321
pcoli__hsTPH__1,2.1461526499,0.07962160600000001
pcoli__hsTPH__2,2.7130028532,0.024652893000000002
pcoli__hsTPH_E2K__1,3.3928605113,0.48751791400000005
pcoli__hsTPH_E2K__2,3.5816000274,0.8937880340000001
pcoli__hsTPH_E2K_N91I_P99C__1,2.559549163,-0.093648825
pcoli__hsTPH_E2K_N91I_P99C__2,2.4880741304000003,-0.252654523
pcoli__hsTPH_N158trunc__1,4.2192862038,0.834291322
pcoli__hsTPH_N158trunc__2,3.7264504621,0.999037562
pcoli__hsTPH_N174trunc__1,2.5965199845,0.100906507
pcoli__hsTPH_N174trunc__2,3.3251357376,0.43791536000000003
pcoli__hsTPH_Ntermtrunc__1,3.0109262758,0.5710695050000001
pcoli__hsTPH_Ntermtrunc__2,2.1447594981,0.065929349
pcoli__hsTPH1__1,3.1058349507,-0.017272078
pcoli__hsTPH1__2,3.1890423792,-0.061560025000000004
pcoli__MBP__1,1.7142651418,-0.583837993
pcoli__MBP__2,2.4307804372,0.324496302
pcoli__msCOMT__1,1.8720185163,-0.40258629
pcoli__msCOMT__2,1.7792069098,-0.285004348
pcoli__ocAANAT__1,2.4409577706,-0.04540354
pcoli__ocAANAT__2,2.4838225721000002,-0.11310160100000001
pcoli__osTDC_K374H__1,1.9310841372,0.22486523200000003
pcoli__osTDC_K374H__2,2.4069041893,0.12648783800000002
pcoli__osTDC_K374L__1,2.027488214,-0.190048549
pcoli__osTDC_K374L__2,1.915641699,-0.060366741
pcoli__osTDC_K374Q__1,3.1872244402,-0.261922855
pcoli__osTDC_K374Q__2,3.0454951555,-0.11860936200000001
pcoli__osTDC_L360V__1,3.3959514164,-0.034960021
pcoli__osTDC_L360V__2,4.5001200604000005,0.243822328
pcoli__pmTPH__1,1.817341998,-0.267523532
pcoli__pmTPH__2,2.0744311085,-0.07788339
pcoli__RFC__1,1.5667838467,-0.159195513
pcoli__RFC__2,1.2139812105,-0.10669788000000001
pcoli__RFCctrl__1,3.8157325355,0.11122195
pcoli__RFCctrl__2,4.3096013875,0.261428371
pcoli__RFCnopause__1,4.7990068713,0.274176264
pcoli__RFCnopause__2,5.914842291,0.622139274
pcoli__RFCpluspause__1,3.3070949554,0.665338712
pcoli__RFCpluspause__2,3.3634100506999998,0.669123875
pcoli__rnCOMT_sol__1,3.841390432,0.24908489
pcoli__rnCOMT_sol__2,3.158717847,0.24019271700000003
pcoli__rnPNMT__1,2.0526346402,-0.177684329
pcoli__rnPNMT__2,2.2345882120000002,0.11287388200000001
pcoli__rnTDC__1,2.6264638571,-0.18266805700000002
pcoli__rnTDC__2,2.4102749927,-0.128802309
pcoli__rnTDC_trunc__1,1.4779955355,0.11039950300000001
pcoli__rnTDC_trunc__2,2.0691841481,0.34001431200000004
pcoli__saCOMT_T2A__1,2.8114296428000003,0.11643158
pcoli__saCOMT_T2A__2,2.2294744166,0.20164799700000002
pcoli__sfCOMT__1,2.8772331482,-0.11499002600000001
pcoli__sfCOMT__2,2.5814620945,-0.08071489800000001
pcoli__sgAANAT_D63G__1,2.1154236875,0.022471513000000002
pcoli__sgAANAT_D63G__2,1.962184486,0.128824094
pcoli__ssDDC__1,3.3053564326,-0.224356149
pcoli__ssDDC__2,3.8420932999,0.036734528
pcoli__TP53B__1,3.2333078259,0.05324318
pcoli__TP53B__2,2.9817749463,0.13775726200000002
pcoli__WT__1,4.456158762,0.789412086
pcoli__WT__2,4.1962715204,0.8486107730000001
cck__glu_ale4__1,0.049708299000000004,-0.153559686
cck__glu_ale4__2,0.9654130606,-0.686067406
cck__cck_ale1__1,0.4406118043,-0.7626294020000001
cck__cck_ale1__2,0.7549403393,-0.6877347580000001
cck__cck_ale2__1,0.7409672907,-0.744788153
cck__cck_ale2__2,0.09246567730000001,-0.782884452
cck_pgi__gmos_delpgi__1,0.4219223635,-0.86628329
cck_pgi__gmos_delpgi__2,1.2732363768,-0.548234297
cck_pgi__pgi_ale1__1,-2.1145654768,-0.227142644
cck_pgi__pgi_ale1__2,-0.5936476707,-0.567170645
cck_pgi__pgi_ale2__1,-0.08055134480000001,-0.42203928500000004
cck_pgi__pgi_ale3__1,-0.7243375962,-0.29123722300000005
cck_pgi__pgi_ale3__2,-0.8949084437,-0.74695345
cck_pgi__pgi_ale4__1,-0.43197280050000003,-0.22146628000000002
cck_pgi__pgi_ale4__2,0.0241295973,-0.825698079
cck_pgi__pgi_ale4__3,0.5344718641,-0.71141868
cck_pgi__pgi_ale5__1,0.3442144763,-0.6390926180000001
cck_pgi__pgi_ale5__2,0.5297713483000001,-0.8259393070000001
cck_pgi__pgi_ale6__1,1.057246875,-0.67497213
cck_pgi__pgi_ale6__2,0.9366820450000001,-0.9002102030000001
cck_pgi__pgi_ale7__1,1.0005946167,-0.811344705
cck_pgi__pgi_ale7__2,1.4136616129,-1.0538957820000001
cck_pgi__pgi_ale8__1,1.0096425304,-0.607660437
cck_pgi__pgi_ale8__2,1.3107603748,-0.859895158
cck_sdh__gmos_delsdhCB__1,6.1271429794,1.6871684230000001
cck_sdh__gmos_delsdhCB__2,1.4684058284,1.6498020160000002
cck_sdh__sdh_ale1__1,1.917395902,-0.134042368
cck_sdh__sdh_ale1__2,1.6239167873,-0.353663569
cck_sdh__sdh_ale2__1,1.2791549201999999,-0.20333188
cck_sdh__sdh_ale3__1,1.5472245610000002,-0.292469227
cck_sdh__sdh_ale3__2,1.543332741,-0.5245066340000001
cck_sdh__sdh_ale3__3,1.1689806491,-0.65836388
cck_pts__gmos_delptsHIcrr__1,4.9171078809,0.29258602300000003
cck_pts__gmos_delptsHIcrr__2,5.1253486747,0.143376882
cck_pts__pts_ale1__1,3.2693936269,-0.447567339
cck_pts__pts_ale1__2,2.8893054248,-0.49244137200000004
cck_pts__pts_ale2__1,-0.1296157514,-0.078412091
cck_pts__pts_ale2__2,0.2237149772,-0.008176042
cck_pts__pts_ale3__1,3.83182543,-1.50228553
cck_pts__pts_ale3__2,3.7210490893,-1.18119631
cck_pts__pts_ale4__1,-1.0959491446,0.255511506
cck_pts__pts_ale4__2,-1.2063777469,0.31047814300000004
cck_gnd__gmos_delgnd__1,2.9455915565,0.515802496
cck_gnd__gmos_delgnd__2,4.6522912823,0.711963475
cck_gnd__gnd_ale1__1,-0.0177324866,-0.9473406080000001
cck_gnd__gnd_ale1__2,-0.0053421268,-0.750946824
cck_gnd__gnd_ale2__1,0.31799716040000003,-0.7890163990000001
cck_gnd__gnd_ale2__2,0.4372967955,-0.6949816870000001
cck_gnd__gnd_ale3__1,0.36463232360000003,-0.592184642
cck_gnd__gnd_ale3__2,0.5256510405,-0.634805546
cck_tpiA__gmos_deltpiA__1,5.6741739994,-0.33514998700000004
cck_tpiA__gmos_deltpiA__2,4.6876608868,-0.45387304700000003
cck_tpiA__tpiA_ale1__1,4.2638493981,-0.5282877180000001
cck_tpiA__tpiA_ale1__2,4.3328967282,-0.581718516
cck_tpiA__tpiA_ale2__1,6.1565957615,-0.7925495050000001
cck_tpiA__tpiA_ale2__2,6.5151815896,-0.8185817820000001
cck_tpiA__tpiA_ale3__1,4.0638549407,-0.5071874740000001
cck_tpiA__tpiA_ale3__2,4.3152640802,-0.5559437700000001
cck_tpiA__tpiA_ale4__1,4.2494038557,-0.7042717970000001
cck_tpiA__tpiA_ale4__2,4.8380804125,-0.7908181750000001
acid_tale__acid_ale1_pH7__1,-0.1734924448,-0.415319029
acid_tale__acid_ale1_pH7__2,-0.2786987671,-0.39588657400000005
acid_tale__acid_ale1_pH5__1,4.0950802673,2.065421022
acid_tale__acid_ale1_pH5__2,4.7246336285,2.1603511380000002
acid_tale__acid_ale2_pH7__1,-1.1844909607,-0.45299417500000005
acid_tale__acid_ale2_pH7__2,-1.0564659923,-0.484570045
acid_tale__acid_ale2_pH5__1,-1.6129488860999999,-0.023240704
acid_tale__acid_ale2_pH5__2,2.5636372363,0.636448081
acid_tale__low_Mg_ale_pH7__1,-0.13110180870000002,-0.503062761
acid_tale__low_Mg_ale_pH7__2,-0.3647816353,-0.521116437
acid_tale__low_Mg_ale_pH5__1,0.0033518180000000003,0.161766441
acid_tale__low_Mg_ale_pH5__2,-0.2428179226,0.09190956
acid_tale__MES_ale_pH7__1,-0.7584493761000001,-0.37819658700000003
acid_tale__MES_ale_pH7__2,-1.1570307526,-0.40355973100000003
acid_tale__MES_ale_pH5__1,-1.1919216673,0.37038349
acid_tale__MES_ale_pH5__2,-0.1222929331,0.744514599
acid_tale__gmos_pH7__1,-0.4725247554,-0.36638735
acid_tale__gmos_pH7__2,-0.4651375126,-0.272458547
acid_tale__gmos_pH5__1,-0.3713911888,0.19742736
acid_tale__gmos_pH5__2,-0.456788248,0.339952333
adnB__wt_adn__1,-0.4941438225,0.28406815700000004
adnB__wt_adn__2,0.5858208652,-0.249896095
adnB__delydhB_adn__1,1.1934996516,0.22705503200000002
adnB__delydhB_adn__2,0.7611408751000001,0.34589368200000004
ytf2__wt_glc__1,0.1971685562,-0.139460033
ytf2__wt_glc__2,0.5084818187,-0.069539113
ytf2__ybcM_glc__1,0.3164310041,0.155591463
ytf2__ybcM_glc__2,0.6218019192,0.320039403
ytf2__ydhB_glc__1,0.5236731013,-0.304309315
ytf2__ydhB_glc__2,0.2953481309,-0.11870013700000001
ytf2__yfeC_glc__1,-0.4254337053,-0.146408206
ytf2__yfeC_glc__2,0.44195991,-0.23319594200000002
ytf2__yciT_glc__1,-0.0791920328,0.010776509
ytf2__yciT_glc__2,0.28186029690000003,-0.16070298300000002
ytf2__ydiZ_glc__1,0.058811983000000005,-0.025519530000000002
ytf2__ydiZ_glc__2,-0.17219580950000002,0.013281126
ytf2__ynfL_glc__1,0.2642275086,0.067783017
ytf2__ynfL_glc__2,0.4193554085,0.15842798700000002
misc2__dellon_glc__1,2.7636768299,0.9418811410000001
misc2__dellon_glc__2,4.1070890333,0.88048733
ytf3__wt_glc2__1,0.83709165,0.15170275
ytf3__wt_glc2__2,0.7920496906000001,0.161016441
ytf3__wt_pH7_lactate__1,3.5412246316,0.26943513
ytf3__wt_pH7_lactate__2,3.231022117,0.27823083600000004
ytf3__wt_pH55_lactate__1,5.5415508292,0.34380077800000003
ytf3__wt_pH55_lactate__2,5.3968703019,0.25315765500000004
ytf3__wt_pH55_HCl__1,2.0988239315,0.286487904
ytf3__wt_pH55_HCl__2,1.2441811364,0.35111128900000005
ytf3__dyieP_pH7__1,12.2562391573,-6.159665742
ytf3__dyieP_pH7__2,11.9690065151,-6.173777312
ytf3__dyieP_pH55__1,12.5330508238,-6.357137831
ytf3__dyieP_pH55__2,13.0168568949,-6.248392622
