,A,YieP
cstr_pfr__str_1560m__1,0.022856733,0.2426505914
cstr_pfr__str_1680m__1,-0.2736407993,0.252841617
cstr_pfr__str_ref1__1,-0.0632228496,0.0011917594
cstr_pfr__str_ref2__1,0.9919615246000001,0.45891922830000004
cstr_pfr__str_ref3__1,0.4095511928,0.041733611600000005
cstr_pfr__pfr_P5_0005m__1,-0.030779902300000002,0.19529995390000002
cstr_pfr__pfr_P5_0010m__1,-0.5389399662000001,0.21091385340000002
cstr_pfr__pfr_P5_0025m__1,-0.3137760714,0.4700579248
cstr_pfr__pfr_P3_0025m__1,-0.2996141222,0.3123454416
cstr_pfr__pfr_P1_0025m__1,-0.21497134610000002,0.0353449579
cstr_pfr__pfr_P5_0045m__1,-0.6045936510000001,0.4398208551
cstr_pfr__pfr_P5_0120m__1,0.06792337400000001,0.5508790920000001
cstr_pfr__pfr_P3_0120m__1,-0.640050895,0.4683059919
cstr_pfr__pfr_P1_0120m__1,2.7997073327,2.2983334153
cstr_pfr__pfr_P5_0210m__1,0.3673862858,0.4857087445
cstr_pfr__pfr_P5_1500m__1,-1.0677222702,0.275207262
cstr_pfr__pfr_P3_1680m__1,-0.1996936312,0.33493364200000003
cstr_pfr__pfr_P5_1680m__1,-0.3621420596,0.34691281490000003
cstr_pfr__pfr_P1_1680m__1,-0.3008957842,0.267187322
cstr_pfr__str_0005m__2,-0.2203396896,0.3473480209
cstr_pfr__str_0010m__2,-0.0777090141,0.0182893192
cstr_pfr__str_0025m__2,-0.6359936741000001,0.31066968780000004
cstr_pfr__str_0045m__2,-0.6422384438000001,0.5259907822000001
cstr_pfr__str_0075m__2,-0.17272538710000002,0.3586317901
cstr_pfr__str_0120m__2,-0.6686090783,0.4543696742
cstr_pfr__str_0210m__2,-0.08279955680000001,0.3466567991
cstr_pfr__str_0330m__2,0.2425733095,0.5947161047
cstr_pfr__str_1500m__2,-0.7916229861,0.48076807120000004
cstr_pfr__str_1560m__2,-0.46381079480000004,0.4518968789
cstr_pfr__str_1680m__2,-0.3795259352,0.25815941330000003
cstr_pfr__str_ref1__2,0.0632228496,-0.0011917594
cstr_pfr__str_ref2__2,-0.12802246350000002,0.1273306535
cstr_pfr__str_ref3__2,0.31432933300000004,0.06715068490000001
cstr_pfr__pfr_P5_0005m__2,-0.0050849065,0.0460787271
cstr_pfr__pfr_P5_0010m__2,-0.2271041446,0.3972626668
cstr_pfr__pfr_P5_0025m__2,-0.3250013733,0.6085239864
cstr_pfr__pfr_P3_0025m__2,-0.3628392984,0.1821084466
cstr_pfr__pfr_P1_0025m__2,-0.6499537992000001,0.1567513406
cstr_pfr__pfr_P5_0045m__2,-0.8995556789,0.8049585770000001
cstr_pfr__pfr_P5_0120m__2,-0.422209451,0.5215870675000001
cstr_pfr__pfr_P3_0120m__2,-0.3425997982,0.3408066839
cstr_pfr__pfr_P1_0120m__2,0.677040949,0.854829171
cstr_pfr__pfr_P5_0210m__2,0.026646607500000002,0.7394753181
cstr_pfr__pfr_P5_1500m__2,-0.6347926412,0.2026038395
cstr_pfr__pfr_P3_1680m__2,0.3797606315,0.4005161117
cstr_pfr__pfr_P5_1680m__2,-0.5914813511,0.051282381
cstr_pfr__pfr_P1_1680m__2,-0.6082057801,0.0654880888
darobactin__daro_30m__1,2.4098490083,1.1667185597
darobactin__daro_30m__2,0.8211385718,0.3791992589
darobactin__solv_1h__1,1.7349628921,0.7045463873000001
darobactin__solv_1h__2,3.2691063344,0.41419698190000004
darobactin__daro_1h__1,2.6088556966,0.7513601254000001
darobactin__solv_1h__3,2.9378374914,0.48877920620000004
darobactin__daro_1h__2,2.6561724317,1.0030497476
darobactin__daro_1h__3,2.839603242,1.018935429
darobactin__daro_30m__3,0.22560822630000002,0.27886160590000003
darobactin__solv_30m__1,1.230309473,0.3700343003
darobactin__solv_15m__1,-0.4445294195,-0.0348429712
darobactin__solv_15m__2,0.5882474192,0.0347724223
darobactin__daro_15m__1,-0.6545407552,-0.4425628976
darobactin__solv_15m__3,-0.1437179998,7.05489e-05
darobactin__daro_15m__2,-0.8377321976000001,-0.4462926942
darobactin__daro_15m__3,-0.9131653011,0.4124150016
darobactin__solv_30m__2,0.3845733911,0.098446506
darobactin__solv_30m__3,0.8167692722000001,-0.12023576500000001
ddp__pNT3_aroP__1,0.299629487,-0.48454144060000004
ddp__pNT3_aroP__2,-0.8615811161,-0.6929691889
ddp__pNT3_bamC__1,-1.7297775557000001,-1.092727311
ddp__pNT3_bamC__2,-1.754674257,-0.8888112747
ddp__pNT3_cusA__1,-1.6298498068,-0.9595349485
ddp__pNT3_cusA__2,-1.3078210176,-0.8155968149
ddp__pNT3_hemX__1,-1.0417937218,-0.5840914783
ddp__pNT3_hemX__2,-1.4701609444,-0.5113493771000001
ddp__pNT3_empty__1,0.45458380940000004,-0.1112523554
ddp__pNT3_empty__2,-0.45458380940000004,0.1112523554
ddp__pNT3_topA__1,-1.7635100324000001,-1.2992014114
ddp__pNT3_topA__2,-2.8323489095000003,-0.9277299651
ddp__pNT3_yicR__1,-0.734154908,0.2530814024
ddp__pNT3_yicR__2,-1.2478140714000001,0.2701386832
ddp__pNT3_yqjD__1,0.1670268127,0.10397750580000001
ddp__pNT3_yqjD__2,-0.6548920737,-0.116144913
ecomics__del_gabT__1,-0.0787584645,-0.1456024045
ecomics__del_gabT__2,0.0787584645,0.1456024045
ecomics__del_putP__1,0.7621975950000001,-0.061066875900000005
ecomics__del_putP__2,-0.9970857588,0.2614335555
ecomics__del_entF__1,1.4910351582999999,0.3905551785
ecomics__del_entF__2,0.8250184175,0.1467100207
ecomics__del_entF__3,-0.5240912782,-0.1562488605
ecomics__del_cysA__1,0.8964610419,-0.2081515529
ecomics__del_cysA__2,0.539070921,-0.24682278030000002
elyC__wt_21C__1,-2.1355740807,0.45710046070000004
elyC__wt_21C__2,-2.123568239,0.3382355372
elyC__wt_21C__3,-2.2577444314,0.4347374091
elyC__wt_37C__1,-0.006924645300000001,-0.009388547
elyC__wt_37C__2,-0.0435611018,-0.0368971446
elyC__wt_37C__3,0.0504857471,0.046285691600000005
elyC__delelyC_21C__1,-1.9819380554000001,0.2992411699
elyC__delelyC_21C__2,-2.1843562225,0.3818040542
elyC__delelyC_21C__3,-2.2138877402,0.2968505556
elyC__delelyC_37C__1,-0.10989309950000001,0.016927372700000002
elyC__delelyC_37C__2,0.0481133271,0.0650507932
elyC__delelyC_37C__3,0.0910428517,0.0015992430000000002
evo_acid_w__F9_2__1,3.6252396013,-0.4526526632
evo_acid_w__F11_1__1,1.8667106808,-0.045653841800000004
evo_acid_w__F11_1__2,0.9457373342000001,-0.1551162891
evo_acid_w__F11_1__3,1.4638354296,0.1069477838
evo_acid_w__wt__1,-1.8266185123,-0.3477737321
evo_acid_w__F11_2__1,-0.0291440416,0.2819813237
evo_acid_w__B11_2__1,2.8356430424,0.3257301078
evo_acid_w__F11_2__2,4.325272285,0.4949119591
evo_acid_w__wt__2,-0.8981453434000001,-0.4290168592
evo_acid_w__B11_1__1,3.8540033917,1.4088907625
evo_acid_w__H9_1__1,-5.2334954202,-1.481530406
evo_acid_w__H9_2__1,0.6560939716,0.1788253416
evo_acid_w__B11_2__2,3.0929873083,0.6058744068
evo_acid_w__wt__3,-0.2914507398,-0.4987218989
evo_acid_w__H9_2__2,0.0860121227,0.140683012
evo_acid_w__B11_2__3,3.1435353511,0.5673876403
evo_acid_w__F11_2__3,4.1037610046,0.3981101649
evo_acid_w__F9_2__2,3.3647647747000002,-0.3215045606
evo_acid_w__wt__4,0.44402397660000004,-0.2300804978
evo_acid_w__wt__5,1.2854310539,-0.3631341845
evo_acid_w__wt__6,1.4753942352,0.8216864889000001
evo_acid_w__H9_1__2,-5.1644168001,-1.4354136826000001
evo_acid_w__F9_1__1,4.4553884056,-0.4077167914
evo_acid_w__F9_1__2,5.2201251149,-0.39579375910000003
evo_acid_w__B11_1__2,4.6461314096,1.3806978652000002
evo_acid_w__H9_2__3,1.5559202622,0.5905395849
evo_acid_w__wt__7,-2.5314446447,-0.0740393973
evo_acid_w__F9_1__3,4.3812795812,-0.5700603828
evo_acid_w__F9_2__3,3.9282857426,-0.3754932308
evo_acid_w__wt__8,0.7368658604,0.47989342030000004
evo_acid_w__B11_1__3,3.8112645333,1.3901098605
evo_acid_w__wt__9,1.6059441141000002,0.6411866606000001
evo_bz__c3_1_bz__1,0.07267175470000001,0.11863608070000001
evo_bz__c3_1_bz__2,-1.6085211551,-0.0603337916
evo_bz__c3_1_bz__3,0.7777666273,0.2011604516
evo_bz__c3_1_bz__4,1.4982231863,0.0964415736
evo_bz__g5_1_bz__1,-1.8249997911,-1.1666479352
evo_bz__g5_1_bz__2,1.331459859,-0.53825968
evo_bz__g5_1_bz__3,-1.4298045441,-1.0999735238
evo_bz__g5_1_bz__4,-2.6692862811999998,-0.6443222835
evo_bz__g5_1_bz__5,-0.8763105676,-0.2542926672
evo_bz__g5_1_bz__6,-1.354559354,-0.3634527057
evo_bz__w3110d13__1,0.1334351712,-0.2905420986
evo_bz__w3110d13__2,0.1052026997,0.20330703320000001
evo_bz__w3110d13__3,-0.2212256541,0.1397574764
evo_bz__w3110d13__4,0.054736973300000005,0.071025005
evo_bz__w3110d13__5,-0.1895589226,-0.1499128432
evo_bz__w3110d13__6,0.11740973240000001,0.026365427
evo_bz__w3110d13_bz__1,-0.0816081932,-0.293987316
evo_bz__w3110d13_bz__2,-0.7419099267,-0.2873995965
evo_bz__w3110d13_bz__3,0.2815599301,-0.196083901
evo_bz__w3110d13_bz__4,-1.0460653993,-0.377840773
evo_bz__c3_1_bz__5,0.46844418470000004,-0.0739900647
evo_bz__c3_1_bz__6,0.9962849266,-0.057212895300000004
evo_bz__g5_2_bz__1,-3.6083112277,-0.054604897900000005
evo_bz__g5_2_bz__2,-2.7366958418,0.0444149103
evo_bz__g5_2_bz__3,-0.8286819564,0.1508346743
evo_bz__g5_2_bz__4,-0.48452304630000004,0.5315315418000001
evo_bz__g5_2_bz__5,-0.5523782456,0.5105304821000001
evo_bz__g5_2_bz__6,-0.8476420895000001,0.2854021618
evo_bz__w3110d13_bz__5,0.7801607111000001,-0.0563054554
evo_bz__w3110d13_bz__6,0.6814420527,-0.2967812682
evo_bz__a1_1_bz__1,-1.7165643882000001,-0.4111357725
evo_bz__a1_1_bz__2,-0.3980169758,-0.7844523937000001
evo_bz__a1_1_bz__3,-1.6797460884,-0.8817676469
evo_bz__a1_1_bz__4,0.0624785133,-0.6994114127000001
evo_bz__a1_1_bz__5,-3.5756224119,-1.2641825001
evo_bz__a1_1_bz__6,-1.2924031049,-0.8565490938
evo_metab__wt__1,0.9482108657,0.28863002730000004
evo_metab__del_zwf__1,1.5553217577,0.11597059800000001
evo_metab__zwf_ale1__1,1.1693874283,0.4956164174
evo_metab__zwf_ale2__1,2.9848516892,-0.5193732721000001
evo_metab__del_ppk__1,0.19298833910000002,-1.2545794233
evo_metab__ppk_ale1__1,-0.2164010704,-0.8893125556
evo_metab__ppk_ale2__1,1.1632748519,0.0439938052
evo_metab__ppk_ale3__1,1.1068466646,-0.4021692055
evo_metab__del_dapF__1,1.7528495076000001,-0.4855490042
evo_metab__dapF_ale1__1,1.9226883616000001,-0.4278577939
evo_metab__dapF_ale3__1,-0.2375009298,-0.5336660504
evo_metab__del_entC__1,0.025318317400000002,-0.6749738494
evo_metab__entC_ale1__1,0.29204584510000003,-0.64792237
evo_metab__entC_ale2__1,1.7479787930000001,0.412343208
evo_metab__del_dgk__1,-0.0667310461,-0.5390785924
evo_metab__dgk_ale1__1,-0.1687186634,0.1716255691
evo_metab__dgk_ale2__1,0.8992390972000001,0.3948489174
evo_metab__dgk_ale3__1,1.2294425063,-0.49315633010000004
evo_metab__wt__2,-0.11947972250000001,-0.4026585367
evo_metab__del_zwf__2,1.8542344415,-0.9492186239
evo_metab__zwf_ale1__2,0.2774019336,0.08748180480000001
evo_metab__zwf_ale2__2,2.4071721375,-0.5257298377
evo_metab__del_ppk__2,-0.0530510702,-0.3648221813
evo_metab__ppk_ale1__2,0.2236925209,0.5557665286
evo_metab__ppk_ale2__2,-0.34834955230000003,-0.16409628510000002
evo_metab__ppk_ale3__2,-0.042474531600000004,-1.0652979739
evo_metab__del_dapF__2,1.299463203,-1.3157071052
evo_metab__dapF_ale1__2,2.2355954083,-1.3640211463
evo_metab__dapF_ale3__2,1.9296957509000001,-1.1461244235
evo_metab__del_entC__2,-0.5524272107,-0.5990560829
evo_metab__entC_ale1__2,0.0933815568,-0.2048390777
evo_metab__entC_ale2__2,-0.4362983727,0.0506285823
evo_metab__entC_ale3__1,0.0137019076,0.295529023
evo_metab__del_dgk__2,-0.6027144268,-0.1524598599
evo_metab__dgk_ale1__2,0.33015557570000004,0.3830753713
evo_metab__dgk_ale2__2,0.9337059851,-0.12256174980000001
evo_metab__dgk_ale3__2,0.12636555800000002,-0.032026432
evo_metab__wt__3,-0.8287311431000001,0.1140285094
evo_metab__del_zwf__3,-0.2207767656,-1.3468735213
evo_metab__zwf_ale1__3,0.1988190799,-0.0054705416
evo_metab__zwf_ale2__3,1.4523021101,-0.8118281645000001
evo_metab__del_ppk__3,-0.58854561,0.254063574
evo_metab__ppk_ale1__3,-0.1713393534,0.0207496857
evo_metab__ppk_ale2__3,0.2568700404,-0.3287718488
evo_metab__ppk_ale3__3,0.4045561742,-0.2464793867
evo_metab__del_dapF__3,1.1593491358,-1.4746995348
evo_metab__dapF_ale1__3,1.7535222256,-1.7037115601
evo_metab__dapF_ale3__3,1.3717315546,-1.5138863497
evo_metab__del_entC__3,-0.28032606520000003,-0.9821768298
evo_metab__entC_ale1__3,-0.0914259744,0.0682560889
evo_metab__entC_ale2__3,-0.2359586447,-0.38997323230000003
evo_metab__entC_ale3__2,-0.2723892307,-0.9492552525
evo_metab__del_dgk__3,-0.6303936413,-0.4110584729
evo_metab__dgk_ale1__3,-0.6867791477,0.038840919700000004
evo_metab__dgk_ale2__3,0.2218239073,-0.2100929417
evo_metab__dgk_ale3__3,0.5148551246,-0.18903880110000001
flag_reg__wt__1,0.337134906,-0.0485616944
flag_reg__del_fliA__1,-0.1429374963,0.14369934180000002
flag_reg__del_flhC__1,-0.2813353481,-0.056765036000000005
flag_reg__del_flhD__1,-0.3482853231,0.08845012790000001
flag_reg__wt__2,-0.337134906,0.0485616944
flag_reg__del_fliA__2,0.4632078264,0.11516760370000001
flag_reg__del_flhC__2,0.8784940852,0.1751290705
flag_reg__del_flhD__2,-0.2125818508,0.09136276800000001
flgM__27C__1,0.5090387545,0.0076797426
flgM__27C__2,0.0582866726,-0.019806786700000002
flgM__27C__3,-0.1308666151,-0.0699453856
flgM__32C__1,0.9125307856,-0.041016466700000004
flgM__32C__2,-0.2133555338,-0.1002663491
flgM__32C__3,-0.093074642,-0.036579117
flgM__37C__1,-0.3747945845,-0.0441275588
flgM__37C__2,0.0155629444,0.011059482800000001
flgM__37C__3,0.3592316401,0.0330680759
flgM__42C__1,-0.0143139485,-0.26529618250000003
flgM__42C__2,0.2394992936,-0.1675049671
flgM__42C__3,0.99728086,0.1248435628
histone__untreated__1,-0.8611683032,0.0166959121
histone__untreated__2,0.0964894392,-0.0188493125
histone__untreated__3,0.7646788640000001,0.0021534003000000003
histone__10ug_H2A__1,0.9952561593,-0.09950765880000001
histone__10ug_H2A__2,0.48244602280000004,-0.1480065055
histone__10ug_H2A__3,0.8133899715,-0.0375051901
histone__50ug_H2A__1,0.635572137,-0.3078583722
histone__50ug_H2A__2,1.1086540393,-0.4615098178
histone__50ug_H2A__3,1.2520648183,-0.3835393315
histone__100ug_H2A__1,0.8152104816,-0.5465616845
histone__100ug_H2A__2,0.8460907159000001,-0.6215036014
histone__100ug_H2A__3,1.1498799952,-0.6728589051
hns__del_hns_spike__1,1.6833083576,0.42884094910000004
hns__del_hns_spike__2,3.4711666847,0.4809762347
hns__del_hns__1,1.4927267802,0.5299745311
hns__del_hns__2,4.7689296572,0.1022660434
hns__wt_spike__1,1.1718411498,0.5771072674000001
hns__wt_spike__2,-0.9664814509,-0.6862081514
hns__wt__1,1.3116524908,0.6183335782
hns__wt__2,-1.3116524908,-0.6183335782
hns_stpA__evo100G4_delhns_delstpA__1,1.3448729812,-1.1798026351
hns_stpA__evo100G4_delhns_delstpA__2,1.4084599543,-1.6153708342000002
hns_stpA__evo100G12_delhns_delstpA__1,1.7325514803000002,-2.4448770890000002
hns_stpA__evo100G12_delhns_delstpA__2,0.8156501328,-2.1878836654000002
hns_stpA__delhns_delstpA_delrpoS__1,3.6976266374,-1.8530464221
hns_stpA__delhns_delstpA_delrpoS__2,0.8983215059,-2.7939719732
hns_stpA__wt__1,-0.0672616511,0.052299485400000005
hns_stpA__wt__2,0.0672616511,-0.052299485400000005
hns_stpA__delhns_delstpA__1,-1.4458385563,-2.6666509434
hns_stpA__delhns_delstpA__2,-1.2256878447,-2.5762719056
hu__wt_log_pH7__1,-3.1420817668,-2.4056172119
hu__wt_log_pH7__2,-3.7525315622,-1.9534090691000001
hu__wt_log_pH7__3,-2.6859394564,-1.9839212633
hu__wt_lag_pH7__1,-0.39035948400000003,-0.0690326887
hu__wt_lag_pH7__2,-0.8543532589,-0.18438247530000001
hu__wt_lag_pH7__3,1.2447127429,0.253415164
hu__delhupA_lag_pH7__1,-2.1684523663,-0.5938793495
hu__delhupA_lag_pH7__2,-3.422607753,-0.8279497113000001
hu__delhupA_lag_pH7__3,1.2036991199,0.0233399395
hu__delhupB_lag_pH7__1,-0.9705445064,-0.1601792813
hu__delhupB_lag_pH7__2,-1.6670069987,-0.42106123700000003
hu__delhupB_lag_pH7__3,0.3753472733,0.3071598318
hu__delhupAhupB_lag_pH7__1,-3.0193892373,-1.5960432383
hu__delhupAhupB_lag_pH7__2,-2.6163620198,-0.9413215018000001
hu__delhupAhupB_lag_pH7__3,-0.0925498399,-1.1795832568
hu__hupAE34K_hupB_lag_pH7__1,1.1657899371,0.1632269405
hu__hupAE34K_hupB_lag_pH7__2,-2.1714306406,-0.5482056086
hu__hupAE34K_hupB_lag_pH7__3,1.5185916808000002,0.0633593706
hu__hupAE34K_delhupB_lag_pH7__1,-0.5418824122,0.1470679671
hu__hupAE34K_delhupB_lag_pH7__2,-0.9018376886,0.0644721858
hu__hupAE34K_delhupB_lag_pH7__3,0.6170742778,0.1887788751
hu__wt_lag_pH5__1,-3.2178277029,0.7986346947
hu__wt_lag_pH5__2,-5.8103702254,-0.12327152150000001
hu__wt_lag_pH5__3,-5.2393972497,-0.1504129559
hu__delhupA_lag_pH5__1,-5.1553571581,0.4114742059
hu__delhupA_lag_pH5__2,-4.4647862666,0.48514822500000004
hu__delhupA_lag_pH5__3,-5.7508516664,-0.1782334209
hu__delhupAhupB_lag_pH5__1,-6.4219901389,0.052112390200000004
hu__delhupAhupB_lag_pH5__2,-6.5007311026,0.0666514576
hu__delhupAhupB_lag_pH5__3,-5.2079678029,0.027092089000000003
hu__hupAE34K_hupB_lag_pH5__1,-3.681438141,0.601026673
hu__hupAE34K_hupB_lag_pH5__2,-5.1682644728,-0.566916583
hu__hupAE34K_hupB_lag_pH5__3,-5.100041353,-0.4471630782
hu__hupAE34K_delhupB_lag_pH5__1,-5.415630849,-0.5317618058
hu__hupAE34K_delhupB_lag_pH5__2,-4.958431861,0.3189058232
hu__hupAE34K_delhupB_lag_pH5__3,-5.1964580593,-0.419867922
hyperpersistence__low_GFP__1,-0.3595708462,0.9987748270000001
hyperpersistence__wt__1,-0.0627518242,-0.0689377904
hyperpersistence__high_GFP__1,-0.0476851552,1.2222599397
hyperpersistence__pth_mut__1,0.0850079505,-0.20574519330000002
hyperpersistence__pth_mut__2,0.7446690013,-0.49950778560000003
hyperpersistence__metG_mut__1,0.3532770085,-0.2301225477
hyperpersistence__metG_mut__2,0.2895012051,-0.1457069024
hyperpersistence__high_GFP__2,0.5112411615,1.2181260301
hyperpersistence__wt__2,0.0627518242,0.0689377904
hyperpersistence__low_GFP__2,-0.2703301978,1.2508237968
kan_efg__cpxAF218Y__1,4.9265973636,1.0799687796
kan_efg__cpxAF218Y__2,4.7516249032,0.8865741265
kan_efg__cyaAN600Y__1,0.41328739610000004,1.4162157027
kan_efg__cyaAN600Y__2,-1.9585013386,2.1999987067
kan_efg__fusAA608E__1,-1.614022896,-0.4923731009
kan_efg__fusAA608E__2,-0.34572072530000003,0.023157894800000002
kan_efg__fusAA608E_cpxAF218Y__1,1.3158452471,0.3279437474
kan_efg__fusAA608E_cpxAF218Y__2,0.703509244,0.23789104560000002
kan_efg__fusAA608E_cyaAN600Y__1,2.3870329695,0.8022561855
kan_efg__fusAA608E_cyaAN600Y__2,3.209803098,1.2461453907
kan_efg__fusAA608E_rpoDL261Q__1,3.3603795369,0.4068614084
kan_efg__fusAA608E_rpoDL261Q__2,-0.037630573800000004,-0.1901518889
kan_efg__fusAA608E_topAS180L__1,-1.0890587109,0.3485469639
kan_efg__fusAA608E_topAS180L__2,-0.6238193007,0.1729970443
kan_efg__rpoDL261Q__1,2.0109194096,0.5328056819
kan_efg__rpoDL261Q__2,3.5380635958,0.5284643805
kan_efg__wt__1,-1.2340933272,-0.2551655007
kan_efg__wt__2,1.2340933272,0.2551655007
lrp__wt_min_log__1,0.0294017285,-0.0764024348
lrp__wt_min_log__2,-0.0294017285,0.0764024348
lrp__wt_min_trans__1,2.9678134335,0.1945526152
lrp__wt_min_trans__2,6.1971391144,0.3858206226
lrp__wt_min_stat__1,3.3857651321,-0.6685368156
lrp__wt_min_stat__2,3.4549462943,-0.8308837372000001
lrp__wt_liv_log__1,-0.7641719824000001,0.3235253104
lrp__wt_liv_log__2,-0.7977723366,0.127247514
lrp__wt_liv_trans__1,1.8207142834,0.3772546835
lrp__wt_liv_trans__2,1.0740328906,0.0575421261
lrp__wt_liv_stat__1,2.9971253776,-0.9393817552
lrp__wt_liv_stat__2,2.9893758441,-0.9335380019
lrp__wt_rich_log__1,1.0824327315,0.0738558388
lrp__wt_rich_log__2,0.7333344199,-0.0400554601
lrp__wt_rich_trans__1,4.7785815045,0.7942763412
lrp__wt_rich_trans__2,3.7574065109,0.7790335185
lrp__wt_rich_stat__1,4.5415929953,-0.48533878080000004
lrp__wt_rich_stat__2,1.8434286906000001,-0.059363528400000004
lrp__dellrp_min_log__1,-0.8180616220000001,0.1735985451
lrp__dellrp_min_log__2,-1.4671248169,0.1792637209
lrp__dellrp_min_trans__1,2.0975892854,0.37417432370000003
lrp__dellrp_min_trans__2,3.393894205,0.5115372546
lrp__dellrp_min_stat__1,3.7162087218,-0.6951756473
lrp__dellrp_min_stat__2,3.1361632334,-1.1615997662
lrp__dellrp_liv_log__1,-0.9349887723,0.1228132459
lrp__dellrp_liv_log__2,-0.5112918476,0.2498052682
lrp__dellrp_liv_trans__1,0.5962425761,0.6522816865000001
lrp__dellrp_liv_trans__2,0.8594699481,0.2764768426
lrp__dellrp_liv_stat__1,2.7854246557,-1.1705710394
lrp__dellrp_liv_stat__2,3.1140998668,-0.7568252364
lrp__dellrp_rich_log__1,0.9268891763,0.1409622956
lrp__dellrp_rich_log__2,0.9887981021000001,0.0075291217
lrp__dellrp_rich_trans__1,3.4809047765,1.0060470265
lrp__dellrp_rich_trans__2,4.4997472794,0.6594652987
lrp__dellrp_rich_stat__1,2.8728107736,-0.7275953483
lrp__dellrp_rich_stat__2,1.719594268,-0.6176311775000001
mazF_circuit__t0__1,0.30582115860000003,-0.0217344927
mazF_circuit__t2__1,0.32760835580000003,-0.5064933423
mazF_circuit__t4__1,1.6736737110000002,0.4162262108
mazF_circuit__t6__1,2.5961053819,1.4191745763
mazF_circuit__t8__1,3.13379389,1.2944392235
mazF_circuit__t0__2,-0.30582115860000003,0.0217344927
mazF_circuit__t2__2,2.0456051703,0.3138717274
mazF_circuit__t4__2,1.8113532476,0.8846521700000001
mazF_circuit__t6__2,3.7583807261,0.8425148141000001
mazF_circuit__t8__2,2.0353800905,1.4320861036
mazF_ribo__emptyvec_mrna_5m__1,-0.2024790883,0.017804206200000002
mazF_ribo__emptyvec_mrna_5m__2,0.2024790883,-0.017804206200000002
mazF_ribo__mazF_mrna_5m__1,0.8952953076,1.6208776020000002
mazF_ribo__mazF_mrna_5m__2,0.9092489989,1.8980808104
mazF_ribo__emptyvec_total_5m__1,-2.8859612563,-0.7302836605
mazF_ribo__emptyvec_total_5m__2,-0.2655581003,-0.48595913900000004
mazF_ribo__mazF_total_60m__1,3.0482545017,-2.0784384299
mazF_ribo__mazF_total_60m__2,2.5041179683,-0.8391076491
mercury__ctrl_t00__1,-0.3887756835,0.2026936788
mercury__ctrl_t10__1,0.1707690454,0.7796103494000001
mercury__ctrl_t30__1,1.0988146964,1.194733228
mercury__ctrl_t60__1,2.3942181625,1.3883300807
mercury__hg_t10__1,2.3683495412,1.6431227553999999
mercury__hg_t30__1,1.4790626346,1.4095594222
mercury__hg_t60__1,1.2410373805,1.2482491255000001
mercury__pma_t10__1,4.0901510156,1.07515141
mercury__pma_t30__1,5.9054209622,1.2686863072999999
mercury__pma_t60__1,1.6826130499,0.4339090835
mercury__ctrl_t00__2,0.2237873608,-0.0391806272
mercury__ctrl_t10__2,1.0172407638,0.47309288790000004
mercury__ctrl_t30__2,2.1512356985,1.3717036775
mercury__ctrl_t60__2,4.253246633,1.4530155095000001
mercury__hg_t10__2,1.6736756227,1.5234243385
mercury__hg_t30__2,1.4785914328,1.3662887924
mercury__hg_t60__2,0.44795519240000004,-0.2510745269
mercury__pma_t10__2,4.0070840759,1.1062524142
mercury__pma_t30__2,5.6727663613,1.2029445695
mercury__pma_t60__2,1.2124025327,0.46826707840000004
mercury__ctrl_t00__3,0.1649883227,-0.16351305160000001
mercury__ctrl_t10__3,0.4273656227,0.28443130910000003
mercury__ctrl_t30__3,2.4759252473,1.3140673789
mercury__ctrl_t60__3,4.0018001046,0.9965247318
mercury__hg_t10__3,3.094635649,1.6333814343
mercury__hg_t30__3,2.1240503531,1.2744677573
mercury__hg_t60__3,1.5640288967,0.2916672913
mercury__pma_t10__3,3.8541079985,1.1820933125
mercury__pma_t30__3,5.4994815181,1.1339070139
mercury__pma_t60__3,1.2242031728,0.7843620393
ml_abx__az_lolcde__1,-0.35784727790000004,-0.0144826972
ml_abx__az_lolcde__2,-1.2211191836,-0.4226024051
ml_abx__az_lolcde__3,-0.8657928783000001,-0.3810378606
ml_abx__b01__1,3.5220516232,0.19058768110000002
ml_abx__b01__2,2.9421610082000003,0.21609044260000002
ml_abx__b01__3,3.4102159103,-0.0802477114
ml_abx__cro__1,0.2881769588,0.3828022162
ml_abx__cro__2,-0.7208734971,-0.39785674790000003
ml_abx__cro__3,-0.4654286065,-0.5554737134000001
ml_abx__chl__1,-0.4701950794,-1.3363754074
ml_abx__chl__2,1.1859442419,-1.0514825998
ml_abx__chl__3,1.2419638151,-1.1735155678
ml_abx__cip__1,-0.6534127258,0.41344201150000004
ml_abx__cip__2,-1.7264217815,0.0750485438
ml_abx__cip__3,-1.8049729772,-0.3374026162
ml_abx__clr__1,-0.9807375991,-0.0786607679
ml_abx__clr__2,1.384810005,0.1493483743
ml_abx__clr__3,2.7477775264,0.1417958533
ml_abx__cst__1,-0.43328297800000004,0.4565285747
ml_abx__cst__2,-1.6008892169,-0.0432000649
ml_abx__cst__3,-0.7005209168000001,-0.3481617001
ml_abx__ctrl__1,0.7149353994000001,0.44138170400000004
ml_abx__ctrl__2,0.3583661523,0.48096577640000004
ml_abx__ctrl__3,-0.7925983093000001,0.12396362
ml_abx__ctrl__4,-0.7735310647,-0.0349716271
ml_abx__ctrl__5,-0.0951681719,-0.4661084084
ml_abx__ctrl__6,0.5879959942,-0.5452310650000001
ml_abx__dox__1,-1.001140785,-1.2639880349000001
ml_abx__dox__2,0.8881281014,-1.1705101301
