,A,MraZ,LexA,PdhR
fur__wt_dpd__2,2.8419269525,1.2085137435,-0.214367161,0.5117209730000001
fur__wt_fe__1,0.0132830291,-0.015540801500000001,-0.02936671,-0.39308108900000005
fur__wt_fe__2,-0.2388696877,0.1189721465,-0.14031837700000002,-0.349306495
fur__delfur_dpd__1,2.2641180835,0.7714299445,0.08561924600000001,0.481353731
fur__delfur_dpd__2,2.4132394369,1.1367963615,-0.023741448000000002,0.6873811950000001
fur__delfur_fe2__1,-0.0702226354,0.21220784950000002,0.7720563810000001,-0.20407438200000003
fur__delfur_fe2__2,0.21376097970000002,0.0945839195,0.813378406,-0.21128722100000003
acid__wt_ph5__1,1.9581236402000002,0.45828680650000003,0.38032570400000004,-0.297045391
acid__wt_ph5__2,2.1218013428,0.6677804255,0.348725753,-0.311904088
acid__delgadx_ph5__1,2.1652879027,0.8474426585,0.293206026,-0.326083807
acid__delgadw_ph5__1,1.399513822,0.7904639345000001,0.38179894600000003,-0.34906235500000005
acid__delgadw_ph5__2,1.9700473934,0.5576248035,0.43227302500000003,-0.42781822900000005
acid__delgade_ph5__1,1.8347811740000002,0.6207584745,0.437416356,-0.260539318
acid__delgade_ph5__2,1.7647442244,0.6479523435,0.404617153,-0.354291301
oxidative__wt_pq__1,3.7292616006,1.0620887285,0.49994803200000004,-0.457837302
oxidative__wt_pq__2,3.6857220724,0.9045318585000001,0.5775653350000001,-0.47875083900000004
oxidative__deloxyr_pq__1,3.192567968,1.2204894625,1.021489515,-0.709217136
oxidative__deloxyr_pq__2,3.2380715397,1.1921129475,0.9797986340000001,-0.635146658
oxidative__delsoxr_pq__1,4.3957447244,1.0701218695,0.266423373,-0.699666961
oxidative__delsoxr_pq__2,5.0259230236,1.1637871995,0.250505101,-0.762532084
oxidative__delsoxs_pq__1,3.5084831474,1.2836148205,0.623354929,-0.873888734
oxidative__delsoxs_pq__2,4.085063136,1.2329542125,0.707997938,-0.9755214550000001
nac_ntrc__wt_csn__1,0.6442616984,0.5122501645,-0.154831606,-0.034281075
nac_ntrc__wt_csn__2,0.8585464929000001,0.47918035550000004,-0.037830056,-0.107742839
nac_ntrc__wt_cytd__1,0.9934884514000001,0.1825422045,-0.046203793,-0.10149343200000001
nac_ntrc__wt_cytd__2,1.278658566,0.2085900535,0.028842067000000002,-0.32041271200000004
nac_ntrc__wt_gln__1,1.6098852759,0.3681011585,0.13863147,0.286259751
nac_ntrc__wt_gln__2,1.2937246336000001,0.49115197450000003,0.132307921,0.151075181
nac_ntrc__bw_delnac_csn__1,0.8656507289,0.5777222765000001,0.519842412,-0.42536776800000003
nac_ntrc__bw_delnac_csn__2,2.9906992452,0.6625962765,0.8859906380000001,-0.20802858600000002
nac_ntrc__bw_delnac_cytd__1,3.2101719108,0.5157757385,0.329731738,-0.32793236400000003
nac_ntrc__bw_delnac_cytd__2,2.6419227069,0.4041214945,0.23508187300000002,-0.331221871
nac_ntrc__bw_delnac_gln__1,4.2819169965,0.8224925905,0.386403861,-0.040888055
nac_ntrc__bw_delnac_gln__2,3.8579153159,0.6990312875,0.44387907800000004,0.0760518
nac_ntrc__bw_delnac_nh4__1,2.2862134581999998,0.3792977045,0.466202382,-0.11536692700000001
nac_ntrc__bw_delnac_nh4__2,2.0422573113,0.2435705605,0.377652392,-0.131267398
misc__wt_no_te__1,3.218278448,0.4673782045,0.129298707,-0.724696478
misc__wt_no_te__2,2.7169409276,0.2969800885,0.132464737,-0.40118576100000003
misc__bw_delcbl__1,2.5774056632,0.7924933105,-0.028659463000000003,-0.15397062
misc__bw_delcbl__2,2.7533508494000003,0.7972880205,0.08888201,-0.105016302
misc__bw_delfabr__1,2.0871343047,0.5745615105,0.07453646,-0.004561769
misc__bw_delfabr__2,2.4043226654,0.5939360815,0.030743079000000003,-0.045542941
misc__bw_delfadr__1,2.597798278,0.7112939825,0.170421697,-0.085391515
misc__bw_delfadr__2,2.7615902264,0.7004819985,0.09827706700000001,-0.22761072200000002
misc__nitr_031__1,2.1222370649,0.1433816185,0.21299631600000002,-0.250583428
omics__wt_glu__1,-0.5996768519,0.1089223035,-0.24221314,0.06452674600000001
omics__wt_glu__2,0.7202813023,0.3977366525,0.12915168400000002,0.18223065
omics__wt_gly__1,0.1721857527,-0.3068414035,-0.166827881,0.103512423
omics__wt_gly__2,0.2950409238,-0.3369142095,-0.1318801,-0.068761445
omics__wt_thr__1,-2.3713060743,0.4429196235,0.223683029,-0.9391882020000001
omics__wt_thr__2,-1.7291539561,0.33622010750000003,-0.07348668900000001,-1.457824235
omics__bw_ac__1,1.1180699831,1.1154773505,0.22774449700000002,-0.388006059
omics__bw_ac__2,1.4885115741,1.1068034545,0.211605544,-0.39242139600000003
omics__bw_fum__1,3.4237301573,0.9264039845,0.546898325,0.31977420500000003
omics__bw_fum__2,4.02456742,1.0096121225,0.725671469,0.42238204500000004
omics__bw_glc__1,5.1328139699,1.3082488405000001,0.74578795,0.062792558
omics__bw_glc__2,4.9287130455,1.3015613775000001,0.686151328,-0.021043047000000002
omics__bw_pyr__1,3.1450620092,1.0938387245,0.7319395190000001,1.9707059550000001
omics__bw_pyr__2,2.9208234067000003,1.1069963645,0.8472807950000001,1.936045304
ompr__wt_nacl__1,2.713895313,0.6792772695,-0.260087299,-0.201235614
ompr__wt_nacl__2,2.8059286328,0.36351190450000004,-0.31873032500000004,-0.139287985
ompr__bw_delompr_nacl__1,2.3279772681,0.1518074855,-0.208230463,-0.517795405
ompr__bw_delompr_nacl__2,2.4979054633,0.2332628735,-0.230307795,-0.39214284200000005
minspan__wt_ade__1,0.0389979744,0.1239320035,0.8060344700000001,-0.09057951800000001
minspan__wt_glc__1,0.0710231647,-0.47051983550000004,-0.043401208000000004,-0.103345219
minspan__wt_glc__2,-0.3020611548,-0.4498050575,-0.0470162,-0.257543374
minspan__wt_glc__3,0.0893314565,-0.36751581850000004,-0.172128197,-0.37063785600000004
minspan__wt_glc_anaero__1,0.5245539158,-0.48979575350000004,-0.145669715,-1.44621782
minspan__wt_glc_anaero__2,1.1651612158,-0.09362350650000001,0.255293161,-1.157033806
minspan__wt_trp__1,-1.0450165531,-0.1815733115,0.384095878,-2.865476355
minspan__bw_delcra_glc__1,0.3744125183,-0.2054372475,0.51528693,-2.943334047
minspan__bw_delcra_trp__1,-0.5996142656,-0.09549674650000001,0.407775875,-3.076467355
minspan__bw_delmntr__1,0.5431463781,-0.18899350650000002,0.5159500850000001,-1.7770054540000002
minspan__bw_delnac_ade__1,-0.0451424571,-0.1363494475,0.181524394,-0.559075934
minspan__bw_delnac_glc__1,-0.20181183290000002,-0.2585732525,0.03689676,0.621589324
cra_crp__wt_ac__1,-1.6398872338000001,-0.1606583085,-0.35267482,-0.525702854
cra_crp__wt_ac__2,-1.6307801292000002,-0.1560984505,-0.521841821,-0.538083434
cra_crp__wt_fru__1,-0.8534602811,-0.1380476455,-0.046636493,-0.11232684500000001
cra_crp__wt_fru__2,-0.9813804917000001,0.031815064500000004,-0.020076091,-0.09817233
cra_crp__delcra_ac__1,-0.6307568206,0.1698792965,0.366867853,-1.00686102
cra_crp__delcra_ac__2,-0.3862722793,0.0052337865,0.310384533,-0.9991410660000001
cra_crp__delcra_fru__1,2.7269396468,0.4379443995,0.44602959200000003,0.260383686
cra_crp__delcra_fru__2,2.5579404029,0.40990862850000004,0.375054296,0.192564855
cra_crp__delcra_glc__1,1.5974672189999999,0.5003991555,0.385415422,-0.10144881600000001
cra_crp__delcra_glc__2,1.806298021,0.3580976585,0.395094461,-0.141349147
rpoB__wt_031__1,-1.0167108492,-0.2368564165,0.4527371,-1.017922743
rpoB__wt_044__1,1.5060193070999999,0.21451470350000001,0.21120409999999998,-0.308965633
rpoB__wt_lb__1,0.7062340930000001,0.0195423765,0.115861082,-1.75095554
rpoB__wt_lb__2,1.2439831527,-0.2566075795,0.10519502400000001,-1.774719565
rpoB__rpoBE546V_031__1,-0.1145472413,0.0710690945,0.32253442400000004,-0.8199488580000001
rpoB__rpoBE546V_044__1,-0.2090423419,-0.0320889825,-0.146852544,-0.42890291100000005
rpoB__rpoBE546V_lb__1,3.9052461944,0.27902510350000004,0.602168711,-0.6087523020000001
rpoB__rpoBE546V_lb__2,3.1410737448,0.3430093045,0.546239848,-0.51266319
rpoB__rpoBE546V_glc__1,0.9307326444,0.1756045725,-0.009141701,0.026276332000000003
rpoB__rpoBE672K_glc__1,3.4877937109,-0.2208097305,0.311997603,0.022425782000000002
rpoB__rpoBE672K_glc__2,3.0905381027,-0.0627234955,0.37878193200000004,0.212855711
rpoB__rpoBE672K_lb__1,2.493114529,-0.2369987315,0.30155813800000003,0.319954736
rpoB__rpoBE672K_lb__2,2.1512112433,-0.20109577150000002,0.345624941,0.38965814600000004
crp__wt_fru__1,-0.0424553788,-0.0812134405,0.41094120700000003,-0.032701140000000004
crp__wt_glyc__1,-0.1891521777,-0.3662226175,0.295248667,-0.5084280800000001
crp__wt_glyc__2,-0.1999156535,-0.1950017035,0.280580433,-0.405594972
crp__delar1_glyc__1,3.7057784449,0.6475506335,0.6545104930000001,-3.127014431
crp__delar1_glyc__2,3.9202638208,0.5134071995,0.766889661,-3.8436888590000002
crp__delar1ar2_glyc__1,3.6107823967,0.36577603950000004,0.217225936,-1.016586504
crp__delar1ar2_glyc__2,3.7423361256,0.2730537235,0.284224517,-0.895830247
crp__delar1ar2_glyc__3,3.318610878,0.33478528750000003,0.275837196,-0.829477012
crp__delar2_glyc__1,0.6744731853,-0.052974136500000005,0.6777386360000001,-3.958226429
crp__delar2_glyc__2,0.619916759,-0.0873592775,0.529434943,-4.231994271
crp__delar2_glyc__3,1.171230724,0.0136411725,0.631846176,-4.5432915529999995
crp__delcrp_fru__1,3.6984667251000003,0.5494774525,0.210532459,-0.736886252
crp__delcrp_fru__2,3.9346874055,0.6394355075,0.134736461,-0.863483387
crp__delcrp_fru__3,3.680643571,0.5792195665000001,0.162243928,-0.8450574620000001
crp__delcrp_glc__1,4.5657563819,0.44910761050000003,0.142282562,-0.89865973
crp__delcrp_glc__2,4.47803516,0.5972197165,0.19953783200000003,-0.92614951
crp__delcrp_glc__3,3.8686942558,0.5789148715,0.196619929,-0.884908311
crp__delcrp_glyc__1,4.4901644434,0.2975934235,0.056121277000000004,-0.5202971160000001
crp__delcrp_glyc__2,4.4215368528,0.5168347525,-0.00044538900000000003,-0.537574407
crp__delcrp_glyc__3,4.0481984977,0.3829499475,0.112471547,-0.510853515
glu__glu_ale3__1,2.9264717953,0.8362090095,2.138995332,-2.312111833
glu__glu_ale4__1,2.0945467694,-0.2971110495,0.569862261,0.6054965330000001
glu__glu_ale5__1,2.3408303946,-0.1856397665,0.336825717,0.47653446600000005
glu__glu_ale6__1,1.5206187167,-0.4327409875,0.21949732100000002,0.31308926200000003
glu__glu_ale8__1,2.6868156584,0.8288168545,1.417474474,-2.388974876
glu__glu_ale9__1,1.6725372527,0.39572490050000003,1.265055409,-1.391385412
glu__glu_ale10__1,2.7899508415,0.6763855985,1.648543177,-2.380753987
42c__wt_42c__1,3.3566524039,0.1469274345,0.24803977900000002,0.5160822420000001
42c__42c_ale1__1,3.0586688549,0.24407528950000001,0.98668652,-2.040921134
42c__42c_ale2__1,4.1201485134,0.7165341955,0.34133721300000003,-0.23655378900000001
42c__42c_ale3__1,3.7999691292,0.8184927525,0.314313954,0.515202438
42c__42c_ale4__1,1.7627636047,0.9344404585,0.800422869,-2.280331935
42c__42c_ale5__1,2.002836639,0.4535515075,-0.005749555,-0.012643003000000002
42c__42c_ale6__1,5.5572171390000005,0.6827642595,1.458128533,-5.02955347
42c__42c_ale8__1,4.170674812,1.0473233705,1.18683393,-2.982538775
42c__42c_ale9__1,3.4788985820000002,0.2091025025,0.205305241,0.312500951
42c__42c_ale10__1,2.1472954642,0.7393358405,1.039494442,-3.55566022
ssw__wt_ac__1,0.6878095156,0.48666673650000003,-0.44379989400000003,-1.680577916
ssw__wt_glc__1,-0.7304015551,-0.3451010895,-0.257701041,-0.7518898970000001
ssw__wt_glyc__1,1.4311485127,-0.3387474395,0.955905148,-0.042397767
ssw__wt_xyl__1,0.512126944,-0.1592500415,1.227251203,-1.207930679
ssw__glc_ale1__1,1.329525461,0.22308921550000002,0.248271554,0.130216027
ssw__glc_ale2__1,1.8760510771,0.5964874195000001,0.5967927660000001,-2.02569111
ssw__glc_ale3__1,2.282126821,0.3090230265,0.966864783,-1.8397629850000001
ssw__glyc_ale1__1,2.3655844994,0.2364229435,0.319625512,0.5207037290000001
ssw__glyc_ale2__1,2.1865132812,0.3417661645,0.796784559,-2.484053839
ssw__xyl_ale1__1,0.8673668376,0.9805372395,0.6816533880000001,0.48066751
ssw__xyl_ale2__1,1.2711063016,0.7062371385,0.830536084,0.8242152650000001
ssw__xyl_ale3__1,0.7661115229000001,0.6091156435,0.443017985,0.364211679
ssw__glc_ac_ac2__1,1.4028011106,0.3062881605,1.121833862,-3.558344767
ssw__glc_ac_glc1__1,1.706985156,0.9295664005000001,0.49414568200000003,0.595155249
ssw__glc_glyc_glc__1,1.5070492422,0.4434718575,0.844470767,-1.071632177
ssw__glc_glyc_glyc__1,-0.2340316989,-0.1292828705,0.784991573,-0.888787671
ssw__glc_xyl_glc__1,1.4538806916,0.3986981365,0.565207747,-0.459066719
ssw__glc_xyl_xyl__1,0.9607732908000001,0.1786497825,0.273815757,-0.262134138
ica__wt_glc__1,0.2819513128,-0.2801443715,-0.10431765300000001,-0.749749218
ica__wt_glc__2,0.19709166350000001,-0.3240796735,-0.18973378700000001,-0.7010893140000001
ica__wt_glc__3,2.8980443571,0.1480308105,0.44814287700000005,-0.768398315
ica__wt_glc__4,1.5152171507999999,0.15135503150000001,0.040452793,-0.9456379290000001
ica__arg_sbt__1,-0.43164375720000003,-1.0142271825,-0.32879255100000004,-0.530903741
ica__arg_sbt__2,-0.0085624489,-0.9183236025,-0.08562074,-0.276519326
ica__cytd_rib__1,0.0411642251,-0.20624095250000002,0.017440852,-1.810975086
ica__cytd_rib__2,-1.0031807469,-0.23197940250000001,0.181738364,-1.892201043
ica__gth__1,-2.3793729143,-0.2114419645,0.337505357,0.671924407
ica__gth__2,-1.9076373442,0.0165295975,0.7988606260000001,0.421712148
ica__leu_glcr__1,-0.7056752606000001,-0.3285236655,0.06626314400000001,0.996743311
ica__leu_glcr__2,-0.9919465569,-0.5146441545,0.00609205,0.9512901060000001
ica__met_glc__1,-0.4269650192,-0.7544712585000001,-0.219214712,-0.8382596470000001
ica__met_glc__2,-0.0661358044,-0.5144022475,-0.30131531300000003,-0.9668830110000001
ica__no3_anaero__1,0.7301895409,-0.10995344550000001,-0.039481016,-1.037477432
ica__no3_anaero__2,0.8021588444000001,-0.0099293815,0.051303718000000005,-0.9851898990000001
ica__phe_acgam__1,-0.31389555550000003,-0.5626467615,-0.360789809,-0.354140715
ica__phe_acgam__2,0.1432923671,-0.6750727425,-0.331449482,-0.31635982
ica__thm_gal__1,-0.5717697152,-0.2766021605,-0.136682182,-1.113765848
ica__thm_gal__2,-0.1206116618,-0.2924077055,-0.155525518,-0.9440158620000001
ica__tyr_glcn__1,-0.074916301,-0.7032676845,-0.118423813,0.97122368
ica__tyr_glcn__2,-0.5587119865,-0.7250396525,-0.090532898,1.050631621
ica__ura_pyr__1,0.2250120969,-0.0970647915,-0.08518930100000001,0.163569034
ica__ura_pyr__2,0.07521227850000001,-0.28296531350000004,0.060517396,0.872596408
ica__wt_glc__5,0.6667206646,-0.0049229395,0.261641406,-0.536646482
ica__wt_glc__6,0.85198189,0.0390515605,0.061571352,-0.620304387
ica__bw_delpurR_cytd__1,3.1603317904,0.6297876195000001,0.233257493,-0.33453249100000004
ica__bw_delpurR_cytd__2,3.2248232966,0.8125851405000001,0.673055511,0.061985462000000005
ica__ade_glc__1,2.963935982,0.5891066385,0.5989023800000001,-0.026571177
ica__ade_glc__2,2.5660774136,0.5174080385000001,0.23156567300000003,-0.248702689
ytf__wt_glc__1,0.7592571837000001,0.42186404450000003,0.267610614,-0.527811268
ytf__wt_glc__2,-0.0746691433,0.7776333975,0.46722675300000005,-0.94009765
ytf__delyafC__1,0.7673856996,0.7197044455,0.33480474600000004,-2.29715568
ytf__delyafC__2,0.5580775066,0.5514626445,0.44875549000000003,-2.16231755
ytf__delyeiE__1,0.5713219321,0.5636294055000001,0.272913477,0.26891713100000003
ytf__delyeiE__2,1.2785324589,0.41925414650000004,-0.005306504,0.037812604
ytf__delyiaJ__1,0.6585181913,0.6940536355,0.31721612200000004,-2.461437255
ytf__delyiaJ__2,0.7701260526,0.6275372495,0.31049819100000003,-2.138384469
ytf__delyieP__1,-0.0263669196,0.7985773765,0.563174283,-1.864297304
ytf__delyieP__2,0.7097109853,0.8147905945,0.49022772900000006,-1.7261591840000001
ytf__wt_ph5__1,0.0838220147,0.32544193050000003,-0.10050463300000001,-0.5507407430000001
ytf__wt_ph5__2,0.046654311600000005,0.5000011205,-0.16506662800000002,-0.422834837
ytf__wt_ph8__1,1.2866730662,0.18078494450000002,0.040745677,-0.795913442
ytf__wt_ph8__2,1.4082127696,0.2239380225,0.064948504,-0.7453301950000001
ytf__delybaO__1,0.6715761335,0.6027154405,0.251752975,-2.263317002
ytf__delybaO__2,-0.2580325841,0.7103187645,0.460181881,-2.324673142
ytf__delybaQ__1,0.7127337839,0.2548575545,0.004748924000000001,-0.41909880200000005
ytf__delybaQ__2,0.6414898247,0.2437063945,0.115198535,-0.39352652400000004
ytf__delybiH__1,0.7218703364,0.6293055955,0.631183088,-2.023556134
ytf__delybiH__2,1.2868764766,0.7215624665,0.70274105,-2.566578347
ytf__delydcI_ph5__1,0.3355979912,0.3024023825,-0.132244253,-0.5856428840000001
ytf__delydcI_ph5__2,-0.0800775396,0.19712482550000002,-0.133309646,-0.622365169
ytf__delydcI_ph8__1,1.1822457241,0.1136908075,-0.0046146500000000005,-0.66611771
ytf__delydcI_ph8__2,0.1722511955,0.031693464500000004,0.12384775,-0.791099136
ytf__delyddM__1,1.1708741084,0.5149070615,0.139827888,-0.496892702
ytf__delyddM__2,1.521058607,0.4539986635,0.17684211100000002,-0.617469516
ytf__delyheO__1,0.7964638538000001,0.47953567350000004,0.27467540500000004,-2.689296058
ytf__delyheO__2,0.0096716367,0.3915828525,0.493187474,-2.476333394
fps__bw_glc__1,0.667123981,-0.11243156750000001,0.152042967,-0.373094046
fps__bw_glc__2,0.8440362301000001,-0.0893786045,-0.035456743,-0.635333437
fps__fps_thrA_ale1__1,0.9289397507,0.1499932455,0.249458385,-0.728702261
fps__fps_thrA_ale1__2,0.5228384681,-0.017858784500000002,0.097132093,-0.998921644
fps__fps_thrA_ale2__1,0.1262154285,0.11082093450000001,-0.041482729,-1.034767433
fps__fps_thrA_ale2__2,0.0602071621,0.0129771315,0.11332959100000001,-0.9729484460000001
fps__fps_serB_ale1__1,1.3708253447,0.19877974950000002,0.137495958,-1.205482094
fps__fps_serB_ale1__2,0.9070510941000001,0.0858415465,-0.080830764,-1.189910353
fps__fps_serB_ale4__1,2.5483152901,0.7560931945,0.150151757,-1.647507902
fps__fps_serB_ale4__2,1.6937990498,1.2066198935,0.268277533,-1.320851554
fps__fps_ptsI_ale1__1,-0.8100778042000001,-0.1817678995,-0.022523642,-1.352098323
fps__fps_ptsI_ale1__2,-1.4912382844,-0.5231568605,-0.146509107,-1.258441252
fps__fps_ptsI_ale3__1,-1.8227750261,-0.3653430225,0.069486713,-1.099172056
fps__fps_ptsI_ale3__2,-1.5295893788,-0.46359455050000004,-0.005670491000000001,-1.031647847
pal__lyx_ale2_f6__1,-0.5899578868,0.14254421050000002,0.060451566000000005,-1.123379359
pal__lyx_ale2__1,-0.4616993438,-0.0976259975,0.24312846300000002,-0.73085081
pal__lyx_ale2__2,-0.2811152904,0.0979379605,0.211693091,-0.666017803
pal__lyx_ale4__1,0.7385476413000001,-0.052681317500000005,0.227603779,-0.7106436690000001
pal__lyx_ale4__2,0.4607338275,-0.2963287515,0.134042312,-0.739725607
pal__5drib_ale10_f18__1,-2.5002469982999997,-0.4990970155,0.38084881,-0.936467511
pal__5drib_ale10_f18__2,-2.809955579,-0.1756512185,0.310001452,-0.9544426130000001
pal__5drib_ale10__1,-2.1716681932,-0.3096229985,0.825825632,-1.019503323
pal__arab_ale14_f9__1,1.3306297381,0.4929066815,0.716908298,-0.309376195
pal__arab_ale14_f9__2,1.1853936397,0.3337775415,0.686314968,-0.49927486
pal__arab_ale14__1,-0.8305046596000001,-0.1181029465,0.738603863,-0.216828863
pal__arab_ale14__2,-0.1909164944,-0.2940116685,0.708904289,-0.186955578
pal__arab_ale16__1,-2.2413324448,0.1682821555,0.627286715,-0.15383191400000001
pal__arab_ale16__2,-2.3349399759000002,0.3865807475,0.5947810520000001,-0.24937134400000002
pal__tartr_ale26_f10__1,-1.7189259800999999,-0.4129885125,0.39983306700000004,-1.090220602
pal__tartr_ale26_f10__2,-1.8733450551000002,-0.5321096475,0.296127715,-1.283426173
pal__tartr_ale26__1,-2.0213181599,-0.7277705755,0.039436599,-0.9001692800000001
pal__tartr_ale26__2,-0.9437386718,-0.6463399835,-0.041009329000000004,-0.953176121
pal__tartr_ale28_f10__1,-2.7165793764,-0.36215148750000004,-0.07659863,-1.005312544
pal__tartr_ale28_f10__2,-1.3932526444,0.08413962650000001,0.011799893,-1.074814698
pal__tartr_ale28__1,-1.0575952099,-0.3899102675,0.353302649,-0.487256972
pal__tartr_ale28__2,0.5947323998,0.08921060950000001,0.793480417,-0.7282015770000001
efeU__delmenFentC_citr__1,-0.1950980638,-0.0752742295,0.083129777,-0.09160627
efeU__delmenFentC_citr__2,-0.0650315151,-0.3457514045,0.312847831,-0.707630113
efeU__delmenFentC__1,1.0058506904,0.2164706355,-0.207690854,0.260449302
efeU__delmenFentC__2,0.9632457609,0.2894662605,-0.226551617,0.344960934
efeU__menFentC_ale39__1,1.1299909808,-0.0747060185,0.970178631,-3.298160627
efeU__menFentC_ale39__2,1.3470587638,0.0380851805,0.988985065,-3.484022611
efeU__menFentC_ale29__1,1.6338346055000001,-0.0897355885,1.024064403,0.45327316500000003
efeU__menFentC_ale29__2,0.9070909607000001,-0.1931891925,1.147578897,0.5422813470000001
efeU__menFentC_ale30__1,0.0934730512,0.0989772465,0.19350118600000002,-0.252921928
