,A,MarA,MarR,Fis,Crp,Rob,AcrR,Cra,SoxS,CpxR
abx_mega__naoh-6__2,-1.0293210831,0.386345374,0.774558374,-0.22942625560000002,0.1439389809,0.43085847850000003,0.1219648601,-0.13238774720000002,0.3107878253,0.10048710470000001
abx_mega__inh_h2o__2,3.3352059898,3.2536404446000002,1.8877632697000002,-0.6399566405,0.0779751018,0.5158967902,-0.6588409292,-0.282860869,2.4859592259,-0.0587325101
abx_mega__chl_h2o__3,7.3988682034,2.6972381942,2.6963164532,0.4801023406,-2.8414442095,-0.8175720372,-2.158245091,-1.5334891602,-2.3257506742,-1.5803933219
abx_mega__nal_naoh__6,0.7991209465,0.8100351753,0.9815016166,-0.30825317760000004,0.0426535923,0.0991916748,-0.08693880970000001,-0.5990392219,0.7345259588,0.5736189093
abx_mega__chl_dmso__2,4.7612850555,2.8851663362,2.0954530211,-0.5175083398,-1.6022828696,-0.9787213720000001,-0.7366878861,-0.9108944941,1.7553984512,1.4931992555
abx_mega__rach_dmso__4,-3.2762756167,-0.8610351029000001,-1.1470640898,-0.2185033082,-0.0800003088,-0.212183101,-2.4815978717,0.6804196523,1.4970730893,0.42669449330000003
abx_mega__teix_dmso__7,-1.2169900153,-0.2079048944,0.5865948352,-0.2470005291,0.0001683552,-0.0191353644,-0.8013651854,0.7349275142,0.2367470569,0.10323332660000001
abx_mega__ceru_ethanol__1,4.2272615119,3.2324890462,2.8099952665,-1.695413108,0.1315329539,0.8952137040000001,-1.9367043399,0.6911968565000001,0.3746390458,-0.0839838975
abx_mega__dmso-7__1,-2.4309481234,-0.7455944375,-0.7766767965,-0.0019591802,-0.1486598298,-0.2657298906,-1.0493569952,0.6084073021,1.065704794,0.5080663899
abx_mega__naoh-6__3,-0.5309107049,0.5434896911,0.5901299386000001,-0.41536759040000004,0.232671539,0.3578711135,0.2142296525,0.0359138691,0.4809907578,0.1148339533
abx_mega__phos_ethanol__2,-1.248771084,-0.09829250540000001,0.3593636699,-0.2445014006,0.2168248136,0.3868253379,-0.36961555230000004,0.5805534557,-0.1762924394,0.058115575200000005
abx_mega__metro_dmso__3,2.7111651654999998,2.6188420888,2.6712543101,-0.24004343990000002,-0.3791651303,-1.420960502,-0.19417782790000002,-1.2865579975,3.1620015721,0.6637942684
abx_mega__van_dmso__4,7.9122338406,3.428838244,2.7194551168,0.13992067500000002,-0.8353134788000001,-0.0617822009,-1.4827100508,-1.8854855527,5.5208856975,0.2701480981
abx_mega__h2o-10__1,-0.0570351584,0.1386459173,-0.46146485270000004,-0.722319177,-0.0202364792,-0.3491289014,-0.9680758704,-0.3937749486,-0.47413773280000004,-0.23625456590000002
abx_mega__h2o-10__2,0.5600580263,0.5029858497,-0.0780680668,-0.4136282455,-0.0607073754,-0.0327206658,-1.4438924302,0.0569337061,-0.169423654,-0.1953878215
abx_mega__dmso-6__3,-1.2421452481,-0.1813998402,-0.483188286,-0.5687207573,-0.2527744328,-0.1459652964,-0.3842740774,0.1522864267,0.9368940404,0.41245130760000004
abx_mega__mem_dmso__1,0.47820477980000003,0.26575269090000003,-0.3167359393,0.483350804,-0.1981004934,-0.16375419800000002,-1.2562142655,0.1717118156,0.3110678807,0.1265414432
abx_mega__ethanol-8__2,-1.9265623573,-0.5639855636000001,-0.7586717968000001,-1.2496100656,-0.021523506600000002,0.268388858,-0.8509584067,1.0669769225,0.0206284734,-0.1076750762
abx_mega__chl_h2o__4,7.7375132452,2.6472397602,2.8915816029,0.5186651994,-2.6700349591,-0.8108309672,-1.9411107678000001,-1.5300362451,-2.2672507801,-1.6254863923
abx_mega__van_h2o__1,1.9600276656000002,0.6815148932,0.2566347043,0.9782994344,-0.9103162108,-0.8126774843,-0.6892415023,-0.9539721666000001,1.831682779,-0.1016900835
abx_mega__dcs_h2o__1,-0.0313430799,0.47224337650000003,1.0464416619,0.2113714276,0.0943710534,0.1834108009,-0.7524686657,0.49571781130000003,-0.46899111050000003,-0.20921000110000001
abx_mega__rif_dmso__5,1.041486175,1.1533584391,-0.2546293629,0.5784329789,-0.1829334597,-0.2614170175,0.2953348089,-0.3398812852,0.5686758573,0.2940651697
abx_mega__dox_dmso__3,1.2364727122,0.9233328435,1.0195690226,0.3899879865,-0.3972091841,-0.4091271313,-0.2584492655,-0.40342935360000004,1.4957510113,0.5295849658
abx_mega__mem_dmso__2,-1.352925266,-0.41601187380000004,-0.3168959971,-0.12475402370000001,-0.2638287498,-0.3672602511,-0.3272921863,0.1689494005,1.4729265089,-0.0973917511
abx_mega__lvx_dmso__2,-0.316253866,-0.0400098034,0.6014850555,-0.440646719,0.0417388443,-0.4290552577,-0.3763915443,0.0972084373,1.6687869098,0.47987595800000005
abx_mega__tet_h2o__2,7.2882595126,2.9750840425,2.8070414044,0.9389394508000001,-2.2693012292,-0.24867924560000002,-0.3888307474,-1.0433339282,-1.6364045023,-0.5328043983
abx_mega__phos_h2o__5,1.1577691073,0.4000131241,1.2060758771,-0.7376719052,-0.1972134109,1.6444551032999999,-0.4768126543,0.6151469783,1.7937856649000001,0.2943101529
abx_mega__monac_dmso__1,-0.0318956416,0.310393917,-0.6883277822,0.3206533466,-0.8663395759,1.0396743782,-3.1955874005,-0.8081406531,6.1998403027,0.2520452993
abx_mega__str_h2o__3,-1.9921973106,-0.5633500049,-0.7309983259,-0.8841602868,0.1259657223,0.018004827600000002,-1.7641037607,0.249143368,-1.1265162808,0.07118498990000001
abx_mega__zeocin_h2o__2,-1.5617030154,-1.1509874815,0.3825506483,-1.0325870926,-0.6476176532,1.110811157,-0.8604119224000001,0.4965244495,1.4547347903,0.4649472606
abx_mega__amyc-d_dmso__7,1.3480118069,1.5435218406,1.5157184632,1.9019208756000001,-1.42088019,-0.2093856875,-1.1258326592,-1.209235546,1.7716905973000001,0.7757964379000001
abx_mega__fidax_dmso__1,-1.2960306694,-0.37464560290000004,0.572858049,-0.0131461132,0.007690172800000001,-0.0729939501,-0.4294616564,0.6527414339000001,0.6632869352,-0.16590032570000002
abx_mega__h2o-1a__1,-0.3663582244,-0.2753849672,-0.2961425863,-0.1145241468,0.0575483496,0.0425115215,0.0424671677,0.075576312,-0.016547358800000002,0.0241466561
abx_mega__dox_dmso__4,0.7936931685,0.760359871,0.2646941957,-0.7914818317000001,0.2665585241,0.0113719635,0.2141830932,-0.2659597963,1.2054905474,0.2491868622
abx_mega__lzd_dmso__2,2.9124807720000003,1.3613735995,1.4437885766,0.4437090339,-1.9463157999,-1.0698798326,-0.7223061504,-1.8484214817,0.33468577200000005,-0.4308452119
abx_mega__tet_h2o__3,2.3518874704,0.3578964206,0.5970706269,-0.1042384143,-1.5689931018,-1.0585871128,-0.27600113530000003,-1.436213482,0.5146416848,-0.3273358249
abx_mega__dmso-1__2,-0.8213854496,-0.5655237054,-0.2770993237,0.0120616401,-0.0638843971,-0.3624862568,0.378119032,0.292098705,-0.5647021034,0.4432919692
abx_mega__sxt_dmso__2,2.1110872294,1.7704764811,1.7139685868,0.0576059274,-0.6176702001000001,-0.45640938480000004,-1.1828872397,-0.6780960715000001,1.4468213884,0.19075444560000002
abx_mega__tric_ethanol__2,-0.8329228981,0.9948833545,0.2217345786,-1.0213243068,-0.058214080700000004,0.35139155520000004,-1.5926648232,0.48036271620000004,1.4105008534,0.6120963638
abx_mega__teix_dmso__8,1.0469356113,0.3057116003,0.4368292381,0.5841235968,-0.3208467193,-0.4844135605,-0.0145678995,-0.6009751059,0.3881525771,-0.1869057979
abx_mega__ramo_h2o__2,1.1123238378,0.7969281005000001,0.3665667047,-0.0187767106,-0.3043319677,-0.1062663242,-1.6033986537,-0.1478295309,2.8317588903,0.242156858
abx_mega__inh_h2o__3,-0.25885367470000004,0.40009992050000004,0.5835110392,-0.35451390790000004,0.2263080572,0.4062426655,-1.1343539307000001,0.7750522138,0.06905676940000001,-0.046517019800000003
abx_mega__cst_h2o__3,2.6158259929,1.5338875736,1.9937820492,1.1103280613,-0.6604587882,-0.35528596700000004,-0.1888077709,-0.6969591940000001,0.3371676335,0.3338539648
abx_mega__dmso-9__1,-1.7104209057,-0.1541026554,0.2606561858,-1.0845554723,0.1652363888,-0.2513521302,-0.35124236610000004,0.47815821950000004,1.3828509103,0.6159683715000001
abx_mega__ethanol-8__3,-1.9670716325000002,-0.2639698771,-1.1205715846,-0.8564956914,0.073808526,0.5192493316,-1.2430555598,0.9893608411,0.3977521382,-0.1678437107
abx_mega__monac_dmso__2,1.9737635425,1.2324116873,0.6537865180000001,0.1351663382,-1.4421129371,0.9200093294,-3.4997968643,-1.2653026277000001,6.8910889165,0.32766464370000004
abx_mega__dmso-9__2,-0.8495354336000001,0.1181292422,0.9348281424,-0.6193977612,0.0124821121,-0.1305593403,-0.2715346388,0.4184569051,1.6464811712,0.4709831559
abx_mega__metro_dmso__4,3.8825016136,2.8998153454,2.3427594651,-0.0234824324,-0.0624036472,-0.9282332367,-0.3709045161,-1.1638421847,3.2991175995,0.727913335
abx_mega__ctx_h2o__4,-1.0679165709,0.0215827792,-0.5454468008,-0.182629971,-0.3304413054,0.1140269522,-1.3578952775,0.5863456874,0.37110777580000004,0.0982272217
abx_mega__zeocin_h2o__3,-5.7641012941,-0.63825917,1.6894405124,-0.9708737299,-0.8187488844,1.2290587571,-1.2057591061,0.5650166218,1.8379643534,0.3167563718
abx_mega__bacit_h2o__5,3.2908362946,1.2789622499,1.014171955,0.6080896798000001,-0.6212632720000001,-0.6743982795,-1.2894557466,-1.0984562915,3.0931197662,0.28004187950000003
abx_mega__reta_dmso__1,4.4823368558,2.1201199334,2.1776178756,0.8490393866,-2.0377494386,-0.9302289925,-0.8331750543,-2.0109253777,-0.46355103070000003,-0.7640141887
abx_mega__ery_h2o__4,7.7757160203,2.4594090156,2.9520934713,1.7872922632,-2.3919325405,-0.5177878737,-1.4377926654,-1.3485028145,-0.6115930002000001,-1.2611018782
abx_mega__ceru_ethanol__2,3.7521137187,4.4714990312000005,3.9236481761,-0.6958508876,-0.2507206522,0.0929706866,-0.19496493480000002,-0.5280297472000001,1.4951183398,0.1459124564
abx_mega__fidax_dmso__2,-2.0565721144,-0.2459607925,0.3358237881,-0.16191133970000002,0.07346573220000001,0.0216406188,-0.5494858873,0.6857065432,0.1678148133,-0.1736173732
abx_mega__novo_dmso__1,4.3472090759,3.220828635,0.6072210453,1.2088581859,0.3143882568,-1.0072846101,-0.5936321053,-1.6318165128,0.950256706,-0.25407595780000003
abx_mega__naoh-6__4,-0.7194235519000001,0.27020235870000003,0.6866635048,-0.16045119600000002,0.1617989176,0.43959814340000003,0.116912838,-0.06482303040000001,0.41352822850000004,0.23118249340000002
abx_mega__amyc-d_dmso__8,1.6216638622000001,0.8204702811,0.8764320828000001,1.2692086651,-0.4081937196,-0.3650520371,0.1764285043,-1.0195210225,2.796627174,0.4003396286
abx_mega__chl_dmso__3,4.5772577793,2.6722868178,2.0662091089,0.096913566,-1.7002395932,-1.0849604881000001,-0.7574539058,-0.9328703077,1.5509071806999999,1.2150427258
abx_mega__nal_naoh__7,-1.9802010633,-0.1437253402,0.92186615,-0.5299322348000001,0.1538530863,0.0982177449,-0.1539516601,0.4973491512,0.36172194150000003,0.3406812039
abx_mega__teix_dmso__9,-0.2795240713,-0.2918441771,0.2453748336,-0.1474155264,0.1414549701,-0.3370857342,-1.0876783215,0.8080966286,-0.0444717241,-0.0340694758
abx_mega__ery_dmso__3,2.7325822672999998,1.9242033586,1.0266931944,-0.31032173890000003,-1.7943494913,-1.3288173975,-0.8199112355,-1.5690303947,0.0082113212,0.1216784439
abx_mega__tmp_dmso__3,-0.4696036429,0.3908184742,0.48602480950000004,-0.2070586725,0.2193526747,0.20963956420000002,0.29594056220000003,-0.193287018,1.3710286959,0.2178216607
abx_mega__sxt_dmso__3,-0.5122913383000001,0.29769170030000003,0.5164843438,0.7467306572,-0.3849941899,0.3024847604,-2.507575007,0.7843616708000001,0.9610506127,0.3666325163
abx_mega__polmyx_h2o__4,2.705192332,1.2880439354,2.7130094698000002,-0.0470006762,-0.732440443,1.2371064204,-0.7257805715,0.2772773824,2.1543381297,0.7480874413
abx_mega__mem_dmso__3,-1.4202871292,-0.10968342880000001,0.4504149435,-0.5280203292,0.1017285234,-0.2828892779,-0.6500961230000001,0.4312175016,1.6513906019,0.5109877485000001
abx_mega__nal_naoh__8,-0.21610879970000002,0.2648118437,1.2623004664,-0.23178273600000002,-0.2163555027,1.3637458408,-2.206381329,0.1371330278,1.5820106665,0.5995504568000001
abx_mega__pen_h2o__3,-0.42052257590000003,-0.0642055323,0.23894604330000002,-0.19347923590000002,-0.1832599433,0.3796006147,-0.9031393805,0.0880159845,0.9984723703,0.13190141060000002
abx_mega__van_dmso__5,8.0927472458,3.5736584316,3.0723026789,0.6331787659,-0.9702752261,-0.1867698052,-1.1676117119,-2.0064355262,5.2717045208,0.3131687821
abx_mega__zeocin_h2o__4,-5.4230065471,-0.8443901248000001,1.5364886618,-0.6381908614,-0.7029806271,1.4220511899,-1.843127898,0.7160194373000001,1.5962653053,0.5047694008
abx_mega__h2o-6__2,-0.520156237,0.5103542806,0.5864889655000001,-0.12259243630000001,0.2689052974,0.2762176371,0.2857201368,-0.0219061857,-0.2603270278,0.0218655964
abx_mega__tet_h2o__4,1.4861630047,0.5323980644,0.2226817475,0.5383172481,-1.7485042558,-1.0432500902,-0.33061193850000004,-1.7401859745000001,0.9504459664,-0.46866042150000004
abx_mega__nor_naoh__4,-0.25194302350000003,0.5195435926,1.0059446287,0.010780811500000001,0.2638014382,0.1601311349,-0.3200912627,-0.13764546290000002,1.3090704904,0.5077070325
abx_mega__cip_naoh__4,-0.38133869540000004,0.5247519975,0.4599192972,-0.31651521790000003,0.1813226141,0.290367213,0.33639686100000005,-0.12439889450000001,0.7868797234,0.3228250902
abx_mega__tmp_dmso__4,0.1517373168,0.9610497651000001,1.0548535054000001,0.49990663900000004,-0.0659537084,0.3014693415,0.1340105962,-0.4953257364,1.3558041718,0.157954021
abx_mega__reta_dmso__2,4.9478265042,2.4224121777,1.7535700074,1.8605806696,-2.6935232182,-0.0150583305,-1.1124166443,-1.8144474763,-0.7376090114,-0.6673840347000001
abx_mega__mem_dmso__4,-1.157478709,-0.0590950842,-0.2592761728,0.5064505429,-0.24608755940000002,-0.20411392990000002,-2.0896319682,0.6515780167,0.9911474696,-0.0085156521
abx_mega__dox_dmso__5,2.4910912817,0.5080237806,0.4686401652,0.5188505368,-1.4072956342,-0.8992836927000001,-1.2005094639,-0.6463130855,-0.4279514354,-0.23607196800000002
abx_mega__tmp_dmso__5,-1.1914870339,-0.3530766649,0.9051302754,-0.0285147619,0.13500124700000002,0.2646853744,-0.4184191002,0.5590132598,0.8452730408,0.6528997239000001
abx_mega__flavo_dmso__3,0.5318270107,0.3585420941,-0.0320338052,0.310465981,-0.16266356510000002,-0.003503087,-1.7975820129,0.7377327490000001,1.5254529879,0.34998021090000003
abx_mega__tmp_dmso__6,-0.49499323840000004,-0.1396568417,0.6435822912,0.320027795,-0.08100398930000001,-0.3263831666,-0.6776706841,0.3955473585,0.8354274892,0.5786229626
abx_mega__ceru_ethanol__3,4.2101125032,4.2363147951,3.2832813048,-0.6246043915,-0.0203257193,0.21676444150000002,-0.5731261144,-0.5943358821,0.8780450165,0.46504815310000003
abx_mega__teix_dmso__10,0.4087620537,0.4294177337,0.6166015186,0.2753504894,-0.0864598209,-0.2206380043,0.064114222,-0.312031323,0.7633672302000001,0.0143207878
abx_mega__novo_h2o__7,0.8465364566,0.8704627624,-1.4663760568,0.1940619139,0.09512308080000001,-1.6177534796000002,-3.1386074087,-2.7418967045000002,0.9015248990000001,-0.8533948025
abx_mega__fidax_dmso__3,-1.6505124839,0.3225703093,1.2289400829,0.0017833729000000002,0.056592892000000006,0.1678523676,-0.47539743510000004,0.0787107762,1.7314176202,0.19736870080000002
abx_mega__h2o-1a__2,0.2932618189,0.1480526145,-0.1423102242,0.1853942542,-0.0203162279,0.0647516057,-0.10670423620000001,-0.0775931141,-0.3223180536,-0.0427704894
abx_mega__dcs_h2o__2,-0.21891774290000002,0.3275829752,0.9687390632,0.0413358759,0.08127249760000001,-0.042283649300000004,0.012155397200000001,0.0086808589,0.5846260362,0.30651931930000004
abx_mega__cst_h2o__4,1.9831855126,1.2223464112,1.3209928310999999,0.9407321831000001,-0.42764759150000003,-0.5015035003,0.2619825945,-0.5439747382,0.5872235038,0.393554398
abx_mega__van_h2o__2,-0.8651316899,-0.40177642080000003,-0.0600756598,-0.3611944224,-0.3318785326,0.052511884,-1.5469565740000002,0.24816900530000002,0.7257460889,0.2235476956
abx_mega__pen_h2o__4,-1.6081862108,-0.5675504835,0.6176243477000001,-0.2338200798,-0.1072682971,0.35746545420000003,-0.7707974026000001,0.519782485,-0.5774520917,0.5682074037
abx_mega__h2o-8b__2,-1.5551746114,-0.0875025858,0.7923261115,-0.6861415363000001,0.2832759084,0.2313903802,-0.5642924787,0.7406089015,0.09529836,-0.0432831359
abx_mega__reta_dmso__3,3.5531869048,1.5213822269000001,0.8821617289,1.9108960705,-2.220698214,-0.3378570969,-1.7066792805,-1.6564637059,-0.5412054981000001,-0.8965939874000001
abx_mega__dmso-7__2,-2.7442448998,-0.9601488835,-0.9464136601,-0.141236469,-0.324421403,-0.0683205811,-1.7004111403,0.9828303522,1.0599983313,0.3723425776
abx_mega__rfp_h2o__2,1.9528949962,1.8278133881,0.6072720329,2.3897203549,-2.078741852,-1.0370912276,-1.4799715901,-1.9493855193,0.2374730753,-0.2321501382
abx_mega__rif_dmso__6,3.0876438086,2.2244383639,0.7135329741,1.3052757481000001,-0.8986833081000001,-1.0518834583,0.0150974546,-0.7389979591,1.60772998,0.1253730612
abx_mega__sxt_dmso__4,-0.3607201149,0.44743656800000003,0.3898151396,0.2945953617,-0.39061972300000003,0.4778999775,-2.9004771823,0.5831883902,0.9085263957,0.2946144966
abx_mega__cip_naoh__5,0.0289303138,0.5314975691,-0.540690493,-0.9076890374000001,0.5302146851,0.29264335340000003,0.13629556010000002,-0.0400861278,-0.3262400916,0.33085108490000004
abx_mega__dmso-9__3,-1.3272641849,-0.186680648,0.5548441289,-0.0095143786,-0.0648156579,-0.2594255023,-0.5725663587,0.38496605300000003,1.1277914389,0.3683161601
abx_mega__mem_dmso__5,-0.0024921839,0.5515446419,-0.1464890141,0.5018396705,-0.2015433442,-0.28369979840000004,-1.0743520235,0.3057779418,0.9386999932000001,0.2409390961
abx_mega__tric_h2o__2,1.435601507,1.2962580661,0.9249084936,-2.0938834403,0.0561230447,0.8291679872000001,-1.0850455876,1.0814096019,0.4509517523,0.3222887331
abx_mega__phos_h2o__6,-1.6845391825,-0.2001779286,0.365847798,-0.2423271707,0.1840419059,0.3973811736,0.0041092969,0.2956034265,-0.0639251042,-0.0061316169
abx_mega__h2o-7__2,-2.3031210161,-0.6472086611,-0.6450258505,-0.0977832299,-0.0687134662,0.3101935125,-1.7755998283,0.8273412322,1.4082975918,0.45855461890000004
abx_mega__h2o-10__3,0.620376563,0.5189884961,-0.0304921361,-0.1792065887,-0.0029101905,-0.054048156400000005,-0.8478013632,-0.018987965000000002,-0.7416034723,-0.2635437523
abx_mega__h2o-8a__2,-0.6179673754,0.1835697588,0.3366082481,-0.952066088,-0.2414092729,-0.2672165541,-0.46154137780000004,-0.2574594905,0.8136585506,0.2647000981
abx_mega__thio_dmso__3,2.652763772,1.1120324213,0.0789623046,0.8027407688,-1.3992598427,-0.5703451412,-2.1496196442,-0.5142443918,0.0363961477,-0.4120816578
abx_mega__lzd_dmso__3,1.7344716200999999,1.0837326572000001,1.152946184,1.1656425385,-1.4757436121,-0.7079573749,-0.23437642350000001,-1.1588349234,0.2001081612,-0.3157026452
abx_mega__monac_dmso__3,1.3711813934000001,0.3035540935,0.5741967882,-1.1510105446,-1.5239909109,0.2956542842,-1.9736047451,-2.0864197647,6.1643798859,-0.12502424280000002
abx_mega__polmyx_h2o__5,0.10816816700000001,0.38688996740000003,0.6878880619000001,0.2760050115,-0.5778881676000001,-0.0817664929,-0.9159610678000001,-0.1191076226,-0.5262935017,0.5832519882
abx_mega__naoh-6__5,-0.2916672329,0.7315280071,0.6031533585000001,-0.4524599265,0.2383405456,0.2333969506,0.19427250340000002,-0.0897675072,0.4494042287,0.3418276237
abx_mega__teix_dmso__11,-0.6644538821,0.09606539780000001,0.0840091748,-0.0051063792,0.2231626615,0.20840738620000002,-0.2494397334,0.0465704776,0.9749090699,0.1109720738
abx_mega__van_h2o__3,-1.0713158009,-0.8090360912000001,-0.1911234071,-0.4897510559,-0.6145709097000001,-0.3695071962,-2.1808291476,0.21144293290000002,0.7256149867,0.1657711967
abx_mega__teix_dmso__12,-0.157555268,0.2437104547,1.0621455559,0.0520352295,0.0065499987,-0.4585150679,-0.3029484972,0.283038642,1.7593595396000001,0.3679783384
abx_mega__dox_dmso__6,-2.6348399559,-0.9298694673000001,1.8305076808,-2.7278824412000002,-0.2166458346,1.7042151841000002,-1.8596379017,0.45653899740000004,1.751595649,0.0400809759
abx_mega__teix_dmso__13,0.2750437127,0.0971727834,-0.5098221601,-0.1546018324,-0.6082655704000001,-0.4126847696,-1.8599049576,0.32208788390000004,2.7617807754,0.42380452820000003
abx_mega__h2o-7__3,-1.0825137972,-0.4359660926,-0.3412696408,0.6156958517000001,0.012213341,0.06778760040000001,-1.0923779369,0.6984863627,0.6181654693,0.1963435908
abx_mega__str_h2o__4,-0.5122011128,-1.4207506827,1.7393719756000001,0.4154984903,-0.8489028276,1.872825206,-1.5500264514,0.44962913320000003,2.5075698415,0.3445607753
