,A,MarA,MarR,Fis,Crp,Rob,AcrR,Cra,SoxS,CpxR
darobactin__solv_15m__2,-0.8928556456000001,-0.2885623712,-1.0501401606,0.0713297845,0.0211711041,0.0985770619,-0.053752450300000004,0.1486324602,0.3188088638,0.0024235085
darobactin__daro_15m__1,-1.4219435969,0.0801504784,1.2027924092,-0.2348329657,0.32684287360000003,-0.1090601217,0.8778924136,0.2126336409,0.0175417405,0.9133880542
darobactin__solv_15m__3,0.7795434356000001,-0.045029276,0.4284997816,-0.1373096768,0.019408856000000002,-0.0759090659,-0.2834970109,-0.0834835464,-0.2767641692,0.0269034619
darobactin__daro_15m__2,-0.2674846426,-0.2247870075,-0.1266781287,-0.1987746408,0.3689308805,-0.014654248100000001,0.099045484,0.5335808831000001,-0.3067479957,0.7690954945
darobactin__daro_15m__3,0.1376902995,0.554719939,1.3359453126,-0.1041404887,0.221949515,0.4012295795,0.8331299657000001,0.3501784948,0.33062285150000004,1.0862577141
darobactin__solv_30m__2,0.7125627923000001,0.32068856300000004,0.5549918613,0.1079538777,0.1618995187,-0.2538957172,-0.3667520986,0.36312959570000003,-0.017936287500000002,-0.10036468750000001
darobactin__solv_30m__3,0.9051484888,0.345721587,0.45182039430000004,-0.15648901070000001,0.2420582473,-0.1580424329,0.4461154289,0.3121836497,0.42651593330000004,-0.2475138388
ddp__pNT3_aroP__1,0.3245364102,0.8220744684,1.5995114023,-0.6239197979000001,0.4265026615,0.1228386327,0.8050692556,1.0843027221,1.8066746195,-0.2064574833
ddp__pNT3_aroP__2,0.1651802996,0.9059111280000001,1.1832598408,-0.2297412021,0.7271404589,-0.1928695,0.8454364169,1.0740848252,1.7488615981,-0.43835466970000003
ddp__pNT3_bamC__1,1.5430312779,1.4887764265,1.3616588025,3.0231784308,0.8519065269,-1.0720429872,1.4597761135,0.51543132,0.3289667045,-0.2362294128
ddp__pNT3_bamC__2,0.4188339399,1.0665349672,1.355423394,2.3202658635,0.5921076495,-0.7305786897000001,1.1295301564,0.3986928866,-0.6092253397,-0.3865531005
ddp__pNT3_cusA__1,1.7596960244000002,1.5722592329,1.7726710034000002,3.585583478,1.0354136519,-0.8110313584000001,2.0532630104,0.5227931696,0.47716489970000003,-0.1390282497
ddp__pNT3_cusA__2,0.907793064,1.3656693282,1.5744338692,3.4521562427,0.7451035267,-0.4723097653,2.0095768915,0.7914118501,-0.3248866941,-0.2271688732
ddp__pNT3_hemX__1,0.6081696481000001,1.3282834714,1.6126833078,2.2410353148,0.8182462086000001,-0.7482015584,0.9123147348,1.2108144639,0.7194690014,-0.5015572156
ddp__pNT3_hemX__2,-0.3901549909,0.7721249582,1.1472189386,1.879845411,0.7045028161,-0.7226407238,0.7404004948,0.9478159612,0.4896391523,-0.6067976934
ddp__pNT3_empty__1,0.8019759891,-0.1211153407,0.0948842247,-0.2336929399,-0.139956359,0.160235551,-0.0902687373,0.022707401800000002,0.3565189808,-0.010644213900000001
ddp__pNT3_empty__2,-0.8019759891,0.1211153407,-0.0948842247,0.2336929399,0.139956359,-0.160235551,0.0902687373,-0.022707401800000002,-0.3565189808,0.010644213900000001
ddp__pNT3_topA__1,0.4465386632,1.7758698589000002,2.1722632582,2.4965166696,0.5908025523,-0.7683316042,1.5613191063,-0.5257295597,1.4394039287,-0.3352189608
ddp__pNT3_topA__2,-1.1839893731,1.5198424421999999,1.9374614474,3.1856201873,0.9994652368,-0.7306108353,1.6257731027,-0.5361326839,0.9425907786000001,-0.6721323308
ddp__pNT3_yicR__1,-0.4476440876,0.6279823635,0.608969471,2.4701123107000003,0.7827099169,-0.725170587,1.1613414405,1.2913911711,0.5425050063,0.1476436076
ddp__pNT3_yicR__2,-1.3356711337,0.0772432692,1.078251354,2.3050675208999998,0.7206732189,-0.8172165051,0.8208443528,1.3387930236,0.46131166960000003,-0.0966378355
ddp__pNT3_yqjD__1,0.2883510937,0.8154441007000001,0.7232061121000001,0.7332346591000001,0.5565290979,-0.2967617513,1.0591795313,0.2153927813,0.6613394828,0.2112157296
ddp__pNT3_yqjD__2,-1.1347901421,-0.0439628508,0.437805441,0.8660502453000001,0.5652993358,-0.5486876823,0.6697926580000001,0.3697857256,0.2609554914,-0.0454320265
ecomics__del_gabT__1,-0.1104823144,-0.0075511347,0.2215496053,-0.20326393040000001,-0.2183604482,0.052709426600000005,-0.32535752700000004,-0.32855495770000004,0.6711787104,-0.1190208261
ecomics__del_gabT__2,0.1104823144,0.0075511347,-0.2215496053,0.20326393040000001,0.2183604482,-0.052709426600000005,0.32535752700000004,0.32855495770000004,-0.6711787104,0.1190208261
ecomics__del_putP__1,0.9620810132000001,0.41012087740000003,0.3006522434,-0.0825427549,0.0496916416,-0.030744405000000002,0.2177295505,0.0893959757,0.4497101713,0.178413759
ecomics__del_putP__2,2.2228492796,-0.5851953601000001,0.9707357234,0.0336603295,0.2503393265,-0.3277742944,-0.7219747862,0.3431367442,-1.1037368788,-0.0056325565
ecomics__del_entF__1,2.8266988586,0.3587117315,0.2826281853,1.5476896820000001,0.39555321730000004,-0.44399622660000004,1.0492277192,0.8703787922,-0.3849995735,-0.24440209270000002
ecomics__del_entF__2,2.9558030472,0.7150447984,1.0751839208,0.4018239786,0.11605645020000001,-0.0889400941,0.3769818881,0.0773607038,0.4244748225,0.1766298858
ecomics__del_entF__3,2.1221598597,0.0073079963,1.9213211774,0.5858999062,0.2931170004,-0.43227358460000004,0.5748431819,0.1881309494,0.3843269487,0.0095472809
ecomics__del_cysA__1,3.6804124884,0.49725935600000004,1.5723016519000002,1.4248384284,0.3087574011,-0.9103704664000001,0.6386839448,0.45271755810000003,1.0717284577,0.087424261
ecomics__del_cysA__2,3.637873963,0.9140047775000001,0.760139883,1.1984242662,0.0756466625,-0.7374328185,0.8531385668,0.571322573,0.4540626277,0.2269580525
elyC__wt_21C__1,-2.2768346675,-0.7557254329,-0.16086986990000002,0.3771354375,0.2997067975,0.4369822934,0.2597027963,0.1607831971,0.0423005001,-0.13160778680000002
elyC__wt_21C__2,-2.4023354116,-0.8729704148,-0.3356775535,0.509388119,0.2171652813,0.2762247191,0.1550183877,0.09397259570000001,0.3102986289,-0.1224522514
elyC__wt_21C__3,-1.9440307487,-0.7231207036,-0.154951479,0.48062607100000004,0.20048826090000002,0.4080800989,0.1149746398,-0.0960276958,0.050390289000000005,-0.11992247630000001
elyC__wt_37C__1,0.31773771570000003,0.1025027341,0.0187100529,0.1394315285,0.0055111309,-0.08353190070000001,-0.0174203117,-0.0022998817,0.3403563859,-0.0693209092
elyC__wt_37C__2,-0.1998083148,0.0078857741,-0.0331179762,-0.1542708204,0.0383910612,0.051028101900000004,0.0568027809,0.040383485000000004,-0.2206587974,0.1503790572
elyC__wt_37C__3,-0.11792940090000001,-0.1103885081,0.0144079232,0.0148392919,-0.0439021921,0.032503798800000004,-0.0393824692,-0.038083603300000005,-0.11969758850000001,-0.08105814800000001
elyC__delelyC_21C__1,-1.8337371175000001,-0.6569846419,-0.0392992997,0.49311404880000004,0.2526018277,0.3267573398,0.054416829300000004,0.10578371680000001,0.8702881703,-0.1432799142
elyC__delelyC_21C__2,-2.1793802455,-0.7506327944000001,-0.0146144466,0.3537705665,0.270288277,0.3282592566,0.2788014639,0.2917264067,1.5759055791,0.0971216127
elyC__delelyC_21C__3,-2.0682377711,-0.8400010775000001,-0.0620549544,0.4754753548,0.2825423364,0.2901970867,0.3283306458,0.1777440115,0.8368059453000001,-0.1209024392
elyC__delelyC_37C__1,-0.1508005908,0.0354664704,-0.11782215480000001,-0.07399847500000001,0.1877512114,-0.1067698282,0.1833636004,0.009816943600000001,0.0316205524,0.1069245982
elyC__delelyC_37C__2,0.0385091173,0.07100259910000001,0.0273716832,0.023794240600000002,0.1650360705,0.0020335306,0.0124836259,0.0028539415,0.1823312109,-0.0377297082
elyC__delelyC_37C__3,-0.0424067537,0.0966690572,-0.1509429014,0.051536903700000004,0.1449864971,-0.1234032021,0.1098379842,0.0076040322,0.3242544804,0.0623433261
evo_acid_w__F9_2__1,0.7450159766000001,1.1684633173,0.4008060829,-0.5093630551,0.45212262210000004,-0.08701428630000001,-0.0868462549,0.217797859,2.2124515583,0.1168458395
evo_acid_w__F11_1__1,0.22740457660000002,1.0515469584,1.5600686026,1.0448240257,0.0515482653,0.44528241100000004,1.0633208399,0.3817420467,0.0928610133,0.1024958552
evo_acid_w__F11_1__2,0.029625917800000002,0.8284381546,1.40791004,1.3949710003,0.1563578091,0.3809689256,1.131297204,0.0725812748,0.7271117502000001,-0.027054930600000002
evo_acid_w__F11_1__3,0.42309775920000003,0.9734723298,1.5065395435,1.0738428079,0.2851965476,0.8151977263,0.8800036879,0.44919307610000003,1.2219072662000001,0.2930065381
evo_acid_w__wt__1,-0.5306172606,0.1476479966,0.6116240077,0.6279534183000001,0.1360930215,0.1655475823,0.2724923966,-0.0609622073,1.5239187272999999,0.1762148048
evo_acid_w__F11_2__1,0.4175640256,0.4483004398,-0.014099397100000001,-0.3132555821,0.1526137479,0.4412779679,0.6985609423,0.6252667381,1.0621641727,0.5482148519
evo_acid_w__B11_2__1,-3.3534463491,-0.9366364302,-0.4600786288,-0.5439089850000001,0.7470542054,0.6276682163,0.8256407572000001,1.2889337574,1.0759300603,0.6090409476
evo_acid_w__F11_2__2,1.7108917565000001,0.9043307447000001,0.9516954578000001,0.17956962810000002,-0.0330759678,0.554461836,0.9373990203,0.6075660936,-0.6815112293000001,0.5170535655
evo_acid_w__wt__2,0.4117999143,0.11003292590000001,0.7313215293,0.7840393394,0.0921125297,0.2304795496,0.20336403320000002,0.0863890039,0.3047822845,-0.05028569
evo_acid_w__B11_1__1,-1.9974584175,-0.6012330036,-0.3867429227,-0.7293389396000001,0.0459686345,0.3694412737,1.3563317349,1.7152523092,-1.6454046189,0.1846504888
evo_acid_w__H9_1__1,7.0073319478,2.0699171043,3.6208728695,1.7779188062,-1.7381250601,0.4332954446,1.0434132564,-2.0031697105,2.1717734136,-1.7243275941
evo_acid_w__H9_2__1,1.0668701743,0.9421102121,0.9147702110000001,0.8633148513000001,0.1060124781,0.1628332434,0.6211098653,0.3546445131,0.19292705640000002,-0.024634011100000002
evo_acid_w__B11_2__2,-3.5033776682,-0.9077073719000001,-0.33153029640000004,-1.0434970141,0.7565786075,0.648322409,0.9446735712000001,1.39013901,1.0481367336,0.6020970956
evo_acid_w__wt__3,0.35725613570000003,0.0574956862,0.6899149235,0.0930653412,-0.0206086192,-0.0029053989000000003,0.19317926470000002,0.021809976000000002,-0.0042973177,-0.0671102244
evo_acid_w__H9_2__2,1.1200935033,0.9761661969000001,0.8735327841,0.8914924555,0.2191212157,0.1057436544,0.7523114583,0.12475231960000001,0.39223158750000003,-0.0801522576
evo_acid_w__B11_2__3,-3.9163814648,-1.0925581351,-0.40800879430000003,-1.0738210716,0.701250519,0.7086341429,1.0523045103,1.4450520969,0.9225069578,0.6737933368
evo_acid_w__F11_2__3,1.2500118357,0.9462238747,0.9954782055,-0.2266908223,0.0061447768000000005,0.6724093296,1.1431551135,0.8090461283,-0.8829571123000001,0.45720679700000005
evo_acid_w__F9_2__2,0.8924103398000001,1.1828843367,0.3344147469,-0.6093413027,0.5616911087,-0.0352727115,0.008727086,-0.09832871280000001,2.3731705428,0.27701676410000003
evo_acid_w__wt__4,0.2133240177,0.16454386540000002,-0.11460644610000001,0.40157637690000003,0.2075206627,0.2361233144,0.19313878240000001,-0.20560811410000002,-0.29128463800000004,0.0938320029
evo_acid_w__wt__5,0.4486586725,0.3562810885,0.0756100846,0.3272748216,0.07605606050000001,0.27021511470000004,0.2774941188,-0.0694291011,-1.0559364507,0.0894754707
evo_acid_w__wt__6,-0.6852966199,-0.5613878022000001,-0.5234859047,-1.0786827828,-0.0229880917,-0.3058493791,-0.6283920245,0.0506369624,-0.1277838775,-0.2736240874
evo_acid_w__H9_1__2,6.7864908405,2.0082583195,3.4105675917,1.9312242163,-1.7211272316000001,0.4028684171,0.9611217019,-2.1001270599,2.3900865406,-1.6429957246
evo_acid_w__F9_1__1,0.041562637,0.6799342392000001,1.0040240114,0.3365615109,0.33539129840000004,0.43411844,0.0744501936,0.5066841750000001,1.0778150826,0.1160762797
evo_acid_w__F9_1__2,0.3484660308,0.6667822826,1.1736279485,-0.0320332964,0.37333806010000004,0.5486757694000001,0.40260152990000003,0.34524607700000004,1.7910009049000002,0.0839656367
evo_acid_w__B11_1__2,-1.8790991038,-0.6482864163000001,-0.4584992164,-0.2880409691,0.1027974094,0.2389036263,1.1423883914,1.1038660302,-1.6038819468,0.2031246137
evo_acid_w__H9_2__3,0.5797929911,0.5492723397,0.49761650160000004,0.7264883133000001,0.2542201101,0.2280332499,0.6380008985,0.34977235560000003,-0.1611169638,0.059061844
evo_acid_w__wt__7,0.8139263556,0.30714720630000003,-0.12061102280000001,0.39649041,0.1532453091,0.0387599562,0.0087964859,-0.11484903540000001,0.5210449225,0.1169916908
evo_acid_w__F9_1__3,0.5097733638,0.5429163155,1.2029861748,0.1565363276,0.3624937381,0.5020623851,0.3368431462,0.46375516120000004,1.7684623973,0.0844062733
evo_acid_w__F9_2__3,1.0175017457,1.1311306695,0.3249955949,-0.47432717080000003,0.5062765036,-0.1303596277,-0.0855036155,0.019701898500000002,2.3841112015,0.18376677560000002
evo_acid_w__wt__8,0.1786160996,0.0774486435,-0.3600639164,-0.5565783599,-0.3269025847,-0.2222979323,-0.16773649570000002,0.28949748670000003,-0.3831462017,-0.1237522085
evo_acid_w__B11_1__3,-2.19007718,-0.8775622727,-0.589512502,-0.3943179129,0.09219357800000001,0.2773207593,1.2907538767,1.2695602862,-1.3078989702000001,0.1897072569
evo_acid_w__wt__9,-1.2076673148000001,-0.6592096101,-0.9897032551,-0.9951385649000001,-0.2945282879,-0.4100728068,-0.3523365614,0.0025150290000000002,-0.48729744890000004,0.0382582411
evo_bz__c3_1_bz__1,6.5441525649,3.8769523801,4.0243512677,0.1932521797,-0.385355987,0.0125088691,0.5265288848,0.1410654555,0.044954516300000004,-0.33151754910000003
evo_bz__c3_1_bz__2,4.1345557517,3.745874824,1.7595175346,-0.11367726040000001,-0.6930073795,-0.325820761,-0.953911704,-0.3910279091,-0.323535516,-0.1332014449
evo_bz__c3_1_bz__3,3.9411863302,3.5521870898,2.0043846467,-0.055300474200000005,-0.7755713976,-0.2114259839,-0.7838583679000001,-0.44154555100000004,-0.3688739019,-0.1381783195
evo_bz__c3_1_bz__4,4.503183443,3.637267183,2.0528801461,-0.050601478500000005,-0.6576656106000001,-0.14747079400000002,-0.7107125521000001,-0.5611262142,-0.1503656468,-0.0419448371
evo_bz__g5_1_bz__1,6.5536951143,3.7365375642,3.8484921855,1.0977452562,-0.1341736427,-0.7478690444,0.7325081359000001,-0.3524552037,3.6536413194,-0.07253444170000001
evo_bz__g5_1_bz__2,7.8168686433,4.9283781317,5.0821947621,1.6067169379,-0.5635110724,-0.5863539719,0.12678584240000002,-0.9056081209,0.9168393518,-0.4440657738
evo_bz__g5_1_bz__3,6.5280069682,3.8572286299,3.7190833964000003,1.2337849475,-0.1045202598,-0.7804356397000001,0.17031178800000002,-0.42057476650000003,3.3293732206,-0.1382794621
evo_bz__g5_1_bz__4,5.3903296895,3.8851315479,2.7557728566,0.6487535925,-0.5514972085000001,-0.625589131,-0.7517381617000001,-0.8672213773,0.4429974579,-0.1702060812
evo_bz__g5_1_bz__5,4.9661962597,3.6758869924,2.3447611219,0.4313845094,-0.5907591781,-0.3734359498,-0.7991546368,-0.4427516114,0.3646087702,-0.2025075809
evo_bz__g5_1_bz__6,5.2334455928,3.8092258674,2.5896173506,0.5314377797000001,-0.5379723588,-0.4772939875,-0.7519549762000001,-0.7546014759,0.30729279190000003,-0.1111644247
evo_bz__w3110d13__1,0.2326857971,-0.1224848104,0.1539727908,-0.090826216,0.5884298837,0.1767797988,-0.0722272919,0.2453102094,0.0291404536,-0.0231601011
evo_bz__w3110d13__2,-0.8036799381,-0.3467576411,-0.2174811314,-0.2275090176,0.5233414408,0.2219253281,-0.35921440590000003,0.2457475705,0.0098192238,0.3573503233
evo_bz__w3110d13__3,-0.5241760707,-0.0009040089000000001,-0.131283213,0.1507807058,-0.4463507494,0.0066967902,0.020233695700000002,-0.1542627521,-0.4884090131,-0.1784814844
evo_bz__w3110d13__4,-0.1234876381,-0.3534260674,-0.2164659726,0.26904184870000003,0.4678437997,0.0461293378,-0.3178556617,0.0075343704000000004,-0.18752289200000002,0.11393533900000001
evo_bz__w3110d13__5,0.5881893269,0.29629679340000004,0.1871486852,-0.3688713026,-0.7475887920000001,-0.317419271,0.2779257242,0.0001936499,0.4559846912,-0.2216552118
evo_bz__w3110d13__6,0.6304685229,0.5272757344,0.2241088411,0.2673839818,-0.38567558290000004,-0.13411198400000002,0.45113793960000004,-0.3445230481,0.18098753650000002,-0.047988864900000004
evo_bz__w3110d13_bz__1,3.8654781964,2.9906325666,3.1405668076,0.0702495348,-0.31419254,0.0017279988,-0.45277154410000003,0.16050459590000002,0.1585245166,0.09095173570000001
evo_bz__w3110d13_bz__2,4.7425754685,3.2220169304,3.2866397366,0.4987004956,-0.1236678575,0.1863426404,-0.43523176090000004,-0.4633537807,-0.3058826031,-0.024713051700000002
evo_bz__w3110d13_bz__3,4.9470447812,3.5423270459,2.3113934515,-0.31829052350000003,-0.7518707576,-0.27948331590000003,-1.3618090047,-0.6211628684,0.1199590179,0.1121055624
evo_bz__w3110d13_bz__4,3.207670621,2.503831933,2.4136575729,0.1930835283,-0.10341932470000001,-0.0688213523,-0.6254494108,0.1250024662,0.1977498889,0.1862578631
evo_bz__c3_1_bz__5,7.3735186173,3.8734554257,4.0357434973,-0.0603150774,-0.31786441590000003,-0.0247222365,0.4284568918,-0.2019906604,0.9987135651000001,-0.3290399509
evo_bz__c3_1_bz__6,7.1426972606,4.0429148104,4.3521057743,0.030817823100000002,-0.5855978821,-0.0670071577,0.7030029695000001,-0.17092258500000002,-0.2479232046,-0.48705604830000004
evo_bz__g5_2_bz__1,3.3317833369,2.8106492805,1.3404343453,0.0996390431,-0.9927383484000001,-0.7192125849000001,-1.3106485362,-0.9988764317000001,-1.3608096033,-0.1538052907
evo_bz__g5_2_bz__2,3.1956502903,2.8131495879,1.3481831952,-0.2768246876,-1.0770436531,-0.6342275554,-1.5209720614,-0.8214510339000001,-1.4484519146000001,-0.18493456090000002
evo_bz__g5_2_bz__3,3.5608879651,2.9380036731,1.482829062,-0.6500033339,-0.9319843065000001,-0.4966980935,-1.2618710073,-0.7360847575,-1.147626942,-0.18630295970000002
evo_bz__g5_2_bz__4,0.6741291841,0.6215357370000001,0.5634643098000001,-0.3410497646,-0.3099510565,0.1431630716,-0.8784372188,0.3966041554,-1.0841467557,0.3670534203
evo_bz__g5_2_bz__5,0.3976519875,0.4068069265,0.8079271168000001,-0.4108510732,-0.5033890871,0.1304155335,-0.929040995,0.3910926074,-1.452082591,0.3920862734
evo_bz__g5_2_bz__6,1.4259837212,0.7463007883,1.3087545881,-0.0331066877,-0.43552663960000004,0.2075936561,-0.434006669,-0.035026353,-1.5701520421000001,0.3835933978
evo_bz__w3110d13_bz__5,4.1820403747,3.3410819962,2.1752480143,-0.5176073027,-0.9039885132000001,-0.2671753085,-1.2402773773,-0.2532313176,0.0409702418,0.11542331600000001
evo_bz__w3110d13_bz__6,5.3499197092,3.6837142158000002,2.7016195389,0.0390048894,-0.882397812,-0.49119381310000004,-1.0299136016,-0.8358621076,0.3338124488,0.0844924779
evo_bz__a1_1_bz__1,0.1592639988,0.5292550973,0.8311139283000001,-1.8786517409,-0.1968594431,0.8795385531000001,-1.2347857529,0.1310562172,1.9208949611000001,1.0897858248
evo_bz__a1_1_bz__2,2.8995686723,1.8643055515,1.9680804409000001,0.5361451732,-0.0757624216,0.1477903236,-0.9309222845,0.5837345662,1.7421538811000001,1.2371729595
evo_bz__a1_1_bz__3,6.861870975,4.1271225479,3.6468795985,1.3088622026,-1.1352115054,-0.6286692262,-0.629076176,-0.7926743156,0.5824367774,1.0646058979
evo_bz__a1_1_bz__4,1.6725117862999999,1.6411794783,1.9644563341,0.2024257022,-0.1630694594,0.0696074042,-0.8483866738,1.3401219728,0.0036705774,1.0078764544
evo_bz__a1_1_bz__5,6.5455434638,4.0499854307,3.7737731562,1.8037451479,-1.1430905682,-1.0308164091,-0.3330611424,-0.5941587655,0.2999342461,0.9463870165
evo_bz__a1_1_bz__6,6.5522010217,4.0381214952,3.5816734633,1.2205659637,-1.1479592129,-0.5994284520000001,-0.4491964674,-0.7212959865,0.6800792624,1.0722413734
evo_metab__wt__1,-2.6424478801999998,-0.8373124506,-0.8970249188,-1.6493450053,0.0216952277,0.1538214049,-0.4796510268,-0.8537273313,-0.2223264297,0.42934506310000004
evo_metab__del_zwf__1,-2.3318813582,-0.5408478176,-0.3273777659,-0.7442162344000001,0.0089552738,-0.1664392461,-0.2221272957,-0.5581509644,-0.0071189377,0.349692112
evo_metab__zwf_ale1__1,-3.3946868698,-0.5518960811,-0.5057993673,-0.6383483829000001,-0.029136735400000002,-0.2972388883,-0.2789216644,-0.4894097088,-0.07701272840000001,0.2498593021
evo_metab__zwf_ale2__1,-0.8559730701,-0.045631195,0.1374487348,0.28114724700000004,-0.22346250180000002,-0.15520780350000002,0.5575820366,0.0555135524,0.0869198874,-0.28456256900000004
evo_metab__del_ppk__1,2.187614681,0.6158040854,1.0219606513,0.2732446559,-0.5950074874,0.1771213348,0.8074342294,-0.0787142445,-0.6806533698,-0.6794094024
evo_metab__ppk_ale1__1,1.1511531826999999,0.2834906628,0.7866794121,1.0259451355,-0.2819178846,-0.0714593505,0.737244078,0.1591601426,-0.35396139520000003,-0.9080935587000001
evo_metab__ppk_ale2__1,-2.8835273874,-1.249415402,-1.1037794118,-0.9024142098,-0.2129587413,-0.2625788595,-0.35059068260000004,-0.6722701763000001,-0.6667392267000001,0.06443553
evo_metab__ppk_ale3__1,-2.3073986073,-1.1181642133,-1.1176814914,-0.652088098,-0.6664505470000001,-0.2532398477,0.147549647,-0.6569091517,-0.1829639575,-0.1007906664
evo_metab__del_dapF__1,-2.6497222693999998,-0.9167249501,-0.9607387101,-2.1722072706,-0.2899666271,0.0498963048,-0.3829326765,-0.6965257371,-0.06232428,0.0972707941
evo_metab__dapF_ale1__1,-2.1027186091,-0.7757312992000001,-0.2258663028,-1.6052180138,-0.0956451908,-0.053262352400000004,-0.2597106273,-0.867810289,-0.3000884493,0.2105139865
evo_metab__dapF_ale3__1,-0.07030527980000001,0.0294279052,0.0657270865,0.3620233339,-0.534902734,-0.21340027120000002,0.28443479590000004,-0.2072308356,-0.7365499214,-0.0825145317
evo_metab__del_entC__1,0.1809354786,-0.0860199931,0.47716524990000003,-0.49893765240000004,-0.09387450950000001,-0.2705576678,0.0737464471,-0.0366993311,0.045356924,-0.46108296270000004
evo_metab__entC_ale1__1,1.0228295048,0.6787571976,0.5458391585,0.5466123304,-0.4795015226,0.066955625,-0.2213946523,0.012245357600000001,0.2457592557,-0.2255620557
evo_metab__entC_ale2__1,-2.7675304683,-0.5490590408,-0.6326985735,-1.2977643723,0.3381492062,-0.2559363146,-0.1774862131,-0.41071263300000005,-0.14586396340000002,0.3351334701
evo_metab__del_dgk__1,2.8309202692,0.7143416023,0.261609792,0.1951553286,-0.2479411708,0.21847758820000002,0.2289802027,0.3169642319,-0.8532738292000001,-0.42369144810000003
evo_metab__dgk_ale1__1,-0.3454387625,0.0015512448,0.3651503305,0.4056362652,0.1803691418,-0.31988032650000003,0.7263548931,0.015997995100000002,-0.7531932505000001,-0.4865265509
evo_metab__dgk_ale2__1,-1.8012793366,-0.607811655,-0.303797309,-1.1910265089,0.5647813138000001,-0.1506185508,0.13182760870000002,0.0644254838,-0.7648728013,-0.5945639628
evo_metab__dgk_ale3__1,-0.0321938706,0.2636798799,0.2422920584,-0.1072731442,-0.0535453575,-0.1204453825,0.1280600133,-0.3527493064,-0.3101358843,-0.10043155120000001
evo_metab__wt__2,1.8039738411,0.6763198020000001,0.6616260301,0.83271207,0.0598112988,-0.0769273394,0.3516031773,0.11344961220000001,0.1867526123,-0.267338644
evo_metab__del_zwf__2,-0.3726696007,-0.0458781449,0.1163295589,-0.2743643188,0.1188856227,-0.256294666,-0.2587729556,-0.0776861945,2.3289481532,-0.1698473996
evo_metab__zwf_ale1__2,0.0018208627000000002,-0.0424833238,0.4070941328,0.7857869584,0.34647646330000004,-0.9702487917,0.2032542823,-0.3085645329,0.6183355909,-0.504854488
evo_metab__zwf_ale2__2,1.8883250463,0.9377540218,1.0899572766,0.39781253320000004,-0.08200134910000001,0.1247518207,0.7108964108,0.5362143779,0.357773491,-0.3928416974
evo_metab__del_ppk__2,3.1951782212,1.2812462914,1.2070248726,0.9618331763,-0.1543697162,0.085600064,0.014677073,0.2827147237,0.5382046811,-0.3014839036
evo_metab__ppk_ale1__2,-0.038294072900000004,-0.311294612,0.0385310984,0.37364485550000004,0.5010526678,-0.1252248496,0.49927146170000003,0.1739749676,-0.0572542905,-0.5503437983
evo_metab__ppk_ale2__2,1.0574581716,0.1062631433,-0.2049260109,0.6290338879,0.033069829700000004,0.22698569670000002,0.5069238861,0.5552778938,-0.4471674561,-0.9198102947000001
evo_metab__ppk_ale3__2,1.5775963268000002,0.30395960110000003,0.5308211483,1.5166701272,-0.1021128979,-0.0114629372,1.0432138476,0.6973714623,-0.5539854427,-0.718766828
evo_metab__del_dapF__2,0.2209843663,0.049810364700000005,0.2178198032,-0.5625280567000001,-0.5275545316,-0.626199638,0.2825083672,-0.29816975030000004,2.8172340047,-0.5556702269
evo_metab__dapF_ale1__2,0.9316177216,0.5166110056000001,0.3021350507,-0.6907673522000001,-0.8740408744,-0.7247527610000001,0.10329689060000001,-0.16488263350000001,4.5131384873,-0.6087219654
evo_metab__dapF_ale3__2,0.1062662604,0.2112567316,0.3412540787,-0.5231355216,-0.6052099843000001,-0.6045302616,0.26911665020000003,-0.1090022791,3.5667463746,-0.368221721
evo_metab__del_entC__2,3.5430571936,1.2089284808,1.3336515693,0.8212813583,-0.520378201,-0.0568756443,0.1545658879,0.3859898433,0.5128547909,-0.40167385310000003
evo_metab__entC_ale1__2,1.5536960533,0.2391356171,-0.0609715959,0.3088496385,-0.1808186141,-0.2906037369,-0.32946415760000003,-0.5205175573,0.42410348670000003,-0.3170440785
evo_metab__entC_ale2__2,0.3093425073,-0.2945671768,-0.3845199459,-0.0104370819,-0.2481074814,-0.39823138620000004,0.0470756561,0.3174432465,-0.108645684,-0.7864090192000001
evo_metab__entC_ale3__1,0.1536713599,0.0394637768,0.39782525830000004,0.5082582503,-0.1007067708,0.4325278162,0.7958363804,0.5627784507,0.17577522710000001,-0.44031152840000004
evo_metab__del_dgk__2,2.984371634,0.8293662481,0.3960110882,0.18013646660000002,-0.2493838519,0.193723001,0.0948151408,0.4923875361,-0.7505658820000001,-0.3318387024
evo_metab__dgk_ale1__2,1.056362125,0.2195221651,0.36287955800000005,0.6615309996000001,0.0934857714,0.012295112300000001,0.3397432443,0.3566497402,-0.3425199927,-0.5513330144
evo_metab__dgk_ale2__2,1.2071196125,0.07283275040000001,0.1292333457,-0.21710432870000002,0.0258529291,0.3868844563,0.1136940215,0.7956397664,-0.4556223797,-0.8250874175
evo_metab__dgk_ale3__2,2.8297739845,0.7203539566,0.5845102665,-0.0723385831,-0.7092992376,0.1335640873,0.048348386,0.3601288832,-0.6400462182000001,-0.4833633171
evo_metab__wt__3,0.8384740391000001,0.1609926486,0.2353988886,0.8166329353,-0.08150652650000001,-0.0768940655,0.1280478495,0.7402777192000001,0.0355738174,-0.1620064192
evo_metab__del_zwf__3,3.3371691369,1.0199384447,1.2341234103,1.4229401458,-0.38365261440000004,-0.4706021925,0.1636412489,0.48647327700000004,0.5824123451000001,-0.48958256440000003
