,A,RpoH
tcs__del_btsR_pyruvate__2,2.4337704583,-0.1811599435
tcs__del_cpxR_etoh__1,13.0271043167,0.4250970475
tcs__del_cpxR_etoh__2,13.0845294037,0.4382914875
tcs__del_cpxR_lb__1,-1.6720291147,-0.34859210150000003
tcs__del_cpxR_lb__2,-1.0935551224,-0.1702965145
tcs__del_cusR_CuSO4__1,12.703417356,0.7440647205
tcs__del_cusR_CuSO4__2,12.3474773276,0.7127932175
tcs__del_cusR_lb__1,1.06434935,0.0511899205
tcs__del_cusR_lb__2,0.6280200923,-0.0630938435
tcs__del_kdpE_01-kcl__1,0.8013516906,0.23408861250000002
tcs__del_kdpE_01-kcl__2,1.0056807857,0.23984990650000002
tcs__del_kdpE_115-kcl__1,-4.3932369448,-0.4685537735
tcs__del_kdpE_115-kcl__2,-4.657401075,-0.3418096175
tcs__del_phoB_m9__1,-2.8206109322,0.2376275035
tcs__del_phoB_m9__2,-2.6100301097000003,0.1746127815
tcs__del_phoB_m9p__1,15.2016904266,4.1378363775
tcs__del_phoB_m9p__2,15.3275528294,4.1537368575
tcs__del_rcsB_etoh__1,18.5543441714,1.5005516075
tcs__del_rcsB_etoh__2,18.6020446439,1.5414115575
tcs__del_rcsB_lb__1,0.6342992763,0.0150811425
tcs__del_rcsB_lb__2,0.8839529602,-0.0491372465
tcs__del_zraR_lb__1,16.808470908,0.3788348995
tcs__del_zraR_lb__2,15.7466923102,0.3785833235
tcs__del_zraR_zncl2__1,8.8051563451,0.7556749785
tcs__del_zraR_zncl2__2,8.8470340218,0.7550031115
tcs__wt_01-kcl__1,-3.4329680529,0.2981596235
tcs__wt_01-kcl__2,-3.7087701626,0.1335727625
tcs__wt_01xlb__1,4.3905731965,-0.1866187665
tcs__wt_01xlb__2,4.300753002,-0.2830876805
tcs__wt_115-kcl__1,-5.1422412781,-0.3719340625
tcs__wt_115-kcl__2,-5.2347454431,-0.41590390250000003
tcs__wt_CuSO4__1,8.7617506553,0.0303806925
tcs__wt_CuSO4__2,8.6465669335,0.026511687500000002
tcs__wt_etoh__1,16.8714261949,1.5562596275
tcs__wt_etoh__2,16.4262146836,1.5617823675
tcs__wt_lb__1,1.1275478914,0.3378133525
tcs__wt_lb__2,1.2832013180000001,0.3869630665
tcs__wt_LiAcet__1,-1.9362322934,0.2475938635
tcs__wt_LiAcet__2,-2.6674949926,0.4856714535
tcs__wt_LiCl__1,-2.0712235816,0.3227630065
tcs__wt_LiCl__2,-2.2885050516,0.3790818285
tcs__wt_m9p__1,11.1189847549,3.9164834375
tcs__wt_m9p__2,11.0659364058,3.9529697275
tcs__wt_pyr__1,2.8216218585,-0.11108665050000001
tcs__wt_pyr__2,2.9800475016,-0.1228898615
tcs__wt_zncl2__1,15.2876281236,0.7947984345
tcs__wt_zncl2__2,15.2041804451,0.8548821895000001
ros_tale__0_0_0pq__1,3.6399149212,-0.6694757225
ros_tale__0_0_0pq__2,3.8717978675999998,-0.6578283835000001
ros_tale__0_0_250pq__1,0.6539036782000001,1.2546426175
ros_tale__0_0_250pq__2,0.6116252472,1.2533757925
ros_tale__1_mid_250pq__1,4.8841130099,0.15064125050000002
ros_tale__1_mid_250pq__2,4.967145832,0.1759478945
ros_tale__1_0_0pq__1,-0.6129505637,1.3881728885
ros_tale__1_0_0pq__2,-1.4933218385,1.6668295675
ros_tale__1_0_0pq__3,3.4438649092,-0.46453912950000004
ros_tale__1_0_0pq__4,3.4809305083,-0.4127486715
ros_tale__1_0_250pq__1,4.3747919045,0.6458034625
ros_tale__1_0_250pq__2,3.9206389048,0.7763894265
ros_tale__1_0_750pq__1,-2.3462451833,1.3907511575
ros_tale__1_0_750pq__2,-0.3379392757,1.5976905875
ros_tale__1_1_0pq__1,-6.150733572,0.6562772555
ros_tale__1_1_0pq__2,-5.927214862,0.7320586485
ros_tale__1_1_250pq__1,-5.1775571722,0.5210909135
ros_tale__1_1_250pq__2,-4.7451505573,0.35399722450000004
ros_tale__1_1_750pq__1,-6.3789142392,0.4745598105
ros_tale__1_1_750pq__2,-5.1455207304,0.3901425375
ros_tale__1_2_0pq__1,-5.0603726731,0.2504840135
ros_tale__1_2_0pq__2,-3.8534241465,0.9538469975
ros_tale__1_2_250pq__1,-4.5199769923,0.8441140295
ros_tale__1_2_250pq__2,-3.5562169569,0.7509069975
ros_tale__1_2_750pq__1,-3.5828298658,0.9952920715
ros_tale__1_2_750pq__2,-2.9642306164,1.0157191285
ros_tale__1_3_0pq__1,-1.7252669142000001,0.0122565755
ros_tale__1_3_0pq__2,-1.3005997012,-0.1436317165
ros_tale__1_3_250pq__1,-1.9058377177999999,0.0306854615
ros_tale__1_3_250pq__2,-1.1843177383,0.2349995245
ros_tale__1_3_250pq__3,-1.4257091574,-0.09984968250000001
ros_tale__1_3_250pq__4,-0.7154223246,-0.15441197750000002
ros_tale__1_3_750pq__1,-2.7237213627,0.033201271500000004
ros_tale__1_3_750pq__2,-2.9088784258000002,-0.10113105850000001
ros_tale__1_4_0pq__1,-1.4142369622,-0.4046707935
ros_tale__1_4_0pq__2,-2.5899934799,-0.5571103715
ros_tale__1_4_250pq__1,1.3342997596,0.0217557265
ros_tale__1_4_250pq__2,-1.1007690884,-0.3496905925
ros_tale__1_4_750pq__1,-0.3014519982,-0.2276384165
ros_tale__1_4_750pq__2,-1.0693540651,0.28476859050000003
ros_tale__1_4_750pq__3,-0.38967888370000003,-0.0170878875
ros_tale__1_4_750pq__4,-1.6349285729,-0.0371651505
ros_tale__2_mid_250pq__1,4.7792345343000004,0.4108058035
ros_tale__2_mid_250pq__2,4.6272818431000005,0.047550035500000004
ros_tale__2_0_0pq__1,1.8876327361,1.3184050434999999
ros_tale__2_0_0pq__2,2.1747867311,1.2104354315
ros_tale__2_0_0pq__3,4.6978150426,-0.7997353505
ros_tale__2_0_0pq__4,5.3527164914,-0.7320201075
ros_tale__2_0_250pq__1,4.4711118892,0.4154699475
ros_tale__2_0_250pq__2,4.5065138723,0.3931071635
ros_tale__2_0_750pq__1,-5.5651699792,0.6439955055000001
ros_tale__2_0_750pq__2,-6.2689018942,0.46129043150000004
ros_tale__2_1_0pq__1,1.8263787668,0.9769273595
ros_tale__2_1_0pq__2,2.0225615945,1.0520338545
ros_tale__2_1_250pq__1,3.419737312,1.4144272525
ros_tale__2_1_250pq__2,2.9263870534,1.3030429165
ros_tale__2_1_750pq__1,1.8938905257,1.6757064475
ros_tale__2_1_750pq__2,1.2697451349,1.4311859495
ros_tale__2_1_750pq__3,0.4330631466,1.4900793475
ros_tale__2_2_0pq__1,-6.8591331106,0.9525092365000001
ros_tale__2_2_0pq__2,-6.4005629991,1.1615869145
ros_tale__2_2_250pq__1,-7.646929749,1.4382616485
ros_tale__2_2_250pq__2,-7.4488736401,1.4495616305
ros_tale__2_2_750pq__1,-7.6981355415,1.3312017235
ros_tale__2_2_750pq__2,-7.2027101127,1.0790883505
ros_tale__2_3_0pq__1,-5.037299495,2.0502518375
ros_tale__2_3_0pq__2,-4.2029405016,1.4422316845
ros_tale__2_3_250pq__1,-4.6212296638,1.6104264175
ros_tale__2_3_250pq__2,-6.9061701883,2.0940266175
ros_tale__2_3_750pq__1,-3.7820379936,1.9569648175
ros_tale__2_3_750pq__2,-4.6202956688,1.7669209175
ros_tale__3_0_0pq__1,-2.9966154006,0.48169127850000004
ros_tale__3_0_0pq__2,-2.4039066479,0.46133995850000004
ros_tale__3_0_250pq__1,3.6260882591,1.1728677555
ros_tale__3_0_250pq__2,2.5130777864000002,1.0511519175
ros_tale__3_0_750pq__1,3.5743966534,1.0712284565
ros_tale__3_0_750pq__2,4.4067542989,0.8715864925
ros_tale__3_1_0pq__1,0.41203491870000003,1.4239917645
ros_tale__3_1_0pq__2,-2.5653363219000003,0.7813463225
ros_tale__3_1_250pq__1,5.8979330369,0.9673513985000001
ros_tale__3_1_250pq__2,1.3157006397,0.6254963565
ros_tale__3_1_750pq__1,5.1938554944,1.2097969295
ros_tale__3_1_750pq__2,1.5175947641,0.6373076885
ros_tale__3_2_0pq__1,3.3262942521,-0.4547914375
ros_tale__3_2_0pq__2,3.3393387472000002,-0.6377549305
ros_tale__3_2_0pq__3,3.2724961877,-0.7730936075
ros_tale__3_2_0pq__4,3.281830164,-0.8035391575
ros_tale__3_2_250pq__1,-0.1162405085,1.4483617625
ros_tale__3_2_250pq__2,-2.0801956932,1.2053331965
ros_tale__3_2_750pq__1,-4.513490334,1.3279804785
ros_tale__3_2_750pq__2,-4.3849243785,0.9747602315
ros_tale__3_3_0pq__1,-0.2578414243,0.9743925955
ros_tale__3_3_0pq__2,-0.9301749901,1.1342847725
ros_tale__3_3_0pq__3,-0.1303432002,1.0820321165
ros_tale__3_3_0pq__4,-0.7193119306,1.1006045145
ros_tale__3_3_250pq__1,0.2808876825,0.0827085815
ros_tale__3_3_250pq__2,0.5264989513,0.1232186205
ros_tale__3_3_750pq__1,1.3071536441,0.2940928465
ros_tale__3_3_750pq__2,1.0432846513,0.11308815250000001
ros_tale__3_4_0pq__1,1.6290422352,1.8012496875
ros_tale__3_4_0pq__2,1.6794623245,1.7591056575000001
ros_tale__3_4_250pq__1,-0.2797885744,2.6617699575
ros_tale__3_4_250pq__2,-2.2461334726,3.1344563075
ros_tale__3_4_750pq__1,2.7619390684000003,2.1399995875
ros_tale__3_4_750pq__2,2.00365562,2.2750540075
pcoli__atASMT_325G__1,7.9849613266,0.1070166735
pcoli__atASMT_325G__2,7.8728673329,0.0413673415
pcoli__bpTDC__1,16.1994537383,0.5128609375000001
pcoli__bpTDC__2,16.559331112,0.4631104975
pcoli__BRCA__1,15.2673209982,0.0550482855
pcoli__BRCA__2,15.2721344862,-0.0020633685
pcoli__BRCActrl__1,15.0969069605,0.4769987905
pcoli__BRCActrl__2,15.1141003991,0.2242236785
pcoli__BRCAswap__1,11.0687372056,0.25381494450000003
pcoli__BRCAswap__2,10.1502078958,0.2945534455
pcoli__btAANAT__1,8.8566371163,0.20002068750000002
pcoli__btAANAT__2,7.6076429303,0.2366469145
pcoli__btASMT__1,10.301904062,0.3098365255
pcoli__btASMT__2,10.1886886404,0.2155330685
pcoli__CC1__1,-0.9001853461,0.5547688875
pcoli__CC1__2,-0.5966942906,0.6284077155000001
pcoli__ccCOMT__1,10.1112215957,0.0640830205
pcoli__ccCOMT__2,9.9532000146,0.0435855455
pcoli__ckDDC__1,0.9589172111,0.39481468750000004
pcoli__ckDDC__2,0.0696504947,0.4611418795
pcoli__CNTF_belt__1,10.2960246147,0.21204474750000002
pcoli__CNTF_belt__2,9.0618183079,0.5438551605
pcoli__cobPNMT__1,5.3565299627,0.1381855545
pcoli__cobPNMT__2,4.2643902183,0.0984035265
pcoli__cvPhhB__1,2.6206741954,0.0973428195
pcoli__cvPhhB__2,1.2045538686,0.3290946705
pcoli__ggAANAT__1,10.2665489081,0.0422551725
pcoli__ggAANAT__2,10.5327307064,0.0036097315000000003
pcoli__ggTPH__1,8.2546455813,0.1278346955
pcoli__ggTPH__2,9.5153436528,0.1524120755
pcoli__hsAANAT__1,-1.944665396,0.9272430815
pcoli__hsAANAT__2,-1.2868895936,0.8319979305
pcoli__hsASMT__1,12.6519991466,0.18098553550000002
pcoli__hsASMT__2,12.7719741888,0.2674156755
pcoli__hsPNMT_mb__1,10.4552980304,0.1010204115
pcoli__hsPNMT_mb__2,10.1253861316,0.0691740065
pcoli__hsTPH__1,13.118066686,-0.27598982650000004
pcoli__hsTPH__2,13.2463239408,0.0337877075
pcoli__hsTPH_E2K__1,7.9978061669,0.7213901925
pcoli__hsTPH_E2K__2,7.1332878873,0.6351561805
pcoli__hsTPH_E2K_N91I_P99C__1,15.0609586495,-0.013453936500000001
pcoli__hsTPH_E2K_N91I_P99C__2,14.5585839187,-0.1250736155
pcoli__hsTPH_N158trunc__1,9.8936593374,0.6591663365
pcoli__hsTPH_N158trunc__2,10.083322775,0.7022808075
pcoli__hsTPH_N174trunc__1,7.6889121996,0.2927430655
pcoli__hsTPH_N174trunc__2,9.7292935459,0.6045311195
pcoli__hsTPH_Ntermtrunc__1,2.8516625097,0.6759584315
pcoli__hsTPH_Ntermtrunc__2,2.6122569471,0.4681596985
pcoli__hsTPH1__1,4.5114081983,0.47860016050000004
pcoli__hsTPH1__2,4.0627850596,0.44671548050000004
pcoli__MBP__1,1.1152340379,0.0469571055
pcoli__MBP__2,1.6796155544,0.4672121645
pcoli__msCOMT__1,15.3248035026,0.0744420735
pcoli__msCOMT__2,15.6068026257,0.0546760675
pcoli__ocAANAT__1,11.2810565115,-0.0042318275
pcoli__ocAANAT__2,11.0091734678,0.0585344515
pcoli__osTDC_K374H__1,-0.3475385449,0.5336267535
pcoli__osTDC_K374H__2,-0.4782381227,0.5668190955
pcoli__osTDC_K374L__1,15.1702730002,0.33905948950000003
pcoli__osTDC_K374L__2,15.3145051897,0.45600251150000004
pcoli__osTDC_K374Q__1,10.4275433172,0.2601315415
pcoli__osTDC_K374Q__2,10.2045942142,0.3164998395
pcoli__osTDC_L360V__1,15.1478729498,0.0379980165
pcoli__osTDC_L360V__2,15.1789074969,0.1752673505
pcoli__pmTPH__1,14.7829548853,-0.1364808595
pcoli__pmTPH__2,14.7056452513,0.2286245335
pcoli__RFC__1,4.1928772257,0.0155714565
pcoli__RFC__2,3.7561119333,0.0407942975
pcoli__RFCctrl__1,-1.9864605544,0.5469688925
pcoli__RFCctrl__2,-2.2849998042,0.5454760245
pcoli__RFCnopause__1,-2.5236842049,0.6870679905
pcoli__RFCnopause__2,-1.9509255191000001,0.7975274585000001
pcoli__RFCpluspause__1,-0.43511217290000004,0.7443063285
pcoli__RFCpluspause__2,-0.2962181742,0.37193547450000003
pcoli__rnCOMT_sol__1,-1.7709916124,0.6680327465
pcoli__rnCOMT_sol__2,-1.7527545834,0.5187625285
pcoli__rnPNMT__1,13.7612380305,0.27185109150000003
pcoli__rnPNMT__2,13.8085584742,0.2745223795
pcoli__rnTDC__1,15.2567801151,-0.020718332500000002
pcoli__rnTDC__2,15.1515212611,0.0847413655
pcoli__rnTDC_trunc__1,12.7756431392,0.5450091405
pcoli__rnTDC_trunc__2,11.8998125868,0.7887305295
pcoli__saCOMT_T2A__1,8.5257559363,0.020914856500000002
pcoli__saCOMT_T2A__2,8.1480686154,0.0298849015
pcoli__sfCOMT__1,10.6545745696,-0.0436904055
pcoli__sfCOMT__2,10.542096946200001,-0.1597805455
pcoli__sgAANAT_D63G__1,8.9774162823,0.0834109615
pcoli__sgAANAT_D63G__2,9.1350250594,0.2235316735
pcoli__ssDDC__1,14.7189481732,0.2211328125
pcoli__ssDDC__2,14.8970852799,0.37817539650000004
pcoli__TP53B__1,14.882468627,0.2658656755
pcoli__TP53B__2,14.8481259514,0.23233850050000002
pcoli__WT__1,-1.2638571304,0.8548909765
pcoli__WT__2,-1.4466107139,0.6151959075
cck__glu_ale4__1,4.8939953936,-0.5714363165
cck__glu_ale4__2,4.5472580136000005,-0.33964913550000003
cck__cck_ale1__1,5.6476973368,-0.5407632995
cck__cck_ale1__2,5.4609084851,-0.5827783505
cck__cck_ale2__1,5.2017300399,-0.4571928995
cck__cck_ale2__2,5.5165942768,-0.4810984555
cck_pgi__gmos_delpgi__1,-0.0300287698,0.1876206335
cck_pgi__gmos_delpgi__2,0.0468367129,0.0491956785
cck_pgi__pgi_ale1__1,6.1852390594,-0.2945803145
cck_pgi__pgi_ale1__2,6.527286736,0.1075978405
cck_pgi__pgi_ale2__2,3.7783424816,0.3277960265
cck_pgi__pgi_ale3__1,7.8305270332,-0.3541091255
cck_pgi__pgi_ale3__2,5.8924175475,0.0356459235
cck_pgi__pgi_ale4__1,8.5385228315,-0.3966194375
cck_pgi__pgi_ale4__2,5.9729564926,-0.24970976250000002
cck_pgi__pgi_ale4__3,6.156532473,-0.2192232755
cck_pgi__pgi_ale5__1,7.7309988965,-0.1666855945
cck_pgi__pgi_ale5__2,6.5292182566,-0.0451379515
cck_pgi__pgi_ale6__1,4.3057204584,-0.5663041015
cck_pgi__pgi_ale6__2,3.2395944203,-0.4570063795
cck_pgi__pgi_ale7__1,4.7943981468,-0.4453843295
cck_pgi__pgi_ale7__2,4.4001251223,-0.19557240950000002
cck_pgi__pgi_ale8__1,5.5290711166,-0.6577536075
cck_pgi__pgi_ale8__2,4.2479234038,-0.47568309950000004
cck_sdh__gmos_delsdhCB__1,-1.2784790406,0.5061824825
cck_sdh__gmos_delsdhCB__2,1.3677664149,0.9359231865000001
cck_sdh__sdh_ale1__1,3.1957829992,-0.0146260525
cck_sdh__sdh_ale1__2,3.35208684,-0.0096523825
cck_sdh__sdh_ale2__1,3.9869200864,-0.1660998525
cck_sdh__sdh_ale3__2,3.8226444702,-0.10145920750000001
cck_sdh__sdh_ale3__1,4.0440413149,-0.1674541545
cck_sdh__sdh_ale3__3,3.5928174072,-0.2010809365
cck_pts__gmos_delptsHIcrr__2,-0.5720048596,0.4201434895
cck_pts__gmos_delptsHIcrr__1,1.0636610909,-0.1007289125
cck_pts__pts_ale1__2,4.9160860779,0.034433820500000004
cck_pts__pts_ale1__1,4.9971934862000005,-0.1055439975
cck_pts__pts_ale2__2,4.3111907195,-1.1620111235
cck_pts__pts_ale2__1,4.5806110234,-1.2490060885
cck_pts__pts_ale3__2,4.4309435309000005,-0.6162144305
cck_pts__pts_ale3__1,4.9327690699,-0.6810068815
cck_pts__pts_ale4__2,5.5557864684,-1.2323520015
cck_pts__pts_ale4__1,4.3526502477,-1.0989374865000001
cck_gnd__gmos_delgnd__1,0.9431695897000001,0.2506671075
cck_gnd__gmos_delgnd__2,0.0709123467,0.5186103885
cck_gnd__gnd_ale1__1,5.2586166147,-0.6220452955
cck_gnd__gnd_ale1__2,5.2040775511,-0.6193971685
cck_gnd__gnd_ale2__1,5.3105068081999995,-0.5803592055
cck_gnd__gnd_ale2__2,4.2282595567,-0.3804618555
cck_gnd__gnd_ale3__1,5.1465425997,-0.4809650715
cck_gnd__gnd_ale3__2,5.6070226724,-0.46072620950000004
cck_tpiA__gmos_deltpiA__1,-0.6853434886,0.6386442555
cck_tpiA__gmos_deltpiA__2,-5.6736481429,0.4287924515
cck_tpiA__tpiA_ale1__1,1.7877852804,-0.34561318350000003
cck_tpiA__tpiA_ale1__2,1.9469176632,-0.4361762695
cck_tpiA__tpiA_ale2__1,1.773073626,-0.3218753545
cck_tpiA__tpiA_ale2__2,2.1951217032,-0.1120534515
cck_tpiA__tpiA_ale3__1,0.6907846270000001,-0.0608057595
cck_tpiA__tpiA_ale3__2,-0.0437815255,0.0807222665
cck_tpiA__tpiA_ale4__1,1.3964877681,-0.1562712565
cck_tpiA__tpiA_ale4__2,1.7856303222,-0.08966586950000001
acid_tale__acid_ale1_pH7__1,5.6873011459,-0.2593794085
acid_tale__acid_ale1_pH7__2,5.7951793478999996,-0.2592947855
acid_tale__acid_ale1_pH5__1,-1.0787832722,-0.2424395585
acid_tale__acid_ale1_pH5__2,-1.8257822276,-0.2661206075
acid_tale__acid_ale2_pH7__1,5.2365678991,-0.1777300095
acid_tale__acid_ale2_pH7__2,5.8444462016,-0.1679490925
acid_tale__acid_ale2_pH5__1,4.0473076362,0.061989890500000006
acid_tale__acid_ale2_pH5__2,5.0607417419,0.3528791255
acid_tale__low_Mg_ale_pH7__1,1.5499655334,-0.1739702515
acid_tale__low_Mg_ale_pH7__2,1.9277444612,-0.44203545050000004
acid_tale__low_Mg_ale_pH5__1,0.6292223859,0.0073697245
acid_tale__low_Mg_ale_pH5__2,1.459810305,-0.1476907345
acid_tale__MES_ale_pH7__1,6.1017830191,-0.4703574755
acid_tale__MES_ale_pH7__2,5.0425915339,-0.23941086350000002
acid_tale__MES_ale_pH5__1,2.9141815919000003,-0.2145497515
acid_tale__MES_ale_pH5__2,0.4994409846,0.3043547975
acid_tale__gmos_pH7__1,4.5819478966,-0.2887148545
acid_tale__gmos_pH7__2,4.1534647858,-0.3874811495
acid_tale__gmos_pH5__1,1.0876501895,-0.0450316605
acid_tale__gmos_pH5__2,0.7791203299,-0.0028271755
adnB__wt_adn__1,-3.5936050629,-0.2804474665
adnB__wt_adn__2,-3.1602176895,0.1809043085
adnB__delydhB_adn__1,-1.9193662301,-0.0369652815
adnB__delydhB_adn__2,-0.7062427851,-0.27841174750000003
ytf2__wt_glc__1,0.1619580555,-0.6840952235000001
ytf2__wt_glc__2,-0.4011275492,-0.6540545375
ytf2__ybcM_glc__1,2.6940694046,0.43594274650000003
ytf2__ybcM_glc__2,2.3572768188,0.4845220555
ytf2__ydhB_glc__1,2.4722140042,0.11725022950000001
ytf2__ydhB_glc__2,2.2729186032,-0.0073466175
ytf2__yfeC_glc__1,1.7595140778,-0.1837648465
ytf2__yfeC_glc__2,2.0463550357,-0.1011225615
ytf2__yciT_glc__1,0.3312786406,-0.36897068650000003
ytf2__yciT_glc__2,-0.133157527,-0.38874628050000004
ytf2__ydiZ_glc__1,1.3524233256,-0.47271763050000004
ytf2__ydiZ_glc__2,1.2585065757,-0.6108890725
ytf2__ynfL_glc__1,0.9235653331,-0.26053519950000004
ytf2__ynfL_glc__2,0.9073368034,-0.3157690425
misc2__dellon_glc__1,3.4734330819,-0.1943648895
misc2__dellon_glc__2,2.1904176506,-0.4008282965
ytf3__wt_glc2__1,2.0015575737,-0.5609929305
ytf3__wt_glc2__2,1.8664152249,-0.4527175755
ytf3__wt_pH7_lactate__1,1.9718281409,-0.40485680350000003
ytf3__wt_pH7_lactate__2,1.9799557043,-0.4062597505
ytf3__wt_pH55_lactate__1,0.3449058211,-0.4696918265
ytf3__wt_pH55_lactate__2,1.0041179462,-0.5257140185
ytf3__wt_pH55_HCl__1,1.2283022502,-0.5535702305
ytf3__wt_pH55_HCl__2,1.0855686078,-0.6763391495000001
ytf3__dyieP_pH7__1,2.3480151620000003,-0.5246131115
ytf3__dyieP_pH7__2,2.0824386101,-0.4711140595
ytf3__dyieP_pH55__1,1.6473066204,-0.40736396150000004
ytf3__dyieP_pH55__2,2.1196142441,-0.39600390750000003
