,A,NarL
ecoli_00598,-0.0559809872,-1.1090555945
ecoli_00599,1.3402373657,-0.9898636015000001
ecoli_00600,-0.9703526712,-2.1821245595
ecoli_00601,4.9661735941,-1.8952417805000001
ecoli_00602,5.711353395,-2.3755801425
ecoli_00603,7.0463954682,-2.0647630665
ecoli_00604,0.9123271985,-2.5820372785
ecoli_00605,6.4701171737,-2.2520674645
ecoli_00606,1.0958398406,-2.4249442675
ecoli_00607,4.4687838908,-1.6811806305
ecoli_00608,2.198765937,-2.4917287645
ecoli_00609,6.0802207768,-2.3300522655
ecoli_00610,5.3174524641,-1.8987000375
ecoli_00611,2.6877311653,-1.5359188824999999
ecoli_00612,4.6221146398,-1.8181148945
ecoli_00613,2.939400407,-2.0019324365
ecoli_00614,3.1376034788,-2.3994855025
ecoli_00615,3.9015035224,-3.0048782075
ecoli_00616,3.9295305787,-2.1174233595
ecoli_00617,3.6171531893999997,-2.5786150995
ecoli_00618,-0.2079782853,-0.7388326665
ecoli_00619,-0.46913750060000003,-0.6087178795
ecoli_00620,0.6132211815,0.7133759505
ecoli_00621,0.5727320784000001,0.7126471465
ecoli_00622,-1.3261896741,-0.5945350325000001
ecoli_00623,-1.1265987372,-0.6742076345
ecoli_00624,-1.4340510914,-0.4257732785
ecoli_00625,-1.6073943767999999,-0.6019739855
ecoli_00626,-1.276007619,-0.8740727555000001
ecoli_00627,-1.0036082313,-1.0234973265
ecoli_00628,1.8092517528,-0.5740491795
ecoli_00629,1.2914131523,-0.5252165025000001
ecoli_00630,-1.1388846256,-0.37165977650000004
ecoli_00631,-1.2016052665,-0.2293440545
ecoli_00632,-1.5538998448,-0.4059400895
ecoli_00633,-1.5927951847,-0.31513347350000004
ecoli_00634,-1.3160734638,-0.1439362855
ecoli_00635,-1.3035683189,-0.0009237545
ecoli_00636,-0.7233541986,-0.0439821275
ecoli_00637,-0.2373119591,0.0959938335
ecoli_00638,-1.4391958919,-0.5080616015
ecoli_00639,-0.22773216570000002,-0.4949952145
ecoli_00640,0.3998795697,-0.1909754655
ecoli_00641,0.47349158830000004,-0.061367065500000005
ecoli_00642,-1.7387757193,-0.2000554125
ecoli_00643,-1.8467473142,0.0814828725
ecoli_00644,-1.0200350195,-0.4023656715
ecoli_00645,-0.6253109050000001,-0.5218830955
ecoli_00646,-1.7002426277,-0.44880965450000004
ecoli_00647,0.4500402357,-0.4797649875
ecoli_00648,-0.18028690360000002,-0.4959027615
ecoli_00649,-0.8764286883,-0.5030244975
ecoli_00650,-1.1487701726,-0.6399381775
ecoli_00651,-0.6902515105,-0.8038166895000001
ecoli_00652,-0.6527281503,0.1767243155
ecoli_00653,0.5173510322,0.1779742685
ecoli_00654,-0.2178791601,-0.46420169650000004
ecoli_00655,-0.3614897614,-0.5092591385
ecoli_00656,-0.8321427210000001,-0.48001811650000004
ecoli_00657,-0.9856937129000001,-0.48527572150000003
ecoli_00658,-1.0239946999,-1.0967243425
ecoli_00659,-0.8880720523000001,-0.9809825245
ecoli_00660,-2.1694081249,-0.3183766275
ecoli_00661,-2.6908470995,-0.3063947875
ecoli_00662,-0.9304462866000001,-0.7407224925
ecoli_00663,-0.716123552,-0.7195519345
ecoli_00664,-1.3893596665,-0.3692697815
ecoli_00665,-1.3155868643,-0.4899277475
ecoli_00666,-1.8118782845,-0.5297338445
ecoli_00667,-1.5013284136,-0.5399660135000001
ecoli_00668,-2.1875927287,0.4352442445
ecoli_00669,-1.035979211,0.6075804585
ecoli_00670,-1.0537335616,-0.26073173050000004
ecoli_00671,-1.0826979257,-0.2792831045
ecoli_00672,1.4523194559000001,-0.7889837015000001
ecoli_00673,-1.5087166094,-0.2934833025
ecoli_00674,-1.2565742363,-0.5418198755
ecoli_00675,-1.2474676385,-0.5107075375
ecoli_00676,-1.1526108325,-0.6138434605
ecoli_00677,-1.4724552892,-0.6652457935
ecoli_00678,-0.14471329800000002,0.39723650250000003
ecoli_00679,-0.2888339994,0.5434466145
ecoli_00680,-0.7762988942,-0.21983520550000002
ecoli_00681,-1.317972535,-0.1407958105
ecoli_00682,-1.5556144202,-0.27608475250000003
ecoli_00683,-1.4485632482000002,-0.1258541755
ecoli_00684,-0.0721354097,-0.7044672035
ecoli_00685,-0.2323301271,-0.6702064145000001
ecoli_00686,-1.3093241761,-0.8203616895
ecoli_00687,-1.7022464507000001,-0.5814454735
ecoli_00688,-1.1204417306,-0.7457907865000001
ecoli_00689,-1.0569135087000001,-0.8047283165
ecoli_00690,1.1302924872,-0.0115159385
ecoli_00691,1.0229450299,-0.0330519685
ecoli_00692,-0.0452126595,0.1118509315
ecoli_00693,-0.9395786378000001,0.10091024750000001
ecoli_00694,-0.9079507695000001,0.2887766645
ecoli_00695,-1.5542305901,0.3286167855
ecoli_00696,-0.1488256909,0.2604318435
ecoli_00697,0.3727657073,0.1447961075
ecoli_00698,-1.2323620943,-0.6503718575
ecoli_00699,-1.1577835679,-0.5710341855000001
ecoli_00700,-1.1952452851,-0.8034015285
ecoli_00701,0.2990865712,-0.5989118515
ecoli_00702,-1.0602373628,-0.1505094955
ecoli_00703,0.1752689114,-0.1335955445
ecoli_00704,-1.3601274552,-0.5705627095
ecoli_00705,-0.6454901897,-0.5225363465
ecoli_00706,-1.3063054114,-0.8298738905
ecoli_00707,-1.5154142834000002,-0.8771755675
ecoli_00708,-0.8978173962,-0.7726151815000001
ecoli_00709,0.5391024062,-0.6505942795
ecoli_00710,-0.5173921682,-0.49015808050000004
ecoli_00711,-0.5546169105000001,-0.4109330295
ecoli_00712,-1.0201295965,-0.3145941465
ecoli_00713,-0.9614330816000001,-0.4172287685
ecoli_00714,-0.9351804454,0.3807883595
ecoli_00715,-0.7110244908000001,0.3210873535
ecoli_00716,0.9521942872,-0.0222282705
ecoli_00717,0.9345550606,-0.3838881335
ecoli_00718,0.8053638956,-0.4706912815
ecoli_00719,0.7252925652000001,-0.3814748985
ecoli_00720,0.7105815697,-0.5828621515
ecoli_00721,0.13324390220000001,-0.3574557165
ecoli_00722,0.879015092,0.0334709255
ecoli_00723,3.6482963804,0.1653592395
ecoli_00724,-0.8472781546,0.1535600155
ecoli_00725,-1.4574234121,-0.0510011605
ecoli_00727,-0.2331151908,0.3477169765
ecoli_00728,0.0118577913,0.0847816115
ecoli_00729,-0.7650797853,-0.0701452225
ecoli_00730,0.20847815790000002,0.06682618650000001
ecoli_00731,-0.7300933660000001,-0.49490475250000004
ecoli_00732,2.2144727761,-0.4233367555
ecoli_00733,0.2323804694,0.0965427135
ecoli_00734,-0.6366346855,-0.1690726395
ecoli_00735,0.6415134315000001,0.27279989250000003
ecoli_00736,-0.5019591347,-0.1189925505
ecoli_00737,0.593107013,0.1170010155
ecoli_00738,-0.5255400542,-0.1224753575
ecoli_00739,0.3400040703,0.0980957395
ecoli_00740,-0.1429116548,-0.1403017965
ecoli_00741,3.2526591509,0.9577260555
ecoli_00742,10.7241976508,1.2829432885
ecoli_00743,3.0089392738,0.1662700885
ecoli_00744,4.9741469244,0.30321213150000004
ecoli_00745,1.3751626415,0.0605521315
ecoli_00746,1.8344076502000002,0.1116408455
ecoli_00747,1.6812274688,-0.0864084085
ecoli_00748,1.283654911,-0.11876943150000001
ecoli_00749,11.9336311256,-0.0909655275
ecoli_00750,11.9456509916,-0.13545914450000002
ecoli_00751,2.1279221513,-0.2160116335
ecoli_00752,1.5383268891,-0.2966142805
ecoli_00753,-0.6477432804000001,-0.7527068005
ecoli_00754,-0.8838902299,-0.6565486025
ecoli_00755,-0.3477101798,-0.9239654305
ecoli_00756,0.7839218932,-0.6381105895
ecoli_00757,0.0161054703,-0.6865628525
ecoli_00758,0.17158873730000002,-0.7730456335
ecoli_00759,1.9188154718,0.7423524005000001
ecoli_00760,3.2386480566999998,0.9820097895000001
ecoli_00761,1.096579173,-0.5338358005
ecoli_00762,1.5572480428,-0.3519824015
ecoli_00763,1.5232977496,-0.43004323650000004
ecoli_00764,1.713739244,-0.3637060365
ecoli_00765,1.4296149099,-0.3175386865
ecoli_00766,2.9598889917,-0.0969884815
ecoli_00767,-3.1257671753,-0.0358744825
ecoli_00768,-1.2457235484,-0.2372376455
ecoli_00769,-0.1059177115,-0.0046118425
ecoli_00770,-0.0944291503,0.1112011705
ecoli_00771,-1.3184944337,0.0020100925
ecoli_00772,-1.312513886,-0.09773722750000001
ecoli_00773,-0.0503124283,-0.0696266685
ecoli_00774,0.5488977654,-0.0231452545
ecoli_00775,-0.4733063824,0.4562402625
ecoli_00776,0.7601146495000001,0.5276794545
ecoli_00777,-0.7478908044,-0.3882596935
ecoli_00778,0.0193160852,-0.4530958185
ecoli_00779,12.8700008764,0.0404185195
ecoli_00780,13.319737699000001,0.4396251195
ecoli_00781,-1.3348747799,0.0682693585
ecoli_00782,-1.0549062511,0.0705149235
ecoli_00783,2.2709319372,0.2923998865
ecoli_00784,6.5324423328,0.4249205595
ecoli_00785,2.0423307111,-0.7947534245000001
ecoli_00786,2.274252216,-0.5075561365
ecoli_00787,5.4989686913,-0.0704268985
ecoli_00788,5.7698952748,0.0384016395
ecoli_00789,-0.8740107821,-0.6963044715000001
ecoli_00790,-0.4877260618,-0.6922107615
ecoli_00791,5.5698487121,0.0470680715
ecoli_00792,8.9107809773,0.4736475295
ecoli_00793,-0.4229770853,-0.4407953935
ecoli_00794,-1.0524398665,-0.4829654065
ecoli_00795,5.6719483376,0.030203814500000002
ecoli_00796,4.0011008013,-0.1135068335
ecoli_00797,-1.8691984224,-1.5303865945
ecoli_00798,1.8278977914,-1.4267996655
ecoli_00799,-0.8804817669,-2.6117934965
ecoli_00800,-2.0163274242,-1.2349381365
ecoli_00818,-0.7523348401000001,-0.3962228975
ecoli_00819,-0.9318681162,-0.4647902935
ecoli_00820,-1.1839397803,-0.2786471065
ecoli_00821,-0.6753629972,-0.3293468485
ecoli_00822,-1.2659190843,-0.2798938995
ecoli_00823,-1.5424102303,-0.3104366645
ecoli_00824,-1.6992343987,-0.4414590915
ecoli_00825,-1.7428881628,-0.3999695005
ecoli_00826,-0.9859056899,-0.6381665165
ecoli_00827,-0.9893327416000001,-0.7197927745
ecoli_00828,-0.7733147908,-0.7677580275
ecoli_00829,-0.8778561433000001,-0.7151323415
ecoli_00830,-0.33412113060000004,-0.5126629765
ecoli_00831,-0.5452787049,-0.36853121050000004
ecoli_00832,1.17415284,-0.4105492865
ecoli_00833,0.47621771300000004,-0.7020863385
ecoli_00834,-0.5907402609,-0.6001066655
ecoli_00835,-1.0032804624,-0.5297932525
ecoli_00836,1.226728163,-0.4450588375
ecoli_00837,1.4788732420000001,-0.4530281225
ecoli_00838,4.3539726675,-0.5466195805
ecoli_00839,2.2168183915,-0.38416190650000004
ecoli_00840,2.2831816426,-0.3298288515
ecoli_00841,1.9225724865,-0.3882837555
ecoli_00842,-0.2360104364,-0.6664045555
ecoli_00843,0.2285520406,-0.6698855995
ecoli_00844,0.7126817282,-0.7236744345
ecoli_00845,0.5273053064000001,-0.4768536135
