,A,Cra
tcs__del_btsR_pyruvate__1,7.2912743434,-1.7581450445
tcs__del_btsR_pyruvate__2,7.2267464841,-1.7828460925
tcs__del_cpxR_etoh__1,-0.7601543863,1.7925485945
tcs__del_cpxR_etoh__2,-0.7296529458000001,1.8005069615
tcs__del_cpxR_lb__1,0.7071753079,0.7477895285
tcs__del_cpxR_lb__2,0.8076264028,0.7776630565
tcs__del_cusR_CuSO4__1,0.6878780344000001,0.0859257475
tcs__del_cusR_CuSO4__2,0.8020962668,0.14349823350000002
tcs__del_cusR_lb__1,5.634857444,0.9697545555
tcs__del_cusR_lb__2,5.5940535328,0.8775237925
tcs__del_kdpE_01-kcl__1,3.0904138435,-0.4134206025
tcs__del_kdpE_01-kcl__2,3.2396208192,-0.4331493275
tcs__del_kdpE_115-kcl__1,3.7665393185,-0.6108375715000001
tcs__del_kdpE_115-kcl__2,4.4231173353,-0.6956772725
tcs__del_phoB_m9__1,7.8645204218,-0.3885892615
tcs__del_phoB_m9__2,8.2122360761,-0.4216058885
tcs__del_phoB_m9p__1,7.6546295157,-1.5807294665
tcs__del_phoB_m9p__2,7.7269744903,-1.5887457205
tcs__del_rcsB_etoh__1,-0.4316150885,1.1254918015
tcs__del_rcsB_etoh__2,-0.7469864481,1.1849148595
tcs__del_rcsB_lb__1,-0.9511425868000001,0.9924813635
tcs__del_rcsB_lb__2,-0.7045097335,1.0469467445
tcs__del_zraR_lb__1,8.1261749025,0.8747017505
tcs__del_zraR_lb__2,8.7565459252,0.8928557565
tcs__del_zraR_zncl2__1,0.7013105387,0.3764783115
tcs__del_zraR_zncl2__2,0.8329750715,0.3439924005
tcs__wt_01-kcl__1,8.1011079183,-0.9376892865
tcs__wt_01-kcl__2,8.6002193559,-0.7406080245000001
tcs__wt_01xlb__1,6.821722224,-1.3288956045
tcs__wt_01xlb__2,6.8959246603,-1.3977506645
tcs__wt_115-kcl__1,3.8036270334999998,-0.5887920295
tcs__wt_115-kcl__2,3.481346509,-0.6511352485
tcs__wt_CuSO4__1,1.1175511991,0.4310718155
tcs__wt_CuSO4__2,1.6397725414000002,0.4800872685
tcs__wt_etoh__1,-1.2412274666,1.0921585605
tcs__wt_etoh__2,-0.8413774715000001,0.9909839125000001
tcs__wt_lb__1,-0.0050806197,0.0047461995
tcs__wt_lb__2,0.1390436418,0.1492379845
tcs__wt_LiAcet__1,10.3001029781,-0.16590414350000002
tcs__wt_LiAcet__2,10.3272340835,-0.0736678875
tcs__wt_LiCl__1,10.3982301891,-0.0815533715
tcs__wt_LiCl__2,10.4884326978,-0.1015387645
tcs__wt_m9p__1,8.0025790584,-1.0628917865
tcs__wt_m9p__2,8.1333629196,-0.9667578475
tcs__wt_pyr__1,7.6664109374,-1.5807947135
tcs__wt_pyr__2,7.6508690475000005,-1.6930221545
tcs__wt_zncl2__1,1.1907757422,0.1924077455
tcs__wt_zncl2__2,0.9939869729,0.21218892550000001
ros_tale__1_112_0pq__1,2.3683789025,-0.3911114745
ros_tale__1_112_0pq__2,4.9350988945,-0.43659707550000004
ros_tale__1_112_250pq__1,9.9922937471,-0.9780583065
ros_tale__1_112_250pq__2,8.1956914907,-1.2340217545
ros_tale__1_112_750pq__1,9.2564761564,-1.3495966115
ros_tale__1_112_750pq__2,8.7712140716,-1.4567954405
ros_tale__1_112_750pq__3,9.020899047,-1.2052133145
ros_tale__3_76_0pq__1,3.054445425,-0.4323602815
ros_tale__3_76_0pq__2,3.1470221914,-0.3449293645
ros_tale__3_76_0pq__3,2.6189647124,-0.39805806250000003
ros_tale__3_76_0pq__4,3.0307151946,-0.5212387595
ros_tale__3_76_250pq__1,8.2060000494,-1.9343372025
ros_tale__3_76_250pq__2,8.8358137738,-1.5541468725
ros_tale__3_76_750pq__1,8.344710569,-0.8570549475
ros_tale__3_76_750pq__2,7.1430255488,-1.4953728025
ros_tale__7_103_0pq__1,10.7175545173,-1.0952503085
ros_tale__7_103_0pq__2,12.4091997925,-1.1767499755
ros_tale__7_103_0pq__3,11.0800473833,-0.9968852115000001
ros_tale__7_103_0pq__4,12.5488189853,-1.1407109545
ros_tale__7_103_250pq__1,6.0820085535,-1.2742185335
ros_tale__7_103_250pq__2,6.7055164536,-1.0188741495
ros_tale__7_103_750pq__1,7.1745204912,-1.2752378375
ros_tale__7_103_750pq__2,7.3820988062,-1.3016613505
ros_tale__9_77_0pq__1,8.6851191086,-2.2001054905
ros_tale__9_77_0pq__2,8.2360643541,-1.8967164115
ros_tale__9_77_250pq__1,7.2327797623,-1.7169205225000002
ros_tale__9_77_250pq__2,7.0122503875,-2.0475571795
ros_tale__9_77_750pq__1,9.7798285919,-1.8932122595
ros_tale__9_77_750pq__2,9.2307302239,-2.0322037935
ros_tale__11_83_0pq__1,9.6920429907,-0.23276420750000001
ros_tale__11_83_0pq__2,9.5975799635,-0.0790302575
ros_tale__11_83_250pq__1,8.942113327,-0.2821213065
ros_tale__11_83_250pq__2,9.6470084108,-0.3493332925
ros_tale__11_83_750pq__1,10.5793056655,-0.3047517495
ros_tale__11_83_750pq__2,9.6079403733,-0.2476662155
ros_tale__13_87_0pq__1,8.7882078399,-0.6445179135
ros_tale__13_87_0pq__2,7.9376275764,-0.6439962485
ros_tale__13_87_250pq__1,9.663015336499999,-0.4114107775
ros_tale__13_87_250pq__2,9.5955367647,-0.42328810250000004
ros_tale__13_87_750pq__1,9.5395502674,-0.45309646750000004
ros_tale__13_87_750pq__2,8.7088971548,-0.4707800525
ros_tale__14_27_0pq__1,6.8256695901,-0.3357135055
ros_tale__14_27_0pq__2,7.5270028413,-0.2646260755
ros_tale__14_27_250pq__1,13.9914339227,-0.4714697265
ros_tale__14_27_250pq__2,12.613427980200001,-0.4657785015
ros_tale__14_27_750pq__1,3.0009655822,-1.4504610815
ros_tale__14_27_750pq__2,3.7340557778,-1.6301569775
ros_tale__16_28_250pq__1,-0.47567935710000003,-0.5235758025
ros_tale__16_28_250pq__2,-0.1446918161,-0.5220146555
ros_tale__16_32_0pq__1,10.9187178571,-0.6231376805000001
ros_tale__16_32_0pq__2,11.4476341728,-0.5908580925
ros_tale__16_32_0pq__3,-1.2967840997,-0.1770220055
ros_tale__16_32_0pq__4,-1.1381487048,-0.2878558855
ros_tale__16_32_250pq__1,-1.8486296437,-0.24676026250000002
ros_tale__16_32_250pq__2,-1.8353225538,-0.2626083105
ros_tale__16_32_750pq__1,4.2361306768,-0.6754330605000001
ros_tale__16_32_750pq__2,6.3192846428,-0.6373685925
ros_tale__17_104_0pq__1,12.2950128217,-0.5634520925000001
ros_tale__17_104_0pq__2,12.9559362126,-0.5936830155
ros_tale__17_104_250pq__1,11.9156036582,0.0812509235
ros_tale__17_104_250pq__2,12.743960204,0.1340662715
ros_tale__17_104_250pq__3,12.2776838002,0.13120154350000002
ros_tale__17_104_250pq__4,11.9495866823,0.44656925750000004
ros_tale__17_104_750pq__1,11.2734415348,-0.0739377235
ros_tale__17_104_750pq__2,11.3462985972,-0.2845179285
ros_tale__18_24_250pq__1,1.6700050119,-0.6032428495000001
ros_tale__18_24_250pq__2,2.5451730072,-0.46701283250000003
ros_tale__18_36_0pq__1,7.8543737052,-1.4705291445
ros_tale__18_36_0pq__2,8.5802607743,-1.5110344755
ros_tale__18_36_0pq__3,0.33601192620000003,-0.7193799725000001
ros_tale__18_36_0pq__4,0.9656412129,-0.6490187325
ros_tale__18_36_250pq__1,-1.3823743557000001,-0.4738400555
ros_tale__18_36_250pq__2,-1.0766461391,-0.46078631950000004
ros_tale__18_36_750pq__1,4.2479119821,-1.6813225135
ros_tale__18_36_750pq__2,4.2725876165,-1.9262534625
ros_tale__19_91_0pq__1,12.5646946299,0.0729017255
ros_tale__19_91_0pq__2,12.6536834483,0.0301951285
ros_tale__19_91_250pq__1,12.9731200337,0.0068234285
ros_tale__19_91_250pq__2,12.1423450467,0.008452494500000001
ros_tale__19_91_750pq__1,9.689572684,0.0652730285
ros_tale__19_91_750pq__2,12.6629764522,-0.07703132950000001
ros_tale__19_91_750pq__3,9.6137750814,0.2977637655
ros_tale__19_91_750pq__4,12.5273258356,-0.2856802855
ros_tale__21_97_0pq__1,1.3407313057999999,-0.5243826455
ros_tale__21_97_0pq__2,6.8108428734,-0.6817049615
ros_tale__21_97_250pq__1,7.4898849976,-0.7486143145
ros_tale__21_97_250pq__2,11.7293500128,-0.8642061935
ros_tale__21_97_750pq__1,1.8023590345,-0.4865923955
ros_tale__21_97_750pq__2,10.4179536656,-0.7176516725000001
ros_tale__25_111_0pq__1,4.3268621851,-0.5937339485
ros_tale__25_111_0pq__2,9.6163097575,-0.5820296405000001
ros_tale__25_111_250pq__1,5.3248381559,-0.8990815385
ros_tale__25_111_250pq__2,10.2723300099,-1.1276856055
ros_tale__25_111_750pq__1,8.7921065063,-0.8359586505000001
ros_tale__25_111_750pq__2,10.8514229508,-0.6881410185
ros_tale__29_119_0pq__1,10.0154306007,-1.1326019405
ros_tale__29_119_0pq__2,10.4274370626,-1.5382685365
ros_tale__29_119_250pq__1,8.8383408082,-1.6041490395
ros_tale__29_119_250pq__2,9.1199547421,-1.6278803795
ros_tale__29_119_750pq__1,10.0211084292,-1.5524263975
ros_tale__29_119_750pq__2,8.9908420987,-1.7091536335000002
ros_tale__ALE4_0pq__1,0.1070139818,-0.3913418295
ros_tale__ALE4_0pq__2,0.1750198353,-0.39135513250000004
ros_tale__ALE4_250pq__1,-0.5623668132,-0.4698383085
ros_tale__ALE4_250pq__2,-0.2504983333,-0.4925657765
pcoli__atASMT_325G__1,-0.6070001453,-0.0535416535
pcoli__atASMT_325G__2,-0.4808796663,-0.0019762775
pcoli__bpTDC__1,0.8168427169,-0.23294458750000002
pcoli__bpTDC__2,0.7854090322,-0.3589759355
pcoli__BRCA__1,-0.42452763600000004,-0.23367239250000002
pcoli__BRCA__2,-0.1085743375,-0.1479608715
pcoli__BRCActrl__1,1.5450692587,0.4316906485
pcoli__BRCActrl__2,2.4428254846,0.4418792695
pcoli__BRCAswap__1,0.32673311650000003,-0.39478299650000004
pcoli__BRCAswap__2,0.3457758365,-0.4391806895
pcoli__btAANAT__1,0.16068081650000002,-0.2918731385
pcoli__btAANAT__2,0.5459581990000001,-0.4243901335
pcoli__btASMT__1,-0.1143737856,-0.3907064275
pcoli__btASMT__2,0.1982388042,-0.3939355525
pcoli__CC1__1,0.5831602311,-0.5075404345
pcoli__CC1__2,-0.47033040200000004,-0.4155527295
pcoli__ccCOMT__1,-0.5561361673,-0.0059533115
pcoli__ccCOMT__2,-0.4534064028,-0.0902870305
pcoli__ckDDC__1,2.0608226181,-0.44826330750000004
pcoli__ckDDC__2,2.8801132862000003,-0.3031650215
pcoli__CNTF_belt__1,-0.7716225748000001,-0.3959299195
pcoli__CNTF_belt__2,-0.9210236391000001,-0.5517080185000001
pcoli__cobPNMT__1,-0.168860106,-0.4505728425
pcoli__cobPNMT__2,-0.3121459508,-0.3180246335
pcoli__cvPhhB__1,-0.7342005399,-0.0298774355
pcoli__cvPhhB__2,0.2888629477,-0.0773141755
pcoli__ggAANAT__1,-0.503870106,-0.0780439325
pcoli__ggAANAT__2,-0.3576130749,-0.1007848135
pcoli__ggTPH__1,0.1849581664,-0.23930687850000001
pcoli__ggTPH__2,0.3408942247,-0.1298938775
pcoli__hsAANAT__1,2.1611805607,-1.2549768925
pcoli__hsAANAT__2,1.2128796884,-1.0062410225
pcoli__hsASMT__1,0.7732031505,-0.1182674875
pcoli__hsASMT__2,0.7722453893,-0.1310490315
pcoli__hsPNMT_mb__1,-0.5391869453,-0.24581995550000002
pcoli__hsPNMT_mb__2,-0.3202093985,-0.2672729775
pcoli__hsTPH__1,-0.9162702447000001,-0.4479507995
pcoli__hsTPH__2,0.0895976436,-0.3329615755
pcoli__hsTPH_E2K__1,0.2828160142,-0.4795134935
pcoli__hsTPH_E2K__2,0.8893162525,-0.6385117715
pcoli__hsTPH_E2K_N91I_P99C__1,-0.7147849132,-0.3112332625
pcoli__hsTPH_E2K_N91I_P99C__2,0.07541719250000001,-0.28910934650000003
pcoli__hsTPH_N158trunc__1,2.3299722937,-0.5380165845
pcoli__hsTPH_N158trunc__2,2.5341292181,-0.3179384205
pcoli__hsTPH_N174trunc__1,-0.085211014,-0.42690148850000004
pcoli__hsTPH_N174trunc__2,0.8759125859,-0.3229992045
pcoli__hsTPH_Ntermtrunc__1,2.2416018837,-0.6174020625000001
pcoli__hsTPH_Ntermtrunc__2,0.23529623230000002,-0.6844888675
pcoli__hsTPH1__1,0.1473841794,-0.31323234450000004
pcoli__hsTPH1__2,0.2495843935,-0.3735665535
pcoli__MBP__1,2.6779660483,-0.2203023745
pcoli__MBP__2,2.4270502308,-0.6244880495
pcoli__msCOMT__1,0.7631214432000001,-0.0322700805
pcoli__msCOMT__2,0.0669715777,-0.09055434350000001
pcoli__ocAANAT__1,-0.30004230730000003,-0.1464369335
pcoli__ocAANAT__2,-0.38230262130000003,-0.12132427350000001
pcoli__osTDC_K374H__1,1.8909273658,-0.45769461250000004
pcoli__osTDC_K374H__2,2.2892833644,-0.5149108415
pcoli__osTDC_K374L__1,1.9527147410999999,0.11737051450000001
pcoli__osTDC_K374L__2,2.0924816417,-0.0193505995
pcoli__osTDC_K374Q__1,1.7205819266,-0.3896166835
pcoli__osTDC_K374Q__2,1.9855212272,-0.39900950550000003
pcoli__osTDC_L360V__1,0.9625201716,-0.21113180950000002
pcoli__osTDC_L360V__2,1.1186735411,-0.23261660250000002
pcoli__pmTPH__1,-0.4058063364,-0.0799609865
pcoli__pmTPH__2,-0.126128914,-0.1009678865
pcoli__RFC__1,-0.47296136660000004,-0.4363782805
pcoli__RFC__2,-0.5012688120000001,-0.3421102535
pcoli__RFCctrl__1,1.6411387452000001,-1.0692868685
pcoli__RFCctrl__2,1.7303546295,-1.3051590585000001
pcoli__RFCnopause__1,2.0690835185,-1.1486698065
pcoli__RFCnopause__2,3.0654630167,-1.3585629915
pcoli__RFCpluspause__1,3.7965732074,-0.9141675615
pcoli__RFCpluspause__2,5.5961898198,-0.7883406125
pcoli__rnCOMT_sol__1,1.9618496470000002,-1.0786107555
pcoli__rnCOMT_sol__2,1.9414963233,-1.1564564395
pcoli__rnPNMT__1,0.4357184572,0.0021429315
pcoli__rnPNMT__2,0.2881853115,0.07630186950000001
pcoli__rnTDC__1,1.5965815365,-0.1678007745
pcoli__rnTDC__2,1.4526230253999999,-0.17603646050000002
pcoli__rnTDC_trunc__1,0.5359734298000001,0.0290134925
pcoli__rnTDC_trunc__2,1.2039595,0.037046314500000004
pcoli__saCOMT_T2A__1,-0.9076503848,0.046489893500000004
pcoli__saCOMT_T2A__2,-0.8364682595,0.0535411385
pcoli__sfCOMT__1,-0.1409653079,-0.42329244850000003
pcoli__sfCOMT__2,0.2462807534,-0.35858088250000003
pcoli__sgAANAT_D63G__1,-0.0023504735000000002,-0.1751983355
pcoli__sgAANAT_D63G__2,-0.9160487515,-0.08475152650000001
pcoli__ssDDC__1,0.802387237,-0.0924200195
pcoli__ssDDC__2,1.2028000969,-0.1918927075
pcoli__TP53B__1,0.10705923290000001,-0.2322266925
pcoli__TP53B__2,0.1457995497,-0.29222066350000003
pcoli__WT__1,2.1988944583,-0.6626199635000001
pcoli__WT__2,2.6960335723,-0.5518119805
cck__glu_ale4__1,0.720476483,-0.2689649585
cck__glu_ale4__2,0.6355689984,-0.5186773875
cck__cck_ale1__1,0.8154485506,-0.5003678425
cck__cck_ale1__2,0.9818453987,-0.5049330885000001
cck__cck_ale2__1,1.0305192783,-0.6694244875
cck__cck_ale2__2,0.6035380876,-0.6482969055000001
cck_pgi__gmos_delpgi__1,2.6665300268000003,-0.5053467015
cck_pgi__gmos_delpgi__2,2.8391964149,-0.1422311275
cck_pgi__pgi_ale1__1,-1.0990280611,-0.1942388005
cck_pgi__pgi_ale1__2,-0.4963457996,-0.3963984005
cck_pgi__pgi_ale2__2,0.4498484696,-0.34675106650000004
cck_pgi__pgi_ale3__1,-0.517772815,-0.3342527415
cck_pgi__pgi_ale3__2,-0.6755555149,-0.4355092025
cck_pgi__pgi_ale4__1,-0.8518405685,-0.5013595555
cck_pgi__pgi_ale4__2,-0.43369274290000004,-0.8678637295
cck_pgi__pgi_ale4__3,0.5386552262000001,-0.7653597695000001
cck_pgi__pgi_ale5__1,0.6988294222,-0.0822006035
cck_pgi__pgi_ale5__2,0.6042504647,-0.22570723650000002
cck_pgi__pgi_ale6__1,1.1092105591,-0.3492184615
cck_pgi__pgi_ale6__2,0.5677924994,-0.45643096050000004
cck_pgi__pgi_ale7__1,1.5844120772,-0.2254529905
cck_pgi__pgi_ale7__2,1.491747307,-0.2703454225
cck_pgi__pgi_ale8__1,1.0244139389,-0.44332820850000004
cck_pgi__pgi_ale8__2,0.9542003435,-0.6714113715000001
cck_sdh__gmos_delsdhCB__1,11.1411612353,-0.0499181495
cck_sdh__gmos_delsdhCB__2,9.8317875706,-0.1646915955
cck_sdh__sdh_ale1__1,1.2820183498,-0.2973217535
cck_sdh__sdh_ale1__2,1.4744481550000001,-0.2008397965
cck_sdh__sdh_ale2__1,1.3174672004999999,-0.19418119350000002
cck_sdh__sdh_ale3__2,1.0853299497,-0.13329255950000002
cck_sdh__sdh_ale3__1,1.0383077343,-0.33135345850000003
cck_sdh__sdh_ale3__3,1.2446529901,-0.2994175625
cck_pts__gmos_delptsHIcrr__2,7.5390606799,-0.0689478555
cck_pts__gmos_delptsHIcrr__1,7.5275203617,-0.1771836545
cck_pts__pts_ale1__2,3.0838419679,-0.0952594625
cck_pts__pts_ale1__1,3.1369195559,-0.1430249505
cck_pts__pts_ale2__2,2.5089389078,-0.3353655205
cck_pts__pts_ale2__1,2.0515087903,-0.4638504845
cck_pts__pts_ale3__2,3.6820739832,-0.0728756265
cck_pts__pts_ale3__1,3.6662740138,0.0661296145
cck_pts__pts_ale4__2,0.6515938903,-0.5897447965
cck_pts__pts_ale4__1,0.5422274058000001,-0.7425464545
cck_gnd__gmos_delgnd__1,7.3417792101,-0.0072481435
cck_gnd__gmos_delgnd__2,9.4994469284,0.08587059450000001
cck_gnd__gnd_ale1__1,0.9762766625,-0.4764336645
cck_gnd__gnd_ale1__2,0.22605292570000002,-0.34005364650000003
cck_gnd__gnd_ale2__1,0.9230406834,-0.5165471375
cck_gnd__gnd_ale2__2,1.0884008403,-0.4222115155
cck_gnd__gnd_ale3__1,1.6934986729000001,-0.4781938365
cck_gnd__gnd_ale3__2,1.3219244134,-0.4184485215
cck_tpiA__gmos_deltpiA__1,4.3142512757,-0.43855791650000003
cck_tpiA__gmos_deltpiA__2,2.8765223141,-0.5393699855
cck_tpiA__tpiA_ale1__1,2.9347847018,-0.5422065135
cck_tpiA__tpiA_ale1__2,3.0554662183,-0.5308042155
cck_tpiA__tpiA_ale2__1,3.4226911187,-0.3575995035
cck_tpiA__tpiA_ale2__2,3.4383542545,-0.3596872345
cck_tpiA__tpiA_ale3__1,3.1843520644,-0.41798636050000004
cck_tpiA__tpiA_ale3__2,3.2179405228,-0.4836626155
cck_tpiA__tpiA_ale4__1,3.8801669407,-0.3358756155
cck_tpiA__tpiA_ale4__2,3.5137497629,-0.4389650775
acid_tale__acid_ale1_pH7__1,0.2109245529,-0.7334999485
acid_tale__acid_ale1_pH7__2,0.5647930945,-0.7484703015
acid_tale__acid_ale1_pH5__1,7.6924995296,-0.4678920375
acid_tale__acid_ale1_pH5__2,8.0508278812,-0.3930017975
acid_tale__acid_ale2_pH7__1,0.586057169,-0.4118136355
acid_tale__acid_ale2_pH7__2,0.5536437085,-0.47630258550000004
acid_tale__acid_ale2_pH5__1,-0.7082450958000001,-0.1895000095
acid_tale__acid_ale2_pH5__2,3.477125684,-0.4798766975
acid_tale__low_Mg_ale_pH7__1,0.5850494024,-0.2781370405
acid_tale__low_Mg_ale_pH7__2,1.0375100607,-0.2569315545
acid_tale__low_Mg_ale_pH5__1,-0.34929716320000004,0.1020968525
acid_tale__low_Mg_ale_pH5__2,0.2601419287,-0.014786704500000001
acid_tale__MES_ale_pH7__1,0.1550686272,-0.36790245050000003
acid_tale__MES_ale_pH7__2,0.47425040370000004,-0.3178411205
acid_tale__MES_ale_pH5__1,-0.7243328528,-0.0216199515
acid_tale__MES_ale_pH5__2,-0.3530316267,0.2312870575
acid_tale__gmos_pH7__1,0.4200216754,-0.4110757265
acid_tale__gmos_pH7__2,0.14255993120000002,-0.3790623645
acid_tale__gmos_pH5__1,-0.0505401189,-0.0375262465
acid_tale__gmos_pH5__2,-0.4179952464,-0.050952172500000004
adnB__wt_adn__1,1.0603221122,-0.6501832575000001
adnB__wt_adn__2,1.0051853516,-0.0186172025
adnB__delydhB_adn__1,0.2802723045,-0.9902791435
adnB__delydhB_adn__2,1.3977056716,-0.4512461615
ytf2__wt_glc__1,1.0178385119,-0.1737854135
ytf2__wt_glc__2,0.9167908250000001,-0.28562678350000004
ytf2__ybcM_glc__1,5.4882557998,-0.8907573165
ytf2__ybcM_glc__2,5.7855356365,-0.7758062415
ytf2__ydhB_glc__1,1.4012115490000001,-0.3476782995
ytf2__ydhB_glc__2,1.2879600172,-0.3220592405
ytf2__yfeC_glc__1,1.2299929467,-0.2695613745
ytf2__yfeC_glc__2,1.4750993845,-0.2679638035
ytf2__yciT_glc__1,0.9808002106,-0.2872460545
ytf2__yciT_glc__2,0.7349064641,-0.37300834850000003
ytf2__ydiZ_glc__1,1.7628638893000002,-0.3173679715
ytf2__ydiZ_glc__2,1.5602156535,-0.2076009245
ytf2__ynfL_glc__1,0.9911588979,-0.1688068245
ytf2__ynfL_glc__2,1.2485297921,-0.1585725195
misc2__dellon_glc__1,5.2140467203,-0.9598467375
misc2__dellon_glc__2,6.3161230790000005,-1.4587705855
ytf3__wt_glc2__1,2.3013433365,-0.15415739850000001
ytf3__wt_glc2__2,2.2129631283,-0.0095756325
ytf3__wt_pH7_lactate__1,1.6528363054000001,-0.17338632950000002
ytf3__wt_pH7_lactate__2,1.5064470009000002,-0.1549683935
ytf3__wt_pH55_lactate__1,0.975135784,0.0703285175
ytf3__wt_pH55_lactate__2,0.9868722923000001,0.022572651500000002
ytf3__wt_pH55_HCl__1,1.5625065607000002,0.1200614225
ytf3__wt_pH55_HCl__2,1.3143141641,0.1057586445
ytf3__dyieP_pH7__1,1.8959096907,-0.18636152050000002
ytf3__dyieP_pH7__2,1.8463298767,0.014338835500000001
ytf3__dyieP_pH55__1,1.9402579894,-0.1386819535
ytf3__dyieP_pH55__2,1.8414988214,-0.0539012405
