,A,Fnr,flhD,NarL,ihfB,NarP,NsrR,Fis
evo_metab__del_dgk__1,0.5099078237,-0.12566082550000002,2.761183717,-0.6088164535,-0.2811494248,-0.6383199969000001,-0.6328866646,0.1951553286
evo_metab__dgk_ale1__1,0.6501181964,0.0504878854,1.9337296151,-0.4372946351,0.3734034026,-0.6980053877,0.2292743505,0.4056362652
evo_metab__dgk_ale2__1,0.1168581105,0.5392612067,0.39678279520000004,0.21005723110000002,1.0406558945,-0.7518052764,0.10447316470000001,-1.1910265089
evo_metab__dgk_ale3__1,0.3738869667,-0.1771450645,0.8293638741,0.3298116539,1.5872047917,-0.6385251476,-0.7730269515,-0.1072731442
evo_metab__wt__2,-0.3430957565,-0.0641102801,0.5499474830000001,-0.147708369,-0.5988409250000001,-0.3770133507,-0.46301471400000005,0.83271207
evo_metab__del_zwf__2,0.1427846162,0.4335230942,-0.2587099189,0.1776874777,1.4638075866,0.5574255159,0.0262514251,-0.2743643188
evo_metab__zwf_ale1__2,0.7121464457000001,-0.1511554798,0.4424755991,-0.6758762535,-0.065066414,0.0023126014,0.442181023,0.7857869584
evo_metab__zwf_ale2__2,0.023246846,-0.0774772219,1.3217322903,-0.3830104012,-0.3694768094,-0.3415925085,0.1792923035,0.39781253320000004
evo_metab__del_ppk__2,0.377645967,-0.1502114202,1.1374367239,-0.6258374279000001,-1.3381919271,-0.48444085080000004,-0.0375100525,0.9618331763
evo_metab__ppk_ale1__2,0.2655738416,0.1315080696,0.5193444085,-0.8211100075000001,-0.3357301543,-0.19891322050000002,0.8183289659,0.37364485550000004
evo_metab__ppk_ale2__2,0.46529165710000003,-0.0719380109,0.5062309017000001,-1.323253442,-0.4951080302,-0.4049088349,0.22469471670000002,0.6290338879
evo_metab__ppk_ale3__2,-0.6488975373,0.12563758,1.2686471164,-0.9410560172,-0.4177804027,-0.8527262456,-0.0295298449,1.5166701272
evo_metab__del_dapF__2,-0.5213510542,0.9592729955,-0.007919646800000001,0.0507837041,0.8912843678,-0.0481223942,-0.43217025950000004,-0.5625280567000001
evo_metab__dapF_ale1__2,-0.8515733307000001,0.8334966567000001,-0.130729483,-0.36151505040000004,0.7457290625,0.10384389840000001,0.200182244,-0.6907673522000001
evo_metab__dapF_ale3__2,-0.6048739868,1.0963381317,-1.0299245211,0.015682493000000002,0.4106332983,0.0738779786,-0.0759466691,-0.5231355216
evo_metab__del_entC__2,0.5022879198,-0.09922067500000001,3.0183380648,-0.8430240657,-1.5295929048999999,-0.26137277670000003,-0.2240542117,0.8212813583
evo_metab__entC_ale1__2,0.7424831131,-0.1683037611,1.381495502,-0.7095500967,-0.42164055240000003,-0.1833071832,-0.11915530440000001,0.3088496385
evo_metab__entC_ale2__2,0.1638880257,0.12045115120000001,1.4348586015,-0.9011111180000001,-1.8189793688,-0.44253011280000004,0.029960486,-0.0104370819
evo_metab__entC_ale3__1,0.11340041000000001,-0.10618114270000001,1.4770178291,-0.9978276163,-0.6449885269,-0.446762853,0.6855568582,0.5082582503
evo_metab__del_dgk__2,0.6024724135,-0.4606796238,2.9674845575,-0.5477391271000001,-1.0202695171,-0.6754981247,-0.0762659867,0.18013646660000002
evo_metab__dgk_ale1__2,0.12287831020000001,-0.2463820843,2.5226452173,-0.3795001022,-0.4636976262,-0.07145826150000001,0.5497377008000001,0.6615309996000001
evo_metab__dgk_ale2__2,0.0692382543,0.3616560525,2.3594985365,-0.8229495654000001,-0.0876755152,-0.4823670472,0.30806763330000003,-0.21710432870000002
evo_metab__dgk_ale3__2,1.4822447523,-1.0284903831,1.4088817426,-0.49900804390000003,0.2687374822,-0.43409591340000003,0.040879341900000005,-0.0723385831
evo_metab__wt__3,0.4889170027,-0.0647473615,0.6800074471,-0.2229902957,-0.8438418294000001,0.39970949710000003,0.2151321635,0.8166329353
evo_metab__del_zwf__3,0.38789420690000004,-0.0761053958,1.302203381,-1.050438918,-0.8046802190000001,-0.17887231280000002,-0.4557070568,1.4229401458
evo_metab__zwf_ale1__3,0.42521596450000004,-0.09697300660000001,0.6358060963000001,-0.9253455741000001,-0.1292274729,0.010444783800000001,0.4262639039,0.680223743
evo_metab__zwf_ale2__3,0.1586651892,-0.2615945059,0.670490683,-1.143631335,-1.3119733839,-0.4122120703,-0.3237409941,0.8789431159000001
evo_metab__del_ppk__3,0.8961741224,-0.162388314,0.8191737104,-0.6899662739,-1.1567435402,0.022754137600000002,-0.1789970784,0.9800089392
evo_metab__ppk_ale1__3,1.0680298768,0.06995235600000001,1.258924046,-0.431709809,-0.5962353548,-0.3917278658,0.24458331300000002,1.6211682894
evo_metab__ppk_ale2__3,0.0431146383,0.16927389210000002,1.2090729272,-0.8646589433,-0.42237850050000003,-0.1225056204,0.3239525515,0.4227996136
evo_metab__ppk_ale3__3,-0.2178004145,-0.21989089520000002,0.2788592821,-0.45853898340000004,-0.2330364484,-0.3997059032,0.4459143665,0.6111533806
evo_metab__del_dapF__3,-0.484093678,0.8976741623000001,-0.10877078230000001,-0.2640806834,0.7267281071,0.0834395968,0.2356969076,-0.6977877481
evo_metab__dapF_ale1__3,-0.6619374766,0.7015805322,0.33176344150000003,-0.5786324041,1.633609074,0.3608213022,-0.10828211330000001,-0.6402862152000001
evo_metab__dapF_ale3__3,-0.3780917864,0.8552512050000001,-0.0039158159,-0.680639905,0.5375879140000001,0.3834445456,0.2362392532,-0.058366774
evo_metab__del_entC__3,0.7993442123000001,-0.3455777802,2.2042308666,-0.9313440660000001,-1.2151198529,-0.45927943400000004,-0.052448439900000005,0.4816537571
evo_metab__entC_ale1__3,1.1040041146,-0.3496650475,1.2175477618000001,-0.8045448596,-0.9595485512,-0.198315561,0.6187871959,0.3647950216
evo_metab__entC_ale2__3,0.4766461178,-0.3209950742,2.2409832459,-0.9736267228000001,-0.9363784741000001,-0.3073502466,0.3985994148,1.2040757313000001
evo_metab__entC_ale3__2,-0.1318356201,0.10337487640000001,2.398065418,-1.7514730810999999,-1.1393529857,-0.4179557645,0.5320604129000001,1.1202764922
evo_metab__del_dgk__3,1.4447777338,-0.1810282464,3.5625693591000003,-0.9426322646,-1.6868286117,-0.8890720193,0.630731626,1.0180106172
evo_metab__dgk_ale1__3,0.8122602974,-0.1042635281,3.0342402103,-0.9324803580000001,-1.0194093062,-0.6502022962,0.6165331108000001,1.2066855321
evo_metab__dgk_ale2__3,0.8037384241000001,0.17177478340000002,2.7927278505,-1.1485021186,-2.0533163881,-1.1263124784,0.3899798151,0.6882293386
evo_metab__dgk_ale3__3,1.3115740144,-0.3989806461,1.3287890051,-0.5130261229,0.1201491622,-0.7791888210000001,0.3861344011,0.13935533020000002
flag_reg__wt__1,0.051447079300000004,0.0,0.0022990941000000003,0.027978306,0.16429681270000002,0.19980019170000002,0.1399367847,0.0730248436
flag_reg__del_fliA__1,0.3346791373,0.1430180401,-0.1514060224,-0.28426126290000003,-0.015058738600000001,0.07267635900000001,0.0160050285,0.0643501076
flag_reg__del_flhC__1,-0.1405546065,0.0,0.42546073710000004,-0.40835610370000003,0.1129815054,-0.3433674795,0.20888672330000002,1.0720314628
flag_reg__del_flhD__1,0.6635548766,0.0,-6.0090446105,-0.18742537580000002,0.1308799863,-0.8564162667,-0.8130742400000001,0.9546770033
flag_reg__wt__2,-0.051447079300000004,0.0,-0.0022990941000000003,-0.027978306,-0.16429681270000002,-0.19980019170000002,-0.1399367847,-0.0730248436
flag_reg__del_fliA__2,0.379777786,0.1810243454,-6.1787483795,-0.12312843670000001,0.10135033510000001,0.0701416252,0.2973885684,0.2858839488
flag_reg__del_flhC__2,-1.0879507815,0.0,-0.2656098327,-0.2665569219,-0.0248447382,0.30835879850000003,0.20747302920000002,-0.3191639852
flag_reg__del_flhD__2,0.3344409124,0.3016847958,0.2675413797,-0.3419932559,0.021092889,0.0877401889,0.0902071198,0.7770957466
flgM__27C__1,1.1447554137,-0.5190136381,-1.3114061791,0.4951291902,0.24784995,-0.1796496621,-1.5516898515,0.6023896792
flgM__27C__2,0.2578868726,-0.3222420219,-0.9384294336000001,0.5282612775000001,0.1064565189,-0.168072726,-1.05576917,0.9399468184
flgM__27C__3,0.41642427600000004,-0.4530709885,-0.8553780524,0.5388327452,0.005539048,-0.0347154799,-1.3089360815,0.9580009028
flgM__32C__1,-0.3121589898,-0.2782649171,-0.43148571750000003,0.0733341685,-0.0982544908,-0.17133669340000002,-0.0964146589,0.5457587479
flgM__32C__2,0.6080002536,-0.2806686959,-0.5646329653000001,0.23331332970000002,-0.15643323380000002,0.0541334511,-0.0618128324,0.5130037107000001
flgM__32C__3,0.8204791374,-0.4037237883,-0.4466742638,0.2936524889,0.0867734718,0.0559414447,-0.3315715877,0.6993471295
flgM__37C__1,-0.21621887990000002,-0.0037651177,0.014229118700000001,0.0053444871,-0.033570588000000005,0.0844621906,-0.0324648393,0.019990185
flgM__37C__2,0.3272903681,-0.0090358951,-0.0405651074,-0.0380483048,-0.057117415000000005,-0.082302913,0.0664368521,0.013572340300000001
flgM__37C__3,-0.1110714882,0.0128010128,0.0263359887,0.0327038177,0.090688003,-0.0021592776,-0.0339720129,-0.0335625254
flgM__42C__1,0.7209859854,-0.093188196,0.0090260527,-0.1505166587,0.1092855969,0.0238383271,0.035895943300000004,0.0142478612
flgM__42C__2,0.7688162351000001,-0.0238553789,-0.1966501867,-0.1406825428,0.1973599473,0.0554037542,0.07707910920000001,-0.2213432794
flgM__42C__3,0.2976563741,-0.0313487078,0.2027180117,0.19901135550000001,0.0520428904,0.33822658240000003,0.6128021437,-0.5866124358
histone__untreated__1,-0.3223819404,0.0095465275,-0.0980060932,-0.0307052643,0.0126545278,-0.2806123235,-0.3475869696,0.0883832858
histone__untreated__2,-0.38872589090000004,0.0232059397,0.2234373654,-0.29837836030000003,-0.0106326912,0.048528958500000004,0.6581669747000001,-0.222208977
histone__untreated__3,0.7111078313,-0.032752467300000004,-0.1254312722,0.3290836246,-0.0020218365,0.232083365,-0.3105800051,0.1338256911
histone__10ug_H2A__1,-0.1961952291,-0.15256787230000002,-0.0635723716,0.1228972319,-0.129348762,0.31486008600000004,-0.1425936107,0.2707169634
histone__10ug_H2A__2,-0.2108906916,-0.12441594560000001,-0.1949145787,-0.1692551499,-0.0711125526,0.27084092530000003,0.3478894513,-0.0203041477
histone__10ug_H2A__3,0.7949828593,-0.10435943240000001,-0.4946290473,0.3676494218,-0.0494529187,0.3590626414,-0.5834951661000001,0.2616089287
histone__50ug_H2A__1,1.0984281304,-0.4254753164,-1.4555044618,0.3538193458,-0.0136252659,0.4329661447,-0.641808495,0.401276157
histone__50ug_H2A__2,0.8124911757000001,-0.3196076483,-1.2349260254,0.41197237610000004,0.040501495900000004,0.6052419305,-0.8017131486,0.5326771554
histone__50ug_H2A__3,0.8197209766,-0.3156598178,-1.4011506998,0.27205525880000003,0.0660673569,0.5899694939,-0.5875976195,0.3627152817
histone__100ug_H2A__1,1.0140005814,-0.5449668212000001,-2.1082884616,0.1546633298,0.0680506139,0.4296274499,-0.7418026364,0.2758458686
histone__100ug_H2A__2,0.5608958315,-0.523218044,-2.0259129241,0.181779925,0.1463277796,0.4769412975,-0.6829843005,0.3746823043
histone__100ug_H2A__3,0.83066164,-0.5631612565,-1.9886176616000002,0.241015746,0.058645976,0.6113668889,-0.5650903567000001,0.22114017330000002
hns__del_hns_spike__1,-4.1357285847,-1.8529613086,-0.5776622043,0.1025900143,0.8947661931,-0.39397574090000004,0.47650053330000003,0.0544761327
hns__del_hns_spike__2,-3.9330142249,4.4171410107,-1.0401679773,0.0325783359,0.8245761367000001,-0.036025850400000003,1.3787814458,-0.2892167136
hns__del_hns__1,-4.7367721784,-1.9114182228,-0.44296944520000003,0.2102891741,0.9172620950000001,-0.2373554327,0.5237255552,0.0579722669
hns__del_hns__2,-3.2659971742,4.1511978614,-1.2432488577,0.1220451763,0.4369839626,-0.0268183548,1.0587072573,-0.4665531661
hns__wt_spike__1,-1.3238677006000001,-1.9114182228,0.7413075978,0.4081639314,0.7686354297,-0.3524756605,0.3342252618,0.44239441760000003
hns__wt_spike__2,0.7282648878,1.5058805974,-1.8651168603000001,-0.4645212761,-0.7693821899000001,0.2757242386,0.1730432664,-1.3861222248
hns__wt__1,-0.6869567257,-1.8065297164,0.5925970952,0.18506455360000001,0.5138647472,-0.49580533200000004,0.33273427250000004,-0.0160536305
hns__wt__2,0.6869567257,1.8065297164,-0.5925970952,-0.18506455360000001,-0.5138647472,0.49580533200000004,-0.33273427250000004,0.0160536305
hns_stpA__evo100G4_delhns_delstpA__1,-4.6235818932,-1.6696986845000001,-2.9402163159,-1.1222129359,-2.0371496979,-1.0936344842,-0.31795450140000003,0.4686909125
hns_stpA__evo100G4_delhns_delstpA__2,-4.6845317129,-1.4652493593,-3.1450521333,-1.0371567741,-2.2684730482,-1.2615444251,-0.5505409642,0.1449711787
hns_stpA__evo100G12_delhns_delstpA__1,-5.4124074833,-0.35889479760000004,-1.8579145807000002,-1.1150671133,-1.3068979798,-0.0404046418,-1.6395133685,1.3782961321
hns_stpA__evo100G12_delhns_delstpA__2,-5.3805024638,-0.8014556473000001,-1.8031976149000002,-1.2359529551,-1.0530082661,-0.11821539730000001,-2.0552039252,1.4721652701
hns_stpA__delhns_delstpA_delrpoS__1,-5.3075090054,-0.8388314320000001,-2.8949622407,-1.1514785621,-1.886946245,-1.1955337236,-1.4884683986,-0.058826803100000005
hns_stpA__delhns_delstpA_delrpoS__2,-5.5446988494,-0.4152274681,-1.9480776964,-0.9487566627,-2.0984424845,-0.2859263353,-1.9888476517,2.003139303
hns_stpA__wt__1,-0.5090982651,0.1043733763,0.0848961508,0.0560385855,-0.2592372978,0.2491958775,-0.044610406400000004,0.2868207166
hns_stpA__wt__2,0.5090982651,-0.1043733763,-0.0848961508,-0.0560385855,0.2592372978,-0.2491958775,0.044610406400000004,-0.2868207166
hns_stpA__delhns_delstpA__1,-3.4673160942,-1.5472205910999999,-2.619610956,0.5119362405,-1.4481975116,-1.0139647237,-1.8871041238,1.3011462374
hns_stpA__delhns_delstpA__2,-3.4002848488,-1.5531352302,-2.4251921516,0.8331544412,-1.5487593325,-0.7930615849,-1.8474141748,1.5140560712
hu__wt_log_pH7__1,-0.043731985800000005,-0.19100837710000002,-1.1819943889,-0.5857785061,0.5725168552000001,0.21761410850000001,-1.5955163286,0.9224140444000001
hu__wt_log_pH7__2,-0.296632775,0.7087330881,-0.5229154131,-0.1325261094,0.5767602426,0.5224830125000001,-0.7133700037,1.2645704017
hu__wt_log_pH7__3,-0.0336984425,0.34349852080000004,-0.8724672687,-0.2807598049,0.5408314315,0.5304003047,-0.9091177674,0.6514656069
hu__wt_lag_pH7__1,0.5164248062,0.1536742525,0.21979922130000001,-0.1085302749,-0.3724250743,-0.2564166598,0.2166776125,0.2599690871
hu__wt_lag_pH7__2,-0.2719461261,-0.0322767413,-0.6952356577000001,-0.7430338169,-0.5506885260000001,-0.4341405017,0.2142641499,-0.0199836324
hu__wt_lag_pH7__3,-0.2444786801,-0.1213975112,0.4754364364,0.8515640918,0.9231136003,0.6905571616,-0.43094176240000004,-0.23998545470000002
hu__delhupA_lag_pH7__1,-0.3024838156,0.21202446060000002,-0.022033430700000002,-0.4063618183,-0.015400114400000001,0.0289087636,0.47505832340000004,0.1187457385
hu__delhupA_lag_pH7__2,-0.9429396192,0.5987173526,-0.5547325118,-1.4274961940000002,-0.1280760356,-0.47021134670000003,0.6445714214,0.9327793190000001
hu__delhupA_lag_pH7__3,-1.1998068901,-0.1807484194,-0.4900724437,0.6691944452,0.8585979411,0.1487430159,-0.6882563951,-0.2498376408
hu__delhupB_lag_pH7__1,-0.0442037286,0.1036303247,-1.2136287645000001,-0.3338674667,-0.1118771202,-0.19820863060000002,0.303824621,0.7348410063
hu__delhupB_lag_pH7__2,-0.4629961496,0.0875729346,-1.1676149252,-0.736156319,-0.3732720155,-0.2149857141,0.4199546837,0.5334120243
hu__delhupB_lag_pH7__3,-1.0032788003,-0.3900321698,-0.23512805990000002,0.4992284853,0.8058659089,0.3511439227,-0.7918112459000001,-0.7344683120000001
hu__delhupAhupB_lag_pH7__1,-0.0397672047,-0.5681724135,-0.44741105340000004,-1.053754119,0.4054833875,-0.5901460105,-0.2064785294,-0.3699780399
hu__delhupAhupB_lag_pH7__2,0.11281347550000001,0.019754427,-1.4624820453,-1.0941416626,-0.02338005,-0.6560632526,0.19875444020000002,0.9189064052
hu__delhupAhupB_lag_pH7__3,0.8172115205,0.27332833030000003,-0.0200109656,-0.2991678736,0.9979107099000001,-0.146897896,-0.7986501170000001,-0.5182375265
hu__hupAE34K_hupB_lag_pH7__1,0.8012885980000001,-0.0690832475,-0.0102414563,0.5698469427,-0.5737993512,0.23444943810000002,0.1856045502,-0.0689418056
hu__hupAE34K_hupB_lag_pH7__2,-0.7160858231,0.6704954660000001,-0.7325154026,-0.6646076642000001,-0.3996532846,0.1139770155,0.42060773020000003,0.3746936563
hu__hupAE34K_hupB_lag_pH7__3,-0.831761135,-0.2908193112,0.3475821951,0.6551848883,0.6080325268,0.38319485200000003,-0.4483052094,-0.7608564287
hu__hupAE34K_delhupB_lag_pH7__1,0.7824479186000001,-0.2406689964,0.1672108737,0.0231489962,-0.1255185965,-0.0960327134,-0.0025819788000000002,-0.0869920052
hu__hupAE34K_delhupB_lag_pH7__2,-0.0783528206,0.14526903260000001,-1.1127612654,-0.1375288171,-0.7386780321,-0.0124360522,0.1807043012,0.022969023
hu__hupAE34K_delhupB_lag_pH7__3,-0.6341738244,-0.21581755660000002,-0.1382982508,0.6588762081,0.6323031777,0.5598028837,-0.4413990944,-0.7389180066000001
hu__wt_lag_pH5__1,0.24026863380000002,0.5535835338,-0.41978833330000004,-0.4082138135,0.41266472940000004,-0.6444970978,-0.8071034476000001,0.4791797057
hu__wt_lag_pH5__2,-0.0076827896,1.2081234349,-1.3937462206,-0.52645941,0.5379466454,-0.321038733,-0.2587073086,0.2768522707
hu__wt_lag_pH5__3,0.0221081457,0.8957372423000001,-0.6449183039,-0.1553081325,0.917368182,-0.1040356721,-0.47935783540000004,0.4107719428
hu__delhupA_lag_pH5__1,0.6729862603,0.6569229851,-0.9361769584,-0.6733790077,0.714406406,-0.8271854177,-0.3853689131,0.2936627287
hu__delhupA_lag_pH5__2,0.6622437322,0.6167569178,-1.0116091574,-0.2355483518,0.48906684650000004,-0.5062810738,-0.25607189750000003,0.3069653719
hu__delhupA_lag_pH5__3,-0.1078106746,0.8316677062000001,-0.3388951368,0.18508565870000002,1.106647775,-0.24889549530000002,-0.8612122763000001,0.8933818621
hu__delhupAhupB_lag_pH5__1,0.6688694217000001,0.1999734554,-1.5782986386,-0.8351352551000001,0.8958872998,-1.0537984379,-0.1316322674,0.0821911966
hu__delhupAhupB_lag_pH5__2,0.5558573858,0.2197027038,-2.0155911956,-0.6537333584,0.7264677902000001,-0.863906838,-0.0849951064,0.2544607079
hu__delhupAhupB_lag_pH5__3,0.9200530555,0.25218964180000003,-0.5626800374,0.2899388066,1.4966062456,-0.4520016392,-0.9203780720000001,0.5337478762
hu__hupAE34K_hupB_lag_pH5__1,0.20908557690000001,0.5340236142,-0.8450540688,-0.6891596525,0.4676500039,-0.5529074145,-0.8879512583,0.392014586
hu__hupAE34K_hupB_lag_pH5__2,0.5211308067,1.0834013949,-0.3496166391,0.31635242010000003,0.9145932295,0.006460764700000001,-1.9395953923,0.7716121418
hu__hupAE34K_hupB_lag_pH5__3,-0.1175193375,1.0978565866,-0.24195349130000002,0.3645427518,0.8961990470000001,-0.0027521438,-0.853103362,0.574429488
hu__hupAE34K_delhupB_lag_pH5__1,0.731573031,0.9741019127,-0.5466840748,0.0826919113,0.9549122993,-0.37022402530000004,-2.0750664672,0.6561657774
hu__hupAE34K_delhupB_lag_pH5__2,0.9676713745000001,0.6802497518,-1.2856622574,-0.34104628670000003,-0.0356378772,-0.2997911392,-0.4959014168,0.10918116800000001
hu__hupAE34K_delhupB_lag_pH5__3,0.7225582278,0.9403858490000001,-0.1950597813,0.3577856265,0.7947546427000001,-0.1258176092,-0.9154666490000001,0.5678315908
hyperpersistence__low_GFP__1,-0.47425800640000004,-0.20978116330000002,-3.2304824495,-1.4476102875999999,0.6483579828,-0.3688367804,2.4974621586,-1.2296048182
hyperpersistence__wt__1,-0.1425916966,-0.0744435516,-0.1814182389,-0.0238770435,0.1013773724,-0.0721279809,0.056783838600000004,-0.0819279125
hyperpersistence__high_GFP__1,-1.438725949,0.4468453882,-2.5754241321,-0.8985766062,0.7561082961000001,0.1149848837,3.5001485204,-1.3519210233
hyperpersistence__pth_mut__1,-0.5256891519,-0.1340233916,-1.2134138867,0.5490952302000001,0.4480533525,0.306124597,0.7702152468,-0.12980234100000002
hyperpersistence__pth_mut__2,-1.0150806713,-0.0619563058,-1.1998704524,0.6266259750000001,0.4746197462,0.3454800804,1.045183252,-0.2494201341
hyperpersistence__metG_mut__1,-0.950409958,0.0976427973,-0.9179394827,0.8819797836000001,0.9323482898000001,0.35284251450000004,0.4673395328,-0.0536076146
hyperpersistence__metG_mut__2,-0.48475319120000004,-0.21477502510000002,-1.3004401629,0.4671128256,0.5534249098,0.3887046866,0.5865915778,-0.3022908939
hyperpersistence__high_GFP__2,-0.9202949592,0.3342765871,-2.0832300614,-0.25440008680000004,1.5819909601000002,0.5699841558000001,3.2115214889,-1.2008574747
hyperpersistence__wt__2,0.1425916966,0.0744435516,0.1814182389,0.0238770435,-0.1013773724,0.0721279809,-0.056783838600000004,0.0819279125
hyperpersistence__low_GFP__2,-0.7394096827000001,0.0047005741,-2.2848464484,-0.8698364328,1.5114326746,0.47702601050000004,2.7992526776,-1.2161106948
kan_efg__cpxAF218Y__1,2.7133968591,-0.7086893064,1.0291135471,0.7143911841,-0.22883507590000002,-0.3882358831,0.5726293509,-0.7821384977
