,A,SgrR,ComR,flhD
oxyR__glu_ale4_h2o2__1,1.1626414760000001,0.012574788,0.49730589999999997,1.059471857
oxyR__glu_ale4_h2o2__2,1.9447224444,-0.14673950500000002,0.50563114,0.7125101410000001
oxyR__oxyR_ale17__1,2.0772995048,-0.306279692,0.353451509,1.368485088
oxyR__oxyR_ale17__2,1.8251207585,-0.359728918,0.27063844,1.10586138
oxyR__oxyR_ale17_h2o2__1,1.7672994861,-0.29697391100000003,0.31359799800000004,1.713999958
oxyR__oxyR_ale17_h2o2__2,1.6534147846,-0.40054792300000003,0.382916862,1.526206519
oxyR__oxyR_ale18__1,0.9511034729000001,-0.9224873560000001,0.32528381300000003,2.001790782
oxyR__oxyR_ale18__2,1.2936629461,-0.6734202920000001,0.5884131650000001,2.136277352
oxyR__oxyR_ale18_h2o2__1,2.2050382694,-0.571278889,1.042610834,1.311755059
oxyR__oxyR_ale18_h2o2__2,2.1727956399,-0.5231458130000001,1.221139871,1.517619146
oxyR__oxyR_ale19__1,0.3812047179,-0.951878215,-0.134448313,2.06372208
oxyR__oxyR_ale19__2,0.054210934100000004,-0.495359213,0.21441790500000002,1.91510892
oxyR__oxyR_ale19_h2o2__1,0.1734690089,-0.8861619040000001,0.096532712,1.969568062
oxyR__oxyR_ale19_h2o2__2,0.2745467838,-0.865286148,0.04708496,1.911255718
oxyR__oxyR_ale20__1,0.8177052722,-0.961585562,-0.058755673,0.9457226830000001
oxyR__oxyR_ale20__2,0.6883389794,-0.858577005,0.20389384100000002,1.2245723640000001
oxyR__oxyR_ale20_h2o2__1,1.4351705165,-0.7786150540000001,0.294385132,1.173734902
oxyR__oxyR_ale20_h2o2__2,1.2482418745000001,-0.6781086860000001,0.27543452100000004,0.988142504
svns_pgi__BmePgi24_15__1,0.8446806385000001,-0.664021186,-0.519129999,0.21844016400000002
svns_pgi__BmePgi24_15__2,1.0991270647,-0.666941341,-0.600278673,0.189098176
svns_pgi__BmePgi24_26__1,0.44428229100000005,-0.587667763,-0.6782134940000001,0.38370823800000003
svns_pgi__BmePgi24_26__2,0.2571010861,-0.602929602,-0.498283864,0.21180419900000003
svns_pgi__BmePgi24_41__1,1.7570411079000001,-0.099606677,-0.25564327200000003,0.20384786600000002
svns_pgi__BmePgi24_41__2,0.4059837773,-0.379633368,-0.451009631,0.37454479300000004
svns_pgi__BmePgi24_52__1,0.7769021778,-0.38221765,-0.5422890730000001,0.177850705
svns_pgi__BmePgi24_52__2,0.2258531658,-0.5053872660000001,-0.523007067,0.129183042
svns_pgi__PaePgi2_34__1,-0.32681543020000003,-0.520415802,-0.554341273,-1.751975115
svns_pgi__PaePgi2_34__2,-0.2826212946,-0.5403130460000001,-0.6548360510000001,-1.5200819349999999
svns_pgi__PaePgi2_63__1,-0.6690412954,-0.21477902000000001,-0.7143586710000001,-1.6075423930000001
svns_pgi__PaePgi2_63__2,-0.501628859,-0.29099053,-0.708779873,-1.6181470660000001
svns_pgi__PaePgi24_54__1,-0.9606073175000001,-0.48431488600000006,-0.49240049300000005,-1.477112251
svns_pgi__PaePgi24_54__2,-1.6658184498000002,-0.38601140500000003,-0.38008471200000005,-1.850636112
svns_pgi__PaePgi24_90__1,-1.2319287727,-0.431995177,-0.5800523860000001,-1.906391237
svns_pgi__PaePgi24_90__2,-0.4454506956,-0.566616187,-0.55976437,-1.977305699
abx_media__m9_ctrl__1,2.3167082391,-1.485802363,-1.244746531,-0.100565267
abx_media__m9_ctrl__2,1.6866849165,-1.7576505980000001,-1.235875591,0.206925136
abx_media__rpmi_ctrl__1,6.7193428689,-2.077525549,-1.9887364390000002,2.0691477640000002
abx_media__rpmi_ctrl__2,6.6086971488,-0.851698386,-2.144689744,1.94828184
abx_media__camhb_ctrl__1,4.8635048561000005,-1.569407843,-2.300491931,0.8445057460000001
abx_media__camhb_ctrl__2,5.240385174,-1.608528411,-1.83735727,0.607450084
abx_media__m9_mero__1,1.4106322319,-2.936797985,-1.784914182,-0.844547954
abx_media__m9_mero__2,1.6370882186,-1.715883448,-1.4151170990000002,-0.09930185200000001
abx_media__rpmi_mero__1,6.7940532045,-1.351291644,-2.594539486,1.971832153
abx_media__rpmi_mero__2,6.6362165328,-1.616227043,-2.265990276,2.039810244
abx_media__camhb_mero__1,5.5973842894,-2.235142073,-2.220054798,-1.56025038
abx_media__camhb_mero__2,5.9096693016,-1.769762444,-2.03894833,-0.865575728
abx_media__m9_trisulf__1,3.0438537612,-1.4303128470000002,-0.38811707300000003,-1.256438904
abx_media__m9_trisulf__2,2.2596151621000002,-1.087978807,-0.257974068,-1.013137859
abx_media__rpmi_trisulf__1,6.3415374291,-1.305229444,-1.239705675,-1.566168539
abx_media__rpmi_trisulf__2,6.3733401399,-1.307586209,-1.319385668,-2.119980255
abx_media__camhb_trisulf__1,6.1487622477,-1.146298086,-1.450161316,-2.443539889
abx_media__camhb_trisulf__2,5.3823688854,-1.278782733,-1.411248032,-1.979469816
abx_media__m9_cef__1,2.8151154754,-0.992012282,-0.90813756,0.260596748
abx_media__m9_cef__2,2.3497863496,-1.119565635,-0.597109907,-0.027782823
abx_media__rpmi_cef__1,6.9499297542,-0.8785591150000001,-1.4205879430000001,0.018353361000000002
abx_media__rpmi_cef__2,6.8929060571,-1.127314423,-1.509381452,0.47742122200000003
abx_media__camhb_cef__1,5.0190369497,-0.47729631800000005,-1.047782952,-1.7800330500000001
abx_media__camhb_cef__2,5.5806326405,-0.661358112,-1.237415556,-1.59875498
abx_media__m9_cipro__1,2.0279772376,-1.378038425,-0.559101894,-0.682633892
abx_media__m9_cipro__2,1.8611661467,-1.4969091350000001,-0.75794859,-0.7594989980000001
abx_media__rpmi_cipro__1,7.105569398,-1.534039731,-1.6713670070000002,-0.576686869
abx_media__rpmi_cipro__2,7.357929468,-1.690676393,-1.657664282,-0.7895004750000001
abx_media__camhb_cipro__1,4.0524403196,-1.958933192,-1.117496492,-1.762879713
abx_media__camhb_cipro__2,3.9906485791,-2.007418446,-0.966079785,-1.586339112
hot_tale__42c_ale3_30c__1,-0.1591894716,-0.9143249950000001,0.884830741,2.237680585
hot_tale__42c_ale3_30c__2,-0.6334197307,-0.7768844420000001,0.763790937,2.306604151
hot_tale__42c_ale3_37c__1,-0.7383997909000001,-0.52325502,0.68442717,2.395374984
hot_tale__42c_ale3_37c__2,-0.6357484939,-0.8691709240000001,0.53988641,2.488447088
hot_tale__42c_ale3_44c__1,2.9736231754,0.025821921,0.42658538700000004,1.8608806420000001
hot_tale__42c_ale3_44c__2,2.9674462559,0.055959896,0.60759005,1.369801592
hot_tale__hot_ale3_mid_30c__1,-1.4037097995,-1.058753527,1.529614822,2.020853684
hot_tale__hot_ale3_mid_30c__2,-0.8113947688,-0.71332445,1.8934295570000002,2.478346114
hot_tale__hot_ale3_mid_37c__1,-1.2098341224,-1.31853404,1.5945414,2.650846735
hot_tale__hot_ale3_mid_37c__2,-0.5269401444,-0.9733163850000001,1.264484846,2.6458565380000003
hot_tale__hot_ale3_mid_44c__1,1.0587700585,-0.20794141200000002,0.907061392,2.437296425
hot_tale__hot_ale3_mid_44c__2,1.4284256463,-0.074570879,0.642350159,2.782620874
hot_tale__hot_ale3_30c__1,-2.0347474025,-1.096106751,1.59760575,2.2926954950000002
hot_tale__hot_ale3_30c__2,-1.233407833,-0.860422059,1.7636008570000001,2.218483095
hot_tale__hot_ale3_37c__1,-1.0688709937,-0.8579186740000001,1.117674112,2.156801522
hot_tale__hot_ale3_37c__2,-0.6379538317,-0.8561164170000001,1.138747176,2.114231912
hot_tale__hot_ale3_44c__1,1.7171771216,-0.43180959100000005,0.661422968,2.191115108
hot_tale__hot_ale3_44c__2,1.6809107905,-0.286093143,0.5267565670000001,2.135317868
hot_tale__hot_ale4_30c__1,9.289120118,-1.004031286,-0.2631217,1.3999055980000001
hot_tale__hot_ale4_30c__2,9.0914915838,-0.7957695730000001,-0.063600003,1.424411969
hot_tale__hot_ale4_37c__1,8.7197724306,-0.966836797,-0.27834857300000004,2.140272454
hot_tale__hot_ale4_37c__2,8.1802202703,-0.7485801999999999,-0.29601189,2.3395818840000002
hot_tale__hot_ale4_44c__1,8.3139886015,0.31122120400000003,-0.155361357,2.584985535
hot_tale__hot_ale4_44c__2,8.7110461779,0.172645436,-0.347319052,2.557000468
hot_tale__hot_ale8_30c__1,-0.8066214534,-0.853895084,1.213225336,1.9946975390000001
hot_tale__hot_ale8_30c__2,-0.6079406352,-0.7283028300000001,1.391720211,1.929778892
hot_tale__hot_ale8_37c__1,0.3390955912,-0.839624239,1.160670471,2.247377594
hot_tale__hot_ale8_37c__2,0.2185404752,-0.668043369,1.205739649,2.169902969
hot_tale__hot_ale8_44c__1,2.3068433184,0.49099415300000004,0.7562796270000001,2.837937414
hot_tale__hot_ale8_44c__2,2.095575152,0.22498262200000002,0.7125988350000001,2.875959558
hot_tale__hot_ale9_mid_30c__1,-1.1888901615,-0.632773325,0.9545515210000001,2.109467681
hot_tale__hot_ale9_mid_30c__2,-1.1665868885,-0.561226381,0.8711936250000001,2.014797493
hot_tale__hot_ale9_30c__1,-0.2569856072,-0.947186975,0.932605275,2.243895559
hot_tale__hot_ale9_30c__2,0.1840159992,-0.885037409,1.066487786,2.236727546
hot_tale__hot_ale9_mid_37c__1,-0.1242115293,-0.876096058,0.7169519830000001,2.375350876
hot_tale__hot_ale9_mid_37c__2,0.19955504100000002,-0.8008992490000001,0.8938945030000001,2.338213343
hot_tale__hot_ale9_37c__1,0.33593763400000004,-0.97836121,1.025195485,2.388963054
hot_tale__hot_ale9_37c__2,0.33485685200000004,-1.037430488,1.07110977,2.402265634
hot_tale__hot_ale9_mid_44c__1,1.9674473176,0.050487068,0.6932463130000001,2.041660846
hot_tale__hot_ale9_mid_44c__2,1.4775654762000001,0.49350486400000004,1.046391039,1.67586502
hot_tale__hot_ale9_44c__1,2.1109508514,0.098409042,0.630730788,2.719363158
hot_tale__hot_ale9_44c__2,2.4606359592000002,-0.11246463500000001,0.809497357,2.7229248530000003
hot_tale__hot_ale10_30c__1,-0.8302373554,-0.9996619130000001,1.400956983,2.127534757
hot_tale__hot_ale10_30c__2,-1.6876419489,-0.790988137,1.348091369,2.065115979
hot_tale__hot_ale10_37c__1,-0.8371944866000001,-1.261390183,1.218521303,2.267783424
hot_tale__hot_ale10_37c__2,-0.7380715177,-1.063303719,1.280668164,2.291156619
hot_tale__hot_ale10_44c__1,1.4400230654000001,-0.036122477,0.63588805,2.701596198
hot_tale__hot_ale10_44c__2,2.2004090911,0.135795558,0.7897006310000001,2.561485851
hot_tale__hot_ale16_30c__1,2.040476159,-1.141976461,0.796610601,1.960722539
hot_tale__hot_ale16_30c__2,1.8643693084000001,-0.978378822,0.797289231,2.230470634
hot_tale__hot_ale16_37c__1,2.5707044478,-1.09642378,0.49461493300000003,2.376829036
hot_tale__hot_ale16_37c__2,2.6949194249,-1.134184678,0.454567604,2.305078559
hot_tale__hot_ale16_44c__1,3.8639984578,-0.045878917000000005,0.45703468900000005,2.850365168
hot_tale__hot_ale16_44c__2,3.8306826975,-0.085963618,0.632477205,2.86078697
pdhr_ale__pdhR-13_51__1,2.0180736779,-0.79492085,0.059155423000000006,2.015443062
pdhr_ale__pdhR-13_51__2,1.2816670426,-0.894650555,0.022313238000000003,2.058343997
pdhr_ale__pdhR-14_46__1,1.7339313883,-0.8291888350000001,-0.580149076,-4.851608785
pdhr_ale__pdhR-14_46__2,1.6233925301,-0.788101609,-0.6261455300000001,-4.8555074220000005
pdhr_ale__pdhR-15_51__1,1.6531386564,-1.204362143,0.383479613,2.013723043
pdhr_ale__pdhR-15_51__2,1.6386142645000001,-1.144595502,0.459493256,2.022892078
pdhr_ale__pdhR-16_49__1,1.253240362,-1.2970712149999999,-0.544826051,1.692624178
pdhr_ale__pdhR-16_49__2,0.9298132132,-1.32269638,-0.820328676,1.039097896
tcs__del_atoC_LiAcet__1,0.9948103340000001,-1.126865419,-1.234749389,-0.42385319400000004
tcs__del_atoC_LiAcet__2,0.2287851464,-1.006147585,-0.952805989,-0.42841595800000004
tcs__del_atoC_LiCl__1,0.6667562382000001,-1.015080532,-1.007182235,-0.073134009
tcs__del_atoC_LiCl__2,1.5033696145,-0.959396448,-0.9938994630000001,-0.21597180600000002
tcs__del_atoC_m9__1,1.5580987940000002,-1.062648435,-0.907963649,-0.184987947
tcs__del_atoC_m9__2,1.0853049106000001,-1.007218666,-0.961692757,-0.26514829900000003
tcs__del_baeR_etoh__1,3.3690927003,-0.380043252,-0.159869005,-3.571465031
tcs__del_baeR_etoh__2,4.9752905382,-0.114495496,0.078054359,-3.161982464
tcs__del_baeR_lb__1,6.6226820643,-0.6872850110000001,-0.5585255170000001,-1.600290591
tcs__del_baeR_lb__2,6.2419838181,-0.708516437,-0.45745541,-1.221646087
tcs__del_btsR_01xlb__1,7.5244620682,-1.487970721,-0.36499842400000004,-2.087285561
tcs__del_btsR_01xlb__2,7.2344908779,-1.538076032,-0.343992862,-2.381581365
tcs__del_btsR_lb__1,2.9595260752,-0.19359394,-0.657344067,-0.193044408
tcs__del_btsR_lb__2,3.0746854332,-0.065699856,-0.874635626,-0.800060893
tcs__del_btsR_pyruvate__1,7.443572447,-1.407922676,-0.279562286,-1.967362326
tcs__del_btsR_pyruvate__2,7.7288592975,-1.441590518,-0.19570064,-2.205733366
tcs__del_cpxR_etoh__1,5.1181000971,-0.411271133,-0.006486826,-3.257297788
tcs__del_cpxR_etoh__2,5.1929074927,-0.5108144920000001,0.096099052,-2.512450325
tcs__del_cpxR_lb__1,5.803567414,-0.6241354960000001,-0.49661751400000004,-1.107315387
tcs__del_cpxR_lb__2,5.9048740349,-0.7088832700000001,-0.347116757,-1.148526223
tcs__del_cusR_CuSO4__1,2.0029729473,0.288091508,0.225929135,-2.226788413
tcs__del_cusR_CuSO4__2,2.4365993863,0.417459695,0.404278917,-2.786304376
tcs__del_cusR_lb__1,3.9583493495,-0.29250538800000003,-0.859509716,-1.125145748
tcs__del_cusR_lb__2,4.2311553706,-0.389812881,-0.915700696,-0.6361210180000001
tcs__del_kdpE_01-kcl__1,1.0733713843000001,-1.082393338,0.050517824,-1.506825211
tcs__del_kdpE_01-kcl__2,0.8732182724,-0.8774725360000001,-0.17487571200000002,-1.6404222970000002
tcs__del_kdpE_115-kcl__1,-0.1947908421,-1.152814438,-0.22742796,-1.554000202
tcs__del_kdpE_115-kcl__2,-0.1982282918,-1.421126581,-0.40186286600000004,-2.134795236
tcs__del_phoB_m9__1,1.6138091244,-0.788146443,-0.654659744,-0.24288224700000002
tcs__del_phoB_m9__2,1.2997149830999999,-0.9007899380000001,-0.7131094290000001,-0.350233026
tcs__del_phoB_m9p__1,2.1519708214,-1.4587977250000002,2.105473979,-3.454444507
tcs__del_phoB_m9p__2,2.2152747951,-1.320464459,2.159819363,-3.156905386
tcs__del_rcsB_etoh__1,5.1276093475,0.16125556,0.956126675,-2.532460264
tcs__del_rcsB_etoh__2,5.0818663748,0.47289588400000004,0.861652217,-1.961429523
tcs__del_rcsB_lb__1,4.2782710204,-0.657357508,-0.555041297,-0.6621568990000001
tcs__del_rcsB_lb__2,4.5498708817,-0.560977512,-0.5743951070000001,-0.572267706
tcs__del_zraR_lb__1,3.7859558717,-0.493966932,-0.9926634860000001,-0.044089222000000004
tcs__del_zraR_lb__2,3.6177957874,-0.46840724400000006,-1.08922267,-0.070173047
tcs__del_zraR_zncl2__1,4.1294711587,-0.20053730700000003,-0.15723419400000002,-1.7654795810000001
tcs__del_zraR_zncl2__2,4.3313133002,-0.25478185400000003,-0.0674504,-1.477711286
tcs__wt_01-kcl__1,2.088641209,-1.172493039,-0.293197725,-0.714947761
tcs__wt_01-kcl__2,2.5682056909,-1.379111291,-0.16349896,-0.982303027
tcs__wt_01xlb__1,7.9424128288,-1.544121057,-0.020767139,-1.390078173
tcs__wt_01xlb__2,7.8860332921000005,-1.416154109,-0.036787246,-1.072624084
tcs__wt_115-kcl__1,-0.5776165019,-1.25699494,-0.393811636,-0.7264860200000001
tcs__wt_115-kcl__2,-0.5968974516000001,-1.295979564,-0.24147252500000002,-0.8707352970000001
tcs__wt_CuSO4__1,3.9335957853,-0.04798195,-0.291353751,-1.40845285
tcs__wt_CuSO4__2,4.2410890179,0.048266491,-0.39314250100000003,-1.665768763
tcs__wt_etoh__1,5.1680489214,-0.18001450900000002,0.955191847,-2.130219255
tcs__wt_etoh__2,5.5671032145,-0.30552695,1.109192468,-1.698415443
tcs__wt_lb__1,4.8310123118,-0.9047353480000001,-0.382816851,0.9329411930000001
tcs__wt_lb__2,5.3486088241,-0.944633322,-0.45255460200000003,1.038723316
tcs__wt_LiAcet__1,1.2217138413,-0.9751831160000001,-0.33357891500000003,1.038349543
tcs__wt_LiAcet__2,1.6077802952,-1.025113977,-0.443172867,1.1823322250000001
tcs__wt_LiCl__1,1.7878173135000002,-1.218514821,0.14562398000000001,1.085182034
tcs__wt_LiCl__2,1.6095085422,-1.092551803,0.015832192000000002,1.107320735
tcs__wt_m9p__1,3.3324079925,-1.06976623,2.4737989320000002,-1.346368277
tcs__wt_m9p__2,3.5510606588,-1.065463785,2.485657088,-1.629302477
tcs__wt_pyr__1,7.8218327928,-1.3939771840000001,0.107436742,-1.226769354
tcs__wt_pyr__2,8.0100186152,-1.476029576,0.181009483,-1.446408426
tcs__wt_zncl2__1,4.1102470711,-0.520315975,-0.225369903,-0.683269176
tcs__wt_zncl2__2,4.1604272115,-0.45715475600000005,-0.235554761,-0.68695781
ros_tale__1_112_0pq__1,8.2613667299,-1.47695958,-1.447541086,1.323409954
ros_tale__1_112_0pq__2,8.1400841136,-1.151974091,-1.521644796,1.081899625
ros_tale__1_112_250pq__1,6.9370185128,-0.974569699,-0.501096004,-1.113783433
ros_tale__1_112_250pq__2,5.8526854718,-1.015938995,-0.815015826,-0.78366343
ros_tale__1_112_750pq__1,6.8004071185,-1.367672285,-0.624737932,-0.9310844130000001
ros_tale__1_112_750pq__2,6.4088860632,-1.301090568,-0.666022827,-0.978024282
ros_tale__1_112_750pq__3,7.126724499,-1.212645393,-0.661702632,-0.547643674
ros_tale__3_76_0pq__1,0.9053239888,-0.776556939,-0.45089979100000005,1.566960801
ros_tale__3_76_0pq__2,1.6234947417,-0.849375545,-0.52352454,1.634199336
ros_tale__3_76_0pq__3,1.0621282855,-0.6151611410000001,-0.456615296,1.668389833
ros_tale__3_76_0pq__4,0.5782125861,-0.670109265,-0.570516068,1.571051146
ros_tale__3_76_250pq__1,6.5847553028,-1.7557928280000001,0.320558043,-1.915155968
ros_tale__3_76_250pq__2,5.1716462618,-1.852797516,-0.09852978600000001,-1.420784794
ros_tale__3_76_750pq__1,4.8922655974,-1.8866109990000002,-0.379579582,-1.852498172
ros_tale__3_76_750pq__2,4.9884702976,-2.117098818,-0.7815226540000001,-2.328670854
ros_tale__7_103_0pq__1,1.7006560258999999,-1.400681145,0.52580337,1.019626883
ros_tale__7_103_0pq__2,2.0700084375,-1.216442849,0.595220331,1.283204541
ros_tale__7_103_0pq__3,0.8641445625,-1.191276588,0.358626533,0.7258731310000001
ros_tale__7_103_0pq__4,2.0900219555,-1.179372276,0.581648583,1.143795575
ros_tale__7_103_250pq__1,1.8177411296,-1.576819301,-1.082459093,0.49905589100000003
ros_tale__7_103_250pq__2,2.4037314345,-1.655258649,-0.9706365290000001,0.302811675
ros_tale__7_103_750pq__1,1.5362908416,-1.917055107,-1.377112535,0.525059287
ros_tale__7_103_750pq__2,1.3556583548,-2.001900769,-1.046194872,0.37028436200000003
ros_tale__9_77_0pq__1,4.8285389762,-1.3131075920000002,-0.40454561600000005,-1.220166139
ros_tale__9_77_0pq__2,4.2170486668,-1.289867628,-0.381709464,-1.194616858
ros_tale__9_77_250pq__1,6.2102277778,-1.405122012,-0.12138554200000001,-0.7091822550000001
ros_tale__9_77_250pq__2,6.7952715154,-1.333149155,-0.36823621500000003,-1.020432528
ros_tale__9_77_750pq__1,5.2855564336,-1.536956499,-0.0033794050000000003,-1.060268483
ros_tale__9_77_750pq__2,5.4946327372,-1.375086401,-0.065016368,-0.720493292
ros_tale__11_83_0pq__1,6.8112316649,-1.7299341209999999,-0.40914239300000005,0.700362201
ros_tale__11_83_0pq__2,6.7451126034,-1.6690195710000002,-0.291783028,0.652641688
ros_tale__11_83_250pq__1,7.0173047654,-1.6756440000000001,-0.471746957,0.472833694
ros_tale__11_83_250pq__2,6.7051365023,-1.718700762,-0.34686316300000003,0.082403232
ros_tale__11_83_750pq__1,6.5735299904,-1.5578958900000002,-0.464196003,-0.350806367
ros_tale__11_83_750pq__2,6.6336790731,-1.9543298080000002,-0.47376843900000004,-0.09833269300000001
ros_tale__13_87_0pq__1,7.924430049,-1.737131683,-0.542066224,1.416603742
ros_tale__13_87_0pq__2,7.7242879429,-1.9883365030000002,0.185666235,1.869598019
ros_tale__13_87_250pq__1,7.9702368139,-1.6752492330000002,-0.518337181,1.524327559
ros_tale__13_87_250pq__2,7.312215381,-1.644560478,-0.274246099,1.11650689
ros_tale__13_87_750pq__1,7.6513464826,-1.283283374,-0.338362944,1.388423322
ros_tale__13_87_750pq__2,7.4685643052,-1.445462175,-0.38382413200000004,1.435192073
ros_tale__14_27_0pq__1,4.0544719033,-1.5619393700000002,-0.548493529,1.161184664
ros_tale__14_27_0pq__2,3.9533529967,-1.366525985,-0.5157601860000001,1.084890674
ros_tale__14_27_250pq__1,1.8456721178,-1.081262118,-0.7387336090000001,0.995489327
ros_tale__14_27_250pq__2,1.2590770230000001,-0.7812980570000001,-0.93768755,1.117813052
ros_tale__14_27_750pq__1,5.5538732060000005,-0.558551236,0.599456475,-3.667618203
ros_tale__14_27_750pq__2,5.9115896801000005,-0.5945768300000001,1.089614193,-3.538598843
ros_tale__16_28_250pq__1,0.4925642371,-0.569115648,-0.550775039,1.9345258310000002
ros_tale__16_28_250pq__2,0.6373751861,-0.510424618,-0.6602411880000001,1.9303242960000002
ros_tale__16_32_0pq__1,1.3344190941,-1.295139233,-0.31071125600000005,-0.22818037900000002
ros_tale__16_32_0pq__2,2.0575210155,-1.332405376,-0.067344474,-0.337568291
ros_tale__16_32_0pq__3,0.5689234505,-0.6304133980000001,0.13069914200000002,1.78146988
ros_tale__16_32_0pq__4,0.4254715475,-0.658337029,0.206027601,2.017093791
ros_tale__16_32_250pq__1,-0.3937384195,-0.597800835,0.11610305800000001,1.632119291
ros_tale__16_32_250pq__2,-0.5058779418,-0.48757287,-0.09459669600000001,1.688914289
ros_tale__16_32_750pq__1,1.3460913706,-1.798382287,-0.9081918980000001,0.8565268220000001
ros_tale__16_32_750pq__2,0.6717970083,-0.9608175910000001,-0.385555064,-0.1444464
ros_tale__17_104_0pq__1,8.3370828607,-1.9111926760000002,-0.1638706,0.22326837600000002
ros_tale__17_104_0pq__2,7.7803234527,-1.7431899130000001,-0.26252432600000003,0.370184813
ros_tale__17_104_250pq__1,8.0858500701,-0.9959656410000001,-0.44067279400000003,0.903189474
ros_tale__17_104_250pq__2,8.2636034595,-0.946635128,-0.037595862,0.193618585
ros_tale__17_104_250pq__3,8.8483485706,-0.6612267,-0.083414281,0.39549014400000004
ros_tale__17_104_250pq__4,8.4771809781,-0.45570357800000005,0.480950168,0.6030434330000001
ros_tale__17_104_750pq__1,8.1826932669,-1.159032695,-0.35352814200000005,0.40372786200000005
ros_tale__17_104_750pq__2,8.1840516981,-1.5951796200000001,-0.25709764700000004,0.17986083600000002
ros_tale__18_24_250pq__1,1.7608193544000001,-0.287259052,-0.034794576,1.130108676
ros_tale__18_24_250pq__2,1.7562613368000002,-0.384693161,-0.538785614,1.29020916
ros_tale__18_36_0pq__1,0.41537646980000004,-1.013580463,-0.34654827400000005,-1.530375451
ros_tale__18_36_0pq__2,0.8550661983000001,-1.02410462,-0.45583787600000003,-1.475549072
ros_tale__18_36_0pq__3,0.4132715792,-0.847037382,-0.153038548,1.7240178080000002
ros_tale__18_36_0pq__4,-0.0725268184,-0.47221449800000004,0.04423475,1.9380773320000002
ros_tale__18_36_250pq__1,-0.58270345,-0.344789844,-0.079125042,1.426558446
ros_tale__18_36_250pq__2,-1.1806140657,-0.48213941600000004,-0.341178519,1.371459705
ros_tale__18_36_750pq__1,3.3586675981000003,-0.8122734290000001,-0.7627935180000001,-1.006636302
ros_tale__18_36_750pq__2,3.1300085886,-0.739399098,-0.45448763000000003,-1.979696075
ros_tale__19_91_0pq__1,3.3083616243,-1.285862863,0.179416487,0.290370675
ros_tale__19_91_0pq__2,3.4608848752,-1.253416447,-0.031498214000000004,0.492754028
ros_tale__19_91_250pq__1,4.090448828,-1.163397934,-0.050365143,0.305591997
ros_tale__19_91_250pq__2,4.0465524045,-0.8658374740000001,0.027314941000000002,-0.157352304
ros_tale__19_91_750pq__1,3.2765068531,-1.063260451,0.16307132600000002,-0.6223631980000001
ros_tale__19_91_750pq__2,3.716968311,-1.4810321260000001,-0.06477590200000001,-0.002356349
ros_tale__19_91_750pq__3,2.6188496833,-0.5831361860000001,0.059048357,-1.764803415
ros_tale__19_91_750pq__4,2.8726635134,-0.8225386650000001,-0.38185024700000003,-0.9967113540000001
ros_tale__21_97_0pq__1,1.4769669518000001,-1.534841134,-1.128166145,0.5807143720000001
ros_tale__21_97_0pq__2,1.8812575938,-1.833634892,-1.456386693,1.785467233
ros_tale__21_97_250pq__1,2.5449140357999998,-1.811885119,-1.052966819,1.554847134
ros_tale__21_97_250pq__2,2.4396795578,-1.926615302,-1.271203739,2.000143696
ros_tale__21_97_750pq__1,1.9669556106,-1.3719333790000001,-0.942135377,1.099072154
ros_tale__21_97_750pq__2,2.0571168066,-1.766557254,-1.600780295,2.054716907
ros_tale__25_111_0pq__1,1.7805447650000001,-1.8540133120000002,-1.478302915,2.115024469
ros_tale__25_111_0pq__2,1.1222798031,-1.223410174,-1.177610365,0.11230522300000001
ros_tale__25_111_250pq__1,2.0045046594,-1.47587442,-1.217865707,1.9214321070000002
ros_tale__25_111_250pq__2,1.8151700695000001,-1.312486828,-0.928594774,0.326629677
ros_tale__25_111_750pq__1,1.0799006494,-1.05573164,-1.139121543,0.537602782
ros_tale__25_111_750pq__2,2.8643175717,-1.015266775,-0.970774758,1.539808262
ros_tale__29_119_0pq__1,2.9631120275000002,-0.874090829,-1.057131328,-1.162310598
ros_tale__29_119_0pq__2,2.6036562351,-1.175513869,-0.9509823550000001,-1.66625233
ros_tale__29_119_250pq__1,2.3027795259,-1.127672632,-0.608208223,-1.782157577
ros_tale__29_119_250pq__2,1.1355726358,-0.957410045,-1.3040167710000001,-1.9296138470000002
ros_tale__29_119_750pq__1,2.2272837067,-0.7852673050000001,-0.878236291,-1.7635199639999999
ros_tale__29_119_750pq__2,1.7646096131,-1.072754012,-0.9590034340000001,-2.006521052
ros_tale__ALE4_0pq__1,-0.0139867533,-0.46366654700000004,-0.209375636,1.400811778
ros_tale__ALE4_0pq__2,-0.045277904300000005,-0.5576681,-0.08776325500000001,1.4227051830000002
ros_tale__ALE4_250pq__1,2.4748711398,0.201563028,0.728852064,-0.486720874
ros_tale__ALE4_250pq__2,2.7435793897,0.14145969,0.6623090150000001,-0.584571269
pcoli__atASMT_325G__1,0.126506162,-0.07739929,0.094739287,-0.185784112
pcoli__atASMT_325G__2,0.171559921,-0.022530055,-0.00243406,-0.13793855900000002
pcoli__bpTDC__1,0.2061757502,0.31555865800000005,0.668551177,-0.342374597
pcoli__bpTDC__2,-0.0993627053,0.514406009,0.4989306,-0.257552392
pcoli__BRCA__1,0.8296615086,0.559973645,0.42320355,0.23428068700000002
pcoli__BRCA__2,0.5748624083,0.5236769520000001,0.45892379600000005,0.188024674
pcoli__BRCActrl__1,-0.1617767768,0.58759438,1.152358641,-0.6308251840000001
