,A,rcsB
cstr_pfr__str_ref1__1,0.2693315233,0.0156181005
cstr_pfr__str_ref2__1,-0.0823741519,-0.0133350968
cstr_pfr__str_ref3__1,0.4671786787,0.0723862329
cstr_pfr__pfr_P5_0005m__1,-0.039016961100000004,-0.1885802707
cstr_pfr__pfr_P5_0010m__1,0.07923046040000001,-0.3732718803
cstr_pfr__pfr_P5_0025m__1,-0.076681345,-0.2473423922
cstr_pfr__pfr_P3_0025m__1,-0.5350482933,-0.2103002857
cstr_pfr__pfr_P1_0025m__1,-0.7471510341,-0.1281135801
cstr_pfr__pfr_P5_0045m__1,-0.1058345328,-0.2450126537
cstr_pfr__pfr_P5_0120m__1,1.2902507114000001,-0.1994184155
cstr_pfr__pfr_P3_0120m__1,-1.3478393962,-0.0946788031
cstr_pfr__pfr_P1_0120m__1,-1.3942518822,0.1462527137
cstr_pfr__pfr_P5_0210m__1,2.1931958407,-0.2049419451
cstr_pfr__pfr_P5_1500m__1,-1.2773950905,-0.1899609817
cstr_pfr__pfr_P3_1680m__1,-1.4599032096,0.0130502441
cstr_pfr__pfr_P5_1680m__1,-1.6476339554,-0.147315053
cstr_pfr__pfr_P1_1680m__1,-1.5726958263,0.029989893700000003
cstr_pfr__str_0005m__2,0.2007155726,-0.1631570722
cstr_pfr__str_0010m__2,-0.5498084368,-0.2272851193
cstr_pfr__str_0025m__2,-1.1032951644,-0.1479038252
cstr_pfr__str_0045m__2,0.027995776000000003,-0.0278163552
cstr_pfr__str_0075m__2,-0.1669483022,-0.0901645618
cstr_pfr__str_0120m__2,-1.2722151845,-0.106598231
cstr_pfr__str_0210m__2,-1.2000985762,-0.0307205176
cstr_pfr__str_0330m__2,-1.1766764509,-0.0059343354
cstr_pfr__str_1500m__2,-2.0119727417,0.1704850595
cstr_pfr__str_1560m__2,-1.5248973568,0.0146690485
cstr_pfr__str_1680m__2,-0.2146024484,-0.08748353760000001
cstr_pfr__str_ref1__2,-0.2693315233,-0.0156181005
cstr_pfr__str_ref2__2,-0.2338735099,0.0029517695
cstr_pfr__str_ref3__2,-0.1760357784,0.019815256700000002
cstr_pfr__pfr_P5_0005m__2,1.5719380108,-0.42154764720000004
cstr_pfr__pfr_P5_0010m__2,-0.4915234988,-0.2562921724
cstr_pfr__pfr_P5_0025m__2,-0.6878081563,-0.2061033585
cstr_pfr__pfr_P3_0025m__2,-1.3265698365,-0.2708084076
cstr_pfr__pfr_P1_0025m__2,-1.4145899965,-0.1605380522
cstr_pfr__pfr_P5_0045m__2,-1.3165446814,-0.2926748775
cstr_pfr__pfr_P5_0120m__2,-1.2132554675,-0.18282118460000002
cstr_pfr__pfr_P3_0120m__2,-0.8429117344,-0.1152950065
cstr_pfr__pfr_P1_0120m__2,-1.5176091495000001,-0.0191813866
cstr_pfr__pfr_P5_0210m__2,-1.3338064283,-0.0174020122
cstr_pfr__pfr_P5_1500m__2,-1.0170540272,-0.2215475014
cstr_pfr__pfr_P3_1680m__2,-1.7662475411,-0.2389046128
cstr_pfr__pfr_P5_1680m__2,-1.7341340443000002,-0.1200938341
cstr_pfr__pfr_P1_1680m__2,-1.2209136397,-0.0869672564
darobactin__daro_30m__1,6.2837718948,0.256747916
darobactin__daro_30m__2,9.1024726324,0.4588333721
darobactin__solv_1h__1,-1.7137989321,0.3011570404
darobactin__solv_1h__2,-1.3408512947,0.1554625755
darobactin__daro_1h__1,22.8438648135,1.1126028673
darobactin__solv_1h__3,-0.8486175098000001,0.4078794251
darobactin__daro_1h__2,18.9231521639,0.8020528075000001
darobactin__daro_1h__3,19.6228356655,1.010084982
darobactin__daro_30m__3,7.255423682,0.4559892916
darobactin__solv_30m__1,-1.1249686395,0.0945297309
darobactin__solv_15m__1,0.007907567400000001,-0.0193790563
darobactin__solv_15m__2,-0.5313524732,0.0659005439
darobactin__daro_15m__1,5.2670048974,0.8773873002
darobactin__solv_15m__3,0.5234449057,-0.0465214876
darobactin__daro_15m__2,7.2299652167,0.8687706385
darobactin__daro_15m__3,8.2636195466,1.0174941121
darobactin__solv_30m__2,-0.4746815849,0.08127193370000001
darobactin__solv_30m__3,0.1063039684,0.088406182
ddp__pNT3_aroP__1,-1.1572862412,0.21606747480000002
ddp__pNT3_aroP__2,-1.1943386271,0.22253100620000002
ddp__pNT3_bamC__1,2.3633156389,0.5994477960000001
ddp__pNT3_bamC__2,2.3626208287,0.2134859322
ddp__pNT3_cusA__1,3.588998018,0.4763191913
ddp__pNT3_cusA__2,2.3929146408,0.47303557630000004
ddp__pNT3_hemX__1,-0.8439633959,0.5154131654
ddp__pNT3_hemX__2,-1.2645624568,0.5267766215
ddp__pNT3_empty__1,0.1400390277,-0.019227314500000002
ddp__pNT3_empty__2,-0.1400390277,0.019227314500000002
ddp__pNT3_topA__1,2.0030544066,0.9752194593
ddp__pNT3_topA__2,1.2633211122999999,1.2678688775
ddp__pNT3_yicR__1,-1.3606965915,0.0977472393
ddp__pNT3_yicR__2,-1.6693172538,0.0294089213
ddp__pNT3_yqjD__1,-1.7734902317999999,0.17437962840000001
ddp__pNT3_yqjD__2,-1.9947293353000002,0.155220842
ecomics__del_gabT__1,-0.21891080100000002,-0.2497351877
ecomics__del_gabT__2,0.21891080100000002,0.2497351877
ecomics__del_putP__1,-1.1394913227,-0.11562239120000001
ecomics__del_putP__2,-1.2595292942,0.10477207170000001
ecomics__del_entF__1,-1.5241420913,0.2763514288
ecomics__del_entF__2,-1.6879647698,0.22274852920000002
ecomics__del_entF__3,-0.24341959070000002,0.1419021913
ecomics__del_cysA__1,-0.5324855384,0.1037301531
ecomics__del_cysA__2,-0.5614191891,0.164824147
elyC__wt_21C__1,-0.0989705892,0.351171946
elyC__wt_21C__2,0.346449027,0.38316024460000003
elyC__wt_21C__3,-0.1169803866,0.38639303
elyC__wt_37C__1,0.203718338,-0.059253101700000005
elyC__wt_37C__2,-0.21737491720000002,0.0716017756
elyC__wt_37C__3,0.013656579200000001,-0.012348673800000001
elyC__delelyC_21C__1,4.1973084087,0.4327155499
elyC__delelyC_21C__2,9.5271867922,0.5445330282
elyC__delelyC_21C__3,4.6111995969,0.42681574600000005
elyC__delelyC_37C__1,0.2043041224,0.007983584
elyC__delelyC_37C__2,0.3780340219,0.0034807733
elyC__delelyC_37C__3,0.0662374923,-0.010588374400000001
evo_acid_w__F9_2__1,-0.21540893160000002,0.3470611422
evo_acid_w__F11_1__1,0.4800955195,1.0661051772
evo_acid_w__F11_1__2,1.0278405871,1.0734737681
evo_acid_w__F11_1__3,0.1008659887,1.123919757
evo_acid_w__wt__1,-1.6076299442000002,0.1839867311
evo_acid_w__F11_2__1,-1.4011927573,0.5202562438
evo_acid_w__B11_2__1,-2.0732750948,0.9808483874
evo_acid_w__F11_2__2,-0.985215712,0.5061965886
evo_acid_w__wt__2,-1.4274242295000001,0.17586419320000002
evo_acid_w__B11_1__1,-2.1772520539,0.6750102041
evo_acid_w__H9_1__1,0.10466403760000001,-1.0934016264
evo_acid_w__H9_2__1,-1.2251052826,0.0121188801
evo_acid_w__B11_2__2,-1.8887978091000002,1.0201131169
evo_acid_w__wt__3,-1.4760341908,0.21060454210000001
evo_acid_w__H9_2__2,-1.3534993548,0.0352694711
evo_acid_w__B11_2__3,-2.0347597481,0.9562380517
evo_acid_w__F11_2__3,-0.7189101643,0.5486333146
evo_acid_w__F9_2__2,-0.3930285564,0.3466586331
evo_acid_w__wt__4,-1.0206780838,0.3959443407
evo_acid_w__wt__5,-0.8591267047000001,0.2990260864
evo_acid_w__wt__6,1.9805931822,-0.4609819597
evo_acid_w__H9_1__2,0.36455480230000004,-1.2282702258
evo_acid_w__F9_1__1,-1.3070958028,0.3884810414
evo_acid_w__F9_1__2,-1.6168485899,0.48134306470000005
evo_acid_w__B11_1__2,-2.0352846636,0.5514170279
evo_acid_w__H9_2__3,-1.4922468741000001,0.0483039116
evo_acid_w__wt__7,-0.6712966546,0.1134712834
evo_acid_w__F9_1__3,-1.3727625332,0.4009859537
evo_acid_w__F9_2__3,-0.17287526320000002,0.3154492266
evo_acid_w__wt__8,3.1858024067,-0.5695089656
evo_acid_w__B11_1__3,-2.4079715794,0.5455964357
evo_acid_w__wt__9,1.8957942186999999,-0.3484062516
evo_bz__c3_1_bz__1,2.1237747769,-0.1780834128
evo_bz__c3_1_bz__2,1.6020778828000002,-0.2401711201
evo_bz__c3_1_bz__3,0.32204513,-0.2617210841
evo_bz__c3_1_bz__4,-0.23187647930000002,-0.2403513861
evo_bz__g5_1_bz__1,-0.4082076612,-0.172774429
evo_bz__g5_1_bz__2,-1.0783382917,-0.2142500132
evo_bz__g5_1_bz__3,0.5928741087,-0.2108122674
evo_bz__g5_1_bz__4,0.2289778106,-0.6764187777
evo_bz__g5_1_bz__5,0.8768334753,-0.629257092
evo_bz__g5_1_bz__6,0.39569774080000003,-0.6340701040000001
evo_bz__w3110d13__1,-3.3969856448,0.1389641925
evo_bz__w3110d13__2,-3.446597265,0.2144918027
evo_bz__w3110d13__3,3.6329840651,-0.1517737079
evo_bz__w3110d13__4,-3.2039701867,0.0932629567
evo_bz__w3110d13__5,3.7640084609,-0.2060055976
evo_bz__w3110d13__6,2.6505605705,-0.0889396464
evo_bz__w3110d13_bz__1,-1.5618822425999999,0.2058792633
evo_bz__w3110d13_bz__2,-1.9688229941,0.0001999157
evo_bz__w3110d13_bz__3,0.6376755012,-0.6319883931
evo_bz__w3110d13_bz__4,-2.1376460295,0.029245168000000002
evo_bz__c3_1_bz__5,1.9569033626,-0.1261437534
evo_bz__c3_1_bz__6,1.7937049968,-0.1387497744
evo_bz__g5_2_bz__1,20.1143492459,-0.8165412029
evo_bz__g5_2_bz__2,18.7898680359,-0.8919300147
evo_bz__g5_2_bz__3,16.9798993122,-1.0117907513
evo_bz__g5_2_bz__4,1.4024823657,-0.5888862595000001
evo_bz__g5_2_bz__5,0.7883437547000001,-0.6135781170000001
evo_bz__g5_2_bz__6,0.9900216746,-0.4670240677
evo_bz__w3110d13_bz__5,-0.051992977600000004,-0.5793950068
evo_bz__w3110d13_bz__6,0.2046699154,-0.53537425
evo_bz__a1_1_bz__1,-1.1552422374,-0.10696075370000001
evo_bz__a1_1_bz__2,-2.2781322666,0.1912262642
evo_bz__a1_1_bz__3,-1.7905309330999999,-0.2593008167
evo_bz__a1_1_bz__4,-2.4550844544,0.22215442840000002
evo_bz__a1_1_bz__5,-1.6758829007,-0.1374907715
evo_bz__a1_1_bz__6,-1.908680082,-0.290537382
evo_metab__wt__1,2.0437323624,-0.095579809
evo_metab__del_zwf__1,-0.33880137590000003,0.1158088012
evo_metab__zwf_ale1__1,-0.7950074449000001,-0.1409439774
evo_metab__zwf_ale2__1,-0.7666565708,-0.5802999579
evo_metab__del_ppk__1,0.047728449400000005,-0.4887012961
evo_metab__ppk_ale1__1,0.8943242458,-0.3073647109
evo_metab__ppk_ale2__1,1.1285894190999999,-0.5071154889
evo_metab__ppk_ale3__1,-0.8785629136,-0.42245737920000004
evo_metab__del_dapF__1,0.9594244116,-0.37143908670000003
evo_metab__dapF_ale1__1,2.801225296,-0.4124621047
evo_metab__dapF_ale3__1,1.2849426357,-0.2787599546
evo_metab__del_entC__1,2.49194257,-0.11105648330000001
evo_metab__entC_ale1__1,2.063267064,-0.4261730811
evo_metab__entC_ale2__1,1.2686142292,-0.1578851718
evo_metab__del_dgk__1,2.3250756838,-0.23324906380000002
evo_metab__dgk_ale1__1,-0.3335670698,0.0021939384
evo_metab__dgk_ale2__1,-0.225324825,0.23290711290000002
evo_metab__dgk_ale3__1,2.3882378488000002,-0.30424109180000003
evo_metab__wt__2,-0.6049214098,-0.0677270641
evo_metab__del_zwf__2,-0.3103776813,0.1926284405
evo_metab__zwf_ale1__2,-0.3338836671,0.1709075962
evo_metab__zwf_ale2__2,-1.1545095595000001,-0.37666929330000004
evo_metab__del_ppk__2,-0.3828451128,0.0846234302
evo_metab__ppk_ale1__2,-1.1514183433,0.1067822801
evo_metab__ppk_ale2__2,2.5122681243000002,0.2849103712
evo_metab__ppk_ale3__2,0.5219720419,0.0443068277
evo_metab__del_dapF__2,-0.1019246436,0.5183600084000001
evo_metab__dapF_ale1__2,-0.10549734570000001,0.5084401982
evo_metab__dapF_ale3__2,-0.5340449442,0.7440427784
evo_metab__del_entC__2,1.0733487979,0.3157102643
evo_metab__entC_ale1__2,0.5175882716,0.064717485
evo_metab__entC_ale2__2,-0.6813048902000001,0.0057498188000000006
evo_metab__entC_ale3__1,0.9373532886,0.256917575
evo_metab__del_dgk__2,0.8559291678000001,-0.1476457713
evo_metab__dgk_ale1__2,-1.1967845557,0.2150030014
evo_metab__dgk_ale2__2,-1.0826404407,0.3901324836
evo_metab__dgk_ale3__2,-0.9658684787,-0.12311926990000001
evo_metab__wt__3,-1.4388109527,0.1633068731
evo_metab__del_zwf__3,-0.7025925213,-0.3272838872
evo_metab__zwf_ale1__3,-0.9926353371000001,0.18036855740000002
evo_metab__zwf_ale2__3,-1.4896075909,-0.6141041034
evo_metab__del_ppk__3,-1.3996228244,0.24666194870000002
evo_metab__ppk_ale1__3,-1.6889841308,-0.0516410843
evo_metab__ppk_ale2__3,1.3543565373,-0.0575879028
evo_metab__ppk_ale3__3,-0.8292242950000001,-0.040398915300000005
evo_metab__del_dapF__3,-0.29071704260000003,0.43106244460000004
evo_metab__dapF_ale1__3,0.264683506,0.16239985910000002
evo_metab__dapF_ale3__3,-0.9361373161000001,0.3125625073
evo_metab__del_entC__3,1.5518311443,-0.1939736025
evo_metab__entC_ale1__3,0.2287378252,-0.2004338664
evo_metab__entC_ale2__3,-1.4187364709999999,-0.0252255095
evo_metab__entC_ale3__2,0.8817967830000001,-0.094718988
evo_metab__del_dgk__3,2.4531970404,-0.2495546254
evo_metab__dgk_ale1__3,-1.3257785914,0.2856921888
evo_metab__dgk_ale2__3,-0.8192953735,-0.0126032195
evo_metab__dgk_ale3__3,-0.5835488646,-0.1153904644
flag_reg__wt__1,-0.0042179306,0.0299129526
flag_reg__del_fliA__1,0.0237589481,-0.0083842536
flag_reg__del_flhC__1,0.184268559,-0.1642974298
flag_reg__del_flhD__1,0.4134607577,-0.101305237
flag_reg__wt__2,0.0042179306,-0.0299129526
flag_reg__del_fliA__2,-0.14034994820000002,-0.1266742397
flag_reg__del_flhC__2,0.05652958,0.18435135530000002
flag_reg__del_flhD__2,-0.2155369583,-0.1666988148
flgM__27C__1,0.5336883496,0.0066452999
flgM__27C__2,0.6482755447,0.1212135419
flgM__27C__3,0.6070519652,0.07979298400000001
flgM__32C__1,0.2400914382,-0.3317970048
flgM__32C__2,0.2912354388,-0.0802771542
flgM__32C__3,0.1532799362,-0.012767602900000001
flgM__37C__1,0.24091109360000001,-0.0182935816
flgM__37C__2,-0.2407443658,-0.0034757304
flgM__37C__3,-0.0001667278,0.021769312000000002
flgM__42C__1,-0.211394033,-0.0370116887
flgM__42C__2,-0.3502494434,0.020314375500000002
flgM__42C__3,-0.8582565136,0.0276404528
histone__untreated__1,0.2235279134,0.0429566657
histone__untreated__2,-0.2171584285,-0.08969450550000001
histone__untreated__3,-0.006369484900000001,0.0467378398
histone__10ug_H2A__1,3.9641965932,0.0011501679
histone__10ug_H2A__2,4.5641686574,0.0188093124
histone__10ug_H2A__3,6.4046144736,0.0844104804
histone__50ug_H2A__1,21.0922889775,0.4112689248
histone__50ug_H2A__2,20.0216088068,0.4053618188
histone__50ug_H2A__3,20.2288997208,0.319019704
histone__100ug_H2A__1,24.1926830925,0.4825709198
histone__100ug_H2A__2,23.7776270685,0.46932838320000003
histone__100ug_H2A__3,23.5512618282,0.3840682224
hns__del_hns_spike__1,10.3070955324,0.3545812488
hns__del_hns_spike__2,10.501740669,0.4611355116
hns__del_hns__1,10.1254496947,0.3438758885
hns__del_hns__2,12.338663135400001,0.1443883527
hns__wt_spike__1,-0.18349145020000002,0.3239143915
hns__wt_spike__2,0.2111703549,-0.0975556392
hns__wt__1,-0.4676817294,0.26519658830000004
hns__wt__2,0.4676817294,-0.26519658830000004
hns_stpA__evo100G4_delhns_delstpA__1,21.5695650743,-1.7636717464
hns_stpA__evo100G4_delhns_delstpA__2,21.0465853102,-1.7870275249
hns_stpA__evo100G12_delhns_delstpA__1,23.114593734,-1.3736138280999999
hns_stpA__evo100G12_delhns_delstpA__2,21.6299935093,-1.3828742834
hns_stpA__delhns_delstpA_delrpoS__1,22.4019375705,-1.6295556748000002
hns_stpA__delhns_delstpA_delrpoS__2,22.4455406981,-1.7375150752000001
hns_stpA__wt__1,0.6131356651000001,-0.0402208879
hns_stpA__wt__2,-0.6131356651000001,0.0402208879
hns_stpA__delhns_delstpA__1,20.700770189,-1.5939037961
hns_stpA__delhns_delstpA__2,21.6502364493,-1.4403407247
hu__wt_log_pH7__1,1.3245096675,-1.4909277844
hu__wt_log_pH7__2,0.364343256,-0.3671753514
hu__wt_log_pH7__3,0.8188798122000001,-1.5191729618
hu__wt_lag_pH7__1,0.603045226,-0.1523962072
hu__wt_lag_pH7__2,1.3357932914,-0.2682443241
hu__wt_lag_pH7__3,-1.9388385175,0.4206405314
hu__delhupA_lag_pH7__1,-0.4401174507,-0.3715183232
hu__delhupA_lag_pH7__2,0.9504669435,-0.4756551073
hu__delhupA_lag_pH7__3,-1.8346351868,0.3061251763
hu__delhupB_lag_pH7__1,0.22189106890000002,-0.1062167858
hu__delhupB_lag_pH7__2,0.9195745458000001,-0.24974070310000002
hu__delhupB_lag_pH7__3,-1.3541531445000001,0.4452082956
hu__delhupAhupB_lag_pH7__1,0.4565856681,-0.752217396
hu__delhupAhupB_lag_pH7__2,0.9669961248000001,-0.6827493147
hu__delhupAhupB_lag_pH7__3,-1.7289984532,0.3161943591
hu__hupAE34K_hupB_lag_pH7__1,0.3461268327,-0.054665711400000004
hu__hupAE34K_hupB_lag_pH7__2,0.8787565099,-0.1622659847
hu__hupAE34K_hupB_lag_pH7__3,-1.4717039146,0.4325727943
hu__hupAE34K_delhupB_lag_pH7__1,0.2456752099,-0.061505232800000004
hu__hupAE34K_delhupB_lag_pH7__2,0.8087013526,0.0822976755
hu__hupAE34K_delhupB_lag_pH7__3,-1.3877447702,0.5085768338000001
hu__wt_lag_pH5__1,2.056753003,0.48944916930000004
hu__wt_lag_pH5__2,0.5405850265000001,0.4641347938
hu__wt_lag_pH5__3,0.1538810752,0.652055766
hu__delhupA_lag_pH5__1,1.8657767786,0.5583821682
hu__delhupA_lag_pH5__2,0.9473076594000001,0.5282127203
hu__delhupA_lag_pH5__3,0.4026403096,0.6045339820000001
hu__delhupAhupB_lag_pH5__1,4.0966514834,0.41114175900000005
hu__delhupAhupB_lag_pH5__2,4.036954726,0.3705963701
hu__delhupAhupB_lag_pH5__3,1.7120680935,0.5937527744000001
hu__hupAE34K_hupB_lag_pH5__1,4.8016470212,0.4748556665
hu__hupAE34K_hupB_lag_pH5__2,1.5065258274,0.6625942571
hu__hupAE34K_hupB_lag_pH5__3,1.4081312122,0.6787389713
hu__hupAE34K_delhupB_lag_pH5__1,3.1333251988,0.7117205601000001
hu__hupAE34K_delhupB_lag_pH5__2,2.9387294755,0.5326080517
hu__hupAE34K_delhupB_lag_pH5__3,1.4587139707,0.7312123426
hyperpersistence__low_GFP__1,3.8511226829,1.2521121906000001
hyperpersistence__wt__1,0.2547119265,-0.07576304390000001
hyperpersistence__high_GFP__1,3.5373339792,0.8341924436
hyperpersistence__pth_mut__1,2.2229635555,-0.1146384741
hyperpersistence__pth_mut__2,3.5922813238,-0.2633555313
hyperpersistence__metG_mut__1,-0.0644392305,-0.2117829457
hyperpersistence__metG_mut__2,1.6704063394,-0.45627809760000004
hyperpersistence__high_GFP__2,3.9868210513,1.3147985838
hyperpersistence__wt__2,-0.2547119265,0.07576304390000001
hyperpersistence__low_GFP__2,2.781760378,1.3783255728000001
kan_efg__cpxAF218Y__1,-1.9201677455000001,0.2441346664
kan_efg__cpxAF218Y__2,-2.77664433,0.1901332809
kan_efg__cyaAN600Y__1,-0.9570171814,0.1834583999
kan_efg__cyaAN600Y__2,-2.4071649038,0.8281665747
kan_efg__fusAA608E__1,-1.0963421649,-0.0268036616
kan_efg__fusAA608E__2,-1.3206707983000001,0.081359977
kan_efg__fusAA608E_cpxAF218Y__1,-1.4276244296,0.12155514440000001
kan_efg__fusAA608E_cpxAF218Y__2,-1.7540807627000001,-0.0031078649
kan_efg__fusAA608E_cyaAN600Y__1,-1.7788037625,0.28337705690000004
kan_efg__fusAA608E_cyaAN600Y__2,-1.5206676472,0.28892578350000003
kan_efg__fusAA608E_rpoDL261Q__1,-2.0338536591,-0.046396614
kan_efg__fusAA608E_rpoDL261Q__2,-1.0996674237,-0.06528661820000001
kan_efg__fusAA608E_topAS180L__1,-1.2864009199,0.4436640767
kan_efg__fusAA608E_topAS180L__2,-1.4240137529,0.2249206102
kan_efg__rpoDL261Q__1,-1.3858380124,-0.19324768820000002
kan_efg__rpoDL261Q__2,-1.1099163932,-0.1158458584
kan_efg__wt__1,0.3784848451,0.0037970955
kan_efg__wt__2,-0.3784848451,-0.0037970955
lrp__wt_min_log__1,0.1342130963,-0.0347842572
lrp__wt_min_log__2,-0.1342130963,0.0347842572
lrp__wt_min_trans__1,0.8754002342,0.2932715381
lrp__wt_min_trans__2,0.1266036413,0.43296454900000003
lrp__wt_min_stat__1,3.7868901538,-0.5613637606
lrp__wt_min_stat__2,2.8217550251,-0.4152742146
lrp__wt_liv_log__1,-0.11832702140000001,0.0637365035
lrp__wt_liv_log__2,-0.0084147508,0.030042853
lrp__wt_liv_trans__1,0.5969504553,-0.1967927261
lrp__wt_liv_trans__2,1.2778824230999999,-0.1783288979
lrp__wt_liv_stat__1,3.3233772613,-1.1377134533
lrp__wt_liv_stat__2,3.0538113708,-0.8730864876000001
lrp__wt_rich_log__1,0.7136438448,-0.7028526752
lrp__wt_rich_log__2,0.3420071216,-0.7214533053000001
lrp__wt_rich_trans__1,0.87406718,-0.11559866740000001
lrp__wt_rich_trans__2,0.1569936256,-0.4396671359
lrp__wt_rich_stat__1,3.3477013533,-0.8496771879
lrp__wt_rich_stat__2,4.8313587076,-0.6831613036
lrp__dellrp_min_log__1,-0.1485292476,-0.0405230067
lrp__dellrp_min_log__2,0.09627851100000001,0.0803892564
lrp__dellrp_min_trans__1,0.7026942896,0.3532345689
lrp__dellrp_min_trans__2,1.1804970359,-0.0903977158
lrp__dellrp_min_stat__1,3.7640706431,-0.6378185262
lrp__dellrp_min_stat__2,3.1035674492,-0.7742695173
lrp__dellrp_liv_log__1,0.2513672003,-0.1124352182
lrp__dellrp_liv_log__2,0.7826198551,0.031952801
lrp__dellrp_liv_trans__1,0.47662268680000003,-0.21550829170000002
lrp__dellrp_liv_trans__2,0.8762065567,-0.1316848069
lrp__dellrp_liv_stat__1,3.413352695,-0.8860942636
lrp__dellrp_liv_stat__2,2.3452440681,-0.6113429633
lrp__dellrp_rich_log__1,0.7385497622,-0.5548358688
lrp__dellrp_rich_log__2,0.3349600459,-0.6098654529
lrp__dellrp_rich_trans__1,1.5249455363000002,-0.47105297100000004
lrp__dellrp_rich_trans__2,1.0204303546,-0.40518758050000003
lrp__dellrp_rich_stat__1,3.7689802728,-0.20506289160000002
lrp__dellrp_rich_stat__2,2.8368465066,0.0257297792
mazF_circuit__t0__1,0.39656799870000004,0.11625715910000001
mazF_circuit__t2__1,-0.7368920116000001,0.052289703900000005
mazF_circuit__t4__1,0.21186231160000002,0.3554351469
mazF_circuit__t6__1,0.7093424719,0.34589672460000004
mazF_circuit__t8__1,0.2732931146,-0.3114432776
mazF_circuit__t0__2,-0.39656799870000004,-0.11625715910000001
mazF_circuit__t2__2,-0.18965567120000001,0.0060980573
mazF_circuit__t4__2,0.1866615506,0.2620076772
mazF_circuit__t6__2,-0.11276290010000001,0.10542764610000001
mazF_circuit__t8__2,1.5453714612,-0.9038958321
mazF_ribo__emptyvec_mrna_5m__1,0.1211808602,0.0016507986
mazF_ribo__emptyvec_mrna_5m__2,-0.1211808602,-0.0016507986
mazF_ribo__mazF_mrna_5m__1,-0.4003992682,0.2350427953
mazF_ribo__mazF_mrna_5m__2,-1.1062686028,0.2307524626
mazF_ribo__emptyvec_total_5m__1,0.290138295,0.44075537530000003
mazF_ribo__emptyvec_total_5m__2,-0.3856675966,0.5182458107
mazF_ribo__mazF_total_60m__1,4.0139081302,0.0979681257
mazF_ribo__mazF_total_60m__2,4.8507206251,-0.0427153596
mercury__ctrl_t00__1,-0.068527845,0.006409199
mercury__ctrl_t10__1,-0.0039429794,-0.0379050509
mercury__ctrl_t30__1,-0.4175824225,0.1216206849
mercury__ctrl_t60__1,-0.5790646871,0.3642697634
mercury__hg_t10__1,-0.695690931,-0.6051328879
mercury__hg_t30__1,-1.1138973821,-0.4324830396
mercury__hg_t60__1,-0.6219874185,0.4009377376
mercury__pma_t10__1,-0.32630337200000004,1.1192047889
mercury__pma_t30__1,-0.7095177581000001,1.6233871878000001
mercury__pma_t60__1,-0.6710346852,0.202783489
mercury__ctrl_t00__2,-0.0037343126000000003,-0.0021190428
mercury__ctrl_t10__2,0.5251841404,-0.0927267152
mercury__ctrl_t30__2,-0.5665707657,0.2365893869
mercury__ctrl_t60__2,-0.9479956996000001,0.164200501
mercury__hg_t10__2,-0.7042270859,-0.5498718421000001
mercury__hg_t30__2,-1.0693727697,-0.1897653188
mercury__hg_t60__2,2.5498548984,0.2613817237
mercury__pma_t10__2,-0.2026020558,1.1620885564
mercury__pma_t30__2,-1.1514507617,1.5498893039000001
mercury__pma_t60__2,-1.1222769031,0.2897518075
mercury__ctrl_t00__3,0.0722621576,-0.0042901562
mercury__ctrl_t10__3,-0.3205808685,-0.1147254514
mercury__ctrl_t30__3,-0.3972676915,0.2560289696
mercury__ctrl_t60__3,-0.5960494605000001,0.2424176958
mercury__hg_t10__3,-0.9812074473000001,-0.4919190754
mercury__hg_t30__3,-0.9444505278,-0.5069967641
mercury__hg_t60__3,-1.3242233374,0.36051741
mercury__pma_t10__3,-0.058655746200000004,1.1329407200000001
mercury__pma_t30__3,-0.6465674404,1.58812999
mercury__pma_t60__3,-1.172176907,0.36360262
ml_abx__az_lolcde__1,2.5550893087,0.9537488045
ml_abx__az_lolcde__2,4.5905944952,1.1822234889
ml_abx__az_lolcde__3,3.4345270423,1.0224238777
ml_abx__b01__1,-0.3684695616,0.0889753471
ml_abx__b01__2,-0.7941600891,0.1003493315
ml_abx__b01__3,-0.1274375861,0.020802456400000002
ml_abx__cro__1,-0.0009777924,0.4010557433
ml_abx__cro__2,0.0762224772,0.06935749000000001
ml_abx__cro__3,1.422559343,-0.2140507962
ml_abx__chl__1,2.9548079939000003,-1.1775349323
ml_abx__chl__2,2.9814065897,-1.0710556208
ml_abx__chl__3,2.6127662273,-1.2796864199
ml_abx__cip__1,-0.1153474874,0.1627932994
ml_abx__cip__2,0.0362174539,-0.0814593435
ml_abx__cip__3,1.2241588048,-0.60553397
ml_abx__clr__1,2.2301618315,-1.6948037919
ml_abx__clr__2,1.4141043624,-1.5821897407
ml_abx__clr__3,1.8470243279,-1.9247374599
ml_abx__cst__1,13.8907414939,0.7752006260000001
ml_abx__cst__2,17.7238058364,0.9871562973
ml_abx__cst__3,15.9725923005,1.0721634124
ml_abx__ctrl__1,-0.2444032523,0.18928554420000002
ml_abx__ctrl__2,-0.2540737416,0.2621321219
ml_abx__ctrl__3,-0.3878197826,0.0826567707
ml_abx__ctrl__4,-0.2893081872,0.11466155300000001
ml_abx__ctrl__5,0.4056835331,-0.2807790196
ml_abx__ctrl__6,0.7699214307000001,-0.3679569703
ml_abx__dox__1,2.285888394,-1.1386806459
ml_abx__dox__2,2.0762302395,-1.1901622988
ml_abx__dox__3,2.2546328271,-1.241702965
ml_abx__glob__1,7.2531377826,1.3989261658
