,A,rcsB
hot_tale__hot_ale10_44c__2,2.0192069082,0.01443641
hot_tale__hot_ale16_30c__1,3.201352666,-0.052219856
hot_tale__hot_ale16_30c__2,2.8753382846,0.117919276
hot_tale__hot_ale16_37c__1,-0.028356897500000002,-0.195801843
hot_tale__hot_ale16_37c__2,0.8391263042,-0.213210479
hot_tale__hot_ale16_44c__1,0.1882830457,0.074674655
hot_tale__hot_ale16_44c__2,0.0887465102,0.055597213000000006
pdhr_ale__pdhR-13_51__1,-1.1031325434,0.08135254700000001
pdhr_ale__pdhR-13_51__2,-0.7478055767,0.009339666
pdhr_ale__pdhR-14_46__1,-0.8023484866,0.116768175
pdhr_ale__pdhR-14_46__2,-0.39931956900000004,0.08845326
pdhr_ale__pdhR-15_51__1,-0.1069234813,-0.048091642000000004
pdhr_ale__pdhR-15_51__2,-0.46748440220000004,0.010596309
pdhr_ale__pdhR-16_49__1,-0.12806337,0.07511390300000001
pdhr_ale__pdhR-16_49__2,0.1045412468,0.02080721
tcs__del_atoC_LiAcet__1,0.18435646360000002,-0.288233287
tcs__del_atoC_LiAcet__2,0.16268965300000002,-0.201776686
tcs__del_atoC_LiCl__1,0.2001001972,-0.039691428
tcs__del_atoC_LiCl__2,0.2495890188,0.020835152000000003
tcs__del_atoC_m9__1,0.42856951400000004,-0.111642926
tcs__del_atoC_m9__2,-0.2591264219,-0.053574119
tcs__del_baeR_etoh__1,-0.3731593338,0.634923648
tcs__del_baeR_etoh__2,0.2743220099,0.624544451
tcs__del_baeR_lb__1,-1.0650257172,-0.233124128
tcs__del_baeR_lb__2,-0.9658713235,-0.236724287
tcs__del_btsR_01xlb__1,0.0399740732,-0.7566430160000001
tcs__del_btsR_01xlb__2,0.6446886608,-0.8023124020000001
tcs__del_btsR_lb__1,-1.9992199989000001,0.19596144000000001
tcs__del_btsR_lb__2,-2.1114598111,0.11676546300000001
tcs__del_btsR_pyruvate__1,0.5384986527,-0.638303709
tcs__del_btsR_pyruvate__2,0.6844876177,-0.6714029650000001
tcs__del_cpxR_etoh__1,-0.3581279671,0.797270162
tcs__del_cpxR_etoh__2,-0.4141059681,0.852643958
tcs__del_cpxR_lb__1,-0.3934273532,-0.035065169
tcs__del_cpxR_lb__2,-1.2112316719,-0.023487236
tcs__del_cusR_CuSO4__1,-1.5379474743000001,0.538810533
tcs__del_cusR_CuSO4__2,-1.4568071949,0.5764528800000001
tcs__del_cusR_lb__1,-1.3602014844,0.09108326700000001
tcs__del_cusR_lb__2,-1.4691937045,0.048888058000000005
tcs__del_kdpE_01-kcl__1,2.4377315862,0.061771917
tcs__del_kdpE_01-kcl__2,2.3255640452,0.13956121400000002
tcs__del_kdpE_115-kcl__1,3.0092589133,-8.5253e-05
tcs__del_kdpE_115-kcl__2,3.115348603,0.027414196000000002
tcs__del_phoB_m9__1,0.5116810148000001,0.161873956
tcs__del_phoB_m9__2,0.3658643371,0.12010886500000001
tcs__del_phoB_m9p__1,1.9953737832,0.02890506
tcs__del_phoB_m9p__2,1.9516320637,0.004365593
tcs__del_rcsB_etoh__1,-0.6248982836,-8.931931499000001
tcs__del_rcsB_etoh__2,-0.5082462049,-8.931931499000001
tcs__del_rcsB_lb__1,-1.7790676529,-8.931931499000001
tcs__del_rcsB_lb__2,-1.6357481738000001,-8.633433781
tcs__del_zraR_lb__1,-1.6435687642999999,0.12803272100000002
tcs__del_zraR_lb__2,-1.4695872399,0.16423220500000002
tcs__del_zraR_zncl2__1,-1.5514080901,0.40354764800000004
tcs__del_zraR_zncl2__2,-1.1399071917999999,0.46797068700000005
tcs__wt_01-kcl__1,3.7521294564,0.07849613600000001
tcs__wt_01-kcl__2,3.76660588,-0.0037924060000000003
tcs__wt_01xlb__1,0.0954969112,-0.722598586
tcs__wt_01xlb__2,0.34920053500000003,-0.64359844
tcs__wt_115-kcl__1,8.8900473967,0.012610185000000001
tcs__wt_115-kcl__2,8.4053464578,0.026806490000000002
tcs__wt_CuSO4__1,-0.8000314788,0.081837774
tcs__wt_CuSO4__2,-1.5064459860000001,0.17432487400000002
tcs__wt_etoh__1,-1.2233618302,0.695437795
tcs__wt_etoh__2,-1.0363934811,0.629054686
tcs__wt_lb__1,-0.9392040192000001,0.21410632200000002
tcs__wt_lb__2,-0.2928457038,0.283536971
tcs__wt_LiAcet__1,-0.0818418939,-0.021754969000000002
tcs__wt_LiAcet__2,-0.4691548534,-0.13957581500000002
tcs__wt_LiCl__1,-0.2789540415,-0.050478113000000005
tcs__wt_LiCl__2,-0.37402063420000004,-0.085245031
tcs__wt_m9p__1,0.6067793331,-0.068340145
tcs__wt_m9p__2,1.2356514533,0.031402691
tcs__wt_pyr__1,0.6125188835,-0.8292062250000001
tcs__wt_pyr__2,0.46891808960000003,-0.7122302770000001
tcs__wt_zncl2__1,-0.44948905200000006,0.24058018
tcs__wt_zncl2__2,-0.1400301833,0.25998171200000003
ros_tale__1_112_0pq__1,-0.3177591037,-0.021277469
ros_tale__1_112_0pq__2,0.6904539296000001,-0.009430426
ros_tale__1_112_250pq__1,0.5461614018000001,0.5936617660000001
ros_tale__1_112_250pq__2,0.2853560684,0.459157515
ros_tale__1_112_750pq__1,-0.17711660310000002,0.699990039
ros_tale__1_112_750pq__2,0.1713743928,0.577536303
ros_tale__1_112_750pq__3,-0.19066697270000002,0.375263306
ros_tale__3_76_0pq__1,3.6355158515,-0.41285797900000004
ros_tale__3_76_0pq__2,3.6468891471,-0.36004917200000003
ros_tale__3_76_0pq__3,3.3475025315,-0.5393633830000001
ros_tale__3_76_0pq__4,3.207308331,-0.533881135
ros_tale__3_76_250pq__1,1.8197398728,0.063748652
ros_tale__3_76_250pq__2,1.9560534332000001,-0.21617049700000002
ros_tale__3_76_750pq__1,1.5537034927,-0.142263476
ros_tale__3_76_750pq__2,2.5407293323999998,-0.278357764
ros_tale__7_103_0pq__1,1.5227146985000002,-0.37884367
ros_tale__7_103_0pq__2,1.8851641259,-0.40781088800000004
ros_tale__7_103_0pq__3,1.5367966601,-0.383486733
ros_tale__7_103_0pq__4,1.6990996289,-0.49066369200000004
ros_tale__7_103_250pq__1,2.0570343206,-0.335632949
ros_tale__7_103_250pq__2,2.1889578456,-0.20133066900000002
ros_tale__7_103_750pq__1,1.8269243725000002,0.02746003
ros_tale__7_103_750pq__2,1.5675728745000002,-0.132439577
ros_tale__9_77_0pq__1,0.9851394529,-0.526594366
ros_tale__9_77_0pq__2,0.5889718282,-0.39060369100000003
ros_tale__9_77_250pq__1,0.44884047590000004,-0.333473114
ros_tale__9_77_250pq__2,1.0313058247,-0.17135507
ros_tale__9_77_750pq__1,1.4030521134,-0.46964079200000003
ros_tale__9_77_750pq__2,1.2331738863,-0.486588489
ros_tale__11_83_0pq__1,0.2257396848,0.48097724500000005
ros_tale__11_83_0pq__2,0.3124424964,0.5870498740000001
ros_tale__11_83_250pq__1,0.11360393860000001,0.524893436
ros_tale__11_83_250pq__2,0.8351433891000001,0.5796157150000001
ros_tale__11_83_750pq__1,0.6601988722000001,0.741096748
ros_tale__11_83_750pq__2,0.8504907528000001,0.870467423
ros_tale__13_87_0pq__1,-0.1900465292,-0.180312093
ros_tale__13_87_0pq__2,0.2386385057,-0.277363293
ros_tale__13_87_250pq__1,-0.3057230257,0.125724366
ros_tale__13_87_250pq__2,-0.1021735569,0.26537994
ros_tale__13_87_750pq__1,-0.5658233455,0.397905679
ros_tale__13_87_750pq__2,-0.5367533581,0.28587723600000003
ros_tale__14_27_0pq__1,0.2063396964,-0.39257555200000005
ros_tale__14_27_0pq__2,-0.024002445,-0.421629876
ros_tale__14_27_250pq__1,0.1864432283,0.168850355
ros_tale__14_27_250pq__2,-0.36159680720000004,0.14740128200000002
ros_tale__14_27_750pq__1,1.3179255103,0.693664499
ros_tale__14_27_750pq__2,0.6962730370000001,0.572572808
ros_tale__16_28_250pq__1,0.3170045398,0.024221793000000002
ros_tale__16_28_250pq__2,0.229978132,0.082099949
ros_tale__16_32_0pq__1,-0.8159928854,0.193654764
ros_tale__16_32_0pq__2,-0.41309874,0.23725348000000002
ros_tale__16_32_0pq__3,-0.017239578800000002,-0.018931347
ros_tale__16_32_0pq__4,-0.1743679918,0.007738471
ros_tale__16_32_250pq__1,0.3078389889,0.12266800200000001
ros_tale__16_32_250pq__2,0.6852311987,0.133007561
ros_tale__16_32_750pq__1,-0.1324836874,0.29634117800000004
ros_tale__16_32_750pq__2,-0.31104539610000004,0.402945137
ros_tale__17_104_0pq__1,0.6692796892,0.9364090860000001
ros_tale__17_104_0pq__2,1.3931486384,0.930585838
ros_tale__17_104_250pq__1,0.3823519023,0.69924909
ros_tale__17_104_250pq__2,0.3405462936,0.6106761580000001
ros_tale__17_104_250pq__3,0.2178835277,0.5461625520000001
ros_tale__17_104_250pq__4,-0.1343887422,0.029371618000000002
ros_tale__17_104_750pq__1,1.0168351277,0.8781550250000001
ros_tale__17_104_750pq__2,0.8657816771,0.8848120570000001
ros_tale__18_24_250pq__1,0.1610755503,0.42427421200000004
ros_tale__18_24_250pq__2,0.15636522860000002,0.314493897
ros_tale__18_36_0pq__1,-0.0503893378,0.302860752
ros_tale__18_36_0pq__2,-0.6444303815,0.353911556
ros_tale__18_36_0pq__3,0.2546593218,-0.18871601300000002
ros_tale__18_36_0pq__4,0.8058769868000001,-0.008618814
ros_tale__18_36_250pq__1,1.469356228,0.167149149
ros_tale__18_36_250pq__2,1.2148264354,0.185445564
ros_tale__18_36_750pq__1,-0.0664779715,-0.029425394
ros_tale__18_36_750pq__2,0.0909039912,0.021235808000000002
ros_tale__19_91_0pq__1,-0.1072768218,0.34541262500000003
ros_tale__19_91_0pq__2,0.1000964099,0.024017674000000003
ros_tale__19_91_250pq__1,-0.8376830009,-0.004775125000000001
ros_tale__19_91_250pq__2,-0.6923937518000001,0.10704741400000001
ros_tale__19_91_750pq__1,-0.4693179013,0.15077890600000002
ros_tale__19_91_750pq__2,-0.0774138546,0.18512466700000002
ros_tale__19_91_750pq__3,-1.1536833082,0.18834589300000001
ros_tale__19_91_750pq__4,-1.2958373768,0.284606218
ros_tale__21_97_0pq__1,0.7291440781,-0.24527494300000002
ros_tale__21_97_0pq__2,0.7629647548,-0.51858454
ros_tale__21_97_250pq__1,0.4920750816,-0.189959081
ros_tale__21_97_250pq__2,0.16006962660000001,-0.334881087
ros_tale__21_97_750pq__1,0.8837611892,0.079602692
ros_tale__21_97_750pq__2,0.9258355217,-0.20517405600000002
ros_tale__25_111_0pq__1,1.1751286004,-0.246179327
ros_tale__25_111_0pq__2,-0.0643352089,0.081303809
ros_tale__25_111_250pq__1,0.6421303768000001,-0.157040547
ros_tale__25_111_250pq__2,0.7188305957000001,-0.090494508
ros_tale__25_111_750pq__1,0.4591270502,0.104286762
ros_tale__25_111_750pq__2,-0.108282209,-0.175387598
ros_tale__29_119_0pq__1,-0.5421778747,0.321993949
ros_tale__29_119_0pq__2,-0.13620344880000002,0.36121000400000003
ros_tale__29_119_250pq__1,0.23507409710000002,0.491500578
ros_tale__29_119_250pq__2,0.11710504890000001,0.5238282670000001
ros_tale__29_119_750pq__1,-0.0761310833,0.673332192
ros_tale__29_119_750pq__2,-0.0248419611,0.524210347
ros_tale__ALE4_0pq__1,-0.2905595972,-0.085373632
ros_tale__ALE4_0pq__2,-0.0066566319,-0.059293772
ros_tale__ALE4_250pq__1,0.19538409510000002,0.7537661080000001
ros_tale__ALE4_250pq__2,0.4875143031,0.748598302
pcoli__atASMT_325G__1,0.2288098723,-0.18550312200000002
pcoli__atASMT_325G__2,-0.0872466754,-0.179475605
pcoli__bpTDC__1,-0.0167359823,-0.076776984
pcoli__bpTDC__2,0.40307317530000003,-0.14985175
pcoli__BRCA__1,-0.0478752623,-0.354299907
pcoli__BRCA__2,-0.11897989140000001,-0.38413740500000004
pcoli__BRCActrl__1,-0.6132889762,-0.176399136
pcoli__BRCActrl__2,-0.25388766090000003,-0.178339409
pcoli__BRCAswap__1,0.3415343621,-0.215794691
pcoli__BRCAswap__2,0.1922755677,-0.162856586
pcoli__btAANAT__1,0.151326765,-0.239624585
pcoli__btAANAT__2,-0.2280819375,-0.183220668
pcoli__btASMT__1,0.3116216418,-0.23947101
pcoli__btASMT__2,0.2851618527,-0.133259077
pcoli__CC1__1,-0.282176545,-0.11455931800000001
pcoli__CC1__2,-0.0980091648,0.01509838
pcoli__ccCOMT__1,-0.0474917237,-0.21785083900000002
pcoli__ccCOMT__2,0.0952229388,-0.22952250400000002
pcoli__ckDDC__1,-0.7671886169000001,-0.263605409
pcoli__ckDDC__2,-0.0125446906,-0.37036460200000004
pcoli__CNTF_belt__1,0.9529447684000001,-0.138941323
pcoli__CNTF_belt__2,1.2334111533,-0.059901081
pcoli__cobPNMT__1,0.3229614257,-0.23941767700000002
pcoli__cobPNMT__2,0.1729436536,-0.20944610300000002
pcoli__cvPhhB__1,0.0055099375,-0.20285091200000002
pcoli__cvPhhB__2,0.08015175270000001,-0.17189937500000002
pcoli__ggAANAT__1,0.226128305,-0.26414300900000004
pcoli__ggAANAT__2,0.1412281894,-0.35037458200000005
pcoli__ggTPH__1,0.516493159,-0.19201901400000002
pcoli__ggTPH__2,0.7225002509,-0.24106753500000003
pcoli__hsAANAT__1,1.0425548111,-0.043687271
pcoli__hsAANAT__2,1.6246006991000002,0.018535648000000002
pcoli__hsASMT__1,-0.101470586,-0.235515297
pcoli__hsASMT__2,-0.08517638500000001,-0.26412533800000004
pcoli__hsPNMT_mb__1,-0.1022679075,-0.265245558
pcoli__hsPNMT_mb__2,-0.35105248310000003,-0.240473756
pcoli__hsTPH__1,-0.2417507462,-0.361743386
pcoli__hsTPH__2,-0.3928626307,-0.44221652
pcoli__hsTPH_E2K__1,0.2350206132,-0.005084028
pcoli__hsTPH_E2K__2,0.2774666648,-0.017525623
pcoli__hsTPH_E2K_N91I_P99C__1,0.2222773158,-0.23905892
pcoli__hsTPH_E2K_N91I_P99C__2,0.09123277560000001,-0.38957747200000004
pcoli__hsTPH_N158trunc__1,2.6377665467,-0.034307164
pcoli__hsTPH_N158trunc__2,2.3489986591,0.016624634000000003
pcoli__hsTPH_N174trunc__1,0.26042411600000004,-0.150614411
pcoli__hsTPH_N174trunc__2,0.29430344550000004,-0.168912253
pcoli__hsTPH_Ntermtrunc__1,-0.701224913,-0.403369786
pcoli__hsTPH_Ntermtrunc__2,-0.2766766022,-0.071231501
pcoli__hsTPH1__1,0.21589166780000002,-0.09021862200000001
pcoli__hsTPH1__2,0.41233626440000004,-0.062234652
pcoli__MBP__1,0.7188607117,-0.467403343
pcoli__MBP__2,0.22542822950000002,-0.307153809
pcoli__msCOMT__1,-0.7130239161,-0.3095851
pcoli__msCOMT__2,-0.5940148907,-0.275586631
pcoli__ocAANAT__1,0.5639659983,-0.29725850200000004
pcoli__ocAANAT__2,-0.0406614355,-0.305196279
pcoli__osTDC_K374H__1,1.3457330124,0.103203918
pcoli__osTDC_K374H__2,1.3824221084000001,0.08220747
pcoli__osTDC_K374L__1,-0.4067693921,-0.269279928
pcoli__osTDC_K374L__2,-0.1279417309,-0.23102919400000002
pcoli__osTDC_K374Q__1,0.1583208291,-0.166695061
pcoli__osTDC_K374Q__2,-0.0643717182,-0.142263819
pcoli__osTDC_L360V__1,0.21506865020000002,-0.34175266800000004
pcoli__osTDC_L360V__2,0.17028240490000002,-0.335853322
pcoli__pmTPH__1,-0.6129627635,-0.43337378400000004
pcoli__pmTPH__2,-0.5899150866,-0.369742565
pcoli__RFC__1,0.2797993963,-0.404823863
pcoli__RFC__2,0.43996175060000003,-0.39373675100000005
pcoli__RFCctrl__1,1.3503427689,-0.144207748
pcoli__RFCctrl__2,1.6464306963,-0.11147768100000001
pcoli__RFCnopause__1,1.3281050292,-0.07896667
pcoli__RFCnopause__2,1.5809546138,-0.10415673900000001
pcoli__RFCpluspause__1,3.8732316269,-0.053281378000000004
pcoli__RFCpluspause__2,4.1139191009,-0.18536121300000002
pcoli__rnCOMT_sol__1,0.4218044952,-0.027887778000000002
pcoli__rnCOMT_sol__2,0.7137363057,-0.05901187
pcoli__rnPNMT__1,-0.4339815665,-0.43435869400000005
pcoli__rnPNMT__2,-0.0266534044,-0.49239822200000005
pcoli__rnTDC__1,0.1535608614,-0.27984016
pcoli__rnTDC__2,-0.0494865902,-0.23091802300000003
pcoli__rnTDC_trunc__1,-0.0986645342,-0.18278861300000002
pcoli__rnTDC_trunc__2,-0.5894902389000001,-0.238379374
pcoli__saCOMT_T2A__1,-0.1076379002,-0.13525409800000002
pcoli__saCOMT_T2A__2,0.2677988072,-0.061808896
pcoli__sfCOMT__1,0.4527952007,-0.396224964
pcoli__sfCOMT__2,0.38465023200000004,-0.434974167
pcoli__sgAANAT_D63G__1,0.039698024900000004,-0.27108239900000003
pcoli__sgAANAT_D63G__2,0.0598608837,-0.12775154700000002
pcoli__ssDDC__1,-0.3758656327,-0.266093601
pcoli__ssDDC__2,-0.4926947524,-0.216443759
pcoli__TP53B__1,0.2556915538,-0.28926308700000003
pcoli__TP53B__2,-0.5524318194,-0.23081567200000003
pcoli__WT__1,0.1291832766,-0.33765590500000003
pcoli__WT__2,0.1523050525,-0.154082949
cck__glu_ale4__1,2.0590596444,-0.100256837
cck__glu_ale4__2,2.7804526159,-0.184259051
cck__cck_ale1__1,5.4205878144,-0.25271681100000004
cck__cck_ale1__2,5.5499951657,-0.2707388
cck__cck_ale2__1,3.2069189398,-0.319503716
cck__cck_ale2__2,3.7484857149,-0.28451459100000004
cck_pgi__gmos_delpgi__1,1.3340662044,-0.087656281
cck_pgi__gmos_delpgi__2,0.6945220188,-0.10563536800000001
cck_pgi__pgi_ale1__1,21.5033190292,-0.101964077
cck_pgi__pgi_ale1__2,20.868357456600002,-0.09254173900000001
cck_pgi__pgi_ale2__1,21.8683325694,0.027002633
cck_pgi__pgi_ale3__1,25.5426004053,-0.13177053
cck_pgi__pgi_ale3__2,25.7936872504,-0.115816756
cck_pgi__pgi_ale4__1,33.6605110531,0.12225648900000001
cck_pgi__pgi_ale4__2,34.3952391606,-0.175434841
cck_pgi__pgi_ale4__3,35.1865968248,-0.12403614800000001
cck_pgi__pgi_ale5__1,10.1748847448,0.07666122
cck_pgi__pgi_ale5__2,9.0999038554,-0.05037052
cck_pgi__pgi_ale6__1,3.9518987689,-0.06724661900000001
cck_pgi__pgi_ale6__2,5.0075549076,-0.07763695200000001
cck_pgi__pgi_ale7__1,2.6420182884,-0.10954406
cck_pgi__pgi_ale7__2,3.3003688223,-0.134067027
cck_pgi__pgi_ale8__1,4.5036337179,-0.068686384
cck_pgi__pgi_ale8__2,5.4811374508,-0.17612060100000002
cck_sdh__gmos_delsdhCB__1,-1.1751931358,-0.030516454000000002
cck_sdh__gmos_delsdhCB__2,-0.9702783963,-0.43189395
cck_sdh__sdh_ale1__1,7.7337781775,0.29040155500000003
cck_sdh__sdh_ale1__2,7.9780299532,0.19999378
cck_sdh__sdh_ale2__1,6.3180316274,0.077171656
cck_sdh__sdh_ale3__1,6.3425627448,0.061330223
cck_sdh__sdh_ale3__2,6.7200263617000005,-0.020046697000000002
cck_sdh__sdh_ale3__3,7.0995360176,-0.011556157000000001
cck_pts__gmos_delptsHIcrr__1,43.8559100955,0.618530529
cck_pts__gmos_delptsHIcrr__2,46.1416574806,0.797775479
cck_pts__pts_ale1__1,12.460060105,1.9221040710000001
cck_pts__pts_ale1__2,12.4356902137,1.9262978510000002
cck_pts__pts_ale2__1,14.5227691314,0.682088782
cck_pts__pts_ale2__2,14.9695400213,0.6262814950000001
cck_pts__pts_ale3__1,21.0787788889,1.143527501
cck_pts__pts_ale3__2,21.6149277503,1.2000782110000001
cck_pts__pts_ale4__1,0.15179497890000002,-0.658094276
cck_pts__pts_ale4__2,0.21063248950000002,-0.6559607860000001
cck_gnd__gmos_delgnd__1,-0.6018633705,-0.031861503
cck_gnd__gmos_delgnd__2,-0.1469461531,-0.09560419
cck_gnd__gnd_ale1__1,8.0062468924,-0.237223495
cck_gnd__gnd_ale1__2,8.2972417784,-0.14707261600000002
cck_gnd__gnd_ale2__1,4.7928976889,-0.22398240400000002
cck_gnd__gnd_ale2__2,4.7174379747,-0.29852499800000004
cck_gnd__gnd_ale3__1,10.7632767792,-0.08611835600000001
cck_gnd__gnd_ale3__2,8.5697873315,-0.3179009
cck_tpiA__gmos_deltpiA__1,4.1110276342,-0.07178688600000001
cck_tpiA__gmos_deltpiA__2,8.041491188,-0.081635171
cck_tpiA__tpiA_ale1__1,2.8973259712,0.17899862
cck_tpiA__tpiA_ale1__2,2.7137436881,0.08925115600000001
cck_tpiA__tpiA_ale2__1,0.36831573230000003,0.013266499000000001
cck_tpiA__tpiA_ale2__2,-0.24100493180000002,-0.11788337300000001
cck_tpiA__tpiA_ale3__1,3.6878010753,0.13983419700000002
cck_tpiA__tpiA_ale3__2,3.9971010061000003,-0.048883981
cck_tpiA__tpiA_ale4__1,2.7029238713,-0.033387868
cck_tpiA__tpiA_ale4__2,3.7733826865999998,-0.051380511000000004
acid_tale__acid_ale1_pH7__1,1.0541221295,-0.22716511600000003
acid_tale__acid_ale1_pH7__2,1.4201410248,-0.24844829999999998
acid_tale__acid_ale1_pH5__1,-0.181311244,0.108852948
acid_tale__acid_ale1_pH5__2,0.1091051287,0.093898988
acid_tale__acid_ale2_pH7__1,0.5886304636,-0.24205505900000002
acid_tale__acid_ale2_pH7__2,0.681694891,-0.254551638
acid_tale__acid_ale2_pH5__1,2.5539009547,-0.14222094400000002
acid_tale__acid_ale2_pH5__2,3.8475966319,-0.383275358
acid_tale__low_Mg_ale_pH7__1,2.6207714998,-0.15144078400000002
acid_tale__low_Mg_ale_pH7__2,2.8521036283,-0.147879265
acid_tale__low_Mg_ale_pH5__1,2.1774502308,0.29321820800000004
acid_tale__low_Mg_ale_pH5__2,2.4550925968,0.133209441
acid_tale__MES_ale_pH7__1,0.46426569110000004,-0.245376278
acid_tale__MES_ale_pH7__2,0.9196416030000001,-0.18686618600000002
acid_tale__MES_ale_pH5__1,-0.6153154877,0.073761792
acid_tale__MES_ale_pH5__2,-0.8896222363,0.362155824
acid_tale__gmos_pH7__1,0.3944382048,-0.13047765
acid_tale__gmos_pH7__2,0.53460786,-0.136022756
acid_tale__gmos_pH5__1,0.5084721815000001,0.14635604100000002
acid_tale__gmos_pH5__2,-0.22019621920000002,0.219415997
adnB__wt_adn__1,0.2855295834,-0.11226223
adnB__wt_adn__2,0.7663536937000001,0.258486257
adnB__delydhB_adn__1,1.4464988218000001,-0.060641517000000006
adnB__delydhB_adn__2,-0.4304791384,-0.10075692
ytf2__wt_glc__1,-0.19705705810000002,-0.022577396000000003
ytf2__wt_glc__2,-0.3055386404,-0.059170442000000004
ytf2__ybcM_glc__1,0.9080516612,-0.21630152800000002
ytf2__ybcM_glc__2,0.06348168950000001,-0.072696169
ytf2__ydhB_glc__1,0.5793951820000001,-0.000970606
ytf2__ydhB_glc__2,0.4253069681,-0.038673159000000006
ytf2__yfeC_glc__1,0.261284483,-0.081538288
ytf2__yfeC_glc__2,0.6434961112,0.002602718
ytf2__yciT_glc__1,-0.5559789042000001,-0.177945447
ytf2__yciT_glc__2,-0.1349018655,-0.179752862
ytf2__ydiZ_glc__1,-0.127714619,-0.172124255
ytf2__ydiZ_glc__2,-0.5809477247,-0.166317833
ytf2__ynfL_glc__1,-0.44973704880000004,-0.061665301000000006
ytf2__ynfL_glc__2,-0.2340836399,-0.011988272000000001
misc2__dellon_glc__1,34.9904814255,-0.489304868
misc2__dellon_glc__2,34.6724711732,-0.46543155300000005
ytf3__wt_glc2__1,0.1698040943,-0.105330844
ytf3__wt_glc2__2,-0.07410915080000001,-0.072119655
ytf3__wt_pH7_lactate__1,1.1939804061000001,-0.17727104200000002
ytf3__wt_pH7_lactate__2,1.6046207081000001,-0.13827150200000002
ytf3__wt_pH55_lactate__1,0.8192686180000001,0.026725006000000003
ytf3__wt_pH55_lactate__2,1.5303353592,0.025972033000000002
ytf3__wt_pH55_HCl__1,1.013165648,0.077063614
ytf3__wt_pH55_HCl__2,0.8670906368,-0.039679895
ytf3__dyieP_pH7__1,0.8731466360000001,-0.09066850400000001
ytf3__dyieP_pH7__2,0.9518651266,-0.14794225500000002
ytf3__dyieP_pH55__1,2.0724899694,-0.005860082
ytf3__dyieP_pH55__2,2.3255227882,-0.033324165
