,A,OmpR
ecoli_00617,0.1510817145,-0.25814962950000003
ecoli_00618,0.6559577935,-0.3015538575
ecoli_00619,0.7250586208,-0.2654008395
ecoli_00620,1.6059422705,2.1712780045
ecoli_00621,1.8401106897,2.1447579575
ecoli_00622,1.761288251,0.1295252515
ecoli_00623,1.4414505095,0.1570265805
ecoli_00624,0.5293883235,0.23233380050000002
ecoli_00625,1.1955523392,0.3750873765
ecoli_00626,1.0310505234,-0.0154608765
ecoli_00627,0.6130423347,-0.0948809865
ecoli_00628,0.8092250759,0.7685307865000001
ecoli_00629,1.3581772564,0.9704715055
ecoli_00630,1.2420663321,0.36769559350000003
ecoli_00631,0.9898486694,0.31474774850000004
ecoli_00632,0.8874153341000001,0.1641696575
ecoli_00633,1.2112163579,0.29233978850000003
ecoli_00634,0.7359358626,0.2513552405
ecoli_00635,1.0507106977,0.1977285725
ecoli_00636,3.401586085,0.5045727305000001
ecoli_00637,2.8811917231,0.5464359125
ecoli_00638,1.0458543331,0.1412483825
ecoli_00639,1.2306076686,0.0412165155
ecoli_00640,3.219161536,0.5906137605
ecoli_00641,4.0232844398,0.8413805105000001
ecoli_00642,0.5375913374,0.1753122615
ecoli_00643,0.4337592233,0.3496050155
ecoli_00644,1.4889128381,0.1563007565
ecoli_00645,1.5231126831,0.1438203635
ecoli_00646,0.7065380887,-0.051836123500000005
ecoli_00647,1.0729815798,0.1860374195
ecoli_00648,0.7845292504,0.0611418025
ecoli_00649,1.0442961143,0.0475235595
ecoli_00650,1.4728143758,0.1279344305
ecoli_00651,1.4668404025,0.07170618150000001
ecoli_00652,6.5304870474,0.7323579185
ecoli_00653,6.528593164,0.8189308355
ecoli_00654,1.4786589945,0.18527525150000002
ecoli_00655,1.4839032221,0.1907881535
ecoli_00656,1.5811095975,0.0303393795
ecoli_00657,1.7143266428000001,0.0610744825
ecoli_00658,1.1146948381,-0.3435681995
ecoli_00659,0.6275158367,-0.055869748500000004
ecoli_00660,1.0531816315,0.5042841485
ecoli_00661,1.4397212676,0.5419820545
ecoli_00662,1.2594639878,-0.1114776175
ecoli_00663,1.0146607251,-0.2324715035
ecoli_00664,1.9775660877,0.5615313075
ecoli_00665,1.6940062736,0.6423436425
ecoli_00666,1.3586022964,0.2128356815
ecoli_00667,0.8731776465000001,0.3769410465
ecoli_00668,1.4694334815,0.7552258975
ecoli_00669,2.2574174019,0.5128240055000001
ecoli_00670,1.5838984271,0.5280738665
ecoli_00671,1.3522439758,0.4212173775
ecoli_00672,1.8646955748,0.0905192425
ecoli_00673,0.9651587696,0.4407645895
ecoli_00674,0.8703758077,-0.0553935465
ecoli_00675,1.0731763447,-0.1217387665
ecoli_00676,0.9537333449000001,-0.0161494635
ecoli_00677,1.0204575122,0.0026723375
ecoli_00678,2.1249949072,0.7392818415
ecoli_00679,2.0390140594,0.8531921445
ecoli_00680,1.3642384412,0.1283671445
ecoli_00681,1.1055845021,0.3035168335
ecoli_00682,1.5139616717000002,0.1798566905
ecoli_00683,1.1581734176,0.3224886815
ecoli_00684,0.7021510127,-0.010628700500000001
ecoli_00685,1.3751864923000001,0.2678390675
ecoli_00686,0.7014301725000001,-0.2657508695
ecoli_00687,0.7468475036000001,-0.1200439995
ecoli_00688,1.0183719548,0.053161413500000004
ecoli_00689,0.5796158439,-0.0771045075
ecoli_00690,7.0629959555,0.6422696345000001
ecoli_00691,7.8939132518,0.5938830665
ecoli_00692,6.715308036,0.7120293875
ecoli_00693,7.3392181939,0.8381832915
ecoli_00694,4.4325359473,0.9492870615000001
ecoli_00695,4.2732047811000005,1.0660787455
ecoli_00696,5.386866653,0.7858030425
ecoli_00697,5.8008361256,0.6951328555
ecoli_00698,0.55030159,0.0905269605
ecoli_00699,-0.0879772198,0.1135056655
ecoli_00700,0.8088631348,-0.0843375655
ecoli_00701,0.7999165915,-0.0326266195
ecoli_00702,1.1325455814,0.2790650975
ecoli_00703,0.9115391192000001,0.4492052905
ecoli_00704,1.2943365679,0.1320127485
ecoli_00705,1.1709981273,0.12300888850000001
ecoli_00706,0.8613774322000001,-0.062003235500000003
ecoli_00707,0.8284691697000001,-0.1754241675
ecoli_00708,1.558292437,-0.052402843500000004
ecoli_00709,0.8863534322000001,0.0933688825
ecoli_00710,1.2058090449,0.0174380905
ecoli_00711,1.7205959352,0.15875379150000002
ecoli_00712,2.6063924654,0.2027466285
ecoli_00713,2.900818803,0.2258449925
ecoli_00714,2.0331520212,0.7667618145
ecoli_00715,2.3409835977,0.6336829315
ecoli_00716,2.1853316322,0.0529988835
ecoli_00717,1.6141337695,-0.2213364465
ecoli_00718,1.8876706896000002,-0.3048231075
ecoli_00719,2.1106915697,-0.3050149935
ecoli_00720,2.1157404959,-0.28389614350000003
ecoli_00721,2.3607575584,-0.2938543725
ecoli_00722,3.701189271,0.2659552765
ecoli_00723,5.4890329827,0.4962174575
ecoli_00724,1.8665478028,0.3213545085
ecoli_00725,1.5226631353,0.32738845050000004
ecoli_00727,2.2102515281,0.5438607365
ecoli_00728,1.7630318829,0.3046911945
ecoli_00729,1.207759777,0.1194585655
ecoli_00730,2.1476117926000002,0.1565189565
ecoli_00731,1.5619169965,-0.1130457445
ecoli_00732,0.7734409553,-0.0165009495
ecoli_00733,2.479557616,0.4754802715
ecoli_00734,1.625154384,0.2498273285
ecoli_00735,2.0265236386,0.0789552515
ecoli_00736,1.4984659355,0.0330823635
ecoli_00737,2.6140924084,0.0915249665
ecoli_00738,2.504646819,0.023180883500000003
ecoli_00739,1.7539397593000001,-0.2584250625
ecoli_00740,0.7157701766,-0.27695798250000003
ecoli_00741,3.9719438586,1.2696242665
ecoli_00742,3.5088390107,1.2687657015
ecoli_00743,2.9507609538,0.31785310850000004
ecoli_00744,2.6815415246,0.20259503950000002
ecoli_00745,2.1502176357,0.061461272500000004
ecoli_00746,2.5069886134,0.1869979445
ecoli_00747,2.7807441009,-0.00031528050000000004
ecoli_00748,3.0443366915,0.1027105755
ecoli_00749,2.9360655926,0.0669554265
ecoli_00750,2.0235161624,-0.0638452335
ecoli_00751,1.6009542011,0.008394605500000001
ecoli_00752,1.409620492,-0.1754025195
ecoli_00753,0.0953117052,-0.7350548895
ecoli_00754,0.2145580698,-0.7802410035
ecoli_00755,0.5166974776000001,-0.5388912175
ecoli_00756,0.6970668658,-0.3193898425
ecoli_00757,0.930316926,-0.5281819645
ecoli_00758,1.0535248321,-0.5862457145000001
ecoli_00759,3.9029892738000003,0.9918319835
ecoli_00760,4.1658614766,0.8579238775
ecoli_00761,2.1346671253,-0.2220600775
ecoli_00762,1.4340053678,-0.1803193065
ecoli_00763,1.5834959373,-0.2990118015
ecoli_00764,1.3275721382,-0.3653539145
ecoli_00765,1.5800605921000002,-0.30748023350000003
ecoli_00766,1.8853722074,-0.2236585295
ecoli_00767,4.6497914127,0.3401846595
ecoli_00768,5.4935104417,0.2855142855
ecoli_00769,1.776602835,0.1242343315
ecoli_00770,1.4753777843,0.1642357855
ecoli_00771,2.6878322889,0.23653914850000002
ecoli_00772,2.5466644947,0.38286755450000004
ecoli_00773,2.0786457055,0.3008628535
ecoli_00774,2.1502058883,0.18049017150000002
ecoli_00775,2.0039759999,0.2748491055
ecoli_00776,1.9142503705,0.2466207105
ecoli_00777,1.1080125681,-0.1693802765
ecoli_00778,1.081193115,-0.2368016805
ecoli_00779,2.900205256,0.7511370115
ecoli_00780,3.5180135046,0.8539493555000001
ecoli_00781,2.0352902047,-0.35980086450000004
ecoli_00782,1.8563183224,-0.3485082135
ecoli_00783,3.6565279228,0.2655386965
ecoli_00784,3.5697367549,0.5292009625
ecoli_00785,1.3883198739,-0.4254680215
ecoli_00786,1.3838251337,-0.5117916025
ecoli_00787,2.3092474266,0.2774083325
ecoli_00788,2.9718582920000003,0.2149068415
ecoli_00789,1.0521189925,-0.2972656705
ecoli_00790,1.2003620459,-0.25905920450000003
ecoli_00791,2.6620479379,0.2471593515
ecoli_00792,3.1649474484,0.6667052155000001
ecoli_00793,1.5189531411,-0.2314831035
ecoli_00794,0.8857694409,-0.3402640505
ecoli_00795,2.636965527,0.2685644505
ecoli_00796,2.1576988418,0.2098533525
ecoli_00797,1.4900392289,-1.3290234665
ecoli_00798,-0.4080320455,-1.2036082765
ecoli_00799,-1.0074743585000001,-1.8677063445000002
ecoli_00800,-0.5600129557,-0.9820919125
ecoli_00818,-0.6415013153,-0.22834113450000001
ecoli_00819,-0.5876002189,-0.2973511505
ecoli_00820,0.5679327215000001,0.0285686685
ecoli_00821,0.2772354634,0.1676092075
ecoli_00822,1.397012937,0.0246360375
ecoli_00823,0.4670073563,-0.10181242750000001
ecoli_00824,0.44636009940000004,-0.2774497325
ecoli_00825,0.8786105035,-0.09044843350000001
ecoli_00826,-0.0746897035,-0.2836407195
ecoli_00827,-0.45717946,-0.3298328895
ecoli_00828,-1.2630299734000001,-0.3241026385
ecoli_00829,-0.6732670701,-0.3975535135
ecoli_00830,-1.0126469873,-0.1318403635
ecoli_00831,-0.7657352245,-0.09879486850000001
ecoli_00832,3.242752999,-0.0672558695
ecoli_00833,3.1886061257,-0.15478891050000002
ecoli_00834,1.7007268584,-0.12733205150000002
ecoli_00835,1.5301371814,-0.0715387475
ecoli_00836,2.4622160073,-0.013293876500000001
ecoli_00837,2.4411501038,-0.0987081985
ecoli_00838,4.2435502957,0.0152950755
ecoli_00839,3.9385860238,0.0602808065
ecoli_00840,3.8259505651,0.2643790515
ecoli_00841,3.6546995369,0.1873648235
ecoli_00842,0.9475937059,-0.11431471750000001
ecoli_00843,0.6919351210000001,-0.0951603265
ecoli_00844,0.4282391864,-0.2241592675
ecoli_00845,-0.1296800126,-0.0436142095
