,A,RpoS,NtrC,RpoN
quinone__menFubiC_ale2__2,-5.946872386,-0.666881703,-1.4805177715,0.0398572935
quinone__menFubiC_ale3__1,-3.6155758105,0.230084175,-0.9321465255,-0.5764822375
quinone__menFubiC_ale3__2,-4.3094036729,0.23440550300000002,-0.9785062495,-0.4922614065
quinone__menFubiC_ale4__1,-4.387724492,1.010209612,-1.7210769775,-0.32117187350000004
quinone__menFubiC_ale4__2,-3.5463872833,0.9647885620000001,-1.7596366885,-0.2823155285
oxyR__wt_glc__1,-4.1628339762,0.378515502,-1.2252658815,-0.6475323565000001
oxyR__wt_glc__2,-3.1936387277,0.446818512,-1.1856625335,-0.5660511595000001
oxyR__wt_h2o2__1,-3.2358033287,0.523289032,-1.2294362755,-0.6317375725000001
oxyR__wt_h2o2__2,-1.8351202247,1.140273702,-1.5030015445,-0.2562616105
oxyR__glu_ale4__1,-7.3291413866,1.471336792,-1.9968296105,-0.2800959135
oxyR__glu_ale4__2,-6.000002843,0.989478182,-2.2732417775,-0.20979638350000002
oxyR__glu_ale4_h2o2__1,-7.3623087917,1.105704232,-1.8858113585,-0.1113272695
oxyR__glu_ale4_h2o2__2,-6.4079150053,1.308540662,-1.9866160415,-0.1168814145
oxyR__oxyR_ale17__1,-6.9252393221,0.864667662,-2.0557147545,-0.3211070615
oxyR__oxyR_ale17__2,-7.2993484779,1.044993532,-1.9054234735,-0.4334807255
oxyR__oxyR_ale17_h2o2__1,-6.8524420987,0.8066634020000001,-2.3098707995,-0.32854685850000004
oxyR__oxyR_ale17_h2o2__2,-5.6780466184,0.7939193720000001,-1.6837129625,-0.4067040685
oxyR__oxyR_ale18__1,-5.4101664074,-0.18988374400000002,-1.2870051734999999,-0.7690475815000001
oxyR__oxyR_ale18__2,-5.8632962058,-0.012120128,-1.4327811595,-0.7896709075
oxyR__oxyR_ale18_h2o2__1,-7.0681208254,0.380774492,-1.8822808925,-0.5079082875
oxyR__oxyR_ale18_h2o2__2,-7.6300058028,0.425706862,-2.1079568555,-0.5136062095
oxyR__oxyR_ale19__1,-6.2383332089,-0.28424791600000004,-1.1534574585,-1.0488298425
oxyR__oxyR_ale19__2,-7.3374665941,-0.020286427000000003,-1.3038087535,-0.7677674225000001
oxyR__oxyR_ale19_h2o2__1,-5.3290050358,-0.353377109,-1.0291049325,-1.0040422965
oxyR__oxyR_ale19_h2o2__2,-5.1777851117,-0.353964906,-1.1209731685,-0.9743311685
oxyR__oxyR_ale20__1,-7.4723134154,0.292686165,-0.6752323345,-0.7348181785
oxyR__oxyR_ale20__2,-7.8803868248,0.284491559,-0.8402004915,-0.7374540895
oxyR__oxyR_ale20_h2o2__1,-7.9493118528,0.461398122,-1.5017417385,-0.5476945355
oxyR__oxyR_ale20_h2o2__2,-7.3395455191,0.5234612820000001,-1.5892592315,-0.5966921155
svns_pgi__BmePgi24_15__1,-1.210182681,1.136906472,-0.6343253765,-0.5030088485
svns_pgi__BmePgi24_15__2,0.016456223000000002,1.106938532,-0.6909319035,-0.47050639050000004
svns_pgi__BmePgi24_26__1,-3.6619811333,0.8895994620000001,-1.0206124465,-0.6809120685000001
svns_pgi__BmePgi24_26__2,-2.8359648373,1.002864882,-1.1342508765,-0.7789388945
svns_pgi__BmePgi24_41__1,-0.7029981162000001,1.666172602,-1.8355475275000002,-0.5732511435000001
svns_pgi__BmePgi24_41__2,-3.4124109874,0.761387542,-0.9875092935,-0.7276872855000001
svns_pgi__BmePgi24_52__1,-4.1044878338,1.073754122,-1.0854278915,-0.5727720955
svns_pgi__BmePgi24_52__2,-2.2414627983,0.9053895820000001,-0.8588224135,-0.6420311575000001
svns_pgi__PaePgi2_34__1,-0.38172218680000003,1.278137802,-1.6573236725,-0.2539979485
svns_pgi__PaePgi2_34__2,-0.053518007000000006,1.205160902,-1.6015226215,-0.2463934045
svns_pgi__PaePgi2_63__1,-0.7018318975000001,1.469231752,-2.1133830875,-0.2773780415
svns_pgi__PaePgi2_63__2,-0.7813069464,1.445767052,-2.1766227345,-0.2895602155
svns_pgi__PaePgi24_54__1,-3.8747708924,0.914250742,-1.6337313445000001,-0.15440206550000002
svns_pgi__PaePgi24_54__2,-3.7088244536,0.839892022,-1.8065546184999999,-0.1285630515
svns_pgi__PaePgi24_90__1,-4.1360778832,0.6100121420000001,-2.1128919365,-0.3563040015
svns_pgi__PaePgi24_90__2,-3.9298105626,0.7799764520000001,-1.8632336175000002,-0.2940268075
abx_media__m9_ctrl__1,-0.6977845661000001,0.780609612,-2.0784604725,-0.19254825350000002
abx_media__m9_ctrl__2,-1.3371947560000002,0.949769912,-1.9623952935000002,-0.0069729905
abx_media__rpmi_ctrl__1,-7.5716035636,-2.40001744,-3.1875251265,-1.4277807655
abx_media__rpmi_ctrl__2,-7.2798291453,-1.6442175950000002,-2.3940139555,-0.7138445255
abx_media__camhb_ctrl__1,-7.4529655628,-2.412374072,-4.5018166825,-1.6206768645
abx_media__camhb_ctrl__2,-6.3726119391000005,-2.437496206,-4.5033990935,-1.5540019985
abx_media__m9_mero__1,-3.9817191882,0.113079119,-2.4472008125,-0.6042016265
abx_media__m9_mero__2,-0.7780521103,0.5862508120000001,-1.9273454165000001,-0.32353194750000003
abx_media__rpmi_mero__1,-6.9640167728,-2.431478613,-2.9136616355,-1.1787768155
abx_media__rpmi_mero__2,-7.0652178377,-2.200063945,-3.0105438395,-1.2187590125
abx_media__camhb_mero__1,-6.3965528947,-2.479313904,-5.0016790975,-1.8631709255
abx_media__camhb_mero__2,-6.2299476415,-2.4048321599999998,-4.4959568965,-1.6599600125
abx_media__m9_trisulf__1,2.7844658021,0.9038694920000001,-1.9533122205,0.2735606665
abx_media__m9_trisulf__2,1.5132590477,1.065425372,-1.8286357705,0.2572504015
abx_media__rpmi_trisulf__1,-7.2823069206,-0.970301579,-3.6536961275,-0.5835285005
abx_media__rpmi_trisulf__2,-6.8532753842,-0.922598691,-3.7655384285,-0.5953394565
abx_media__camhb_trisulf__1,-7.7489790237000005,-1.479011908,-3.6251847265,-0.5203182055
abx_media__camhb_trisulf__2,-7.5300556784,-1.453408986,-3.4506714885,-0.5073662345000001
abx_media__m9_cef__1,1.6347493557,0.855176342,-1.7330241755,0.0852633545
abx_media__m9_cef__2,1.5439414516999999,0.6537064220000001,-1.4758157235,0.1457137845
abx_media__rpmi_cef__1,-8.4790109959,-1.312759304,-3.1223044115,-0.2890664925
abx_media__rpmi_cef__2,-8.9336380589,-1.226735445,-3.2012313195,-0.18241129250000002
abx_media__camhb_cef__1,-6.6137204287,-1.396097704,-3.8464575225,-0.5600824835
abx_media__camhb_cef__2,-6.896347521,-1.393840567,-3.9804027745,-0.6767745725000001
abx_media__m9_cipro__1,2.9105084185,0.6878804820000001,-1.1385893275,0.43428186150000003
abx_media__m9_cipro__2,2.6475373451,0.7698332320000001,-1.2872353695,0.4325959225
abx_media__rpmi_cipro__1,-6.9544440036,-1.842582587,-2.9677054535,-0.5331122905
abx_media__rpmi_cipro__2,-7.517609331,-1.756150681,-2.7984017245,-0.6723085365
abx_media__camhb_cipro__1,-7.3165744903,-1.8498726840000002,-3.4760837005000003,-0.8066460445
abx_media__camhb_cipro__2,-6.8329049285,-1.789965745,-3.4532807245,-0.7385115715
hot_tale__42c_ale3_30c__1,-5.6591805764,-1.907963797,-0.7131711845,-0.4863226565
hot_tale__42c_ale3_30c__2,-5.66158953,-1.944972908,-0.6992657495,-0.5547234925
hot_tale__42c_ale3_37c__1,-5.4857153638,-1.438491919,-1.1999454785,-0.4694425855
hot_tale__42c_ale3_37c__2,-4.5142654489,-1.5778546850000001,-1.3876854215,-0.44796744450000003
hot_tale__42c_ale3_44c__1,-5.7084679475,-0.44932950800000004,-1.1640068635,-0.0295299795
hot_tale__42c_ale3_44c__2,-5.7112897466,-0.22272809400000002,-1.1857821605,0.0063114185
hot_tale__hot_ale3_mid_30c__1,-5.9266592086,-1.351382508,-2.3804622725,-0.0866435655
hot_tale__hot_ale3_mid_30c__2,-6.0999038613,-1.53105376,-1.2437683655,-0.10088509450000001
hot_tale__hot_ale3_mid_37c__1,-5.7677713255,-2.061404382,-1.9278163375,-0.5291750435
hot_tale__hot_ale3_mid_37c__2,-6.6685963265,-1.997902988,-1.8639040115,-0.8200618455
hot_tale__hot_ale3_mid_44c__1,-5.7456329341,-0.378401614,-1.2720879065,-0.5761194285
hot_tale__hot_ale3_mid_44c__2,-5.73484,-1.5208829650000002,-1.9719491765,-0.4985162905
hot_tale__hot_ale3_30c__1,-6.072880339,-0.88529355,-1.2575581755,-0.3221970535
hot_tale__hot_ale3_30c__2,-4.6397588279,-0.702621626,-1.2714269135,-0.2184577975
hot_tale__hot_ale3_37c__1,-5.1109388518,-1.400893626,-1.6192342045,-0.7110767065
hot_tale__hot_ale3_37c__2,-5.2555485168,-1.261976733,-1.6115375415000002,-0.6720003175
hot_tale__hot_ale3_44c__1,-4.0530036735,-1.372628723,-2.0692579985,-0.6911875015000001
hot_tale__hot_ale3_44c__2,-5.084205534,-1.5608087030000002,-2.0029513995,-0.5796304535
hot_tale__hot_ale4_30c__1,-6.1196253251,-1.931304048,-0.7360083845000001,-0.6668791315
hot_tale__hot_ale4_30c__2,-6.286189397,-1.859626883,-0.6416609605,-0.5694105275
hot_tale__hot_ale4_37c__1,-5.892413663,-1.888368872,-0.9136657525,-0.7970919045
hot_tale__hot_ale4_37c__2,-6.3687483059,-1.830199923,-0.9436402655,-0.8461084205
hot_tale__hot_ale4_44c__1,-6.5494987163000005,-1.3972837359999999,-1.6786742184999999,-0.19908843750000002
hot_tale__hot_ale4_44c__2,-5.8759181269,-1.338729662,-1.6037383715,-0.4070465515
hot_tale__hot_ale8_30c__1,-5.0774439215,-1.9839582040000001,-0.8252574385,-0.5594960895000001
hot_tale__hot_ale8_30c__2,-4.8989481737,-1.9168988690000002,-0.7256198135,-0.5038592885000001
hot_tale__hot_ale8_37c__1,-5.3790099284,-1.9041362620000002,-0.9100156835000001,-0.6562123495000001
hot_tale__hot_ale8_37c__2,-5.0209209787,-1.896623705,-0.9275813595,-0.6598558995
hot_tale__hot_ale8_44c__1,-5.0433984719,-1.426807011,-1.5496114015,-0.0738277085
hot_tale__hot_ale8_44c__2,-4.6911130257,-1.401286403,-1.6095175255,-0.12185689350000001
hot_tale__hot_ale9_mid_30c__1,-6.3568364074,-1.486259717,-1.2511606605,-0.4791588485
hot_tale__hot_ale9_mid_30c__2,-5.7270737679,-1.602807011,-1.0140954735,-0.4254981295
hot_tale__hot_ale9_30c__1,-5.2044293359000005,-1.7950013550000001,-0.5269920935,-0.7666888895
hot_tale__hot_ale9_30c__2,-4.9761732073000005,-1.947474307,-0.42670196250000003,-0.7144685355
hot_tale__hot_ale9_mid_37c__1,-6.1349892617,-1.652567464,-1.4029869295,-0.8098953175
hot_tale__hot_ale9_mid_37c__2,-6.4012593877,-1.6748199380000002,-1.3927400945000001,-0.7267048265
hot_tale__hot_ale9_37c__1,-5.4289279707,-1.497790775,-1.0420478135,-0.8316562655
hot_tale__hot_ale9_37c__2,-4.8779914848,-1.530303604,-1.0472863115,-0.7900438585
hot_tale__hot_ale9_mid_44c__1,-6.4980935333,-1.164812891,-1.4380736675,-0.15745627850000002
hot_tale__hot_ale9_mid_44c__2,-6.1129119751,-0.989517818,-1.0912850275000001,-0.1742302655
hot_tale__hot_ale9_44c__1,-4.7092174075,-0.86014164,-1.6739495844999999,-0.3817692005
hot_tale__hot_ale9_44c__2,-5.1056089949,-0.837791747,-1.6039963515,-0.4245381205
hot_tale__hot_ale10_30c__1,-5.7931449372,-1.386495954,-0.9949603645,-0.40481923750000004
hot_tale__hot_ale10_30c__2,-5.3388512892,-1.402138782,-1.0951214535,-0.3913237745
hot_tale__hot_ale10_37c__1,-6.0292759106,-1.471664917,-1.5369532695,-0.8734479885
hot_tale__hot_ale10_37c__2,-5.7147258598,-1.549020217,-1.4419532615000001,-0.8586481575
hot_tale__hot_ale10_44c__1,-4.587905973,-0.9616132070000001,-1.7875086334999999,-0.5614283555
hot_tale__hot_ale10_44c__2,-6.3182363374,-0.951745735,-1.5882698175,-0.4530128035
hot_tale__hot_ale16_30c__1,-6.3173089529,-1.531300938,-0.8404577065000001,-0.5154001985000001
hot_tale__hot_ale16_30c__2,-6.7594993628,-1.634359187,-0.8678544685,-0.4354985195
hot_tale__hot_ale16_37c__1,-5.5847254696,-1.565068318,-1.0524237355,-0.8158610125
hot_tale__hot_ale16_37c__2,-5.5154785138,-1.614135088,-1.1609352685,-0.8157719835
hot_tale__hot_ale16_44c__1,-5.526413759,-1.248922181,-1.4236247835,-0.4651136655
hot_tale__hot_ale16_44c__2,-5.9331728441,-1.155512192,-1.5850389995,-0.3570846035
pdhr_ale__pdhR-13_51__1,-4.933845015,0.545286652,-2.3448684465,-0.6523027445
pdhr_ale__pdhR-13_51__2,-7.1221094431,0.418927092,-2.1542983195,-0.6094151285
pdhr_ale__pdhR-14_46__1,-3.0535806847,1.5375000920000002,-2.2998611235,-0.42264461950000004
pdhr_ale__pdhR-14_46__2,-2.2908392885,1.406942552,-1.5782993025,-0.4752205505
pdhr_ale__pdhR-15_51__1,-8.3393706988,0.550614182,-2.4619505655,-0.6224597265
pdhr_ale__pdhR-15_51__2,-8.2358540913,0.5427596720000001,-2.5650229085,-0.5870771115
pdhr_ale__pdhR-16_49__1,-7.500981481,0.892385662,-2.4982814135,-0.5607076005
pdhr_ale__pdhR-16_49__2,-5.5308251178,1.6646909220000001,-2.3417838025,-0.4169587135
tcs__del_atoC_LiAcet__1,-5.2782568776,0.14008757600000002,-0.7393988545,-0.1813430455
tcs__del_atoC_LiAcet__2,-4.8329515953,0.317528992,-0.5599440815,-0.0386154645
tcs__del_atoC_LiCl__1,-4.5793706646,0.572097892,-0.7239914205,0.022399969500000002
tcs__del_atoC_LiCl__2,-4.2608823842,0.664503352,-0.7057969685000001,0.1127247755
tcs__del_atoC_m9__1,-5.2652686742,0.45651683200000004,-1.1777435995,-0.0561102235
tcs__del_atoC_m9__2,-5.3202336409,0.48580563200000004,-1.2071973355,-0.0407660725
tcs__del_baeR_etoh__1,-9.5570473867,-0.366068699,-1.8425040625,-1.3070438615
tcs__del_baeR_etoh__2,-10.1693908875,-0.18654836400000002,-1.5294812745000002,-0.9103765525
tcs__del_baeR_lb__1,-4.9923615203,1.7351000920000001,-1.3577165195,-0.07423724050000001
tcs__del_baeR_lb__2,-4.9851482198,1.686986762,-1.4427110834999999,-0.1987189185
tcs__del_btsR_01xlb__1,13.1582772449,1.4074916320000002,-2.2809202575,-0.4260438495
tcs__del_btsR_01xlb__2,13.7579283312,1.352980122,-2.2626658125,-0.4191549785
tcs__del_btsR_lb__1,-7.1437272014,-0.6825328420000001,-1.3325650065,0.1901894335
tcs__del_btsR_lb__2,-7.83118704,-0.726716694,-1.3396231125,0.1126508125
tcs__del_btsR_pyruvate__1,13.3907844776,1.308905382,-2.1957123575,-0.4017095755
tcs__del_btsR_pyruvate__2,13.1115787215,1.2243911920000001,-2.1417357175,-0.4281497185
tcs__del_cpxR_etoh__1,-8.2946692728,-1.103766331,-1.7627044105,-1.3940491065
tcs__del_cpxR_etoh__2,-9.1420481609,-1.097200214,-1.6234449535,-1.3759399465
tcs__del_cpxR_lb__1,-6.4318397039,1.589736432,-1.4889226235000002,-0.1651914605
tcs__del_cpxR_lb__2,-5.9827597058,1.709398122,-1.3553000265000001,-0.036922960500000004
tcs__del_cusR_CuSO4__1,-8.7645455123,1.261222212,-1.1195607215,0.2530436345
tcs__del_cusR_CuSO4__2,-8.4980736348,1.344198652,-1.1292334935000001,0.2711247095
tcs__del_cusR_lb__1,-4.0821447742,-0.045943153,-1.4866697575,0.0610994165
tcs__del_cusR_lb__2,-4.2618753436,-0.080519901,-1.5367434415,-0.028130071500000003
tcs__del_kdpE_01-kcl__1,-1.201111674,2.143029202,-1.9576734075000002,-0.0036972305000000003
tcs__del_kdpE_01-kcl__2,-0.8345535148000001,2.130364142,-2.0687313765,0.015772499500000002
tcs__del_kdpE_115-kcl__1,0.5934923015,1.9626137520000002,-1.0798098765,0.0158162155
tcs__del_kdpE_115-kcl__2,0.12534395310000002,1.923137492,-1.0901191525,0.028188571500000002
tcs__del_phoB_m9__1,-1.7742034397,1.017683462,-1.3644556835000001,-0.3004514575
tcs__del_phoB_m9__2,-1.9846455862,0.9924556320000001,-1.4071611725,-0.2269969835
tcs__del_phoB_m9p__1,-5.2488180086,0.381978592,-2.6439248905,-2.3662006385
tcs__del_phoB_m9p__2,-5.7767448494,0.378607332,-2.7517382855,-2.3873792415
tcs__del_rcsB_etoh__1,-6.8737810132,0.602795022,-1.2983974114999999,-1.1646445325
tcs__del_rcsB_etoh__2,-6.6515382144,0.6368650020000001,-1.2371234925,-1.0726627075
tcs__del_rcsB_lb__1,-7.4786105905,1.367672302,-1.5792141055000002,-0.16685125650000002
tcs__del_rcsB_lb__2,-7.8746503863,1.439483182,-1.6333146365,-0.1528363975
tcs__del_zraR_lb__1,0.9452920468,0.325799862,-1.4183823255,-0.2308365705
tcs__del_zraR_lb__2,0.3374009495,0.39428292200000004,-1.4355381665,-0.2319223505
tcs__del_zraR_zncl2__1,-3.351477999,1.110020682,-1.3177027385,0.0125969325
tcs__del_zraR_zncl2__2,-3.8368143674,1.140191742,-1.2015370165,0.060915250500000004
tcs__wt_01-kcl__1,-0.7375135485000001,1.650929632,-2.3545958545,0.1228450845
tcs__wt_01-kcl__2,-1.6611185954,1.5050050220000002,-2.4206101975,0.0687252155
tcs__wt_01xlb__1,15.0359525735,1.405993702,-2.2840641535,-0.3972351395
tcs__wt_01xlb__2,14.5299736475,1.369863552,-2.3612270715,-0.4348531185
tcs__wt_115-kcl__1,0.6909809144,1.9654553520000002,-1.2810299995,-1.14035e-05
tcs__wt_115-kcl__2,0.8175048505,1.955990402,-1.3582842495,-0.0027724815
tcs__wt_CuSO4__1,-3.7576817519,0.9521508320000001,-1.4570832075,-0.1843097545
tcs__wt_CuSO4__2,-4.0417122465,1.044374912,-1.3000913465,-0.12013272350000001
tcs__wt_etoh__1,-6.09224027,1.2274404620000001,-1.4613308445,-0.8242077115
tcs__wt_etoh__2,-6.0025423062,1.175064452,-1.3958575535,-0.8636889035
tcs__wt_lb__1,-7.5968806381,0.8492971020000001,-1.9604903015000001,-0.2947850685
tcs__wt_lb__2,-8.4393758715,0.8937301820000001,-1.9483208484999999,-0.3596543125
tcs__wt_LiAcet__1,-3.6824040712,0.47077431200000003,-1.2145433535,0.09347013950000001
tcs__wt_LiAcet__2,-3.6965255042000003,0.35456234200000003,-0.9911360685,-0.2085698125
tcs__wt_LiCl__1,-4.0862369948,0.548405402,-1.6113782715,-0.1766728435
tcs__wt_LiCl__2,-3.629605148,0.47028348200000003,-1.4688063335,-0.2238188015
tcs__wt_m9p__1,-6.1189421875,0.09293588900000001,-2.9010584025,-2.0496042975
tcs__wt_m9p__2,-5.9674408971,0.06531996100000001,-3.0205634635,-2.0621163545
tcs__wt_pyr__1,16.0318344869,1.6245794120000001,-1.8838514775,-0.44156524350000004
tcs__wt_pyr__2,16.2223022281,1.586807102,-1.7781987535,-0.4725023485
tcs__wt_zncl2__1,-3.6326210472,0.5992908720000001,-1.2506466445,-0.1539710705
tcs__wt_zncl2__2,-3.6270527991,0.6067851120000001,-1.3546085245000001,-0.0834836115
ros_tale__0_0_0pq__1,-4.2119438342,-0.21162116,-1.2538699065,-0.6619373595
ros_tale__0_0_0pq__2,-4.2225191898,-0.19722404600000001,-1.1223862645,-0.6886624015
ros_tale__0_0_250pq__1,4.5499783371,1.8302124320000002,-1.7809111075000001,0.3639911735
ros_tale__0_0_250pq__2,4.6425942302,1.818011792,-1.9435934215000001,0.4181526745
ros_tale__1_mid_250pq__1,-2.7482727015,0.021450516000000003,-0.5552288555,-0.48960456150000004
ros_tale__1_mid_250pq__2,-2.4957480761,0.12467335300000001,-0.32809242250000004,-0.5285945645
ros_tale__1_0_0pq__1,-4.7969530130999996,0.8053895320000001,-2.3557853015,0.21990180750000002
ros_tale__1_0_0pq__2,-5.2252200183,0.764711982,-2.0571872645,0.26753295450000003
ros_tale__1_0_0pq__3,-2.7730368303,-0.16620885100000002,-1.3987530925,-0.5482217625
ros_tale__1_0_0pq__4,-2.5762071934,-0.112423224,-1.4581374395,-0.49869631750000004
ros_tale__1_0_250pq__1,-2.4331385304,-0.14096666,-2.2605586915,-0.22059296550000002
ros_tale__1_0_250pq__2,-2.0413091913,-0.07097354800000001,-1.8923564545,-0.2032018405
ros_tale__1_0_750pq__1,-2.4705434642,0.31248612200000003,-2.2161509345,0.2606441745
ros_tale__1_0_750pq__2,-1.6211190651,0.691914182,-2.2396426725,0.42552955950000004
ros_tale__1_1_0pq__1,-2.2165560607,0.786947932,-1.0198798695,0.2163305805
ros_tale__1_1_0pq__2,-2.2560973758,0.757394302,-1.0631794375,0.31488359650000003
ros_tale__1_1_250pq__1,-2.0578463138,0.8782502320000001,-1.0421828125,0.3723993675
ros_tale__1_1_250pq__2,-2.5969525231,0.9175091620000001,-1.2269247485,0.4228114235
ros_tale__1_1_750pq__1,-1.111128492,1.404979642,-0.8108449645,0.4767311185
ros_tale__1_1_750pq__2,-1.555808783,1.211564372,-0.8036806965000001,0.5364249265000001
ros_tale__1_2_0pq__1,-6.091090468,-0.20712402400000002,-1.7023399005000002,-0.0925105925
ros_tale__1_2_0pq__2,-6.2551505953,-0.193773294,-1.7037927315,-0.0768193545
ros_tale__1_2_250pq__1,-6.4669962033,0.08313350200000001,-1.3198119035,0.5406316015
ros_tale__1_2_250pq__2,-6.5322762643,0.21432803700000003,-1.9080349895,0.6297644365
ros_tale__1_2_750pq__1,-6.2812369706,0.299810982,-2.5978345865,0.7798303665
ros_tale__1_2_750pq__2,-5.8740277117,0.283518739,-2.5706799385,0.7378888005
ros_tale__1_3_0pq__1,-7.8683172647,0.379909192,-1.9623545315,-0.027075578500000003
ros_tale__1_3_0pq__2,-7.4515766248,0.492821072,-1.9871847345,0.06265064050000001
ros_tale__1_3_250pq__1,-6.5783887042,0.644678072,-1.8645720225,0.3335942695
ros_tale__1_3_250pq__2,-6.88287224,0.999514192,-2.2201819915,0.6371319745
ros_tale__1_3_250pq__3,-6.7983767722,0.982890252,-2.1476216325,0.6821483245000001
ros_tale__1_3_250pq__4,-7.1013874146,0.8411365120000001,-1.1127555105,0.9801124235
ros_tale__1_3_750pq__1,-9.1312466359,0.686649932,-2.3878305335,0.4538583305
ros_tale__1_3_750pq__2,-9.035151575,0.704788702,-2.0146039745,0.35690732350000004
ros_tale__1_4_0pq__1,-8.2125088807,0.702207682,-2.1548664465,-0.14981532150000001
ros_tale__1_4_0pq__2,-8.7487203423,0.637041792,-1.9942078755,-0.1837448455
ros_tale__1_4_250pq__1,-7.4741355636,0.586811162,-2.5441095975,-0.0036341635000000003
ros_tale__1_4_250pq__2,-7.518810944,0.7414351720000001,-1.3928434175,0.1658283905
ros_tale__1_4_750pq__1,-6.8077132727,0.914758582,-2.4896767175,0.0205433285
ros_tale__1_4_750pq__2,-6.1278643421,0.782750752,-2.3122681635,0.21667420850000002
ros_tale__1_4_750pq__3,-6.1463605594,1.2547179019999999,-1.8541402695,0.0112280895
ros_tale__1_4_750pq__4,-5.7896216249,1.389402172,-2.0001129435,-0.36405524850000004
ros_tale__2_mid_250pq__1,-0.4954834926,0.597734592,-1.5566701415000002,-0.0891468405
ros_tale__2_mid_250pq__2,-2.1042570493,0.223916776,-1.0998558225,-0.2798599835
ros_tale__2_0_0pq__1,-3.761702742,0.7582373720000001,-2.3182451695,0.1578808705
ros_tale__2_0_0pq__2,-4.1884466773,0.7543898320000001,-2.3426446125,0.10576513450000001
ros_tale__2_0_0pq__3,-3.0128272629,-0.320550728,-1.1157960345,-0.6761855845
ros_tale__2_0_0pq__4,-2.4496958252,-0.008478832,-0.9699794725,-0.4184855695
ros_tale__2_0_250pq__1,-2.0882535143,-0.00845647,-1.4857615795,-0.0264383985
ros_tale__2_0_250pq__2,-1.8417730992,0.0017487370000000002,-1.5210581705,-0.0546527225
ros_tale__2_0_750pq__1,0.1957168903,1.0723557320000001,-1.6169015065,0.5829297555
ros_tale__2_0_750pq__2,0.2614037162,1.124229652,-1.7327530965,0.5613484905
ros_tale__2_1_0pq__1,-3.8675766625,0.385690382,-1.3535166455,-0.0394391575
ros_tale__2_1_0pq__2,-3.8100759953,0.395483542,-1.1664911115,0.1377660055
ros_tale__2_1_250pq__1,-3.2459151905,0.821033152,-1.1288017895,0.6510062555
ros_tale__2_1_250pq__2,-4.0509285466,0.48740582200000004,-1.5814682505,0.3599432515
ros_tale__2_1_750pq__1,-4.8581605561,0.6522788820000001,-1.3811618965,0.4836252525
ros_tale__2_1_750pq__2,-5.2702445745,0.698912572,-1.8755927805,0.3568816365
ros_tale__2_1_750pq__3,-4.8992680622,0.6330313320000001,-1.1051663315,0.5070291985000001
ros_tale__2_2_0pq__1,-4.9875526673,0.197083491,-0.2714679295,-0.0012772825
ros_tale__2_2_0pq__2,-3.4949543505,0.202627316,0.5938514405,0.5333985945
ros_tale__2_2_250pq__1,0.5641260655,0.075356554,0.9446914705,0.43752258250000003
ros_tale__2_2_250pq__2,-1.7456105952,-0.13739720700000002,0.9336849975,0.6292353135000001
ros_tale__2_2_750pq__1,-1.5375067241,0.11647995500000001,1.1548226845,0.6935646275
ros_tale__2_2_750pq__2,-2.5488586692,-0.059910924000000004,0.8328021875,0.7096221445
ros_tale__2_3_0pq__1,-3.7196942424,0.040839611000000005,1.4255815115,0.5490633515000001
ros_tale__2_3_0pq__2,-4.4037819333,0.48676726200000003,-0.1408289815,0.38270378250000003
ros_tale__2_3_250pq__1,-3.8740295857,0.381830522,0.0263259895,0.5317026175
ros_tale__2_3_250pq__2,-3.6296583069,0.23666745400000003,0.0135894755,0.32177281750000003
ros_tale__2_3_750pq__1,-3.9026764388,0.732593782,0.3061486165,1.0387586395
ros_tale__2_3_750pq__2,-4.0178562533,0.5610367820000001,-0.7023004935,0.7807106995
ros_tale__3_0_0pq__1,-4.2678989303,0.116283754,-0.8500379075000001,0.0032901385
ros_tale__3_0_0pq__2,-4.5525073065,0.15466231800000002,-0.6853806915,0.0410366655
ros_tale__3_0_250pq__1,-6.6296866809,0.752842482,-1.7675649175,0.9526409745000001
ros_tale__3_0_250pq__2,-5.3502162025,0.7440650520000001,-1.6725641515,1.0586750145
ros_tale__3_0_750pq__1,0.73869279,2.678412222,-1.0194089245,0.8617293015
ros_tale__3_0_750pq__2,0.2059797056,2.670276142,-1.1395543765,0.6138417665
ros_tale__3_1_0pq__1,-5.2058016244,0.982054222,-1.2078887255,0.3111515255
ros_tale__3_1_0pq__2,-5.0421977956,0.812947382,-0.5183126655,-0.1095378275
ros_tale__3_1_250pq__1,-4.5633288736,0.638640212,-1.1559390715,0.20060357350000002
ros_tale__3_1_250pq__2,-4.0999939944,0.672125622,-1.1559840945,0.2044626135
ros_tale__3_1_750pq__1,-4.5114251187,0.975388922,-2.3698596465,0.7214413065
ros_tale__3_1_750pq__2,-4.0125361651,0.6514548920000001,-1.7723856645,0.47509002450000004
ros_tale__3_2_0pq__1,2.0913579839,1.730569362,-1.2187585164999999,-0.5664110875
ros_tale__3_2_0pq__2,1.9626402020000002,1.731126742,-1.3122727695,-0.5829658875
ros_tale__3_2_0pq__3,1.9753122756,1.682178662,-1.3823667165,-0.4466793015
ros_tale__3_2_0pq__4,2.0238084086,1.717740542,-1.4263348205,-0.4972754545
ros_tale__3_2_250pq__1,-3.4866924051,1.524751262,-1.5611612515000002,0.1719268205
ros_tale__3_2_250pq__2,-4.8510832838999995,0.856116462,-1.2930311865,-0.2874407815
ros_tale__3_2_750pq__1,-7.1951154022,0.655051432,0.9886362595,-0.1191375105
