,A,CsqR
cstr_pfr__pfr_P5_0010m__1,0.0761125495,-0.3588549227
cstr_pfr__pfr_P5_0025m__1,0.2785835414,-0.2477250979
cstr_pfr__pfr_P3_0025m__1,0.5505596755000001,-0.18059326420000002
cstr_pfr__pfr_P1_0025m__1,0.1233300933,0.1428453455
cstr_pfr__pfr_P5_0045m__1,0.6430870495000001,-0.1622416013
cstr_pfr__pfr_P5_0120m__1,1.7054221799,-0.2691106508
cstr_pfr__pfr_P3_0120m__1,-0.12103156550000001,-0.3105836349
cstr_pfr__pfr_P1_0120m__1,-0.5127557151000001,-0.07488078100000001
cstr_pfr__pfr_P5_0210m__1,2.5137165394,-0.0726851973
cstr_pfr__pfr_P5_1500m__1,0.09106450690000001,-0.43476527940000004
cstr_pfr__pfr_P3_1680m__1,0.5504015412000001,-0.1991923713
cstr_pfr__pfr_P5_1680m__1,-0.0487972073,-0.349806958
cstr_pfr__pfr_P1_1680m__1,-0.1897635175,0.1350561717
cstr_pfr__str_0005m__2,0.2586919733,-0.0974858098
cstr_pfr__str_0010m__2,-0.1511570458,0.0475469896
cstr_pfr__str_0025m__2,-0.1170051846,0.0978789551
cstr_pfr__str_0045m__2,0.9460565357,0.16558022320000002
cstr_pfr__str_0075m__2,0.5836146546000001,0.016088275000000003
cstr_pfr__str_0120m__2,-0.3011036127,0.0888187161
cstr_pfr__str_0210m__2,0.0662007668,-0.1525327602
cstr_pfr__str_0330m__2,-0.3478801782,0.0589687977
cstr_pfr__str_1500m__2,0.3591373136,0.12414079730000001
cstr_pfr__str_1560m__2,0.0642808429,0.0923802598
cstr_pfr__str_1680m__2,0.7664600326000001,0.1037205216
cstr_pfr__str_ref1__2,0.09173246040000001,-0.0767478466
cstr_pfr__str_ref2__2,-0.0107078643,-0.1433735455
cstr_pfr__str_ref3__2,0.1835564009,-0.1298792561
cstr_pfr__pfr_P5_0005m__2,1.9979665127000001,-0.2885893048
cstr_pfr__pfr_P5_0010m__2,0.1814592167,-0.3951924663
cstr_pfr__pfr_P5_0025m__2,0.259187811,-0.22013313610000002
cstr_pfr__pfr_P3_0025m__2,-0.2433700729,-0.0878429156
cstr_pfr__pfr_P1_0025m__2,-0.0389253078,0.1557160387
cstr_pfr__pfr_P5_0045m__2,-0.5602206758,-0.40337066250000003
cstr_pfr__pfr_P5_0120m__2,0.2331662921,-0.4195054655
cstr_pfr__pfr_P3_0120m__2,-0.2754035522,0.014739673100000001
cstr_pfr__pfr_P1_0120m__2,-0.39879609590000004,-0.0993660287
cstr_pfr__pfr_P5_0210m__2,0.2103606704,-0.3029914078
cstr_pfr__pfr_P5_1500m__2,0.1198043719,-0.379507953
cstr_pfr__pfr_P3_1680m__2,-0.10889547100000001,-0.5364900380000001
cstr_pfr__pfr_P5_1680m__2,0.0477309912,-0.3036466074
cstr_pfr__pfr_P1_1680m__2,-0.095483209,-0.1331869112
darobactin__daro_30m__1,0.2181749227,1.1647820443
darobactin__daro_30m__2,0.2710158104,0.7990058053
darobactin__solv_1h__1,-0.0353205047,1.390202009
darobactin__solv_1h__2,0.6893438134000001,1.4894996073
darobactin__daro_1h__1,1.1624064507,1.2470696193
darobactin__solv_1h__3,-0.2823008684,1.5290620290999999
darobactin__daro_1h__2,1.1767460019,1.7878089561000001
darobactin__daro_1h__3,1.691319363,1.7592072981
darobactin__daro_30m__3,0.48244300570000004,1.371254687
darobactin__solv_30m__1,-0.620585501,0.45894962400000006
darobactin__solv_15m__1,0.5271674358,-0.3323745513
darobactin__solv_15m__2,-0.6786173366,0.31205566490000003
darobactin__daro_15m__1,-0.0292195207,0.3689898219
darobactin__solv_15m__3,0.15144990090000002,0.020318886300000002
darobactin__daro_15m__2,1.101876276,0.2541658077
darobactin__daro_15m__3,0.0704239886,0.40310245640000003
darobactin__solv_30m__2,0.4084680368,0.32248654660000003
darobactin__solv_30m__3,0.11738767580000001,0.8173167702
ddp__pNT3_aroP__1,0.9238392763000001,0.2788890828
ddp__pNT3_aroP__2,0.7101359732,-0.21554161730000002
ddp__pNT3_bamC__1,-0.7144651141,-1.1334735314
ddp__pNT3_bamC__2,-0.5121671534,-1.2364916495
ddp__pNT3_cusA__1,0.1604085654,-0.7347367501000001
ddp__pNT3_cusA__2,0.754382141,-0.5128071135
ddp__pNT3_hemX__1,-0.14380040560000001,0.4265937375
ddp__pNT3_hemX__2,-1.1738548948,-0.3755099283
ddp__pNT3_empty__1,0.5539958645,0.34301615360000004
ddp__pNT3_empty__2,-0.5539958645,-0.34301615360000004
ddp__pNT3_topA__1,-0.47809174200000004,-1.1348065090000001
ddp__pNT3_topA__2,-1.5485126673,-1.3708667194
ddp__pNT3_yicR__1,1.6697041288,0.8217436105
ddp__pNT3_yicR__2,1.2418154165,0.4234780721
ddp__pNT3_yqjD__1,0.5480675945,0.0279104627
ddp__pNT3_yqjD__2,-0.7594700961,-0.3883306703
ecomics__del_gabT__1,-0.8357514161,-0.023806173200000003
ecomics__del_gabT__2,0.8357514161,0.023806173200000003
ecomics__del_putP__1,0.6285369185,0.21849368090000001
ecomics__del_putP__2,-0.052758961900000005,0.27966929
ecomics__del_entF__1,0.7944273793000001,0.5707792559
ecomics__del_entF__2,0.2606990561,0.1409486502
ecomics__del_entF__3,0.6234619949,0.4644101514
ecomics__del_cysA__1,2.3336236306,0.9807332792000001
ecomics__del_cysA__2,1.1947981036,0.5776906975
elyC__wt_21C__1,0.40041738330000004,0.1256840979
elyC__wt_21C__2,0.5141219622000001,0.2042520035
elyC__wt_21C__3,0.6986138135000001,0.1023170655
elyC__wt_37C__1,0.1626715631,0.21801176760000002
elyC__wt_37C__2,0.07729557740000001,-0.1084512408
elyC__wt_37C__3,-0.2399671405,-0.10956052690000001
elyC__delelyC_21C__1,0.1749676746,0.0984435152
elyC__delelyC_21C__2,0.2596274943,0.2583146951
elyC__delelyC_21C__3,0.37457237250000003,0.2071620226
elyC__delelyC_37C__1,0.24244419550000001,0.1586784609
elyC__delelyC_37C__2,-0.2928345084,0.11016763730000001
elyC__delelyC_37C__3,-0.07604775820000001,0.21562332
evo_acid_w__F9_2__1,0.6386029320000001,-0.2462290383
evo_acid_w__F11_1__1,-0.5460129298,0.7510682497000001
evo_acid_w__F11_1__2,-0.6679738089,0.783908484
evo_acid_w__F11_1__3,-0.5205844791,0.8634733153
evo_acid_w__wt__1,-0.4199085931,0.6726679052
evo_acid_w__F11_2__1,1.0860227126,1.0584429626
evo_acid_w__B11_2__1,0.4305618956,1.0450872523
evo_acid_w__F11_2__2,0.3128852552,0.9880898868
evo_acid_w__wt__2,-0.7306468754000001,0.5068583985
evo_acid_w__B11_1__1,-0.049989932200000003,1.0068715314
evo_acid_w__H9_1__1,0.3552602722,0.0564342294
evo_acid_w__H9_2__1,-0.4148296775,0.5445947636
evo_acid_w__B11_2__2,0.6959247544,1.0161662545
evo_acid_w__wt__3,-1.0898743248,0.6644413964
evo_acid_w__H9_2__2,-0.7357626279,0.4838202045
evo_acid_w__B11_2__3,0.5875005478,1.0186105603
evo_acid_w__F11_2__3,0.4791173785,0.9787693192
evo_acid_w__F9_2__2,0.5496792692,-0.1725498984
evo_acid_w__wt__4,-0.1995475165,-0.1509611629
evo_acid_w__wt__5,-0.5736693702,-0.1243592926
evo_acid_w__wt__6,0.6845610985,-0.9894280826
evo_acid_w__H9_1__2,0.3262501466,0.15348226480000002
evo_acid_w__F9_1__1,-0.6385149723,0.4772976821
evo_acid_w__F9_1__2,-0.9979312943,0.2901704057
evo_acid_w__B11_1__2,0.2907671342,0.7175538957
evo_acid_w__H9_2__3,-0.8363882018000001,0.4502382339
evo_acid_w__wt__7,-0.2360054747,0.1415016947
evo_acid_w__F9_1__3,-0.4815358087,0.5733435363
evo_acid_w__F9_2__3,0.8717119687,-0.1570440204
evo_acid_w__wt__8,1.2542811088999999,-0.29893585500000003
evo_acid_w__B11_1__3,0.6940361699,0.9766533509
evo_acid_w__wt__9,1.3108099474000001,-0.42178500160000004
evo_bz__c3_1_bz__1,0.3116472396,-0.0200357157
evo_bz__c3_1_bz__2,1.6529627038,0.2388133734
evo_bz__c3_1_bz__3,1.3363640334,-0.015227837400000001
evo_bz__c3_1_bz__4,1.487657816,0.0898265073
evo_bz__g5_1_bz__1,1.6052641752999999,0.6242573136
evo_bz__g5_1_bz__2,1.1010505475,-0.0964701996
evo_bz__g5_1_bz__3,1.461480661,0.2814400649
evo_bz__g5_1_bz__4,1.6738630415,-0.1550868705
evo_bz__g5_1_bz__5,1.6866274442,-0.3470554844
evo_bz__g5_1_bz__6,1.8343563304,-0.1751582827
evo_bz__w3110d13__1,-0.1530000136,0.2925972934
evo_bz__w3110d13__2,0.3412981451,0.17637416690000002
evo_bz__w3110d13__3,0.0480833931,-0.1760403435
evo_bz__w3110d13__4,0.1633660539,0.2506663082
evo_bz__w3110d13__5,-0.0744807015,-0.31938112830000004
evo_bz__w3110d13__6,-0.325266877,-0.22421629680000002
evo_bz__w3110d13_bz__1,0.9974133386,-0.1290450846
evo_bz__w3110d13_bz__2,0.8024562881,-0.0626378913
evo_bz__w3110d13_bz__3,1.381477483,-0.0028100394
evo_bz__w3110d13_bz__4,1.0167571671,0.0239710065
evo_bz__c3_1_bz__5,0.4331873017,0.22909154080000002
evo_bz__c3_1_bz__6,0.3664327838,-0.0061451984
evo_bz__g5_2_bz__1,1.732488224,-0.34406238110000004
evo_bz__g5_2_bz__2,1.6306856418,-0.43868611970000004
evo_bz__g5_2_bz__3,2.1648296204,-0.3638481575
evo_bz__g5_2_bz__4,0.29242535410000003,0.1929454585
evo_bz__g5_2_bz__5,0.10473970640000001,0.0073091108
evo_bz__g5_2_bz__6,0.1144235091,-0.0581968157
evo_bz__w3110d13_bz__5,1.546331812,-0.0630796002
evo_bz__w3110d13_bz__6,1.128048891,-0.022660231000000003
evo_bz__a1_1_bz__1,1.1209115832,-0.9785621542
evo_bz__a1_1_bz__2,0.30329347500000003,-0.4981316592
evo_bz__a1_1_bz__3,0.2541925927,0.1120021275
evo_bz__a1_1_bz__4,0.2617067246,-0.5276012072
evo_bz__a1_1_bz__5,0.44507195520000004,0.3328325142
evo_bz__a1_1_bz__6,0.16306165720000002,0.14947036360000002
evo_metab__wt__1,0.7349971751000001,-0.1681040607
evo_metab__del_zwf__1,-0.1754289094,0.2950235408
evo_metab__zwf_ale1__1,0.7498592657,0.3660386456
evo_metab__zwf_ale2__1,1.2085917797,0.2669807255
evo_metab__del_ppk__1,-0.8940606468000001,0.14543980310000001
evo_metab__ppk_ale1__1,-1.5470555379,0.1774301181
evo_metab__ppk_ale2__1,0.8038433413,0.056227661500000005
evo_metab__ppk_ale3__1,0.7342792212,0.4812654531
evo_metab__del_dapF__1,1.3658456538000001,-0.1225939082
evo_metab__dapF_ale1__1,1.7464004860000002,0.14398525310000002
evo_metab__dapF_ale3__1,-0.105608565,0.170861279
evo_metab__del_entC__1,-0.7967106777,-0.0401555252
evo_metab__entC_ale1__1,-1.6209088562,-0.0123872889
evo_metab__entC_ale2__1,0.5625530935,0.12312210650000001
evo_metab__del_dgk__1,0.4027142007,-0.08911045120000001
evo_metab__dgk_ale1__1,-0.3496370943,0.2769570656
evo_metab__dgk_ale2__1,0.7714170482,0.3414707637
evo_metab__dgk_ale3__1,0.2953149566,0.004031786
evo_metab__wt__2,-0.24460914500000003,-0.0438848169
evo_metab__del_zwf__2,-0.4110983896,0.0830351255
evo_metab__zwf_ale1__2,0.2451700608,0.6922295952
evo_metab__zwf_ale2__2,1.3297873456,0.7321401265
evo_metab__del_ppk__2,-0.9785397637000001,-0.0250244607
evo_metab__ppk_ale1__2,-0.1648358777,0.6032083723
evo_metab__ppk_ale2__2,-0.6850268182,0.1156560932
evo_metab__ppk_ale3__2,-0.5815634483000001,0.09965360890000001
evo_metab__del_dapF__2,-0.17319553440000002,-0.157018756
evo_metab__dapF_ale1__2,0.36305689960000004,-0.0294950962
evo_metab__dapF_ale3__2,-0.1555910171,0.0863057669
evo_metab__del_entC__2,-0.8412394114,-0.1002322025
evo_metab__entC_ale1__2,0.0136705635,0.0337571319
evo_metab__entC_ale2__2,0.6758714703,0.3496346173
evo_metab__entC_ale3__1,0.2184100168,0.4564156183
evo_metab__del_dgk__2,-0.1498503648,-0.07817770560000001
evo_metab__dgk_ale1__2,0.3391359657,0.3079307902
evo_metab__dgk_ale2__2,0.9327424119000001,-0.26919957
evo_metab__dgk_ale3__2,0.7971328368,0.1885234592
evo_metab__wt__3,-0.49038803010000004,0.21198887760000001
evo_metab__del_zwf__3,-0.5675599518000001,-0.0573858219
evo_metab__zwf_ale1__3,0.7276095770000001,0.7882577012
evo_metab__zwf_ale2__3,0.40851931010000003,0.4702023326
evo_metab__del_ppk__3,-0.26743945350000004,0.5931782821
evo_metab__ppk_ale1__3,-0.3483696724,0.7982976173
evo_metab__ppk_ale2__3,-0.3151126285,0.6687131538000001
evo_metab__ppk_ale3__3,-0.19372487630000002,0.2923598764
evo_metab__del_dapF__3,0.0922969391,-0.0640897944
evo_metab__dapF_ale1__3,0.6031731109,0.0006434036000000001
evo_metab__dapF_ale3__3,0.1848138574,-0.015119116
evo_metab__del_entC__3,0.3747299093,0.20370056220000002
evo_metab__entC_ale1__3,-0.4855416878,-0.054112859400000005
evo_metab__entC_ale2__3,0.7547764874,0.1378972785
evo_metab__entC_ale3__2,0.1535247719,0.1023792533
evo_metab__del_dgk__3,-0.421306799,0.030606787700000002
evo_metab__dgk_ale1__3,0.030955862900000002,0.2277947754
evo_metab__dgk_ale2__3,0.8794179684000001,0.18857201070000001
evo_metab__dgk_ale3__3,0.5167171652,0.0490007505
flag_reg__wt__1,-0.2042982676,0.0018038560000000002
flag_reg__del_fliA__1,0.6455905713,0.2038734462
flag_reg__del_flhC__1,0.0682358439,0.3848394087
flag_reg__del_flhD__1,0.7317181311000001,0.6786691970000001
flag_reg__wt__2,0.2042982676,-0.0018038560000000002
flag_reg__del_fliA__2,0.4025404367,0.48444208660000004
flag_reg__del_flhC__2,0.5946189825,-0.39640962760000004
flag_reg__del_flhD__2,0.5023340928,0.4739340514
flgM__27C__1,-0.7843389565000001,-0.5776062939000001
flgM__27C__2,-0.8876150641,-0.5272603909
flgM__27C__3,-0.3497696415,-0.5831044038000001
flgM__32C__1,-0.10527947330000001,-0.06168554700000001
flgM__32C__2,-0.8094865583,-0.1134534443
flgM__32C__3,-0.9645229566,-0.3060847687
flgM__37C__1,-0.1429029125,-0.0816521192
flgM__37C__2,0.1720973281,0.0897495439
flgM__37C__3,-0.029194415600000002,-0.0080974247
flgM__42C__1,0.5187571026,0.39844902200000004
flgM__42C__2,0.8733122415000001,0.5557795169
flgM__42C__3,1.0439962802,0.7333814712000001
histone__untreated__1,0.3283044594,0.1451874721
histone__untreated__2,-0.16089133460000002,-0.1190333731
histone__untreated__3,-0.1674131248,-0.026154099
histone__10ug_H2A__1,0.0654554296,0.003840902
histone__10ug_H2A__2,-0.045288877000000005,-0.2076291536
histone__10ug_H2A__3,0.1453476071,-0.030858109600000003
histone__50ug_H2A__1,0.17963714860000002,0.1414752002
histone__50ug_H2A__2,0.2144961373,0.2350458064
histone__50ug_H2A__3,-0.0359033588,0.0662378845
histone__100ug_H2A__1,0.050634644400000005,0.0132603977
histone__100ug_H2A__2,0.18621336400000002,0.210813092
histone__100ug_H2A__3,0.4219413382,0.1449179135
hns__del_hns_spike__1,1.9863221228999999,-0.5646388154
hns__del_hns_spike__2,1.5049478106,-0.8053070710000001
hns__del_hns__1,1.5982238875,-0.4725575551
hns__del_hns__2,1.2725908219,-0.7382482898
hns__wt_spike__1,-0.5359387760000001,-0.6279828394
hns__wt_spike__2,1.3017093189,1.2246695844
hns__wt__1,-0.2664182331,-0.5773568555
hns__wt__2,0.2664182331,0.5773568555
hns_stpA__evo100G4_delhns_delstpA__1,5.1227156839,-1.243854559
hns_stpA__evo100G4_delhns_delstpA__2,4.8731131819,-1.1968185332
hns_stpA__evo100G12_delhns_delstpA__1,2.3731064822,-1.030511458
hns_stpA__evo100G12_delhns_delstpA__2,3.4876848038,-1.0603345732
hns_stpA__delhns_delstpA_delrpoS__1,4.2355412877,-1.7732269985
hns_stpA__delhns_delstpA_delrpoS__2,2.8812528445,-0.9687614302
hns_stpA__wt__1,0.8642361908,0.3808830971
hns_stpA__wt__2,-0.8642361908,-0.3808830971
hns_stpA__delhns_delstpA__1,3.7337118395,-1.5371266337
hns_stpA__delhns_delstpA__2,3.7502780945,-1.0422768365
hu__wt_log_pH7__1,0.6147679091,0.2542929639
hu__wt_log_pH7__2,-0.0644463617,0.5796817878
hu__wt_log_pH7__3,-0.532407547,0.564877547
hu__wt_lag_pH7__1,0.2952919423,-0.4055304798
hu__wt_lag_pH7__2,0.0357368888,-0.8540006113
hu__wt_lag_pH7__3,-0.331028831,1.2595310911
hu__delhupA_lag_pH7__1,-0.4280721738,0.45737016080000004
hu__delhupA_lag_pH7__2,-0.3431285894,-0.2454313596
hu__delhupA_lag_pH7__3,-0.2654616603,1.1301604404
hu__delhupB_lag_pH7__1,-0.348000189,-0.2070777625
hu__delhupB_lag_pH7__2,0.1193796307,-0.5321502412
hu__delhupB_lag_pH7__3,0.1437320302,1.1800562722
hu__delhupAhupB_lag_pH7__1,0.5411928172,0.6150443311
hu__delhupAhupB_lag_pH7__2,0.0429844158,-0.3049149114
hu__delhupAhupB_lag_pH7__3,-0.26344623040000004,1.0645220077
hu__hupAE34K_hupB_lag_pH7__1,-0.3049323511,-0.3895371543
hu__hupAE34K_hupB_lag_pH7__2,-0.44030784910000004,-0.5380216296
hu__hupAE34K_hupB_lag_pH7__3,-0.2654591066,0.9755217049
hu__hupAE34K_delhupB_lag_pH7__1,-0.0694433762,-0.0802463918
hu__hupAE34K_delhupB_lag_pH7__2,-0.5023287288,-0.5790214405
hu__hupAE34K_delhupB_lag_pH7__3,-0.5105513003000001,1.1907783502
hu__wt_lag_pH5__1,-1.4087290668,-0.7412507328
hu__wt_lag_pH5__2,-1.7159114899999999,-0.5355420397
hu__wt_lag_pH5__3,-1.0392437666,0.1199668
hu__delhupA_lag_pH5__1,-1.5887715381,-0.7518690332
hu__delhupA_lag_pH5__2,-1.7097057987,-0.2721719861
hu__delhupA_lag_pH5__3,-1.7790028047000002,-0.0018255121
hu__delhupAhupB_lag_pH5__1,-0.4481616311,-0.4257389681
hu__delhupAhupB_lag_pH5__2,-0.5295537921,-0.08767742640000001
hu__delhupAhupB_lag_pH5__3,-0.0337600066,0.8224994825
hu__hupAE34K_hupB_lag_pH5__1,-1.340179264,-0.7908377555
hu__hupAE34K_hupB_lag_pH5__2,-1.2320352415,0.6038435226000001
hu__hupAE34K_hupB_lag_pH5__3,-0.8830175152,0.4377478302
hu__hupAE34K_delhupB_lag_pH5__1,-1.4689578251,0.1483072427
hu__hupAE34K_delhupB_lag_pH5__2,-2.0312036717,-0.5541826040000001
hu__hupAE34K_delhupB_lag_pH5__3,-1.9106457245000001,-0.0434463794
hyperpersistence__low_GFP__1,0.7492800799,-1.5291939314
hyperpersistence__wt__1,-0.0510367451,-0.1200528212
hyperpersistence__high_GFP__1,0.8999020514,-1.6039368827
hyperpersistence__pth_mut__1,0.073323124,-0.1724848166
hyperpersistence__pth_mut__2,0.5894964713,-0.3202988887
hyperpersistence__metG_mut__1,-0.4581496648,-0.112868409
hyperpersistence__metG_mut__2,0.196438847,-0.3188473753
hyperpersistence__high_GFP__2,0.5844233166,-1.4488406028
hyperpersistence__wt__2,0.0510367451,0.1200528212
hyperpersistence__low_GFP__2,0.5897514751,-1.5569628403
kan_efg__cpxAF218Y__1,-0.3411349185,0.9666617243000001
kan_efg__cpxAF218Y__2,-0.2724231892,0.8971277676
kan_efg__cyaAN600Y__1,0.0674895145,-0.0316026517
kan_efg__cyaAN600Y__2,0.5611455588,0.630319992
kan_efg__fusAA608E__1,0.2273135906,0.1701084279
kan_efg__fusAA608E__2,-0.20928476370000001,0.192649853
kan_efg__fusAA608E_cpxAF218Y__1,0.107994302,0.4901626546
kan_efg__fusAA608E_cpxAF218Y__2,0.1590825682,0.0370855141
kan_efg__fusAA608E_cyaAN600Y__1,-0.1591700922,0.2777798439
kan_efg__fusAA608E_cyaAN600Y__2,-0.23717192450000002,0.3339424858
kan_efg__fusAA608E_rpoDL261Q__1,0.8248326918000001,0.6850606791
kan_efg__fusAA608E_rpoDL261Q__2,-0.45287931730000003,0.4935769539
kan_efg__fusAA608E_topAS180L__1,-1.2724852642,0.6132793462
kan_efg__fusAA608E_topAS180L__2,-1.5632396851,0.4382974142
kan_efg__rpoDL261Q__1,0.1566297671,0.47767587510000004
kan_efg__rpoDL261Q__2,-0.3471543515,0.4172733155
kan_efg__wt__1,0.17918521140000002,0.0306685618
kan_efg__wt__2,-0.17918521140000002,-0.0306685618
lrp__wt_min_log__1,-0.1986290176,0.0062464317
lrp__wt_min_log__2,0.1986290176,-0.0062464317
lrp__wt_min_trans__1,0.0921805876,-0.5963180592
lrp__wt_min_trans__2,-0.7677612459000001,-0.0873098753
lrp__wt_min_stat__1,-0.2154309022,-0.0787963118
lrp__wt_min_stat__2,0.5645137813000001,-0.1090765481
lrp__wt_liv_log__1,-1.1349695448000001,0.0201612675
lrp__wt_liv_log__2,-0.5904601862000001,-0.0680334121
lrp__wt_liv_trans__1,2.5158507026,0.4016641781
lrp__wt_liv_trans__2,3.3424040685,0.43404024360000004
lrp__wt_liv_stat__1,1.9603311691,0.026048778300000002
lrp__wt_liv_stat__2,0.39339466780000004,0.10980106390000001
lrp__wt_rich_log__1,-0.6756370154,0.0497179783
lrp__wt_rich_log__2,-1.0327285863,-0.0587900452
lrp__wt_rich_trans__1,0.14802638710000002,-0.7640964807
lrp__wt_rich_trans__2,-0.1019297376,-1.3719960614
lrp__wt_rich_stat__1,1.2424443253,0.2292087863
lrp__wt_rich_stat__2,0.4639533455,0.8164782936
lrp__dellrp_min_log__1,-0.5049685283,-0.0282090657
lrp__dellrp_min_log__2,-0.37024937490000004,-0.1518193954
lrp__dellrp_min_trans__1,-0.051524112100000005,-1.0412463132
lrp__dellrp_min_trans__2,-0.09373687750000001,-0.5891326779
lrp__dellrp_min_stat__1,-0.6028492302,0.0514134918
lrp__dellrp_min_stat__2,0.0267141293,0.1432018353
lrp__dellrp_liv_log__1,-1.4422698121,-0.2865489371
lrp__dellrp_liv_log__2,-1.3011378144,-0.4446963748
lrp__dellrp_liv_trans__1,1.1876576505,0.37283817890000004
lrp__dellrp_liv_trans__2,1.7825296437,0.2317796541
lrp__dellrp_liv_stat__1,1.2643194139,-0.2044427145
lrp__dellrp_liv_stat__2,0.5494040486,-0.1683530526
lrp__dellrp_rich_log__1,-1.3117444173,0.0771012
lrp__dellrp_rich_log__2,-0.7839472837,-0.06631816210000001
lrp__dellrp_rich_trans__1,0.36452783990000004,-1.0874094836000001
lrp__dellrp_rich_trans__2,-0.1416693939,-0.8431987307000001
lrp__dellrp_rich_stat__1,-0.42493212220000004,-1.1384713686
lrp__dellrp_rich_stat__2,-0.7380515487,-0.6543562593000001
mazF_circuit__t0__1,-1.1993502949,0.2367775073
mazF_circuit__t2__1,-1.2203425043,-0.22585911930000002
mazF_circuit__t4__1,0.4560625863,0.6920716267
mazF_circuit__t6__1,-0.41931416800000004,-0.1552882238
mazF_circuit__t8__1,0.07035617570000001,0.38555926100000004
mazF_circuit__t0__2,1.1993502949,-0.2367775073
mazF_circuit__t2__2,-2.1189563398,0.0660407495
mazF_circuit__t4__2,-0.0040695217,-0.0328533669
mazF_circuit__t6__2,-0.1051277323,1.082299802
mazF_circuit__t8__2,1.0997204434,0.4008886048
mazF_ribo__emptyvec_mrna_5m__1,-0.0847407446,-0.0312874889
mazF_ribo__emptyvec_mrna_5m__2,0.0847407446,0.0312874889
mazF_ribo__mazF_mrna_5m__1,-1.2744820083000001,1.2184164463
mazF_ribo__mazF_mrna_5m__2,-1.3111097894000001,1.1064847816
mazF_ribo__emptyvec_total_5m__1,-0.7133291684,-1.3335821346
mazF_ribo__emptyvec_total_5m__2,-1.9460722541000002,-0.8076086652000001
mazF_ribo__mazF_total_60m__1,-1.9405609339,0.19620570910000001
mazF_ribo__mazF_total_60m__2,1.5641671459,-0.3532100452
mercury__ctrl_t00__1,-0.2936176969,-0.49499776100000004
mercury__ctrl_t10__1,0.1075236579,-0.34068634070000003
mercury__ctrl_t30__1,0.09149191100000001,0.0941975656
mercury__ctrl_t60__1,0.1719230461,0.11448959310000001
mercury__hg_t10__1,-0.104540537,0.2779357115
mercury__hg_t30__1,-1.0232730257,1.3627466152
mercury__hg_t60__1,-1.4472504778,0.7620509419
mercury__pma_t10__1,-0.033402826000000004,-0.2605796798
mercury__pma_t30__1,-0.3624569765,-0.015170952100000001
mercury__pma_t60__1,-0.0981179746,0.0365453784
mercury__ctrl_t00__2,0.397962046,0.2336706289
mercury__ctrl_t10__2,-0.39277457860000003,-0.15306159730000002
mercury__ctrl_t30__2,0.7956103312,0.1457129003
mercury__ctrl_t60__2,1.3809498557,0.4456397656
mercury__hg_t10__2,-0.36375685150000003,0.3606505914
mercury__hg_t30__2,-0.7335600961000001,1.5200019407
mercury__hg_t60__2,-1.0495806516,-0.3826583503
mercury__pma_t10__2,0.0226779509,-0.0240906673
mercury__pma_t30__2,-0.3407161871,-0.39246750080000004
mercury__pma_t60__2,1.2606685288000001,0.69765474
mercury__ctrl_t00__3,-0.1043443491,0.2613271321
mercury__ctrl_t10__3,0.2659120994,0.0088442572
mercury__ctrl_t30__3,0.9234352062000001,0.5034406233000001
mercury__ctrl_t60__3,1.5950464992,0.35660796110000004
mercury__hg_t10__3,0.47707543,-0.2385285685
mercury__hg_t30__3,-0.2981562504,1.314900852
mercury__hg_t60__3,-1.2913109211,0.4602947573
mercury__pma_t10__3,-0.41094607120000004,-0.10869463130000001
mercury__pma_t30__3,-0.1976042606,-0.09183184230000001
mercury__pma_t60__3,1.1711269287000001,0.6779016327
ml_abx__az_lolcde__1,0.3338296671,-0.1468318018
ml_abx__az_lolcde__2,-0.5031850212,0.1025398081
ml_abx__az_lolcde__3,-1.0201487012,-0.059541352500000005
ml_abx__b01__1,-0.9484534019,-0.0960257597
ml_abx__b01__2,-0.8873504463,0.07817846440000001
ml_abx__b01__3,-1.5638319618,-0.5043192978000001
ml_abx__cro__1,0.4804685998,0.18467534730000001
ml_abx__cro__2,-0.1233768844,0.0103794976
ml_abx__cro__3,0.0848984598,-0.1080961193
ml_abx__chl__1,1.3953161948,-0.8526384414
ml_abx__chl__2,1.5504747289,-0.6620339689
ml_abx__chl__3,1.7141959450000002,-0.6743018938
ml_abx__cip__1,-0.0702521625,-0.1994975681
ml_abx__cip__2,-0.0837356184,-0.0964850369
ml_abx__cip__3,-0.1832607884,-0.7319553621
ml_abx__clr__1,1.6902634787,0.110366977
ml_abx__clr__2,1.5129989416,-0.0461109002
ml_abx__clr__3,1.5292737049,-0.2147281731
ml_abx__cst__1,-0.3264871184,0.1160668534
ml_abx__cst__2,-0.3831112655,0.1127596382
ml_abx__cst__3,-1.0896879378,-0.30659588190000003
ml_abx__ctrl__1,0.33132043180000004,0.3000874878
ml_abx__ctrl__2,0.4030417435,0.2174497796
ml_abx__ctrl__3,-0.1709033763,0.0923575205
ml_abx__ctrl__4,-0.2631470756,-0.0444380927
ml_abx__ctrl__5,-0.4168692104,-0.0973211761
ml_abx__ctrl__6,0.116557487,-0.4681355191
ml_abx__dox__1,0.7750142504,-0.6147213287000001
ml_abx__dox__2,0.8568359776000001,-0.4140593386
ml_abx__dox__3,1.0657683315,-0.6152341922
ml_abx__glob__1,-0.6853572254,0.0194280327
ml_abx__glob__2,-0.4124843554,-0.0326147849
ml_abx__glob__3,-0.5802964193,-0.3175594396
ml_abx__lvx__1,-0.8400414054,-0.2579572701
