,A,TtdR,Fnr
SRX3648456,-1.2580658123,-1.0503469041,-0.8969322540000001
SRX3648457,-0.9118499998,0.0816014018,-1.3651194326
SRX3648458,-0.44895163060000004,0.0900088789,-1.2914137657
SRX3648459,-1.29355087,-0.8103256908,-1.0983352413
SRX3648460,0.1973921013,-0.0519354792,-0.0289735559
SRX3648461,0.7792377718,-1.0322239242,0.18845651800000002
SRX3648462,0.8601544886,-1.1152932435,0.053335694100000004
SRX3648463,-0.11289282810000001,0.4401002551,-0.2293278892
SRX3648464,-0.0197854114,-0.1403362369,-0.0863974743
SRX3648465,-0.5055940108,-0.2391651383,-0.10364660020000001
SRX3648466,-0.1399611469,0.5137450938,-0.1980404688
SRX3648467,0.30626145,-0.33631524560000003,0.19654594220000002
SRX3648468,0.38317811360000004,-0.8959835904000001,0.39531110950000004
SRX3648469,-20.3039221898,-3.7784764004999998,1.1258775551
SRX3648470,-19.44930349,-3.2976366081,1.354755592
SRX3648471,-19.1315511845,-3.9833522482,1.3452369068
SRX3648472,-20.5562209596,-3.4627383589000003,-0.5519501863
SRX3648473,-20.3711772929,-3.1015768818,-0.7382328027
SRX3648475,-0.6586068975,-1.1939828435,0.3269633085
SRX3648476,-0.4433407648,-0.8705964930000001,0.189146892
SRX3648477,-0.5789706676,-1.5787001652,0.257646025
SRX3648478,-1.5513423019,-0.0123762455,-0.7179253264000001
SRX3648479,-0.2657483517,0.19394179150000002,-0.5924204416000001
SRX3648480,-1.7132453622,-0.5086992482,-0.8001687414
SRX3648481,-1.0148451422,-0.9659601115,-0.2532161449
SRX3648482,0.5746619488,-1.274092304,-0.6214561914
SRX3648483,-0.5206474026,-1.9910228413,-0.6251811719
SRX1429221,-0.8651902192,-0.5908344683,0.0970123236
SRX1429222,0.5482202705,-0.0547295441,-0.2186048391
SRX1429223,0.3169699487,0.6455640124,0.1215925154
SRX1429224,-0.9043227035,-0.5115654506,-0.0278850961
SRX1429225,-1.9111297497000002,-1.0808785655,0.0976449876
SRX1429226,-2.2468834316,-1.1482409868,0.24585199270000002
SRX1429227,-2.3741520639,-1.4995272513,-0.012723672200000001
SRX1429228,-0.7026810116000001,-0.1579733402,-0.1427372924
SRX1429229,-2.5091418745,-1.4901830236,0.1642186103
SRX1429230,-3.0321296163,-1.3841383716,0.304930242
SRX1429231,-0.4327331977,-0.1847485929,0.47015486110000004
SRX1429232,-3.0016643822,-1.2473822425,0.3298855515
SRX1429233,-3.3098182032,-1.1094329049,0.3784304416
SRX1429234,-4.0018643648,-1.0165281691,0.4791398864
SRX1429235,-3.1524632749,-1.0452220661,0.023032378500000002
SRX1429236,-3.1708526633,-0.6537426032,-0.6495468024000001
SRX1429237,-3.3628764451,-0.8683020076,0.1293026924
SRX1429238,-5.3041528923,-1.2478935466,0.43389779580000004
SRX1429239,-3.4803044951,-0.8804156586,0.4700040541
SRX1429240,-3.3065703917000002,-0.8194807770000001,0.5893872825
SRX1429241,-3.5494094404,-0.8609855314,0.3831052922
SRX1429242,-2.1523193696,-0.6704729197,0.3295755399
SRX1429243,-2.4674241996,-1.4426890824,0.6226805845
SRX1429244,-2.7195443321,-1.2043720345,0.2557763552
ERX2339161,-2.8045244833,-0.5316954108,0.4613139096
ERX2339162,2.8045244833,0.5316954108,-0.4613139096
ERX2339163,-4.7748196659,-0.606677317,-2.2304418322
ERX2339164,-6.6952930172,-1.9325274638,-1.6713529146
ERX2339165,-5.1293717211,-1.348517999,-2.237945271
ERX2339166,-5.3473597374,-1.0973415613,-1.4605007973
ERX2339167,-1.3089852174,-0.7079843902,0.2189535879
ERX2339168,-0.6165571482000001,0.24833322160000001,-0.0005819889000000001
ERX2339169,1.6881900170000002,-0.19446954130000002,-0.5928889711
ERX2339170,-0.09934863320000001,-0.6193989654000001,-2.2505650014
ERX2339171,-5.5215509106,-2.6641847613,-1.8635784236
SRX7656012,-2.5370264330000003,0.7723066248,-0.1487251704
SRX7656013,-3.2018471109,-0.6330281913,-0.0909383045
SRX7656014,-6.6190269238,-1.0458549325,-0.2760567605
SRX7656015,-8.7512692206,-1.2565422615,-0.1280048182
SRX7656016,-10.1040673203,-1.2387036146,-0.1696651311
SRX7656017,-9.931434054,-0.8505190545,-0.0297308013
SRX7656018,-9.2716735544,-0.9995510719,-0.053151654300000004
SRX7656019,-9.6079271255,-0.8959864502,-0.0899749167
SRX7656020,-9.2040094546,-1.3827085553,-0.0735199011
SRX7656021,-10.0665961745,-1.6481615490000001,-0.2236606787
SRX7656022,-6.6280909679,-0.8361057418000001,-0.1867183711
SRX7656023,-9.5640563084,-0.8617498699,-0.14437137800000002
SRX7656024,-9.8394262554,-1.6290694083,-0.6167399560000001
SRX7656025,-8.9972628607,-0.5206110484,-1.1151788445
SRX7656026,-8.4917298418,-0.5812078812,-0.9311711183
SRX7656027,-3.1485966208,-0.5537921297,-0.0517356156
SRX7656028,-1.9014703805000002,0.6965614491000001,-0.0990943314
SRX7656029,-2.9148074414,-1.0202056583,-0.1046609936
SRX7656030,-7.0006102925,-0.9074915299,-0.09648473540000001
SRX7656031,-3.8702281186,-0.6496188047,0.0077388532000000005
SRX7656032,-3.6301099442,-1.1973560409,0.1446998301
SRX7656033,-3.3844778803,-1.3573639627,-0.0676566085
SRX7656034,-4.636708588,-1.0922733699,-0.0947589315
SRX7656035,-6.4323209885,-1.5200420795,-0.17706263290000002
SRX7656036,-3.6363210789,-0.8030412029,-0.0700382621
SRX7656037,-4.0330113378,-1.0003347516,-0.0337101482
SRX7656038,-2.5401778986,0.0633461674,-0.022135684500000002
SRX7656039,0.1754859172,-0.5803698074,-0.025180377900000002
SRX7656040,-0.7729924288000001,0.24162701800000003,0.0196182562
SRX7656041,0.5975065115,0.3387427894,0.0055621217
SRX7656042,3.8432861363,0.6325164276,0.2377297239
SRX7656043,5.3279023295,0.8447367886,0.1053728839
SRX7656044,0.8586390854,-0.29706454590000003,0.13610910980000002
SRX7656045,6.3560957688,0.1728987965,0.025329637500000002
SRX7656046,2.524731876,-0.2723646576,0.0844512438
SRX7656047,3.0801624602,-0.6422788203,0.2984237408
SRX7656048,4.4691610141,0.6564508709,0.2674526115
SRX7656049,1.7212228887,0.1586806439,0.1119558293
SRX7656050,1.0046868133,0.2744267482,0.188759698
SRX7656051,1.1027582872,-0.5457596015,-0.2067728977
SRX7656052,3.5143173365,0.48968086660000004,-0.3449538552
SRX7656053,1.6495956161,0.87416008,-0.3120295367
SRX7656054,-7.0934840612,-1.3493251939,-0.027405716700000003
SRX7656055,-5.0436767779,0.0547375817,-0.0465774128
SRX7656056,-5.5414333348,-0.15501774810000002,-0.011465278800000001
SRX7656057,-7.6300028025,-0.8852813234,0.1627377317
SRX7656058,-6.4123082468,-2.2477589636,0.1185396816
SRX7656059,-6.681190357,-1.8356205625,0.0651542921
SRX7656060,-6.2011807759,-1.2427889228,-0.0607674478
SRX7656061,-6.2374629723,-1.2590959406,0.057061250800000005
SRX7656062,-7.1010222902,-1.2848428281,-0.0643940694
SRX7656063,-7.8674363943,-0.22313428600000002,-1.1116646146
SRX7656064,-7.3074251372,-0.2457377956,-1.0265227505
SRX7656065,-6.670499308,0.2658892256,-1.3311193672
SRX7656066,-4.6190991494,-0.2831623546,-0.4733856206
SRX7656067,-3.5475201336,-0.0449655489,-0.24088744950000002
SRX7656068,-4.519375393,-0.6261170715000001,-0.28051081510000003
SRX7656069,-3.6289659503,-0.46110522730000003,-0.1835021285
SRX7656070,-3.5927830163000003,0.0624761143,-0.28643549630000004
SRX7656071,-2.9922298441,1.2996721287,-0.4216527009
SRX7656072,-4.426208277,-0.394137522,-0.35515227
SRX7656073,-5.2013933706,-0.041985645700000004,-0.32033416400000003
SRX7656074,-2.9246984302000003,1.1967956572,-0.415150338
SRX7656075,-4.3199715167,0.6115891607,-1.4756556003
SRX7656076,-2.4383758828,1.6172473224,-1.6500959378000002
SRX7656077,-2.556398234,1.2716425617,-1.8451218536
SRX7656078,0.8239530263,-0.5699866287,0.3719460074
SRX7656079,2.2004844046,0.4415667274,0.3110652578
SRX7656080,2.5564811827,0.3141533188,0.3040292092
SRX7656081,2.5214853060999998,-0.9294000516,0.2289533107
SRX7656082,3.7683598609,1.1418981469,0.2478528718
SRX7656083,2.9386824562,-0.5182560831,0.0858824131
SRX7656084,2.3150722174,-0.2844978704,0.27347030380000004
SRX7656085,4.230725101,0.12289867500000001,0.0774392036
SRX7656086,3.4580809905,1.9689180072,0.2005616522
SRX7656087,0.8412959531,-0.7920027218,-0.4158334091
SRX7656088,1.8119652337,-0.5750849881,-0.3722936725
SRX7656089,3.9487700007,-0.1218070633,-0.42089403400000003
SRX7656090,-1.7549233468,-0.31170728210000004,-0.11989154410000001
SRX7656091,-2.01648823,-0.10490398100000001,-0.0848320095
SRX7656092,-3.0836725562,-0.6423245075,-0.11955097120000001
SRX7656093,-1.8798574987,-0.7708105828,-0.1336187399
SRX7656094,-1.3115138754,0.1603553641,-0.0926609917
SRX7656095,-1.8539740172,-0.2942252452,-0.10936016300000001
SRX7656096,-3.1720592284,-0.9658239767000001,-0.065183774
SRX7656097,-3.2018784876,-0.8000158846000001,-0.0738108947
SRX7656098,-1.1463571372999999,-0.26503625340000003,-0.0797459933
SRX7656099,-6.8290661355,-0.7121807245,-1.2684068936
SRX7656100,-8.624546149,-0.7302537256,-1.3466269961
SRX7656101,-5.5224873625,-0.5721060386,-1.242596619
SRX7656102,-3.6755485062,-0.5179000236,-0.049027261600000004
SRX7656103,-3.260352859,-1.0104317862,-0.0179690197
SRX7656104,-5.2317975454,-0.5832641242000001,-0.0730684388
SRX7656105,-5.1824220654,0.054272591200000005,-1.3256091077
SRX7656106,-5.3668477387,-0.5744283024,-1.3711527518
SRX7656107,-2.4373034795,-0.7849228451,-1.3257145526
SRX7656108,-5.3889183861,-0.9332591492000001,-0.3358632838
SRX7656109,-5.4455123286,-0.5304234496,-0.3109811413
SRX7656110,-6.9561522007,-1.4511165133000001,-0.21339284930000002
SRX7656111,-6.4951553049,-0.5964371032,-0.2874889167
SRX7656112,-7.5510684802,-1.7397252517,-0.24577849610000002
SRX7656113,-5.3825910855,-0.9528651123,-0.212727258
SRX7656114,-6.113782219,-1.8685120759,-0.0939896741
SRX7656115,-6.1796726005,-0.3115234536,-0.1553777519
SRX7656116,-5.8324381436,-0.9161533423,-0.1881061211
SRX7656117,-7.2548316719,-0.5317040773,-1.4714452630000001
SRX7656118,-6.4177254706,0.0540975682,-1.9043696117
SRX7656119,-6.5579395064,-0.020943691900000002,-1.5142838902
SRX7656120,-2.4104165548,-0.07964151300000001,-0.0855962302
SRX7656121,-4.0809852599,-1.365739751,-0.20473712260000002
SRX7656122,-2.6994906622,-0.0577233359,-0.232126876
SRX7656123,-0.6688354740000001,0.6614640299,-0.1491594181
SRX7656124,-1.3405213617,-0.4397339448,-0.057445991
SRX7656125,-2.2584577751,0.1106755586,-0.007572258
SRX7656126,-2.554724576,-0.7110566313000001,-0.23662909640000002
SRX7656127,-2.1658866472,-0.1081802137,-0.2137065217
SRX7656128,-2.0829273082,-0.5069607224,-0.1878706873
SRX7656129,-4.0707239448,0.26412696350000003,-1.7263115554000001
SRX7656130,-4.0388222597,0.5880826746,-1.5438332809
SRX7656131,-3.9219046573,0.48820726700000006,-1.6333029250000002
SRX7656132,-6.3228980878,0.3654905529,-1.6022434119
SRX7656133,-4.2900970722,0.5052252398,-1.5719065706
SRX7656134,-5.813048595,0.48441609230000005,-1.5849862387
SRX7656135,4.2942335663,1.6245467431,-0.20329683540000001
SRX7656136,1.9398769166,0.9346910491,-0.1970135493
SRX7656137,3.3408832241,0.4482206683,-0.21893380140000002
SRX7656138,2.9491701111,0.5142778561,-0.16718556510000002
SRX7656139,3.2388765404,0.1583503775,-0.0667269998
SRX7656140,4.2392645937,0.546107603,-0.4111659637
SRX7656141,2.6772607317,-0.2365127146,-0.31117580580000004
SRX7656142,3.3444142347,0.3708872525,-0.3408750725
SRX7656143,1.8009495925999999,0.2366990431,-0.2263890443
SRX7656144,-4.4868359703,0.758551614,-1.9176765598
SRX7656145,-4.3051393956,0.6467037393,-2.0005578852
SRX7656146,-3.3820165715,0.8248150286,-1.6690285604000001
SRX5388319,-5.9621391913,-1.5603475976999999,0.3179345689
SRX5388320,-2.6771689363,-0.7679220816,0.18223048190000002
SRX5388321,8.6393081276,2.3282696794,-0.5001650508000001
SRX5388322,-5.3889302729,-1.3376307464,0.5251016409
SRX5388323,6.6668435901,1.4117737895,0.1786556813
SRX5388324,12.833537958299999,4.0769526639,-0.6112737865
SRX5388325,-5.3129234507,-1.4206851363,0.5262288232
SRX5388326,11.4875435982,3.2374823625,-0.2727957778
SRX5388327,13.7449518241,4.4664431415,-0.6946207608
SRX8708326,3.2888140313,1.3467021497,-0.119554107
SRX8708328,-6.6712541467,-2.2144408823,-0.3170220687
SRX8708335,-1.2283046168,-0.4359873278,0.4426468001
SRX8708336,3.7772988376,1.2446205939000001,-0.005799319900000001
SRX8708337,4.1222599258,1.4058076162,-0.1198254115
SRX8708338,-7.9620492487,-2.1297679453,0.4505488275
SRX8708339,-4.2733514594,-1.4047523601,0.2816095837
SRX8708340,-1.8781479802,-0.8683700648,0.2166968225
SRX8708365,-12.2261119985,-2.1827285146,1.4108055474
SRX8708366,-11.4462192796,-2.208663503,1.4817713212
SRX8708368,-11.1438511388,-2.3082999136,1.4869945274
SRX8708369,2.0965450991,0.9318173758,0.3310877378
SRX8708370,0.3028196825,0.8501501874,0.3901382749
SRX8708371,4.2702235746,1.6630358985,0.0408617343
SRX4166001,-0.1420678635,-0.4858163259,-0.0814799261
SRX4166002,0.8745039189,0.3989394684,-0.2479318523
SRX4166003,-0.7324360554,0.0868768575,0.3294117784
SRX4166004,-4.9674726934,-0.7470773023,0.47526292600000003
SRX4166005,-3.5888055347,-0.3867071845,0.399529935
SRX4166006,-2.5611462148,-0.6091784858,0.4636494588
SRX4166007,-4.5708059126,-0.048751847300000005,0.4731850638
SRX4166008,0.2188583526,0.5006248971,0.10933264640000001
SRX4166009,1.0861813163,0.6717870024,-0.3342927867
SRX4166010,-2.8753187844,0.014459688100000001,0.12056433700000001
SRX4166011,-2.4451184574,-0.7350508535,0.29229301500000004
SRX4166012,-4.6898679303,-0.4243392908,0.23799157110000002
SRX5000481,0.00030997720000000003,0.1902509714,-0.0411554648
SRX5000482,-0.4080556675,0.3176440936,-0.2025695905
SRX5000483,-0.08271326450000001,0.46486012470000004,0.5362358304
SRX5000484,0.0372164786,0.5906261821000001,0.4017882678
SRX5000485,0.4834810578,0.3300385603,0.3807298423
SRX5000486,-0.1608857726,0.3752071232,0.5917958579
SRX5000487,0.5609562394000001,0.47302243650000003,0.5170737542
SRX5000488,-0.37603304460000003,0.32512030670000003,0.3270566549
SRX5000489,0.0029851743000000003,0.6292252591,0.29859400950000003
SRX5000490,-0.3183209033,0.4101118013,0.4231736048
SRX5000491,-0.2594011693,0.0326627683,0.46268946920000004
SRX5000492,-0.6810844277,0.7169686398,0.1092882143
SRX5000493,-0.7805667867,0.4962825823,-0.1709551273
SRX5000494,-1.4777145321,0.5055963671,-0.1236654839
SRX5000495,-1.0571823957,0.5015636815,0.2443210787
SRX5000496,-0.7748297836,0.1805257827,0.2046474319
SRX5000497,0.0172988542,0.1163531794,0.0131317333
SRX5000498,-0.147254669,0.1811144915,0.0016198894000000001
SRX5000499,-0.933607006,0.45505383730000004,-0.068830864
SRX5000500,0.1299558148,-0.29746767080000003,-0.014751622800000001
SRX5000501,-0.0067660080000000004,0.1586107306,0.2993968877
SRX5000502,0.6966374023,0.787080946,0.2372887783
SRX5000503,-0.318082264,0.4434864249,0.2941459511
SRX5000504,-0.4177226463,-0.4006144535,-0.2101261882
SRX5000505,-0.0077126265,0.026597515300000003,-0.1270523133
SRX5000506,-0.4497843107,0.4500603917,-0.0790129266
SRX5000507,-0.1656870761,0.4308634096,0.5584079094000001
SRX5000508,0.2787713077,0.4081783346,0.0044322814
SRX5000509,-0.6860897645,-0.6559786044,-0.1535203644
SRX5000510,-0.12589470490000002,-0.1591289478,-0.1989277479
SRX5000511,0.14249797960000002,0.0603613568,-0.11060810300000001
SRX5000512,0.247323118,0.3627865004,0.1314688236
SRX5000513,-0.3732624345,0.2785061551,0.1838631336
SRX5000514,0.2957728063,0.7620938514000001,0.1477637272
SRX5000515,-0.4956863983,0.6505103494000001,0.3884039694
SRX5000516,0.5640063142,0.44319793560000004,0.3191821125
SRX4124772,-4.0642057153,-1.6775972313,0.7734956825
SRX4124773,-2.993317329,-1.9964874634,0.7219430089000001
SRX4124774,-0.540733201,0.1591914475,0.1790881402
SRX4124775,0.540733201,-0.1591914475,-0.1790881402
SRX5323946,-1.1052190015,-0.3321579819,0.12426001610000001
SRX5323947,1.1052190015,0.3321579819,-0.12426001610000001
SRX5323948,-2.1441512298,-0.22907823200000002,0.6018622403
SRX5323949,-0.6180600252,-0.1703964255,0.6799802673
SRX5323950,-3.4200148721,-0.7529399008000001,0.3707996442
SRX5323951,-3.233096726,-1.2853815603,0.46834393950000003
SRX5323952,-1.4820699162,-0.9006798839,0.1720929292
SRX5323953,-0.8910485760000001,-0.45736354160000003,0.11808093680000001
SRX5323954,-2.0698612448,-0.3159278274,0.3892559581
SRX5323955,-1.7701287443,-0.9608529964,0.2630490143
DRX093856,-0.17598052,-0.42877811790000003,0.1685579585
DRX093857,-9.9792385769,-1.4262642078,0.6340361556
DRX093858,-14.4311125883,-1.6098039011,0.5859364184
DRX093859,-5.5492907284,-1.4097192983,0.1388133504
DRX093860,0.1333602236,0.1924352313,0.1720571806
DRX093861,-0.49100834720000003,-0.17590431850000002,0.17014523580000002
DRX093862,-14.9816054817,-1.7162455976,0.4002211491
DRX093863,-15.8928547069,-1.3407959427,0.6187439533
DRX093864,-2.7935215264,-0.6011511813,-0.0231897728
DRX093865,-0.6308873274,-0.45330563560000003,0.1774231919
DRX093866,0.6669888671,0.6046824364,-0.3387031943
DRX093867,-15.116042563,-1.2546478566,0.6168372836
DRX093868,-15.0458384282,-1.6359696995,0.47221863690000004
DRX093869,-5.5182386789999995,-1.032868257,0.1866437766
DRX093870,-1.8018449195000001,-0.9534086773,0.5095188969000001
SRX6366242,1.6886019626,0.6555694859,0.1745111691
SRX6366243,0.865398273,1.044615096,0.1781953679
SRX6366244,16.706091998,2.6160022139,0.6569750524
SRX6366245,-1.0568386781,0.6534916321,0.1787996128
SRX6366246,-0.7589781529,0.6088177028,0.11778360900000001
SRX6366247,14.9288819622,2.0156226538,0.654130041
SRX6366248,-0.5916394836000001,-0.0122192189,0.13318347290000002
SRX6366249,0.214635916,-1.0580201989,0.0482401603
SRX6366250,2.8828720319,-0.0392939491,0.1520617836
SRX6366251,0.2507475299,-0.052176591700000004,0.022923051700000002
SRX6366252,0.333172972,0.10518192280000001,-0.012503975300000001
SRX6366253,-0.333172972,-0.10518192280000001,0.012503975300000001
SRX254739,-1.6976389365,-3.3419698681,-0.5360698087
SRX254740,-3.6182762967,-3.2940033511999998,-0.1752285714
SRX254741,-3.5017296057,-3.001418761,0.0422851349
SRX254742,-3.6067420866,-3.0609739072,-0.1848959024
SRX254743,-2.7149365343,-2.975808032,-0.11445331630000001
SRX254744,-3.3314139267,-3.2845738818,0.109365481
SRX254745,-6.1797922987,-2.9918809855,0.07952887700000001
SRX254746,-5.9895631929,-3.0657084278,-0.1709218388
SRX254747,-6.5780700765999995,-3.3755224752,0.1546433043
SRX254748,-5.1856945931,-3.1398903329,0.24525902700000002
SRX254749,-5.3607723803,-3.3543968646,-0.0468967645
SRX254750,-6.0571710088,-3.840026529,0.2451304448
SRX254751,-4.5571700587,-3.3291468533,0.3046829473
SRX254752,-3.7876612494,-3.0789153931,0.5800346571
SRX254753,-4.2967043527,-3.4132403092,0.41055047240000003
SRX254754,-2.1052580252,-2.435365426,0.3495013483
SRX254755,-2.8875168849,-2.8120568642,0.2135503367
SRX254756,-2.6260128652,-1.8461307194,0.27022110390000004
SRX254757,-3.730583687,-3.4801602757,-0.5960188213000001
SRX254758,-4.1885752601,-2.686175575,-0.5153006611000001
SRX254759,-4.7237840602,-1.7289797412999999,-0.7494009207
SRX254760,-5.6626441025,-3.1862845513,0.9373966127000001
SRX254761,-4.4339613239,-3.5585543652,0.524749906
SRX254762,-4.8215902652,-2.3140756915000003,0.5390292830000001
SRX254763,-3.1947319384,-2.8263230533,0.1927103994
SRX254764,-3.5704091104,-3.3156526768,-0.2721809743
SRX254765,-4.0390996181,-2.7118689313,0.0942445324
SRX254766,-4.3347209816,-2.9094683442,-0.5028454892
SRX254767,-4.4681346109,-3.5125778728,-0.7619765309000001
SRX254768,-3.9381502887,-3.8797448543,-0.7772664028
SRX254772,-3.6664460757,-1.5077589995,-0.1627574406
SRX254773,0.1922672759,-0.7124490234,0.1195934634
SRX254774,-1.7347039958,-1.0670531228,0.585866443
SRX254775,0.5665328258,0.20520035590000002,-0.2748920794
SRX254776,-1.9738121309,-1.6862543038000002,-0.023622468400000003
SRX254777,2.3206717871,2.1553741983,-0.0868330756
SRX254778,0.5282300817,0.3438574251,0.8093858327
SRX254779,-1.2434465223,-0.969221824,0.6000033542000001
SRX254780,-0.5357362111,-0.4216790856,0.9300053628
SRX254781,2.208550916,1.9472577,0.3147084383
SRX254782,1.4156308413,0.8357174613,0.8163029064
SRX254783,2.1567050483,2.0448151309,0.4865455977
SRX254784,2.5750672173,2.3361210448,-0.19694005890000002
SRX254785,1.8210414948,1.3131022159,0.5357216237
SRX254786,1.6506178816000001,1.150457268,0.471097539
SRX7136401,0.5131717554,-0.0640767986,-0.2306984564
SRX7136403,-0.018277981500000002,0.048771555,0.27096734170000003
SRX7136405,-0.1400519492,-0.5027334989,0.11141910790000001
SRX7136407,-4.3038286247,-1.6206567857,0.8818179069000001
SRX7136409,1.363782064,-0.16301717570000002,0.17360545200000002
SRX7136411,-0.4948937739,0.015305243500000001,-0.0402688853
SRX3754949,-0.3240373234,-0.2694344544,0.07876370120000001
SRX3754950,-0.2995101404,-0.2837505493,0.0458313293
SRX3754951,0.6235474637,0.5531850036,-0.1245950304
SRX3754952,-0.2512378518,-0.2582923844,0.07101942430000001
SRX3754953,-0.1318658919,-0.058718996700000005,0.029034705900000003
SRX3754954,0.6666716580000001,0.5360665432,-0.07063298700000001
SRX3754955,-3.0446747276,-0.8862882269000001,-0.4390160696
SRX3754956,-2.923928587,-0.4039750103,-0.5132100212
SRX3754957,-2.9074968518,-0.7826667699000001,-0.5274770167
SRX3754966,-0.7430846531,-0.3907048456,-0.0473843372
SRX3754967,-0.6901530687,-0.5492155782,-0.0589448946
SRX3754969,-0.5155551406000001,-0.5349478177,-0.1527826934
SRX1424798,-0.0923636208,0.0246835717,-0.1087062049
SRX1424799,0.0923636208,-0.0246835717,0.1087062049
SRX1424800,-0.08122541400000001,0.2560880303,-0.0279470508
SRX1424801,0.4993101824,0.0869402803,-0.0884184305
SRX1424802,-0.40475503290000003,1.1909944369,0.523433386
SRX1424803,0.2180149462,1.0552431532,0.3201135047
SRX1424804,-3.3104235027,0.5889373331000001,0.2712930537
SRX1424805,-7.1534059918,-0.7586599434,0.6900611251000001
SRX1424806,-0.9515731594,0.9407989040000001,0.7065502985000001
SRX1424807,-0.3291340256,1.0766333999,0.6768054222000001
SRX1424808,-1.8778511856,-0.4232416972,-0.1630534231
SRX1424809,-2.3278947026,-0.3958859283,-0.11977652670000001
SRX1424816,-0.0588570354,1.1245077238,0.1754536481
SRX1424817,-0.9851300712000001,1.1265965461,0.2047409573
SRX1424818,-4.082569981,-1.6999024246,0.6816640879
SRX1424819,-4.190885331,-1.6276116468000001,0.8185960482
SRX1424824,-6.11428177,-1.1358138596,0.7219122925
SRX1424825,-5.6935892438,-1.1348740809,0.7857176267
SRX1424826,-3.5856593033,-0.2738399784,1.6269512069
SRX1424827,-4.1275361385,-0.4083196226,1.7264439833
SRX1424828,-4.6721599748,-2.0701314963,1.3975523745
SRX1424829,-4.927363497,-2.1650791958,1.3710309417
SRX1424830,-4.6095857018,-1.71151539,1.4797326518
SRX1424831,-5.0644565825,-2.037949128,1.3890769
SRX1424834,-9.947271209,-2.4410118829,1.9067585004
SRX1424835,-10.2271653245,-1.7922134854,1.8625522063000002
SRX1424840,-11.9036247346,-2.3482328682,1.2300910035000001
SRX1424841,-11.294167614,-2.0618376619,1.064799884
SRX1424842,-11.7460128946,-2.6790074832,1.4783430668
SRX1424843,-11.8409129388,-3.0118316061,1.1249858676
SRX1424844,-14.4229612762,-0.8922843301000001,1.7596019351
SRX1424845,-14.5696919312,-1.405650436,1.6288132779
SRX1424846,-14.1235228455,-1.6632422132,0.9203576051000001
SRX1424847,-11.3504869764,-1.4657198129,1.2506586523
SRX5060277,-0.7744508159,0.2189162949,0.0336110383
SRX5060279,-5.5432136618,-1.7685713529,0.9670152922
SRX5060281,0.7744508159,-0.2189162949,-0.0336110383
SRX5060283,-5.8747806677,-2.3929988277,0.9802278685
SRX5936089,0.4991952727,0.1092608514,-0.0940147947
SRX5936090,-0.8347338079000001,-0.2342738755,-0.0729560592
SRX5936091,1.2603437003,0.4591276126,-0.0934380196
SRX5936092,-0.9248051652,-0.33411458850000003,0.2604088735
SRX5936093,2.246254466,-1.3322939619,0.0908191643
SRX5936094,4.9391975149,-0.4726621432,-0.122104848
SRX5936095,0.5526065325,-0.28972225630000004,-0.3236320149
SRX5936096,0.9178612562,-0.3694260024,-0.4089767167
SRX5936097,-2.5633701198,-0.31983311140000004,-0.0539025833
SRX5936098,-3.2728529796,-1.0416504525999999,-0.0313921183
SRX5936099,-3.5393272170000003,-1.2777028565,-0.0674881938
SRX5936100,-3.7064017873,-0.47599794440000004,-0.085607108
SRX5936101,-3.7948561887,-0.5074454657,0.0586922297
SRX5936102,-4.0726953365,-0.8189109543,0.0521020172
SRX5936103,-4.2080674598,-0.7662764654,0.2418407138
SRX5936104,-4.0504815855,-0.7161462819000001,0.40923488700000005
SRX5936105,-3.1693225793,-1.0049829529,0.3762321885
SRX5936106,-3.6797738882,-1.2112689391,0.3555008103
SRX5936107,-3.7940158237,-0.9938183365000001,0.5810940072
SRX5936108,-3.9260622201,-1.2816798895,0.4565764128
SRX5936109,-3.1304520239,-1.5824219924,0.589817838
SRX5936110,-3.0987393431,-1.3784261364,0.42368360180000003
SRX5936111,-2.6534474808,-1.5666670650999999,0.5569795390000001
SRX5936112,-2.7027839263,-1.5884381718,0.5860481001
SRX5936113,-2.2823736649,-1.432436884,0.5071308149
SRX5936114,-2.4281960658,-0.9908648259,0.5016930772
SRX5936115,-2.7259212218,-1.3776731176,0.3262912441
SRX5936116,-2.4133822805,-1.4475825563,0.31208012690000003
SRX5936118,-2.991026745,-1.0070570018,0.3098140365
SRX5936119,-2.2891660585,-1.4197760068,0.23363915670000002
SRX5936121,-2.3619849975,-1.7300511019,0.3060914771
SRX5936122,-2.6086368531,-1.3133587055,0.31465924160000003
SRX5936123,-2.4716471756000002,-1.3144754805,0.1192327809
SRX5936124,-2.3274349019000002,-1.2783426681,0.2439947486
SRX5936125,-1.9132081705,-1.6218630084,0.2904534649
SRX5936126,-2.0630278263,-1.4663625841,0.1328829768
SRX5936128,-2.3756645368,-1.0902365145,0.1476855704
SRX5936129,-1.727371859,-0.6787805618,0.2423709028
SRX5936130,-2.4973061875,-1.1259826435,-0.1110286986
SRX5936131,-2.4339867119,-0.9950492988,-0.015926561500000002
SRX5936132,-4.3512611073,-1.2348238164,0.315685362
SRX5936133,-3.8837504904999998,-0.9252816989,0.0477216236
SRX5936134,-2.1265132419,-0.6791945078,0.1446413353
SRX5936135,-2.4224013256,-0.8173640828000001,0.1319367871
SRX5936137,-2.285151853,-1.3014255125,0.0744684617
SRX5936138,-2.8327829184,-1.2723943997,0.1283015763
