,A,AraC,MhpR
acid_tale__acid_ale1_pH7__1,0.3339037349,-0.21473242750000002,-2.2056284505
acid_tale__acid_ale1_pH7__2,0.0832221966,-0.046265136500000005,-2.4548979635
acid_tale__acid_ale1_pH5__1,-0.0220440442,-0.7562723765,-3.2691140284999998
acid_tale__acid_ale1_pH5__2,0.36644515790000004,-0.5290717325000001,-3.7211537605
acid_tale__acid_ale2_pH7__1,0.3733804408,0.4083090895,-2.2344593305
acid_tale__acid_ale2_pH7__2,0.34173293800000004,0.2869548995,-2.1278173095
acid_tale__acid_ale2_pH5__1,-0.2664793958,0.0956797145,-1.8062239725
acid_tale__acid_ale2_pH5__2,-0.0900402535,0.5792596315,-2.8341142925
acid_tale__low_Mg_ale_pH7__1,0.4827432105,0.3871576245,-2.7433421765
acid_tale__low_Mg_ale_pH7__2,0.3212226057,0.0807853745,-2.7761753715
acid_tale__low_Mg_ale_pH5__1,0.5440157377,0.5160650385000001,-1.2138120105
acid_tale__low_Mg_ale_pH5__2,0.028359334700000002,0.30747470450000003,-1.1170831855
acid_tale__MES_ale_pH7__1,-0.10946775580000001,0.0160673695,-1.9364191615
acid_tale__MES_ale_pH7__2,-0.0133837949,0.2308145365,-2.2586815365
acid_tale__MES_ale_pH5__1,-0.0175448923,-0.1862218115,-0.7646897355000001
acid_tale__MES_ale_pH5__2,0.7839421465,0.2969244165,-2.2762228325000002
acid_tale__gmos_pH7__1,0.34802160870000004,0.0801376355,-2.0108193515
acid_tale__gmos_pH7__2,-0.4221902079,0.08188756750000001,-2.2393158465
acid_tale__gmos_pH5__1,0.5290996146,0.2746256785,-1.2950330765
acid_tale__gmos_pH5__2,0.6804583681,0.20164503450000001,-1.3914539774999999
adnB__wt_adn__1,1.9085567172000002,-0.1549049365,-0.3836322095
adnB__wt_adn__2,1.2265151768,-0.0329098985,-1.4005775705
adnB__delydhB_adn__1,2.2623605021,0.2381707435,-0.4135003125
adnB__delydhB_adn__2,1.5026987289,0.1418347435,-0.1542257765
ytf2__wt_glc__1,1.70231755,0.1393658065,-0.08057858650000001
ytf2__wt_glc__2,1.2743423887,-0.020321415500000002,-0.4182384525
ytf2__ybcM_glc__1,0.8091896298,0.5876047615000001,-1.7687773395000002
ytf2__ybcM_glc__2,1.0339686454,0.7043515515000001,-1.9617919995
ytf2__ydhB_glc__1,1.7931234501,0.2767216945,-0.6156647565000001
ytf2__ydhB_glc__2,1.254708066,0.1934285185,-0.46507947250000004
ytf2__yfeC_glc__1,1.1823880366,-0.0147550135,-0.4642912115
ytf2__yfeC_glc__2,0.8300199766,0.0642561665,-0.5265209275
ytf2__yciT_glc__1,1.4133790039,0.20130959650000002,-0.3646326925
ytf2__yciT_glc__2,1.127887864,0.2458636845,-0.49649774950000003
ytf2__ydiZ_glc__1,1.0183622535,0.21934601750000002,-0.7078199875000001
ytf2__ydiZ_glc__2,1.2505997051,0.23641227350000002,-0.5566216945
ytf2__ynfL_glc__1,1.5883637527,0.14866266150000002,-0.2920157345
ytf2__ynfL_glc__2,1.5110367342000002,0.3293455495,-0.0891827015
misc2__dellon_glc__1,10.2861617186,0.35136866850000004,-2.1068271415
misc2__dellon_glc__2,11.191000887,0.5420208395,-2.2483325435
ytf3__wt_glc2__1,1.5285920273,0.3439991555,-0.4483803095
ytf3__wt_glc2__2,1.6206588987,0.2771934015,-0.3923389845
ytf3__wt_pH7_lactate__1,1.0588422389,0.2914345215,-0.6349313385
ytf3__wt_pH7_lactate__2,1.5911213370000001,0.2346026765,-0.5204701275
ytf3__wt_pH55_lactate__1,1.3512425521,0.1962615655,-1.0586199495
ytf3__wt_pH55_lactate__2,1.2923398664999999,0.024343754500000002,-0.44624833550000004
ytf3__wt_pH55_HCl__1,1.3928484233,0.0044474675,-0.4359115995
ytf3__wt_pH55_HCl__2,1.3744376946,0.0406260995,-0.4359156635
ytf3__dyieP_pH7__1,1.6181398857,0.21377039150000002,-0.3511048565
ytf3__dyieP_pH7__2,1.5939449313,0.1947096935,-0.4748478425
ytf3__dyieP_pH55__1,1.2426307179,0.1925036085,-0.7331161785
ytf3__dyieP_pH55__2,1.3516666437,0.1510119125,-0.6275714725
