,A,Crp,Fur
ecoli_00415,-1.939372456,0.164713793,-0.087079134
ecoli_00416,-2.0690946155,0.075804102,-0.20283691
ecoli_00417,-0.1539049927,-0.056768665,0.14373343400000002
ecoli_00418,0.2553222106,-0.10699186200000001,0.095388789
ecoli_00419,-1.5156490047,-0.007091699000000001,-0.09880672
ecoli_00420,-1.9369801876000001,-0.044047578000000004,-0.045193267
ecoli_00421,-2.2341528105,0.07381628,-0.23776727700000003
ecoli_00422,-2.0891367058,0.140506256,-0.146529699
ecoli_00423,-0.2621422218,0.119931675,0.253545684
ecoli_00424,-0.0977983879,0.10594186400000001,0.10742565400000001
ecoli_00425,-0.7063838170000001,0.057352916000000004,0.08920444400000001
ecoli_00426,-0.7240139377,0.174084083,0.138341014
ecoli_00427,-1.1279793147000001,-0.07088768,0.012815261000000001
ecoli_00428,-1.1227060846,0.028525377,0.147274854
ecoli_00429,-1.4331453748,0.032825572000000004,0.09094152
ecoli_00430,-1.7574360784,0.037217243000000004,0.155940924
ecoli_00431,-2.2509979713,0.286125693,0.072458165
ecoli_00432,-1.888932945,0.30561196300000004,-0.24131990600000003
ecoli_00433,-1.6579486032,-0.027297961000000003,-0.017124449
ecoli_00434,-1.7733000089000002,-0.086313521,-0.162821396
ecoli_00435,0.0210680478,0.23749544300000003,0.089778812
ecoli_00436,-0.1720829542,0.42203483300000005,0.10566393900000001
ecoli_00437,-1.4598350332,0.06875389400000001,-0.143344925
ecoli_00438,-1.2645776181000001,0.12083432100000001,-0.068701471
ecoli_00439,-2.6570240653,-0.035753444,-0.27796982
ecoli_00440,-1.7167530199,0.110043497,-0.064735558
ecoli_00441,-0.9837519187,0.129309161,-0.01046308
ecoli_00442,-0.1509055446,0.251086443,0.008885199
ecoli_00443,-2.0726416756,-0.022647861000000002,-0.075124153
ecoli_00444,-1.9075705998,-0.007290675000000001,-0.12333779600000001
ecoli_00445,-3.587710704,0.039920518,-0.17354054
ecoli_00446,-3.8366511531,0.206041613,0.046261383
ecoli_00447,0.3076704938,0.426042593,1.432767734
ecoli_00448,-0.8950068704,0.345369843,1.327126014
ecoli_00449,-0.6412668668,0.413744223,-0.09758593
ecoli_00450,-0.0053032176,0.374689043,-0.5230267670000001
ecoli_00451,-0.9177177472,0.208151253,-0.49082750500000005
ecoli_00452,-0.9660002551,0.291227723,-0.460418209
ecoli_00453,-1.2020753885,0.35863981300000003,-0.613417593
ecoli_00454,-0.9506510644,0.29102474300000003,-0.3972825
ecoli_00455,-2.8503023148,0.372321163,0.052201528000000004
ecoli_00456,-2.9579919906,0.554500683,-0.055920906000000006
ecoli_00457,-3.1732943949,0.729717593,-0.041181683000000004
ecoli_00458,-3.1950359898,0.8032040530000001,-0.12154166100000001
ecoli_00459,-3.5572970555,0.699493633,-0.007867929000000001
ecoli_00460,-3.8052891322,0.8078232030000001,-0.05216702
ecoli_00461,-0.083787688,0.7253874130000001,-1.245083621
ecoli_00462,-0.1863837644,0.8432000030000001,-1.350485216
ecoli_00463,0.043889247900000004,0.45295403300000003,-0.814860103
ecoli_00464,-0.3551228694,0.513648663,-0.7823763330000001
ecoli_00465,-2.0477528116,-1.00432669,-0.6663184790000001
ecoli_00466,-2.4111350712,-1.132510871,-0.651533959
ecoli_00467,-2.4547386957,0.905930643,-0.366630098
ecoli_00468,-2.2789372594,0.882795573,-0.344256439
ecoli_00469,-2.6880929776,-1.207481932,-0.6816157810000001
ecoli_00470,-2.5163764652,-1.260247428,-0.69156172
ecoli_00471,-0.7083382408000001,1.209290043,-1.23702498
ecoli_00472,-0.794402704,1.196778413,-1.349373784
ecoli_00473,-0.368391248,0.560846033,-0.573114735
ecoli_00474,-1.0547335193,0.640789563,-0.708348341
ecoli_00475,-0.558959505,1.046254113,-0.065862853
ecoli_00476,-0.45163524060000004,1.048489943,-0.034393815
ecoli_00477,-1.0003997482,0.995224693,-0.45377797400000003
ecoli_00478,-0.7721954593,1.040602243,-0.501241542
ecoli_00479,0.5265437693,0.088105161,0.060184422
ecoli_00480,0.1808343229,0.12273579200000001,0.006391025000000001
ecoli_00481,1.0642419225,0.04519701,0.095301733
ecoli_00482,0.974510603,-0.003365355,0.103461467
ecoli_00483,0.4141335747,0.731063943,-0.18140123600000002
ecoli_00484,-0.061021786,0.757859213,-0.203603573
ecoli_00485,3.8168506535,-0.51730162,-0.552461412
ecoli_00486,3.7703722585,-0.48681598000000004,-0.581137733
ecoli_00487,0.8360814546,0.858421713,-0.913178605
ecoli_00488,-0.0428270207,0.9214160130000001,-0.932499563
ecoli_00489,-0.3904274645,0.6655188230000001,-0.529956757
ecoli_00490,-0.5032111782,0.700550933,-0.633498792
ecoli_00491,-0.3353368684,0.536767573,-0.335257425
ecoli_00492,-0.3985434309,0.5696375730000001,-0.23344250700000002
ecoli_00493,-0.8131808922,0.833890483,-0.005167849
ecoli_00494,-0.5595356397,0.8158754130000001,-0.018574909
ecoli_00495,-2.7119428459,-0.04219238,-0.361815714
ecoli_00496,-2.6526898059,-0.041591509000000006,-0.236114876
ecoli_00497,-2.1095738833,-1.18682151,-0.48064303300000005
ecoli_00498,-2.541127039,-1.187464975,-0.5686194440000001
ecoli_00499,0.6831090879,-0.09970663,0.121507844
ecoli_00500,0.6324248904,-0.12142913200000001,0.14501777400000002
ecoli_00501,2.0198914864,0.733850203,-0.258288247
ecoli_00502,2.2448333792,0.730520613,-0.37257798400000003
ecoli_00503,0.1410727751,0.575463063,-0.834398378
ecoli_00504,-0.2366450101,0.539484413,-0.7855163810000001
ecoli_00505,0.0040334735,0.9893765630000001,-0.26154359
ecoli_00506,0.2329947524,1.092255943,-0.243066523
ecoli_00507,-1.5352479406000001,0.649175273,0.013818239000000001
ecoli_00508,-2.0171894476,0.406217943,-0.039925948
ecoli_00509,-1.8949799577,0.574315623,0.05750663
ecoli_00510,-2.3174511439,0.6016396030000001,-0.046855281000000006
ecoli_00511,2.0111288048,-0.395497808,-0.469785799
ecoli_00512,2.0553295785,-0.420119436,-0.413686785
ecoli_00513,-2.396407364,-1.287916309,-0.518144263
ecoli_00514,-2.8250446983,-1.163147485,-0.445709895
ecoli_00515,-0.19302813370000002,0.665530193,-0.053247389000000006
ecoli_00516,0.1275443486,0.6831118230000001,-0.087615729
ecoli_00517,2.0119301555,0.040594261,0.401807654
ecoli_00518,0.060478843600000005,0.219280403,0.125627354
ecoli_00519,-2.4651776784,1.110700303,1.3876980140000001
ecoli_00520,-0.5657117905,0.843117993,1.278740684
ecoli_00521,-0.842081564,0.9049245530000001,1.513377684
ecoli_00522,-0.45362397470000004,1.048487963,1.559639494
ecoli_00523,-1.025355924,0.7018120830000001,1.658656264
ecoli_00524,1.7319769268,0.40668794300000005,-0.49779236600000004
ecoli_00525,1.6942129505999999,0.36532405300000004,-0.5533927390000001
ecoli_00526,1.9700165498,0.389190503,-0.47000099900000003
ecoli_00527,1.7756359487000002,0.43728822300000003,-0.5496367
ecoli_00528,-0.0967975021,-0.610562742,1.774699014
ecoli_00529,0.1339069647,-0.773419076,1.510807754
ecoli_00530,-0.9842873390000001,0.051653856000000005,1.304234764
ecoli_00531,-0.2594595096,-0.9425002680000001,1.5255562440000001
ecoli_00532,-2.9994773999,0.7026568830000001,-0.027443648
ecoli_00533,-3.7785697836,0.947477173,-0.07638299999999999
ecoli_00534,-3.1057807925,0.7939082030000001,-0.046862577
ecoli_00535,-3.6183672534999998,1.056964733,-0.08382650700000001
ecoli_00536,0.11480562450000001,-0.24247490100000002,1.425757194
ecoli_00537,-0.3480389464,-0.20438087800000002,1.4093911540000001
ecoli_00538,0.1875585086,0.088597729,1.784444294
ecoli_00539,-0.2735520884,0.14973729300000002,1.574552684
ecoli_00540,-0.2067970559,-0.7757600000000001,-0.245162283
ecoli_00541,-0.3946470258,-0.573824628,-0.19390912500000002
ecoli_00542,0.4345042409,-0.910153037,1.159882014
ecoli_00543,0.0872374394,-0.9544832510000001,1.048718204
ecoli_00544,-0.3880810061,-0.588176502,0.971261294
ecoli_00545,0.3777813622,-0.8824148350000001,1.134055134
ecoli_00546,-2.4596765584,0.767703793,0.20349866400000002
ecoli_00547,-2.3816549125,0.727341753,0.202263404
ecoli_00548,-2.6213197476,0.616797033,1.001747104
ecoli_00549,-2.6329441872,0.8796841830000001,1.028850474
ecoli_00550,-3.0974283278,0.9722065830000001,0.937660114
ecoli_00551,-3.337048935,1.096863553,1.073386054
ecoli_00552,-1.2059934493,0.40261139300000004,-0.141816946
ecoli_00553,-0.3970419518,0.201186783,-0.047401787
ecoli_00554,-2.4401228926,0.613315693,0.9412864040000001
ecoli_00555,-2.5079499386,0.806008833,1.098174454
ecoli_00556,-2.1924833254,1.099164733,1.182212964
ecoli_00557,-2.5493442071,1.124829123,1.178400974
ecoli_00558,-0.5804791232000001,-0.037079376000000004,-0.5885651820000001
ecoli_00559,-0.9986140132,-0.11367244900000001,-0.5406500940000001
ecoli_00560,-2.5093847728,0.407816973,1.125948574
ecoli_00561,-2.1125610615,0.321498873,1.118596324
ecoli_00562,-0.9280321541000001,0.963881143,1.680823884
ecoli_00563,-0.013258929800000001,1.226371643,1.8064822440000001
ecoli_00564,-1.3970054593,0.654686623,0.693114914
ecoli_00565,-1.6785768644,0.625724853,0.616950144
ecoli_00566,-1.1488361612,1.494979073,0.41027197400000004
ecoli_00567,-1.4806534429,1.442336843,0.42952914400000003
ecoli_00568,0.140314184,0.607936503,-0.042683125
ecoli_00569,-0.2796521154,0.622877623,0.0029654430000000003
ecoli_00570,0.589397857,0.496195963,1.276738804
ecoli_00571,0.6492390652000001,0.602191523,1.2784273640000001
ecoli_00572,2.0216510552,0.625901413,1.819783154
ecoli_00573,1.2878590094,1.045357503,1.637198334
ecoli_00574,-1.2155687198,1.6003325529999999,0.237791194
ecoli_00575,-1.6917825976,1.598090103,0.079952694
ecoli_00576,-2.0606220487,0.982030343,0.5704418640000001
ecoli_00577,-2.5888602228,1.277154773,0.706180714
ecoli_00578,-2.0338851103,1.232406513,0.702163654
ecoli_00579,-2.6568250572,0.6953416530000001,0.050090576000000005
ecoli_00580,-2.630217618,1.004531303,0.989095684
ecoli_00581,-2.6753973636,0.830057743,0.8111302340000001
ecoli_00582,-1.7440329169000002,0.46653734300000005,0.903087174
ecoli_00583,-1.7397459427,0.224964563,0.7157867640000001
ecoli_00584,-0.7094053768,1.323272493,0.47698140400000005
ecoli_00585,-0.6498634824,1.432955703,0.483351534
ecoli_00586,-0.8320478579,0.225153443,0.05738523500000001
ecoli_00587,-0.6882088583,0.48006017300000003,-0.026760068
ecoli_00588,0.44788813050000004,0.43674846300000003,1.693704034
ecoli_00589,0.47537369760000003,0.46680216300000005,1.654546984
ecoli_00590,0.6058478221,0.390658013,1.879057274
ecoli_00591,0.5469318182,0.545242793,1.866574344
ecoli_00592,-2.1119927844,0.982287223,-0.13377823900000002
ecoli_00593,-2.1682866461,0.887445543,0.007349499999999999
ecoli_00594,-2.253274495,0.5704754430000001,0.8615864040000001
ecoli_00595,-1.7600533515999999,0.592155203,0.715433934
ecoli_00596,-1.3152385533,0.307201803,0.35834476400000004
ecoli_00597,-0.7982559683,0.42239436300000005,0.44756619400000003
ecoli_00598,-0.5619054205,0.6522730330000001,-0.337140027
ecoli_00599,-0.1665208732,0.25258847300000004,-0.547653399
ecoli_00600,0.1387883419,-0.387833971,-0.46991095200000005
ecoli_00601,-0.41279824860000003,-0.184451325,-0.040143607000000005
ecoli_00602,0.6810303717,0.006036631000000001,1.5310372939999999
ecoli_00603,-0.7787778117,0.018638846,1.4407807240000001
ecoli_00604,1.4888407176,0.231216303,1.7846843840000002
ecoli_00605,0.504037446,-0.144563632,1.686370604
ecoli_00606,-0.3891540644,0.079864026,0.281537464
ecoli_00607,-2.1683134713,0.7592634930000001,0.09944322300000001
ecoli_00608,-0.8146274375,0.17330999300000002,1.453118734
ecoli_00609,-2.3105083539,0.429255013,1.544187114
ecoli_00610,-1.9818908791,0.557660793,1.674739734
ecoli_00611,-1.7819076271,0.305956793,1.335116374
ecoli_00612,-2.0468759272,0.860010453,0.294508924
ecoli_00613,-2.5625333588,0.9657211630000001,0.335660724
ecoli_00614,-1.8780648638000002,0.8571940530000001,1.621135644
ecoli_00615,-2.2475211852,0.8164901330000001,2.368320364
ecoli_00616,-1.8090995367,1.026877023,1.805403134
ecoli_00617,-1.9919093262,0.8530044830000001,1.597074254
ecoli_00618,0.5419207297,0.329227253,0.129892414
ecoli_00619,0.8104160103,0.307710333,0.060976012
ecoli_00620,-0.2792852896,1.452259763,1.668184164
ecoli_00621,-0.1733496478,1.438498573,1.7006227740000002
ecoli_00622,-0.5342148943,0.39244801300000004,-0.035798878
ecoli_00623,-0.15825966190000001,0.38625268300000004,0.041792311000000006
ecoli_00624,1.8400253858000002,0.406975843,-0.163149657
ecoli_00625,2.0898323019,0.42339976300000004,-0.27734192500000004
ecoli_00626,0.5013061538,0.19224848300000003,0.058354638
ecoli_00627,0.615127046,0.130605479,-0.009908611000000001
ecoli_00628,2.0566057012,0.529755863,-0.158456845
ecoli_00629,2.1494190964,0.603931893,-0.27947388900000003
ecoli_00630,2.7404829487,0.502758963,0.14071777400000002
ecoli_00631,2.8016810621,0.5975511530000001,0.200142324
ecoli_00632,3.2329972664,0.44156927300000004,0.14484745400000001
ecoli_00633,3.251449195,0.593116823,0.0880623
ecoli_00634,3.7187743791,0.526768513,0.18158543400000002
ecoli_00635,3.5956023052,0.43985790300000005,0.149048664
ecoli_00636,1.2042218493,0.525016043,0.144830034
ecoli_00637,1.9636132365,0.7535511330000001,0.364614494
ecoli_00638,0.0550579178,0.324298403,-0.002473982
ecoli_00639,0.0769515127,0.324672993,0.040498484
ecoli_00640,1.9851258612,0.44124815300000003,-0.283366799
ecoli_00641,1.7026778002,0.327799773,-0.45757158600000003
ecoli_00642,2.9003183958000003,0.45389948300000005,0.18189175400000002
ecoli_00643,3.5703563956,0.769870103,0.43416108400000003
ecoli_00644,0.7996179338,0.319938133,0.139192814
ecoli_00645,0.9149522870000001,0.31512674300000004,0.071387515
ecoli_00646,0.6439298954,0.310797363,-0.000111402
ecoli_00647,1.1089548678,0.447846893,0.11565510400000001
ecoli_00648,0.8832472421,0.307534513,0.068693223
ecoli_00649,0.6469161659,0.222644383,-0.048998784000000004
ecoli_00650,1.6963345813,0.341263333,0.08867656
ecoli_00651,1.0243962072,0.27857460300000003,0.008636942
ecoli_00652,-0.4875802201,0.729185823,-0.01591775
ecoli_00653,0.14904203430000001,0.851554463,0.37346511400000004
ecoli_00654,1.0231132364,0.358384973,-0.031576817
ecoli_00655,1.9760904714,0.436830013,-0.15793531700000002
ecoli_00656,-0.24246449720000002,0.303904393,0.045643905000000005
ecoli_00657,-0.2817153506,0.315796993,0.049789560000000004
ecoli_00658,0.9749603709,0.05462642,0.094663278
ecoli_00659,1.4778986671,0.23617991300000002,0.062758776
ecoli_00660,3.4460101239,0.708976563,0.058767617
ecoli_00661,3.9663378461,0.661218473,-0.084913083
ecoli_00662,0.6241065373,0.188410083,0.061618689000000004
ecoli_00663,0.3662551047,0.048706611000000004,-0.124576609
ecoli_00664,3.0252979037,0.450496543,-0.520813089
ecoli_00665,3.1184103121,0.38589769300000004,-0.48425736100000005
ecoli_00666,2.5368676901000002,0.383639033,0.034146833
ecoli_00667,3.7864128897000002,0.653379393,0.08995188700000001
ecoli_00668,2.9627740979,0.507616873,0.01632935
ecoli_00669,2.2466138043,0.580596903,0.16868771400000002
ecoli_00670,2.3810088034,0.525567793,0.22200064400000002
ecoli_00671,2.7681880925,0.541530923,0.25149593400000003
ecoli_00672,0.7889912497,-0.3459771,-0.377358744
ecoli_00673,3.3569072348,0.026489270000000002,0.07337225900000001
ecoli_00674,-0.6945458367,-0.10757295,-0.118642355
ecoli_00675,-0.5817682258,-0.092380891,-0.030626512
ecoli_00676,0.8511180694,0.31963151300000003,0.079373179
ecoli_00677,0.7855630703,0.29391968300000004,0.057242457000000004
ecoli_00678,2.0847103359,0.686319663,0.251023844
ecoli_00679,1.9915202493000002,0.6933763230000001,0.263231914
ecoli_00680,0.009306425200000001,-0.030107003,-0.07501706300000001
ecoli_00681,0.2645725156,0.15281107300000002,-0.034025836000000004
ecoli_00682,2.736969017,0.448557103,0.051425928
ecoli_00683,3.0631731813,0.464314863,0.15329183400000002
ecoli_00684,1.2475006260000001,0.296624173,-0.055657298
ecoli_00685,1.5754003327000001,0.38201686300000004,-0.24574647
ecoli_00686,0.0550903925,-0.100263604,-0.083229101
ecoli_00687,0.867925508,0.082263955,-0.24349019200000002
ecoli_00688,-0.1154268447,0.068137152,0.06930343600000001
ecoli_00689,-0.0571110861,0.008882816,0.015586778
ecoli_00690,-1.3087775526,0.452268993,0.257452724
ecoli_00691,-1.4514343794,0.516558493,0.24135065400000003
ecoli_00692,-0.9396852166,0.670868723,0.212139194
ecoli_00693,-0.6312610746,0.6748039730000001,-0.275403287
ecoli_00694,1.0856835249,0.764061093,-0.105838812
ecoli_00695,0.8433776260000001,0.521421413,-0.246326027
ecoli_00696,0.3031914543,0.8270174130000001,0.168006034
ecoli_00697,-0.590847667,0.6395325230000001,0.24923430400000002
ecoli_00698,1.3296699083,0.16358693300000002,-0.064114975
ecoli_00699,1.0311089644,0.07451194300000001,-0.23508935700000003
ecoli_00700,-0.0453383459,0.087983618,-0.028555495
ecoli_00701,0.5781351589,0.171146073,0.07096231700000001
ecoli_00702,0.1218356642,0.30755714300000003,0.071688082
ecoli_00703,0.15505426960000002,0.43504015300000004,0.16072165400000002
ecoli_00704,-0.5412627565,0.333583893,0.008301893000000001
ecoli_00705,0.0071019397000000005,0.403870763,0.12406876400000001
ecoli_00706,1.3061894568,0.157244413,0.017851912
ecoli_00707,0.8176147816,0.06503750800000001,-0.07151486800000001
ecoli_00708,-0.1954901104,0.18900217300000002,0.005199265000000001
ecoli_00709,1.0150084858,0.430522603,0.19896418400000002
ecoli_00710,1.0303077551,0.20759201300000002,-0.013570790000000001
ecoli_00711,1.5533350648000002,0.325140303,-0.11164114
ecoli_00712,-0.3445874845,0.423739103,-0.012532585
ecoli_00713,-0.1946228744,0.44374538300000005,0.055950295000000004
ecoli_00714,1.5358159366000002,0.547181673,-0.053680882000000006
ecoli_00715,1.5928520459,0.433431683,-0.077256639
ecoli_00716,0.9315740521,0.10431546100000001,-0.371823726
ecoli_00717,0.5337108406000001,0.212229043,-0.5521793420000001
ecoli_00718,0.5857750582,0.14875797300000002,-0.568148938
ecoli_00719,1.0921359534,0.21173196300000002,-0.639051359
ecoli_00720,0.8749426186,0.24320085300000002,-0.56288068
ecoli_00721,1.1784374574,0.21966280300000002,-0.524926146
ecoli_00722,0.9642644028,0.6099491930000001,-0.10284689999999999
ecoli_00723,0.4367897631,0.5151660730000001,-0.305919261
ecoli_00724,-0.0671272025,0.087196909,0.132558794
ecoli_00725,1.9183068772,0.47036157300000003,0.0025306670000000003
ecoli_00727,2.2878226538,0.645027843,0.10572357800000001
ecoli_00728,0.1286633928,0.257702043,-0.214173206
ecoli_00729,0.4711292926,0.527121343,-0.299449578
ecoli_00730,0.1145947226,0.02567041,-0.061090214000000004
ecoli_00731,0.061174452100000005,0.149264913,-0.378044871
ecoli_00732,0.0698800035,0.23104943300000003,-0.279110476
ecoli_00733,-0.0603827321,0.264446703,-0.420225646
ecoli_00734,-0.19144502670000002,0.491011093,-0.6125818670000001
ecoli_00735,-0.35873746440000004,0.40659345300000005,-0.300412395
ecoli_00736,0.1083908003,0.629358233,-0.250632491
ecoli_00737,-0.3495048054,0.41980537300000004,-0.343321407
ecoli_00738,0.1222692266,0.725253033,-0.333974388
ecoli_00739,0.1932055152,0.29002768300000004,-0.260451838
ecoli_00740,0.5545378995,0.6440838830000001,-0.41586405600000004
ecoli_00741,-4.6650733396,0.8479485130000001,-0.6433207240000001
ecoli_00742,-2.6718106726,0.829896053,0.084998298
ecoli_00743,0.2284009424,0.544071473,-0.381638586
ecoli_00744,0.691466122,0.5592394930000001,-0.460329158
ecoli_00745,0.7333844393000001,0.47991167300000004,-0.48321387400000004
ecoli_00746,0.3652885879,0.556417913,-0.45567526
ecoli_00747,0.863083421,0.493899293,-0.533479822
ecoli_00748,0.6058490403,0.485328093,-0.6151827350000001
ecoli_00749,-3.7364856268,0.464496883,-0.562097885
ecoli_00750,-2.9797132362000003,0.649161093,-0.646987608
ecoli_00751,-1.1153732802,0.32947587300000003,-0.271789815
ecoli_00752,-0.5750771640000001,0.296778353,-0.208246591
ecoli_00753,0.2035498184,0.201890953,-0.5557723990000001
ecoli_00754,0.4843628063,0.275129713,-0.6757595470000001
ecoli_00755,-0.073563772,-0.445342181,-0.283183258
ecoli_00756,-0.3794327946,-0.14552193800000002,-0.38125832400000004
ecoli_00757,1.3448943957,0.420678743,-0.488265066
ecoli_00758,0.9480443535,0.387503033,-0.41114895
ecoli_00759,-2.7100652253,0.515541103,-0.791767835
ecoli_00760,-4.8022146605,0.419079603,-0.8427471940000001
ecoli_00761,-0.4557391209,0.113228532,-0.634058789
ecoli_00762,0.1975909811,0.145492598,-0.635977523
ecoli_00763,0.38262077310000003,0.057324061,-0.676355629
ecoli_00764,-0.1017069979,0.051602317,-0.655700791
ecoli_00765,-0.1539282058,0.047017895000000004,-0.656403485
ecoli_00766,-0.6223180632,0.07806117700000001,-0.6174697760000001
ecoli_00767,1.272426282,0.554945433,-0.7634563160000001
ecoli_00768,0.47241843850000004,0.648474443,-0.411024131
ecoli_00769,0.2337378075,0.5753141230000001,-0.143944694
ecoli_00770,0.29504318700000004,0.5862271530000001,-0.077425748
ecoli_00771,-0.29886713460000003,0.693161793,-0.10040037700000001
ecoli_00772,-0.524831429,0.48257620300000004,-0.23532348
ecoli_00773,-0.315924778,0.44486670300000003,-0.189367914
ecoli_00774,-0.6317949972,0.424267453,-0.21418625100000002
ecoli_00775,-0.3922897125,0.227203863,-0.38001375
ecoli_00776,-0.3236529676,0.196128253,-0.42840433
ecoli_00777,1.1169673881,0.152688973,0.095195264
ecoli_00778,1.4148501574,0.12606668000000001,0.010431087
ecoli_00779,0.4690049223,0.7941495230000001,0.26173472400000003
ecoli_00780,-0.7551293454,0.815270033,0.227833624
ecoli_00781,1.2754891743,0.338840073,-0.104586548
ecoli_00782,1.3459965929,0.323054463,-0.097139473
ecoli_00783,0.7231293667,0.432644723,0.079555597
ecoli_00784,0.9563206736000001,0.485480993,-0.230057162
ecoli_00785,0.3797396229,0.300746703,2.103953994
ecoli_00786,0.6701330698,0.34624546300000003,1.977441254
ecoli_00787,-0.1288876579,0.608588733,2.690967164
ecoli_00788,0.1440515343,0.557231563,2.481881794
ecoli_00789,1.1273109799,0.430531873,0.06805043300000001
ecoli_00790,0.43339807500000005,0.47473322300000004,0.084464337
ecoli_00791,-0.0058740722,0.475017483,0.404279194
ecoli_00792,-0.9760825875,0.709374983,0.41562234400000003
ecoli_00793,0.7801330630000001,0.42960406300000004,-0.044456977
ecoli_00794,0.9006293518,0.444629313,0.021922803
ecoli_00795,0.1720193575,0.650228023,0.406346794
ecoli_00796,-0.5508280593,0.7174304530000001,0.49999337400000005
ecoli_00797,-0.5785964007000001,-0.41595584700000005,1.546720134
ecoli_00798,-2.6403728758,0.229595813,1.088136974
ecoli_00799,-2.0936732234,-0.53031891,1.924316284
ecoli_00800,-1.3151404031,-0.264506101,1.2544688640000001
ecoli_00818,4.1221100555,0.207994233,-0.021341458
ecoli_00819,3.973710358,0.253845453,0.003013406
ecoli_00820,4.0298869602,0.49687887300000005,-0.5023499650000001
ecoli_00821,3.7777682284000003,0.5496294230000001,-0.516326841
ecoli_00822,2.8134826251,0.326151603,-0.298945764
ecoli_00823,2.7677878842,0.395503043,-0.283708519
ecoli_00824,2.773124437,0.20829614300000002,-0.30425652000000003
ecoli_00825,2.9256399341,0.37606821300000004,-0.289030999
ecoli_00826,3.3214751487,0.459934233,-0.029635251
ecoli_00827,3.3246290161,0.517486403,-0.047432096
ecoli_00828,4.2828355549,0.28184425300000004,-0.049834085
ecoli_00829,3.8636969947,0.281401713,-0.055703914
ecoli_00830,4.0900563671,0.510756223,-0.015763256
ecoli_00831,4.0248341915,0.523190413,-0.029652389
ecoli_00832,2.0491084211,0.48724811300000004,-0.745097667
ecoli_00833,1.9172055174,0.21544195300000002,-1.432211477
ecoli_00834,0.6198752614,0.456262873,-0.18734107500000002
ecoli_00835,0.771759492,0.5116651830000001,-0.199488085
ecoli_00836,0.2019431193,0.560872303,-0.12586512800000002
ecoli_00837,-0.4022604379,0.553273863,-0.195748157
ecoli_00838,0.4914262868,0.778064203,-0.07427558000000001
ecoli_00839,0.4981026244,0.7423117130000001,-0.117420354
ecoli_00840,0.5889690710000001,0.615049543,-0.16791149800000002
ecoli_00841,0.28836315560000003,0.6014201330000001,-0.181749304
ecoli_00842,0.0673604387,0.47916943300000003,-0.20686902100000001
ecoli_00843,0.2292935345,0.424966693,-0.23703237
ecoli_00844,0.1152783525,0.439007113,0.182816214
ecoli_00845,0.1650508591,0.623551333,-0.17288101
