,A,Crp,Fur
SRX2391458,0.058724389700000004,0.0383571309,0.2165533086
SRX2391459,0.1341419336,0.0360981407,0.1687751177
SRX2391460,-0.15421857790000001,0.0112518975,0.1222283651
SRX2391461,-0.018002250600000002,0.0065400067,-0.0269889912
SRX2391462,-0.018894811600000002,0.0613117897,0.17495970360000002
SRX2391463,-0.30665058240000004,0.0752505852,0.0993374357
SRX2391464,-0.6499510878,0.0646232551,0.1582959447
SRX2391465,-0.6218463672,0.0745769649,0.1678443773
SRX2391466,-0.5158681953,0.0132959954,0.0527811919
SRX2391467,-0.0818207744,0.0309166155,0.018146145500000002
SRX2391468,-0.1010223509,0.050854043200000004,0.00389881
SRX2391469,0.11261189690000001,0.0781229599,0.021110902100000002
SRX2391470,0.9074202899,0.269221989,-0.0329334666
SRX2391471,0.8398418973,0.0489485095,-0.2486604023
SRX2391472,0.9693118457000001,0.2725286431,-0.11457500350000001
SRX2391473,0.3591257932,0.079938994,-0.0458174613
SRX2391474,-0.2376300433,-0.0319597258,0.09232908270000001
SRX2391475,0.7670410069,0.2169729199,-0.17086565550000002
SRX2391476,0.896709093,0.3349589161,-0.1208336022
SRX2391477,0.2625375206,0.1103821889,0.06861392670000001
SRX2391478,-0.0359302451,0.3563764866,-0.0178754799
SRX2391479,0.5068531634,0.3086663712,-0.019448353
SRX2391480,0.8870053094,0.48358926430000004,0.24549681710000001
SRX2391481,0.2063390966,0.3481544716,0.36888590790000003
SRX2391482,1.1721366602,0.48077671120000004,0.13851083520000002
SRX2391483,-0.2531607399,0.2107291755,0.2624664266
SRX2391484,0.0109454957,-0.0935369191,0.079099133
SRX2391485,0.1278098956,-0.24873146470000002,0.023143631
SRX2391486,-0.2563607791,-0.2016487162,0.164960736
SRX2391487,-0.5850219681000001,-0.14117476780000002,0.116726939
SRX2391488,-0.16772423990000002,-0.126103141,0.1187253585
SRX2391489,-0.081481644,-0.1334760396,0.137283824
SRX2391490,-0.4872053035,-0.0672349899,0.159658195
SRX2391491,-0.5050143025,0.0576004129,0.1877111361
SRX2391492,-0.6279498127,0.2009926933,0.41677936600000004
SRX2391493,-0.5108655676,0.1707298308,0.22187878290000002
SRX2391494,-0.2984773401,0.0692396961,0.16941765820000002
SRX2391495,0.0818207744,-0.0309166155,-0.018146145500000002
SRX2391496,-0.0410008922,-0.0359995768,0.0256086016
SRX2391497,0.0830134241,0.058544858000000005,0.0545085134
SRX2391498,0.7088530158,-0.048752147,-0.2637159273
SRX2391499,0.9302290394,0.0814724538,-0.3128043541
SRX2391500,0.5141644357,0.14086945920000002,-0.0960139128
SRX2391501,0.34045466300000005,-0.0582763844,-0.030184756700000002
SRX2391502,-0.057725430700000004,-0.2331385879,-0.0086357016
SRX2391503,-0.2228170576,0.0354719414,-0.0662582299
SRX2391505,1.0952494881,0.305318221,-0.077451278
SRX2391506,0.3619917181,0.0945138693,-0.0488578203
SRX2391507,-0.1385847587,-0.0124149267,0.0932557873
SRX2391508,0.2059981014,0.3356911857,0.3717047229
SRX2391510,0.6792391600000001,0.41076687230000003,0.09190021520000001
SRX2391512,0.5847179031,0.3983587121,0.000697295
SRX2391513,0.09865011530000001,0.2226821065,0.17676420680000002
SRX2391514,-0.7149862682,0.03072544,0.1282323599
SRX5632598,-3.031198937,0.9297661229,0.07258940650000001
SRX5632599,-1.6186835869,0.5458194559,0.4103080046
SRX5632600,-0.8063100502,0.8896791535,-0.17874328250000002
SRX5632601,-1.284046364,0.7544298497,-0.1385735763
SRX5632602,-3.2592711857,0.9083268103000001,-0.1226744044
SRX5632603,-0.4520474693,0.8378540299,-0.6662322459000001
SRX5632604,-2.2351729403,1.2087494064,-0.0046208559
SRX5632605,-2.0794590007,1.1494446188,-0.0251060456
SRX5632606,-1.9204984147,0.7221774194,0.1893534413
SRX5632607,0.21930404520000002,0.3322589038,0.2590510636
SRX5632608,0.6082661754,-0.0405799602,0.0789821896
SRX5632609,-1.1300266435,0.0211711041,-0.0016186808
SRX5632610,-1.3287527246,0.32684287360000003,0.1755329642
SRX5632611,0.5217604682,0.019408856000000002,-0.0773635087
SRX5632612,-1.2403433445,0.3689308805,-0.10648117600000001
SRX5632613,-1.1769535028,0.221949515,0.5172701398
SRX5632614,-0.0896642497,0.1618995187,0.0536596393
SRX5632615,0.45703980920000004,0.2420582473,-0.0324711059
ERX2874132,1.2683767325,0.4265026615,0.26010932810000004
ERX2874133,2.3618014499,0.7271404589,0.4181962946
ERX2874134,2.8858407598999998,0.8519065269,-0.48680264710000004
ERX2874135,1.7107474060999999,0.5921076495,-0.6152974599000001
ERX2874136,2.3128178496,1.0354136519,-0.34778200340000004
ERX2874137,0.7533491684,0.7451035267,-0.6004339821
ERX2874138,1.6125760381,0.8182462086000001,0.1724568417
ERX2874139,1.9294778050999999,0.7045028161,0.07557156150000001
ERX2874140,0.0393227736,-0.139956359,0.011735173100000001
ERX2874141,-0.0393227736,0.139956359,-0.011735173100000001
ERX2874142,1.5987111752,0.5908025523,0.1315853546
ERX2874143,2.2857980647,0.9994652368,0.1547747162
ERX2874144,2.4227853525,0.7827099169,0.0580574898
ERX2874145,2.5774007632,0.7206732189,0.051789814100000005
ERX2874146,1.2673848088,0.5565290979,0.25839990900000004
ERX2874147,2.1811884179,0.5652993358,0.1349579705
SRX1300292,-1.2912385658,-0.2183604482,0.0393142537
SRX1300293,1.2912385658,0.2183604482,-0.0393142537
SRX1300299,0.4816795441,0.0496916416,0.0915854056
SRX1300300,1.322927166,0.2503393265,-0.008811188000000001
SRX1300304,4.0350328107,0.39555321730000004,0.1343913328
SRX1300305,2.1645289629,0.11605645020000001,0.4597863586
SRX1300306,3.0941326824,0.2931170004,0.40568499350000004
SRX1300310,5.5041392668,0.3087574011,0.2817989522
SRX1300311,4.5035697655,0.0756466625,0.0914551214
SRX7291195,1.0768105929,0.2997067975,0.1339626673
SRX7291196,0.9698722672000001,0.2171652813,0.2376566812
SRX7291197,1.2279608151999999,0.20048826090000002,0.1667943564
SRX7291198,-0.36821731,0.0055111309,-0.0644728675
SRX7291199,0.2285800174,0.0383910612,0.032936301
SRX7291200,0.13963729260000002,-0.0439021921,0.0315365666
SRX7291201,1.2387547273,0.2526018277,0.1668143819
SRX7291202,0.6784117193,0.270288277,0.1181870208
SRX7291203,0.8615439873,0.2825423364,0.119857581
SRX7291204,-0.3865391816,0.1877512114,-0.0026810853000000003
SRX7291205,-0.1844413799,0.1650360705,-0.002438743
SRX7291206,-0.5249079808,0.1449864971,-0.0086765052
SRX2436955,1.2880558296,0.45212262210000004,0.5403496389
SRX2436956,-0.9868241674,0.0515482653,0.5186811073
SRX2436957,-0.0935299861,0.1563578091,0.7201567743
SRX2436958,-0.3813479691,0.2851965476,0.6408318881
SRX2436959,0.24977490300000002,0.1360930215,0.47459131990000003
SRX2436960,1.157570073,0.1526137479,0.25822078190000003
SRX2436961,0.7375018718,0.7470542054,0.6176420572
SRX2436962,0.0799556331,-0.0330759678,0.3675384074
SRX2436963,-0.5615097621,0.0921125297,-0.0214305121
SRX2436964,0.7565558374,0.0459686345,0.5623234531
SRX2436965,1.7371631327000001,-1.7381250601,0.9679511212
SRX2436966,0.262402136,0.1060124781,0.3938777195
SRX2436967,0.8020664709,0.7565786075,0.4481141065
SRX2436969,-1.1759700884,-0.0206086192,0.1153031922
SRX2436970,0.17220212240000002,0.2191212157,0.4525539635
SRX2436971,0.5056444395,0.701250519,0.5540256392
SRX2437029,0.0127579761,0.0061447768000000005,0.5076285818
SRX2437030,1.6821990858,0.5616911087,0.4800509871
SRX2437031,0.8276973566,0.2075206627,0.1843789778
SRX2437032,0.4699962239,0.07605606050000001,0.1278718037
SRX2437033,-0.6974186833,-0.0229880917,-0.3530012879
SRX2437034,1.7631791515000002,-1.7211272316000001,0.9166136458
SRX2437035,-0.3043759916,0.33539129840000004,0.410631464
SRX2437036,-0.2542287346,0.37333806010000004,0.41348417270000004
SRX2437037,0.09308779830000001,0.1027974094,0.28405116280000003
SRX2437038,0.3084842018,0.2542201101,0.3691065887
SRX2437039,1.112752479,0.1532453091,0.290989885
SRX2437040,0.2259528738,0.3624937381,0.4310912055
SRX2437041,1.1413093332,0.5062765036,0.4021933099
SRX2437042,0.3115366053,-0.3269025847,-0.3827079396
SRX2437043,0.6323351638,0.09219357800000001,0.3152315525
SRX2437044,-0.5368590339,-0.2945282879,-0.43599543900000004
SRX4705203,-0.9110731302,-0.385355987,0.4694388149
SRX4705204,1.6550025962000001,-0.6930073795,-0.0941499191
SRX4705205,0.8686728218,-0.7755713976,-0.26304170590000003
SRX4705206,0.7939815175,-0.6576656106000001,-0.18363961650000002
SRX4705207,0.2870956864,-0.1341736427,0.7096232135
SRX4705208,0.5619548424,-0.5635110724,0.5552329476
SRX4705209,0.6670201421,-0.1045202598,0.5439586384
SRX4705210,1.3421272361,-0.5514972085000001,-0.07298422930000001
SRX4705211,1.3924390803,-0.5907591781,-0.179781336
SRX4705212,1.3183537717,-0.5379723588,-0.180740966
SRX4705213,-0.5511289659,0.5884298837,-0.050569065
SRX4705214,-0.173544434,0.5233414408,0.1397230596
SRX4705215,0.5034744143000001,-0.4463507494,0.1608827655
SRX4705216,-0.42908056520000004,0.4678437997,-0.1064310143
SRX4705217,0.531334663,-0.7475887920000001,-0.0402689696
SRX4705218,0.1189448879,-0.38567558290000004,-0.10333677620000001
SRX4705219,-0.722163945,-0.31419254,0.31447323450000003
SRX4705220,0.3972992978,-0.1236678575,0.3780366961
SRX4705221,0.5793851721000001,-0.7518707576,-0.6390700282
SRX4705222,-0.5218835904,-0.10341932470000001,0.35302206350000004
SRX4705223,-0.890978173,-0.31786441590000003,0.33391987570000004
SRX4705224,-0.5102782192,-0.5855978821,0.46354302020000004
SRX4705225,1.5235069694,-0.9927383484000001,-0.2983361497
SRX4705226,1.216138246,-1.0770436531,-0.45809034120000003
SRX4705227,0.9103055334000001,-0.9319843065000001,-0.6086281939
SRX4705228,-1.5716901876,-0.3099510565,0.0809931681
SRX4705229,-1.6822438812,-0.5033890871,0.195475054
SRX4705230,-0.9651709757,-0.43552663960000004,0.324221285
SRX4705231,0.48057050090000003,-0.9039885132000001,-0.5392665046
SRX4705232,0.712083922,-0.882397812,-0.5472059457
SRX4705233,1.4846711101,-0.1968594431,0.1186170037
SRX4705234,0.8540119317,-0.0757624216,0.5381271416
SRX4705235,1.6994095837,-1.1352115054,-0.22477094990000002
SRX4705236,-0.1044240018,-0.1630694594,0.4763750539
SRX4705237,2.0102092032,-1.1430905682,0.1416854967
SRX4705238,1.8410368891000002,-1.1479592129,-0.3013027219
SRX2038319,-2.1931139194,0.0216952277,-0.0808053912
SRX2038320,-2.2751501576,0.0089552738,-0.030471969
SRX2038321,-1.0413785381,-0.029136735400000002,0.3936756668
SRX2038322,1.4601469568,-0.22346250180000002,0.0785678147
SRX2038323,1.8922818290999999,-0.5950074874,-0.14993682860000002
SRX2038324,3.2280973761,-0.2819178846,-0.0417552753
SRX2038325,0.1580991762,-0.2129587413,-0.0817228009
SRX2038326,1.2771417486,-0.6664505470000001,0.164586916
SRX2038327,-1.4449216198000001,-0.2899666271,-0.3233142576
SRX2038328,-1.2031086381,-0.0956451908,-0.1445297842
SRX2038329,-0.4227132408,-0.534902734,0.3858319247
SRX2038330,1.7668629337000001,-0.09387450950000001,-0.2261538763
SRX2038331,1.5991256128,-0.4795015226,-0.100454388
SRX2038332,-3.4311595983,0.3381492062,0.0273524957
SRX2038334,1.4954274253,-0.2479411708,-0.4649925136
SRX2038335,-1.6348672325,0.1803691418,0.2776962183
SRX2038336,-1.519708735,0.5647813138000001,0.5366751984
SRX2038337,1.0774718611,-0.0535453575,-0.3363553795
SRX2038338,2.7062783873000003,0.0598112988,-0.048444904000000004
SRX2038339,-0.1938212655,0.1188856227,0.1825570551
SRX2038340,1.850117967,0.34647646330000004,0.4108268839
SRX2038341,2.1970752257,-0.08200134910000001,0.1301080586
SRX2038342,2.5382187029,-0.1543697162,0.1097098237
SRX2038343,0.5981571796,0.5010526678,0.28369724150000003
SRX2038344,-0.3051950149,0.033069829700000004,0.4059858525
SRX2038345,2.940861872,-0.1021128979,0.2548741107
SRX2038346,-0.7382942573,-0.5275545316,0.6250953256
SRX2038347,0.0905302831,-0.8740408744,1.0805477316
SRX2038348,-1.1076860156,-0.6052099843000001,0.9983321263
SRX2038349,2.9822759723,-0.520378201,0.0249776546
SRX2038350,3.1052956543,-0.1808186141,-0.6137496839000001
SRX2038351,0.9802987098,-0.2481074814,0.29850811380000003
SRX2038352,-1.030670622,-0.1007067708,0.323222503
SRX2038353,1.2289490316,-0.2493838519,-0.32890767660000003
SRX2038354,0.5364866932,0.0934857714,0.14747623070000002
SRX2038355,0.1734768737,0.0258529291,0.1773238103
SRX2038356,0.35275462020000004,-0.7092992376,-0.37552548290000004
SRX2038357,-0.5131644679,-0.08150652650000001,0.1292502951
SRX2038358,2.2616937016,-0.38365261440000004,-0.0270492016
SRX2038359,0.8725089982,0.30292598800000003,0.3978166642
SRX2038360,1.869271616,-0.5695966895,0.3733949405
SRX2038361,-0.9605655919,-0.5088220601,0.2780555948
SRX2038362,-1.2002201108000001,-0.5568547845,0.5366768649
SRX2038363,1.1466752897,-0.1075832786,0.192302089
SRX2038364,0.7169483105000001,-0.2548516616,0.15740059580000001
SRX2038365,-1.2548043923,-0.5224634022,0.5556626443
SRX2038366,-0.2831893371,-0.6997337682,0.6782472587
SRX2038367,-1.1195772501,-0.164303206,0.7247875401
SRX2038368,2.8504137697000003,-0.2838038458,-0.4999240291
SRX2038369,-1.74980212,-0.14120318680000002,-0.3746433631
SRX2038370,-2.8310290321,-0.2275315786,0.0508982274
SRX2038371,1.6304313489000002,-0.1971165942,0.0565852462
SRX2038372,-0.6569001995,-0.7030767083,0.15614727420000002
SRX2038373,-0.8865952375,-0.3391076354,0.37332794750000003
SRX2038374,-1.3198378476000001,-0.8919006833,0.5844151276
SRX2038375,-1.3219922642,-0.8480468999,-0.1303245034
ERX530520,-0.3001917236,-0.0552460372,-0.0460442795
ERX530521,-0.3006806815,0.2379487723,0.20107097070000002
ERX530522,-1.0877785633000001,0.1666261772,-0.0029571292000000002
ERX530523,-1.4858639981000001,0.3038599931,-0.0501478224
ERX530524,0.3001917236,0.0552460372,0.0460442795
ERX530525,-1.7506284169000002,0.2803346536,-0.1391004119
ERX530526,0.3277105367,-0.038816530200000005,-0.0207873536
ERX530527,-1.6763065852999999,0.21736006800000002,0.1119405796
ERX3212443,0.7350100895,0.02870798,-0.32986265340000004
ERX3212444,1.33426121,0.0422419746,-0.20650807270000002
ERX3212445,0.9835671023,-0.0473495293,-0.2900434693
ERX3212446,0.3543642092,-0.1275263066,-0.3300916799
ERX3212447,0.15683042490000002,-0.1188682696,-0.1550689274
ERX3212448,0.36360475870000003,-0.0775782685,-0.1446488622
ERX3212449,0.1512965409,-0.0172228206,-0.008448329400000001
ERX3212450,0.0570825108,-0.0153227698,0.002697222
ERX3212451,-0.2083790517,0.032545590400000005,0.0057511075
ERX3212452,0.0589440166,0.1223491476,0.0413811111
ERX3212453,-0.2842770706,0.1974911759,0.1478136572
ERX3212454,-0.796061086,0.2034264775,0.2007585932
SRX7478973,-0.0794026931,-0.060392566700000004,-0.0074764875
SRX7478974,0.1380591863,0.0044704471,-0.0293525631
SRX7478975,-0.0586564932,0.0559221196,0.0368290506
SRX7478976,-0.492612922,-0.0294229657,0.0428716045
SRX7478977,-0.2727760668,-0.10860318570000001,-0.032592327500000004
SRX7478978,-0.3935992809,-0.1133642725,0.0171011061
SRX7478979,0.1988560422,0.029688543100000003,0.1048113514
SRX7478980,-0.2111980166,0.0276315887,0.20364000340000002
SRX7478981,-0.5965836606,-0.0099621376,0.1358521438
SRX7478982,0.1019188292,0.0895954796,0.1185759022
SRX7478983,-0.3238825723,0.10367688060000001,0.1782069187
SRX7478984,-0.7000063316,0.0034602426000000003,0.044950157500000004
ERX1521038,0.6917116071,0.2075117463,0.1404052184
ERX1521039,0.23013039940000002,0.009730694,0.1140555328
ERX1521040,0.8106968901,0.2850669433,0.27572792020000003
ERX1521041,-0.2467524187,0.1631970502,0.0639204496
ERX1521042,1.4395622474,0.1392690724,0.2406369358
ERX1521043,-2.0429079111,0.5908241112,-0.1730402861
ERX1521044,1.3719935393,0.1104686965,0.1353291332
ERX1521045,-1.3719935393,-0.1104686965,-0.1353291332
SRX621182,-0.9941289072,-1.5681109031,-2.3676523257
SRX621183,-0.29292677910000003,-1.7787209304,-2.6985097557
SRX621184,0.7881226941,-2.3286332422,-1.4264505544000001
SRX621185,0.6684880958,-2.0720734261000002,-1.218604638
SRX621188,2.4537203918,-2.2153905101,-2.1688563838
SRX621189,0.8464524676,-2.5455493469,-2.1413370437
SRX621190,-0.0432186725,0.0910120247,-0.0582970358
SRX621191,0.0432186725,-0.0910120247,0.0582970358
SRX621192,0.6513772436,-2.4304813555,-1.6736561473
SRX621193,0.27148175080000003,-2.283345836,-1.7555930605
SRX6489436,-3.1828568998,-2.5610024343999997,-0.9115378236
SRX6489437,-1.5274640334,-1.7192127447,-0.2580436855
SRX6489438,-2.5653245229,-2.5656982779,-1.02250917
SRX6489439,0.922547106,0.2181867704,-0.24403307000000002
SRX6489440,1.1478974553,-0.051637196,0.0798409894
SRX6489441,-2.0704445614,-0.1665495744,0.1641920806
SRX6489442,2.0597231027,0.5013664708,-0.3689808449
SRX6489443,1.5397896515,-0.0310669673,0.2344585089
SRX6489444,-0.22677668380000002,-0.0959832862,0.10097655280000001
SRX6489445,0.8643634511,0.1827632689,-0.1534541807
SRX6489446,1.1317223884,-0.0362566025,-0.0532551646
SRX6489447,-0.5537694273,-0.13451388420000002,0.0691677905
SRX6489448,3.581408064,-0.3668404044,-0.31744868670000004
SRX6489449,1.7148170406,-0.0648374225,-0.2394480867
SRX6489450,-0.43497933590000004,0.0483373318,0.10754280540000001
SRX6489451,-0.1716337774,-0.0097311396,-0.2810842715
SRX6489452,0.8443499875,-0.3293122911,-0.0082761073
SRX6489453,-1.4177806088,-0.3831059042,-0.07918558590000001
SRX6489454,0.4878195985,-0.0190652403,-0.33155715750000003
SRX6489455,0.24170702360000001,0.10856884550000001,-0.12485215720000001
SRX6489456,-1.1889121663,-0.250826488,-0.0223585547
SRX6489457,1.1250780226,-0.8913190701,0.7245276277
SRX6489458,0.6493685774,-1.4459433789,0.8410420091
SRX6489459,-1.0456710203,-1.4845663116,1.0823588866
SRX6489460,1.4428674627,-1.0651718251,1.0275965739
SRX6489461,1.4869019522,-0.7987644547,0.7291919042
SRX6489462,-0.3579371162,-1.2519211603,0.9344706794000001
SRX6489463,2.0644914524,-1.3554675684,0.9312164244000001
SRX6489464,1.7952965261,-1.3336062681,0.7530177831
SRX6489465,-0.4544904557,-0.8925679957,0.8246008812000001
SRX6489466,0.1806497507,-1.1430168893000001,0.7217329095
SRX6489467,-1.4052450076,-1.4493752758,0.6543532768
SRX6489468,-1.4967591423,-1.4050641086,0.8137446198
SRX6489469,-0.4970822892,-1.6123595908000001,0.7740127393
SRX6489470,0.40407000470000004,-1.226893919,0.4608277951
SRX6489471,-1.4603705252,-1.5448590486,0.7469678868
SRX6452027,5.418637541,-0.1459188516,1.8615568492999999
SRX6452029,0.3380702356,-0.0579075359,-0.10712518830000001
SRX6452030,3.4379044109,-0.10275380890000001,1.6392132286
SRX6452031,1.7888406609,-0.0890509939,0.2721089276
SRX6452044,2.124897867,-0.4156744168,0.0705747897
SRX6452045,1.2069445408,0.0988768356,0.1466161913
SRX6452046,1.532730181,-0.2628324997,0.0176224465
SRX6452047,2.9642018135,-0.2208033278,1.9233492607
SRX6452048,-0.3380702356,0.0579075359,0.10712518830000001
SRX6452059,3.6420847873,-0.2805843959,2.0820633202
SRX1828491,-2.2015739005,1.0841805474,0.026463041700000002
SRX1828492,-1.9090395587,1.1446573046,0.033372871000000005
SRX1828493,-0.3742736057,0.9603956705000001,-0.0337902004
SRX1828494,-2.5293785708,1.5682706127000001,0.2024669902
SRX1828495,1.3630854851,-0.4755092777,0.2158799466
SRX1828496,1.3206558981,-0.1918949817,0.1992968078
SRX1828497,1.0027198782,0.35721379940000003,0.0323728839
SRX1828498,1.3764740083,0.3103341766,0.013162587000000002
SRX1828499,-0.1139711587,0.8959768911,0.0041014501
SRX1828500,-1.2295907093,1.151414448,0.0913324435
SRX1828501,0.6544428381,0.5787595543,0.27367191890000003
SRX1828502,2.348386891,0.170452503,0.315410998
SRX1828503,2.113456636,0.2993918273,0.1785410381
SRX1828504,2.324157265,0.3449252499,0.2752560249
SRX1828505,0.048299521000000005,0.2963526906,0.0743848023
SRX1828506,-0.15791128570000001,0.8750640991,0.1002215707
SRX1828507,0.2848605739,-0.326898736,-0.0053174854
SRX1828508,-0.2848605739,0.326898736,0.0053174854
SRX3796953,-0.06868565900000001,-0.07878716350000001,-0.0784752661
SRX3796954,0.06868565900000001,0.07878716350000001,0.0784752661
SRX3796955,1.2943079174,1.2078040582,1.187734939
SRX3796956,1.2344957017,1.3633198144,1.1156438843
SRX3796957,-1.3968604198,-2.4304975054,0.8074376243
SRX3796958,0.0013258649,-1.9638896553,0.5877822155
SRX3796959,-0.43221637820000003,0.23973138100000002,0.4281927179
SRX3796960,0.0063443388,0.1717381616,0.3735058995
SRX3796961,0.8966841787000001,0.08582733690000001,-0.7072287185
SRX3796962,1.7785573571,-0.0164337809,-0.8652001224
SRX3796963,-0.7184832735000001,-2.9541291327,0.734263294
SRX3796964,0.5101127427000001,-2.4056994769,1.2301974003
SRX3796965,-0.0513346024,-0.18704894200000002,-0.0180479967
SRX3796966,0.36909445490000004,-0.1143135745,-0.029972901000000003
SRX3796967,-1.3431646415,0.1036684385,-0.8189999964
SRX3796968,-0.9126311613,-0.5320317657,-1.1488426997
SRX3796969,1.9826459796,-0.33952435410000004,0.23930651100000003
SRX3796970,1.7391258221,-0.5029284707,0.4079951721
SRX3796971,-0.3558467882,0.051597773300000004,0.4153692806
SRX3796972,-0.12424204300000001,0.1695436772,0.4596494756
SRX3796973,-0.0024286911000000002,0.4016716534,0.2605619091
SRX3796974,-0.4030144744,0.0540830645,-0.16008412800000002
SRX3796975,-0.29485568560000003,-2.4044391384,0.5906995485000001
SRX3796976,0.21680276040000002,-2.2572603749,0.8546677018000001
SRX3796977,-1.2239777373,0.15715905260000002,0.1941818484
SRX3796978,-0.8312308444000001,0.22238625250000002,0.1572405824
SRX3796979,0.9032981281,0.029169605100000003,-0.8732080883000001
SRX3796980,0.48745512890000003,0.3152681445,-0.7014118549
SRX3796981,-0.0743553201,-2.3922730427,0.756008674
SRX3796982,0.45311183990000004,-2.1205585644,0.8730452320000001
SRX3796983,-0.0881277536,-0.14166017990000002,0.1247411529
SRX3796984,0.38400174140000004,-0.1285585019,-0.0887814595
SRX3796985,0.2667685234,-0.41390028040000004,-0.7709664976
SRX3796986,-0.8020666661,-0.5311079492,-0.7116900836000001
SRX3796987,0.7920233357,0.7351458547,0.3350353263
SRX3796988,1.6672068351,1.4053881684,0.6163416135
SRX2568270,-2.0560983266,-0.004570969,0.17515888170000002
SRX2568271,-0.1442384383,0.0653832305,-0.033189188700000004
SRX2568272,-2.8363882191,0.3822852162,-0.22579296670000001
SRX2568273,-4.736914693,0.21028994880000001,-0.2141629928
SRX2568274,-2.1702161834,-0.0570535506,-0.6173992979
SRX2568275,2.0560983266,0.004570969,-0.17515888170000002
SRX2568276,-2.3388347234999998,0.051884897000000006,-0.023259199999999997
SRX2568277,-2.39479713,0.3721571684,-0.1548865781
SRX2568278,-2.601805883,0.12152566340000001,-0.23823985090000002
SRX2568279,-2.9673471206,-0.0765298296,-0.3202395494
SRX3421856,-0.14002138150000001,0.020805030000000002,-0.0089371651
SRX3421857,0.14002138150000001,-0.020805030000000002,0.0089371651
SRX3421858,-1.8691517004,0.16600598560000002,0.3641159752
SRX3421859,-1.056946423,0.1916775286,0.33762542170000004
SRX3421860,-1.4971222459,0.46786379100000003,-0.5572092047
SRX3421861,0.5785724482,0.5122323806,-0.39257460380000003
SRX3421868,-5.8953119223,-0.6219598177,-0.8989849205
SRX3421869,-2.9813803796,-0.6024762283,-0.7636697935000001
SRX2606337,0.7239397035,0.0292773526,0.0927023869
SRX2606338,-0.18906895070000002,0.3087663784,-0.0826617157
SRX2606339,-0.6057967386,0.7006973645,-0.2859155053
SRX2606340,-1.2799833344,0.8951937533000001,0.1679158889
SRX2606341,-2.7523814663,1.5099593280999999,3.3996653497000002
SRX2606342,-0.7209235009,1.6124665533,3.1858707942
SRX2606343,-1.1053168318,1.3859830142,1.9707808097
SRX2606344,-1.590131776,0.8754740065000001,0.5033514651000001
SRX2606345,-0.9557532191,0.7672332111,0.5629757696000001
SRX2606346,-1.0001298081,0.2108640436,-0.010079548300000001
SRX2606347,-0.3534572756,0.0010693687,-0.059457293300000005
SRX2606348,-0.5548222898,0.25878484220000003,-0.1178442641
SRX2606349,-1.9767941094,0.7206174857000001,-0.11161356210000001
SRX2606350,-1.6703908023,0.9635479732000001,0.1853913565
SRX2606351,-2.2495908614,1.4192736061,3.383076418
SRX2606352,-0.9417883956,1.4553969738,2.8801164250999998
SRX2606353,-0.4511040563,-0.0283162313,0.455120672
SRX2606354,-1.2497629292,0.8151339384,0.4480935964
SRX2606355,-0.8261306074,0.8881257601,0.6572227163000001
SRX2606356,-1.3768176401,0.41748972510000004,-0.2141227373
SRX2606357,-0.3704824279,-0.0303467213,-0.033245093600000004
SRX2606358,-0.29039561410000003,0.12400269800000001,-0.1814435534
SRX2606359,-2.3508358585,0.7564198440000001,-0.0480254837
SRX2606360,-1.5136213227000002,0.803622138,0.1298877087
SRX2606361,-2.7430282958000003,1.7832128196,3.7262191745
SRX2606362,-0.34178986240000003,1.5344472761999999,3.2436103651
SRX2606363,-1.5414481727,0.7437536825000001,0.9091676639
SRX2606364,-0.9310202736000001,1.0075067504,0.5891980126
SRX2606365,0.1157058183,0.9965341975,0.7505394546
SRX2606366,-1.0843025825,0.6395112446,-0.2263350633
SRX3648427,-1.3955737877,0.3949028114,0.2288743473
SRX3648428,-0.8204554999,0.0860060487,0.15383448430000002
SRX3648429,-1.4814054121,0.3337373743,0.6321167959
SRX3648430,-0.5618475563,0.5086181453,0.1336804095
SRX3648431,-0.5873847038000001,0.4866754022,0.1757333109
SRX3648432,-0.1922606224,0.48643220260000003,0.2463860129
SRX3648433,-0.49322762870000003,0.3779114022,0.1492344216
SRX3648434,0.24223021960000002,-0.0306841953,0.0506676665
SRX3648435,0.9068370323,-0.2753034439,0.022315715200000003
SRX3648436,2.0974755223,-1.7807047438999999,-0.23071257420000002
SRX3648437,1.5950696671,-1.6147351356000001,-0.20598152500000003
SRX3648438,1.8716565721,-1.7049606803000001,-0.28143135880000003
SRX3648439,0.0845665719,0.468238231,0.2868830637
SRX3648440,-0.0313274088,0.26436147200000004,0.020056645300000002
SRX3648441,0.7088937299,-0.3907059673,-0.0992733982
SRX3648442,2.7935795934,-2.0145250609,1.2179932876
SRX3648443,2.079680234,-1.8700479492,1.1433120981
SRX3648444,1.9408865854,-1.9839799046,0.8443918378
SRX3648445,-1.0190603461,0.4841423467,0.2641742029
SRX3648446,-0.49780593850000004,0.1252630897,-0.0326949946
SRX3648447,-1.2147993154,0.2504433165,0.1888307462
SRX3648448,-0.6568341068,0.3181897135,0.0899215933
SRX3648449,-0.8330338046,0.33640730560000004,0.1494902706
SRX3648450,0.4401471933,0.1284474774,-0.015321880400000001
SRX3648451,0.132026951,0.0423286529,0.0883796151
SRX3648452,0.5359923023000001,-0.3692971329,-0.12380384950000001
SRX3648453,0.3817014647,-0.4560760166,-0.1886657492
SRX3648454,2.3285326365,-2.1031438757,0.2426361995
SRX3648455,1.6204822829,-1.9587539556,-0.0701787857
