,A,PhoB,RstA,RcdA,hns
ecoli_00308,-1.073512585,-0.563251536,0.1807934765,-0.3952754495,-0.04388363
ecoli_00309,-2.0191826433,-0.502306726,0.2188994765,-0.4630448895,-0.27269954
ecoli_00310,-1.9631213639,-0.7694393570000001,0.1454287745,-0.4298781125,-0.26839107
ecoli_00311,0.0919016703,-0.555202547,0.8439501805,-0.4920830325,0.2790379
ecoli_00312,0.1977398031,-0.310565029,1.0541354775,-0.7964734085,0.6530912600000001
ecoli_00313,-2.0197102925,-0.003452876,-0.0811036185,-0.8875922655,-0.03241439
ecoli_00314,-1.0508953007,-0.047965381,-0.0245374065,-0.5472938795,-0.01570513
ecoli_00315,-2.1799390216,-0.846592521,-0.0753465335,-0.7369462595,-0.48680802
ecoli_00316,-1.7873815834,-1.801505932,0.06736502550000001,-0.9536844235,-0.47175727
ecoli_00317,-1.4137225616,-0.855555672,0.0838538555,-1.0704320855,-0.77056655
ecoli_00318,-2.9213951669,-0.6994678990000001,0.1589106975,-0.8374017545,-0.69144047
ecoli_00319,-2.6781078561,-0.501425552,0.13132578450000001,-0.7523333975000001,-0.34360699
ecoli_00320,-2.2034500887,-0.35596924500000005,0.0578117255,-0.9342834245,-0.27949188
ecoli_00321,-0.7027171995,-0.28903898,-0.3439221375,-0.8598714045,0.1852025
ecoli_00322,-0.5830480219,-0.13627234800000002,-0.2576907215,-0.6389488015,0.27872811000000003
ecoli_00323,-2.5570478596,-0.176851312,-0.0294129875,-0.2848270825,0.1055782
ecoli_00324,-2.9810542782000002,0.021432045,-0.09543299150000001,-0.3160743715,0.15047999
ecoli_00325,-2.925075751,-0.18694153700000002,-0.1054264855,-0.6538640285,0.17891101
ecoli_00326,-2.415883324,0.328660359,-0.0837055895,-0.2962963355,0.4724368
ecoli_00327,-1.9426423920000002,-0.18336428100000002,0.49670297350000003,0.0369929835,1.72657098
ecoli_00328,-2.3929119062,-0.14511177,0.5745950455000001,0.0833683795,1.6569929700000001
ecoli_00329,-1.2427360611,-0.144536292,0.5741910615,0.09245642550000001,1.63065817
ecoli_00330,-1.3031789833,-0.285147761,0.7625336725,-0.1249346335,1.5797009100000001
ecoli_00331,-1.5109433188999999,-0.369960181,0.2820897405,-0.1100571915,0.47199175
ecoli_00332,-1.7542964164,-0.352628098,0.24555751550000002,-0.4409526065,0.33791435000000003
ecoli_00333,-1.8104384804,-0.17779888,0.2033899875,-0.1285130995,0.6051613
ecoli_00334,-2.5749721823,-0.365669108,0.1358560415,-0.2839226505,0.62997982
ecoli_00335,-2.7061565628,-0.339798619,-0.2664781735,-0.4882970005,-0.24876196
ecoli_00336,-2.7715366445000003,-0.29588757800000004,-0.07828866550000001,-0.7118685745000001,-0.04567213
ecoli_00337,-1.9659001689000002,-0.476334723,0.31696072750000004,-0.5847514885,0.31002717
ecoli_00338,-2.3648780726,-0.26792097200000003,0.3402695355,-0.5510279985000001,0.37485865
ecoli_00339,-2.6859747751,-0.522771384,-0.26912786650000003,-0.1489201085,-0.14847092
ecoli_00340,-2.6340401492,-0.300035379,0.0301634445,-0.1521862505,0.11526704
ecoli_00341,-2.5248728263,-0.512692999,-0.3379383125,-0.40343315550000003,-0.11060014
ecoli_00342,-3.0611546441,-0.587527554,-0.20039534650000002,-0.5988018405000001,-0.06236804
ecoli_00343,-0.9210854125,-0.691140975,0.0844751145,-0.3066171935,-0.08895912
ecoli_00344,-0.8459721881000001,-0.707579199,0.035705796500000005,-0.7820583195,-0.17289961
ecoli_00345,-1.6520580657,-0.477876697,0.1958201065,-0.0339521595,0.12530344000000002
ecoli_00346,-1.5325617679999999,-0.6720691990000001,0.1314327935,-0.0655039115,0.13244052
ecoli_00347,-2.6243190884,-0.042363131000000005,-0.4968590745,-0.2803770145,-0.28339365
ecoli_00348,-2.5421471786,0.016273012,-0.5139422875,-0.46507541150000004,-0.04200595
ecoli_00349,-2.5686379387000002,-0.115597237,-0.5107458385,-0.2794776625,-0.10517051000000001
ecoli_00350,-2.3699328935,-0.291599763,-0.4197869835,-0.3190265615,-0.02988282
ecoli_00351,-1.6531562109,0.49680598400000003,-0.2175027655,-0.1889044005,0.38759555
ecoli_00352,-2.6928770323,-0.2781241,-0.3283903825,-0.5430726135,-0.08150225
ecoli_00353,-2.8831113119,-0.0007872020000000001,-0.5033067885,-0.5353710135,-0.17518016
ecoli_00354,-2.4677330899,-0.12821762,-0.5218471095,-0.3437163615,-0.09743219
ecoli_00355,-2.3019002137,-0.007975924,-0.4874209745,0.2343418665,0.5349981500000001
ecoli_00356,-2.1912646266,0.232497519,-0.5189997985,0.1033708915,0.5423251
ecoli_00357,-2.9911069138,0.006304603000000001,-0.3727894745,0.07364018850000001,0.44407603
ecoli_00358,-2.8397481766,0.20721434400000002,-0.3532666715,0.12277273350000001,0.42163576
ecoli_00359,-1.9541089153,0.134685881,0.1836892175,0.0421943305,0.22959915
ecoli_00360,-2.5538570044,0.19021089,0.1401976285,-0.2844371665,0.36025737
ecoli_00361,-1.6631881965000002,-0.03509633,0.4283548075,-0.0694969985,0.39006347
ecoli_00362,-2.1740266245,0.07671436100000001,0.6270198715,0.3119656925,0.55723992
ecoli_00363,-3.4590531436,-0.733029562,-0.9092355165,-0.6209717085,-0.0120513
ecoli_00364,-2.6458318354,-0.731863263,-1.0023581335,-0.8242049255,0.14660583
ecoli_00365,-3.7052335345,-1.393117217,-2.3675000925,-0.4702918555,0.17684793000000001
ecoli_00366,-3.0108977357,-1.191518443,-2.7935991415,0.06344590950000001,-0.06617892
ecoli_00367,-3.4128746469,-1.5391526309999999,-2.0556762365,-1.4063252595,-0.0631098
ecoli_00368,-2.8860826397,-1.7218032920000002,-2.1064728125,-1.3245318805,-0.32598286
ecoli_00369,-4.0255145146,-1.396342553,-0.7164663565,-1.7523377985000002,-0.04369507
ecoli_00370,-3.8951037621999998,-0.972549171,-0.8512052495,-1.0588573285,-0.28571884000000003
ecoli_00371,-3.3313977176,-2.702263502,-3.2572300145,-0.4360297835,-0.19421414
ecoli_00372,-3.6658372478,-1.635248945,-2.9154050405,-0.4813766915,-0.0353843
ecoli_00373,-2.1342149983,-1.288249482,-2.8817170435,-2.1774955545,-0.13490824
ecoli_00374,-2.5022792796999997,-1.222944186,-2.5816054525,-2.1200806025,-0.34945339000000003
ecoli_00375,-2.9647478229,-0.7623481950000001,-0.6920295575000001,-1.1487549215,-0.81376161
ecoli_00376,-1.8963948016,-1.047387079,-0.3680762365,-0.37957870250000003,-0.79063607
ecoli_00377,-3.168202763,-0.7458398860000001,-2.7087092165,-0.3547623335,-1.50652995
ecoli_00378,-2.9958381174,-0.8242730920000001,-2.6249411615,-0.35547919850000004,-1.61614049
ecoli_00379,-1.7030324244,-1.089808046,-2.1691802775,-1.7329242185,-1.28142286
ecoli_00380,-1.6066156657000001,-1.131434204,-2.2903835585,-1.9444811745,-1.2689553
ecoli_00381,-2.6651749512,-0.513700546,-0.9418527345000001,-0.8751597425000001,-0.72629409
ecoli_00382,-2.9557942556,-0.8861337300000001,-1.1515782125,-1.0626498395,-0.62723562
ecoli_00383,-2.988726456,-1.147935995,-3.0452213365,-0.5002576685,-1.3036713899999999
ecoli_00384,-3.5134498491,-1.152183849,-2.9716968845,-0.8505907625,-1.2589567
ecoli_00385,-2.8268817226,-1.241381753,-2.2564435805,-1.6980513755,-0.51222599
ecoli_00386,-2.7644325207,-1.372294917,-2.3479374265,-2.0111979895,-0.52900271
ecoli_00387,-0.9054630902,-0.803207101,-1.7566456655,-0.9586712775,-1.37249192
ecoli_00388,-1.4612698047000001,-0.800243087,-1.6613531565000001,-0.9150213465,-1.3623085
ecoli_00389,-3.1887801411,-1.344330257,-2.7846772365,-0.4296592495,-1.799592907
ecoli_00390,-2.7849005058,-1.405002932,-2.6472074255,-0.39426782650000003,-1.44991356
ecoli_00391,-2.0318064022,-1.529727622,-2.4626421865,-1.4276389105,-1.928008924
ecoli_00392,-1.6361223516,-1.5739952110000002,-2.5416665815,-1.3439583985,-1.997976621
ecoli_00393,-2.0810528803,-0.49107682300000005,0.1417621155,-0.6634517845,0.51599809
ecoli_00394,-2.0045512941,-0.7616159760000001,0.18987075550000002,-0.5303343995,0.5427965
ecoli_00395,-1.6065604189,-0.5655668420000001,0.3602533115,-0.1396231855,0.40571399
ecoli_00396,-1.5755403700000001,-0.48525947300000005,0.1784066515,-0.5806095825,0.33394832
ecoli_00397,-1.2280482213,0.802194556,0.5169551295,0.5424743405,-0.14259705
ecoli_00398,-0.7741193024,0.7645560180000001,0.5420738175,0.5306969895,-0.39243138
ecoli_00399,-0.9180546832,-0.17687286100000002,0.6214475715000001,-0.5878518725,0.93068393
ecoli_00400,-2.0121123548,-0.185543584,0.7278444265,-0.4906310615,0.78858715
ecoli_00401,-0.6697064265,-0.284482991,0.4112362995,-0.6333663095000001,0.69304108
ecoli_00402,-2.0067205605,-0.21586802800000002,0.0543333695,-0.4596680285,0.18212902
ecoli_00403,-1.5076071255999999,0.42201313300000004,0.0649789545,0.6556580135,-0.07231908000000001
ecoli_00404,-2.9784011513,0.7697668480000001,0.5302441565,0.6075753455,0.14985745
ecoli_00405,-3.1802693646,0.00361059,0.6316823425,-0.4355913475,0.56026191
ecoli_00406,-2.4794109825,0.09696193900000001,0.5876423785,-0.9128427495,0.63790006
ecoli_00407,-1.3005001295,-0.33702807,0.0938458905,-0.26518849850000004,-0.09473338
ecoli_00408,-2.4220865078,-0.227533179,0.1883899765,-0.7825543695,-0.046697550000000004
ecoli_00409,-2.593980342,0.41880494100000004,-0.1190632075,0.8710100325000001,0.030417
ecoli_00410,-2.0872716125,0.6641326780000001,-0.27680563550000004,0.8224474975,-0.12571678
ecoli_00411,-2.9113800991,-0.561974435,-0.29172429850000003,-0.4306176805,0.47458269000000003
ecoli_00412,-2.6182987031,-0.729931018,-0.3271134795,-0.3282129935,0.47728225
ecoli_00413,-2.2481697586,-0.49472814400000004,-0.3642390415,-0.7564581515000001,-0.03650874
ecoli_00414,-1.9984396825,-0.41303990700000004,-0.4399765075,-1.0887276115,0.0066776
ecoli_00415,-1.3689633979,0.41801235400000003,0.8254822845,1.5859829135,-0.23480724
ecoli_00416,-1.3908139883000001,0.6582111540000001,0.5294094405,1.3053774735,-0.02788202
ecoli_00417,-2.9434862005999998,-0.793186147,-0.1200130925,-0.5688559825,0.50038513
ecoli_00418,-1.4119435981000001,-0.44238040500000003,-0.3011010765,-0.4830227005,0.47754781
ecoli_00419,-1.7671078529000002,-0.217144532,-0.1647326745,-0.7501711375,0.04207809
ecoli_00420,-2.0101465786,-0.40948615800000004,-0.2402278195,-0.5482212605,0.053441010000000004
ecoli_00421,-1.5716861855,0.6870186960000001,0.4456834455,1.4052096915,0.04597573
ecoli_00422,-2.3258445289,0.43483093,0.5370103965,1.0416905365,0.01640223
ecoli_00423,-2.1407872921,-0.19582105600000002,0.1975203375,-0.9751336195,0.7667340500000001
ecoli_00424,-2.5678757992,-0.061346635000000004,0.0508506065,-0.5400648405,0.68958929
ecoli_00425,-2.7685578556,-0.125504995,0.1295528265,-0.49045739650000003,0.30609926
ecoli_00426,-2.3763389481,-0.317373265,0.0064288995,-1.3650308405,0.39011684
ecoli_00427,-2.0937804063,-0.21924464000000002,0.0237501095,-0.7073023565000001,0.16214705000000001
ecoli_00428,-2.0137845247,-0.041310940000000004,0.11191759550000001,-0.5525580205,0.30251183
ecoli_00429,-2.0071406631,-0.28692689400000004,0.0940147035,-0.4776175615,-0.01743154
ecoli_00430,-1.744849591,-0.135072585,0.0200380395,-0.5137973025,-0.03989757
ecoli_00431,-1.5974469281,0.651997413,1.2461384375,0.8208878345,-0.00652855
ecoli_00432,-0.8187822999000001,1.107085531,0.6310008365,1.2342362045,0.01805195
ecoli_00433,-2.5921725422,0.659834236,0.8888451655,1.2299045305,-0.01316454
ecoli_00434,-2.4171722404000002,0.73797953,0.3285953625,0.8468843565,0.05508608
ecoli_00435,-2.4092959852,-0.043009386000000004,0.5308659815,-0.4714920755,0.68202985
ecoli_00436,-2.4892852385,0.068560808,0.3471398955,-0.8551076745,0.8294365300000001
ecoli_00437,-1.5796610870999999,-0.11517896300000001,0.1937006845,-0.3407901725,0.16366318
ecoli_00438,-1.4905660402,-0.017206451,0.20840859350000002,-0.6772501295000001,0.21915571
ecoli_00439,-2.4657017521,0.7061954690000001,0.1258700595,1.1223228165,0.19720695
ecoli_00440,-2.2645949812,0.9538342340000001,0.2168044505,0.7847564395000001,0.40407201
ecoli_00441,-2.6074522424,-0.39070078,0.24002365150000002,-0.8965681635,0.38412738
ecoli_00442,-2.0767790941,-0.20452825900000002,0.3695904385,-0.8156078655000001,0.49640389999999995
ecoli_00443,-1.4247102783,-0.33617444,0.0370561685,-0.6378275655,0.04751099
ecoli_00444,-1.0103161874,-0.48775664,0.06423010850000001,-0.5522571545,0.12086527
ecoli_00445,-2.2769096490000003,0.8253096670000001,0.3956652755,1.0692444225,0.0476462
ecoli_00446,-2.8877343637,0.82358393,0.7390018885,1.1840662955,0.14272023
ecoli_00447,-2.0071001855,-0.37903662600000004,-0.0054912905,-0.6541010045,0.4327723
ecoli_00448,-2.4274820272,-0.400746394,0.1028314535,-0.7019955185,0.37033955
ecoli_00449,-2.1008188558,0.143452049,-0.1785798365,-0.4298059185,0.57773418
ecoli_00450,-2.2199885693,-0.041702169000000004,-0.1102386665,-0.5810846125,0.43049254000000003
ecoli_00451,-1.7329969913,-0.508720359,0.1441694965,-0.5464197705,0.32687236000000003
ecoli_00452,-1.7510944226,-0.44370049,0.1442791115,-0.4527255295,0.42016391000000003
ecoli_00453,-2.1815691704,-0.255448065,0.0141726765,-0.2778552235,0.47867913
ecoli_00454,-2.382075383,0.379315938,-0.10879316850000001,-0.7106073025,0.73401428
ecoli_00455,-2.3208752064000002,-1.20407858,-0.5034407965000001,-0.4158677555,-0.31269492
ecoli_00456,-1.3014247546,-1.03292215,-0.4799070695,-0.5330300165,-0.20203355
ecoli_00457,-1.6008180189,-0.8457899600000001,-0.4033725245,-0.45684473750000004,0.01771645
ecoli_00458,-1.0029131209,-0.9364428340000001,-0.4355133545,-0.26005682550000003,0.30654788
ecoli_00459,-1.8542756385999999,-1.123990754,-0.0605437605,-0.5407107855000001,-0.01429938
ecoli_00460,-1.6224376641,-1.170602395,0.0221165205,-0.5674808705000001,0.01077946
ecoli_00461,13.5650623941,0.259692344,-1.7761164875,0.6606459645,0.00355952
ecoli_00462,13.9303127405,0.385695379,-1.5028492805,1.0868160215,-0.11221258
ecoli_00463,0.8242047990000001,-0.29293508900000004,-0.8794514365,-0.1655855315,0.64643297
ecoli_00464,0.8126638161,-0.36615031000000003,-0.9795954075000001,-0.1220654055,0.63278163
ecoli_00465,2.0234905581,2.118518839,0.2907435215,-0.9545606465,0.50218688
ecoli_00466,2.0031023253,2.151606509,0.21418786450000002,-1.5193986675,0.49923997000000003
ecoli_00467,-2.2203279751,-0.8547377190000001,-0.0390563585,0.8140855275000001,0.21320014
ecoli_00468,-1.9747473991,-0.8218046210000001,0.0024507625,0.9174400565,0.1969339
ecoli_00469,2.5178971312,2.361356577,0.0643151785,-1.0880519815,0.56855093
ecoli_00470,2.3548735767,2.367585896,0.0420472515,-1.0240233825,0.45746274000000003
ecoli_00471,12.3626800269,0.946586652,-1.5156344835,0.15373337650000002,-0.28121229999999997
ecoli_00472,12.6773186326,0.87955819,-1.3688365645,0.7686210185,-0.31035452
ecoli_00473,0.6555482147,0.038567188,-1.1126737665,0.28918349050000003,0.55578499
ecoli_00474,0.8647922335,-0.377336869,-1.0477534265,-0.1305836655,0.62389534
ecoli_00475,1.3340413982000001,-0.60353383,1.1413167195,-0.3193977945,1.23181458
ecoli_00476,1.4447800655,-0.45663275600000003,1.3997990825,0.1429258765,1.01833016
ecoli_00477,-0.9831614803000001,-1.171903853,-0.5439245875000001,0.7328508775,0.16065807000000001
ecoli_00478,-1.9142549538,-1.007599121,-0.8609908605000001,0.8498233225,0.28002335
ecoli_00479,0.5456903893,0.229791813,1.2949025645,-0.6595845535,0.20112823
ecoli_00480,0.7601231567000001,-0.095115512,1.2991667045,-0.4076396035,0.28447756
ecoli_00481,-0.7716860185000001,-0.722959738,1.4659342155,-0.18393349350000002,-0.0973469
ecoli_00482,-0.7925532980000001,-0.7827447200000001,1.5221404595,0.07465319050000001,-0.14090949
ecoli_00483,-1.0859027729,-5.282633958,-0.1651001355,0.1126854115,0.22264682
ecoli_00484,-1.66438502,-5.282633958,-0.2052708115,-0.1277387545,0.21059784
ecoli_00485,15.7608207851,-5.282633958,-1.6540922144999999,-1.2559700105,1.70998187
ecoli_00486,15.9901111298,-5.282633958,-1.6668744125,-1.0571752005,1.69814819
ecoli_00487,13.4454173868,2.4723925490000003,-2.3353026635,1.0500784365,-0.02099361
ecoli_00488,14.0829866939,2.526133744,-2.4383833405,1.0538509395,0.051601640000000004
ecoli_00489,0.4787960483,-0.088404828,-0.8324493465,0.31120883450000003,0.34237327
ecoli_00490,0.1068858879,-0.056345136000000004,-0.7405855985,0.5188272075,0.37001703
ecoli_00491,-4.2502465862,-0.39651705600000003,0.1181807655,0.3671250425,0.52794562
ecoli_00492,-3.657855181,-0.53979235,0.0522445325,0.6550257615,0.51811106
ecoli_00493,1.2577474648,-0.213391612,0.6006847915,0.5490977045000001,0.6172066700000001
ecoli_00494,1.4266319434999999,-0.21758517600000002,0.5389860565,0.6589790555,0.6346432200000001
ecoli_00495,1.4966192710000001,-0.058967909000000006,1.2712289485000001,-0.0695015915,0.48516773
ecoli_00496,1.5546102366999999,-0.150435282,1.3044579354999999,-0.4034775425,0.49623364000000003
ecoli_00497,2.6517861936,1.6833137360000001,0.5892497935000001,-1.2595766355,0.47949135
ecoli_00498,2.5186445397,1.8368352190000001,0.6552902615,-0.6736891025,0.435488
ecoli_00499,-0.4817957731,-0.682374535,1.5404742575,-0.0167637515,-0.14088623
ecoli_00500,-0.8366981896,-0.860939047,1.5434065145,0.2167247615,-0.16340733000000002
ecoli_00501,0.1178707403,-0.9027704740000001,0.2924506155,0.6955779435,0.40600823
ecoli_00502,0.256476879,-0.778806929,0.35722952350000003,1.0237286435,0.46997409
ecoli_00503,13.3502272885,1.778500754,-1.2254500675,0.4830401295,-0.58603246
ecoli_00504,13.2830068743,1.7171386270000002,-1.1469515375000001,0.6924758175,-0.70255185
ecoli_00505,-0.2071029896,-0.530474656,-0.6381669165,-0.2237215415,1.2011202
ecoli_00506,0.45246677420000003,-0.66361421,-0.5979516185,-0.3757952925,1.26498694
ecoli_00507,-0.2245881671,-1.332945795,-0.19924188750000002,-0.40561375650000003,0.40492605
ecoli_00508,-2.087154199,-1.004846426,-0.22865171050000002,-0.3588177305,-0.053889610000000004
ecoli_00509,-1.3822485358,-0.775510374,-0.2668475185,-0.5022625645000001,0.01586921
ecoli_00510,-1.3630669683,-1.040161234,-0.2181433915,-0.2686059215,0.0448398
ecoli_00511,15.0132360582,5.022704642,-1.4845850165,-1.2396363795,1.35846915
ecoli_00512,15.3520849967,4.979726942,-1.2272163365,-1.0674906845,1.3203357900000001
ecoli_00513,2.7121259468,1.708972026,0.2377633445,-1.0215842915,0.34927395
ecoli_00514,2.2353677339,1.71526768,0.25094154150000003,-0.8718967935,0.39115786
ecoli_00515,1.5252708199,-0.227710493,0.6183019875,0.3639174395,0.36855357
ecoli_00516,1.5636285763000002,-0.39820969,0.5502897665,0.5154355685,0.40012365
ecoli_00517,-6.1693389506,-1.4347989490000002,-0.6932741885,-0.7244261535000001,0.6429495
ecoli_00518,-4.2705394418000004,-1.806604738,-0.8356279005,-0.40743535150000004,0.44969231
ecoli_00519,-3.1333962561,-1.318576126,-1.2190482055,-0.6489760715,1.01343777
ecoli_00520,-4.4009727515,-1.2980672580000001,-0.7790175675000001,-1.3336099485,0.99222908
ecoli_00521,-4.099283389,-1.116835655,-0.5542716405,-0.6308956505000001,1.32581989
ecoli_00522,-3.4697232436,-1.074398467,-0.4526930555,-0.8707638775000001,1.5261695
ecoli_00523,-3.0104904722,-1.342652597,-0.8162183645000001,-0.5395640815,1.32236513
ecoli_00524,-2.0927912438,-0.343425395,-0.0786582525,-0.2200063575,0.75530452
ecoli_00525,-2.0424092483,-0.11020076100000001,-0.0231267345,-0.0723041755,0.84317699
ecoli_00526,-2.9397648375000003,-0.258627161,0.1302599105,-0.0648432225,0.79641973
ecoli_00527,-2.5008051772,0.130459716,0.0785012695,-0.38636376250000004,0.80001228
ecoli_00528,-3.380357156,-1.352112192,0.6568467115000001,-1.1457373335,0.31350032
ecoli_00529,-3.530096713,-1.276415738,0.6771719145,-1.2879657555000001,-0.02782439
ecoli_00530,-4.3292568652,-1.479120111,-0.3124927015,-1.6520848675000002,0.08685863
ecoli_00531,-3.7761336572,-1.707001699,0.40784973950000003,-1.3304971134999999,-0.49775873000000004
ecoli_00532,-3.0696926857,-1.291062112,-0.3467192765,-0.8925485875,1.42443941
ecoli_00533,-3.1370995608,-0.88184554,-0.3047829195,-0.5985171905000001,1.49155281
ecoli_00534,-3.1522748987,-0.900528478,-0.2759247245,-0.7912394795000001,1.44866504
ecoli_00535,-2.9336813577000003,-1.083698287,-0.25460454650000003,-0.4993506045,1.62702083
ecoli_00536,-4.213535528,-1.405779064,-0.4233562355,-1.3386039825,0.54081377
ecoli_00537,-3.3252846171,-1.064865027,-0.3372480215,-1.0540548455,0.48600325
ecoli_00538,-4.7380646922,-1.435941012,-0.2759319595,-1.2233703895,0.52912561
ecoli_00539,-5.309256299,-1.235207503,-0.3697275265,-1.5156718535,0.7043804
ecoli_00540,-1.6057074089,-0.8109521160000001,0.7266543085,-0.7110912485,0.05035374
ecoli_00541,-2.1393624352,-0.641999706,0.6191755895000001,-1.0270414755,0.06585657
ecoli_00542,-2.4257906216,-0.426380478,0.3141795565,-1.0915251555,0.08244431
ecoli_00543,-2.1554339503,-0.539542941,0.2587362785,-1.2459426175,0.06150486
ecoli_00544,-0.397965483,-0.9034198910000001,0.3125667405,-1.4407166745,0.22406956
ecoli_00545,-2.2526800735,-0.8227816530000001,0.2643134565,-1.2124081045,0.01661359
ecoli_00546,-3.6342756159,-1.081865241,-0.9031930985000001,-0.8731549375000001,1.31938493
ecoli_00547,-4.8200865081,-0.852497378,-0.8357376645,-1.3434238585,1.24802713
ecoli_00548,-5.4396975203,-1.074542542,-0.7167542765,-1.4760707145,1.00736174
ecoli_00549,-4.316141109,-1.3084105670000001,-0.6543369475,-1.9604684095,1.09908479
ecoli_00550,-4.1540954859,-1.627596788,-0.5126890225,-1.5169320795,1.09254649
ecoli_00551,-4.01285237,-1.7451169210000002,-0.2865089645,-1.4958001645,1.38806858
ecoli_00552,-3.2723636837,-1.7546889170000002,-0.5930793885,-1.2867161304999999,0.73973953
ecoli_00553,-2.9177825635,-1.63741031,-0.5608399065,-0.7629628895,1.05477262
ecoli_00554,-3.0529632697,-1.36089314,-0.31929759950000003,-1.0319753615,0.98252839
ecoli_00555,-2.6906369123,-1.566288323,-0.23445466750000002,-1.0037277045,1.22590753
ecoli_00556,-2.4267705049,-1.30577057,-0.2908594625,-0.5878050715,1.35560079
ecoli_00557,-1.6851882088,-1.759341434,-0.0644689925,-0.6465358725,1.59672657
ecoli_00558,-4.306855062,-1.142248492,-0.0549701005,-0.5263871695,0.44638784000000004
ecoli_00559,-3.9075426183,-1.23488978,0.029786299500000002,-0.36236089050000003,0.33690615
ecoli_00560,-2.4834349847,-1.223559293,-0.5800674025,-0.28507564950000003,0.18500819999999998
ecoli_00561,-2.3833658934,-1.3134003650000001,-0.4607248725,-0.2782405955,0.17453282
ecoli_00562,-2.6355495908,-0.28814331,0.8545970535,-1.6236178165,1.23630888
ecoli_00563,-4.2149082764,-0.5362454440000001,1.0422978745,-1.6851583964999999,1.51723098
ecoli_00564,-2.7254025807,0.044990051,0.3394311135,-0.13678429250000002,1.11599795
ecoli_00565,-2.9977529479,0.281648705,0.2061875115,0.0348926565,1.00761418
ecoli_00566,-2.4418744999,-1.434531555,-0.7896194155,-0.5688619955,1.8599309499999999
ecoli_00567,-2.5463540653,-1.411341317,-1.0066463165,-0.7860437295,1.96775104
ecoli_00568,-2.5035836151,0.8161159240000001,-0.12353380550000001,-0.3635073395,1.34722826
ecoli_00569,-2.5111611928,0.6021114790000001,-0.0148995645,0.0480587685,1.33282406
ecoli_00570,-2.5927127370000003,0.609352364,-0.0242366995,0.036822719500000003,1.06043573
ecoli_00571,-2.6618033508,0.569991086,0.0992327905,-0.23980054350000002,1.0595746
ecoli_00572,-3.4097684877,-1.383708697,-0.3913714545,-0.5911995895000001,1.54486479
ecoli_00573,-3.7300355147,-1.310352342,-0.5614735365,-0.7717685635,1.70512787
ecoli_00574,-2.4701390357,-1.680785142,-0.0407656255,-1.0270932845,1.48876575
ecoli_00575,-2.4667284878,-1.424231916,-0.2064605905,-1.2358736535000001,1.49046411
ecoli_00576,-2.7577123122,-1.399516167,0.2009686325,-1.4312735875,0.42324306
ecoli_00577,-3.1371747399,-1.23627063,0.2292188545,-0.6915657365,0.92268259
ecoli_00578,-3.9012598674000003,-0.8481658,0.3717382745,-0.4499740695,1.07680213
ecoli_00579,-2.74233684,-1.465499959,0.6621092215000001,0.0233837855,0.67513225
ecoli_00580,-3.1416830083,-1.495956099,0.009039601500000001,-0.2954510355,1.0768153
ecoli_00581,-3.8267637389,-1.3391748780000001,-0.17108866450000002,-0.6666471865,0.95867048
ecoli_00582,-2.1762578632,0.48033255500000005,0.2099664515,0.0532277545,1.4037885700000001
ecoli_00583,-2.2738478922,-0.125299569,0.2951152985,-0.0201676845,1.28308702
ecoli_00584,0.055937613000000004,-1.316105542,-0.8941845995000001,-0.6321456845,2.33533651
ecoli_00585,-0.8763825260000001,-1.346362998,-0.9063511215000001,-0.8633558345000001,2.38016355
ecoli_00586,-2.8843122814,-0.31220714,-0.2624759205,-0.37326725850000003,1.09876666
ecoli_00587,-2.6714153267,-0.41192644900000003,-0.2715421545,-0.7194575855,0.47334449
ecoli_00588,-2.9884461117,-0.232864701,0.1023766435,-0.7441034575000001,0.65640274
ecoli_00589,-2.2984423507000002,-0.31837345100000003,0.1103728935,-0.1452433665,0.71332876
ecoli_00590,-2.9102584066,-0.8907897730000001,0.8873727415,-1.3852169245,1.8309453100000002
ecoli_00591,-3.0660632616,-0.853401641,1.1117495805,-1.7852858655000001,1.9450377699999999
ecoli_00592,-1.6331295116,-1.029036376,0.6242504505,-1.6545615505,1.9550789
ecoli_00593,-2.1458538144,-1.263426079,0.2388557175,-1.1850851615,1.2597828500000001
ecoli_00594,-1.5347959822,-1.2670634440000001,0.0247496655,-1.0115924825,1.25077024
ecoli_00595,-1.3151400584,-1.543332898,-0.4170518335,-0.5485436665,1.2731067600000001
ecoli_00596,-2.101752515,-1.024802647,-0.1776091715,-1.1698246455,1.08535662
ecoli_00597,-3.3447896869,-1.00319695,-0.2528530565,-0.7907563545,0.94057974
ecoli_00598,-2.6379616349,-1.188702586,-0.047943122500000004,-0.3513664905,0.71112224
ecoli_00599,-1.8635964694,-1.232903931,-0.0541557145,-0.1210797185,0.28246794000000003
ecoli_00600,-2.602552583,-0.987240023,-0.1692612605,-0.8820605215,0.457156
ecoli_00601,-2.7165127575,-1.248473714,-0.2202109315,-0.5913321425,0.14308002
ecoli_00602,-3.4382978526,-1.268267319,0.0371093245,-0.8280754325,0.3752066
ecoli_00603,-3.3101065596,-1.266195234,0.1315093155,-0.8457066935,0.33776968
ecoli_00604,-2.2524919769,-1.011071283,0.1668979055,-0.5963022575,0.6383114400000001
ecoli_00605,-2.8033934915,-1.02112165,0.26660198150000003,-0.9436308145000001,0.41755462
ecoli_00606,-2.6941334731,-1.328818164,-0.6545170995,-0.6002969775,0.8766619999999999
