,A,GadE,GadX,GadW,RpoS,hns
SRX5632610,1.0414509971,-0.4791752292,0.6030699253,1.0789283943,0.7391266073,0.5267287369
SRX5632611,-0.25714281380000004,-0.0821482823,-0.1910632172,-0.0797900374,-0.19430404610000002,-0.24384935900000002
SRX5632612,-0.3750731346,-0.4791752292,0.3938025643,0.0316045592,0.7199340907,0.2835569584
SRX5632613,-0.28828402200000003,0.46277098240000003,0.1472484179,-0.09671293410000001,1.2277820302,1.0025950488
SRX5632614,-0.037886290100000004,0.13136694640000002,0.38377573930000003,0.8404024210000001,0.0215407991,0.1876885027
SRX5632615,0.3314730251,-0.4791752292,0.4976287722,0.7447671141000001,-0.0150692206,0.2157943829
ERX2874132,-5.1567187907,-1.2358041752,-0.8500093,-1.2479857521,0.0663741888,-0.1594082825
ERX2874133,-8.9228421915,-4.3957402535,-1.8051407042,-2.2343902975,0.4506381236,-0.1992768385
ERX2874134,-3.9283368314000002,-2.0878233993,-2.14355379,-1.8285855027,0.28768228490000003,-0.638115424
ERX2874135,-5.372416788,-2.7500514233,-2.6298016274,-2.7694822984,0.1535386401,-0.7539193862
ERX2874136,-7.8306668516,-2.7049599385,-2.737268486,-2.7591269787,0.15565523180000002,-0.8231322940000001
ERX2874137,-8.8566741159,-3.0438907971,-2.9963326357,-3.5651952309,0.131350726,-0.5832445405000001
ERX2874138,-10.6995454447,-3.9596223632000003,-2.0413855269,-2.3655407983,0.7917607625,-0.30834232030000003
ERX2874139,-9.8282487645,-3.6768557853,-1.9815198588,-2.3404701189,0.6527340802,-0.0989112743
ERX2874140,-0.0515316334,0.2616635762,0.25676847280000004,0.1432780382,-0.0220604303,-0.0346395345
ERX2874141,0.0515316334,-0.2616635762,-0.25676847280000004,-0.1432780382,0.0220604303,0.0346395345
ERX2874142,-4.7383527568,-1.1525116639,-1.493985596,-1.844031529,1.0835072224,-0.5317704004
ERX2874143,-7.0757675728,-1.9711630800000002,-2.2547625774,-2.4513546462,0.9596565713,-0.4663651392
ERX2874144,-6.4196268993,-1.8440452788,-0.9940279930000001,-1.1931613593,0.5855899905,-1.5940724927
ERX2874145,-7.1455374447,-2.4386419427,-1.6560644384,-1.7462024629,0.5974975256,-1.6965531313
ERX2874146,-4.7945355091,-1.7040302673,-0.26802663200000004,-0.1903411545,0.3973549986,-0.0464424086
ERX2874147,-5.343801633,-2.3237739287,-0.8238409283,-0.6316629718,0.3463440169,0.1727365962
SRX1300292,0.4355666644,0.18488697540000001,0.0742050375,0.0745532543,0.0319115236,-0.0904913841
SRX1300293,-0.4355666644,-0.18488697540000001,-0.0742050375,-0.0745532543,-0.0319115236,0.0904913841
SRX1300299,0.999071264,0.4385623361,0.3685019289,0.1067400726,0.1755425277,0.1168897185
SRX1300300,0.4960469148,-0.07231401130000001,-0.025053715100000002,-0.1979470274,0.024489941100000003,0.3090398253
SRX1300304,-5.8678324243,-2.0716982976,-1.0540784303,-1.1177191773,-0.2854373702,0.0824642456
SRX1300305,0.23695027400000002,0.6250483434,0.42494356450000004,0.2286393682,0.3764522019,0.0560094301
SRX1300306,-0.5689758988,-0.22044376240000002,0.0412956342,-0.2234946743,0.2949215998,0.13183338490000002
SRX1300310,-8.1811550249,-2.2621826222,-1.5900318668,-1.1805115925,-0.0268914219,0.0510257579
SRX1300311,-5.2602604996,-1.5852860557000001,-0.9241711126000001,-0.9068038754000001,0.056630553900000005,-0.2423606835
SRX7291195,2.0547976592,0.9492725579,1.0423785865,0.996390658,0.8425441532,0.2570271763
SRX7291196,2.1848216376,0.8373598711,0.8943996289,0.9618817342,0.6879051231000001,0.3642638681
SRX7291197,2.2016253928,0.83415471,0.7789661007,0.8095193057000001,0.6686345142,0.3064102266
SRX7291198,0.0628713893,-0.046072299600000005,-0.0252161142,-0.0426183746,-0.5242501190000001,0.074538774
SRX7291199,0.10051593930000001,0.07540432200000001,0.12246827660000001,0.0638008972,0.3029605819,-0.0099106299
SRX7291200,-0.1633873287,-0.0293320224,-0.0972521623,-0.0211825226,0.22128953710000002,-0.0646281441
SRX7291201,1.4665966575,0.4926931136,0.9388821947,0.6963405488000001,0.5729494946,0.3304941907
SRX7291202,1.4487827004,1.2298390381,1.4744423305,1.3331778944,0.8031390428,0.4013316173
SRX7291203,2.2669459325,1.358358146,1.2464761898,1.0185232784,0.5992687779,0.4047186468
SRX7291204,0.3453726566,0.17881830910000002,0.0038701254,-0.15226168950000002,-0.2291631891,-0.0314011659
SRX7291205,-0.0384027533,0.45531151480000004,0.3139929227,-0.0712232964,-0.18907728040000002,0.042924114900000004
SRX7291206,0.35393632010000003,0.0848438656,0.2654716236,0.1351825347,-0.1244349435,0.0348367673
SRX2436955,-31.4204134867,-10.3191542454,-0.3220439896,-7.983339262,1.097039597,-0.3719097631
SRX2436956,-35.1625811435,-10.6456861873,-9.8758005074,-7.983339262,-0.9273947829,-0.1004838587
SRX2436957,-33.3394498784,-10.1477866088,-9.454487685,-7.7561147723,-1.0439189205,-0.1363042532
SRX2436958,-32.2854233001,-10.0907904654,-9.3394492016,-7.7055534784,-0.8374599219000001,-0.2846288023
SRX2436959,-0.9594427985,-0.0606603389,0.10856943640000001,0.7282533577,-0.0241568321,-0.4296580501
SRX2436960,-33.8149584684,-10.4680136629,-7.7392758931,-7.983339262,-0.0860494442,0.045136789600000005
SRX2436961,-8.5929501777,-3.3837683751,-0.7458632826,-0.7741003474,-0.2103483814,-0.1059539697
SRX2436962,-33.936979086,-10.4780210745,-8.4034980314,-7.9203474806,-0.7525754931,0.2258490008
SRX2436963,-3.1581295222,-0.9042029784000001,-0.376780479,-0.12405676040000001,-0.0423046222,-0.47975217700000006
SRX2436964,-5.1397057993,-2.3351485115,-0.49734399440000004,-0.8535061559,-2.0566938058,0.2753415236
SRX2436965,-26.5895323304,-8.9931450991,-5.558594086,-3.8277860687,-0.9828317065000001,-0.9815861442
SRX2436966,-9.5564838176,-3.487329876,-1.5004944395000002,-1.9961356302,-0.5097708088,-0.3087478254
SRX2436967,-10.2624188097,-3.786996326,-0.8922951483,-0.9342169745000001,-0.2337895701,-0.10767101450000001
SRX2436969,-3.7559301541,-1.1772502082,-0.5044675253,-0.0985167121,0.5081283672,-0.45504732480000004
SRX2436970,-10.7656469399,-3.7532743899,-1.3381789616,-1.9462646802,-0.47408949180000004,-0.1784720246
SRX2436971,-8.4076264035,-3.1037810414,-0.5056103457,-0.4246359645,-0.6043009345,-0.1390028699
SRX2437029,-29.1739281481,-8.2612550168,-7.1866897604,-7.4829747662,-0.6240025128000001,0.1736260885
SRX2437030,-31.6506211866,-10.333107873,-0.19900593900000002,-7.983339262,0.9201684831,-0.27164307
SRX2437031,0.2404393699,0.9246605210000001,0.4710223147,-0.0023402089,0.4262621594,0.2077827392
SRX2437032,-0.0562465458,0.7917812134000001,0.4855260384,0.0813342344,-0.0907873793,0.29997996050000003
SRX2437033,1.8796695852,-0.4898230642,-0.36712429090000004,-0.4289592438,-0.6271696783,0.1029299878
SRX2437034,-26.4804559602,-8.7909341488,-5.6846699906,-3.7661227712,-0.9878038137,-1.3674103504000001
SRX2437035,-32.9079857381,-10.6456861873,-1.8600842366,-7.983339262,0.1061579939,-0.36110479560000003
SRX2437036,-25.9919723871,-7.9438482649,-1.7578987962000001,-6.7183694825,0.0811030881,-0.5273915313
SRX2437037,-3.8484219657,-1.9667500264000002,-0.6206539345000001,-0.9635933411000001,-1.4706241186,0.08841543040000001
SRX2437038,-9.5746992485,-3.4172078207,-1.0312536301,-1.82277779,-0.4671100716,-0.13269625570000002
SRX2437039,0.8333355107,0.6786720246,0.7517375774,0.36850026480000003,0.291305217,0.2522664448
SRX2437040,-30.6669375046,-10.5488634039,-2.0408356488,-7.9125702074,0.0806200884,-0.48692241550000004
SRX2437041,-29.3732341521,-10.3141865645,-0.2794974947,-7.735902104,1.2349298928,-0.4461017364
SRX2437042,1.8591602205000002,-0.3570849197,-0.17939048500000002,-0.1687820861,-0.5168503485,0.2538424899
SRX2437043,-3.9581071732,-2.0461469939,-0.7480785665,-0.9510154794000001,-1.5198680512,-0.0103089075
SRX2437044,3.1171443343,0.5939077504,-0.38909258680000003,-0.3554328458,0.0755731168,0.2476559297
SRX4705203,5.4899637485,2.3362380322,0.1315774957,0.3528460617,0.6045900864,-0.3995743255
SRX4705204,-1.7650869636,-0.9057195052,0.0697563328,-1.4176699698,0.6665521292000001,-0.5051173318000001
SRX4705205,2.9708801605,1.0100723473,0.554049303,-0.9485549268000001,0.5463657323000001,-0.5683179356
SRX4705206,4.6226866691,1.5896810198,0.8373188606,-0.5452434208,0.6278999625,-0.6196273183000001
SRX4705207,-6.6054463318,-1.8785032513000002,-1.109915956,-0.9721166732000001,1.5070312818,0.8182663423000001
SRX4705208,-0.5685972911,0.39718258500000003,-0.9103902651,-0.5573724638,0.8280153045,0.6574174028
SRX4705209,-6.546259374,-1.5917521324,-1.8425299546,-1.3453073873,1.5406839391,0.8539069389
SRX4705210,-2.3753149089,-0.3086045632,-0.7715059626,-1.3360238679,2.2125833362,0.4270401478
SRX4705211,-3.9506867512,-0.9124063273,-0.9134966838,-1.79205624,1.7876219128000002,0.3057844903
SRX4705212,-3.8847783665,-0.7848960107,-0.8231604171,-1.3809029873,1.9715246501,0.3815134859
SRX4705213,2.1623720471,0.43506496850000004,-0.47587371030000003,-0.0115785776,-0.2027626566,-0.0514692571
SRX4705214,-0.1881984706,0.2202494525,-0.2192822143,0.2643503669,-0.1722772558,-0.08890384350000001
SRX4705215,0.0009262537000000001,0.0291432168,0.3491979779,0.0462997234,-0.0238262804,0.0282034008
SRX4705216,-0.2313963987,0.007255528000000001,-0.4482340085,0.0128409083,-0.3323414589,-0.20737839730000002
SRX4705217,-0.2555101952,-0.2327537231,0.3617842556,-0.19600256940000002,0.09276473390000001,0.2889934849
SRX4705218,-1.4881932362999999,-0.4589594428,0.43240769960000003,-0.11590985170000001,0.6384429179000001,0.0305546122
SRX4705219,11.8357801726,3.6560702359,1.4388144902,1.3455143423,1.0306032465,-0.44535358700000005
SRX4705220,12.5820582201,3.7578276032,1.4822941105,1.494805028,1.0620790756,-0.306990557
SRX4705221,6.9855689688,1.9701178217000002,1.1647807872,-0.2280239467,1.1761166277,-0.7320052409000001
SRX4705222,12.454529073,3.7975953776,1.2704916582,1.3550493743,1.0781661632,-0.49582002880000003
SRX4705223,5.143816835,2.2400872431,0.18353300120000002,0.2194184656,0.5970242542,-0.5767303165000001
SRX4705224,4.8027099266,2.1948003384,0.2730073368,0.29646830820000003,0.41313108940000004,-0.1629885837
SRX4705225,-6.9665341177,-3.5227618753,0.4388982658,-0.43798814900000005,0.6560503050000001,-0.48575719840000003
SRX4705226,-6.8062707072,-3.526846673,0.3391830247,-0.7401161175000001,0.5163063446,-0.6388222610000001
SRX4705227,-6.7540546795,-3.0085562516,0.512148016,-0.6117125319,0.5921911449,-0.838650267
SRX4705228,7.8379385751,2.6042831637,2.4644411226000003,2.3366807523,0.4145018807,-0.8016365618
SRX4705229,8.1765581785,2.6916772758,2.6115763972,2.6654831112,0.3385546109,-0.6139088962
SRX4705230,9.3851818835,3.1102064821,2.786839205,3.0380283803,0.6707933292,-0.287425074
SRX4705231,8.3100477082,2.5472782739,1.6840199022,0.0786403487,1.0105470486,-0.4489432823
SRX4705232,8.0903335955,2.3015406414,1.2409427823,-0.1223139933,1.2598023969,-0.5123378751000001
SRX4705233,-12.7328311139,-4.5982621841,3.0552930362,1.5888680729,1.8700815334,-0.2272886656
SRX4705234,-17.4780332745,-5.7461388797,0.7118935667,-0.4586989305,1.2053437335,-0.9453875653
SRX4705235,-19.0091294138,-6.1751159546,-1.3363152808,-2.9427254733,0.8512096507,-0.1865236397
SRX4705236,-16.323444082,-5.6748091107,0.7030296889000001,-0.2070599942,1.0336142905,-0.8251469931000001
SRX4705237,-19.0925502388,-6.346387135,-1.6633560898000002,-2.4681804261,0.8297124726,-0.16361876860000002
SRX4705238,-16.9659284961,-5.5938838749,-0.9713639908,-2.7178639243,0.9577840338,-0.1793039498
SRX2038319,0.7604596827,0.0139797876,0.6157377047,1.0596568894,0.6428626927000001,0.8134453723
SRX2038320,6.8121925739,2.2319154896,1.1122063436,1.6630150353,0.5569332490000001,0.7646370964
SRX2038321,-8.9634773462,-3.3504926222,0.8433717628,1.9968064777,0.45583812900000004,1.0324515241
SRX2038322,-7.1453344409,-3.2339529342,1.4254230940000001,1.0980510913,-0.0059625017,1.1282927925
SRX2038323,2.1279755439,0.5226293499,-0.2005793117,0.4036717338,-0.7958093834000001,0.1944001789
SRX2038324,-12.3271830076,-4.1579925567,-1.6299030935,-0.7005748886000001,-0.9913625079,0.4488880236
SRX2038325,-9.2028188694,-3.3381135148,0.4972415068,2.2652401056,0.8636873724,0.8192872041
SRX2038326,-6.3605518955,-2.3078005239,0.8698127504000001,0.900683556,0.9692145481000001,1.2621479943
SRX2038327,1.6858934328,-0.0058409704,0.3887205452,1.2726474871,0.5484635499,1.2170803733
SRX2038328,-1.9668984133,-1.3263821227,0.6481500712,0.7753889515,0.47975582850000004,1.1546751501
SRX2038329,-1.3015509727,-1.0781355394,-0.2944254633,0.1426560579,0.0560243226,0.53156031
SRX2038330,-0.8853587057000001,-0.43432279490000003,-1.2407576638,-0.3604792116,-0.4189636936,0.4018958288
SRX2038331,-2.4896902284999998,-1.0025609797,-2.1301683097,-0.2450091002,-0.9782229419,0.4577782038
SRX2038332,-5.1114165802,-1.5193476558999999,0.5823923612,0.41516250180000003,0.5822594640000001,0.9002764379
SRX2038334,-6.8713438227,-2.3310213741,-3.4635241338,-2.4271980725,-1.0677223828,-0.262260078
SRX2038335,-13.642951782699999,-3.8113830649000002,-1.9699868450000002,-1.8477135740000001,-0.6452112251000001,0.3425222732
SRX2038336,-15.5400257792,-4.723710063,-2.3669817871,-1.6166878714,0.1060509201,0.7995975116
SRX2038337,-7.4418370543,-2.93492297,-1.8704187436000002,-0.5492875857,-0.601614632,0.43580111590000004
SRX2038338,-0.2069564986,0.15505544940000002,-0.1124218074,-0.2140639764,-0.7106380433,-0.3017448487
SRX2038339,-2.4850600892,0.7088664608,0.1956904767,0.4835806388,0.48744292520000004,0.2518614037
SRX2038340,-7.4460140701,-2.1475670845,-1.5441800312,-1.1566581592,-0.1201034834,-0.222408293
SRX2038341,-5.6334303291,-1.8520559228,-0.3453191248,-0.48004320380000004,-0.49547265960000003,0.1879661558
SRX2038342,-3.596275588,-0.2935311929,-0.4104208794,-0.9410297958,-0.7485561418000001,-0.4890843193
SRX2038343,-13.2339607745,-3.3664794786,-1.3283772674,-1.3556802996,-0.1073952073,0.3142079397
SRX2038344,-11.8615181291,-2.0380439122,-0.9935913919,-1.0772681604,-0.5009317645,0.3077435991
SRX2038345,-8.7227039108,-2.9224326977,-0.5052825244,-0.7781230134,-0.8764053693,0.1788038197
SRX2038346,-6.7737088283,-0.6133815045000001,-0.189121058,-1.2971975864,0.2653966235,0.1157789693
SRX2038347,-11.1702301267,-1.4430711628,-0.1654436139,-2.1593162468,0.8576571565000001,0.5130444938000001
SRX2038348,-9.6172358229,-1.1562290388,-0.44167636250000003,-1.9222929237000002,0.5060509845,0.1415777017
SRX2038349,-8.1058396314,-1.9169421875000001,-2.0345941137,-1.9979490054000002,-0.7526508004,-0.3207439709
SRX2038350,0.5407376896,-0.1506871668,-1.5632921842,-0.9775914492000001,-0.6745435179,-0.2838773316
SRX2038351,-9.6575889542,-2.5291458111000003,-1.7974193415,-2.2221762018,-0.2096922728,-0.213800642
SRX2038352,-11.7221166518,-2.1478879614,-1.1265188594,-1.4715007892,-0.5210191926000001,0.543715835
SRX2038353,-7.8710618147,-2.6470210337999998,-3.4025816285,-2.7714353889,-0.9885591913,-0.0083750354
SRX2038354,-13.002317104,-3.4436961126,-2.2670312476,-2.1879117726,-0.5335854546000001,-0.0373465344
SRX2038355,-13.7281780742,-3.4850644927,-2.3404292198,-1.6100733621,-0.6650077532,0.1802205077
SRX2038356,-4.0004513292,-1.0911406054,-1.4834348926,-1.6397381213000002,-0.6734272628,0.2062926307
SRX2038357,-0.5535031841,-0.169035237,-0.5033158973,-0.8455929130000001,0.0677753505,-0.5117005236000001
SRX2038358,2.0876343311,0.1527486434,-0.6648402893,-0.19974305180000002,-0.6635944368000001,-0.7003631485
SRX2038359,-8.203892314600001,-2.4338714524,-1.2248399779,-1.0880091323,0.24001536340000001,-0.2187207317
SRX2038360,-6.8371398493,-2.682196983,-0.37463469790000004,-1.2713534322,-0.39957036030000004,-0.054139203600000005
SRX2038361,2.3709350489,0.8004757136,-0.2027820125,-0.8535916685,0.13779702600000002,-0.0185848993
SRX2038362,-7.8566709617,-2.0983445251,-0.3614433265,-0.6581071283000001,-0.2892728428,0.49671234680000004
SRX2038363,-9.2144083346,-2.1676988822,-0.8405548937,-0.3919998903,0.063880307,0.4824981277
SRX2038364,-6.4259422552,-1.4010285598,0.457055802,-0.31228269540000003,-0.0446195849,0.3482297729
SRX2038365,-7.6972942078,-1.0413278204,-0.4377825191,-1.6300818871,0.6790029578,-0.1461560235
SRX2038366,-11.6350221313,-2.0958266679,-0.0683557383,-2.083026326,0.5657041852,-0.2391000802
SRX2038367,-10.3810261255,-1.7503609387,-0.6143703652,-1.8105242788,0.7180691943,-0.46783544390000004
SRX2038368,-1.3454148911,-0.8732193694,-2.034699316,-1.5069651166,-0.4285660378,-0.3071428348
SRX2038369,-0.24441480510000002,0.061850194100000006,-1.2191648806,-1.0973096721,-0.37244374420000004,-0.4365247042
SRX2038370,-3.7021307911,-1.001559036,-0.5285296653,-0.7972465758,-0.5556808697,-0.38758173360000003
SRX2038371,-10.5238476955,-4.2904850163,-2.1253579339,-1.734704028,-0.1552247884,0.3201668684
SRX2038372,-8.2419913292,-3.1143265402,-4.077872517,-3.4513015042,-0.6178347536000001,0.0465265411
SRX2038373,-13.4441373825,-4.2803977021,-2.5289969765,-2.3495020021,-0.1980209816,0.14940950960000002
SRX2038374,-13.2012914097,-3.6471578718,-2.3292381643,-2.6765240219,-0.2259185498,-0.132560216
SRX2038375,-1.9747662402000001,-0.6084566347,-0.6743678266,-1.1208294221,-0.7817842324000001,0.5144624051
ERX530520,-0.1282956894,0.1316349346,0.0659515803,0.0982405247,-0.0242983062,0.0221061546
ERX530521,-0.6484245534,0.2385016707,0.9123513168,-0.0355425429,0.7349939390000001,-0.0756894691
ERX530522,-0.5336493334,0.23476960730000002,0.7930003648,-0.4010372056,0.42723498790000003,0.11953000150000001
ERX530523,0.1526880455,0.2380145764,1.0248385662,-0.1413273327,0.2324750193,0.2118616721
ERX530524,0.1282956894,-0.1316349346,-0.0659515803,-0.0982405247,0.0242983062,-0.0221061546
ERX530525,-0.1815236838,-0.3114005024,0.9538931333,-0.3509286842,0.6642612716,0.0591923524
ERX530526,0.0800750223,0.2028028718,1.4853188853,0.41130948840000003,0.43708541440000004,0.1263137037
ERX530527,-0.5437783649,0.3080828456,0.9470638082,-0.1423823616,0.7065415546,0.0809025668
ERX3212443,12.5289227313,4.5481762342,1.5414766096,1.2627371204,0.9454235623,0.0732094626
ERX3212444,1.3087339892,0.5852418070000001,-0.17989246350000002,-0.46377852210000003,0.7759384872,0.0056132335
ERX3212445,0.3311639222,0.2438814186,-0.6386387231,-0.8081095679,0.5711733054,0.0423629914
ERX3212446,0.32767373510000003,0.7231788146,-0.4826296707,1.0627146002,0.9374318935,0.041954287
ERX3212447,2.2486823039,0.8965591663,-0.1189749816,0.2707329591,0.910492182,-0.0160248089
ERX3212448,12.0126884739,4.2524179078,0.7068529191,1.3483099341,0.8612305479,0.0104782174
ERX3212449,-0.2948878806,-0.150857249,-0.20246891660000002,-0.1308008722,-0.037221874200000005,-0.0104948585
ERX3212450,-0.1884768078,-0.0903195095,0.1870786186,-0.0651843591,0.0013268786,0.0124467228
ERX3212451,0.4833646884,0.2411767586,0.015390298,0.1959852313,0.0358949956,-0.0019518642
ERX3212452,1.9490950559,1.274013771,2.0911972078,0.669640102,-0.0877083962,-0.3895044203
ERX3212453,2.4667293969,1.9844229877,2.6867062747,1.0980841784,-0.044082464,-0.42263324150000003
ERX3212454,3.2092364228,1.9033099384,3.5787519851000003,2.3137093318,0.0040361203,0.024469464200000002
SRX7478973,0.0951607232,-0.37583794470000004,0.0978064413,-0.10852659020000001,-0.3611764005,-0.0055667291
SRX7478974,-0.1336902547,0.5829164452,0.0575362877,0.16666547510000002,0.0771642025,-0.044471987000000004
SRX7478975,0.0385295315,-0.2070785004,-0.155342729,-0.058138884800000006,0.2840121979,0.050038716100000005
SRX7478976,0.4022213539,0.2017041672,0.157237658,0.19363756170000002,0.1505303285,0.0016250414000000002
SRX7478977,-0.18422975290000002,-0.2084249041,0.3718575877,0.1680933718,0.1160648475,-0.043639133100000005
SRX7478978,0.38143522830000004,-1.0375242389,0.3628999209,-0.0476170023,0.3506432363,0.1600786533
SRX7478979,1.2093474839,-0.5423724693,0.9126630956,0.7282032345,1.0733189414,0.09561689300000001
SRX7478980,0.7221816160000001,-0.6023132839,0.9505124912,0.6432901990000001,0.9355091798,0.1953431049
SRX7478981,0.7278318988,-0.3685248794,1.1721462109,0.6348425094,0.6864147749,0.2260962068
SRX7478982,1.1484882406999999,-0.5831546029,0.9876879947,0.6751192059000001,1.4027260516,0.18279078980000002
SRX7478983,0.8189054905,-0.7419023174,1.0911530439,0.6549667333,1.1597094079999999,0.1380813401
SRX7478984,0.4593412549,-0.7543359914000001,1.0835799811,0.4681709274,1.2837350512,0.0548575638
ERX1521038,19.3488387009,5.6891472012,5.1781937772,4.4911697164,-0.5141281642000001,-7.6088245253
ERX1521039,18.229606282,5.5051273949,5.9180350048,5.316441055,0.4709148805,-2.3407874767
ERX1521040,19.9751697421,5.7519339757,5.2737897309,4.6322185601,-0.4309899782,-8.3235432999
ERX1521041,17.182458454,4.625781324,5.2755465007,4.8365174732,0.5072233562,-2.9963109286
ERX1521042,-0.6233970234,0.1478793048,0.040471705600000005,0.42570027320000003,0.0010033149,1.2914563898
ERX1521043,-0.3345784143,0.5498235551,0.091652603,-0.7681050402,0.1241556788,-0.1594690833
ERX1521044,-0.0843577058,0.10812935970000001,0.1050497786,0.3450336022,-0.095928678,1.1280401783
ERX1521045,0.0843577058,-0.10812935970000001,-0.1050497786,-0.3450336022,0.095928678,-1.1280401783
SRX621182,5.0719199639,1.8148987143,1.5769371084000001,1.281784981,-1.6296757112,-11.2828757996
SRX621183,5.0191999962,2.076063775,1.8443147755,1.3592117984,-1.5207212803,-11.0958731081
SRX621184,3.8632891099,0.8541020512,0.0818959907,-0.1358676723,-2.1551091053,-11.2828757996
SRX621185,4.8055186337,1.1818899267,-0.09878723140000001,-0.0035974636,-2.271826186,-11.169180213
SRX621188,5.1966718082,1.7944725183,0.6107623668000001,-0.2327174253,-8.919357295,-11.2828757996
SRX621189,4.4985851715,1.49543748,0.6621134463,0.0315813434,-8.5537604829,-11.1395489089
SRX621190,-0.8612598825000001,-0.0353590395,0.1392633617,0.0309286002,0.2355117427,0.004999462200000001
SRX621191,0.8612598825000001,0.0353590395,-0.1392633617,-0.0309286002,-0.2355117427,-0.004999462200000001
SRX621192,5.6949082287,1.9718204624000002,0.21984363510000002,0.34953239340000003,-3.123507769,-11.2828757996
SRX621193,5.212305094,1.9497447318,0.37472461220000003,0.3950009754,-2.652046765,-11.1649614232
SRX6489436,-1.4594652404000001,-2.3315528986,-2.0288203939,-0.9256875318000001,-0.07601669750000001,0.0532748055
SRX6489437,-1.1024749429,-2.3001814836,-2.5656113844,-0.8648171087000001,-0.2865615411,-0.4888458236
SRX6489438,-1.7921733543,-2.2921339561,-2.3630831127,-1.454992989,0.200378254,-0.3363509508
SRX6489439,-0.3907765539,-0.4738409096,-0.49854416570000004,-0.5128457347,-0.2852539933,-0.46563791250000003
SRX6489440,-0.3686760851,-0.32349297860000004,-0.1416710978,-0.4354591585,-0.38528219900000005,-0.2812791618
SRX6489441,0.7594526389,0.7973338882000001,0.6402152634,0.9483048932,0.6705361923000001,0.7469170743
SRX6489442,-2.0564944918,-0.7925001180000001,-0.5837016064,-0.5555022768,-0.2520204133,-0.5656674251
SRX6489443,-1.2836941937,-1.5074444975999999,-0.29045876930000003,-0.4023968808,-0.561476191,-0.39575645670000004
SRX6489444,-0.5575432851000001,0.09330715910000001,-0.0103485628,0.2732834384,0.3723034616,0.4498708985
SRX6489445,-0.5296909344,-0.20742636220000002,-0.14295731720000002,-0.33821348430000003,-0.4987923756,-0.48760263470000004
SRX6489446,-0.9079521838,-0.1585987973,-0.07577853870000001,-0.2875090384,-0.40853676120000004,-0.482811335
SRX6489447,0.8431323652,0.36363131320000003,0.1500058057,0.48529710260000003,0.4330006176,0.6043716194000001
SRX6489448,-1.7483048851,-1.0178638346,-1.0325757977,-0.9892457352,-0.1061310161,-0.13186827780000002
SRX6489449,-1.4362868313,-0.5919278967,-0.5108662853,-0.6406158552,-0.26026007500000004,-0.4012151661
SRX6489450,-1.5620659081000001,-0.5166178591,-0.8480282799000001,0.0343605158,1.1858326733,0.213572845
SRX6489451,0.4087234476,-0.12491825740000001,-0.8072287741,-0.7297685189,0.1802800029,-0.3657522957
SRX6489452,-1.0534712738,-0.49502335410000003,-0.9913127746,-0.7010934758,0.0778207767,-0.2791243397
SRX6489453,0.7931634691,0.057171713900000004,0.193323442,0.8909736535,0.5343687421000001,0.5526899009
SRX6489454,0.34855152240000004,0.1471609062,-0.4549784893,-0.6379670619000001,0.0135547038,-0.1909566644
SRX6489455,-0.5293141328000001,-0.2152472836,-0.4178252081,-0.37904124770000003,0.2293122333,-0.41196725570000003
SRX6489456,1.2668745413,0.41773176170000004,0.22211817080000001,1.0275077322,0.5407124442,0.4086006219
SRX6489457,3.5257020201,0.0796523206,-0.5390822866,-0.0362960326,0.8095686286,-0.3798919416
SRX6489458,2.1874665659,-0.6030618545,-0.5606582081,0.0197514516,1.2513711449,-0.5863838816
SRX6489459,5.2599319414,0.7336648903,0.3093862343,0.8798913737,1.548525294,0.2846592558
SRX6489460,1.9146284953000001,-0.31205869,-0.2194826838,0.1568635478,0.8769834036,-0.4614595925
SRX6489461,0.61731412,-0.6932480573,-0.3400238179,0.2838546958,1.2547770457,-1.0059124379
SRX6489462,3.9035196122,0.44644825400000004,0.0685325752,0.6250889289,1.1842660553,-0.1849198789
SRX6489463,0.5386244011,0.0253967243,0.8610265112000001,1.0920896181,1.1372458531,-0.7783546981
SRX6489464,-0.2720816783,-0.48424853770000004,0.5779041677,1.1326147779,1.1463289075,-1.0572050349
SRX6489465,3.4594035276,1.4504367569,1.2019824507,1.3672691953,1.7365144753,-0.1807664728
SRX6489466,6.0653842978,0.8506557013,-0.5045289348,-0.066745411,1.1354345071,-0.0907122476
SRX6489467,6.6370656548,0.9936986337,-0.6305184192000001,0.4139349403,1.3896646958,0.3082687048
SRX6489468,7.3852137135,1.7328054999,0.234992732,0.6910226587,1.7925796462,0.3379025303
SRX6489469,7.1509749751,0.8639113555,-0.2312585027,0.6021939881,1.4298720576,0.12136969610000001
SRX6489470,3.3286473721,-0.3381223969,-0.6208551296,0.007104007000000001,1.5256808674,-1.0080812869
SRX6489471,8.3827274465,1.6276807151,0.5304134570000001,1.1537142674,1.7725243485000002,-0.0863613176
SRX6452027,0.531219134,0.3683551329,1.3302998399,2.0340193803,0.8576281599000001,1.8073523909
SRX6452029,-0.28176348230000003,-0.1480297586,-0.1310117716,-0.0110648751,-0.0357922916,-0.0544999308
SRX6452030,1.1085306045,0.9833554511,1.908978785,2.0093803743,1.0718098388,1.5425572323
SRX6452031,-2.8173189654,-1.3420508709,-1.0903635777,-0.38451029140000004,2.7106892852,-0.1330063326
SRX6452044,-1.8549694358000002,-0.25690067850000003,-0.9552388805,-0.4976642706,2.5173608643,-0.1406345544
