,A,GadE,GadX,GadW,RpoS,hns
SRX5694493,-3.3543508818,-1.7550318371,0.7394757083,-0.6314183751,1.4811790611,0.5452639171
SRX5694494,-4.9193569123,-2.2443270657,-1.5566576302000001,-0.7381592819,1.1931153627,-0.26568005170000003
SRX5694495,-1.2989774496,0.0197443117,0.4323093243,-0.2758493253,0.223645429,0.0841285715
SRX5694496,-2.4951680422,-0.1563452125,-1.1253225087,-1.8270040461,-0.5212448198,0.2074623988
SRX5694497,-6.6677030714,-2.9233291286,-2.9588872566,-2.9671130112,1.0658264478,0.1124846535
SRX5694498,-1.3234280593,-0.5686496951000001,-1.7818718834,-0.9850013674,0.2623274617,-0.2450224828
SRX5694499,-4.4150123304,-4.9543248985,-3.9685586572,-1.6582115954,-0.8602627439,-1.0155779588
SRX5694500,-1.0132254491,-1.1609882979,-1.9166611242,-0.5391158281,0.6492284850000001,0.40581125370000004
SRX5694501,0.2533878741,0.2931326186,-1.1424897266,-0.4554016045,-0.0872275571,-0.0542282217
SRX5694502,-8.6094973908,-4.9543248985,-2.2308314116,-4.8910971814,-1.6278754941,-2.9378155799
SRX5694503,-11.6317508138,-4.9543248985,-3.2905908826,-4.8910971814,0.5569903872,-0.3200129413
SRX5694504,-1.5544087041,0.2102979721,-0.0061632818,-0.9594952036000001,-0.5821665425,0.1441304368
SRX5694505,-7.4432943925,-3.2422456163,0.5574776625,0.9792263448,-0.5569867189000001,0.47527088300000003
SRX5694506,-8.5321875654,-4.9543248985,-1.9066000376,-2.9064468889,-0.8658739125,-2.5654841271
SRX5694507,-2.5447942681,-0.6442231476,-1.1645279928,-1.5930981604,-0.5061400461000001,0.1975259029
SRX5694508,0.1673924887,1.9903893553,2.8790304897,2.2326202937,-0.007558000600000001,0.2647319957
SRX5694509,-6.5660048329,-2.1935764911,-1.4187992321,-1.1152222834,1.1837010027,1.2775528383
SRX5694510,3.5288459739,0.8106657876000001,-0.5455504881000001,0.4682973258,0.3684639705,0.2603432292
SRX5694511,0.2878229251,-0.5030941128,-1.9052956364,-0.8803569347,0.7162084194,-0.5445256282000001
SRX5694512,-5.7657483702,-1.4884099982,-1.7869076372000001,-1.1043004213,-0.7495037573000001,0.0948469767
SRX5694513,1.2262419171,2.3407828831,2.7035074685,2.8732052881,-0.2520943269,-0.6320639646
SRX5694514,-6.8799118616,-3.2817359052,-0.6309980420000001,0.2597272828,-0.1303226102,1.4560009629000001
SRX5694515,-6.1677015441,-1.0130624668,0.5591090838,2.8930780458000003,1.2895415137000001,-0.3249757767
SRX5694516,0.0423482238,0.6400911570000001,0.2844424888,1.1196950558,-1.0265109875,-1.1409297771
SRX5694517,-5.2783848024,-1.1877474387,-0.699081692,-1.0660580153,-0.0724954515,-0.777314911
SRX5694518,-0.4864367482,0.0057376782000000005,-0.6834696411,-0.4502868915,0.0047803766000000004,0.0180990911
SRX5694519,-3.7062050597000002,-1.101779104,-0.9369712622,0.44527928910000003,-0.26600968140000003,0.08073145870000001
SRX5694520,-6.8572157431,-4.9543248985,-1.7037657776000001,-4.8910971814,-0.7475409037,-1.0174599348
SRX5694521,-4.1683490854,-1.478819687,-1.6631423053,-1.2535837332,-0.21861527020000002,0.09148157920000001
SRX5694522,-1.5936584762,0.1703270946,-1.0659853640999999,-0.4951768219,0.5629342945,-1.5476080252000002
SRX5694523,-3.5180774564,-0.6731816621000001,-2.0924488142,-0.6445895244000001,0.21570166240000002,-0.7477075316
SRX5694524,-5.0493603469,-1.463319352,-1.9019719918,-1.9821644555,0.062023590600000005,0.2071493403
SRX5694525,-2.0885207827,0.1949305494,-0.3270881192,-0.6265683658,-0.42882891900000003,0.8525130146000001
SRX5694526,0.7311042372000001,0.6053945312,-1.4260702628,-0.5907763125000001,-0.7689727486,-0.175856218
SRX5694527,-4.1445387366,-2.1467705867,-2.4558263077,-1.2133277672,0.7309834126,0.2870256222
SRX5694528,-0.4687292706,0.8898444481000001,1.5532031724,2.2498084238000002,-0.1501726563,0.2407021481
SRX5694529,-1.1462337802,0.4587964571,-0.7262673853,0.39586444930000003,0.5169160205000001,-0.6198402791000001
SRX5694530,-6.7805912498000005,-2.8578512514,-2.7702355593,-4.8910971814,-0.6836513344,-0.9751571788000001
SRX5694532,-5.0068160946,-1.7372671564000002,-1.1356812419,-1.0862679564,0.6793260160000001,1.3099850778
SRX5694533,1.1452403786,-0.5795125854000001,0.4849650354,0.318433834,0.7371031941,-0.7183523508
SRX5694534,-5.3856085391,-3.1552620167,-1.8102551761,-1.4181592968,1.9744757876999999,0.7760040404
SRX5694535,-5.0993994497,-4.9543248985,-0.5962947766000001,-4.8910971814,-0.7213432398,-2.575634232
SRX5694536,-4.3311678934,-1.3114983628,-1.7375392391000002,-1.3471639952,0.6477702467,-0.9130116927
SRX5694537,-1.7793346156,-0.7216108358000001,-0.8444514657000001,-1.076108859,0.020042852400000002,-0.44788224930000003
SRX5694538,-1.7848520747,-0.7100778606,-0.5609800471,-0.46758689280000004,0.48593594510000004,0.3148884245
SRX5694539,2.3256773089,-0.0995043174,-1.8769103862,-0.41619355280000003,-0.39806902200000005,-0.28971688570000004
SRX5694540,-5.8146086765,-2.0510275171,-1.1587548634,-1.6398368427,0.4775086602,1.3346327518
SRX5694541,-1.5374663516,-0.8815517271000001,-2.2036373405,-0.7296981564,-0.2237540542,-0.5946219462
SRX5694543,-0.8527921972,0.0073837486,-0.0773578979,0.6463621749,-1.2433446982,-1.3247379993
SRX5694544,-5.171746222,-0.9772992033000001,-1.1987971767,-0.5064272091,-0.09469580500000001,-0.44033934020000004
SRX5694545,0.9431625006000001,0.6645719065,-1.5697753834000001,-0.6086695298,0.3882651955,-0.629954507
SRX5694546,0.1683388033,1.7672363165,-0.6416192956,-1.5494499382,-1.0093608602,-0.08006541610000001
SRX5694547,0.6967324028,0.1705663155,-0.218809689,0.4341006315,0.4493025752,0.0653199613
SRX5694548,-0.9768996794,-0.6626245243000001,-0.18554009940000002,-0.081097899,0.091783931,0.0229108257
SRX5694550,-0.6486276327,1.2641697463,0.6551437869,0.7145679516,0.062013330500000005,0.6068103597
SRX5694551,-8.4706899988,-4.9543248985,-3.062673093,-3.6849421341,-0.9358932155,-1.0974892677
SRX5694552,0.8377008224,0.06758366560000001,-0.5305310609,-0.5283854327,-0.4164593802,0.42388081310000003
SRX5694553,0.18757145220000002,0.7973108276,0.43554068760000003,-0.6440189145,-0.0044865156,-0.15407335730000002
SRX5694554,-3.3729814241,-1.1229460866,-0.7049374159,-1.1463671463,-0.0383475161,0.5215772258
SRX5694555,-4.6170208798,-1.0387753436,-0.42549636560000004,-0.4997818694,-0.7369655924,0.8160299542
SRX6072760,-6.8875232975,-4.1662094455,-2.0591431465,-1.3314105904,0.41317827430000004,0.0071643614
SRX6072761,-5.4929106244,-2.4660532164,-2.0233068317,-0.7814981377,0.604767283,-0.2758306545
SRX6072762,-5.8518846476,-2.8718865882999998,-1.5630137536,-1.1850328487,0.7448858374,0.19657312300000002
SRX6072763,-5.0715177584,-2.4320964446,-1.2307429816,-0.1412527238,1.4155093927,0.249607336
SRX6072764,-6.3509254737,-3.6339570428,-2.2434015583,-1.1686088526,-0.2457375582,-0.36908601
SRX6072765,-5.9251156662,-2.5049262159,-1.2137433793,-0.3369809778,1.3219007904,0.2020555698
SRX6376491,1.045600458,1.7553138839,1.3727531535,1.5359754114,-0.6830534858,-0.1806245025
SRX6376492,-5.2166435029,-1.7750764978,0.7364658202000001,0.6367115607,-0.6785606825,1.0700777325
SRX6376493,-5.7795983279000005,-2.3030007435,0.8020099156,0.7264895838000001,-0.4696651093,0.9891126338
SRX6376494,-4.7949311656999996,-1.6870039870000002,0.8283546073,1.0658904284,-0.46349901590000003,1.0233108158
SRX6376495,0.5144059184,1.7112292034,1.7646604640999999,1.4838933811000001,-0.3385525806,-0.3377527415
SRX6376496,1.6004673957,1.5937886089000002,0.9226248098000001,1.6736089473,-0.6918979069,-0.2580387104
SRX2723951,7.0616868387,2.3386974061,2.1806473558,1.3023265598,1.3115418012,0.3710506029
SRX2723952,10.636600015199999,3.6669980278,3.1446118588,2.3695525679,2.719049273,0.401816247
SRX2723953,5.6695438636,1.4663093568,0.6395456294,0.2963838149,1.9266550545,0.30867674040000004
SRX2723954,8.7871977738,3.4059199795,4.659462879,3.6047353966999998,2.7159852568,0.9241273707000001
SRX2723955,8.0704097921,2.3795006094,0.8132213377,0.4164326725,0.8854595021,0.0695428277
SRX2723956,3.2645224396,1.267768323,1.7711158004,1.0552762718,1.3716701738000001,0.4482329444
SRX2723957,-0.269251807,-0.0370901297,-0.11114342320000001,-0.4086667338,-0.0180868505,0.38800892870000003
SRX2723958,-0.1680757024,-0.3873646532,-1.5626090575,-1.1475957836,0.8312034412,0.202722579
SRX2723959,0.6238250871000001,0.26734594300000003,0.4949660891,-0.1349273707,-0.0430751967,0.4881545801
SRX2723960,7.2201012913,2.4129024847,2.5456189009,1.9627897933,1.8905631967,-0.6525915672
SRX2723961,16.6907335842,6.353334971,5.0940224489,4.505968283,3.0586390134,1.0272800719
SRX2723962,6.8544058663000005,1.8724600122,1.8518225675000002,1.4661535033,1.1510770369,0.5836160711
SRX2723963,2.3175427915,0.7781908265,-0.2820607412,0.1783747074,0.09465619600000001,0.660080938
SRX2723964,13.4962528949,4.0181270844,1.7197414120999999,1.7935576260000001,1.3046074190999999,0.4500184297
SRX2723965,4.388925837,1.1309723506,1.4663876389000001,1.3075306438,0.7440262712,0.6290657146
SRX2723966,0.029084521000000002,-0.1970568618,-0.2911116018,-0.4077541595,0.5336637103,-1.1453450687
SRX2723967,-0.0007923839,0.17376905680000002,0.0770739235,0.1926050226,-0.3890912637,0.5426909510000001
SRX2723968,-0.0282921371,0.023287805,0.2140376783,0.2151491368,-0.14457244660000002,0.6026541177
SRX6977206,-1.3164535777,-1.4930587705,-0.5328197784,-0.9547200294,-1.4457715828,-1.7049291793
SRX6977207,-1.8673780341000001,-0.9785392336000001,-0.4699098705,-0.8885616376000001,-1.5601079896,-1.7532154960000002
SRX6977208,-1.106882171,-0.1418890489,0.3462227959,1.4585092566,0.810740581,-0.2035640189
SRX6977209,-1.9662901828,-0.6453184266,-0.0638837916,1.2605741723000001,0.8647603072000001,-0.3428166312
SRX6977210,-2.4038758096,0.1316325843,0.16152527120000001,1.3428263445,0.9669022083000001,-0.4044848538
SRX6977211,1.1773227756,0.42178782270000004,0.23919889390000001,0.28363902750000003,-0.4381731909,0.3070499472
SRX6977212,0.28295535790000004,0.18356525410000002,0.061606119800000005,0.1442726967,0.130608776,-0.0003716465
SRX6977213,-1.4602781335000001,-0.6053530768000001,-0.3008050136,-0.4279117241,0.3075644149,-0.3066783008
SRX6977214,-1.8273641162,-0.6943331732,-1.2817325724,-1.1978069613,-1.4681930284,-1.8693701647
SRX1153733,-0.1956526359,-0.2011528861,0.0787222337,0.045820604,-0.1546157778,0.1362162026
SRX1153734,0.1956526359,0.2011528861,-0.0787222337,-0.045820604,0.1546157778,-0.1362162026
SRX1153735,-7.6872078191,-2.5051748530999998,-1.4369593736000001,-0.7724823927000001,-0.6446691254,0.0179326648
SRX1153736,-5.997025024,-2.3047048317,-0.9639641470000001,-0.7056133286,-0.4501057755,0.07307878450000001
SRX5204053,4.0841096154,1.1732714022,1.5933836524,0.10926809280000001,0.1059205538,-0.8892273719
SRX5204054,11.1427157728,3.8310874844000002,2.9391269799,1.5661016985,1.3829855504,-0.42641077260000004
SRX5204055,4.8466058474,1.9498548274,1.9297086185999999,0.47143017130000003,0.4041661848,-0.7501256288
SRX5204056,3.5777688984,2.4698718908,1.9357444087000002,1.047462869,0.30663911790000004,0.2750663008
SRX5204057,3.7814553567,2.3908950912,1.5262151029000002,0.9762614476,0.31144163620000004,0.0447246627
SRX5204058,2.6546932908,2.0519670739,1.9343225108,0.9626041483000001,0.3127912652,0.25780179070000003
SRX5204059,4.0273194792,2.1640892977,1.0889449922,0.5417296079,0.1760007295,0.2477339858
SRX5204060,5.0957827827,2.5003301298,1.6661817233,0.9184770872,0.454210979,-0.017982531200000002
SRX5204061,4.0666886016,2.2209026611000002,1.3036525195,0.742247148,0.6235460537,-0.0578720459
SRX5204062,2.6727446604000002,1.3338276692,0.7573353937,0.29215261470000004,0.1208037019,-0.044741238700000005
SRX5204063,2.8896919701,1.7475987233999999,0.9793977468,0.17686315,0.4877615953,-0.0823524238
SRX5204064,5.2198214549,2.6751663145,1.1768700727999999,0.2798190443,0.5163905927,-0.1002559282
SRX5204065,1.4256199267,1.9256900829,2.1927540301,0.42676864940000003,0.6884772919000001,-0.0257625665
SRX5204066,1.3672690015,1.9491393725,2.2934189581,0.1298757768,0.7122389416,0.0048004959
SRX5204067,1.2022556151,2.2980400034,2.3034768196,0.1055482675,0.6396841639,-0.13391379550000002
SRX5204068,7.4447788943,3.4825350015,2.0447660822,1.095999363,-0.1261035513,-0.1532055752
SRX5204069,8.4999952451,3.5194906724,2.1116511073,1.0909759612,0.38388275310000003,-0.1453876681
SRX5204070,12.4466390088,4.7573943125,3.2747517969,1.9878556917,0.2827863503,-0.1806531498
SRX5204071,11.3569033012,4.4700517081,2.7403254804,1.7233021750000002,0.7819781372,-0.3963601042
SRX5204072,7.3314329032,3.1292569626,2.057633474,1.1307432587,0.6750482209,-0.697170782
SRX5204073,10.188830632,4.1460896094,2.6419836268,1.6309231758,0.8001322815,-0.5314356558000001
SRX5204074,16.5233093089,5.8182221066,3.7015979391,2.2584019968,0.787458333,-0.5246860377
SRX5204075,6.7858068476,2.6212355954,1.5616155397,0.526990281,0.2597792446,-1.0037411635
SRX5204076,14.8460577036,5.0108585909,3.3978908533,1.9311866242,0.8436964682,-0.6690962555000001
SRX5204077,4.4775035242,2.4538493908,1.4123284182,0.2665311221,0.5144514775,-0.5936032461
SRX5204078,6.5139907322,2.8815770308,1.8734405492000001,0.41470984310000003,0.6103281862000001,-0.409602536
SRX5204079,4.5917055785,2.3511233588,1.5261507784,-0.0107180144,0.5001794788,-0.18285046430000002
SRX5204080,10.7049981194,4.2028498395,2.4447798364,1.6467941186,1.2035249776999999,-0.4631830243
SRX5204081,11.2843883173,4.1008643976,3.0607726072,1.5443041708,1.2661395327,-0.41369495700000003
SRX5204082,11.1022571876,4.0447030616,2.8382563739,1.4882277676,1.16465461,-0.42314614580000004
SRX5204083,-0.1465142716,-0.335792756,0.2990028387,0.5582339813,0.3070321777,0.2166381639
SRX5204084,0.7412372737,0.1151797449,0.5726414556,0.424670419,0.3451877582,0.4429351892
SRX5204085,0.1373753128,-1.2015941332,0.2349622607,0.23624546070000002,0.3989484895,0.3164981414
SRX5204086,-2.4813965922,0.1535513322,-0.3653754954,-0.7816625075,-0.3712610376,0.046280541200000004
SRX5204087,-2.2913891641,-0.9637228794,-0.0092229475,-0.6091052169,0.0945027819,-0.3395036685
SRX5204088,-2.7569297943,-1.5042682958,-0.6387592204,-1.0342188719,-0.3559708344,-0.0217780978
SRX5204089,1.6702971273,-0.4844042262,0.0012493889,-0.3616122432,0.1728373939,0.1917236606
SRX5204090,2.0882186664,0.44756994380000004,0.20566715570000002,-0.1331117576,0.3912909238,-0.0078599675
SRX5204091,2.229037565,0.5576840619,0.17024098340000002,-0.19877568510000002,0.2723628656,0.095222578
SRX5204092,1.2218925019,0.3050593001,-0.1820386379,0.07499902400000001,0.0722377781,0.1213474841
SRX5204093,1.0971614944,1.1833655335,0.5764112386,-0.28596960600000004,0.1366100778,-0.0868919702
SRX5204094,1.4855611224,1.0448836978,0.5307740829,-0.0256878468,0.46169277950000004,0.1390304637
SRX5204095,0.1020521804,0.6867181344000001,0.0909938262,0.46059970790000004,0.17100117450000002,0.1921413179
SRX5204096,-0.021714494,-0.3187457012,-0.3764817133,-0.41420470810000004,-0.3040600283,0.025826626000000002
SRX5204097,-0.0803376864,-0.3679724331,0.2854878871,-0.0463949998,0.13305885380000002,-0.21796794390000002
SRX683459,-0.1237681988,-0.18680116770000002,-0.29970281120000003,-0.4347648066,-0.1036135371,0.0162499327
SRX683460,3.7731583368,1.5570810175,2.4395412549,1.65805772,1.8095372007,0.8758168691
SRX683461,-0.8813149024,-1.2261136161,-0.2606098702,-0.08861498050000001,-0.3329100937,-0.4250061573
SRX683462,1.9691700704000001,1.1385562443,2.5163854908000003,2.0892566412,1.576321233,0.8181061079
SRX683463,1.0050831012,1.4129147839,0.5603126814,0.5233797871,0.4365236308,0.4087562246
SRX683464,3.0465279491,2.1286522864,2.7849299303,1.1140298985000001,1.7365836246000002,0.9379609579
SRX683465,-2.1844722449,-1.1253432437,-0.5445268291,0.9079684111,-0.7739175568000001,-0.0973215234
SRX683466,1.7675821495,-0.1239567215,1.851304431,2.1908717818,0.5272466452,0.9247761808
SRX683467,-2.8616998335,-0.9600298135,-0.2591648355,0.1448376751,-0.7396419659,0.21773937170000002
SRX683468,1.0241099685,-0.4944698498,2.1028849334,1.6674285909000002,0.5665940065,0.8753622433
SRX683469,-1.4236356174,0.7795758691,-0.1963797347,1.3094047917,-0.27680535,0.19101327240000002
SRX683470,1.0935880951,0.6860413643000001,1.5924166572,1.7528832974,0.6392348118,0.7903936147
SRX322077,3.7614538906,0.6499626105,0.4543542365,0.6312230853,0.1685960022,-0.0271986305
SRX322078,4.7690675661,1.6228226785,0.61426054,0.4225107037,-0.1299500352,-0.0341198708
SRX322079,4.5028999529,0.9195781068000001,0.3326116303,0.0800078367,-0.1740936811,-0.1303382865
SRX322080,-2.2232652314,-1.2642032452,-0.3603380976,-0.15463210430000002,0.016899559,-0.1890338976
SRX322081,2.2671555191,1.0427696396,0.36720365380000003,0.3734829281,-0.023671544500000002,0.20257457780000002
SRX322082,0.4112256215,0.30535553990000003,0.0271465922,0.1717642842,0.050678763,0.09874946180000001
SRX322083,-1.2810944593,-0.12036820470000001,0.10708414150000001,0.53904467,-0.1300246802,0.21563450350000002
SRX322084,-0.4338785491,-0.2969722332,-0.1111806858,0.0094423744,0.1115131822,-0.24131350070000002
SRX322085,1.7149730083999999,0.4173404379,0.0040965443,-0.5484870445,0.018511498,0.0256789972
SRX2708592,-13.4538302966,-6.6505210316,-4.6337954677,-3.1976400693,-0.7990890634000001,-1.3397461374000001
SRX2708593,-12.6734533836,-5.5273279554,-5.0329122502,-4.444898144,-0.5456499056,-1.2801465744
SRX2708594,-12.0129082497,-4.3605909688,-3.3804259409,-4.356200536,0.1931737134,-0.270459756
SRX2708595,-0.33192582730000003,0.0784732543,0.2535964002,0.14834378210000002,-0.062391286000000004,0.149710501
SRX2708596,0.8681299392,0.21306404780000002,-0.2652731211,0.0317308722,0.09866804700000001,-0.1349266602
SRX2708597,-0.5362041119000001,-0.2915373021,0.0116767209,-0.1800746543,-0.036276761000000005,-0.0147838408
SRX2708598,0.0671236274,-0.2268913287,0.6361197004,0.1237088072,-1.1324579805,-0.3675266184
SRX2708600,0.2379898396,0.2247440107,0.7914584574,-0.2221438303,-0.5716598474,0.6267349808
SRX2708601,1.5124235172,0.38021946840000004,0.48682793100000005,0.3473251289,-0.5384028595,0.1879683133
SRX2708602,-0.6003950898,-1.1616405838000001,-0.6755929368,0.3122245923,-0.0165785062,-0.27134201010000003
SRX2708603,1.0720409607999999,0.34554854560000003,0.0885109619,0.1660108092,-0.0691198381,0.034448039
SRX3073814,-0.2912003003,-0.424962734,-0.35957618080000003,-0.0678340224,0.3844655105,-0.0930819828
SRX3073815,1.2106902427,-0.4560507569,-2.2089314117,-2.2939221105,-0.8757333977,-0.1729505029
SRX3073816,3.8413168826,0.0845286398,-2.3276385813,-3.2070787805,-0.5311502529000001,-0.2365393695
SRX3073817,4.8303333368,0.6645904053,-1.2365606245,-1.4393842167,-0.5721218595,-1.3530617542
SRX3073818,4.3163143212,0.8217745152,-1.1631205903,-1.114379105,-1.2941337247,-2.7368687368
SRX3073819,1.0010518715,0.6879011812,1.2821923574,0.4757425113,-0.06365320990000001,0.0272063906
SRX3073820,3.641085369,-0.3051107321,-1.3286715172,-1.9669689248000002,0.1795351437,-0.0696458992
SRX3073821,5.2322436598,-0.0988034395,-2.0830587338,-2.4949481061,1.0981206411,-0.7551533678
SRX3073822,5.5966159768,-0.0778525971,-0.141238325,-1.1102724597,0.3371587079,-2.3526153391999998
SRX3073823,4.2595677986,-0.7975749642000001,0.3431327073,-0.8592625256,0.1848873779,-2.5899896913
SRX3073824,0.2912003003,0.424962734,0.35957618080000003,0.0678340224,-0.3844655105,0.0930819828
SRX3073825,1.0593345233,-0.28542585530000003,-2.1695024945,-2.0654528022,0.3142790124,-0.3180016841
SRX3073826,4.2708669097,0.30088139340000003,-2.5829410727,-2.9593054061,0.44154563750000003,-0.3747322127
SRX3073827,6.53504971,0.5716849584,-1.2529752099,-2.0752897705,0.2787898697,-1.4789604596
SRX3073828,6.6271156351,0.7361435521,-0.48312588710000004,-0.8490524028,-0.8792811828,-2.8640250365
SRX3073829,1.0549430515,-0.047792886900000005,0.8812616014,0.2473125542,-0.24691737160000002,0.0069709936
SRX3073830,2.6018817783,0.2400974952,-1.8007893214,-2.5416739854,0.7670260286,-0.41992040610000003
