,A,RhaS,Crp
abx_media__camhb_cef__2,0.0340966995,-1.651085729,-0.903455694
abx_media__m9_cipro__1,0.4799624617,-1.244218691,-0.296102011
abx_media__m9_cipro__2,0.6817711515,-0.9108422070000001,-0.23094071100000002
abx_media__rpmi_cipro__1,0.09828824200000001,-1.20360637,-0.708797459
abx_media__rpmi_cipro__2,0.9130851801000001,-0.796957957,-0.968107711
abx_media__camhb_cipro__1,0.1259557727,-1.797106211,-1.356589447
abx_media__camhb_cipro__2,0.6646565944,-1.385300235,-1.123683673
hot_tale__42c_ale3_30c__1,-0.5436338165,-0.802903428,0.062207968
hot_tale__42c_ale3_30c__2,0.2959286353,-0.991881839,0.01735881
hot_tale__42c_ale3_37c__1,-0.5510816151,-0.524066593,0.43556652300000004
hot_tale__42c_ale3_37c__2,-0.8953953308,-0.127390164,0.40063680300000004
hot_tale__42c_ale3_44c__1,0.1996682656,0.9311810580000001,0.37188534300000003
hot_tale__42c_ale3_44c__2,0.4992012107,0.779156057,0.35534419300000003
hot_tale__hot_ale3_mid_30c__1,0.021739365,-0.036359742,0.739618883
hot_tale__hot_ale3_mid_30c__2,0.5845247288000001,-0.008744918,0.562500333
hot_tale__hot_ale3_mid_37c__1,-0.4710001656,-0.075009223,0.5847484430000001
hot_tale__hot_ale3_mid_37c__2,-0.6578197259,-0.273608958,0.18943374300000002
hot_tale__hot_ale3_mid_44c__1,-0.7597625063,0.216599965,-0.071245341
hot_tale__hot_ale3_mid_44c__2,0.8593003004,0.72803256,-0.002275453
hot_tale__hot_ale3_30c__1,0.17908757490000002,0.160565694,0.515020333
hot_tale__hot_ale3_30c__2,0.1821988407,0.134646671,0.5286701730000001
hot_tale__hot_ale3_37c__1,0.0490813155,0.030772623000000002,0.349377103
hot_tale__hot_ale3_37c__2,-0.0143405818,-0.355521036,0.396319383
hot_tale__hot_ale3_44c__1,0.5174019245,0.44483879400000004,0.286434483
hot_tale__hot_ale3_44c__2,0.24433430790000002,0.253724447,0.302318703
hot_tale__hot_ale4_30c__1,-0.3184160328,-0.935822205,-0.059878781000000006
hot_tale__hot_ale4_30c__2,-0.6258819716,-0.8023378010000001,0.027680622000000002
hot_tale__hot_ale4_37c__1,-0.2440323191,0.10429519500000001,-0.154360834
hot_tale__hot_ale4_37c__2,-0.42436954860000003,0.107007288,-0.04945323
hot_tale__hot_ale4_44c__1,-0.0056266144,0.145191965,0.164713793
hot_tale__hot_ale4_44c__2,0.0444121533,0.652926195,0.075804102
hot_tale__hot_ale8_30c__1,1.1636687064,0.515882354,-0.056768665
hot_tale__hot_ale8_30c__2,0.2009931836,-0.171619249,-0.10699186200000001
hot_tale__hot_ale8_37c__1,-0.4830842904,0.196216579,-0.007091699000000001
hot_tale__hot_ale8_37c__2,0.048686373000000005,-0.16977191800000002,-0.044047578000000004
hot_tale__hot_ale8_44c__1,0.5446309313000001,0.666238027,0.07381628
hot_tale__hot_ale8_44c__2,0.8902991287,0.813775954,0.140506256
hot_tale__hot_ale9_mid_30c__1,0.4121313206,-0.359000227,0.119931675
hot_tale__hot_ale9_mid_30c__2,-0.24043273510000002,-0.6559181030000001,0.10594186400000001
hot_tale__hot_ale9_30c__1,-0.5437270366,-0.710876084,0.057352916000000004
hot_tale__hot_ale9_30c__2,-0.2594355338,-0.496919412,0.174084083
hot_tale__hot_ale9_mid_37c__1,-0.7423288115000001,-0.395698084,-0.07088768
hot_tale__hot_ale9_mid_37c__2,-0.7350618496,-0.18333464700000002,0.028525377
hot_tale__hot_ale9_37c__1,-0.2605522649,-0.623472978,0.032825572000000004
hot_tale__hot_ale9_37c__2,-0.1077945408,-0.14165518300000002,0.037217243000000004
hot_tale__hot_ale9_mid_44c__1,-0.6892855008000001,0.46887521,0.286125693
hot_tale__hot_ale9_mid_44c__2,0.5260408007,0.6810986880000001,0.30561196300000004
hot_tale__hot_ale9_44c__1,-0.1176869345,0.654760254,-0.027297961000000003
hot_tale__hot_ale9_44c__2,-0.0725184828,0.474509324,-0.086313521
hot_tale__hot_ale10_30c__1,-0.2490868706,-0.15497096600000002,0.23749544300000003
hot_tale__hot_ale10_30c__2,0.0317836614,-0.17377931200000002,0.42203483300000005
hot_tale__hot_ale10_37c__1,-0.2074186049,-0.48289449500000003,0.06875389400000001
hot_tale__hot_ale10_37c__2,0.3376879988,0.064027978,0.12083432100000001
hot_tale__hot_ale10_44c__1,1.7817114512,0.6399463430000001,-0.035753444
hot_tale__hot_ale10_44c__2,2.0074280044,0.98871318,0.110043497
hot_tale__hot_ale16_30c__1,-0.3044795368,-0.5251081750000001,0.129309161
hot_tale__hot_ale16_30c__2,-0.4077161392,-0.8031682,0.251086443
hot_tale__hot_ale16_37c__1,-0.5531955018,-0.42820565,-0.022647861000000002
hot_tale__hot_ale16_37c__2,-0.3157475692,-0.20568074900000002,-0.007290675000000001
hot_tale__hot_ale16_44c__1,0.3433670488,0.8534781010000001,0.039920518
hot_tale__hot_ale16_44c__2,-0.09000707150000001,0.8433455999999999,0.206041613
pdhr_ale__pdhR-13_51__1,-0.5690537707000001,-0.43991986800000005,0.426042593
pdhr_ale__pdhR-13_51__2,-0.6812029212,-0.6111000870000001,0.345369843
pdhr_ale__pdhR-14_46__1,-0.1581241605,-0.457626574,0.413744223
pdhr_ale__pdhR-14_46__2,-0.47897543530000003,-0.6952726850000001,0.374689043
pdhr_ale__pdhR-15_51__1,-0.4366086437,-0.22355933800000002,0.208151253
pdhr_ale__pdhR-15_51__2,-0.070190547,-0.6953301980000001,0.291227723
pdhr_ale__pdhR-16_49__1,0.0388147492,-0.7659893980000001,0.35863981300000003
pdhr_ale__pdhR-16_49__2,0.2580674103,-0.597844583,0.29102474300000003
tcs__del_atoC_LiAcet__1,-0.2373351079,-0.704642999,0.372321163
tcs__del_atoC_LiAcet__2,-0.2646146783,-0.5231667240000001,0.554500683
tcs__del_atoC_LiCl__1,-0.6559825357,-0.872762134,0.729717593
tcs__del_atoC_LiCl__2,-0.5459761041,-1.007239901,0.8032040530000001
tcs__del_atoC_m9__1,-0.6630531532,-0.810999829,0.699493633
tcs__del_atoC_m9__2,-0.9635899476,-0.681367903,0.8078232030000001
tcs__del_baeR_etoh__1,1.0913613111,0.06946648,0.7253874130000001
tcs__del_baeR_etoh__2,1.6740678939,0.11382210300000001,0.8432000030000001
tcs__del_baeR_lb__1,1.2123649327,0.508053607,0.45295403300000003
tcs__del_baeR_lb__2,0.4962930291,0.011182932000000001,0.513648663
tcs__del_btsR_01xlb__1,0.4572615916,-0.20547853900000002,-1.00432669
tcs__del_btsR_01xlb__2,0.5642773117000001,-0.07870550700000001,-1.132510871
tcs__del_btsR_lb__1,0.6004737365,-0.610071456,0.905930643
tcs__del_btsR_lb__2,0.8201577219,-0.65502355,0.882795573
tcs__del_btsR_pyruvate__1,0.7571883254,-0.6999784410000001,-1.207481932
tcs__del_btsR_pyruvate__2,0.0597803729,-0.011452807,-1.260247428
tcs__del_cpxR_etoh__1,1.2268976447,0.058528583,1.209290043
tcs__del_cpxR_etoh__2,0.36803664680000003,-0.166233771,1.196778413
tcs__del_cpxR_lb__1,0.7519400384,0.6150071140000001,0.560846033
tcs__del_cpxR_lb__2,0.42576502580000003,0.38308152700000003,0.640789563
tcs__del_cusR_CuSO4__1,1.0431640595,-0.32978196400000004,1.046254113
tcs__del_cusR_CuSO4__2,1.0175848898,-0.411428075,1.048489943
tcs__del_cusR_lb__1,0.9512626279,-0.799631494,0.995224693
tcs__del_cusR_lb__2,0.6908723617,-0.25764996,1.040602243
tcs__del_kdpE_01-kcl__1,-0.09003812580000001,-0.463009306,0.088105161
tcs__del_kdpE_01-kcl__2,-0.4272474975,-0.580889714,0.12273579200000001
tcs__del_kdpE_115-kcl__1,-0.6410767113,-0.784959198,0.04519701
tcs__del_kdpE_115-kcl__2,-0.21746704420000001,-0.7861534440000001,-0.003365355
tcs__del_phoB_m9__1,-0.3108015683,-0.9867077780000001,0.731063943
tcs__del_phoB_m9__2,-0.12686766400000002,-0.651890066,0.757859213
tcs__del_phoB_m9p__1,0.1419134303,-1.218439316,-0.51730162
tcs__del_phoB_m9p__2,0.37399854450000003,-0.816969625,-0.48681598000000004
tcs__del_rcsB_etoh__1,1.2987162719,0.664699225,0.858421713
tcs__del_rcsB_etoh__2,2.280227893,0.202619122,0.9214160130000001
tcs__del_rcsB_lb__1,0.8964968644,0.113032218,0.6655188230000001
tcs__del_rcsB_lb__2,1.3587929832,0.359704709,0.700550933
tcs__del_zraR_lb__1,0.1497431911,-0.459703715,0.536767573
tcs__del_zraR_lb__2,0.1768188984,-0.400220073,0.5696375730000001
tcs__del_zraR_zncl2__1,0.3070245628,0.040372353,0.833890483
tcs__del_zraR_zncl2__2,0.9006505071,-0.10681478600000001,0.8158754130000001
tcs__wt_01-kcl__1,0.0067266343,-0.729018444,-0.04219238
tcs__wt_01-kcl__2,0.22889484540000002,-0.674243153,-0.041591509000000006
tcs__wt_01xlb__1,1.17835783,0.161758644,-1.18682151
tcs__wt_01xlb__2,0.18678392030000002,-0.067012714,-1.187464975
tcs__wt_115-kcl__1,-0.6112074193,-1.054806324,-0.09970663
tcs__wt_115-kcl__2,-0.4211353491,-1.022045301,-0.12142913200000001
tcs__wt_CuSO4__1,1.099950207,-0.590591822,0.733850203
tcs__wt_CuSO4__2,1.1918253883,0.10033813700000001,0.730520613
tcs__wt_etoh__1,1.0927174862,0.047348968000000005,0.575463063
tcs__wt_etoh__2,1.3489190286000001,0.4270117,0.539484413
tcs__wt_lb__1,0.4939055076,-0.34934349800000003,0.9893765630000001
tcs__wt_lb__2,0.47547796410000004,-0.599262084,1.092255943
tcs__wt_LiAcet__1,0.34370300270000004,-0.727832833,0.649175273
tcs__wt_LiAcet__2,-0.6210085557,-1.248528688,0.406217943
tcs__wt_LiCl__1,-0.073787844,-0.9349602950000001,0.574315623
tcs__wt_LiCl__2,-0.2771380718,-0.81378489,0.6016396030000001
tcs__wt_m9p__1,-0.0248060253,-0.9693946250000001,-0.395497808
tcs__wt_m9p__2,-0.3042144439,-0.8016945280000001,-0.420119436
tcs__wt_pyr__1,1.258027748,0.324560438,-1.287916309
tcs__wt_pyr__2,0.38076204020000004,0.338827676,-1.163147485
tcs__wt_zncl2__1,0.267290228,-0.44491537600000003,0.665530193
tcs__wt_zncl2__2,0.27467518760000004,-0.470531756,0.6831118230000001
ros_tale__0_0_0pq__1,0.4938317424,-0.381984311,0.329227253
ros_tale__0_0_0pq__2,0.2208611081,-0.179105752,0.307710333
ros_tale__0_0_250pq__1,0.4618328444,0.28264156100000004,1.452259763
ros_tale__0_0_250pq__2,0.5987922042,0.107209357,1.438498573
ros_tale__1_mid_250pq__1,-0.7294461438000001,-0.434156419,0.654686623
ros_tale__1_mid_250pq__2,-0.015858313000000002,-0.407241844,0.625724853
ros_tale__1_0_0pq__1,-0.5311576983,-1.223568346,1.494979073
ros_tale__1_0_0pq__2,-0.08005696030000001,-0.6656127420000001,1.442336843
ros_tale__1_0_0pq__3,-0.5591336680000001,0.02533262,0.607936503
ros_tale__1_0_0pq__4,-0.8539999020000001,-0.21957299300000002,0.622877623
ros_tale__1_0_250pq__1,-0.2344015112,0.48557038,0.496195963
ros_tale__1_0_250pq__2,0.6316585989,0.6952307120000001,0.602191523
ros_tale__1_0_750pq__1,0.7899282326,-0.039208768000000005,0.625901413
ros_tale__1_0_750pq__2,0.8450397323000001,-0.40471735400000003,1.045357503
ros_tale__1_1_0pq__1,-0.6657368753,-0.8797101340000001,0.767703793
ros_tale__1_1_0pq__2,-0.3312568409,-1.090905166,0.727341753
ros_tale__1_1_250pq__1,0.4690746229,-0.802005268,0.616797033
ros_tale__1_1_250pq__2,0.4057290329,-1.047961555,0.8796841830000001
ros_tale__1_1_750pq__1,0.3220603185,-0.747298282,0.9722065830000001
ros_tale__1_1_750pq__2,0.24142264870000002,-0.853415404,1.096863553
ros_tale__1_2_0pq__1,-0.2394848359,-1.309655126,0.40261139300000004
ros_tale__1_2_0pq__2,-0.9677409925,-1.504207945,0.201186783
ros_tale__1_2_250pq__1,0.5679447692,-0.38570313300000003,0.613315693
ros_tale__1_2_250pq__2,-0.1428000025,-0.886891779,0.806008833
ros_tale__1_2_750pq__1,0.2758610285,-0.9043397870000001,1.099164733
ros_tale__1_2_750pq__2,0.4935568268,-0.47812136200000005,1.124829123
ros_tale__1_3_0pq__1,0.06655756460000001,-1.231789058,1.6003325529999999
ros_tale__1_3_0pq__2,0.48468228010000003,-1.057029041,1.598090103
ros_tale__1_3_250pq__1,0.8407337365,-0.49442049400000004,0.982030343
ros_tale__1_3_250pq__2,0.4289247798,-0.507763637,1.277154773
ros_tale__1_3_250pq__3,0.2916530117,-0.752036837,1.232406513
ros_tale__1_3_250pq__4,0.9836261012,-0.567178315,0.6953416530000001
ros_tale__1_3_750pq__1,0.3172966653,-0.741899486,1.004531303
ros_tale__1_3_750pq__2,0.4206790146,-0.711984354,0.830057743
ros_tale__1_4_0pq__1,0.0672587108,-0.6551897720000001,0.982287223
ros_tale__1_4_0pq__2,-0.17810780340000001,-1.054037939,0.887445543
ros_tale__1_4_250pq__1,-0.302737931,-0.630472719,0.5704754430000001
ros_tale__1_4_250pq__2,0.0318887733,-0.526153284,0.592155203
ros_tale__1_4_750pq__1,0.2901564574,-1.130927505,0.307201803
ros_tale__1_4_750pq__2,0.050962179100000005,-0.5970071220000001,0.42239436300000005
ros_tale__1_4_750pq__3,-0.5785162294,-0.619192249,0.6522730330000001
ros_tale__1_4_750pq__4,-0.2593080802,-0.57681838,0.25258847300000004
ros_tale__2_mid_250pq__1,0.23166189180000002,0.36737102800000004,0.46653734300000005
ros_tale__2_mid_250pq__2,0.0082879533,-0.195373401,0.224964563
ros_tale__2_0_0pq__1,0.5545118504000001,-0.581076408,1.323272493
ros_tale__2_0_0pq__2,0.0115581412,-0.619676395,1.432955703
ros_tale__2_0_0pq__3,0.0684991305,-0.24059876,0.225153443
ros_tale__2_0_0pq__4,0.0410590864,-0.745447685,0.48006017300000003
ros_tale__2_0_250pq__1,1.0791593165,0.9754291850000001,0.43674846300000003
ros_tale__2_0_250pq__2,0.8080794211000001,0.48163636200000004,0.46680216300000005
ros_tale__2_0_750pq__1,1.7366924081000001,0.47241342300000005,0.390658013
ros_tale__2_0_750pq__2,1.3272026589,-0.412113184,0.545242793
ros_tale__2_1_0pq__1,-0.0793357762,-0.456958397,0.040594261
ros_tale__2_1_0pq__2,0.1851277051,-0.379739243,0.219280403
ros_tale__2_1_250pq__1,0.0878283313,-0.270851124,1.110700303
ros_tale__2_1_250pq__2,0.9608165691,0.09291621400000001,0.843117993
ros_tale__2_1_750pq__1,0.8149508002,-0.129952919,0.9049245530000001
ros_tale__2_1_750pq__2,0.6432076231,-0.25416509400000004,1.048487963
ros_tale__2_1_750pq__3,0.9212484017,0.250988622,0.7018120830000001
ros_tale__2_2_0pq__1,-0.8138233207000001,-1.092454223,0.079864026
ros_tale__2_2_0pq__2,-0.197129711,-0.23055593900000002,0.7592634930000001
ros_tale__2_2_250pq__1,-0.0399035341,-0.04569318,0.17330999300000002
ros_tale__2_2_250pq__2,-0.3637602146,-0.8543960530000001,0.429255013
ros_tale__2_2_750pq__1,-0.2692463392,-0.10905593200000001,0.557660793
ros_tale__2_2_750pq__2,-0.6464139321,-0.492990272,0.305956793
ros_tale__2_3_0pq__1,-0.2961808653,-0.89563317,0.860010453
ros_tale__2_3_0pq__2,0.0539171067,-1.139528054,0.9657211630000001
ros_tale__2_3_250pq__1,1.2510923757999999,0.087436225,0.8571940530000001
ros_tale__2_3_250pq__2,0.7672980994,-0.7688667530000001,0.8164901330000001
ros_tale__2_3_750pq__1,1.3906647024,-0.153498093,1.026877023
ros_tale__2_3_750pq__2,1.2043359373,-0.278516774,0.8530044830000001
ros_tale__3_0_0pq__1,0.3869454415,-0.510520626,-0.037079376000000004
ros_tale__3_0_0pq__2,0.8790117842,0.273605406,-0.11367244900000001
ros_tale__3_0_250pq__1,1.6559255661,0.350579062,0.407816973
ros_tale__3_0_250pq__2,2.3769988761,0.557549511,0.321498873
ros_tale__3_0_750pq__1,2.7912138052,0.49068979900000004,0.963881143
ros_tale__3_0_750pq__2,2.9277087707,0.576503364,1.226371643
ros_tale__3_1_0pq__1,1.0945833502,-0.5256085380000001,-0.387833971
ros_tale__3_1_0pq__2,0.5462835343,-0.133630935,-0.184451325
ros_tale__3_1_250pq__1,1.3707545687,-0.010957852,0.006036631000000001
ros_tale__3_1_250pq__2,1.1754957879,-0.40851605500000004,0.018638846
ros_tale__3_1_750pq__1,2.091249348,0.70250243,0.231216303
ros_tale__3_1_750pq__2,1.4455747697,0.597405642,-0.144563632
ros_tale__3_2_0pq__1,1.422471741,0.282337854,0.40668794300000005
ros_tale__3_2_0pq__2,0.8061502694,0.354328236,0.36532405300000004
ros_tale__3_2_0pq__3,1.227285689,0.619323682,0.389190503
ros_tale__3_2_0pq__4,1.6104718538,0.6624014850000001,0.43728822300000003
ros_tale__3_2_250pq__1,2.1858680946,0.14424556,-0.610562742
ros_tale__3_2_250pq__2,0.9967384744000001,-0.48242382100000003,-0.773419076
ros_tale__3_2_750pq__1,0.9898333247000001,-0.364744609,0.051653856000000005
ros_tale__3_2_750pq__2,0.645833204,-0.44857834700000004,-0.9425002680000001
ros_tale__3_3_0pq__1,1.264584992,0.222125959,0.7026568830000001
ros_tale__3_3_0pq__2,1.2544568225,0.439737388,0.947477173
ros_tale__3_3_0pq__3,1.0586769594,0.30015483,0.7939082030000001
ros_tale__3_3_0pq__4,1.2056735776,0.26337449100000004,1.056964733
ros_tale__3_3_250pq__1,2.4976406785,0.448395327,-0.24247490100000002
ros_tale__3_3_250pq__2,2.1374792857,0.273537291,-0.20438087800000002
ros_tale__3_3_750pq__1,2.667480389,0.9494016590000001,0.088597729
ros_tale__3_3_750pq__2,2.586427452,0.535359669,0.14973729300000002
ros_tale__3_4_0pq__1,1.6652607565,0.228169174,-0.7757600000000001
ros_tale__3_4_0pq__2,1.4701454401,-0.196618928,-0.573824628
ros_tale__3_4_250pq__1,2.1643152803,0.42072463200000004,-0.910153037
ros_tale__3_4_250pq__2,2.5632180772,-0.010127559000000001,-0.9544832510000001
ros_tale__3_4_750pq__1,2.4187087588000002,0.27051803,-0.588176502
ros_tale__3_4_750pq__2,1.9930223878,-0.07743894600000001,-0.8824148350000001
pcoli__atASMT_325G__1,22.6197524622,9.163278499,0.39244801300000004
pcoli__atASMT_325G__2,22.725501493,9.037863629,0.38625268300000004
pcoli__bpTDC__1,15.7224119274,8.546367689,0.406975843
pcoli__bpTDC__2,16.0538983715,8.536286029,0.42339976300000004
pcoli__BRCA__1,17.0917135397,8.998697489,0.19224848300000003
pcoli__BRCA__2,17.3535795588,9.026640429,0.130605479
pcoli__BRCActrl__1,20.3809486588,9.842880729,0.529755863
pcoli__BRCActrl__2,20.7367841316,9.942097869,0.603931893
pcoli__BRCAswap__1,13.5560047671,7.761338749,0.502758963
pcoli__BRCAswap__2,12.9936505135,7.59723957,0.5975511530000001
pcoli__btAANAT__1,16.6844914423,8.764396129,0.44156927300000004
pcoli__btAANAT__2,16.2504781948,8.778472889,0.593116823
pcoli__btASMT__1,16.5381914262,8.775674239,0.526768513
pcoli__btASMT__2,16.3305091258,8.813400669,0.43985790300000005
pcoli__CC1__1,21.4291152222,8.929384529,0.525016043
pcoli__CC1__2,20.7870996052,8.471117009,0.7535511330000001
pcoli__ccCOMT__1,22.2312837876,8.780356379,0.324298403
pcoli__ccCOMT__2,22.1645176707,8.646813509,0.324672993
pcoli__ckDDC__1,23.9057126431,9.188409399,0.44124815300000003
pcoli__ckDDC__2,24.6613006857,9.420534329,0.327799773
pcoli__CNTF_belt__1,21.5361677671,8.864595259,0.45389948300000005
pcoli__CNTF_belt__2,20.6291347708,8.473719289,0.769870103
pcoli__cobPNMT__1,22.2198621974,9.391536049,0.319938133
pcoli__cobPNMT__2,22.3090748349,9.400791249,0.31512674300000004
pcoli__cvPhhB__1,22.016826779,9.228937189,0.310797363
pcoli__cvPhhB__2,22.1658894209,9.636401849,0.447846893
pcoli__ggAANAT__1,20.3418741022,8.721866099,0.307534513
pcoli__ggAANAT__2,20.295683401,8.827657909,0.222644383
pcoli__ggTPH__1,18.7583454986,8.891524739,0.341263333
pcoli__ggTPH__2,20.2911358146,9.172661829,0.27857460300000003
pcoli__hsAANAT__1,3.9435983509,5.933433031,0.729185823
pcoli__hsAANAT__2,7.8579183378,6.387788936,0.851554463
pcoli__hsASMT__1,16.6209655077,8.422024359,0.358384973
pcoli__hsASMT__2,16.7481281675,8.601419639,0.436830013
pcoli__hsPNMT_mb__1,22.643829637,8.529513479,0.303904393
pcoli__hsPNMT_mb__2,22.6659000541,8.466306779,0.315796993
pcoli__hsTPH__1,20.1735656353,8.628766649,0.05462642
pcoli__hsTPH__2,20.5460923097,9.248884099,0.23617991300000002
pcoli__hsTPH_E2K__1,16.1154502691,8.550904589,0.708976563
pcoli__hsTPH_E2K__2,16.4614499408,8.556127149,0.661218473
pcoli__hsTPH_E2K_N91I_P99C__1,18.9036316289,8.547156889,0.188410083
pcoli__hsTPH_E2K_N91I_P99C__2,19.6250184747,8.610911679,0.048706611000000004
pcoli__hsTPH_N158trunc__1,17.8863284841,9.463355439,0.450496543
pcoli__hsTPH_N158trunc__2,18.2181723213,9.530123479,0.38589769300000004
pcoli__hsTPH_N174trunc__1,16.1800950627,8.464857889,0.383639033
pcoli__hsTPH_N174trunc__2,17.5464000735,9.437325599,0.653379393
pcoli__hsTPH_Ntermtrunc__1,15.5162104382,9.549339969,0.507616873
pcoli__hsTPH_Ntermtrunc__2,14.1408461159,8.230608709,0.580596903
pcoli__hsTPH1__1,15.6435711753,8.818701749,0.525567793
pcoli__hsTPH1__2,15.7117253859,8.715851489,0.541530923
pcoli__MBP__1,20.1733575836,9.036104949,-0.3459771
pcoli__MBP__2,18.4946062382,9.576290999,0.026489270000000002
pcoli__msCOMT__1,17.7744896932,8.836310169,-0.10757295
pcoli__msCOMT__2,17.9147636141,8.747682389,-0.092380891
pcoli__ocAANAT__1,20.7352884583,8.705645389,0.31963151300000003
pcoli__ocAANAT__2,20.8307000695,8.705866349,0.29391968300000004
pcoli__osTDC_K374H__1,20.287163188,8.321704259,0.686319663
pcoli__osTDC_K374H__2,18.4829676455,7.970486489,0.6933763230000001
pcoli__osTDC_K374L__1,19.1989102292,8.981791219,-0.030107003
pcoli__osTDC_K374L__2,19.3328157844,8.899807049,0.15281107300000002
pcoli__osTDC_K374Q__1,16.4073477407,7.965070859,0.448557103
pcoli__osTDC_K374Q__2,16.2214083425,7.942288609,0.464314863
pcoli__osTDC_L360V__1,19.4645749807,8.423099069,0.296624173
pcoli__osTDC_L360V__2,19.9480101831,8.585459179,0.38201686300000004
pcoli__pmTPH__1,21.006308094,9.353092349,-0.100263604
pcoli__pmTPH__2,21.5522682966,9.847896429,0.082263955
pcoli__RFC__1,18.5030560442,8.212055779,0.068137152
pcoli__RFC__2,18.359436530700002,8.078149719,0.008882816
pcoli__RFCctrl__1,3.8938223364,5.20558397,0.452268993
pcoli__RFCctrl__2,3.3261729438,5.074527377,0.516558493
pcoli__RFCnopause__1,5.8358153785999995,7.081795098,0.670868723
pcoli__RFCnopause__2,6.5529686276,7.129460133,0.6748039730000001
pcoli__RFCpluspause__1,5.6014048817,8.783544149,0.764061093
pcoli__RFCpluspause__2,7.3087805909,9.194758849,0.521421413
pcoli__rnCOMT_sol__1,3.3718020592,5.731794072,0.8270174130000001
pcoli__rnCOMT_sol__2,2.7514827852,5.608027766,0.6395325230000001
pcoli__rnPNMT__1,16.4529493703,9.085450269,0.16358693300000002
pcoli__rnPNMT__2,16.7952185054,9.104373579,0.07451194300000001
pcoli__rnTDC__1,18.7602749303,8.916243979,0.087983618
pcoli__rnTDC__2,18.6219879945,8.767797509,0.171146073
pcoli__rnTDC_trunc__1,20.081529737,9.708067409,0.30755714300000003
pcoli__rnTDC_trunc__2,20.9817091736,10.324971899,0.43504015300000004
pcoli__saCOMT_T2A__1,22.2190969605,9.276774769,0.333583893
pcoli__saCOMT_T2A__2,22.3896403585,9.198893839,0.403870763
pcoli__sfCOMT__1,17.7257869429,9.175811879,0.157244413
pcoli__sfCOMT__2,18.2123578013,9.202697339,0.06503750800000001
pcoli__sgAANAT_D63G__1,22.3778402662,9.318528849,0.18900217300000002
pcoli__sgAANAT_D63G__2,22.2157658887,9.003406859,0.430522603
pcoli__ssDDC__1,16.060665474,8.256485079,0.20759201300000002
pcoli__ssDDC__2,16.1494867052,8.426894009,0.325140303
pcoli__TP53B__1,21.8732353699,9.055260539,0.423739103
pcoli__TP53B__2,22.1383652976,8.987050499,0.44374538300000005
pcoli__WT__1,0.6772474306,2.7389717300000003,0.547181673
pcoli__WT__2,-0.07608900140000001,0.718057527,0.433431683
cck__glu_ale4__1,0.5401887416,-0.025394042000000002,0.10431546100000001
cck__glu_ale4__2,0.2532152482,-0.28584729400000003,0.212229043
cck__cck_ale1__1,0.5743081293,-1.085319201,0.14875797300000002
cck__cck_ale1__2,0.4304070914,-0.9750683680000001,0.21173196300000002
cck__cck_ale2__1,-0.0826265765,-1.133830822,0.24320085300000002
cck__cck_ale2__2,0.3986765691,-0.293770537,0.21966280300000002
cck_pgi__gmos_delpgi__1,0.1714315875,0.299748552,0.6099491930000001
cck_pgi__gmos_delpgi__2,-0.0588309293,0.14676508,0.5151660730000001
cck_pgi__pgi_ale1__1,1.3110523791,0.7568711450000001,0.087196909
cck_pgi__pgi_ale1__2,-0.048071353500000004,-0.092262518,0.47036157300000003
cck_pgi__pgi_ale2__2,0.4599636782,0.127347279,0.645027843
cck_pgi__pgi_ale3__1,0.35270297510000004,0.11575773800000001,0.257702043
cck_pgi__pgi_ale3__2,0.5566585641,-0.107263668,0.527121343
cck_pgi__pgi_ale4__1,1.1214609656,-0.10394760700000001,0.02567041
cck_pgi__pgi_ale4__2,1.0996907727,-0.619607906,0.149264913
cck_pgi__pgi_ale4__3,0.8402201212,-0.46062674400000003,0.23104943300000003
cck_pgi__pgi_ale5__1,1.193091478,0.28088224,0.264446703
cck_pgi__pgi_ale5__2,0.5368482739,0.089551664,0.491011093
cck_pgi__pgi_ale6__1,0.8523842753,0.047780088000000005,0.40659345300000005
cck_pgi__pgi_ale6__2,0.7313051334,-0.078252546,0.629358233
cck_pgi__pgi_ale7__1,0.2451446162,-0.0070782530000000005,0.41980537300000004
cck_pgi__pgi_ale7__2,0.4448208642,-0.213634962,0.725253033
cck_pgi__pgi_ale8__1,0.100915902,-0.776670233,0.29002768300000004
cck_pgi__pgi_ale8__2,0.39072617260000003,-0.650241029,0.6440838830000001
cck_sdh__gmos_delsdhCB__1,-0.1650625586,-0.161187101,0.8479485130000001
cck_sdh__gmos_delsdhCB__2,0.3212280549,-0.43002050900000005,0.829896053
cck_sdh__sdh_ale1__1,0.43003412080000003,-0.33929816,0.544071473
cck_sdh__sdh_ale1__2,0.49249906460000004,-0.446330769,0.5592394930000001
cck_sdh__sdh_ale2__1,0.1306965919,-0.11744133200000001,0.47991167300000004
cck_sdh__sdh_ale3__2,-0.0518659531,-1.03662824,0.556417913
cck_sdh__sdh_ale3__1,0.0266191778,-0.48921602700000005,0.493899293
cck_sdh__sdh_ale3__3,0.6492734795,-0.760291087,0.485328093
cck_pts__gmos_delptsHIcrr__2,1.5786955789000001,-0.308102521,0.464496883
cck_pts__gmos_delptsHIcrr__1,0.6228757104,-0.282878858,0.649161093
cck_pts__pts_ale1__2,0.0402089215,-0.263167026,0.32947587300000003
cck_pts__pts_ale1__1,0.5267400615,-0.611297348,0.296778353
cck_pts__pts_ale2__2,0.28527294410000004,-0.611973838,0.201890953
