,A,PrpR,Cra,Crp,RpoN
SRX5694541,-0.1630414787,-0.7295218174,0.6369146846,-0.14394191280000002,0.3460788568
SRX5694543,1.9567045671,0.23559439910000002,-2.0136736217,0.257330798,0.684112421
SRX5694544,0.046988058900000004,-0.7295218174,-0.0123311545,-0.3373228733,0.1741701713
SRX5694545,-1.4119464374000001,0.094943159,0.8593728504,0.035948117,0.22184745760000002
SRX5694546,-0.4615898661,-0.7295218174,1.236099305,-0.3182627866,0.3126274732
SRX5694547,-0.7756855333,0.25639134280000003,0.2800178371,-0.1118469182,0.3505350951
SRX5694548,0.033213694200000005,0.09660905800000001,0.0020168021,-0.0372321217,0.0520217171
SRX5694550,7.1919343733,4.1367948662,-0.7998925456,-0.4922607946,-0.1795968479
SRX5694551,-1.1857850897,1.2161918762,0.4150453168,-0.4416388787,1.300507726
SRX5694552,0.9279085245,0.7141149739,0.0781070613,0.0105278607,0.19175662170000002
SRX5694553,-1.5336586548,0.3174801527,0.0856897742,0.2876777482,0.262236693
SRX5694554,-0.44329869720000004,-0.2831288367,-0.1534797292,-0.1645882529,-0.5225968489
SRX5694555,0.9572309554,0.2535307557,-0.748016454,-0.8421746734000001,-0.3332799081
SRX6072760,0.5415627721,0.823600568,-0.20705187460000002,-0.7797289048,-0.1066234063
SRX6072761,-0.0753805985,0.0643373675,-1.0056856991,-0.9412126322000001,-0.009596166500000001
SRX6072762,0.730465397,1.2419110939,-0.1504947225,-0.555678611,-0.0790526196
SRX6072763,1.8370564617,1.2833031865,-0.0780020468,-0.38526479500000005,0.38187602470000004
SRX6072764,0.302688181,-0.1463341719,-1.6227949732,-1.0984957077,-0.34110027670000004
SRX6072765,0.7041143382,1.7640198328999999,0.1739395561,-0.4458656036,0.35312897400000004
SRX6376491,3.5244053294,3.157604251,0.1111824897,-0.23661516940000002,0.5797424133
SRX6376492,2.3861835563,0.6537669253,-1.6871165206,-1.8181327083,-1.33942713
SRX6376493,2.3941986705,0.6803067764,-1.8467455325,-2.037821897,-1.4284988515
SRX6376494,3.6918670855,2.8855820436,-1.8338820872000001,-2.2059426753,-1.1109287256
SRX6376495,4.6229181573,3.2401764418,0.13301290840000002,-0.4792645071,0.3686310324
SRX6376496,4.0699767696,2.6105168394,0.0656847635,-0.054275376300000004,0.5269048507
SRX2723951,-0.21164996960000002,0.8782414206,0.1905030133,1.2971935035,0.4437075254
SRX2723952,-0.209285763,2.221577773,0.7383686660000001,2.020927993,0.5704149586
SRX2723953,0.3741596338,0.863588252,0.3439561471,0.5760517667,0.5369991293
SRX2723954,-0.9022756247,4.4148143273,1.2068888213,2.383091682,1.1478756833000001
SRX2723955,-0.3095672342,1.0160595279,-0.095472335,1.2512872247,0.0448667602
SRX2723956,-0.540745345,0.7666682570000001,0.5830917221,1.4331106707,0.5671756971
SRX2723957,0.1521866901,0.1464905023,0.0403262807,0.1517886605,0.1614554932
SRX2723958,0.6824905592,-0.0309026302,0.1194841707,-0.2646015759,-0.013684229400000001
SRX2723959,-0.48215395180000004,0.051105721400000005,-0.0049074938,0.256464884,0.1615911191
SRX2723960,0.1499231296,0.46195311520000004,0.4546612642,0.9591927252,0.5863427365
SRX2723961,-1.0246890945,3.8624408315,1.2432007328,2.5388323397,1.3011363901
SRX2723962,-0.5633652348,0.4409845859,0.1714729243,0.9744724369000001,0.44244931
SRX2723963,-0.036617835700000004,-0.0511285932,-0.5463070987,-0.30103145470000003,-0.23870822200000003
SRX2723964,-0.917276053,1.5475485732,0.1378789785,1.2020478367,0.034623570400000005
SRX2723965,-1.018362703,0.4425676183,0.1307434928,0.7380002376,0.3199969646
SRX2723966,0.1151050213,0.23850410830000002,0.0512744329,0.0829169912,0.1637336314
SRX2723967,-0.2328675852,-0.1283624031,-0.0855589727,-0.075921268,-0.0974010988
SRX2723968,0.1177625638,-0.1101417053,0.0342845398,-0.006995723200000001,-0.06633253260000001
SRX6977206,1.2516176175,-1.4123349166999999,-1.5009690278,-0.2546401567,-0.5603580095
SRX6977207,0.724801416,-1.6364491666,-1.1179878452,-0.30518404320000003,-0.5673063791
SRX6977208,0.7648401336,-0.2359788998,-0.6506346825,-0.5181824078,0.1286979483
SRX6977209,0.35743253900000005,-0.3397513176,-1.0372223915,-0.675081557,0.12319856700000001
SRX6977210,0.1690705358,-0.1874426095,-1.067575678,-0.7835359689,0.1668869606
SRX6977211,0.508142993,-0.07123956990000001,-0.15142821580000002,0.2440588662,-0.15259010380000002
SRX6977212,0.1251884577,-0.0689712775,0.0827449849,-0.0309117965,0.0602725224
SRX6977213,-0.6333314507000001,0.1402108474,0.0686832309,-0.21314706960000002,0.0923175814
SRX6977214,1.2387144763,-0.8988901138000001,-2.014499793,-0.39514538390000004,-0.6096590518
SRX1153733,0.43325467830000003,0.1163155705,0.23210094990000002,0.1831441383,0.040384679
SRX1153734,-0.43325467830000003,-0.1163155705,-0.23210094990000002,-0.1831441383,-0.040384679
SRX1153735,2.1139706646,0.4170231719,0.26515645800000004,-0.1003374077,-0.1000048731
SRX1153736,-1.1157292631,-0.9143381807000001,0.2561928144,-0.0489066405,-0.0182377687
SRX5204053,0.7269973498000001,0.5566636611,-0.10761919830000001,-0.1152614403,-0.28891315030000003
SRX5204054,0.7305469680000001,1.2030933682,-0.178994125,0.33069778580000003,0.039433998000000005
SRX5204055,0.5860133225,0.675483911,-0.2006570477,0.0395780566,-0.26352981940000003
SRX5204056,-0.6594558687000001,0.062314766,-0.30697530840000004,0.0799160108,0.2680230091
SRX5204057,-0.4639397818,-0.2556090563,-0.4269761587,0.13476163600000002,0.2771931545
SRX5204058,0.4141096668,0.062254490600000004,-0.1724353773,0.1271931801,0.2675030988
SRX5204059,0.5271275623,0.6281261248000001,0.11865753550000001,0.3101981754,0.38510948500000003
SRX5204060,0.6441178039000001,0.3777330343,0.0001791683,0.16749059400000002,0.4022591183
SRX5204061,0.9360810657,0.8522797869000001,0.1435802172,0.2033144985,0.31910439420000003
SRX5204062,-0.7724109426,0.30142994300000003,-0.0542543271,0.0350800225,0.2898968666
SRX5204063,-0.2695253213,0.0434906346,-0.175686654,-0.018607714600000002,0.1480809059
SRX5204064,0.6985181671,-0.06451105630000001,-0.0620497163,0.0177745832,0.043063725000000004
SRX5204065,-0.22681957430000002,0.2628626052,-0.0073964807,0.1296212176,0.2214949126
SRX5204066,0.5777113453,0.4780591192,0.0516241032,0.0410003929,0.2375757161
SRX5204067,0.5753159942,0.351805272,-0.055358756,0.1329939336,0.10827356710000001
SRX5204068,-0.2549756741,-0.5052919063,0.1804776733,-0.0046637408,0.2286456831
SRX5204069,-0.6008811876,-0.1504259742,-0.0159070003,-0.0345939636,0.1293620735
SRX5204070,-0.34093574530000004,-0.37987100770000004,-0.2095728097,-0.0639964626,0.1015233809
SRX5204071,-0.1369222102,-0.19094909140000002,0.031107773300000002,0.2637505564,0.025900977300000003
SRX5204072,-0.1678909234,-0.022902765500000002,0.34035044410000004,0.1366857256,-0.0084411047
SRX5204073,0.6950219149,0.7678774641,0.020981514,0.12908140170000001,-0.08752319160000001
SRX5204074,0.9194074945,0.9017553468,-0.2207426317,-0.0130459532,-0.14998926270000001
SRX5204075,-0.1785690104,-0.5940572892,0.3447402825,-0.051017588700000005,0.0412438646
SRX5204076,0.4096320932,0.0953922158,-0.4274023408,-0.0771750924,-0.0466773335
SRX5204077,1.1809352577,0.2704872546,0.1471832407,0.0070308263,-0.0868794131
SRX5204078,0.8427883699000001,0.8025994565,0.0071844993,-0.0562055273,0.0085894929
SRX5204079,0.6922137247,0.0230256696,0.10368759350000001,-0.019864096300000002,-0.018567060700000002
SRX5204080,0.2435470056,0.2669386548,-0.10786965280000001,0.1456210242,0.0355272678
SRX5204081,0.7045927827,0.7815348581,-0.2406585159,0.0296414633,-0.14513015340000002
SRX5204082,0.6132771336,0.6771505194,-0.3918304245,0.1012229557,-0.1740518203
SRX5204083,-0.4538094362,0.4049448974,0.38526076270000004,0.0599384649,0.3011034106
SRX5204084,0.9298778587000001,0.1521594815,0.26514076880000004,0.1659899168,0.2568240081
SRX5204085,0.8376359264000001,-0.1543969844,0.1345217413,0.13117654180000002,0.2176073537
SRX5204086,0.6353110123,-0.5402164308,0.07303704100000001,-0.45115989980000004,-0.0695649644
SRX5204087,1.5102573374000001,0.6251284786,0.36231006590000003,-0.042227577700000005,0.27643011100000003
SRX5204088,0.5388386893,-0.2275256718,0.3962505273,-0.3036384238,0.0603497936
SRX5204089,0.6425981134000001,0.8569892803,0.0783579105,0.0831416516,0.087607533
SRX5204090,1.8968598886999999,0.4830529861,-0.0180500286,0.1639234027,0.0913216261
SRX5204091,0.5129898383,0.34366217120000003,0.07780598770000001,-0.0031211273,0.26532415800000003
SRX5204092,0.2165905749,0.3760984739,-0.2340354534,-0.0810982225,0.1705345391
SRX5204093,-0.0506008983,0.00033474080000000004,-0.28349101790000003,-0.1099524013,0.3225211441
SRX5204094,0.21566576010000002,0.6212932157000001,-0.0772832458,0.0403956206,0.3128917021
SRX5204095,-0.6083135605000001,0.0455854324,0.12006625230000001,0.2016413779,0.14295592270000002
SRX5204096,0.0716675242,-0.08557063890000001,-0.07429156,-0.2203103585,-0.13966334160000002
SRX5204097,0.5366460363000001,0.0399852065,-0.045774692400000004,0.0186689805,-0.0032925811
SRX683459,0.0370854139,-0.08592700360000001,-0.2256413553,-0.0666339028,0.0801952651
SRX683460,-0.2465055639,-0.9765686718000001,-0.5389879285,0.503766096,1.0104096684
SRX683461,-0.0046410754,-0.4048610529,0.0224175326,-0.1321270107,-0.15961013970000001
SRX683462,2.7741746361,-1.0916860708,-1.0302191929,0.4881845549,0.9908922373000001
SRX683463,-0.032444338600000004,0.4907880565,0.20322382260000002,0.1987609135,0.0794148746
SRX683464,-0.0005845072,-0.6568798382000001,-0.1525518652,0.5070739993,0.8979434834000001
SRX683465,0.5752207236,0.7588861840000001,-0.4544553103,-0.8734644257,0.3861377004
SRX683466,-0.0314544812,-1.4395044612,-0.8127026041000001,0.0105121308,1.2033600538
SRX683467,0.663951865,0.3716219825,-0.1446541374,-0.3758395962,0.26954894160000004
SRX683468,1.3956551293000001,-0.8811152923000001,-0.8097424753,-0.080117849,0.7817928164
SRX683469,0.214659387,1.0464303161,-0.17896917910000001,-0.5751663553,0.5099844118
SRX683470,2.2816273281,-1.9639192054999999,-0.8306650697,-0.1688967908,1.154091223
SRX322077,-2.7795012124,0.454646645,0.2995379468,-0.0693545751,-0.1133370323
SRX322078,1.2753473844,0.2191801823,-0.1146225809,-0.33321683020000004,-0.0237831136
SRX322079,-1.4800928007,-0.2960966156,0.3880260665,-0.0393089613,-0.1769844632
SRX322080,0.19006156170000002,0.0633934189,0.2664500186,-0.099687806,-0.0023652598
SRX322081,-0.3916264605,-0.5635482424,0.6373930278000001,0.25691065290000004,0.1417380475
SRX322082,-0.2438722188,-0.7193751235,0.6419076343,0.162327729,0.0611544907
SRX322083,0.20995304720000002,-0.1603814895,-0.2345559107,0.2204930321,0.08432900630000001
SRX322084,1.0841797485,0.4656179764,0.0697656624,-0.4360373755,-0.09368249070000001
SRX322085,-1.2941327957,-0.305236487,0.16479024820000002,0.2155443434,0.0093534845
SRX2708592,0.6637399468,0.0,-2.3783714473,-1.2995977401,1.0386732648
SRX2708593,1.0087148147,0.0,-2.0066024704,-1.3858488461,1.2993008221
SRX2708594,0.2820612884,0.0,-1.3598923012,-1.1551255076,0.7911549408
SRX2708595,-0.4071519568,0.0,-0.161661407,-0.0264047357,-0.0099408411
SRX2708596,0.1923653538,0.0,0.14684029410000002,0.1464903964,0.07868816470000001
SRX2708597,0.21478660300000002,0.0,0.0148211129,-0.1200856607,-0.06874732360000001
SRX2708598,-0.5566379744000001,0.0,-0.7400296676,-0.2522707463,0.3964592985
SRX2708600,0.0926897939,0.0,0.5750418994000001,-0.2711134562,0.5109733348000001
SRX2708601,0.0074382229,0.0,-0.11170383830000001,-0.0595239595,-0.3099313486
SRX2708602,-0.5835355709,0.0,-0.5430079839,0.5050291552,-0.06540984600000001
SRX2708603,-0.7312178441,0.0,-0.49893067080000003,0.0660056332,-0.2666675979
SRX3073814,0.3556042139,-0.1711586505,-0.3707780097,-0.13018558560000001,-0.10783201240000001
SRX3073815,1.1510117357,-0.6930512341,-3.5865533226,-1.1339696385,0.15824388150000002
SRX3073816,2.7586819715,-0.9547939481000001,-5.7780557093,-2.4550083112,-0.43737589990000003
SRX3073817,4.73399292,-0.6503773419000001,-4.7518961950000005,-4.1870252178,0.6552404767000001
SRX3073818,5.7877697228,0.8781869305000001,-4.2157334302,-3.2111292318,1.6580148005000002
SRX3073819,-0.5983571337,1.2758894922000001,0.2927956241,0.3613869819,0.22192684740000002
SRX3073820,1.0111816558,-0.1559272117,-4.2269343846,-0.6674396287000001,0.3839373802
SRX3073821,3.1826867276,-0.5145095204,-5.616590702,-2.2221447579,-0.0509269895
SRX3073822,3.4977390573,-0.6801243332,-4.490289216,-3.4198734015,0.574184993
SRX3073823,3.9783230805,-0.5545677520000001,-4.4193667717,-3.2339359789,1.3968077029
SRX3073824,-0.3556042139,0.1711586505,0.3707780097,0.13018558560000001,0.10783201240000001
SRX3073825,1.0273644147,-0.3106356789,-3.3697204093,-1.2511893155,0.47557474930000004
SRX3073826,3.287532343,-0.43339261760000003,-5.5219115844,-2.3292575708,-0.0979839337
SRX3073827,4.366512417,-0.0455932539,-4.51632258,-4.1135135934000004,0.9298331089
SRX3073828,5.0983661317,0.9703701771000001,-4.0698390471,-3.434645459,1.8507670551
SRX3073829,-0.5763140255,0.547333493,-0.3493717262,0.1876233269,0.0419514728
SRX3073830,1.264040663,-0.317685726,-4.3276460983,-1.1638283926,0.1647592964
SRX3073831,2.256604441,-0.9869265132,-5.3836398148,-2.0312934097,-0.3415013979
SRX3073832,3.7325411522,-0.48902628480000004,-4.5911441743,-3.5341055024,0.7882840066
SRX3073833,5.8081197338,0.570051768,-3.4800172691,-3.0369515843,1.4156927451999999
SRX2391456,0.1267093211,0.40088648260000004,0.0040761431,0.1036371583,0.11074358570000001
SRX2391457,-0.2503748198,-0.22737128580000002,-0.19354410700000002,-0.2296760947,-0.1624802583
SRX2391458,-0.0059326477,-0.5482680503,-0.0252106131,0.0383571309,0.0056280402
SRX2391459,-0.2190909655,-0.5548438322,-0.0182414236,0.0360981407,0.0412093648
SRX2391460,-0.0453810112,-0.3160503286,-0.0563540144,0.0112518975,0.040798750200000004
SRX2391461,-0.4040891198,-0.44788037750000004,-0.10777327810000001,0.0065400067,0.0547989027
SRX2391462,-0.1294611971,-0.2960553698,-0.0467845909,0.0613117897,0.11289490270000001
SRX2391463,1.0522659077,0.1892056597,-0.1008799459,0.0752505852,0.1531201195
SRX2391464,1.0366969894,0.301318647,-0.051198761,0.0646232551,0.029019826500000002
SRX2391465,-0.2586055949,0.0646257891,-0.0517579081,0.0745769649,0.06348461300000001
SRX2391466,-0.711343477,-0.1338415474,-0.0723287338,0.0132959954,0.0486880992
SRX2391467,-0.2403763085,0.0037196156,0.0266982955,0.0309166155,0.0225145017
SRX2391468,0.0845669359,0.24100569870000002,-0.0641191569,0.050854043200000004,-0.0079549809
SRX2391469,0.0937834949,0.0237336002,-0.0155839911,0.0781229599,0.0673960328
SRX2391470,1.0193627773,-0.054643018,-0.1228545317,0.269221989,0.1478935335
SRX2391471,0.4461621471,-0.3480184465,-0.3686779938,0.0489485095,-0.1316371284
SRX2391472,0.7852666467,-0.5837448451,-0.1916901008,0.2725286431,-0.0203106426
SRX2391473,0.6470945891000001,-0.5566153629,-0.0864796125,0.079938994,-0.1219099517
SRX2391474,-0.1989798271,-0.43353993890000003,-0.1590777834,-0.0319597258,-0.1372826141
SRX2391475,0.7590798009,-0.9619630968,-0.2749418645,0.2169729199,-0.0496341516
SRX2391476,1.3260737121,-0.40592855710000003,-0.22007246700000002,0.3349589161,-0.0225154233
SRX2391477,-0.3847708312,-0.9643674824,-0.2871606273,0.1103821889,-0.1018335848
SRX2391478,-0.8715530523,-0.4451260815,-0.23985350160000002,0.3563764866,-0.075095517
SRX2391479,1.9618119594,-0.1626837206,-0.1765258233,0.3086663712,-0.033386169300000004
SRX2391480,0.3366441723,-0.5212573543,-0.22525847940000002,0.48358926430000004,-0.0844885021
SRX2391481,-0.0353738574,-0.1797808011,-0.13443086840000001,0.3481544716,-0.030631214700000003
SRX2391482,0.3892240786,-0.4579659097,-0.20943998800000002,0.48077671120000004,-0.041778117100000005
SRX2391483,-0.3423639839,-0.1077104431,-0.1176519419,0.2107291755,0.0711012112
SRX2391484,0.07815168980000001,-0.0151335501,-0.1912049059,-0.0935369191,-0.08026113950000001
SRX2391485,-0.6608115925,-0.31279609280000004,-0.21253552950000001,-0.24873146470000002,-0.26228857780000003
SRX2391486,-0.7830624306,-0.5855198752,-0.20145299900000002,-0.2016487162,-0.13172305
SRX2391487,0.0631099448,-0.8447673566,-0.25251195590000003,-0.14117476780000002,-0.0641812578
SRX2391488,-0.1925889446,-0.7899290485,-0.1362517192,-0.126103141,0.0350225418
SRX2391489,-0.3229697797,-0.8161884991,-0.126203213,-0.1334760396,0.0293183076
SRX2391490,-0.5837210348,-0.3826391588,-0.0693205553,-0.0672349899,0.06922512830000001
SRX2391491,-0.9432427084,-0.4464730015,-0.2094910094,0.0576004129,0.0853775008
SRX2391492,-0.7331370564,-0.2228188449,-0.012183219200000001,0.2009926933,0.1589193183
SRX2391493,-0.6672357805,-0.0462989865,-0.059781041800000004,0.1707298308,0.15527350280000002
SRX2391494,-0.0021882446,-0.0350980484,-0.0012126897,0.0692396961,0.0864250114
SRX2391495,0.2403763085,-0.0037196156,-0.0266982955,-0.0309166155,-0.0225145017
SRX2391496,0.0779926846,-0.27882835980000004,-0.0964786062,-0.0359995768,0.0451296018
SRX2391497,0.0947075453,-0.12494713340000001,-0.1075106116,0.058544858000000005,0.0684111122
SRX2391498,1.6466000017,-0.0578743615,-0.2342363418,-0.048752147,-0.2158820794
SRX2391499,0.2773125057,-0.7189626501,-0.3842038036,0.0814724538,-0.2343129843
SRX2391500,0.1878975931,-0.9101718042,-0.26032433850000003,0.14086945920000002,-0.2165177666
SRX2391501,-0.6335429720000001,-0.6700882318,-0.28323170870000003,-0.0582763844,-0.28544913050000004
SRX2391502,-0.5850234037,-0.7568693167,-0.2923326797,-0.2331385879,-0.26896404300000004
SRX2391503,0.4887193852,-1.0680406767,-0.249330658,0.0354719414,0.1158714339
SRX2391505,0.11274043060000001,-0.7932854097,-0.2785849274,0.305318221,-0.0810049073
SRX2391506,-0.4152470884,-0.6779146037,-0.41862582470000004,0.0945138693,-0.0990417814
SRX2391507,-0.8350618052000001,-0.8635868789000001,-0.18181137,-0.0124149267,-0.0887430225
SRX2391508,0.2076315172,-1.1131297149,-0.1158282389,0.3356911857,-0.088533531
SRX2391510,0.5372797833,-0.627631342,-0.2319223401,0.41076687230000003,-0.14743303530000001
SRX2391512,0.1768165503,-0.3994390881,-0.14542672780000002,0.3983587121,-0.1087523703
SRX2391513,-0.4583508918,-0.4688997697,-0.2007807333,0.2226821065,-0.1030133887
SRX2391514,-0.19959650180000002,-0.15745767970000002,-0.097639711,0.03072544,-0.023188923
SRX5632598,-0.7282651653000001,0.7350574972,1.5613384489,0.9297661229,0.31318655170000004
SRX5632599,-0.0744247249,0.5091954529,0.5772641771,0.5458194559,0.2077680137
SRX5632600,0.6067079394,4.3182734032,2.4346829251,0.8896791535,0.3379162327
SRX5632601,-0.4456632246,3.6752406499,2.1925781013,0.7544298497,0.208014145
SRX5632602,-0.7446818921,3.1981078023,1.8361615307,0.9083268103000001,0.1191900048
SRX5632603,-0.3072588162,4.5445315764,2.4360738119,0.8378540299,0.6614127202
SRX5632604,-1.3528339007,3.7966857161,2.3391786959,1.2087494064,0.5984876075000001
SRX5632605,-2.2301273719,2.835750172,2.0878757785,1.1494446188,0.4196187712
SRX5632606,-0.637580542,0.9328413451,1.2974832057,0.7221774194,0.305655263
SRX5632607,0.1062206743,0.4795408915,0.44448583620000004,0.3322589038,0.0135937062
SRX5632608,0.0900769775,0.07838406490000001,-0.06514891390000001,-0.0405799602,0.0852694024
SRX5632609,-0.8088935559,-0.1683180634,0.1486324602,0.0211711041,-0.0155165013
SRX5632610,-0.7556040220000001,0.0435083224,0.2126336409,0.32684287360000003,-0.0838011282
SRX5632611,0.7188165784,0.0899339984,-0.0834835464,0.019408856000000002,-0.0697529011
SRX5632612,-0.2878377129,0.4113558988,0.5335808831000001,0.3689308805,0.27596232460000003
SRX5632613,-0.17377472830000001,0.4441644972,0.3501784948,0.221949515,0.45113060850000003
SRX5632614,0.6143737793,0.15849685830000002,0.36312959570000003,0.1618995187,-0.1525199025
SRX5632615,0.4800379562,0.8252898354,0.3121836497,0.2420582473,0.052636634200000004
