,A,PrpR,Cra,Crp,RpoN
SRX2436967,0.07820196800000001,0.4966558928,1.39013901,0.7565786075,0.307804224
SRX2436969,-0.5422962841,0.8336641703000001,0.021809976000000002,-0.0206086192,-0.0441240533
SRX2436970,0.0106097372,-0.14961117770000001,0.12475231960000001,0.2191212157,-0.17407644390000002
SRX2436971,0.0109219254,0.3162299924,1.4450520969,0.701250519,0.304790481
SRX2437029,-0.5789998316,-0.1471132001,0.8090461283,0.0061447768000000005,0.359799287
SRX2437030,0.07174642910000001,1.2455425022,-0.09832871280000001,0.5616911087,0.2262852115
SRX2437031,-0.1426439734,-0.5402868024,-0.20560811410000002,0.2075206627,0.1001533352
SRX2437032,-0.0919357427,-0.6332445165,-0.0694291011,0.07605606050000001,0.2215301875
SRX2437033,0.5921929943,-0.7477744684000001,0.0506369624,-0.0229880917,0.0514810393
SRX2437034,2.6261566746,-0.5246456748,-2.1001270599,-1.7211272316000001,-1.1099708241
SRX2437035,0.0905903361,0.7863650034,0.5066841750000001,0.33539129840000004,0.0609907036
SRX2437036,0.25807995570000003,0.48914470860000003,0.34524607700000004,0.37333806010000004,0.0100256292
SRX2437037,-1.0634789887,-0.6203755943,1.1038660302,0.1027974094,0.38586791800000003
SRX2437038,-0.2862590671,-0.4102943129,0.34977235560000003,0.2542201101,-0.2219397992
SRX2437039,0.0383821066,0.1533953619,-0.11484903540000001,0.1532453091,-0.0058975043
SRX2437040,0.5429571464,1.1378361264,0.46375516120000004,0.3624937381,-0.0580505282
SRX2437041,0.33106136340000003,1.261383245,0.019701898500000002,0.5062765036,0.0753342381
SRX2437042,0.009561741,-0.6970566428,0.28949748670000003,-0.3269025847,-0.042911954
SRX2437043,-0.8391505907,-0.3286720516,1.2695602862,0.09219357800000001,0.4089002883
SRX2437044,0.3254525686,-0.6991516715,0.0025150290000000002,-0.2945282879,0.050893835500000005
SRX4705203,2.8469941354,0.4230022715,0.1410654555,-0.385355987,0.14582604870000002
SRX4705204,0.5249198995000001,1.9460580742,-0.3910279091,-0.6930073795,-0.36678308870000004
SRX4705205,0.4503904523,0.8391548904,-0.44154555100000004,-0.7755713976,-0.27314160800000004
SRX4705206,0.4986585408,0.7487407168,-0.5611262142,-0.6576656106000001,-0.2476562635
SRX4705207,1.2777827113,2.4117099209,-0.3524552037,-0.1341736427,0.2154759758
SRX4705208,0.6651138694000001,0.29414507230000003,-0.9056081209,-0.5635110724,0.22949940370000002
SRX4705209,1.1887868939,2.1350873216,-0.42057476650000003,-0.1045202598,0.0752074958
SRX4705210,0.7564441151,1.0201075246,-0.8672213773,-0.5514972085000001,-0.0815494787
SRX4705211,0.6504521275,0.4496483563,-0.4427516114,-0.5907591781,-0.0341675644
SRX4705212,0.6789011053,0.2875027347,-0.7546014759,-0.5379723588,-0.0005939661000000001
SRX4705213,-0.38642820250000004,-0.07735246450000001,0.2453102094,0.5884298837,-0.1195503961
SRX4705214,-0.0351394968,-0.1526695867,0.2457475705,0.5233414408,-0.0933554179
SRX4705215,-0.0081063712,0.3210547163,-0.1542627521,-0.4463507494,0.0592809564
SRX4705216,-0.1449931144,-0.3352561659,0.0075343704000000004,0.4678437997,-0.1354329401
SRX4705217,0.6604605772000001,0.2361822163,0.0001936499,-0.7475887920000001,0.07357012090000001
SRX4705218,-0.08579339230000001,0.0080412845,-0.3445230481,-0.38567558290000004,0.2154876769
SRX4705219,0.09990218320000001,0.07925024060000001,0.16050459590000002,-0.31419254,0.25213877430000003
SRX4705220,0.2159726043,-0.0832231912,-0.4633537807,-0.1236678575,0.0389778084
SRX4705221,0.07638630810000001,1.8930094989000001,-0.6211628684,-0.7518707576,-0.1834919475
SRX4705222,0.24431760360000002,0.4098091155,0.1250024662,-0.10341932470000001,0.1589210443
SRX4705223,2.7573536966,0.3365596471,-0.2019906604,-0.31786441590000003,0.0801469077
SRX4705224,2.8643267478,0.1361212449,-0.17092258500000002,-0.5855978821,0.1380442993
SRX4705225,0.7870048951,1.1703783572,-0.9988764317000001,-0.9927383484000001,-0.5813523044000001
SRX4705226,1.0510952671,0.9368874437,-0.8214510339000001,-1.0770436531,-0.54992883
SRX4705227,1.1530827160000001,0.4170562304,-0.7360847575,-0.9319843065000001,-0.5378679077
SRX4705228,0.9804707255,0.43988556440000004,0.3966041554,-0.3099510565,0.2686142181
SRX4705229,0.4966926425,0.4331693823,0.3910926074,-0.5033890871,0.3047421518
SRX4705230,1.3487790835,0.1649467801,-0.035026353,-0.43552663960000004,0.3251273906
SRX4705231,0.44589361860000004,1.750672716,-0.2532313176,-0.9039885132000001,-0.009906508100000001
SRX4705232,0.33828733710000003,1.1949510429,-0.8358621076,-0.882397812,-0.2168331962
SRX4705233,2.5920102596,2.6637817797,0.1310562172,-0.1968594431,0.33431169050000004
SRX4705234,0.9556984791,0.0643547783,0.5837345662,-0.0757624216,0.2116968061
SRX4705235,0.8901817958,0.3318645482,-0.7926743156,-1.1352115054,-0.18372571140000002
SRX4705236,0.5399937863000001,0.5363511556,1.3401219728,-0.1630694594,0.4389608913
SRX4705237,0.9732249722,0.4978678688,-0.5941587655,-1.1430905682,-0.268070719
SRX4705238,0.8797041278000001,0.2166695937,-0.7212959865,-1.1479592129,-0.0870670192
SRX2038319,0.7186455739000001,1.3854411193,-0.8537273313,0.0216952277,0.3443509589
SRX2038320,-0.2009042002,-0.380538721,-0.5581509644,0.0089552738,0.1652742451
SRX2038321,0.5303563824,1.1711636451,-0.4894097088,-0.029136735400000002,0.211130064
SRX2038322,1.9340002474,1.7989309489,0.0555135524,-0.22346250180000002,-0.25708634550000004
SRX2038323,-0.0818167076,-0.9736762999999999,-0.0787142445,-0.5950074874,-0.2066308214
SRX2038324,0.46917310170000004,-0.4708594339,0.1591601426,-0.2819178846,-0.3667514344
SRX2038325,1.5404670326,0.7516297739000001,-0.6722701763000001,-0.2129587413,0.3610644347
SRX2038326,1.3043204873,0.23442677380000002,-0.6569091517,-0.6664505470000001,0.2649755219
SRX2038327,0.7831032032,1.0279191199,-0.6965257371,-0.2899666271,0.0281135955
SRX2038328,0.4933782242,0.6809907542,-0.867810289,-0.0956451908,-0.151889398
SRX2038329,-0.2137299544,0.7018280507,-0.2072308356,-0.534902734,-0.4239051464
SRX2038330,-0.1102139852,0.8659284529,-0.0366993311,-0.09387450950000001,-0.36644120420000004
SRX2038331,-0.20593375,0.1341340381,0.012245357600000001,-0.4795015226,-0.2568174776
SRX2038332,0.0967615378,-0.2942311022,-0.41071263300000005,0.3381492062,0.14704410110000002
SRX2038334,0.1125561929,-1.7121437278,0.3169642319,-0.2479411708,-0.0739352672
SRX2038335,-0.3725017318,-1.4644170286,0.015997995100000002,0.1803691418,-0.10839593850000001
SRX2038336,-0.1569509021,-1.5794149041,0.0644254838,0.5647813138000001,0.1786819499
SRX2038337,-0.2539406338,-0.034554333300000004,-0.3527493064,-0.0535453575,-0.2122526868
SRX2038338,-0.11666403730000001,-0.1661821527,0.11344961220000001,0.0598112988,-0.1839833421
SRX2038339,0.38558875940000004,1.6418003526,-0.0776861945,0.1188856227,0.4721483286
SRX2038340,0.2389740324,-1.6016512592,-0.3085645329,0.34647646330000004,-0.3404743149
SRX2038341,0.628571557,-0.4583326153,0.5362143779,-0.08200134910000001,-0.3626443479
SRX2038342,-0.9427144183,-0.9684253138000001,0.2827147237,-0.1543697162,-0.2248503926
SRX2038343,-0.3794719908,-1.3793473389,0.1739749676,0.5010526678,-0.06316998530000001
SRX2038344,-0.5702168408,-1.3706707412,0.5552778938,0.033069829700000004,-0.1906721357
SRX2038345,-0.128969583,-0.2803498839,0.6973714623,-0.1021128979,-0.30637156860000003
SRX2038346,0.465235897,1.3266042740000001,-0.29816975030000004,-0.5275545316,0.3570191827
SRX2038347,0.9685934278,0.9007200443000001,-0.16488263350000001,-0.8740408744,0.1025501968
SRX2038348,-0.0009886266,1.4562686408,-0.1090022791,-0.6052099843000001,0.4956171905
SRX2038349,-0.7419237029,-0.9297652928000001,0.3859898433,-0.520378201,-0.3591152302
SRX2038350,-0.44206138440000003,-0.9499195929,-0.5205175573,-0.1808186141,-0.3043800538
SRX2038351,0.1407434234,-1.7379348202,0.3174432465,-0.2481074814,-0.2029856726
SRX2038352,-0.3492133948,-1.6693462331000002,0.5627784507,-0.1007067708,-0.1335952104
SRX2038353,-0.3836408919,-1.6241921925,0.4923875361,-0.2493838519,-0.009189183
SRX2038354,-0.1792144347,-1.7949210626,0.3566497402,0.0934857714,-0.3093192174
SRX2038355,-0.2220752105,-1.8146404316,0.7956397664,0.0258529291,-0.10083591430000001
SRX2038356,-0.2398947841,-1.6642603172000001,0.3601288832,-0.7092992376,-0.5890277701000001
SRX2038357,-0.6019815366,-1.2192589666,0.7402777192000001,-0.08150652650000001,-0.1603676168
SRX2038358,-0.3464965071,-0.0404934759,0.48647327700000004,-0.38365261440000004,-0.5337777167000001
SRX2038359,0.1931555026,-1.252665569,0.27027891930000003,0.30292598800000003,-0.3386101305
SRX2038360,0.4214638812,-0.2586908975,1.101532198,-0.5695966895,-0.5595079862
SRX2038361,-1.0085486153,-1.1648950584,0.7309354211,-0.5088220601,0.1256745228
SRX2038362,-0.79170005,-1.3512872347,0.7472775657,-0.5568547845,-0.1974074602
SRX2038363,-0.4754797697,-1.1925870377,0.8744017874000001,-0.1075832786,-0.16778095310000002
SRX2038364,-0.35054232290000004,-0.9863359139000001,0.745558492,-0.2548516616,-0.19864319430000002
SRX2038365,0.890564142,1.5608035334,-0.047413801000000005,-0.5224634022,0.3276570398
SRX2038366,1.2718630737,0.9799131865,-0.1801907724,-0.6997337682,-0.0997289173
SRX2038367,0.7809145405,1.560180386,0.1621832389,-0.164303206,0.2640760326
SRX2038368,-0.3881798764,-0.5103119864,0.0343100946,-0.2838038458,-0.37235867840000003
SRX2038369,-0.7445472320000001,-1.3402874489,0.3322543509,-0.14120318680000002,0.0181046865
SRX2038370,-0.5631136161,-1.3337428473,0.8075245937000001,-0.2275315786,-0.11700042790000001
SRX2038371,0.2348069679,-0.6046480164,0.8193045941,-0.1971165942,-0.1609804505
SRX2038372,-0.6824883696,-1.4616821216,0.7120229640000001,-0.7030767083,-0.3751268578
SRX2038373,-0.6253255881,-1.6520393166,0.8730704559,-0.3391076354,-0.176205029
SRX2038374,-0.2769130488,-1.7358230218,1.301894215,-0.8919006833,-0.1301696154
SRX2038375,-0.30786373980000004,-1.3481792032,0.42012269210000003,-0.8480468999,-0.351969819
ERX530520,0.0428995513,-0.1757950517,-0.1895340584,-0.0552460372,-0.0092595132
ERX530521,-0.1438795904,1.118273239,0.153080733,0.2379487723,-0.0129624738
ERX530522,-0.1944940181,1.159961617,0.3677356986,0.1666261772,0.0793582208
ERX530523,-0.538717584,1.6932333011,0.20934616350000002,0.3038599931,0.09250216300000001
ERX530524,-0.0428995513,0.1757950517,0.1895340584,0.0552460372,0.0092595132
ERX530525,0.1965952394,1.5844478741999999,0.2349933388,0.2803346536,0.1063528264
ERX530526,0.3575000148,-0.28623895600000004,-0.30974919160000003,-0.038816530200000005,-0.0175557042
ERX530527,0.2460372446,1.6763932091,0.3322552634,0.21736006800000002,-0.010842586900000001
ERX3212443,8.8389192574,-1.8245261272,-0.9568080187,0.02870798,-0.49386042500000005
ERX3212444,8.4378888252,-1.6713551208,-0.9676118753,0.0422419746,-0.4711977559
ERX3212445,9.3243871739,-1.9739874808,-1.0099299057,-0.0473495293,-0.5876803110000001
ERX3212446,6.9657236928,-0.4053915454,-0.4600895052,-0.1275263066,-0.12164353550000001
ERX3212447,6.2508944122,-0.046733818100000005,-0.46340290570000003,-0.1188682696,-0.1487269227
ERX3212448,6.6730688783000005,-0.39425735910000004,-0.5932001555,-0.0775782685,-0.1490291595
ERX3212449,0.1490590015,0.0374449966,-0.0431349533,-0.0172228206,-0.0174158301
ERX3212450,0.1371133133,-0.0616832108,0.0100351717,-0.0153227698,0.0022036207
ERX3212451,-0.2861723148,0.0242382142,0.0330997816,0.032545590400000005,0.0152122095
ERX3212452,-6.9159635767,0.0124198003,0.7607520602000001,0.1223491476,0.1496946106
ERX3212453,-6.7271756905,0.2246958547,0.848878765,0.1974911759,0.1960098835
ERX3212454,-6.8218472014,0.1390182213,0.5210592231,0.2034264775,0.20566612750000002
SRX7478973,-0.6677970257,0.0023578836,-0.216800287,-0.060392566700000004,-0.0161078514
SRX7478974,0.4016235982,0.2314453354,0.2673721395,0.0044704471,0.07405100270000001
SRX7478975,0.2661734275,-0.233803219,-0.0505718525,0.0559221196,-0.0579431513
SRX7478976,0.059038363100000005,-0.2547389514,-0.1657855262,-0.0294229657,-0.11997661750000001
SRX7478977,0.020362267,0.23443155300000001,0.0558414491,-0.10860318570000001,0.0025159921
SRX7478978,0.12090901350000001,0.164052593,-0.149255529,-0.1133642725,-0.0979670931
SRX7478979,0.7139630108,-0.27302886600000004,-0.3121806988,0.029688543100000003,-0.1884766708
SRX7478980,0.2731279639,-0.3496230044,-0.2982454419,0.0276315887,-0.12810657550000001
SRX7478981,0.3365654676,-0.3548999994,-0.2805224475,-0.0099621376,-0.2565370085
SRX7478982,0.11176839890000001,-0.26225296130000003,-0.1825965015,0.0895954796,-0.19382686740000002
SRX7478983,0.1366193935,-0.32438809560000004,-0.1968644844,0.10367688060000001,-0.2250856863
SRX7478984,0.46979475060000003,-0.5247071972,-0.13727567940000002,0.0034602426000000003,-0.22388611700000002
ERX1521038,-1.3803473582,0.7073575247,0.11390770330000001,0.2075117463,0.1137865311
ERX1521039,-2.2100887189,0.5600381494000001,0.1873961184,0.009730694,0.3119930792
ERX1521040,-1.8109109551,1.0116474927,0.0168979536,0.2850669433,0.1210828718
ERX1521041,-2.1075024698,0.6971291203000001,0.45957792270000003,0.1631970502,-0.1089395497
ERX1521042,1.1963090729,-0.1008514665,-0.5553368521000001,0.1392690724,0.2134083628
ERX1521043,-1.4211193935,1.6564482297,1.5354335179,0.5908241112,0.1370073363
ERX1521044,0.9290741188,0.0753186377,-0.3400196666,0.1104686965,0.2411013415
ERX1521045,-0.9290741188,-0.0753186377,0.3400196666,-0.1104686965,-0.2411013415
SRX621182,0.1512026809,0.1442424054,-0.965519541,-1.5681109031,-0.3394563648
SRX621183,0.061362517000000005,0.5110688669,-1.1416494558,-1.7787209304,-0.5961681449
SRX621184,-1.2825901894,-2.0212897996,-0.8614623277000001,-2.3286332422,-0.9814461712
SRX621185,-1.1263581712,-2.2269276412,-1.1799050635000001,-2.0720734261000002,-1.2562817839
SRX621188,-1.423653877,-2.1691545348,-0.8568152088000001,-2.2153905101,-1.0463528466
SRX621189,-1.6032169051,-2.3097753178,-1.2488999172,-2.5455493469,-1.4682892945
SRX621190,0.13251178630000002,0.5449571334000001,0.3037840317,0.0910120247,0.0715101833
SRX621191,-0.13251178630000002,-0.5449571334000001,-0.3037840317,-0.0910120247,-0.0715101833
SRX621192,-0.541172329,-1.5134354738,-2.9306335603,-2.4304813555,-1.9582703257
SRX621193,-1.1904640674,-1.2518384929,-2.4810304921,-2.283345836,-1.6073898337
SRX6489436,0.9262948317,0.07288838710000001,-1.1343475535,-2.5610024343999997,-1.4449560918
SRX6489437,-0.3811443044,0.1281195268,-0.745303582,-1.7192127447,-0.9170654136
SRX6489438,0.2131859077,-0.11274121790000001,-0.8684320375000001,-2.5656982779,-0.6994754824
SRX6489439,0.42745032990000004,-0.28358837330000003,-0.1286148301,0.2181867704,-0.12385277950000001
SRX6489440,0.7533568583,-0.2399616819,-0.8133276643,-0.051637196,0.0182274602
SRX6489441,-1.1808071882,0.5235500552,0.9419424944,-0.1665495744,0.1056253192
SRX6489442,0.0477850988,0.2050217936,0.2687126539,0.5013664708,0.2046437191
SRX6489443,0.319103532,0.1018915955,-0.7678659126,-0.0310669673,-0.14746258140000001
SRX6489444,-0.8907242077,0.43118708720000004,0.6197851686,-0.0959832862,0.2614496072
SRX6489445,0.2337520945,-0.3359033366,-0.7257333649000001,0.1827632689,-0.0527428655
SRX6489446,0.5778830764,-0.1699574208,-0.9063900389,-0.0362566025,-0.0078161007
SRX6489447,-0.7716589229,0.15664608970000002,0.5474014037,-0.13451388420000002,0.044583712000000005
SRX6489448,-0.1681912036,0.4847653411,0.5672649508000001,-0.3668404044,-0.0660598798
SRX6489449,0.0129970445,-0.3096601878,-0.14745600050000002,-0.0648374225,0.1279091318
SRX6489450,-0.9180667329000001,1.2781599658,0.798751953,0.0483373318,0.4344425029
SRX6489451,0.48645119350000005,-0.125742517,-0.048757564,-0.0097311396,0.1419125979
SRX6489452,0.1698304975,-0.169066443,-0.5341879819,-0.3293122911,0.0933277425
SRX6489453,-0.8960545523000001,0.0792429952,0.3887646153,-0.3831059042,0.07445381350000001
SRX6489454,0.137533692,-0.2371989015,0.021528378600000002,-0.0190652403,0.1406115969
SRX6489455,0.48977396910000004,-0.0769232222,-0.46063201200000004,0.10856884550000001,0.3348345451
SRX6489456,-0.5744797049,0.2093309694,0.5577970553,-0.250826488,0.1956944742
SRX6489457,-0.1196021688,0.3800078033,-0.47915796060000004,-0.8913190701,-0.1577754055
SRX6489458,-0.8412459936000001,0.5961434655,-0.4242198553,-1.4459433789,0.0048768716
SRX6489459,-0.8821220326,1.0248900731,-0.4408909259,-1.4845663116,-0.020422199999999998
SRX6489460,-0.1341881513,0.5021342199000001,-0.7986508937,-1.0651718251,-0.2693961785
SRX6489461,-0.42591013240000003,0.3591254606,-0.23109035,-0.7987644547,0.21668485040000002
SRX6489462,-0.5275509188,0.7171047972,-0.4984742653,-1.2519211603,-0.090408474
SRX6489463,-0.8555960935,0.8754072374,-0.7412924465,-1.3554675684,-0.0678976565
SRX6489464,-1.0950165681,0.6376431516000001,-0.32567890390000004,-1.3336062681,0.32924325260000004
SRX6489465,-1.2008822674,1.0130073422,-0.1433465964,-0.8925679957,0.31604061
SRX6489466,0.16736396280000002,0.46514308660000003,-0.5727036634,-1.1430168893000001,0.0184306441
SRX6489467,-0.7047211823,1.2941919861,-0.06640882050000001,-1.4493752758,0.2106381983
SRX6489468,-1.0487481623,1.3112290789,-0.0988652604,-1.4050641086,0.2403260193
SRX6489469,-0.8528050307,1.5780783132,-0.2921015008,-1.6123595908000001,0.0405541119
SRX6489470,-0.09038899680000001,0.5089208678,-0.23103725800000002,-1.226893919,0.4511764279
SRX6489471,-0.9748347194,0.8119400330000001,-0.4034763851,-1.5448590486,0.0721447115
SRX6452027,1.4613380042,0.1291694984,-0.8134585722000001,-0.1459188516,-0.885396136
SRX6452029,0.0462108343,0.013316884800000001,-0.15458974220000002,-0.0579075359,0.020032704000000002
SRX6452030,1.6492629707000002,0.5194339378,-1.0411310568,-0.10275380890000001,-0.8268853717
SRX6452031,0.1947087521,0.0032145041,-0.1568155477,-0.0890509939,-0.3081166643
SRX6452044,0.3099991389,0.2686436703,-0.2971344521,-0.4156744168,-0.1576120561
SRX6452045,0.6494814204,0.7785201602,-0.1844494213,0.0988768356,-0.1279408709
SRX6452046,1.2593711753,0.794267465,-0.3766773225,-0.2628324997,-0.2812811618
SRX6452047,2.2521343048,1.2951018976,-0.9073723469,-0.2208033278,-0.6125609148
SRX6452048,-0.0462108343,-0.013316884800000001,0.15458974220000002,0.0579075359,-0.020032704000000002
SRX6452059,1.4915432256,0.6791523427,-1.1203611161,-0.2805843959,-0.8276924667000001
SRX1828491,-0.2022673124,0.0,1.2763301475,1.0841805474,0.27840669
SRX1828492,-0.3759597226,0.5810692137,1.5518422955,1.1446573046,0.44749614050000003
SRX1828493,0.3897864882,0.0,0.7051289762,0.9603956705000001,0.5056412719
SRX1828494,0.0049845429000000005,0.2258425011,1.7200493047,1.5682706127000001,0.5763328922000001
SRX1828495,-0.1046783672,0.0,-0.13141419940000001,-0.4755092777,0.209687488
SRX1828496,-0.4568876431,0.4687739038,-0.2414090268,-0.1918949817,0.1261671049
SRX1828497,-0.5250985702000001,0.0,0.6210753481,0.35721379940000003,0.4522368742
SRX1828498,-0.49223236140000004,0.2168664683,0.5507871298,0.3103341766,0.5217497523
SRX1828499,0.27974517060000004,0.5610282560000001,0.4600576756,0.8959768911,0.39747491430000004
SRX1828500,0.0871355924,0.0,0.5858702455,1.151414448,0.5017014790000001
SRX1828501,0.0542348483,0.0,0.7626308654,0.5787595543,0.3852373114
SRX1828502,-0.1968955628,0.2533880247,0.12262653920000001,0.170452503,0.4631732034
SRX1828503,-0.7338062963,0.7705611615,1.9881627285,0.2993918273,0.506628548
SRX1828504,-0.8991145426,0.2090701329,2.1931153397,0.3449252499,0.6252190204
SRX1828505,-0.1661434634,0.1750169265,0.4856786449,0.2963526906,0.23017931600000002
SRX1828506,0.3279488561,0.0,0.7669822615,0.8750640991,0.35419150580000003
SRX1828507,0.43869968460000003,0.0,-0.2521839124,-0.326898736,-0.0745658314
SRX1828508,-0.43869968460000003,0.0,0.2521839124,0.326898736,0.0745658314
SRX3796953,0.4212987761,0.1214605749,-0.0605792777,-0.07878716350000001,0.0011009558
SRX3796954,-0.4212987761,-0.1214605749,0.0605792777,0.07878716350000001,-0.0011009558
SRX3796955,-4.2945184456,-1.6540446947,0.2948835343,1.2078040582,-0.6664305728000001
SRX3796956,-3.8691424437,-1.7146326888,0.8609545578000001,1.3633198144,-0.3541313109
SRX3796957,1.5654177404,0.8541946423000001,-1.1863394348,-2.4304975054,-0.6088823642
SRX3796958,4.3255043071,1.3526701501,-0.9082664866,-1.9638896553,-0.5431141380000001
SRX3796959,-7.4656155267,0.265859934,-0.06662269800000001,0.23973138100000002,0.168226741
SRX3796960,-7.4178682198,0.0577080461,-0.2838553941,0.1717381616,0.0482586065
SRX3796961,-8.7746168331,-1.8342986796,0.7321625501,0.08582733690000001,-0.0217042286
SRX3796962,-8.1037192554,-1.6088670621999999,0.6851959435,-0.0164337809,0.0895386989
SRX3796963,6.8323567099,1.6887233992000001,-1.3965703528,-2.9541291327,-1.3385275963
SRX3796964,7.0741896248,2.2300626595,-1.317922929,-2.4056994769,-1.1646740048
SRX3796965,-7.7881989602,-3.1930003363,-1.104683767,-0.18704894200000002,-0.7749694047
SRX3796966,-8.4877879436,-3.2146081677,-1.2546926981,-0.1143135745,-0.6050074147
SRX3796967,-9.2107340964,-1.0544820347,-0.1032883054,0.1036684385,0.2054468556
SRX3796968,-8.5577968262,-2.1146473771,-0.1602192955,-0.5320317657,0.1104531562
SRX3796969,-8.642106251,0.6913231017,-0.030563167500000002,-0.33952435410000004,0.0743609144
SRX3796970,-8.4949805837,1.7437065526,-0.045479457,-0.5029284707,0.19170938040000002
SRX3796971,-2.7735619707,-0.4152170113,-0.2876364708,0.051597773300000004,-0.0735717597
SRX3796972,-3.2985243271,-0.2722556794,-0.3919699821,0.1695436772,0.0173826744
SRX3796973,-8.4092381248,-1.7920262584,-0.0756674972,0.4016716534,0.15264384050000002
SRX3796974,-6.9187800674,-0.891359161,-0.1685223861,0.0540830645,0.49009369420000004
SRX3796975,6.5683351858,0.1561757117,-1.7743965943000002,-2.4044391384,-0.5544656631
SRX3796976,4.3118140859,0.8398098586,-1.5057214365,-2.2572603749,-0.8254530849
SRX3796977,-6.9028622268,0.5852791261,-0.4013139988,0.15715905260000002,0.4869159041
SRX3796978,-5.6973793475,-0.0257286012,-0.3582488616,0.22238625250000002,0.3297251698
SRX3796979,-8.3377828303,-1.7165728722,0.33721073900000004,0.029169605100000003,-0.0702059601
SRX3796980,-8.8540211337,-1.6569522076,0.20826187340000002,0.3152681445,0.0256604608
SRX3796981,8.551540494,1.4140492353,-1.5433322065000001,-2.3922730427,-0.8805494243
SRX3796982,8.8748222916,1.7880630355,-1.3081320442,-2.1205585644,-0.7595655453
SRX3796983,-8.2095866572,-3.574405994,-1.1285112896,-0.14166017990000002,-0.6967042679000001
SRX3796984,-8.3700566955,-3.4435880386,-1.1969005227,-0.1285585019,-0.6197101664
SRX3796985,-9.1068714157,-1.4703648195,0.0065009034,-0.41390028040000004,0.1080873537
SRX3796986,-8.6652242249,-2.3753806387,-0.0929676374,-0.5311079492,0.3622033107
SRX3796987,-7.1913675222,-2.1482283409,-0.5564313898000001,0.7351458547,0.00550106
SRX3796988,-7.3835504678,-2.8346119651,-0.2266175615,1.4053881684,0.2899251666
SRX2568270,0.5254022756,0.3983301509,-0.1477545398,-0.004570969,0.1107043214
SRX2568271,0.0891948714,-1.1045458185,-0.43275175790000003,0.0653832305,-0.6692219971000001
SRX2568272,-0.6425143589,-0.45066545360000004,0.1479863207,0.3822852162,-0.3012417291
SRX2568273,0.6049407792,-1.0794779375,-0.2443604499,0.21028994880000001,-0.8025311075
SRX2568274,1.3387167371,-1.0751724967,-0.8080377215000001,-0.0570535506,-0.7499777984
SRX2568275,-0.5254022756,-0.3983301509,0.1477545398,0.004570969,-0.1107043214
SRX2568276,-0.8972251788000001,-0.9507331541,0.0461749848,0.051884897000000006,0.2873496733
SRX2568277,0.7413739770000001,-0.0538934175,-0.0514301256,0.3721571684,-0.1939351305
SRX2568278,1.9549076412000002,-0.5935243973000001,-0.5199344295,0.12152566340000001,-0.8228724163000001
SRX2568279,1.0147855482,0.5291941437000001,-0.6797673496000001,-0.0765298296,-1.0717102719
SRX3421856,-0.0407715878,-0.35144862190000004,-0.12346562080000001,0.020805030000000002,-0.0169002124
SRX3421857,0.0407715878,0.35144862190000004,0.12346562080000001,-0.020805030000000002,0.0169002124
SRX3421858,0.6075585591,-0.1740784058,-1.1624552896,0.16600598560000002,-0.7013114639
SRX3421859,0.9026539418,-0.232057865,-1.4364844985,0.1916775286,-0.6629867329
SRX3421860,1.0602333617,-1.6354023362999999,-0.4126939052,0.46786379100000003,0.0557386989
SRX3421861,1.2086337833,-0.5300036730000001,-0.1829286654,0.5122323806,0.2508594257
SRX3421868,1.1494824109,-1.6149455833,-0.7191670112,-0.6219598177,-0.9167151233
SRX3421869,0.0626817767,-1.661284353,-0.40730122700000004,-0.6024762283,-0.7886672223000001
SRX2606337,-0.3666471633,-0.1868782737,-0.1857918591,0.0292773526,-0.0621279511
SRX2606338,-0.4781315984,-0.21007690410000002,-0.1868763263,0.3087663784,0.0671023
SRX2606339,-0.5871214803,-0.2233118811,0.3238727241,0.7006973645,0.2546664045
SRX2606340,-0.13736453610000002,-0.20549141110000002,0.8356858648000001,0.8951937533000001,0.5719902455
SRX2606341,0.6527075256,0.2378432705,-0.22677903370000002,1.5099593280999999,0.9364226197000001
SRX2606342,0.5069032504000001,1.1744173256,0.5621870492000001,1.6124665533,1.086910479
SRX2606343,0.4207778364,2.0804499071,0.26711411300000004,1.3859830142,1.0331766101
SRX2606344,0.5123342388000001,0.3798444557,-0.1262987588,0.8754740065000001,-0.43542079100000003
SRX2606345,0.6651249644,0.3429841254,0.3810050012,0.7672332111,-0.5174314768
SRX2606346,-0.039103323700000005,-0.2994795475,-0.1619302818,0.2108640436,-0.34978884720000003
SRX2606347,0.0520006748,0.198857376,0.058426803000000006,0.0010693687,0.037938416100000004
SRX2606348,-0.1504925332,-0.1226101042,-0.1173781455,0.25878484220000003,-0.0167731402
SRX2606349,-0.0558699228,-0.0947796536,0.4872405014,0.7206174857000001,0.33980055000000003
SRX2606350,-0.0504678437,-0.2105265205,0.9080987553000001,0.9635479732000001,0.5973291683
SRX2606351,0.8204662762,-0.026349167200000002,-0.0297912286,1.4192736061,0.9217115847
SRX2606352,0.6854710007,1.2531521467,0.5846082504,1.4553969738,1.1100313853000001
SRX2606353,-0.0572043988,0.8321557081000001,-0.2218057851,-0.0283162313,0.0672596761
SRX2606354,0.7269502328,0.1641608135,-0.1916045547,0.8151339384,-0.5012604293
SRX2606355,-0.1997052115,0.059609719400000004,0.6524467373,0.8881257601,-0.4637125775
SRX2606356,0.2683031328,0.053295938800000005,0.29032078240000003,0.41748972510000004,-0.1441467858
SRX2606357,0.31464648840000004,-0.0119791023,0.1273650561,-0.0303467213,0.024189535
