,A,ArgR
cstr_pfr__str_1560m__1,-0.2999209928,0.06350787470000001
cstr_pfr__str_1680m__1,0.0313972602,0.0754558912
cstr_pfr__str_ref1__1,-0.1037043608,0.08802915280000001
cstr_pfr__str_ref2__1,-0.4080650624,-0.0839650608
cstr_pfr__str_ref3__1,-0.34416991500000005,-0.15537518220000002
cstr_pfr__pfr_P5_0005m__1,1.011006957,-0.7441548944
cstr_pfr__pfr_P5_0010m__1,4.7382751369000005,-0.8129368914
cstr_pfr__pfr_P5_0025m__1,0.0479132971,-0.7820614879000001
cstr_pfr__pfr_P3_0025m__1,0.37011843,-0.39093763200000003
cstr_pfr__pfr_P1_0025m__1,-0.2775750877,-0.0443875262
cstr_pfr__pfr_P5_0045m__1,0.0019219349,-0.7516258528
cstr_pfr__pfr_P5_0120m__1,-0.0785674751,-0.9247734853
cstr_pfr__pfr_P3_0120m__1,0.4553511805,-0.5243601192
cstr_pfr__pfr_P1_0120m__1,-0.6329059131,-0.006878131700000001
cstr_pfr__pfr_P5_0210m__1,-0.7722878374000001,-0.8182087027
cstr_pfr__pfr_P5_1500m__1,0.6115507831,-0.7065486803000001
cstr_pfr__pfr_P3_1680m__1,0.4320892677,-0.2496862011
cstr_pfr__pfr_P5_1680m__1,0.6234941439,-0.7007496228
cstr_pfr__pfr_P1_1680m__1,0.1910246264,-0.071415637
cstr_pfr__str_0005m__2,4.1207692459,0.0665496604
cstr_pfr__str_0010m__2,4.6052451453,0.2605663333
cstr_pfr__str_0025m__2,1.2978053054,0.1381143168
cstr_pfr__str_0045m__2,0.0541589035,0.0160857248
cstr_pfr__str_0075m__2,-0.10030062520000001,0.0188425291
cstr_pfr__str_0120m__2,0.1704033183,-0.11836016660000001
cstr_pfr__str_0210m__2,0.0479007139,0.0215578193
cstr_pfr__str_0330m__2,0.1069579177,-0.0349949832
cstr_pfr__str_1500m__2,-0.1459590423,0.1549443704
cstr_pfr__str_1560m__2,0.1429255766,-0.0941472497
cstr_pfr__str_1680m__2,-0.0896672834,0.047100813500000005
cstr_pfr__str_ref1__2,0.1037043608,-0.08802915280000001
cstr_pfr__str_ref2__2,-0.4163048024,-0.1586519946
cstr_pfr__str_ref3__2,0.7190717630000001,-0.1236551285
cstr_pfr__pfr_P5_0005m__2,3.1405896049,-0.7737897737
cstr_pfr__pfr_P5_0010m__2,3.9201607681,-0.5727065606
cstr_pfr__pfr_P5_0025m__2,0.9608377260000001,-0.4184600647
cstr_pfr__pfr_P3_0025m__2,1.4180190474,-0.1530989945
cstr_pfr__pfr_P1_0025m__2,1.4414398487,0.18562419930000001
cstr_pfr__pfr_P5_0045m__2,0.5365042116000001,-0.5612333857
cstr_pfr__pfr_P5_0120m__2,0.3973968252,-0.5411308674
cstr_pfr__pfr_P3_0120m__2,0.153351856,-0.32853642580000003
cstr_pfr__pfr_P1_0120m__2,0.1519541954,-0.0717241007
cstr_pfr__pfr_P5_0210m__2,-0.6666389698,-0.301030474
cstr_pfr__pfr_P5_1500m__2,0.6218102735000001,-0.6329883973
cstr_pfr__pfr_P3_1680m__2,0.5321277427000001,-0.609104258
cstr_pfr__pfr_P5_1680m__2,0.6582994160000001,-0.306759086
cstr_pfr__pfr_P1_1680m__2,0.31493596220000003,-0.0081696653
darobactin__daro_30m__1,1.8741092706,0.7247996153
darobactin__daro_30m__2,1.7905028386000001,0.7139523513
darobactin__solv_1h__1,2.6183289575,0.4371478078
darobactin__solv_1h__2,1.6602955948,0.5241697922
darobactin__daro_1h__1,3.5496540543,0.6881399704000001
darobactin__solv_1h__3,2.2298613813,0.21757034400000003
darobactin__daro_1h__2,2.7537741197,0.8728875193000001
darobactin__daro_1h__3,4.2503477995,0.8190482992
darobactin__daro_30m__3,1.1763366342000001,0.8048531865
darobactin__solv_30m__1,2.275479173,0.195634266
darobactin__solv_15m__1,-0.14819769530000002,-0.0626964711
darobactin__solv_15m__2,0.3746941922,0.1531490788
darobactin__daro_15m__1,0.3940045864,0.2222978635
darobactin__solv_15m__3,-0.2264964969,-0.0904526078
darobactin__daro_15m__2,-0.0777944909,0.3166037949
darobactin__daro_15m__3,0.6138723963,-0.0046542234
darobactin__solv_30m__2,1.4681997102,0.3216542696
darobactin__solv_30m__3,1.4315406718,0.21987780440000002
ddp__pNT3_aroP__1,-0.15132114,1.1520937103
ddp__pNT3_aroP__2,0.7539179257,1.1920943905
ddp__pNT3_bamC__1,5.2879022394,1.609167813
ddp__pNT3_bamC__2,4.9404162578,1.7002375469
ddp__pNT3_cusA__1,3.2605853588,1.3677281158
ddp__pNT3_cusA__2,3.0529298148,1.470564554
ddp__pNT3_hemX__1,0.3751781569,0.394785312
ddp__pNT3_hemX__2,-0.07849656,0.4138684614
ddp__pNT3_empty__1,-0.2615220791,-0.0051274945
ddp__pNT3_empty__2,0.2615220791,0.0051274945
ddp__pNT3_topA__1,1.6710309187,1.1548159621
ddp__pNT3_topA__2,1.217248978,1.2475378783
ddp__pNT3_yicR__1,0.7290351852,1.0323927962
ddp__pNT3_yicR__2,0.3295332369,1.471771492
ddp__pNT3_yqjD__1,-0.1975922872,0.3046195279
ddp__pNT3_yqjD__2,-0.206376058,0.45835212200000003
ecomics__del_gabT__1,-1.0877618346,0.0311582662
ecomics__del_gabT__2,1.0877618346,-0.0311582662
ecomics__del_putP__1,-0.914268532,0.21786678240000001
ecomics__del_putP__2,0.4624608993,0.010424035
ecomics__del_entF__1,4.3894062962,0.3802505479
ecomics__del_entF__2,-0.2138288425,0.19092539790000002
ecomics__del_entF__3,0.5749904502000001,0.14799674640000002
ecomics__del_cysA__1,1.589637707,0.3412423851
ecomics__del_cysA__2,0.9734040519,0.26128210090000004
elyC__wt_21C__1,-0.6013404718,-0.18354808990000002
elyC__wt_21C__2,-0.6122437912,-0.0007095097
elyC__wt_21C__3,-0.49752116760000004,-0.2037150044
elyC__wt_37C__1,0.1590766569,0.1307062096
elyC__wt_37C__2,-0.1542762768,-0.0705232267
elyC__wt_37C__3,-0.0048003801,-0.0601829828
elyC__delelyC_21C__1,-0.5151664147,-0.0909225261
elyC__delelyC_21C__2,-0.22359546030000002,-0.1285343274
elyC__delelyC_21C__3,-0.3805666746,-0.08630725700000001
elyC__delelyC_37C__1,0.4339404153,-0.0062752856000000004
elyC__delelyC_37C__2,0.3394733244,-0.072685371
elyC__delelyC_37C__3,0.5831297559,-0.012727438700000001
evo_acid_w__F9_2__1,0.2996625681,-0.625524925
evo_acid_w__F11_1__1,0.8036310424,1.0738272911
evo_acid_w__F11_1__2,-0.022115193800000002,1.1224647065
evo_acid_w__F11_1__3,-0.0552643036,0.9841724577000001
evo_acid_w__wt__1,1.3113383277000001,0.6028043494
evo_acid_w__F11_2__1,-0.9184122705000001,0.3462786754
evo_acid_w__B11_2__1,1.2890207509,1.0653777146
evo_acid_w__F11_2__2,-0.8785853782,0.6973359965
evo_acid_w__wt__2,0.6057231386,0.6381413105
evo_acid_w__B11_1__1,2.1626703464,1.0423172939
evo_acid_w__H9_1__1,2.5002974325,0.6577150789
evo_acid_w__H9_2__1,0.5850624443,0.3681933658
evo_acid_w__B11_2__2,1.4968984221000001,1.0606260001
evo_acid_w__wt__3,0.9460773382000001,0.7850980114
evo_acid_w__H9_2__2,0.6593864881,0.4073454007
evo_acid_w__B11_2__3,2.3974667146,1.0019730338
evo_acid_w__F11_2__3,-1.0813650441,0.49830222690000003
evo_acid_w__F9_2__2,0.2858827279,-0.6713878425
evo_acid_w__wt__4,-0.5753748364,0.0754250529
evo_acid_w__wt__5,-0.775446105,-0.2723188173
evo_acid_w__wt__6,-0.9246113997000001,-0.7096500398000001
evo_acid_w__H9_1__2,2.4961257534,0.5007536447000001
evo_acid_w__F9_1__1,0.8176631694000001,0.5128437258
evo_acid_w__F9_1__2,0.6146035488,0.2312435556
evo_acid_w__B11_1__2,0.695691931,0.6478888292
evo_acid_w__H9_2__3,0.6225685556,0.46996632930000004
evo_acid_w__wt__7,-0.1762388263,0.11378296510000001
evo_acid_w__F9_1__3,0.9468521315,0.2991874001
evo_acid_w__F9_2__3,0.133507532,-0.5897784412
evo_acid_w__wt__8,-0.35739980260000004,-0.41499259650000003
evo_acid_w__B11_1__3,0.6655067849,0.7121871351
evo_acid_w__wt__9,-0.0540678344,-0.8182902357
evo_bz__c3_1_bz__1,3.4421316073,0.2808482948
evo_bz__c3_1_bz__2,0.0008905212,-0.38899020570000004
evo_bz__c3_1_bz__3,-0.2813528117,-0.4091539375
evo_bz__c3_1_bz__4,-0.5478569451,-0.41236444990000004
evo_bz__g5_1_bz__1,2.516737144,0.38430322640000003
evo_bz__g5_1_bz__2,2.1824050497,0.6215517791
evo_bz__g5_1_bz__3,2.3445429733,0.5350070551
evo_bz__g5_1_bz__4,-0.049314324400000005,0.021674077700000002
evo_bz__g5_1_bz__5,-0.43550384950000004,-0.1243976168
evo_bz__g5_1_bz__6,-0.0449116592,-0.038962316600000005
evo_bz__w3110d13__1,-0.2530613271,0.10355982180000001
evo_bz__w3110d13__2,-0.4265453407,0.47487161860000004
evo_bz__w3110d13__3,0.3619357895,0.0089568
evo_bz__w3110d13__4,-0.3671351225,0.1491128081
evo_bz__w3110d13__5,0.0607488049,-0.5361401258
evo_bz__w3110d13__6,0.6240571960000001,-0.20036092260000002
evo_bz__w3110d13_bz__1,3.3889403625,0.48836462680000003
evo_bz__w3110d13_bz__2,3.5604354506,0.7859821333
evo_bz__w3110d13_bz__3,0.7794771315,-0.6871866213000001
evo_bz__w3110d13_bz__4,3.3374645733,0.4565510944
evo_bz__c3_1_bz__5,3.2763043172,-0.0046171663
evo_bz__c3_1_bz__6,3.841464431,0.3252412123
evo_bz__g5_2_bz__1,0.7791978481,-0.4759080451
evo_bz__g5_2_bz__2,0.4416848118,-0.8622989214000001
evo_bz__g5_2_bz__3,-0.2054641092,-0.6748393887
evo_bz__g5_2_bz__4,-0.2712127397,0.1717569222
evo_bz__g5_2_bz__5,-0.1099269509,0.22534266090000002
evo_bz__g5_2_bz__6,0.6241832253,0.3096231709
evo_bz__w3110d13_bz__5,0.4186734697,-0.6413318601
evo_bz__w3110d13_bz__6,0.9220488668000001,-0.6466584602000001
evo_bz__a1_1_bz__1,2.6398792586,-0.3732880947
evo_bz__a1_1_bz__2,0.19634979800000002,-0.1504449567
evo_bz__a1_1_bz__3,1.1343229482,-0.5602763007
evo_bz__a1_1_bz__4,0.6686743841,-0.09966181560000001
evo_bz__a1_1_bz__5,0.8031933193,-0.5602749219000001
evo_bz__a1_1_bz__6,1.3123415149,-0.6486011008
evo_metab__wt__1,-1.6916866912000001,0.0488673721
evo_metab__del_zwf__1,-3.0404139086,0.031170307100000003
evo_metab__zwf_ale1__1,-1.7825822302,0.3783270501
evo_metab__zwf_ale2__1,-0.8074084502000001,0.4345232935
evo_metab__del_ppk__1,3.7486016168000003,1.1883091542
evo_metab__ppk_ale1__1,4.9045597961,1.263350279
evo_metab__ppk_ale2__1,-3.4609888271,0.404023405
evo_metab__ppk_ale3__1,-4.1067979887,0.2932122542
evo_metab__del_dapF__1,-3.8166740884,-0.0888492485
evo_metab__dapF_ale1__1,-2.8373745444000003,0.0688918599
evo_metab__dapF_ale3__1,5.3168108811,1.4016488205
evo_metab__del_entC__1,-0.1237879325,-0.027340944000000002
evo_metab__entC_ale1__1,-2.2182209934,-0.12958995110000002
evo_metab__entC_ale2__1,-2.0845690435,0.3347275404
evo_metab__del_dgk__1,2.9925358794,-0.0976705123
evo_metab__dgk_ale1__1,-1.6016064810000001,0.43223566010000003
evo_metab__dgk_ale2__1,-2.7453956656000003,0.3657198237
evo_metab__dgk_ale3__1,1.0469991067,0.0303616786
evo_metab__wt__2,1.4591464125,0.1080141018
evo_metab__del_zwf__2,-2.7172589736,-0.0955513233
evo_metab__zwf_ale1__2,4.2761213510000005,0.6552977596
evo_metab__zwf_ale2__2,9.1269788622,0.6848436472
evo_metab__del_ppk__2,2.326926516,0.1434816814
evo_metab__ppk_ale1__2,0.7385354868,0.6261408970000001
evo_metab__ppk_ale2__2,0.8166747927,0.4121190045
evo_metab__ppk_ale3__2,2.1957758077,0.45113435700000004
evo_metab__del_dapF__2,-3.5537996931,-0.2110897502
evo_metab__dapF_ale1__2,-4.7379865104,0.0375023322
evo_metab__dapF_ale3__2,-4.0975216569,-0.1434691887
evo_metab__del_entC__2,-2.6721503178,-0.4128480031
evo_metab__entC_ale1__2,6.6743045596,0.3223928848
evo_metab__entC_ale2__2,0.9167554037000001,0.4524812105
evo_metab__entC_ale3__1,-1.2207368334,0.5894842168000001
evo_metab__del_dgk__2,2.8149300178,-0.2797393499
evo_metab__dgk_ale1__2,2.6168540842,0.1373362726
evo_metab__dgk_ale2__2,-0.5895351188,-0.33158692170000004
evo_metab__dgk_ale3__2,4.3133463686999995,-0.3595867111
evo_metab__wt__3,0.23254027870000002,-0.1568814739
evo_metab__del_zwf__3,3.7766751893,0.23670958500000003
evo_metab__zwf_ale1__3,0.7608016264,0.37316920870000003
evo_metab__zwf_ale2__3,10.2129750456,0.5130449483
evo_metab__del_ppk__3,-2.3659602429,0.2124228453
evo_metab__ppk_ale1__3,1.1296194285,0.8469752071000001
evo_metab__ppk_ale2__3,2.0432406251,0.46553752330000003
evo_metab__ppk_ale3__3,1.2353801771,0.2364400196
evo_metab__del_dapF__3,-4.3783934421,-0.47236892490000004
evo_metab__dapF_ale1__3,-4.711950143,0.0829014272
evo_metab__dapF_ale3__3,-5.834719859,-0.299030128
evo_metab__del_entC__3,4.0414378037,-0.0488146151
evo_metab__entC_ale1__3,-0.6256880446,-0.3277677714
evo_metab__entC_ale2__3,1.1374838188,0.2203666557
evo_metab__entC_ale3__2,-0.024148253600000003,0.333378614
evo_metab__del_dgk__3,2.6585546094,-0.3179395474
evo_metab__dgk_ale1__3,0.36256816940000003,0.21476572300000002
evo_metab__dgk_ale2__3,-0.8607750967000001,-0.0912367769
evo_metab__dgk_ale3__3,-0.41778633940000004,-0.32675910950000003
flag_reg__wt__1,0.0703090056,-0.08532979090000001
flag_reg__del_fliA__1,-0.36770250330000004,-0.0636005172
flag_reg__del_flhC__1,-0.4851066499,-0.1291941678
flag_reg__del_flhD__1,-0.33778804430000003,0.1120330347
flag_reg__wt__2,-0.0703090056,0.08532979090000001
flag_reg__del_fliA__2,0.3071742114,0.240875629
flag_reg__del_flhC__2,-0.48383145200000005,-0.3909880221
flag_reg__del_flhD__2,-0.6110767367000001,0.011077111700000001
flgM__27C__1,2.9517337653,0.13189161500000002
flgM__27C__2,1.8868331410999999,0.10025338610000001
flgM__27C__3,2.3656748246,0.1673241208
flgM__32C__1,-2.2786592962,-0.1493766912
flgM__32C__2,-2.0302378022,-0.3341074144
flgM__32C__3,-2.7249265398,-0.30294569990000003
flgM__37C__1,-0.1295197818,-0.00030810420000000003
flgM__37C__2,-0.45223416580000003,-0.058025425500000005
flgM__37C__3,0.5817539476,0.058333529700000004
flgM__42C__1,-3.8578218505,0.5075942613000001
flgM__42C__2,-4.1773953014,0.5808458085
flgM__42C__3,-4.117590858,0.5420247837000001
histone__untreated__1,-0.2081479381,-0.031949239000000004
histone__untreated__2,2.6926527048,0.0736286125
histone__untreated__3,-2.4845047667,-0.0416793735
histone__10ug_H2A__1,-4.0309723298,0.0281217959
histone__10ug_H2A__2,-1.9126713369,0.009265765300000001
histone__10ug_H2A__3,-6.9555798599,-0.1332708882
histone__50ug_H2A__1,-10.8208381674,-0.035163989900000005
histone__50ug_H2A__2,-10.5915729784,-0.0483186499
histone__50ug_H2A__3,-10.5361480747,-0.0390995847
histone__100ug_H2A__1,-11.028041943,-0.0647010828
histone__100ug_H2A__2,-10.8033771166,-0.12075096960000001
histone__100ug_H2A__3,-10.8867404869,-0.2163253091
hns__del_hns_spike__1,-1.9109181804,0.07383403470000001
hns__del_hns_spike__2,-1.257573455,-0.3830439631
hns__del_hns__1,-1.9383525061,0.1802747523
hns__del_hns__2,-1.2721198786999999,-0.4077403344
hns__wt_spike__1,0.28146216500000004,0.116611374
hns__wt_spike__2,-0.9978209726,-0.41123609520000004
hns__wt__1,0.364779159,-0.0543918269
hns__wt__2,-0.364779159,0.0543918269
hns_stpA__evo100G4_delhns_delstpA__1,1.0713388667000001,-2.2434540023
hns_stpA__evo100G4_delhns_delstpA__2,1.1408624834,-2.2441779505
hns_stpA__evo100G12_delhns_delstpA__1,0.7326015898,-2.3700974502
hns_stpA__evo100G12_delhns_delstpA__2,-0.5457767154000001,-2.2125800693
hns_stpA__delhns_delstpA_delrpoS__1,-0.2488555275,-2.6720753961
hns_stpA__delhns_delstpA_delrpoS__2,0.8869975661,-2.7456116648
hns_stpA__wt__1,0.31304918600000003,0.07955744520000001
hns_stpA__wt__2,-0.31304918600000003,-0.07955744520000001
hns_stpA__delhns_delstpA__1,2.1466930291,-2.5432426935
hns_stpA__delhns_delstpA__2,2.5506249964,-2.4504363694
hu__wt_log_pH7__1,0.9368872392,0.0909829805
hu__wt_log_pH7__2,-0.0541006631,0.6953424616
hu__wt_log_pH7__3,-0.1547379626,0.2463402026
hu__wt_lag_pH7__1,0.46959300130000003,0.052313902
hu__wt_lag_pH7__2,1.8733446038000001,-0.37615696800000004
hu__wt_lag_pH7__3,-2.3429376051,0.3238430661
hu__delhupA_lag_pH7__1,-0.1176790811,0.2966834233
hu__delhupA_lag_pH7__2,0.5776608288,0.048036532300000004
hu__delhupA_lag_pH7__3,-2.0729774681,-0.1734333969
hu__delhupB_lag_pH7__1,1.1386671917,0.0397946563
hu__delhupB_lag_pH7__2,1.9732486855,-0.22608955690000002
hu__delhupB_lag_pH7__3,-2.9590603734,-0.11572088700000001
hu__delhupAhupB_lag_pH7__1,1.1768503215,0.5909981039000001
hu__delhupAhupB_lag_pH7__2,3.1788872503,0.10548756370000001
hu__delhupAhupB_lag_pH7__3,-0.5935439774,0.4257180984
hu__hupAE34K_hupB_lag_pH7__1,2.2109031679,-0.0888748763
hu__hupAE34K_hupB_lag_pH7__2,2.6016985588,-0.3380298311
hu__hupAE34K_hupB_lag_pH7__3,-1.5709141523999999,0.44000133300000005
hu__hupAE34K_delhupB_lag_pH7__1,0.7591840205,0.0580963123
hu__hupAE34K_delhupB_lag_pH7__2,2.0434064357,-0.5664221743
hu__hupAE34K_delhupB_lag_pH7__3,-2.3722799197,0.3296721379
hu__wt_lag_pH5__1,-0.478550458,0.4128839589
hu__wt_lag_pH5__2,-4.2178288274,0.1202439086
hu__wt_lag_pH5__3,-3.3684589394,0.47048086400000005
hu__delhupA_lag_pH5__1,-2.8415232478,0.2672530571
hu__delhupA_lag_pH5__2,-2.8589197068,0.2337714915
hu__delhupA_lag_pH5__3,-3.4244131146,0.35067946710000003
hu__delhupAhupB_lag_pH5__1,-3.7553406571,0.0325078727
hu__delhupAhupB_lag_pH5__2,-4.0575548136,0.140363428
hu__delhupAhupB_lag_pH5__3,-1.7974615552,0.3627013638
hu__hupAE34K_hupB_lag_pH5__1,-2.3060225678,0.3390596171
hu__hupAE34K_hupB_lag_pH5__2,-2.572449456,0.5013828552
hu__hupAE34K_hupB_lag_pH5__3,-2.9412400773,0.6076907233000001
hu__hupAE34K_delhupB_lag_pH5__1,-2.7040770194,0.5728837341
hu__hupAE34K_delhupB_lag_pH5__2,-4.4165379352,0.0170456267
hu__hupAE34K_delhupB_lag_pH5__3,-2.8199268388,0.4180143859
hyperpersistence__low_GFP__1,-1.5020552517999999,-0.3919938706
hyperpersistence__wt__1,0.0810961778,-0.1544345613
hyperpersistence__high_GFP__1,-0.7571300576000001,-0.5338400486
hyperpersistence__pth_mut__1,-2.1168463249,0.0800996268
hyperpersistence__pth_mut__2,-2.4086276664,-0.2563030122
hyperpersistence__metG_mut__1,-1.9493864142000001,-0.1626451056
hyperpersistence__metG_mut__2,-1.8219564323,0.035578579400000004
hyperpersistence__high_GFP__2,-1.3734297405,-0.7999461927
hyperpersistence__wt__2,-0.0810961778,0.1544345613
hyperpersistence__low_GFP__2,-3.3234779681,-0.7400232817
kan_efg__cpxAF218Y__1,-0.2077489966,-0.044070098700000004
kan_efg__cpxAF218Y__2,-0.6485906938,-0.0555106836
kan_efg__cyaAN600Y__1,-1.2067187467,-0.47151804690000004
kan_efg__cyaAN600Y__2,-0.3101443278,-0.39299268070000004
kan_efg__fusAA608E__1,0.453979562,-0.06772591430000001
kan_efg__fusAA608E__2,0.3235820587,-0.0008363363
kan_efg__fusAA608E_cpxAF218Y__1,-0.5053250499,-0.11410201900000001
kan_efg__fusAA608E_cpxAF218Y__2,0.060696634000000006,-0.4465783132
kan_efg__fusAA608E_cyaAN600Y__1,-1.1836163608999999,-0.7826194217
kan_efg__fusAA608E_cyaAN600Y__2,-1.3225895479,-0.8243911671
kan_efg__fusAA608E_rpoDL261Q__1,-0.27725645400000004,0.3510624021
kan_efg__fusAA608E_rpoDL261Q__2,-0.07509218370000001,0.34482398000000003
kan_efg__fusAA608E_topAS180L__1,1.8168560290000002,-0.5041931676
kan_efg__fusAA608E_topAS180L__2,1.1987612223,-0.6315582146000001
kan_efg__rpoDL261Q__1,-0.12256753890000001,0.2645509883
kan_efg__rpoDL261Q__2,-0.8742633262,0.178262748
kan_efg__wt__1,0.2640410198,0.1320980386
kan_efg__wt__2,-0.2640410198,-0.1320980386
lrp__wt_min_log__1,0.3486654977,-0.0438424439
lrp__wt_min_log__2,-0.3486654977,0.0438424439
lrp__wt_min_trans__1,-9.4969489054,-0.35613975410000004
lrp__wt_min_trans__2,-9.4834464928,0.062131799200000004
lrp__wt_min_stat__1,-8.8211305232,-0.6027922456
lrp__wt_min_stat__2,0.0278277044,0.0015771552
lrp__wt_liv_log__1,1.9601042208,0.3130872021
lrp__wt_liv_log__2,1.1602030074,0.2256196272
lrp__wt_liv_trans__1,0.6468669643,0.3008352684
lrp__wt_liv_trans__2,3.3351506929,0.4768241071
lrp__wt_liv_stat__1,-13.3253863768,-1.3304249983
lrp__wt_liv_stat__2,-12.9002957796,-0.8110775174
lrp__wt_rich_log__1,-11.1744924384,0.0704292748
lrp__wt_rich_log__2,-10.7947836675,0.0651877211
lrp__wt_rich_trans__1,-8.9024891481,-0.0422915127
lrp__wt_rich_trans__2,-9.795403894,-0.32905815250000003
lrp__wt_rich_stat__1,-13.2067802598,-1.6154186484
lrp__wt_rich_stat__2,-13.4617008944,-1.5481269242
lrp__dellrp_min_log__1,0.2705837264,0.3660198971
lrp__dellrp_min_log__2,0.8421053767000001,0.3750607206
lrp__dellrp_min_trans__1,-0.5171060048,1.0986824406
lrp__dellrp_min_trans__2,-1.2983236266,0.6643897622
lrp__dellrp_min_stat__1,-11.9528709435,-1.6543654824
lrp__dellrp_min_stat__2,-12.0727876748,-1.5698237344
lrp__dellrp_liv_log__1,10.0250075416,0.6469490955
lrp__dellrp_liv_log__2,-2.6073962123000003,-0.0083045276
lrp__dellrp_liv_trans__1,5.7449378464,0.9613303698000001
lrp__dellrp_liv_trans__2,5.7089800927,0.8511658686
lrp__dellrp_liv_stat__1,-13.4239855711,-1.4320300492
lrp__dellrp_liv_stat__2,-13.2664870684,-1.4404838928
lrp__dellrp_rich_log__1,-10.9543860236,0.0695341548
lrp__dellrp_rich_log__2,-10.8595702382,-0.0883364182
lrp__dellrp_rich_trans__1,-9.5187931557,-0.1706881775
lrp__dellrp_rich_trans__2,-9.517394309,-0.2414084172
lrp__dellrp_rich_stat__1,-13.9862715714,-1.4372446954
lrp__dellrp_rich_stat__2,-13.9437806308,-1.1557844744999999
mazF_circuit__t0__1,-0.2550579411,0.2408644214
mazF_circuit__t2__1,-1.1905831993,0.2936380229
mazF_circuit__t4__1,-0.9081613173,0.6998577728
mazF_circuit__t6__1,-1.0304003607,0.7189095597
mazF_circuit__t8__1,-1.6924421155,0.6339615611
mazF_circuit__t0__2,0.2550579411,-0.2408644214
mazF_circuit__t2__2,-0.8381470603000001,-0.40761810470000004
mazF_circuit__t4__2,-0.7833901285,0.7161169772
mazF_circuit__t6__2,-2.4814370221,0.7696887406
mazF_circuit__t8__2,-2.5596937188,0.7171673637
mazF_ribo__emptyvec_mrna_5m__1,0.0128174147,0.0837159606
mazF_ribo__emptyvec_mrna_5m__2,-0.0128174147,-0.0837159606
mazF_ribo__mazF_mrna_5m__1,-1.6389248164999999,0.6058386455
mazF_ribo__mazF_mrna_5m__2,-1.6343688767,0.6289422772000001
mazF_ribo__emptyvec_total_5m__1,1.1497982442999999,0.6339051062000001
mazF_ribo__emptyvec_total_5m__2,-0.0873554632,0.3524193251
mazF_ribo__mazF_total_60m__1,0.0181088483,0.9531450285
mazF_ribo__mazF_total_60m__2,-0.2442396383,1.0393581699
mercury__ctrl_t00__1,-1.4692249787,-0.047051631600000005
mercury__ctrl_t10__1,-0.9707826744,-0.2689181838
mercury__ctrl_t30__1,-3.0464430139,-0.41818417950000003
mercury__ctrl_t60__1,-9.0943085777,-0.1612323662
mercury__hg_t10__1,-8.1979562,-0.9152832456000001
mercury__hg_t30__1,-8.8901795846,0.3668157782
mercury__hg_t60__1,-13.8709237038,-0.2651280493
mercury__pma_t10__1,-12.3694003406,-1.4601234994
mercury__pma_t30__1,-13.3794523868,-1.1019725859
mercury__pma_t60__1,-3.9397342644,-0.1672477868
mercury__ctrl_t00__2,0.5879244313,0.0321250971
mercury__ctrl_t10__2,-0.2579883263,-0.1892376655
mercury__ctrl_t30__2,-5.9678149008,-0.5025929915
mercury__ctrl_t60__2,-7.1475999507,-0.2208414289
mercury__hg_t10__2,-7.859300211,-0.8311642555000001
mercury__hg_t30__2,-8.6916080869,0.09880873920000001
mercury__hg_t60__2,0.2096470054,-0.0380732747
mercury__pma_t10__2,-11.904974435,-1.3891319411
mercury__pma_t30__2,-13.4353375108,-1.1620013359
mercury__pma_t60__2,-8.0655018781,-0.551049012
mercury__ctrl_t00__3,0.8813005474000001,0.0149265345
mercury__ctrl_t10__3,-0.1021918589,-0.2393598801
mercury__ctrl_t30__3,-8.3775519124,-0.6197994407
mercury__ctrl_t60__3,-7.4224278333,-0.0531881868
mercury__hg_t10__3,-7.4555407244000005,-0.8487623407
mercury__hg_t30__3,-8.34323507,-0.017400043400000002
mercury__hg_t60__3,-6.2457118704,-0.1539536957
mercury__pma_t10__3,-12.5674933643,-1.3169624892
mercury__pma_t30__3,-13.9244764733,-0.8401484538
mercury__pma_t60__3,-10.825777650100001,-0.7263402616
ml_abx__az_lolcde__1,1.4720122627,-0.1632843568
ml_abx__az_lolcde__2,0.3862388672,-0.0567064751
ml_abx__az_lolcde__3,-0.6216037009000001,0.18674380770000001
ml_abx__b01__1,0.12344726760000001,0.1418997026
ml_abx__b01__2,0.2747808772,0.10708735450000001
ml_abx__b01__3,-1.3999161529,0.13510459900000002
ml_abx__cro__1,0.5754040775,-0.0790783618
ml_abx__cro__2,-0.1103047201,-0.058095721700000005
ml_abx__cro__3,-1.0631985352,0.2862955955
ml_abx__chl__1,-2.0369023548,-0.5209203822
ml_abx__chl__2,-2.5192915544,-0.2895349495
ml_abx__chl__3,-1.7499176503,-0.5662204227000001
ml_abx__cip__1,-1.2502306501,-0.1609199625
ml_abx__cip__2,-1.4438887488,0.024595788900000002
ml_abx__cip__3,-1.3262980282,0.1331136322
ml_abx__clr__1,-1.6930106656000001,-0.7620749873
ml_abx__clr__2,-2.8324811296,-0.3633991594
ml_abx__clr__3,-2.9705710217,-0.5356195253
ml_abx__cst__1,0.582177935,-0.13686072300000002
ml_abx__cst__2,0.7853593319000001,-0.0793969462
ml_abx__cst__3,-0.3120597285,0.053675526700000004
ml_abx__ctrl__1,1.0909082304,-0.1747762728
ml_abx__ctrl__2,0.728345722,-0.1052526515
ml_abx__ctrl__3,0.6590544542,-0.14588997180000002
ml_abx__ctrl__4,0.2211079333,0.1098135209
ml_abx__ctrl__5,-1.5461008424,0.1520363114
