,A,ArgR
hot_tale__hot_ale9_mid_37c__1,1.1360031915,0.5970989435
hot_tale__hot_ale9_mid_37c__2,0.6876435141,0.7264353375
hot_tale__hot_ale9_37c__1,1.0648284879,0.6032071795
hot_tale__hot_ale9_37c__2,0.8223128424,0.6141555545
hot_tale__hot_ale9_mid_44c__1,-2.7984460585,0.8624450885
hot_tale__hot_ale9_mid_44c__2,-1.4216660996,1.0905862445
hot_tale__hot_ale9_44c__1,-1.4154222261,0.9216029585000001
hot_tale__hot_ale9_44c__2,-1.6007440047000001,0.9075580665
hot_tale__hot_ale10_30c__1,-1.4777162353,0.9736685085000001
hot_tale__hot_ale10_30c__2,-0.8868838015,0.9181712865
hot_tale__hot_ale10_37c__1,1.7695804216000002,0.5813599135
hot_tale__hot_ale10_37c__2,1.6699086225,0.6017090795000001
hot_tale__hot_ale10_44c__1,1.0840663203,1.0677062305
hot_tale__hot_ale10_44c__2,0.7005546439,1.3209857465
hot_tale__hot_ale16_30c__1,-0.49313474090000003,0.6245898365
hot_tale__hot_ale16_30c__2,-0.2089471924,0.7297943195000001
hot_tale__hot_ale16_37c__1,2.2189525444,0.7572764145
hot_tale__hot_ale16_37c__2,2.375082082,0.7579892735
hot_tale__hot_ale16_44c__1,-0.9106868755,1.2418154095
hot_tale__hot_ale16_44c__2,-1.700639601,1.3668425965
pdhr_ale__pdhR-13_51__1,-9.536051497,-0.6023256015
pdhr_ale__pdhR-13_51__2,-10.6749130478,-0.44380105150000004
pdhr_ale__pdhR-14_46__1,-10.3452826959,-0.6789499155000001
pdhr_ale__pdhR-14_46__2,-4.417115863,-0.4874315775
pdhr_ale__pdhR-15_51__1,-10.2098215334,-0.3142339055
pdhr_ale__pdhR-15_51__2,-10.2905129915,-0.32049676450000003
pdhr_ale__pdhR-16_49__1,-12.5936500599,-0.5359146795
pdhr_ale__pdhR-16_49__2,-12.6568305012,-0.9314623885000001
tcs__del_atoC_LiAcet__1,-4.1326729219,-0.39255889450000003
tcs__del_atoC_LiAcet__2,-3.7756587594,-0.4340894545
tcs__del_atoC_LiCl__1,-5.9317565474,-0.3837326455
tcs__del_atoC_LiCl__2,-5.6649215307,-0.3723039185
tcs__del_atoC_m9__1,-7.6508515688,-0.3203735515
tcs__del_atoC_m9__2,-7.2623989594000005,-0.32992606550000003
tcs__del_baeR_etoh__1,-17.6704981696,0.3999411705
tcs__del_baeR_etoh__2,-17.8861772073,0.2858484545
tcs__del_baeR_lb__1,-14.0734723608,-0.7072437455
tcs__del_baeR_lb__2,-13.8879813799,-0.7125101085000001
tcs__del_btsR_01xlb__1,-14.4426812149,-1.0925509935
tcs__del_btsR_01xlb__2,-14.6634177048,-1.0291281665
tcs__del_btsR_lb__1,-15.4505117467,-0.5848826015
tcs__del_btsR_lb__2,-15.4987967523,-0.6461723445
tcs__del_btsR_pyruvate__1,-14.6150940495,-0.9465335875
tcs__del_btsR_pyruvate__2,-14.6503935317,-0.9933961495
tcs__del_cpxR_etoh__1,-17.1726050999,0.49509137750000004
tcs__del_cpxR_etoh__2,-17.4258564937,0.4857728455
tcs__del_cpxR_lb__1,-15.0023027969,-0.7374424485000001
tcs__del_cpxR_lb__2,-14.6957887714,-0.6937163585
tcs__del_cusR_CuSO4__1,-12.0138011658,-0.8407502475
tcs__del_cusR_CuSO4__2,-12.0864746396,-0.8147623865
tcs__del_cusR_lb__1,-15.928765117,-1.0739883745
tcs__del_cusR_lb__2,-16.1689750658,-1.0434190825
tcs__del_kdpE_01-kcl__1,-12.3200109056,-0.7304360345
tcs__del_kdpE_01-kcl__2,-12.2673250733,-0.7265190075
tcs__del_kdpE_115-kcl__1,-8.9952614244,-0.6350421805
tcs__del_kdpE_115-kcl__2,-10.0420923158,-0.6378788335000001
tcs__del_phoB_m9__1,-4.4795052417,-0.1602824555
tcs__del_phoB_m9__2,-4.7536662438,-0.2210982125
tcs__del_phoB_m9p__1,-3.3889838659000002,0.4947472245
tcs__del_phoB_m9p__2,-3.2935262141,0.5570272655
tcs__del_rcsB_etoh__1,-16.9988676868,0.9665080725
tcs__del_rcsB_etoh__2,-16.7542902716,0.9071430985000001
tcs__del_rcsB_lb__1,-14.9572092092,-0.6317640975000001
tcs__del_rcsB_lb__2,-14.8151262545,-0.47787827250000003
tcs__del_zraR_lb__1,-14.1710825584,-0.5747294615
tcs__del_zraR_lb__2,-14.0821901299,-0.6186828475
tcs__del_zraR_zncl2__1,-12.9662599362,-0.5391810195
tcs__del_zraR_zncl2__2,-12.8289049471,-0.4024791655
tcs__wt_01-kcl__1,-14.1522671835,-0.5568752745000001
tcs__wt_01-kcl__2,-14.4596798999,-0.6737584845
tcs__wt_01xlb__1,-14.401687216,-0.9087417185000001
tcs__wt_01xlb__2,-14.8062940517,-0.8394819065
tcs__wt_115-kcl__1,-9.5395037623,-0.5381902955
tcs__wt_115-kcl__2,-9.9861086442,-0.5048410655
tcs__wt_CuSO4__1,-13.6829726119,-1.0728022555
tcs__wt_CuSO4__2,-13.6497483978,-1.1441001245
tcs__wt_etoh__1,-16.4267189425,0.3402555875
tcs__wt_etoh__2,-16.3078642421,0.35350466550000004
tcs__wt_lb__1,-13.7746407281,0.0852399065
tcs__wt_lb__2,-13.996803192,0.007503277500000001
tcs__wt_LiAcet__1,-3.8692028546,-0.4528997115
tcs__wt_LiAcet__2,-4.449122196,-0.23518468350000002
tcs__wt_LiCl__1,-5.246282047,-0.4086086185
tcs__wt_LiCl__2,-5.3342405298,-0.3170582965
tcs__wt_m9p__1,-5.1964578679,0.45698143950000003
tcs__wt_m9p__2,-5.130993434,0.47393148150000003
tcs__wt_pyr__1,-14.1861927652,-1.1004635835
tcs__wt_pyr__2,-14.3397094407,-0.9850088545000001
tcs__wt_zncl2__1,-13.8860813089,-0.6155392035
tcs__wt_zncl2__2,-13.9381958585,-0.8941218425
ros_tale__1_112_0pq__1,-6.5944924293,-0.8813478545000001
ros_tale__1_112_0pq__2,-7.978877133,-0.9800782305
ros_tale__1_112_250pq__1,-5.1472112474,-0.9199974895
ros_tale__1_112_250pq__2,-5.2529707545,-0.7987115295
ros_tale__1_112_750pq__1,-6.4862432895,-0.9023529125
ros_tale__1_112_750pq__2,-7.2132325832,-1.1401902225
ros_tale__1_112_750pq__3,-8.9008532365,-1.2148927215
ros_tale__3_76_0pq__1,1.9212308941,0.1689086595
ros_tale__3_76_0pq__2,1.7953141074,0.2360723985
ros_tale__3_76_0pq__3,1.6594593963,0.32545548350000003
ros_tale__3_76_0pq__4,1.6436424914,0.30613800550000003
ros_tale__3_76_250pq__1,6.8052096695,-0.9690817365000001
ros_tale__3_76_250pq__2,-0.30140830620000003,-1.6344013865
ros_tale__3_76_750pq__1,0.4398099277,-1.5184842244999999
ros_tale__3_76_750pq__2,-0.8704311648,-1.9290965465
ros_tale__7_103_0pq__1,-12.7418517341,-1.4660928965
ros_tale__7_103_0pq__2,-12.2177471917,-1.0747225185
ros_tale__7_103_0pq__3,-12.4924311984,-1.5168322165
ros_tale__7_103_0pq__4,-12.3471059873,-1.2869621165
ros_tale__7_103_250pq__1,-8.762848799,-1.6820475305
ros_tale__7_103_250pq__2,-10.933043895499999,-1.4502343795
ros_tale__7_103_750pq__1,-10.1069193897,-1.3125129185
ros_tale__7_103_750pq__2,-10.123418879,-1.4621240515
ros_tale__9_77_0pq__1,4.1692659315,-1.2412083945
ros_tale__9_77_0pq__2,4.1857145224,-1.2191754265
ros_tale__9_77_250pq__1,3.1408412988,-1.3629732055
ros_tale__9_77_250pq__2,1.2892712768,-1.8537845935
ros_tale__9_77_750pq__1,5.0689809129,-1.2827214255000001
ros_tale__9_77_750pq__2,5.2014693578,-1.6042477995
ros_tale__11_83_0pq__1,-7.7075152372,-1.3191334985
ros_tale__11_83_0pq__2,-7.0371204703,-1.1986630175
ros_tale__11_83_250pq__1,-8.3790599519,-1.4270926655
ros_tale__11_83_250pq__2,-9.2471242777,-1.5227274255
ros_tale__11_83_750pq__1,-7.1861595089,-1.3842210504999999
ros_tale__11_83_750pq__2,-7.8293226634,-1.3709117885
ros_tale__13_87_0pq__1,-13.2539363001,-1.2944408675
ros_tale__13_87_0pq__2,-13.4037735414,-1.3069367815000001
ros_tale__13_87_250pq__1,-11.1717400485,-1.2821979015
ros_tale__13_87_250pq__2,-11.0244302131,-1.3306587225
ros_tale__13_87_750pq__1,-10.3343097915,-1.2670774245
ros_tale__13_87_750pq__2,-10.8474146862,-1.3075821355000001
ros_tale__14_27_0pq__1,-7.3068398861,-1.1059067075
ros_tale__14_27_0pq__2,-7.3256966123,-0.9330247735
ros_tale__14_27_250pq__1,-12.1929867429,-1.1463105575
ros_tale__14_27_250pq__2,-11.7531000025,-1.1943484805
ros_tale__14_27_750pq__1,-15.0036185559,-1.8385429935
ros_tale__14_27_750pq__2,-15.0600719553,-2.0681995395
ros_tale__16_28_250pq__1,8.5219132155,0.5142332525000001
ros_tale__16_28_250pq__2,8.6919722346,0.4919487735
ros_tale__16_32_0pq__1,-4.8427592318,-0.6271875085
ros_tale__16_32_0pq__2,-5.7531389984,-0.9526936365
ros_tale__16_32_0pq__3,-0.4400969979,0.8459983725
ros_tale__16_32_0pq__4,-0.3777074157,0.8767657285
ros_tale__16_32_250pq__1,-3.3258022375,0.6187442915
ros_tale__16_32_250pq__2,-3.5000213654,0.6424100415
ros_tale__16_32_750pq__1,-4.3431527097,-0.6104858085
ros_tale__16_32_750pq__2,-2.6121018323,-0.5442164355
ros_tale__17_104_0pq__1,-7.9555769097999995,-0.2820201485
ros_tale__17_104_0pq__2,-8.4089671313,-0.3719021785
ros_tale__17_104_250pq__1,-1.6004303498999999,-0.3978709415
ros_tale__17_104_250pq__2,-3.6161439338,-0.3101986795
ros_tale__17_104_250pq__3,-3.7976951317000003,-0.2678748975
ros_tale__17_104_250pq__4,-1.1395452823,0.0813016895
ros_tale__17_104_750pq__1,-5.8178507031,-0.5599632815
ros_tale__17_104_750pq__2,-6.2220872722,-0.6042064505
ros_tale__18_24_250pq__1,10.1806050144,0.3419199645
ros_tale__18_24_250pq__2,10.0175492598,0.24754650350000001
ros_tale__18_36_0pq__1,-5.3293109626,-0.8347980665
ros_tale__18_36_0pq__2,-6.4263378679,-0.8718364235
ros_tale__18_36_0pq__3,0.0535276001,0.3337122785
ros_tale__18_36_0pq__4,0.8239245070000001,0.09518233350000001
ros_tale__18_36_250pq__1,-1.751213774,0.1887343115
ros_tale__18_36_250pq__2,-1.5777185371,0.1125791165
ros_tale__18_36_750pq__1,-11.4536398053,-0.8474660775
ros_tale__18_36_750pq__2,-12.7371647066,-0.9934888605000001
ros_tale__19_91_0pq__1,-7.8220413659,-1.0064757705
ros_tale__19_91_0pq__2,-7.8269739121,-0.8036841675
ros_tale__19_91_250pq__1,-0.49921677750000004,-0.8796332155000001
ros_tale__19_91_250pq__2,-1.2475943711,-0.6672072455
ros_tale__19_91_750pq__1,-1.4262123006,-0.9405618755
ros_tale__19_91_750pq__2,-8.9342400446,-1.3362164395
ros_tale__19_91_750pq__3,-0.9796749783,-1.4489226845
ros_tale__19_91_750pq__4,-9.0188673112,-2.0920960085
ros_tale__21_97_0pq__1,-2.502740114,-2.0537775145
ros_tale__21_97_0pq__2,-3.9044885628,-1.5978866465000001
ros_tale__21_97_250pq__1,-6.6993890131,-1.6330503995
ros_tale__21_97_250pq__2,-6.3816876686,-1.4242813745
ros_tale__21_97_750pq__1,-12.019210234100001,-1.6124588444999999
ros_tale__21_97_750pq__2,-8.172394926700001,-1.5733497885
ros_tale__25_111_0pq__1,-6.4206368839,-1.5065244475
ros_tale__25_111_0pq__2,-7.4624355695,-1.4888024705
ros_tale__25_111_250pq__1,-0.8773481453,-1.4570986525
ros_tale__25_111_250pq__2,-3.6728579959000003,-1.5550559365
ros_tale__25_111_750pq__1,-3.8960207555,-1.3776215745
ros_tale__25_111_750pq__2,2.0750916691,-1.0916870865
ros_tale__29_119_0pq__1,-3.6589796927,-1.6424419555
ros_tale__29_119_0pq__2,-6.9551244166,-1.3241232925
ros_tale__29_119_250pq__1,-3.9283986178,-1.2039537125
ros_tale__29_119_250pq__2,-6.7555986536,-1.7540675465
ros_tale__29_119_750pq__1,-6.2031766857,-1.4405766615
ros_tale__29_119_750pq__2,-5.2598909942,-1.3959362335
ros_tale__ALE4_0pq__1,0.306871457,0.1621244715
ros_tale__ALE4_0pq__2,0.2663619325,0.1536026785
ros_tale__ALE4_250pq__1,-12.122678709,-0.5788830365000001
ros_tale__ALE4_250pq__2,-11.8442095683,-0.4283139325
pcoli__atASMT_325G__1,-6.1483897819,0.4209443895
pcoli__atASMT_325G__2,-6.6178915029,0.3500312625
pcoli__bpTDC__1,-3.7783158465,-0.14939030150000002
pcoli__bpTDC__2,-3.3344807738,-0.10842858550000001
pcoli__BRCA__1,-2.5067604295,0.13810432250000002
pcoli__BRCA__2,-2.5671202139,0.030675524500000002
pcoli__BRCActrl__1,-5.8362902963,-0.7880945055
pcoli__BRCActrl__2,-6.6009224072,-1.0839301115
pcoli__BRCAswap__1,-6.0976199946,0.1081592255
pcoli__BRCAswap__2,-7.400200079,0.0748562215
pcoli__btAANAT__1,-5.6640915211,0.2205754235
pcoli__btAANAT__2,-5.8680240664,0.2806797455
pcoli__btASMT__1,-5.5976716262,0.1112912355
pcoli__btASMT__2,-6.3086789932,-0.0750497405
pcoli__CC1__1,-7.2647383908,0.22838958350000002
pcoli__CC1__2,-8.5120100636,0.2994352175
pcoli__ccCOMT__1,-5.4998427326,0.0249100525
pcoli__ccCOMT__2,-5.9081746098,0.1313376075
pcoli__ckDDC__1,-6.7986032918,0.1381700435
pcoli__ckDDC__2,-6.8106085168,-0.1098013925
pcoli__CNTF_belt__1,-5.8489416253,0.2030355805
pcoli__CNTF_belt__2,-7.828260553,0.1975211265
pcoli__cobPNMT__1,-3.7832409588,0.5639983055000001
pcoli__cobPNMT__2,-3.8422642333,0.4683241195
pcoli__cvPhhB__1,-5.2355933038,0.5851746735000001
pcoli__cvPhhB__2,-5.3391889395,0.6337893645
pcoli__ggAANAT__1,-5.279317444,0.1716313275
pcoli__ggAANAT__2,-4.3912069857,0.1519342695
pcoli__ggTPH__1,-4.4128792698,0.20033470450000002
pcoli__ggTPH__2,-5.9236644074,-0.0487896705
pcoli__hsAANAT__1,-12.6196681364,-0.6266350175000001
pcoli__hsAANAT__2,-12.4660829709,-0.4788231725
pcoli__hsASMT__1,-3.396851886,-0.0227712435
pcoli__hsASMT__2,-3.381802783,-0.09763941050000001
pcoli__hsPNMT_mb__1,-3.3996160428,0.4697254475
pcoli__hsPNMT_mb__2,-3.5496964952,0.43076039850000003
pcoli__hsTPH__1,-4.3609658957,0.0994880415
pcoli__hsTPH__2,-4.6007361439,0.1961407835
pcoli__hsTPH_E2K__1,-6.5238392319,0.2271878205
pcoli__hsTPH_E2K__2,-6.9615990094,0.060381844500000004
pcoli__hsTPH_E2K_N91I_P99C__1,-3.0210498605,0.2133605385
pcoli__hsTPH_E2K_N91I_P99C__2,-3.1310895404,0.0321637955
pcoli__hsTPH_N158trunc__1,-5.7045253273,-0.07183779650000001
pcoli__hsTPH_N158trunc__2,-6.2893960618,-0.10905627350000001
pcoli__hsTPH_N174trunc__1,-6.5250434472,0.2412465155
pcoli__hsTPH_N174trunc__2,-6.9093404984,0.1139962015
pcoli__hsTPH_Ntermtrunc__1,-6.9432089612,-0.2347770445
pcoli__hsTPH_Ntermtrunc__2,-8.2967753446,-0.34672396250000004
pcoli__hsTPH1__1,-4.7526888786,0.5849581455
pcoli__hsTPH1__2,-5.1055438803,0.5021421795000001
pcoli__MBP__1,-12.606198087,-0.6558524485
pcoli__MBP__2,-13.4043175205,-0.11688754850000001
pcoli__msCOMT__1,-1.2536843629,0.0865065545
pcoli__msCOMT__2,-1.2331098781,0.0863438245
pcoli__ocAANAT__1,-4.6714460691,0.2954030775
pcoli__ocAANAT__2,-4.7307933268,0.2970649125
pcoli__osTDC_K374H__1,-10.2369248597,-0.0503889875
pcoli__osTDC_K374H__2,-11.3520193388,-0.0651847465
pcoli__osTDC_K374L__1,-3.0130063372,0.0443978545
pcoli__osTDC_K374L__2,-3.9657320182999998,-0.0336530375
pcoli__osTDC_K374Q__1,-4.4628941071,0.18187016550000001
pcoli__osTDC_K374Q__2,-5.4098581786,0.13130374350000001
pcoli__osTDC_L360V__1,-5.1396109811,-0.11974743950000001
pcoli__osTDC_L360V__2,-5.2177148461,-0.1731593165
pcoli__pmTPH__1,-1.2805278393,0.12897110950000001
pcoli__pmTPH__2,-0.7830900336000001,0.2303305935
pcoli__RFC__1,-2.4470316833,0.5513994905
pcoli__RFC__2,-2.9689795479,0.5413476065
pcoli__RFCctrl__1,-11.5818836056,-0.5732129725
pcoli__RFCctrl__2,-12.8024510616,-0.7542967565
pcoli__RFCnopause__1,-11.2190464818,-0.3676600345
pcoli__RFCnopause__2,-11.3424794644,-0.5881566895
pcoli__RFCpluspause__1,-5.1057186466,-0.1027292955
pcoli__RFCpluspause__2,-5.9613362567,-0.4672240735
pcoli__rnCOMT_sol__1,-11.4155121686,-0.6381399585
pcoli__rnCOMT_sol__2,-11.3961730494,-0.5955427325
pcoli__rnPNMT__1,-0.8257639795,0.1661390035
pcoli__rnPNMT__2,-0.49594447610000003,0.3583128235
pcoli__rnTDC__1,-3.2878154338,0.0382900175
pcoli__rnTDC__2,-4.8427463522,-0.0338175895
pcoli__rnTDC_trunc__1,-10.3340165844,-0.2423363365
pcoli__rnTDC_trunc__2,-10.7520558025,-0.2391300975
pcoli__saCOMT_T2A__1,-4.6004932011,0.24003736350000002
pcoli__saCOMT_T2A__2,-4.9173972006,0.2378279825
pcoli__sfCOMT__1,-3.740681047,0.4655348165
pcoli__sfCOMT__2,-4.0207891744,0.3198921145
pcoli__sgAANAT_D63G__1,-3.6166489047,0.5425852825
pcoli__sgAANAT_D63G__2,-5.3960441502,0.7025046155
pcoli__ssDDC__1,-4.042367422,-0.1732968375
pcoli__ssDDC__2,-4.2122791887,-0.2665124915
pcoli__TP53B__1,-6.0275216579,-0.1915427965
pcoli__TP53B__2,-6.5431103638,-0.2799956355
pcoli__WT__1,-11.6692868072,0.1447471515
pcoli__WT__2,-7.5237779022,0.3912377335
cck__glu_ale4__1,0.0042734698000000005,-0.0194671715
cck__glu_ale4__2,-0.6439463315,-0.0306119335
cck__cck_ale1__1,0.9147709633000001,-0.0646412265
cck__cck_ale1__2,0.6514119954,0.0369503515
cck__cck_ale2__1,0.3347052259,-0.0925474485
cck__cck_ale2__2,0.3209072516,-0.0928641015
cck_pgi__gmos_delpgi__1,-4.2405699562,0.35864337550000003
cck_pgi__gmos_delpgi__2,-5.3613883761,0.17958803850000002
cck_pgi__pgi_ale1__1,-1.0739685491,-0.0363992865
cck_pgi__pgi_ale1__2,-3.9521485087,-0.13311432850000002
cck_pgi__pgi_ale2__1,-6.2710398944,-0.1973547555
cck_pgi__pgi_ale3__1,-0.0237734543,0.0423459265
cck_pgi__pgi_ale3__2,-0.9734900275,0.1338663035
cck_pgi__pgi_ale4__1,0.0868605195,-0.11088400150000001
cck_pgi__pgi_ale4__2,-0.3575706065,-0.2302144895
cck_pgi__pgi_ale4__3,-0.5162361636,-0.2410425035
cck_pgi__pgi_ale5__1,0.1716849816,-0.1123508975
cck_pgi__pgi_ale5__2,-0.2831907667,0.1732322135
cck_pgi__pgi_ale6__1,0.0563692495,0.1345088795
cck_pgi__pgi_ale6__2,-0.739682295,0.0368904725
cck_pgi__pgi_ale7__1,0.0908208909,0.1320591325
cck_pgi__pgi_ale7__2,-0.3165430494,0.2045652405
cck_pgi__pgi_ale8__1,0.3478275187,0.3820142515
cck_pgi__pgi_ale8__2,-0.2866578514,0.2664306645
cck_sdh__gmos_delsdhCB__1,-1.5211154758,0.3243788615
cck_sdh__gmos_delsdhCB__2,-3.8670313681,-0.4878626935
cck_sdh__sdh_ale1__1,-4.9964760388,0.0458912825
cck_sdh__sdh_ale1__2,-4.627683631,0.0570324755
cck_sdh__sdh_ale2__1,-2.8529834969000003,0.16843120050000002
cck_sdh__sdh_ale3__1,-3.2533865443,0.15493492150000002
cck_sdh__sdh_ale3__2,-1.9848183422,0.1854012155
cck_sdh__sdh_ale3__3,-2.1217456589,0.1035367675
cck_pts__gmos_delptsHIcrr__1,0.6970084064000001,0.4794757805
cck_pts__gmos_delptsHIcrr__2,0.7424469249000001,0.6560631315000001
cck_pts__pts_ale1__1,-4.139751719,0.1558185035
cck_pts__pts_ale1__2,-4.4631793476,0.0946666635
cck_pts__pts_ale2__1,0.2718686958,0.0384788285
cck_pts__pts_ale2__2,0.3499109017,0.0286850445
cck_pts__pts_ale3__1,-12.7971222895,-0.6177295595
cck_pts__pts_ale3__2,-12.4709703602,-0.4718484525
cck_pts__pts_ale4__1,1.8135982174,0.1620530695
cck_pts__pts_ale4__2,0.9413790589000001,0.2518104245
cck_gnd__gmos_delgnd__1,5.3098498161,0.0897509405
cck_gnd__gmos_delgnd__2,5.7050900113,0.14903310150000001
cck_gnd__gnd_ale1__1,0.8941791896,0.007637334500000001
cck_gnd__gnd_ale1__2,0.41507248750000003,-0.0015607415
cck_gnd__gnd_ale2__1,0.24703676800000002,-0.0625110515
cck_gnd__gnd_ale2__2,0.5765891028,0.047809989500000004
cck_gnd__gnd_ale3__1,-0.6670155789000001,-0.025463139500000002
cck_gnd__gnd_ale3__2,-0.0377401367,0.0553218085
cck_tpiA__gmos_deltpiA__1,-0.8042905651000001,1.0312091085
cck_tpiA__gmos_deltpiA__2,-4.9050756547,0.2719148645
cck_tpiA__tpiA_ale1__1,-4.1258154389,0.1625977565
cck_tpiA__tpiA_ale1__2,-3.8321624118,0.1177634235
cck_tpiA__tpiA_ale2__1,-4.5884147761000005,0.0026905025
cck_tpiA__tpiA_ale2__2,-4.4592066802,-0.1505465545
cck_tpiA__tpiA_ale3__1,-4.7959593475,0.0412985575
cck_tpiA__tpiA_ale3__2,-4.727332931,0.1629417965
cck_tpiA__tpiA_ale4__1,-4.5835978326,0.0145524685
cck_tpiA__tpiA_ale4__2,-4.4112776854,0.0068489795000000004
acid_tale__acid_ale1_pH7__1,1.6969753574,-0.0033379435
acid_tale__acid_ale1_pH7__2,1.6146987617000002,0.1058334285
acid_tale__acid_ale1_pH5__1,-1.4365260205000001,0.0709787355
acid_tale__acid_ale1_pH5__2,-0.4746181425,0.2971900745
acid_tale__acid_ale2_pH7__1,1.5939410988,0.12455692750000001
acid_tale__acid_ale2_pH7__2,1.6057339589000001,0.033615068500000005
acid_tale__acid_ale2_pH5__1,-0.5325498908,0.45471808550000004
acid_tale__acid_ale2_pH5__2,3.6607075052,0.2392685685
acid_tale__low_Mg_ale_pH7__1,0.684175784,0.1498143505
acid_tale__low_Mg_ale_pH7__2,0.8345105787,-0.0227555235
acid_tale__low_Mg_ale_pH5__1,-3.3600465443,0.3166282965
acid_tale__low_Mg_ale_pH5__2,-2.736692346,0.0673665955
acid_tale__MES_ale_pH7__1,0.9786388404,-9.46675e-05
acid_tale__MES_ale_pH7__2,1.1271568798,0.1663935825
acid_tale__MES_ale_pH5__1,-1.4996343093,0.2780859735
acid_tale__MES_ale_pH5__2,-0.9578026879,0.5362202545
acid_tale__gmos_pH7__1,0.1891567395,-0.0389572105
acid_tale__gmos_pH7__2,-0.0163621242,0.1487755305
acid_tale__gmos_pH5__1,-3.0647594846,0.3786910265
acid_tale__gmos_pH5__2,-2.6840324454,0.3831458055
adnB__wt_adn__1,-3.6113489456,-0.23100307550000002
adnB__wt_adn__2,-1.476740516,-0.0064056715000000005
adnB__delydhB_adn__1,-4.6037959506,-0.2415694125
adnB__delydhB_adn__2,-2.7590824302,-0.0544464095
ytf2__wt_glc__1,-1.4886703933,0.044405863500000003
ytf2__wt_glc__2,-1.8103865683,0.1659800055
ytf2__ybcM_glc__1,-0.5156126851,0.0018010805
ytf2__ybcM_glc__2,-0.5102099048000001,0.0612343725
ytf2__ydhB_glc__1,-3.180614034,-0.3087200385
ytf2__ydhB_glc__2,-3.3584178673,-0.2476138665
ytf2__yfeC_glc__1,-1.7820396756,-0.0195775525
ytf2__yfeC_glc__2,-1.3079417374,0.0048156625
ytf2__yciT_glc__1,-2.2036456851,0.0590926455
ytf2__yciT_glc__2,-2.1824813358,0.06418984550000001
ytf2__ydiZ_glc__1,-0.043612824,0.3419601685
ytf2__ydiZ_glc__2,-0.28348923260000003,0.3875908085
ytf2__ynfL_glc__1,-2.7315679456,0.1977752875
ytf2__ynfL_glc__2,-2.7569035762,0.2750381155
misc2__dellon_glc__1,-2.7079415888,-0.5544191645000001
misc2__dellon_glc__2,-3.771116056,-1.1548418425
ytf3__wt_glc2__1,0.9761626606,-0.1691930465
ytf3__wt_glc2__2,0.9737571220000001,0.0149938545
ytf3__wt_pH7_lactate__1,0.9102445436000001,-0.1760909635
ytf3__wt_pH7_lactate__2,0.7915882799,-0.1031278395
ytf3__wt_pH55_lactate__1,-1.3318833216,-0.2945042235
ytf3__wt_pH55_lactate__2,-0.9810850520000001,-0.28521943250000004
ytf3__wt_pH55_HCl__1,-1.7316552312,-0.043652803500000004
ytf3__wt_pH55_HCl__2,-1.963340804,-0.20223762050000002
ytf3__dyieP_pH7__1,1.0949852643,-0.0404671345
ytf3__dyieP_pH7__2,1.0262068936,-0.0578565865
ytf3__dyieP_pH55__1,0.41057286270000004,-0.2259926395
ytf3__dyieP_pH55__2,0.6293334328,0.034521960500000004
