,A,CecR
tcs__del_btsR_pyruvate__2,1.0655819808,-0.248468394
tcs__del_cpxR_etoh__1,0.6285751818,-0.517624282
tcs__del_cpxR_etoh__2,0.2653980074,-0.663196608
tcs__del_cpxR_lb__1,3.7693111033,0.5289063070000001
tcs__del_cpxR_lb__2,3.6980070053,0.6293787230000001
tcs__del_cusR_CuSO4__1,3.4285042534,0.765367274
tcs__del_cusR_CuSO4__2,4.2168852475,0.722434161
tcs__del_cusR_lb__1,4.0460020247,0.17221476
tcs__del_cusR_lb__2,3.6019838245,0.024269996000000002
tcs__del_kdpE_01-kcl__1,1.7012217389000002,0.307088947
tcs__del_kdpE_01-kcl__2,1.1797257201,0.214014385
tcs__del_kdpE_115-kcl__1,0.5967534491,-0.105550033
tcs__del_kdpE_115-kcl__2,0.44164736330000004,-0.007098812
tcs__del_phoB_m9__1,-0.1687420615,-0.15609614400000002
tcs__del_phoB_m9__2,0.2755476108,-0.17678959200000002
tcs__del_phoB_m9p__1,-4.2991958291,-0.874669408
tcs__del_phoB_m9p__2,-4.6151215658,-1.097152333
tcs__del_rcsB_etoh__1,-1.7951531674,-0.9061759920000001
tcs__del_rcsB_etoh__2,-1.5244596715,-1.152666506
tcs__del_rcsB_lb__1,2.1220788176,0.40052039500000003
tcs__del_rcsB_lb__2,2.0063440534,0.5438586470000001
tcs__del_zraR_lb__1,1.6042739904,-0.24877326200000002
tcs__del_zraR_lb__2,1.8389279681000001,-0.18925618100000002
tcs__del_zraR_zncl2__1,1.1354414658,0.48119430900000004
tcs__del_zraR_zncl2__2,1.339215813,0.612294074
tcs__wt_01-kcl__1,3.9137596921,1.113506597
tcs__wt_01-kcl__2,3.9459497025,0.9204615960000001
tcs__wt_01xlb__1,1.8328427502,-0.53933081
tcs__wt_01xlb__2,1.6354687133999999,-0.583727054
tcs__wt_115-kcl__1,1.0476706971,-0.15843395500000002
tcs__wt_115-kcl__2,1.2107183862,-0.11653656800000001
tcs__wt_CuSO4__1,2.6814357078,0.572510661
tcs__wt_CuSO4__2,2.8302953771,0.6010958620000001
tcs__wt_etoh__1,-1.9265845144,-0.6688449120000001
tcs__wt_etoh__2,-1.5804921447,-1.01774266
tcs__wt_lb__1,0.5593492971,-0.25074654700000004
tcs__wt_lb__2,0.40527432020000004,0.019340627000000003
tcs__wt_LiAcet__1,-0.0375944878,-0.483514335
tcs__wt_LiAcet__2,-0.0164369971,-0.477640734
tcs__wt_LiCl__1,-0.0091671384,-0.39616063900000004
tcs__wt_LiCl__2,0.32619413540000003,-0.42158655
tcs__wt_m9p__1,-4.0604254029,-1.0646816
tcs__wt_m9p__2,-3.8360897088,-1.161612402
tcs__wt_pyr__1,2.0665913548,-0.37748921100000005
tcs__wt_pyr__2,2.0548481914,-0.35427458
tcs__wt_zncl2__1,0.5987974802,0.36960052200000004
tcs__wt_zncl2__2,0.8974804533,0.194043022
ros_tale__0_0_0pq__1,-2.1995011042,-0.8609368820000001
ros_tale__0_0_0pq__2,-2.2816669923,-0.7504633580000001
ros_tale__0_0_250pq__1,0.2578330254,0.757937532
ros_tale__0_0_250pq__2,-0.21537695980000002,0.5972346030000001
ros_tale__1_mid_250pq__1,-2.5964094759,-0.941712756
ros_tale__1_mid_250pq__2,-1.9377526704,-1.101286856
ros_tale__1_0_0pq__1,-1.1900532067,-1.172489313
ros_tale__1_0_0pq__2,-0.9438009061,-1.190542084
ros_tale__1_0_0pq__3,-2.6174721163,-0.896321507
ros_tale__1_0_0pq__4,-2.0192573641,-0.7993351660000001
ros_tale__1_0_250pq__1,-3.3742246851,-1.109732821
ros_tale__1_0_250pq__2,-2.9162532908000003,-0.6826849340000001
ros_tale__1_0_750pq__1,-3.1204259737,-1.573260393
ros_tale__1_0_750pq__2,-2.4924649988,-1.9069974360000002
ros_tale__1_1_0pq__1,-4.4839154569,-2.049735226
ros_tale__1_1_0pq__2,-4.2070486119,-1.796183896
ros_tale__1_1_250pq__1,-4.7772911282,-2.315494882
ros_tale__1_1_250pq__2,-4.8579536476000005,-1.8918214230000001
ros_tale__1_1_750pq__1,-4.0421854556,-2.194464021
ros_tale__1_1_750pq__2,-5.1925316564,-2.113988386
ros_tale__1_2_0pq__1,-3.3513533423,-1.776749109
ros_tale__1_2_0pq__2,-2.5276874134,-1.883417357
ros_tale__1_2_250pq__1,-2.9421368488,-1.88258058
ros_tale__1_2_250pq__2,-3.0410868079,-1.670930431
ros_tale__1_2_750pq__1,-2.8758048113,-2.000238906
ros_tale__1_2_750pq__2,-2.3843262134,-1.963731444
ros_tale__1_3_0pq__1,-3.0602330281,-1.310593553
ros_tale__1_3_0pq__2,-3.1489458234,-1.354172532
ros_tale__1_3_250pq__1,-2.6099285555,-1.8171361190000002
ros_tale__1_3_250pq__2,-2.5120738146,-1.3102852
ros_tale__1_3_250pq__3,-2.8232523211,-1.7133643040000002
ros_tale__1_3_250pq__4,-2.6358255702,-1.330232833
ros_tale__1_3_750pq__1,-3.4155934803,-1.427666831
ros_tale__1_3_750pq__2,-3.0983435172,-1.45180499
ros_tale__1_4_0pq__1,-2.5261288457,-1.35083208
ros_tale__1_4_0pq__2,-2.7916426274,-1.435949879
ros_tale__1_4_250pq__1,-3.382496678,-1.5090464190000001
ros_tale__1_4_250pq__2,-2.467861771,-1.6774647759999999
ros_tale__1_4_750pq__1,-4.2309858952,-1.430014509
ros_tale__1_4_750pq__2,-4.2538540334,-1.5802941810000002
ros_tale__1_4_750pq__3,-4.136008825,-0.9014354510000001
ros_tale__1_4_750pq__4,-3.0231481389,-0.975008191
ros_tale__2_mid_250pq__1,-0.6348758303,-0.050037327000000006
ros_tale__2_mid_250pq__2,-1.4763329298,-0.411943922
ros_tale__2_0_0pq__1,-3.4364763921,-1.2913914850000001
ros_tale__2_0_0pq__2,-3.0059808426,-1.2535569770000001
ros_tale__2_0_0pq__3,-3.2547171093,-1.174900505
ros_tale__2_0_0pq__4,-1.7301576862,-0.918207011
ros_tale__2_0_250pq__1,-3.0570384779,-0.742465637
ros_tale__2_0_250pq__2,-3.2503069401999998,-0.973274021
ros_tale__2_0_750pq__1,0.6985157551000001,-0.576556401
ros_tale__2_0_750pq__2,1.2347890966,-0.635516571
ros_tale__2_1_0pq__1,-2.3414996117999998,-1.277102624
ros_tale__2_1_0pq__2,-2.2666014833,-1.367626251
ros_tale__2_1_250pq__1,-1.6082301865000002,-1.284336806
ros_tale__2_1_250pq__2,-2.7209940212,-1.152138889
ros_tale__2_1_750pq__1,-2.416012234,-1.484694106
ros_tale__2_1_750pq__2,-3.5843900698,-1.479435116
ros_tale__2_1_750pq__3,-3.3859212016,-1.6240928700000001
ros_tale__2_2_0pq__1,-3.3480145506,-1.4476895440000002
ros_tale__2_2_0pq__2,-1.5767773725,-1.226849212
ros_tale__2_2_250pq__1,-4.132019579,-1.712764329
ros_tale__2_2_250pq__2,-2.0905562654,-1.669197754
ros_tale__2_2_750pq__1,-1.8459840484,-1.646710851
ros_tale__2_2_750pq__2,-1.1658071974,-0.92038637
ros_tale__2_3_0pq__1,-2.3250585647,-1.001454568
ros_tale__2_3_0pq__2,-2.9862959093,-1.063058712
ros_tale__2_3_250pq__1,-4.0093920959,-1.004729833
ros_tale__2_3_250pq__2,-2.9462014108,-1.20621945
ros_tale__2_3_750pq__1,-3.4085750259,-0.882380719
ros_tale__2_3_750pq__2,-4.0382787499,-1.327174239
ros_tale__3_0_0pq__1,-2.6421126087999998,-1.4083057860000001
ros_tale__3_0_0pq__2,-3.5544760448,-1.595428531
ros_tale__3_0_250pq__1,-2.1666607378,-1.021111569
ros_tale__3_0_250pq__2,-2.688704969,-1.2290679070000001
ros_tale__3_0_750pq__1,0.7959663817,0.506499643
ros_tale__3_0_750pq__2,0.1250362706,0.332157246
ros_tale__3_1_0pq__1,-1.8346510673,-1.090442292
ros_tale__3_1_0pq__2,-2.4361387152000002,-1.411403879
ros_tale__3_1_250pq__1,-3.3721660042,-1.655015032
ros_tale__3_1_250pq__2,-2.6036794126,-1.79079898
ros_tale__3_1_750pq__1,-3.7287711673,-1.46233926
ros_tale__3_1_750pq__2,-2.191837916,-2.174946704
ros_tale__3_2_0pq__1,-1.2036731033,-0.46095090400000005
ros_tale__3_2_0pq__2,-1.4886107271,-0.45625705800000005
ros_tale__3_2_0pq__3,-1.5819298886,-0.581034539
ros_tale__3_2_0pq__4,-2.0382735503,-0.643351185
ros_tale__3_2_250pq__1,-4.1396515398,-0.8559242770000001
ros_tale__3_2_250pq__2,-4.2422565223,-1.474723451
ros_tale__3_2_750pq__1,-5.9458258031,-1.798044403
ros_tale__3_2_750pq__2,-5.7051824737,-2.456876417
ros_tale__3_3_0pq__1,-3.1664248722,-1.407476521
ros_tale__3_3_0pq__2,-1.2992916103,-1.407926645
ros_tale__3_3_0pq__3,-3.0839769495000002,-1.708082093
ros_tale__3_3_0pq__4,-1.383170102,-1.310676666
ros_tale__3_3_250pq__1,-4.006581092,-1.9742534420000002
ros_tale__3_3_250pq__2,-3.4661150934,-1.716008436
ros_tale__3_3_750pq__1,-3.7635403473,-2.638514074
ros_tale__3_3_750pq__2,-4.8029464526000005,-2.264864342
ros_tale__3_4_0pq__1,-3.7512000590000003,-0.765305604
ros_tale__3_4_0pq__2,-3.9615042024,-0.8281722650000001
ros_tale__3_4_250pq__1,-4.9472230644,-0.39102009600000004
ros_tale__3_4_250pq__2,-3.8614090845,-0.346599639
ros_tale__3_4_750pq__1,-4.3652984953,-1.307912564
ros_tale__3_4_750pq__2,-4.3468936492,-1.447899783
pcoli__atASMT_325G__1,-1.7472908736,-0.268175469
pcoli__atASMT_325G__2,-2.2023076203,-0.260460846
pcoli__bpTDC__1,-2.6868514433,0.173317298
pcoli__bpTDC__2,-2.1505546747,0.18649971
pcoli__BRCA__1,-2.0647023717,0.43901738300000004
pcoli__BRCA__2,-2.2778020805,0.394485067
pcoli__BRCActrl__1,-0.9720931387,0.7212459990000001
pcoli__BRCActrl__2,-0.1796608782,0.804471993
pcoli__BRCAswap__1,-2.2032749851,0.005843891
pcoli__BRCAswap__2,-2.2739473736,0.147320257
pcoli__btAANAT__1,-2.6395882721,-0.346977237
pcoli__btAANAT__2,-2.6044984476,-0.42649001400000003
pcoli__btASMT__1,-2.1313039785,-0.17012148200000002
pcoli__btASMT__2,-2.5121022383,-0.087839793
pcoli__CC1__1,-1.3483916329,-0.128077872
pcoli__CC1__2,-1.6986143515,0.134757714
pcoli__ccCOMT__1,-1.7099436771,-0.141845739
pcoli__ccCOMT__2,-1.7762335123000002,-0.159316769
pcoli__ckDDC__1,-1.3212173709,-0.394997772
pcoli__ckDDC__2,-1.0932961798,-0.576803857
pcoli__CNTF_belt__1,-1.7111069564,0.073873705
pcoli__CNTF_belt__2,-1.9729129364,0.264490169
pcoli__cobPNMT__1,-2.132447896,-0.232862052
pcoli__cobPNMT__2,-1.9984917745000002,-0.218079127
pcoli__cvPhhB__1,-2.3825568032,-0.42974172800000005
pcoli__cvPhhB__2,-2.3759129456,-0.15915712
pcoli__ggAANAT__1,-2.2608595821,-0.38685868700000003
pcoli__ggAANAT__2,-1.976801982,-0.370265261
pcoli__ggTPH__1,-2.5985322077,-0.450807206
pcoli__ggTPH__2,-2.7044501985,-0.51350354
pcoli__hsAANAT__1,-0.6088631293,-0.465537415
pcoli__hsAANAT__2,-1.5825159573,-0.062517321
pcoli__hsASMT__1,-2.1211728247,0.11813968600000001
pcoli__hsASMT__2,-2.3394241653,0.228600025
pcoli__hsPNMT_mb__1,-1.4995913972000001,-0.312306091
pcoli__hsPNMT_mb__2,-1.559330689,-0.230242739
pcoli__hsTPH__1,-2.8339041272000003,-0.45142880300000005
pcoli__hsTPH__2,-3.2504169588,-0.537965892
pcoli__hsTPH_E2K__1,-2.642498325,-0.09998243100000001
pcoli__hsTPH_E2K__2,-1.8809247919,-0.351854123
pcoli__hsTPH_E2K_N91I_P99C__1,-2.6133807996,-0.14683500300000002
pcoli__hsTPH_E2K_N91I_P99C__2,-2.4027982372,-0.332167539
pcoli__hsTPH_N158trunc__1,-1.4742539932,-0.5246072540000001
pcoli__hsTPH_N158trunc__2,-1.2869458333,-0.49628149600000004
pcoli__hsTPH_N174trunc__1,-2.6132218960999998,-0.45023481800000004
pcoli__hsTPH_N174trunc__2,-2.1932519099,-0.264261866
pcoli__hsTPH_Ntermtrunc__1,-1.3369622829,0.693023307
pcoli__hsTPH_Ntermtrunc__2,-1.3285027322,0.242836609
pcoli__hsTPH1__1,-2.9668594044,-0.10814534
pcoli__hsTPH1__2,-3.1334262441,-0.040554271
pcoli__MBP__1,-1.4324207759,-0.38839790500000004
pcoli__MBP__2,-1.5478923068000001,-0.022055496
pcoli__msCOMT__1,-0.7695473548,0.9092076240000001
pcoli__msCOMT__2,-0.45200937900000004,0.9948320860000001
pcoli__ocAANAT__1,-1.9867711867,-0.378926352
pcoli__ocAANAT__2,-2.0144257421,-0.35276894200000003
pcoli__osTDC_K374H__1,-1.141357267,0.216872733
pcoli__osTDC_K374H__2,-1.1811308039,0.458965856
pcoli__osTDC_K374L__1,0.16543165740000002,1.110416859
pcoli__osTDC_K374L__2,0.0710627871,1.079492169
pcoli__osTDC_K374Q__1,-2.175754824,-0.105092402
pcoli__osTDC_K374Q__2,-2.1113283839,-0.114820719
pcoli__osTDC_L360V__1,-1.8700552447,0.100718237
pcoli__osTDC_L360V__2,-1.9032709717,0.17051333400000002
pcoli__pmTPH__1,-1.6369247975999999,-0.335955465
pcoli__pmTPH__2,-2.2497911052,0.310059774
pcoli__RFC__1,-3.4268990433,-0.778182149
pcoli__RFC__2,-3.4942217414,-0.814464748
pcoli__RFCctrl__1,-0.825738211,-0.100968763
pcoli__RFCctrl__2,-0.1811925663,-0.17823227700000002
pcoli__RFCnopause__1,-1.1015445239,-0.251786589
pcoli__RFCnopause__2,-0.1930998005,-0.642915835
pcoli__RFCpluspause__1,-0.6103936714,0.088977869
pcoli__RFCpluspause__2,0.30643152,0.05675589700000001
pcoli__rnCOMT_sol__1,-0.547840487,-0.25524284
pcoli__rnCOMT_sol__2,-0.49865869360000004,-0.15495788
pcoli__rnPNMT__1,-2.1244458639,0.39790409
pcoli__rnPNMT__2,-2.3135669574,0.531901186
pcoli__rnTDC__1,-1.5996705216,0.186693946
pcoli__rnTDC__2,-1.5687790995,0.259393062
pcoli__rnTDC_trunc__1,-1.1961854332,0.26370102300000003
pcoli__rnTDC_trunc__2,-1.2930893581,0.290942209
pcoli__saCOMT_T2A__1,-2.08795078,-0.349505183
pcoli__saCOMT_T2A__2,-2.301791034,-0.16952734900000002
pcoli__sfCOMT__1,-3.012703176,-0.4491117
pcoli__sfCOMT__2,-2.9496810634,-0.694440669
pcoli__sgAANAT_D63G__1,-2.3861631728,-0.522951399
pcoli__sgAANAT_D63G__2,-2.5758303988,-0.6481465310000001
pcoli__ssDDC__1,-1.831078469,0.32940069800000005
pcoli__ssDDC__2,-1.9473768097000002,0.37284305700000003
pcoli__TP53B__1,-1.7053664413,-0.183946787
pcoli__TP53B__2,-1.4154344123,-0.02994033
pcoli__WT__1,-1.1305835499,0.9430582620000001
pcoli__WT__2,-1.0756783196,0.734606732
cck__glu_ale4__1,-1.0212287212,0.031372974000000005
cck__glu_ale4__2,-1.3358417838,-0.8849577270000001
cck__cck_ale1__1,-2.2939951913,-0.849735345
cck__cck_ale1__2,-1.7876628828,-0.9653568490000001
cck__cck_ale2__1,-2.2867170375,-1.200002531
cck__cck_ale2__2,-1.9055081478,-0.9566796780000001
cck_pgi__gmos_delpgi__1,-1.4299298427,-0.614742294
cck_pgi__gmos_delpgi__2,-0.4752844896,-0.396761254
cck_pgi__pgi_ale1__1,-0.9832633499000001,-0.217367529
cck_pgi__pgi_ale1__2,-0.656640334,-0.6661017530000001
cck_pgi__pgi_ale2__2,-0.0109755157,-0.089346296
cck_pgi__pgi_ale3__1,-0.43220240940000004,0.22288459700000002
cck_pgi__pgi_ale3__2,-1.2722197061,-0.75594695
cck_pgi__pgi_ale4__1,-0.8321686024,0.09533912800000001
cck_pgi__pgi_ale4__2,-1.1265494173,-0.6659118620000001
cck_pgi__pgi_ale4__3,-1.5964688838,-0.679539793
cck_pgi__pgi_ale5__1,-0.5244451892,-0.16278079
cck_pgi__pgi_ale5__2,-1.3077027529,-0.938222886
cck_pgi__pgi_ale6__1,-1.7584767039,0.005851577
cck_pgi__pgi_ale6__2,-2.0677587094,-0.8901690750000001
cck_pgi__pgi_ale7__1,-1.5245282689000001,0.0033456930000000003
cck_pgi__pgi_ale7__2,-2.0067752612,-0.763022901
cck_pgi__pgi_ale8__1,-2.0849176012,-0.531920233
cck_pgi__pgi_ale8__2,-2.2657898449,-0.8301003690000001
cck_sdh__gmos_delsdhCB__1,1.9177182403000002,-0.08405515100000001
cck_sdh__gmos_delsdhCB__2,0.48274231500000003,0.47914312000000003
cck_sdh__sdh_ale1__1,-0.9196020539,0.014111952
cck_sdh__sdh_ale1__2,-1.0198018695,-0.269222446
cck_sdh__sdh_ale2__1,-1.0917810216,-0.31162441300000004
cck_sdh__sdh_ale3__2,-0.2097517163,-0.172299483
cck_sdh__sdh_ale3__1,-0.880438114,-0.283672396
cck_sdh__sdh_ale3__3,-1.0580918044,-0.5231989850000001
cck_pts__gmos_delptsHIcrr__2,-0.2609782194,0.189912564
cck_pts__gmos_delptsHIcrr__1,0.1656107842,0.36530015400000004
cck_pts__pts_ale1__2,-0.6225440317000001,-0.339510468
cck_pts__pts_ale1__1,-1.3129025508,-0.549530959
cck_pts__pts_ale2__2,-1.7741643022,-0.9572609430000001
cck_pts__pts_ale2__1,-2.0169371929,-0.8278266080000001
cck_pts__pts_ale3__2,-3.4242542990000002,-1.672617016
cck_pts__pts_ale3__1,-2.5702897589,-1.185033478
cck_pts__pts_ale4__2,-1.3660710957,-1.134442719
cck_pts__pts_ale4__1,-2.4376962705,-1.048338666
cck_gnd__gmos_delgnd__1,1.6046413274,0.36280686500000003
cck_gnd__gmos_delgnd__2,3.555356222,0.786234944
cck_gnd__gnd_ale1__1,-1.0200272522,-1.176733265
cck_gnd__gnd_ale1__2,-1.4770941418,-1.277520963
cck_gnd__gnd_ale2__1,-2.1043208016,-0.950524676
cck_gnd__gnd_ale2__2,-1.6516434731,-0.8760517870000001
cck_gnd__gnd_ale3__1,-1.6974941789,-0.9651097220000001
cck_gnd__gnd_ale3__2,-1.0608031086,-0.8275464610000001
cck_tpiA__gmos_deltpiA__1,-0.5586813397,-1.488843928
cck_tpiA__gmos_deltpiA__2,-1.0261452043000001,-1.068769629
cck_tpiA__tpiA_ale1__1,-2.2873423423,-0.44054491900000003
cck_tpiA__tpiA_ale1__2,-1.5481090113,-0.593815862
cck_tpiA__tpiA_ale2__1,-1.1040996422,-0.763035106
cck_tpiA__tpiA_ale2__2,-1.6320651636,-0.9402219230000001
cck_tpiA__tpiA_ale3__1,-1.7556550003,-0.5535931270000001
cck_tpiA__tpiA_ale3__2,-1.2021474037,-0.49335712200000004
cck_tpiA__tpiA_ale4__1,-2.141168445,-0.6480355170000001
cck_tpiA__tpiA_ale4__2,-2.3973190987,-0.6682396380000001
acid_tale__acid_ale1_pH7__1,-3.4347309759,-1.040652571
acid_tale__acid_ale1_pH7__2,-3.1725384294,-1.1652749
acid_tale__acid_ale1_pH5__1,-0.3175707789,0.032174395
acid_tale__acid_ale1_pH5__2,-0.2211692261,-0.035003941000000004
acid_tale__acid_ale2_pH7__1,-2.5784744056,-1.020710281
acid_tale__acid_ale2_pH7__2,-2.6567321987,-0.904303763
acid_tale__acid_ale2_pH5__1,-2.0194404329,-0.2873559
acid_tale__acid_ale2_pH5__2,-1.4418089307,-0.100265618
acid_tale__low_Mg_ale_pH7__1,-2.6022256602000002,-0.5757823910000001
acid_tale__low_Mg_ale_pH7__2,-2.9910625225,-0.8453475370000001
acid_tale__low_Mg_ale_pH5__1,-1.5851205455000001,-0.12101114800000001
acid_tale__low_Mg_ale_pH5__2,-1.3914496490000001,-0.22917137
acid_tale__MES_ale_pH7__1,-2.6091880097,-1.071905279
acid_tale__MES_ale_pH7__2,-2.7690886690000003,-0.960410066
acid_tale__MES_ale_pH5__1,-0.184863836,-0.181004827
acid_tale__MES_ale_pH5__2,-0.036464749000000005,0.44479799600000003
acid_tale__gmos_pH7__1,-2.4875233885,-0.9681818240000001
acid_tale__gmos_pH7__2,-2.5611975085000003,-0.812894752
acid_tale__gmos_pH5__1,-1.138896056,-0.234462514
acid_tale__gmos_pH5__2,-1.4973729872,-0.36815422000000003
adnB__wt_adn__1,-1.0335234046,-1.479549538
adnB__wt_adn__2,-1.1909618364,-1.496093642
adnB__delydhB_adn__1,-2.7900516546,-1.713191025
adnB__delydhB_adn__2,-0.8890860843,-0.9037519740000001
ytf2__wt_glc__1,-0.9347399634,-0.8673042270000001
ytf2__wt_glc__2,-1.4686651398000001,-0.58473527
ytf2__ybcM_glc__1,-0.9423502517000001,-0.418034389
ytf2__ybcM_glc__2,-1.095932692,-0.24557810700000002
ytf2__ydhB_glc__1,-0.1491574238,-0.24997719100000002
ytf2__ydhB_glc__2,-0.713364156,-0.397818538
ytf2__yfeC_glc__1,0.45311295840000004,-0.524249125
ytf2__yfeC_glc__2,0.056789633900000004,-0.566892299
ytf2__yciT_glc__1,-2.0648139235,-0.84424654
ytf2__yciT_glc__2,-1.7455262367,-0.7479561490000001
ytf2__ydiZ_glc__1,-2.2984284453,-1.142851914
ytf2__ydiZ_glc__2,-2.4941157785,-1.247570786
ytf2__ynfL_glc__1,-1.0635583228,-0.553471459
ytf2__ynfL_glc__2,-1.3887567352999999,-0.5214470410000001
misc2__dellon_glc__1,0.8332638184000001,0.688931175
misc2__dellon_glc__2,1.2894751747,1.405875251
ytf3__wt_glc2__1,-0.9465133309,-0.8878654920000001
ytf3__wt_glc2__2,-1.7427939649000002,-0.5604931310000001
ytf3__wt_pH7_lactate__1,-1.4633946979,-0.519544142
ytf3__wt_pH7_lactate__2,-1.4675776762,-0.525131005
ytf3__wt_pH55_lactate__1,-0.21995319900000002,-0.303932123
ytf3__wt_pH55_lactate__2,-0.512945942,-0.493398282
ytf3__wt_pH55_HCl__1,-0.7005537984,-0.197083383
ytf3__wt_pH55_HCl__2,-0.7152700599,-0.23516165600000002
ytf3__dyieP_pH7__1,-1.587160638,-0.6754518700000001
ytf3__dyieP_pH7__2,-1.7284845253,-0.7360073500000001
ytf3__dyieP_pH55__1,-1.153510408,-0.689211824
ytf3__dyieP_pH55__2,-0.9571878651000001,-0.552093162
